0.00176257+0.00994146j -0.00967224-0.0101219j -0.00964981-0.0154202j 0.00219991+0.00345725j 0.00222813+0.0049241j -0.000975498-0.00468739j -0.00676979-0.0041933j -0.00386807-0.00979866j 0.00138756-0.00266098j -0.00266609-0.000637928j -0.00477067+0.00523124j -0.0081146-0.00159371j -0.00282574-0.00411644j -0.0025686-0.00237755j -0.00230845-0.00547332j 0.000117143+0.00335944j 0.00376895-0.00544118j -0.00245711-0.0069758j -0.00515448-0.00190887j 0.00528191+0.0223079j -0.0015329-0.00112676j 0.00266612-0.000956463j 0.00406362+0.00715529j 0.00853697+0.00820368j -0.0112193-0.00547162j -0.00206162+0.00364571j -0.00313131-0.000144507j 0.00356828-0.00487068j -0.0107628-0.00362139j 4.02914e-05+0.0274864j 0.00204955+0.0098863j 0.0130995-0.000768839j -0.00946437+0.0187234j -0.00666835+0.00474711j -0.00491674-0.00927925j 0.000928828+0.0212982j -0.0060756-0.00182337j -0.00717399+0.00825503j -0.00284781+0.0235653j -0.0137625+0.00196741j -0.0420973+0.0265337j -0.0180842-0.0341446j -0.0186399+0.018744j -0.00834737-0.0112897j -0.00516359+0.0052248j 0.00160777-0.00593001j -0.00132152-0.00637287j -0.0152157+0.00983174j -0.0039718+0.00170669j -0.00276582+0.0020587j 0.00476379-0.000632105j 0.0018569-0.001481j -0.00474524-0.00127291j 0.000551367+0.00165956j 0.00524156-0.00307983j 0.0012886-0.00102576j 0.00366412-0.000930097j 0.00155191-0.00365913j 0.0033474-0.0023445j -0.0111964+0.0108723j -0.0096513+0.000457817j -0.00507686-4.95274e-05j -0.0027522-0.00297751j -0.00609614+0.00541726j 0.00288975-0.00126181j 0.00145406-0.00097996j 0.00201324-0.00559516j 0.000691658+0.000858925j 0.00205329+0.00101742j 0.00502015-0.00181829j 0.00742398-0.00533908j -0.00539237+0.000729664j -0.0102244-0.000233876j 0.0222326-0.00493493j 0.000614206-0.000442647j 0.00731167-0.000835433j -0.00680253-0.00454771j 0.00155587+0.00440366j -0.0183498-0.00483387j 0.00602121+0.0023994j -0.0139502+0.00213789j -0.0101504-0.00176812j -0.0108472-0.00782069j 0.00564035+0.00115798j 0.0098571+0.00388788j -0.00814081-0.013601j -0.001351-0.00333572j -0.0180588+0.00817729j -0.00943001+0.00305164j 0.00878381+0.00218551j -0.00714829+0.0114073j -0.0281208+0.000736236j 
0.00916252-0.00238212j 0.0145071-0.00526101j 0.00539285-0.00107553j 0.0141367-0.0041316j -0.00462256+0.0061928j 0.00299977-0.00151716j -0.0116322-0.000632339j 0.00535536-0.00241291j 0.00159623+0.00407347j -0.0099489+0.00793263j -0.00559023-0.0111688j -0.00942495+0.00614702j 0.000387192-0.000702013j -0.00214117+0.00532291j -0.000583425-0.00231208j -0.00581061-0.00272198j 0.0052241-0.0034043j -0.00255953+0.0042626j -0.00316544-0.00438646j -0.000731667-0.0172741j -0.0011502-0.00292401j 0.00417036-0.0067407j -0.00039121-0.00149565j 0.00433205+0.000286191j -0.00520654+0.00418132j -0.000142569-0.000264346j 0.00479326-0.0060889j 0.00451967-0.00079551j -0.00753585-0.00429033j 0.00579655-0.0254048j 0.014133-0.00773932j 0.0119748+0.00885065j 0.0025945-0.0043854j -0.00500537-0.0222852j -0.012998+0.00498351j -0.00168663+0.0197129j 0.0121477-0.00575174j -0.0188591-0.00864687j -0.0314486+0.0193664j -0.010762-0.0356816j -0.0571888-0.0176131j 0.000633591-0.0416064j -0.0110546+0.00429147j -0.00473577-0.00763507j 0.00307775+0.00433455j 0.0019861-0.00140713j -0.00563933-0.00333576j 0.00286733+0.00192577j 0.00117257-0.000646249j 0.000222468-0.00261754j -0.000618934+0.00462069j 0.00554919-0.00052123j 0.00220729+0.000843672j -9.94816e-06+0.0026049j -0.00219995+0.00264378j -0.000701051-0.00216323j -0.0016523+0.0017748j 0.000933598+0.000448077j 0.00127103+0.00212537j 0.000976475-0.00384705j 0.00187816-0.00237169j 0.00259203-0.000701167j 0.00244762-0.00211302j 0.00302975-0.00153221j -0.00029966-0.00121981j 0.000512057-0.00126796j 0.000739482+0.000245403j -0.00114203+0.000611967j 0.000638745-0.000398387j -0.000847022+0.00115681j -0.00390671+0.000383942j 0.000906008-0.00109777j 0.00241029-0.00136619j -0.0036878+0.00114879j -0.00130072-0.00167041j -0.00354882+0.000564679j 0.00232877-0.00327222j 0.0017372-0.000566773j 0.00562063-0.000312415j -0.00107252+0.00221584j -0.00115705+0.00658106j 0.002803-0.00170354j 0.00562444-0.00250759j -0.0113345+0.0030407j -0.00341305-0.00298584j -0.000653221-0.0132682j -0.0138622+0.000612493j -0.0037229+0.0186077j 0.00787452+0.0311245j 0.00464851-0.00503961j 0.00878824+0.0492934j -0.0369469-0.00310242j 
-0.017256+0.0047593j 0.0107874-0.00428663j 0.00978944-0.00382401j -0.00523437+0.00711501j -0.00279202-0.00798955j 0.00833381+0.00619728j 0.000110195-0.00604039j 0.000577285+0.00733738j -0.00338187+0.00577183j -0.00536483-0.00351961j 0.0097039-0.00234259j -0.00532773-0.00721097j -0.00025106-0.00414598j 0.000799245-0.00542513j -0.00300626+0.00240395j 0.000543997+0.000799155j -0.000990549+0.00205391j -0.00309442-0.00222939j 0.00515762-0.00672629j 0.00109497-0.000996447j 0.0021386-0.00156964j 0.00718666+0.0032922j -0.000654623-0.00160187j 0.00239289+0.00219881j 0.00592033+0.00341616j 0.0049821-0.00262588j 0.00569461+0.00478157j 0.000286833+0.0166672j 0.00594597-0.0121926j 0.0167094-0.00716276j -0.00489087+0.0141228j -0.0142601+0.00870358j 0.00690182+0.0189282j -0.00399729+0.0108051j -0.0132321+0.0132948j 0.0177524+0.0244953j 0.0141001-0.0061573j 0.0207403+0.0116984j -0.0239008-0.0400058j 0.0213666-0.0132432j 0.00601199-0.0433491j 0.0548068+0.00874225j -0.00737824-0.00861132j 0.0144191-0.0079245j 0.000930994-0.0037514j 0.00571881+0.00582837j 0.00303904-0.00348245j -0.00268603-0.00326502j -0.00395112-4.9957e-05j -0.000892792-0.00122499j -0.00019077-0.00282293j 0.00299115+0.00378845j -0.00129373-0.000185808j 0.000221271+0.00153033j 0.00403232-0.00134036j 2.50341e-05+0.000102237j 0.00284681-0.00124089j 0.00100083+0.000492407j 0.00280938+0.000298313j -0.00365156+0.00134519j 0.000662367-5.74537e-05j -0.00561916+0.00259896j 0.00309211-0.000174987j 0.00165718+0.0013191j 0.00216254-0.00118706j 0.00154518-0.00131529j 0.00125788+0.0040453j -0.00227736-0.000311328j 8.46716e-05-0.00070623j 0.00125404+0.000510432j -0.00398992-0.000587184j 0.00349699-0.000727962j -0.00145919-0.00276848j 0.00484191-0.000356071j -0.00227247+0.00172986j -0.00659037+0.00025398j -0.00143753+2.64279e-05j 0.00661536+0.00112333j -0.000654423+0.000998104j 0.00288122-0.00199378j 0.00194554-0.00108889j 0.00690649-0.00620428j 0.00425987-0.00113635j 0.00372825-0.00376759j -0.0040011-0.00277603j -0.0125403+0.00300811j -0.00855956+0.0249108j 0.0106583+0.00745192j 0.00780901-0.000891263j -0.00656975-0.0275123j -0.03803-0.00423204j -0.0101701-0.0474713j 
0.00822974-0.000951937j -0.00758502+0.00219572j 0.00410273-0.000606049j 0.00620299-0.00441537j -0.0125617+0.00643873j -0.00772468-0.00438514j -0.00602828+0.00583979j 0.022017-0.0101239j -0.0135878-0.00207848j 0.00894302-0.000754975j 0.000658923+0.000979444j 0.000735162+0.00385402j 0.00159617+0.000250738j -0.00677593+0.00850824j 0.00801371-0.0059728j -0.0048885+0.00184415j 0.00755642-0.00606176j -0.0014607+0.00490538j -0.00498003+0.00505853j 0.0169851-0.00245672j 0.00404816+0.00167747j -0.0050485-0.00757615j -0.0044122+0.00894597j 0.000188765+0.00204005j -0.0037054+0.00116867j 0.00527866+0.00373282j 0.00369664-0.0177583j -0.00567483-0.0041479j 0.011773-0.00214026j 0.00770774-0.00068794j -0.0268827+0.00338754j -0.0206481+0.00599406j -0.00283139-0.00872872j -0.000792581+0.0138584j 0.0252719+0.00116959j 0.00444018+0.014286j -0.0449784-0.055373j -0.0227375+0.0142387j -0.0246686-0.00452983j 0.00555033-0.0219986j 0.00792058+0.00201488j -0.0115159+0.00141354j -0.00160888+0.00215668j -0.00469159+0.000708039j -0.00454214+0.000537888j -0.0045658-0.0023491j -0.000804673+0.00153404j -0.00287411+0.00424868j 0.00371053-0.000176156j 0.00209736+0.00071286j 0.000162592+0.00115707j -0.000841289-0.0018049j 0.00068081-0.000388627j 0.00214847+0.000454487j 0.000563614+0.00115724j -0.000428621+0.000872669j 0.000487744+0.00147488j -0.000805554-0.00282112j -0.00141596+0.000621074j 0.00166898-0.000453516j 0.000515161-0.00107739j 0.00144878-0.00209132j -2.58389e-05-0.000695585j -8.84004e-05-0.000647482j 0.00209291+0.000642161j 8.66503e-05+0.00112085j 0.003119-0.00257506j -0.00237408+0.000941153j 0.0010159+0.000214151j 0.00222413-0.00129038j 0.000285554-0.00178507j 0.00113085-0.00264466j 0.000681552-0.00384942j 0.00562424+0.00248912j -0.00170819-0.003195j 0.000850671-0.00286958j 0.00293806-0.0022033j -0.00111778+0.00393475j 0.00121465-0.00265691j -0.000460477+0.00182127j -0.00209009+0.00806214j 0.000942285+0.00496357j -6.51834e-05-0.00217776j 0.0108901-0.000899181j -0.00148603-0.00933526j -4.81283e-05+0.00615033j 0.00613707-0.000908431j -5.38052e-05+0.00797235j -0.0161434-0.016438j 0.00988449-0.0151026j 0.00401708+0.00901828j -0.00151937+0.00370679j 
-0.00227949+0.000357103j -0.00920052+0.00228683j 0.00532535-0.00143965j 0.00820452-0.00468498j -0.0108022+0.000616712j -0.00505822+0.00154833j 0.00130946+0.00523157j 0.00387615-0.00454666j -0.0105813+0.000473214j 0.00835984-0.00594767j 0.00666155+0.00863564j 0.011955-0.000170661j -0.00129078+0.00157695j 0.00185565+0.00415105j 0.000933572+0.00356074j 0.00733281+0.00431348j -0.00687546-0.000733453j 0.00196644+0.00413295j -0.00156244+0.00658849j -0.014432+0.0127659j 0.0087429-0.00166071j -0.0107483-0.0025833j 0.0137982+0.0081657j -0.00198492-0.00558531j -0.00883212-0.00128884j -0.00856581-0.000304123j -0.019782-0.00220273j 0.0173227+0.00317961j -0.0116148+0.00194848j 0.00683819-0.00109428j 0.0262931-0.00266931j -0.0357978-0.00142485j -0.0125297-0.00939874j -0.0355798-0.00205325j -0.00911897+0.00959005j -0.0343932-0.0125758j -0.0182294+0.0108983j 0.0260802+0.0275718j -0.00296681+0.0162309j -0.0239161-0.00899506j 0.00819621-0.00172577j -0.00212651+0.00749117j -0.0024578+0.00155756j -0.00494049-0.000762411j -0.00515414-0.00222849j -0.000608061+0.0032027j 0.000732085+0.00270039j -9.75955e-05+0.0014155j 0.00128399-0.00173212j 0.00261369-1.61725e-05j -0.000425357-0.000202029j -0.00255264-0.00150283j 0.000374999-0.00123059j 0.00187681+0.000281039j 0.00280061+0.00200297j 0.000223404+0.00304206j 0.00111119+0.000442253j -0.00104349-0.00171418j -1.83149e-05+0.00106561j 0.00125563-0.000709194j -3.45846e-05-0.0016195j -0.000258062-0.000665741j -0.000449802-0.000588872j -0.000484768-3.72941e-06j 0.00124838+4.8848e-05j 0.000499231+0.000308118j 5.08769e-05-0.000852331j 0.000998294-0.000265036j 0.00125904+0.000549194j 0.000327724-0.00156697j 0.000445973-0.00126199j 0.00322563-0.00157808j 0.00201702-0.001969j -0.00412011+0.00200522j 0.00245603+0.000214771j 0.000412482-0.00213586j -0.00280827-0.000109525j 0.00178126+0.00476394j -0.00334688+0.00437521j 0.00134359-0.00172373j -0.00330596-0.00231494j -0.00184263+0.0064061j 0.00488728-0.00119863j 0.00329322+0.00121413j 0.000407327+0.000469497j -0.00809313-0.00589691j 0.00291367+0.0033675j -0.00614906-0.0103463j -0.0117368-0.000220691j -0.00647526-0.00807372j 0.00489148-0.00229502j 0.00371083+0.00766905j 
-0.00464787+2.77754e-05j 0.00412015-0.000337531j 0.00619958-0.000413489j -0.00192198+0.00157319j -0.000850019-0.00280153j -0.0113727+0.00746927j 0.00269561-0.00392946j 0.00593166+0.00110721j -0.00335733+0.00154456j 0.00112738-0.00199041j 0.00387065+0.00289577j 0.0114096-0.0101043j 0.00895774-0.00541325j 0.0037807-0.00221823j -0.018039+0.00590801j -0.00468595+0.0078163j 0.0100585+0.000447141j -0.00165462+0.002903j -0.0155659+0.00766866j 0.0111041+0.00102201j -0.012068+0.0104999j -0.0158761+0.0042999j 0.0138162+0.00174877j 0.045251-1.45446e-05j -0.000355253+0.00877548j 0.000954965+0.005512j -0.0023575-0.0130321j 0.00612652-2.45392e-06j 0.016021+0.00531451j -0.00554177-0.0118879j -0.000367776+0.00620777j -0.00493408-0.00826372j -0.00575264+0.0164412j 0.0458294+0.0275658j -0.0205123-0.00133291j -0.0243107-0.0138774j -0.00220119-0.00099365j -0.00659349+0.0027697j 0.00907209-0.00145612j 0.000658773+0.00522203j -0.000573802-0.00184322j 0.00392614+0.000450862j -0.00243956-0.00105899j 0.00363386-0.00217789j -0.000291549-0.00105442j -0.00171404+0.00421624j 0.000914239-0.000820349j -0.000409237-7.29522e-05j 0.000274135+0.00074279j 0.000454096-0.000450966j -0.00136241-0.00155958j -0.00136326+0.00191645j 0.00101429-0.000490811j -0.000112077+0.00134026j -0.000622295+0.000448464j 0.000221156+0.000962785j -0.00132892+0.000742068j -0.000427804-0.000568364j -0.00149718-0.000555168j 0.00122951-0.000231827j 0.000263973+0.000659583j -0.00123875-0.000512j 0.00068843-0.000183859j 0.00166706-0.000646542j 0.00149616+0.00188769j 0.00195588+0.0015429j -0.000999795+0.00244228j -0.00182256-0.00237486j -0.00123362+0.000255165j -0.000488633+0.00244555j -0.00136309+0.000574702j 0.00249147-0.0031911j -0.00219271-0.000634305j 0.000580559+0.00183267j -0.00137763+0.00212632j -0.00028327+4.18091e-05j -0.000357513-0.00195178j -0.00107821+0.00396143j -0.00139582+0.00049053j 0.000853169-0.00324304j 0.00203656+0.00422502j 0.00160761-0.000890793j -0.000138935+0.00235083j 0.0013218-0.00123396j -0.000486654-0.00441168j 0.00453118+0.00651675j -0.00289027+0.00425691j -0.00351123-0.00469871j -0.00013934-0.00251898j -0.00215399-0.00150336j -0.00248552-0.00554774j 0.00274167-0.00276374j 
-0.0011753+9.2083e-06j 0.0030708+7.64969e-05j 0.00254966-0.000772131j 0.0101242-0.0017417j -0.00755023+0.00163462j -0.00670023+0.00635926j 0.0118082-0.00694321j -0.00296001-0.00124157j 0.0017954+0.00235096j 0.00143807-0.00114011j -0.00395022+0.00524011j 0.00701239-0.00472565j -0.000960648-0.00159512j 0.00734591+0.00387046j 0.00739033+0.000341631j 0.00975671+0.00147766j 0.00398555-0.00116963j 0.00134569+0.00461425j -0.0089905-0.00448358j -0.0063485-0.00131469j 0.0408804-0.0102784j -0.0147665-0.00177986j 0.0253217+0.0115046j 0.00780501+0.005147j 0.0224114+0.0103694j 0.00526826-0.00511602j 0.0340759-0.00270104j -0.00969776+0.0123665j -0.0349722-0.0024468j 0.0253792+0.00534254j -0.0243457-0.0104746j 0.0184884-0.00733997j -0.0152045-0.00374241j 0.0243075+0.0043442j 0.0419899+0.0215497j -0.0157629+0.00507957j -0.00466621+0.00139458j 0.00919066+0.00562776j 0.00305036-0.00227325j 0.00225599+0.00203927j 0.000130322-0.00175745j 0.00404396+0.000678724j -0.00479097+0.00250485j -0.00290505-0.000938427j -0.00270612+0.00107261j -0.00022648+0.004389j 0.00182961-0.00136151j 0.00161901-0.00117331j -0.00130308-0.000629888j -0.000339944-0.000133938j -0.000392377+0.000229063j -0.000139646-0.000631043j 0.000153828+0.000157512j 0.00107142+0.00177941j 0.00107301+0.00249846j 0.00202787+0.00102513j -0.000442294+0.000309403j 0.000725804+0.000338424j -0.000174172+0.000867472j 0.00164372-0.00127622j -0.00104372-0.00133056j 0.0010149+0.000575866j 0.000708428-0.000120989j -0.000287216+0.000184578j -0.00110615+0.0011967j -0.000900542+0.00137137j 0.000823224+0.00146714j 0.00120632-0.00280513j -0.000100434+6.57462e-05j -0.0013027-0.000696202j -0.000739878-0.000381723j -0.000816504+0.00131766j -0.000774352-0.00115691j -0.000168388-0.000202331j -0.00197627-0.00311044j -0.00210692+6.18677e-05j 0.00203077-0.00388656j -0.00132536+0.0020029j -0.00322531+0.00256026j 0.00353545+0.00119488j -0.00213729-0.00239243j 0.00368744+0.00291336j -0.000994311-0.000555207j 0.000265168+0.00139497j 0.00165068+0.00234202j 0.00239069+0.00104852j 0.00494991+0.00904189j -0.00393076+0.000203489j -0.00121601+0.00146363j -0.00256984-0.00378854j -0.00231548-0.00107464j 0.000408246-0.00274753j 
-0.0028718+0.000434487j -0.00807591+0.00133838j 0.00263187-0.000354131j 0.0129261-0.00575383j -0.00454579-0.00280409j 0.00785786-0.00157919j 0.000329587+0.00495866j 0.000928929-0.00317775j -0.00379773-0.000239195j -0.00209675-0.00356523j 0.00158078+0.0102375j 0.0133457+0.00121463j 0.00473596+0.00298572j 0.00204707+0.00445146j 0.0158452+0.00211218j 0.0130505+0.00125972j -0.0123581+0.00337679j 0.00800656-0.000761531j 0.00909956+3.29325e-05j -0.0022998+0.00383063j -0.026732+0.00230915j 0.024769-0.00539242j 0.0153623+0.0045537j 0.0210021-0.00388704j 0.0131559-0.0114052j 0.00256859-0.0130628j 0.0146091-0.00103202j -0.0118337+0.00232476j 0.047096+0.00513337j -0.00992244-0.0062951j 0.0326866+0.00220386j 0.0140633+0.000963943j -0.0364385-0.0124087j -0.00143163+0.0039015j -0.00214889-0.00626477j 0.0108774+0.00956333j -0.00194077-0.00386914j 0.00278006+0.00332625j -0.00130463+0.00691025j -0.0138847-0.00191589j 0.00771573-0.000710089j 0.00028094+0.00497061j -0.00240442+0.00335979j -0.00562005+0.00107205j -0.00275798-0.00241923j 0.00100664+0.000668174j -5.65069e-05+0.00219468j -0.000558706-0.000772183j -0.000820107-0.00103553j 0.00263537-0.000323546j -0.000562554+8.86363e-05j -0.000788259-0.00264294j 0.000822078+0.000546894j -0.000349102-0.000734723j 0.00222002+0.000802134j 0.000266279+0.00167091j 0.00120589+0.000159572j -0.000653532-0.0012758j -0.00127787+0.00175155j 0.000422573-0.00152559j 0.00150775-0.00192958j -0.000240396-0.000636421j 0.000264928+0.000786717j -0.00114022+0.0013655j 0.000195707+4.34605e-05j -0.000613116-0.000388778j 0.000247926-0.000854956j -0.000286555-9.92921e-05j 0.000248577+0.000387029j 0.000101651-0.000843123j 0.000408894-0.00194782j -0.000851339-0.00121431j -6.83786e-05-0.00167386j 0.000292895+0.00061647j 0.0020297+0.000523457j -0.000736737-0.00102756j -0.00309198+0.000925327j -0.00217623+0.00145117j 0.0013924+0.00243548j 0.00155206+0.000496129j 0.00224681+0.000328628j -0.000631375+0.00124558j 0.00366798+0.00125329j -0.00249755-0.000462929j 0.00464295+0.00425478j -0.00379374+3.0628e-06j 0.00183615-0.00157289j -0.00195456-0.00210307j -0.00489121-0.00187114j -0.00130916-0.00366976j 0.00308431-0.000555484j 0.00200789+0.00474486j 
0.00054932+0.000185631j -3.70804e-05+4.05308e-06j 0.00215361-0.00135572j 0.00978475-0.00203355j -0.00452936+0.00164326j -0.00654372+0.00252658j -0.00489429-0.000109515j -0.0014608-0.00470473j -0.00259095+0.00263242j -0.0175227+0.0036097j 0.0239897-0.00512741j 0.00856828-0.00465342j 0.00710251-0.00401733j -0.0260639+0.0071355j -0.0215847+0.00314887j -0.0127866+0.0101784j -0.0191103+0.00169894j -0.0418255+0.0128116j 0.0334286-0.00150563j -0.0203309-0.00252004j -0.0175386-0.00169011j 0.00679261+0.000600195j 0.0149355-0.0022548j -0.00225929-0.00690911j 0.0120412-0.00139751j -0.0450874-1.46858e-05j -0.0200465-0.0118696j -0.00336348+0.00588843j -0.0131692-0.0115405j -0.00233231-0.00374372j 0.0331563+0.0153799j 0.0146+0.0133225j 0.00292492-0.00117967j 0.00259986+0.00375386j -0.00342499-0.00229119j -0.00567531-0.00313983j -0.00467685-0.00283739j 0.00321736+0.00423125j -0.0026664-0.000154483j 0.000261885-0.00132696j 0.000235124-0.000694576j 0.00163773+6.03395e-05j -0.0042003+0.00223306j -0.00273979-0.000945829j -0.00170306+0.000209991j -0.0010016+0.00155171j -0.00144841+9.5451e-05j -0.000313841+0.0011516j -0.00175336-0.000489736j 0.00215984-0.00136475j -0.00212918+0.00117901j -0.00057088+0.00069262j 0.000878897-0.000971235j 0.000396855+0.000172025j -9.1406e-05+0.00102226j -0.00173804+0.00139029j 2.35321e-05+0.00058124j -0.00130281-0.00141212j 0.00181293+0.000766774j -0.000779292-0.0012684j -6.43139e-05-0.000712896j -0.00027082-0.000428136j 0.0013253-0.00156029j -0.000308593-0.00114153j 0.00187937-0.000469957j 0.00175999-5.00135e-06j -0.000315924-0.000384135j 0.00209539+7.19444e-05j 0.00137876-0.00133155j -0.000392272-0.000814576j 0.000369155-0.000601673j -0.000667714-0.00224602j -0.00182755+0.00104008j -0.00150738+6.14051e-05j 0.0008157+0.000604786j 0.000527138-0.000269228j -0.00128941-0.00159919j -0.00167165+0.00247029j -0.00174956-0.000178554j -0.000716469-0.000793354j -0.000819564-0.000162447j -8.52242e-05-0.000552864j 0.00188488-0.000763358j -0.00283096-0.00333879j 0.000453615-0.000108129j -0.000557559+0.000169477j -0.000559856+0.00148626j -0.00168244-0.000241266j -0.00201913+0.00057946j -2.05628e-05-0.00301757j -0.000749199+0.00206343j -0.00157023-0.000534691j 
0.00235577-8.21897e-05j 0.00687666-0.000734031j 0.000840683-0.00125852j 0.0047439+0.00119878j -0.00989749+0.00599206j -0.00814264+0.00587858j 0.0106423-0.010449j -0.00100899-0.00208922j -0.0123456+0.0060712j -0.00233864+0.00201364j -0.011125+0.00212178j 0.000936102-0.00375205j -0.0121163-0.00171279j 0.0207963+0.0084017j -0.00301653-0.00509531j -0.00933171+0.00288069j -0.0501339+0.00070039j -0.0227325+0.00188765j -0.010732-0.00499181j -0.000995451-0.0101826j -0.0167357+0.00124875j 0.0275576-0.0026568j -0.000694578+0.00347586j -0.0147468+0.00636516j -0.0358062+0.00181595j 0.0150683-0.00190149j -0.00726805+0.00243105j 0.0445543+0.0109363j 0.00854184+0.00120775j -0.0150591-0.0054062j 0.00767504+0.00333073j -0.0201054-0.00815561j 0.00180221+0.000831342j 0.00989019+0.00367844j 0.0187432+0.00544183j -0.0101731-0.00439288j -0.00147087+0.00194836j 0.00312067+0.00109618j 0.000343197-0.00421055j 0.0105694+3.50343e-05j -0.00451198-0.0011557j 0.00264589-0.00325333j -0.00389819+0.000873147j 0.000143229-0.00151722j -0.00222774+0.00321576j -0.00116225+0.00312368j 0.00136649-0.00314104j 0.000579781-0.000260411j 0.000230958-0.000583556j -0.000350258-7.41643e-05j -0.000176405+0.000146223j 0.00129639+2.10217e-05j -0.000257754+0.00103847j 0.00286482+0.00195777j 0.000609834+0.00255186j -3.18403e-06-0.00032859j 0.000326754+0.00100908j -0.000622883+0.00135997j 0.00082151+0.000904057j 0.00057853-0.00069948j -0.00101667-0.000482366j 0.000508664+0.00104845j 0.000913463-0.000176593j 0.000648259+0.000367688j -0.00103461+0.00063116j -0.000979524+0.00101517j -0.00102185-0.0011133j 0.00159286-0.00179161j -0.000394987-6.932e-05j -0.00156381-0.000109465j 0.0005969+0.000758027j -0.000924535+0.000953444j -0.000446862-0.000369096j 0.00105637-0.000992281j 0.00106303-0.000727683j -0.000453786-1.57126e-05j 0.00159456-0.00261176j 0.000220608+0.000812327j 0.000116856+0.000814707j 0.00100214+0.000895635j -0.0025518-0.000691904j 0.000365043-0.00164024j -0.000456019-0.000289812j 0.000917503+0.000783676j -0.000295877-0.000761108j 0.00184214+8.76261e-05j 0.00102233+0.00575345j -0.00105183+0.00182583j 0.00124205+0.00283033j -0.000345215-0.00185272j -0.0035724+0.00187939j -0.00230791-0.00465185j 
-0.0031987+0.00035253j -0.000947672+0.000431753j 0.00239489+0.000697979j -0.00282183+0.000726835j 0.00521506-0.00419805j 0.0144519-0.00207517j -0.00204859+0.00123511j -0.0115489+0.00528089j -0.0208639+0.00700799j 0.0167595-0.0122009j 0.00536793-0.000904884j -0.00076284-0.00243914j -0.0231538+0.0087527j -0.0177831+0.00208074j 0.0230614+0.00638757j -0.0441113+0.00296772j 0.00126457-0.0109355j -0.0014048-0.00701557j 0.00684892-0.00235086j -0.00384519+0.00319349j 0.000505471+0.0040627j 0.0107973-0.000523304j 0.041409+0.00577961j -0.0138808-0.00166507j 0.017456+0.00763569j 0.00467424+0.00250449j -0.0309113-0.00131459j 0.0114502+0.005997j 0.00340841-0.000842256j 0.0349742+0.0141263j -0.00357356-8.24678e-05j -0.00364442-0.00227098j -0.00169487-0.00193317j -0.00593872-0.00441043j -0.00482326-0.00330124j 0.00106474+0.00152422j 0.00191862+9.71859e-05j -0.00200802-0.000319619j 0.0034587+0.00071141j -0.00377272+0.0011252j 0.00307548-0.00137216j 0.00143734+0.00170449j 0.00138335-0.00117895j 0.001476+4.69554e-05j 0.00087078-0.00122657j 0.00422577-0.000994021j 0.000290272+0.000126138j 0.000359288-0.00121123j 0.00252176-0.00219283j 0.00212796+0.000589828j 6.8766e-05-0.00136409j -0.000747641+0.000192826j -0.00299745+0.000432585j -0.00063739-8.70453e-05j 0.000322638-8.7627e-06j -0.000782609+0.000164544j 0.00055159+0.000296219j 0.00113529+0.000119003j 0.00140745-0.00035059j 0.00118977+0.00122401j 0.000319874-0.00126791j 0.000217106+0.00121621j -0.000554433+0.00158035j -0.00113242-0.00149345j 0.00180793-0.00198021j -0.00121134-0.000706994j 0.000685081+0.00111966j 0.00151122+0.0010672j -4.92676e-05+0.000884583j 0.000120916-0.00101824j -0.000160883+6.0942e-05j 0.00018552+0.00049038j 0.000793631+1.77163e-05j -0.00191223-0.000387276j -0.000360514-0.000741827j -0.00064855-0.00031326j -0.0018654-0.00053756j 0.00124187+0.000439269j 0.00055277+4.81372e-05j -0.000225857+2.15813e-05j 0.000507445-0.00201712j 0.00152111+0.0014089j 0.00144654+0.00183599j 0.000968061+0.000602006j 0.000188683+0.000795372j -0.00123874+3.82667e-05j -0.000449769-0.000583608j 0.00102727-0.000900728j 0.00020902-0.00168279j -0.000807043-0.000413533j -0.000578815-0.0027039j 0.00228003-0.000484606j 
