-0.00496255+0.00255035j -0.00495177-0.00120098j 0.00150449+0.00032691j 0.00709132-0.000954002j 0.000377256+8.99917e-05j -0.00061097-0.000677769j 0.00104328-0.000300507j 0.00599105-0.000232778j 0.00324656-0.000228404j 0.00389799-0.00048132j 0.00112317-0.000362385j -0.0029406-0.000532931j 0.00364734-1.80313e-05j 0.0018482+4.49627e-05j 0.00226725+0.000494113j -0.00038595-0.00149089j 0.00290585+0.000543354j 0.00186705+0.000523309j -0.00338084+8.15766e-05j 0.00246606-0.00088476j -0.00207163-0.000943737j 1.60216e-05-6.68702e-05j -0.00518265-0.000819358j 0.00366644-0.00189698j 0.000327294+0.00178941j 0.000899423-0.00195013j -0.000409655-4.21642e-05j -0.000293819-0.00531612j -0.00727712+0.00105141j 0.00215498+0.00303307j 0.0195296-0.0051666j -0.00845512+0.00462522j -0.0169681-0.00121096j 0.0168206-0.00901466j 0.00170351-0.00255864j 0.00065606-9.1584e-05j -0.000530828+0.00599684j -0.0131378+0.00102169j 0.000414554-0.00028935j -0.000723285+0.00275948j -0.00635718+0.00275078j 0.00227634-0.0032674j -0.00412661+0.00172063j 0.00230396+0.00137001j 0.000471205-0.00401121j 0.00307093-0.00248594j -0.00302435-0.000651798j -0.00155555-0.00302774j -0.000198773-0.000953656j -0.0034681+0.00281048j -0.00155546-0.00149506j -0.00148688-0.00284756j -0.00118265+0.0026615j 0.00165824-0.00235229j -7.71905e-05+9.54716e-05j 0.00152898+0.00137857j -0.00072641-0.000792615j -0.00186796+0.00176703j -0.00182656-0.00244733j 0.000881316-0.00264056j 0.00151884-0.00161527j 0.00310715-0.00321687j 0.000946901+0.000116548j -0.00131926-0.00292574j 0.00052495+0.00340088j -0.00331011-0.000907192j -0.003037+0.00629742j -0.000184888+0.000979992j 0.00251642-0.00164424j 0.00302264-0.00934554j 0.0049214+0.0914558j 0.0612122+0.0214445j 
0.00195142-0.0017275j 0.000837147+0.00172821j 0.00500074-0.00195323j -0.0100382-0.00131765j -0.0209871-0.00145064j 0.00158009+0.00273647j -0.00896593-0.00189795j 0.00481594+0.00466235j -8.57118e-05+0.00063227j -0.00011414+0.00471832j -0.0170508+0.00147247j 0.00330365-0.000581018j 0.0183517-0.00218081j 0.0130083-0.00296409j 0.00166159+0.0026985j -0.00287247+0.000956309j -0.0224739+0.00245549j 0.0103013-0.0109467j 0.00537744-0.00244782j -0.00110516-0.0082242j -0.0169952-0.00456011j 0.00466114+0.0106805j -0.0322047+0.00727364j -0.0385421+0.00697945j 0.0107649-0.000641662j 0.0405359-0.00218818j 0.013612+0.0124453j 0.0252031-0.00144031j 0.030337+0.00763464j 0.00513454-0.000423576j 0.00898236-0.00437212j 0.0170632+0.00930907j 0.0106379-0.000891044j 0.000940566-0.00115648j -0.00519607+0.00751914j -0.00333039-0.000621994j -0.000756876-0.00560233j 0.00527698-0.00655759j 0.00728626-0.00748072j -0.000597744-0.00315201j 0.000431682+0.00710503j -0.00300875+0.00840934j 0.000331529+0.0138888j 0.00332743-0.00102616j 0.00705074+0.00616812j 0.00541741-0.0154739j 0.00119057-0.00613535j -0.000156739-0.00844251j -0.00114007+0.0104633j -0.00960744-0.0184483j 0.00390512+0.00784954j 0.00310888+0.0130451j -0.00403305-0.0345667j 0.00973608-0.0282002j -0.00423454+0.00348927j -0.00371114-0.000392455j -0.00375512+0.0006198j 0.00574861-0.0232785j 0.0007114+0.0264635j -0.00159649-0.00231278j -0.0113705-0.0679788j 0.00278293-0.0203945j -0.00998869+0.0203137j -0.0264777-0.00640419j -0.00667941+0.0189635j -0.00162318-0.00990314j -0.000521542-0.0235721j -0.00768426-0.010768j 0.00232067+0.00610957j 0.00139582-0.0153192j 0.0036202+0.00507486j 0.00183356-0.00153448j 
0.00191673+0.00165933j -0.00258073+0.00133753j 0.00115397+0.0007947j 0.00038534-0.000222396j -0.00347939-0.00142212j -0.0128028+0.00576993j 0.00432629+0.000721571j -0.000532002-0.00330977j -0.0187587+0.00152312j 0.000334817+0.00492161j 0.00346967-0.0046913j -0.00431554+0.00332243j -0.00557872+0.00251056j 0.00306885-0.0025653j 0.0106703-0.00713535j -0.00705707-0.00212594j -0.0132271+0.00426476j -0.0184475-0.00295944j 0.00165981-0.00187587j 0.0105872-0.000150481j 0.00586442+0.00100376j 0.00728489-0.00421513j 0.0235323-0.0109434j 0.00937769-0.0068537j 0.0204754-0.0143052j 0.0116131+0.000617566j -0.0259403+0.00491378j -0.000799702-0.00457222j -0.0099512+0.00382972j -0.00722645-0.010059j 0.00262546+0.00389301j 0.00172945+0.000268636j -0.00181098+0.00367901j 0.0011931+0.000163039j -0.0044335+0.00219393j -0.000597608-0.00116436j -0.00298771+0.00638933j 0.000282825-0.00211206j 0.00338063-0.000574729j 0.00115477+0.000883738j -0.0014447-0.0190719j 0.00177292+0.00306161j -0.00288924-0.0019166j 0.00166821-0.00657748j 0.004547+0.00768781j -0.00532582-0.00589328j 0.00280415+0.00306197j 0.00234682-0.01135j -0.00201723-0.00677467j -3.16428e-05+0.00474169j 0.00559873+0.00150785j 0.00236729+0.00470663j 0.00469218+0.0295781j -0.00161354-0.00889106j 0.0028275-0.00691859j -0.00868568+0.00987427j -0.00624474+0.00592778j 0.0224601+0.0029764j 0.00513595-0.00992755j -0.0239853-0.0112449j -0.00332094+0.00103777j -0.0185765-0.012197j 0.00520836-0.00788012j -0.00902947+0.0624302j -0.00911277-0.0292861j -0.00320698-0.0425721j 0.00179172+0.0149067j -0.0103529-0.0326924j -0.00147466-0.0033439j -0.00254865-0.0272918j -0.0029843+0.00447665j 0.0018111+0.00469542j 
-0.00110297+0.00610762j -0.00415348-0.00314821j -0.00316511+0.00207886j 0.00307251-0.0034111j 0.00441628+0.00308045j 0.0125599+0.00166115j -0.0112849-0.00444957j -0.0065175+0.000294393j 0.0215825-0.00109613j 0.0110962+0.00162204j -0.0111789-0.00254524j 0.0195493-0.00163295j -0.000390854+0.00523155j -0.00297838-0.00846941j -0.0026167+0.00319927j 0.0345391-0.00616284j -0.0217251+0.00594596j 0.0202513+0.00193667j -0.0135633+0.0035201j -0.0118886+0.000435242j 0.00790374+0.00501798j 0.0201174-0.00448188j 0.00595689-0.0175395j 0.0187019-0.00800822j 0.0232688-0.00359681j 0.0169987+0.00536535j -0.000556272-0.00576057j -0.0350862+0.00093818j -0.00465785-0.00201161j -0.015074-0.00267655j -0.000170328-0.00224696j -0.0075718-0.00367966j -0.00987869-0.0182597j 0.00244859+0.00078478j -0.00282608+0.00554303j -0.00494186+0.0125248j -0.00181114-0.0114195j -0.00119247-0.00388717j -1.85491e-05-0.00542437j -0.000412608-0.00832074j 0.00173571+0.00745566j -0.00257038+0.007613j 0.00492266+0.012673j 0.00235976+0.0119666j -0.000688445-0.00895319j 0.00336693-0.0244733j 0.00237726+0.0030848j -0.00669286-0.00787648j -0.00487064-0.00736847j 0.0071002-0.00656697j -0.00207351-0.00303038j -0.00420261-0.010892j -0.00141069-0.0247486j 0.000437611-0.00447632j 0.0109999+0.0279309j 0.0118376+0.0088426j 0.0134989-0.0063143j 0.000236795+0.0135358j 0.0116686+0.0209777j -0.00526343-0.0150849j -0.000396729+0.00378798j -0.00109622-0.0228009j 0.0027293+0.0276632j 0.02607+0.0524019j -0.0147095+0.00445975j 0.00514893-0.0216753j -1.13703e-05-0.0191317j 0.000211957+0.0299129j 0.00279886+0.000544572j 0.00884341-0.00204897j -0.00180972+0.00120942j -0.00262425+0.00312027j 
0.00158813-0.0025103j 0.000580086-0.000856871j -0.0103403+0.00588864j 0.00337018-0.00125507j 0.00638619-0.00130966j -0.0173169+0.000342204j 0.00529562+0.00165363j 0.00124302-0.00476177j 0.00961066-0.00908878j -0.00124965+0.000756877j -0.00736751-0.00429971j -0.0211573+0.00872237j -0.0140244+0.00410403j 0.00947523-0.0071158j 0.00146747+0.00200375j 0.0129326-0.00269496j -0.0101775-4.50387e-05j -0.00224561-0.00879019j -0.011858+0.0049013j 0.0168888-0.0103898j 0.00218923+0.00256527j -0.0234914+0.0168614j -0.00900624+0.00527565j -0.0094674-0.00282772j -0.0208862+0.00475572j 0.00934967-0.00454025j 0.00844019-0.013261j 0.000789843+0.00968179j 0.00677789+0.00115797j 0.0113585-0.0062447j 0.000116278+0.00783575j 0.00619858+0.0141766j -0.00440785+0.0024248j -0.00310063-0.00172103j -0.00096238+0.00658799j 0.00426835+0.00289371j -0.000809469-0.00864957j -0.00264333+0.0132348j -0.00539946-0.0148673j -0.00109623+0.00092535j -0.00601938-0.00478022j 0.000778179-0.0105019j -0.002845-0.0101492j 0.00299039+0.0174064j 0.00623968-0.0206725j -0.00488685-0.00202681j 0.00197264+0.0214257j -0.00268645-0.0286962j 0.00381786+0.00927354j -0.00109556-0.0206104j 0.00702649+0.0199512j -0.00482641-0.00466698j 0.00907351+0.0155348j -0.00212642+0.00585723j 0.0049894+0.050063j -0.00556169+0.0268008j -0.00710045-0.00600188j -0.0133961+0.0052437j -0.00650815+0.021434j -0.0149575-0.0362089j 0.00119633+0.00444056j 0.000558336+0.0409877j 0.00581361-0.014129j -0.00927893-0.0320129j 0.010673+0.0291372j 0.00731721-0.0155632j 0.0206836-0.000348264j -0.0114015+0.0400648j -0.00211526-0.00422029j -0.002236+0.00500542j -0.00222245+0.00779918j 0.00208143+0.0067288j 
-0.00134611-0.00232462j 0.0025713-0.00014439j 0.000144678+0.00146426j 0.00307088-0.0031655j 0.00407854+0.00134618j 0.00280097-0.00826645j -3.89514e-05-0.000451375j 0.00641008+0.00029672j 0.00820511-0.00135665j 0.00108843-0.0031271j -0.0112708-0.00261318j 0.00424094-0.00216721j 0.0115656-0.00503674j -0.00279062+0.00118787j 0.0117453-0.00225886j 0.0059555+0.00012599j 0.00248599-0.0120782j -0.00781299+0.00465521j 0.00473926+0.00503727j -0.0143964+0.00128872j 0.0135338-0.00151298j 0.00891286-0.00131075j -0.0121815+0.00333725j 0.0154138+0.00135254j 0.00967762-0.00365923j -0.00591423+0.0019071j 0.0116531-0.00676215j -0.00155881-0.00318639j -0.00352283+0.00183245j -0.00201633-0.00368438j -0.00899741+0.00414654j -0.0128242+0.00135164j -0.00908208-0.00116267j -0.00204366+0.00203782j 0.00162186-0.000104866j -0.00314067-0.0105804j 0.00212272-0.00863496j -0.00357985+0.019375j -0.00244574+0.0142292j 0.000588695-0.00204358j -0.005189+0.00586736j 0.00207192-0.0252408j 0.00247672+0.00825968j -0.00568809+0.00733391j -0.00198683-0.0278695j 0.000955457-0.00130141j 0.00123955+0.00247508j 0.000995019-0.0175509j -0.00482997+0.00418443j 0.00261326-0.0199117j -0.000711023-0.0393435j 0.00598637+0.0225552j 0.00243387-0.00641216j -0.00942872+0.000143168j 0.000396388-0.0361134j -0.00457121+0.024058j -0.000666231-0.0239478j 0.00179629+0.00821904j -0.0222161-0.0124973j 0.00168674+0.0634504j -0.000189288-0.0444354j -0.00741623-0.00955341j 0.0102023+0.0502448j 0.0035715-0.00580204j 0.014347-0.0105894j -0.000436937-0.000656013j 0.0109335-0.0155247j 0.00610931+0.0142301j -0.00677318-0.00599471j -0.00574872+3.66216e-05j -0.00262506-0.00474797j 0.00151955+0.0046099j 
0.00101396-0.0031783j 0.00267064+0.00305875j 0.00783771-0.000614674j 0.00269091-0.00804183j 0.00519989+0.000453428j -0.0133485-0.000889177j 0.0107993-0.00822383j -0.00833393-0.000628036j -0.0190633+0.00133556j 0.000854285-0.00463319j -0.0116987-0.00112205j 0.0153887+0.00129032j 0.00247331-0.00705894j -0.0120718+0.005108j 0.00561988+0.00196154j 0.00943228+0.0076301j 0.0115007-0.014754j -0.0160141+0.00323711j -0.0190161+0.00675793j 0.00754808-0.00982363j 0.0172802-0.00601098j 0.0276613+0.00420013j -0.0136925+0.00556702j 0.0306315-0.00926608j 0.0194297-0.00678711j 0.00352171-0.00433456j 0.0120179-0.00551637j -0.0150225+0.00371013j 0.00390378+0.00708032j -0.00886235+0.00543278j -0.00133619-0.00104946j 0.00127879+0.00820572j 0.00254928-0.00419794j 0.00333262-0.00221732j 0.00522603+0.0042175j 4.87788e-05+0.00831231j -0.00265486+0.000171294j 0.000836598-0.00596749j -0.00271173-0.0212942j -0.00344979+0.0027164j -0.00096563+0.00823976j 0.00213207+0.0264298j 0.00142358+0.00173011j -0.00581213-0.0178357j -0.00280535-0.00417562j 0.00105226-0.0171502j -0.000813848+0.00541656j -0.00389476+0.00697565j 0.0031141+0.0180177j -0.0028615+0.0220611j -0.00704401-0.01377j 0.00100146-0.00291323j -0.00405133+0.00157149j -0.00235132-0.00386005j -0.00293644+0.00975076j 0.00331686-0.0108435j 0.00241496-0.0603296j -0.0133514-0.0360842j -0.0270319-0.0266111j -0.00842419-0.0278672j -0.00710131-0.0231962j -0.00118579+0.00513696j -0.00333837-0.0519842j 0.00452007+0.0404924j 0.023716-0.0125371j 0.00920965-0.0316509j 0.0194591-0.000364523j 0.00483207+0.00797184j -0.0075805+0.0100659j -0.00246528+0.0094744j 0.000587736+0.00538071j 0.00418517+0.00200688j 
0.000768926+0.00100761j -0.00278999-0.00162099j -0.00740666+0.0016203j -0.00444733+0.00214358j 8.76488e-05-0.00126829j 0.00254732+0.0037361j 0.0125164+0.00111032j -0.0131756+0.00305919j 0.0200614+0.00144909j -0.019819+0.00483289j 0.0430944-0.00808237j -0.011623-0.00354411j 0.00750972+0.00282892j -0.00599166-0.00270765j 0.00220614-0.0068902j 0.0172528-0.0054308j 0.01963-0.000478734j 0.00339708-0.00527951j 0.031183-0.00803936j 0.0373944-0.00513661j -0.0187517-0.00194171j 0.0021564-0.00449246j -0.00456795+0.00243746j -0.0250265-0.00368079j -0.00603097-0.00235327j 0.00798254-0.00554115j 0.0150733-0.0100034j 0.000653374+0.010418j 0.0112778-0.00648646j 0.0103849+0.00342132j 0.00360456+0.00305796j 0.00809765+0.00538626j 0.00283222-0.00386524j -0.00220093+0.000141566j -0.00112291+0.000220581j 0.00281142-0.00359867j -0.00193189-0.00146396j 0.00371842+0.00684757j 0.000820294-0.00062886j -0.000534133+0.0160646j -0.00484156-0.0184617j -0.00611223-0.00594438j 0.00214467-0.0233658j 0.00599312-0.0050063j 0.00191714-0.0131547j -0.00116498+0.0205445j 0.0023395+0.00599106j -0.00859684+0.0212694j -0.000685748-0.00254793j -0.000650821+0.0247459j -0.000486347+0.00458154j -0.00106153+0.0215363j 0.000388461+0.0333362j 0.00769062+0.00429105j 0.00934805-0.0122931j 0.00163588+0.0275381j 0.00640828-0.0210681j -0.0167526-0.00447017j 0.0127531-0.0210379j 0.00298138+0.0334696j -0.00627413-0.0531452j 0.00753289+0.000869798j 0.00333026+0.00800322j 0.000231669-0.0117271j -0.00808206-0.00681222j 0.0056838-0.00862209j -0.000236135+0.00115625j -0.00570379+0.0120057j 0.00426663+9.05335e-05j 0.00533325+0.00774474j 0.00104217+0.00721655j -0.00246422+0.000380418j 
0.000890182+0.00088356j -0.0016306+0.00180851j 0.00464202+0.00306278j -0.00379313-0.00479981j 0.00481095-0.00185678j 0.01096-0.000216416j -0.0127759+0.00579211j -0.00236081+0.00131824j 0.0109959+0.00103006j 0.0316765-0.00966274j 0.012777+0.00268037j 0.00274017-0.00716543j 0.0171055-0.00683277j -0.011958+0.00346464j 0.00335039+0.00176194j -0.00647831+0.00370616j -0.00360311-0.00674548j 0.0162452+7.07915e-06j -0.00997711-0.000271533j 0.00539987+0.000705894j 0.00591759-0.00540474j 0.0229157+0.0086455j 0.0159528+0.00211527j -0.0327951+0.00794808j -0.022926+0.00607138j -0.0127097+0.00367275j -0.00956894+0.00234113j 0.017117-0.004528j 0.00840015-0.00364079j 0.0170216+0.00234885j 0.00352478-0.000352444j 0.00131777+0.0085723j 0.000764957-0.00437011j -0.00227079-0.00256822j 0.00171501-0.0027634j 0.00134558+0.00569364j 0.00549658+0.0289508j 0.00227781-0.00288185j -0.00223703-0.00163668j -0.0102934-0.0148629j -0.00527602-0.0031615j -0.00223173-0.00617909j 0.00870221+0.0195628j -0.0105494-0.0195004j 0.00121978-0.00468798j 0.00881494+0.0164505j 0.00190576-0.000489631j -0.0032097-0.0106982j 0.000700454+0.00705407j -0.0049852-0.0115983j -0.00617258-0.0166752j 0.0128525+0.012345j -0.0062509-0.00700961j -0.0162621-0.0316613j -0.00454366-0.0178484j -0.00665678-0.035758j 0.0210292+0.00841287j -0.00785446-0.0218491j -0.00613748+0.0298863j 0.00787882+0.00763311j -0.0152044+0.0232049j 0.00458098+0.0262801j -0.0226113-0.0356392j 0.0221607-0.00396887j 0.00335324-0.000425709j 0.0196807+0.0069725j -0.00892886-0.00242892j 0.0134693-0.00517721j -0.00742596-0.0012509j 0.011481-0.000603338j -0.0011744+0.00294248j -0.00148305+0.00104847j 
-0.00169649+0.000309465j 0.00105476-0.00469616j -0.0104594+0.0016627j 0.00852527+0.00388093j 0.0176972+0.00098991j -0.0101445+0.00608623j 0.000131478-0.00405127j -0.00577627+0.00223198j -0.0102212+0.00169072j 0.0183516+0.00419287j -0.0069689-0.00286364j 0.00502361+0.00597197j -0.0208327-0.00266404j -0.0127209-0.00502065j 0.0194557+2.5657e-05j -0.0255081+0.00913692j -0.00578878+0.0100253j 0.00214627-0.00308394j -0.0313178-0.000709433j -0.0272168-0.0028135j 0.0708474-0.0097711j -0.016803+0.00502821j 0.0112472+0.00396565j 0.00853048+0.00502952j 0.0131372+0.00484194j 0.0182368-0.0102612j -0.0200466-0.0013265j 0.00846686+0.00605216j -0.00242756-0.00410103j 0.031179+0.00964884j -0.00112259-0.00549584j 0.0160077+0.00302804j -0.00268057-0.00405268j -0.00579669-0.00583432j 0.000419305+0.000608691j 0.000396796+0.00967673j 0.000935384-0.00981152j -0.00110414+0.00415386j -0.00162353-0.00215584j 0.0016134+0.00343621j -0.0029754-0.00357756j 0.00371606+0.00877418j -0.00296341+0.00503968j 0.00462971+0.00799007j 0.0030051+0.00574296j -0.00451613-0.0173503j 0.00277007+0.00565563j 0.00826307+0.0202359j 0.00179627-0.00726791j -0.00815836+0.0141048j 0.00297535+0.00398827j 0.00544562+0.00546272j -0.00956172-0.0142891j -0.00495941+0.0122521j 0.00372755+0.00401729j -0.00714019+0.00681168j -0.010415-0.0184735j -0.0121114-0.0169187j 0.0103213-0.0079744j 0.0151735+0.0268363j -0.00258849-0.0441248j 0.0242216+0.0242046j -0.000890143+0.018433j -0.00704247-0.0381983j -0.00262958+0.00884674j -0.00246962+0.0121023j 0.00366671+0.0070403j -0.00579602+0.00277701j 0.00405715+0.00424368j 0.00156169+0.0132219j 0.00223165-9.65325e-05j -0.00255307-0.00269324j 
0.000801881+0.000128595j 0.000316069+0.00513025j 0.00441915-0.00521252j 0.00263648+0.00179332j 0.0193786-0.00129229j -0.0158721-0.00546299j -0.00204287+0.00637687j -0.00603241+0.00299927j -0.000116246-0.000793345j 0.00381075-0.00302275j 0.0110405-0.00800889j 0.000907202-0.00417145j -0.0061466-0.0114512j 0.015029-0.00530328j -0.005658+0.00219634j 0.00837827-0.00527319j -0.0100482+0.00525741j -0.0120543-0.00350776j -0.00349246+0.00219441j -0.033679+0.0135351j -0.0126692+0.00356298j -0.0197351-0.00469562j -0.00191862+0.00126475j 0.0284489+0.00313198j 0.00824647+5.06728e-05j -0.0123372-0.00540399j 0.0235616+0.00849446j -0.000227888-0.000407272j 0.00566238-0.00494077j 0.00662502+0.00666432j -0.00253173+0.00308367j -0.0016925-0.00567966j 0.00520373-0.00208375j 0.00435904+0.0127189j 0.0100624-0.00440907j 0.0032669-0.00848039j 0.00552379-0.00365929j 0.00131828+0.0115042j 0.00179942+0.00858505j -0.00608102+0.00797127j -0.00993093+0.0062865j -0.00290576-0.0174938j 0.00116161+0.0226578j -0.00333331-0.0161425j 0.00237776+0.0118285j 0.00312118+0.0224622j -0.000990169-0.0109315j -0.00105748-0.0177136j 0.00281737-0.00381011j 0.00100505+0.0588454j 0.00953662-0.0102268j -0.00239997+0.00454157j -0.00532902-0.0378292j -0.00412828-0.00194115j 0.00374324+0.0229902j 0.0127218+0.0193667j 0.008419+0.053614j 0.012745+0.0488167j 0.000808528-0.0248029j 0.0059082-0.0082547j -0.000872132-0.0427052j 0.00416068-0.00797885j -0.00362738+0.0201762j 0.0151923-0.0274356j 0.00208457-0.0146866j 0.00377579+0.0295441j -0.00141144-0.0216779j 0.00893374-0.0239464j -0.00525308+0.0183763j 0.00386721+0.00676633j 0.000518861+0.000662193j -0.000174678+0.00407151j 
0.000362944-0.00359996j 0.00341344-0.000673503j 0.000742235+0.00153459j -0.00262686-0.00123258j 0.00792665-0.00102233j 0.00950289+0.00609772j 0.00530231-0.00589087j 0.00074276+0.00111216j 0.0378672-0.00158716j -0.000749128-0.0037977j 0.0100406-0.00170799j 0.00258375+0.000920987j 0.0141283-0.00886435j 0.00972949-0.0134567j -0.0138455+0.0026326j -0.00597554+0.00720333j 0.0106125-0.00416635j 0.0152433+0.00220094j 0.041876-0.00459031j 0.00192493-0.00486197j -0.00889221+0.00568099j 0.000653687+0.00398507j 0.0107039-0.00956144j -0.000382381-0.00264119j 0.00957164-0.00850524j 0.0224555-0.0115809j -0.0184523+0.00874429j 0.00587519+0.00215244j 0.00306189+0.00374499j 0.0199932+0.00685065j -0.0050258-0.00160661j 0.00300307+0.00341274j -0.000997315+0.00539053j -0.00383944-0.00912243j 0.00363588-0.0112044j -0.00218736+0.00524992j 0.00280907+0.00604489j -0.000751304-0.00239517j -0.00343889-0.0022492j -0.00465009-0.00709857j -0.00797144-0.0103451j -0.00330795+0.00178874j -0.00661835-0.0259896j 0.00176283+0.00664832j -0.00154854+0.0167554j 0.00233561-0.0115389j -0.000658922+0.00437795j 0.00134631+0.0157249j 0.00459711+0.0153209j -0.00319422+0.00676474j 0.0049237+0.00846103j 0.003606-0.0226241j 0.00169824+0.00444893j -0.0133475+0.0209892j 0.00226997+0.0317449j 0.0136102+0.0354065j -0.00115806-0.0338761j -0.00209606-0.017472j 0.00101865+0.0188228j -0.0152869-0.0409226j -0.00949348+0.00469218j 0.0146008-0.0234287j 0.00212118-0.0143466j 0.00299133+0.0121968j 0.0131387-0.0214936j 0.00495141-0.0205741j 0.0101114+0.00575148j 0.0044425-0.00561495j -0.00688277+0.0119098j -0.00128105+0.0127824j 0.000567851+0.00142908j 0.00081234-0.00106483j 
0.00340282-0.00157685j -0.00125448+0.00162341j -0.00162137+0.00263054j -0.00239333-0.00824504j -0.0049851-0.000123725j -0.00266863-0.00250589j 0.0138334+0.0026714j -0.0107442-0.000956741j 0.0049732-0.00623247j 0.0040703-0.00140045j 0.005381+0.00568417j -0.00366509+0.00777814j 0.000496857-0.00550628j -0.00831401+0.00913706j 0.00322033+0.000641572j 0.00778557+0.00231777j 0.00911885+0.00404398j 0.000707732-0.00505613j -0.00273245-0.00499336j -0.00342991+0.00168971j 0.00159635-0.0028182j -0.0081052+0.0156318j 0.0244014+0.000452804j 0.0146033-0.00269746j -0.00416669-0.014364j 0.00707941-0.00252735j -0.0227125-0.00592486j -0.0111964-0.00817865j 0.00209208+0.00310649j -0.00683328-0.0119772j 0.00517417-0.00588048j 0.00941977+0.013587j 0.00310565-0.0107982j -0.00157697+0.0012348j -0.00162579+0.0164585j -0.000127909-0.00214772j -0.00253668-0.00456098j 0.00168084+0.00972405j -0.00708036+0.00372997j -0.00289804+0.0180457j -0.00213634-0.0138839j 0.00523175-0.0160917j -7.70218e-05-0.0182379j -0.0130022-0.00887799j 0.00340347-0.038681j -0.00521827+0.00703942j 0.00124793-0.00888836j -0.00336613-0.0155574j 0.00697054-4.33082e-05j -0.00615732-0.0339076j -0.00212211-0.00674523j -0.0020518+0.0503078j 0.00666395-0.0176344j 0.00083148+0.0463841j -0.00385431+0.010238j -0.00518321+0.00945906j 0.00978238+0.00723992j -0.00722331+0.0540497j 0.00266693+0.00184993j -0.0108589+0.00552678j -0.0122917-0.0202537j -0.00231601+0.0285164j -0.0174102+0.0504493j 0.0106748+0.0111056j -0.00471178-0.0178643j 0.016267-0.0210694j -0.00276226-0.000732341j 0.00141229+0.0285557j -0.00188995-0.0171189j 0.00609532-0.00889896j 4.11505e-05+0.00844781j 0.00070818-0.00404073j 
-0.00319236+0.000410719j 0.00075859-0.00563704j 0.00499515-0.00166703j -2.20608e-05+0.00143342j -0.00699251+0.00375505j 0.0117715+0.00567552j -0.0108777-0.00122631j -0.00696845-0.00135196j -0.0112132+0.00698823j -0.00737696-0.00486191j -0.0163388+0.000437001j 0.0086628+0.00174935j 0.0248217-0.00319759j -0.0256109-0.00340173j -0.00837654-0.014161j 0.0129859+0.00886925j -0.0109947+0.005199j 0.0120535-0.00506578j 0.0144689-0.007609j 0.00706047+0.0114097j -0.0374539+0.00194775j -0.0033245+0.00490029j -0.0108167+0.00421162j -0.0108851-0.00553974j -0.0350123+0.0048128j -0.00349267-0.00296892j -0.0179276-0.0114697j -0.00112172-0.00265968j -0.00753492+0.00434291j 0.00828694+0.00394114j 3.63898e-05-0.00726796j 0.00471078-0.00046757j -0.00295916-0.00625813j -0.00334623-0.00446907j -0.00534903+0.0115012j -0.00276674+0.0168805j 0.000506997-0.0185841j -0.00692844+0.0100343j 0.00335837+0.0157519j 8.9903e-05+0.00147175j 0.0026086+0.0237443j 0.00529106+0.00460801j -0.00273773+0.00583586j -0.00566345-0.00840701j 0.00766621-0.0124063j -0.0111641-0.0212869j -0.00163219-0.0307624j 0.00285109+0.0103384j 0.00680748-0.0179564j 0.00147234+0.0109692j -0.00830528-0.042227j 0.00623782-0.00881346j 0.000974701-0.00989631j -0.00520111+0.00265304j 0.00625467-0.010382j -0.000858194-0.000474338j -0.0163564+0.0322973j -0.00325145+0.00560874j -0.00118013-0.00464191j -0.00555328-0.0143145j 0.00613164+0.0108596j 0.0074227+0.0771165j 0.00605303+0.0425546j -0.0211057-0.00962598j 0.00960538-0.00218604j -0.010085+0.0195873j 0.0114339+0.0115907j -0.00548156+0.00537237j 0.00180346+0.0108976j -0.0046797+0.00639943j 0.00143681+0.00128935j 6.93159e-05+0.000250735j 
