-0.0717802-0j -0.00728015-0j -0.0073556-0j -0.00417687-0j -0.00060288-0j -0.00516862-0j -0.000746025-0j -0.00301503-0j -0.000435181-0j -0.002935-0j -0.000518839-0j -0.00342416-0j -4.32366e-05-0j -0.00209686-0j -0.000605312-0j -0.00299614-0j -0.000370676-0j -5.04427e-05-0j -0.00123585-0j -3.08897e-05-0j -0.000529648-0j -4.41373e-05-0j -0.000218469-0j -1.82057e-05-0j 0.442547-0j -0.000376533-0j 0.49991-0j -0.000230578-0j -4.70666e-05-0j 0.408175-0j -2.77343e-06-0j 0.412404-0j -0.000425339-0j -0.000260466-0j 0.357153-0j -0.000347288-0j -5.31674e-05-0j 0.294636-0j -0.00021267-0j -0.000350887-0j -3.13292e-06-0j 0.0941376-0j -4.3411e-05-0j -0.000303877-0j -0.000214874-0j -0.000186086-0j -4.38609e-05-0j -2.55802e-06-0j -0.000250686-0j -3.79846e-05-0j -0.000153513-0j -8.00953e-05-0j -2.58453e-06-0j -4.90482e-05-0j -3.13357e-05-0j -2.23827e-06-0j -1.84648e-06-0j -1.00119e-05-0j -5.89958e-07-0j 
0.000304564-0j -3.03942e-05-0j 3.12098e-05-0j -0.00515089-0j 2.55802e-06-0j 0.00627166-0j -3.11461e-06-0j -0.00371811-0j 1.84648e-06-0j 1.24532e-05-0j -0.000639829-0j 1.45287e-05-0j 1.83453e-07-0j -2.64055e-05-0j -0.000746467-0j -1.25087e-05-0j 0.00135668-0j 2.14028e-07-0j 5.24369e-06-0j -3.8899e-07-0j 0.000642681-0j -1.84271e-07-0j -0.000269414-0j 7.72469e-08-0j 9.58578e-06-0j 1.59763e-06-0j 1.08283e-05-0j 0.0549057-0j -5.80423e-05-0j -8.69944e-06-0j 1.17677e-08-0j 8.93288e-06-0j 1.80471e-06-0j 0.0620226-0j -2.29601e-05-0j -1.44991e-06-0j -6.55657e-05-0j -6.27958e-06-0j -0.0498289-0j 1.48881e-06-0j 1.3293e-08-0j 2.03907e-06-0j 5.26754e-05-0j -3.82669e-06-0j 0.051166-0j -0.131512-0j -5.4089e-05-0j -1.06796e-08-0j -1.0466e-06-0j 0.000139024-0j -0.0359684-0j 3.39844e-07-0j 1.09661e-08-0j 0.0116794-0j 3.80231e-05-0j -2.81862e-08-0j -7.70892e-09-0j -1.23466e-05-0j 2.50319e-09-0j 
-7.17863e-05-0j -0.00103095-0j 0.00105862-0j -4.17723e-06-0j -0.00826618-0j 5.08614e-06-0j 0.0100648-0j -3.01528e-06-0j -0.00596684-0j 0.000427783-0j 7.46712e-05-0j 0.00049908-0j 0.0274409-0j -0.000907063-0j 8.71164e-05-0j -0.00042969-0j -0.000158332-0j 0.0320144-0j 0.000180127-0j -0.0581853-0j -7.50041e-05-0j -0.0275633-0j 3.1442e-05-0j 0.0115546-0j -2.25939e-06-0j -0.00789774-0j -2.55225e-06-0j -2.30598e-07-0j -0.000645338-0j 2.05048e-06-0j 0.0072706-0j -2.1055e-06-0j -0.00892144-0j -2.60488e-07-0j 5.41175e-06-0j 0.00716748-0j -0.000728987-0j 1.48011e-06-0j 2.09276e-07-0j -0.00735981-0j 0.00821301-0j -4.80613e-07-0j 0.000585667-0j 0.0189169-0j -2.14892e-07-0j 5.52335e-07-0j -0.000601383-0j -0.00659833-0j 0.00517376-0j 0.00154573-0j 1.51063e-07-0j -0.00167999-0j 0.00677539-0j -4.90523e-08-0j 0.000422757-0j -0.0174147-0j -0.00476292-0j -0.000137275-0j 0.00154659-0j 
0.000845586-0j 0.00417562-0j -0.00421718-0j 0.00487287-0j 0.000698887-0j -0.00585821-0j -0.000840209-0j 0.0032213-0j 0.000462012-0j 0.00518659-0j -0.0286319-0j -0.00587876-0j 7.5445e-05-0j 0.00370548-0j 0.032453-0j -0.0052925-0j -0.0204556-0j -8.55135e-05-0j 0.0104276-0j 5.39005e-05-0j 0.0292166-0j -7.69856e-05-0j -0.0575642-0j 0.000151681-0j -2.73936e-05-0j -0.0314747-0j 3.00635e-05-0j 0.000540796-0j -0.00524962-0j -2.5266e-05-0j 6.46381e-06-0j 2.55175e-05-0j 0.0345423-0j -0.000593503-0j 2.14784e-05-0j -0.0290301-0j 0.00576126-0j -1.67026e-05-0j 0.000498793-0j 0.0293191-0j -7.09379e-06-0j -6.16336e-05-0j -0.00484189-0j 0.0246782-0j -0.000503758-0j -0.000424019-0j 0.00489008-0j 5.96177e-06-0j -0.0191909-0j 0.00411604-0j 0.000329736-0j -0.0708158-0j -6.02111e-06-0j 0.00121675-0j -0.00320082-0j -5.06805e-06-0j 3.94114e-06-0j -0.0118112-0j 1.45431e-05-0j 
0.00029896-0j -3.12098e-05-0j 3.15205e-05-0j 0.00520427-0j -2.58453e-06-0j -0.00625663-0j 3.10714e-06-0j 0.00344038-0j -1.70855e-06-0j -1.25822e-05-0j 0.000646459-0j 1.42614e-05-0j -1.85354e-07-0j -8.98919e-06-0j -0.000732732-0j 1.28392e-05-0j 0.000461853-0j 2.1009e-07-0j -2.52965e-05-0j -1.32423e-07-0j -0.00065966-0j 1.89139e-07-0j 0.0012997-0j -3.72652e-07-0j -9.68511e-06-0j -1.61419e-06-0j 1.06291e-05-0j -0.0554747-0j 5.86438e-05-0j -8.93288e-06-0j -1.18896e-08-0j 9.0218e-06-0j 1.77151e-06-0j 0.0608814-0j 7.59376e-06-0j -1.48881e-06-0j -6.43593e-05-0j -5.90525e-06-0j -0.051166-0j 1.50363e-06-0j 1.30484e-08-0j -2.17908e-05-0j 5.4089e-05-0j 1.26563e-06-0j 0.0516753-0j 0.0434958-0j -5.46273e-05-0j -1.09661e-08-0j -9.84208e-07-0j -4.59805e-05-0j -0.0338243-0j -3.6318e-06-0j 1.10753e-08-0j -0.124814-0j 3.57565e-05-0j 9.32222e-09-0j -7.24938e-09-0j 0.000131944-0j -2.67507e-08-0j 
-7.61409e-05-0j -0.00072646-0j 0.000745954-0j 0.000857005-0j -0.00286118-0j -0.00104348-0j 0.00348374-0j 0.000618619-0j -0.00206531-0j -3.1133e-06-0j -0.0101776-0j -3.63218e-06-0j -0.000628784-0j 6.60138e-06-0j -0.0118739-0j 3.12718e-06-0j 0.0215804-0j -0.000733582-0j -1.31092e-06-0j 0.00133326-0j 0.010223-0j 0.000631587-0j -0.00428551-0j -0.000264764-0j -2.39644e-06-0j 3.81854e-05-0j -2.70707e-06-0j -0.00452809-0j 0.0432063-0j 2.17486e-06-0j -8.12327e-05-0j -2.23322e-06-0j 4.3135e-05-0j -0.00511502-0j 5.74003e-06-0j -3.46546e-05-0j 0.0488067-0j 1.5699e-06-0j 0.0041094-0j 3.55845e-05-0j -9.17621e-05-0j -5.09767e-07-0j -0.0392113-0j -9.14627e-05-0j -0.00421967-0j 0.0108458-0j 0.0402635-0j 7.37216e-05-0j -2.5015e-05-0j -0.103489-0j 0.00296632-0j 8.12271e-06-0j -7.56999e-05-0j -0.000963205-0j -0.0283042-0j 0.000194571-0j 5.32151e-05-0j 0.00919076-0j -1.72797e-05-0j 
-7.04655e-05-0j -0.00105862-0j 0.00106915-0j 4.22051e-06-0j 0.00835184-0j -5.07394e-06-0j -0.0100407-0j 2.79005e-06-0j 0.00552114-0j -0.000432216-0j -7.5445e-05-0j 0.000489897-0j -0.0277253-0j -0.00030879-0j 8.55135e-05-0j 0.000441042-0j -5.39005e-05-0j 0.0314254-0j -0.000868965-0j -0.0198079-0j 7.69856e-05-0j 0.0282914-0j -0.000151681-0j -0.0557414-0j 2.2828e-06-0j 0.00797958-0j -2.50529e-06-0j 2.32988e-07-0j 0.000652026-0j 2.1055e-06-0j -0.00734594-0j -2.12646e-06-0j -0.00875729-0j -2.55695e-07-0j -1.78987e-06-0j 0.00735981-0j -0.000715574-0j 1.39188e-06-0j 2.14892e-07-0j -0.00743307-0j 0.0080619-0j 5.13614e-06-0j 0.000601383-0j -0.00625651-0j -2.17031e-07-0j -1.82677e-07-0j -0.000607369-0j -0.00677539-0j 0.00486534-0j -0.000511231-0j 1.42058e-07-0j 0.0179535-0j 0.00684283-0j 5.24205e-07-0j 0.000397556-0j 0.0057597-0j -0.004479-0j 0.00146701-0j -0.0165278-0j 
-7.47399e-05-0j -0.000745954-0j 0.000753379-0j -0.000865886-0j 0.00289083-0j 0.00104098-0j -0.00347539-0j -0.00057241-0j 0.00191104-0j 3.14556e-06-0j 0.0102831-0j -3.56535e-06-0j 0.0006353-0j 2.2473e-06-0j -0.0116554-0j -3.20979e-06-0j 0.00734659-0j -0.000720084-0j 6.32411e-06-0j 0.00045388-0j -0.0104931-0j -0.000648273-0j 0.020674-0j 0.00127726-0j 2.42128e-06-0j -3.85811e-05-0j -2.65726e-06-0j 0.00457501-0j -0.0436541-0j 2.23322e-06-0j 8.20745e-05-0j -2.25545e-06-0j 4.23413e-05-0j -0.0050209-0j -1.89844e-06-0j -3.55845e-05-0j 0.0479087-0j 1.47631e-06-0j 0.00421967-0j 3.59387e-05-0j -9.00737e-05-0j 5.4477e-06-0j -0.0402635-0j 3.02501e-05-0j -0.00426167-0j -0.00358711-0j 0.0406643-0j 7.56999e-05-0j -2.35238e-05-0j 0.0342276-0j 0.00278949-0j -8.68046e-05-0j -7.64534e-05-0j 0.0102934-0j -0.0266169-0j -6.43518e-05-0j 5.00428e-05-0j -0.0982184-0j 0.000184662-0j 
6.34507e-06-0j 0.00012171-0j -0.000124976-0j -3.55239e-05-0j 0.00147151-0j 4.32535e-05-0j -0.00179169-0j -2.56425e-05-0j 0.00106219-0j 2.59441e-07-0j 0.000848162-0j 3.02682e-07-0j -0.0100184-0j -5.50115e-07-0j 0.000989522-0j -2.60598e-07-0j -0.00179843-0j -0.0116882-0j 1.09244e-07-0j 0.0212429-0j -0.000851943-0j 0.0100631-0j 0.000357137-0j -0.00421848-0j 1.99704e-07-0j -6.39751e-06-0j 2.25589e-07-0j -3.94248e-06-0j -0.0110531-0j -1.81238e-07-0j 0.0294174-0j 1.86102e-07-0j -7.22676e-06-0j -4.45351e-06-0j -4.78336e-07-0j 5.80597e-06-0j -0.0124858-0j -1.30825e-07-0j 3.57794e-06-0j -5.96177e-06-0j 0.0332305-0j 4.24806e-08-0j 0.0100311-0j 1.53235e-05-0j -3.67396e-06-0j 9.44314e-06-0j -0.0103003-0j -0.0266973-0j 4.19097e-06-0j 0.0264747-0j 2.5827e-06-0j -1.36087e-06-0j 0.0274137-0j -8.38637e-07-0j 0.00724082-0j -0.0704613-0j -0.0192712-0j -0.00235119-0j 0.00625761-0j 
-2.36467e-07-0j -6.81559e-06-0j 6.99848e-06-0j -1.37599e-08-0j -0.000137864-0j 1.67539e-08-0j 0.000167862-0j -9.93245e-09-0j -9.95158e-05-0j -9.66881e-09-0j 4.93649e-07-0j -1.12803e-08-0j 0.00189644-0j 2.05016e-08-0j 5.75924e-07-0j 9.71191e-09-0j -1.04672e-06-0j 0.00221252-0j -4.07127e-09-0j -0.00402119-0j -4.9585e-07-0j -0.0019049-0j 2.07862e-07-0j 0.00079854-0j -7.44252e-09-0j 3.58252e-07-0j -8.40722e-09-0j -7.59599e-10-0j -1.0763e-05-0j 6.75435e-09-0j -0.0174142-0j -6.9356e-09-0j 4.04689e-07-0j -8.58058e-10-0j 1.78265e-08-0j -3.25127e-07-0j -1.21581e-05-0j 4.87555e-09-0j 6.89363e-10-0j 3.33851e-07-0j -0.0196714-0j -1.58316e-09-0j 9.76784e-06-0j -8.58095e-07-0j -7.07862e-10-0j 1.81941e-09-0j -1.003e-05-0j 0.015804-0j -2.34689e-07-0j 2.57799e-05-0j 4.97609e-10-0j 7.62066e-08-0j -0.0162281-0j -1.6158e-10-0j 7.0508e-06-0j 0.041711-0j 0.0114079-0j -2.28949e-06-0j -0.00370431-0j 
6.22833e-06-0j 0.000124976-0j -0.00012622-0j 3.58921e-05-0j -0.00148676-0j -4.31498e-05-0j 0.0017874-0j 2.37271e-05-0j -0.00098285-0j -2.6213e-07-0j -0.000856951-0j 2.97112e-07-0j 0.0101222-0j -1.87275e-07-0j 0.000971315-0j 2.67483e-07-0j -0.000612236-0j -0.0114731-0j -5.2701e-07-0j 0.00723168-0j 0.00087445-0j -0.0103289-0j -0.00172289-0j 0.0203507-0j -2.01773e-07-0j 6.46381e-06-0j 2.21439e-07-0j 3.98334e-06-0j 0.0111676-0j -1.86102e-07-0j -0.0297222-0j 1.87954e-07-0j -7.09379e-06-0j -4.37156e-06-0j 1.58203e-07-0j 5.96177e-06-0j -0.0122561-0j -1.23026e-07-0j 3.67396e-06-0j -6.02111e-06-0j 0.032619-0j -4.53975e-07-0j 0.0103003-0j -5.06805e-06-0j -3.71053e-06-0j -3.1232e-06-0j -0.0104028-0j -0.0274137-0j 3.94114e-06-0j -0.00875616-0j 2.42874e-06-0j 1.45431e-05-0j 0.0276866-0j 8.96221e-06-0j 0.00680918-0j 0.0233042-0j -0.0181224-0j 0.0251264-0j -0.0668728-0j 
-2.32116e-07-0j -6.99848e-06-0j 7.06814e-06-0j 1.39025e-08-0j 0.000139293-0j -1.67138e-08-0j -0.00016746-0j 9.19053e-09-0j 9.20823e-05-0j 9.76901e-09-0j -4.98765e-07-0j -1.10727e-08-0j -0.0019161-0j 6.97932e-09-0j 5.65327e-07-0j -9.96849e-09-0j -3.56335e-07-0j 0.00217181-0j 1.96405e-08-0j -0.00136893-0j 5.08949e-07-0j 0.00195522-0j -1.00276e-06-0j -0.00385229-0j 7.51964e-09-0j -3.61965e-07-0j -8.25253e-09-0j 7.6747e-10-0j 1.08746e-05-0j 6.9356e-09-0j 0.0175947-0j -7.00463e-09-0j 3.97243e-07-0j -8.4227e-10-0j -5.89589e-09-0j -3.33851e-07-0j -1.19344e-05-0j 4.58491e-09-0j 7.07862e-10-0j 3.37174e-07-0j -0.0193095-0j 1.69186e-08-0j 1.003e-05-0j 2.83804e-07-0j -7.14908e-10-0j -6.01747e-10-0j -1.01298e-05-0j 0.0162281-0j -2.20699e-07-0j -8.52637e-06-0j 4.67945e-10-0j -8.14393e-07-0j -0.0163896-0j 1.72675e-09-0j 6.63049e-06-0j -0.0137954-0j 0.0107279-0j 2.4467e-05-0j 0.0395867-0j 
0.0310611-0j 0.0031503-0j 0.00318295-0j -0.00360528-0j -0.000520378-0j 0.00223659-0j 0.000322823-0j 0.00130468-0j 0.000188314-0j 0.00127004-0j 0.000224514-0j -0.00295558-0j 1.87095e-05-0j 0.000907364-0j -0.000522477-0j 0.0012965-0j 0.000160401-0j -4.35398e-05-0j 0.000534781-0j 1.33667e-05-0j 0.000229192-0j 1.90993e-05-0j 9.45367e-05-0j 7.87806e-06-0j 0.00097761-0j 0.000162935-0j 0.00110433-0j 9.97769e-05-0j 2.03669e-05-0j -0.00179858-0j 1.20013e-06-0j -0.00181722-0j 0.000184055-0j 0.00011271-0j 0.00078897-0j -0.000299763-0j 2.30068e-05-0j 0.000650867-0j -0.000183567-0j -0.000302869-0j 1.35569e-06-0j 0.000207955-0j -3.74704e-05-0j 0.000131495-0j -0.000185469-0j 8.05239e-05-0j -3.78587e-05-0j -2.20796e-06-0j 0.000108478-0j 1.64369e-05-0j 6.64289e-05-0j 3.46592e-05-0j -2.23084e-06-0j 2.12243e-05-0j 1.35597e-05-0j 9.68553e-07-0j 7.99015e-07-0j 4.3324e-06-0j 2.55289e-07-0j 
-0.000547093-0j 0.00383577-0j 0.00382657-0j -0.00223659-0j -0.000322823-0j 3.87621e-05-0j 5.59483e-06-0j 0.00315997-0j 0.000456102-0j -0.0015716-0j -0.000277822-0j -2.60982e-05-0j -2.31519e-05-0j 0.00333239-0j -4.61355e-06-0j -0.00153367-0j 0.000589089-0j -3.84463e-07-0j 0.00194759-0j 4.90908e-05-0j -0.000271117-0j -2.2593e-05-0j 0.000344289-0j 2.86908e-05-0j -0.00120973-0j -0.000201622-0j -1.9451e-05-0j -0.000123468-0j -2.52027e-05-0j 0.00109787-0j -1.48509e-06-0j 0.00109524-0j -3.24184e-06-0j -1.98521e-06-0j 4.12437e-05-0j 0.000182979-0j -4.0523e-07-0j -0.00155113-0j 0.000112051-0j 0.00018254-0j -2.38784e-08-0j 0.00101101-0j 2.28724e-05-0j 6.87395e-06-0j 0.000111783-0j 4.20941e-06-0j 2.28176e-05-0j 1.34777e-06-0j -0.000258522-0j 8.59243e-07-0j -0.000158312-0j 0.000168502-0j 1.34454e-06-0j 0.000103186-0j -3.23153e-05-0j 5.06314e-08-0j -1.9042e-06-0j 2.10627e-05-0j 1.24113e-06-0j 
-0.0438847-0j 0.00227401-0j 0.00210415-0j 0.00130468-0j 0.000188314-0j -0.00315997-0j -0.000456102-0j 0.00364643-0j 0.000526317-0j 0.000916767-0j 0.000162063-0j -0.00209345-0j 1.35052e-05-0j 0.00065497-0j -0.000370073-0j 0.000857078-0j 0.000115783-0j -3.08394e-05-0j 0.000449172-0j 9.64861e-06-0j 0.000151511-0j 1.26259e-05-0j 7.94031e-05-0j 6.61692e-06-0j 0.000705676-0j 0.000117613-0j -0.00156025-0j 7.20228e-05-0j 1.47016e-05-0j 0.000650867-0j 8.663e-07-0j 0.00060225-0j -0.000260042-0j -0.000159243-0j -0.0011147-0j 0.000108478-0j -3.25053e-05-0j 0.00181911-0j 6.64289e-05-0j 0.000100375-0j -1.91539e-06-0j -0.00194492-0j 1.35597e-05-0j -0.000185783-0j 6.14668e-05-0j -0.000113768-0j 1.25469e-05-0j 7.99015e-07-0j 0.000303184-0j -2.32229e-05-0j 0.000185662-0j -0.000324153-0j 7.39331e-07-0j -0.000198502-0j 3.7898e-05-0j -1.36842e-06-0j 2.23316e-06-0j -4.05191e-05-0j -2.38761e-06-0j 
-0.0048425-0j 0.0232321-0j 0.0234729-0j 0.000562072-0j -0.00775626-0j -0.000348689-0j 0.0048117-0j -0.000203402-0j 0.00280683-0j -0.000198003-0j 0.0016557-0j 0.000460782-0j 0.000419758-0j -0.00014146-0j -0.00385305-0j -0.000202128-0j 0.00118289-0j -0.000976838-0j -8.33736e-05-0j 0.00029989-0j 0.00169019-0j 0.000428503-0j 0.000697169-0j 0.000176749-0j -0.000152412-0j 0.00120158-0j -0.000172167-0j -1.55555e-05-0j 0.00030357-0j 0.000280403-0j 3.59631e-05-0j 0.000283308-0j 0.00135733-0j -1.75718e-05-0j -0.000123002-0j -0.00221063-0j 0.000342918-0j -0.000101472-0j 2.86185e-05-0j -0.00223353-0j 4.06247e-05-0j -3.24207e-05-0j -0.000558498-0j 0.000969721-0j 2.8915e-05-0j -1.25539e-05-0j -0.000564286-0j -6.61639e-05-0j 0.000799979-0j 0.000244993-0j -1.03564e-05-0j 0.000255597-0j -6.68495e-05-0j -3.30893e-06-0j 0.000202109-0j 2.90237e-05-0j 2.39433e-05-0j 6.45747e-05-0j 7.65e-06-0j 
8.52931e-05-0j 0.0282872-0j 0.0282194-0j 0.000348689-0j -0.0048117-0j -6.04311e-06-0j 8.33913e-05-0j -0.000492647-0j 0.00679823-0j 0.000245016-0j -0.00204882-0j 4.06877e-06-0j -0.000519424-0j -0.000519528-0j -3.4023e-05-0j 0.000239102-0j 0.00434429-0j -8.62563e-06-0j -0.000303635-0j 0.00110138-0j -0.00199937-0j -0.000506887-0j 0.00253899-0j 0.000643693-0j 0.0001886-0j -0.00148688-0j 3.03247e-06-0j 1.92489e-05-0j -0.000375648-0j -0.000171161-0j -4.45021e-05-0j -0.000170751-0j -2.39072e-05-0j 3.095e-07-0j -6.42999e-06-0j 0.00134939-0j -6.03998e-06-0j 0.000241826-0j -1.74691e-05-0j 0.00134616-0j -7.15541e-07-0j -0.000157619-0j 0.000340914-0j 5.06925e-05-0j -1.74272e-05-0j -6.56258e-07-0j 0.000340097-0j 4.03872e-05-0j -0.00190649-0j 1.28071e-05-0j 2.46812e-05-0j 0.00124263-0j 4.02904e-05-0j -1.60869e-05-0j -0.000481662-0j 1.51722e-06-0j -5.70612e-05-0j 0.000313942-0j 3.71919e-05-0j 
0.00684173-0j 0.0167698-0j 0.0155172-0j -0.000203402-0j 0.00280683-0j 0.000492647-0j -0.00679823-0j -0.000568487-0j 0.00784479-0j -0.000142926-0j 0.00119515-0j 0.000326374-0j 0.000302998-0j -0.000102111-0j -0.00272913-0j -0.00013362-0j 0.000853854-0j -0.000691899-0j -7.00269e-05-0j 0.000216472-0j 0.00111733-0j 0.00028327-0j 0.000585564-0j 0.000148454-0j -0.000110017-0j 0.000867345-0j 0.000243247-0j -1.12285e-05-0j 0.000219128-0j -0.000101472-0j 2.59596e-05-0j -9.38921e-05-0j -0.0019177-0j 2.48263e-05-0j 0.000173784-0j 0.000799979-0j -0.000484493-0j -0.000283603-0j -1.03564e-05-0j 0.000740223-0j -5.73967e-05-0j 0.000303217-0j 0.000202109-0j -0.00137007-0j -9.58283e-06-0j 1.77368e-05-0j 0.000187012-0j 2.39433e-05-0j 0.00223586-0j -0.000346139-0j -2.89451e-05-0j -0.00239049-0j 2.21548e-05-0j 3.0947e-05-0j 0.000564872-0j -4.10062e-05-0j 6.6919e-05-0j -0.000603939-0j -7.15472e-05-0j 
-0.00375098-0j -0.000380435-0j -0.000384377-0j -0.0418896-0j 6.28416e-05-0j 0.0259868-0j -3.89846e-05-0j 0.015159-0j -2.2741e-05-0j -0.000153372-0j 0.00260862-0j 0.00035692-0j -2.25939e-06-0j -0.000109575-0j -0.00607063-0j -0.000156568-0j 0.00186369-0j 5.25793e-06-0j -6.45809e-05-0j -1.61419e-06-0j 0.00266296-0j -2.30646e-06-0j 0.00109842-0j -9.51366e-07-0j -0.000118058-0j -1.96763e-05-0j -0.00013336-0j 0.00233065-0j 0.000236642-0j 0.000217199-0j -1.44929e-07-0j 0.00021945-0j -2.22267e-05-0j 0.00263275-0j -9.52772e-05-0j 3.61998e-05-0j 0.000267315-0j -7.85997e-05-0j -0.00428787-0j 3.6575e-05-0j -1.63715e-07-0j -2.5113e-05-0j -0.000435366-0j -1.58795e-05-0j -0.0043323-0j 0.00188093-0j -0.000439878-0j 2.66637e-07-0j -1.30999e-05-0j 0.000190979-0j 0.00155169-0j -4.1855e-06-0j 2.694e-07-0j 0.000495772-0j 0.00015755-0j -1.16964e-07-0j -9.64902e-08-0j 5.03379e-05-0j -3.08291e-08-0j 
0.000541407-0j -0.00524978-0j -0.00530418-0j -6.28416e-05-0j -0.0405815-0j 3.89846e-05-0j 0.0251753-0j 2.2741e-05-0j 0.0146856-0j 2.21374e-05-0j -0.000374139-0j -5.15169e-05-0j 0.00447103-0j 1.58157e-05-0j 0.000870675-0j 2.25986e-05-0j -0.000267298-0j -0.0104047-0j 9.32145e-06-0j 0.00319426-0j -0.000381933-0j 0.00456418-0j -0.000157539-0j 0.00188263-0j 1.70402e-05-0j -0.000271521-0j 1.92489e-05-0j 1.73915e-06-0j 0.00158831-0j -3.135e-05-0j 0.000577613-0j -3.16748e-05-0j -0.000306716-0j 1.96458e-06-0j 1.37521e-05-0j 0.000499536-0j 0.00179418-0j 1.13449e-05-0j -3.19964e-06-0j 0.000504713-0j 0.000652484-0j 3.62475e-06-0j -0.00292212-0j -0.000219128-0j -3.2328e-06-0j 1.40357e-06-0j -0.0029524-0j -0.00106268-0j -0.000180772-0j 0.00128183-0j 1.15788e-06-0j -5.77574e-05-0j -0.00107369-0j 3.69949e-07-0j 0.00105745-0j 0.000466157-0j 0.00038456-0j 0.000337861-0j 0.000122869-0j 
-0.00342416-0j -0.000347288-0j -0.000350887-0j 0.000397445-0j 5.73662e-05-0j -0.000246561-0j -3.55879e-05-0j -0.000143827-0j -2.07596e-05-0j 0.020405-0j -2.47504e-05-0j -0.0474853-0j -2.06253e-06-0j 0.014578-0j 5.75977e-05-0j 0.0208301-0j -1.76825e-05-0j 4.79981e-06-0j 0.00859196-0j -1.47354e-06-0j -2.5266e-05-0j -2.1055e-06-0j -1.04217e-05-0j -8.68475e-07-0j 0.021111-0j 0.00261777-0j 0.0238474-0j -1.09994e-05-0j -2.24524e-06-0j -0.0388393-0j -1.32302e-07-0j -0.0392418-0j 0.00295708-0j -1.24251e-05-0j 0.0170374-0j -0.00481609-0j -2.53627e-06-0j 0.0140551-0j 2.02363e-05-0j -0.004866-0j -1.49451e-07-0j 0.00449068-0j 4.13072e-06-0j 0.00211264-0j 2.0446e-05-0j -8.87693e-06-0j 4.17353e-06-0j 2.43405e-07-0j 0.00174284-0j -1.812e-06-0j -7.32309e-06-0j 0.000556846-0j 2.45927e-07-0j -2.33976e-06-0j -1.49482e-06-0j -1.06773e-07-0j -8.80831e-08-0j -4.77602e-07-0j -2.8143e-08-0j 
6.60678e-05-0j -0.000463213-0j -0.000462102-0j -0.0259868-0j 3.89846e-05-0j 0.000450375-0j -6.7564e-07-0j 0.0367155-0j -5.50796e-05-0j 0.000189789-0j -0.003228-0j 3.15166e-06-0j 2.79585e-06-0j -0.000402425-0j -5.36046e-05-0j 0.000185208-0j 0.0068446-0j 4.64283e-08-0j -0.000235194-0j -5.92828e-06-0j -0.00315009-0j 2.72837e-06-0j 0.00400028-0j -3.46474e-06-0j 0.000146089-0j 2.43482e-05-0j 2.34894e-06-0j -0.00288404-0j -0.000292829-0j -0.000132581-0j 1.79341e-07-0j -0.000132263-0j 3.9149e-07-0j -4.63719e-05-0j -4.98065e-06-0j -2.20968e-05-0j -4.70835e-06-0j 0.000187317-0j 0.00261737-0j -2.20439e-05-0j 2.88359e-09-0j -0.000122091-0j 0.000265753-0j -8.30108e-07-0j 0.00261109-0j 9.83262e-05-0j 0.000265116-0j -1.62758e-07-0j 3.12196e-05-0j 9.9835e-06-0j -0.00369795-0j -2.03485e-05-0j -1.62368e-07-0j 0.00241028-0j -0.00037547-0j -6.11432e-09-0j 2.29954e-07-0j 0.000244727-0j -1.49881e-07-0j 
-9.53606e-06-0j -0.00639206-0j -0.00637674-0j -3.89846e-05-0j -0.0251753-0j 6.7564e-07-0j 0.000436311-0j 5.50796e-05-0j 0.035569-0j -2.73936e-05-0j 0.000462973-0j -4.54902e-07-0j -0.00553262-0j 5.8085e-05-0j 7.68819e-06-0j -2.67325e-05-0j -0.00098168-0j -9.18755e-05-0j 3.39474e-05-0j 0.0117313-0j 0.000451799-0j -0.00539908-0j -0.000573736-0j 0.00685626-0j -2.10861e-05-0j 0.00033599-0j -3.3904e-07-0j -2.15209e-06-0j -0.00196543-0j 1.91364e-05-0j -0.00071476-0j 1.90905e-05-0j 5.40232e-06-0j -3.46031e-08-0j 7.18894e-07-0j -0.000304923-0j -3.16018e-05-0j -2.70369e-05-0j 1.9531e-06-0j -0.000304192-0j -1.14925e-05-0j 1.76224e-05-0j 0.0017837-0j -1.1455e-05-0j 1.94842e-06-0j 7.33719e-08-0j 0.00177942-0j 0.00064867-0j 0.000430811-0j 6.70079e-05-0j -2.75944e-06-0j -0.000280798-0j 0.000647115-0j 1.79857e-06-0j -0.0025201-0j 2.43685e-05-0j -0.000916476-0j 0.00164257-0j 0.000597348-0j 
