-0.00541272-0j -0.000781258-0j -0.0044373-0j -0.000784411-0j -6.53675e-05-0j -0.00270026-0j -0.00272824-0j -0.000450043-0j -0.000275594-0j -0.000454707-0j -5.62554e-05-0j -0.00027845-0j -5.68383e-05-0j -3.31488e-06-0j -3.34923e-06-0j -0.00195964-0j -0.00242493-0j -0.00141454-0j -0.000316235-0j -0.000258205-0j -0.000391321-0j -3.72687e-05-0j -0.000228271-0j -3.22756e-05-0j -0.000319512-0j -3.80372e-06-0j -4.61176e-05-0j -0.000186382-0j -3.9939e-05-0j -1.73615e-07-0j -2.6902e-05-0j -2.32978e-05-0j -4.70686e-06-0j -2.14838e-07-0j -2.74567e-06-0j -1.25322e-07-0j -0.00153953-0j -0.00179611-0j -0.00109989-0j -0.00024342-0j -0.0015716-0j -0.000648252-0j -0.000192441-0j -0.000283991-0j -0.000128294-0j -2.77764e-05-0j -0.000173908-0j -0.000248492-0j -0.000224514-0j -3.20735e-05-0j -0.000102498-0j -0.000149676-0j -1.13397e-05-0j -0.000137486-0j -3.24058e-05-0j -2.67279e-06-0j -9.16576e-05-0j -1.98444e-05-0j -0.00019645-0j -2.83492e-06-0j -0.000130967-0j -3.7419e-05-0j -2.83551e-05-0j -8.10315e-05-0j -2.36243e-07-0j -2.29144e-05-0j -1.32296e-05-0j -5.4021e-05-0j -3.11825e-06-0j -1.16959e-05-0j -8.80427e-09-0j -8.10146e-06-0j -1.90953e-06-0j -3.30741e-06-0j -3.27417e-05-0j -2.02537e-06-0j -1.15759e-05-0j -2.75617e-07-0j -1.35052e-05-0j -2.72847e-06-0j -2.89398e-06-0j -1.6878e-07-0j -4.77483e-06-0j -1.02717e-08-0j -1.12544e-06-0j -2.41165e-07-0j -6.29008e-09-0j -1.19371e-06-0j -8.98769e-09-0j -9.94755e-08-0j -3.70723e-09-0j 
-0.0102427-0j 7.64322e-06-0j 6.17905e-07-0j -2.11284e-05-0j 9.1026e-09-0j -0.00517478-0j 0.00507956-0j 4.40287e-06-0j 0.0499153-0j -4.32185e-06-0j -0.000106455-0j -0.0489969-0j 0.000104496-0j 3.24302e-08-0j -3.18335e-08-0j 1.91716e-05-0j 3.37678e-07-0j -2.70866e-05-0j -0.000606033-0j -0.000488613-0j -1.06743e-05-0j 3.64607e-07-0j 0.000856236-0j 0.00584573-0j -8.60618e-06-0j -7.19796e-06-0j 6.422e-09-0j 0.000690339-0j 0.000102964-0j 1.69851e-09-0j -5.15137e-07-0j -0.00825916-0j -1.26781e-07-0j 2.99167e-11-0j 1.01697e-05-0j -2.39975e-09-0j 1.50615e-05-0j 2.50114e-07-0j 1.07605e-05-0j 2.38143e-06-0j -1.49376e-05-0j -1.86649e-05-0j 0.071335-0j 3.95464e-08-0j 1.25513e-06-0j -5.32308e-05-0j 1.70138e-06-0j -2.36184e-06-0j 0.0011846-0j -6.06941e-05-0j -2.95118e-06-0j 2.08428e-08-0j 0.00622599-0j 0.0509642-0j -8.83957e-07-0j 2.61485e-08-0j 8.96705e-07-0j -3.80299e-05-0j -0.0707481-0j 0.000513458-0j -1.2448e-06-0j -1.00789e-06-0j 5.27928e-05-0j -0.0884014-0j -4.47054e-07-0j -4.3362e-05-0j 0.00010339-0j -1.55541e-06-0j 4.34225e-10-0j 6.59659e-05-0j 8.61341e-11-0j 0.00444806-0j 1.86814e-08-0j 8.52656e-06-0j 6.01948e-05-0j 0.000366832-0j -0.00617476-0j -7.42385e-09-0j 7.52148e-05-0j -2.59333e-08-0j -0.000509234-0j -3.19391e-07-0j -0.00771551-0j 1.43035e-12-0j -3.24043e-08-0j 4.43376e-07-0j 6.15371e-11-0j -0.0006363-0j -8.54254e-11-0j 5.54009e-07-0j -1.06741e-10-0j 
-0.00480351-0j 7.20609e-06-0j -0.000170389-0j -9.90851e-06-0j 8.58201e-09-0j 2.49064e-05-0j -2.44481e-05-0j -0.0012141-0j -0.000491693-0j 0.00119176-0j -4.99238e-05-0j 0.000482646-0j 4.90052e-05-0j 3.05755e-08-0j -3.00129e-08-0j 1.80751e-05-0j 3.18365e-07-0j -2.55375e-05-0j 2.91686e-06-0j 0.06702-0j 5.1376e-08-0j -0.000100542-0j -4.12109e-06-0j -5.75836e-05-0j 0.00118045-0j -3.37561e-06-0j -1.77089e-06-0j -0.0946894-0j -1.01425e-06-0j 1.60137e-09-0j 0.00014205-0j 8.13572e-05-0j -5.94561e-08-0j 2.82058e-11-0j 4.76923e-06-0j -2.26251e-09-0j 1.42001e-05-0j 2.35809e-07-0j 1.01451e-05-0j 2.24524e-06-0j -1.40833e-05-0j -1.75974e-05-0j -0.000170781-0j 3.72847e-08-0j 0.0502677-0j 2.56202e-07-0j 1.60408e-06-0j -2.22677e-06-0j -2.83602e-06-0j 0.00832503-0j -2.7824e-06-0j 0.000834752-0j -3.03994e-05-0j -0.000122012-0j 4.25452e-09-0j -7.21051e-06-0j 0.035913-0j 1.83039e-07-0j 0.000169376-0j -5.05784e-06-0j -0.0498541-0j 0.000138247-0j -2.54094e-07-0j 0.00021164-0j -2.09654e-07-0j 0.00594769-0j -5.04816e-07-0j -0.0622939-0j -1.19739e-07-0j -3.17496e-07-0j 8.1208e-11-0j -2.17184e-05-0j -5.15144e-06-0j -8.39912e-08-0j -0.00825653-0j -3.6135e-06-0j 3.01493e-05-0j -3.48154e-09-0j -0.0103167-0j 7.15119e-06-0j 5.01623e-06-0j -1.49784e-07-0j 3.76722e-05-0j 1.34855e-12-0j 8.93558e-06-0j 2.07929e-07-0j 5.80178e-11-0j 6.2679e-06-0j -8.05398e-11-0j 2.59812e-07-0j -1.00636e-10-0j 
0.00103999-0j -0.00698027-0j -1.26129e-07-0j -0.000205097-0j -2.5474e-05-0j 0.0010563-0j -0.00103686-0j 8.59233e-05-0j 0.000106455-0j -8.43423e-05-0j 0.0483593-0j -0.000104496-0j -0.0474695-0j -0.000182787-0j 0.000179424-0j -3.91338e-06-0j -6.89281e-08-0j 5.52903e-06-0j -0.0118269-0j 4.96111e-05-0j -0.000208313-0j -0.000332983-0j 0.0167097-0j -0.00119193-0j 8.73823e-07-0j 0.0100198-0j -5.86498e-06-0j -7.00932e-05-0j -2.0994e-05-0j -1.60112e-05-0j 0.000470456-0j 0.00168402-0j 0.000176484-0j -2.82013e-07-0j -0.0141565-0j 2.26215e-05-0j -3.07442e-06-0j -5.10542e-08-0j -2.19647e-06-0j 4.64744e-05-0j 3.04912e-06-0j 3.80995e-06-0j -0.00724296-0j 7.7176e-07-0j -2.56202e-07-0j 0.0486137-0j 3.32029e-05-0j -4.60921e-05-0j -0.000120278-0j -0.00058917-0j -5.75931e-05-0j -4.25452e-09-0j 6.58165e-06-0j -0.00517462-0j 0.000807286-0j -7.31776e-05-0j -1.83039e-07-0j 0.0347313-0j 0.00718337-0j 0.00489934-0j 2.54094e-07-0j -9.78384e-06-0j -0.0482138-0j 0.00897579-0j 0.00125336-0j -0.000420924-0j 1.09296e-07-0j 3.17496e-07-0j -1.2152e-06-0j -0.0602442-0j -1.22047e-06-0j 4.70216e-06-0j -5.22806e-05-0j 8.13592e-05-0j 0.000584323-0j 0.00350026-0j -6.5275e-06-0j 2.08134e-05-0j 0.000730125-0j 7.25755e-05-0j -0.00485904-0j 0.000895442-0j -8.15627e-06-0j -2.02672e-08-0j 9.06848e-05-0j -0.00124305-0j -8.71942e-07-0j -0.00607148-0j 1.21042e-06-0j -0.00155321-0j 1.51245e-06-0j 
-7.20609e-06-0j -0.00465352-0j 2.45935e-05-0j 1.42112e-06-0j -1.69827e-05-0j -3.59493e-06-0j 3.52878e-06-0j -0.0167539-0j -3.66906e-07-0j 0.0164456-0j -0.000335082-0j 3.60155e-07-0j 0.000328916-0j -0.000121858-0j 0.000119616-0j -2.60892e-06-0j -4.59521e-08-0j 3.68602e-06-0j 4.02509e-05-0j 0.000100542-0j 7.08958e-07-0j 0.0649272-0j -5.68686e-05-0j 4.10809e-06-0j 1.77089e-06-0j -6.94273e-05-0j 0.00114359-0j -0.00014205-0j 7.23577e-08-0j -1.06741e-05-0j -0.0917326-0j -5.80413e-06-0j -1.22286e-06-0j -1.88009e-07-0j 9.80906e-05-0j 1.5081e-05-0j -2.04961e-06-0j -3.40361e-08-0j -1.46431e-06-0j 3.09829e-05-0j 2.03275e-06-0j 2.53997e-06-0j -2.56202e-07-0j 5.14507e-07-0j -0.00725552-0j -0.000165449-0j 2.21353e-05-0j -3.0728e-05-0j -4.25452e-09-0j -0.00119401-0j -3.83954e-05-0j -0.000120486-0j -1.50968e-08-0j -1.83039e-07-0j -2.74746e-06-0j 0.0142687-0j -0.00518359-0j -0.000118202-0j 2.54094e-07-0j -1.6886e-05-0j 0.00719582-0j -1.98279e-05-0j 0.000164087-0j 3.17496e-07-0j -8.68451e-06-0j -0.000853042-0j -2.507e-10-0j 0.00899135-0j 0.000236947-0j 0.000205031-0j -8.13643e-07-0j -1.07857e-08-0j 0.010194-0j -2.80412e-07-0j 0.00118419-0j -1.2064e-05-0j 1.49726e-08-0j -1.44216e-07-0j 0.00147967-0j -0.0141513-0j 1.67471e-05-0j -6.20451e-06-0j 1.87086e-08-0j -1.35115e-08-0j -0.0176823-0j 8.61306e-06-0j -5.81295e-07-0j 2.09259e-05-0j 8.06949e-07-0j 1.07622e-05-0j 1.0083e-06-0j 
6.36935e-07-0j 0.00253849-0j 7.43224e-09-0j -2.52535e-07-0j -0.000286999-0j -6.22429e-05-0j 6.10976e-05-0j -1.01791e-05-0j 3.24302e-08-0j 9.99182e-06-0j 0.000182787-0j -3.18335e-08-0j -0.000179424-0j 0.0468061-0j -0.0459449-0j 2.30598e-07-0j 4.06163e-09-0j -3.25801e-07-0j 0.00140111-0j 3.0384e-08-0j 2.46783e-05-0j 0.000121095-0j -0.00197956-0j -7.30013e-07-0j 5.35167e-10-0j -0.00117329-0j 2.1329e-06-0j -4.2928e-08-0j -1.28581e-08-0j 0.0127984-0j -0.000171089-0j 1.0314e-06-0j -2.06657e-05-0j 0.000225425-0j 0.00165768-0j -0.0180823-0j 1.81162e-07-0j 3.0084e-09-0j 1.29428e-07-0j -5.50571e-06-0j -1.79671e-07-0j -2.24504e-07-0j -4.4359e-06-0j -9.14285e-08-0j 1.50968e-08-0j -0.0176792-0j -3.93347e-06-0j 5.46041e-06-0j -7.36631e-08-0j -7.25441e-07-0j 6.82291e-06-0j 2.507e-10-0j 1.33438e-09-0j -3.16916e-06-0j -0.000293583-0j -0.000824443-0j 1.07857e-08-0j -0.0126306-0j 4.3994e-06-0j 9.21132e-06-0j -1.49726e-08-0j -1.20468e-08-0j 0.0175337-0j 5.49716e-06-0j 0.00333576-0j -5.1828e-07-0j 2.21589e-11-0j -1.87086e-08-0j -1.36908e-05-0j 0.0219088-0j 0.00197467-0j 9.53329e-10-0j -0.000589011-0j 1.52964e-07-0j 7.19472e-07-0j 6.58088e-06-0j -1.3234e-09-0j 5.53941e-05-0j 8.98997e-07-0j 0.00081766-0j -9.13553e-06-0j 0.00238318-0j -1.65362e-09-0j 3.27916e-05-0j 0.00102169-0j -0.00330832-0j 0.00141077-0j -1.14151e-05-0j -0.00195842-0j -0.00413382-0j -0.00244709-0j 
0.00170712-0j 0.000121788-0j 1.50089e-05-0j -0.000166571-0j 2.18322e-07-0j -4.40287e-06-0j 4.32185e-06-0j -0.0050588-0j -0.00831922-0j 0.00496572-0j -0.00169627-0j 0.00816615-0j 0.00166506-0j 1.0389e-06-0j -1.01979e-06-0j -3.19526e-06-0j -5.62796e-08-0j 4.51443e-06-0j 2.43907e-05-0j -0.0118684-0j 4.29605e-07-0j -0.000846709-0j -3.44605e-05-0j 0.0460863-0j -0.000209044-0j -0.00017264-0j -1.49135e-05-0j 0.0167683-0j 0.00081174-0j 6.80857e-08-0j 0.00119628-0j -0.0651132-0j -3.04079e-06-0j 1.19923e-09-0j 0.000243915-0j -9.61951e-08-0j -2.51025e-06-0j -4.16856e-08-0j -1.79341e-06-0j 1.87746e-05-0j 2.4896e-06-0j 3.11081e-06-0j 6.06941e-05-0j 3.11774e-07-0j 6.11832e-05-0j 4.33e-06-0j 1.34133e-05-0j -1.86202e-05-0j 1.00789e-06-0j 0.0697363-0j -2.32664e-05-0j 1.01602e-06-0j -0.00103766-0j 4.3362e-05-0j 7.19045e-08-0j -9.14024e-05-0j 4.37114e-05-0j 3.0935e-06-0j -6.01948e-05-0j 0.00818154-0j -6.06799e-05-0j 0.00115805-0j -4.29437e-06-0j -7.52148e-05-0j -1.43214e-05-0j 0.049822-0j -1.72316e-05-0j -7.58209e-05-0j -1.51784e-06-0j -5.36592e-06-0j 4.14614e-09-0j -0.000741343-0j -6.5301e-05-0j 0.000135864-0j -0.0691625-0j 0.00584517-0j 0.00102913-0j -2.37823e-07-0j -0.0864202-0j 9.06504e-05-0j -0.00811423-0j -1.02317e-05-0j 0.00128592-0j 6.88513e-11-0j 0.00011327-0j 1.42036e-05-0j 2.96214e-09-0j -0.0101389-0j -4.11203e-09-0j 1.77477e-05-0j -5.13807e-09-0j 
0.000855768-0j -3.18467e-07-0j -2.5746e-08-0j 1.76525e-06-0j -3.79275e-10-0j -1.10072e-06-0j 1.08046e-06-0j -1.83453e-07-0j -0.012653-0j 1.80077e-07-0j 8.89416e-06-0j 0.0124202-0j -8.73051e-06-0j -1.35126e-09-0j 1.32639e-09-0j -7.98815e-07-0j -1.40699e-08-0j 1.12861e-06-0j -1.28908e-07-0j 4.0823e-05-0j -2.27052e-09-0j -1.5192e-08-0j 1.82128e-07-0j -0.00148183-0j 7.19035e-07-0j 6.0138e-07-0j -2.67583e-10-0j -5.76769e-05-0j -2.61002e-05-0j -7.07714e-11-0j 2.1464e-08-0j 0.00209361-0j 1.05924e-08-0j -1.24653e-12-0j -8.49662e-07-0j 9.99896e-11-0j -6.27563e-07-0j -1.04214e-08-0j -4.48353e-07-0j -9.92264e-08-0j 6.224e-07-0j 7.77703e-07-0j 3.04255e-05-0j -1.64777e-09-0j -5.22969e-08-0j -1.13226e-08-0j -7.08908e-08-0j 9.84101e-08-0j 5.0525e-07-0j 5.07092e-06-0j 1.22966e-07-0j -8.6845e-10-0j 0.100355-0j 2.1737e-05-0j -1.88025e-10-0j -1.08952e-09-0j -3.73627e-08-0j -8.08927e-09-0j -3.01752e-05-0j -0.000130156-0j 5.18667e-08-0j 8.42083e-08-0j 1.12295e-08-0j -3.77046e-05-0j 3.73508e-08-0j 3.62284e-06-0j 0.00166651-0j 6.48086e-08-0j -1.80927e-11-0j 1.40315e-08-0j -3.58892e-12-0j 0.071697-0j -7.7839e-10-0j -2.16139e-06-0j -5.0292e-06-0j -9.29882e-05-0j -0.0995292-0j 6.20253e-10-0j -6.2841e-06-0j 1.08056e-09-0j 0.000129085-0j 2.66847e-08-0j -0.124364-0j -5.95981e-14-0j 1.35018e-09-0j -3.70435e-08-0j -2.56405e-12-0j 0.000161295-0j 3.55939e-12-0j -4.62868e-08-0j 4.44754e-12-0j 
-0.000100073-0j 0.00205824-0j -1.76882e-06-0j 2.97065e-05-0j -0.000113464-0j 5.18883e-07-0j -5.09335e-07-0j 0.00181376-0j -1.02436e-05-0j -0.00178039-0j -0.0142595-0j 1.00551e-05-0j 0.0139971-0j -0.00166974-0j 0.00163902-0j 3.76565e-07-0j 6.63261e-09-0j -5.32031e-07-0j -8.74496e-06-0j 0.000695738-0j -1.54029e-07-0j -0.0143095-0j 1.23553e-05-0j 0.00017264-0j 1.22544e-05-0j 0.0446294-0j -0.00025204-0j -0.000982976-0j 3.04079e-06-0j -0.00022094-0j 0.0202172-0j -0.000243915-0j 0.000786079-0j -3.89152e-06-0j -0.0630548-0j 0.000312156-0j 2.95836e-07-0j 4.91269e-09-0j 2.11355e-07-0j -6.73139e-06-0j -2.93402e-07-0j -3.66613e-07-0j -3.55795e-06-0j -1.11782e-07-0j -7.21051e-06-0j 7.31776e-05-0j -4.80914e-06-0j 6.67601e-06-0j -5.90837e-08-0j -0.0124369-0j 8.34183e-06-0j -1.19739e-07-0j -6.3332e-07-0j -2.54192e-06-0j 1.2152e-06-0j 0.0475027-0j -5.15144e-06-0j 5.22806e-05-0j 3.52867e-06-0j -0.00144465-0j 7.15119e-06-0j -0.000206528-0j -7.25755e-05-0j 4.40916e-06-0j 0.0114493-0j -0.00888532-0j -1.0517e-08-0j 8.93558e-06-0j 0.000788836-0j -9.06848e-05-0j -2.25258e-05-0j -4.52466e-07-0j 0.0339376-0j -2.399e-05-0j 0.0123345-0j -0.00103211-0j 6.28109e-07-0j 0.000190128-0j 0.0154123-0j -0.0471119-0j 0.00143276-0j 0.00817976-0j 7.84837e-07-0j -3.74067e-07-0j -0.0588674-0j -0.0113551-0j -1.60932e-05-0j 0.00179027-0j 2.23405e-05-0j -0.0141884-0j 2.7915e-05-0j 
-0.00018512-0j 0.000411317-0j 7.43224e-09-0j 3.65077e-05-0j 1.50107e-06-0j 3.17749e-07-0j -3.11903e-07-0j -5.06308e-06-0j 0.00182002-0j 4.96992e-06-0j -0.00860803-0j -0.00178653-0j 0.00844965-0j 1.07708e-05-0j -1.05726e-05-0j 2.30598e-07-0j 4.06163e-09-0j -3.25801e-07-0j -3.55771e-06-0j -8.83085e-06-0j -6.26636e-08-0j 1.96212e-05-0j 5.02652e-06-0j -0.020378-0j -1.55542e-07-0j -0.00178354-0j 3.45597e-07-0j 1.24767e-05-0j -0.000358927-0j 9.43469e-07-0j -2.77219e-05-0j 0.0287911-0j -3.14144e-05-0j 1.66178e-08-0j 0.00251988-0j -1.33298e-06-0j 1.81162e-07-0j 3.0084e-09-0j 1.29428e-07-0j -2.73853e-06-0j -1.79671e-07-0j -2.24504e-07-0j -6.58165e-06-0j -4.54764e-08-0j 1.50968e-08-0j 1.46237e-05-0j -1.9565e-06-0j 2.716e-06-0j -1.09296e-07-0j 0.000104873-0j 3.39371e-06-0j 2.507e-10-0j -0.00712977-0j -4.70216e-06-0j 2.42844e-07-0j 4.31203e-06-0j 1.07857e-08-0j 1.04477e-05-0j 6.5275e-06-0j 0.0837623-0j -1.49726e-08-0j 1.74154e-06-0j -1.45034e-05-0j 8.15627e-06-0j -0.0002231-0j 7.49251e-05-0j -0.000118398-0j -1.87086e-08-0j 7.16061e-08-0j -1.81223e-05-0j 7.19166e-08-0j -0.00509376-0j 3.08066e-06-0j 0.00139097-0j -0.00010401-0j 0.0598426-0j 0.00707111-0j -3.70482e-06-0j -0.000129963-0j -4.27655e-06-0j -0.0830731-0j -0.00015939-0j 0.00883552-0j 1.19426e-09-0j -5.34365e-06-0j 0.000221264-0j 5.13797e-08-0j -0.103802-0j -7.13249e-08-0j 0.000276475-0j -8.91221e-08-0j 
-4.74743e-08-0j -0.000316445-0j 8.07351e-08-0j 2.3553e-08-0j 5.40444e-05-0j -2.36836e-08-0j 2.32479e-08-0j -0.000138361-0j -2.4172e-09-0j 0.000135815-0j -2.2786e-05-0j 2.37273e-09-0j 2.23667e-05-0j -0.0182138-0j 0.0178787-0j -1.71878e-08-0j -3.02736e-10-0j 2.42838e-08-0j 6.67101e-07-0j 3.30056e-07-0j 1.175e-08-0j 0.00220002-0j -9.42516e-07-0j 6.80857e-08-0j 5.81342e-09-0j 0.00022094-0j 3.875e-05-0j -4.6632e-07-0j 1.19923e-09-0j 0.0431753-0j -0.00310831-0j -9.61951e-08-0j 3.89152e-06-0j 0.000760467-0j -0.000312156-0j -0.0610004-0j -1.3503e-08-0j -2.24233e-10-0j -9.64701e-09-0j 5.13498e-07-0j 1.33919e-08-0j 1.67335e-08-0j -1.68788e-09-0j 8.52721e-09-0j 3.29113e-07-0j -1.12507e-05-0j 3.6686e-07-0j -5.09273e-07-0j -2.80291e-11-0j -9.86067e-06-0j -6.36348e-07-0j 5.4653e-09-0j -9.9459e-11-0j -1.20588e-09-0j -1.86831e-07-0j -0.0226261-0j 2.3513e-07-0j -8.0379e-06-0j 1.67399e-09-0j -1.14827e-06-0j -3.26406e-07-0j -1.63748e-07-0j 1.11582e-05-0j 2.09169e-09-0j -0.00129805-0j -7.0448e-06-0j -1.65163e-12-0j -4.07852e-07-0j -0.000375732-0j 1.39424e-05-0j 0.0138728-0j -7.1057e-11-0j -0.0161649-0j -1.90684e-08-0j 9.77954e-06-0j -8.20365e-07-0j 9.86407e-11-0j -2.15556e-05-0j 1.22198e-05-0j 0.02244-0j 1.13882e-06-0j -0.000927374-0j 1.23254e-10-0j 0.000230374-0j 0.0280393-0j 0.00128737-0j 0.00991121-0j 1.42299e-06-0j -0.0137587-0j 0.0016086-0j -0.0171918-0j 
1.25741e-05-0j -0.000259084-0j -7.5855e-10-0j -4.98545e-06-0j 2.92917e-05-0j -3.24302e-08-0j 3.18335e-08-0j 1.0389e-06-0j -6.12769e-05-0j -1.01979e-06-0j 0.00360851-0j 6.01494e-05-0j -0.00354212-0j -0.00477713-0j 0.00468923-0j -2.35353e-08-0j -4.14538e-10-0j 3.32519e-08-0j 7.30013e-07-0j 5.9983e-07-0j 1.28581e-08-0j -1.23592e-05-0j -1.0314e-06-0j 0.00137936-0j 1.05651e-08-0j -0.0231626-0j -2.17688e-07-0j -8.47471e-07-0j 2.42953e-05-0j -0.00130623-0j 1.74617e-05-0j -0.00194883-0j -0.000407974-0j -2.30073e-05-0j 0.0327254-0j 0.00184552-0j -1.84898e-08-0j -3.07043e-10-0j -1.32097e-08-0j 5.61924e-07-0j 1.83376e-08-0j 2.29133e-08-0j 4.47054e-07-0j 9.33138e-09-0j -1.54081e-09-0j -9.21132e-06-0j 4.01458e-07-0j -5.57301e-07-0j 7.42385e-09-0j -1.43214e-05-0j -6.9636e-07-0j -2.55869e-11-0j -7.64312e-06-0j 3.19391e-07-0j -1.52964e-07-0j 8.41444e-05-0j -1.10081e-09-0j -6.58088e-06-0j -4.43376e-07-0j -0.0174048-0j 1.52814e-09-0j -2.37823e-07-0j 9.13553e-06-0j -5.54009e-07-0j 0.0658534-0j -1.02317e-05-0j -1.26923e-07-0j 1.90944e-09-0j 1.39731e-06-0j 1.14151e-05-0j -0.000201539-0j -5.46051e-06-0j 6.01157e-05-0j -0.000289026-0j 1.42036e-05-0j -0.0124346-0j 7.58024e-06-0j 0.00109357-0j 1.77477e-05-0j -8.34521e-05-0j 0.0172616-0j 0.047048-0j 9.47169e-06-0j -3.34678e-06-0j -0.000104275-0j -0.0653116-0j -0.000143986-0j 0.0215688-0j 0.000199881-0j -0.0816084-0j 0.000249755-0j 
-3.29645e-07-0j 3.43276e-05-0j 3.99791e-11-0j 1.96389e-07-0j -7.84151e-06-0j 1.70922e-09-0j -1.67777e-09-0j -8.22748e-08-0j -3.37428e-08-0j 8.0761e-08-0j -0.000237821-0j 3.3122e-08-0j 0.000233446-0j 0.00399928-0j -0.00392569-0j 1.24042e-09-0j 2.18481e-11-0j -1.75253e-09-0j -5.78127e-08-0j -1.57252e-08-0j -1.01828e-09-0j 1.63754e-06-0j 8.16808e-08-0j 1.14132e-06-0j -2.76975e-10-0j 0.00308434-0j 2.88428e-08-0j 2.22174e-08-0j 2.01026e-08-0j -0.0197428-0j -2.31361e-06-0j -1.61251e-06-0j 5.4326e-05-0j -0.000347738-0j -0.00435772-0j 0.0278936-0j 9.74496e-10-0j 1.61826e-11-0j 6.96213e-10-0j -4.4501e-08-0j -9.66478e-10-0j -1.20764e-09-0j -1.172e-08-0j -7.3899e-10-0j 8.1208e-11-0j 1.22047e-06-0j -3.17931e-08-0j 4.41349e-08-0j -1.94624e-10-0j 5.64153e-07-0j 5.51476e-08-0j 1.34855e-12-0j -2.08618e-09-0j -8.37318e-09-0j 2.02672e-08-0j -2.25258e-05-0j 5.80178e-11-0j 8.71942e-07-0j 1.16236e-08-0j -2.4094e-05-0j -8.05398e-11-0j 9.3684e-09-0j -1.21042e-06-0j 1.45239e-08-0j -0.0274228-0j 4.0305e-07-0j -3.46434e-11-0j -1.00636e-10-0j -3.74067e-07-0j -1.51245e-06-0j 0.0447932-0j -1.49044e-09-0j -1.60932e-05-0j -4.00108e-07-0j -5.59512e-07-0j -1.72136e-05-0j 2.06902e-09-0j -0.000455387-0j -6.99123e-07-0j 2.23405e-05-0j 2.38958e-05-0j -0.0195918-0j 2.58528e-09-0j 0.000743841-0j 2.7915e-05-0j 0.0271972-0j 0.0320018-0j 2.98583e-05-0j -0.0444246-0j 0.0339835-0j -0.0555096-0j 
-9.34563e-11-0j -1.75203e-06-0j -1.09052e-12-0j 7.43007e-11-0j 6.02034e-07-0j -4.66228e-11-0j 4.5765e-11-0j 2.9949e-09-0j -4.75842e-12-0j -2.93979e-09-0j -1.26157e-07-0j 4.67087e-12-0j 1.23836e-07-0j -0.000514796-0j 0.000505323-0j -3.38352e-11-0j -5.95955e-13-0j 4.78042e-11-0j 2.10445e-09-0j -4.45818e-12-0j 3.70666e-11-0j -8.3578e-08-0j -2.97327e-09-0j 2.14784e-10-0j -7.8524e-14-0j 2.46119e-06-0j -1.4721e-09-0j 6.29875e-12-0j 3.78309e-12-0j 0.0051607-0j 1.18083e-07-0j -3.03458e-10-0j 4.33501e-08-0j 9.08978e-05-0j -3.4773e-06-0j -0.00729131-0j -2.65815e-11-0j -4.41417e-13-0j -1.89908e-11-0j 1.61989e-09-0j 2.63628e-11-0j 3.2941e-11-0j -3.32269e-12-0j 2.69001e-11-0j -2.21513e-12-0j -6.22909e-08-0j 1.1573e-09-0j -1.60656e-09-0j -5.51771e-14-0j 2.13439e-10-0j -2.00743e-09-0j -3.67847e-14-0j -1.95792e-13-0j -2.37385e-12-0j -1.03441e-09-0j 1.72942e-06-0j -1.58256e-12-0j -4.45028e-08-0j 3.29536e-12-0j -6.35754e-09-0j 2.1969e-12-0j 3.5444e-12-0j 6.17784e-08-0j 4.11762e-12-0j -3.66882e-05-0j 1.52488e-10-0j -3.25134e-15-0j 2.74508e-12-0j 2.8719e-08-0j 7.71935e-08-0j -0.0373313-0j -1.3988e-13-0j 1.23556e-06-0j -1.05574e-10-0j -2.11683e-10-0j -4.54204e-09-0j 1.94181e-13-0j -6.0925e-07-0j -2.64503e-10-0j -1.7152e-06-0j 6.30523e-09-0j -2.62113e-05-0j 2.42633e-13-0j -0.000619929-0j -2.14318e-06-0j 3.63864e-05-0j -0.0266708-0j 7.87853e-09-0j 0.0370242-0j 4.54656e-05-0j 0.0462626-0j 
