-0.0154068-0.00154814j -0.00103115+0.0177387j 0.00280716-0.0144171j 0.011485-0.00149155j 0.00422356-0.00365844j -0.000613441-0.00641228j -0.00373222-0.00650088j 0.00837991+0.00488917j 3.41023e-05+0.000542843j -0.00828014+0.00450835j -0.00312292+0.00366048j -0.00706264+0.00503973j -0.000682088+0.00229195j -0.00639213+0.00846199j -0.00348068+0.00371065j -0.003245-0.00981377j -0.00156533-0.00345073j -0.0011744-0.0025302j 0.00341364+0.00255227j -0.0099492+0.00287605j 0.00701367-0.00222791j 0.00237129+0.00719814j -0.00233315+0.00245915j 0.0125319+0.00240074j 0.0031104-0.000156543j -0.00592959+0.00349097j -0.00693807-0.00958797j -0.00884088-0.00674537j 0.00547056+0.00596323j -0.00969479+0.0110216j 0.00291249-0.00119861j 0.00231017-0.00139736j -0.00914199+0.00848101j 0.00227542-0.00151563j 0.00536785+0.00050995j -0.00298782+0.00932294j 0.00062336-0.000226699j 0.0030138-0.00467048j -0.000727769-0.0113451j 0.00234185-0.00191154j -0.00512092+0.00401971j -0.00109638+0.000900416j -0.00217387+0.0028272j 0.00160054-0.00392051j -0.000811844+0.00925601j 0.00287074-0.00471565j 0.0082111+0.00944737j -0.00109-0.0107878j -0.0180737+0.00529421j -0.00491099-0.0163436j 0.0136689-0.00839098j -0.00962449-0.0121017j 
-0.00633349+0.00120175j 0.00175672-0.00501596j -0.0133149-0.000914648j -0.000986138+0.00200069j -0.00244375-0.00224167j -0.000187703+0.000252152j -0.00711877-0.00638665j -0.0154495+0.0031191j 0.00666073+0.0027137j 0.000607154-0.00703227j 0.0114538+0.00140968j 0.00889272-0.00314735j 0.0105722+9.18265e-06j 0.00113992+0.00263194j -0.00299246-0.00717747j -0.00595625-0.00414695j 0.00635959-0.000130916j -0.00817815-0.00256633j -0.00067232+0.00384152j -0.0169453-0.00409621j -0.000308891+0.00074333j 0.00694067-0.00117366j 0.0119104+0.00241268j -0.00875914-0.00104764j -0.0059111-0.000548206j -0.00288316-0.00507007j 0.000204403+0.00457444j 0.00121427-0.00114499j 0.0138524+0.00238917j -0.00970606-0.00472229j -0.000280647-0.00237031j -0.000819661+0.00259029j -0.000519358-0.0039595j 0.000986061+0.00452741j 0.00246636+0.00156042j -0.00385671+0.00132043j -0.00906898-0.000150219j -0.00782607+0.0013345j 0.00161501-0.000928435j 0.00714494-0.00415734j 0.00575116+0.00110956j 0.00871813+0.00223873j -0.000848253-0.0014614j 0.0036979-0.000715524j 0.00568204-0.00310539j -0.00396867+0.00787483j 0.0127593+0.00176588j -9.01844e-05+0.00031329j 0.00110192-0.00199481j -0.00394647+0.00039078j 0.0051289+0.00179205j -0.00185541-0.0055101j 
-0.00547771+0.00546841j -0.00418958+0.00104449j 0.00873646-0.00923827j 0.0101136+0.00251353j -0.00772854+0.00260014j 0.00158706-0.00102351j 0.00614648+0.00333206j -0.0132533+0.00559619j 0.0114741-0.00639038j 0.00110872+0.000815447j -0.00811958-0.00463458j 0.0160819-0.000501334j 0.00931719-0.00182103j 0.00589195-0.00104796j 0.00909381+0.000696656j -0.00194284+0.00183571j 0.00296441-0.00303802j -0.00715483+0.00675642j -0.00275764-0.00409379j -0.0057833+0.00131203j 0.00153193-0.00659053j -0.0124055+0.00573637j -0.00520272+0.00330083j 0.00172949-0.00914303j 0.00383498-0.000174044j -0.00668981+0.0103917j 0.000229926+0.00149122j -0.00155376+0.00148817j -0.0106293+0.0035821j -2.10953e-05-0.00252344j 0.00206498+0.00201233j -0.00160344-0.00240449j -3.6794e-06+0.00353173j -0.000819104-0.000145081j 0.00176907-9.90171e-05j 0.00641632+0.00181291j 0.00142917-0.000950291j -0.000452766-0.00216301j -0.00347953+0.00357894j 0.0122491-0.00309179j 0.00393349+0.00430018j 0.00299297+0.00218958j -0.00364838-0.000259925j 0.0031154+0.00406374j -0.0142189+0.0012203j -0.0100644-0.011705j -0.0136382+0.000253931j -0.00169764+0.00146552j 0.00200455+0.0032635j 0.00282971+0.00430581j -0.00181173-0.000798248j 0.00516369+0.00893575j 
-0.011868-0.00366151j 0.00645472+0.00674878j -0.0214497+0.00428283j -0.000922895+0.00209831j -0.00537529-0.00552969j -0.0120406+0.0071995j -0.00296752-0.000580318j -0.00559352-0.0126756j 0.00687761+0.000336504j 0.00455587+0.00724614j -0.0258902+0.00137524j -0.00616977+0.00662985j -0.00313427+0.00532288j -0.0113726+0.000136708j -0.000253244-0.00104442j -0.0137973-0.00537544j -0.00627334-0.00281798j -0.00416781+0.00644882j 0.0015538+0.00451479j -0.000224035-0.0147889j 0.00194461-0.001372j -0.0119781-0.00453399j 0.0101424-0.00441779j 0.00314526-0.0076509j 0.00201511-0.00421751j -0.00316002+0.00180132j 0.00443894+2.04745e-05j -0.0106645-0.00684462j -0.00300985+0.00163836j 0.0048416-0.00593663j 0.00340457+0.000733802j 0.00602446+0.000212352j 0.0029662-0.000883809j -0.00689662+0.00311999j 0.000911536+0.00122564j 0.000694207+0.00266503j -0.00716218-0.00136375j 0.00919001+0.00635659j -0.000196807-0.000734479j -0.00122555+0.00490731j 0.000849611+0.0036725j -0.00291261+0.00413366j 0.00194512-0.0069482j -0.00600966+0.00434532j -0.0056568-0.00376733j -0.00260036-0.00400088j -0.00572097+0.00716822j 8.09608e-05+0.000266156j 0.00136187+0.007576j 0.00265249-0.00224152j -0.00447013-0.0018826j -0.00014395-0.000822421j 
-0.0007243+0.0076782j -0.00834151+0.00260467j -0.0120773+0.000415186j 0.00220815-0.00131276j -0.00210451-0.00219399j -0.000362175+0.00646683j 0.00586413+0.00270473j 0.00903642+0.00124541j 0.00374535-0.000722432j -0.0126265+0.00397151j 0.00539264+0.00041448j -0.00686427-0.0005634j -0.00370191-0.00254627j 0.00590355-0.000743478j -0.00684775-0.000124306j -0.000804844+0.00253231j 0.00176932-0.000360755j -0.00858183+0.00642381j -0.00715926-0.00225632j -0.00088623-0.00741395j 0.00288813-0.00206786j 0.00402804+0.00590373j 0.0105139-0.000475742j -0.00269304-0.0102896j -0.00201649-0.00318977j -0.0141376+0.0014406j 0.0142599+0.00140158j -0.000380865+0.00157855j -0.00211727+0.00162159j -0.00329844+0.00370243j 0.00385886-0.00221208j 0.00452291+0.00044268j 2.77501e-05+0.00486287j -0.00371446-0.00105867j 0.0111207-0.00242147j -0.00168764+0.00377355j -0.00269458+0.00370228j 0.00141129+0.00363461j 0.00341278+0.000909074j -0.00550853-0.00243871j 0.00570067+0.00268947j -0.00424664-0.0076464j 0.00209421+0.00167283j -0.00194595-0.00688103j -0.00240619-0.00105815j 0.0101406-0.00387562j -0.00225093-0.00013711j -0.00317496+0.0050288j -0.00928904+0.00129623j 0.00602965+0.00521513j 0.00237535-0.00345373j 0.00326308+0.00297031j 
0.00189277+0.00397491j -0.00222147+0.000594985j 0.00300059-0.000888182j 0.00832011+0.000382425j -0.00717465+0.00577135j 0.00279619-0.000788277j 0.00336836-0.00747607j -0.000637586-0.00425334j -0.00178966-0.00916546j 0.00107785+0.00571252j -0.00509774-0.00449163j -0.00687306+0.000376808j -0.00822625+0.00189258j -0.00137872-0.00412843j 0.0012364+0.00470758j 0.0124302-0.00175686j 0.00555691-0.00511249j 0.00427057+0.00417763j 0.00413371-0.00121102j 0.00127676+0.00470336j -0.00142315-0.0021008j 0.00588759-0.00715552j -0.0139727-0.00490593j 0.00619687+0.00122556j 0.00243736+0.00429529j -0.0204448+0.0136349j 0.013334+0.0105037j 0.00227045-0.00496136j 0.00610476+0.00107154j 0.000471906+0.00127318j 0.000134053+0.000906997j -0.000571876+0.00216988j 0.00421041+0.000588142j -0.000524457-0.000462715j -0.00967421+0.00206654j 0.00260824+0.000334715j 4.19296e-05-2.06171e-05j 0.00272857+0.00976473j 0.0024149-0.00104304j -0.00125474-0.00790805j 0.000621181-0.00109398j 0.0067729-0.00852793j -0.00258058-0.00335981j 0.000619561+0.00200471j -0.00211121-0.00506626j 0.00061392+0.00446218j 0.00158684-0.00339226j -0.00171478+0.012527j 0.00700613+0.00282512j 0.0055367+0.00858169j -0.00163715-0.00497389j 0.000402647-0.00151735j 
-0.00242863-0.000587114j 0.000783032+0.00081202j -0.00103518-0.00160454j -0.00132895+0.0168138j 0.00164385-0.00378403j -0.00145272+0.00949186j 0.00235988+0.00436622j -0.00164893+0.00367823j 0.00219629+0.00038512j 0.00174134+0.00339584j 0.00280644+0.00290996j -0.00164388-0.0107638j -0.001325-0.00113163j 0.00231187-0.000608254j -0.00112198+0.00692332j -0.00181143+0.0112186j 0.00464442+0.008899j 0.00293501-0.0166311j 0.00536701+0.00711365j 0.000517237-0.00483951j 0.00448965+0.0167204j 0.00914772+0.000751959j 0.00145474+0.0153865j 0.00107514+0.00932259j -0.00279052+0.00621145j 0.00144467-0.000684926j -0.00261929-0.00309989j 0.00870243-0.014154j -0.00721776+0.00616152j -0.00077799+0.00870255j -0.00234759+0.00108985j -0.00584908+0.00339584j 0.000172682+0.00553711j 0.000793804-0.00320549j -0.00192702+0.001996j 0.000266787-0.000614015j -0.00450824+0.00229499j -0.000259244+0.00190817j -0.00649563-0.00492337j -0.00399055+0.00307047j -0.0069025-0.0106765j -0.00203876-0.00916852j 0.00130351-0.00185674j 0.00254059-0.00178334j -7.24676e-05+0.00460281j -0.00192433-0.00466848j -0.0041952+0.00486664j 0.00319127+0.00236183j -0.00345448-0.00181156j 0.00454094-0.00227835j 0.00247531+0.000267755j 0.002482-0.00498395j 
0.00481634-0.00341919j -0.000191752+0.000854944j 0.0117866-0.00510123j 0.00178884+0.00445327j 0.000189056+0.00177644j 0.00776369+0.00408081j -0.00290636+0.00424481j -0.00211343+0.00582062j -0.00926915+0.00713457j -0.000453853-0.00353718j -0.00201531+0.00476598j -0.00333829+0.00301505j 0.00355898-0.00599879j 0.00252458+0.0082854j -0.00228712+0.00681516j 0.00584209+0.00642704j -0.0111456+0.00341624j -0.01978+0.00050921j 0.00478311+0.000391505j -0.00509687+0.00254114j -0.0206861-0.00422364j -0.00903549+0.0047161j 0.0079628+0.00251108j 0.00287932+0.00476756j -0.00734989-0.00366042j -0.000405433-0.00358768j 0.00280337-0.00674216j -0.00247339+0.000424332j -1.54186e-05-0.00251667j -0.00698777+0.0032065j 0.00526611-0.00225795j 0.00492063-0.00179924j -0.00335409+0.000476798j 0.000691895-0.00256351j -0.0034107-0.00147756j 0.00706878-0.00108167j 0.0166039+0.00481719j -0.00650216+0.00424949j 0.0190047-0.00280365j 0.00427958+0.00357127j 0.0208134-0.00227255j 0.000727003-0.00183533j 0.0141358+0.00179503j -0.020543-0.0042476j -0.00212512+0.00159214j -0.00534585-0.00214041j 0.00633129+0.00606203j -0.00237398-0.00192261j 0.00132638+0.00591879j -0.00131162-0.00288937j 0.00104346-0.000857984j -0.000867665-0.00243504j 
-0.00313191+0.00431263j 0.00203005+0.00487377j 0.00234184-0.00992624j -0.00577318-0.0113675j 0.00244277+0.00133855j 0.000736619-0.00335074j -0.000133236+0.0124547j 0.00185863+0.00377183j 0.00316522+0.00330814j 0.00147451-0.00534554j 0.003013+0.00547178j 0.00588889+0.00482501j 0.00512091-0.00277949j -0.00165038+0.00820063j 0.000211058-0.00578641j -0.00250639+0.00605484j 0.000855076+0.00402487j 0.00773188+0.00408343j -0.00157472-0.00460344j 0.000587454-0.00233995j 0.00149545-0.00467272j 0.00605592+0.0146434j 0.00180956-4.24572e-05j 0.00122666-0.00832494j -0.00221817+0.000230505j -0.000421038-0.0131308j 0.0013781-0.0123405j -0.00231771+0.0096724j -0.00939405+0.00244722j -0.00188027+0.0157835j -0.00385329-0.004925j -0.00782276-0.00165653j -0.00212519+0.0116917j 0.00112799-0.00402764j 0.00350518-0.00453745j 0.00190284+0.00420749j 0.00492737+0.00134654j 0.00350266-0.00213378j -0.00523195-0.000114007j 0.00871265+0.00444348j -0.00708446+0.00420113j -0.00789316+0.00134364j 0.00152057+0.00247531j -0.00457344-0.00452459j -0.00327681-0.00399725j -0.00214175-0.0108395j -0.00370904-0.00459417j -0.00728426+0.00338682j -0.00814373+0.00566754j -0.00113383+0.000681699j 0.00386115-0.00522611j -0.00148321-0.00292436j 
-0.00553111+0.00344691j -0.00346811-0.00532536j -3.12199e-05+0.00240691j -0.00638606+0.000898097j 0.000638402+0.00266409j -0.0055055-0.0011574j -0.00341701-0.0053484j -0.00634276+0.00040177j 0.00392607-0.0075741j 0.0042032-0.00312184j 0.00191566-0.00987664j 0.00207028-0.00607687j -0.00251513-6.31831e-05j -0.0160781+0.0055649j -0.00367118-0.00392349j -0.00434714-0.00638404j -0.0130813+0.00396815j 0.00661357-0.00368244j 0.0100403-0.00325893j -0.00224064-0.0013882j -0.000271694-0.00579795j 0.00899121-0.00536731j 0.00214992+0.00244157j 0.0153634+0.00734105j 0.00784411+0.00953408j 0.00524856+0.00989587j 0.00664751+0.0118966j -0.00595085-0.000377792j -0.00809213+0.00517469j -0.00289292-0.0110154j -0.00916912+0.00218961j -0.012564-0.00211692j -0.00501061-0.00361681j 0.00481359+0.000942277j 0.00243037-0.00159036j 0.00390218-0.00130194j 0.0155846-0.0044671j -0.00537075+0.00416693j 0.00266805-0.00184893j 0.0131217-0.00123816j 0.005498+0.00222371j -0.00625871-0.0029429j 0.0100351-0.000469851j -0.0232758+0.00463264j 0.00385674-0.00591385j -0.0101378+0.000942545j 0.0057284-0.00248817j -0.00336836+0.00247924j 0.00156006-0.00861586j 0.00226183+0.00442702j -0.00104723+0.00247322j 0.00162606+0.00197871j 
0.0019478-0.000647528j 0.00191101+0.00396777j -0.00362666-0.00887545j -0.000468723+0.00264567j 0.00447117-0.00323606j 0.00303108-0.00301952j 0.00675767+0.00301774j 0.00273049+0.00872282j -0.00723271+0.00404705j 0.00405432-0.00660853j -0.00661318-0.00296901j 1.4506e-05+0.00773929j -0.00547362+0.00325041j 0.00331224+0.0129989j -0.00284882-0.00279717j -0.00327896+0.00371295j 0.000589222-0.00603987j 0.0089752+0.010853j -0.00756159-0.00301731j 0.00534899-0.00363808j 0.0118021-0.0124351j 0.00115782+0.00336225j 0.0107507-0.00342516j -0.0121286+0.0016448j 0.0069923+0.0033576j 0.0128597+0.00177372j 0.0114866-0.00671904j -0.00638372+0.00460538j 2.13347e-05+0.00571619j -0.000997466+1.94008e-05j -0.00413794-0.00168819j -0.0115192-0.0025657j -0.00129858+0.003513j 0.00172729+0.00126705j 0.00766473-0.00112895j 0.00101916+0.00177141j 0.00710534+0.00784754j -0.00212511-0.00300941j 0.00708562+0.00284748j 0.00859183-0.000957484j 0.0110418+0.00332298j -0.0078573-0.0054887j 0.00414546+0.00202847j -0.0179311-0.00266848j 0.000886525+0.00488306j -0.013432-0.00371615j 0.00088999+0.00462087j 0.00273088+0.00108437j 0.000528753-0.00178256j 0.00553359-0.00201366j -0.00306389-2.24757e-06j 0.00442839-0.00193033j 
-0.00145689-0.00269572j 0.00250536-0.00202519j -0.00295024-0.000117114j 0.00202958+0.00227501j 0.00224615-0.00617015j 6.16841e-05-0.000188629j -0.00327631+0.00264583j 0.00822419-0.00540469j 0.00319968+0.000138243j 0.0100083+0.00108626j 0.000791611+0.00198379j -0.0029282-0.000840994j 0.00125457-0.00313403j 0.00737344-0.0113551j 0.00352817+8.85902e-05j 0.0102744-0.00412719j 0.0196124-0.00438261j -0.00445664-5.22764e-05j -0.00283391+0.000959827j 0.00160772-0.00099449j 0.0183622+0.00499023j -0.00631694-0.00332233j -0.0140723+0.00278131j 0.00936296-0.0070012j 0.00863912-0.00458326j 0.00106531-0.00289204j -0.00153499-0.000746661j -0.00161287+0.000414938j 0.00164235-0.00213112j -0.00141585+0.00238665j 0.00104343-0.00194856j -0.00299571+0.00148969j -0.00855435+0.000606747j 0.0015223-0.000650069j 0.0151576-0.00187117j 0.000416226-0.00157571j 0.0128654-0.00756973j -0.0099986+0.00103756j 0.0262081+0.00162593j 0.00412881-0.00275551j 0.034564+0.00319902j 0.00418862+0.00403018j 0.0131891+0.00203068j -0.0260665-0.00443592j 0.000903363-0.00118002j -0.00143286-0.000621912j 0.00203987-0.00505376j 0.000511364-0.00513096j -0.00091843-0.00285411j -0.00158478-0.00197124j -0.00105352+0.00125779j -0.00275479+0.00303271j 
-0.00158763-0.00232029j -0.00220376-0.00205538j 0.00448691-0.00150232j 0.00113987-0.00505103j 0.00146908-0.000717892j -0.00164106-0.00562889j -0.000359383-0.00255854j 0.00381557+0.00223683j 0.00500909+0.00681126j -0.0118999+0.00049463j 0.00283427-0.00918205j 0.00639121+0.00539238j -0.0057082+0.00125992j 0.00605662+0.0147015j -0.00162612+0.00685108j -0.00852647+0.01183j 0.00321603-0.00486407j -0.00179778+0.00129279j -0.00114918+0.00371509j 0.00876136-0.00046841j 0.0142008-0.00324401j -0.00987418-0.0106914j 0.00119403-0.00736944j -0.00425141+0.00673638j -0.00310364+0.00486317j -0.0114616-0.00326345j -0.0086658+0.0031288j -0.00299492+0.00172961j 0.00100911-0.00631979j -0.000974615-0.000693592j -0.00179068+0.000752364j -0.00332587-0.00149211j -0.00813414-0.000284332j 0.00249555+0.00273979j -0.00355259+0.0029295j 0.000834037+0.00186547j -0.00304598+0.00709202j 0.00187145-0.00421981j 0.0129144-0.00610109j 0.00164246+0.00464072j 0.0169408-0.00617638j 0.00667816+0.000120748j 0.00154661-0.00369149j -0.00906983+0.000435818j -0.0033225-0.000399225j 0.00299189+0.00101219j -0.00085783-0.00319732j -0.00349272-0.00174314j -0.00280133+0.00216398j -0.00546086+0.000440328j 0.00203441-0.000614621j -0.00554009+0.00169294j 
-0.0056299-0.0023804j 0.00453292-0.00722878j -0.00371867-0.00137723j -0.00119901+0.00298414j 0.00561257-0.00902816j 0.00625363-0.00146721j 0.00218235+0.0017608j 0.00869139+0.00288453j 0.0100854+0.00654433j 0.010423-0.0053328j 0.00169811-0.00741157j -0.0112342+0.00516651j 0.00550545-0.00400604j -0.00378344+0.0057612j -0.00851803+0.0109901j -0.00164125+0.0110496j 0.00908021+0.000623338j -0.00866774-0.00215509j -0.00265685+0.00403659j -0.00418361-0.00197687j -0.00680729+0.000305117j -4.94083e-05-0.0109724j -0.0111653+0.00214195j -0.0144823+0.00559174j -0.0155179+0.00711188j -0.00669042+0.00397592j 0.00297715-0.00318783j 0.0108741+0.00725976j -0.00449449+0.00078785j -0.00709838-0.000924658j -0.00519587+0.00116197j -0.00470783-0.000354496j 0.00107213-0.000173804j 0.002504-0.00284061j 0.00219122-0.00272024j 0.00190079+0.00249971j 0.00639606+0.00214804j 0.00219137-0.00044229j -0.0186991-0.000816664j 0.0094708+0.00112058j -0.0312471-0.000539629j -0.0127753-0.00176104j 0.000857212+0.0039365j -0.00626834+0.00327199j 0.000427065-0.0033052j -8.06149e-05-0.00193074j 0.00404842-0.00619787j 0.00341367-0.0113413j -0.00941413-0.00535211j -0.00123376-0.00457867j -0.00292964+0.00519896j -0.00484833+0.00871671j 
-0.0031864+0.00267948j 0.000262671-0.00153895j -0.00405169+0.00841393j 0.00508233+0.00323758j -0.0035233-2.7238e-05j -0.000577161+0.00945503j 0.00422985+0.0101036j -0.00261628-0.0118005j 0.0029041-0.00700097j 0.00498018+0.00301303j 0.000823037+0.019694j -0.00609041-0.00540689j -0.000530987-0.00454594j -0.00644684-0.0292938j -0.000672364-0.0095075j -0.00141453-0.0153404j 0.00204167+0.00221159j 0.000766815-0.000539866j 0.0016599-0.00265725j -0.00442835+0.0015147j -0.00305645+0.0070296j 0.00399452+0.0128995j -0.00583505+0.00907367j 0.000483875-0.0195161j -0.00161337-0.0123128j -0.000681346-0.00130904j -0.00245177-0.00473461j 0.00291697-0.00132028j -0.000850659-0.00145692j -0.000675683+0.0070938j -0.000979988-0.0022206j 0.000141532+0.00155315j 0.00180884+0.00112312j -0.000543308-0.000720504j 0.00572493-0.00286654j -0.00162989-0.00117581j -0.00107566-0.00906927j -0.00224617+0.00489295j -0.00478368+0.0029594j 0.00246378-0.0014757j -0.00390454+0.00551071j -0.00361159+0.00386973j 0.0010183+0.00066203j -0.000452647-0.00198893j 0.00268362-0.00439216j 0.00148934-0.00448502j 0.00196602-0.00391247j 0.00199819-0.000901801j -0.00119721+0.00107028j -0.000289317-3.36349e-05j -0.000116348+1.79727e-05j -0.00118577+0.00181685j 
0.00184903+0.00121483j -0.00539739+0.000953264j 0.00639196-0.000140881j 0.000240768-0.00965664j -0.00641719+0.00486034j -0.0054073+0.00351268j 0.0144758-0.0058625j -0.0161557+0.00780156j 0.000710502+0.0033907j -0.00754958+0.00101948j -0.00120997+0.0109463j 0.00295406+0.00179488j -0.0063001+0.00357092j -0.0118641+0.0042577j 0.00487846-0.00374936j -0.00851662+0.00593872j -0.00833819+0.0100729j 0.00504685-0.00237929j -0.0044021-0.00136351j 0.0114319-0.0060635j -0.00146626+0.00140669j -0.00539462-0.00481579j -0.00376819-0.00695312j -0.00923743-0.000607181j 0.00265479-0.00725438j -0.000960635+0.00635836j 0.00789955-0.00906752j 0.00925181-0.00757595j 0.0163345+0.00349758j -0.00787058+0.00461994j -0.0125296-0.00492411j -0.0140254+0.00138661j 0.00389644-0.00345635j -0.000700827+0.00375134j 0.00325438-0.00464356j -0.00449822-0.00295162j 0.00866397-0.00119862j -0.00921302+0.000146136j -0.00325841+0.001242j 0.00534668+0.00173697j -0.00842248+1.03812e-05j -0.00989744-0.00802546j 0.00176927-0.000342831j -0.00879833+0.00325144j 0.014752+0.0120694j 0.00548892-0.00186851j 0.0176808+0.00527859j 0.00689381-3.09439e-05j 0.000974021+0.00753691j -0.00204845-0.00109294j -7.62891e-06+0.00732783j -0.00172803+0.00937101j 
-0.00143956-0.00442651j -0.000216199-0.00217317j -0.00497934-0.00140674j 0.00440162+0.0166805j -0.00101138-0.0117755j 0.000604604-0.00118735j 0.00301134+0.00454734j -3.09852e-05+0.00512851j 0.00372437+0.00202217j -0.00562001-0.00680162j 0.00545226-0.00406522j 0.000352883+0.00618277j 0.00180911-0.00442498j 0.00646064-0.00110992j 0.000807863+0.000646111j 0.00180668-0.00550741j 0.00147752-0.0068733j -0.00110669+0.0133215j 0.00588676-0.00122042j -7.56012e-07+0.00285624j 0.00385295-0.00833137j -4.70795e-05+0.00367291j 0.00377923-0.00965257j 0.00592286-0.00164891j 0.00324358-0.00727978j 0.00108193+0.00290542j -0.00417263+0.000824508j -0.0047533+0.00112424j -0.000723633+0.002805j 0.00294228-0.00385024j 0.00437038-0.0051426j 0.0099967-0.00719498j 0.000944762-0.00597039j -0.000865935+0.00704374j -0.0062581-0.0268064j -0.000321471+0.00456336j -0.00900843-0.010976j 0.00144999+0.000475441j 0.0032414+0.00107712j -0.00723805+0.0116447j 0.0081864+0.0128149j 0.00451591-0.0119983j -0.0024091+0.00234479j 0.00904225+0.00525863j -0.0068528+0.00204206j 0.00202334+0.00760155j -0.0050911-0.00439111j 0.00126814+0.000926991j 0.0022426-0.0024076j 0.00152914+0.000415634j -0.000272885-7.67611e-05j 0.00114419-0.00144408j 
-0.00123744-0.00519519j -0.00243446-0.00366187j -0.00116307-0.00241232j 0.00597122+0.0210927j -0.00661444-0.0131342j -0.000620398+0.00273635j 0.0052825+0.00701882j 0.000782612+0.00101951j 0.00321216+0.00249207j -0.00800456-0.00839833j -0.000534519-0.00238897j 0.00712259+0.00881346j -0.0061399+0.00433295j 0.00207392-0.00564208j -0.00564084-0.00691263j -0.00193037-0.00801876j -0.0050689-0.00792861j -0.0022969+0.0212874j 0.00160674-0.0137204j 0.000612726-0.000437293j -6.3757e-05-0.0132747j -0.0011557+0.00466405j 0.00788411-0.00996457j 0.00346121-0.0043803j -0.000262089-0.00388213j -0.00117723+0.00796837j 0.00105697-0.00303915j -0.00115407+0.00550074j 0.00468495-0.00498154j 0.00331011-0.00124266j 0.00010354+0.00437906j 0.00148158+0.00314163j 0.00127722-0.00293159j -0.000425662-0.00349152j -0.000489857+0.0162318j -0.000992004-0.00323442j -0.00438272+0.00883773j 0.00167926-0.000916041j 0.000509314+0.0071959j -0.00255786-0.0144229j 0.00514446-0.00045254j 3.37762e-05+0.0117236j -0.00208083+0.00106162j 0.00417761-0.000622725j 0.00165941-0.00267358j 0.00180872+0.000267075j 0.00103025+0.0018273j 0.00450404-0.00037433j 0.00189978-0.0012461j 0.00215284-0.000994687j -0.000102437+0.00357559j 0.00151502+0.000906552j 
-0.000704834-0.0027064j -0.000767167+0.00253481j -0.00296382-0.00598421j 0.000997065-0.00126318j 0.00238112-0.00373031j -0.00209515-0.00666067j 0.00377803-0.00374621j -0.0124083+0.00400568j 0.00124354+8.51798e-05j -0.00131819+0.00233961j 0.00268284-0.00963914j -0.00443109-0.00244946j 0.0125932+0.00278896j -0.000378585-0.00223906j 0.00117895+0.00279513j 0.00394574-0.000221747j -0.00405948+0.00339268j -0.000925952-0.00310875j 0.000821384-0.000924714j 0.00361621+0.000900387j -0.00695248+0.00210071j 0.000546133-0.00562457j -0.00046941-0.00268623j 0.00862552+0.00715367j 0.00474311+0.000172658j -0.00183689+0.000502747j -0.00362+0.00613037j 0.00483841-0.00303209j -0.00284973-0.000563913j 0.00679764-0.00263691j -0.0151377+0.00293724j -0.00454904+0.00462172j 0.0108511+0.000261138j -0.0034972-0.00345375j 0.0362597-0.00235657j -0.02043-0.00109278j -0.0189172+0.00280585j 0.00458661-0.0059571j -0.00236347-0.000801736j -0.0167057-0.00147997j -0.00893281-0.00200215j 0.0167248-0.000969897j 0.000816414+0.00222465j -0.00283089-0.00253575j -0.00284795-0.000803962j -0.00282074+0.0013188j -0.000446509+0.000962303j 0.0018878+0.00297604j 0.000174607-0.00148874j 0.000505797+0.00161056j -0.00104112-0.00132319j -0.00112691-0.00118915j 
-0.00278039-0.000391798j 0.000230943+0.000771785j -0.00599183-0.00158215j -0.00238444-0.00223561j 0.00429017-0.00770879j -0.000826412-0.0014607j 0.00730852+0.00285596j -0.00257875-0.00186818j 0.0101654+0.00148068j 0.00421848-0.000400143j 0.0126763-0.000853063j -0.000805419-0.000159213j -0.00540716-0.00182456j 3.27093e-05-0.00753496j -0.00171464-0.00259588j 0.0100974-0.00354443j -0.00553818+0.00183408j -0.00659998-0.00231176j 0.012794-0.00516331j -0.00491272-0.00169775j -0.00254613+0.000249296j 0.00407242-0.00572862j -0.00108893-0.00590351j 0.0154029+0.00222284j 0.00539547-0.00544895j 0.00100392-0.000577488j -0.0017359-0.00104269j -0.00321133-0.000332614j 0.0080577+0.000276973j 0.00410847+0.00912812j -0.0129254-0.000811463j -0.00205148+0.0017434j 0.00229412+0.000811499j 0.00674889-0.00131649j -0.0044859+0.000264342j -0.00998437-0.00168678j -0.0331053+0.00133131j 0.0113719-0.00308555j 0.0027452+0.00148027j -0.00345241-0.00299826j 0.0151048+0.000345656j 0.00135777+0.000935679j 0.00114546+0.00320967j 0.00271102-0.00107943j -0.000639658+0.00026794j 0.0111381-0.00361653j -0.00436221-0.00536309j 0.00232664-0.00221296j -0.00134179+0.00284327j -0.000694956+0.000427423j -0.000293953+0.00182148j -0.00167652+0.00578263j 
