0.0604406-0.0548188j -0.0492096-0.0592676j -0.00137215-0.0040427j 0.00950406+0.010868j -0.0185056+0.0208852j 0.0152244+0.0175681j 0.0098384-0.012922j -0.018071-0.0068078j -0.00382234-0.0112286j 0.00454692-0.00728766j -0.00839932+0.00809374j -0.00562721-0.00274641j 0.000396388-0.00638524j -0.00326524+0.000143477j -0.00607938+0.000491375j 0.00456786+0.00555171j -0.00105872+0.00442738j 8.51773e-05-0.0135661j 0.00722676+0.0110999j 0.000954209-0.00514315j 0.00960117+0.00782411j -0.0214576+0.00770528j 0.00890242+0.0185335j -0.00641964+0.0044857j 0.0103813-0.0116478j 0.0217532+0.00278121j -0.0082199+0.0143944j -0.00233116-0.0200267j 0.000764023-0.00139186j 0.0233156+0.00803176j -0.0172369-0.00671079j 0.00780532+0.0091585j -0.0145554-0.00971013j -0.000362779+0.00342738j 0.00202784+0.00781284j -0.0130802-0.00765766j -0.00915403-0.0138012j 0.00207277-0.00531969j -0.0173904+0.00500522j -0.00622075-0.0131491j -0.00486903+0.0236069j 0.00504838+0.00953681j -0.00952377-0.00227825j -0.0124102+0.0162444j 0.0143236-0.00290758j -0.0174978-0.0211791j 0.00450997-0.00208364j -0.0132918+0.0148499j -0.00555815+0.00792998j 0.0021361-0.00474677j -0.00236312-0.0216566j -0.00577238+0.00275012j -0.0136294-0.00414371j 0.00719517+0.0102041j 0.00420235-0.00134238j 0.00911947+0.0079973j 0.00728194+0.0160069j 0.00123797-0.0136235j 0.0107812+0.00618307j 0.000815397+0.000274547j 0.00204376+0.00407086j 0.00641746+0.0149132j -0.00115233+0.00672894j -0.00261988+0.00209596j 0.00947068+0.0088293j -0.00545397+0.00555421j -0.00173789+0.00021945j -0.0197477+0.00707541j 0.00744074-0.00736991j -0.00312257+0.000440584j 0.00879877+0.0102632j 0.00821638+0.0108953j 0.0104369-0.00369726j -0.00450588-0.00492706j -0.00159292-0.00619973j 0.00217184+0.0188939j 0.00929121-0.0150488j 0.0120609-0.013043j 0.00919092+0.011222j -0.0060992+0.00885997j 0.0178073+0.0174907j -0.00464619+0.00179634j -0.00218524+0.00244194j 0.0133262-0.0407997j -0.0143731+0.0017126j 0.0113296+0.00747584j 0.0319497+0.0172967j -0.0166175+0.0234818j -0.0269056+0.0112165j 0.00443135+0.018695j 0.0186954+0.000484766j 0.00624974-0.0271819j -0.0224891-0.00854306j 0.0598876-0.0659129j 0.0650986+0.0632292j 
-0.00123551-0.00589308j -0.00493569+0.00114301j -0.000930563+0.000730879j 0.00281358+0.000651054j -0.00409023+0.00087165j 0.000122688+0.00446034j -0.00322206+0.000850199j -0.000875366-0.00157988j 0.00137876-0.00464214j -0.00597643+0.00194335j -0.0016467+0.00033036j 0.0021117+0.00434222j 0.00212304-0.00662098j 0.00213804-0.000473599j -0.00152977-0.000199877j 0.00639564-0.00079597j 0.00349131+0.000225593j 0.00294819-0.00141442j -0.00207742+0.000595741j -0.00101307+0.00263162j 0.0019351-0.00208813j -0.00764405+0.00204457j 0.00149534+0.00152217j -0.00301369+0.00147876j 0.00314693+0.000693999j 0.00346224+0.000576257j -0.00333117-0.00118277j -0.000500018-0.00325219j -0.000471878-0.00517557j 0.00397687-0.000338128j -0.00152176-0.00142947j -0.000717947+0.00392015j 0.000598008-0.00291405j -0.000387751-0.00325407j -0.00609837-0.00732191j -0.00178343-0.00135321j 0.00433425-0.00349769j 0.00259042-0.00697997j -0.00229727+0.00478525j 0.00132129+0.00395549j 0.00111433-0.00285754j 0.00142703+0.000370027j -0.00152329+0.00162093j 0.00263101-0.00462288j -0.00117456-0.0101801j -0.00205826-0.00340008j -0.00100694-0.00148468j 0.000390214+0.00070072j -0.000463259-0.00193635j -0.00146888+0.00156449j 0.00257573+0.00122334j -0.000397084-0.00122675j -0.0048529-0.00126063j -0.0010632-0.00121265j -0.00534457+0.000424966j 0.00435286-0.00333303j 0.00133793-0.000970157j -0.00467901-0.0018296j 0.00040404+0.00161407j 0.000281177+0.000586785j 0.00191906+0.000466442j -0.00234184+0.00883134j 0.00515097+0.00391398j -0.0080277-0.00535803j 0.0020245-0.00434986j 0.00321292+0.000939926j -0.00422248-0.00184799j 0.00544795+0.00333559j -0.00555951+0.00413543j 0.00336894+0.00333779j 0.000481364-0.0017291j -0.00153255+0.00177335j 0.00102299+0.00534537j -0.000936927+0.000333931j -0.00624184+0.00181497j -0.0120514+0.000973097j 0.0112867-0.00159892j -3.43026e-05-0.00310042j -0.00615133+0.00551008j -0.00195637+0.000829096j 0.00602408+0.0064492j -0.00216517+0.000653539j 0.00572709+0.000810961j -0.0024302+0.00416618j -0.00183042+0.0018364j 0.000768248-0.000215006j -0.00137774+0.00577085j -0.00470389+0.000544459j -0.00326293+0.00132949j -0.000677525+0.00165272j 0.00326822+0.000455209j -0.00205111+0.00217237j 0.00177272+0.00310051j 0.000847633+0.000592772j -0.00121809+0.00111421j 
-0.000366235+0.00562883j 0.00538836-0.000668068j 0.000853188-0.00282571j -0.00624222-0.0029683j 0.00459451-0.00105997j -0.00174721-0.0067447j 0.00935188-0.00106958j -0.000433016+0.000670559j 0.00081197+0.00823636j 0.00201605+0.00263873j -0.00466169+0.00227979j -0.00106224-0.00301863j 0.00177882-0.00516291j -0.000112861-0.00337389j 0.00375456-0.00514552j -0.00297977+0.000825703j 0.00120456+0.00721088j 0.00390734-0.00536626j 0.000847407+0.00933395j -0.00397682-0.000550261j -0.000155402-0.00148497j 0.00699134-0.00131219j -0.00571657-0.00641238j 0.00786685-0.000992696j -0.00351897+0.0103369j 0.00293269+0.00231272j 0.00564458-0.00645807j -0.00490378+0.0049862j -0.00227224+0.00523466j -0.00402334-0.00467621j 0.0036115+0.00055193j 0.000807848+0.00192959j 0.00311601-0.00434993j 0.000522457-0.00219948j -0.0042263+0.00128134j 0.00174329+0.000607472j 0.00272981+0.0054778j -0.000803311-0.000655104j -0.00359528-0.00142802j 0.00286807+0.00531672j -0.00475978-0.00222559j 0.00432973+0.00268934j -0.00318824-0.00460947j -0.000517148+0.00543312j -0.00880895-0.00142264j 0.00293041+0.00396273j 0.00457231-0.000524837j 0.00103615-0.00118808j 0.00161359-0.000685498j 0.0059799+0.00270382j -0.00909871-0.00771089j -0.00464643+0.00343527j 0.00313978+0.00234251j -0.000419576-0.00564105j -0.00327728+0.00127687j -0.0074576-0.00266839j 0.00802885-0.00123457j -0.0105347-0.00161738j -0.00511165-0.00516823j -0.000792083-0.00109138j -0.00114442+0.00342597j -0.00135126-0.0046585j 0.000459596-0.00284454j -0.000163522+0.00223286j 0.00212841+0.00378175j 0.00207644-0.000632343j -0.00880687+0.00711609j -0.00684244+0.00374375j 0.00443046-0.00305895j 0.00476896-0.00270165j -0.000222568+0.000921313j -0.00238543+0.0034541j 0.00306073-0.00203268j 0.000142347-1.66454e-05j 4.84182e-05+0.00172905j 0.00176753-0.00485865j 0.000521045+0.00355151j -0.00700336-0.00462219j 0.00304665-0.00285041j 0.00271395+0.00323422j -0.00192279+0.00266704j 0.00835133-0.00248251j -0.00157376-0.00820388j -0.00657873+0.00560571j 0.000909548+0.00215522j 0.00110592-0.00114969j 0.00370759-0.00164594j -0.00057735+0.00724779j 0.000712141+0.00137102j 0.00184697-0.00329503j -0.00374526-0.000754916j -0.00241837-0.00032625j -0.000555885+0.00114015j -0.00222389+0.00496356j -0.00511068-0.00323322j 
-0.00249889+0.0019068j 0.00352852+0.000443301j 0.000813746+0.0038789j -0.0019105-0.00182111j -0.000748758-0.000573104j -5.01862e-05-0.00371503j -0.00369038+0.00495403j 0.00432303-0.00481743j 0.00244662-0.00140145j -0.00383787+0.000600431j 0.00250182+0.00401118j 0.00127915-0.000362221j 0.000167409+0.000976936j -0.000227791-0.000394325j -0.0038754+0.00176348j -0.0008714+0.00297168j 0.000419436-0.0013592j 0.00307218+0.00567943j -0.00378136-0.00200134j 0.0044711+0.00477971j -8.36075e-05-0.000853927j -0.00179617+3.0525e-05j -0.00376776-0.000386887j 0.00441957-0.000220344j -0.00104508-0.00121677j -0.00166482-0.0012197j -0.000248305-0.00020639j -9.48981e-05+0.00415575j -0.002154+0.00577378j -0.00393145+0.00210045j 0.00129983+0.000423627j 0.00298492-0.00597961j -0.00171099+0.00169518j -0.00139239-0.00222665j -0.00605385-0.000317422j -0.00516453-0.00218872j 0.00366141+0.00175469j 0.00148038-0.00536662j 0.00789255-0.00590438j -0.00725573-0.00586957j -0.000941253-0.00170548j -0.00684869+0.00286124j 0.00288147-0.00344622j -0.00181242+0.000339203j -0.00175969-0.00101106j 0.000367346+9.28291e-05j -0.00100915-0.000494504j -0.00282185+0.00639065j 0.00864808-0.00245137j -0.000856301+0.0016023j -0.00135878+0.00190115j 6.53425e-05+0.00237583j 0.00426444-0.00118518j -0.00296893+0.000266126j -0.00203427+0.000140473j -0.000602819+0.00188916j 0.0020365-0.000550723j -0.000697582-0.000477005j -0.00114852+0.0010392j -0.00352355+0.000205157j -0.00213537+0.00125187j -0.00177866+0.00150656j 0.000504223-0.000496597j 0.00104537-0.0011328j -0.00160566+0.00612405j -0.00376118+0.000409154j 0.00443629+0.000910977j -0.00514146+0.000767064j -0.000111773-0.00455573j -0.00291858-0.00231751j -0.000306056-0.00373461j -1.97291e-05-0.00156677j 4.05774e-05+0.00736519j -0.00708939+0.000537193j 0.00126199-0.00384517j -0.00224823-0.00408245j -0.00808911-0.00241297j -0.00309981-0.00150192j 0.00190387-0.00295284j 0.00152357-0.00306639j -0.00414808-0.00696072j -0.00236585+0.00426979j 0.00331539-0.00337171j 0.00389779+0.00559273j 0.00261352-0.00308341j -0.00109242-0.00339391j 0.00023736-0.00049026j 0.000114819-0.00796732j 0.00256912+0.00045272j 0.0021921-0.000486254j -0.000497486-0.00585068j -0.00101216+0.00221228j -0.00149012-0.00150472j -0.00559684+0.00489629j -0.000848651-0.00411804j 
-0.00184341+0.00110902j 0.00273591-0.00113366j 0.00582162-0.000641353j -0.00473892+0.000461603j 0.00577588-0.00549324j 0.00486952-0.00925574j -0.00806029-0.00109676j 0.00310852+0.00146818j -2.05636e-05+0.000856494j 0.00614444-0.00373928j 0.00487264-0.00788399j -0.00630311-0.00210108j -0.0015274+0.0113739j 0.00111919+0.00436834j -0.00311203-0.00187942j -0.00378986+0.00390669j -0.00246382+0.00178639j -0.00313806+0.000986172j 0.000658196-0.000207957j 0.00803036+0.000280987j -0.000671917+0.00214946j 0.000306972-0.000834194j -0.00815774-0.00541225j 0.00212831-0.00236134j -0.00457377+0.00378735j -0.00153373-0.000509761j 0.00556487-0.00394163j -0.000307332+0.00424486j 0.00484306-0.000613116j -0.0042193-0.000933198j -0.00621028+0.00664146j 0.00471561-0.00256513j -0.0027679-0.00938643j -0.00151694+0.00252873j 0.000568641+0.00427854j -0.00219402+0.00279916j 0.00692582+0.00100585j 0.000181898-0.0025081j 0.00260365-0.00193948j 0.00228067-0.00566638j -0.00286235+0.0001621j -0.00407842+0.000667524j -0.00417958+0.00270184j -0.0044977+0.00264307j -0.0019079+0.00426606j 0.00299662+0.0050887j 0.00416584-4.08129e-05j 0.00254895+0.00832945j -0.00139611-0.00456255j -0.0033091+0.00800236j -0.00155495-0.00719898j -0.00479873-0.00545744j -0.00261121+0.000639996j 0.00572505-0.00484591j 0.000231664-0.00149509j 0.00241493+0.000835099j 0.00697957+0.00692216j -5.64273e-05+0.00699343j -0.00704481+0.00686521j 0.000753198+0.00692977j -0.00164482-0.00212901j 0.00155496-0.00352353j 0.00706946-0.0027306j 0.00170675+0.00230179j 0.00253954+0.000856538j 0.00121844-0.00260728j -0.00661862-0.00443707j 4.32224e-05+0.00358495j 0.0048252-0.00201739j -0.00357198-0.00136103j -0.00893008+0.00232649j 6.21527e-05-0.00585469j 0.0060219-0.00660245j -0.00172993-0.00616462j 0.00835323+0.00187859j 0.00363746-0.00322273j 0.00210509+0.00687454j -0.00512168-0.000717812j 0.00270845+0.000468586j -0.000106-0.00417535j -0.00253151-0.00291518j -0.00263304-0.00396271j 0.00264307+0.00272336j 0.000766213+0.000162674j 0.000557949-0.00522149j 0.00480168+0.00365875j 0.00277288+0.00137918j -0.000733492+0.00447927j 9.7398e-05+0.000318268j -0.000467577-0.00157638j -0.00209925-0.002045j -0.00048731+0.00120305j 0.00575814-1.14676e-05j -0.0003386+0.00188339j -0.00154467-0.00104172j 
0.00778719-0.00796766j -0.00576991-0.00651727j -0.00234717+0.00242955j -0.000988251+0.00340386j 0.000461232-0.00016435j 0.00202551+0.00098824j -0.00815271-0.003459j 0.00208433-0.00426509j -0.000209634-0.00496014j -0.000702291-0.000717053j 0.0007786-0.00383763j 0.00241508-0.00235883j -0.000892173+0.00250965j 0.00503938+0.00325253j -0.00454113-0.00139103j 0.00491215-0.00348566j -0.00224949-0.00433869j 0.000806255-0.003859j 0.00251789-0.000505363j 0.00279582+0.00101273j 0.0019253+0.00106501j -0.00592742+0.00135912j 0.000160248+0.00229104j -0.00317518-0.00261751j 0.00414596-0.00413107j -0.000848032-0.00482595j -0.000616657+0.00323298j 0.00178605-0.000950502j -0.000199084-0.00386624j 0.00257928+0.00294329j -0.006813-0.00433415j -0.00175334+0.00157964j -0.00577559-0.00163746j -0.00397006+0.00342882j -0.000672482+0.00234181j 0.000866697-0.00455355j -0.00404778-0.00274716j -0.00598694+0.00256579j -0.00517941+0.000484056j 0.00379859+0.00321129j 0.00233274+0.00491401j -0.000486554-0.00101772j -0.00654333-0.00111647j -0.00433278+0.00282956j 0.0034628+0.00148527j -0.00140532-0.000658124j 0.00398585-0.000634647j -0.00231758+0.00131086j 0.00153436-0.0026117j 1.20853e-05-0.000279768j 0.00296097-0.00304724j -0.000248508-0.00385432j -0.00428098+0.00682895j -0.00108456-0.000951552j -0.00155469-0.00405036j -0.00297754-0.00485324j -4.72374e-05-0.00159674j -0.00591737-0.00123752j 0.000323821-0.00211813j 0.00492647-0.00161653j -3.2163e-05-0.000464964j -0.00110651-0.00242643j 0.0066378-0.00166415j 0.00334984-0.00153965j 0.00077834-0.00198838j 0.000794086+0.00144503j -0.00155385-0.000594289j 0.00198528+0.00166785j -0.0026162-0.00286042j 0.00319507-0.00269044j -0.00212184+0.000516242j -0.00601381+0.00851347j 0.00298186+0.000544393j -0.00108239-0.00294417j 0.00106013+0.0081306j -0.00231595-0.000719276j 0.0082638-0.00771217j -0.00658224-0.000788765j -0.00085444+0.00049797j -0.00069069-0.00187774j 0.00593848+0.00493242j 0.00128633-0.00536875j 0.00292033-0.00276547j -0.00190418-0.00831837j -8.05263e-05-0.00399078j 0.00719469+0.00154782j 0.00200397+0.00560138j -0.00464079+0.00418455j -0.00545856-0.00149709j 0.00167572+0.00474151j 0.00498949-0.000775663j 0.00113383+0.000626021j -0.00194224+0.00480514j 0.0089977-0.0102047j 0.0097085+0.00872002j 
0.00119225-0.000232169j -0.00258622-0.000617474j 0.00127634-0.0101808j -0.00137014+0.00368315j -0.00458431+0.00266117j 0.00276531+0.00016941j 0.00381557+0.00325323j -0.00695798+0.0108634j -0.00162306+0.00219209j 0.00334254-0.00328328j -0.00323672+0.00122198j -0.0119171+0.0065328j 0.00189734+0.00159747j -0.00984112-0.000316764j 0.00418369-0.000711413j -0.00656277+0.00280584j -3.40738e-05+0.00586785j -0.00757907+0.00238731j -0.000967336-0.000880591j 0.000142467-0.00633454j -0.00299666-0.000360849j 0.00897245+0.000958298j 0.00102444+0.00153683j 0.00344886+0.00424008j 0.00303832+0.0070616j 0.000978407+0.00227203j 0.00634354-0.00148988j -0.00602958-0.00715586j 0.00743839+0.00292655j 0.00451228-0.00422737j -0.0039279-0.000319491j 0.00250445+0.00512124j 0.00460539-0.00130997j 0.00200762-0.00142079j 0.00932698+0.00643686j 0.000874352+0.00463002j 0.00417883-0.00226991j 0.00591163-0.00155455j -0.00216116+0.00294433j 0.00284938-0.00424044j -0.000291859-0.00245546j 0.00448169-0.00060158j -0.00268246+0.00399734j -0.00308729+0.000780004j 0.0090514+0.00115581j 0.00108015-0.00557659j -0.00581884-0.00812743j 0.0040957-0.00256779j -0.00290885+0.00565986j -0.000855377-0.00442442j 0.00500004+0.00143258j 0.00061764+0.000489597j -0.00224002-0.00323436j 0.00431112+0.00569397j -0.00609172-0.00555876j 0.00409859+0.0040417j -0.0025829+0.00508143j 0.00255946-0.00161653j 0.0112334-0.00385775j 0.00126054-0.00611316j 0.0072634+0.00029488j -0.0033864-0.00259764j 0.00187219+0.00302054j 0.00441272+0.00202648j -0.00487467+0.00214455j 0.00261168+0.00199743j -0.00234096+0.00252507j -0.00240901-0.00570591j 0.00624652+0.00461714j 0.00364643-0.00428737j -0.00692051+0.0048834j 0.00410732-0.00212186j -0.00585052-0.00164759j 0.00722012-0.00684132j 0.00114696+0.00494531j -0.00651495+0.000847433j 0.00501472+0.00294049j 0.00773271+0.00695119j -0.00772984+0.00290333j 0.00570047+0.0020867j 0.000228918+0.0014586j -0.00299057+0.00288743j 0.00144018-0.00395539j -0.00491511-0.00109542j 0.000761988+0.00391803j -0.00209374-0.000900302j -0.00272942-0.000321948j -0.000497618-0.00108668j 8.3912e-05+0.00350962j -0.00207792+0.00158255j 0.000908594+0.00553239j -0.000180097-0.00140894j -0.00401557-0.000879512j 0.00138375-0.00495431j 0.00428047+0.000324066j 
0.00201725-0.000317471j -0.00241082-0.00221767j -0.00594123+0.00414192j 0.00288903+0.00662246j -0.00220019+0.0018491j -0.000736021-0.00130137j -0.00344347+0.00381161j 0.00174035+0.0026616j 0.00168653-0.00282056j 0.00274994+0.00136386j -0.000966689-0.00270785j 0.000529331-0.000700535j -9.2804e-06+0.00206419j -0.00166607+0.0024326j -0.00107831-0.00186426j 0.000896047-0.00582364j -0.00265314-0.000929306j 0.00131839+0.000569969j -2.38007e-05+0.00209707j 0.00194118-0.00373069j 0.000349214+0.00330843j -0.00135363+0.00200823j 0.00274937-0.00172293j 0.00217794-0.000122483j -0.00133747+0.000351324j 0.00353644+0.00358382j 0.000633668-0.00111147j 0.00578192-0.000311197j -0.00226894-0.00173522j -0.00346937-0.00432914j 0.00206251-0.000722654j 0.00452514-0.000879935j 0.000245345-0.00577168j 0.0017135-0.000809934j 0.00116784-0.00097633j 0.00269955+0.00301128j 0.00579862+0.0062051j 0.00187993-0.000513258j -0.00231482-0.00214464j 0.000539047-0.000776862j -0.000792597-0.00175404j 0.00104323+0.00368557j -0.000811041-0.000257523j 0.00179082+0.00521656j -0.00164455+0.00734292j 0.00634544+0.00238159j 0.000364647+0.00291449j 0.00430662-0.00443856j -0.00621428+0.00459391j -0.000746485-0.00120693j 0.000361304+0.00166804j -0.000905843+0.00234265j -0.00149305-0.00408188j 0.000254261+0.00272622j 0.00953893-0.00453525j -0.00733851+0.0033878j 0.00285303+0.00603185j 0.00490005+0.000276255j -0.0030079+0.000688073j -0.0100447+0.00229574j -0.00513299-0.00237709j 0.00299328-0.00248056j 0.00431013-0.00706183j 0.00676224-0.000344203j -0.000789223-9.46666e-05j 0.00351742-0.00366863j 0.00559318-0.00920413j -0.00168754-0.00391252j -0.00416499-0.0140484j 0.00523369-0.00438253j 0.00354426-0.00285682j 0.004061-0.00305695j 0.00114331-0.00682819j -0.00303592-0.00229812j -2.83064e-05+0.000618788j 0.00500819+0.00501558j 0.000197992+0.0107351j -0.000545101+0.00354284j -0.00371097+0.00300872j 9.07088e-05-0.00313482j 0.00633576-0.00171536j 0.00348142-0.000815061j -0.00147766-0.00826849j 0.0101669-0.00536515j 0.00392538+9.40702e-05j 0.00528326-0.00465957j -0.000908563-0.00121137j 0.000247414-0.00363032j 0.000845211+0.00397582j -0.00748662+0.00336073j 0.00279097+0.0059484j -0.00196027+0.0017279j 0.00265874-0.00375744j -0.00466081-0.00125483j 0.000168446-0.00402455j 
0.00465595-0.00321195j -0.0046264-0.00801617j -0.00176967-0.00589573j -0.00287755+0.00963297j 7.48341e-05+0.00589239j 0.00382167-0.0105313j -0.00304654-0.000657331j -0.00806215+0.00545276j 0.00192605+0.000823556j 0.00119036+0.0022347j -0.00696738+0.00486486j -0.00456754-0.0019872j -0.00206008-0.00185831j -0.000235676-0.00264733j -0.000585359+0.000938146j -0.00558955+0.00739128j -0.000443661+0.0037152j -0.00639652+0.000683659j 0.00419028+0.00322267j 0.00146024+0.00358339j 0.000176711-0.000758045j 0.00355827+0.00187199j -0.00535038-0.00485499j 0.00712603-0.00454728j -0.00617123+0.00175438j 0.0100798+0.00607281j -6.70132e-05-0.00311919j 0.00232519-0.000864463j 0.00405492+0.00107749j 0.00137823-0.00304912j 8.44854e-05+0.000510526j 0.0037948+0.00175116j 0.0013277-0.00617147j -0.00103894-0.00338884j -0.00341005+0.00232811j -0.00425815+0.00316046j 0.00602382-0.00277655j 0.00637575-0.00322933j -0.00418493+0.000579097j 0.00420833-0.00148146j -0.00239647+0.000211566j -0.00358015+0.00632476j -0.00188988+0.00243903j -0.00312822+0.00462611j -0.00390184+0.00396741j -0.00325503-0.00595705j 0.00255537+0.00586056j 0.00168757+0.000974662j 0.00010748-0.000873035j 0.000380079+0.00319566j -0.000328447-0.00224976j 0.00485043+0.00291005j 0.000443833-0.00711662j -0.00264223-0.00469343j -0.00122856-0.000682786j 0.00160095+0.000654001j 0.00867107+0.00286982j -0.00601384+0.0052475j -0.0048432-0.000513407j 0.00670905+0.00173625j -0.00163915+0.00286951j -2.30678e-05-0.00276487j -0.00501447+0.00355877j 0.00281773+0.00068882j 0.000510574+0.000458499j 0.00421768-0.00280898j -0.00122366+0.00904525j -0.00148634+0.00788271j 0.00290442+0.000290273j -0.00481489-0.00223917j -0.00420173+0.00439142j 0.00293568-0.00111165j 0.00211555+0.00141384j 0.00494706+0.00144611j 0.00348971-0.00155744j 0.00459829-0.00199543j 0.00520147-0.00314782j 0.000480372-0.00104527j -0.000398658+0.00729737j 0.000574407-6.31005e-05j 0.00172159+0.0034342j -0.00902903+0.00109195j -0.00101491+0.00132641j 0.00301478+0.000145942j -0.00159253+0.000674071j -0.00430639+0.00408485j 0.00013305-0.00251353j 0.000104002-0.00324068j -0.00345183-0.00162346j 0.0100056-0.00267725j -0.00347023-0.0110278j -0.00160063+0.00214462j 0.00504304+0.00172163j 0.00521095-0.00398493j 0.00481018+0.00405797j 
0.00561978-0.00223237j -0.00286231-0.0082502j 0.00351002-0.000878149j 0.000847415-0.000363944j 0.000747329+0.00522971j 0.00205432-0.00410775j -0.00258275+0.00243171j -0.00378519-0.00200189j 0.00512232+0.00117441j 0.00146823+0.000543961j 0.00219911+0.00271345j 0.000258647+0.000293426j 0.000566393+0.00500966j 0.000839693-0.00196616j -0.00384897+0.00061904j -0.00553495+0.00424066j -3.16094e-07+0.00244261j -0.00353579+0.00422666j 0.000144173+0.000965761j 0.00356291+0.00421891j 0.00162313+0.00223074j -0.00280676+0.00317586j -2.95753e-05-0.00251215j 0.00715604-0.00356238j -0.00698743-0.00375565j 0.00266243-0.00434715j -0.000908228-0.00441058j 0.00405286+0.000144894j 0.00518382+0.000877955j -0.000945968+0.00292327j 0.000381329-0.000740566j 0.00042186-0.00419793j 0.00231153-0.000944391j 0.00142307+0.000421542j -0.000798951+0.00165528j -0.00257576+0.00319165j 0.00310051-0.000758024j 0.000862293-0.0012908j -0.00215778+0.00287702j -0.00136995-0.00672058j -0.00076804+0.00301604j 0.000412076+0.00013388j 0.00018574-0.000794832j -0.00148542-0.00152861j -0.00352358+0.00637989j -0.00275348-0.000151805j -0.00188163+0.00343697j -0.00402813+0.0071719j 0.0058648+0.00211362j -0.00591342+0.00481388j 0.00189306-0.00111037j 0.00018552-0.000423629j 0.00569833-0.00457649j -0.00267237-0.00202706j 0.00363414-0.000756039j 0.00216045-0.000688005j -0.00298648-0.00541342j 0.00313427+0.00272301j 0.00144906-0.00342253j 0.00194709+0.002566j 0.00095822+0.000959131j -0.00122382+0.000647494j 0.00312824+0.000226236j 0.00269778+0.00135056j 0.0021381-0.000780261j -0.00046253-0.00117027j -0.0014827+0.00185868j -0.00254807+0.0045889j -0.00100211+0.00445251j -0.00699222+0.000149907j -0.00884262-0.000694426j 0.00398054+0.000594625j 0.00284812+0.00588612j -0.0034744-0.00506339j -0.0028349-0.00521761j -0.000479514+0.000106785j 0.00237191-0.00604332j -0.0103251-0.00338672j 0.00611292+0.00059671j 0.00433914-0.00199343j 0.00271027+0.00243426j -0.00368094-0.00241395j 0.000123684+1.99307e-05j -0.00194525+0.00218802j -0.000968648-7.11332e-06j 0.00115626+0.00647775j 0.00401257-0.0015575j -0.00290823+0.00317599j -0.00527851+0.00717379j 0.00363586-0.00107743j -0.00151414-0.00507211j 0.00136597-0.00358181j -0.00104755+0.000109813j 0.00237904-0.00108395j 0.000770482+0.0021689j 
0.00715644-0.00503709j -0.00534363-0.00781805j 0.00431959-0.0026328j -0.00191133-0.00363978j -8.24168e-05+0.00294223j 0.00292866-0.00127631j 0.000348869+0.000501454j -0.00110979-0.000661904j 0.000271036-0.000390123j 0.000442331+0.00129314j 0.00064352+0.00275196j 0.00149103+0.00201221j -0.00096069+0.00328499j 0.002505-0.00406162j -6.54095e-05-0.000561339j -0.0022074+0.00656178j -3.88741e-05+0.00126999j -0.00324698+0.00314838j 0.00179372+0.00101546j 0.00212048+0.00471962j -8.14887e-05-0.00160629j 0.00213672+0.00233653j -0.00555163-0.00517927j 0.00596951-0.000640485j 0.00069782+0.00425511j -0.00224301+0.00290445j -0.00293226-0.000742055j -0.00191835+0.0021377j 3.33602e-05+0.00352839j -0.00762618-0.00169753j -0.00220561+0.00174743j -0.00227024-0.00714656j -0.00587334+0.000708612j -0.00511699+0.00206156j 0.00146068+0.00751894j -0.00408375+0.00318309j -0.00182539+0.0022676j -0.00191942-0.00312147j -0.000491818+0.00102001j -0.00221051+0.0070877j -0.00134771+0.007227j -0.00175535-0.00262552j -0.00249479-0.00289037j -0.00332031+0.00263836j -9.43329e-05+0.000288972j 0.00154795+0.00106447j 0.00224454-0.0051799j -3.25157e-05+0.00610809j 0.00384175-0.000599956j -0.00271904-0.00238126j -0.00406677-0.00644094j -0.00338645-5.18711e-05j -0.00606435+0.00114334j 0.000662668-0.00246588j -0.00156415-0.00390056j 0.00388297+0.00805565j -0.000771984+0.00219189j -0.000478323+0.00304787j 0.00202742+0.000252052j -0.00888818+0.00328265j 0.00426754+0.00208492j -0.00131861+0.00323497j 0.00233812+0.0020153j -0.00220108-0.00282457j 0.00511518+0.000220967j 0.00149743+0.00622575j -0.00174405-0.00331679j -0.00491818+0.00166708j -0.00288995+0.00109175j 0.00353347+0.00209029j -0.00277999+0.00631971j 0.000573135+0.00303334j 0.00749659+0.00186184j -0.00513271-0.00564007j 0.00434997-0.00345543j -0.00965528-0.00318643j 0.00594273-0.0024383j -0.0070266-0.000891738j -0.00732506-0.0043069j 0.00102638-0.00215702j -0.00050777+0.00132568j -0.00359687-0.00719058j 0.0130351-0.00130299j -0.00249601+0.00388866j -0.000942768+0.00246845j 0.00311133-0.0015185j -0.0032627+0.00337807j 0.00107769+0.000516183j 0.000423885+0.00502652j 0.0045938-0.00476688j -0.00386308-0.00579501j -0.00610732-0.000422856j 0.000429786+0.0056142j -0.000736504+0.0055596j -0.00474807+4.09127e-05j 
