0.0604406-0.0548188j -0.0492096-0.0592676j -0.00137215-0.0040427j 0.00950406+0.010868j -0.0185056+0.0208852j 0.0152244+0.0175681j 0.0098384-0.012922j -0.018071-0.0068078j -0.00382234-0.0112286j 0.00454692-0.00728766j -0.00839932+0.00809374j -0.00562721-0.00274641j 0.000396388-0.00638524j -0.00326524+0.000143477j -0.00607938+0.000491375j 0.00456786+0.00555171j -0.00105872+0.00442738j 8.51773e-05-0.0135661j 0.00722676+0.0110999j 0.000954209-0.00514315j 0.00960117+0.00782411j -0.0214576+0.00770528j 0.00890242+0.0185335j -0.00641964+0.0044857j 0.0103813-0.0116478j 0.0217532+0.00278121j -0.0082199+0.0143944j -0.00233116-0.0200267j 0.000764023-0.00139186j 0.0233156+0.00803176j -0.0172369-0.00671079j 0.00780532+0.0091585j -0.0145554-0.00971013j -0.000362779+0.00342738j 0.00202784+0.00781284j -0.0130802-0.00765766j -0.00915403-0.0138012j 0.00207277-0.00531969j -0.0173904+0.00500522j -0.00622075-0.0131491j -0.00486903+0.0236069j 0.00504838+0.00953681j -0.00952377-0.00227825j -0.0124102+0.0162444j 0.0143236-0.00290758j -0.0174978-0.0211791j 0.00450997-0.00208364j -0.0132918+0.0148499j -0.00555815+0.00792998j 0.0021361-0.00474677j -0.00236312-0.0216566j -0.00577238+0.00275012j -0.0136294-0.00414371j 0.00719517+0.0102041j 0.00420235-0.00134238j 0.00911947+0.0079973j 0.00728194+0.0160069j 0.00123797-0.0136235j 0.0107812+0.00618307j 0.000815397+0.000274547j 0.00204376+0.00407086j 0.00641746+0.0149132j -0.00115233+0.00672894j -0.00261988+0.00209596j 0.00947068+0.0088293j -0.00545397+0.00555421j -0.00173789+0.00021945j -0.0197477+0.00707541j 0.00744074-0.00736991j -0.00312257+0.000440584j 0.00879877+0.0102632j 0.00821638+0.0108953j 0.0104369-0.00369726j -0.00450588-0.00492706j -0.00159292-0.00619973j 0.00217184+0.0188939j 0.00929121-0.0150488j 0.0120609-0.013043j 0.00919092+0.011222j -0.0060992+0.00885997j 0.0178073+0.0174907j -0.00464619+0.00179634j -0.00218524+0.00244194j 0.0133262-0.0407997j -0.0143731+0.0017126j 0.0113296+0.00747584j 0.0319497+0.0172967j -0.0166175+0.0234818j -0.0269056+0.0112165j 0.00443135+0.018695j 0.0186954+0.000484766j 0.00624974-0.0271819j -0.0224891-0.00854306j 0.0598876-0.0659129j 0.0650986+0.0632292j 
0.000225636-0.000923141j 3.69583e-05+0.000268885j -0.0052848-0.00172124j -0.00131318+0.00159553j -0.000679055+0.000293633j 3.43756e-05+0.000294819j 0.0023821+0.00095644j 0.00112594-0.00438021j 0.000377411-0.00496024j -0.00203686+0.00199884j 0.00231123-0.000399123j -0.00142332+0.004028j 0.00276454+0.000239142j -0.00198518+0.00190274j -0.000429114+0.000978962j -4.87227e-05+0.00432468j 0.00544146+0.00141977j 0.00563144+2.28979e-05j -0.00332614+0.00303508j 0.000326563+0.00203165j 0.00082953+0.00145029j -0.00370737+8.36921e-05j 0.00328571+0.000521491j 0.0021714+0.00275159j -0.00195904-0.00149001j 0.00173473-0.00442334j 0.00241232-0.00139622j -0.00125558-0.00222605j 0.00298688-0.00326651j 0.00162214+0.000735017j -0.000999332-0.00390239j 0.00256442+0.000832798j 0.0020558-0.00115157j 0.00242169-0.00451371j -0.00138478-0.00469076j -0.000951658-0.000854165j 0.00399547+0.00213469j -0.000517166+5.12514e-05j 8.83308e-05-0.0020492j -0.00022502-0.00715222j -0.00272138-0.00375464j 0.00340518+0.00414316j -0.00336727-0.00364185j 0.00123838+0.000631943j 0.003053-0.00081149j 0.00347303+0.000637332j -0.000947384+0.00811186j 0.00289948-0.000156373j -0.000404252+0.00386343j 0.00634324-0.00217537j -0.000944984+0.00520794j 0.00184185+0.000705876j 0.00805125+0.00310794j 0.000990444+0.00515255j -0.00377077+0.00199578j -0.0048343-0.00486551j -0.00150606-0.00301101j 0.000817705-0.000376927j 0.00380946+0.00341001j 0.00377761-0.00583784j 0.00437512-0.0015184j 0.00117694-0.00192076j -0.001324-0.00619463j 0.00430702-0.000651694j -0.00253517+0.00194042j -0.00682229+0.00174704j -0.00119481+0.000874065j -0.00155118+0.0038432j -0.00183517+0.00119083j -0.00325933-0.00148897j 0.000469173-0.00046201j 0.00505101+0.00660758j -0.000556529+0.00366333j -0.00758979-0.000162576j -0.00301191-0.000852765j -0.00254849+0.00494203j -0.00530085+0.000816443j 0.00210972-0.00250256j 0.00616265+0.00182334j 0.000559622-0.00203468j 0.00541889+0.00457479j 0.00154682+0.00529306j 0.0025895+0.000217594j 0.00546078-0.00737116j 0.000197923+0.00267462j 0.00019838+0.00300986j 0.00188447-0.000318989j -0.0039235+0.00342286j 0.00238058-0.00163747j 0.00202861+0.00221857j 0.000579805-0.00288512j 0.000679145+0.00310149j -0.00401669-0.000155149j 0.00193137-0.00200242j 0.00420031+0.0014305j 
-0.00252624+0.00116331j 0.00110239+0.00202876j -0.00251799-0.00265935j -0.00383868+0.00034502j 0.00139785-0.000286183j 0.000286888-0.000478317j 0.00318276+0.00473866j 0.00311079-0.00375862j 0.000940821-0.00251207j 0.00120819+0.00382812j -3.36151e-05+0.000152021j -0.00080827-0.000675083j 0.00249619+0.00528122j -0.0063279-0.00534797j 0.00271017-0.00322124j 0.00313467-0.004048j -0.00472636+0.000174412j 0.00424314+0.000947992j -0.00183326-0.00117502j 0.00265015+0.000655345j -0.00179448+0.000775195j 0.000966552-0.00530556j -0.00315941+0.00149595j 0.00132385+0.00158801j 0.00438147+0.00293965j -0.00311373+0.00124061j 0.0015315+0.00482434j -0.00289082+0.000103261j -0.00188508+0.00318376j 0.00210525-0.00181283j -0.00191573+0.000738062j 0.00195475+0.000532752j 0.00104097+0.000602428j -0.00380629-0.000377916j -0.00238159+0.00281217j -0.00352494-0.00356384j 0.000414316-0.00137905j -0.00376464-0.00193363j 0.000119833-0.00287695j -0.000748953-0.000657108j -0.00403119-0.00335142j 0.0016805+0.000965898j -0.00215446-5.95418e-05j 0.00403526+0.000233185j 0.00269229-0.00180353j 0.00236579-0.000899339j -0.00227172-0.000791963j -0.00179344+0.00104594j 0.00510497-0.000192542j 0.000724467+0.00589788j -0.00713548+0.000612175j -0.00652777-0.000507422j 0.00641432-0.000500159j 0.000316822-0.00315976j -0.00522579+0.00724232j 0.00055003+0.00459029j -0.00107871-0.00114974j -0.00272097-0.000374835j 0.00397707+0.00557923j 0.000869288+0.00120623j -0.00470951+0.000238845j 0.00135232-0.00227736j 0.00367321-0.00161739j -0.00214355+0.001861j 0.00390411-0.00166398j 0.000695506+0.00569607j 0.00489629+0.00301648j 0.00366452+0.00191844j -0.00133971-0.00145603j -0.00296673-0.00433528j 0.00165447-0.00495141j -0.00293219-0.00190696j -0.00231138-0.000844264j -0.00405356-0.00101541j -0.000982024-0.00260662j 0.000326878-0.00375998j 0.000977631-0.000737612j 0.00169389-0.00135911j -0.00267294-0.000942171j 0.000909116-0.000159001j -0.00420595-0.00128534j -0.000469979+0.00455194j -0.000423546-0.00292091j 0.00191551+0.00357699j -0.00132779-0.000505533j -0.00392914-0.00489693j 0.00106569+0.00315328j -0.00180443-0.00108938j 0.00322393-0.00184251j 0.00277092-0.00163225j -0.00155157-0.00321621j -0.00473571+0.000971027j 0.00139936+0.00401866j -0.00104709+0.0025519j -0.00165133-0.00286395j 
0.00170561+0.00768186j 0.00600996-0.000190478j -0.00224098+0.00131854j 0.000170985-0.00170134j 0.00245819-0.00347784j -0.00487408-0.00301709j 0.00170559+0.0010659j 0.00491164+0.000586519j -0.00416673-0.0017752j 0.000923983+0.00235139j 0.00273298-0.00664719j 0.00335223+0.00549086j 0.00340546+0.00241833j 0.00407107+0.00530634j -0.000509753-0.0022122j -0.00333835+5.28412e-05j 0.00892392+0.000830836j 0.00161208+0.00274051j 0.00033948-0.00193425j -0.000630029+0.00428274j 0.000453096+0.000540873j 0.00577964+0.00140066j 0.00309493-0.00344593j 0.00356153+0.000358913j -0.0065913+0.00330213j -0.00302155-0.000947848j 0.00527286-0.00379125j -0.000414944-0.00239856j 0.0043425-0.000925048j -0.00591017-0.000367967j 0.00283136-0.00277056j 0.000885155-0.00469015j 0.00448546+0.000954009j 0.00352072-0.00445484j -0.00576136-0.000261335j -0.00231443+0.000356398j -0.00121755+0.00681262j 0.00202433+0.00716537j 0.00471793-0.00427653j -0.000224002-0.006259j 0.000188328-0.00674882j 0.00121754+0.00417848j -0.00200764+0.00114585j -0.000171399+0.00303528j -0.00209138+0.00288664j 0.00478519+0.00209579j 0.00172126-0.000679045j 0.0051423+0.00390371j 0.00463411-0.00638475j 0.00355679+0.000907861j -0.00644819+0.00652115j -0.00625608-0.00104086j -0.000562731+0.00105855j -0.0032851+0.00508029j -0.00223008+0.00411672j -0.0020122+0.00399266j 0.000976793-0.00139336j 0.0042371+0.00154076j 0.000587004-0.00201145j -0.000651502+0.00484066j 0.000760447-0.000926752j -0.000459071-0.00725172j 0.00383463+0.00236504j 0.00532817+0.000890666j 0.00195497+0.0043026j -0.00390182-0.00212664j -0.00352965+0.00320114j -0.000490253+0.00199128j 0.000502634+0.000425681j -0.00469513+0.000934697j -0.00289859-0.00245012j 0.00116086+0.000812524j -0.0046235+0.00388402j 0.00526768+0.00309695j 0.0010634+0.000475841j -0.0012708+7.37692e-06j -0.00625318-0.00166013j -0.00123519-0.000372628j 0.00279475-0.00428922j 0.00235731-0.00338258j -0.00530724-0.00342201j 0.00231192+0.00217088j 0.00200459-0.000822545j -7.71157e-05+0.00347805j 0.000203102+0.00208998j -0.00268649-0.00233461j -0.00457544-0.00511661j 0.0047514-0.000275943j -0.00125051-0.000459638j 0.00374699-0.00219188j -0.00217525-0.00343939j -0.00277556-0.00404658j -0.00115996-0.000716258j -0.00647039+0.00689799j -0.0060519-0.00834j 
0.0100674-0.0127306j -0.00850006-0.010655j 0.000221755-0.00175347j -0.00509038-0.00294586j -0.00623934+0.00192706j 0.00650205+0.00213546j 0.0046279-0.00317669j -0.00281878+0.00203491j -0.00226891-0.00245508j -0.00109022-0.00619656j -0.00152305+0.00234208j 0.00030391-0.00385596j 0.00444456-0.00451512j -0.00746342-0.000209954j -0.00553118+0.00781481j 0.00494637-0.000739892j -0.00180521-0.000879202j 0.00294694-0.00178002j 0.00349611-0.000295352j 0.00275842-0.00221782j 0.00255223-0.00197981j -0.00564759-0.000897874j -0.0060423+0.00263857j 7.86253e-06+0.000277347j -0.0030621+0.00247851j 0.0116238-0.00562045j 0.00438992+0.000718813j -0.00325801-0.0119694j 0.00245328-0.00796079j -0.00134337+0.00925655j -0.00565463+0.000372172j -0.0138368-0.00678377j -0.00443593-0.0077888j -0.00674008+0.0119524j -0.00539025-0.00385697j 0.000808557-0.00133302j -0.00558435-0.00720866j -0.00146049+0.0023224j -0.00765323+0.000369678j -0.00200655+0.00381512j -0.000751482+0.00547232j -0.00315417+0.00182221j 0.000495997-0.00312376j -0.0085616+0.00660336j 0.00299593-0.00236998j -0.0060209-0.00100458j 0.00103245+0.00913467j -0.00357678+0.000672425j -0.00383565+0.00654156j -0.00602033-0.00130996j -0.00223477-0.00396816j -0.00296652+0.0052249j 0.00287625-0.00695245j 3.68479e-05+0.00992094j 8.26828e-05-0.00178386j 0.00155843+0.00474083j 0.00119401+0.00264203j 0.00444556-0.00638876j 0.00368656-0.000334491j -0.000590291-0.00443721j 0.00424258-0.00023677j 0.00485907+0.00136363j -0.000850559-0.00330106j 0.00647651+0.000353493j -0.000249331-0.000432705j -0.00327284-0.000554073j 0.00271964-0.00391311j -0.00319349+0.00209036j -0.00187289-0.00187726j -0.000783628-0.00168633j 0.00478129+0.0029221j 0.00413717+0.00506447j -0.0037897-0.00148102j -0.000989248-0.00446928j 0.00132094-0.00084407j 0.000752312-0.00135114j 0.00495085-0.00154682j 0.00170417-0.000841305j -0.00242464+0.00493144j 0.00108408-5.70737e-05j 0.00775065+0.00668324j -0.00849807+0.0012236j -0.00182428+0.000864336j -0.00171644-0.00762348j -0.00355466+0.000739654j 0.00377181-0.000165364j 0.00692038+0.00744818j -0.00437026+0.00221049j -0.00424849+0.00284734j 0.00147751+0.00091009j 0.00284347-0.00111761j -0.00529895-0.00396463j -0.000304026+0.00438762j 0.0076253-0.0074068j 0.00715801+0.0103044j 
-0.00295653+0.00421025j 0.004795+0.00154831j 0.00445208+0.00737565j 0.00291142-0.00337751j -0.0012049-0.00417834j -0.00487358+0.00121504j 0.000341002+0.000741072j 0.00138349+0.000452688j -0.000636983+0.00321131j 0.00405548-0.000612662j -2.62564e-05-0.00129272j 0.00298137-0.002464j -0.000200675-0.000347446j 0.000566104+0.0009811j -0.00197815-0.00103092j 0.00162235-0.0054409j -0.00131604-0.00152006j 0.000110319-0.00144284j 0.000179232-0.00146931j 0.00151889-0.000780693j -0.00153646+0.00202207j 0.00218993-0.000744732j 0.000524348+0.00378482j -0.00252612-0.00280827j -0.00309793-0.00226893j -0.00247125-0.00482234j 0.00703499-0.00276376j 0.00714013+0.00371686j -0.00400052+0.000784894j -0.00120548+0.00113547j -0.003826-0.00210979j 0.00256643+0.00169561j 0.00500073-0.00102962j -0.00079238-0.00217268j -0.00553942-0.00222126j 0.00175279-0.00245519j -0.00298641-0.00334142j -0.000579362+0.00156869j 0.00369721+0.00451867j 0.00437898-0.00495212j 0.00414134-0.00529492j -0.00691137-0.000927967j 0.00145809+0.00489476j -0.00256359-0.00339903j -0.0019352-0.00566983j 0.00085384-0.00170122j 0.00329359+0.00286087j 0.00158467+3.22895e-05j 0.00177412-0.00670926j -0.00155181-0.000911898j 0.00170601+0.00357951j 0.00759728+0.0027916j 0.00604745+0.00191689j -0.00207822-0.002459j -0.000295902+0.00122273j -0.0021732-0.00691373j 0.00624198-0.00551839j -0.00772519+0.00373446j -0.00762699+0.000464675j 0.00641115+0.000233908j -0.00480821+0.00342537j 0.000751299-0.00610019j -0.00647242+0.00289835j 0.000874891-0.00302227j -0.00178819+0.000799387j -0.00521328-0.00279545j 0.00641105+0.00164262j 0.00121827-0.00520217j 0.00215261-0.00353433j 0.000541437-0.00401484j 0.000392277+0.00265952j 0.000805273+0.00652949j 0.000315965+0.00147853j 0.000260405+0.00307572j 0.00598578+0.00249708j -0.00397466-0.00206866j -0.00170603-0.000217125j -0.00110995+0.00349547j -0.00142222-0.00382251j -0.0043933-0.00490054j -0.00112-0.000767526j -0.000978881-0.00507097j -0.0013001+0.00123096j -0.00584136-0.00374766j 0.000574664-0.00412766j -0.00121915-0.00144391j -0.00274559-0.00271719j 0.00129804-0.00192909j 0.00498605-0.00292781j 0.00183708+0.000217416j -0.00168778-0.00107401j 0.00409859+0.00370836j -0.00256047+0.00342843j -0.00726873+0.00576186j -0.00563053-0.00887081j 
0.00654889-0.0109616j -0.0104043-0.00864054j -0.00197588+0.000650775j 0.00313381+0.0028494j -0.00153334+0.00547066j 0.00565554-0.00248698j 0.00129277+0.00167815j -0.00516707-0.000638399j 0.00210865-0.00485266j 0.00224879+0.000266173j -0.00130054+0.000321653j 8.71148e-05+0.000536653j 0.00245889-0.000906022j 0.00156376+0.00119041j -0.00343934+0.00159909j 0.000384708+0.000534179j 0.000232297+0.0011587j -0.000438292-0.00142194j 0.00259982+0.00583348j -0.000150329-0.000238435j 0.00225142+0.00254375j -0.00450807+0.00307486j -0.00134569+0.000374183j -0.00206095-0.00200225j -0.00510436-0.00366693j 0.000976229+0.00165949j -0.00742811-0.000848126j 0.00502366-0.0101294j -0.00328839-0.00744909j 0.00383302+0.000282023j -0.0043538-0.000139215j -0.00620232+0.00171103j -0.00484106+0.000644082j 0.00154676+0.00319351j -0.00540708+0.000830692j 0.000932367-0.00394269j -0.000991127-0.00362872j -0.00311731-0.000736719j -0.00341234+0.0037033j 0.00508426+0.00693298j 4.75782e-06+0.00495347j 0.00076807+0.00237474j 0.00639833-0.00223701j -0.00232053-0.00215683j -0.00546181+0.00560984j -0.00270743-0.00406964j -0.00165963-0.0021201j -0.00304649+0.00400804j 0.00616062-0.00449819j -0.00238252+0.0054973j -0.00521621-0.00506449j -0.00121685+0.00270171j -0.00306385-0.00292254j -0.00282315+0.0025519j 0.00304717+0.00249852j 0.00147788+0.000126967j 0.00127937-0.00203328j 0.00526648+0.00218945j -0.00708615-0.00200043j -0.00701341+0.00760961j -0.000280057-0.000439559j -0.000488875+0.00344396j 0.00424032+0.00353782j -0.00100584-0.00250271j 0.00131395+0.00121579j -0.00269327-0.00394084j -0.00195417+0.00300106j -0.00150566+0.00249265j 0.000256215-0.000990041j -0.00316577+0.000546158j -0.00518757-0.00228285j -0.00141243+0.00168746j 0.00458803+0.00421649j -0.00124972-0.00117289j -0.00249373+0.00169246j -0.00485562+0.00185963j 0.00218328-0.00480967j -0.00428752-0.00583289j 0.00184329+0.000581379j 0.000861263-0.00139583j 0.00856077+0.00161468j -0.00224455-0.00145399j 0.00250225-0.004352j 0.00260804-0.00367994j -0.00363992-0.00331143j 0.00367629+0.00130143j -0.00197004+0.00682272j -0.00496496+0.00247771j -0.00114006-0.00379541j 0.00525966+0.00267255j 0.00282818-0.00444601j 0.0065142-0.00433103j 0.00305839+0.00422237j 0.00849604-0.0086294j 0.0085551+0.00930823j 
-0.00282109+0.00464103j 0.00541817+0.00311451j -0.00253972-0.00494516j -0.00259363-0.000238156j -0.000987139-0.00152855j 0.000287604-0.00130143j 0.00308965+0.000100036j 0.000927174+0.00448732j 0.000259862+0.0011913j -0.00253235-0.00266264j -0.0019643+2.49145e-05j -0.00221295-0.00672112j 0.000214457-0.00452465j -0.00743583-0.0019737j 0.00106626+0.00512033j 0.00489003-0.00891458j -0.00967408-0.00136106j -0.000759855-0.00465012j 0.00211621-0.000877665j -0.000965348-0.0030938j -0.00169619-0.00203214j 0.00405958-0.00663481j -0.00280915-0.000218347j -0.00191875+0.0010617j 0.00146095+0.00323924j -0.00353314+0.0021455j 0.00312483-0.000805079j -0.00240954-0.00278958j -0.00154619-0.0028569j 0.00747656-0.00515108j -0.00410068+0.000828764j 0.00195994+0.0106633j 0.0017048-0.00276244j 0.000427428+0.00288688j 0.00264771+0.000756424j 0.0050864-0.00290097j -0.00532776-0.00274548j -0.0076872+0.0108218j -0.00501599+0.00226016j 0.0103739+0.00728507j -0.0026928+0.000308589j 0.00561007-0.00160342j 0.00299019-0.0010239j 0.00361957+0.00363467j 0.00350812-0.00237234j -0.00217066-0.000936216j 0.000635712-0.00597004j -0.000869758-0.00448795j -0.00262901+0.00299246j 0.000779086-0.00320969j -0.0036238+0.00283595j -0.00381147-0.00169889j 0.00399556+0.00480596j -0.000771414-0.00129093j -0.00515343+0.00331595j -0.00382537+0.00191745j -0.00399912-0.0019586j -0.00081988-0.00496371j 0.00315591+0.0012181j -0.00262498-0.00351733j 0.000691691+0.00222765j 0.00156672-2.04946e-05j -0.000502767-4.43756e-05j 0.000985299-0.00243971j 0.0005269+0.00256307j 0.00359507+0.00230295j -0.00343007+0.00339239j -0.000398436-0.00233876j 0.00172089+0.00361638j -0.000197483-0.00299716j -0.00368472+0.000370011j 0.00244616+0.00501956j 0.00187892+0.00296402j -0.000298323-0.00222047j -0.000698678-0.00189752j -0.00918725-0.00121972j 0.004763-0.00210762j 0.00411846-0.00095353j -0.00178833-0.000561902j 0.00249295+0.000918721j 0.00239131+0.00722528j 0.00151097-0.0024261j 0.000670575+0.000973911j -0.00465817+0.00188432j -0.00129563-0.000987398j 0.000205607+0.0033254j -0.00779338+0.00213744j 0.00106177+0.00334559j 0.00474182+0.000301695j -0.00163485-0.000373346j 3.46409e-05+0.00455053j 0.00563677+0.00367109j 0.00215174+0.00179642j -0.00372138-0.00426302j 0.0032501-0.00418944j 
0.00405098-0.00333469j -0.00476551-0.00406292j -0.00250553+0.000485095j 0.00249332+0.000584389j 4.098e-06+0.00259703j 0.00159433-0.00272121j -0.00578607-0.00430669j -0.000796336+0.000548275j 0.00311356+0.000735929j 0.000555944+0.00177763j -0.00146228+0.000163896j 0.000727314+0.000206942j -0.00192909-0.000476121j 0.00288058-0.00104464j -0.00283297-0.00142264j -0.000747178+0.0012259j 0.000186081+0.00046002j -0.00233151-0.00133174j -0.000123919-0.000448678j 0.00332285+0.00557315j -0.000409541+0.000337395j -0.000651437+0.000385829j 0.00200167-0.0022347j 0.00455994-0.00131868j 0.000881261-0.00156489j 0.00255086+0.000672803j -0.000125817+0.00245907j 0.00186792-0.00256144j 0.000872183+0.000165234j 0.00288908+0.000992797j 0.000109729-0.000629918j 0.0016394+0.00181439j -0.00124892+0.00149533j 0.000633691-0.000183589j 0.00264997+0.00586168j 0.003483+0.000380723j -0.00784018+0.00124427j 0.0015746+0.0069639j -0.00399194+0.000499374j 0.0010219-0.00123615j -0.00135042+0.000963197j -0.00175907+0.00227106j -0.0012729-0.000987979j -0.00208284+0.00392892j 0.00564706+0.00473847j -0.00354123-0.00321477j 0.00318118-0.00220163j 0.00315117-0.00225588j 0.000812378-0.00148787j -0.00170268+0.00052474j 0.00573289+0.000358081j -0.00186538-0.000194379j -0.00194932-0.000709485j -0.00406184+0.000931132j 0.00374805-0.00174653j 0.000343185+0.0045737j 0.00151005-0.00216165j 0.000692027-0.00363461j 0.000239485-0.00401552j 0.00491282-0.000341851j -0.000343926-0.000531584j 0.00142252-0.00276671j -0.000974946-0.000929543j 0.00595436-0.00263119j -0.00282858+0.00590613j 0.00147904+0.000233452j 0.000308698+0.00204785j 0.000461497+0.00558124j -0.00280155-0.00368233j -0.00390864+0.00142047j 0.00169477-0.00217881j -0.00122183-0.00151598j 0.00254555+0.00743851j 0.000421144+0.00617967j 0.00129417+0.000657085j 0.00358574-0.00115161j -0.00272948-0.00782344j -0.00112163-0.00421444j 0.00262469+0.00213575j 0.000193376-0.00608452j 0.00323232+0.000803226j -0.00311922+0.00562877j 0.00393624+0.00117028j 0.00683102-0.00374835j 0.00100792+0.000871625j 0.00176731+0.00254841j 0.00285127+0.00315344j -0.000406776-0.00109534j 0.00131532-0.000975878j 0.00264709+0.00135655j 0.00171051-0.00318837j -0.00175244-0.000458997j -0.000548346+0.000983973j 0.00634712-0.00353901j 0.00329453+0.00575209j 
0.00574132-0.000387166j 0.000471541-0.00174079j -0.00610151-0.00239109j 0.00225162+0.00244101j 0.0113799+0.00235691j 0.00133276-0.00204923j -0.000553654+0.00487436j 0.00172396+0.000330405j -0.00206501-0.00161439j 0.00231819-0.00243295j 0.000877734-0.00762115j 0.00152161+0.00702905j 0.00401398+0.005125j 0.00434723+0.00238992j 0.00166319-0.00362219j -0.00140962-0.00501691j -0.00201643+0.00176137j 0.000714213+0.00336635j 0.000730904-0.00341353j -0.00475308-0.00325805j 0.00440027-0.000247047j 0.00276072+0.000903977j 0.00034884-0.00553496j -6.70092e-05-0.0054526j -0.00328231-0.00185996j -0.000734401-0.000441606j -0.000861605+1.42738e-05j 0.00153671-0.000445011j -0.00212776+0.00569512j -0.00440281+0.00134519j 5.38009e-05+0.00309109j -0.0050733+0.0013755j 0.00144401+0.00190689j -0.000398178+0.00124517j 0.0071045+2.33491e-05j 0.00125854+0.00200218j 0.00196221-0.000148973j 0.00239219-0.0011892j -0.00253088+0.00361884j 0.00400863+0.00425272j 0.00296288+0.00192124j -0.00173213-0.000358415j 0.00267107-0.000918252j 0.00210675-0.00119186j 0.00601658+0.00240309j 0.00417117-0.00188242j -0.00603714-0.000861609j 0.00422057-0.000939649j -0.000185835+0.00414136j 0.000295816+0.00280045j -0.0032067-0.00235954j 0.00137406+0.00177897j 0.00363635-0.00298685j 0.00401598+0.000634461j 0.00061985+0.00290468j -0.000520184-0.002258j -0.00507436-0.00252365j 0.00740204+0.00292716j 0.00269822-0.00202986j 0.00240134-0.00113348j 0.000423519-0.00160657j 0.00169158-0.00448702j -0.000555766-0.00124124j 0.00340676+0.00231613j -0.00222171-0.000104176j -0.00541551+0.00123201j -0.00152804+0.00323757j -0.00216905-0.00369869j 0.00333657+0.00463328j -0.00223811+0.000437791j -0.00654855+0.00208559j 0.00155714+0.00463652j 0.000251252+0.00282057j 0.000520568-0.00253278j 0.00381929+0.00224073j -0.00155561+0.00310205j -0.00219909-0.00024814j 0.000481644-0.00163021j 0.000602746-0.00105251j 0.00429049-0.00145438j 0.00349381+0.000901126j -0.00337837-0.00389856j 0.00256673+0.00096981j -0.00150236-0.000576747j 0.00101779+0.000432772j 0.0016014+0.00516692j -0.000725717-0.000234143j 0.00286554+0.000845563j 0.00222273-0.00226762j 0.00288982-0.000341187j 0.000108007-0.000529963j 0.00325393-0.000370923j -0.000199029-0.000155573j -0.00260061-0.000102669j -0.00234749-0.00122308j 
0.00167379-0.00112659j -0.00322137-0.004547j -0.00236801-0.00266252j -0.00251957+0.00464522j -0.00383433+0.00209895j 0.00133845-0.00582529j -0.00184875-0.0018243j -0.00323948+0.00229321j 0.000379999-0.000758921j -0.00312277+0.000854701j 0.00129646-0.00267108j 0.00150604+0.000389381j 0.00522827-0.00503476j -0.00405514+0.00606632j -0.00787351+0.00485066j -0.0011649-0.00459817j -0.000689042-0.00176115j -0.00103167-0.00293512j 0.00225059-0.000531038j 0.00239172+0.000393963j -4.45275e-05-0.00215693j -0.00207107-0.00358567j -0.000643258-0.00140714j 0.00437583-4.79918e-05j -0.00302407+0.00504593j -0.00229182-0.0011836j 0.00267078+0.00103024j -0.000858699-0.000359777j 0.00348477-0.00406141j 0.00784511-0.0015172j 0.000961837+0.00175064j 0.000170857+0.00461725j 0.00358411-0.00026878j 0.00216567+0.000316441j 0.00193959+0.000638959j -0.0019749+0.00518323j -0.000302927-0.00157791j 0.00195064+0.00575873j -0.000508595-0.000400118j 0.00169899-0.00560162j -0.0017155+0.0040749j -0.00157455+9.09968e-05j 0.000412471-0.00307728j -0.00248003-0.00334422j -0.0025906-0.00335507j -0.00346135-0.00289877j 0.000206892-0.00340829j -0.00237138-0.00198855j -0.000350599-0.000211892j -0.00154614-0.00132637j 0.000816197+0.00313538j -0.00232705-0.000700101j -0.00128865+0.00111203j 0.000691687-0.000853461j -0.00179206+0.000274557j 0.000683472+0.00407777j 0.00134975+0.00249138j 0.000939352-0.00165569j -0.000864804+0.000981681j -0.00289372+0.00171526j 0.00210672+0.000455503j -0.000975916+0.000573239j 0.00214462-0.000138008j 0.00200801-0.00200922j -0.00160011+0.00229669j 0.00128574-8.39212e-05j -0.00357606-0.00016881j -0.00145549+0.00517509j -0.001766-0.0033032j -0.00132533+0.00222239j -0.000491581+0.00171015j 0.000788974-0.00336438j -0.00302667-0.000943j 0.000511141-0.00122897j 0.0014896+0.00102253j 0.00148733+0.000193189j 0.00144859+0.000768711j 0.00444787-0.000835749j 0.00109269+0.000863413j -0.000574268-0.000723996j -0.000753984-0.00101351j -0.00153458+0.0030803j 0.000170251+0.0018388j 0.00076965-0.00186643j -0.000731671-0.000808269j 0.000474531+0.00152807j 5.07044e-05-0.000589225j -0.00262153-2.04785e-05j 0.00373048-0.000120296j 0.00143114+0.000239624j -0.000421206-0.00128113j -0.000291784-0.00153071j -0.000703802+0.00106471j 0.00440834-0.00457072j 0.00444128+0.00397365j 
