0.0375118+0.01787j 0.020902-0.0362537j 0.0321028+0.0215107j -0.0143558+0.0305102j 0.00247533+0.0034603j 0.00323766-0.00598334j -0.00323835-0.00184531j -0.0118219+0.0127596j -0.00569163-0.0021335j -0.00809281-0.000101313j 0.00579359+0.00113257j 0.00642286+0.0110751j -0.00660943-0.00993361j -0.000126357-0.00472299j -0.00235813+0.00549501j -0.00726475+0.00511263j 0.000221668+0.0114254j -0.004823-0.00668588j -0.00194865+0.0057648j -0.0145864+0.00254829j -0.000298455+0.00608344j -0.00520973+0.00697782j 0.00158795+0.00756164j 0.00251649-0.00109378j -0.00408743+0.00622865j 0.00230621+0.0029223j -0.0027569-0.00906377j -0.00930228-0.000789827j 0.00285378+0.00765999j -0.0112004-0.00544524j 0.00104058+0.00856345j 0.00231978-0.00475078j 0.00285918-0.00421186j -0.00528588-0.00807619j 0.00508889-0.00352375j -0.00223708-0.00377886j -0.00263984-0.00489343j 0.00283461-0.00488264j 0.00231301-0.00675934j -0.00546514+0.00065101j 0.00382326-0.00721667j -0.000236612+0.00482994j -0.00370766-0.00164928j -0.00521381+0.00579287j -0.00132241+0.00140468j 0.00224396-0.00242453j 0.00457482-0.0102202j 0.00026356+0.00276465j 0.00217729-0.000654604j 0.00403408+0.00115038j 0.00179103-0.00146041j 0.0038029-0.00111635j -0.00302622+0.010425j 0.00160606-0.00101426j -0.00413531+0.00467205j 8.95512e-05-0.00385422j 0.00148753+0.00268071j 0.00554891+0.00283224j -0.0038494+0.00351613j -0.00165859+0.00976822j 0.00781221+0.00414243j -0.00689932+0.00473382j 0.0037429+0.00323612j 0.0006256+0.00836293j -0.00174234+0.00442389j -0.00147657+0.0157658j 0.00215564-0.00275805j 0.00481996-0.00477121j -0.00523953+0.0016576j 0.00686203+0.001048j 0.00493726+0.00138538j -0.00747736-0.00135305j 0.00321804-0.00654159j 0.00460296+0.00119019j -0.00522121-0.00861517j -0.0146464-0.000852684j -0.00232152+0.00948516j 0.0109022-0.000680164j -0.00642126-0.00818821j 0.00484497+0.00510164j 0.00493721-0.014978j 0.00152645+0.0152873j -0.00820836-0.00070235j -0.017761+0.0057898j 0.0215601+0.0025606j 0.000412371+0.00239852j 0.0109652-0.0014157j 0.00408888+0.00935662j -0.0240915-0.0190169j 0.0229935-0.0240888j 0.000676311+0.0401864j -0.0407251-0.000972234j 
-0.0086498+6.97745e-05j 0.000385546+0.00737453j -0.0015759-0.00646773j 0.00638801-0.00218704j -0.00042742+0.00156842j 0.00384898+0.00118571j 0.00138105-0.00227391j 0.0057349+0.000146423j -0.00367783-0.00188132j 0.00158075-0.00384999j -0.00165285-0.000440213j -0.00386509+0.000787595j 0.000819403+0.00231589j 0.00096302-0.00186421j -0.000792381+0.0018029j -0.00194976+0.000836049j 0.000505604-0.00524702j 0.00514646+0.00987819j 0.00124681-0.00402909j 0.00129037-0.00114156j 0.00195138-0.000111574j 0.00448991-0.00088569j 0.00120893-0.00485311j -0.00150091-0.00335218j 0.000975685+0.00213886j 0.00208504+0.00369359j 0.00581559+0.00132547j -0.000926508-0.00121502j 0.00294864-0.00153292j -0.00246148+0.0056505j -0.000523168+0.000127879j -0.00290425+0.00450902j 0.000978184-0.00333339j 0.00779368+0.00535697j 0.000454265+0.00110469j 0.00236814+0.00159863j -0.00173461-0.000939192j 0.00239416-0.00199164j -0.00085708+0.000774312j -0.00141525-0.00176779j -0.00521678-0.0057599j 0.00793278-0.00125627j 0.00516307-0.00322268j 0.00242052+0.00195244j 0.00714073+0.0071657j -0.00456939-2.87057e-05j 0.000226144-0.00335846j 0.00141166+0.0019137j -0.000982469+0.00588063j 0.00176692+0.00300839j 0.00318199-0.00163808j 0.00021229+0.000322549j -0.0025084-0.00118241j -0.00885432-0.00468187j 0.00113519-0.00603938j -0.000608536+0.00840824j -0.00212858-0.000907028j 0.00192496+0.00121504j -0.00296249+0.00111547j -0.00315739+0.0050047j -0.00169773-0.00180404j 0.000550777+0.0108284j 0.00444377+0.00271761j -0.00108428-0.00666592j -0.00508821-0.00656386j 0.00100562-0.00470215j 0.00326933-0.00121988j 0.00343825+0.00384515j 0.00595396-0.0018834j -0.00732718+0.00332102j -0.00675828-0.00332069j -0.0014102-0.00180267j -0.00398146-0.00578287j -0.000945868+0.0020428j -0.00166512+0.00106911j -0.000435192+0.000763501j 0.00354228+0.000543749j -0.000328371+0.00148282j -7.37094e-06-0.0021886j 0.000475258-0.00138172j -0.00268302+0.00377346j -0.000784199+0.0023532j 0.000743764-0.00056642j 0.000941011-0.00120013j 0.000232801-0.00262695j 0.00386243+0.00118859j 0.0028601+0.000824349j -0.00287848-0.000125385j -0.000729298+0.00533397j -0.00296126+0.00092768j -0.00497561-0.00597276j 0.00809958-0.00402331j 
-0.0082101-1.07248e-05j 0.00116713+0.00832194j -0.00298829-0.0128971j 0.0105421-0.00667551j -0.0101917+0.00463425j 0.00241147+0.00860157j 0.00296313+0.000765754j 0.00788367-0.002819j -0.00351078+0.00460273j 0.00113136-0.00374002j 0.00324528-0.00826306j -0.00412609-0.00931904j 0.00200868+0.000836931j -0.00731884-0.00110018j -6.13619e-05-0.00556211j -0.0031986+0.00380049j 0.00372351-0.000666282j -0.00302545+0.00421123j -0.00273096+0.000632524j 0.00138184+0.00233976j 0.00203802-0.000409326j 0.00703883-0.00348482j -0.00192094+0.000928444j 0.00171622-0.00171972j 0.00325885+0.00476517j 0.0020746-0.00273896j -0.000773919+0.00629777j -0.00144711+0.00414498j -0.00431838-0.00577169j -0.00106787-0.00517529j 0.00496197-0.00089947j -0.00682569+0.00248007j -0.00156137-0.00203914j 0.00779247+0.00581172j 0.00788736+0.00222291j 0.000101238+0.000653827j -0.00167674+0.00543776j 0.00338422-0.00135926j -0.00329723+0.000798692j -0.00284689+0.00443954j -0.00336657-0.00100929j 0.00398563-0.00388959j -0.000417473+0.00127576j 0.00408513+0.00241903j 0.00153947-0.00191346j -0.00766005-0.000711377j 0.00714436+0.00237023j 0.00107584+0.00234973j -0.00972406+0.00342138j -0.00147681-0.00336061j 0.000418595-0.00635395j 0.000967353-0.00413574j 0.0012951+0.000341789j 0.002098-0.00143151j -0.00249651+0.000628344j 0.00739614+0.00398885j -0.00439767+0.002693j 0.000192297+0.00117188j 0.00155443-0.000568735j -0.00894339+0.00614093j -0.00336338-0.000612786j 0.00435275+0.00187579j 0.00114057+0.00220265j 0.00680699-0.00231694j 0.00147868-0.00684993j 0.00208048-0.000303935j 0.0029088-0.00102622j -0.000878754+0.00411488j 0.00617681-0.00901219j -0.00486308-0.0021708j -0.00962804-0.00532137j -0.00172749-0.000317222j -0.00244501+0.000624002j -0.0051885-0.000773116j 0.00300154+0.0152566j -0.00368061-0.00770374j -0.000176108-0.0020923j -0.000522926+0.00444856j 0.00534368-0.00408968j 6.10535e-05-0.00285246j -0.00359283-0.0046238j -0.00139787+0.00801331j 0.00312365+0.000326345j -0.000436091+0.00455846j 0.00168371+0.00345884j 0.00124486-0.00549326j 0.00419837+0.00551447j -0.00923233+0.00204794j 0.00224146+0.0129553j -0.00873423+0.00771934j -0.00697944-0.00803613j 0.0077927-0.00595026j 
0.00303694+0.00257929j 0.00231178-0.00235813j 0.00499216+0.00258753j -0.00189633+0.00530823j 0.00305049+0.00187342j 0.00364095-0.00242663j -0.0025037+0.00106041j 0.00293878+0.00128417j 0.00392908-0.000568639j 0.00131154+0.00495657j -0.0007849-0.00181115j 0.00146602+0.00515603j -0.00373058+0.0016374j -0.00123608+0.00323727j 0.00130692+0.00111515j 6.04932e-05+0.00375493j -0.00302988-0.00490485j 0.000989292-0.0059039j -0.00389392+0.00453515j -0.00273487-0.00492038j -0.00263139-0.000396929j 0.000189806-0.00127975j 2.13377e-05-0.000282585j 0.00522597+3.34551e-05j -0.000221763-0.00423365j 0.00260031-0.00348977j -0.00736387-0.00329692j -0.00405378+0.00300412j 0.00330605-0.000980356j 0.000368971+0.00013897j -0.00456914+0.00256507j -0.000435465+0.000470938j 0.00519615-0.00146406j -0.00417553-0.00280093j -0.00709293+0.000672296j -0.00580241+0.00670529j 0.00116688-0.00522994j -0.00246356-0.00524224j -0.00232088-0.00319562j 0.000971133-0.00438054j 0.00175225-0.00272737j -0.00216462+0.0041869j -0.00553668+0.00475104j -0.00765016-0.00607071j -4.85047e-05-0.00922415j 0.00237586-0.00183492j -0.000540267+0.00673951j -0.00361189-0.0015865j -0.00233807+0.00170874j -0.00480252+0.000661863j -0.00191902-0.00123323j 0.00191432+0.000753614j -0.00385943+0.00359523j -0.00174771-0.00383185j -0.000734549+0.000766367j -0.000302742+0.00413849j 0.0044901-0.00244175j -0.00173648-0.000657571j -0.00199171-0.00239128j 0.00575975-0.00218504j -0.00176362-0.00154877j -0.00183931-0.00871371j 0.000950289-0.00281206j 0.00373342-0.00218527j 0.00116391+0.00232037j 0.00462758+0.00281732j -0.00288852+0.00458199j 0.00259587+0.000479139j -0.00591056+0.00311411j 0.000823327-0.00518077j 0.00443501+0.000216731j -0.00328985-0.00386553j 0.00251775+0.000541588j 0.00214713+0.00254855j -0.000916831-0.00788987j 0.00362471+0.00409439j -0.00657576+0.00393974j 0.00238875+0.00151796j -0.00260657+0.00237047j -0.00785832-0.00137198j -0.000780794-0.00144879j 0.00337187+0.00126598j -0.00564723+0.00216985j -0.00324654-0.00183846j 0.00215874-0.00593963j -0.00307145+0.00191261j 0.00259888-0.000167099j 0.00234049-1.8697e-05j -0.0056207-0.000250608j 0.00307659-0.000907805j -0.00120072+0.00160164j -0.00372004-0.00356338j 
0.00427344+0.00369915j 0.00210848-0.00139185j 0.00249251+0.00649173j -0.00283126+0.00176707j -0.0048905-0.000379055j 0.0057246+0.00237478j -4.74158e-05-0.00290718j 0.000360757-0.00346603j -0.000306981+0.0042815j -0.00144109+0.00158459j 0.00355052+0.000171815j 0.000438916-0.00676181j 0.00540385+0.00377171j -0.00347961-0.00447479j 0.00491536-0.000980327j -0.00444306+0.00211452j 2.03246e-05+0.00078382j -0.00163456-0.00268187j -0.00257904-0.00850229j 0.00287026+0.00110992j -0.00136608-0.00116318j -0.0037478+0.00389288j 0.0047848-0.00595296j 0.0020276-0.00600721j -0.000732796-7.50576e-05j -0.00213777+0.00203941j -0.00324701-0.00112222j 0.000489714-0.00220734j -0.00272925-0.00157937j -0.0043466+0.00187402j 0.00144107+0.00452191j -0.00524442+0.000103885j -0.00428327+0.00280787j -0.00253666-0.0032237j 0.00308536-0.00220403j -0.00115244-0.000266381j -0.00209107+0.0021467j -0.00317591-0.00175563j 0.00188476-0.00713382j -0.00313819+0.002484j 0.00660355+0.000199204j 0.00248918+0.00504958j 0.000517076-0.00068782j -0.00464628+0.00728639j 0.00226818-0.00380707j 0.00318729-0.000544407j 0.000248569+0.0024282j 0.00224275-0.000623879j 6.8718e-05-0.00493951j -0.00755912+0.00578345j -0.000915914+0.00214987j 0.00367918-0.00811697j 0.00231605-0.00443335j -0.000412264-0.00671591j -0.00305594+0.000507464j 0.00241552-0.00121838j -0.0020708+0.000269693j -0.00214487-0.00482472j 0.00253989+0.00474241j 0.00326147+0.00248107j 0.000798344+0.00145215j -0.00258939-0.000956593j -0.00918598-0.000573041j 0.00512406-0.00103699j 0.00541505-0.00157042j 0.00394913-0.00279978j -0.00197871+0.00259447j 0.0064481-0.00520872j 0.00639344-0.0104622j 0.00231635+0.00123156j 0.00111428-0.000968866j -0.00292205-0.00238018j -0.00206719-0.00357284j 0.00232421-0.00539974j 0.00422508+0.00458728j -0.00446554-0.0046774j -0.00793236-0.00655846j 0.000783511+0.0026814j 0.00372526+0.0042066j -0.000658906+0.00384431j 0.000918641-0.00627463j -0.00167437-0.00384365j -0.00195551-0.000932998j 0.000921869+0.00911491j 0.00120465-0.000635403j -0.00518682-0.00212165j -0.00360156-0.00121071j -0.00311056+0.00371548j -1.51756e-05+0.00413658j -0.00333956-0.000289968j 0.00293066+0.00168247j -0.00506454+0.000285487j 
-0.0092433-0.00511531j -0.00438586+0.00771199j -0.00638156-0.00298526j -0.000185109-0.00678253j 0.00351576+0.00715341j -9.28577e-05-0.00522442j -0.00338749+0.00208955j 0.00205866+0.00124766j 0.00683642+0.00389671j 2.56787e-05+0.00360096j -0.000360767+0.00413718j -0.00556999-0.00504173j 0.00516724+0.00384314j 0.00570899+0.00210902j -0.00483566+0.0021563j 0.00266081-0.0050217j 0.00924232+0.00120118j 0.0107113-0.000482857j 0.00593474+0.000426248j 0.00248546+0.000589039j 0.00895083-0.00332674j 0.00540298+0.0112756j -0.000337787+0.0105474j -8.48107e-05-1.52184e-05j 0.00131727-0.00116553j -0.00189302-0.00395373j 0.00556228-0.000587528j -0.000486134-0.00268659j 0.00111077-0.00174098j 0.00693568-0.00134164j 0.00127212-0.00663256j 0.00356129+0.00281274j -0.0014701+0.00232612j -0.00418807+0.00392579j 0.00411087-0.00183743j -0.00457257-0.002681j -0.000326961-0.00477005j 0.00160335+0.00439603j -0.000298711+0.00631731j -0.00194979+0.00577023j -0.000494778+0.00868433j -0.000728401-0.0073691j 0.00155955-0.00260156j 0.00521404+0.00335032j 0.00102742+0.00100322j -0.00198943-0.00280936j -0.00273158-0.00285816j -0.00357927-0.00686798j 0.00147019-0.00346808j 0.00305375+0.00132493j -0.00248432+0.00117148j -0.00344337-0.00121438j 0.000433747-0.00517179j 0.000764626-0.00198764j 0.00541386-0.00733132j -0.000193876+0.00696395j -0.000730103-0.00179492j -0.00430886+0.00127863j 0.00440504-0.00131509j -0.0024031-0.00437465j 0.000298141+0.000185348j 0.0103582+0.00263636j -0.00559095-0.000229718j -0.00960721-0.00111011j -0.000685882+0.00247945j 0.000796567-0.00410022j -0.00018252-0.00664995j 0.00411888+0.00841494j 0.00694573+0.00293452j -0.00674005+0.000728922j -0.00143286+0.00128461j 0.00101895-0.000944372j -0.00410284-0.00465128j 0.00380631-0.00296635j 0.000242625-0.00415639j 0.00235007+0.00266494j 0.000550018+0.000433063j 0.00143512+0.00412478j 0.00381358+0.000446441j 0.00461771+0.00400602j -0.00322427+0.00523272j -0.0042578-0.00635852j -0.0010458+0.00556525j 0.00115852-0.00632097j -0.00558909-0.00159102j 0.00490387+0.0013817j -0.000558268-0.00534204j -0.000711024-0.00182682j 0.00104825+0.000727365j 0.0025939-0.000312766j 0.000180585-0.00717415j 0.00952925+0.0017016j 
0.0164011+0.00379057j 0.00457299-0.0162496j 0.00843914+0.00617571j -0.00654303+0.0123923j 0.00923323+0.00233975j -0.000524759+0.00211422j 0.00694425-0.000533749j -0.00551662+0.00400246j 0.000649921+2.77089e-06j -0.0053531-0.0047884j 0.00102657+0.00120274j 0.0063273+0.0067608j -0.00191608-0.00971233j 0.00505681-0.00227691j -0.00683335+0.000963593j 0.00209282-0.000746129j -0.00260744+0.00985133j -0.00287517-0.00359139j 0.00498205-0.00023719j -0.00754884+0.00963003j 0.0018876+0.00145128j 0.00324815+0.00170295j 0.00125901-0.000843141j 0.00310212+0.000467541j 0.000253578+0.0021876j 0.00203499+0.000794765j 0.00214133-0.00133936j 0.002741-0.00234268j -0.00109178+0.0034049j -0.00454794-0.00233394j -0.000803092+0.00893949j -0.00160681-0.00385796j 0.000250003-0.00192769j -0.0056217-0.00539191j 0.000185142-0.00948618j 0.00198545+0.00356588j 0.0122721+0.0078918j -0.000297396-0.00215857j -0.00168323-0.00238333j -0.00411318-0.0105826j 0.00448587+0.000302314j -0.00230297-0.00266208j -0.00045363-0.0032594j 0.00095475+0.00391435j 0.00233818+0.0015747j 0.00523239-0.0016892j 0.00203415-0.00532284j 0.00123426+0.0010602j 0.00322483+0.00189857j -0.00332611+0.00223993j 0.00396372+0.00965295j -0.00398554-0.00140094j -0.00153023+0.00294751j -0.00415811+0.00064924j 0.000682024+0.00412841j 0.000507357-0.00195885j 0.00280604-0.00202419j 0.00885858-0.00361579j -0.000951532+0.00214252j 0.00415005+0.00718133j 0.00470941-0.00371416j -0.00148069+0.0054314j -0.00434638+0.00654787j -0.00219354+0.00342541j -0.00557941+0.0108604j -0.00411788+0.00543787j 0.00381289+0.00624454j 0.00321377-0.00521176j 0.00135217+0.00475487j 0.00244074+0.00275228j -0.00158972+0.00474659j -0.000823553-0.00160732j 0.00475558+0.00141591j -0.00209704-0.000779967j -0.00181802-0.000488181j -0.0067124-0.00372928j -0.00119856+0.000292205j 0.00167103-0.00502509j 0.000514883-0.00295262j 0.00307367+0.00508175j 0.00351275-0.0110497j -0.00621576+0.00501002j -0.00710944-0.00305415j -0.000382456-0.00192481j 0.00644068+0.0030441j -0.00263491+0.000227348j -0.000466302+0.00220557j 0.00188875+0.00361922j -0.00512205-0.00961615j 0.00642875-0.0104628j 0.00208462+0.0157055j -0.0165762+0.00083756j 
-0.00367864+2.11603e-05j -0.00010845+0.00259648j -0.000228011-0.00322613j 0.00171679+0.000461744j -0.00270715+0.000596263j 0.00184898+0.000696323j -0.00720434+0.000815936j 0.00287716-0.000810225j -0.00162057-0.0051759j 0.00427626+0.00282546j -0.00339631+0.000243906j 0.00382161-0.000271399j -0.00450305+0.00543985j -0.000380571-0.00167052j -0.000242915-0.00163171j 0.000155459-0.00123594j -0.00233772+0.00285539j -0.00096987+0.000115955j -0.000895376-0.00685214j 0.000742215-0.00163293j 0.00042818-0.00160014j 0.00376918-0.00332303j 0.00145218-0.0038437j -0.00227261-0.00325987j -0.00109501-0.00421871j 0.000695171+0.00256981j -0.00108413+0.00368449j 0.00387844-0.00808224j 0.001608+0.00161002j -0.00142659+0.00644992j 0.00239045-0.00647441j -0.00463643+0.00349593j 0.00213687-0.000819179j -0.00490026+0.00319848j -0.00316817+0.0045664j 0.00879928-0.00740154j -0.00392363+0.00504628j 0.00402223+0.00601147j 0.00195211+0.00785203j 0.00821773+0.00175526j 0.00471276+0.00541592j 0.00401577+0.00155554j 0.00226196-0.00391722j 0.00347955-0.00047066j -0.000522652+0.0115985j -0.00229695-0.000261604j 0.00162159-0.00793689j 0.0018678+0.00606512j -0.00271751-0.00227124j 0.00246842-0.000857425j 0.00589242+0.00175661j 0.00481809+0.00430545j -5.97047e-07+0.00391578j 0.00452738+0.00984355j 0.00584132+0.00539854j 0.00549542-0.00856423j 0.000428682+3.66423e-05j 0.00137954+0.00315972j -0.00210701+0.00176615j -0.00149654-0.00280615j -0.00242477+0.001728j -0.00422129+0.0028479j 0.0010922-0.00269295j -0.000103477+0.00420972j 0.0064101-0.00637662j -0.00464162-0.00181744j -0.000673237-0.00148757j -0.00538431-0.00381265j -0.00626791-0.000370177j 0.000470533-0.00214046j 0.000849181-0.00138835j 0.00197367-0.000551653j 0.00266271+0.0080744j -0.0078168+0.0023643j 0.00130938-0.00121536j 0.00124357-0.00297148j 0.00800526+0.000597889j -0.0022161-0.002046j -0.00542045-0.00110201j -0.0029914-0.000543148j -0.00386523-0.000244722j 7.02817e-05-0.00435795j -0.000499992+0.00249753j -3.71862e-05-0.00285247j -0.000911487-0.00199531j 0.00258994-0.000891171j 0.00279336-0.00151308j -0.000529219-0.000745218j 0.00593939-0.000603504j -0.00354705+0.00158874j -0.00359513-0.00312451j 0.00575882-2.34725e-05j 
0.00486772+0.0013549j 0.00195439-0.00367058j 0.00249404+0.00590615j -0.00532738+0.00320153j 0.00114643+0.00243108j -0.00208291-0.00155725j -0.00224209+0.00283549j 0.00243671+0.00221465j 0.00300233+0.00174611j -0.00202774+0.000887088j 0.00301293-0.00079907j -0.0011281-0.00109266j -0.00122017-0.00122927j -0.000648049+0.00039035j -0.00357885+0.00229886j -0.00511661+0.00161183j -0.00227325+0.0033087j -0.00668534-0.00578091j -0.000126623+0.00317988j 0.00168445-0.000679225j 0.00204314-0.000244633j 0.00226937-0.00926219j -0.00182714-0.00447585j 0.000583192+0.00163186j 0.00144423+0.000502243j 0.00288113+0.00112429j 0.00216256+0.00299037j -0.00317719+0.00143158j -0.00187365+0.00206751j -0.00260835+0.0071789j -0.00196907+0.00384359j 0.00338471+0.0028272j 0.00709046+0.00331373j 0.00867584-0.0091319j -0.000466334+0.00575822j 0.00202579-0.00158791j -0.00160206+0.00587805j 0.00363426-0.00193799j -0.00305041+0.00640249j 0.00302919+0.00432767j -0.00283004-0.0100679j -0.00373638+8.65859e-05j -0.00584706-0.000399376j 0.00281216-0.00145406j -0.004038-0.00508939j -0.00482283+0.00280146j 0.0017786-0.000141182j 0.00529342-0.00632036j 0.001432-0.00189078j 0.000135727-0.00059747j -0.00217872+0.00162559j -0.00174974+0.000580784j -0.000618247-0.00358985j -0.00164757-0.00349143j 0.00492573+0.001511j -0.000676662-0.000976276j 0.00200964+0.000534926j 0.00875967+0.00218081j -0.00556833-0.0090855j 0.00566304+0.00156632j -0.00255079+0.00207886j -0.00797341+0.00921663j 0.00153609+0.00137517j 0.00531751+0.00713426j -0.000660008+0.000986823j 0.00501635+0.0063996j 0.00169316-0.0023407j -0.0117977-0.0024455j -0.00310449+0.00160635j 0.00506174+0.00355142j -0.000927693+0.00362763j -0.00682318+0.00345856j 0.00193665-0.00668391j 0.00235168-0.00695433j -0.00854032+0.00127386j -0.00656021-0.00780174j 0.000840086-0.00292387j -0.000937371-0.00209724j -0.00211933-0.00599411j -0.00261074+0.00318497j 0.00261387+9.75975e-05j -0.00511282-0.00232307j -0.00323897+0.00322353j 0.000592718-0.00247135j 0.00511255+0.000315678j 0.00137653+0.00166904j -0.000195121-0.00121378j 0.00356745-0.00417366j 0.00078099-0.00761687j 0.00240405-0.000754315j 0.000358786+0.00139582j -0.00218673+0.0021457j 
-0.00469658-0.0104386j -0.00919012+0.00373888j -0.00315043+0.00409059j -0.00724868-0.00488476j 0.00398037+0.00258769j -0.00155983-0.00781356j -0.0059611+0.0113886j 0.0039502-0.00494434j 0.00242784+0.0114705j -0.00118184+0.00858939j -0.00656177-0.00572135j 0.000718348+0.00193216j 0.00486263+0.0129802j 0.00151595+0.00154446j 0.00279082-0.0115964j 0.00574564-0.00333939j -0.00583832-0.00259416j -0.000399444-0.00667519j -0.000318991-0.00848328j 0.00335837+0.0049411j -0.00167767-0.00769074j 0.00471099-0.00332542j -9.63237e-06+0.0023858j -0.00554661+0.00265449j 0.00156382-0.00277793j -0.000829301+0.00461581j -0.00155113-0.0049202j -1.51901e-05+0.00136196j 0.010374+0.00178288j -0.00196195-0.00114969j -0.00693433-0.00154966j 5.92373e-05+0.00105145j 0.00286476+0.00434955j -0.00703554-0.00146898j -0.00104836-0.00486584j -0.00692669+0.00527254j 0.00443802-0.00164287j -0.0076889-0.00373333j -0.00784567-0.00156387j 0.00159026-0.0041574j 0.000464903+0.00383402j -0.000512194-0.000502246j -0.00415227+0.00538783j 0.00466753+0.00745725j -0.00377619+0.00494562j 0.00316561-0.00473866j -0.000716915-0.000714575j 0.00279858-0.00709812j 0.0114769+0.00474692j -7.10283e-05+0.00357898j 0.0031746+0.00890329j -0.00148682-0.000163626j -0.00535678-0.0143923j 0.0040763+0.000880116j 0.0062799-0.00499883j 0.0104065+0.00160473j 0.00142761-0.00598719j -0.00288661+0.00019822j -0.00729059-0.00562142j 0.00999945-0.00743023j 0.00152545-0.00109021j 0.00422523+0.00438095j -0.00378508-0.0109874j -0.00273656-0.000265001j 0.00361636+0.00756512j -0.00408537-0.000402697j -0.00438088-0.00809803j 0.00209823+0.000671648j -0.000918183+0.000567023j 0.00335431-0.006115j -0.00186517-0.00176387j -0.00660161-0.00433888j -0.00441316-0.00558715j 0.00471155-0.00285505j -0.00319853-0.0112338j -0.000319019-0.00214742j 0.00517143-0.00585991j -0.00879047+0.000939588j -0.00166452+0.00600734j -0.000351981+0.00265779j 0.00138542-0.00221733j -0.012991-0.00389316j -0.00537253+0.000915378j 0.00464185-0.00902272j -0.00850974-0.00137359j 0.00354717+0.00431839j -0.00202713-0.0084853j 0.00743797-0.00419764j 0.00672647-0.00841201j 0.00742497+0.00519518j 0.0031373-0.00211497j 0.00511767+0.00419017j 
0.000768462+0.00149766j 0.00140931-0.00182178j 0.00279558+0.00223855j -0.00243962+0.00290101j 0.00219514+0.00139256j 0.000798831-0.00364929j -0.00229337+0.00316926j -0.000304708-0.00220207j -0.00441171+0.00339666j 0.00628871-0.000359489j -0.00367976-0.00397941j 0.00567675-0.00381376j 0.00411724+0.000143788j -0.00662623-0.00205212j -0.00166131-0.00226705j -0.000206966+0.0027141j -0.00188633+0.00565115j 0.00528697-0.00398842j 0.00544022+0.000142552j -0.00641694-0.000114819j 0.00147782+0.00431179j 0.0013124+0.00241243j 0.00318065+0.0036087j -0.00355275-1.54511e-05j 0.00534072+0.00414603j -0.00127277+0.00113473j 0.00166154-0.00149841j 8.84812e-05-0.00222901j 0.00508206+0.00415164j -0.00320739-0.00289728j -0.000527684+0.000309263j 0.000985949+0.00667192j -0.00106251+0.00650462j -0.017515+0.00130879j -0.003379+0.0011558j -0.000329151-0.00383045j -0.00121445-0.00491302j 0.0028294-0.00535375j 0.00358435+0.00803815j 0.00429419-0.00191586j 0.00346311+0.000783568j -0.00280767+0.0055463j -0.00146694+0.000420122j 0.00383045+0.00282693j -0.00140236+0.00149175j -0.00646149+0.00416188j 0.00428963+0.00230351j -0.00629578-0.00417873j -0.00480885+0.00138591j -0.00509677-0.00180023j 0.00360464+0.00122731j 0.00361224-0.000322028j 0.00178112-0.00326654j 0.000884566+0.00449163j 0.00193316-0.00173863j 0.0070796-0.00262747j 0.00224284+0.00163253j -0.00233545+0.00189126j 0.003805-0.00153689j -0.000739239+0.00326721j 0.00130501+0.00658094j 0.00048914+0.00218154j 0.00150223-0.00420822j -0.00181664-0.000967114j 0.00332189-0.00396118j -0.00116787+0.000854928j -0.00214761-0.00340193j -0.00304102+0.000463957j -0.00806663+0.000282947j 0.00042903-0.0041902j -0.000223079-0.00141609j -0.000598323+0.00136231j 0.00258525+0.00265463j -0.00499149+0.00572139j -0.00325454-0.000657691j -0.00275557-0.00532299j -0.00155934+0.00234169j 0.000364268-0.00160012j -0.00560036-0.00219432j -0.00193775+0.00046022j -0.0032748-0.00558612j -0.00150789-0.000194485j -0.00448684+0.00286446j -0.000694357+0.000913663j 0.00702291-0.0023685j -0.0045292-0.00315293j 0.00348819+0.00477768j -0.00366667-0.00110003j -0.00107047+0.000980672j -0.00192905-0.00165696j -0.00247708+0.000317655j -0.000143826-0.00155549j 
