0.0375118+0.01787j 0.020902-0.0362537j 0.0321028+0.0215107j -0.0143558+0.0305102j 0.00247533+0.0034603j 0.00323766-0.00598334j -0.00323835-0.00184531j -0.0118219+0.0127596j -0.00569163-0.0021335j -0.00809281-0.000101313j 0.00579359+0.00113257j 0.00642286+0.0110751j -0.00660943-0.00993361j -0.000126357-0.00472299j -0.00235813+0.00549501j -0.00726475+0.00511263j 0.000221668+0.0114254j -0.004823-0.00668588j -0.00194865+0.0057648j -0.0145864+0.00254829j -0.000298455+0.00608344j -0.00520973+0.00697782j 0.00158795+0.00756164j 0.00251649-0.00109378j -0.00408743+0.00622865j 0.00230621+0.0029223j -0.0027569-0.00906377j -0.00930228-0.000789827j 0.00285378+0.00765999j -0.0112004-0.00544524j 0.00104058+0.00856345j 0.00231978-0.00475078j 0.00285918-0.00421186j -0.00528588-0.00807619j 0.00508889-0.00352375j -0.00223708-0.00377886j -0.00263984-0.00489343j 0.00283461-0.00488264j 0.00231301-0.00675934j -0.00546514+0.00065101j 0.00382326-0.00721667j -0.000236612+0.00482994j -0.00370766-0.00164928j -0.00521381+0.00579287j -0.00132241+0.00140468j 0.00224396-0.00242453j 0.00457482-0.0102202j 0.00026356+0.00276465j 0.00217729-0.000654604j 0.00403408+0.00115038j 0.00179103-0.00146041j 0.0038029-0.00111635j -0.00302622+0.010425j 0.00160606-0.00101426j -0.00413531+0.00467205j 8.95512e-05-0.00385422j 0.00148753+0.00268071j 0.00554891+0.00283224j -0.0038494+0.00351613j -0.00165859+0.00976822j 0.00781221+0.00414243j -0.00689932+0.00473382j 0.0037429+0.00323612j 0.0006256+0.00836293j -0.00174234+0.00442389j -0.00147657+0.0157658j 0.00215564-0.00275805j 0.00481996-0.00477121j -0.00523953+0.0016576j 0.00686203+0.001048j 0.00493726+0.00138538j -0.00747736-0.00135305j 0.00321804-0.00654159j 0.00460296+0.00119019j -0.00522121-0.00861517j -0.0146464-0.000852684j -0.00232152+0.00948516j 0.0109022-0.000680164j -0.00642126-0.00818821j 0.00484497+0.00510164j 0.00493721-0.014978j 0.00152645+0.0152873j -0.00820836-0.00070235j -0.017761+0.0057898j 0.0215601+0.0025606j 0.000412371+0.00239852j 0.0109652-0.0014157j 0.00408888+0.00935662j -0.0240915-0.0190169j 0.0229935-0.0240888j 0.000676311+0.0401864j -0.0407251-0.000972234j 
0.00499981+0.00686792j 0.00625908-0.00316368j 0.00598932-0.00593202j 0.0105706+0.00557429j -0.00569282-0.000600554j 0.00821661+0.00692922j 0.00210372-0.0104613j 0.000826751-0.00048017j -0.00646023-0.00703851j 0.00029016-0.00177582j 0.00496517-0.00181965j 0.00211341+0.00417589j -0.00698342-0.000865145j -0.000704282-0.00143663j 0.000928142+0.00371046j -0.00351209+0.00291329j 0.000128387+0.00127492j -0.00666515+0.00347375j -0.00263139+0.00379127j 0.00125208+0.00396687j -0.00823087+0.00275991j -0.000646623-0.00166488j -0.00768307-0.00189834j 0.00404455-0.00073306j -0.00298316+0.00159793j -0.000350334+0.00245062j 0.00163396-0.00163376j -0.00299389-0.00454575j -0.00279812-0.000696007j -0.0046078-0.00071582j -0.00242427+0.00166841j -0.0013022+0.00228523j -0.003743-0.00638325j 0.0164393+0.00212252j 0.00474442-0.0042234j 0.00555465+0.000714609j -0.00577263+0.00673681j -0.000264214-0.00236889j -0.00043513+0.00172175j -0.00441721-0.00137638j 0.00127351-0.000670815j 0.00207647-0.00237994j -0.000699659-0.00471711j 2.48641e-05+0.000285375j 0.00291664+0.00133126j 0.00406729+0.00300034j 0.00144085-0.00731156j 0.00201671+0.00268394j -0.00453846+0.0005264j 0.00470031-0.00171773j 0.00197132-0.00591089j -0.00258645-0.00406124j 0.00337789+0.0056031j -0.00209286+0.00125203j -0.00919172+0.00427318j -0.000682855-0.00310482j 0.00261085+0.00404277j 0.000531262-0.00123602j -0.00298133+0.00488779j -0.00439205+0.00510382j -0.00125909-0.00145912j -0.000120876+0.00200333j 0.00223541+0.00469727j 0.00396742-0.00315678j -0.0038597-0.00461814j 0.00154353+0.00326873j 0.00140947+0.00117508j -0.0024393-0.00434055j -0.00294795-0.00701452j 0.00106049+0.00494622j -0.00263889+0.00356731j -0.000667598-0.00025966j 0.000456224+0.00238887j -0.00656587+0.00368657j 0.000931836+0.00122341j -0.00741366+0.000517862j 0.00308903+0.00228608j 0.000191318+0.0035813j 0.00322046-0.00771099j 0.000962481-0.00702617j -0.000256271-0.000729941j 0.00564481+0.00691141j 0.00312053-0.00200459j -0.00746509+0.0107819j 0.00138085+0.00299576j -0.0055707-0.00327978j 0.0019764+0.00863473j -0.00650732+0.000301775j -0.00193637+0.00214236j -0.00290384-0.00135226j -0.00291207+0.00602785j -0.006662-0.00282947j 
0.00581856-0.0028637j -0.00209825-0.00494884j -0.0010253+0.00802898j -0.00732988-0.000205779j 0.00361282+0.00369237j 0.000815969-0.0045921j -0.000347579+0.00328806j -0.00205714-0.00338343j 0.00232023+0.00377415j -5.86415e-05+0.000176617j -0.000494022-0.000294034j 0.00300386+0.00053012j -0.000909429+0.00373868j 0.000777941-0.00218329j -0.00143785-0.00452344j -0.00165247+0.00339942j 0.000826069+0.0030648j -0.00509145-0.00633034j -0.0022316-0.00730724j -0.00688557+0.000710654j 0.0003611-0.00243892j 0.00175833-0.00557607j -0.00242306-0.00713491j 0.00210355-0.00605872j -0.00112576-0.00716958j 0.00555162-0.00029267j -0.00263572+0.00450582j 0.00288452+0.00103048j -0.00133473+0.00534719j -0.00231296+0.00488168j 0.00392066+0.00386056j -0.00366821+0.00118232j 0.00586685+0.00013052j -0.00655622-0.00564554j -0.00636966-0.00341219j -0.00384744-0.000809831j 0.00138515-0.000767591j -6.8059e-05-0.00701224j 0.00194291-0.00642113j -0.000521849-0.000391611j -0.000672993-0.00271222j -0.00317788+0.00381938j -0.00492943-0.000886455j -0.00630644+0.00338554j -0.000540622-0.00247087j -0.00206837-0.00609985j 0.00363808+0.00189895j -0.000203895+0.00535365j 0.000747907+0.00601624j -0.00439689+0.00110282j -0.00145778+0.00330195j 0.00204091-0.00497482j -0.00407871-0.000311685j -0.000646023-0.00130767j 0.00526872-0.000173313j 0.00661156-0.00420157j 0.00132828+0.00192319j 0.000724648-3.21048e-05j -0.00244086-0.000364823j 0.00642656+0.00107549j 0.00288329-0.000688804j -0.00550436-0.000131291j -0.00394896-0.00402449j 0.00754665-0.000802969j 0.000249058-0.000921393j -0.0040516+0.00105778j 0.00138071+0.00184374j 0.00318587+0.00165477j -0.000515796-0.00315557j -0.0033523+0.00274065j -0.00311998+0.000285812j -0.00574319-0.000925875j -0.00128767+0.00405875j 0.00564808-0.0041237j 0.00287197+0.00189859j 0.0035488-0.00123652j -0.00126642-0.00455115j -0.00145367+0.000302798j 0.00185807+0.00439454j -0.00173842+0.000810781j 0.00167676-0.00966214j -0.00757414-0.0011107j -0.00360551-0.00548709j -0.000352022-0.00244518j 0.000690345-0.000570811j 0.00445162+0.0025763j -0.00471546-0.00698408j 0.00290068-0.00127309j -0.00207426-0.00611622j 0.00627853+0.000968406j 0.0074283+0.00494377j -0.00545748+0.00508007j 
0.0150172+0.00792614j 0.00767854-0.0134014j 0.00850384+0.00779373j -0.00429914+0.0113016j 0.00363455+0.000184857j 0.00539168-0.000131874j 0.00298536-0.00631847j -0.00288294+0.0022235j 0.00402643-0.00201685j -0.00392297+8.52358e-05j 0.0026594+0.00640471j 0.00461057-0.00113593j -0.00378177-0.00631995j -0.000975328-0.001404j -0.00497369+0.0138712j -0.00607294-0.000295485j 0.00671912+0.00730814j -0.00100391-0.00380239j 0.00212534+0.0017303j -0.00264404-0.00103905j 0.00236491+0.00535976j -0.00102171+0.00517784j 0.00641471+0.00960497j 0.00669536-0.00111736j -0.00151559+0.00163978j 0.00330104-0.00143137j 0.00261535-0.0043546j -0.00188862-0.00167108j 0.000492925+0.00449349j -0.00323449-0.000830162j 0.0023525+0.00356472j 0.00078305+0.00236267j -0.00132117-0.00380639j 0.000175619-0.00378091j 0.0076016-0.00335662j -0.00346106-0.000880627j 0.00215085+0.00106453j 0.0060102+0.00366127j 0.00334619-0.000584603j -0.00715002+0.00700192j 0.00364506-0.00298632j 0.00197615-0.0021374j 4.98546e-05-0.00252896j -0.00553855+0.00300804j -0.00132836-0.00512995j 0.00119455+0.00303479j 0.00217006-9.02088e-05j -0.00685376+0.00106225j -0.00322574-0.00131912j 9.11849e-05-0.00047268j -0.00571244+0.00331102j -0.0044865+0.00153836j 0.00271557+0.00927721j -0.00225814-0.00802166j -0.00111696+0.00480397j -0.00114579-0.0019244j -0.000342839+0.0115108j 0.00624451-0.000989747j -0.00271894+0.00334225j -0.00659671+0.00409728j 0.00326947+0.000287496j -0.00227362+0.00132391j -0.00399901+0.00423842j 0.00110583+0.0022412j -0.000374943-0.000661788j -0.000155585+0.0011059j 0.00182349+0.00836385j 0.00247678-0.00193913j -0.00256737+0.00129166j 0.00283454+0.00385365j -0.000624909+0.00847049j 4.26428e-05+0.003082j 0.0027618-0.00360239j -0.00211231-0.00145373j -0.00159172-0.00275877j -0.00388348+0.00102753j -0.00334475+0.00617151j 0.00577672+0.00263611j 0.00382815-0.00390342j 0.00185456+0.000986326j 0.00922973-0.00408897j 0.00266355+0.00171941j -0.00593562-0.00303509j -0.00434925+0.00124426j 0.00253727-0.00414267j -0.00572742+0.000779089j -0.00322424-0.0010143j 0.000411951-0.00137733j -0.00686022-0.00349109j 0.00261609-0.00773574j 0.00398683+0.0125072j -0.0148862+0.000644497j 
0.00958-0.00115719j -1.09872e-05-0.00930615j 0.00311434+0.0047022j -0.00345052+0.00227634j -0.00321973-0.00441279j -0.00213183-0.00315247j 0.00423579+0.00311731j -0.00421595-0.00056137j 0.00074824+0.00205251j -0.00175449+0.0047955j 0.000690213+0.00176134j 0.00482955+0.00410366j -0.00034657-0.00141568j 0.000310221-0.00270358j 0.00047629-0.000965848j -0.00286295-0.00398319j 0.000741759+0.00413085j -0.00550018-0.00072614j 0.00125763+0.00182084j -0.00492541-0.00081168j 0.00178881+0.00222136j -0.00571869-0.00147132j 0.00185476-0.00272516j -0.00202654+0.00191224j -0.000235958+0.00545209j -0.00496269+0.00899341j 0.00463698+0.00253719j -0.00594382+0.00100863j 0.00645113+0.00519864j -0.00143821-0.00252973j 0.00611215-0.000614275j -0.00168635-0.00159943j -0.00408431+0.000699688j -0.00468043-0.00129903j 0.00354537+0.000374735j 0.00635752-0.00430504j 0.00459391-0.00490931j -0.000841801+0.000965037j 0.0142924-0.00269186j -5.39781e-05+0.00425262j -0.00181035-0.000908867j 0.00162792+0.00218417j 0.00669733+0.00130954j 0.0025045+0.00566873j 0.000775583-0.00201345j -0.00539362+0.00165605j 0.0058379+0.0031083j -0.00248029+0.0012024j 0.00270298-0.00381393j -0.00766869-0.00459744j -0.00467834+0.00213768j 0.00556534+0.00106175j 0.00209437+0.00589706j 0.000327824+0.00400352j -0.00587992+0.000700991j -0.00299769-0.00237662j -0.000959201+0.00271919j 0.00233692+3.33713e-05j 0.00681329+0.0062261j 0.00466304-0.00299136j 0.0073573+0.000102943j -0.00481043-0.00156627j 0.00171592-0.000469094j -0.000364785+0.000878063j 0.00374971+0.00335001j -0.00233141+0.00624491j -0.000707931+0.0024874j 0.0010966-0.00109879j -0.000621937-0.00254735j 0.00577308-0.00124051j 0.00167658+0.00323612j -0.00431559-0.00178522j 0.000230657-0.0012905j -0.00154774-0.00258649j 0.00135568-0.00181092j -0.00427102-0.00111954j 0.000932901+0.00209968j 0.00075514-0.000862409j 0.00345518+0.00264013j 0.000696556-0.000374519j 0.00506924-0.00354199j -0.0060919+0.00140627j -0.00247174-0.00528008j 0.00134949-0.00144517j -0.00144779+0.0031564j 0.00106533+0.00330672j 0.000416248-0.00198406j 0.00175219+0.00125061j -0.00113748-0.00784528j 0.00775388+0.00093482j 0.00539394+0.0115382j -0.0110829+0.00321547j 
-0.00314949+0.002542j 0.00274489+0.00316145j 0.000492042-0.00624476j 0.0051108-0.00238512j -0.00536345-0.00464044j 0.00132183+0.00378176j -0.00117307-0.00191964j 0.00674447-0.0012543j 0.00351294-0.000775295j -0.000646486+0.00850764j -0.00317999-0.00245548j -0.000903174+0.00164287j 3.30525e-05+0.00366872j -0.00552352+0.00353037j -6.97224e-05-0.000517641j -0.00186946-0.000697407j 0.00159338-0.00851077j 0.00210059+0.00488104j -0.000253313+0.0054039j 0.00422159-0.0018618j -0.00331801-0.00178101j 2.42968e-05+0.00269416j 0.00295475+0.00956381j -0.000622747+0.00230337j -0.00161052+0.00123371j 0.000342606+0.00433526j -0.00377321+0.0024297j 0.00512962+0.00759786j -0.0018071-0.00491799j 0.00261299-0.00219771j -0.00544279-0.00233444j 0.00194098-0.00426091j 6.36118e-05-0.00268174j 0.00549477+0.00301088j 0.0060305+0.00124973j -0.006581-0.000388113j -0.00349477-0.00270851j -0.00112796-0.000755858j -0.00633319+0.000139236j -0.00496094+4.12445e-05j -0.000671564+0.00099668j -1.99477e-06+0.00174051j 0.00133503+0.00280298j -0.00249242+0.00445834j 0.00377633+0.000467933j -0.00663039-0.00134642j 0.000328432-0.000131546j 0.00148678+0.00393784j -0.00380884+0.00288867j 0.00149032+0.00107168j 0.0009067-0.00512195j -0.00122539+0.00182954j 0.00614732-0.00100227j 0.00313286-0.00175031j 7.27334e-05-0.00010832j 0.00479441+0.00702488j 0.000801696+0.000736171j -0.00207137-0.00202728j -0.00233031+0.000469702j -0.00157363+0.00383004j -0.00512482-0.00376767j 0.00473296-0.00424514j -0.00216992+0.000429093j 0.0022399-0.00652922j 0.00444145+0.0041796j -0.00518158+0.000831649j 0.00347738-0.000305814j 0.00245735+0.000601583j -0.00220728-0.00094485j -0.00336962-0.00387812j -0.000565401-0.00443627j -0.00082836+0.000561759j 0.00107508-0.00442635j 0.00162164+0.00348515j -0.00139662+0.000964569j -0.00665787-0.000381432j 0.00287612-0.00149798j -0.000550839+0.00263228j -0.000419674-0.00275058j -0.000161731-0.00582426j -0.00386378-0.00309652j 0.00205364+0.00592503j -0.000316956-0.00166287j 0.000898522+0.00162392j 0.00159755+0.000532223j -0.00304584+0.00227166j 0.00260485+0.00386128j -0.00521548+0.00373852j 0.0013731+0.0106956j -0.00846168+0.00267079j -0.00700581-0.00298086j 0.00232037-0.00692059j 
0.00473671+0.00424983j 0.0065266-0.001711j 0.00228008-0.00267967j 0.00428478+0.00169007j -0.0065277-0.00232514j 0.00392216+0.00211423j 0.00314241+0.000412432j 0.00632864-0.00436268j 0.00116779-0.00398695j 0.000510892+0.00043735j -0.000765924+0.00484499j 0.00520481-0.00156856j 0.00133921-0.00260023j -0.00469905-0.00176273j 0.000878957+0.00287182j -0.00368003-0.00306083j 0.00602913+0.00307691j -0.000959651+0.000649322j -0.000173637-0.000414031j 0.00350932+0.00172635j 0.00170212-0.000816657j -0.00355321+0.00595168j 0.00461683+0.00308584j 0.000480786-0.00644914j -0.0062317+0.00235362j -0.00618693+0.00562632j 0.0049886-0.00697613j 0.00288061+0.00343146j 0.00277846-0.00179061j -0.00297684+0.000809209j 0.00321002-0.00119028j -0.00147075+0.00237549j -0.00458521+0.00464278j -0.00137209-3.43829e-05j 0.00664946-0.00506134j 0.000470146+0.00110852j 0.000220509+0.00483451j 0.00462835+0.000909536j 0.00387895+0.00105576j -0.0030358-0.00464068j 0.00277831-0.00028076j 0.00428323+0.000310716j 0.002254+0.00743591j -0.00272503+0.00510296j 0.000275522+0.00168027j -0.00558759+0.00608054j -0.00571402-0.00199993j -0.0060432-0.000114251j 0.00911084+0.00163012j -0.00179855+0.000598812j -0.00315981+0.000588903j -0.00427471-0.00332926j -0.00387748-0.00510493j 0.00103821-0.0132489j -0.00321257-0.00321198j 0.00333619+0.00774364j 0.000404382+0.005372j 0.00638043-0.00242597j 0.00316384-0.00278385j -0.001212+0.00233213j 0.00229773+0.00353919j 0.0053674-0.00321348j -0.000938861+0.00323153j -0.000209242+0.00184515j -0.000483181-0.00177312j -0.000243402+0.00312498j 0.00570322+0.00140374j -0.00924492-0.0059502j 0.00330199-0.00331207j 0.0027897-0.00285831j -0.000678862+0.00442116j 0.00104679+0.00107453j 0.00572085-0.00184145j -0.00115127+0.010253j -0.00164549+0.00119768j 0.00256405+0.00180529j -0.00590181+0.00267888j -0.000725422-0.00118872j 0.000239414-0.0050424j -0.00442936-0.000193558j 0.00151013-0.00411004j 0.00254399+0.0027101j 0.00134464+0.00121809j 0.00522561+0.00198609j 0.00268583+0.0029483j -0.00298176-2.21545e-05j -0.00210305+0.0103257j 0.000978783-0.000545801j -0.00128916+0.000712813j -0.00251276-0.00270038j -0.00505284-6.44437e-05j -0.00498279-0.000630574j 
-0.0102719+0.00183795j 0.00156329+0.00884064j 0.00113583-0.00676175j 0.00485535+0.000452005j 0.00212045+0.00073079j 0.00336767-0.00505413j -0.00228579+0.00021846j 0.00165985-0.00262436j -0.0023195+0.00110813j -0.000371291+0.000548011j 0.000170348-0.00163798j -0.00200263-0.00312476j -0.00348555+0.00337256j -0.000274734+0.00612823j 0.0101973+0.00259483j 0.00321199+0.00873849j -0.000556132-0.00126889j 0.0022605+0.00200476j -0.00244109-0.000252763j 0.00194275+0.000633896j 0.00491141+0.000198276j -0.00302028-0.00472708j 0.00305421+0.00201254j -0.00402068+0.00586229j 0.00475797+0.00416079j -0.00224811-0.00248021j 0.00223366-0.00306527j -0.00270364-0.00171931j 0.00830957-0.00374752j -0.000426233-0.00334402j -0.00201536+0.00137605j 0.00199671+0.00409068j 0.00604684+0.000549363j 0.00685811+0.00486456j 0.00241173+0.00637192j 0.000955424+0.00964868j 0.000717206+0.00533726j 0.00200365+0.0121924j -0.00903806+0.00313058j 0.0016443-0.00270682j 0.0026364+0.000248925j 8.28953e-05-0.00434344j 0.00936932+0.00346877j -0.00445019-0.00461308j -0.00199803+0.000523349j 0.00854779+0.000462824j -0.000398521+0.00374526j 0.000426123-0.00853261j -0.00266706-0.00180408j 0.00207492+0.00239386j 0.0034475+0.000866508j 0.00185312+0.00222595j -0.00164521+0.00692408j 0.00481928+0.00688471j -0.00359359+0.00636764j -0.000541196+0.00174818j -0.00097789+0.00393442j 3.39593e-05-0.000548734j -0.00433224+0.00312094j -0.00585127-0.00440419j -0.0101911-0.00252103j 0.00258231-0.000108117j 0.000794303-0.00174883j -0.00320247-0.00582706j -0.00420364-0.00874161j 0.00642437+0.00138723j -0.0045728-0.000386426j -0.00409576-0.00154301j 0.00388667-0.00363727j 0.0018207-0.00160706j 0.000355758-0.00307372j 0.00162659+0.00149378j 0.00126093-0.00217879j -0.00202747+0.00270868j 0.00152948+0.000941811j 0.000550946-0.00102412j -0.00101861-0.001008j -0.00187901+9.85721e-05j -0.00232933-5.37556e-05j -0.000179937-0.00337205j -0.00539884+0.00192051j 0.0034939+0.00274487j 0.00160993+0.00135186j 0.0020531+0.00165837j -0.00114059-0.00185998j 0.000259019+0.00166581j 0.00467946+0.000542514j -0.00255483+0.00299504j -0.00255342+0.00700724j -0.00424209-0.00196831j -0.0044467-0.00635059j 0.00636189-0.00464037j 
-0.0120506+0.000186559j 0.000219824+0.0124095j -0.00559214-0.00844859j 0.00508609-0.00956566j -0.00603924+0.00385473j -0.00226601-0.00135751j -0.00989087+0.00274888j 0.00133753+0.00234586j 0.00116757-0.00522194j 0.00310179+0.000741195j -0.000630694-0.000412228j 0.00202906-0.000365499j -0.00685391+0.00182503j -0.000915372+0.00862935j -0.00305804-0.000146393j 0.00757463+0.00617985j -0.003454-0.00457995j -0.00349292-0.00340285j 0.000517523+0.0105875j 0.00212973-0.00211758j -0.00859977-0.00504858j 0.00385069-0.00543422j -0.00706236-0.00184399j 0.00374234+0.00282572j 0.000782498-0.00307525j -0.00317014+0.000407985j -0.00623911+0.000869577j 0.00112729-0.00333687j -0.00258701-0.00733153j 0.00485387+0.00467967j -0.00638304-0.00444705j -0.00233793-0.00110704j 0.00190507-0.00435348j 0.0085861+0.00157191j -0.00562261+0.000680436j 0.00819805+0.00766771j -0.0103521+0.00246838j -0.00212306+0.00607929j -0.00119459+0.00373372j 0.00432325-0.00313503j 0.00348372+0.00295387j 0.000744467+0.00228826j -0.00142637+0.00094682j 0.00243699-0.0097778j 0.00102428-0.00138368j 0.000500653-0.00605928j 0.00218837+0.00689114j -0.00309894-0.00572738j -0.00192363-0.00337251j -0.00253409+0.000108214j -0.00243096-0.00741947j 0.00269293-0.00650366j -0.00405958-0.00428135j 0.0033825+3.8822e-05j -0.00187454-0.00203658j -0.00394003+0.00266223j 0.00297872-0.00932265j -0.00301463-0.000952963j 0.00484302-0.00180958j 0.00274312-0.00395437j -0.00377013-0.00206934j -0.00275959+0.00217517j 0.000438945-0.00358715j 0.00323245+0.0014369j -0.000449304+0.00286744j 0.000803245-0.00775393j -0.000261533+0.000200084j -0.00523621+0.00109497j 0.00108577-0.0038278j 0.000399564-0.00273996j -0.00118294-0.0044023j -0.00153784-0.000101315j 0.00160543-0.000289112j 0.000720622-0.000145313j -0.00395621-0.0004022j 0.00281365+0.00166179j -0.00250644-0.00324485j -0.00275522+0.00108877j -0.00340959+0.000725032j -0.00289506+0.00166457j -0.00383207+0.000368311j 0.000965499-1.36754e-05j 0.00266464+0.00432705j 0.00234662+0.00201965j -0.0017367+4.98782e-05j 0.00246982-0.000494666j 0.00601536-0.000281754j -0.00342301+7.01227e-06j -0.000359681+0.00983572j -0.00738622-7.66341e-05j -0.00534634-0.0117913j 0.0121529-0.00350069j 
0.00251836+0.00428015j 0.0037041-0.00209464j 0.00468386-0.000641632j 0.00141012+0.00482431j 0.000193781+0.0029538j -0.00028377-0.00561128j -0.00782408+0.00207108j -0.00247518+0.00179735j 0.0040272+0.00267137j 0.00141963+0.00163907j -0.00776645+0.00592279j 0.00557215+0.00548827j -0.00125512-0.0034822j -0.00570959+0.00321785j 0.00359846+0.00629009j -0.00496897-0.000349957j 0.00459302-0.00110802j -0.00317329-0.00147289j 0.00372418+0.00104633j -0.00222575-0.0034607j -0.0080705-0.00393632j -0.00176946+0.0100392j 0.00390882-0.00600178j 0.00156218-0.00166847j -0.00136452+0.00168758j 0.00108983-0.000268056j 0.000894392-0.00136831j 8.62253e-05-0.00223327j 0.000261847+0.00312792j -0.001961-0.000278828j -0.00552973+0.000483125j 0.00757396-0.00655747j -0.000788231+0.00196396j -0.0028986-0.000546756j -0.000117356+0.00586055j -0.00030316-0.00258494j -0.0014392+0.00106034j -0.000292002+0.00236689j -0.00685621-0.00489038j -0.00339151-0.0101761j 0.00426258+0.000220948j 0.0045439+0.00246689j 0.00379532+0.00168482j -0.00589946+0.00124683j -0.00135503+0.00636103j 0.00134194+0.00287413j -0.00163192-0.00579869j -0.000642038+0.00392392j 0.00189829-0.00319691j -0.000520023-0.00075646j 0.00211519+0.00274525j -0.00211638-0.00270362j -0.00376349-0.00172429j 0.00386279+0.00385421j -0.00278524+0.000986646j 0.000991498+0.00392079j 0.00295579+0.00544854j -0.00196586+0.00141898j -0.00401605+0.0034969j 0.00425364-0.0038283j -0.00300054+0.000985407j -0.00123899-0.0011156j -0.00588186+0.00423304j -0.000613149-0.00190808j 0.000803248+0.00497035j -0.000302608+0.00325277j -0.00290587+0.000660657j 0.00144243-0.000502904j -0.00388029+0.000522303j -0.00447254-0.00295662j 0.00222403-0.00379576j 0.00197619+0.000226021j 0.00195361-0.000365357j 0.00086765+0.00492033j -0.000812291-0.00538105j -0.000221526+0.00238177j -0.00451461-0.00237368j 0.00262212+0.0012878j -0.00452113-3.38318e-05j -6.34051e-05-0.00399493j 0.00428117-0.00497478j -0.000243711-0.00202351j -0.002715-0.000395319j 0.000642324-0.00199309j -0.00211171-0.000693383j -0.000542762+0.00580225j 0.00420711+0.00137021j -0.00117465+0.000215186j -0.00604551+0.00156543j -0.00265898-0.00477739j -0.00202956+0.00380338j -0.0042644-0.00326167j 
0.00594839-3.94329e-05j 4.33945e-05-0.0055147j -0.00271239+0.0037032j -0.000882076-0.00228517j -0.00517432-0.00696571j -0.00410715+0.00470319j -0.000902055-0.00374337j -0.0015817+0.00367922j -0.000690146-0.00713331j 0.000448632-0.000949619j -0.000829354+0.000633108j -0.00278211+0.00480264j -0.00727716+0.000812458j 0.000525945+0.00187223j 0.000302287+0.00708757j 0.000207789-0.0101778j 0.00406433-0.00398883j -0.000170076-0.00374931j -0.00087757-0.00308397j -0.000212673-0.00171848j 0.00374925-0.00332369j -0.00212999+0.00086001j -0.00304308+0.00443662j 0.00102774-0.00207227j 0.000949177-0.00239329j 0.00187772+0.00123829j 0.00153228+2.82804e-05j -0.000822945-0.00308758j 0.00184017-0.0049096j 0.00223494-0.00398528j -0.000733553-0.00554547j 0.00405569-0.000624999j -0.00249643+0.00139081j 0.00427073-0.00694663j 0.00239396-0.00561599j -0.00394658-0.00296244j -0.00346975+0.00206264j 0.00621575+0.00532101j -0.00547108-0.00377556j -0.00554878+0.0030785j -0.00447987-0.00155918j -0.00262816-0.00362513j 0.00541693-0.00021538j -0.000349308-0.00181488j -0.00161403+0.00603278j 0.00333495+0.000642199j -0.00389706-0.00368267j 0.00366864-0.00256928j -0.00128755+0.00190371j 0.0037807+0.00202251j 0.00359518+0.000670313j -0.000776062-0.00437698j 0.00386311-0.00195568j -0.00257879-0.000315113j 0.0075536-0.00060553j 0.00246967-0.00332039j -0.00254074-0.00157233j -0.000764772-0.00238398j -0.00507268+0.000295501j -0.00437804+0.00326607j 0.000336748+0.000351918j 0.000910598+0.00259918j -0.00313472+0.000916007j 0.00673242+0.00134905j -0.00277906+0.00341695j -0.00398553-0.00125118j 0.00304148-0.00343986j -0.00321062+0.0043342j -0.0048251+0.00214754j 0.00241505+0.00336629j -0.00313802+0.000752301j 0.00229262+0.00285405j -0.000934352+0.00793858j -0.000429042-0.00160253j -0.00168444+0.00458459j 0.000315416+0.00113278j 0.005094+0.0038865j 0.00370779-0.000739715j 0.000588667+0.0026259j -0.000560613+0.00349092j 1.77168e-05-0.00196907j -0.000328591+0.0036432j 0.00262954-0.00229873j -0.00409467+0.00488033j 0.0018984+0.000770438j -0.000169502-0.0030457j 0.00210802+0.00342661j -0.00321467+0.00121482j 0.00160126-0.000713586j -7.13162e-06+0.000493032j 0.00177869+0.00355973j -0.00225654+0.00169042j 
