0.0205782+0.012651j -0.0141488+0.0201212j -0.0180703-0.0206572j -0.0186248+0.0136208j 0.000557193-0.00389148j -0.00397108+0.00107521j -0.00261786-0.00960242j 0.00723553-0.0105686j -0.00522322-0.00329144j 0.00601425+0.00395876j -0.00177176-0.00790524j 0.00748246+0.00207791j -0.00132472-0.00388114j 0.00147604-0.0106255j -0.00251796+0.000527017j 0.000486474-0.0015357j 0.00338223+0.00521744j -8.19752e-05+0.000207266j 0.00132627+0.00521775j 0.000922411+0.000811197j 0.00727564-0.00585886j -0.00592059+0.0105249j -0.00859631+0.00381187j -0.00261716+0.00524822j 0.00502153-0.00114887j -0.00477853+0.00156968j 0.00579651-0.00529633j -0.00144281+0.00358972j 0.000354475+0.00728979j 0.00273136+0.000602835j 0.00141574-0.0026896j 0.00106886+0.000648394j -0.00368779-0.00655762j -0.000877236-0.00245901j -0.00646636+0.00304668j -0.00456068+0.000792965j 0.004181+0.00405064j -0.00342207-0.00711567j 0.00864511-0.00254465j 0.00570807+0.00294787j -0.00437009+0.00462941j 0.00235+0.0123748j 0.00320612+0.00527962j -0.00977508+0.0048351j -0.0139557+0.00200912j -0.00143822+0.00199139j 0.00820536+0.00175734j 0.00181562+0.00525791j 0.0191531+0.00679759j -0.00969897+0.0184665j 0.00437366-0.0235353j -0.0238664-0.00666275j 
0.00245868-0.00346922j 0.00308879+0.00290638j 0.000467778-0.00425143j -0.00261495-0.00164663j -0.00563993+0.00206765j -0.0061641-0.00082792j 0.00267591+0.00236214j -0.00333145-0.00399495j -0.00256481-0.00174878j 0.00255061+0.00223392j -0.00151059+0.00169318j -0.00352502-0.00544676j -0.00024063+0.00239967j 0.00620723+0.0085246j -0.00575713-0.00035832j 0.00338409-0.00651674j 0.00463505-0.0013979j -0.00248104-0.00855004j 0.00423852-0.000597585j 0.00169254-0.00228708j 0.00255596+0.00416319j 0.00424835+0.01723j -0.000509376+4.33196e-05j 0.00115505+0.00305989j -0.0034054-0.00250631j -0.0055406-0.00142024j -0.00557234-0.0020738j -0.00410359-0.00328615j -0.00482216-0.00742908j 0.00161949-0.000174195j 0.00186746-0.00481881j 0.00199624-0.00138362j -0.000364864-0.00737594j -0.00369951-0.00511007j 0.000442128-0.00330805j 0.00388721+0.00283754j 0.00197643+0.0019661j -0.00230848-0.00130209j -0.000174674+0.00197379j -0.00559498+0.00215257j 0.000143975-0.00298548j -0.00317504-0.000721105j 0.00317677+0.00192308j 0.00092113-0.00227662j 0.00177401+0.00136741j 0.000269552+0.00103945j -0.00241326-0.00117225j 0.00337131-3.40477e-05j -0.00242886+0.00473676j -0.00691791-2.95704e-05j -0.00102817-0.00410311j -0.00333105+0.00132881j 
0.00331065-0.00687043j 0.00585798+0.00394694j 0.00542762+0.00429476j 0.00031051-0.00550111j -0.00416577-0.00155055j 0.00528454-0.00215798j 0.0089017+0.00575055j -0.00456503+0.00549965j -0.00545499+0.00348506j -0.000798555+0.0115723j 0.00350186-0.00846793j -0.0037802-0.00424724j -0.00273716+0.0127384j -0.00232833+0.013545j -0.00691869-0.00111878j 0.00438218-0.00534936j 0.0100074+0.00503676j -0.00321365-0.000727826j 0.00517065-0.00236896j -0.00316991+0.00145726j 0.00422464-0.00231437j -0.000263282+0.00492702j 0.000332832-0.00332411j -0.00461406+0.0156485j 0.00103447-0.00269382j -0.00318214-0.00331915j -0.0097302+0.0040605j 0.00182993+0.000784647j -0.00700322+0.0135045j -0.00416789-0.00481269j 0.00422248-0.00145603j 0.00316971-0.00206349j -0.000526884-0.0022535j 0.00110699-0.00402279j 0.00744758-0.00521854j 0.00822882-0.00659728j 0.000417563+0.00750335j -0.000931049+0.0111628j -0.00219185-0.00890277j 0.000984218-0.00671008j 0.00106078-0.00227257j -0.00271152+0.00274847j -0.000612907+0.00806707j 0.000829526-0.00370095j 0.0030262-0.00297244j 0.00210111-0.00351008j -0.00510542-0.00157525j 0.00151974-0.00115168j -0.00726481+0.00390157j -0.00719508-0.00646723j -0.00482599-0.00329337j -0.00322813+0.00586592j 
0.00113126-0.00354488j 0.00426788+0.00114201j 0.00528503+0.00180846j 0.00193232-0.00356498j 0.000551328+0.00870955j 0.00846617-0.00465444j 0.000807207+0.00497597j 0.000579155-0.000679353j -0.00146863-0.00294278j 0.00419183+0.0100715j 0.000130561-0.00262085j -0.0066519+0.000895645j -0.00113668-0.000205847j -6.27743e-05+0.00547615j 0.00154461-0.004012j 0.000627068+0.00148107j 0.00193364-0.000577619j -0.000172378+0.000246617j -0.00428569+0.000479327j 0.0059593-0.00078033j 0.0021136+0.011817j 0.0091798+0.00354533j 0.000696896+0.00129824j 0.0046442-0.0081345j -0.00188656-0.00342176j -0.00204391-0.00410367j -0.000119882+0.00158261j 0.00661822-0.00160051j -0.00303543-0.00517202j -0.00708328+0.00516003j -0.00142712-0.00229972j -0.00104397-0.0043459j -0.00290387+0.000566967j 0.00382918+0.00137745j 0.00914272+0.00608226j 0.00646522-0.00508466j 0.0021356+0.00636399j 0.00392884+0.00846966j 0.00616949+8.78634e-05j 0.00484844-0.0108934j 0.00112557-0.00558203j 0.00054181+0.00226122j -0.00802139+0.00100298j 0.00545592+0.00466588j -0.000384417-0.0014465j 0.00248942-0.00232221j -0.00245658+0.00305891j -0.00281024-0.00175837j -0.00334038-2.84776e-05j -0.00303138-0.00738152j -0.00287001+0.00130707j 0.000257058+0.00286757j 
-0.00244374-0.00245732j 0.00121589-0.00201225j 0.000880574+0.00579377j 0.003873+0.00265202j -0.00155606-0.00596366j -0.00381985-0.00142391j 0.0045976+0.000867389j -0.00501943+0.00562888j 0.00244044-0.00310904j -0.00169238-0.0101961j -0.00260327+0.000338058j 0.0062296-0.00485686j -0.000952455+0.00428518j 0.00401228-0.00331964j -0.00291478-0.000273417j 0.00165345-0.00728233j -0.00115224+0.00299242j -0.00181523+0.000767531j 0.00281896-0.00222898j -0.00550691-0.000677745j -0.00621277-0.00623928j -0.00827374-0.00179757j -0.000883041+0.00202202j -0.00175045+0.0079909j 0.00271963+0.00849333j 0.00162302-0.000257782j -0.00521982-0.000552198j -0.000170286-0.00198066j 0.001179+0.00823486j 0.00442034-0.00177645j 0.00179058-0.00169793j -0.0035223+0.00936558j 0.00328583-0.00382866j 0.000231081-0.000485277j -0.00794457-0.00458371j -0.000341992+0.000184868j 0.00185821-0.00379443j -0.0014273-0.000949179j -0.00823295+0.000448926j -0.00830089+0.0120491j 0.00508479-8.73257e-05j -0.00531667-0.00271863j 0.0042219+0.000712073j -0.00356141-0.00708106j 0.000331839+0.000769046j -0.0036636+0.00506315j -0.00217522+0.00110089j 0.00144843+0.00247941j -0.00135977+0.00230233j 0.00330367-0.00233797j 0.000270401-0.00048065j 0.000750086+0.000190062j 
-0.0011935-0.000529014j 0.000144364+7.63998e-05j 0.000660995+0.0018946j -0.00143712+0.00143005j 0.000654821-0.00588889j -0.00196546-0.00475384j -0.000751528-0.00567088j -0.00458427+0.00320892j 0.00278362+0.000386101j -0.00257594-0.00851476j 0.00380578-0.00986239j 0.00626967-0.00930203j 0.00389695+0.00713936j 0.00472658-0.00227233j -0.00164404-0.0109148j 0.00568685-0.00220585j -0.00535608+0.0111441j 0.003822+0.0046518j 0.00438733+0.00140581j -0.0051688-0.00244545j 0.002271-0.00325578j 0.0118717+0.00692366j -0.00347145-0.00327099j 0.00307849-0.00307321j -0.013239+0.000205261j -0.00843896-0.00735755j 0.00128673-0.011054j 0.00101922-0.00193189j 0.00183702-0.015042j -0.00344231-0.00225479j -0.0075301+0.00295205j 0.00538313+0.00172245j -0.00613646+0.000527694j -0.0143171-0.0046631j -0.00223298+0.00714377j -0.00420405+0.00443958j 0.00422428-0.0119139j -0.00283322-0.0098313j 0.0050695+0.00881368j -0.0072404+0.00543647j -0.00259762+0.00310459j -0.00514451+0.00566338j -0.000956592-0.00104377j 0.00149864+0.000666372j -0.00284093+0.00183643j -0.00145249+0.00199821j 0.000677384-0.0020245j -0.00315557-0.00247746j 6.4251e-05-0.000867493j -0.00359471-0.000544374j 0.000155442-0.0011714j -0.00112702-0.00116477j 
-0.00481213-0.00365351j 0.00370769-0.00469452j 0.00471668+0.00319882j 0.00127679-0.00293734j -0.00449698-0.00097691j -0.000728817-0.00260268j 0.000104142+0.00312454j -0.00224242-0.00290695j 0.00360062-0.000446976j 0.00294994-0.00154314j -0.00537355+0.00248307j -0.0060435-0.00163843j 0.00196539-0.00136248j 0.000775172+0.00595561j -0.0073474-0.0060557j 0.00377386-0.00112771j -0.0050522-0.00105866j 0.00276921-0.00226488j -0.00568315+0.00447564j 0.00226259-0.00136582j -0.00164883+0.00258316j 0.00912965+0.010674j -0.00699055-0.000934171j 0.00824577-0.00533927j -0.00322144-0.00171378j -0.00427126+0.00924409j 0.00226242+0.00250974j -0.00701333+0.00187246j -0.00189791-0.0155388j 0.0044978-0.00134113j 0.00329121+0.00424011j 0.000119879-0.00223516j -0.0033331-0.00311653j -0.00100807-0.0011333j 0.00206561+0.00460492j 0.00163909+0.000412936j 0.00118346-0.000142673j -0.00665181-0.00261059j 0.00301377+0.00107947j -0.00341734+0.000447961j -0.00253815-0.000677266j 0.00146755-0.00199117j 0.000780926-0.00233473j 0.00082813-0.00275425j 0.00712558-0.00133864j -0.00131247+0.00293918j -0.00126788-0.00276312j 0.00150585-0.00268788j -0.00506386+0.00198905j -0.00394048-0.000155458j -0.000496171+0.00242264j 0.00285271+0.00135972j 
-0.00257521+0.000436829j -0.00030357-0.0040886j 0.00223781+0.0020877j -0.000666635-0.00456369j 0.00407519-0.00448033j -0.00155822+0.0050679j 3.56713e-05-0.000535542j 0.00370265-1.33244e-05j -0.00147637+0.00900378j -0.00169188+0.000193527j -4.40678e-05-0.000170062j -0.00189555-0.000628102j 0.00395062-0.00255569j -0.00581636+0.00257192j -0.00236243+0.00433378j -0.00378052+0.00200269j 0.00282599-0.00589705j 0.00300949+0.00202011j -0.00420645-0.00316895j 0.00488669-0.00293671j -0.000413841-0.00156703j -0.00242659-0.000152832j 0.00188817-0.00504152j -0.00636534-0.00148238j -0.00301738-0.00793424j 0.00353744+0.00406695j -0.000196797-0.0012807j -0.00639505+0.00257287j -0.00353298-0.00380848j -0.00457683+0.000522423j 0.000545853+0.00572877j 0.000860508-0.012941j -0.00336761-0.00165605j -0.00102364-0.00264277j -0.00112633-0.000116459j 0.00112923-0.00357842j 0.00232922-0.00224734j -0.00648598+0.00261439j 0.000841402-0.000601784j 0.00300121-0.00394512j -0.00155725+0.00126671j 0.00260844-0.00319336j 0.00227-0.00297057j -0.00253955+0.00216634j 0.00267449-0.00082249j 0.00225003-0.00614349j 0.00187932-0.00280989j -0.00149744+0.00399572j -0.00233578-0.00144064j -0.00177866+0.00406072j -0.000191005+0.00359622j 0.00304998+0.000860809j 
0.0064521-0.00115231j 0.00128822+0.00602977j 5.21034e-05-0.00939522j -0.00472372-0.000237705j 0.00377363+0.00707469j -0.000322606-0.00196909j 0.00251884-0.00796355j 0.00451942+0.00138028j -0.00120017+6.16695e-05j -0.00352451+0.00394665j 0.00119723+0.00779729j 0.000936275-0.00200815j 0.00779779-0.00540134j -0.00108784-0.00606297j 0.00223168+0.00535913j 0.00603451+0.00141087j 0.00266292-0.00331794j -0.00632652-0.0111255j 0.00982467+0.00108579j 0.00245352+0.000403657j 0.00509808-0.00114149j -0.00595181+0.00255282j 0.00446105-0.00131491j -0.00737176-0.000851287j -0.00882242-0.00890212j 0.00139336-0.00938655j -0.0119191-0.00176208j -0.00186278-0.00677284j -0.00201925-0.00185845j 0.00460587+0.00566718j -0.00217256+0.00499091j -0.00265343+0.00570158j 0.00725152-0.00811864j -0.00162052-0.000234608j -0.00336238-0.00497857j 0.000891275+0.00345422j 0.00697797-0.00053347j 0.00187838+0.00288443j 0.00196215-0.00162527j -0.00172711+0.00330807j -0.00164645+0.00345139j -0.00123466-0.000154897j -0.00131693+0.00338825j -0.00311337+0.00421237j -0.00415266+0.00197201j 0.00233586+3.16945e-05j -0.00191238-0.000169336j 0.0010979-0.000698279j 0.000908494+0.00280785j -0.00104677+0.000965629j -0.00415703-0.00347228j -0.00390024+0.00357079j 
0.00177007-0.00340827j 0.00433984+0.000692216j 0.0057139+0.00260586j 0.00281375-0.00299665j 0.00640907+0.00494244j 0.00258283-0.0034945j 0.00183677+0.00152641j 0.0069096+0.0039586j -0.00510112-0.00239149j -0.00110624+0.00403442j -0.0091367+0.00602031j -0.000344506+0.00132657j 0.0121845-0.0012487j -0.0064983+0.00376832j -0.0108923-0.00675858j 0.0107479+0.00257846j -0.007214+0.00292133j -0.00688062-0.00087329j 0.00383686+0.00507232j 0.00478276-0.00215563j -0.00720132-0.00265107j 0.00133817+0.00180931j 0.00162276-0.00370836j -0.000586392+0.00254788j -0.0119001-0.00387714j -0.000488238+0.00172463j -0.00373802+0.00625231j -0.0078228+0.000440215j -0.00157407-0.00142662j -0.000629806-0.000552616j -0.00271095+0.0147355j -0.00504373+0.00462405j 0.003402-0.00395493j 4.80098e-05+0.00170247j -0.000255232+0.00617871j 0.00310482-0.00443552j 0.00972725-0.00080308j -0.00206837+0.0108459j 0.00212948-0.00282674j 0.000350539+0.00217463j 0.00253149+0.00058994j -0.00031578-0.00517655j -0.0120642+0.00126402j -0.00327632+0.00195843j -0.00025754-0.00356888j 0.000663655-0.00263895j -0.0077874+0.00289727j -0.00119783+0.00313339j -0.00663405+0.00245622j 0.00376526-0.00424848j -0.00241419+0.00145796j 0.0013828+0.00322573j 
-0.00192051-0.000286049j 0.00116608-0.00127524j -0.00325441+0.000265604j 0.00320813-0.00200684j -0.00282282+0.00543395j -0.00381575+0.00337546j 0.0023959+0.000740001j -0.00673408+0.00415442j -0.00486822+0.00316825j 0.000839229+0.0014991j 0.00583349-0.000808032j -0.00657679+0.00526217j -0.00408538+0.00219074j 0.00343709+0.00472292j -0.0124333-0.00240629j 0.00348787+0.00831832j -0.00479186+0.00341033j 0.000927322-0.00191865j -0.00220101+0.00864147j 0.00357704-0.00236869j 0.00209481-0.00882005j 0.00437256+0.00371643j -0.00297233-0.00324098j 0.00455468+0.00835217j 0.00762364-0.00201081j -0.00602785+0.00797986j -0.00320552+0.00611168j -0.00492598+0.00253039j 0.00574111+0.00351811j 0.00385588-0.00430616j 0.00260903+0.00158282j 0.0049872+0.00341693j -0.000730302-0.00135399j 0.00190883-0.00485698j -0.000431397-0.000889971j -0.0016616-0.00365689j -0.00479664+0.00170348j -0.00392661+0.00322849j 0.00358738-0.00142672j 0.00114107+0.00414466j 0.000519628-0.00181977j 0.00153233-0.00136674j -0.00151415-0.000910799j 0.00523552-0.0020232j -0.000434279-0.00139707j -0.00560374-0.000414203j -0.00451278+0.00343969j 0.000352559-0.00321691j -0.00431789-7.31528e-05j 0.00499757-0.000869712j 0.00218356+0.000722899j 0.00136621-0.00150898j 
-0.000548668+0.0040559j -0.00439568+0.00152678j -0.00664054-0.00279386j 0.00954245+0.00536425j 0.000235937+3.87964e-05j -0.00303184-0.00447645j -0.00402738+0.00159944j -0.00946279-0.000713366j -0.00111627-0.00167928j 0.000855566+0.000278667j -0.00615165+0.00222615j 0.00294355+0.00262103j -0.00636374+0.00563276j -0.00116201-0.000893305j -0.00731855-0.00896825j 0.00382546-0.00307928j -0.00601768+0.00712659j -0.0030316+0.00230581j -0.0008419-0.0022595j -0.00748795-0.00385647j 0.00393531+0.00342628j 0.000876761+0.00126611j -0.000310837-0.000796322j 0.00784855-0.00666171j 0.00346097+0.00165807j 0.000878328-0.00381553j 0.0141229+0.00320733j 0.00454799-0.00491802j 0.00387551-0.00121503j 0.00293984-0.0114423j -0.00244475-0.00626881j -0.00059601+0.00297609j 0.00328285+0.00844116j 0.00199826+0.00472227j 0.00704038+0.00263045j -0.000360554-0.00121663j -0.00331453+0.0052648j 0.00412366-0.000359148j 0.00243923+0.00288677j 0.000836327-0.00148281j -0.00141659-0.000708046j 0.00696831+0.000980234j 0.00248301+0.00212912j 0.0015208+0.000511741j 0.00427162-0.000360802j 0.00146948-0.00468533j 0.003045+0.00177677j -0.00118608-0.00239374j 0.00650223-0.00344202j 0.000315617+0.00147854j 0.00686155-0.00148438j -0.00116105-0.00580645j 
-0.0073863-0.00191999j 0.00171352-0.00713497j 0.00272225+0.0138864j 0.00460563-0.0019216j 0.000107093-0.00863366j 0.00214343-0.00379031j -0.000157905+0.00996276j -0.00131393+0.00100282j 0.00229317-0.00433473j 0.00518582+0.000252965j -0.00587181+0.00158552j -0.00406347-0.00255131j -0.0016515+0.000921405j 0.000260545+0.00345249j 0.0080579-0.00271952j -1.81602e-05-0.00329346j 0.000394019-0.00343011j 0.00219438+0.00359192j -0.000815265-0.00171887j -0.000279844+0.00646291j 0.000626203+0.0106493j 0.00460333-0.00507214j -0.00506793+0.00536866j 0.0108952-0.00198203j 0.00299132+0.00489428j 0.00448135+0.00472449j 0.00320001-0.00041236j -0.000759611+0.00177877j -0.00530723-0.00147075j -0.00130266-0.00198101j -0.00240465-0.000653369j 0.00299521+0.000629005j 0.00147365+0.005221j 0.00136012-6.64503e-06j 0.00794973+0.00415176j -5.88268e-05+0.000816948j -0.00274416+0.00396347j 0.00207581-0.00059087j -0.000897265-0.00254158j -0.00315249-0.00214824j 0.00442512+0.000169392j -3.071e-05+0.00504244j -0.00317239-0.00281908j 0.00312182-0.00206795j 0.00316509-0.00257033j -0.000522846+0.00101857j -0.000958156+0.00209198j -0.00347049-0.00356281j -0.00187723-0.00243762j 0.00165995-0.00520451j 0.000990801+0.00594405j 0.00621523-0.000815507j 
0.00104212+0.000485748j -0.00139977+0.000544233j -0.00191549-0.0013422j 0.00191108+0.000192505j -0.000517079-0.00154432j 0.00182081-0.00392569j 0.00376795+0.00490843j -0.00309277+0.00332148j 0.00461947-0.00526472j 0.00184576+0.000266569j -0.00919705+0.0125386j -0.00079994+0.00128364j 0.00321266-0.00828183j -0.0077833-0.00797394j -0.00588838-0.00689979j 0.00959099-0.000506512j -0.00504676-0.00416312j -0.00274726-0.00222765j 0.00689399+0.00260752j 0.00235989-0.00326392j 0.00167381+0.00206412j -0.00505927+0.000749106j -0.00976095+0.00486775j 0.00574746-0.00633181j -0.00247457-0.00187365j 0.00736332+0.00400659j -0.000620677+0.00252296j -0.0072038-0.00584393j -0.000824582-0.00447087j 0.00916056-0.00121643j 0.00236054+0.00711109j -0.00792361+0.00892629j 0.00605206-0.00273834j 0.00594077+0.00569148j -0.0024691+0.00625002j -0.00292294-0.0020095j 0.00410291+0.00271389j -0.00170865+0.00305764j 0.0022375-0.00509483j 0.000838472-0.000205618j -0.00403794+0.00332005j 0.00136208+0.00166074j -0.000124635+0.00449129j -0.000814149-0.00127639j -0.000568989-0.00186897j -0.000363461-0.000799066j -0.00206816+0.00152125j -0.00108597-0.00229804j 0.00280304+0.00262377j 0.000789296+0.00122806j 0.000213111-0.000318219j -0.000667023+0.000436463j 
-0.00266555-0.00110669j 0.001372-0.00323761j 0.00126392+0.00385616j 0.00144924+0.000487498j 0.00144281+0.00378792j -3.55721e-05-0.00124314j 0.000498903+0.00430929j 0.00231959-0.00103391j -0.000122048-0.00183982j 0.00154306-0.00253026j -0.00182962+0.00959907j -0.00656397-0.0027789j -0.000825295-0.00494333j -0.00177288+0.00189733j 0.00622796+0.00223839j 0.000429798+0.00476418j -0.000318514-0.00802356j 0.000698722-0.000405158j 0.00579488-0.000685818j 0.00504843+0.00158925j 0.00238011+0.00794779j 0.00409752+0.000675668j -0.00154651+0.00524703j 0.00623698-0.00386529j -0.00509126-0.00092742j 0.00569275+0.00132926j -0.00349757-0.000388037j -0.000916459-0.000746986j -0.00593815-0.0041494j 0.00503254+0.00238966j -0.00203352+0.00263701j 0.00206319+0.00344968j 0.00523244+0.00250009j 0.00393036+0.000500354j 0.00324332+0.000519221j -0.00356059+0.00230465j -0.00278256+0.00231855j 0.00538493-0.000529363j -0.00301143-0.00123146j -0.00109872-0.000267387j 0.00454788+0.00199138j -0.00181872+0.00234738j -0.00427393-0.00134881j 0.00138521+0.00136344j -0.00238442-0.00112006j 0.00247031+0.000417378j -0.000853602+0.0041107j -0.00295158+0.000394866j -9.1567e-05-9.17192e-05j 0.00191141-0.00304856j 0.000797203+0.00353181j 0.00344272-0.000694593j 
-0.00148727-0.00114615j 0.000577015-0.00193532j -0.00082916-0.000209632j -0.00297393+0.000584201j -0.00387062-0.00503434j -0.00150408-0.00455202j 0.00288108+0.00185735j -0.00439792-0.00388862j 0.00109062+0.0017579j 0.004087+0.000425561j 0.00355541+0.00450974j -0.003441-0.00575321j -0.00384495-0.000232654j 0.000856515-0.00101241j -0.000886305+0.00421387j -0.00257333-0.00318536j 0.00346428-0.00559269j 0.00383461-0.00589946j -0.00668396-0.00142517j 0.00261102-0.0066585j 0.000454409-0.00125089j 0.0002585+0.00945494j -0.00910111+0.00336407j -0.000254456-0.00814371j 0.00451557-0.0015328j 0.00265344+0.00325156j -0.00380413+0.000926407j -0.00216989-0.00152688j -0.00327857-0.00493357j 0.00468748+0.00369813j 0.00578216-0.00452781j -0.00247939-0.00785997j -0.00312465-0.00346619j -7.71988e-05+0.000884546j -0.00336972-0.00316147j 0.00232853-0.00296714j -0.00302447-0.00190186j -0.00316935-0.0029643j -0.00413648+0.00483542j -0.00282832+0.000920678j 8.23769e-05+0.000847907j -0.0037432-0.000950279j 0.00441625-0.00192299j -0.00143208-8.85518e-05j 0.00263144-0.000689066j -0.00416242+0.00341789j -0.00227442-0.00205048j 0.00200129-0.000201056j -0.0030482+0.00170784j -0.00343624+0.00136141j -0.000948679-0.000316077j -0.000535361+0.00184713j 
-0.00217558+0.00230092j -0.00335511-0.00268948j -0.00255423-0.00099828j -0.00335064+0.00440049j -0.00361691-0.00591594j -0.000222546+0.00176585j -0.000643773-0.00257861j -0.00118663-0.00561041j 0.0087421+0.00142542j -0.00102715-0.0110746j 0.000261868+0.00114868j -0.000189891+0.00303557j -0.0066097-0.00670412j -0.001326-0.004843j 0.00126509+0.00662751j -0.00489234+0.00645007j 0.000358633-0.00898618j 0.00823224-0.000746285j -0.00426289+0.0025589j -4.89239e-05-0.00115988j 0.00432587+0.00137228j -0.00381715+7.00062e-06j -0.00611693+0.00261423j 0.00314549-0.00424748j 0.00637049+0.00302601j 0.00658711+0.0117017j 0.00138751-0.00283357j -0.00514397+0.00532563j 0.00132056-0.00096952j 0.0057492+0.00250601j 0.00448342-0.000924393j 0.00326196-0.000784214j -0.000805643-4.97777e-05j 0.00550632-0.0028384j -0.00425406+0.00134428j -0.00661704+0.00213824j -0.00468979+0.00167012j -0.00404802-0.00597959j 0.00279978-0.000562783j 0.000615961-0.000142116j -0.00199852+0.00513057j -0.00246031+0.00099836j 0.00480256-0.00359192j -2.25275e-05-0.0031224j 0.000121012+0.00311889j -0.00187534+0.00265784j 0.00538104-0.0014696j 0.000497333+0.00245234j 0.00323675-0.000475858j -0.000371826+0.00612707j 0.00268465-0.00100385j -0.00121007-0.00246332j 
-0.00633292-0.00311498j 0.0023938-0.0049271j -0.000166075+0.010158j 0.00767955-0.00287648j 0.0103774-0.00197121j -0.000137077-0.00694002j 0.000337962+0.00326961j -0.00706612+0.0024271j -0.000357942+0.000641033j -0.00279668+0.00360895j 0.00269564+0.00343278j -0.0104057-0.00488039j 0.00304142-0.0034303j 0.00603408+0.000547401j 0.00442986+0.00263321j -0.00408907-0.00375236j 0.00037189-0.00938926j -0.00383729-0.00209745j 0.0104445-0.00526228j 0.00399789+0.000961752j 0.00421708+0.00321188j 0.00686766+0.000351041j 0.00231761-0.000200762j -0.000292172+0.00742092j -0.00673928-0.00669643j -0.00250058-0.00879265j -0.0143339-0.00256666j 0.00377041-0.00176935j -0.00372119-0.00612442j 0.00090886+0.00471686j -0.0057617-0.00148662j 0.00197386+0.00549445j 0.00693326-0.00206787j -0.00198438-0.00413058j 0.00279715-0.00481586j 0.000546493+0.00502442j -0.000147573+0.00358464j 0.00408765+0.00698161j -0.00339718-0.0013712j 0.00215532+0.00976877j -0.000434871-0.00291326j -0.000808251+0.000648138j -0.00242173-0.000896762j 0.000295805+0.00362457j -0.000133718-0.000964881j 0.0058077-0.00249615j 0.000198587+0.00314639j 0.000217025+3.89123e-05j -0.00195581-0.00175033j 0.00176647-0.00795439j 0.00316492+0.00590219j 0.00721616-0.00237478j 
0.0056592+0.00110471j -0.00215571+0.00525259j -0.00513348-0.00665445j -0.00475728+0.00074348j -0.00649564+0.00246727j -0.00371608+0.0069218j 0.00571768-0.00260333j -0.00144041+0.00527461j 0.00208276-0.00235634j -0.000782933-0.00155495j 0.00281713-0.00284203j 0.000901605+0.0021514j -0.000556116-0.00481403j -0.00276246-0.00363733j 0.00144492-0.00142485j 0.00331322+0.00420698j 0.000559868+0.000506399j 0.00454836+0.000383929j 0.00955138+0.00404108j 0.00115519+0.000154082j 0.00631337-0.0014307j -0.000502709+0.000977696j -0.00274591+0.00106362j 0.000742488+0.00615798j 0.0023867-0.000938662j -0.00202655+0.000189186j 0.00111553-0.00369193j -0.00107235+0.00180649j 0.00203818+0.005724j 0.00393321-0.00184719j 0.000159564-0.00125225j 0.00154104+0.00446374j 0.000987318-0.0014485j 0.00173437-0.00200485j -0.00222224+0.000192095j -0.0066324+0.00329773j -0.00406074+0.00304387j -0.000561803-0.00373652j 0.0028826-0.0039092j 0.00197601-0.000493894j -0.00334458-0.000117295j -0.00105952+0.00512434j 0.00113684+0.00039669j -0.000626629-0.00340098j -0.0037315+0.00115095j 0.000229181+0.00131556j -0.000377246+0.000431766j 0.00179298-0.0042266j 0.00705801+0.00701997j -0.00453118+0.00517492j -0.00197442-0.00672421j -0.00677244+0.00111028j 
0.00253538+0.00512309j -0.00532086+0.00392995j -0.00783675-0.00334985j -0.00546795+0.00488113j 0.000822813-0.0128351j -0.00338098+0.00200668j -0.0133761-0.0116495j 0.00140747-0.00119225j 0.00998239-0.00233372j 0.00150005-0.00117597j 0.00410167-0.0148797j 0.00987412+0.0081984j -0.00173199-0.0088054j 8.72553e-05-0.00878736j 0.00220669+0.00679661j -0.00124613+0.00227319j 0.00185275+0.00117843j 0.00782166+0.00349888j -0.00139849+0.00090051j 0.00253071+0.00659264j 0.00699921-0.00559466j -0.00651553-0.0113481j -0.00533998-0.00477294j -0.00309909+0.00874779j 0.00657644-0.00146857j -0.00115215-0.00100323j -0.00101074-0.00561803j -0.000581221+0.00650899j 0.0073613+0.00869723j -0.00187471+0.00556115j 0.00185172+0.00232146j 0.00279572+0.00271709j 0.00274026-0.000968491j -0.00153962-0.00788861j -0.00426521+0.0017533j -0.000677511+0.0037769j -0.00263435+0.00301706j 0.000596526-0.00367639j 0.00853052-0.00422161j 0.00466379+0.0051823j -0.00335957+0.00835143j 0.000248377+0.00578697j 0.00305789-0.00187122j -0.00181272-0.000530624j -0.00341031+0.00604723j -0.00438787+0.00268016j 0.00681324-0.00088764j -0.000936627-0.000222972j 0.00758035-0.00114423j 0.00134556+0.00906632j 0.00239094-0.00613818j -0.0055759-0.00403985j 
