0.0205782+0.012651j -0.0141488+0.0201212j -0.0180703-0.0206572j -0.0186248+0.0136208j 0.000557193-0.00389148j -0.00397108+0.00107521j -0.00261786-0.00960242j 0.00723553-0.0105686j -0.00522322-0.00329144j 0.00601425+0.00395876j -0.00177176-0.00790524j 0.00748246+0.00207791j -0.00132472-0.00388114j 0.00147604-0.0106255j -0.00251796+0.000527017j 0.000486474-0.0015357j 0.00338223+0.00521744j -8.19752e-05+0.000207266j 0.00132627+0.00521775j 0.000922411+0.000811197j 0.00727564-0.00585886j -0.00592059+0.0105249j -0.00859631+0.00381187j -0.00261716+0.00524822j 0.00502153-0.00114887j -0.00477853+0.00156968j 0.00579651-0.00529633j -0.00144281+0.00358972j 0.000354475+0.00728979j 0.00273136+0.000602835j 0.00141574-0.0026896j 0.00106886+0.000648394j -0.00368779-0.00655762j -0.000877236-0.00245901j -0.00646636+0.00304668j -0.00456068+0.000792965j 0.004181+0.00405064j -0.00342207-0.00711567j 0.00864511-0.00254465j 0.00570807+0.00294787j -0.00437009+0.00462941j 0.00235+0.0123748j 0.00320612+0.00527962j -0.00977508+0.0048351j -0.0139557+0.00200912j -0.00143822+0.00199139j 0.00820536+0.00175734j 0.00181562+0.00525791j 0.0191531+0.00679759j -0.00969897+0.0184665j 0.00437366-0.0235353j -0.0238664-0.00666275j 
0.00884493-0.0041561j 0.00339973+0.00950879j 0.00266761-0.0100824j -0.0114616-0.00375228j -0.000608958+0.00648684j 0.0124397-0.00312396j 0.0034405+0.00652874j 0.00422696-0.00629457j -0.0111487-0.00063696j 0.00358874+0.0173768j 0.000666541+0.0040925j -0.0101489+0.000918283j 0.00421736+0.00617269j 0.00447697+0.00370649j 0.00904274-0.00564644j -0.000210827-0.0070683j 0.00277218-0.00273475j -0.00698435-0.0109871j -0.00728449+0.00337792j -0.00284481+0.00128998j -0.00160563-8.6801e-05j -0.00284522-0.00683202j -0.00438198+0.0107388j -0.00332393+0.00487429j -0.000250187+0.00371721j -0.00396423+0.00271784j -0.00650063+0.00367225j -0.00198134-0.00636806j 0.00236542-0.00676511j -0.00198473-0.0121812j 0.00309207+0.0096224j -0.00537347-5.19565e-05j -0.0149088-0.00352454j -0.00588986+0.000297057j -0.00669923-0.00186705j 0.00059319+0.00108471j 0.00326529-0.00210806j -0.011306-0.00392828j -0.0073481-0.0141093j 0.00138858-0.000635496j 0.00155861-7.2266e-05j -0.00704273+0.0030457j -0.0074004+0.0102311j -0.00251352+0.00821508j -0.00140772-0.00545943j 0.00742986+0.0039484j 0.000279708-0.00999213j 0.00928385+0.00145732j -0.0042205+0.0100241j -0.0127173-0.00120729j -0.00720401-0.0094805j -0.00775265+0.00708209j 
0.0213436-0.00624752j 0.00663756+0.0217509j 0.000534594-0.0179529j -0.0174933-0.00223071j -0.00682952+0.0176358j 0.0134923+0.00143667j 0.00886914-0.00504564j 0.010113+0.00721028j -0.00441388-0.00792575j 0.00340962+0.00805869j 0.00723256+0.00352742j -0.000453429-0.00171849j 0.0027847-0.0012865j -0.00795886-0.00538235j 0.0022717-0.00531036j 0.0055957+0.000298219j 0.0111569+0.00691753j -0.00369028-0.00126802j -0.00467135+0.00625464j 0.00807639-0.00414173j 0.00242159+0.00593639j -0.00314035+0.00365812j -0.00321657+0.00760142j 0.00126883-0.0063952j 0.00292676+0.00182595j -0.00732666-0.000704939j -0.000520142+0.00588648j -0.00130967-0.0106759j -0.00609596+0.00845861j -0.00843817-0.00138262j 0.00288146-0.00327983j -0.00176912-0.000959376j -0.00827082-0.00733727j -0.0022637+0.0021083j -0.00985342+0.00200512j 0.00595471-0.000216662j 0.0071049+0.000276575j -0.00553808+0.00222776j -0.000335229-0.0107651j -0.00382222-0.0137758j -0.000176603-0.00262865j -0.00947634+0.0055038j -0.007067+0.00841045j 0.00542071-0.000513746j -0.00709754-0.0054978j -0.00939563-0.00408178j -0.00750825+0.00277835j 0.00290049-0.000675074j -0.0071938+0.0146058j -0.0120473-0.00234514j -0.012307-0.0185684j -0.0180132+0.0114717j 
-0.00200655-0.00316699j 0.00352905-0.000831914j 0.00025536+0.00192399j 0.000682736+0.000166493j -0.00768014-0.0042411j -0.00709177+0.00553367j -0.00369878-0.00483738j 0.000268473+0.00264931j -0.00604437-0.0016771j 0.000727549+0.00644769j 0.00472701+0.00585138j 0.00261424-0.00285085j -0.000273741+0.00373212j -0.00131566-0.00139454j 0.0071469+0.000254586j 0.00235312+0.0022505j 0.00135109+0.00353502j 0.00526228-0.00555639j -0.00118146+0.000529263j 0.00903593-0.00303705j -0.00159817-0.000893869j -0.00070268-0.00932679j -0.00163475-0.00659981j 0.00396158-0.0033823j 0.00154333-0.00622233j -0.00154939-0.00243702j -0.00707128+0.000380227j -0.00861594-0.00504154j -0.000490225-0.00238325j 0.000955967-0.00358045j 0.0060808+0.00588351j -0.00148007+0.00110205j 0.00189488-0.00034309j 0.000347727-0.00570625j 0.00273658-0.00573262j 0.00296494-0.00429503j -0.003016-0.00292294j 0.00313486+0.000413772j 0.00355267-0.00174557j -0.00764798-0.00289799j 0.00971076+0.00379865j -0.00384793-0.00336959j -0.00103-0.00682782j 0.00260287-0.00130131j -0.00315747+0.00158264j -0.00131115+0.00538649j -0.00359293+0.000595699j -0.00253883-0.00333888j 0.002268+0.00301404j -0.00652506+0.00568926j -0.00223311+0.00181091j 0.00265811+0.00288058j 
-0.0114678+0.00684729j -0.00563616-0.0119232j -0.00130555+0.0064902j 0.00481532+0.00375183j 0.0123203-0.0053053j -0.00511014-0.00357063j -0.00942633-0.00214574j 0.0002091+0.000361857j 0.0105873+0.00713261j 0.000253119-0.0194008j -0.00449488+0.00113776j 0.00632294-0.00231273j -0.000305209+0.00538389j -0.00311204+0.00176057j -0.00403899-0.00132155j -0.00394948-0.00182359j -0.0147806-0.00175921j -0.00373874+0.00869478j 0.00203203-0.00225745j -0.0107661+0.0046274j -0.00299984-0.00920632j 0.00223737+0.00543494j 0.00242857+0.00158964j -0.000647899+0.00465487j 0.00370719+0.00399694j 0.00227405-0.00077477j -0.00252704-0.00070595j 0.00825283+0.0140862j -0.000720323-0.00377779j -1.46164e-05+0.013897j 0.00332751-0.00618467j 0.0028391-0.00378138j 0.0111609+0.00676335j -0.000150237+0.00016099j 0.00910767+0.00282636j -0.00543665+0.00196693j 0.000513093+0.00372956j 0.00875823-0.00281542j 0.00273695+0.012057j 0.00647279+0.00873766j -0.0018346-0.0013193j 0.0148583-0.0028584j 0.00541544-0.00673064j 5.25762e-05-0.000352998j 0.00691072+0.00236048j 0.00624306+0.000603516j 3.36592e-05-0.00566145j -0.00592289-0.00695986j 0.00386625-0.00887742j 0.00770511-0.00425068j 0.00601193+0.0103112j 0.00896472-0.00764311j 
-0.0106364+0.000184422j 0.00102345-0.00758435j 0.000150651+0.00287798j -0.000101393-0.00102822j -0.00751059-0.0086889j -0.00901748+0.00134081j -0.0094325-0.00178202j -0.00626559-0.00661759j 0.0113013+0.00939482j 0.00152033-0.013718j 0.000824985-0.00874847j -0.00313479+0.00512626j -0.000302154-0.00501147j 0.00604637+0.0088598j -0.0118642-0.000689806j -0.00331849-0.00551212j -0.00914002-0.00976738j -0.000754434+0.0054345j 0.0122679-0.00329526j -0.00982629+0.00650394j 0.00348747-0.00284031j -0.000835834-0.00165446j 0.00539487-0.0073375j -0.0023431+0.00334718j 0.00256602-0.0026086j 0.013135+0.00162726j -0.000850498-0.00769272j 0.00203295-0.00544843j 0.00915763-0.00851436j 0.00675858-0.00161431j 0.00375335+0.00195188j -0.00408763-0.00697972j 0.000330728+0.0025396j 0.00376644-0.000817088j 0.00924083+0.00524763j 0.00461151+0.00120925j -0.00271986-0.00282784j 0.00483206-0.0113749j 0.00311626+0.00683292j 0.0116864-0.00052387j 0.00156254+0.00321209j 0.00415656+0.00274249j 0.0106051-0.00611336j -0.00370795-0.00372914j 0.0133141-0.00258363j 0.00547149-0.00319619j 0.0070481-0.00911258j 0.00611593+0.00232807j 0.00066377-0.00638764j 0.00294559+0.00337833j 0.00786314+0.00550473j 0.00792899-0.00745218j 
-0.0046655-0.000198562j -0.000921166-0.00351418j 0.00201665+0.0133246j 0.0108666-0.0035545j 0.00271718+0.00235805j 0.00557864-0.00148534j -0.000652769+0.000851721j -0.000253436-0.00386942j -0.00615532+0.000184732j 0.00241788+0.00607087j -0.00150126-0.0064282j 0.000192872+0.00123023j -0.00466351-0.00206919j 0.00588103-0.00304382j -0.00764839+0.00370599j 0.000717773+0.00561893j -0.00192769+0.00304802j -0.00510872+0.00668464j -0.0103018-0.00576689j -0.00159049-0.00144008j -0.00558809+0.000621689j -0.00310614+0.0014585j 0.00434062+0.00133187j 0.00403927-0.00329734j -0.0030817+0.000848506j 0.000944736-0.00085181j -0.000402325+0.00929729j 0.0019613+0.00464221j -0.00108259-0.00428154j 0.00322293+0.0073617j -0.00736745+0.00113899j -0.00240411+0.00713399j 0.00632381+0.00314734j -0.00151386+0.00860493j 0.00212914-0.00715918j -0.00398336+0.00370444j -0.00296755-0.00291865j -0.000506575+0.00246821j -0.00507602+0.000609571j -0.00617007+0.0108555j 0.00225877+0.00156789j -0.0022737-0.00691481j -0.00639791-0.000203418j 0.000601479-0.000125249j -0.00246031-0.00935032j 0.00583198+0.000831973j 0.005162+0.00315543j 0.00365121+0.0096992j 0.000675472-0.00511861j 0.00917679+0.000392796j 0.00345+0.00177024j 0.00420244-0.000947749j 
0.0137798+0.00529202j -0.00617479+0.0135174j -0.00563282-0.00665987j -0.00609607+0.00450395j 0.0079658+0.00593783j 0.00661021-0.00370754j -0.00333146-0.00155901j 0.00425917+0.00192715j -0.00301594-0.00554053j -0.00131015+0.0074907j -0.00649576-0.000131993j -0.00661112-0.00143111j -0.00114413-0.00247206j -0.00942351-0.00485483j 0.0023519-0.00728834j -0.00182018-0.00585007j -0.00633586+0.00520954j -0.000263192+0.00116716j -0.00180412+0.00412007j -0.000409966+0.00224104j 0.00042262-0.00581985j 0.00208505+0.00157944j -0.00966527+0.00689465j -0.0025503+0.00662742j 0.0019211+0.00114625j -0.00470216-0.000479862j 0.00661615+0.00305247j 0.00636231+0.00751184j -0.000196607-0.00040622j 0.000413201-0.00617057j 0.00499399-0.000314422j -0.00032642-0.00353141j -0.00119154+0.000346224j 0.00111678+0.00275937j -0.00200879-0.005121j -0.00462194-0.00603013j -0.00393794+0.00322065j -0.00251407+0.000533567j -0.00590361-0.0027633j 0.00205403+0.000964909j -0.00439432-0.0021684j 0.00155324-0.00303232j -0.00304964+0.00515813j -0.00528764+0.00448179j -0.0145499-0.00249891j 0.00353367-0.000582066j -0.00185076-0.000331105j -0.00175832+0.0016367j 0.00874331+0.0058876j -0.00906083+0.00921993j -0.000760702-0.0125116j -0.0124953+0.000722565j 
0.014128+0.00102584j -0.00315071+0.0123547j -0.0011794-0.0108259j -0.00712533-0.000649825j -0.000856861+0.005833j 0.00634443-0.00127338j 0.00798849+0.00268913j -0.000120755+0.00285458j -0.00458139-0.00095594j 0.00405857+0.0119567j 0.00250867-0.00398965j -0.00197661-0.000570623j -0.00915287-0.00713198j 0.00341718-0.00620815j 0.00840223-0.00199753j 0.0034732-0.00811578j 0.00347366+0.00480592j -0.00152086-0.000690989j -0.00313604+0.00120595j 0.000224934-0.00148511j -0.000386993+0.00123075j -0.00227826+0.00519689j -0.00215076+0.0074113j 0.000257162-0.00449731j -0.00217188+0.00311009j -0.00362095-0.000479381j 0.00494564-0.0080479j 0.00230863+0.00289587j 0.00534876+0.000674215j -0.0112653-0.000849471j -0.0026744+0.00116917j -0.00144663+0.00651979j -0.00251209-0.0069878j 9.10478e-05+0.00304136j -0.00932668-0.000278058j 0.00266973-0.00721683j 0.00579324+0.00442185j -0.00720224+0.00257485j 0.00644039-0.00794911j -0.00258657-0.00275943j -0.00301274+0.00180376j -0.00248642-0.00361789j 0.00231889+0.00687478j -0.00265878-0.00271906j -0.011946+0.00135192j 0.00730721+0.00269815j 0.000475739-0.00245522j -0.000255542+0.0072056j 0.00754196+0.0087351j -0.0113096+0.0116382j -0.00443174-0.0136773j -0.0151861+0.00485756j 
-0.00635111-0.00472467j 0.00572383-0.00571357j 0.00624908-0.0023132j -0.00128872-0.00247522j -0.00343858-0.00894439j -0.00161672+0.0064761j -0.0110671+0.00907249j 0.00335163-0.00671509j 0.00875126-0.0015852j -0.00121635-0.0041303j -0.00920131+0.0174478j -0.0137383+0.0175008j -0.00234707-0.0102447j -0.0100799+0.00288937j -0.00999087-0.00419407j 0.00326305-0.00285167j -0.00821443+0.00124435j 0.00354802-0.0126682j 0.0122103-0.00475088j 0.00736394-0.00384208j -0.00686165+0.00418377j 0.0174659+0.00740595j -0.00165962+0.0069371j -0.0129879+0.00063919j 0.00465609+0.00286622j -0.00461785-0.00446781j 0.0107751+0.00445947j 0.00486091-0.0123316j 0.0074924+0.00012242j -0.00405509-0.012365j -0.00832993-0.00753333j -0.00297295+5.85616e-05j -0.00813758+0.0260927j -0.0127225-0.00801305j -0.0198188-0.00304891j 0.0124356+0.00677938j -0.0218874-0.00204085j 0.00996709-0.00266565j -0.0130901+0.0024888j 0.000711586-0.00333679j -0.012168-0.00273836j -0.000613896+0.000101476j 0.00205979+0.000205103j -0.00072512-0.0114942j 0.0136463+0.000957227j -0.00215365-0.000630374j -0.00244579-0.00419867j 0.00605289-0.00137269j -0.00869147-0.00144713j 0.00833301-0.00672657j 0.000806709+0.00485025j 0.00568312-0.00133685j 
-0.0158748-0.0103184j 0.00937168-0.0152397j 0.0101362+0.00980858j 0.0102617-0.00960585j -0.003209-0.010086j -0.00687575-0.000150358j -0.00288232+0.00662379j -0.00880007-0.000661193j 0.00548635+0.000793966j -0.00329735-0.00171717j -0.00146747+0.0116751j -0.00734145-0.00118834j -0.00092636-0.00550265j -0.00466056+0.00293361j 0.0127263-0.0101189j -0.00164438-0.00272027j -0.0129049+0.00585769j 0.00771122-0.0145601j 0.00157872-0.0024936j 0.00516525-0.00339682j -0.0134646+0.00183452j 0.0146228-0.00351232j 0.000197617-0.00316535j -0.00535577-0.00504205j -0.00167175+0.00373309j -0.00237427-0.00206655j -0.00422988+0.00396495j -4.35347e-05+0.00358405j 0.00957524-0.0100075j -0.00708893-0.00753268j 0.00264464+0.00630177j 0.00321831+0.00312464j 0.00076766+0.0152394j -0.00590873-0.0140817j -0.00407055-0.0151644j 0.00430054-0.0127082j -0.0107842+0.000841834j 0.000502031+0.00369147j -0.00223139-0.00360654j -0.00728263-0.00415593j -0.000966404-0.000617937j 0.000470935-0.0134218j 0.0115313-0.00385079j -0.00105121-0.0123253j 0.00570324-0.000828557j 0.0097748+0.00437335j 0.000240259-0.0100954j -0.00219576-0.00181953j -0.00423954-0.00118022j -0.00948537-0.00703351j -0.00354942+0.014801j 0.0142453+0.00547471j 
0.00200127-0.00182338j 0.00171417+0.000511668j 0.00503487+0.0137333j 0.0127586-0.00463846j 0.0105444+0.0154498j 0.0150402-0.0119593j 0.0123601+0.00237685j -0.00307192+0.00829508j -0.00537563-0.00162823j -0.00239156+0.0055646j 0.00494118-0.0087848j 0.00574553-0.00958569j 0.00670859+0.0136158j 0.00353364+0.00174287j 0.00156937+0.00232442j -0.00227274+0.00916277j 0.00561459-0.00460145j -0.00636304+0.0143561j -0.0111587+0.00145441j -0.00544404+0.00158196j 0.00118173-0.00380906j -0.0104219-0.00194386j 0.00604294+0.000648442j 0.00599289-0.00627242j -0.00729387+0.00529077j 0.00299385+0.001356j -0.0106228+0.00345387j 0.00394734+0.00779092j -0.00688532+0.00382053j -0.00087564+0.0111928j -0.00183833+0.00525589j -0.00083649+0.000854768j -0.00104381-0.0117599j 0.0114326+0.0131382j 0.0137264-0.00538548j -0.0106197+0.000476392j 0.0150083-0.00717848j -0.00124814+0.00765063j -0.00357766-0.00451805j 0.000845861+0.000513648j 0.0143895-0.00250205j -0.00517437-0.0008999j -0.0143134+4.60039e-05j 0.00417215+0.0127831j -0.0076557-0.0070939j 0.00225362-0.00482413j -0.00430999+0.00913711j -0.0111567+0.00425809j -0.00739132-0.00435095j 0.000653201-0.00828968j -0.00159008+0.00208608j 0.000599623+0.00390908j 
0.019462+0.00560861j -0.00527229+0.0183514j -0.00758048-0.0104968j -0.0101792+0.00452311j 0.00342238+0.0133364j 0.00931423-0.00215624j 0.00636036-0.00724635j 0.0127265+0.00528861j -0.00885079-0.00693162j -0.000893346+0.00995431j -0.000300052-0.0110364j -0.0019761-0.000920956j -0.0056038-0.00642982j -0.00331475-0.011913j -0.00425603-0.000688665j 0.00224993+0.00150653j 0.00561054+0.00214363j -0.00265971+0.00765675j -0.000354067+0.00658961j 0.000363091-0.0034446j 0.0116624-0.0013434j -0.00737173+0.00528469j -0.00747604-9.46113e-05j -0.00382082-0.00119911j 0.00181613-0.000729192j -0.00420097-0.000828219j 0.00914776-0.000460649j 0.000937157+0.00113925j -0.000732664+0.00969205j 0.00211617+0.00347958j -0.000967398-0.00246482j 0.000551486-0.00330138j 0.00101413-0.00769487j 0.00473138+0.00899611j 0.00069943+0.00447311j -0.00422611-0.00258944j 0.00260621+0.00179938j 0.00117243-0.00128461j 0.00022421-0.0066432j 0.000444964-0.000530535j 0.0035721+0.00369501j 0.000908015+0.00476852j -0.00692292+0.00429652j -0.00403736+0.00735631j -0.0178964-0.00110315j -0.00323549+0.000431674j 0.00124235+0.00371385j -0.00328266+0.00722398j 0.00918439+0.00386551j -0.00436266+0.0138894j -0.00375117-0.0200467j -0.0212002+0.0027326j 
0.00879354+0.00502491j -0.00719033+0.00442103j -0.0048468-0.0100804j -0.0049596+0.00219372j 0.00297845-0.00830772j 0.00173773+0.00131618j 0.0091259+0.00277591j 0.00812328-0.00254608j -0.000520019+0.000377915j 0.00188877+0.00755929j -0.000165036-0.00295383j 0.00270969+0.00458466j 0.00204728+0.000620591j 0.00116639-0.00921494j 0.00358647+0.00196107j 0.00292542+0.00467017j 9.9187e-05+0.00721296j -0.00160372-0.00295467j -0.00628353+0.00316774j -0.00301716+0.0120207j 0.00675711-0.00484515j -0.0030449+0.00481175j -0.00795442+0.0019837j -0.00258099-0.00242443j 0.00241756+0.00337321j 0.00561942+0.00515441j 0.000286681-0.0027246j -0.0037792+0.000864888j -0.00390624+0.00895406j -0.00133395-0.00235306j 0.00191871+0.0126915j -0.000592739+0.00160828j -0.00524268+0.00594962j 0.00693042-0.00456542j -0.00112357+0.00678557j 0.00260406-0.00688782j 0.000629011+0.00456188j 0.0042389-0.00625753j -0.00165202+0.00514884j 0.00661854+0.00106004j 0.00148819-0.00618258j 0.000777684+0.00628167j -0.00209909+0.00489617j -0.00846126+0.00114322j 8.76418e-05+0.000912273j 0.00312197-0.00269284j -0.0050331+0.00318605j -0.00270857+0.0151344j 0.0104868+0.00409877j -0.00393906+0.0155608j -0.00602371-0.00977733j -0.0146365+0.00662436j 
8.1651e-06+0.00265761j -0.00322125-0.000377202j -0.00519626-0.00205355j -0.00179907+0.00556314j 0.00257546-0.0040831j -0.00336684-0.000599934j 0.00166318+0.00278813j -0.000678155+0.000481337j -0.00563334+0.00193301j 0.000360549+0.00091965j -0.00281495+0.00475863j -0.000879355-0.000779254j -0.00338054-0.000269334j -0.00256535-0.00311536j -0.000577117+0.000142667j -0.00291416+0.00356093j -0.00189735+0.00245956j 0.00370616+0.000825108j 0.00171703-0.00290752j 0.00212455-0.00197762j -0.002099-0.00177495j 0.00379517+0.000814884j -0.00540487+0.000117261j -0.00361706+0.00429945j 0.00273411-0.00395001j -0.00145183-0.000700712j 0.00263398-0.00112818j 0.00240431+0.0045291j -0.00168989+0.00333097j 0.00265011+0.00179264j -0.00368444-0.00253915j -0.00106599+0.00239462j 0.000336382+0.00767127j -0.00259469-0.00565616j -0.00364733+0.00238455j -0.00213612+0.00606227j -0.00392149+0.000533123j 0.0043327+0.0029775j -0.00075307-0.00274009j -0.00221876+0.00562434j -0.00270057-0.00118051j 0.00329792+0.000167948j -0.00637806+0.00287178j 0.00116844-0.000212153j -0.00221979+0.000583817j 0.00145162-0.000497567j -0.00306674-0.000414019j -0.000760639-0.00234318j 0.00435769+0.00277741j -0.000187938-0.00109525j 0.00106035-0.00281292j -0.00299242-0.00224929j 
-0.00515577-0.00887375j 0.00778199-0.00452623j 0.0103155-0.00118861j -0.00101198-0.0112102j -0.0106657-0.00587316j -0.00240407+0.00740383j -0.00182738+0.00217685j -0.0035083-0.00301223j 0.00782156+0.00125106j 0.00380744-0.0060548j 0.00330255+0.00363672j 0.0027253+0.00147355j 0.00473802+0.00532805j 0.000976492+0.00353119j -3.44543e-05+0.000809166j 0.00668037-0.00115457j 0.00147387-0.00966255j 0.0037231-0.00440726j 0.00528881-0.00309328j 0.00247354-0.00477146j -0.00223071+0.00511928j 0.0089136+0.00533032j 0.00262384+0.000297271j -3.78893e-05-0.00907446j -0.00317969+0.00455689j 0.00427309-0.00103571j -0.00879039-0.00191139j -0.00824071-0.0017418j 0.00901692+0.00295738j -0.00790727-0.000567718j -0.000589421+0.000814502j 0.00171635+0.00556626j -0.00227239+0.00143895j 0.00295224-0.0068289j -0.00301544-0.000283922j 0.00561155-0.00393758j -0.000967663-0.000934584j 0.00262399-0.000794811j 0.00497245+0.00127905j -0.000158247-0.0099509j -0.000583315-0.00342495j -0.0105327-0.00619765j -0.00631619-0.00221908j 0.00475637-0.0102785j 0.00782127-0.00240531j 0.0150475+0.00211212j -0.00625607-0.0130376j 0.00403971+0.0021856j -0.00518614+0.00293389j -0.0101193-0.00239484j -0.00706056+0.00328292j 0.00309336+0.00852235j 
-0.00483195+0.00294056j -0.00162026-0.00355873j -0.0009874+0.00438701j 0.00379384+0.00249382j 0.00672912-0.00361678j -0.00589342+0.000596118j -0.0105894-0.00554309j 0.00181458-0.00877224j -0.00323663+0.000423015j 0.00288286-0.004829j -0.00414193+0.00113609j 0.00803188+0.000136573j 0.00533803+0.00657255j 0.00163824+0.00220967j -0.00615609+0.00755569j 0.000250846+0.00979972j 0.00173054-0.000681105j -0.000954962-0.000871765j -0.0093264-0.00256053j 0.00122824+0.000375294j 0.000125677+0.00620713j -0.00116328-0.000939449j 0.00518113+0.00458859j 0.00316034+0.00218196j -0.00175796+0.00214655j 0.001026-0.00389822j -0.0048995+0.00758161j 0.00225978+0.00361278j -0.0039654-0.000781945j 5.58498e-05+0.0051082j -0.00495465-0.0066469j 0.00549096+0.0028393j 0.00320144+0.00134487j -0.00864578-7.29238e-05j -0.000866508-0.00230104j -0.000866547+0.000291614j -0.00161492-0.002392j -0.00306224-0.00160553j 0.00213363+0.00103947j -0.000972892+0.00446548j -0.000197211+0.00440254j -0.00619463+0.000872728j 0.00149471-0.00213911j 0.0029026-0.00359037j 0.00122465+0.00451781j -0.00145115+0.00203917j 0.00395233-1.36678e-06j -0.0042825-0.00830866j -0.00132994-0.0094611j 0.00700803-0.0137044j 0.00397233+0.0072424j 0.00764812-0.00669752j 
0.0088529+0.000842374j -0.000666982+0.00757122j -0.00173128-0.0145254j -0.0116738+0.00145062j -0.00547543+0.000690829j -0.00304233+0.00443883j -0.000247924-0.00467496j 0.00384955-0.000623749j 0.00229251+0.00275401j 0.00148753+0.00144321j 0.00512676-0.00522327j -0.00207023-0.000647988j -0.00165154-0.00643269j 0.00193005-0.00371144j 0.00750409-0.00297797j -0.00240915-0.00484929j 7.97874e-05+0.00702189j 0.0011449-0.00527324j 0.0032067+0.00573425j -0.00570461+0.00877081j 0.0105493-0.000342845j -0.00773318-0.00207397j -0.00625841+0.000418244j 0.00562596+0.00118126j -0.00139855-0.00440694j 0.00306733+0.000812825j 0.00173895-0.00446585j -0.00187527-0.00141761j -0.003268-0.000595499j 0.00445893-0.00720765j 0.00705983+0.000328254j -0.00248276-0.00107705j -0.00473049-0.00817951j 0.00087271+0.000713086j 0.0067349+0.000321928j 0.00201514-0.00758151j -0.000241762+0.0038738j -0.0068566-0.00803837j 0.00374969+0.000938271j 0.00104362-0.00379488j -0.0102115-0.000805147j 0.00209068+0.00377647j 0.0138849+0.00420944j -0.0040151-0.00700042j 0.00287469+0.00277677j -0.00472168+0.00346726j 0.00304251-0.00353795j 0.00658458-0.00141368j 0.00444561+0.00860307j -0.00301224+0.00896489j -0.0052282-0.0068621j -0.00760336+0.00335734j 
0.000937278+0.00328084j -0.0043915+0.00130514j -0.00760757+0.00584971j 0.00508752+0.00468886j 0.00288287-0.00371628j -0.000357903-0.00494462j 0.00745336+6.5489e-05j -0.00352198-0.00278877j -0.00636072-0.00253348j -0.00276811+0.00546909j -0.00909728-0.00732012j 0.00136271+0.000244502j -0.00246258-0.000360427j 0.0050212-0.00379405j -0.00616361+0.00392013j 0.000717668+0.00614794j 0.00470543-0.00103992j 0.000716945+0.00245906j -0.00706525+0.00145658j 0.00158962-0.00392322j 0.0037603-0.00244141j -0.00259377+0.00856143j 0.00253739-0.00439751j 0.00155346-0.000815447j -0.00273793+0.00357121j -0.00476003-0.00132833j 0.00284514+0.00680004j -0.0023088+0.0051861j -0.00147052-0.000533836j 0.00424947+0.00275061j -0.00225042+0.00135934j 0.00416747+0.0024442j 0.00067839+0.00038898j -0.0033156+0.00472005j -0.00275202-0.00424772j -0.00892476+0.00721872j -0.00206187-0.00129795j -0.00487818-0.00018841j -0.00251435-0.00173285j 0.00355392+0.0095474j -0.00254107-0.00119194j -0.00118535+0.000108833j -0.00337733-0.000205984j -0.00328608+0.00608523j -0.00271407-0.000210646j -0.00643495-0.00275133j 0.00387675+0.00820943j 0.00120076-0.00379615j 0.00420882-0.00267414j 0.00205369-0.00193768j 0.00441601-0.00295228j -0.00212798-0.00399928j 
-0.00150873-0.000688432j -0.000924421-0.00104735j -0.00220597+0.0102478j 0.0112365+0.000983605j -0.00252576-0.00183194j -0.00610263+0.000463861j 0.0073113+0.00114394j -0.0109049+0.00722573j -0.00469138-0.00356897j -3.42649e-05+0.000719326j -0.00702285-0.00798375j 0.00412161-0.000911757j -0.00222723-0.00234813j -0.000582952-0.00364308j -0.00678483+0.000203569j -0.00125347+0.000631528j 0.00904912-0.00843438j 0.00371449+0.0084668j 0.00543333-0.00719409j 0.00634971-0.0128436j 0.000381402+0.00682753j -0.00195619-0.0029621j -0.002324-0.00779213j -0.00316495+0.000168446j -0.00550591-0.00386608j 0.00347728-0.00120573j 0.00997555-0.00484024j -0.00523173+0.00225069j -0.00208191+0.00718366j 0.000585341-0.00321137j -0.00682504-0.00725125j -0.00107126-0.000245j 0.00436986-0.0042421j 0.00472299+0.00076051j -0.00352844+0.00494282j -0.00665923+0.00423392j 0.000541907+0.00294926j -0.00370047+0.00723451j 0.000992447-0.00237644j -0.0041114+0.00206302j -0.004239-0.000267114j -0.00722387-3.75836e-05j -0.00412558+0.00114987j 0.000532669-0.00176969j 0.00509622+0.00185892j 0.00416489-0.00576791j 0.00154313+0.00626156j -0.00206809+0.00332934j -0.00248722-0.00173938j 0.00119757+0.00361395j 0.00474242-0.00108487j 0.000448428-0.00210501j 
