-0.426118+0.415913j -0.261512+0.416296j -0.980256+1.75408j -2.48628-0.589438j -0.657166-0.630923j -0.636624+0.413567j -0.547636-0.755803j -0.0374863+1.08336j -0.0489508+0.54778j -0.655173-0.109806j -0.185244-0.143807j 1.18571+1.06431j -0.150055+0.738038j 0.93233-0.613793j -0.171237-0.182441j -0.161687+0.483716j 0.283709-0.63874j 0.0417623+0.204554j 0.0591766+0.956544j 0.522236+0.749542j -0.307331-1.3499j -0.965598-0.440839j 0.0973617+0.642382j 1.00724+0.265046j -0.855232-0.0977655j -0.378832-0.284465j -0.2336-0.485964j 0.0739358-0.145444j 0.0438812-1.12568j 0.924599-0.838709j 0.367021+1.06846j -0.145125-0.175559j 0.325203-0.220473j -0.423213-1.08792j 0.157562-0.557874j -1.27143-1.0011j 0.165711-1.29151j 0.294532-0.326438j 1.54312-0.735702j -0.0834482-0.90701j 0.578113+2.01757j -3.65912+1.55385j 1.49602+2.78602j -2.02666+1.64231j -1.92396-2.45026j 0.610272-0.418052j -0.356939-0.461571j 0.807553-0.110416j 1.29771-0.271375j -1.29594+0.566679j 0.092544-0.734219j -0.577727-1.79979j -0.541337-2.18777j 1.33663+0.385414j -0.287724-0.298027j -0.478007+0.583411j 1.15584-0.412814j 0.953778-0.287006j -0.130683-0.393169j -0.808129+0.375731j 0.816682-0.230311j -0.617058+1.36961j -1.10361+2.24571j -0.243054-0.16198j -0.58409+0.630354j -0.076041+0.640025j -0.191744-0.358064j -0.5907-0.81654j 0.046464+0.993917j -0.999783-0.0231368j 0.686351+0.307156j -0.362753-0.0272909j -2.21368-0.513748j -0.990953+0.899601j 0.713028-0.850497j 0.825977-0.453568j -1.207+0.0377145j 0.0801862-0.357718j 0.0171635-0.408837j 0.354285+0.170055j 0.79158+0.249166j -0.763829+1.66515j -2.11968-0.882844j 0.246884-0.231128j -0.587216+0.58005j -0.59576-0.238134j -0.889045-0.980608j 0.35131+1.11501j -1.05037-0.593178j -0.054878+1.06213j -1.57696-2.13291j 1.87808-2.19431j 
0.1417+1.0677j 0.118526-6.69816j -0.825817+4.68252j 0.0771511+19.4088j 0.356219-8.27991j 0.434984+30.2857j 0.273244-5.26977j 0.938054+50.6896j -0.0199878+10.1761j 0.329252+2.63021j 0.0953388-52.9686j 0.29552-1.36013j 1.03538+66.7426j 0.251518+17.737j 0.45541-47.1079j -0.673228-34.7208j -0.360066-9.40466j -0.401496-27.2195j 0.421712+33.6944j 0.466424+80.914j 0.0617563+17.88j 0.212069+22.4148j 0.353152+34.8427j 0.175652+3.69j -0.554933-29.0842j -0.48045-36.188j 0.0485645+19.2301j -0.074566+42.0963j -0.576221-4.20472j -0.123417+34.5012j 0.200203+11.6993j 0.275055+20.7767j -0.100019+7.50628j 0.127097+1.02079j -0.0756347+12.3163j -0.560727-7.79485j -0.0404323-2.13051j 0.263788+6.53188j -0.667948-28.7526j 0.287137+11.8059j 0.107072+13.3449j -0.822284-42.788j 0.0709151+41.2877j -0.150836+13.8179j -1.70496-100.514j 1.84125+197.314j 0.444793-48.4155j 1.93008+239.168j 1.94959+323.769j -1.21678-97.8333j 2.79482+400.544j -2.74961-273.028j 1.53979+171.863j 4.45641+358.939j -0.391692+141.261j -6.46194-786.696j -4.54951-602.656j 0.289902+7.74794j 1.73264+195.069j 0.831242+52.3543j -2.3577-243.992j -7.46712-832.872j -0.710729-104.059j 6.77865+716.778j -0.482978-18.2755j -6.11753-651.426j 2.55018+233.958j -1.73667-61.71j -4.99644-623.217j 0.305847+58.7127j -8.66785-884.094j 0.201027+32.0078j -2.57653-193.616j -1.85714-217.453j -1.02479-60.8177j -4.4492-417.75j 8.97399+794.2j -1.36208-124.693j -4.11823-388.013j -2.89951-233.3j -2.09711-217.826j 4.36599+396.512j 1.25786+33.7281j 2.18635+178.808j 3.47133+297.791j 0.465497+26.7637j -2.00395-199.417j -0.884675-66.2611j -1.42388-98.7968j -0.547165-59.587j -0.039715+34.3909j -0.260922-4.6355j 
0.0437993+0.665376j 0.613712-6.44373j -0.868287+3.42531j 0.460043+18.0209j -1.46118-6.46126j -0.862446+27.0034j -1.30482-6.2883j -0.860101+46.2986j -0.437694+9.91406j 0.14238+3.06628j 0.671836-47.2856j -0.739814-1.76236j 0.148873+60.3284j -1.06499+16.2861j 0.756437-43.4058j 0.682453-30.7827j 1.55464-10.401j 0.63056-24.563j -0.811974+30.3573j -1.28212+72.3105j -1.42926+16.0905j -0.548269+19.7016j -0.947528+30.4781j 0.00987131+4.54231j 0.777696-26.499j -0.695304-31.8235j -0.346186+17.9558j 0.529639+38.8821j 0.368168-4.13139j -0.389821+30.6746j 0.0139543+10.5385j -0.33517+17.3334j -0.71397+7.40984j 1.90067+0.915462j 0.111128+10.7722j 0.869175-6.78771j -0.192986-3.42002j -0.202273+6.17634j 0.432601-26.0535j 0.604858+10.7273j -0.262673+12.0268j 0.189617-40.3131j -1.03999+37.4463j -0.403947+12.4416j 1.22211-90.4407j -2.1979+178.618j 1.80753-44.2265j -3.09963+216.383j -4.28404+293.62j 1.95836-88.2398j -4.26203+362.81j 2.3941-248.428j -1.70373+156.167j -4.28984+324.587j -1.37+127.15j 8.15609-712.129j 6.56361-545.826j -0.496353+5.84893j -2.57406+177.921j -1.03929+48.0581j 2.17516-222.258j 8.16073-755.556j 0.399872-94.4293j -7.64243+650.153j 0.286391-15.8964j 6.34703-589.735j -2.21461+213.658j 0.384282-56.29j 5.31437-565.073j 0.130601+53.5334j 8.45186-801.403j 0.398711+29.2921j 0.897756-176.041j 1.35814-197.579j 0.343467-54.7014j 2.88835-379.024j -6.82354+719.488j 1.1417-113.319j 2.94037-351.383j 2.51974-212.116j 2.0021-197.951j -3.71026+359.511j 0.113703+30.8296j -1.22925+162.584j -1.55485+269.906j 0.747024+23.8491j 1.70117-180.71j 0.771963-59.7364j 0.258948-89.6263j 0.518249-54.2034j -0.218927+31.6133j -0.311792-3.70666j 
-0.38834+6.41704j -0.319258-37.5786j 0.143533+23.2746j -0.326659+108.003j 0.312112-44.302j 0.600295+161.029j -0.9524-28.2999j 0.136251+268.3j 0.188701+53.4629j -1.03625+18.8863j -0.650768-276.507j 1.15152-6.28141j -0.230688+351.266j 0.423678+92.8557j -0.655135-248.952j -0.290917-181.958j 0.851357-54.3116j 0.616333-146.554j -0.987768+177.249j -0.151714+423.121j -0.726369+95.3217j -0.131418+117.68j -0.186035+182.02j -0.458873+19.0628j 0.487832-152.497j 0.346484-192.052j 0.140967+104.589j -0.029629+223.075j 0.352939-23.5359j 0.565892+183.001j 0.722546+62.0275j 0.466642+108.176j 0.0643375+40.0404j -0.126324+5.27843j 0.167535+63.7969j -0.112125-40.3807j -0.736904-11.4131j -0.243021+34.3486j 0.493576-148.696j -0.0223856+60.8723j 0.0398379+72.3053j -0.814469-232.934j -1.73922+213.138j -0.649639+71.2055j 3.81026-527.66j -4.12918+1037.59j 2.95995-258.861j -3.65944+1255.93j -6.6437+1701.54j 1.5549-511.326j -3.93997+2106.95j 3.90565-1439.98j -1.19713+905.002j -5.17804+1885.17j -1.58994+742.18j 7.52114-4133.35j 5.52986-3165.33j -0.545344+40.8206j -1.47015+1029.73j -0.958156+272.801j 2.71351-1290j 6.53885-4379.71j 1.55502-548.129j -3.89036+3773.29j 1.38043-95.2379j 2.99313-3422.89j -1.11121+1232.58j -0.642671-327.506j 2.8187-3280.34j -0.918372+310.419j 1.16277-4646.12j 0.204461+168.851j -0.411858-1022.19j 0.855766-1144.84j -0.21957-321.318j -0.191897-2198.14j 0.229697+4175.67j -0.96776-662.146j -1.4468-2041.87j -0.357114-1227.59j -1.54656-1147.02j 0.219283+2086.05j 0.78953+179.734j 4.12076+940.315j 3.35097+1566.89j 2.25951+140.779j -1.62232-1048.98j -0.956403-349.933j -1.42469-518.502j 0.571424-314.218j 0.371668+182.456j -0.733451-22.9655j 
0.413647-5.51418j 0.284261+33.6472j -0.26511-20.9165j 0.62178-97.429j -0.253006+39.2348j 3.13993-144.677j -1.4479+24.2103j 2.00237-242.663j -0.57285-48.8185j -0.723916-18.64j -1.24984+252.604j -0.893739+6.6242j 2.18368-319.07j 0.24213-83.7375j 0.257004+224.822j -0.733913+166.832j 0.282068+48.9671j 0.491215+132.813j -0.222951-159.76j 0.544217-385.413j 2.03604-86.2897j -0.654454-108.303j 0.660655-165.592j -0.0542982-18.6852j 0.216517+138.011j 0.719932+173.559j 1.33959-95.5223j -1.19843-201.221j -0.100609+21.8421j -0.0638988-166.459j -0.18237-55.8029j -0.67987-98.3717j 0.0899156-36.2784j 0.393373-4.81326j -0.217333-57.1954j -0.431902+36.7672j -0.33937+10.3995j 0.747431-31.2142j -1.02589+134.679j -0.112394-55.1011j -0.6181-65.9627j -0.407687+211.368j 1.82621-193.747j 0.623029-64.5508j -4.07604+478.76j 6.15235-942.448j -3.1267+235.075j 6.82979-1141.29j 10.915-1544.1j -3.0249+463.302j 8.03969-1911.91j -6.79965+1306.55j 3.8037-821.378j 8.98868-1711.85j 3.59858-673.284j -17.4922+3751.56j -12.8904+2872.75j 0.555851-36.9217j 4.31124-934.343j 1.78732-249.285j -6.02191+1171.39j -16.232+3975.19j -3.37876+497.038j 12.8851-3424.55j -1.01975+86.9204j -11.6983+3106.59j 4.22274-1118.97j -0.716356+296.926j -10.5962+2977.55j 1.44121-281.492j -13.0323+4216.47j 0.178207-153.306j -1.27213+927.909j -2.9509+1038.33j -0.917509+291.89j -4.43805+1995.52j 10.0064-3789.78j -0.887126+600.7j -3.98903+1852.91j -2.84312+1114.05j -1.5707+1041.58j 5.03089-1893.08j -0.329708-162.833j -0.691046-853.343j 1.22575-1422.26j -1.77212-127.547j -0.920245+952.144j 0.475738+317.793j 0.658208+470.373j -1.38526+284.994j 0.133082-165.767j 0.31993+20.6743j 
0.236981+0.635878j -0.217097-4.3539j -0.597442+2.33556j -0.707884+11.3927j 0.577108-4.27882j -0.26418+14.6877j -0.0821061-2.93372j -1.31195+28.7025j 0.759736+4.55988j -0.1949+0.726914j 0.0457613-28.353j -0.27868-0.649571j -1.0074+36.653j -0.967892+8.97599j 0.427246-25.1939j 0.753374-19.2937j 1.54401-5.75932j -2.04366-14.7214j -0.387606+17.8459j -0.975607+44.1416j -1.36589+10.2229j 0.358429+11.4967j -0.946301+19.062j -0.468169+1.40803j 0.0885011-14.7557j 0.396226-19.0585j -1.48023+10.4898j 0.878026+23.6993j -0.465766-3.85204j 0.00202715+18.6088j -0.239457+5.88237j -0.735245+10.3096j -0.174402+3.90804j 0.100417+0.260916j -0.352971+6.3569j 0.594634-4.14751j 0.302728-0.302909j 0.2277+2.96196j 0.833935-15.4267j -0.496808+6.59136j -0.240625+8.1424j 1.82264-24.092j -1.85173+22.2439j -0.605015+7.10438j 4.02264-55.2406j -9.52691+106.873j 2.70999-27.1163j -9.96814+131.507j -13.7038+176.441j 4.42484-52.7678j -16.2905+218.363j 11.5137-148.774j -6.95184+93.6382j -14.016+195.848j -5.80565+76.6285j 32.5384-429.027j 24.0269-328.37j 0.0394681+4.3551j -8.21042+106.009j -1.64982+29.3378j 10.3521-134.374j 33.2834-454.97j 4.22704-56.7173j -28.445+391.194j 0.381455-10.2221j 26.5923-355.692j -9.00677+127.862j 3.23469-34.0704j 24.8333-340.97j -2.2275+32.5534j 34.9624-481.639j -0.524065+17.5987j 7.06213-106.215j 8.15359-118.432j 2.5266-34.0248j 15.6672-228.999j -30.4496+434.149j 4.84146-68.3628j 15.8016-211.441j 8.71276-127.705j 8.68167-119.424j -15.6899+216.489j -1.51534+18.0395j -6.15289+97.6868j -10.9798+162.988j -0.719341+14.6655j 7.25358-108.972j 2.08865-37.1612j 3.56601-53.9717j 2.42966-32.6122j -1.55827+18.9425j 0.111093-2.10669j 
-0.136547-0.509261j 0.167422+5.12783j 0.00529767-2.83187j 1.13095-13.9675j -0.14552+6.00188j 0.177807-20.7648j -0.139249+3.34264j -0.671436-35.0472j -0.465429-6.67203j -0.484182-2.86301j -0.234055+35.6006j -0.0548408+1.56383j -0.00668491-44.7762j 0.605492-12.5379j -0.00195539+31.7102j -0.424615+23.6215j 0.156488+7.08961j -0.708492+18.2495j 0.946649-22.9533j 0.228993-53.8438j 1.01859-11.9568j 0.230237-15.7408j -0.983459-22.9282j -0.990512-2.05891j -0.296838+19.5389j -0.236655+24.9798j 0.579709-14.4797j 0.943517-28.1204j 0.585514+4.26775j -0.000893083-23.6684j 0.46837-8.11049j 0.280719-14.3014j 0.752428-5.16742j 0.475964-0.713914j -0.670353-9.07651j -0.177852+5.03654j 0.290992+1.50092j -0.626851-4.01572j -0.407737+19.407j 0.106655-7.82473j 0.504451-10.099j -0.940671+29.6782j 1.51872-27.4366j 0.267712-8.95684j -2.30193+68.5139j 3.53231-134.427j -1.46225+33.5313j 3.78268-162.396j 5.14476-218.546j -2.29027+65.7451j 7.19169-271.66j -3.98698+185.491j 3.42268-116.307j 6.94701-242.545j 2.4009-95.6771j -13.7232+533.121j -9.29822+409.745j 0.199917-5.52143j 4.11816-134.007j 0.760197-36.0189j -4.1939+167.205j -14.2821+564.874j -2.01654+70.9935j 11.3909-487.966j -0.752572+11.2239j -10.2318+441.549j 3.03173-158.848j -0.584128+43.445j -10.2576+423.269j 0.665199-40.281j -13.6209+600.863j -0.00669173-22.0235j -0.819078+132.078j -3.83096+147.462j -1.49608+41.2493j -6.02022+284.276j 11.9872-539.015j -2.1569+85.5502j -4.91643+264.207j -4.1274+158.046j -2.76236+148.934j 6.76921-269.466j 1.0831-22.4126j 2.47493-120.907j 2.74146-201.911j 0.309567-18.328j -2.76648+134.721j -1.33474+45.4902j -1.84389+67.1781j -0.570119+40.0744j 0.636517-23.051j 0.277767+2.5197j 
0.38869-1.08437j -0.208179+6.22993j -0.30125-4.51065j 0.362166-18.3252j 0.961655+6.9419j -0.76499-26.8977j 0.334449+3.91815j -0.948754-46.1646j 0.72833-8.77946j -0.073543-3.98043j 0.212949+46.3933j -0.628764+0.749009j -1.05587-59.8899j -0.138159-15.7245j 0.0542093+42.3952j 0.392692+30.844j -0.168293+9.07684j 0.651661+24.097j -0.587656-29.7424j -1.09141-71.5346j -0.660336-15.8969j -0.0104473-20.7826j -0.268524-30.7644j -0.368479-3.21877j -0.0402956+25.4856j 0.358789+32.2405j 0.184537-17.2731j -0.438372-37.8761j 0.513607+4.10336j -0.309895-31.237j -0.0469022-10.3564j -0.471756-18.062j -0.134478-6.79309j -0.35963-0.791531j 0.0747455-10.5867j 1.08598+6.31872j -0.0417422+1.50816j 0.0740985-5.99898j 1.20312+25.1504j -0.681955-10.4439j -0.144193-12.1139j 0.708417+39.6015j -0.569953-35.057j -0.34393-11.2173j 0.950098+89.3401j -3.8372-176.859j 0.149798+44.2454j -3.54493-213.769j -3.80982-288.646j 0.310966+87.3111j -8.41721-357.177j 4.75879+244.252j -3.2744-154.961j -5.8517-319.883j -3.01574-125.453j 14.3322+701.533j 10.6964+537.324j 0.093154-6.60022j -3.76689-174.308j -1.29542-47.5817j 5.07135+219.174j 15.5339+743.334j 0.886696+92.9445j -13.2196-639.95j 0.456601+16.4355j 12.8068+580.378j -4.53304-209.182j 1.66131+54.8141j 12.17+556.622j -1.94806-51.6728j 18.0033+787.824j -1.19583-28.1554j 3.5331+173.045j 4.71563+194.73j 0.760999+55.0128j 8.27825+372.031j -15.7115-707.529j 2.98388+111.771j 7.57269+346.212j 4.81051+207.907j 3.93652+194.374j -7.82041-354.659j -1.10427-30.6322j -4.42533-159.484j -6.65105-266.13j -0.644137-24.3193j 4.26864+177.667j 1.44924+59.2089j 2.11215+88.2269j 1.14547+53.4598j -0.457244-30.79j 0.116331+3.9541j 
0.117272+2.04189j -0.898999-10.0217j -1.42793+5.58214j 1.55515+29.637j 0.337734-11.5299j 0.597861+45.9514j -0.0853437-7.36223j 0.986598+77.0824j 0.0611207+15.2861j 2.02765+5.04634j 0.616732-78.2949j 0.651332-1.49171j 1.12733+100.476j -0.124156+27.2318j -0.749326-69.8748j -0.694444-52.314j -1.32729-15.5676j -0.857543-41.9135j 0.00825235+50.6671j -0.20853+120.294j 0.266071+26.7982j 0.80633+34.0528j 0.0416738+52.0291j 0.388308+5.70288j 0.187258-43.93j -0.56559-55.0701j 1.45485+29.2409j 0.940207+62.767j -0.63447-7.43803j 0.965594+51.4249j 0.42079+17.6005j -0.397227+30.6844j 0.298571+11.1517j 0.429664+1.55389j -0.732697+18.1594j 0.394216-11.7061j -0.241931-3.14107j 0.119621+9.80298j 0.0967214-41.8194j -0.00363877+16.9812j 0.123155+20.1861j -0.570784-66.6308j 0.379566+60.2894j 0.434896+19.9597j 0.637623-149.693j 0.299319+294.628j 0.194906-74.184j 0.835689+356.411j 0.727555+482.914j -0.107285-144.529j 2.52697+598.347j -0.727506-408.919j 1.20945+256.816j 0.916231+534.553j 1.07514+211.117j -4.51294-1173.41j -3.65838-898.598j 0.0347786+11.551j 1.16152+292.54j 0.193535+77.4229j -0.77525-366.501j -4.94981-1243.4j -0.207698-155.251j 4.50975+1071.43j 0.0766894-27.035j -4.78306-971.727j 1.53365+350.054j -0.405723-92.8126j -4.19748-931.872j 0.194334+87.9142j -7.30461-1319.16j 0.145958+47.991j -1.33961-290.063j -1.59094-325.066j -0.349434-91.5385j -3.28979-624.194j 6.60633+1185.14j -0.975272-188.577j -3.63769-579.713j -1.94229-348.295j -2.20723-325.706j 3.15172+592.243j 0.248356+51.0522j 2.57694+267.047j 3.08897+445.132j 0.710866+39.8388j -2.26036-297.87j -0.821521-99.6451j -1.39427-146.893j -0.164115-89.102j 0.517036+52.1113j -0.0460862-6.46498j 
0.227744+2.52649j -0.561216-14.4591j -0.199576+8.19206j -1.08002+39.3722j -0.196389-15.8607j -0.960472+59.7488j 0.942241-10.553j 0.0132092+99.4126j 0.0988185+19.6653j 0.414667+6.84852j 0.794708-102.519j 0.889855-1.50433j -1.85515+130.397j 0.981832+33.8737j 1.10795-91.1901j 0.313632-66.9245j 0.820119-20.154j 0.308075-53.3752j -1.87753+65.136j -0.901791+157.07j -0.352055+34.4497j -0.287717+42.8728j -1.31121+67.5487j -0.881096+7.07978j 0.200531-56.5942j 0.882619-70.7732j -0.0450058+38.9755j -0.791283+81.6263j -0.267463-9.27053j 0.0435519+68.2637j -0.435663+22.9736j -0.185124+40.5305j 0.301604+14.6867j -0.232659+1.65946j -0.220371+22.2688j 0.0479314-13.902j 0.197053-4.46521j 0.305611+12.7639j 1.50188-55.1323j -0.501731+22.5606j -0.54553+27.1615j 1.34596-86.0166j -1.84183+79.9681j -0.0271999+26.9319j 4.49552-195.773j -7.04639+385.04j 2.5486-95.8306j -7.64664+465.41j -11.6385+628.968j 3.02084-189.178j -11.9825+779.971j 9.43118-534.236j -4.96619+334.278j -11.424+700.145j -3.69845+274.948j 24.7013-1532.28j 19.4105-1172.2j 0.184473+14.8744j -6.15455+381.886j -2.73233+100.624j 7.24548-479.613j 23.5383-1623.23j 2.57217-203.831j -20.861+1398.66j 0.724287-36.2422j 18.6408-1269.63j -6.41272+456.58j 1.62634-121.585j 16.5511-1216.41j -1.72046+114.529j 25.0098-1722.34j -0.62134+61.4072j 4.89332-379.09j 5.12035-424.841j 2.10557-118.958j 10.3711-814.313j -20.0707+1548j 2.63243-244.914j 9.27568-756.771j 5.67887-454.62j 4.31569-425.559j -10.6162+772.432j -0.519494+66.7654j -2.9608+347.845j -7.35245+580.084j -0.104131+52.7054j 4.02827-389.919j 1.3857-129.403j 2.06397-192.59j 1.58913-116.282j -1.05106+67.272j -0.463709-8.15996j 
0.48736-1.35207j 1.58706-0.168804j 0.0631439-0.154833j -0.512845+1.53957j 0.101598+0.159792j -0.0769275+2.39981j -0.712306-0.222846j 0.0473671+3.28145j 0.339752+0.337487j -0.0193642-0.13783j 0.454559-4.46789j -0.0727412-0.470006j 0.0468172+5.48529j 0.600584+1.14497j -0.0456574-3.13165j -0.399804-2.89556j -0.223327-0.743214j -0.074543-1.68562j -0.360249+2.11705j -0.626311+5.31697j 0.0457986+1.07752j -0.395185+0.972597j -0.688888+2.45045j 0.106912+0.423129j 0.605459-2.33841j 0.327791-2.74807j -0.25944+1.87591j -0.372038+3.29477j 0.191042-0.671485j 0.0205666+2.60167j 0.0957796+1.24292j 0.145701+1.35355j 0.055436+0.525031j -0.502089+0.41644j 0.279768+0.0497265j 1.26622-2.72887j 0.356151-0.679718j 0.249334+0.904432j -2.60229-3.25426j 1.13107+1.39802j 0.101753+1.16759j -1.18272-3.01252j -0.364105+1.59287j 0.0542359+0.174293j 0.516362-6.81696j -1.51818+15.4702j 0.283305-4.37762j -2.28461+17.1415j -1.44072+23.3116j 1.32962-6.9161j -3.24537+30.3277j 2.0049-20.0419j -0.657523+12.4384j -2.66053+26.7373j -1.73355+9.28178j 5.73905-56.602j 5.09428-43.3492j -0.169256+0.932952j -1.40973+13.576j -0.464078+3.5008j 1.74091-18.5722j 6.94871-60.7643j 0.842035-7.99513j -5.88404+53.1566j 0.235289-1.43184j 4.99361-48.3052j -2.10015+17.2939j 0.717848-5.11202j 4.17374-46.0556j -0.00100971+4.1867j 5.9848-64.7185j 0.00760453+2.03052j 1.25359-14.5809j 1.07357-15.9921j 0.590095-4.25989j 2.87252-30.186j -5.666+57.7431j 1.21879-9.61649j 3.20837-28.3631j 1.78866-17.0056j 1.25317-15.9898j -2.88399+28.9923j -0.729394+2.38448j -1.317+13.1052j -2.35386+21.8547j 0.140704+1.84822j 1.49866-14.9991j 0.753172-4.58973j 0.294584-7.24023j 0.215157-4.26459j -0.546298+2.41476j -0.223096-0.288871j 
-0.0856273+3.78195j -0.143912-22.7194j 0.587547+14.1607j -0.116479+65.6919j -0.0256956-26.5627j -1.64071+97.7149j 0.377939-15.766j -0.455059+163.167j -0.205879+33.418j 0.173442+13.5003j 1.32574-169.85j 0.811922-4.25073j -0.999826+215.02j 0.254546+57.032j -0.166632-151.776j 0.622412-112.235j -0.998759-33.4866j 0.827857-89.6942j 0.356488+108.324j -0.583085+259.64j -0.440997+57.9799j -0.110398+73.5552j -0.0834219+111.693j -0.0584986+12.8015j -0.0951231-93.7576j -0.360241-117.653j -0.195501+64.4286j 0.337434+135.793j 0.28712-14.0583j -0.132763+112.425j 0.22962+37.8917j 0.484952+66.8404j 0.0074811+24.6007j -0.387745+3.39787j 0.253129+38.7962j -0.105686-25.1074j 0.0875169-7.37712j -0.297199+21.3656j 0.375686-91.1934j 0.225321+37.2867j 0.385032+44.4585j -0.631521-142.807j -0.715214+130.484j -0.14534+43.4854j 1.81284-323.778j -1.47576+634.483j 1.82969-158.366j -1.57067+769.269j -3.95707+1042.73j 1.67766-313.152j -3.05063+1290.15j 2.47515-882.019j -0.0270258+553.247j -2.56805+1155.25j -1.31481+454.69j 4.78777-2532.67j 3.62361-1939.84j 0.0846005+24.322j -0.379718+631.157j -0.620936+167.679j 0.869084-790.58j 4.3462-2683.95j 0.0682355-336.25j -2.37379+2311.86j 0.122587-58.8019j 1.59393-2097.64j -0.444121+755.369j -0.090227-201.342j 1.48339-2010.15j -0.893384+189.644j 0.752617-2847.79j 0.237664+103.069j -0.635946-626.132j 0.35037-701.992j -0.697675-197.745j -0.183637-1347.36j 1.03666+2559j -0.463771-405.919j -1.25354-1250.45j -0.207783-752.379j -1.10944-702.678j 0.13181+1278.25j 0.284367+109.844j 2.28483+576.505j 2.07956+960.524j 1.29087+86.0489j -1.0465-642.714j -0.224116-214.839j -1.00659-317.505j 0.479876-192.381j 0.399717+111.936j -0.393671-14.053j 
1.00888-1.48145j 0.582708+7.15353j 1.27905-5.91876j 0.727758-18.9524j 1.36628+9.19448j 0.219538-31.5263j 0.310965+5.72727j 0.888271-52.2356j -0.531653-11.0655j 0.575306-4.25299j -0.557481+55.386j 0.513921+0.785832j 0.370655-69.0781j 0.402017-18.3804j 1.08621+48.4547j 1.13996+34.9729j -0.620801+11.222j 0.0105734+28.2874j 0.0732442-35.0925j -0.462152-83.2287j 0.39198-17.5433j 0.214974-24.0654j -0.257033-35.7586j 0.134826-3.18034j -0.0911393+29.7617j 0.189615+37.4645j -0.796468-20.3681j -0.303433-43.6833j 0.27205+4.76625j 0.0779867-36.2561j -0.417201-11.713j -0.192817-21.8515j -0.0248927-7.9161j -0.0692179-1.246j -0.204046-12.4769j 0.555704+8.67326j 0.490978+1.79546j 0.00475051-6.45466j -0.0990312+29.692j 0.133688-12.0334j -0.957977-13.7191j 1.95031+44.7968j -0.458974-42.7858j -0.578787-14.3216j 0.458495+104.742j 0.141314-203.76j -0.82107+51.1819j -0.727699-245.572j -1.30535-333.642j 0.277131+99.4931j -1.71259-412.359j 1.47221+282.509j -1.58609-176.373j -0.934321-368.979j -0.287298-145.137j 3.26784+808.549j 2.13872+619.725j -0.383164-7.98384j -0.143193-201.173j -0.375279-53.3742j 0.978515+252.185j 3.24381+857.168j -0.0101666+107.036j -3.20818-738.948j -0.0579941+18.3995j 3.05674+670.177j -1.74967-242.001j 1.03966+64.1122j 2.92508+642.288j -0.440904-60.4071j 4.87806+909.83j -0.188598-33.0642j 1.05933+199.742j 1.52256+223.806j 0.324117+63.0731j 2.28338+430.555j -4.74979-817.463j 1.14688+129.925j 2.61253+399.487j 1.52955+240.439j 1.4658+224.626j -2.16338-408.123j -0.588294-35.4432j -1.70706-184.227j -2.25229-306.853j -0.554006-27.4303j 1.54958+205.269j 0.785279+68.7479j 0.757458+101.556j -0.0755398+61.6317j -0.656807-35.8061j 0.0481342+4.42499j 
-0.432501-3.77465j 0.906457+22.6568j 0.596879-12.79j -0.168019-64.3233j -0.389688+25.455j 0.602439-97.0355j 0.296356+16.6186j 0.0600132-162.182j 0.213805-32.1407j -2.24999-11.7207j -0.861353+166.048j -0.584596+2.80344j -0.323763-212.057j 0.277855-56.5075j -0.539486+148.734j -0.0481169+110.407j 1.16509+32.5331j 0.0889811+87.683j 0.098412-106.29j 0.765197-253.988j -0.0961376-56.7258j -1.12046-71.6651j 0.250642-109.399j -0.491101-12.0903j -0.234229+91.4697j -0.12686+114.938j -0.848531-62.4881j -0.437078-133.231j 0.170464+14.6403j -0.539179-109.617j -0.154688-37.6556j 0.469626-64.8701j -0.221293-23.9018j -0.166831-3.24777j 0.533672-37.8872j -0.58542+24.4051j 0.0962146+7.07702j -0.555261-20.5378j -0.877644+89.3738j 0.37771-36.4767j -0.39288-43.4114j 0.418122+139.572j 1.75735-128.247j 0.372687-42.7787j -3.46791+317.856j 5.3452-623.617j -2.07873+155.473j 6.26169-754.473j 9.57323-1021.84j -2.55223+307.1j 8.71811-1265.29j -6.10937+864.7j 3.2333-543.707j 8.80343-1133.05j 3.915-444.927j -17.4916+2482.71j -13.4841+1901.09j 0.0363131-24.8288j 3.60531-618.388j 1.65452-164.195j -5.25811+774.379j -17.2368+2630.5j -2.81315+328.681j 13.3302-2266.17j -1.23369+57.6836j -12.4897+2055.71j 3.91196-740.302j -0.0793859+196.766j -11.9909+1969.62j 1.37237-186.122j -14.9258+2790.36j 0.414415-101.597j -2.27453+614.025j -4.04727+687.055j -0.948195+193.386j -6.43457+1320.33j 12.3602-2508.25j -1.094+397.419j -5.1292+1226.34j -3.19714+737.478j -2.53897+688.54j 5.97752-1253.05j -0.367176-108.1j 0.563136-564.383j 2.83262-940.893j -0.921445-84.2018j -2.16636+629.629j -0.251482+210.327j -0.30809+311.539j -1.31655+188.626j 0.277976-109.526j -0.0010124+13.9111j 
