-0.426118+0.415913j -0.261512+0.416296j -0.980256+1.75408j -2.48628-0.589438j -0.657166-0.630923j -0.636624+0.413567j -0.547636-0.755803j -0.0374863+1.08336j -0.0489508+0.54778j -0.655173-0.109806j -0.185244-0.143807j 1.18571+1.06431j -0.150055+0.738038j 0.93233-0.613793j -0.171237-0.182441j -0.161687+0.483716j 0.283709-0.63874j 0.0417623+0.204554j 0.0591766+0.956544j 0.522236+0.749542j -0.307331-1.3499j -0.965598-0.440839j 0.0973617+0.642382j 1.00724+0.265046j -0.855232-0.0977655j -0.378832-0.284465j -0.2336-0.485964j 0.0739358-0.145444j 0.0438812-1.12568j 0.924599-0.838709j 0.367021+1.06846j -0.145125-0.175559j 0.325203-0.220473j -0.423213-1.08792j 0.157562-0.557874j -1.27143-1.0011j 0.165711-1.29151j 0.294532-0.326438j 1.54312-0.735702j -0.0834482-0.90701j 0.578113+2.01757j -3.65912+1.55385j 1.49602+2.78602j -2.02666+1.64231j -1.92396-2.45026j 0.610272-0.418052j -0.356939-0.461571j 0.807553-0.110416j 1.29771-0.271375j -1.29594+0.566679j 0.092544-0.734219j -0.577727-1.79979j -0.541337-2.18777j 1.33663+0.385414j -0.287724-0.298027j -0.478007+0.583411j 1.15584-0.412814j 0.953778-0.287006j -0.130683-0.393169j -0.808129+0.375731j 0.816682-0.230311j -0.617058+1.36961j -1.10361+2.24571j -0.243054-0.16198j -0.58409+0.630354j -0.076041+0.640025j -0.191744-0.358064j -0.5907-0.81654j 0.046464+0.993917j -0.999783-0.0231368j 0.686351+0.307156j -0.362753-0.0272909j -2.21368-0.513748j -0.990953+0.899601j 0.713028-0.850497j 0.825977-0.453568j -1.207+0.0377145j 0.0801862-0.357718j 0.0171635-0.408837j 0.354285+0.170055j 0.79158+0.249166j -0.763829+1.66515j -2.11968-0.882844j 0.246884-0.231128j -0.587216+0.58005j -0.59576-0.238134j -0.889045-0.980608j 0.35131+1.11501j -1.05037-0.593178j -0.054878+1.06213j -1.57696-2.13291j 1.87808-2.19431j 
0.0892018+0.248026j 0.0898027-1.4852j 0.0425379+1.10567j -0.201207+4.5625j 0.282628-1.77475j 0.509936+6.33732j 0.0621179-1.1863j -0.00271749+10.8939j 0.357437+2.11952j 0.13856+1.12613j 0.551653-11.6931j 0.35555+0.662349j -0.122273+14.9315j -0.67457+4.17753j -0.54196-10.407j -0.524571-7.27071j -0.264729-2.38973j -0.0569818-5.90821j -0.354459+7.36152j 0.237249+17.1472j -0.259853+4.32725j 0.537429+4.96532j -0.386251+8.52379j -0.0165915+0.346386j -0.174859-6.639j 0.371907-7.99444j 0.280785+4.59921j 0.0478464+9.73915j 0.224121-1.15768j 0.29966+6.84451j -0.942044+2.75774j 0.127449+5.51089j -0.0115448+2.50351j -0.243128+0.190012j -0.669276+3.21895j 0.414314-1.70293j 0.163031-0.14492j -0.883799+2.04581j -0.523981-5.82911j 0.42339+3.85117j -0.657592+3.07766j -0.490266-9.23998j -0.625008+8.6854j -0.358942+2.51525j -0.827791-21.6803j 0.379399+43.5597j -0.434691-10.6604j 0.785806+52.3967j 0.488457+71.5773j -0.489691-19.8908j 1.16389+87.1783j -0.492892-59.8734j 0.0624253+37.1883j 0.831003+77.9743j 1.74305+30.6623j -0.540158-171.634j -1.49893-131.16j 0.812972+1.80949j 0.748059+43.135j 0.157647+10.352j -0.88168-52.8935j -1.12734-182.434j -0.0758107-22.7283j 2.51357+157.301j -0.74709-3.17793j -1.04865-142.727j 0.595806+50.6976j 0.28255-13.4685j -1.77679-135.479j 0.324594+12.6113j -2.28738-192.089j -1.20026+7.27898j -0.36654-41.9977j -0.656297-47.4853j 0.18365-13.4017j -0.766185-91.4427j 1.3832+173.982j -0.556817-28.863j 0.799024-83.6498j -0.178379-50.5398j -1.03304-46.3904j 1.27875+86.3048j -0.465303+6.62235j 0.332684+39.0492j -0.123311+65.5331j 1.26047+6.07717j 0.373443-42.6378j -0.841452-13.4961j 0.609481-21.4906j -1.12455-12.7825j -0.468539+7.48424j 0.143576-0.933657j 
0.0151447-0.63507j 0.394412+4.39656j 0.154394-2.65482j -0.0237791-12.278j -0.143613+4.72386j -0.63286-18.2881j 0.0804804+3.18518j -0.707833-30.1614j -0.095376-5.62456j -0.315897-2.37371j 1.14832+31.2809j 0.288439+0.335958j -1.76774-40.1504j -0.0989959-9.87855j 0.307375+27.1505j 0.0165214+20.0467j 0.844619+6.63723j 0.239843+16.7277j -0.408527-19.7976j -0.562094-47.9996j 0.326843-11.2851j -0.40849-13.0415j 0.219505-20.1206j 0.649709-3.38221j 0.254353+17.5297j 1.6967+21.9562j -0.288763-11.5662j 0.294291-25.5733j 0.314844+2.74454j -0.00249367-20.6683j 0.183592-5.73255j -0.00970691-12.6766j -0.0767527-5.52142j -0.359172-1.64761j 0.796636-7.33516j -0.225738+4.80237j 0.190804+1.5414j -0.478491-3.42455j 0.775445+16.6864j 0.386332-6.74655j -0.893334-8.03422j 1.54592+26.6638j -0.915923-24.0845j -0.624339-8.01884j 3.46331+60.5915j -4.93217-118.373j 1.01576+29.7437j -6.13908-143.679j -7.60912-195.545j 2.25201+58.0035j -11.106-240.783j 6.83151+164.532j -5.09824-104.018j -8.37109-214.167j -3.0466-84.6868j 20.8761+473.447j 16.5878+362.603j -0.330056-5.81544j -5.88292-117.735j -0.312712-31.2965j 6.8117+147.232j 22.8852+500.416j 2.49272+62.4129j -19.3237-430.574j 1.35967+11.6298j 18.5624+390.945j -5.98652-141.1j 1.87458+38.0562j 15.8887+374.427j -1.70906-34.0648j 25.0394+529.988j -1.49076-18.5142j 5.00745+117.438j 4.92766+130.946j 1.36795+37.096j 11.9687+250.571j -22.6765-476.067j 3.2128+74.9246j 10.2603+233.797j 5.11968+140.229j 6.68169+130.405j -10.987-236.842j -1.9409-20.3545j -5.80822-107.112j -7.96932-179.587j -1.14013-15.4165j 3.90686+118.595j 2.40519+41.1841j 3.29277+59.7097j 0.735471+36.4327j -1.5624-21.8553j 0.237768+2.73645j 
-0.104329-0.195758j 0.0687073+0.410752j -0.170966+0.122152j -0.268438-0.916596j -0.23384+0.535218j -0.555245-1.1675j -0.429689+0.409289j 0.0591796-2.082j 0.0156617-0.195759j 0.406194-0.197388j -0.0601811+2.63618j 0.320981-0.480144j 0.0754818-3.71543j 0.36014-0.550846j 0.250839+2.43469j 0.275487+2.32154j 0.508499+0.764171j 0.348494+1.34452j -0.572752-1.7965j -0.885877-3.57293j -0.382226-0.765922j -0.088648-0.987531j 0.325749-1.15105j -0.330151-0.299994j -0.594165+0.675075j -0.151808+1.21136j 0.647567-0.655023j 1.0452-2.63075j 1.0232+0.809533j 0.774819-2.80391j -0.0259889-1.11999j -1.24907-1.08178j -0.616413-1.10245j 0.22343+1.9056j -0.102762-0.696876j -0.23175+0.451952j 1.13087-0.0858067j -0.770171-0.807667j 0.0242724+1.78752j -0.269457+0.283092j -0.951739-3.78556j 0.204503+1.26611j -1.85668-1.523j 2.60345-0.665709j 0.564839+4.88198j -1.24195-9.98534j 0.462153+1.90908j -1.52904-12.0038j -1.66346-16.6301j 0.774319+4.86131j -2.88771-19.8454j 1.60696+13.6352j -1.36265-8.76111j -2.40282-17.7732j -0.653519-7.52988j 5.43479+39.296j 4.52052+30.1592j -0.231706-0.545204j -1.38928-9.3442j -0.299124-2.40867j 1.74523+12.0357j 5.58873+40.9817j 0.696037+5.54229j -4.77448-35.4343j 0.228731+0.954183j 4.22455+32.4004j -0.975131-11.9547j 0.370814+3.17765j 3.61784+31.1052j -0.440545-2.6955j 6.27592+44.2517j -0.337785-1.58447j 1.07198+9.33086j 2.0084+10.8635j -0.0266067+3.20948j 2.72121+20.8669j -6.04846-39.0313j 1.37538+7.02248j 2.14618+18.9347j 1.45786+10.8133j 1.54566+10.7461j -2.05226-19.7115j -0.659631-1.86727j -0.968657-8.153j -2.05665-14.9809j -0.0803413-1.45903j 0.420098+9.65733j 0.417628+3.05362j 1.19096+4.71518j 0.601911+2.29943j 0.283941-0.576798j -1.06086+0.851959j 
0.0362862-4.2716j -0.283672+26.3656j -0.401495-15.5607j 1.01475-72.0701j -0.553836+30.4395j -0.165421-108.33j 0.195255+19.2463j -0.221466-180.771j -0.289939-35.9274j 0.528207-14.2568j -0.874227+186.554j -0.328848+4.62171j 1.17066-238.161j 0.171333-64.0691j -0.47859+167.955j -0.647706+123.668j 0.169606+36.861j -0.147729+98.7987j 0.757324-118.879j -0.161465-286.583j 0.749256-64.4976j -0.143775-80.1336j 0.303827-123.484j -0.00598499-13.8453j -0.965721+104.361j -0.57603+129.669j 0.663771-69.9927j 0.711374-149.379j 0.779724+15.0173j 0.0380365-123.856j 0.18471-40.6436j 0.539253-72.2406j 0.548011-25.748j -1.01178-4.1662j -0.161867-42.7669j -0.296081+27.4356j 1.53464+9.15055j 2.44869-23.3349j 1.25872+99.0032j 0.485284-42.2118j 0.356419-50.6504j 1.30108+156.635j -0.0465853-143.636j 0.240455-49.446j 0.251611+356.293j -1.47518-699.761j -0.752779+174.945j -1.99803-848.079j -0.87362-1148.4j 0.448689+344.804j -5.57325-1422.58j 3.1044+971.553j -2.41489-610.519j -4.08057-1272.76j -1.01945-500.323j 10.4672+2789.62j 7.99631+2135.92j -0.373593-27.4454j -3.19388-695.59j 0.100455-184.997j 3.75561+871.021j 11.4383+2956.11j 1.7333+369.818j -11.3741-2546.79j -0.454757+64.3171j 10.4669+2310.08j -3.79726-831.486j 1.76291+221.246j 10.545+2213.87j -0.0712245-209.003j 16.9132+3136.14j -1.06095-113.827j 4.81084+690.591j 3.84586+772.72j 1.69169+216.99j 8.73693+1483.94j -16.1445-2818.3j 2.39076+446.457j 9.14977+1377.85j 5.13604+829.227j 5.23006+773.407j -7.20816-1408.12j -2.21964-121.445j -6.19139-634.067j -8.56403-1057.36j -2.27719-94.8402j 4.56621+708.743j 2.41138+237.127j 3.15427+348.406j 1.43019+211.476j -0.00809541-123.815j 0.0175223+14.8034j 
0.0689499-3.56683j 0.378606+21.4902j 0.232128-13.1796j 0.569595-60.1539j 0.283504+24.7394j -0.202502-90.1952j 0.266462+16.1357j -0.640471-150.776j -0.284254-29.8547j -0.620918-11.2564j -0.21131+155.713j -0.362627+4.26912j -0.0651378-198.383j 0.309572-52.8762j 0.408642+140.287j -0.400117+103.218j -1.24118+30.7812j 0.443963+82.2154j 0.931062-99.365j -0.718718-239.094j -1.62344-54.0344j -0.0506435-68.1196j -0.666858-103.606j -0.300283-10.1062j 0.176277+84.9381j -0.924292+107.724j -0.0408179-59.4489j -0.507693-126.06j 1.11451+13.2114j 0.79665-104.995j 0.480947-34.8639j 0.0831681-60.2396j -1.88447-21.9642j -0.190435-4.54301j -0.43609-36.3665j -0.186339+22.8251j 0.564443+6.48786j -0.126665-19.2928j 0.860899+83.2854j -0.486635-34.1296j -0.164237-41.1263j 2.47995+131.261j -0.414028-120.715j -1.72055-39.6841j 3.02882+297.34j -5.156-584.311j 0.722508+146.51j -6.76845-707.801j -7.38457-959.074j 2.29646+287.885j -13.2895-1186.98j 8.34898+810.868j -5.60512-509.736j -10.6076-1062.11j -3.63578-417.694j 25.0804+2328.43j 19.5674+1782.44j -0.855112-22.9269j -6.5021-580.642j -0.979683-153.76j 8.3204+726.286j 27.0294+2467.25j 3.88483+308.69j -24.6662-2125.46j -0.326253+53.8213j 22.3114+1927.98j -7.61155-694.745j 2.512+184.463j 21.7586+1847.69j -0.922161-174.391j 32.6546+2616.89j -1.47841-94.9256j 7.40887+576.326j 8.02047+644.21j 2.21617+181.586j 16.2832+1238.47j -29.8695-2351.94j 4.43397+373.092j 15.33+1149.57j 8.61624+692.368j 9.28425+645.568j -13.8526-1175.23j -2.54904-101.263j -9.08335-529.623j -12.9124-882.686j -3.24543-78.9121j 8.09169+591.373j 4.0608+197.957j 5.4612+291.971j 1.48414+176.962j -1.36221-103.249j -0.789799+12.7336j 
0.138225+1.08704j -0.351708-8.09073j -0.0534244+4.75299j -0.0518541+22.4822j -0.490156-8.81651j 0.384941+32.6197j 0.147333-6.15878j 1.19233+55.3883j 0.155145+10.6542j 0.492746+3.8746j -1.16679-56.968j -0.439774-0.875905j 0.771665+72.5466j -0.0191704+19.2023j 0.225888-51.1757j -0.0394857-37.958j -0.410415-10.4443j -0.69601-30.2646j 1.14346+37.7402j 1.00018+87.5093j -0.48453+20.0989j -0.168566+25.1608j -0.343124+37.1374j 0.538386+4.11999j -1.14908-31.4681j -0.959353-38.3184j 0.824697+21.5948j 0.510644+46.7587j -0.991937-4.97673j 0.795478+36.9561j -0.416738+13.5252j 0.288514+21.6789j 0.0918561+8.67444j 0.394485+1.25439j 0.248946+12.0887j 0.385577-8.76785j 0.5809-2.58961j -0.518113+6.34145j -1.52575-29.9088j 0.320635+12.6535j 0.785761+15.4805j -1.88401-48.5783j 1.82327+44.5182j 1.23945+15.0958j -3.82733-109.863j 6.67759+216.541j -1.24787-55.0968j 7.84537+261.428j 8.98231+355.625j -3.20093-106.36j 13.9479+438.903j -8.41576-300.501j 7.05659+188.81j 12.5465+393.168j 4.44277+154.45j -28.3369-861.413j -20.6318-658.637j 0.202518+7.08912j 6.69987+213.761j 2.51209+57.0833j -8.02628-268.162j -29.2486-912.63j -2.61699-113.389j 25.3074+785.425j -0.543673-20.5547j -23.2641-712.966j 7.95159+256.589j -2.52717-66.9558j -22.4748-684.134j 1.71694+64.275j -32.0159-967.362j 0.842136+35.1837j -6.13536-212.327j -7.99551-237.971j -3.33337-67.9711j -14.9236-457.738j 29.4433+870.002j -4.40607-138.337j -14.2364-425.431j -10.1383-255.985j -7.57333-238.228j 15.5053+435.404j 0.934001+38.7771j 7.57352+195.82j 10.9959+326.838j 2.1004+28.8031j -8.31376-218.79j -3.01349-72.4285j -5.80589-107.043j -2.33894-65.7056j 1.32455+38.7711j 0.226417-4.38586j 
-0.0585889-0.309486j -0.433837+1.0981j -0.230648-1.18979j 0.0602037-3.50965j -0.422278+1.12401j -0.021188-5.61679j -0.0817198+0.749889j 0.00101142-9.12609j -0.0137183-1.83997j 0.616087-0.314818j -0.0370066+9.40051j 0.304773-0.104576j 0.491417-11.9522j 0.480925-3.41953j 0.025497+8.20759j 0.256446+6.30715j 0.344281+2.68732j -0.172742+4.92436j -0.378223-6.39814j 0.100519-14.4831j 0.351006-2.33549j -0.524244-4.17631j 0.168216-5.62852j 0.738284-0.707574j -1.03155+5.08041j 0.0570843+6.98417j -0.511246-3.18036j -0.203366-7.04573j 0.192984+0.825994j -0.959555-6.22552j -0.483361-2.05068j 0.0828957-3.5995j 0.461176-0.732743j -0.505363-0.292476j -0.0300864-1.4126j -0.00836347+1.45526j -0.734103+0.78218j 0.115897+0.0801848j -0.0206096+5.20097j 0.985438-1.62502j 0.561757-2.56j 0.779438+8.12349j -1.0771-7.66802j 0.356194-2.00873j -0.514184+17.9508j 0.63079-34.8862j 0.316637+9.28916j 0.444258-42.1497j 0.613721-57.3276j -0.7796+17.2581j 0.289611-70.4326j -0.387127+48.4791j 0.483558-30.1749j 0.70886-63.1467j 0.836871-24.673j -1.61031+138.654j -0.979254+106.451j 0.13988-1.27263j 0.785662-34.3207j -0.523691-8.76721j -0.228841+43.1251j -1.33141+147.29j -0.0338775+18.9209j 1.02028-126.969j -0.568151+2.69764j -0.972516+115.157j 1.59801-41.7289j -0.484606+10.4479j -0.795901+110.405j 0.743185-10.3354j -1.06868+155.835j 0.400226-5.82256j -0.769794+33.5413j 0.656036+38.0671j -0.636449+10.7648j -0.38433+74.1502j 1.16761-139.816j -0.286145+22.2152j -0.247639+68.097j -1.23386+40.8694j -0.705213+39.3823j 0.724111-69.4893j -0.185942-5.99767j 0.752826-32.2318j 0.764879-52.2371j -0.459199-5.51489j 0.344065+35.6001j -0.0571124+12.1565j -1.74067+18.6998j -1.01555+9.22747j -0.486035-7.08602j -0.699302+0.253236j 
-0.00896474+1.03478j 0.462875-4.76482j -0.0457507+3.63514j -0.346654+14.5317j 0.925406-6.40116j -0.673037+22.1536j 0.334816-3.8795j -1.78475+37.3974j -0.781993+7.60884j -0.460607+2.51301j 1.0486-37.7176j 0.770612-0.493632j -1.19242+47.4141j -1.70776+12.9358j 2.25335-33.9941j 1.57878-25.1912j -0.600573-7.01316j 0.714526-20.382j -1.07009+23.9434j -2.39546+59.0315j -0.110735+13.4759j -0.793053+16.0055j -1.49602+25.7806j 0.517707+3.83363j 1.26603-21.2746j 0.362753-25.3254j -0.608023+14.2758j -0.193198+31.6294j -0.0300486-3.27981j -0.894933+25.9665j -0.919416+8.43562j 0.768686+15.079j 1.38606+5.38783j 0.183171+0.909907j -0.0409113+10.1898j 0.214962-5.86825j 0.423584-1.7195j 0.174731+3.45368j 0.947546-20.4511j -1.25477+8.25527j -0.571454+9.07619j 1.41329-32.2104j -1.20873+29.1782j -0.852502+10.4028j 3.89608-71.8051j -7.77552+142.033j 1.74774-35.4513j -8.72492+172.339j -11.8096+233.279j 3.80327-70.1887j -13.9685+288.642j 9.90334-196.962j -6.14595+123.867j -13.5802+258.833j -5.54689+101.876j 28.3538-566.06j 21.7376-432.989j 0.838725+5.3417j -6.61818+141.354j -2.12709+37.8379j 8.49582-176.314j 30.4739-600.135j 2.90766-74.8001j -25.7211+517.426j 1.0091-12.4196j 23.6845-468.858j -8.38826+169.039j 1.88456-45.0509j 22.2063-449.625j -3.0418+42.6525j 31.1888-636.371j -1.2922+22.8118j 5.89401-140.662j 7.45067-157.23j 2.18514-44.1837j 14.5519-301.144j -28.209+571.943j 5.05844-91.0287j 12.7727-279.669j 7.73512-169.249j 7.84506-156.682j -15.0366+286.524j -0.478906+23.606j -5.99066+128.525j -9.29805+214.411j -0.584858+19.4198j 7.00935-145.686j 0.964333-48.0587j 3.73545-70.5228j 1.72457-42.8894j -1.19584+25.2703j 0.523862-3.1224j 
-0.0952479-1.83703j -0.428876+11.5928j -0.330842-6.97089j 0.0989244-32.1412j -0.291513+13.3621j 0.635154-47.1055j 0.15946+8.70348j 0.514184-80.3968j -0.0170179-15.403j -0.180193-5.94921j -0.0049065+83.8338j -1.61154+1.96794j 0.155425-106.078j 0.0400007-29.2936j 0.552747+73.5005j -0.0989815+53.6438j -0.175444+16.1287j -0.378038+43.3879j -0.219404-53.4412j 0.99233-126.128j -0.108138-28.6991j -0.427069-35.1442j -1.1202-55.5523j 1.10672-5.14818j -0.227339+45.448j -0.858758+58.2678j -0.699179-31.0146j -0.734009-66.618j 0.444353+7.42407j 0.945147-54.0583j -0.539703-20.1384j -1.27293-32.0529j -1.12693-11.8542j 0.796409-2.17496j -0.318705-19.7063j -0.0045181+12.5795j -1.01178+3.6799j -0.354903-11.5419j -0.176044+43.6313j -1.69357-17.9435j -0.274442-22.8287j 0.365507+69.2487j -0.0996656-64.3026j 0.446203-22.0915j -0.147795+157.654j -1.20519-310.413j -0.445335+77.3389j -1.12792-375.867j -1.20725-509.421j -0.696718+152.571j -2.36137-630.498j 1.50164+430.947j -0.860794-271.008j -2.00183-564.08j -0.38546-220.733j 4.63459+1237.9j 3.26157+947.275j 0.26248-11.4442j -1.59309-308.23j 0.627857-81.7763j 1.14358+386.036j 5.94514+1311.65j 0.502175+164.121j -5.82159-1128.64j -0.956132+28.3191j 5.32386+1025.04j -1.31332-368.588j 0.459157+98.1956j 4.35396+981.362j -0.136012-92.4949j 7.14951+1390.65j -0.945865-51.4805j 1.79036+306.031j 1.76594+342.037j 0.628003+96.2547j 4.41098+658.505j -8.01261-1250.42j 2.56407+197.934j 3.02477+612.168j 2.04828+367.422j 1.56832+342.987j -3.6024-624.245j -0.238472-54.5936j -2.82326-281.558j -4.10951-469.493j -1.29256-40.964j 1.88837+314.42j -0.219778+104.528j 1.44498+155.469j 0.193998+92.7682j 0.0738245-55.3994j -0.0643319+6.88342j 
-0.0598561-6.0962j -0.541636+33.8333j -0.250916-20.6068j 0.277415-94.9756j 0.360478+39.4025j 0.721985-144.093j 0.00530975+25.0399j 0.0350476-240.153j -0.143774-47.9857j 0.744101-18.3401j -0.707332+246.799j 0.278261+5.72052j 1.96924-314.44j 0.189112-83.6524j -0.00207583+222.128j -0.125758+162.557j -1.40396+48.4796j -0.968582+130.662j -0.45049-157.244j 1.7114-378.661j 0.761099-86.0502j 0.0806852-106.816j 0.778993-161.994j 0.25475-16.148j -0.870682+135.946j -0.74372+171.293j 0.29415-93.8073j 1.08217-198.639j -0.153303+21.4979j 1.73788-162.893j -1.2926-55.0614j 0.80554-96.4468j 0.575433-36.9336j 0.862025-5.08886j 0.0105223-56.1388j 0.161567+36.0617j -0.555436+11.3616j 0.470042-31.1974j 0.166262+132.86j 0.163978-53.6936j 0.573228-64.5852j 1.39845+208.263j 0.134211-190.416j -0.570854-64.4554j -1.90446+471.415j 1.06021-925.904j -1.79372+231.504j 1.06302-1122.14j 3.50453-1519.49j 0.0263945+456.4j -1.58429-1882.13j -0.182726+1285.81j -0.7454-807.636j -1.03126-1684.88j 0.0546154-662.461j 1.6868+3691.77j 1.23522+2826.71j 1.15371-36.5583j -1.74503-920.285j 0.799141-243.566j 1.31643+1152.83j 4.76629+3912.2j 0.740273+489.42j -5.06503-3370.44j -0.879255+86.7393j 4.62436+3058.08j -2.06896-1100.75j 0.362285+292.078j 5.71134+2929.34j 0.0633302-276.5j 9.8882+4150.11j -0.826183-149.952j 2.04916+912.992j 2.82896+1022.04j 0.606784+286.686j 5.96539+1963.05j -10.3703-3729.97j 2.06479+591.438j 5.54449+1821.93j 3.61426+1096.29j 4.85544+1024.38j -5.2118-1862.55j -2.34862-160.94j -6.11414-839.908j -5.17384-1399.12j -2.70155-125.536j 4.4848+937.266j 1.44891+313.382j 2.84868+462.221j -0.0214808+280.306j -0.174821-163.317j -0.0456899+20.0925j 
-0.324198-6.29631j 0.120315+35.7239j -0.160856-21.2588j 0.293958-98.2862j -0.573825+40.2687j 0.0357849-148.912j 0.0415535+25.9033j -0.710884-249.163j -0.268597-49.6803j 0.540453-18.638j 0.35952+256.195j -0.628851+5.78188j 0.176099-327.091j 0.184345-85.3088j 0.138559+230.501j -0.0378847+168.94j -0.754926+50.4036j 0.368191+134.762j -0.859576-164.148j -0.486888-392.931j 0.200505-87.8697j 0.541233-111.545j -0.107372-169.998j -0.101211-18.0162j 0.506384+140.683j -0.977682+177.698j 0.487958-96.5097j 0.107408-205.743j -0.20506+22.598j 0.460406-169.242j -0.911201-57.3j 0.786607-99.5089j 0.504114-36.6713j 1.25364-4.85027j 1.68169-58.1202j -0.585909+37.1981j -0.699708+11.29j -0.392111-32.1305j 0.903547+137.03j 0.191378-55.3241j 0.0587904-67.372j 2.95141+215.621j -0.208533-196.948j -0.346781-66.2009j 2.79991+490.417j -5.4762-961.943j 0.0322464+240.194j -7.3021-1164.35j -6.34111-1576.96j 2.13993+473.312j -14.317-1952.04j 9.09726+1334.06j -6.01504-838.485j -11.4922-1745.72j -3.71638-687.47j 27.2685+3829.73j 21.4311+2934.12j -0.100168-36.9656j -6.34101-955.331j -1.537-254.187j 8.71801+1195.68j 29.0645+4059.01j 2.72411+507.358j -28.1766-3496.57j -0.499548+88.3525j 25.6917+3171.22j -8.5507-1142.22j 3.41379+303.719j 24.9301+3039.61j -2.60341-288.106j 37.9791+4306.12j -2.08714-157.073j 10.756+947.066j 8.0199+1059.93j 3.48969+298.337j 18.9614+2038.07j -35.6134-3869.13j 5.57178+613.557j 19.2581+1891.39j 10.4406+1136.68j 10.9691+1063.43j -17.8131-1934.03j -2.5107-166.689j -10.3777-870.644j -16.8301-1451.51j -4.251-130.345j 11.1059+969.808j 4.3913+325.021j 6.19373+479.782j 1.75257+290.584j -1.31517-169.901j -0.111697+20.7984j 
0.0701901-0.381711j -0.0607014+2.05786j -0.278441-1.24808j -0.117936-5.67655j -0.165262+2.16483j -0.185501-8.46586j -0.0638793+1.17568j -0.285158-13.7183j -0.125801-2.71796j 0.0348104-0.826891j 0.0419236+14.0957j 0.174018+0.554277j 0.148976-17.9377j -0.175667-4.63619j -0.142215+12.875j -0.464806+9.48593j -0.0466911+2.94407j 0.0233395+7.6781j -0.0227994-9.38998j -0.314283-22.2124j -0.0468605-5.22755j 0.0043124-6.05537j -0.385521-9.20891j -0.0498572-1.31272j 0.512405+7.56536j 0.366486+9.53076j -0.0704157-4.77259j 0.319032-10.724j -0.374487+1.80022j 0.83242-8.84817j 0.40773-3.25122j 0.109856-6.33698j 0.337289-2.40489j -1.3287-0.0772809j 0.0795735-3.60458j 0.0640455+1.9372j 0.168339+1.64295j 0.479303-2.26969j -0.343677+7.45478j -0.929943-3.28358j 2.38239-4.4816j 0.770222+11.7672j -0.512998-12.0195j -0.0284568-1.71648j 0.387588+27.0131j -0.340914-53.5137j 0.626265+13.4566j -0.484052-64.6759j -0.389585-87.365j -0.217212+26.4846j -1.11179-108.704j 0.786662+74.1887j -0.263947-46.7965j -0.623881-97.4337j 0.21586-37.7893j 2.20147+213.668j 1.63651+163.763j -0.00590938-2.09109j -1.06186-53.145j -0.193513-14.1862j 0.7372+66.5461j 3.05997+225.92j -0.327756+28.2508j -2.50833-194.394j -0.066976+4.66745j 1.95991+176.182j -0.381178-62.8866j 0.234656+16.9104j 1.54073+168.671j -0.184534-16.0801j 1.86048+239.911j 0.00968419-8.99895j 1.05247+52.6327j 0.439783+59.9589j 0.181205+16.1521j 1.17934+113.428j -3.17171-216.532j -0.450106+34.8819j 1.74239+105.356j 1.74005+63.6607j 0.559458+58.9855j -1.17456-106.585j 0.530871-9.83236j -1.83494-48.0912j -1.1648-81.2984j 0.0545687-6.40198j 0.649385+53.0948j 0.584329+17.5385j 1.03406+27.7617j 1.77483+16.4352j -2.58155-8.09393j -1.21054-0.881966j 
0.173021+1.99134j 0.0720142-11.1776j -0.00577944+6.21547j -0.0566732+30.1383j 0.269143-12.9108j -0.492678+46.2362j 0.283608-7.85201j -0.410627+77.4446j -0.275814+15.3301j -0.0842389+6.33364j -0.254996-79.0629j 0.615304-1.49878j -0.0816478+100.605j -0.11011+26.0545j 0.95544-70.2934j 0.969057-51.1745j -0.567684-14.6381j 0.727117-42.2196j 0.265734+50.1073j -1.77458+121.463j -1.0123+28.5741j -1.34872+33.6186j -1.05325+52.0212j 0.251192+6.43657j -0.439336-44.2191j -0.856994-54.504j -0.642046+30.0055j -1.42192+64.3025j 0.367718-7.72603j -1.90943+51.49j 0.265956+17.3418j 0.274498+31.2986j -0.0104502+13.5448j -1.55943+1.35301j -0.854769+18.8744j -0.0312331-11.486j 0.381326-3.70406j 0.957961+10.5232j 0.348895-42.995j -0.0653691+17.0436j 0.483071+20.2266j 0.569375-66.5937j -1.28631+59.9594j -0.259682+21.7509j 1.53123-151.656j -2.11834+297.543j 1.61717-73.763j -2.49542+360.029j -4.46558+487.446j 0.676736-146.059j -3.80594+603.921j 3.00698-412.926j -1.17668+259.186j -3.5336+540.95j -0.60138+213.212j 6.66829-1185.07j 4.84859-907.61j -0.0557302+11.6178j -1.22397+294.805j -0.596961+78.9231j 2.16051-370.059j 6.83449-1255.3j 1.67767-156.797j -5.1836+1081.57j -0.294506-27.7483j 4.64899-980.947j -1.19395+352.931j -0.214599-93.9293j 4.42202-940.476j -0.202269+88.7807j 5.56598-1331.89j -0.413404+48.2347j 0.614768-292.694j 1.64886-328.613j -0.0987525-92.3957j 2.7899-630.012j -4.89115+1196.94j 0.433518-189.859j 1.78566-584.988j 1.08402-351.592j 0.362541-328.36j -2.08788+598.122j -0.487686+51.502j -0.24408+269.487j -1.19607+449.349j 0.19172+40.6574j 1.00765-300.453j 0.0735856-100.2j -0.632631-148.131j 0.235838-90.7679j -0.392929+51.8174j -0.972784-6.47062j 
