-0.193439-0.0419115j 0.0243931-0.339709j 0.472348-0.0150321j -0.196038+0.159135j 0.167011+0.123915j -0.243174-0.155757j 0.0439672+0.0902053j -0.38032-0.080818j 0.436822+0.338513j -0.149152-0.299547j 0.530576-0.212274j -0.441883+0.120549j -0.2975-0.0526188j -0.60159-0.0875732j -0.13902-0.169243j -1.2517+0.19049j 0.943094-0.207898j 0.107318-0.0444834j -0.260132+0.184148j -0.35992+0.39157j -0.213901+0.101732j -1.15794+0.53722j 0.05242+0.278872j -0.718342+0.290448j 0.127782+0.00571293j 0.247337+0.194372j 0.305363+0.245984j 0.0976471+0.0776902j 0.52957-0.0119637j -0.043825+0.358073j -0.718531-0.308659j -0.118977+0.0435983j -0.00530098-0.17244j 0.316148+0.321116j 0.0246264+0.0710929j 0.739433-0.227571j -1.48849-0.170501j -0.259237-0.150413j -0.551932+0.275106j -0.414543+0.1231j -0.434177+0.127811j -0.233525+0.57989j 0.412554+0.0575094j 0.0492058-0.703668j 0.392384-0.452437j 0.296869-0.333641j 0.711505+0.367458j -0.282916+0.799052j -0.43739+0.500617j 1.13553+0.503023j -2.15867-0.885885j -0.330616-2.15663j 
-0.686782-0.416418j 4.06558-0.449265j -4.40118+0.745919j 10.8951+1.72893j -10.3582-0.935856j 22.4986+0.821232j -6.29597-1.71073j 29.3873+0.6178j -33.1164-2.48922j 6.88294+1.02718j -42.7358+2.57342j 23.9804+0.0738172j 24.9543-0.49304j 43.1726+0.074219j 17.561+0.613867j 88.6229-3.16077j -59.9045+1.36227j -5.08608+0.832802j 22.8274-1.54177j 22.993+0.192406j 16.2388-1.75189j 96.4699-6.1938j -4.12434-1.47962j 71.0417-6.23872j 5.0357+2.33322j -57.8131-40.0365j -9.85902-30.3935j 6.46129-0.739489j -70.96+6.53574j 4.41359-0.553115j 96.963-11.0314j 15.4751-2.00851j -23.5514+3.15869j -20.1136+2.40661j 3.87713-1.3583j -60.3196+7.52759j 87.9549-13.7164j -17.6142+1.46143j 44.6832-6.58542j 25.9211-2.51356j 24.1083-3.08459j 44.3991-6.07951j 8.05396-0.806094j 34.1399-7.82124j 28.4893-5.38566j 7.56255-3.00881j -23.3562+3.11039j -10.3946+2.22427j 10.7834-2.71577j 4.23983-0.81337j -4.37481+1.35113j 1.85815-0.428735j 
-0.210148+0.035311j 1.99586-0.200749j -1.53965+0.358389j 5.50649+1.00791j -4.81052-0.178459j 11.7957+0.32383j -3.04208-1.37899j 13.3419+1.01453j -15.7397-1.5173j 2.9595+0.323606j -20.4154+0.230142j 12.3715-0.392325j 12.1736-1.45326j 20.6279-0.559092j 7.92698+0.84391j 42.7314-2.18757j -30.1648+1.58955j -2.84375-0.137096j 9.76526-1.16727j 12.6622-0.462137j 8.09698+0.609371j 46.9935-3.43908j -1.42089-1.16496j 35.1456-1.8378j 0.660381+1.12678j -27.6517-18.2072j -4.43155-14.868j 2.79565-0.558061j -34.7176+4.37178j 3.41859-0.738077j 47.3054-5.71217j 9.03595-0.531342j -10.3618+1.57178j -11.0595+1.77744j 2.63805-0.173524j -29.404+2.65746j 42.8587-5.99319j -9.20837+0.737449j 20.4768-3.7227j 11.775-0.314478j 13.4303-1.78366j 19.9147-3.8141j 3.66075-0.0541905j 16.5911-3.18407j 13.4962-3.10621j 2.7712-1.98397j -11.0139+2.49671j -5.32173+0.9556j 3.64034-2.064j 2.20121+0.710384j -2.38049+0.152309j 1.08593-0.185712j 
-0.670178-0.191539j 3.38427+0.0995933j -3.56095+0.529344j 8.86979+1.75593j -7.64913-1.32794j 17.5574+1.25487j -4.51332-1.32544j 22.7381+1.79393j -25.3047-3.37506j 6.09584+0.627838j -33.7528+0.29764j 18.6568+1.09054j 19.2056+0.281897j 33.4171+1.7823j 12.9201+0.533319j 68.6806+1.84727j -44.4673+0.011923j -4.08866-1.20103j 17.1784-0.191521j 17.377+1.06324j 13.3559-0.412611j 74.3519-1.28873j -2.71054-1.55098j 55.2094-1.56372j 4.13892-0.921398j -42.3191-33.5497j -6.57273-22.5823j 4.05101-1.32206j -56.6847+1.07784j 3.30041-0.536355j 72.8006-6.02229j 13.96-0.264669j -17.8976+1.75546j -14.908+1.67455j 4.12412+0.817994j -45.2139+4.35057j 69.0772-6.5919j -12.2758+0.663546j 31.8755-3.12356j 19.926-2.88002j 18.1427-2.95855j 32.6264-3.42087j 5.98092-0.782155j 25.3861-5.85818j 23.9907-2.4689j 5.60752-1.42229j -18.1502+2.2011j -7.64913+1.66501j 8.16769-2.12301j 3.4842-0.246163j -3.42779+0.837236j 1.07823-0.272205j 
-0.579603-0.223237j 2.7007+0.108133j -2.77313+0.155636j 6.38585+0.688858j -5.84704-1.55438j 14.3884+1.48687j -3.89182-0.766023j 17.9724+0.863627j -21.1165-3.09446j 4.94902+1.55655j -27.6406+0.299029j 15.7935+0.0237753j 15.8955+0.759017j 26.9568+0.843326j 10.5376+1.59211j 54.5164+0.593181j -36.9115-1.31842j -3.43348-0.0337477j 13.6153+0.110083j 14.8509+1.82925j 10.1854+1.11685j 59.2985+0.202766j -1.72557+1.33593j 46.0537-1.71397j 2.27348+1.66813j -34.4388-26.8144j -3.99332-18.4623j 2.56739-0.543799j -46.2756+0.220657j 2.4947-0.822105j 61.0112-3.45398j 11.4391-0.310094j -15.3831+0.781289j -15.0174+1.13355j 3.98338+0.258972j -37.0074+2.7962j 55.6649-3.57554j -9.25057+1.22959j 27.7448-4.75293j 17.1867-0.810269j 15.6147-0.819632j 27.8757-2.51863j 6.32593-1.45253j 20.4749-5.25559j 17.869-2.86412j 4.43184-2.39095j -13.0342+1.95414j -6.13511+0.995532j 6.83382-1.93321j 3.00009+0.112352j -2.48639+0.370383j 1.32472+0.0516405j 
0.450884+0.174581j -0.263741+0.10698j 0.0731221-0.141292j -0.23433+0.0504254j -0.14493+0.711128j -0.126673-0.257575j -0.262588-0.341666j -1.03638-0.971189j 0.768274+0.606075j -0.842008+0.210298j 0.696042+1.26296j -0.858948-0.383037j -0.264433-0.505947j -0.718118-1.49111j -0.474372-0.145314j -3.64936-1.99127j 1.34926+0.371722j -0.56951+0.253963j 0.867545-0.0717279j -0.348639+0.153608j 2.68515-0.235803j -2.66284-0.51939j -1.51895-0.139499j -2.92705-0.173719j -0.523522-0.9796j 0.892345+2.1382j -0.388553+1.2751j -0.67215-1.06098j 1.48687+1.55704j -0.250537-0.99392j -2.65985+0.200723j -0.324215-0.536028j 0.0857397+0.817562j 1.70176+1.34246j -1.98922+0.0163061j 2.04771+1.95709j -1.4635-1.48103j -0.152839+0.735039j -0.383279-0.545923j -0.295877+0.512327j -0.772176-0.426983j -1.4119-1.48097j -0.0970322-0.557391j -1.60568+0.418829j -1.04301-0.580778j 0.317135-0.596203j 0.244452+1.58809j 0.323579+0.521528j -0.584137-1.21051j 0.39174+0.0302568j 0.282089+0.0750674j -0.0403599+0.0658025j 
-0.518558-0.0552731j 2.81169+0.3569j -2.98492+0.242113j 7.38652+1.74276j -6.16716-1.15515j 14.8699+1.8472j -3.92984-0.99566j 18.4258+1.67322j -20.7627-3.44536j 4.75515+1.33449j -28.2979-0.622854j 15.709+2.39187j 16.1718-0.19555j 29.0587+2.1971j 10.5708+0.0460536j 55.5392+1.57478j -36.5275-1.12188j -4.02781+0.0929647j 14.1107+0.193303j 14.5938+0.998961j 10.105+0.358247j 62.4602+1.86731j -1.81261-1.01378j 46.7498-0.379956j 3.76532+2.92885j -34.126-28.0743j -4.80407-19.0428j 1.64369-0.949832j -44.8393+0.571565j 2.24435-0.82393j 63.1192-3.36761j 10.634-2.64085j -14.8383+1.89024j -13.8296+0.05256j 4.63108+0.59228j -37.9697+1.08301j 55.6407-4.88875j -10.2135+1.23607j 29.0909-3.07306j 14.6521-3.43958j 14.2679-2.23638j 27.1795-2.36161j 4.75967-0.572403j 21.998-4.82642j 18.1517-1.48805j 4.57452-1.8565j -15.0153+2.05614j -6.58574+1.50813j 6.8169-2.21238j 3.13377+0.196264j -2.71375+0.33038j 0.923878-0.0262773j 
0.0418198+0.106035j 1.99758+0.440198j -2.43241+0.0937244j 5.18179+1.48528j -5.26884-1.02139j 11.5209+0.659899j -3.43977-1.42125j 14.4916+0.618434j -16.5702-1.71703j 3.05194-0.365844j -22.2123+1.38264j 11.7458-0.296479j 12.4717-0.434816j 20.2603+0.965184j 7.93491+0.585756j 42.7166-0.378655j -28.1001+0.528155j -1.18797+1.19075j 10.1562-1.16088j 12.1381+1.30572j 7.21155-0.283797j 47.7904-0.0540102j -3.3591-1.0102j 35.3084-2.95753j 1.64883-0.511657j -26.2364-21.4257j -3.97178-14.5191j 2.86529-1.35045j -35.4533+1.53011j 2.3936-1.54641j 46.5103-5.24001j 8.21196-1.92598j -12.0954+2.74129j -11.0258+0.325414j 3.73872+0.878327j -30.2373+2.56451j 44.5264-4.47724j -7.62871+0.854186j 20.6824-2.30185j 12.2219+0.347006j 10.8313-2.77785j 20.8554-0.831992j 4.06468-1.3363j 16.6839-2.56641j 13.7943-2.29176j 3.44322-1.03109j -11.266+1.78786j -4.47807+1.34006j 5.49317-2.38717j 2.87763+0.179953j -1.99546+0.816378j 0.470152-0.0826614j 
1.35041+0.0183263j -5.20449-1.33773j 5.87627-0.458021j -13.8013-3.75314j 11.9308+2.92618j -27.849-4.02692j 8.20168+2.85018j -36.6818-4.23322j 41.6859+6.75559j -9.45258-1.36792j 54.3246+2.61049j -29.8823-3.05742j -31.8136-2.17419j -51.8822-4.44743j -19.0793-3.09822j -107.416-6.98893j 75.2567+4.31813j 6.35742+1.85466j -26.4711-1.59458j -27.5042-2.77993j -20.1251-1.1686j -120.874-4.40663j 5.79449+0.889465j -88.8163-1.53579j -5.86188-1.44025j 63.8981+55.126j 9.63326+38.0609j -5.76788+1.5592j 88.7865-0.532727j -5.77356+0.902905j -120.813+2.92337j -20.1266+0.949691j 27.6494-2.56546j 26.6591-1.34543j -6.55736+1.77194j 75.3555-3.43866j -107.799+5.80259j 19.3082-3.05212j -51.9393+3.97952j -31.7292+1.9394j -29.8182+2.88397j -54.1048+1.9342j -9.57767+1.34227j -41.5785+6.40216j -36.5773+3.98139j -8.27088+2.70435j 27.8623-3.84177j 11.9969-2.78436j -13.8683+3.58911j -5.91818-0.697549j 5.19909-1.13713j -1.2953+0.100113j 
-0.676062-0.118431j 3.9868+0.468241j -3.65739+0.537769j 8.14413+2.56137j -7.94061-1.87738j 17.6553+3.11862j -5.47466-1.60367j 23.3959+3.3168j -27.4765-5.85893j 5.97433+0.363158j -34.2617-1.96437j 18.9623+2.7311j 19.5908+1.28681j 33.3753+2.58331j 14.3066+1.08899j 68.3788+3.9731j -47.1099-2.34281j -3.37125-1.50897j 17.7428+0.375645j 20.5601+1.62848j 13.0587+0.657842j 74.831+3.50758j -2.92741+0.863093j 56.7405+1.34217j 3.52889+1.59374j -41.1902-35.4878j -5.7727-24.2147j 3.45691-1.68544j -56.8345+0.719291j 2.62165+0.619691j 75.0049-2.54773j 12.9283-0.538465j -20.4161+1.52667j -17.9924+0.283492j 3.45663-1.55592j -46.9903+2.01381j 68.4317-3.21469j -14.166+1.08958j 33.355-2.18108j 19.4144-1.04991j 19.0331-2.46716j 34.0829-1.47056j 5.9251-0.481099j 27.5157-5.44026j 23.457-3.04051j 5.35584-1.66711j -17.6901+2.90177j -7.768+1.77433j 8.27116-2.64642j 3.80417+0.545167j -3.81516+0.28451j 0.667886-0.186224j 
0.565007+0.0336721j -2.17306-0.939452j 2.83145-0.154043j -5.77857-2.22412j 4.64022+1.16412j -11.7006-1.75056j 3.56286+0.992751j -14.6142-2.43231j 17.886+2.9254j -4.35297-1.24338j 22.1865+0.787353j -11.4839-2.82959j -12.9169+0.106981j -21.4954-2.51345j -7.96368-0.731144j -46.5419-4.73481j 32.0362+2.5478j 4.20852-0.750362j -12.0111-0.344966j -12.4488-2.59066j -8.87527-1.76791j -49.1451-5.91703j 2.71092+1.41345j -37.1694-1.65554j -3.14967-0.998461j 26.8132+23.7671j 3.38828+16.2344j -1.74767-0.123962j 37.4256+3.29893j -3.05442+0.819217j -50.2739-0.624949j -6.92483-0.226934j 12.6872-1.07607j 10.4235+1.14872j -1.03446-0.921459j 29.9045+0.527681j -45.3411-0.217795j 8.45681-0.772626j -21.1966+1.08296j -12.9916-0.360064j -12.459-0.170367j -23.1139-1.23973j -3.31895-0.266496j -17.4492+1.85851j -15.3464+0.753144j -3.55586+1.29684j 12.0344-0.782772j 5.31848-1.2231j -5.56099+1.47244j -2.55691-0.207942j 2.13114-0.358762j -0.0967353+0.0235002j 
0.702626+0.019267j -2.12282-0.343909j 2.24637-0.100281j -5.32018-1.56981j 5.09432+1.2513j -11.5357-1.52476j 3.4781+1.34987j -13.9772-0.886331j 17.1487+3.99382j -3.44908-0.351567j 20.5462+1.81259j -10.489-2.05298j -10.4577-3.35957j -22.2886-2.28645j -7.66515-0.975283j -41.8878-4.27139j 29.1194+0.446501j 4.06101-0.413939j -10.3862+0.316734j -11.1994-1.47967j -7.94986-2.62881j -48.4574-3.03267j 1.55679+0.556607j -33.4631-0.644325j -1.1713-0.607042j 25.3059+21.7353j 3.23829+15.1573j -3.2227+2.6755j 35.7645+0.435863j -1.13987+1.08827j -47.9969+1.47484j -6.97151+0.0383837j 10.9834-0.676233j 10.5505-0.123366j -2.95663-0.00801838j 27.6324-0.778753j -42.3358+1.34153j 8.08823+0.278329j -22.3505+1.95782j -12.2207-0.20595j -11.9752+2.24921j -21.476+0.564996j -3.76251+0.944886j -15.7735+2.8068j -14.1533+1.49991j -3.03473+0.628668j 11.2421-1.49161j 4.68204-0.999566j -5.7888+1.38043j -2.31818-0.274744j 2.12867-0.279081j -0.465416+0.088067j 
0.241152-0.105134j -0.70492-0.507168j 1.60552-0.066612j -1.84199-2.17398j 1.79078+1.13787j -4.95661-2.55818j 1.88081+1.10346j -5.49793-1.5382j 6.38305+1.02725j -1.6636-0.894228j 8.32696+2.18054j -4.02739-1.6305j -5.03346-0.229754j -9.28731-1.84771j -3.77931-1.16172j -18.9107-4.08789j 11.6888+2.92235j -0.412975-0.340076j -3.20248-1.47295j -5.20993-1.90409j -3.3419-1.49627j -19.5393-2.38051j 0.822256+1.6653j -14.7199-2.38067j -0.399504-1.31793j 9.18019+10.0535j 0.562245+6.5028j -0.675444-0.698352j 13.7502+1.58114j -2.70388+0.525778j -19.6393-0.712573j -5.77016-0.433009j 5.08999-0.358608j 5.62778+0.479167j -1.35831-0.420997j 11.7838+0.687258j -16.3341-2.13032j 3.19202+0.0442179j -8.92285-1.15416j -5.42169-0.754641j -4.5856+0.0150395j -9.35268-1.80337j -0.589969+0.315565j -6.79361+0.245962j -5.69626-0.635784j -1.74025+0.686155j 5.15787-0.0492231j 2.37066+0.204458j -2.44187+0.608444j -1.11891-0.00159378j 0.675047-0.252328j 0.36389-0.100342j 
-1.35384-0.0262198j 2.15606+0.322968j -2.45164+0.119759j 6.06353+1.9593j -5.32455-0.999991j 10.9894+1.77983j -3.80684-2.6464j 15.0364+2.87273j -17.7055-5.07485j 5.6376+1.3021j -23.6915-2.9719j 13.2736+0.889143j 14.6878+0.85509j 24.2924+5.03215j 7.92097+1.39657j 47.6424+3.97805j -31.921-2.83245j -3.69241-0.0492236j 13.09+1.04805j 13.4467+0.78767j 9.89648+0.690798j 52.9281+3.56182j -2.14475-1.0786j 39.5604+0.919497j 1.853+0.516856j -27.8703-25.049j -2.19502-15.9948j 2.06558-2.04538j -39.7638-1.94915j 1.5321+1.33446j 51.0027+0.0124227j 8.6933-0.875699j -12.7945+1.73796j -11.6924+0.114515j 2.95062+0.0739553j -31.95+0.82528j 46.4918+0.112701j -9.24337+1.34263j 23.2049-0.404482j 13.6345-0.470901j 13.676+0.0944176j 23.5845+0.499082j 4.28465-1.40916j 18.2652-2.68157j 15.4059-0.615302j 3.4054-0.669191j -12.5375+1.29093j -5.15305+1.25384j 5.44031-0.587307j 2.27694+0.235135j -2.31531+0.0565035j 0.490347-0.260088j 
0.994155+0.214468j -2.86384-0.806709j 2.89773+0.208093j -7.02044-1.98456j 6.44175+1.49076j -15.3283-2.06966j 4.92402+1.33781j -20.6008-2.02626j 21.5048+5.56164j -5.26749-0.942492j 27.338+3.12019j -15.1974-2.75349j -16.836-2.89924j -26.87-3.03577j -10.06-0.701037j -58.6541-5.65833j 38.0621+3.90909j 3.86142-1.11537j -12.5113-1.48114j -15.4633-1.4876j -12.3095-0.369108j -61.4607-5.38527j 2.74679+0.683995j -48.171-0.673352j -3.1167-1.28911j 33.711+29.742j 3.40912+20.8754j -3.63146-1.03297j 46.8265+1.35254j -2.26757+1.2413j -62.7959-0.87701j -11.3151-0.240913j 14.8018-1.18637j 14.4455+0.038362j -3.4105+1.22031j 37.288-0.0312j -57.942+1.75236j 10.9215-0.464726j -28.4091+1.61434j -16.2149+0.27102j -15.9688+1.04156j -28.6654-0.305963j -5.3899+0.69459j -21.578+3.18455j -19.2322+1.61153j -3.91299+1.05186j 14.9636-1.19688j 6.40311-1.29367j -7.61738+1.48261j -3.00629-0.501035j 2.85187-0.154138j -0.602192+0.190173j 
0.855777+0.0864029j -1.55975-0.155858j 1.49875-0.778294j -1.59443-1.40555j 3.32721+0.989833j -6.73161-2.24264j 1.34746+1.21663j -8.39509-2.26604j 10.5995+2.28555j -2.31198-0.1643j 11.6993+3.20911j -9.01027-1.71872j -6.83721-0.491724j -12.4361-2.9646j -5.94868-0.683837j -27.0662-4.82583j 18.3869+2.04367j 2.05263+0.169159j -7.21514-1.74323j -6.14503-1.03702j -6.19513-0.339116j -29.6082-4.8279j 2.47085+0.58936j -21.9949-3.81784j -1.89765-0.425449j 13.8631+15.9551j 0.95206+8.68585j 0.0832625+0.505647j 22.3195+1.71243j -0.622778+1.01762j -29.6829-3.31116j -5.17383+0.472287j 8.36691+0.803807j 5.71863+1.25518j -1.9781+0.33473j 19.1054+2.0756j -26.6975-2.73856j 4.70503-0.550869j -12.8485-0.934151j -7.63928-1.41453j -7.95152-0.634015j -12.9134-0.432132j -1.72217+0.201727j -9.83186+0.965468j -8.22361+0.540021j -1.96166+0.920585j 7.55598+0.0385183j 2.91112+0.043955j -3.71452+0.414014j -0.832822-0.296764j 1.13042+0.104003j -0.107049-0.119782j 
-2.1104-0.550017j 4.171+1.55485j -4.0674-0.764912j 10.1251+2.93727j -10.3626-2.42819j 22.9251+3.42166j -7.47288-3.14915j 27.6098+5.74869j -33.4838-8.60415j 7.92999+1.01014j -42.5771-7.28019j 23.9253+3.32755j 24.9243+3.03739j 43.4524+7.56276j 17.4323+1.71921j 85.6156+15.4813j -58.4299-8.62276j -3.84419-1.1364j 19.2477+2.98402j 23.0716+3.38382j 15.4868+1.93416j 94.0082+12.7648j -4.66479-0.635813j 68.9571+7.78182j 6.49239+0.787772j -47.0016-49.6419j -3.55589-30.1485j 4.96939-2.16416j -68.7042-7.05875j 4.10532-1.83223j 93.4384+7.79925j 15.7126+1.90971j -22.8225-0.118378j -21.8249-1.96464j 5.03734+0.797555j -58.1417-2.4008j 85.8913+4.6988j -17.0953+0.548426j 41.933+0.516787j 24.1561+1.08472j 23.4745+0.23723j 41.2398+3.05762j 6.69154-1.18386j 32.3512-2.38142j 28.3273-0.46672j 6.25309-1.76279j -22.0383+0.447225j -10.0857+0.840434j 10.8446-1.539j 4.01159+0.895427j -3.81546-0.439093j 0.686072-0.395702j 
0.101783-0.317122j 0.339148-0.620308j -1.15256-0.0813199j -0.618994+0.745407j 0.10006+0.068481j 0.723573+0.329087j 0.545285-1.24911j 1.10304-0.00034443j -1.18832-1.08597j -2.13866+1.72053j -2.09801+0.559688j 2.63464-1.02615j 0.439974+0.431341j 1.74941-1.40577j 0.816279-0.312052j 1.57361-0.505687j -1.65106+0.0388177j -0.371807+0.334249j 0.779841+0.694989j -1.03208+1.42912j 0.243589+0.451084j 4.68307-0.605597j -0.487247+0.100153j 1.87281-0.684253j 1.14233-0.507872j -2.9657-0.486257j 0.613238-0.575546j 0.512178+0.651093j -1.6083+0.784244j 0.618641+0.157151j 2.45846-0.341299j 0.83293-0.0346282j -0.863899+0.0598041j -0.50939+0.745248j 0.184479+0.485166j -1.58558-0.568681j 2.83917-0.112749j -0.321877+0.0150695j 1.66901-0.23485j 1.63639-0.1646j 0.738359-0.236259j 1.67904-0.200594j 0.651515-0.243068j 1.39592-0.325923j 0.789593-0.882476j 0.583025+0.167053j -0.87524+0.421384j -0.678753+0.419026j -0.0881487+0.0358265j 0.0817194+0.0566099j -0.381758-0.00803117j -0.0484793+0.16651j 
-1.16922-0.740721j 2.71051+1.65911j -2.33359-0.803585j 7.57005+2.50273j -8.18936-2.54532j 15.0571+5.63371j -4.44874-2.60123j 20.9656+6.0211j -21.5529-4.94227j 5.70076+1.32601j -30.323-4.30044j 16.4928+3.44106j 17.6853+4.22943j 29.8209+5.8357j 11.8693+1.7295j 58.7596+9.60038j -40.2775-6.266j -3.90394-1.32251j 14.4436+0.587553j 16.0894+3.19349j 12.0845+3.42125j 66.2225+9.87154j -2.58918-1.53662j 47.6313+7.00743j 3.85317+1.39968j -32.2965-33.81j -1.95777-21.5989j 2.71878+0.248101j -48.4172-4.98668j 2.53092-1.92684j 66.178+5.12624j 10.8085+0.993032j -16.2402+0.36214j -14.4173-0.77166j 3.21361-0.481926j -40.8518-2.51569j 59.451+3.54214j -11.99-0.343614j 28.9704+1.85545j 16.9654+0.849124j 16.1378+0.737905j 28.9242+2.39348j 5.69005-0.542804j 23.1246-1.6513j 20.052-0.158063j 4.59456-1.41295j -15.5075+0.213678j -6.60023+1.12939j 7.74728-0.453674j 2.93089+0.692608j -2.61114-0.212239j 0.549666-0.329751j 
-0.697643-0.421971j 1.37399+0.269929j 0.41415-0.436931j 2.52079+0.29301j -0.830793+0.924368j 3.10808+1.94793j -1.0922-2.3615j 6.19335+2.22559j -8.04609-1.99708j 2.26111+1.85804j -7.43062-1.28413j 4.6249+2.9317j 4.09035+0.952859j 6.85042+3.11475j 3.87512+0.171062j 16.2111+4.36029j -10.4985-1.8j 0.231363+0.502894j 3.27906+2.43252j 3.70605+1.0093j 2.97203+1.92571j 17.936+4.95368j -0.759856-2.5016j 12.9734+2.79754j -0.154376+0.529542j -8.60819-11.1745j 0.978396-5.74523j -0.0372543+0.0370931j -13.4485-4.40051j 0.530927+0.0312403j 17.9261+3.63826j 3.30205+0.248554j -3.04199-0.853127j -4.33431-1.55509j -0.158198-0.364664j -12.2979-1.85314j 16.8762+2.50479j -3.36312-0.0467266j 8.20636+1.24901j 5.03302+0.41066j 4.91376+0.684778j 7.83517+1.20429j 1.59466+0.0739447j 6.0282-0.0148009j 5.26542+0.511162j 1.47215+0.188816j -4.46453+0.0931904j -1.80359-0.199508j 2.18829-0.0262044j 0.7353+0.570661j -0.636157-0.548425j 0.368363-0.263597j 
-0.23963-1.20355j 2.13916+1.65087j -1.33339-0.89134j 7.47884+2.86587j -5.57395-3.41439j 13.894+3.29015j -2.02124-1.48695j 16.8798+3.03512j -19.7732-4.94172j 4.77811+1.19902j -24.1944-7.01566j 13.4165+3.14374j 14.2438+2.44495j 24.1859+6.27391j 9.24771+2.81531j 48.9+11.431j -31.698-8.66525j -4.31617-2.62333j 11.41+2.53541j 12.9626+2.23259j 9.9688+2.29655j 54.5008+12.1694j -2.69436-0.76612j 40.6653+8.73014j 1.55485+0.577192j -26.2439-30.8978j -0.999903-16.9618j 3.42733-0.111343j -40.3747-7.43956j 3.04811-0.356665j 55.2765+7.08322j 8.68365+1.52729j -12.0468-0.150259j -12.3361-1.77462j 3.08876+0.00426071j -33.7419-4.56969j 49.7288+6.37925j -10.1116-0.594687j 23.7981+2.16433j 14.447+1.8182j 13.4984+0.806934j 23.9359+3.16931j 4.84959-0.103058j 18.978-0.391605j 16.4945+1.08748j 3.99092-1.24967j -13.3262-0.58011j -6.27389+0.323541j 6.87449-0.882181j 2.72117+1.28829j -2.0192-0.0991294j 0.472159-0.217252j 
-0.290663-0.332862j 0.772565+0.594356j -0.24904-0.216974j 2.47233+1.37274j -2.50859-1.28232j 3.5601+2.82899j -1.4705-0.649317j 5.63447-0.869195j -7.66459-3.6803j 1.74911+1.34872j -8.48282-3.38179j 3.89203+0.136732j 3.02367-2.91044j 9.10016+1.68988j 4.15566+1.10258j 17.8425+4.29693j -12.0871-3.01242j -1.154-0.315124j 3.98127+0.741028j 5.47395+1.62088j 4.82884+0.156628j 20.3913+3.59737j -0.307477-0.36022j 13.4503+1.57449j 1.00902+0.504488j -9.02181-10.8678j -0.381287-6.27773j -0.0379604+0.449701j -14.7352-2.22964j 0.713516-0.643574j 20.3121+1.91484j 3.49849+0.538024j -5.30893-0.276538j -4.72707-0.408674j 0.793392-0.312962j -12.2103-1.27758j 17.9389+1.63428j -4.1234-0.0293244j 8.87643+0.738943j 5.26428+0.449754j 4.69619+0.0832118j 8.8318+0.908866j 2.10147+0.175783j 6.93223-0.349911j 6.06172+0.101034j 1.54302-0.369095j -4.72284+0.00980302j -1.98095+0.397186j 2.40266+0.0344832j 0.908202+0.299294j -0.778551-0.107369j 0.19405-0.126284j 
-0.233186+0.359042j -0.887872+0.740827j 0.0880134-1.50401j -1.64464-0.828094j -0.543877+0.71294j 0.211968+2.1973j 0.134157+1.95171j -2.15675+0.525496j 0.53392-0.401603j 0.704615+1.11595j -0.432418-0.229669j 1.39116-0.334868j -0.915097+1.04027j -0.830853+2.93888j -1.15307+0.638628j -0.773043+3.38716j 1.62476-2.3739j 0.154401-0.291071j -0.5428+2.2842j 1.29621+0.631357j -0.12077+0.534463j -0.876226+4.40102j 0.969546+0.25856j -0.505352+3.46576j 0.0715039-0.511963j 1.16965-1.98955j 0.954926-0.136683j -0.14959+0.497328j 1.10191-2.13252j 0.165099-0.183016j -1.61548+3.62973j -0.351024+0.565002j 0.664048-1.52371j 1.11086-1.67614j 0.148536+0.00593617j 1.13065-2.81337j -1.4782+4.43767j 0.179912-0.440779j -0.698663+1.5518j -0.274103+1.28218j -0.259349+1.19798j -0.476594+1.44524j -0.44515-0.259315j -0.354873+1.20781j -0.485631+0.907018j 0.124966+0.0953709j 0.511709-0.987234j 0.586577-0.449264j 0.0919175+0.66297j 0.362622+0.372905j 0.278183-0.168069j 0.1686-0.348586j 
0.0236346+0.336344j -0.230668-1.34714j 0.551809-0.694261j -2.36355-1.97553j 3.19515+2.63562j -5.82096-1.02958j 1.98154+0.22491j -10.237-5.06941j 11.5955+4.80151j -2.16942-2.18327j 14.0728+5.98823j -8.77997-4.01908j -6.95251-4.0174j -15.4147-4.07005j -5.65271-2.70203j -29.8324-12.2882j 19.7588+7.34488j 1.3234-0.201597j -8.60872-3.16917j -8.75025-2.28789j -7.18189-1.49065j -32.6646-10.4309j 2.31909+0.62833j -24.8533-6.97931j -2.198-0.176529j 13.8394+20.9695j -0.675774+10.1573j -2.02475+0.21168j 24.1883+7.03433j -2.20869+0.00354235j -34.2069-8.51021j -5.3865-1.30523j 8.09537+0.690177j 7.22593+1.91274j -1.75743-0.025386j 20.3449+4.49445j -29.7773-7.02166j 5.97739+1.02378j -14.5368-3.45415j -8.49156-2.13534j -8.34986-1.14047j -14.7839-3.7286j -2.8258+0.0142883j -11.8258-0.280627j -10.1309-1.12855j -2.01427+0.384408j 7.69153+1.40242j 3.84119+0.112524j -4.08296-0.0603212j -1.8423-1.18326j 1.09043+0.0848096j -0.453627+0.407462j 
