-0.0998963-0.0392721j 0.0926774-0.0190954j 0.0411296+0.0060517j 0.0500107-0.00342269j -0.0485931+0.0162758j 0.0474961-0.0143187j -0.0655481+0.00252036j 0.0254394-0.000250744j -0.00573633+0.0283289j -0.00733661-0.0201895j -0.222318-0.0128364j 0.0173779-0.120878j 0.13173-0.10308j 0.165307-0.0167279j -0.0639118-0.17554j 0.20576+0.0777287j 0.0801748-0.280482j -0.107922-0.250577j -0.142262+0.0627411j 0.0172367-0.122022j 0.133556+0.180438j 0.049563-0.0548819j -0.058694-0.206857j 0.269981-0.134064j 0.101504-0.119879j 0.127398+0.0960068j -0.0436344-0.0271229j 0.00971587+0.207463j 0.221206-0.0212571j 0.0484422+0.00262215j 0.105672-0.000813944j -0.101358+0.0164005j 0.0207612-0.0450052j 0.0743381+0.0575278j 0.0566945-0.0400701j -0.00991147+0.0322032j 0.00583347+0.00126746j 0.0304904-0.0170391j 0.00420318-0.000921527j -0.0149433+0.00427364j -0.017973+0.00970806j 0.0195046+0.0139341j 0.015438+0.0126205j 0.0348122+0.0219717j -0.0118175+0.0391509j -0.0411667-0.0142033j 0.0283457-0.0757962j 0.085669+0.0316818j 0.102561-0.015013j 0.0463492+0.00472134j -0.00953843+0.0431809j -0.0127092-0.00930607j -0.0183162-0.00731263j -0.0071287-0.00169344j 0.000305437-0.00180796j -0.0247495-0.000681557j -0.00455657+0.00834257j 0.0223992+0.00503053j 0.00341868-0.0148081j 0.00365433+0.0146009j -0.00506537-0.0208932j 0.0166848-0.00793536j -0.0114286-0.0117694j 0.0143021-0.00333719j 0.0282566+0.00302516j 0.00652728-0.00337604j 0.0198512+0.000217723j 0.00857149-0.00632484j -0.00010425-0.019744j -0.0071575+8.15524e-05j -0.0088854-0.0160114j 0.0297173-0.0137336j 0.0170135+0.017181j -0.0341871-0.0072355j 0.0391388+0.0269358j 0.0388735-0.0450402j 0.049664-0.00812933j -0.0476569-0.00845257j -0.0118914+0.0049308j 0.0143128+0.00248781j -0.00305294-0.00547487j 0.00772589+0.00130491j 0.00523376+0.00324647j -0.00596017+0.00768683j 0.00610825-0.0138804j 0.0173964+0.0120117j 0.0141107-0.00128994j -0.0179348-0.016237j 0.0163327+0.0104435j 0.0140761-0.00320116j -0.0377265-0.000636583j 0.0572708-0.0110313j 0.0172178+0.0045904j -0.0170953-0.00212707j -0.0132627+0.00374067j 
-0.00488665+0.0113199j -0.0042448+0.00568212j 0.0150756-0.0416273j -0.0228359+0.03335j 0.0083737+0.00250209j 0.0140458-0.00171257j -0.0026001-0.0232714j -0.0128811-0.0456102j -0.00398049-0.0200253j 0.00911679+0.00091214j -0.00561483-0.00378082j -0.00244699-0.00415408j -0.0547521+0.000854877j -0.0127318-0.00373669j 0.00531904-0.000358901j -0.0085492+0.00534407j 0.0105527+0.00478925j 0.0277712+0.00466053j 0.0119865-0.00366843j 0.0223917+0.00296279j -0.00658656-0.0059357j -0.00634412-0.00186736j 0.00730082+0.00577893j 0.00669512-0.0018957j -0.0149443-0.00419767j 0.0195029-0.00561928j -0.0342056-0.000831749j 0.0271614-0.00423678j 0.000624177+0.00254466j 0.004303-0.000158455j -0.0025946-0.0020808j -0.00444934-0.00954543j 0.0191246-0.000456714j 0.0140751+0.00690715j 0.00366564-0.00606293j -0.00152778+0.0169746j 0.00316334-0.0271253j 0.0145221+0.00572198j 0.00748679+0.0502499j 0.0293506+0.0156927j 0.0294949-0.0140511j 0.0234894+0.00403598j -0.0176059-0.0040819j 0.0448428-0.00903515j -0.048091+0.00270302j -0.0338646-0.00292321j -0.0101477+0.00442613j -0.0288908+0.00123982j -0.019885+0.00839643j 0.00366368-0.00180305j -0.00913063-0.0196046j -0.070579-0.0286738j 0.0115837-0.0243258j -0.190241-0.053658j -0.0617749+0.083305j 0.0530687+0.0953255j -0.0360323+0.162655j -0.0984561+0.00300768j -0.0745508+0.0193978j -0.0606601-0.131987j -0.0367356-0.124612j 0.000751907+0.162536j -0.029122-0.125121j -0.131478+0.112154j 0.0838634-0.142305j 0.172888+0.0789976j 0.294299-0.0571137j -0.0318946-0.250232j 0.0777665+0.0826266j 0.161502+0.0256284j 0.010169-0.145885j -0.0529355+0.0288801j -0.0761791+0.0682148j -0.115416+0.000659319j 0.0231656+0.0320463j 0.0113403-0.056678j 0.0233319-0.0128255j -0.0621259-0.00442484j -0.0114504+0.0127051j 0.0090211+0.00489826j -0.0366023-0.0157949j 0.0205228+0.022633j -0.0105333-0.0133001j -0.0409227+0.0322596j -0.000468937+0.00689643j -0.00842819-0.0342024j 0.035564+0.0173378j -0.0351769+0.00620307j -0.035282+0.0126144j -0.030668+0.00184884j -0.0101494+0.00564378j -0.00345846+0.00436463j -0.0130528+0.00417836j 0.0133763+0.00552217j 0.015262-0.00331979j 
0.0136285-0.00584689j 0.00862113+0.00777089j -0.0136131-0.0270243j 0.0027671+0.0234975j -0.000623774+0.0127476j -0.00203341-0.0120343j -0.00252926-0.0141245j 0.0254492-0.038093j 0.00842723-0.00562443j -0.00596567-0.00899382j 0.0050291-0.000948328j 0.0121865+0.0107518j 0.0316361-0.000357553j -0.00861296+0.00426407j 0.0139199-0.00577426j 0.00613509+0.00110653j -0.00908233-0.00370124j -0.0251523-0.0146028j -0.00641171+0.00190707j -0.0300405-0.00325205j -0.00984047-0.00881206j 0.0182777-0.0143857j 0.00060242+0.0126395j -0.00533687+0.00148424j 0.00439452+0.0021176j -0.00241322+0.00253997j 0.0212312+0.000972919j -0.00693044+0.00313722j 0.000950921-0.00314321j 0.013146-0.000474029j 0.00972032-0.00390169j -0.0252378-0.00112393j 0.00764293-0.0158952j 0.0115951+0.00618211j -0.0169235-0.00466836j -0.00969651-0.0161043j 0.00389371+0.00506248j -0.00429281-0.00292589j -0.00519865-0.0168104j -0.0082135-0.0182936j -0.00699051+0.020504j -0.0137382+0.0109689j 0.0143364+0.00692668j -0.00158949-0.00320311j 0.0177553-0.00391214j -0.00626052+0.00657226j 0.0174955+0.00277366j 0.0206126-0.00484407j 0.00761982-0.00190177j -0.0336981-0.00198251j 0.00905293-0.00762137j 0.0360709+0.0267717j -0.0188382+0.00476853j 0.0389468+0.0120733j -0.001107-0.0660238j 0.0592933+0.0248837j -0.00297159-0.0377737j -0.0295867+0.00872416j -0.026223+0.061642j -0.0421483-0.114145j -0.0441602-0.114179j 0.00868025+0.107768j 0.0313615-0.0516867j -0.0839494+0.102462j 0.0478044-0.16562j 0.0592639+0.098804j 0.223848+0.032929j -0.0759577-0.275935j 0.0510632+0.0858378j 0.19807-0.155989j 0.0846933-0.0107312j -0.11439-0.0306746j 0.0213536+0.0640105j 0.0978083-0.0407336j 0.06674-0.0415997j 0.0373384+0.0307009j -0.0361576+0.00751542j 0.0423892-6.48015e-05j 0.00667043+0.00256702j -0.00816263-0.00447686j -0.00273899+0.0003889j -0.00211945+0.0083147j -0.0147746-0.0135018j -0.0119272+0.0100324j -0.0184781-0.00483864j -0.0072901+0.0188838j 0.00163763+0.00992324j -0.00161112-0.00528659j -0.00226062+0.00879311j 0.0202149-0.00305042j -0.00822276-0.00717235j 0.012683-0.00920908j 0.0180269-0.00126182j -0.0104796-0.00150059j -0.00601199+0.00269331j 
-0.0121187+0.00753265j -0.00403759-0.00219512j -0.01278-0.0388211j -0.010323+0.0304044j 0.00963938+0.0132053j -0.00390251-0.00984065j -0.0180949-0.0327655j -0.00553894-0.0489221j -0.00919433-0.0185543j -0.000615456-0.00652894j 0.000254232+0.00175857j -0.0260423-0.0022665j -0.0134768+0.00388521j -0.00601322+0.00475106j 0.0184231+0.00211067j -0.00827459+0.0067704j 0.0212695+0.00159605j -0.0140134-0.00421388j -0.0044562-0.000469581j -0.0258663+0.00328067j -0.0105715-0.00416893j 0.00706748-0.00825795j -0.00135137+0.00676529j -0.000488307-0.0059122j -0.00324566+0.00111597j 0.00180166+0.00782861j -0.00304965+0.00512016j -0.000680362+0.00769366j -0.00963443-0.00177363j -0.00373785-0.00211946j -0.00653366+0.00202628j -0.011256-0.00964719j 0.0136481+0.0189905j 0.011564-0.0242873j -0.00392104+0.00391431j -0.00475504-0.00830274j -0.00617111-0.0161769j -0.00171234+0.0047175j -0.0124852+0.0173225j 0.0310784-0.0106565j 0.00546774+0.0164156j 0.0304995+0.00960702j -0.00526056-0.00220433j 0.0190452-0.00688106j -0.0173156-0.00774134j -0.012369+0.0145847j 0.00929168+0.0314281j -0.00976464-0.00770217j -0.0708537+0.0028804j -0.00343256-0.00924754j 0.00512283-0.00495796j 0.0530077+0.00227147j -0.0745377-0.0296359j 0.00651046-0.0117324j 0.0234208-0.100342j 0.132534+0.0457522j -0.104553-0.0185374j 0.346593+0.141495j -0.0366926+0.1122j 0.0119461-0.0530751j 0.0758751-0.266166j 0.118957-0.404057j -0.193901-0.0207241j -0.174125+0.028964j 0.0269178+0.153831j 0.136153+0.120786j -0.0226661-0.190039j 0.128817-0.000256331j 0.07772+0.089058j -0.118797+0.13617j -0.125862-0.0463861j -0.0178983+0.0231665j -0.099211+0.0530392j -0.0959052-0.00444916j 0.0044354-0.0171456j 0.0154113+0.00765496j 0.00754518+0.00585371j 0.0264392+0.0012444j 0.0112097-0.012099j 0.0140073+0.00846874j -0.0116279-0.0145416j 0.0125935+0.00967855j 0.0166671+0.0187158j -0.00799201+0.0183359j 0.0352325-0.00860713j 0.00314484-0.0333795j 0.0311388+0.0197943j -0.0305184+0.00350392j -0.0372554+0.015625j -0.0276946-0.00184925j -0.0115868+0.0125797j 0.00117881+0.0154197j -0.0280088+0.00316229j 0.0131755+0.000906395j 0.00681191-0.00425043j 
-0.022469-0.0150098j -0.00501731-0.0168413j -0.0160326+0.0103111j -0.0145442-0.0334228j 0.0254959+0.0119719j 0.00156464-0.0230374j -0.0373064-0.0023498j 0.0182758+0.0131975j -0.00917632-0.00655577j -0.00251057-0.0387637j -0.00948905+0.0135936j -0.0520375+0.0027017j 0.00709465+0.009632j -0.0170837+0.000356538j -0.0263519-0.00382461j -0.00470598+0.010752j 0.0529583+0.00894778j -0.0331108+0.0134064j -0.0107803-0.00722469j -0.00887198-0.00260556j -0.0309134+0.0152349j 0.0233453+0.00793445j 0.000990346-0.0210144j -0.00609617-0.0116162j -0.0179412-8.23031e-05j 0.018991+0.00711599j -0.0060127+0.0048094j -0.011208+0.0298798j -0.0172651-0.00321465j -0.00555648-0.0136529j -0.0168641+0.00348473j -0.00988026-0.00870872j -0.0353763+0.0261537j -0.00447327-0.0241963j 0.0788855+0.0132425j -0.000695112+0.00244707j -0.000123624+0.00636242j -0.0382493+0.00648325j 0.00544933+0.00555349j 0.014287+0.00453646j 0.00504068-0.0223579j 0.0215601-0.00858246j 0.00837809-0.00731268j -0.00297173-0.00131117j 0.00160986-0.0178185j -0.0139317+0.0134441j 0.0148542+0.0411985j 0.0434276-0.024999j -0.0909901-0.0180578j 0.0575216-0.0120536j -0.00458241+0.0214614j -0.0651839-0.0227205j -0.00614035-0.0294872j -0.0557847-0.00872319j -0.000251465+0.0465627j -0.172058-0.0113686j 0.00182527+0.115924j 0.0733521+0.0322732j 0.0612704-0.136421j 0.00156706+0.18572j -0.0246497+0.00490551j 0.0490761+0.0371857j 0.119319+0.22347j 0.0312965-0.00210334j 0.0630185-0.114145j -0.130966-0.0138554j -0.0675879+0.078163j -0.118041+0.113597j 0.0185228+0.174321j 0.0363949-0.044848j -0.0403553-0.0405426j -0.128673-0.0564444j -0.104583+0.11023j 0.0257295-0.0534224j 0.0857262-0.0764042j 0.0652248+0.0662653j 0.0255993+0.0280714j 0.0973413+0.00359876j 0.0309987-0.0447552j -0.0173983+0.00379794j 0.0214537+0.00891517j -0.0140218-0.00594805j -0.0123175-0.0111923j 0.00481984-0.0140527j -0.015764+0.0233763j -0.0199205-0.0106889j -0.00663992+0.0199247j 0.00542302+0.0302796j -0.0403554-0.0119832j 0.00910323-0.00213832j 0.0377791+0.00417945j -0.0337193+0.0319751j -0.0358546-0.000776485j 0.0145411-0.00327455j 0.000527822-0.00665254j 
0.0018448-0.000926786j -0.000408646+0.00845634j -0.00661701-0.00971111j 0.021971+0.0148334j 0.00963242+0.00296677j -0.0203753+0.00449295j -0.0113672-0.000623854j -0.0104235-0.0128216j -0.000768213+0.00357163j -0.00893306+0.00945168j 0.035231+0.0058066j -0.0171093-0.00139975j 0.0837304+0.00254082j 0.0175776-0.00275165j -0.00904025-0.00413964j 0.00962915+0.00602787j -0.0422201-0.0171417j -0.0120406+0.00146829j -0.0565539+0.00463321j 0.057405-0.00559196j 0.0734213+0.00331019j -0.0351358+0.0133534j 0.00862928-0.012574j -0.00938561+0.00887434j 0.00961502-0.00688882j -0.0457458-6.05784e-05j 0.00813065-0.0102044j -0.0452726-0.00547151j -0.0143164-0.00400961j -0.00207511+0.0129452j 0.0158456+0.0148314j -0.042658+0.0271j -0.00820308-0.00789937j 0.0123214+0.0154575j 0.0190092-0.00996065j -0.00872399-0.0269538j 0.00983798-0.0105693j -0.014159-0.0179617j 0.0164595+0.00554921j -0.00188334-0.00259326j 0.0307414+0.00135281j -0.0306007-0.00247143j -0.0178182+0.00519653j 0.020405-0.00808437j 0.0163105+0.00704169j -0.00279623-0.00653873j 0.0182474+0.00603309j 0.0289078-0.00421064j -0.0263883-0.0122591j 0.0427899-0.000675354j 0.011225+0.0655403j 0.0906348+0.0238835j -0.035695+0.0324029j 0.125103+0.0113016j -0.00625871-0.0947181j 0.100598-0.0130946j 0.0550125-0.105167j -0.302947-0.100648j -0.0841437-0.0103421j -0.125714-0.13798j -0.0894933-0.0419473j -0.0750221+0.311949j 0.064536+0.0597636j -0.243671+0.044007j 0.00959292-0.00667492j 0.00274213+0.170651j 0.0342892-0.191918j -0.0166248+0.0801507j 0.0148085-0.0174788j -0.0468733+0.092744j -0.0515439+0.0775043j 0.056206+0.0129j 0.00479755-0.0235941j -0.0564127+0.0434552j -0.0771151-0.0325205j -0.0649478+0.0720811j 0.0199297+0.0237367j 0.106843+0.0139259j 0.032255-0.0559254j -0.0478812-0.01527j -0.0229983+0.0208451j -0.011614+0.00796283j -0.00119305-0.00230616j 0.0122185+0.000934752j -0.00599974-0.0130219j -0.00219928+0.0232569j -0.00544105+0.0131523j 0.00720374-0.00995819j -0.0123188+0.00245861j 0.0320167-0.0194298j 0.00453178+0.0174235j 0.0217453+0.0202794j -0.0403246+0.00460479j -0.00689951-0.0157006j -0.032009+0.00486974j 
0.0030783+0.0127346j -0.0130894+0.00630756j 0.00882412-0.0123995j -0.0034172+0.00916599j -0.00263262-0.00301881j -0.00188426+0.00689705j 0.0197411-0.0108568j -0.0124994-0.00756303j -7.46127e-06-0.00140081j -0.00196896+0.0140803j 0.022208-0.00673288j 0.014818+0.00723548j -0.0152448+0.00586875j -0.0178214-0.00919722j 0.0140914+0.00128058j -0.0056712-0.00914895j -0.0113799+0.0241779j 0.0112028+0.0311369j 0.00193188-0.0125693j -0.00842539-0.00363833j 0.00790323+0.0193257j -0.0111181+0.0289719j -0.0054818-0.0243j 0.00862023-0.0188223j 0.0107133+0.000549436j -0.005022-0.0121629j -0.00975816-0.00344573j 0.00721095+0.000740097j 0.0155764-0.00216649j -0.00282698+0.00486424j 0.00862619-0.00101898j -0.0206816-0.00289797j 0.0397421-0.0139563j 0.0578767+0.0221375j 0.00726164-0.00926374j -0.0181767+0.0238395j -0.0100572-0.0113809j -0.000930663-0.00369252j -0.00348994+0.00420551j 0.0206653-0.00560527j 0.00531084+0.0364798j 0.00619291+0.017109j -0.00986643+0.0169716j 0.0283633-0.00907412j 0.00257679+0.00397368j 0.0327712+0.00564902j -0.0156764-0.00177025j -0.0396182+0.00238701j 0.0230448+0.00617575j 0.00161925+0.00258731j -0.000129719+0.0303178j 0.0444068+0.0040163j -0.0585967-0.0231915j -0.251698-0.0291475j 0.0246784-0.0734333j -0.379066-0.0126306j 0.0517+0.340476j -0.00483994+0.143736j 0.0832179-0.324658j -0.0954453-0.0291012j -0.0440681+0.0032927j 0.00730132+0.00750271j 0.0661936+0.185715j -0.145368+0.0621913j -0.0230588+0.0198425j -0.0791693+0.101194j -0.0627129-0.0370177j -0.0450297+0.0493856j 0.0268779+0.0390084j -0.0175578-0.00838078j -0.0248963+0.0145825j -0.00290149+0.0141644j -0.00848291+0.0107253j -0.00223961+6.08811e-05j -0.0014969+0.0125006j -0.0030162-0.0156432j 0.0037301-0.00441897j -0.0162397-0.000728601j -0.00349945+0.00340598j -0.0112604-0.0043583j -0.0152947+0.00197991j 0.00239687+0.014257j -0.0190526-0.0197996j -0.019246+0.0184148j -0.0214109+0.00559337j -0.0163648-0.00516854j 0.00743266+0.0175796j -0.0162408-0.0023607j -0.0223453+0.00968109j -0.00679068-0.00262536j -0.00714496+0.00328161j 0.00573151-0.00269947j -0.00691322+0.00288841j 0.00389559+0.0023181j 0.00489087+0.000800581j 
0.00879785+0.00285938j 0.00418328-0.00675475j 0.00308627+0.00840702j -0.0180188-0.0124927j -0.00908571-0.0045596j 0.0138236+0.00449985j 0.010062-0.00361607j 0.0100619+0.0108176j -0.00232568-0.00289794j 0.00309395+0.0010138j 0.0034552-0.00345415j -0.0174523-0.00799391j 0.0512488+0.00475862j -0.016176-0.0022027j -0.000327715+0.000840008j -0.0431261+0.0110612j -0.050937-0.00965096j 0.019945+0.0158072j -0.0525662+0.00519553j 0.0699476+0.00226114j 0.0467976-0.00408894j -0.0267177+0.00280993j 0.0397353+0.00545389j -0.0298684+0.00772864j -0.0195904-0.00508231j -0.0142572-0.00642185j -0.0467505-0.0103646j 0.00592746-0.0141029j -0.00726785-0.00220351j 0.0125016+0.0128305j -0.00227959+0.0125022j 0.0173998+0.0154796j -0.00957282-0.000106121j -0.0129936+0.0151095j 0.019393-0.00109558j 0.0099388-0.0111029j -0.0160566+0.011344j 0.0139994-0.0046376j -0.0203143-0.0153757j -0.00312554-0.00982145j -0.0294421+0.00221241j 0.0430563+0.00578664j 0.0258904-0.0147028j 0.00379513-0.00338795j 0.000559333+0.00318583j -0.0491572-0.016141j 0.0440428+0.0043942j 0.0747052+0.00435757j -0.00300439-0.0121113j -0.0429432-0.0122844j 0.0258591-0.027312j 0.144287+0.0345177j -0.152012+0.0205431j 0.139564+0.0373801j 0.0375833-0.224248j -0.170229-0.0968221j 0.0989597-0.0599463j -0.166642-0.087324j 0.049931-0.193977j 0.0536702+0.116645j -0.0320684+0.0108539j -0.0363621+0.0761001j -0.0958829-0.244393j 0.21853-0.0494721j 0.0251857+0.0186431j 0.122202-0.159267j 0.0679608-0.101557j 0.0961564+0.0155568j 0.000158263+0.0633302j -0.0181912+0.154999j -0.0420658-0.031116j -0.0125013+0.00482901j -0.095482+0.0233027j -0.0804895+0.0325858j -0.0330066+0.0399556j -0.0296073-0.0290023j 0.061656-0.00700528j -0.0284458+0.00638868j -0.00219324-0.0251601j -0.0259991-0.0167029j 0.0259684+0.0269669j -0.0317529-0.0116069j -0.00359496-0.00222262j 0.0379314-0.0302334j -0.0246216+0.0112422j -0.00662454+0.00829958j -0.0284734+0.0108929j 0.0225572+0.0107981j -0.00946698-0.00921091j 0.0164727-0.0133965j 0.0272927+0.0122606j -0.00600906+0.021801j -0.0362767+0.00737137j 0.00608165-0.00762015j -0.00893024+0.000460686j 
-0.00304545-0.0340814j -0.00358452+0.0423614j 0.0140368-0.00643026j 0.00797145+0.0363927j 0.0116232+0.0213129j -0.000788688-0.0174787j 0.0105249+0.0508562j 0.0196583-0.0168058j -0.0228785+0.0348109j -0.00104438-0.00347896j 0.00984497+0.0272889j -0.0425445+0.00576702j -0.00479063+0.00435649j -0.00241944+0.0015791j -0.0866247-0.00393634j 0.0299001+0.00178964j 0.0731266+0.00405642j -0.010264+0.00234543j 0.018817+0.00255456j 0.0778985-0.00365549j -0.00598139-0.00196281j 0.00112362+0.00877283j 0.00121299-0.00274708j -0.0307774+0.0061701j -0.0509684+0.00296598j 0.0180477+0.00404681j 0.00278494+0.000832328j -0.0366537+0.00311725j -0.0242176-0.00402963j 0.0228801+0.00172265j -0.000844924+0.00260983j -0.0941651+0.0180462j -0.00534135-0.0213984j 0.00300899+0.0196141j -0.0260933+0.00583006j -0.014295+0.0135156j -0.0714575-0.00331586j -0.00913262+0.0101395j -0.0571272+0.000402055j -0.0213323+0.0136205j -0.00237412-0.0226843j -0.0721428-0.0310455j -0.000826949+0.0146605j -0.0344719+0.00209512j 0.0375702-0.000156263j 0.0609862-0.000555747j 0.0066022+0.0329565j 0.0601558-0.0125579j -0.0573559-0.0163751j 0.092296+0.00734194j -0.00522214+0.0587947j 0.0960683-0.0129642j -0.17548-0.0376276j -0.314023-0.0776128j -0.0595948-0.156729j 0.192937+0.161788j -0.123419+0.289096j -0.0951951-0.0316546j -0.0883899+0.348j 0.0920267+0.1189j 0.0763097-0.0579292j -0.0142228+0.132706j 0.0535618-0.0101384j 0.0714785-0.0954074j 0.100905+0.0693014j 0.013283-0.0214966j -0.0266991-0.0247786j -0.0770163+0.0854317j -0.020546+0.01054j -0.0632271-0.0288568j -0.0565379+0.0911788j 0.0156137-0.0511235j 0.00926166+0.0288245j 0.0761327-0.0273853j 0.00942+0.00206592j 0.0258726+0.0135889j 0.0782655+0.0193796j 0.0506695+0.00225144j 0.0224293-0.0534175j -0.0679439-0.013183j -0.0620022+0.0211234j 0.00826616+0.0479227j 0.00170003+0.00229606j -0.0108512+0.00185552j 0.0076558+0.00238559j 0.000334441-0.00331047j -0.00324821-0.0214129j 0.0209041+0.00972621j 0.0180402-0.017802j -0.00410184-0.00480767j 0.0243731+0.0144528j -0.0143839+0.0259449j -0.0350137+0.00423503j 0.0140961-0.00384359j 0.00163182-0.00423238j 
0.0735291+0.000371872j -0.0201433+0.0288371j 0.000261023-0.0127242j 0.0196093+0.0281713j -0.0181742-0.00422401j -0.013179-0.00467025j -0.0174649+0.0174879j -0.00389535-0.0119976j 0.0154637+0.010706j 0.0102987+0.0121269j 0.0511337-0.00338378j 0.0807415+0.0211955j 0.0246086+0.00112212j -0.0231352-0.000514538j -0.00524378+0.00516567j 0.000299214-0.0189505j -0.0578568+0.0172588j -0.00458764+0.00530867j -0.0270354+0.00181278j -0.0112399+0.00417791j 0.0123452+0.0056463j 0.0270058+0.0165931j 0.0248646-0.00945535j -0.0027991+0.00590041j 0.0156338-0.00301518j -0.0154932-0.00514265j 0.0184491-0.00911115j 0.0276009-0.0163194j -0.0219062-0.00678997j 0.0195349+0.00416558j 0.0217816-0.00589393j -0.00402205+0.00210379j 0.0134735-0.0336562j 0.0011865+0.0406366j -0.0378945-0.0211473j -0.00272342+0.0543412j -0.0349775-0.00965523j 0.0937706-0.0139862j -0.0355152-0.00219595j 0.0108472+0.00565237j -0.00671303+0.0141429j 0.00729848+0.0118727j -0.0167067-0.0125421j 0.0096761-0.0118926j -0.0119518+0.0121177j -0.0252831-0.00461186j -0.00304265-0.0373117j -0.00451278+0.0254129j 0.0798615+0.0156978j 0.0109975+0.00571116j 0.00847746+0.0691313j 0.2619+0.0688145j -0.248156+0.00626634j -0.0606087+0.0333539j 0.0483458-0.355145j -0.0753219-0.0389387j -0.0152812+0.138981j 0.0720329+0.090627j 0.0238598-0.0797634j 0.0156713-0.0466638j 0.0437913+0.0562984j 0.0175738-0.0585128j -0.0687212-0.0546473j -0.0272542+0.00051798j -0.0511292-0.0221331j 0.069884-0.0119389j 0.0130368+0.0248635j 0.0361001-0.0855711j 0.0016018-0.0775607j 0.0411114+0.00309972j 0.0679643-0.0246203j 0.0227664+0.0322438j 0.0540483-0.0457627j -0.0267458+0.0301285j -0.0274245-0.0425503j -0.0223615+0.0557437j -0.115582-0.00288694j 0.0141071-0.00238032j -0.0133402+0.0523256j 0.00733439-0.00194732j -0.0430529-0.0119373j 0.0286152+0.018786j 0.00636332-0.00478451j -0.0287028+0.0335214j 0.0140653-0.0406026j 0.0306519+0.0471781j 0.0196057-0.0114667j -0.00221145-0.0241061j 0.043329+0.00610153j 0.0503966+0.000192493j -0.0301447-0.0195413j 0.0383344-0.0336946j 0.0605672-0.0122139j -0.0432851-0.011124j -0.0405984+0.0105769j 
-0.021126-0.00777453j -0.0334685+0.00804861j 0.0236963+0.000532282j -0.00270112-0.00520406j 0.00275839+0.00721231j -0.0330159-0.0118091j 0.00553629+0.00714764j -0.00860986-0.00189074j 0.0123947+0.00282765j -0.00822622-0.0163803j 0.0720696+0.010156j -0.0330074+0.0257926j 0.0968333+0.00857198j -0.0121703+0.0139415j 0.0133176+0.0056192j -0.0192669+0.000898905j 0.019324+0.022701j -0.0784071-0.00348474j -0.0425466-0.00934242j -0.0478728-5.29364e-05j 0.00920652-0.00459113j 0.0288255-0.0158583j 0.00287615+0.00697637j -0.0295401-0.0116075j -0.010067+0.00954066j -0.0264046+0.00946876j 0.00989466+0.00515965j -0.0588305+0.00925896j 0.0286914-0.00485412j -0.0102702+0.00772828j 0.0426339+0.0102271j 0.0013646+0.0131306j 0.000186758-0.0151231j 0.0282026+0.0102046j 0.0362604-0.0136852j 0.00406576-0.0183577j -0.0279871-0.0059524j -0.029781-0.0209596j -0.00113522-0.00510089j -0.0235959+0.0076731j -0.0353723-0.00644923j 0.0311817-0.00447562j -0.000346068+0.00187703j 0.0318099+0.00257015j 0.0502381+0.00768095j 0.0591425-0.00677897j 0.00391382+0.0085334j -0.0156906-0.0317374j -0.0543119+0.00374734j 0.0229803-0.0121807j 0.00827712+0.105061j 0.173786+0.023931j -0.162082-0.0010143j 0.195069+0.0589064j 0.0576692-0.23881j 0.0591055-0.0703763j -0.0121252-0.197706j 0.125578+0.0101943j 0.0112795+0.0267433j 0.00714727+0.122035j -0.00205842-0.123177j 0.0579656-0.0138331j 0.0260182+0.0954208j -0.0120065-0.0232473j 0.0414717-0.0612334j -0.0793074+0.0447951j -0.0284289+0.0444244j -0.0451523+0.00685084j -0.00725642+0.00630439j 0.0298164-0.112595j 0.00978547+0.0186671j -0.0168172-0.0689624j 0.021946+0.053463j 0.0501655-0.0387162j 0.0367444+0.027057j 0.0094302-0.0408175j 0.0770077+0.0058681j 0.0354968+0.0105817j 0.0208036-0.0619148j -0.0462786-0.0139706j 0.0113023+0.0257977j -0.0279296-0.00691026j 0.00462236+0.00335092j 0.036323-0.00856783j -0.00457545-0.0204193j -0.00183707+0.0333851j -0.00567471+0.0325462j -0.0171701-0.0410017j -0.0214837+0.0260955j 0.0259512-0.0351008j -0.0218079+0.0455803j 0.0654146+0.0221865j -0.0763828+0.0233201j 0.00510294-0.0154468j -0.0264317+0.00785742j 
