-0.000229938-0.0892027j 0.00306125+0.0294453j -0.0530058+0.000262071j 0.0270589+0.00531534j -0.0330674-0.00211108j 0.0644964-0.00348912j -0.0212776-0.0014125j 0.00672913-0.00462915j 0.0846789-0.00366481j -0.0176644-0.00877581j 0.0206202+0.00696589j -0.00111613+0.000830379j -0.00558793-0.000822087j 0.00602099+0.00130217j 0.0105674-0.000555671j -0.0111297-0.000892849j 0.00302653-0.00184895j 0.00332463+0.00123486j 0.00434786-0.0014523j 0.000812337-0.00151367j 0.0016411+0.00219116j 0.00191835+0.00194142j 0.00133749-2.86188e-05j -0.00154063+0.000429021j -8.65394e-05-0.00327197j -0.00371767-0.00176814j 0.00289984+0.00319974j 0.00398363+0.00158596j 0.00869105-0.00108853j -0.00489648+0.00357432j 0.00431992+0.00190945j 0.00891785+0.000522911j -0.00872633+0.00772552j -0.00314601+0.00308896j 0.00573167+0.00197636j 0.00230789+0.00140758j 0.00178659-0.000322095j -0.00927929+0.000873195j -0.000617451-0.000250917j 0.00395423+0.000368522j -0.00324406-0.00217789j 0.00822751+0.0014917j -0.00125632+0.000234026j -0.00162565+0.000384779j 0.000803015-0.000361987j 0.000853503+1.06761e-05j -9.95657e-05+0.00139701j 0.00156406-0.000782654j 0.00296702+0.000884416j 0.00292141+6.74142e-05j 0.00125054-0.00020962j 0.00472401-0.00117624j 0.00364663+0.000112849j -0.00196704-0.00134186j 0.00229515-0.00129921j 0.0136173-0.00095726j -0.00558535-0.00124738j 0.00847088-0.000386869j 0.00497923-0.000307678j 0.00571186-0.000113997j -0.00117711-0.000345505j 0.00127441-3.34968e-05j 0.00149672-0.000471645j 0.00623014+0.000500186j -0.00591015-0.000342205j 0.00108144-0.000426435j 0.000513931-0.000940782j 0.00516652+0.000448937j -0.000883794+0.000215455j 
-0.00713619+0.00400108j -0.0353686+0.00393586j 0.0169762-0.00538613j -0.0147444-0.00758617j -0.00480251-0.00926634j -0.00603872-0.00357377j 0.00470726-0.00780571j 0.00357187-0.00160653j -0.00208779-0.00543449j -0.00857254+0.00292738j 0.0516137+0.00588619j -0.0312869-0.00565109j 0.010246-0.0027085j 0.00271903-0.00750555j 0.00130342-0.00316704j -0.0682468-0.00845159j 0.0120954-0.0413053j -0.0106232-0.0131002j -0.0339101+0.00415314j 0.0165505-0.00630873j -0.0323041+0.00682091j -0.00825431+0.00171536j -0.0139134-0.00296387j -0.0046624-0.00824433j -0.0159345-0.0163271j 0.0134351-0.0118639j 0.00929177-0.0187319j -0.0191882+0.00424752j 0.0131155+0.0148988j -0.0227248+0.00472878j -0.000974938-0.00403303j -0.0206104+0.00575226j -0.00793626+0.0122991j 0.00369256+0.00651716j 0.0243562+0.0125384j -0.014994-0.00747205j -0.00320897+0.00946054j 0.00853833+5.28953e-05j -0.0361801-0.00457725j 0.0366468-0.00989155j 0.0209814-0.000728043j 0.0497777-2.34121e-05j 0.0207154-0.000260206j -0.01341-0.00264748j 0.0141816-0.0002818j -0.0107381-0.00298662j 0.000944391+0.00542672j -0.0413418-0.00315038j -0.000439012+0.00486618j -0.0186272-0.00306512j -0.00216347+0.00218244j -0.00811193+0.00228687j 0.0146765+0.00471857j 0.00296885+0.0025023j 0.00239007+0.00167285j 0.014724-0.00394392j -0.0158832+0.0070574j -0.0252074+0.0118677j 0.0268643+0.00324083j 0.00600691+0.000713742j -0.0204036-0.00518623j 0.010528+9.80509e-05j -0.0288034-0.00342936j 0.0101858-0.000224243j 0.00216638-0.000621954j -0.0136184-0.00238695j -0.0481265+8.85583e-05j 0.00600108-0.00310925j 0.0181813+0.00237825j 
0.0110541+0.00272354j 0.0560762+0.0101017j -0.00673818-0.0164391j -0.00617801-0.0187171j -0.0150309-0.00630993j 0.00156462-0.00605871j 0.00741659-0.00435407j -0.00700446+0.00670428j 0.00318487-0.00905488j 0.0173662-6.63264e-05j -0.0559438+0.0111357j -0.00276799+0.0120986j 0.154738-0.00554388j 0.0153204-0.0197932j 0.0416403+0.0215835j 0.0273702-0.027587j -0.000451155+0.00677596j 0.0283314-0.00325051j 0.00616716-0.000634671j 0.0110503+0.0150176j -0.0063541+0.0335159j -0.00614128-0.00773083j 0.00867282+0.00680499j -0.00329555+0.00383966j -0.0106644+0.00455819j 0.020353-0.00718933j 0.00206244-0.00179746j 0.00484306-0.0182905j -0.0115966-0.00359833j 0.0153744-0.00201384j -0.00423364+0.0103633j 0.00505549-0.00834075j 0.0111047+0.00445462j 0.000933003-0.00846375j -0.0122572-0.0222218j 0.0170509+0.00177373j 0.0146359+0.00919324j -0.0456341+0.00847518j -0.0152069-0.0018314j -0.00316476-0.000136662j 0.00198005-0.00644295j 0.00977746+0.00549509j -0.0124604+0.00116971j -0.0201086-0.000581863j 0.00907441+0.0027498j 0.0226612+0.00141368j -0.0254433-0.00398029j 0.01895+0.00336827j -0.0177399-0.00516228j -0.0131443+0.00132824j -0.00196424-0.00116576j 0.0236235-0.0010164j 0.0142413-0.00101778j -0.00415683-0.00489506j -0.00861374-0.00359036j 0.00291446+0.00221284j 0.00299679-0.00792741j 0.0233517-0.00477683j -0.0153141-0.00675345j 0.00599945+0.00170594j 0.00617675+0.00254993j -0.0017797-0.00107754j 0.0217696+0.00174704j 0.0101423+0.000650742j -0.00518342-0.00115022j 0.0100873+0.000116588j 0.0203649-0.000892613j 0.00743758+0.00300591j -0.00736824-0.00043941j 
0.00529469+0.00145802j 0.0209598+0.00320408j 0.0296287-0.00142447j 0.0196425+0.0015713j -0.00282117+0.000322094j 0.00369167-0.000929017j -0.00548317+0.000326761j 0.000880028+0.00125162j -0.000765116-0.00170396j 0.00427933-0.00147757j 0.0497275+0.00199859j -0.0072202-0.0113249j -0.00544741-0.00312991j -0.0118345-0.00362424j 0.01463-0.00356828j -0.0341347+0.00111217j 0.0225706-0.013384j -0.0251631-0.00785576j -0.0228281+0.0128684j 0.00967984+0.000919307j -0.0131267-0.00891343j -0.00306853-0.00148867j -0.00940506-0.0013926j 0.00138174-0.00457062j 0.0124226-0.00694994j 0.0151586+0.00725971j -0.00454912-0.000120923j -0.00584045+0.00649854j 0.0109251+0.0060024j 0.00647715+0.00224096j -0.00324763-0.000465037j 0.0117349-0.00215368j -0.00963428+1.45001e-05j -0.0169133-0.00466044j 0.0248854+0.00497806j -0.0391086+0.00930224j -0.0681934+0.00238559j -0.00640413+0.000116874j -0.0256301+0.00373715j -0.041247+0.00348263j -0.0141924+0.00805514j 0.0145037-0.00597814j 0.0350528+0.00203823j -0.0358177-0.00580704j -0.00970589-0.00777108j 0.00585201+0.00498269j 0.0018983-0.0128403j 0.00465457+0.00990537j 0.0119647-0.00252396j -0.0167069+0.00271559j -0.0274849+0.00191657j 0.010188-0.00475454j -0.00800222+0.00147381j 0.0305122-0.0128889j 0.0461027-0.00599312j 0.0345723+0.0152307j 0.0355334-0.0162971j 0.013089-0.0214971j -0.113833-0.00220646j -0.0841573-0.00770457j 0.105417+0.0131284j -0.00684213-0.00186621j 0.0450479+0.00943544j 0.0254061-0.00266814j -0.008447+0.00139395j 0.0223197+0.00572937j 0.138811-0.00592195j -0.0819221+0.00572985j -0.0386001-0.00675652j 
0.00111492-0.000980942j 0.0082948+0.00328347j 0.00154353-0.00686511j -0.00749174-0.0015291j 0.000471587+0.00278457j 0.00395181-0.00117108j 0.00521761+0.00220645j 0.00148662-0.00105741j 0.00765807-0.00286566j -0.00363849-0.00209919j -0.00441713-0.00419683j 0.00462177-0.0067617j 0.00705917-0.00462796j 0.0197226+0.00428165j 0.0128385+0.00840659j 0.00542136+0.00103776j 0.00423661-0.00126546j -0.0127842-0.0132756j 0.0015285+0.00463741j 0.00571667+0.00565801j 0.00856129-0.00230594j 0.012525+0.00206188j -0.00764471-0.00596351j 0.000830303-0.000402036j 0.0132352-0.000797455j -0.0170315+0.0121853j -0.00720062-0.00123565j -0.0219205+0.0126581j -0.00514517+0.0175533j -0.00711615-0.0100212j 0.000863905-0.00527927j -0.00539198-0.0190931j -0.0168418-0.00987035j 0.00896633-0.0206016j 0.0385847-0.00446309j 0.064714+0.0074222j 0.0615268-0.00191384j 0.0214395-0.0021515j 0.0258693+0.00236874j 0.0278685+0.00191282j 0.00499378+0.00801543j -0.0184195-0.00536373j -0.0233452-0.00309421j 0.0316517-0.000941407j -0.010854-0.00593279j -0.00562285+0.00208917j 0.0169437-0.00439224j -0.0184915+0.00295077j 0.0294816+0.00230672j -0.00582908-0.000529511j 0.00435547-0.000240535j 0.00841815+0.00107836j 0.0676945+0.00192547j 0.00953616+0.0033561j 0.0306345+0.00206645j 0.0279078+0.00367827j 0.146574-0.0107212j -0.0946748-0.0059185j -0.093567-0.011533j -0.0141643-0.00371693j -0.0631482-0.00415542j 0.0143946+0.000555782j -0.0187123-0.000480969j -0.00201322-0.000288237j 0.0156523+0.000503391j 0.0623541-0.000805151j -0.0422746+0.0085049j 0.0375961+0.00402175j 0.0335739+0.00240292j 
0.00106128-0.00404386j 0.00554541-0.00217564j 0.00594542-0.0126151j -0.00344963+0.00156356j -0.00459076+0.00377018j 0.0103649-0.00695667j -0.0013927+0.0102841j 0.000616491-0.00378915j 0.00837697-0.00481636j -0.000697443+0.0133825j 0.0124766-0.00484214j -0.00445133-0.0046185j 0.0104732-0.0100289j -0.00101309-0.00404918j -0.0259607+0.0275854j -0.00807836+0.00943136j 0.0184492-0.00324658j -0.00908404+0.00853327j 0.00628575+0.0131443j 0.00946627-0.016181j 0.00847454-0.00168837j -0.00832949+0.00966987j -0.00356956+0.00787607j -0.00324744+0.0018179j -0.00242175-0.00968142j 0.00853974+0.0323712j -0.00509861+0.0095352j -0.001716-0.00659145j 0.00674989+0.0878309j -3.18258e-05+0.0224411j 0.000433836+0.000375935j -0.00991358-0.0368799j -0.00921592-0.038961j 0.0126771-0.0119751j 0.00319659+0.00554813j 0.00333985+0.00763557j -0.0208506-0.0060286j -0.00186086+0.0303623j -0.00505937-0.00494703j -0.0186583-0.0227742j 0.0164472+0.0420793j -0.0262942-0.0194252j 0.0326287-0.0064586j -0.0225713+0.00717068j -0.00363657+0.0110509j -0.000708782-0.00169891j -0.0108077-0.00411146j 0.0145032+0.00362904j -0.0351562-0.02648j 0.0180836+0.0131386j 0.0153716+0.0327783j -0.0122669+0.0433765j 0.0248566+0.0142358j -0.0220475+0.0342313j -0.0115758+0.0118406j -0.0956974+0.0221734j -0.0108456-0.0148491j -0.0114342-0.00167675j 0.0127593+0.0006322j 0.0210595+0.00194411j 0.0025157+0.00282418j 0.0129821+0.00769588j 0.0222498-0.00480745j 0.0343825-0.00948547j 0.0999853+0.0102122j 0.00516595+0.0092573j 0.0187007+0.00287939j 0.010062+0.00123319j -0.0131608-0.000794873j 
-0.00195538+0.00113496j -0.014181-0.0056632j -0.00903493+0.0104178j 0.00769441+0.00523255j 0.000959922-0.00502946j -0.0102058-0.00274586j -0.00306253+0.00072415j -0.00432135+0.00108646j -0.00928756+0.0043971j 0.00231534+0.0117073j 0.00105348+0.0098664j 0.010322+0.0040657j 0.00676427+0.00309643j 0.0084057-0.00883122j 0.0115309-0.00156346j 0.0117045+0.00654509j -0.0346542+0.00341667j 0.0150162+0.0427805j 0.00202561-0.0105814j -0.00358021-0.029022j -0.0120252+0.00930935j 0.0148099+0.0115873j -0.00735893+0.0206001j -0.000853893+0.0104663j -0.00334871-0.00217603j -0.00222346-0.0156291j 0.00392963+0.0129662j -0.00224687-0.0401813j 0.00278961+0.0195887j 0.00141835+0.0323541j 0.0128678+0.0164174j 0.00229677+0.0131175j 0.0163994+0.00731476j -0.0189439+0.0324193j -0.0235164+0.0111982j 0.00840746-0.00166358j 0.00188454-0.00150035j 0.0204332+0.0368595j -0.0115961-0.0048743j 0.0430814-0.0160357j -0.0264243+0.0169318j 0.0125628-0.00623015j -0.0776014+0.00360561j 0.0582568+0.00470804j -0.0111319+0.0214267j 0.000185516-0.00683627j -0.000682907+0.00473377j -0.0148986-0.00369108j 0.000979982-0.0302311j -0.0286974+0.0117993j -0.0494761+0.0299993j -0.0172129+0.0209755j -0.087605+0.0127657j 0.0110904+0.00716715j 0.0222526+0.00169608j 0.116079+0.0217927j 0.0343442-0.00315322j 0.0402133+0.0158394j -0.0399058-0.00477902j -0.0108011+0.00235565j 0.0194461-0.000691148j -0.0119701+0.0056497j -0.0193443-0.00543755j 0.0663644-0.00898721j 0.017833+0.00816509j -0.0191702-0.00320694j -0.0308182+0.000761706j 0.0339597+0.000108731j 0.00518044+0.00287084j 
-0.00502279-0.000265451j -0.0302914-0.00101909j 0.0189098-0.00152921j -0.00159288-0.000487795j -0.0115034-0.00152032j 0.00242018+0.00223j -0.00443517-0.000892675j -0.00618922-0.00232257j -0.000962091-0.00186912j 0.00423534-0.000373914j 0.0784349+0.000884048j -0.00109141-0.000136099j 0.0283225+0.00577924j -0.0119567+0.000557222j -0.0320646-0.0112483j 0.00935835+0.00610506j -0.03193-0.0062252j 0.0011816-0.00306204j 0.0334838-0.00231311j 0.00434729+0.0036767j -0.000469636-0.0102191j -0.0103298-0.00354889j 0.00367795-0.00208339j -0.0062815-0.00364384j -0.0144038+0.00751617j 0.0195437-0.00941835j 0.00806587-0.00599834j 0.00466101+0.00364028j 0.00781434-0.00719002j -0.0069045-0.0125322j 0.0313981-0.000555406j -0.00798011-0.00206077j 0.0141581-0.00862559j -0.00571569-0.0116913j -0.0807334+0.000774769j 0.0372251+0.00895572j -0.0895866+0.0175248j -0.0254995-0.00736779j 0.0194074+0.0119013j 0.0425093+0.0106605j 0.0101289-0.00556402j -0.0156995-0.00278959j -0.0113184+0.0154095j 0.0358015-0.00821056j 0.0183546+0.00520388j -0.00271231-0.00629469j -0.0372274+0.0101022j 0.0155749-0.00905489j -0.0613841-0.00125343j 0.0240397-0.00376879j -0.0242012-0.00767976j -0.0292546-0.0253176j 0.0530823+0.00097665j 0.0160371-0.0199481j 0.0308773-0.00431644j -0.0380135+0.000540826j 0.0305925-0.0284617j 0.0122365+5.54718e-05j -0.0623285-0.0228976j 0.0854202-0.00787045j 0.0794891-0.00491671j 0.00420264-0.00319731j -0.00784011+0.00891099j 0.00793635-0.00335593j -0.0251108+0.000596079j 0.00389721-0.000702534j 0.031257-0.00223881j 0.145246+0.00822534j -0.0584122+0.00292783j 
-0.00224282+0.00159683j -0.00756579-0.00224087j -0.00506429+0.00780916j 0.000141777-0.00220678j -0.000763998-0.00224153j -0.00275023-0.00258692j -0.0009834-0.00482569j 7.56018e-05+0.00311972j -0.0044047+0.00533948j -0.000810866-0.000204687j -0.00156967+0.00389859j -0.00467903+0.0105503j 0.00291239+0.00271517j -0.012834+0.0155476j -0.00489325+0.00678663j 0.0130952-0.0171523j 0.00312312-0.00438326j 0.00610078-0.00840638j 0.0076663+0.0148614j -0.00692663-0.0396395j -0.00806353+0.0298866j -0.00482937-0.0128296j 0.0108969-0.035159j 0.00119337-0.0198184j 0.00031976+0.0109925j -0.000578051+0.00713475j -0.00214989+0.046386j -5.30356e-05+0.00134177j -0.00923617-0.0251288j -0.00093625+0.0180659j -0.00106841-0.0210476j 0.00731182+0.00170144j 0.00790808+0.0124869j -0.000190646+0.0187474j -0.0273521-0.00515931j 0.00437061-0.00783421j -0.00871396-0.00153523j -0.00174274+0.00886076j 0.00676108-0.000423138j -0.0163411+0.000532975j -0.000488921+0.00520724j 0.0158456+0.00282806j 0.0132804-0.000975789j -0.0047139+0.00110336j -0.00775835-0.00545208j 0.000405291-0.00205525j 0.00125886-0.00152994j -0.0021743+0.000564093j 0.0582281+0.00170206j -0.00994254-0.00155186j 0.00299102+0.00272609j -0.0108591+0.000152505j 0.0646426+0.00298424j 0.0302866-0.00555642j -0.0067209+0.000273687j 0.017707+0.00779833j -0.0155563+0.00027354j -0.00588342-0.001856j -0.00135525+0.00498808j 0.0199574-0.00271462j 0.0122715+0.00239304j -0.00930777+0.00316386j -0.00146733+0.00353923j 0.00226725+0.00405088j -0.00649644+0.00276417j -0.0120355-0.00317773j 0.00422254-0.003101j -0.000774451-0.000357631j -0.00946445-0.00138447j 
-0.00270184+0.001216j -0.0109245-0.00470777j -0.00701882+0.014531j 0.00205821+0.00140777j -0.00138037+0.00241733j -0.00617067+0.000419434j -0.00114329-0.00423785j 0.00114005-0.000809161j -0.00664535+0.00912113j 0.000165602-0.00256264j -0.00341147+0.0067167j -0.00820073+0.0139112j 0.000804579-0.00394558j -0.0269275+0.0161759j 0.000816635+0.00854771j 0.0136971-0.0100919j -0.00231849+0.00799186j 0.012393-0.00431757j 0.0115319+0.0164843j -0.0152497+0.0223274j -0.00186197+0.0224528j -0.00850503+0.0399067j 0.0144194+0.022914j 0.000580169+0.0366374j 0.0014726-0.0536081j -0.0026648+0.0090405j 0.000428317-0.000913446j 0.00444908-0.00323541j -0.00909194-0.0379513j 0.0112811+0.0173114j -0.00148515-0.0243032j 0.00769963+0.0130347j 0.00994903+0.0224741j 0.000334537+0.0258007j -0.043684-0.00647115j 0.00257697-0.00971294j -0.0207203-0.010916j -0.0181833+0.0366937j 0.019525-0.0119763j -0.0258948-0.01278j 0.00970198+0.0198472j 0.0295307-0.00866101j 0.0277383-0.0124512j 0.00795524+0.00389899j -0.0117202+0.0023309j -0.0112476-0.00178137j 0.00913208-0.00399774j -0.0103461+0.00147092j 0.0900442-0.00986922j -0.00973147+0.00708998j 0.00983624+0.0264521j -0.0130601+0.0168725j 0.0989189+0.0123387j 0.0422584+0.00782263j -0.0211071-0.00184265j 0.0311501+0.0274076j -0.0338571-0.00158119j -0.00557383+0.00155605j 0.0090244+0.00959507j 0.0314017-0.0036113j 0.0173807+0.00735966j -0.0371085+0.00111872j 0.000401127-0.00227638j 0.0236628-0.00497107j 0.00740292+0.000630647j -0.0234451-0.00210261j 0.0108374-0.00460905j -0.00415142-0.000983618j -0.0187622-0.0025037j 
-0.000854834-5.39451e-05j -0.00233656-0.000842751j -0.00524797-0.000716293j -0.00148198+0.000662258j -0.00879261-0.00303133j -0.00254609+0.00109258j 0.0011381+0.00133553j 0.00700391+0.00134324j -0.0045984-0.00172363j 0.00529777+0.00207832j 0.00412817+0.000888384j -0.00389108+0.00326626j -0.0113591+0.00145607j -0.00284279+0.00118135j -0.00876934+0.00226595j 0.00332308+0.00413488j -0.00554749-0.000332308j 0.00430692+0.00240558j 0.00151852-0.000133022j -0.00245817+0.00801228j -0.00447495-0.000997731j 0.00131141-0.00741344j -0.000580673-0.00392319j 0.000391734-0.0023397j -0.000337524-0.00782664j -0.000891371-0.0032844j 0.000255286-0.012265j 0.00349257+0.00198393j 0.00552301-0.00740364j -0.00832253-0.000833555j -0.00474969-0.00401454j -0.00225471+0.00776866j 0.00348294+0.002728j 0.0143286+0.00366338j -0.010756-0.000544273j 0.00339837-0.00252227j -0.00705297-0.00122157j 0.000499829+0.0080764j 0.0069377-0.00170314j -0.00712352-0.00495452j -0.011979+0.0156586j -0.00191296+0.00609074j -0.0267692+0.0126742j -0.0254517+0.0227299j 0.00353944-0.00268316j 0.0270058+0.073494j 0.0104332+0.0216447j -0.0110215-0.0125049j -0.0054944-0.00863663j -0.0412433+0.0222415j -0.0022223+0.0125936j 0.00666388-0.00151536j 0.0260989-0.000924042j -0.00539051+0.00885488j 0.0133402+0.00496029j 0.00358252+0.00746442j -0.00738615-0.00165661j -0.00303122+0.000595415j 0.00185015+0.00226107j 0.00938537-0.00036144j 0.00710693+0.00149419j -0.0105702+0.000270036j -0.00313008-0.00140231j 0.0050969-0.00271073j 0.0074379+0.000832387j -0.00557941+0.000708234j 0.00344196-0.000728623j 0.00122529-0.000254587j -0.00604432-0.000483318j 
0.000251543-0.00167199j -0.000485026-0.00239614j 0.00199067+0.00117051j 0.0010914+0.00761468j -0.000718362+0.00178472j 0.000522162+0.00874355j -0.000515543+0.00867045j -0.000407598-0.0030681j 0.000525003-0.00597802j 0.000597293-0.00406456j 0.00603183+0.00163365j 0.00192336+0.00018331j 0.00463115-0.00640444j -0.00429325+0.00214407j 0.00086693+0.015139j -0.000988718+0.0121694j -0.00191249-0.00502378j 0.00310618+0.0160357j -0.0032951-0.00309352j -0.00201482+0.0230885j 0.00322379+0.0137822j -0.00201094-0.0742626j 0.00233885-0.0597076j 0.00147657-0.0751974j 0.00145143+0.0162781j -0.00243022-0.0200272j 0.00164019-0.0115319j 0.00169532+0.0177325j -0.000935737-0.027709j 0.00295151-0.0168946j -0.00020847-0.00349143j 0.00165846+0.0113608j 0.00293721+0.00704852j -0.00907897+0.00501064j -0.00327203-0.000486353j 0.000223883+0.00067429j -0.000193778-0.00737183j -0.00266614+0.0334679j 0.0171768-0.0177456j 0.0120167-0.020793j 0.0183823+0.0352503j -0.000397585-0.024088j 0.00599045-0.0150528j 0.000593052+0.00764905j -0.0148359+0.0245932j -0.00317499-0.00173006j 0.000773832-0.0125034j 0.00208253+0.00597434j 0.0314935-0.0156074j -0.000883377+0.0118593j 0.0116073+0.0328785j 0.0115697+0.0294526j -0.00519474+0.0109594j 0.00935677+0.0264068j -0.014398+0.0133134j 0.00965087+0.0318425j -0.00347976-0.0144169j 0.00771153+0.00141414j -0.00364672+0.00501003j 0.00206523-0.000175283j -0.00123846+0.00274651j -0.0416225+0.00384036j -0.00709881-0.00647062j 0.0174985-0.00925011j 0.0390202+0.00540815j 0.00690755+0.00300656j 0.00151769+0.00191092j 0.0106595+0.00127072j -0.00120057-0.000230101j 
0.00167058+0.00116177j 0.0012864+0.00115628j 0.019541+0.000830674j 0.000241242-0.000478114j -0.00681062+0.00146782j 0.00475004-0.00190072j 0.000432295-0.00144672j -0.000309965+0.00238565j 0.00214253+0.00143143j 0.00498327-0.00206418j 0.044047+0.00124735j 0.0109074+3.16528e-05j 0.02316-0.00145087j -0.0126545+0.000569228j -0.0078417-0.00169587j -0.00800949-0.0048749j 0.00430975-0.004801j 0.0159983-0.0066628j -0.0261067+0.00825335j 0.00109837+0.00170912j 0.0101284-0.00237697j -0.00521359+0.0125694j 0.00343703+0.00895366j 0.00868651+0.0110229j 0.0037099-0.0137139j -0.00862966+0.00556656j 0.00425529+0.000496353j -0.000604863+0.00149776j 0.00508915-0.00406526j -0.00657791+0.00871092j -0.00362732-0.00624273j -0.00147611+0.00174391j 0.00823934-0.000749156j -0.0322665+0.00307628j 0.00722761+0.00300509j 0.0121185-0.00647517j 0.0112834-0.00337331j 0.00516555-0.0022718j 0.0463718+0.00520475j 0.0560974+0.0135112j 0.111736+0.00373021j -0.0659266-0.00153708j -0.0105331-0.00630833j -0.0487234-0.000101037j -0.102645-0.0189271j 0.013486+0.015173j 0.00755975-0.0250456j -0.00102597+0.0189714j 0.122365-0.00150909j -0.0232962+0.00518324j 0.0697282-0.00492146j 0.050617-0.0124297j -0.0642547+0.00878176j -0.00293264-0.0195448j -0.0352092-0.00993193j -0.019027+0.0109767j 0.00559546-0.0194833j 0.0182782-0.0256647j -0.0364079+0.00317475j -0.000731843-0.0174695j -0.0194847+0.00159625j 0.00251786-0.000761352j 0.018239+0.00189357j -0.00238198-0.00146561j -0.00549029+0.000472524j 0.0467703-0.00719548j 0.00309234+0.00255968j 0.0655161+0.00809481j 0.00205957-0.000697415j 
0.00126173-0.000337683j 0.00718971+0.00142578j -0.000568672-0.00108511j -0.0024556+0.00171881j -0.00396029+0.00219632j -0.000421351+0.00227256j 0.0030934+0.0030038j 0.00335735-0.00217228j -0.000253072-0.00259585j 0.00322263-0.00363084j -0.00575656+1.66501e-05j 0.00732273-0.00803162j 0.0100738-0.00985128j 0.0135945-0.000507811j 0.0202209+0.00149787j -0.00357146+0.00566256j 0.00785144+0.004023j -0.00716226+0.00269731j 0.0039082-0.0060002j 0.00897563+0.0329136j 0.00695778-0.00470243j -0.00297354+0.00132397j 0.00308805+0.0111268j -0.00190432+0.0073968j -0.000314508-0.0132306j 0.00643559-0.00322925j -0.00405098-0.0270125j -0.0096894+0.00273801j -0.00881174-0.00286464j 0.015309-0.020229j 0.0104539+0.00945588j 0.00690235-0.00543585j -0.00717558+8.18539e-05j -0.0283154-0.0117686j 0.0193772-0.00139508j -0.00828286+0.0090224j 0.0111863-0.00308411j -0.00272478+0.00850364j -0.00918009-0.00958025j 0.0120357-0.00628397j 0.00165931+0.0110081j 0.0179527+0.000558364j 0.057277+0.00452324j 0.0581038+0.00756647j 0.0142464+0.00813361j -0.0537365+0.0174806j -0.0255144+0.00986063j 0.0261234-0.00679546j -0.0129377-0.0043548j 0.0848099+0.00698056j -0.0105325+0.00808825j -0.0105803+0.0109986j -0.0371362+0.000257013j 0.0207279+0.0094364j -0.029981+0.00630326j 0.00277617+0.00442906j 0.0196467-0.00292205j 0.00533872+0.00754144j -0.00487537-0.00448188j -0.0181236+0.00547937j -0.00991035-0.00142977j -0.0119544-0.000677639j -0.00298005-0.00394747j 0.00387733-0.00355602j 0.00950802-0.00104698j 0.00595857+0.00233403j -0.00841537+0.00248812j -0.00482483-0.000206262j 0.0114979+0.00149913j 
0.00065411+0.00016834j 0.00502904-0.000703431j -0.00644657-0.00298039j -0.00251528-0.00194971j -0.00703199-0.00443926j -0.00172945-0.00497098j 0.0020996-0.000684031j 0.00489784+0.0035946j -0.00121494-0.000854315j 0.00321639+0.00734693j -0.010927+0.00242446j -0.000100976+0.0043779j 0.0191479+0.00306068j -0.0136671-0.0119735j 0.00785149-0.00654581j -0.00402347-0.00584268j 0.0103147-0.00831705j 0.00581722+0.0101986j 0.00514494-0.00572031j -0.00460945-0.0419462j 0.00206107-0.00443995j -0.00281951-0.0147084j 0.00293382-0.0064228j -0.000887202-0.011506j 0.00358982+0.0331763j -0.0016026-0.00142746j -0.00374337+0.0228158j -0.00647683-0.0187462j -0.00910788+0.0264148j 0.0164043+0.0165277j 0.00486881+0.0157202j -0.000125694+0.00301011j -0.00205018-0.0181239j -0.00690112+0.0112544j -0.0062919+0.00943957j 0.00489547-0.00723532j -0.00466737+0.00791435j -0.016306-0.0240856j -0.0566771+0.0182747j -0.0166118+0.0151909j 0.0278142-0.0231068j -0.0199413+0.0134338j 0.0152132+0.0103298j 0.0344564+0.00347739j -0.0473954-0.0156731j -0.0477179+0.0276769j 0.0149092+0.00361478j -0.0179521+0.000848839j 0.0444624+0.00568021j 0.04417+0.00206925j 0.0113719-0.019426j -0.051056-0.0262442j 0.000112012-0.00861494j -0.00108621-0.0140085j -0.00303877-0.00765296j 0.00726951-0.0189272j -0.0123273+0.00883174j -0.00472952-0.0102189j 0.00828284+0.00336734j 0.00532707-0.00529754j -0.000308719-8.86246e-05j 0.0371727-0.000560105j 0.00568156+0.00479241j -0.00325637+0.00568368j -0.0172455+0.000237747j 0.000737614-0.0018297j 0.00701139-0.00201967j -0.0117138-0.000184887j -0.00230724-0.0013864j 
