-0.00801687-0.0696806j -0.0247033-0.0233761j 0.0726332-0.0951594j 0.0157804+0.0555585j -0.0255685+0.0315827j -0.0448722+0.0162466j -0.0463798-0.0676781j -0.000561653+0.217972j 0.128865+0.0140199j -0.0244355-0.0389244j 0.0186626+0.0699703j -0.098208+0.142116j 0.00719242-0.172641j -0.0422774+0.00365003j 0.0392618-0.0337848j 0.0177381-0.112101j 0.00957401-0.0415504j 0.0466842-0.0774122j 0.00730565-0.0325704j 0.0250047-0.00505091j 0.105859+0.170823j -0.0650656-0.0155037j 0.00664471-0.123976j 0.00823354-0.0280315j 0.0439152+0.064536j 0.00464628+0.0388503j 0.0418327-0.10192j 0.00925224+0.0518438j 0.0251216-0.0355373j -0.0678875-0.259083j 0.0742669-0.243528j -0.0343838+0.0622647j -0.0587909+0.0234669j -0.0204538+0.11125j 0.0732414+0.108284j 0.070166-0.128094j 0.00956006+0.143011j 0.0454393+0.0225055j 0.0387697+0.0361604j 0.0223784+0.00590775j 0.00689455+0.0276739j 0.0354804-0.0335022j 0.0180992-0.0021488j -0.0444107-0.0835855j -0.0139189-0.0248353j 0.0398966+0.0636545j -0.0555681-0.00287744j 0.0580133-0.00711283j -0.0441022+0.0549768j -0.0947035+0.000302743j -0.0373007-0.00278506j -0.0715046+0.0736381j 0.0280736-0.0289816j -1.77337e-05-0.0548797j -0.0599456-0.00256319j 0.0416205-0.00776871j 0.103299+0.0384371j 0.146457+0.205007j 0.0606703+0.0425706j 0.096769+0.0813746j 0.00319904+0.0398053j 0.0325313+0.00444428j 0.0562233-0.0171873j 0.0288223+0.0275048j 0.0662827+0.0709897j -0.0149945-0.0131873j -0.00215807-0.0483178j -0.140204-0.123707j 0.0387244+0.0353979j 
-0.00253393-0.00136074j 0.0111603-0.000728564j 0.00117589+0.0110251j 0.00625375+0.00343046j 0.00806439+0.0213383j 0.00522747-0.0211703j -0.00808679-0.019132j -0.00322338-0.0125796j -0.0137968-0.00229998j -0.00269864+0.0224676j -0.00320397+0.00224086j -8.60722e-05-7.14641e-05j -0.0223794+0.00245508j -0.00112387-0.0137372j 0.00795268+0.0314461j -0.00136647-0.0305237j -0.00691922+0.00834501j 0.0134098-0.0383153j -0.00348439-0.00889784j -0.0104231-0.0241317j 0.00383417-0.0102609j 0.00636411+0.0317093j -0.0208516+0.0478982j -0.00791074-0.00224274j 0.0106126+0.00436945j 0.00262082+0.0235672j 0.00668469-0.024986j -0.0149462+0.00452931j -0.0047331+0.0125254j 0.0257748-0.0221163j -0.00374718-0.00256835j 0.0156782-0.011054j -0.00553757+0.000991209j -0.00581486-0.00559495j 0.00577804+0.00444573j 0.0106828-0.00252127j -0.0140476-0.00610033j 0.048256-0.00911756j 0.0677628-0.00650878j 0.0149082+0.0103429j -0.0313189+0.00101532j -0.0584952+0.019723j -0.0376919-0.0106024j 0.016902+0.0233512j 0.0407351+0.0210762j 0.00241991+0.0102578j 0.000945558+0.00715569j 0.000153391+0.00605858j -0.0151553+0.0375895j -0.0248254+0.00207373j -0.0250588-0.00539798j 0.0316415+0.0149951j -0.0489075-0.017007j -0.00360449+0.00353264j 0.0752975+0.0478604j 0.0100611-0.0257259j 0.00708773+0.00888216j -0.0199741-0.0123243j 0.0195842-0.00388043j 0.000692799-0.00223232j -0.0268378-0.0039251j 0.157579-0.0563648j 0.00746035-0.0782861j 0.0515168+0.0921291j -0.105594-0.0173266j 0.0090127-0.0323334j -0.0161946+0.00798503j 0.00162119-0.00908802j 0.00342689-0.027484j 
-0.00207351-0.00239274j 0.00726343-0.00599498j 0.0140055-0.0057499j 0.00278548+0.00216018j 0.00262704+0.00658185j 0.00606283+0.00889664j 0.00256224+0.000573793j 5.23437e-05+0.00556062j -0.000482506-0.00250971j -0.00513867+0.00897871j -0.00315711+0.00289857j 0.00507433-0.0182357j 0.00179491-0.0130901j -0.0106399+0.010566j -0.0144183+0.00901409j -0.00240849+0.0135795j 0.0113325+0.0117629j 0.00504706+0.00591472j -0.0113808-0.0181641j -0.0258371+0.00216585j -0.00448523+0.000916239j -0.00507598-0.0021046j -0.00594086-0.000129455j -0.00221222-0.00132823j 0.00314521-0.00107451j -0.00646685+0.00303989j 0.0158949-0.00509266j 0.00222757-0.00648765j -0.00416548+0.00298566j -0.00426997-0.00532833j -0.00461837-0.0133333j -0.00464972-0.00303691j -0.000680553-0.0132988j 0.00772575+0.0139149j 0.00797218-0.00660757j -0.00292294+0.00119131j -0.0197501+0.00542082j 1.47242e-05+0.00460829j -0.00152504-0.0130493j 0.000539221-0.00253495j 0.00616018+0.00351913j 0.013211+0.000679539j 0.0159972-0.0148764j 0.0116276+0.00493201j 0.00563766+0.012069j 0.006298+0.00189663j 0.00935996-0.00522584j 0.0117775+0.004209j 0.00439612-0.00363061j 0.00442838-0.00121654j 0.00345287+0.00929021j 0.00841934-0.00345811j 0.00430158-0.00413311j -0.00750436+0.000313731j -0.0043957-0.00624168j -0.00620828-0.000514242j 0.0126477+0.00638949j 0.00258496-0.00514304j -0.00109945-0.00285306j -0.00639352+0.00245044j 0.00745236-0.0136118j -0.00687643+0.0219254j 0.00358069-0.00414195j -0.0191895+0.0180788j -0.00380919-0.00382156j -0.00429939-0.00561677j 0.00797298+0.00304872j 0.00318088-0.00254293j -0.00635453+0.00733605j 
0.000334406-0.000218874j -0.0158577+0.00831477j -0.00417035+0.000696182j 0.00422652+0.014289j 0.000836969+0.00640483j -0.00760571+0.00952295j 0.00644768+0.0107875j 0.00100916-0.00961803j 0.00419657+0.00560111j -0.00575-0.00639929j -0.0011667-0.0186903j 0.00417703+0.00973991j -0.0224082-0.000378664j -0.00320259-5.64408e-05j -0.0032933+0.0373959j -0.0185662-0.0240692j -0.0165745-0.0111831j 0.00437848-0.00582844j -0.00258885+0.0147265j 0.0189272-0.0134143j -0.0129991+0.0108497j -0.0128764-0.0133309j 0.00173324+0.00697835j 0.0148761+0.008958j -0.00490891-0.0158199j -0.0107623+0.0208457j 0.00988463+0.0155023j -0.00238941+0.00401839j 0.0079332+0.00293222j 0.0150953+0.0274681j 0.00811765-0.0161635j 0.00269819+0.000808236j -0.00271273+0.00214999j -0.00587648-0.00870682j 0.0230869-0.0238904j -0.00463481+0.0161117j -0.00182595-0.0109152j 0.0023261-0.00459426j -0.00243695+0.00915543j -0.00486967-0.0150537j 0.00220412+0.00826081j -0.0117707+0.0154855j 0.0129371-0.0175259j 0.00908612+0.0233473j 0.00345591+0.0127262j 0.00799843-0.000726229j 0.00833177-0.00026421j -0.0137903+0.00324944j -0.019693+0.0217373j 0.000647564+0.00227345j -0.0136228+0.01035j 0.00232997+0.00705774j -0.0103494+0.0131119j -0.00572074-0.00971865j 0.00739974-0.00178025j 0.00951344-0.0146286j 0.00230498-0.00849435j -0.014994+0.0143135j 0.0076325+0.00979897j 0.0135821-0.00991753j 0.0113438-0.00987993j 0.0176076-0.00123812j 0.00158144+0.006708j 0.00587601+0.00966025j -0.00948902-0.0146662j 0.0117715+0.0174455j -0.0176219-0.0151527j -0.0131355+0.0125899j 0.0185048+0.000986616j 
-0.00875699+0.00272652j -0.0447219-0.00695018j -0.00148546+0.0265125j -0.0023278-0.0092332j -0.00456383-0.00323588j -0.000971067+0.00717136j 0.00142025+0.00204698j 0.00836359+0.0103945j 0.00826236-3.92638e-05j -0.00877389-0.00535632j -0.00736315-0.0386219j -0.0126425+0.0131042j -0.0231709+0.0140155j 0.0130956+0.003639j 0.00741924+0.00307241j 0.000139673+0.000504196j -0.00100254-0.00919766j -0.0273726-0.00956219j 0.0207652+0.0218817j -0.0255309-0.011907j 0.00540381+0.0126485j -0.00103037-0.0224711j 0.00474031-0.0144867j 0.0137197+0.00273951j -0.00463859-0.0203537j -0.0147696+0.00656529j 0.0150045+0.0218528j 0.00353323+0.00782659j -0.00723932+0.00391004j 0.00818396+0.0188131j 0.00108473+0.00298488j 0.00367896-0.00491291j 0.00833505-0.00306426j -0.0103065-0.00305192j 0.0364781-0.033084j -0.0109366+0.00565305j 0.00239164+0.0037649j 0.00776847-0.00393167j -0.000932936+0.0159151j -0.00504852-0.0162946j -0.00035139-0.0100488j -0.0143902+0.0132269j -0.0086222+0.00975202j -0.00690396-0.00887673j -0.0142842-0.0256191j -0.000125087-0.00214398j 0.00539316+0.000687104j -0.00491805-0.00278609j -0.00969112-0.0139145j 0.00159797-0.00924202j -0.0118096+0.00119365j -0.00157184+0.017392j 0.0181084+0.0339651j -0.0126871-0.0025259j 0.00244589-0.00666444j 0.0164018+0.0159446j -0.016322+0.00553594j -0.00309308+0.0230673j -0.0176468+0.00890528j 0.0174525-0.0437794j 0.0167246-0.0214371j -0.0192732-0.0243067j -0.00992571+0.0656943j 0.0260244-0.0266238j 0.0127463-0.00967978j 0.0197641+0.0484259j -0.0346187-0.0159584j -0.0198825+0.0418976j 0.0287295+0.0606842j 
0.00179715-0.00238538j -0.00689605-0.0193211j -0.00456261-0.00400067j 0.00153873-0.00256634j -0.00632509-0.0148178j 0.00283173-0.00449717j 0.00866011+0.00888676j 0.000566286+0.00537776j -0.00058057+0.00439523j -0.000808853-0.00773951j -0.00125746-0.0108889j -0.00522896-0.00559482j -0.000376784-0.0148821j 0.00335045+0.00190553j 0.0147662+0.0106683j -0.0170762+0.00643258j 0.00496611-0.00396693j 0.0035607+0.0260602j 0.0168426-0.0158962j 0.00115434+0.023569j -0.0140702-0.0187954j 0.0118645-0.0113406j 0.025467-0.0280653j -0.0014716-0.0055503j 0.00846093+0.00190539j 0.0157547-0.0164863j -0.00823502+0.0153596j 0.00812099-0.0158629j -0.000545303+0.0076488j -0.006898+0.0104635j -0.014226-0.00870251j -0.00201721-0.00107585j -0.0182156+0.00403211j 0.0231242+0.008234j 0.0195999-0.0216j -0.000468981+0.00789106j -0.0121913+0.00984102j -0.00378529-0.00036802j -0.0351932-0.0113969j -0.00031368+0.00245069j 0.0137415-0.00140728j 0.0378181-0.00517125j -0.0013501-0.00903914j -0.00104543+0.00962937j -0.0265032-0.0129041j 0.0109738+0.00586999j -0.016815+0.0113689j -0.00846836+0.0139089j 0.00581287-0.0222053j 0.0226797+0.00136575j 0.0137375+0.00838487j -0.0159009-0.00945892j 0.0315251+0.00321404j 0.00476865-0.00340795j -0.0357592-0.0143618j -0.0042869+0.00725602j -0.00363234+0.00300476j 2.47109e-05-0.00209065j -0.0286211-0.00255233j -0.0066918-0.00989171j 0.0357054-0.0326052j -0.0357974+0.0182598j 0.0128123+0.0323631j -0.0298343-0.0242306j 0.0419407+0.0288299j -0.0229242+0.0249031j 0.00665683+0.00416259j -0.00202686+0.0167437j 0.000511584+0.0488963j 
0.00284625-0.00589758j 0.0237169-0.0223975j -0.0109311-0.0247082j -0.0185911-0.00673669j -0.00260176+0.0095509j 0.00110224+0.00348844j 0.000896041+0.00710992j 0.00574242-0.000945116j -0.00122238+0.00144378j 0.00331826-0.00764571j 0.0163473+0.0178351j 0.024782-0.0013224j -0.0100025-0.0202256j -0.0110069+0.0104361j 0.00743079-0.0140253j 0.00474315+0.0309334j 0.00232577+0.00587952j -0.0136513-0.00122121j -0.00686822-0.0064571j -0.0214854+0.00494228j -0.00487592-0.00285561j 0.00094651-0.0169759j 0.0148565-0.025179j 0.00235467+0.00096995j 0.0104889+0.000681574j 0.00547199-0.014651j -0.0203862+0.000757749j 0.0168916-0.00449204j 0.00161048+0.00474795j -0.0194609-0.00498847j 0.00210384+0.0126484j -6.0186e-05+0.0176578j -0.00553057+0.00344457j 0.0195189-0.00472036j -0.0153607+0.0135624j 0.00730229+0.000465965j -0.0154308-0.0130574j -0.0269178-0.00905924j -0.0202454-0.010787j -0.0167729+0.0192715j -0.00129106+0.0139689j 0.0380147-0.0342847j 0.00451719-0.0251961j 0.00881637+0.0400474j -0.0345416+0.00624124j 0.0185752+0.0220828j -0.0192496+0.00646291j -0.0175557+0.00994656j 0.0175542+0.0143579j 0.00982123+0.00966173j 0.0233139-0.000419125j -0.0356311-0.0204539j 0.0216239-0.0149371j 0.00864132-0.0015517j -0.0502487-0.0108135j -0.00255974-0.00450808j -0.00369049-0.020238j -0.0029251-0.00094317j -0.0106135-0.000616112j 0.00363416+0.0355812j 0.00914479+0.00718343j -0.0609987+0.0270845j 0.0251219-0.0395582j -0.0371465-0.0361507j 0.0526309+0.025497j -0.0252885-0.0139708j 0.0380298-0.00387632j 0.00272332-0.0354368j -0.00399613-0.0356737j 
-0.00286953+0.00570038j -0.0148454+0.0232729j 0.0064038-0.00382344j -0.00790444+0.00328376j 0.0032422-0.00793656j -0.00215388+0.00675533j 0.00603604-0.00248517j -0.00015836-0.0042377j 0.00361559-0.0128801j -0.00327062+0.00530322j -0.0186374+0.0269281j -0.0173231+0.00402556j -0.0303268+0.0283466j 0.0217049+0.0247172j -0.0111403+0.00535757j -0.0120394-0.00746908j -0.00030179-0.0306089j 0.00335508-0.00326614j -0.00958238+0.0200239j 0.0124636-0.0162805j 0.0113787-0.00144102j 0.00277915-0.00370491j -0.0144572+0.00990695j -0.0109214-0.00244603j 0.00694694-0.00947565j -0.0120012+0.0197628j 0.00236475+0.0144755j -0.0026056+0.0252579j -0.00375292-0.00343257j -0.0162038-0.00982821j -0.00112367+0.000535589j 0.017855+0.0105493j 0.000217024-0.00903907j -0.00260665-0.00605267j -0.0272446-0.00340061j -0.0121588+0.00206372j 0.00196001-0.0307495j -0.0149516+0.0056399j -0.00681901+0.00818577j -0.0150852+0.00707811j -0.0201783+0.0263503j -0.0183972-0.00832671j 0.00330904-0.00515052j 0.0219173+0.0293119j 0.000893603+0.0233094j 0.000314354+0.0110509j 0.0126689+0.0091091j -0.00698342+0.0100205j -0.0171279+0.0227841j -0.0110351+0.00347714j 0.00409658+0.00507383j -0.00462336-0.00816306j -0.00894196+0.022941j 0.00615095+0.00588298j -0.0056454-0.00726106j 0.0129071-0.00283741j -0.0186865-0.0168081j 0.0193215-0.00295248j -0.000278899+0.0175371j 0.016869+0.0156503j -0.0200079+0.00203181j -0.0108965+0.0287231j 0.0305567-0.0563994j -0.0142606+0.00283306j 0.00338084-0.0281546j 0.0218526-0.0153667j 0.00760536-0.026859j -0.0130889-0.0349234j 0.0201696-0.0405858j 
-0.0053986+0.00742623j -0.010334+0.017657j 0.0206489+0.0036295j 0.00237221-0.0221811j 0.00514351+0.00213648j 0.00958735-2.98612e-05j 0.00317908+0.00568788j 0.00341132-0.00357613j -0.0058482-0.00596615j -0.00191533-0.00167734j -0.0309042+0.0206989j 0.0059043-0.00703008j 0.0143948+0.0185641j -0.00245906+0.000773645j -0.0142933-0.0150724j -0.0223717+0.0139327j 0.035909-0.00184017j 0.0101445-0.00936233j 0.0179544-0.00025415j -0.0136804-0.000228642j 0.0094494-0.016375j 0.00032571-0.00949929j 0.00716699-0.0096787j 0.00108267+0.00217974j 0.000851868-0.00553365j 0.00252763+0.00314097j -0.0062812+0.00342065j 0.00266723-0.00806616j 0.00585017+0.00116643j 0.0131953+0.00569727j -0.000555394-0.00946046j -0.0142609+0.00554448j -0.0123993+0.00147257j 0.0135188+0.00165379j 0.00389606+0.0124777j 0.0265369-0.0266703j 0.043279-0.0237092j -0.017399+0.0207107j -0.028304+0.0452275j 0.0184693-0.0230672j -0.00755127-0.000193167j -0.00103373+0.00523132j 0.00615617-0.00315229j -0.0205715+0.000622728j -0.0223666-0.0111302j -0.00516458+0.00174514j 0.0160082-0.0109166j 0.00595987-0.000447963j -0.000354386-0.0197873j 0.0101058-0.000829483j -0.00145311+0.0127049j 0.00960021+0.0046511j -0.000536635+0.0246314j 0.0151706-0.00443729j -0.0204173+0.00493197j -0.00654208+0.0139138j 0.0132669+0.0146408j 0.0130265-0.00570012j -0.0107565-0.0172677j -0.0220697-0.0233398j 0.0345566-0.0335157j -0.00714127+0.00522847j -0.0121358+0.0449829j -0.0282347+0.0137536j 0.0170876+0.00780077j -0.0210883+0.0188368j -0.0161168+0.0260901j 0.0195745+0.0342612j -0.012336+0.06146j 
-0.0144191-0.00536103j -0.0467753-0.0370516j -0.02614+0.0402042j 0.00477327+0.00455848j 0.0232278-0.00899107j -0.00813629-0.0063195j 0.00737277-0.011184j -0.00305401+0.000412153j 0.00598365-0.00821812j -0.01112-0.00175345j 0.0359365-0.0635914j -0.0591033+0.0137999j -0.0235369-0.00184811j 0.011295+0.00742472j 0.00983245-0.0121423j -0.0192364+0.0128309j -0.034924+0.00899212j -0.00348281-0.00252795j 0.0120577+0.011578j -0.00296762+0.00357033j -0.004766+0.00329291j 0.00284746-0.00464778j -0.00253969+0.0025109j 0.00971175-0.010204j 0.00534505-0.0190633j 0.01404-0.00723217j 0.0124964+0.00438632j -0.00566372+0.0085708j -0.0015962+0.010625j 0.015351+0.00137949j 0.00633267+0.00827226j 0.0165814-0.0152685j 0.00578345+0.00515251j -0.00507767-0.000356817j 0.0405827-0.0563456j -0.00272252+0.0011552j -0.0655441+0.0355286j 0.0308123-0.0337291j 0.037068-0.0246667j -0.0401478+0.0149828j 0.0085054-0.00575099j -0.00961655-0.0077333j 0.00318027-0.00384736j 0.00614332-7.26595e-05j 0.008402-0.0141145j 0.00460401-7.30264e-05j 0.00274516+0.00813873j 0.00497133+0.010381j -0.0118903-0.00136642j -0.015181+0.00669832j -0.00289105-0.00721012j -0.0139302+0.0134546j -0.0179277+0.00968437j -0.00521191+0.00651905j 0.00666927+0.0102317j 0.0206952+0.00741247j -0.0177578-0.00962039j 0.000792031+0.0109243j -0.00801965+0.00644178j 0.0394456-0.0172278j -0.0183471+0.00333886j 0.0118251-0.0203781j 0.0123063+0.00689287j 0.0310682-0.0327827j -0.00152905-0.0182307j 0.0371142+0.0190294j -0.0255129-0.0285014j -0.0235683+0.00622725j 0.0319055+0.00611234j 
-0.000708128+0.00489941j -0.0141066+0.0242295j 0.0166586+0.0032596j 0.0127659-0.00614238j -0.00535026-0.00161819j -0.00140082+0.00648983j -0.00921037+0.00645079j 0.00371896-0.00101516j 1.4172e-05+2.2182e-05j 0.00145774-1.3893e-05j -0.0363686+0.000739722j 0.00234621+0.00645731j 0.000736535+0.0244184j 0.00291986+0.000524845j -0.0174173+0.0162739j -0.00893213+0.00567114j 0.00376312-0.010538j 0.0133416-0.00509483j 0.00932406+0.00414331j -0.00249539-0.00489895j -0.00182534-0.00238135j -0.00709225-0.0116009j -0.0118852-0.00688065j 0.00827173+0.00764826j -0.00315093-0.00771785j -0.00502353+0.0144567j 0.007129+0.0130691j 0.00123382-0.00435691j -0.00105152+0.0100957j 0.0223982+0.0173286j -0.00276367-0.00219046j -0.012555+0.000817629j -0.00971879+0.00215682j 0.0102447-0.00875397j 0.042591-0.0175691j -0.0685159+0.0311018j -0.0098196+0.0201801j -0.052341+0.00524785j -0.0246241+0.0084379j 0.050081-0.010584j -0.0152018-0.0123787j 0.00676282+0.0184271j -0.0209727-0.00410314j -0.017322-0.00348582j -0.0191107-0.0233194j -0.0133923+0.0028373j 0.0177674+0.0140136j 0.0183531+0.0132705j -0.0141914-0.0259888j -0.0062445+0.0116567j -0.00255189+0.0192317j -0.003616+0.0127718j -0.0469832+0.0182648j -0.00638773-0.0163278j -0.00802023+0.00313106j 0.00463255-0.0120991j 0.0226457+0.0108959j 0.0120138+0.00299235j -0.0317877-0.0361682j -0.0405648+0.0102911j 0.0311825-0.0233089j -0.00526074+0.0054744j 0.011235+0.0460311j 0.0183605+0.0315233j 0.00657072-0.00628031j 0.021401+0.0411586j -0.0277878+0.00314862j 0.0226731+0.0752689j 0.0282649+0.0387752j 
-0.00987934+0.00844928j -0.0419328+0.0353664j 0.0142314+0.033888j 0.00304816-0.0127073j 0.0009668-0.00819873j -0.00940802+0.00918189j 0.00134445+0.00327668j -0.00570215+0.000998767j 0.00963095-0.00486188j -0.0062814+0.0114962j -0.0494314-0.0325483j -0.0351212+0.044675j -0.00388864+0.0236133j 0.00542232-0.00508177j -0.035204-0.00979018j -0.0200969+0.00732005j -0.0196761+0.0103685j 0.000183464+0.0206393j -0.00260087+0.00896144j -0.000511987-0.00872095j 0.0033907-0.00347392j 0.0200412+0.000648401j 0.00432912+0.00115949j 0.00918335+0.000320053j 0.0192233+0.015861j 0.00556256+0.00615481j 0.00376377-0.00854207j -0.0111561+0.0034078j -0.0113249-0.00087494j 0.0158479-0.0132502j 0.0253878-0.00136579j -0.00483179+0.00243576j 0.0155116-0.0194207j -0.0325239+0.00637199j 0.0587179-0.0417198j -0.0258105+0.0395911j -0.0164008+0.0190865j -0.0229732+0.0217276j 0.0210834+0.018863j -0.0147149-0.0380123j -0.000733936-0.0115421j -0.00535287+0.00995346j -0.00539501+0.00713603j 0.0161579+0.00983384j 0.0418746-0.0116281j -0.00368672+0.00705405j 0.0211902-0.00569514j 0.0218434-0.0133054j 0.0475381-0.0256339j 0.0104333-0.00621112j -0.0109035+0.0119162j 0.0188218+0.00297952j 0.0203499+0.00480469j 0.00591616+0.00666392j 0.0191394+0.00641534j -0.019494+0.0165765j 0.0297826+0.00850388j 0.00895425-0.0056269j 0.00547277-0.0503046j 0.00854989+0.00864952j 0.00804052-0.0144178j 0.021162-0.00331357j -0.0543673+0.0565617j -0.00101703-0.00716113j -0.00530468-0.0207011j -0.00799185-0.00623162j -0.0275084+0.0426043j 0.0115162+0.0106916j -0.0110302+0.0443572j 
0.00059346+4.086e-05j 0.00264368-0.0104996j -0.00433505-0.00048301j 0.00537757-0.00217015j -0.00421112-0.00542795j 0.00291135-0.00399351j -0.00230062-0.00337665j -0.000758416+0.00532068j -0.00438995-0.00246467j 0.0113139+0.00244335j 0.0113925-0.00312613j -0.00168699-0.0110394j 0.000760602+0.00525872j -0.00236501+0.00373587j 0.00437048+0.00831839j -0.00252314+0.0105455j 0.0211041-0.00621609j -0.00192614-0.0138959j 0.00843935+0.00646633j -0.00406821+0.00212605j -0.00866113-0.00848955j -0.00846084+0.00147417j -0.00573884-0.0041206j -0.00171768+0.00447019j -0.00386359-0.00391923j 0.0153034-0.0192203j -8.57541e-05-0.000153051j -0.0142766-0.00202557j -0.00402894+0.000885384j -0.00967869+0.00314336j 0.00423707-0.00361267j -0.00839953-0.0037312j -0.00585437+0.00148288j -0.000110645-0.00367039j -0.00984078+0.000671172j 0.00138694-0.0089972j -0.00805722+0.00317584j -0.00644294+0.00487004j -0.0144769+0.000644278j 0.021052+0.00395664j 0.00667817-0.00623439j -0.00599065+0.00318277j -0.00848226-0.0101597j -0.0129879-0.0150777j -0.00972488-0.00686524j -0.00115056-0.00443645j -0.00583062+0.0044214j -0.00174422+0.00829199j -0.0136751-0.00248477j -0.00290454+0.00253557j 0.00161843+0.00760816j 0.00471596-0.00353625j 0.00293465+0.00342065j -0.00401015+0.0173207j -0.00676526+0.00998185j -0.00931176+0.00656329j 0.0100747-0.00508249j 0.0167807-0.00350757j -0.0063244-0.000265285j -0.0148012-0.0113703j 0.0125819-0.0323755j -0.0035784-0.00835401j 0.0101488+0.016661j -0.000447828+0.0156535j 0.000112864+0.0115178j -0.00319124-0.00054729j 0.00520838-0.0190383j -0.0108005+0.0221572j -0.00468486+0.00985142j 
0.00107262-0.00186079j 0.00266077-0.00392319j -0.00703637-0.00558347j -0.00753547+0.010377j -0.000195765+0.000394132j -0.000873857+0.00323234j 0.00851871-0.00967372j 0.00100636+0.0012333j 0.00888882-0.00968122j -0.00165666+0.00143406j 0.0144844+0.00356797j 0.00781803-0.0138596j -0.00481235+0.00383231j 0.0048539-0.0127327j -0.00565855-0.0181082j 0.00573606+0.00678758j -0.000760955-0.0126053j 0.00296762-0.0167213j 0.00708097+0.00594307j 0.00386366+0.0129199j -0.00702603+0.0131285j -0.0101489+0.0105079j -0.0132521+0.0024441j 0.00205093+0.00171935j -0.00735665+0.0081872j -0.00301701-0.00773064j 0.0115716-0.00318385j -0.000755049-0.000480772j -0.0168243-0.0208219j 0.000902735-0.00564947j -0.000208139+0.00527701j 0.00840429-0.00538402j -0.0084837+0.0109356j 0.00308602-0.00270077j -0.0157997+0.00985979j 0.0219356-0.0109924j 0.0114291+0.00551639j 0.00739777-0.0131809j -0.0140913-6.79897e-05j -0.022209+0.00838396j 0.0158407-0.00375442j 0.0154867-0.00254282j -0.00601074+0.00304392j -0.00590784+0.00578144j 0.0100917+0.00523824j 0.00316029-0.00144835j -0.00398586+0.00518165j -0.000481542+0.00360326j 0.0111672+0.0162605j 0.00782214+0.00312709j 0.00449509+0.00144856j 0.0128973+0.00840909j -0.00865969+0.00234989j -0.00926013-0.011952j 0.0127264-0.0192486j -0.0346356+0.000764574j -0.0205568-0.0175646j -0.00989509-0.00810677j 0.00123439-0.00171027j -0.00390897+0.0196789j -0.0344196+0.0111146j -0.0409797+0.0265605j 0.00401759-0.0161462j -0.00705548-0.0413979j 0.0304001-0.00599266j 0.0428042-0.0108789j -0.0118285-0.00796144j -0.0265739+0.00224575j -0.00961523+0.0125522j 
0.000126152-0.000733323j 0.00231711-0.00630117j 0.00296601-0.00291075j 0.00533984-0.00566042j 0.00289152+0.00436257j 0.00315229-0.0105434j -0.000303826+0.000493077j -7.83525e-05-0.00450475j 0.00199832+0.00868604j 0.000539643+0.00761849j 0.00307335-0.00446905j -0.00467342-0.00218311j 0.0106985-0.00188636j -0.00126716+0.00697199j 0.0118827+0.0117725j -0.0115795-0.00772088j 0.00850539-0.00193737j -0.00895216-0.0128081j 0.00376297-0.00200496j -0.00351753+0.00108054j 0.000681857-0.00220243j -0.00210941+0.00360528j 0.00832203-0.00125403j -0.0047715+0.000132067j -0.00330914+0.00144193j -0.0023943-0.0134875j -0.00191881+0.00453409j 0.00721187+0.00459694j -0.0229482-0.00272186j -0.00144874+0.00395855j 0.00185715+0.0115367j -0.0108834+0.00662057j 0.00636057-0.00559232j 0.00486515+0.0106443j -0.00642473-3.23807e-05j -0.00163576-0.00588162j -0.00225035+0.00168384j 0.0040357+0.00133933j 0.0183639-0.00710224j 0.028809-0.00105344j -0.0151854-0.00328074j -0.0242434+0.0152834j 0.0158366+0.00835847j 0.0124527+0.00439369j -0.00530088-0.0109039j -0.00308707+0.00176294j 0.000114807-0.00139901j -0.000353156-0.0041387j -0.0120392-0.00586709j 0.000443796-0.0040367j 0.00698915+0.00515967j -0.00305571+0.0096171j -0.00226112+0.00112453j 0.00411301-0.0260899j -0.0140317-6.62635e-05j -0.00391559+0.01884j -0.0115841-0.025069j 0.0141692+0.000484839j -0.00666667-0.00705629j -0.0141143-0.00106096j 0.00109533-0.0048083j 0.0418427-0.000832873j 0.0111422+0.0127207j 0.0224451+0.0202181j -0.0164984-0.0351107j -0.0276762+0.0100843j 0.00537024-0.00277016j 0.00351808+0.00293332j -0.00131916+0.00994669j 
