-0.00801687-0.0696806j -0.0247033-0.0233761j 0.0726332-0.0951594j 0.0157804+0.0555585j -0.0255685+0.0315827j -0.0448722+0.0162466j -0.0463798-0.0676781j -0.000561653+0.217972j 0.128865+0.0140199j -0.0244355-0.0389244j 0.0186626+0.0699703j -0.098208+0.142116j 0.00719242-0.172641j -0.0422774+0.00365003j 0.0392618-0.0337848j 0.0177381-0.112101j 0.00957401-0.0415504j 0.0466842-0.0774122j 0.00730565-0.0325704j 0.0250047-0.00505091j 0.105859+0.170823j -0.0650656-0.0155037j 0.00664471-0.123976j 0.00823354-0.0280315j 0.0439152+0.064536j 0.00464628+0.0388503j 0.0418327-0.10192j 0.00925224+0.0518438j 0.0251216-0.0355373j -0.0678875-0.259083j 0.0742669-0.243528j -0.0343838+0.0622647j -0.0587909+0.0234669j -0.0204538+0.11125j 0.0732414+0.108284j 0.070166-0.128094j 0.00956006+0.143011j 0.0454393+0.0225055j 0.0387697+0.0361604j 0.0223784+0.00590775j 0.00689455+0.0276739j 0.0354804-0.0335022j 0.0180992-0.0021488j -0.0444107-0.0835855j -0.0139189-0.0248353j 0.0398966+0.0636545j -0.0555681-0.00287744j 0.0580133-0.00711283j -0.0441022+0.0549768j -0.0947035+0.000302743j -0.0373007-0.00278506j -0.0715046+0.0736381j 0.0280736-0.0289816j -1.77337e-05-0.0548797j -0.0599456-0.00256319j 0.0416205-0.00776871j 0.103299+0.0384371j 0.146457+0.205007j 0.0606703+0.0425706j 0.096769+0.0813746j 0.00319904+0.0398053j 0.0325313+0.00444428j 0.0562233-0.0171873j 0.0288223+0.0275048j 0.0662827+0.0709897j -0.0149945-0.0131873j -0.00215807-0.0483178j -0.140204-0.123707j 0.0387244+0.0353979j 
0.0126188+0.0366252j 0.0130691-0.0664273j 0.0196555+0.0519181j 0.00286484+0.0302241j -0.0129704-0.021348j 0.02091+0.0455908j 0.00631809-0.022551j -0.0612756+0.0513731j -0.010263-0.027484j 0.000130322-0.0410026j 0.0204113-0.0459472j -0.0253886+0.0273943j -0.0171544-0.0879333j -0.0686656+0.0468354j 0.0150308+0.164057j 0.0269406-0.0820457j 0.187402+0.0460845j -0.0361101+0.0848384j -0.2015+0.0921214j 0.0916325-0.0645173j -0.0253253+0.0921538j 0.120659+0.049976j 0.00458323+0.132015j -0.0134231-0.0611692j 0.0664447-0.052146j -0.0652602+0.0198153j 0.0130515-0.0273306j -0.0237293+0.122317j 0.0318494-0.0658984j 0.0484881-0.0791471j 0.0195563+0.0531009j 0.0347448-0.0089821j 0.0383198-0.000112069j 0.0723809-0.0473499j 0.0417279-0.0336227j -0.0343694+0.095416j -0.0188196-0.0969544j -0.0172432-0.0468421j -0.0996265-0.0389022j -0.172934+0.0123478j 0.1347-0.00821841j 0.0726979+0.135233j 0.0876025-0.00210042j -0.156492+0.0758208j 0.0710449-0.0335352j -0.0521668+0.0581323j -0.04834+0.0287871j -0.0396629+0.056523j -0.0169355+0.0763293j -0.0928281+0.157331j 0.0754554-0.0760811j 0.104405-0.0666125j -0.0410203-0.0402016j -0.0357997-0.00654624j -0.0409446-0.0369886j 0.0113024+0.0118358j -0.0566546-0.0680179j -0.0602578-0.0899827j 0.0474914+0.0542932j -0.0315904-0.0399325j 0.102817+0.0181357j 0.0061566-0.0251264j -0.0402542-0.0130048j 0.0267036-0.0152857j -0.0187211-0.00441845j 0.0510034-0.00267886j 0.0753533-0.0295403j 0.0409658+0.00601177j 0.0204861+0.0277978j 
-0.06593-0.0014401j -0.0373648-0.0471717j 0.0700288+0.0548683j -0.0392578-0.0585247j -0.0115925-0.0394112j 0.0170567+0.0232383j -0.0129816-0.0149693j -0.0572087+0.0570684j -0.0451518-0.0389804j -0.0159662+0.0105962j -0.0235722+0.037935j 0.0398622+0.00596758j 0.123906-0.0213034j 0.00821016-0.147226j -0.0955111+0.0122025j -0.0373941-0.0470482j -0.0598196-0.0602642j 0.130908-0.0232409j 0.0406136-0.0781574j -0.0410457+0.0503297j 0.0197255-0.0812634j 0.0349956-0.0243722j -0.0424667+0.0306478j 0.0257825+0.00643716j -0.00870847+0.00430371j -0.0232305-0.0609262j -0.0743789+0.0382807j -0.0410525+0.0349531j -0.039294-0.000614418j -0.0675706-0.0059995j -0.103003-0.0371652j -0.0164021+0.0280091j 0.0737357+0.0552736j -0.00179073+0.0062278j 0.0712715-0.0221667j 0.197458-0.140317j 0.0403647-0.0427794j 0.126514-0.223621j 0.111281+0.0683657j -0.102782-0.0913428j 0.0029544+0.0368132j -0.135906-0.063284j 0.0869339-0.251115j 0.158269+0.187516j -0.0467206-0.0021889j 0.0482615+0.0936652j -0.0452218+0.0591483j -0.026908-0.067061j -0.0108597-0.0483421j 0.0843433-0.108157j 0.136312-0.0653403j 0.000827069-0.0453646j -0.0427873-0.0206903j 0.0552217+0.0531361j 0.00667647+0.022077j -0.0744139+0.0126468j -0.0702366-0.0628231j 0.0150297-0.0854355j -0.00781601-0.0156468j -0.113073+0.00470784j 0.126129-0.0259599j -0.0290798-0.0279429j -0.0334642+0.0288143j -0.000330873+0.0284046j 0.0157955-0.0251988j 0.01821-0.0332584j 0.0976112-0.0297731j -0.0254455-0.0432876j 0.00631727+0.0142346j 
-0.0608713-0.046842j -0.0580967-0.0514709j -0.0466701+0.122552j -0.0137269-0.0191851j 0.148637-0.0616843j -0.00714837+0.0292448j -0.00508941+0.0194565j -0.0386879+0.0328383j -0.00243508+0.00447217j -0.0176122+0.0812366j 0.113291-0.134496j -0.199698+0.0375245j 0.0623275+0.0288921j -0.0686436-0.0443874j 0.0768196-0.00712467j -0.0987968+0.0634171j -0.176222-0.0036266j -0.0112301-0.0286825j -0.0281171-0.0180505j -0.0185681+0.000560849j 0.0358726+0.0029808j 0.061244-0.0235704j 0.00561704+0.0352607j 0.0196633+0.00971637j -0.0954496-0.0750506j -0.0448514-0.0348719j 0.051108+0.0586049j -0.106236+0.0072371j 0.0505138+0.0144348j 0.0568315-0.0315392j 0.00242416+0.0364298j -0.0151808-0.0872341j -0.00693882+0.0472175j 0.0218823+0.0143747j 0.0228502-0.08309j 0.120024-0.0961966j -0.0111968+0.166422j -0.00449957+0.0422626j -0.0648991+0.0408972j -0.0652258-0.00856356j 0.135997+0.109512j 0.0651373+0.00470861j 0.0554837+0.0157069j -0.0867606-0.160998j -0.0500959+0.0135941j -0.0330465-0.0233871j 0.00734664-0.150668j -0.0194032+0.0443862j 0.0192515-0.0446691j 0.0216582+0.102351j 0.0525315-0.0635106j 0.000111227+0.00289398j -0.173862+0.0958538j 0.0719699+0.00371543j -0.0586991+0.0566694j 0.0122957-0.0686267j -0.0467744+0.00662237j 0.115894+0.0206387j -0.0315515-0.0502357j -0.0139886+0.101421j -0.0510869-0.0981401j 0.00995335-0.00328485j 0.0375686+0.0179139j -0.0111937-0.00580131j -0.0229947+0.0227712j -0.0474488-0.0345019j 0.0212967+0.0528455j -0.070516-0.0362747j -0.0455963-0.0505363j 
0.02746-0.0517138j 0.0972345-0.15141j -0.11276-0.07833j 0.00849408+0.0737758j -0.0210986+0.0125615j 0.0298416-0.0342067j 0.0138119-0.0425212j 0.0328714-0.00686273j 0.00736942-0.00458124j 0.0162643-0.0227405j 0.151993-0.0197945j 0.124335-0.124109j 0.0340785+0.0967308j -0.0160124+0.0856372j 0.0793739-0.153421j 0.0403134+0.0323873j -0.0354408+0.00996143j -0.10259+0.0326598j 0.0944633+0.0589482j 0.0012939-0.00732255j -0.0121199+0.0172115j -0.0847786+0.0118689j -0.0785309-0.0421987j 0.0521155-0.00347532j -0.0221467-0.0168645j 0.0522022+0.00351243j 0.0657099+0.0388807j -0.0264761+0.0315219j 0.0178219+0.0018988j 0.0213571+0.00460003j -0.0251559+0.090978j 0.0420919+0.0229381j -0.0783861+0.0389674j 0.0165332-0.0891507j -0.109295+0.237953j 0.0967448-0.0852948j 0.00464228-0.00162217j -0.0247222-0.0391031j 0.0215956-0.0713493j -0.0848362+0.143378j -0.0701223-0.0314172j -0.107423-0.018344j -0.0432081-0.163314j -0.0862543+0.112661j 0.0505502-0.00187691j -4.89408e-05+0.0941744j -0.0217353-0.0408831j -0.0176439+0.0947964j 0.006044-0.0578146j -0.0146927-0.00324639j 0.0602179-0.00583492j -0.0246423+0.0575906j 0.0186711+0.0311416j -0.019607+0.0598925j -0.0355777+0.0586403j 0.0113626+0.0117039j 0.0472425+0.0494848j -0.0481523+0.0270903j -0.0713203+0.0611201j 0.0362053-0.134011j -0.0888536-0.0379528j -0.0222739-0.0562807j 0.0290288-0.00301098j -0.029189+0.0364478j -0.0193856-0.0689106j -0.0671885-6.79267e-05j 0.0226031+0.0734378j 0.0463439+0.102331j -0.0886517-0.0251896j 
0.0121633-0.0165333j -0.0566659-0.0280756j -0.043324+0.00964686j 0.00834998-0.00633286j -0.0330563-0.0217447j -0.0402865-0.0068289j -0.00336236+0.00933937j 0.0579328+0.0139154j 0.0109603+0.0208116j 0.0263328-0.0383442j 0.0475878-0.085694j 0.0451873-0.0311061j 0.0324431+0.0291228j 0.0256487-0.0695832j -0.0221136+0.00613323j -0.0449852+0.0131993j -0.0164038-0.000915587j 0.0221361-0.0369933j 0.0802942+0.0439589j -0.0426716+0.0241936j 0.0369818+0.054279j -0.0181955-0.0303714j -0.0231138-0.00312457j 0.0135941+0.040741j -0.0813704-0.0657426j 0.00805228-0.0151776j 0.0224873+0.0138163j -0.0704446-0.00324995j 0.00984302+0.046362j 0.0314776+0.0700612j 0.0204842-0.0783263j -0.0578592-0.061232j -0.0303743+0.018227j 0.0808219-0.0220785j 0.0187599-0.0926863j 0.00720142-0.0248359j -0.0220428+0.0508871j 0.00786745-0.0295777j 0.0404603+0.0313723j 0.0835339-0.0232431j -0.00371176-0.0051848j -0.0357951+0.0278796j 0.000946721-0.0554971j -0.0452117+0.002455j -0.0194661+0.0362945j -0.0421153+0.0320213j -0.0505931+0.0301413j -0.0167663+0.0479448j -0.161303-0.0233388j -0.0766028+0.0822865j -0.053695+0.0679078j 0.0219099+0.0809403j -0.11709-0.0305979j -0.0815246-0.107114j -0.0657372+0.0154634j 0.0636092+0.0087992j -0.0156197+0.0571488j -0.106728+0.0731267j 0.0259638+0.00139625j 0.20136+0.0593947j 0.0307132-0.0560903j 0.00095908-0.0467783j 0.0241892+0.0877535j 0.00329662-0.0306921j -0.00294048-0.111435j 0.095104+0.0598799j -0.0935023+0.0175379j 0.0836035+0.0839019j 0.0303905+0.0564525j 
0.00522295+0.0179764j -0.0098027-0.0501118j -0.0153442-0.00816336j 0.00938399+0.0234951j -0.00960431+0.0020138j -0.0102223-0.0121149j -0.0060431-0.0105962j -0.0340446+0.0402526j -0.000814978+0.00750462j 0.0184626-0.0318943j 0.085377+0.00967473j 0.0239706-0.0129755j -0.110373+0.0110693j 0.0271865+0.0371517j 0.0534208-0.0372475j -0.0293937+0.00468023j -0.0792034-0.0737233j -0.0640171+0.0439465j -0.000651561-0.0550991j -0.0137718+0.00253293j -0.0225891+0.0441146j -0.00605628+0.00838684j 0.0448083-0.0441509j 0.021494-0.0134697j -0.052019-0.0466102j 0.0293348+0.00598527j 0.069746+0.035252j 0.0216945+0.00585606j -0.0348649-0.0574308j 0.0310803+0.0508663j -0.0763157+0.0730398j 0.0133813-0.0290956j 0.0297997+0.0256519j -0.0715284-0.0230803j 0.00264801+0.0218043j -0.0871058-0.0340461j -0.0585612+0.0560098j 0.0685383-0.0929851j -0.00511057-0.047527j -0.0774493+0.0261709j 0.013992-0.0485046j -0.0299797+0.0466291j 0.0528868+0.0820427j 0.036686+0.0562341j -0.0157249-0.0712156j 0.0185943-0.0181041j -0.0232908+0.064409j -0.0203713+0.0839357j -0.0925417+0.029046j 0.0159456+0.0178221j -0.00660525-0.0714127j 0.0537037+0.00911623j 0.0341152+0.0581618j -0.0505526-0.0313463j 0.0315951-0.0486199j 0.0042627+0.0422877j -0.0754942+0.0470809j -0.0464295+0.0414963j 0.0248885+0.115181j 0.0890108-0.0683284j -0.0109776+0.00451711j -0.0214532-0.0284862j 0.128437-0.0785518j 0.0886106-0.0513898j 0.0361057-0.0329279j 0.185525+0.0584652j 0.0986654+0.00722415j 0.0842359-0.0719901j 0.272654-0.0172598j 
0.00203556-0.00283526j 0.0267519-0.0254405j -0.00416032+0.00402133j -0.0220757+0.0535901j 0.0121715+0.0205427j -0.017447+0.0275666j 0.0301714-0.0225088j -0.0232672+0.0236416j 0.0271622+0.00769158j -0.0121868-0.0159008j 0.0537687+0.0223894j 0.0303517-0.0108487j 0.0489234-0.0114559j -0.0257883-0.0409779j -0.0174734-0.0815224j 0.0464904+0.030615j -0.0283944-0.0356167j -0.00793877+0.0468797j -0.00373798-0.0445935j 0.0201628+0.0171879j 0.032153+0.0282299j -0.00628452+0.0370503j -0.036601+0.0100229j 0.00273145-0.0136125j -0.0102038+0.0138673j -0.0149815+0.0608123j 0.0273845-0.0341424j 0.062894-0.0336184j 0.0149327-0.0945432j -0.00365175-0.0461011j 0.0104429+0.03471j 0.0274579-0.0237135j 0.0182621+0.0320074j -0.072419+0.020559j -0.0363144+0.0198075j 0.0913932-0.0290436j -0.0146688+0.0263459j 0.0225246-0.0260605j 0.0433912-0.0163141j -0.018193-0.0338157j 0.0364106-0.0564108j -0.0350497-0.00895624j 0.00597602+0.00690116j 0.0256966-0.0526169j 0.135256-0.0106296j 0.00223671-0.0170077j -0.0181374-0.019453j 0.0155095-0.013764j 0.111918-0.0411063j -0.0292831-0.00447214j -0.0927116+0.0632786j 0.0113982+0.0302511j 0.0916414-0.0649044j 0.0171053-0.0171627j 0.0830237-0.00471566j -0.0174618-0.0170463j -0.0269496-0.00808296j 0.0113415+0.00942396j 0.0888727+0.128217j 0.0407932-0.0493383j -0.0464994+0.0388619j -0.00970731+0.0676879j -0.0562278-0.0024125j -0.13865-0.00985981j -0.103003-0.122316j -0.0430481+0.00492651j 0.000565742-0.00345921j 0.0105629-0.109728j -0.00081801-0.137427j 
-0.0100124-0.00187121j -0.0100977+0.0193767j 0.0264242+0.0242077j 0.0380234+0.00960185j 0.0205689+0.00213218j 0.00899404+0.006972j -0.0303335-0.0178484j -0.023893+0.00917484j 0.00717438-0.0121709j 0.0148474+0.0123091j -0.0287066+0.0131592j -0.0334686+0.0299349j -0.0342888-0.0284473j 0.00436489+0.0122155j -0.0277574+0.0852986j 0.00434371+0.0194831j -0.0077938-0.0116929j 0.053325+0.00271134j 0.0348339+0.0296264j 0.0179397-0.00710809j 0.0332247-0.0159762j -0.026918-0.0607148j -0.0678163-0.0112115j 0.0232726-0.00202235j -0.0310569-0.0260688j -0.0238731+0.00933003j 0.0301802+0.0182819j 0.00974302+0.0157598j 0.00394156+0.0375186j 0.0459261+0.00378229j 0.025658-0.00627174j -0.0465871+0.0352954j -0.0447578+0.00572526j 0.0536019+0.0150032j 0.0573734-0.0446608j -0.102152+0.0378982j -0.011272+0.0190202j -0.0222376+0.0203577j -0.0649676+0.00426459j 0.0336997-0.0330545j -0.0139232+0.0625987j 0.0254357-0.0603203j 0.0224734-0.00986686j 0.00480072-0.0176846j -0.0859538+0.0298557j -0.00454815+0.0230655j 0.0214796+0.0139991j -0.0103941+0.0164417j -0.0169875+0.0193131j -0.0269099+0.0430956j -0.0250759-0.00496999j -0.052219+0.00750136j -0.0567053+0.0300799j 0.0242592-0.0310117j -0.0154407-0.0298531j 0.0306391-0.029683j 0.0660313+0.0153276j 0.065296-0.0224809j -0.0712883-0.052159j -0.0419413-0.0232976j 0.0292554-0.0579105j -0.0594886+0.118686j 0.0826706-0.0367581j -0.0295898+0.0572997j -0.0766191+0.000384613j 0.0129872+0.0107736j 0.0220412+0.0140005j 0.0350023+0.0111561j 0.0433957+0.103561j 
-0.0110923-0.00119823j -0.0215138+0.00440383j -0.0110897+0.00529424j -0.0274948-0.0178952j 0.0077542+0.0110425j -0.00891036-0.00543266j 0.0207299+0.0289014j -0.0159464+0.00656381j 0.0120189+0.0144281j -0.0176755+0.0250198j 0.00959924-0.00636914j -0.000572306+0.0112344j 0.0194521+0.00139826j -0.00358451-0.0204006j 0.00853447-0.0559243j -0.0158626-0.0304788j -0.00120178-0.0139457j -0.0147982-0.0183219j -0.0245536-0.0324939j -0.0165082-0.00283362j -0.00924077+0.0191424j 0.0152837+0.0200892j 0.0170144+0.0205059j -0.00552174-0.00512558j 0.0258864+0.000103539j -0.0209674+0.0181497j -0.00246903-0.01914j -0.00542203-0.0286395j 0.0170727-0.0201368j -0.00908999+0.0153934j 0.00195356+0.0214285j 0.0028126-0.0155024j 0.0113839+0.0234149j -0.0212568+0.0380025j -0.0117459+0.0106792j 0.055183-0.0249039j 0.0146374+0.0145927j 0.015644-0.010624j 0.0473209+0.00033339j -0.0240255+0.00862858j 0.0273272-0.00990351j -0.0352875+0.0441075j -0.00971913+0.00679438j -0.0063514-0.000610006j 0.0302617-0.0310787j -0.00154955-0.00348526j -0.0127178-0.0238307j 0.0073934-0.00835306j -0.0196587-0.0352421j 0.0285456-0.059907j 0.0405073+0.025782j 0.00584618+0.0262749j -0.00838878-0.00917273j -0.00292477+0.0157374j -0.00487177-0.000897677j 0.0104835+0.00885924j -0.0435506-0.0218273j -0.00607908+0.0254231j 0.0683433+0.0160326j 0.0604676+0.0201046j -0.0437828+0.0415405j 0.0513534-0.0262596j -0.0479176+0.0312242j 0.00719667-0.0567329j 0.0284654-0.0279681j 0.0201495+0.0174578j -0.0784771-0.0336672j 0.0114243-0.00447691j 0.00877039-0.0773586j 
0.00788691+0.00909057j -0.0136778+0.0386489j 0.0395355+0.0197355j 0.0116045+0.011352j 0.00208469+0.00945446j -0.0340791+0.0116422j -0.000920219-0.019627j 0.0141852-0.000574228j 0.0307833+0.0201599j 0.0111797-0.00925456j -0.0373706+0.0266583j -0.0067058+0.00889888j -0.00635139-0.00788493j 0.0323174+0.00533543j -0.0464653+0.00133459j -0.0174413+0.00546453j 0.0131937-0.0276376j 0.0323143-0.00360768j -2.44904e-05+0.00460837j 0.0137632-0.00104426j 0.0220481+0.00673017j -0.0145586+0.0257163j -0.0600736+0.0084644j 0.00873662+0.0151216j -0.0151185+0.0218905j -0.0220664-0.00876169j 0.0168597+0.00177402j 0.00660287+0.0174597j 0.00605509-0.0233599j 0.035428+0.0313947j 0.0207714-0.00630165j -0.00317393-0.0244562j -0.0162819-0.0335789j 0.0450896+0.0534997j 0.0316759-0.0368288j -0.067961+0.0272818j 0.00918334+0.0180122j -0.015816+0.0184535j 0.00819466-0.0131964j 0.0230269-0.0420368j -0.00720722-0.020388j -0.0248603-0.00394336j 0.00455876-0.0223481j 0.0147366-0.0233399j 0.00232181-0.00791744j -0.00520954-0.00428877j 0.0144664-0.0402918j 0.0212473+0.0118489j -0.0040789-0.0329496j 0.00380458-0.0058502j -0.0542974+0.0526338j -0.0160348+0.0369854j 0.0128283-0.0329145j -0.021995-0.0107459j 0.0129686-0.033048j 0.0112779+0.00473297j 0.0047755-0.0157887j 0.0179955-0.0308632j 0.0511683+0.0311471j 0.0325634-0.0186298j -0.015025-0.0420304j -0.0401421+0.104156j -0.022395+0.030233j -0.0597347-0.00579017j -0.129737-0.0859764j 0.030349+0.0218718j -0.0381701-0.0117171j 0.0940616+0.0052548j 0.0231187-0.00875133j 
-0.000468202+0.00172072j -0.00499557+0.00407205j 0.00193753+0.00791176j -0.00825792+0.0154481j 0.00330181-0.0129039j 0.00612144+0.00956288j -0.0124485-0.0134303j 0.0063093-0.026784j -0.0034261+0.0027855j -0.0163861+0.00550958j -0.00791991-0.00750755j -0.0345278+0.000947051j -0.00434044+0.00871616j 0.0141386+0.0223928j 0.00909075-0.0125797j -0.00415038+0.0153244j 0.0011959+0.00464591j -0.0190281-0.0104113j 0.00972316+0.0321316j -0.000345024+0.00814318j -0.00284767-0.0145207j 0.00263301+0.031729j -0.000820773-0.000358892j -0.00611147+0.0165048j 0.0126336+0.00682809j 0.0292051-0.0325602j 0.00404758-0.0177185j -0.00735041+0.0102997j -0.0090728+0.00402924j -0.0208493+0.0210329j -0.00325837-0.0122526j 0.0161127+0.00442824j 0.00994898+0.00858475j 0.00330026+0.00284157j -0.00342604-0.0161074j 0.00929061-0.0148249j -0.0104306-0.00138895j 0.013312+0.00250155j 0.00660306+0.00695569j -0.00175471+0.00932482j -0.00876352-0.0156724j -0.00583871+0.011117j 0.0054197+0.000307373j 0.0102777-0.00938351j -0.003043-0.00730737j -0.00199048+0.0183153j -9.19738e-05+0.00685322j 0.0025225+0.0105313j 0.0156173+0.0066069j 0.0108552-0.0257252j -0.00887652+0.00801635j 0.00650366-0.0108829j 0.0212795+0.00643746j 0.000159772+0.0185316j 0.00918317-0.00493096j -0.0110157+0.0215785j -0.0148535-0.0106652j -0.00186226-0.017158j -0.00339802-0.0150868j -0.0216873-0.00867284j 0.0112329-0.0209762j 0.0153683-0.00689013j -0.00870276+0.0151717j 0.000107962-0.00405321j 0.0179+0.0132141j 0.00109469-0.0164173j 0.0117837-0.0118259j -0.0136446-0.00581771j -0.00133459+0.00277522j 
0.00283866-0.000983943j 0.0257537-0.0170917j 0.0385594-0.0225875j 0.0228595-0.0277231j -0.00730964-0.00581486j -0.0251528-0.0256019j -0.00471872+0.0277678j 0.0280121+0.00677242j -0.00492292+0.0441636j 0.00849026+0.00740773j 0.0236127-0.00252565j -0.0155925-0.0012829j 0.0693151+0.0471473j 0.0157022+0.0268788j -0.0282436-0.0405364j -0.0284561+0.0375629j 0.073482+0.038372j 0.0360034+0.00330118j -0.00406657+0.0230065j 0.0101218+0.0253903j 0.072783+0.044155j 0.0155797+0.0116106j 0.0315275-0.00355965j -0.0458898-0.0168182j -0.0129345-0.0121767j -0.0286673-0.0517986j -0.0264559+0.00589602j 0.0431735+0.0572214j -0.0267464-0.0301218j -0.0352685-0.00062634j 0.0478188+0.00261514j -0.0556919-0.05073j 0.0138988+0.0261551j 0.0874879+0.0310847j -0.0293889-0.0234048j 0.0513434-0.0345047j 0.0364803+0.0320596j -0.00506156-0.0304904j 0.0294093+0.00220803j 0.000361003+0.0630267j -0.104222-0.0520454j -0.0836757-0.0693641j 0.0311412+0.00979151j -0.0961556-0.120232j -0.00060593+0.0195808j 0.00212016-0.00776904j -0.0438262-0.0211771j -0.0270186-0.0479184j -0.0815514-0.0764723j 0.0231829+0.0862209j -0.0396028-0.124019j 0.00164717+0.0767669j -0.0958829-0.161821j -0.0382942+0.0494942j 0.0457235+0.00374602j 0.0156174+0.0612145j 0.0102632-0.00881574j -0.0552297-0.0551614j -0.0276148-0.0638387j -0.00500086+0.0136012j -0.000819151-0.0328867j -0.187199-0.14153j -0.0644327+0.00628212j 0.165229-0.074082j -0.172013+0.0809215j 0.0349501+0.011223j -0.0421747-0.0509323j -0.00878852+0.0287306j 0.00636516-0.016254j 
0.015187+0.00158646j 0.0381117+0.00520678j -0.00555653-0.0244665j -0.00459463-0.00901301j 0.0267413+0.0253954j 0.00374604-0.0239419j -0.00425778-0.0107756j -0.0291487+0.0278086j -0.00658904-0.00957531j 0.0248087-0.00727247j 0.00549386+0.0173629j 0.0911569+0.00724199j 0.001174-0.00404682j -0.0109033-0.00865092j 0.0102802+0.0150443j -0.000189174-0.0162454j -0.0183431+0.0123752j 0.0200241+0.0655792j -0.0527081-0.101335j -9.46821e-05-0.0113974j 0.0102164+0.0131632j 0.0151451-0.0683557j 0.0188065-0.0396443j -0.022808-0.0247841j -0.00236965-0.050608j -0.0616852+0.0977048j -0.0151132+0.0129735j 0.0418252-0.0335508j -0.0118601-0.00687406j 0.0484502-0.0170913j 0.00735407+0.0127141j -0.13431-0.0317999j -0.0196274+0.0392031j -0.0313106-0.014958j -0.0201197+0.0608933j -0.0149176+0.0558971j -0.0676174+0.0175793j -0.012012-0.00863385j -0.0360632-0.0148368j 0.0320001+0.0460857j -0.0445452+0.0363322j -0.0402202-0.0638102j 0.0328008+0.0565729j -0.0591848+0.012385j -0.0334379+0.0225546j 0.00986924+0.00178761j -0.0474893-0.00115463j -0.038503+0.00104581j -0.0439475-0.0236676j 0.0429757+0.0643327j 0.00187609-0.102188j -0.00381703+0.0298329j -0.0367771-0.112442j 0.0342002-0.0340325j -0.0149343-0.0286472j -0.00155443-0.0588874j 0.0493317+0.100527j -0.0070808+0.0196798j -0.0745246+0.0367433j -0.0244718+0.0382911j 0.031364+0.0751158j -0.0903586-0.0208367j 0.0292364-0.115371j 0.075445+0.0253676j -0.0443886+0.112851j -0.0295926+0.0329234j 0.0726029+0.0837011j -0.0453941-0.00820708j -0.0377115+0.00379188j 
-0.00260678-0.00250992j 0.0140542-0.015816j 0.019086+0.0134552j -0.00298549+0.00149452j 0.00658594-0.0181397j 0.00980465-0.0138187j -0.0294865+0.00950842j 0.00715493-0.0208929j 0.0126834+0.0148914j -0.00504996+0.0202767j 0.00662782+0.00660356j -0.0369011-0.00243578j 0.0176925+0.0385689j 0.0263085+0.019914j -0.0166822-0.0399319j -0.00269163+0.0301194j 0.0295026+0.0530066j 0.0394226-0.00872749j -0.0256023+0.0423606j 0.00784446+0.0286884j 0.0378397+0.0461795j 0.00205523-0.00404838j 0.0292302-0.00244645j -0.0308866-0.00489154j 0.00752889+0.00736316j -0.0127525-0.0477607j -0.0277116-0.00532813j 0.0182787+0.0481181j -0.0161064-0.0148767j -0.039711+0.0195534j 0.0349234+0.0333974j -0.0174136-0.0380526j 0.0252326+0.00990241j 0.0617064+0.0369627j -0.00229353-0.0386242j 0.0242957-0.0391383j -0.00772893+0.0529193j 0.0123924-0.0259047j 0.0180235-0.0113208j -0.0357174+0.0873422j -0.0878923-0.00949088j -0.0763627-0.0117616j 0.0338523-0.0155677j -0.0852701-0.0486234j 0.0306541-0.0227206j 0.0123558-0.0189472j -0.0414132-0.014795j -0.0302133-0.0259158j -0.0405746-0.0623484j 0.0669805+0.0529548j -0.0592346-0.0634804j 0.0173636+0.0226209j -0.0510616-0.130144j 0.00191181+0.038795j 0.0209192-0.0197784j 0.00355987+0.0465821j -0.00491366-0.0169348j -0.0318713-0.0675968j -0.0174089-0.0460096j -0.0212355-0.00390516j -0.00438259-0.0355353j -0.080932-0.0484833j -0.0379327+0.0220714j 0.0660997-0.0476053j -0.0798227+0.0473186j 0.0147489+0.0055209j -0.0219554-0.0324502j -0.000459024+0.0116245j 0.00722659-0.0114969j 
