-0.00353645+0.00996267j -0.00852959-0.00222762j -0.00931588+0.00131014j -0.000169746+0.00926588j -0.00698711+0.00309356j -0.0046523-0.00590277j 0.00321693-0.00883263j 0.00986224-0.00131862j 0.000575459-0.0059765j -0.00191197-5.99142e-05j 1.83842e-05-0.00369979j -0.00494921+0.00607049j 0.00868856+0.00626967j -0.00378627+0.00354496j 0.00336026-0.00315892j 0.00204516-0.00126302j 0.000350954-0.00502556j -0.00329599-0.00384377j -0.00197791+0.00132235j -0.00215818+0.00307529j 0.0069504-0.000474801j 0.0011245+0.0060611j -0.00494783+0.00127247j 0.00247695+0.00162239j 0.00018917+0.00109807j -0.00159277+0.00181145j 0.00349848+0.00121639j 0.00515264-0.000359712j -0.00265529-0.00192538j -0.000275838-0.00265645j 0.000571978+0.000130256j -0.0077167-0.00289638j 0.00449448-0.00121299j 0.00458973+0.00138373j -0.000915493+0.000450466j 0.00170008+0.00208724j 0.00117318+0.00560624j -0.00488933+0.00955852j -0.00314991+0.00691494j 0.000938604-0.00261415j -7.5433e-05+0.00472951j -0.00143018+0.00507228j 0.00109622-0.00609341j 0.00263897+0.00127381j -0.00213374+0.0072844j 0.00529901-0.00223154j -0.00391681+0.000118379j -0.00124388+0.00471389j 0.00640315+0.00318415j 0.00255039-0.00320537j -0.00148035+0.00184396j 0.00395321+0.0023604j 0.00510671-0.000664749j -0.00651268-0.00190567j -0.00580309+0.00102579j -0.0106328-0.0085632j -0.00177874-0.00181478j 0.005323+0.0125923j -0.000845288-0.000742228j 0.00519732-0.00368415j -0.000198609-0.00887662j -0.00141758-0.00570669j -0.00519937-0.014326j -0.0028629+0.00286197j 0.00455515-0.00185189j -0.002847+0.00272906j -0.0263817+0.00495518j 0.0274704-0.0074928j -0.0187237-0.00481359j -7.01124e-05-0.00715398j 0.0074383+0.00343784j -0.0301793+0.00351575j -0.00555188+0.0111852j -0.00644286-0.0160855j 0.0172759+5.31482e-05j 0.0369257+0.0214873j 0.0262135-0.0337091j 
-0.00467068-0.00141901j 0.00337213+0.00119134j -0.00339956+0.00413459j -0.00249474-0.00227309j -0.00205565+0.000316278j -0.00331195+0.00187656j -0.00346938+0.00312459j 0.00813713-0.00010146j 0.00960233+9.03856e-06j 0.00729519-0.00420184j -0.00956759+0.00095111j 0.00401585+0.000192214j 0.00437975+0.00151935j -0.000519718-0.00370455j -0.00981026+0.00569458j 0.00603394-0.0014575j 0.0024435+0.000422885j 0.000288796-0.00257285j 0.00785281-0.000819702j 0.00487098+0.00107515j 8.01948e-05-0.000961415j 0.00333747+0.00252793j 0.00202696-0.000934194j -0.00481524-0.00349141j 0.00114072-0.000592644j 0.00532314-0.00244873j 0.00360693+0.00469365j 0.00185717-0.00150463j 0.00599986-0.00195979j -0.000742297+0.00297057j 0.00678654+0.0021042j -0.00411231+0.00412107j -0.00208168+0.00168111j -0.00106743+0.00505636j 0.00659865-0.00117172j -0.0110911+0.000265661j 0.00639789-0.00656488j -0.00985278-0.00673971j 0.000350848-0.00248686j -0.00722683-0.00852934j -0.0131581+0.0110445j -0.00250989+0.00107699j 0.00344568+0.00166743j 0.00603725-0.00249266j -0.00508574+0.00697153j -0.018793+0.00544192j 0.00385857+0.000647532j -0.011759+0.00082379j 0.00257173-0.0123633j -7.43309e-05-0.00232409j -0.0129121+0.00562578j -0.00392282+0.00292603j 0.00251535+0.0054391j -0.0152976-0.0130556j 0.000485661+0.0179135j -0.0104053+0.00904442j -0.0041328-0.00976383j 0.00521597-0.00824416j -0.00207884+0.000622199j -0.0159495-0.0101189j -0.00670128+0.0024912j -0.00256374+0.00104047j 0.00841+0.000740942j -0.0039995+0.0144346j -0.000258599-0.00578273j 0.00444409-0.0141323j -0.00654259-0.00333323j -0.00572464+0.0141159j -0.0176498+0.0314853j 0.00330232-0.0157254j -0.00301347-0.00869936j 0.000305966-0.00514438j -0.00394422-0.00139907j -0.00669542+0.00249634j 0.00514042+0.00544909j 0.00602685+0.00447436j -0.00414046+0.00274556j 
-0.00615783-2.47335e-05j 0.00506869+0.00145297j -0.00739302-1.66576e-05j -0.0089613-0.00348899j 0.00180392+0.00209989j 0.00110998-0.00116979j -0.00644066+0.00248162j 0.00189402+0.000745333j 0.000950296-0.00401704j -0.0101077+0.000399866j -0.00620657+0.00106477j 0.00851192+0.00322249j -0.0110444+0.00249441j 0.000931174-0.00431696j -0.00169227-0.00288377j 0.0123135-0.00219557j -0.0114911+0.00457887j -0.027609+0.00689461j -0.00365784-0.00275416j 0.0140403-0.00258603j 0.0064252-0.00260316j -0.00730851+0.00652879j 0.00188141+0.00348616j -0.0175557+0.00435872j -0.00983495-0.00468376j -0.00153671+0.00189088j -0.0142013-0.00198275j 0.00380214+0.000991675j 0.00233859+0.00253539j 0.0174698-0.000689283j -0.00396275-0.00897235j -0.0103955-0.00177051j 0.0172529+0.00361572j -0.00251059-0.00621957j -0.00484978-0.0025874j 0.000959501+0.00149575j -0.00271054+0.00746131j -0.00219976-0.000309205j -0.00393335+0.0102838j 0.0116034+0.0084083j 0.00767588-0.0090574j 0.00392375-0.010133j -0.00575365-0.00585936j -0.0186899-0.00482273j 0.00964639-0.00269967j 0.00728698+0.00285047j -0.00470497-0.0120672j 0.00317892+3.20111e-06j 0.00142793-0.00768521j -0.00122457+0.00982646j -0.00672414+0.00134988j -0.0124876+0.00716342j 0.00395959-0.00945309j 0.0166367-0.0032511j -0.0145857+0.00409762j -0.00117907-0.00164216j 0.00672344+0.00850882j 0.00921368-0.00642912j 0.0097576-0.00823119j 0.000984838-0.0121374j 0.0186207+0.00110369j -0.010323+0.00169526j -0.0122433-0.0135192j 0.00676827+0.0113884j -0.00845806-0.00545443j -0.00773087-0.00716376j 0.0102918-0.00727403j -0.00490656-0.0013095j 0.0112777-0.0048874j -0.00830134+0.00141429j -0.00903235+0.000990757j -0.00221155+0.00392638j 0.00576785+0.00868914j -0.00805429+0.00225286j 0.00226535-0.000106106j 0.00796712-0.000773567j -0.00262942+0.00407355j 
-0.00527785+0.00241835j 0.00477566+0.000851055j 0.00299893+0.00307296j 0.00243368+0.00211299j 0.00420098-0.00108701j 0.00413978-0.00171814j -0.000598064-0.00287166j -0.00270009-0.00157453j 0.0167512-0.00445603j 0.0141294-0.00639038j 0.0151385-0.00283633j -0.00919464+0.00269921j 0.00390938-0.0064893j -0.00718694+0.00336268j -0.00605482+0.00322527j -0.00166772+8.16714e-05j 0.0112009-0.00234412j 0.0104278+0.00243499j 0.00797251+0.00402597j 0.0104408-0.00684433j -0.00769084+0.00018601j -0.00191654+0.00278149j -0.0033701+0.00221786j 0.00685773-0.00159782j 0.0203353+0.000207846j -0.00445248-0.00496207j 0.0204062+0.00856155j -0.00517513-0.00904319j -0.00470674+0.000876j -0.00522695-0.00512916j -0.000378063-0.000514233j 0.00330493+0.00448468j 0.00192199+0.00413754j -0.00269493-0.0195615j -0.00135378+0.0147451j 0.00562873+0.00311321j 0.0026836+0.00538659j 0.0210539+0.00457206j 0.00460587-0.00153165j 0.0176225+0.00836375j 0.00924183-0.00384424j 0.0113467-0.00338083j 0.00134455+0.00656953j -0.00726729-0.00733108j 0.00144959-0.00550865j -0.00184767-0.00286205j -0.0141347-0.000159009j -0.00819715+0.00871508j 0.00262476-0.00282273j -0.00961599+0.0124459j 0.0075417+0.00303716j -0.00130853+0.00661136j 0.00232313-0.00333486j -0.00191172+0.00578825j -0.00930261-0.00996752j -0.0101209-0.00126692j 0.00112257-0.00291691j 0.0160023-0.00397909j 0.0242249+0.0143114j 0.000201273-0.00747629j 0.0163438-0.0024507j -0.012278-0.00937754j -0.00251502-0.00131495j -0.00493296-0.00446904j 0.0081807+0.0022744j -0.00117535-0.000596649j -0.00909609-0.00529298j -0.0133429+0.0106132j 0.00321842+0.00654591j -0.000806502-0.00679579j -0.00510843-0.000418376j -0.00541916+0.00589275j 0.00285331+0.00664058j 0.00134327+0.00554697j 0.000922904-0.00132724j 0.00893828-0.00278778j 0.00470567+0.00343578j 
-0.0122041-0.00322559j -0.00125031+0.00377581j 0.00518379+0.000328073j 0.00562326-0.000431775j -0.00540015-0.0022343j 0.0019476-0.00806658j -0.0131878+0.00135778j 0.00921545-0.00171714j 0.0112269-0.0015531j 0.00584336-0.00869468j -0.00702352-0.00308527j 0.00831106-0.00202352j -0.0109339+0.00686059j -0.00903869+0.00441371j -0.0108114-0.00265327j 0.00902785-0.00220723j 0.0103349-0.000381992j -0.0016524+0.00816117j 0.000285611-0.00172903j 0.00468304-0.00318887j -0.0035192-0.00179988j -0.00130869+0.00328969j 0.00753936-0.00204852j -0.0137052-0.000676974j -0.00868266+0.00429421j 0.00291359-0.00343481j -0.00416888+0.0103654j -0.000224686-0.00446827j 0.0108992-0.00162273j 0.000540848+0.00405105j 0.000882412+0.00184472j -0.0129006+0.00923744j -0.0054601+0.000466121j 0.00984488+0.00560274j -0.00401402-0.000347411j -0.00326523-0.00210802j 0.00341857-0.00676966j 0.00555877-0.00483929j 0.00220471-0.00576223j -0.00126442-0.0080076j 0.00409295+0.0107455j 0.00389068+0.0106531j -0.0129652+0.00611149j 0.00869516+0.00783342j 0.0170798-0.00370881j -0.0122864-0.00497182j 0.00287567+0.0085509j -0.000213927+0.0063678j -0.00333541+0.0143309j -0.00721459+0.00135299j 0.00386553+0.00446268j -0.000510397-0.011649j 0.00867764+0.011425j -0.00240525+0.0196193j 0.00848767-0.00530323j -0.0083021+0.0002793j 0.0016068-0.0148185j -0.0168446+0.00594472j -0.0113786-0.00844713j 0.00268184+0.0145577j -0.00758264+0.00585356j -0.0014294-0.0158913j 3.47456e-05-0.00415793j 0.008412-0.0160327j -0.0120331+0.00783804j 0.00071687-0.00835096j -0.000802838+0.013349j 0.00140902-0.0269045j -0.00923924-0.00336812j 0.00189037+0.00358092j -0.00363191+0.00412202j 0.00904209-0.00133735j 0.00514837+0.0006609j 0.0112771-0.00687718j -0.00851264-0.00186762j 0.00516199+0.00160101j -0.0088241-0.000895762j 
-0.00276248+0.000761053j 0.00167201+0.00311493j 0.0155677+0.00190671j -0.00377775+0.00530562j -0.00775709+0.00265423j 0.00567647-0.00189724j 0.0070066-0.000971782j 0.0108882-0.010841j -0.0126436+0.0059527j -0.00573654+0.000846222j -0.000914767-0.000492594j -0.00231114-0.0072539j 0.00333505+0.0014325j 0.0020106+0.00815535j 0.023105-0.0132449j 0.000786793-0.00222315j 0.00216995-0.00463948j 0.00187975+0.00495716j -0.00435544+0.00339745j -0.0052202-0.00118325j 0.0011645+0.000413876j -0.0102272-0.00215595j -0.00109503-0.00175623j 0.000862373-0.00149668j -0.00721269+0.000877023j 0.0100569+0.00312238j -0.0156878+0.00241337j 0.000297985-0.00296473j 0.00265455+0.00620676j -0.00446039+0.00817749j -0.00955057-0.00458558j 0.00966513+0.00481945j -0.0101534-0.00365258j -0.0137535-0.0033913j 0.00364045-0.00517925j -0.00235348-0.00643415j 0.0092909-0.010713j -0.00698669-0.000132178j 0.0071061+0.00167295j -0.00163197+9.8782e-05j 0.00247867-0.0117472j 0.016048-0.00299867j -0.00750537+0.0015785j 0.00291035-0.00276837j 0.000113937+0.00949591j -0.00820468-0.00662045j -0.0020404-0.00743358j -0.00704387-0.00251672j 0.00154989-0.00245772j 0.00142018-0.00576868j 0.0095776+0.00377569j 0.00371876+0.00309541j 0.00433109-0.0103819j -0.00896746+0.00143828j 0.0109322+0.00135692j 0.00725908+0.0120372j 0.000809882-0.0138822j -0.00376167-0.0126492j 0.0142619+0.0105931j 0.00743139+0.000829823j 0.0105268-0.0148318j 0.0015203-0.0073643j -0.0138484-0.00714422j 0.00498291-0.00226881j 0.00639853-0.0106906j 0.00132524+0.00665384j -0.00376367-0.0112683j -0.0103819+0.0175595j -0.00170405-0.00961673j -0.00774243-0.00863736j -0.00456943-0.00332943j -0.00963464-0.00104347j -0.00164176+0.0115998j 0.0124859-0.000911976j 0.00363669-0.000454324j 0.00824755-0.00576398j 0.00214217+0.00612545j 
-0.00337186+0.00264602j -0.00114875-0.00023102j -0.00386028-5.68299e-05j -0.00497878+9.84467e-05j 0.00209936+0.000481968j 0.000727394-0.000636095j 0.00420566+0.000881849j 0.00259986-0.000559752j 0.0140768-0.00136643j 0.00840344-0.00278346j 0.00297267-0.00117995j -0.000823331+0.00314179j -0.0063175-0.00166109j -0.0030438-0.00259598j 0.00270099+0.00236902j 0.00472427-0.000382767j -0.000588692+0.000972459j -0.00231314-0.00501091j 0.00434973-0.00121243j 0.00954992+0.00580638j -0.000515052-0.00655225j 0.00305109+0.000804187j -0.00158287+0.00580405j 0.00236854+0.00144607j -0.000198801-0.00761385j -0.000176558+0.00704278j 0.00369413-0.00813453j -0.00571654-0.00121658j -0.00524422-0.00583535j -0.00406147+0.00704767j -0.00198386+0.00128211j -0.00825567+0.00249359j -0.00152472-0.0164906j 0.0112829+0.0110837j -0.00922036-0.00135614j -0.00122266+0.00633895j -0.00402622-0.0166569j 0.00765616+0.00297256j 0.00670363-0.00642181j 0.00556631-0.00516824j 0.00200217+0.00705789j -0.000127436+0.00855383j 0.00388348+0.0119885j 0.0141143+0.01443j -0.00824725+0.0155347j 0.00447654+0.00594263j 0.00933428+0.00769603j -0.00311204-0.00623723j -0.016041+0.00774829j 0.0129-0.0133149j 0.00753491-0.00936294j -0.0111308-0.00607447j -5.54986e-05+0.00517691j -0.00495357-0.00117j 0.00745633-0.014415j -0.00276486-0.000713956j -0.00329344+0.0120748j 0.00165416+0.0281031j -0.0146525+0.010162j -0.0179163+0.00547726j -0.0158173+0.000726022j -0.00744287+0.0192003j -0.00438232-0.0152816j 0.0109983+0.00217663j 0.00801222-0.00611101j -0.0108942-0.0127277j -0.00365246-0.00857325j 0.00498771-0.00185214j 0.0150958-0.0199111j -0.0152064+0.00498386j -0.00853675+0.0136899j -0.00618733+0.0146597j -0.00402682+0.017995j -0.0043131+0.00928182j 0.00693838-0.00471265j 0.00160838-0.00292505j -0.00126991+0.00560177j 
0.00621115-0.00148359j -0.000503207-0.00141426j 0.00730622-0.00307554j 0.0064574+0.00361607j 0.00842526+0.000638919j 0.00759893-0.00626633j -0.00928865-0.00679078j -0.00464288+0.00549272j -0.000511177+0.00490103j 0.00443578-0.00122315j 0.00433623-0.00282515j 0.00238451+0.00697087j 0.000762057+0.00436627j -0.0036603-0.00150558j -0.00514003+0.00138851j -0.00603599+0.00098933j 0.00466103+0.00348649j 0.000896326-0.000546931j -0.00859825-0.00600932j -0.000758276-0.00587346j -0.00350508+0.00199213j -0.00353087+0.00519117j 0.00376525+0.000876726j 0.00091442-0.000475507j 0.0013868-0.000849662j -0.00716123-0.00256241j 0.0159887+0.0071541j -0.00792606-0.00137701j 0.000537521-0.0107056j -0.00598429+0.000677132j 0.010089-0.0062022j 0.0146676-0.0051109j 0.00248248-0.000507751j -0.000988776+0.00619716j -0.00414952-0.00804504j 0.00766692-0.0058743j 0.000465675+0.00440921j 0.00346673+0.00017113j -0.00259463+0.00533245j -0.00409004-0.0104009j 0.000920726-0.000755461j -0.00780311-0.000814548j -0.00499632-0.0144287j -0.0132317-0.00961571j 0.0117551+0.0062639j -0.00137276+0.0103505j -0.0029576-0.00467326j -0.00243822+0.00250232j 0.00325482-0.00437472j -0.014321+0.00316741j -0.0152738+0.00338448j -0.00479663+0.00240956j 0.00971443-0.0106199j -0.00696107-0.0129714j -0.00483569+0.0209544j -0.00467177+0.00306111j 0.0126407-0.00728884j 0.00600646+0.00192322j -0.000577608+0.00700768j 0.00268391-0.00538057j 0.0110994-0.00674655j -7.6947e-05-0.00909693j 0.00485371-0.0175846j -0.00656759+0.000274482j -0.00605208-0.00198176j -0.00379939-0.0275768j 0.0082474-0.0252043j 0.00453863-0.0171618j 0.0136712+0.00173653j 0.00231233-0.00474919j -0.0172306+0.01215j 0.00785108+0.0108449j 0.0069691-0.00597171j 0.00845827+0.00316005j -0.00321505-0.00385977j -0.00687911-0.00599562j 0.00682787-0.00913965j 
0.00926533+0.00288081j 0.00566355-0.00270238j -0.00287411+0.00455336j -0.0059961+0.00571892j -0.000357546-0.00219673j 0.00416632+0.00505088j 0.00277436-0.00176544j 0.00529124+0.00619198j -0.010886+0.00822739j -0.00598474+0.00484819j -0.00984857+0.00160926j 0.00433212+0.00094539j 0.00842427+0.000909878j 0.0101589+0.000764879j 0.0168627+0.00211852j 0.00334383-0.00559063j -0.0036437-0.00379778j -0.00282926-0.00246964j 0.000394177+0.0069793j -0.0115658-0.00509582j 0.00864407+0.006961j -0.00374522+0.00281689j -0.00632247-0.00127077j 0.00207558+0.0025359j -0.00721581+0.00125888j 0.00176451-0.0018781j -0.0150965+0.00560214j 0.00232394+0.00340545j -0.000432864-0.00130857j 0.000806834+0.00477284j -0.00296776-0.000378515j 0.00285295+0.00364745j -0.00799222+0.00442753j -0.00943518-0.00567147j -0.000166053+0.00505144j -0.00298806-0.00185503j 0.000246801-0.00352829j -0.00579413+0.000909796j -0.00582738+0.00122463j -0.00233584+0.00327792j 0.00210788-0.000678515j 0.00103204-0.000363596j 0.000600727+0.000820052j -0.000373959+0.0111363j -0.00677794-0.0179905j -0.00571798+0.00584027j 0.00041695+0.00837583j -0.00669363+0.0112315j -0.000945834+0.0126494j -0.0101676-0.00327432j -0.00272281+0.000131997j 0.00496292+0.00658507j 0.0012239+0.0102548j -0.01023+0.00130431j 0.00694411-0.0139469j 0.00583268+0.00287939j 0.00304639+0.00552031j 0.00440929+0.0180662j -0.00405179+0.0133528j -0.00974598+0.0120572j 0.00894971+0.00455026j 0.0143011+0.000686227j -0.00359374-0.00853688j -0.00617967-0.021395j 0.00555078-0.00115828j 0.000223111-0.0190858j -0.0112549+0.0117229j 0.00307466-0.0191149j -0.00311065+0.0188358j 0.013911-0.00188035j -0.00347434+0.00478546j 0.0011282+0.0145453j -0.00232088-0.00933568j -0.0069908+0.0127498j 0.00231795+0.000511576j -0.00145502-0.00193503j 0.008747-0.00387347j 
-0.001237-0.00622079j -0.0113836+0.00219461j -0.0054305+0.00284841j -0.00123625-0.00210709j 0.00157204+0.00593014j 0.00995875-0.00389893j 0.00185625-0.00536075j 0.0106269+0.000232698j 0.00529099+0.00726902j 0.00369287+0.00222381j 0.00718557-0.00409014j 0.00311713+0.00532202j -0.00263972-0.0024928j -0.0121374+0.00560529j 0.010199+0.00701521j -0.00195715-0.00840822j 0.009943+0.000400117j 0.00678508+0.00564832j -0.0160075-0.00295396j -0.00258912-0.00559456j 0.00315619+0.00339898j -0.00132615-0.00354545j -0.00301746-0.00725318j -0.000582021-0.00463793j -0.00798694+0.00285057j 0.00267007-0.0112348j 0.00506154-0.0038425j -0.0108598+0.0033242j 0.00582987-0.000910757j 0.006165+0.00308735j -0.00307003-0.00605907j 0.0111261+0.00863053j -0.0038903+0.013539j -0.000654285+0.00281101j -0.00794844-0.0209885j 0.00418718-0.00601534j 0.00591547+0.00252508j 0.0091798-3.77327e-05j -0.00311058+0.00417574j -0.00612545+0.00118597j -0.00695787-0.000968951j -0.00406905-0.00529366j 0.00228641-0.00929164j -0.00943132-0.00895061j -0.00250854-0.0199217j -0.00444871+0.0102035j 0.0041485+0.00650553j -0.00884996+0.00657877j 0.00342257-0.00675641j 0.000510284+0.000605362j -0.00231651+0.00494048j -0.0144286+0.0125708j -0.000956125+0.0104504j 0.00659494+0.00097184j -0.0076033+0.0117786j -0.00891933-0.00375496j 0.00233895-0.000520707j -0.00931776+0.0131423j -0.000579438-0.0152591j -0.00137174-0.00698485j -0.0100244+0.000689204j 0.0163734-0.00381464j 0.00569081+0.00856706j -0.00197386+0.00338343j -0.000824031+0.00449686j 0.00595658+0.00587161j -0.00264937+0.0102995j -0.00842876+0.0104774j 0.00816288-0.00204093j 2.5762e-06+0.00335054j -0.015399+0.00993279j -0.00525765-0.00238835j -0.000640807+0.0104548j -0.00391142+0.00302213j 0.0115464-0.00277013j -0.00359178+0.00665021j -0.0106363+0.00561214j 
-0.00519638+0.00315616j 0.00273127+0.0056369j -0.00367488+0.0015734j 0.00244621-0.0039419j -0.00460647-0.000223567j -0.00670098+0.00298795j -0.00254891-0.0030867j -0.00617938-0.000961947j 0.00440707-0.00421619j 0.00435443-0.000499674j -0.00555182-0.00635744j -0.00217329-0.000434291j 0.000906228-0.00499621j 0.000100117+0.00992372j -0.00830359+0.000152765j 0.000719981-0.016619j -0.00598528-0.00315353j -0.000297857+0.00474026j -0.00109427+0.00116065j 0.00289665+0.00253622j 0.00589228+0.000212231j -0.00112323-0.00641784j 0.00208033+0.000363958j -0.00336282-0.00105756j 0.000753633-0.00370871j 0.00086607+0.00169448j 0.00765358-0.00814407j 0.00425199+0.0047543j -0.000564472+0.00444095j 0.00368035+0.00649681j -0.00574973-0.00459863j 0.000798358+0.00281603j -0.00713346+0.00687289j -0.000342673+0.0107926j -0.00401007-0.0087612j 0.00436497+0.0134525j 0.00653474+0.0146307j 0.0074474-0.00242056j -0.00301815-0.0109619j -0.0107723+0.00471055j -0.00583605-0.0157927j -0.00893483+0.0012712j -0.000137634-0.0300332j -0.00481049+0.00371981j -0.00479371-0.0152871j -0.00371992+0.00770047j 0.0130814-0.00188519j 0.00170591-0.00522842j -0.000261113-0.00727832j 0.00381676-0.0148074j -0.00761345+0.0128585j -0.00150719+0.00525219j 0.00204622-0.0235957j 0.00169055-0.0100148j -0.00368201-0.000783903j -0.000152571-0.00432862j -0.0119622+0.0147679j 0.00109704+0.000294081j 0.0018043+0.0154548j 0.00277519+0.00181282j 0.0075985+0.010701j 0.0147776-0.0242271j 0.00213266-0.00568894j -0.00227195-0.00215756j 0.00858727-0.0191816j 0.00870143-0.00305393j 0.00054092-0.0114857j 0.00745174-0.0056335j 0.000827889-0.0106292j 0.00662555-0.00444497j 0.00770077-0.00754175j 0.00200988-0.00483649j 0.00972309+0.00607211j 0.00112994-0.00453733j -0.00755489+0.00269127j 0.00646958-0.00134605j 6.25744e-05+0.00403887j 
-0.0030753+0.00416062j 0.00715359+0.00259579j 0.00065445+0.000966627j -0.00118403-0.000307752j -0.0031321-0.00109342j 9.84305e-05+0.00146268j -0.00072653+0.000177019j -0.00541657+0.00206087j -0.00735363-0.00205368j 0.000889962+0.00969269j 0.00258518+0.000580335j -0.000705128+0.00534801j -0.00241307-0.00635009j 0.00302987+0.00193779j -0.00565382-0.00346415j 0.00343728-0.00707439j -0.000329072+0.00254091j -0.00542162-0.000938711j -0.000755154-0.00673692j 0.00611125+0.00366653j -0.0029605-0.0160061j -0.00258492+0.00188503j 0.00151121-0.00262024j -0.005003-0.00530682j -0.00316332+0.00204085j -0.00456449-0.00746436j -0.000616545+0.00569766j 0.00100109-0.00448826j -0.00787639-0.0116742j -0.00128143+0.0041783j 0.00586013+0.00741186j 0.002004+0.0101348j -0.00101458-0.00985249j 0.00920306+0.00654859j -0.00677336-0.00154817j 0.0100438-0.0100119j 0.000906239-0.00139669j 0.000607529+0.00388146j 0.000160517+0.0107567j -0.000114926-0.0185389j 0.00960097+0.0067112j -0.00542914+0.00294588j 0.000872203+0.00158271j -0.00272829+0.0022481j -0.00480511-0.00772702j 0.0107386+0.00601928j -7.00501e-05+0.00681884j 0.00314157+0.00304519j 0.00744776+0.013496j 0.00471831+0.00158383j -0.00705773+0.00056484j 0.00974109-0.0103537j 0.000876073+0.00406375j -0.00439373+0.015183j -0.00751286+0.00626797j -0.000939493+0.01158j 0.0123584-0.0135658j -0.0124866+0.0218184j 0.00195518+0.00853871j -0.00574235-0.00256693j -0.00685417+0.0186069j -0.0177372+0.0144127j 0.00502622+0.0103745j 0.00338958-0.011306j 0.0105544+0.014825j 0.0159401-0.00236691j 0.0104542-0.0205179j -0.00460681+0.0191494j 0.0034967-0.0115835j 0.00807613-0.0106112j 0.00310993-0.0147431j -0.00323958+0.00345079j 0.00070916+0.00779073j -0.0020904-0.000100986j -0.00580516+0.00636854j 0.00672353-0.00472771j 0.00626348+0.00779067j 
0.00467274+0.00319982j 0.000297406-0.00551379j 0.00203413-0.000498936j -0.00194507-0.000653545j 0.003212-0.000447188j -0.00370125-0.0107377j 0.0019607+0.00215133j -0.00407564+0.00268788j 0.000183797-0.0107073j -0.00551983-0.000806739j -0.000308157+0.00737323j 5.66991e-05-0.00437188j 0.000239157+0.000992551j 0.00775583+0.00240038j -0.00122429-0.0132248j -0.00429326-0.0011945j 0.000999853-0.00290561j -0.00205242+0.00351148j -0.000679673-0.00407401j -0.000253996+0.0118524j 0.00100231-0.00149232j -0.00370538-0.00507103j -0.0101695-0.00346378j 0.00397113-0.00860101j 0.00262727+0.00584424j 0.000302369-0.00476751j 0.0159627+0.00344876j 0.00607048+0.00657643j -0.00417867-0.00493225j -0.00376573+0.0142886j 0.00334583-0.0017193j 0.00346514+0.0130807j -0.00657037-0.0108479j 0.00425592+0.00782835j -0.00115992-0.00165544j 0.00622021-0.00158335j 0.00882779-0.0133697j 0.00199602+0.0107632j 0.000342701+0.00130218j 0.00430578-0.00276935j 0.00269427-0.00586658j 0.0110216-0.000744441j 0.000912218-0.00113462j -0.00113053+0.0114691j 0.00540917+0.0143848j 0.00391642+0.00752542j 0.00172309-0.00574608j -0.0115721-0.00927942j -0.0106586+0.00395162j -0.0014838-0.01059j 0.000573281+0.0033903j -0.00197259-0.00796625j 0.00865639+0.0190824j 0.000352502-0.00112905j -0.00129581-0.00966159j -0.00853724+0.00247891j 0.00267715+0.0107922j -0.0025715+0.0115294j 0.015337-0.00967918j 0.00139722+0.0145374j -0.00426316+0.0180435j -0.00645913+0.0122299j 0.00905149+0.00373343j -0.0103496+0.0136067j 0.000555954-0.0182207j -0.0050864+0.00512369j -2.33028e-05+0.0025768j -0.00681547+0.00525261j 0.00727607+0.00127443j 0.00884233-0.00843744j 0.000679037+0.00381969j 0.0201369-0.0132853j 0.000203451+0.00349751j 0.00036727-0.00951664j 0.00635283-0.00281118j -0.00546787-0.00217304j 0.00451396-0.00438273j 
