-0.00353645+0.00996267j -0.00852959-0.00222762j -0.00931588+0.00131014j -0.000169746+0.00926588j -0.00698711+0.00309356j -0.0046523-0.00590277j 0.00321693-0.00883263j 0.00986224-0.00131862j 0.000575459-0.0059765j -0.00191197-5.99142e-05j 1.83842e-05-0.00369979j -0.00494921+0.00607049j 0.00868856+0.00626967j -0.00378627+0.00354496j 0.00336026-0.00315892j 0.00204516-0.00126302j 0.000350954-0.00502556j -0.00329599-0.00384377j -0.00197791+0.00132235j -0.00215818+0.00307529j 0.0069504-0.000474801j 0.0011245+0.0060611j -0.00494783+0.00127247j 0.00247695+0.00162239j 0.00018917+0.00109807j -0.00159277+0.00181145j 0.00349848+0.00121639j 0.00515264-0.000359712j -0.00265529-0.00192538j -0.000275838-0.00265645j 0.000571978+0.000130256j -0.0077167-0.00289638j 0.00449448-0.00121299j 0.00458973+0.00138373j -0.000915493+0.000450466j 0.00170008+0.00208724j 0.00117318+0.00560624j -0.00488933+0.00955852j -0.00314991+0.00691494j 0.000938604-0.00261415j -7.5433e-05+0.00472951j -0.00143018+0.00507228j 0.00109622-0.00609341j 0.00263897+0.00127381j -0.00213374+0.0072844j 0.00529901-0.00223154j -0.00391681+0.000118379j -0.00124388+0.00471389j 0.00640315+0.00318415j 0.00255039-0.00320537j -0.00148035+0.00184396j 0.00395321+0.0023604j 0.00510671-0.000664749j -0.00651268-0.00190567j -0.00580309+0.00102579j -0.0106328-0.0085632j -0.00177874-0.00181478j 0.005323+0.0125923j -0.000845288-0.000742228j 0.00519732-0.00368415j -0.000198609-0.00887662j -0.00141758-0.00570669j -0.00519937-0.014326j -0.0028629+0.00286197j 0.00455515-0.00185189j -0.002847+0.00272906j -0.0263817+0.00495518j 0.0274704-0.0074928j -0.0187237-0.00481359j -7.01124e-05-0.00715398j 0.0074383+0.00343784j -0.0301793+0.00351575j -0.00555188+0.0111852j -0.00644286-0.0160855j 0.0172759+5.31482e-05j 0.0369257+0.0214873j 0.0262135-0.0337091j 
0.000894197-0.00597973j 0.0007045+0.000433613j 0.00191388-4.58068e-05j 0.000360803+0.0043589j 0.00292927+0.00656031j 0.00116144-0.00420503j 0.00152793-0.00482718j -9.87276e-05-0.00364833j 0.00165765-8.94536e-05j 0.00401359+0.026243j -0.00398821+0.00660678j 0.00176624+0.0218234j 0.00194185-0.00499786j -0.0037122-0.00875389j -0.00213007+0.00329175j -0.000546264-0.0105613j -0.00440744-0.012424j -0.0187737+0.00204054j -0.00125358+0.00622203j -0.00709639-0.00226949j 0.0109335+0.00449347j -0.00606572-0.00827825j 0.00138934+0.0104527j 0.00670427+0.0204245j 0.00782077-0.0155168j -0.00739966+0.00212937j 0.000266342+0.00865128j -0.00484296+0.0027999j 0.0121657-0.00628843j -0.0057812+0.00878651j 0.00986108+0.0275554j -0.00832066-0.0207131j -0.014499+0.017784j 0.00647825-0.00551627j 0.00120646-0.00934922j 0.00354113+0.0116226j 0.000386464-0.0132268j -0.00317611-0.00973196j -0.00488562+0.0101703j -0.00380627-0.00876528j 0.00482707-0.0139345j 0.000562444-0.0017707j 0.006858-0.000782653j -0.0150919+0.00553198j -0.0052143-0.00191646j -0.00872761-0.00153048j 0.00251378+0.0103715j 0.001797+0.00167455j -0.00356355-0.000138009j 0.0118714-0.00319496j 0.00219035-0.00514065j 0.00635587+0.00964196j -0.00306244+0.00272185j -0.00167055+0.00559095j 0.00491618+0.00652626j -0.00523924-0.00257612j 0.00288591-0.00284691j 0.00603076-0.00733873j 0.00681347+0.00472882j -0.00622837-0.0110697j 0.00142035-0.0017757j 0.0017271+0.00714581j -0.000361858-0.0021271j -0.000339428-0.00557384j 0.00548714+0.00510315j -0.000612874+0.00431772j 0.00127934-0.00729224j 0.00151164-0.000930274j 0.00412659+0.00315076j -0.00211632-0.00127141j 0.000516842+0.00187515j 0.00248246+0.000507009j 0.00128951+0.00219874j -0.000929118+0.000922546j -0.0020787-0.00342918j 0.00149305+0.000694209j 0.000523462-0.00146342j 
0.000197461-0.00409729j -0.00275702+0.00532328j 0.000812608+0.00261589j -0.000127203+0.00154082j 0.00184405-0.00673532j 0.00216118-0.00832709j -0.00345502-0.00473793j -0.000212286-0.0032423j 0.00641627+0.0105863j -0.00661408-0.00293306j -0.000679345-0.0130689j 0.000293184-0.00491116j -0.0043613-0.00126916j 0.00176761-0.00726135j 0.0124644+0.00379443j -0.0126377-0.0036856j 0.0060777+0.00713773j 0.000875157-0.00454633j -0.00112748+0.0194041j -0.0104446+0.00107095j -0.00567894+0.012546j -0.0033651+0.0103702j 0.00188883-0.0266134j -0.00813985+0.00878933j -0.00291059-0.00492313j -0.00394188-0.00419987j -0.00468588-0.0159582j 0.00757581-0.000638669j 0.0150033+0.0054935j -0.0021956-0.00483225j 0.00785677-0.00773635j -0.0103845+0.0169026j -0.00575527-0.0152231j -0.00191778+0.0208516j 0.0111657+0.00448926j -0.00697375-0.00649848j -0.00540716+0.0073723j 0.00264088-0.00615092j -0.000631098-0.0187322j -0.00167711+0.000221456j 0.0120832+0.00136691j 0.00456434-0.0106674j 0.00378631-0.00112468j -0.00574608-0.00146451j 0.0171574+0.0079014j 0.0121464-0.0156122j -0.00531993+0.00397139j -0.00530517+0.00012769j -0.00203856-0.0111189j 0.0120601-0.00172652j 0.00346732-0.000559829j 0.0143911+0.00135526j -0.0130927+0.000144338j 0.00155834-0.00689042j -0.00192099+0.00471633j 0.00367256+0.00526707j -0.00129238+0.0018058j 0.00860423+0.000568666j -0.00371117-0.00300509j -0.0025874-0.00315649j 0.0112725+0.0017949j 0.0043096-0.0045648j 0.00451843-0.00284088j -0.00295008-0.0023083j -0.00280233+0.00114225j 0.00233978-0.000173447j 0.000642763+0.00289706j 0.00275363+0.00172962j 0.00544334+0.00562566j 0.00235176-0.00456409j 0.00428123+0.0092483j 0.00158483+0.00330994j -0.00134217+0.00222281j -0.000882024-0.00579505j 0.00207727-0.00436471j -0.00130952+0.00150654j -0.000216373+0.00391654j 
0.00240212+0.00130325j 0.000329145-0.00228209j -0.00122464+6.03198e-05j -0.00138313-0.00461114j 0.000610319-0.00223645j -0.00506656-0.0024949j -0.00307228-0.00209448j -0.00102084+0.00184084j -0.000736681+0.0113084j -0.0046836-0.00626887j 0.00143184-0.0206028j -0.00861885-0.00230502j 0.00676828+0.0102327j 0.00455228+0.000986403j -0.0034743-0.00862983j -0.00408896-0.00130786j -0.0181077+0.000374796j 0.011214+0.00694747j -0.0102548-0.00694255j 0.00542407+0.00901424j 0.0207424-0.00959266j -0.00952252+0.00884964j 0.00346797+0.00299995j -0.00240992-0.00503231j -0.00100487+0.00718041j 0.00511963+0.00359327j -0.00472869-0.000744679j -0.0213078+0.027501j 0.0132017+0.00159363j 0.000208642-0.00342582j 0.0184336-0.00955151j -0.015718+2.67541e-05j -0.00415404-0.00424018j -0.0160316-0.0060979j -0.00971618-0.0133257j 0.0196749-0.00974434j -0.00259534-0.0153901j -0.00520218-0.00378107j 0.0188763-0.011082j -0.00665033-0.00451255j -0.0103352+0.00529793j -0.0109212-0.0146833j 0.0098841+0.00847234j 0.010971+0.00325283j -0.00753826+0.00532852j -0.0193285+0.000183484j -0.00408192+0.00925635j -0.0164444-0.00881958j -0.00309558+0.0126569j 0.000602217+0.0052788j -0.00772622-0.00582149j 0.00787463-0.00223303j -0.00166494-0.011042j 0.00616823+0.00567363j -0.00140692+0.000171691j -0.00389772-0.00109873j -0.00571702+0.00812021j 0.00565607-0.00213777j 0.00135791-0.0032888j 0.000992602-0.00442279j -0.00133525+0.00984821j -0.00360768-0.000518513j -0.00192781-0.00744401j -0.0040284-0.00342754j -0.0038996+0.000893588j -0.00103158-0.00288678j -0.00580077+0.00799954j 0.00286973+0.000572261j -0.00255175-0.00423037j 0.00252834-0.00494542j 0.00166726+0.0014169j -0.00238585-0.00480549j -3.55966e-05-0.00103798j -0.000731281+0.00157478j 0.00189546-0.00212358j -0.000152111+0.00185618j 0.00105391-0.00295326j 
7.10544e-05+0.00329759j -0.000419991+0.00488976j -0.00235511-0.00222765j 0.00211899+0.00603783j 0.000148839-0.00309845j -0.000858065-0.000673704j 0.000721551-0.00726543j 0.00513509+0.0165376j 0.00466825+0.00921814j -0.00200421-0.0179302j 0.00261799-0.000199249j -0.00373254+0.00210288j -0.0080403+0.0129881j -0.01268-0.020648j 0.00385161+0.00467051j 0.00404074+0.00329971j 0.00789995-0.00180855j 0.0096359+0.0143676j -0.0106118+0.00605693j -0.00912779-0.00615896j 0.00123389-0.0161651j -0.00328375-0.00774642j 0.00476452+0.0136837j -0.0062062+0.0143913j -0.00559162+0.0127717j -0.00378249-0.00663402j 0.00832108-0.00082169j 0.0027967+0.0130477j -0.00847974+0.00438803j -0.00244239+0.0190668j -0.0078033+0.0229587j -0.00299178+0.0171117j -0.000823576+0.0113765j -0.00682589-0.00806102j -0.00192319-0.00419635j 0.000652771-0.00537199j 0.0067285-0.00141726j 0.00352323-0.00385472j 0.0151327-0.00542902j 0.0135283+0.00506475j 0.0182232-0.00661573j -0.00821806+0.0159547j -0.00937254+0.00592638j 0.00278002+0.00774724j -0.00288941+0.0138652j 0.0078639+0.00210834j -0.00328549+0.00235987j -0.00709601+0.0073833j -0.00557641-0.00413918j 0.00575223+0.00246897j -0.000407443+0.00817141j 0.00507752-0.00256989j 0.00146709-0.0100258j 0.00140546-0.0038664j -0.00244297-0.00183617j 0.00370275+0.00949885j 0.00444137-0.00677824j -0.0024999+0.00209396j -0.00519419-0.0067674j 0.00661744+0.00353574j -0.00313398+0.00957104j 0.0062211+0.000307253j -0.000192788+0.00335256j 0.00142926-0.00526086j 0.00248484-0.00379801j -0.00139678+0.00456926j 0.00161595-0.000896685j -0.0043824+0.00485508j -0.000511032+0.00542503j -0.00284747+0.00632203j -0.000239663+0.0046918j -0.00047118-0.000257261j 0.000313691-0.00582143j -0.00305707+0.00258299j -0.00311114+0.00157109j -0.00135068+0.00300326j 0.00368728+0.000983098j 
0.0019295+0.00165442j 0.00142092-0.00597416j -0.000186425-0.000843598j 0.00135645-0.00246883j -0.000983827+0.00454j -0.0034898+0.00124987j 0.000858724+0.00707753j 0.00189238+0.0025283j -0.00774009-0.00954231j 0.00119722-0.0179497j 0.00381765+0.0169659j 0.000409835+0.00373838j 0.00494925-0.00229838j -0.00666596-0.00162596j -0.00847462-0.0136596j 0.00132369-0.0155229j 0.00770537+0.0103212j -0.0103284-0.0150749j -0.00666804+0.00810485j 0.00807532+0.0286673j 0.00930716-0.011612j 0.0153999+0.0119296j -0.015461-0.0235343j -0.00757325+0.00545946j 0.00610163+0.00695625j -0.00849831-0.00381455j -0.0167485-0.0137874j -0.00514394-0.0120094j 0.0148791-0.00265407j -0.0147307+0.00514022j -0.01608+0.00192735j 0.0061068+0.0174667j -0.00790808-0.0197208j -0.000609208+0.0256179j 0.00731666-0.00559951j -0.0136658+0.0119396j -0.0123086-0.00535983j 0.000407561-0.00112737j -0.0141794-0.00508053j -0.0034354+0.00324172j 0.00200542-0.00980239j -0.0178804-0.00365646j -0.00128269-0.0143157j -0.0152171+0.00611286j -0.00246322+0.00423819j -0.0131668-0.000473434j -0.00716711-0.000470454j -0.00300737+0.00124876j 0.00843273+0.00693421j -0.00575217-0.00306444j -0.00376869-0.00754583j -0.00343822-0.000747297j -0.00201356+0.0112372j -0.004291+0.00196562j 0.000487303-0.00562084j -1.75538e-05-0.00644166j 0.00242617-0.000785607j -0.000595145+0.0016762j 0.000773116-0.00540626j 0.00599837-0.00308279j -0.00193517+0.00321009j -0.00497927+0.00943705j -0.00191995-0.00320617j 0.000385494-0.000440612j -0.00155762-0.00459975j -0.00144084-0.000149799j 0.00173808-0.00437665j -0.00266316-0.000261723j -0.00274858-0.00391917j 0.00108369+0.00599148j -0.0055835-0.00258356j -0.00162743-0.00593845j -0.000181639-0.000637234j 0.00310175+0.0031712j 0.000260197+0.00283808j 0.000219548-3.24086e-05j -0.000422367-0.00432797j 
-0.000555823+0.00104679j 0.00191622-0.000199495j -0.000945269-0.00577357j 0.00485784-0.00372038j -0.00109921-0.00312567j 0.00154635+0.00546686j 0.00187397-0.00222143j 0.00222363+0.00113956j 0.00510497+0.0074471j 0.00787208+0.0165981j -0.00303063+0.00136968j 0.00796601+0.00217442j 0.00127548+0.00596308j 0.000332177+0.00762926j 0.0144219-0.00117377j -0.0106902-0.00597446j 0.0105921-0.0197912j -0.00134867-0.00435476j -0.00765389-0.0312254j -0.0019783-0.0111091j 0.0072799-0.00385493j 0.0133605+0.00488385j -0.00384868+0.0235431j -0.0235193-0.0124095j -0.0125275+0.014017j 0.00177052+0.00361034j -0.0134443+0.0122892j -0.00324028+0.00501693j 0.0157992+0.00976959j -0.00971545-0.00323255j -0.0171902+0.0028458j 0.00965215-0.00183014j -0.00975273+0.00521768j 0.0294713-0.00986402j 0.0318237+0.000278414j -0.00672972-0.00743702j -0.000956444+0.00761236j 0.0121075-0.00116761j -0.0135638+0.000331954j 0.00168768-0.000433252j 0.013218+0.011938j -0.0136365-0.00316446j -0.00965028+0.0024026j -0.0139848-0.0127075j 0.00711218+0.00269787j 0.00387103+0.00489823j -0.0115121-0.00357937j -0.00767234-0.00329791j -0.00329793+0.00753622j 0.000832577-0.000416463j -0.00102218-0.00812757j 0.00192539+0.0116491j 0.00512997-0.00239039j -0.00146745-0.00335337j -0.00499688+0.000311781j -0.00672072-0.00478515j 0.000546286-0.00115226j 0.00490082+0.00427936j -0.00297027+0.000635938j 0.00163484-0.000280878j 0.000380865+0.0013857j 0.000846753-0.00920013j 0.00312899+0.00855838j 0.00203292-0.00307317j -0.00544016-0.00823415j 0.000147634-0.003094j -0.00137761-0.00862269j -0.00045554-0.00773461j 0.00412407+0.00249265j 0.00505446+0.00690803j -0.00239913-0.00332872j 0.000456764+0.00276813j -0.000100583-0.000608583j 1.87252e-05+0.00291639j -0.00169673+0.00540198j 0.000471643-0.000569708j -3.49516e-05-0.00112127j 
-0.000904778+0.00399188j 0.00300071+0.000408583j -5.94661e-05+0.00477395j -0.00137911+0.00398766j 0.0029785+0.00304244j -0.00558286-0.00183555j -0.0040217+0.00332422j 0.00384967-0.00590378j -0.00579986-0.0210086j 0.00876464-0.00205381j -0.00416517+0.00560994j 0.00486873-0.00188597j -0.000359004-0.0135175j -0.00881739-0.00200975j -0.0138497+0.00571652j -0.0215579+0.00662082j 0.00524675-0.00526692j -0.0136128+0.0158123j -0.00378368+0.00763578j 0.0117944+0.000783638j 0.00298315+0.00536669j -0.00757571-0.00453357j -0.00960593-0.00585268j 0.00392407+0.0113178j -0.0106403-0.013055j -0.00380195-0.00408496j -0.00032175+0.00695555j -0.00163797+0.00463688j 0.0022027-0.000830327j -0.00324004-0.00118705j 0.00673032+0.000432794j -0.0111194-0.00745476j -0.00119007+0.0117857j 0.0115606-0.00616219j 0.00840819-0.0108822j 0.00449563-0.00163736j -0.0256532+0.00191089j -0.00823392+0.00407538j -0.00770491+0.0124856j -0.00815231-0.000803944j -0.00996741-0.000869393j -0.00661151-0.0123116j -0.011955-0.00041593j 0.00224812+0.000322678j -0.00456129+0.00940317j -0.00102279-0.00690912j -0.00422659+0.00409837j -0.00113797+0.00136169j 0.00330496-0.00553683j -0.00205611-0.00219671j -0.00269149-0.00336568j 0.00650571+0.00364481j -0.000417525+0.00381362j 0.00481706+0.00711762j 0.00265543-0.00492299j 0.00249701-0.000112963j -0.00191864-0.0082246j -0.0115627+0.00011969j 0.00307753-0.00840092j 0.00398016-0.0024531j 0.00450079-0.00474138j 0.00737596-0.000270704j 0.000680858-0.0114804j -0.00135834+0.00217987j -0.000430413-0.0100656j 0.00601814-0.00373799j 0.00393697+0.000277383j -0.00587453-0.00726708j -0.000406829-0.00609682j -0.00200293+0.00330015j -0.00247098-0.000876358j -0.000588047-0.0106355j 0.00184229+0.0019262j 0.00130446-0.00010578j 0.00131948+0.00214312j 0.00122358-0.00564075j -0.00146879-0.00224763j 
-0.00012235-0.000291438j 0.000487478-0.00519672j 0.000104108-0.00178774j 0.00135895-0.00717772j -0.00149008-0.00666456j 0.00594254+0.00294582j -0.00172406+0.0157601j -0.000913962-0.00482148j 0.00539684+0.00034475j -0.00432896+0.0042666j 0.00466715+0.0111576j 0.0203991+0.00498502j 0.00298311+0.0130835j -0.00653485+0.0035312j 0.00235318-0.000121672j -0.00178883-0.0152605j 0.00157193-0.0127626j 0.0153431+0.00369459j 0.00252211-0.00204061j 0.00104213+0.0237505j -0.0163525-0.0116272j -0.0107299+0.0104289j 0.0063282+0.00647809j 0.00591408-0.005727j 0.0019433+0.00442091j -0.0101423+0.0252622j -0.000805122-0.00557732j 0.00605732+0.00599194j -0.00163536+0.0106886j 0.0172525+0.00324109j 0.0117988+0.00938912j 0.00401182+0.00351138j 0.00337479+0.0106751j 0.00403907+0.000340072j -0.0131493+0.00240587j 0.003489+0.00104175j -0.0153034-0.00710462j 0.00396094-0.00169693j 0.00190102+0.0012934j -0.00100045-0.00772946j -0.00734977-0.00419301j 0.0141022+0.00232423j -0.00623142-0.0103454j 0.00706984-0.0027085j 0.00802852+0.00450768j 0.00714692+0.00830484j 0.00525571+0.00471516j 0.0086768+0.00465355j 0.0051813+0.00481176j -0.00135358-0.00509775j 0.00284444-0.0035437j 0.00279118+0.00218072j -0.00594055+0.000167963j 0.00239689-0.0015855j -0.00050892-1.32455e-05j 0.000481085-0.00269909j -0.00429408-0.000997887j 0.00197857-0.00729939j -0.00426776+0.00256046j -0.00437821+0.000280051j 0.00577926+0.00361379j 0.00473731+0.00457839j 0.000895147+0.00638929j -0.00171881-0.00341481j -0.00421803+0.000505888j 0.00261289+0.00411581j -0.00117101-0.00663635j 0.00280541-0.00186212j 0.0020354+0.00188439j 0.00624018+0.00237474j -0.00119353+0.00112803j -0.00288782+0.00180488j -0.00313584-0.00106602j 0.00368878+0.00226571j 0.00015238+0.00229279j -0.00139436-0.000625902j -0.00233761+0.00117971j 
0.00164225-0.00413843j -0.00322443+0.00115865j -0.000544283+0.00287666j 0.001408-0.00112637j -0.00302199+0.00352501j -0.004131-0.00980338j -0.000726832-0.000563971j 0.000206681-0.0119997j -0.00930469-0.0163655j 0.00513426+0.0158689j -0.000614889-0.0167263j -0.0183488+0.00359052j 0.0191569+0.0203951j -0.00255057-0.023525j 0.0150006+0.00924711j -5.31273e-05-0.00865239j 0.00568692-0.00299468j 0.00150998+0.00923481j 0.00635366+0.00187185j 0.00476624+0.0120301j -0.0169014-0.00738053j 0.0114161+8.00944e-05j -0.00224568+0.0014113j -0.0128117+0.017985j 0.00104876-0.0134653j 0.00166051+0.00827887j -0.011444-0.00359371j -0.00581413+0.00854215j 0.00691127+0.00666734j -0.00212254+0.0112977j -0.0113678+0.00862151j 0.024506-0.00176416j -0.00711316+0.0123842j 0.00464489-0.00336959j 0.0131143-0.00178878j -0.00191864-0.00701107j 0.0150029-0.00441644j 0.00115841+0.0022787j -0.0150988-0.0138447j 0.000460251+0.00113043j -0.0066019+0.00119361j -0.00160734+0.00485257j 0.00477736+0.00313913j 0.00557007-0.00549922j 0.00211154+0.000564797j 0.000223812-0.00470107j -0.000915343-0.00350884j 0.000709916-0.00328333j 0.000812384-0.000253513j -0.00873927-0.00483062j 0.000902049+0.00503918j -0.00647641-0.0169233j 0.00249774-0.00293172j -0.00455588-0.00715795j -0.00304807-0.00536332j 0.00289201-0.011777j 0.0039363+0.000970123j 0.00535303+0.00404931j -1.44858e-05-1.25874e-05j -0.000158049+0.00862691j 0.00277144-0.00365236j -0.00752709-0.00294601j 0.00330809-0.00616445j -0.00272971+0.00722941j -0.000744122+0.00275781j 0.00369388-0.00981446j -0.00312186+0.00236509j 0.00707362-0.0010768j -0.00124022-0.00481075j -0.000647203-0.00173809j 0.000905602-0.00092401j 0.00525699-0.00266919j -0.000107582+0.0047472j 0.00154859-0.00438933j 0.00252969-0.000697023j 0.00192827+0.00292895j -0.000306131-0.00295548j 
0.00363962+0.00310482j 0.000796236-0.00440286j 0.000942558-0.00105189j -0.000970069+0.00527987j 0.000563554-0.0097691j -0.00308771-0.0104129j 0.00360482+0.00617596j 0.000333886+0.00525218j -0.00119193+0.000583057j -0.00942764-0.00174027j -0.0153991-0.00967772j -0.000728432+0.0295861j 0.0108659-0.00732991j 0.0097232+0.0131535j 0.01205+0.00312293j 0.0124488+0.0161646j 0.0117767-0.00266419j -0.00137106+0.0426299j -0.00140729+0.00483959j -0.00749134-0.00569247j -0.00663132+0.00508799j -0.00995814-0.0136373j -0.0129593+0.00834212j -0.0025462-0.0165366j -0.00144129+0.00310242j -0.00625783+0.00200179j -0.00329003-0.0023364j 0.0180358+0.0107222j 0.00623725-0.00994779j -0.0100707+0.00298113j -0.00603868-0.000873475j 0.00751508-0.0109785j -0.0117968+0.0101446j 0.00759702-0.00449876j -0.00845552-0.00985439j -0.0159198+0.00282797j -0.00849429-0.0173236j 0.00886957+0.0143643j -0.0110719+0.000625099j 0.00368336-0.00430799j -0.00119122+0.000439764j -0.00445871-0.00332767j 0.00553627-0.00598575j 0.00171514-0.00496763j 0.0112861-0.00200263j 4.45635e-05+0.00479331j 0.00797737-0.00258459j 0.002865-0.00592811j -0.002659+0.00751454j 0.00603181-0.000158899j 0.0028307+0.00182707j -0.00757158-0.00170114j -0.00628975-0.00669016j -0.00119705-0.000557372j -0.00296009-0.000317495j 0.000847652-0.00349035j 0.00190728-0.00278784j 0.00395721+0.00265893j -0.00336472+0.00159027j -0.00424739+0.00164724j 0.00639648-0.000867354j -0.00162448-0.00251224j -0.00519497-0.00183368j 0.0033893-4.8791e-05j -0.00163599-0.00131259j -0.0015372+0.000681928j 0.00817369+0.00213262j 0.0018784-0.00115674j -0.000862921+0.00195439j -0.00279098+0.000411639j 0.000743177-0.00219813j -0.00198603-0.00278826j -1.95371e-05+0.00240397j -0.000791725+0.00234354j -0.0007121-0.00362741j -0.000148873+0.00093103j 0.00131575-0.00497812j 
0.00192138+0.000457233j 0.000871805+0.00114321j -0.00150231+0.00556919j -0.000452619-0.00471653j 0.000160455+0.0159881j -0.00717124-0.0172111j -0.00510869-0.00474475j 0.00503647-0.000898538j 0.00940101-0.000447847j 0.0100016+0.0175055j -0.00216187+0.0111528j 0.00254172+0.00768529j 0.0112575+0.0176954j -0.000506064+0.0277326j -0.00424059+0.0224224j -0.00613897+0.00163173j -0.00795403+0.0335049j -0.0126535-0.0224163j -0.0306625+0.0101325j -0.00955196-0.0119044j -0.00646554-0.00303921j -0.00320254-0.00244j 0.0217982+0.000684131j -0.00062561-0.0121815j 0.00704406-0.00384532j -0.00057629-0.0124883j 0.00439965+0.0103344j 0.0183298-0.0108311j 0.0105232-0.00250384j -0.00314331+0.00964373j 0.00737474+0.00860498j -0.00216579+0.00609148j 0.00423082+0.0114238j -0.0082051-0.00198863j -0.00412206+0.0082486j -0.0109475-0.00211616j -0.0110061-0.00563385j -0.00708527+0.00312325j -0.00381594-0.00453439j -0.0054211-0.00209912j 0.00179998-0.0013978j 0.00192328+0.00689796j 0.00844286-0.00351244j -0.00403242-0.00176206j 0.00295221+0.00499304j 0.00932842-0.00383669j 0.00187037+0.00200194j 0.00399898+0.000581298j 0.0095321-0.000956024j 0.00205336+0.00100965j -0.000125801-0.000716556j 0.00523513+0.00603771j -0.0131699-0.00270729j 0.00125983-0.00237946j 0.00289956+0.00116106j 0.00282159+0.000700994j 0.00328728-0.0030291j 0.00024745+0.00150473j 0.00329474-0.00336112j -0.00108776-0.00135731j 0.00823622+0.00394293j -0.00110643+0.000623328j 0.0077786-0.00123432j -0.00192446-0.00273919j 0.00260578-0.0018614j 0.0031198-0.0025747j -0.000621263+0.001275j 0.00246354-0.00361072j 0.00247344-0.00576329j 0.00123552-0.00482571j 9.62405e-05+0.00328153j 0.00436905-0.0063917j -0.00145748+0.000725943j 0.00191345+0.00349886j 0.00130845+0.000537449j 0.00162575-0.00125435j -0.000664666-0.00296123j 
-0.00243045+0.00408137j -0.00106015-0.00110903j -0.000297816+0.00116942j 0.00180156-0.00346183j -0.00700195-0.00936264j -0.00133172-0.0185034j 0.00686793+0.0083j -0.000187516-0.00148886j -0.00794672-0.00222235j 0.00430109-0.0219767j 0.0255246+0.00162133j 0.0110858-0.00175848j -0.00619399+0.00842209j 0.019848+0.0140797j 0.00564669+0.0154846j 0.00413326+0.00929687j 0.0241141+0.0186649j -0.0130456+0.0298226j 0.00890005+0.00407849j -0.00896029+0.00639092j 0.0104868-0.00580065j 0.00493994-0.00665069j -0.00213961+0.0121058j 0.000772466-0.0113886j -0.000661581-0.0112426j -0.010483+0.00593467j 0.00867423-0.00438455j -0.0261065-0.00150252j 0.00355163+0.00160032j -0.000895227+0.00640916j 0.00851011+0.000409581j 0.00636608+0.0100195j 0.00880846+0.00469666j -0.00709559+0.00569358j 0.0127888+0.0129348j 0.00548197+0.0100665j 0.00987152+0.0135139j -0.0039083+0.00711199j 0.0142879+0.00860055j 0.00360926+0.0023273j -0.00368802+0.00194471j -0.00377669-0.00387367j -0.00788711-0.0032985j 0.00116128+0.00421764j -0.000221692-0.00360597j -0.00770807-0.00592358j -0.00237161-0.00954333j -0.0023489-0.00995071j -0.00327262-0.00519403j -0.00102719-0.00532143j -0.00786072+0.00286471j 0.00940669+0.00339471j 0.0110042+0.0115188j 0.00557093-0.000451899j -0.00261557-0.00721203j 2.31146e-05-0.00102701j -0.00688814-0.00624151j -0.00351131+0.00503007j 0.00112007-0.00300301j 0.00054641+0.00532515j -0.00428085-0.00721971j -0.00213097+0.00393037j 0.0014743+0.000181696j 0.00104013-0.0038791j -0.00647552-0.0055522j 0.000993777+0.00158465j -0.00651877-0.00556217j -0.00293626-0.000474384j -0.00061703+0.000215051j 0.00538088+0.00371923j -0.000497117-0.00109174j 0.00290569-0.00232177j -0.00333111+0.00476119j 0.000973822-0.00629029j 0.00594004+0.00195591j -0.00246661+0.00121872j 0.00072114+0.00241909j 
