0.0120523+0.00310116j -0.0307754-0.0720559j 0.0314911-0.0709397j 0.0258466+0.0413046j -0.0467829+0.051301j 0.00274246+0.05499j -0.022211+0.0556681j 0.0471298-0.0178461j -0.0257137-0.0103956j 0.0353707-0.0042327j -0.0346711+0.00138076j 0.0782665-0.0393961j 0.0707216-0.0212543j 0.0165248-0.00900661j -0.0193811+0.0136346j -0.00246158-0.000268049j -0.00477584-0.000667033j -0.0405989+0.0194472j 0.058894-0.0435412j 0.0334025-0.0165265j -0.0241726+0.0116661j 0.0226306-0.0150078j -0.0168841-0.000921039j -0.0567153+0.0280935j 0.0184283-0.00625683j 0.0440798-0.0242839j 0.00554519-0.00322487j -0.0375208+0.0137605j 0.0244543-0.00928434j -0.0228097+0.00197259j -0.0230729-0.010221j -0.0349674+0.0307472j -0.0156846-0.00745625j 0.0384-0.0307649j -0.00426916+0.0389778j 0.00623256-0.0227839j -0.0041781+0.0175261j 0.0231762-0.0484557j -0.0266653-0.0439543j 0.0813395-0.12146j -0.0920512+0.0101199j 0.0261004-0.0203688j 0.0863975+0.0217549j -0.0794041+0.146696j -0.12097+0.106084j -0.112275-0.00514623j -0.112296+0.0625117j 0.041139+0.054838j 0.0244831-0.185352j 0.160534-0.168089j 0.164731-0.0523485j 0.00178926-0.0213915j 0.0685681-0.00340756j 0.0832982-0.0820121j -0.0950573+0.0018305j -0.0192535+0.0922554j 0.0383016-0.0252935j -0.0350217+0.0443685j 0.0155194-0.0129085j -0.0205623-0.0231403j 0.0822617-0.0627489j 0.0263137-0.0430878j 0.00563227+0.0210703j 0.00288802+0.0402036j 0.0573507-0.0318843j 0.0148152+0.00255001j -0.00952238+0.0202515j -0.00434787+0.0383678j -0.00744708+0.0182085j 0.0311956-0.0149549j -0.0248866+0.0103963j 0.0353997-0.0150304j -0.00167131-0.0185396j -0.017075-0.00236984j -0.00976861-0.00272634j 0.0063949-0.0206361j 0.0514727-0.0441294j -0.0180285+0.00633976j -0.0135961-0.00257625j -0.00514607+0.0155461j 0.00551313-0.00102593j 0.0236108-0.012127j -0.00863448-0.0103664j 0.00830306+0.00537046j 0.00554042-0.0126155j -0.00782436+0.019598j -0.0377027+0.0240847j -0.0212406+0.0318472j 0.00340758-0.00216174j -0.0202308+0.0130182j 0.00886122-0.0283335j 0.0346944-0.0250336j 0.0214694-0.0426977j 0.0178028+0.000996432j -0.0753372+0.143196j -0.104317-0.0205438j 0.0825186-0.12491j -0.0670046+0.0222844j 
-0.00158623+0.011893j 0.00770778-0.0190286j -0.0108306-0.0430935j 0.0316471-0.0263928j 0.0252524-0.0269875j 0.033413+0.00879831j 0.0355152-0.0189797j -0.0489762+0.0257361j -0.0148401-0.0159617j 0.0194299-0.0379191j 0.0808106-0.0743188j 0.0451461+0.11006j -0.189662-0.0255778j -0.0611113-0.0521691j -0.0334236+0.05909j 0.00404999+0.102762j 0.115845+0.0248652j -0.0649458+0.0459077j 0.0637352-0.0211405j -0.0768967+0.0583692j 0.0494914-0.0167478j 0.078237-0.0173975j 0.0506679-0.0659909j -0.0594225+0.132206j -0.0405377+0.0604608j -0.0228497-0.0442598j 0.213999-0.0207609j -0.0215844+0.0434973j 0.00099843-0.190456j 0.0184806+0.0588183j 0.0147627-0.00986186j -0.0725347+0.0373672j 0.0457842-0.138032j 0.0053814-0.037238j 0.0652702+0.00817967j -0.068777+0.102113j 0.0169702-0.0357011j 0.0826052+0.0472459j 0.0357529-0.00695384j 0.12844+0.00756154j 0.0563121+0.0259101j -0.0253987+0.0387678j -0.0161237-0.0473313j 0.0178924+0.120988j 0.0398826-0.0464388j 0.0740992-0.017923j -0.0211872-0.00464443j 0.00143739-0.0584108j 0.0272224-0.024264j -0.0378686+0.0178272j -0.00739196+0.0087719j 0.0138749+0.0113232j 0.00577386+0.0109509j 0.0116459-0.00691805j 0.0402154+0.0273832j 0.0250973+0.00738618j -0.000802357+0.00307334j -0.00821455+0.0212145j 0.00387067-0.00504912j 0.02198+0.00616581j -0.0247267-4.16672e-05j 0.0190985-0.0196376j -0.0145495-0.0158581j 0.00627055+0.0184574j -0.00357496-0.0096544j 0.0257616+0.0049996j 0.0137783-0.0290514j -0.0140007+0.0113424j -0.0120664+0.0138498j 0.00283705+0.0297294j -0.011783-0.00488762j 0.00746392+0.0109028j 0.0183279-0.0415669j 0.00223286+0.014828j 0.00984362+0.000142824j 0.000676781+0.0187827j -0.00677157+0.0161118j -0.00653583-0.0214435j -0.00335051+0.0125229j 0.00625442+0.021361j -0.0285247-0.00293877j -0.0123635-0.0243814j 0.0207551-0.00313486j -0.0382968+0.0251057j -0.00623933-0.00951108j 0.0101937+0.0138352j -0.00228529-0.0155024j 0.00248083-0.00677688j -0.0155232+0.00514044j 0.0156917-0.00532929j -0.0157698+0.0197588j 0.0325827+0.00996522j -0.00767302-0.00267248j 0.0326601+0.00565339j -0.0455541+0.00893776j 0.0219975+0.0422431j -0.0121336-0.0147574j 0.0153641-0.0150537j 
-0.00510205-0.00838579j -0.0113076+0.01065j -0.0515642-0.00393399j 0.00904457+0.0116086j -0.0401792+0.0858915j 0.04816-0.00334292j 0.0939471+0.0562781j 0.0227184+0.0516101j -0.0569348+0.000188224j 0.111985+0.00547076j 0.0214059-0.0603951j 0.114933+0.00292122j -0.00432301+0.00554302j 0.0379987+0.0830814j -0.0184247-0.00219469j -0.0512938+0.0336684j -0.115381-0.0589091j -0.224497+0.0679676j 0.0708209-0.0748177j 0.0801678-0.063969j 0.0957008-0.0982057j -0.0295793-0.0453579j 0.125127+0.0210332j -0.128844-0.0502681j -0.0853298-0.0715888j -0.049505-0.0875741j 0.0871454-0.0420997j 0.0712677-0.0198416j -0.114144-0.112676j 0.182812-0.152425j -0.0367451+0.0861149j -0.149346-0.0641001j 0.152607+0.00411331j -0.0300932-0.0587729j 0.012644+0.0108136j -0.0437318-0.112877j 0.0998605+0.0290491j -0.145138-0.015947j 0.0570046+0.0589177j -0.0614391-0.049932j -0.0146859-0.111967j 0.0618457+0.0300312j 0.0759292+0.0790894j 0.0656234+0.0155671j 0.00835713-0.0611391j 0.00412872+0.0200125j 0.0411632-0.00156468j -0.0503957+0.0682959j -0.0447104+0.00910594j -0.00602383-0.0045582j -0.00336777+0.00208665j -0.0565743-0.0258156j -0.0437999+0.00591057j -0.0318041-0.00833454j -0.0153475-0.00603239j -0.0194314+0.00640079j -0.0034532+0.0209582j 0.00702441+0.028021j 0.0271167+0.00137158j 0.013712-0.012027j -0.00871113-0.00109523j 0.00782519+0.00463586j 0.00188304+0.0323324j -0.0312644+0.00511954j 0.00472893-0.0183227j -0.0284802-0.0122014j -0.00628259+0.0282563j -0.00154107-0.00691255j 0.0266399+0.0148645j -0.00173469+0.00876795j 0.00334273-0.0274444j 0.00130602-0.00328637j 0.0105459-0.00214168j -0.00717198-0.0197491j 0.00156484-0.0186173j 0.0203398-0.0322957j 0.00271557-0.00699923j 0.040822+0.00277474j -0.0084489-0.00269533j -0.0098779+0.00379772j -0.0265875+0.0414966j 0.00148648+0.00667136j 0.0127262+0.0173463j -0.00995006-0.026403j -0.0129681-0.015229j 0.00118786-0.00199106j 0.0159062-0.00915256j 0.0157439+0.00162644j 0.0072583-0.00453505j 0.00987098+0.00976807j -0.0196444-0.0102845j 0.00156593+0.0261831j 0.01657-0.0111911j -0.0272216+0.0165598j 0.0267394+0.0087154j -0.000928399-0.0104216j -0.00384815-0.00458037j 0.007671-0.0116675j 
0.000724419-0.00800054j 0.00107476-0.00619641j -0.0609403-0.0519274j 0.0383316-0.0279177j 0.0346346-0.018796j 0.0262575+0.0184396j 0.0804664-0.0307136j -0.00234832+0.0108602j 0.0538677-0.0167984j 0.185361+0.0845945j 0.00579725+0.00507638j 0.0531561-0.0232066j -0.00184461-0.0170817j 0.0976014-0.0178457j 0.0342821-0.0096359j -0.00723117+0.0384204j 0.0454275-0.032019j -0.0292812+0.0203632j 0.0369891+0.0414338j 0.0619931-0.111426j -0.0491671-0.0347748j -0.0146053-0.0914298j -0.0113405+0.0760889j -0.0877991+0.0841694j -0.00266031-0.159129j 0.062228+0.109132j -0.133159-0.142874j -0.0259466+0.0343291j -0.0511857-0.0230827j -0.0560058-0.0331044j 0.0135934-0.105295j 0.0547012+0.0330208j 0.060041+0.110156j -0.0503199-0.0385265j -0.0861582+0.0404581j -0.0452672-0.139661j 0.0549537-0.0236343j -0.18124-0.103127j 0.0831589+0.0231125j -0.0742292+0.104346j -0.139698-0.0425085j 0.0174211-0.0552222j -0.0181223-0.031255j 0.0427598+0.0911742j 0.000540176-0.00739132j 0.0659136-0.0171993j 0.00856443-0.0445585j 0.0191092+0.00821911j 0.000817639-0.0139323j -0.0354231-0.00904449j 0.00454453+0.028752j -0.0356707-0.00805107j -0.0224206-0.0211059j 0.00834694+0.0155926j 0.0178311-0.0262153j -0.0173575+0.0452304j -0.00362768-0.0190934j 0.0099779+0.00713785j -0.0172765-0.0150393j -0.0260621-0.0028754j -0.0144743-0.0160153j 0.0237671+0.0155908j 0.0219365+0.0049347j 0.00629102-0.00913174j -0.0227524-0.0137066j -0.0185904-0.0156042j -0.0229465+0.0100729j 0.00269179+0.027274j -0.0211912-0.00407778j -0.0111759+0.0140639j 0.0308396+0.008622j -0.00757788+0.0198665j -0.0152401-0.00482j 0.0046984-0.00901384j 0.0208339-0.0142719j 0.0023464-0.00755587j 0.0211838-0.00988263j 0.0242537-0.00206842j -0.0295554-0.00552306j -0.016763+0.000406254j -0.00755131-0.00825545j -0.0126539-0.0211474j 0.0232549-0.000362567j 0.0262701-0.00978685j -0.00347688+0.00730763j 0.00978554-0.0144186j 0.00901953-0.00370551j -0.0018625+0.00645017j -0.00531855+0.0175514j 0.00891888+0.00448278j -0.0181492+0.00355964j 0.0104102-0.00732889j -0.0200021+0.00771842j 0.019859+0.0165299j -0.0103429+0.0012991j 0.0135456+0.00586222j -0.00921555-0.0127971j 0.00753105-0.0173037j 
-0.0124106+0.0139899j 0.00885602-0.0131108j -0.0240121-0.0367646j 0.00138826-0.0120253j -0.00248504-0.0219824j 0.0367747+0.0221279j -0.0615899-0.0313595j 0.000197905+0.0965521j 0.047988+0.00641679j 0.111679-0.0176834j -0.0305026+0.0525914j -0.0449297+0.0694653j -0.0262875+0.0247617j 0.11063-0.013462j -0.138366+0.109733j 0.0147928-0.00676372j 0.0472715-0.0140532j -0.0498362-0.0352304j -0.0312019-0.0581199j 0.0781594+0.0168141j -0.145956+0.120691j 0.0548232+0.0929608j -0.0089528-0.0547381j 0.0197094+0.0388876j 0.0270074-0.0366171j -0.0274409-0.0369198j -0.0752286+0.0994533j 0.0678756+0.103465j -0.0160871+0.245031j 0.0136246+0.0898077j -0.0609625-0.0509993j 0.0661325-0.0192993j -0.181366-0.0445328j -0.00618594+0.00153274j -0.0279098+0.0167364j 0.0572213+0.0612843j 0.0245481+0.129424j -0.0962638-0.0185214j -0.0404685-0.019595j 0.140652+0.0807426j 0.00649302+0.0922407j -0.0699555-0.0690091j -0.0326989+0.00488368j 0.0404315+0.0228545j 0.033647-0.00391687j 0.0630739-0.015635j 0.0188532+0.0121305j 0.0100225+0.0143614j 0.00180964+0.0211007j -0.0070927+0.0272165j 0.0231157+0.00994189j -0.00730431-0.00768716j 0.00334062-0.00939401j -0.0132229-0.00765261j -0.00619281+0.0254588j -0.000956947-0.0227608j 0.0136359-0.00426506j -0.0155281-0.00865514j 0.0146513+0.00307086j 0.00302042+0.00816044j 0.00318375+0.0244043j 0.00695186-0.00397773j 0.0190634-0.00462251j -0.00817024-0.0102226j 0.0235146+0.00713524j 0.003302+0.0312647j 0.0135274-0.0266727j -0.012632-0.014839j -0.00563558+0.00130888j -0.0142656-0.0160101j 0.00618404+0.0018083j -0.00344487+0.00926169j 0.0139819+0.0332222j 0.034384+9.97784e-05j 0.0025207+0.014597j -0.00886108+0.00332648j 0.00327005-0.00568279j -0.00952404+0.00585983j -0.0106716+0.00269303j 0.0081331-0.0178027j 0.00322251-0.0181575j 0.0046395-0.00427076j -0.00637464+0.00360879j 0.0056584-0.0206056j 0.0229104+0.0142096j -0.0119344-0.00275362j 0.0133776+0.00694374j 0.00412976+0.0186115j 3.65572e-05+0.00833548j -0.00270993-0.0115242j -0.0124563+0.00108029j -0.0058441+0.00422745j -0.0103592+0.0107086j 0.0111246+0.00665053j -0.0132369+0.00630913j 0.00198187+0.00643926j 0.00313277+0.013492j -0.00250146+0.00132744j 
-0.00972281+0.0233483j -0.0253479-0.00790304j 0.0336345-0.00245632j 0.0121692-0.0262876j 5.75023e-05+0.0954553j 0.093519-0.0179215j 0.0679682+0.0680544j 0.0152683-0.105532j 0.0472486+0.0902712j 0.0569904+0.0540469j 0.0827787+0.0328468j -0.0208975+0.089487j -0.0459849+0.0533107j -0.00272564-0.0265764j -0.185501+0.0947091j 0.00160973+0.0342989j 0.0833034+0.022517j 0.0861098+0.0969985j -0.0381815+0.0706963j -0.00328667-0.130182j -0.0366865-0.0568602j -0.0996086-0.0963926j 0.00679448-0.00175183j -0.0607861+0.0313253j 0.0488662-0.0956917j 0.002018+0.074247j -0.0911049-0.161124j 0.0353189-0.0279739j 0.0545641+0.109392j 0.0234836+0.00883273j -0.180631-0.125666j 0.00753124-0.00270185j -0.0380494-0.00202839j 0.0437491-0.0410689j 0.0105238-0.00569506j -0.0166563+0.070736j -0.0426383-0.000384111j -0.0582657-0.0217755j 0.0205345-0.0116534j 0.0583198-0.0379355j 0.0177955-0.0522991j 0.0849577+0.0566227j -0.069133+0.052184j -0.00203889+0.0931176j -0.0462195-0.0362777j -0.00836567+0.0670033j 0.0277298+0.0282438j -0.0172814+0.00659059j -0.0403258+0.00109371j -0.0671866+0.022664j -0.0122168+0.04781j 0.034046+0.0233208j 0.0111945+0.0140936j 0.00686522+5.40914e-05j -0.0117778-0.0219039j 0.0411929-0.02919j 0.0191108-0.0226639j 0.00856746-0.0168031j 0.0166518+0.0120423j 0.00790157+0.0343021j -0.0216968+0.0303594j 0.0260434-0.00359738j -0.0239873+0.0151608j -0.00352698-0.00584076j 0.0140672+0.00227968j -0.00241088-0.00626788j 0.00468872+0.0024006j -0.00190981+0.00471378j 0.00194376+0.0145089j -0.00100858+0.00507807j -0.00184917-0.00516479j 0.000556734+0.0188981j -0.0114565+0.00327009j 0.0173271-0.00357053j -0.00448412-0.0133101j 0.00257522+0.000209383j -0.00834647+0.0166133j -0.000383284+0.0020688j -0.0254201-0.00906344j -0.0284029+0.00221133j -0.00338993-0.00466363j 0.00473584-0.0113698j 0.010291-0.0268333j 0.00867392-0.00241201j 0.0192887+0.000480481j 0.0375753+0.00562106j 0.00602524-0.00884297j 0.0124448-0.0119994j -0.0202748-0.00670461j 0.00170014-0.0169417j -0.00802316-0.00942903j 0.0248053+0.0101157j 0.00323835-0.00874773j 0.000598039-0.00326142j -0.0092223+0.0153477j 0.00886925+0.00638763j -0.0169503+0.0134457j -0.00408112-0.00695086j 
-0.00971998+0.0101969j -0.00418633+0.000551546j -0.021295+0.0285135j -0.0678119-0.0118325j -0.0726179+0.106971j -0.0435098+0.0289255j 0.0634466+0.148874j 0.0800935+0.0205129j -0.0317626-0.066422j -0.0350121-0.105644j 0.0177815-0.0431571j 0.0120736+0.00574387j 0.0902638+0.0356234j 0.112806-0.0373752j 0.00574143-0.0359533j -0.0487143-0.0796495j -0.0485872+0.0161341j 0.0275552-0.154217j -0.0144396+0.00727261j -0.00336478-0.0551712j -0.0683544+0.0606757j 0.183884+0.0671768j -0.000218271+0.0296445j -0.0294134+0.123713j 0.00393693-0.0165651j -0.0312448-0.0200605j -0.0737141-0.073517j 0.0990151-0.07926j -0.106157+0.0107043j 0.0370348+0.0776186j 0.00163806-0.0818626j 0.12062-0.0542257j -0.00904691+0.123512j 0.00672809-0.0319176j 0.0773348+0.0064847j -0.101596+0.065678j -0.0098405+0.084644j 0.038437-0.0532138j 0.073942+0.187382j -0.0374723-0.000391723j 0.0169639-0.0352631j -0.0359769+0.10961j 0.154107+0.104611j 0.0305559-0.0268454j -0.00437603-0.0443593j -0.000685123+0.0373248j 0.0149604+0.0206227j -0.0395808+0.0299133j -0.0135852+0.00439131j 0.0192198-0.0250093j -0.0370679-0.0442484j -0.0205504+0.0389464j -0.0303161-0.0123906j -0.0065287+0.0046352j 0.00182952-0.0212409j -0.0521633-0.0360262j -0.00445538+0.0085032j -0.0192876+0.000382871j 0.00439774+0.0341668j 0.00416991+0.00932031j -0.00336712-0.00619524j -0.00279383-0.0079749j -0.0154392+0.00982387j -0.0215933+0.00379318j 0.0114943+0.0100092j 0.000429657-0.00298546j 0.0184213+0.00370049j -0.0216733+0.0233712j -0.00350338+0.0160833j -0.00341776-0.0391959j -0.0159386-0.00459999j -0.0242523-0.0582266j -0.0075404+0.00474809j -0.0221372+0.0180328j 0.0190765+0.0461306j -0.00336584+0.0240313j 0.0177245+0.0063266j 0.0388335+0.0278854j -0.00912974-0.00158587j 0.0188887-0.00869993j -0.0146198-0.0209389j -0.00808488-0.00370647j 0.0469214+0.0174125j 0.00491669-0.0183863j 0.0247008-0.00343687j -0.010346-0.0155006j 0.0156191-0.00156989j 0.0124668+0.00263422j 0.00570493-0.0147388j 0.000233112-0.0208676j 0.00319468-0.0144673j -0.0209822+0.013297j 0.0185859+0.00597939j -0.0141083-0.00159331j 0.0216319+0.00137541j -0.0146055-0.00936419j 0.0170663+0.00606477j 0.00826364+0.0137367j 
-0.0111725+0.0290281j 0.00994139-0.0167548j -0.00808737+0.00359394j -0.0515683-0.0202433j 0.0692634-0.0535697j -0.0478269+0.0748006j -0.0918797-0.0154235j -0.0429111+0.0101269j 0.0645274+0.0347224j -0.0310425-0.114324j -0.034099+0.134656j -0.107161+0.121475j -0.112403+0.0810529j 0.0424847+0.0126509j -0.0418809-0.0815241j -0.00604895-0.0345349j -0.057904+0.107387j 0.0383926+0.0337492j 0.0837227-0.0165693j 0.00297147+0.0541277j 0.0362923-0.0774846j -0.221174-0.121709j -0.0483435+0.0894994j 0.0431685-0.0738582j -0.113659-0.0082419j 0.0809655-0.0412796j -0.0157777+0.0243655j -0.0147723-0.0503046j 0.110907-0.151472j 0.0472697-0.00601614j 0.0317205+0.0519792j -0.0825232-0.0573251j -0.0424498-0.08064j -0.10301+0.0237824j 0.068896+0.0844882j 0.175993-0.0751907j -0.0755932+0.000585019j 0.118598+0.102911j -0.0363289+0.0775454j 0.0483235+0.000102246j 0.0335139+0.0685922j -0.000936606-0.0366658j 0.0693597+0.0257122j -0.0325505-0.0501985j 0.0461352-0.00306784j 0.0228185-0.0202288j -0.0189991+0.0284713j 0.0699932-0.0337619j 0.0211149+0.00153274j -0.00197532-0.00352383j 0.00246164+0.00548635j 0.0122517+0.0116111j 0.00500403+0.00987045j 0.00558857+0.0175939j -0.00673732+0.0132609j -0.00580584-0.0447054j 0.00240882+0.014957j 0.0107694-0.0535995j 0.0152566-0.00186992j -0.00894364+0.0278043j 0.0202033+0.0269226j 0.000544001+0.0133302j 0.0139055-0.012461j 0.00204424-0.0294468j 0.011771-0.00253646j -0.0238567-0.0321958j 0.00611815+0.0152331j 0.0175322-0.0393483j 0.00699805-0.0181308j -0.0182644+0.00207384j 0.0117535+0.0241757j -0.00743581+0.0143968j 0.00724822+0.011511j -0.0203461+0.0159926j -0.0163072-0.0158379j 0.0294495+0.0196235j -0.00729204-0.00116604j -0.0130509+0.0107706j -0.000723946-0.014969j 0.0167371+0.0275137j 0.00998383-0.0204608j -0.00920738+0.0122155j -0.00382757-0.00447955j -0.00341849+0.00322246j 0.00437503+0.0271575j -0.00226875-0.00410105j -0.0014158+0.0375005j -0.0164719+0.0089216j 0.00180081+0.00391053j 0.00544252-0.0125329j -0.00298265-0.00700807j -0.0173713+0.00825913j 0.00515091+0.0256218j 0.0101102-0.00303434j -0.00921889-0.00445706j -0.0189163+0.00427374j 0.00203971+0.0236255j -0.00668599+0.00662552j 
-0.00458223-0.0127373j 0.00598726+0.0361219j -0.0584743+0.0335j -0.000850397+0.0311781j 0.0935358+0.0280251j 0.0590933+0.0177924j 0.0522041-0.00997741j -0.0541014-0.0540432j -0.0353735+0.140887j 0.131205+0.0413465j -0.0329302+0.00536217j -0.0362846+0.0854012j -0.0888291+0.0168251j -0.00941531-0.154752j 0.0442634+0.0146834j 0.0201019+0.0412798j 0.108178-0.030683j -0.12056-0.0393963j 0.0691478-0.0784403j -0.112517+0.133587j -0.0280553+0.149582j 0.0920534+0.015313j -0.00799907-0.0576578j 0.0468356-0.014569j -0.0340066+0.0956591j 0.0189051-0.0403236j 0.0209708+0.0563129j -0.093592+0.0425125j -0.00726132-0.158565j 0.0619332+0.147287j 0.0355666-0.083998j -0.0456317+0.0228576j 0.012991+0.07896j -0.0877152+0.163035j -0.000199015+0.0826345j 0.00990955+0.0886876j 0.0315883-0.111498j 0.154747+0.0218376j -0.013722+0.0512473j -0.0601842-0.029375j 0.0428804-0.0450481j 0.00347537+0.094792j 0.0768504-0.00151585j 0.0254751+0.0538621j -0.0131103-0.0333168j -0.000285905+0.0349971j 0.0109541+0.038093j 0.00936786-0.0426881j -0.00617989+0.0178981j -0.00244097-0.0251046j 0.00816624+0.0475823j -0.0142941-0.00357587j -0.0154844+0.0159189j 0.0037012+0.00779311j 0.00401158+0.00237205j 0.0179068+0.0154144j -9.22951e-05+0.0169154j -0.00284697-0.00950778j 0.000235222+0.0167152j 0.0109328+0.00974832j 0.0164285+0.0104389j -0.0240625-0.0355537j -0.0131737+0.00385225j 0.00624056+0.010514j 0.0125748+0.0146098j 0.0131838+0.00403456j 0.0117179-0.0346281j -0.0201465+0.0172777j 0.0080125+0.00645369j 0.0070435+0.0205432j -0.00470479-0.0182814j 0.0292666+0.0163618j -0.00419918+0.0102915j 0.00436158+0.0170715j 0.0126091-0.00354182j 0.0101891-0.000578192j -0.0277842+0.0203148j -0.00140139-0.0173475j -0.0124531+0.00141583j 0.0132888+0.0142722j -0.0119-0.000503533j 0.00170376-0.0056028j -0.0219304-0.0267503j -0.00142996-0.000551782j 0.0123146-0.0050683j 0.0205246-0.0141923j -0.00158979+0.0139814j -0.00821413+0.000307088j -0.00911744-0.00467115j 0.0128046+0.00319236j -0.0163111-0.0105567j -0.00862972+0.0251012j 0.0189533+0.0124128j -0.00454665-0.00202171j 0.00663705-0.000896616j -0.00723832+0.0151549j -0.00817895+0.00246213j 0.000471648-0.0157736j 
-0.00490379+0.00266464j -0.00911821-0.0300051j 0.0249059-0.0607121j 0.0289074-0.0180333j 0.0304562+0.0738942j 0.138895-0.0941943j 0.0147578-0.0295471j 0.00225287+0.0350189j 0.0413939-0.0971096j 0.0897102+0.071902j -0.0353645-0.014125j 0.0765816-0.0052264j -0.0196245-0.107917j 0.00500957+0.133332j -0.0184025-0.0928194j -0.016031-0.153468j -0.160126-0.017871j -0.0398108-0.0335129j 0.0210014+0.0349117j 0.0078544-0.0389891j -0.0390583-0.0337712j -0.0421524+0.107236j -0.0634476+0.0559067j 0.0290357-0.00620287j -0.0436832+0.0691266j -0.0128204-0.0351519j 0.19267+0.014927j -0.0465978-0.0873035j -0.0669405-0.0480315j 0.141456+0.00929909j 0.00897235-0.0484461j 0.0437975-0.00441066j 0.0945637+0.0103585j -0.023992-0.167503j 0.101107+0.0885638j -0.0311893+0.0110183j -0.108351-0.0938603j -0.0387688+0.0499423j -0.0116333+0.0324162j 0.0978724-0.0558378j -0.0237332-0.00753723j 0.0186955+0.0274875j -0.0925492+0.0391067j 0.0639943+0.0937817j -0.0617232+0.00145864j 0.0538839+0.0383618j 0.051327+0.00521567j -0.0173659+0.0328519j -0.0023326+0.01903j -0.024187+0.00729332j 0.00489829-0.0239005j 0.015388-0.00387312j -0.00440785-0.0232154j -0.0232004+0.0342019j 0.00945311-0.0195657j -0.00196401-0.00783157j -0.0249795+0.0037206j 0.0308001+0.0126494j 0.0203772-0.0230027j -0.0181729-0.040371j -0.00768167-0.0121977j 0.0294455+0.00577445j -0.00159352+0.00281715j 0.00637643+0.00578204j 0.018451+0.00947582j -0.0140664-0.00344026j -0.00399049+0.0133027j -0.0383334-0.0299104j 0.0265141-0.00176898j -0.0119848-0.00532821j 0.0052634-0.00379239j 0.00732742-0.00771967j 0.00275145+0.00461849j -0.0288226-0.00392384j -0.000908785+0.00771669j 0.00825052+0.0161641j -0.00880224-0.0221415j -0.0121854-0.014643j -0.00674457+0.000545976j 0.0298227-0.00616554j -0.00315332+0.0205459j -0.00349562+0.00549108j 0.0166934+0.00979227j 0.0148829+0.024344j -0.0160268+0.0262311j 0.0227399+0.00483267j -0.0053454-0.00483929j -0.0122364-0.00769373j 0.00517401+0.00216753j 0.00477485+0.006877j -0.0140256+0.00414765j 0.0182202-0.00786646j -0.0168632-0.00139393j 0.0197518-0.000865932j -0.0183857+0.00842842j 0.0207024+0.00351704j -4.97471e-05+0.00371099j 0.000585838+0.0100304j 
-0.00140666-0.0275243j 0.00969177+0.0259902j -0.0354101+0.0125113j -0.00766971+0.0190364j 0.0302418+0.0517166j 0.0441264-0.0509905j 0.0205012+0.0308412j 0.0126679-0.0357404j -0.064337-0.00109294j 0.103605+0.0293259j 0.118222+0.0825579j -0.0892914+0.158674j 0.037536-0.0315922j 0.151205+0.0465214j -0.06466-0.10908j 0.112262+0.0881063j -0.0354445+0.0717028j -0.0161253+0.0654241j 0.0756431+0.0619724j -0.000352623+0.12014j -0.0818461-0.13696j -0.0146462+0.0345289j -0.0215133+0.0495699j 0.112623+0.0357135j -0.17862+0.0186151j -0.00982554-0.160138j -0.0542945+0.0214203j 0.0349293+0.0977294j -0.0121626-0.0609739j -0.153806-0.0384903j -0.0658058-0.00791018j 0.0132582+0.0313158j -0.0821755-0.135165j -0.0209929+0.0502362j 0.0517731-0.11934j 0.192261-0.113536j 0.0857756-0.0608953j -0.0820097-0.127526j 0.0177539-0.0518935j -0.0460691-0.0511961j -0.0511997-0.0794537j -0.00889604-0.00852731j 0.00142034-0.00668086j 0.0767348+0.0617314j -0.0492861-0.0317156j -0.00738916+0.0513803j 0.0325423+0.0233624j -0.0204181+0.00561422j -0.0321548-0.00238394j -0.00322895+0.0036835j 0.000264456+0.0153972j -0.0304193+0.0313894j 0.0240562+0.0210469j 0.00328481+0.0450423j 0.0017657-0.000926343j 0.00482549+0.00025505j 0.0176664+0.00568081j 0.0132014-0.0232545j 0.0243197-0.0037695j 0.00984871+0.00459365j 0.00748535-0.000457412j 0.0127251+0.016514j 0.040452+0.00804159j 0.00847991+0.0065625j 0.01899-0.0219517j -0.00106651+0.018562j 0.0105548+0.00440531j 0.0104065-0.021768j 0.00307658+0.00543457j -0.0112108-0.0200512j -0.0387585+0.0308496j 0.0102397-0.0116289j 0.00631011-0.0187046j 0.00409634-0.0258486j -0.0124473+0.000793793j -0.0404385+0.0254375j 0.00616533-0.00501628j -0.00661728-0.00643715j -0.0022742+0.00681856j 0.0102893-0.00672851j -0.0108995-0.0164837j 0.00912468+0.0161617j -0.00866263-0.00655954j -0.0103237+0.0209132j 0.012288+0.00593409j 0.00056564-0.0048797j 0.00421554-0.00751927j 0.00688065+0.00309396j -0.012754-0.00276136j -0.00765039-0.00365254j -0.0168358-0.00193474j 0.0165539+0.0113815j -0.00469272-0.0224239j -0.00511699+0.00648688j 0.0132366-0.00123277j 0.00530983+0.00198314j -0.0049368+0.00261666j -0.0065303-0.00492344j 
