0.0120523+0.00310116j -0.0307754-0.0720559j 0.0314911-0.0709397j 0.0258466+0.0413046j -0.0467829+0.051301j 0.00274246+0.05499j -0.022211+0.0556681j 0.0471298-0.0178461j -0.0257137-0.0103956j 0.0353707-0.0042327j -0.0346711+0.00138076j 0.0782665-0.0393961j 0.0707216-0.0212543j 0.0165248-0.00900661j -0.0193811+0.0136346j -0.00246158-0.000268049j -0.00477584-0.000667033j -0.0405989+0.0194472j 0.058894-0.0435412j 0.0334025-0.0165265j -0.0241726+0.0116661j 0.0226306-0.0150078j -0.0168841-0.000921039j -0.0567153+0.0280935j 0.0184283-0.00625683j 0.0440798-0.0242839j 0.00554519-0.00322487j -0.0375208+0.0137605j 0.0244543-0.00928434j -0.0228097+0.00197259j -0.0230729-0.010221j -0.0349674+0.0307472j -0.0156846-0.00745625j 0.0384-0.0307649j -0.00426916+0.0389778j 0.00623256-0.0227839j -0.0041781+0.0175261j 0.0231762-0.0484557j -0.0266653-0.0439543j 0.0813395-0.12146j -0.0920512+0.0101199j 0.0261004-0.0203688j 0.0863975+0.0217549j -0.0794041+0.146696j -0.12097+0.106084j -0.112275-0.00514623j -0.112296+0.0625117j 0.041139+0.054838j 0.0244831-0.185352j 0.160534-0.168089j 0.164731-0.0523485j 0.00178926-0.0213915j 0.0685681-0.00340756j 0.0832982-0.0820121j -0.0950573+0.0018305j -0.0192535+0.0922554j 0.0383016-0.0252935j -0.0350217+0.0443685j 0.0155194-0.0129085j -0.0205623-0.0231403j 0.0822617-0.0627489j 0.0263137-0.0430878j 0.00563227+0.0210703j 0.00288802+0.0402036j 0.0573507-0.0318843j 0.0148152+0.00255001j -0.00952238+0.0202515j -0.00434787+0.0383678j -0.00744708+0.0182085j 0.0311956-0.0149549j -0.0248866+0.0103963j 0.0353997-0.0150304j -0.00167131-0.0185396j -0.017075-0.00236984j -0.00976861-0.00272634j 0.0063949-0.0206361j 0.0514727-0.0441294j -0.0180285+0.00633976j -0.0135961-0.00257625j -0.00514607+0.0155461j 0.00551313-0.00102593j 0.0236108-0.012127j -0.00863448-0.0103664j 0.00830306+0.00537046j 0.00554042-0.0126155j -0.00782436+0.019598j -0.0377027+0.0240847j -0.0212406+0.0318472j 0.00340758-0.00216174j -0.0202308+0.0130182j 0.00886122-0.0283335j 0.0346944-0.0250336j 0.0214694-0.0426977j 0.0178028+0.000996432j -0.0753372+0.143196j -0.104317-0.0205438j 0.0825186-0.12491j -0.0670046+0.0222844j 
-0.028792+0.0310521j 0.048097+0.0576576j 0.0173325-0.00795656j 0.0210385-0.017426j -0.0377202+0.0642301j -0.0133847+0.00356718j -0.000593618-0.067288j -0.111007-0.103297j 0.0985885+0.0271388j -0.092792+0.0508025j 0.0494984+0.0364365j 0.00480374+0.0178804j 0.0457961+0.0494112j 0.050801-0.00481496j 0.0761666+0.0599156j -0.00294385-0.0108716j -0.036985+0.0998956j 0.0587766-0.0136365j -0.0515799-0.0854351j 0.0365565+0.0479534j -0.062528+0.0140419j 0.0772601+0.0184916j 0.00939617-0.0417837j 0.035713+0.0746522j 0.0480123-0.0106823j -0.0655819+0.0263519j 0.0475139-0.00449005j -0.0620596-0.0262033j 0.0478011+0.0614066j -0.0134224-0.00894029j 0.042197+0.0562254j 0.0353783-0.0637244j 0.0269162+0.0385076j 0.0393571-0.0175114j -0.106786-0.0670484j 0.0278349-0.0498103j -0.040052-0.11194j 0.0296519-0.00481926j 0.0109329-0.0141791j -0.0563215-0.0423735j -0.0317892-0.00769886j 0.0241768-0.020234j 0.0172056-0.00119527j -0.0525459+0.0139039j 0.0435738+0.0295384j -0.00606812-0.00489598j -0.00995882-0.0148635j 0.0379459+0.0110869j -0.00271467+0.000742727j 0.0100776-0.0110455j 0.0399328-0.0221254j 0.00885563-0.0118936j 0.000889675-0.00766591j -0.00823053-0.0104607j 0.00841857-0.00731786j -0.00229177+0.0304232j 0.00325199+0.0125832j 0.00487158+0.00971276j 0.000898103-0.0121221j -0.00709262-0.00635061j 0.0255017-0.000453396j -0.0213653-0.0120686j 0.00803106+0.00179497j 0.0111477+0.00254458j -0.0166351-0.00742893j -0.0184207+0.00845911j 0.00249826-0.00450326j 0.00477904-0.00520571j 0.00804105+0.0118798j 0.0013668+0.00310532j -0.000244202+0.001878j -0.0157096-0.000501238j 0.00813447-0.000780904j 0.009037-0.00983352j -0.00793153-0.00126815j 0.00268948-0.0039376j 0.016306-0.00953542j -0.0131165+0.00176162j 0.00643883+0.00875625j -0.00542047-0.00174066j -0.0139014+0.00503943j 0.0110818-0.00900958j -0.00558192+9.90663e-05j -0.00358177+0.000534589j -0.0144234-0.00537593j 0.0139127-0.00176527j -0.00417952-0.0146309j 0.00431634+0.00278141j -0.0212666-0.00854858j 0.00440282-0.00539977j -0.000228111+0.0112783j 0.0215587+0.00696316j 0.00577435-0.0187579j -0.00112806-0.00701881j -0.00154582+0.00441076j 0.00132874-0.00202683j -0.00346941-0.013343j 0.000420206+0.000986749j 
0.00559162-0.0630232j -0.0503151+0.0244379j 0.0282405-0.0699671j 0.056639+0.0174389j -0.00236889-0.0812578j -0.186999-0.0847806j -0.0518778+0.0244995j -0.0269842+0.118551j -0.0496076-0.0904007j 0.103037+0.0309721j 0.0920978+0.0328434j 0.126156-0.0945936j -0.043041-0.0963088j 0.021719-0.104878j 0.0420209+0.0399781j -0.0773011+0.0497985j 0.0364142+0.0755593j 0.0181804+0.0534903j 0.0296087+0.0728442j 0.0192742-0.00303842j 0.0472484-0.0188399j 0.00559153-0.0687133j -0.0125068+0.0295242j 0.109116+0.0290576j 0.056546-0.0425322j 0.0223981+0.0932016j 0.0596156-0.0198433j -0.0172551+0.0734629j 0.0389896-0.129632j 0.0345016+0.0409722j -0.085444-0.0528999j 0.0124491+0.0721833j 0.0165505+0.0552593j -0.0412441-0.0101452j -0.00204855-0.0650961j -0.0716721+0.0379802j -0.0214597+0.0197577j 0.00278582+0.0487189j -0.083966+0.0216712j -0.0382697+0.0114329j -0.0473786+0.00555774j 0.0120708+0.0392928j -0.0258068+0.00682834j 0.0561192+0.0539328j 0.036781-0.024401j -0.0147924-0.0368259j -0.105231-0.0530273j 0.0392797-0.051425j 0.0179079+0.0203923j 0.00748937-0.0366844j -0.00591798-0.0352711j -0.0253417+0.00350969j -0.00511128+0.0267131j 0.0330066+0.00561953j 0.00578978+0.00743179j 0.0183265+0.0186091j 0.00672505-0.00693897j -0.0017702+0.00365549j -0.0149759+0.00504652j 0.0187973+0.0107399j -0.0229561-0.0307851j 0.00909149-0.019215j 0.0252236-0.00929744j 0.0138941+0.0152502j -0.0132321-0.000360705j -0.00478038+0.035758j 0.0151306-0.0216872j -0.00187808+0.00883451j 0.00192222+0.029463j -0.00845499-0.00177668j -0.00862642-0.00945592j 0.0184358+0.0207648j -0.00489288-0.00700462j 0.0271259-0.0146956j 0.00451253+0.00735878j -0.00624579+0.0133878j 0.00684512-0.00403825j -0.0165686+0.00159726j -0.0021676-0.00439097j -0.0144777-0.00773358j -0.00310429+0.00901817j 0.000917111-0.00707577j -0.0138682-0.00481302j 0.01107-0.005481j -0.0101988+0.00559714j -0.00123821+0.00367559j -0.00927151-0.00500281j 0.00965301+0.000783205j 0.0166633-0.00376989j 0.0109443+0.00666477j 0.00534416+0.00762187j -0.00301038-0.00376939j 0.000959883+0.00529304j 0.00777349+0.00665925j -0.000599885-0.0105169j -0.00348256+0.0144458j -0.00847435-0.0115516j -0.00174826-0.00803142j 
-0.0651797-0.0261441j -0.00185932+0.0200929j -0.165024+0.107973j -0.0858166-0.0986752j -0.00522535-0.0217796j 0.124747+0.0898157j -0.105705-0.0110599j 0.0691497+0.0167041j -0.0897472+0.0693951j 0.138315+0.051378j 0.0597652-0.0386826j -0.0354861+0.0929515j -0.0861344-0.0554762j 0.0126751-0.114883j 0.15695-0.0108073j 0.0127138-0.151848j 0.032696+0.050552j 0.00757699-0.0348666j 0.021851-0.127065j 0.0287813-0.064782j 0.0541387-0.0295952j 0.0167056-0.0178367j -0.0107365+0.153833j 0.0440466-0.0274771j -0.0138894-0.0210765j 0.00943582+0.0670937j 0.0981773-0.0486184j 0.0449901-0.0319718j -0.0546094+0.054494j 0.0669048-0.033965j 0.0893957-0.0638697j 0.044779-0.0259447j 0.0114835+0.0524701j -0.041882-0.00843558j -0.0388468-0.0259486j 0.00289229-0.0339627j -0.0319911-0.0817601j -0.0126053-0.0489167j 0.111684-0.109892j 0.00783264+0.0350178j 0.10291+0.0405837j -0.00775345+0.023209j 0.0219003+0.0321846j 0.0881958-0.0854587j 0.00854446-0.0571679j -0.0343063+0.00898921j 0.00300358+0.0471727j -0.0425218-0.0118161j 0.0173892+0.0272481j 0.0503138+0.0217884j 0.00528645-0.0304511j -0.0501581+0.0155294j -0.00740525-0.0507518j -0.0290259-0.0117381j 0.0456725-0.00393166j -0.0065987-0.0254705j -0.00657359+0.0255519j -0.00747668-0.0266658j 0.0169403-0.00471973j 0.026023-0.000451843j 0.00941517-0.0185847j 0.00544164-0.0112586j -0.026289+0.00265483j 0.00891975-0.0275911j -0.0212338+0.00853274j 0.0116248+0.0136518j -0.000959914-0.00735733j 0.0104528+0.00826587j 0.0176704-0.0021359j -0.000170994-0.000513861j -0.00703241+0.00542901j 0.0107028-0.00236284j -0.0235254+0.0222121j -0.0194881-0.00116138j -0.0104188+0.0061453j -0.0196457+0.0134261j -0.00154+0.0127035j 0.00775698+0.00450812j 0.00917304+0.00269364j 0.0142441-0.00100135j -0.00227626-0.0052865j -0.0100961+0.00352937j 0.0131713+0.0158682j 0.011114+0.00963355j 0.00457549-0.000204422j -0.0244714+0.00753539j -0.0075433-0.00110665j 0.00739008-0.00936809j 0.00803783+0.00983216j -0.00931486-0.00543478j 0.00483018-0.00152954j -0.0115876+0.0115991j 0.0180572-0.00712328j -0.0146517-0.0157217j 0.00676643+0.00608702j 0.0134827-0.014128j 0.0139998+0.0152239j -0.00325458+0.0201008j 
0.0450103+0.0740135j 0.0955862-0.0217126j 0.0236448-0.00909168j 0.073366-0.016418j 0.0254745-0.00385013j 0.0287958-0.133668j -0.177022-0.00852737j 0.0834137-0.129795j 0.0745024+0.10965j -0.15202+0.112831j 0.129917+0.00306808j -0.102975+0.11073j 0.0591041-0.0253226j -0.112548+0.038929j 0.0339311+0.0398442j 0.0898151-0.0258709j 0.0516532+0.0240416j 0.0185822+0.00612497j 0.151885-0.0786785j 0.00685008-0.0419921j -0.0797602+0.0715514j 0.0987226-0.0664037j 0.014183-0.00104005j -0.136735-0.0392315j -0.0570664+0.00909525j 0.158531+0.0973j -0.0255761-0.0434194j 0.0433867-0.0850987j -0.0280522-0.0209616j 0.0145934-0.0807866j 0.097191-0.0336203j 0.0159007+0.000494134j -0.0495645+0.043357j -0.0302595+0.0711407j 0.0327714+0.0148816j -0.0250141-0.00209494j 0.0182789-0.0793542j 0.0469345-0.0281584j 0.102197-0.0197622j 0.0603657-0.0291993j 0.0390277+0.0330551j 0.0426052+0.0310674j -0.0627144-0.048941j -0.00392218-0.00261087j 0.0425237+0.0879386j -0.00720285+0.0295831j -0.00996909-0.0621931j 0.0324244-0.00149282j 0.0218621-0.0299598j -0.0815474-0.0119545j 0.0473866+0.0326492j 0.0138963-0.00474786j 0.0589675-0.000168751j -0.0180728+0.00114957j 0.0120201+0.010004j 0.00931956+0.0508626j -0.0146896-0.00758567j 0.00555989-0.0102371j 0.0269116-0.0216261j -0.0113728+0.00452527j -0.00550245-0.00148844j 0.024195-0.0125059j -0.0058754-0.0142938j -0.0113894+0.0104181j 0.00897837-0.0239463j 0.00648977-0.00807692j -0.0107157-0.000733245j -0.0214488+0.0124945j -0.00653344+0.00693863j 0.00520458+0.000284421j 0.0124103+0.00269566j 0.00758606-0.00799625j 0.00311704+0.0012139j 0.00334752+0.00324335j -0.0084241+0.00470727j -0.00326414+0.00070321j -0.00202214-0.0122004j -0.00178277-0.00283248j -0.0126843-0.004244j -0.00256933-0.00794036j -0.00833927+0.0120102j 0.0149131+0.00569875j 0.00445457-0.00718423j -0.0108157-0.00386054j -0.0230367-0.0122701j -0.0036753-9.10782e-05j 0.0151623+0.00241071j -0.0146617+0.0241069j -0.00570501-0.00769407j 0.0118309+0.0046671j -0.0166681+0.0150676j 0.00801818-0.000453188j 0.00311575+0.000360344j 0.0302304+0.00732204j -0.0307364-0.011216j 0.0200351+0.0196007j -0.0225428-0.0295335j 0.00997849-0.0136405j 
0.0401226+0.0836255j 0.107717-0.0720858j 0.111955+0.00413055j -0.0508934+0.0744469j 0.00567236+0.00373448j -0.130954-0.0656167j 0.00227041-0.00269504j -0.075379-0.0222569j -0.129337-0.0331956j 0.0104605+0.0709026j 0.153443+0.110541j -0.0653719+0.0484351j -0.171153-0.0942027j 0.00346927+0.1868j -0.172548+0.0902824j 0.00117644+0.0736752j 0.0737919+0.0250053j -0.0424039-0.0972568j -0.0926685-0.0630971j 0.0596597-0.0074788j 0.022064+0.117357j 0.00467362-0.110003j 0.037038-0.127548j -0.104953+0.0252239j 0.00078054+0.0751379j 0.0767025+0.0397405j -0.00603055+0.0166734j -0.0253881+0.0284767j 0.00889642-0.0553336j -0.0687942-0.0249159j 0.0459606+0.0106251j -0.0021268-0.0109733j 0.0579221-0.0295545j 0.0176266+0.0317271j -0.0468576+0.0211154j -0.0174895-0.00207909j -0.0838182-0.036457j 0.037589+0.0577056j 0.00927574+0.0126483j 0.0106984-0.0866765j 0.0141716-0.0319596j 0.109096-0.0492484j -0.0682397-0.00803875j -0.0112032+0.0193528j 0.000127011+0.0125152j 0.0527006+0.0270513j -0.00302351+0.0116094j -0.0189408+0.0185815j 0.00356903-0.00740618j -0.0302324+0.00336351j -0.0678706-0.0196586j 0.00308409-0.0410247j -0.0312761-0.0151729j 0.0244475+0.00779563j 0.040594+0.029878j 0.019186+0.0380659j 0.00228988-0.00680344j 0.0209314+0.0251933j 0.00287361-0.00862684j 0.0016291+0.00695637j -0.0125144+0.0158709j 0.00406683-0.027119j 0.00744466-0.01464j 0.00534706-0.00232521j -0.0115611-0.0361621j -0.0132997-0.00862599j -0.0133177-0.0169302j -0.0226045-0.00132605j 0.01315+0.0129461j -0.0077259+0.0108324j 0.00841593-0.00467259j -0.00313533+0.00103988j 0.000902131-0.00860621j 0.0172493-0.0232336j 0.00445675+0.0027519j 0.00554681-0.00483463j -0.0173515-0.00667484j -0.00346564-0.00309882j -0.00571091+0.00764813j -0.0123119+0.00699475j -0.00610719+0.00691172j 3.33187e-05-0.014938j -0.00336452+0.00655671j 0.0015341-0.00250807j -0.00887158+0.00338261j -0.00366292+0.00171303j -0.011538+0.00583771j -0.00286547-0.0103451j 0.00222941-0.000281909j 0.0175671+0.0176399j 0.0146478+0.00659243j 0.0143028+0.00210077j 0.00513683-0.0107963j -0.0052756-0.00750825j -0.0169761+0.00873275j 0.027882+0.0018321j -0.00309614-0.0234417j 0.0231471+0.00814122j 
0.0923162-0.113386j -0.0824007-0.0898634j 0.0107372+0.0152907j 0.0172273+0.0198731j -0.104483-0.0450736j 0.0527708+0.0122733j 0.0546718+0.00276372j 0.0847297+0.0708935j -0.0814154-0.0458754j -0.193079-0.113336j -0.0175734-0.0356295j 0.188314+0.0211237j 0.110448-0.206288j -0.0782731+0.0102854j -0.202436-0.0223817j -0.035403-0.062839j -0.0187581+0.094442j 0.0379708+0.158974j 0.178496+0.0951586j -0.0871595+0.0508732j 0.00818913+0.0332524j -0.0285213-0.0059265j -0.0123916-0.00194637j -0.0409299+0.0339612j 0.0544244+0.0838801j -0.0156305+0.0347816j -0.131955+0.0438504j -0.0193704+0.0388675j -0.00312471-0.0565563j 0.0481236-0.0612697j -0.0744322-0.0682813j -0.0139179+0.173577j -0.0797196+0.0338165j -0.0566+0.0586586j 0.0657104+0.00356751j 0.0294464+0.0280416j -0.0194661+0.0299346j -0.0692835-0.00637029j -0.00722237-0.0166269j -0.0472217+0.0169929j 0.0155041+0.0335947j -0.00921642+0.0432741j -0.0180903+0.0145473j 0.0706545+0.0260769j -0.0371653-0.0360141j -0.0189261+0.0250751j 0.0468723-0.0197481j -0.029697+0.0221203j -0.0867617+0.0135814j -0.0238942+0.014609j -0.00298649+0.00322711j 0.0269163+0.00853668j 0.00350681+0.00896103j -0.0357461+0.0448593j -0.0215711-7.26911e-05j -0.00230356+0.0189451j 0.0136521+0.011086j 0.0105591+0.00340243j -0.00116023+0.0248188j -0.0119468-0.00259242j -0.0184072-0.0075637j 0.0262282+0.0244245j 0.0168607-0.00127799j 0.0109563+0.00758458j 0.0108899-0.00308227j 0.0088966-0.0169707j 0.0219036-0.0212167j 0.0133089-0.00800717j 0.0121258-0.00279516j 0.00285737-0.00168118j 0.00477755+0.00232846j 0.0095877+0.0242231j -0.00243555-0.0158453j 0.00524223+0.0109925j 0.0107932-0.00239267j 0.00971727-0.0043227j -0.00573327-0.00362507j -0.00115296-0.00853684j 0.00543782-0.00270788j 0.000714558+0.00920333j 0.0191689+0.00919732j -0.00290716-0.0143609j -0.00191445+0.00284077j 0.00493677+0.0110673j 0.00118342+0.0081241j -0.00375709+0.00142596j 0.0089189+0.00559963j 0.00507136+0.0118814j 0.0118455-0.0019618j -0.0123964+0.00613707j 0.00597238-0.00197668j -0.016114-0.00468164j -0.00466152+0.00280091j -0.0282196+0.00260998j 0.0383673+0.00646821j 0.00918553-0.0109657j -0.0113592+0.00670059j -0.00605828-0.0206241j 
-0.090296-0.0442189j -0.0315632+0.0789849j 0.0785891-0.15413j 0.162979+0.0730572j -0.0176476-0.0939362j -0.0427867-0.0627625j 0.0647519+0.0485905j -0.113717-0.16575j 0.162702-0.0581654j 0.000722873-0.111604j -0.129117-0.135869j -0.000289645+0.0488365j -0.0530193+0.0471722j 0.013783-0.202852j 0.0838888-0.22683j -0.0136579-0.0277653j -0.0223804-0.0064967j 0.0909613+0.10184j 0.0638695-0.0203146j 0.0556723-0.0550097j -0.00654318-0.0693848j 0.046807-0.0300933j 0.0627325+0.0432861j 0.0158764+0.0134069j 0.0513136-0.0508997j -0.0726621-0.101519j 0.0459168-0.0618022j -0.0230321+0.0139323j 0.0297796+0.0464523j -0.0335811+0.0578719j -0.00546888-0.00193954j 0.0480599+0.0606698j 0.0342815+0.0736286j 0.036793+0.0301596j 0.0137458-0.144737j -0.0794061+0.111703j 0.116061-0.0238953j 0.0950422-0.00358233j -0.0247246+0.0593524j -0.000619126+0.0210886j -0.0378025-0.121532j 0.0101039-0.0509928j 0.013987-0.0399667j -0.0290136+0.00131725j 0.0660266+0.0658704j 0.0849094-0.00530019j -0.0338515-0.0427003j 0.0137212-0.0806703j 0.0157105-0.0644254j -0.0266261+0.058799j 0.0317097-0.0277489j -0.0194907+0.0632569j 0.00588153-0.0285023j -0.00583088+0.0170415j 0.00412515-0.00529891j -0.0233493-0.019667j -0.0220765+0.0199247j -0.0146806+0.0209123j -0.0153127-0.0261366j -0.003421-0.010485j 0.014012-0.0103288j -0.0027805-0.00646045j -0.0200225+0.00578678j -0.0183474+0.00286951j 0.0138836+0.00587263j -0.00246261+0.00754611j 0.0198103-0.0049758j 0.0034792-0.00997265j -0.00363151-0.0144659j -0.0133322-0.00597611j 0.00667263+0.00200496j -0.0171569+0.0050737j 0.0143623+0.00828884j 0.00459259+0.00326114j -0.00258598+0.00258333j -0.013217-0.000277858j -0.00979178+8.41815e-05j 0.0143994-0.00167177j 0.0167272+0.00206992j -0.00190307-8.85911e-05j -0.0161571+0.00306286j 0.0301118-0.0161683j 9.05532e-05+0.0108988j -0.0193647+0.00712732j -0.0116472+0.00984724j 0.0133045-0.00738667j 0.00150346-0.00946311j -0.00744474+0.0199251j -0.0180548-0.0125159j 0.0240632+0.00331128j -0.0174142+0.0148902j 0.005855+0.0202229j -0.000581029+0.00167894j 0.0214563-0.00955177j -0.00888037-0.00596582j 0.000830185-0.00559053j 0.00500015+0.00140847j 0.00658015+0.00808151j 
0.0447046-0.0517372j -0.0857411-0.0552203j 0.0301006+0.0854853j -0.058892+0.0192044j -0.169685+0.0197708j -0.149427-0.0425444j 0.0562931+0.064386j -0.0983255-0.117766j -0.0711038-0.212712j -0.0755099-0.00471134j 0.00844412-0.023824j 0.0227348+0.0524046j -0.024566-0.156132j 0.0503144-0.0510616j -0.0289694-0.111483j -0.0439856-0.0613081j 0.035375+0.0744302j -0.0287474+0.0360809j 0.0872426-0.0500848j 0.0104065+0.0027584j 0.0584066+0.0520538j -0.0377395-0.0317251j -0.0278417-0.0191994j -0.0319625+0.037894j 0.0597108+0.0359203j 0.0401455+0.0304184j 0.0442833-0.00774691j -0.00157709+0.0116041j -0.0474086+0.0107392j -0.0506333-0.0378599j 0.00175084+0.0201162j 0.0112449+0.0925383j -0.0245061+0.0180911j 0.0195633+0.0284221j 0.027043+0.0400801j -0.00332005-0.0567467j 0.0155391+0.0457137j -0.0289184+0.0266958j -0.0594327-0.0361384j 0.0125091-0.00285202j -0.0185698+0.00557139j -0.0306396+0.0522744j -0.035703+0.0418576j 0.0185085-0.037519j 0.0404222-0.0290572j -0.0488875-0.0163198j -0.036535+0.00401607j -0.0870452+0.0649849j -0.0116478-0.0444287j 0.0544117+0.0504323j 0.0301009-0.0389316j 0.0150069+0.00503712j 0.0111347-0.00570855j 0.00884882+0.0499487j -0.0229313-0.0272492j -0.0119419+0.0167053j -0.0163219+0.0245067j -0.00417606+0.0107388j -0.000952083+0.0043518j -0.00125832-0.0100464j -0.00496232-0.000503214j 0.0117279-0.0188369j -0.0218935+0.0331864j -0.00576141+0.00573745j -0.00441078-0.00381561j 0.0051875-0.00423994j -0.00935121-0.0100028j 0.00155123-0.00784089j -0.0121569-0.0194914j 0.0196517-0.00217271j -0.00588431+0.00503232j 0.0212279+0.0061955j -0.00850282-0.000508001j -0.0044077-0.000609422j -0.0124358-0.00280869j 0.00029604+0.00399138j 0.0131333+0.00677503j 0.00199885-0.0166384j -0.00496431-0.00314184j 0.0142435-0.00413688j 0.002826+0.00367375j -0.0158267+0.01886j -0.0012962-0.00210607j -0.000943567-0.00119202j 0.0123441-0.0113762j -0.0173661+0.00372291j 0.00618133+0.00683872j -0.00337427+0.000286659j 0.0204919+0.00120036j -0.0280263+0.00951741j 0.0143541-0.0186502j -0.0265022-0.00166748j 0.00538376+0.0152039j -0.0115972+0.00355952j 0.00297859+0.0104356j 7.09331e-05-0.0115422j 0.00597339+0.00498169j -0.0183111-0.00940135j 
0.0812544+0.0120491j 0.00591782-0.0519075j -0.0290936+0.095446j 0.00828905-0.109106j 0.0534523+0.109691j -0.0832322+0.144878j -0.073893-0.066009j -0.0986543+0.144702j 0.154795-0.0971015j -0.0117549-0.102118j 0.00254651-0.0216436j 0.0142482-0.0199754j -0.0582124-0.0515714j 0.0655895-0.0189191j 0.105927-0.0147338j 0.0142968-0.0650832j -0.022552+0.0453936j -0.0261383+0.0570204j -0.00959525-0.0128061j -0.0410574+0.0139905j -0.00745063+0.00939949j 0.0195338-0.00204212j 0.0164981+0.0132663j -0.0557228-0.0368308j 0.00979036+0.0274111j 0.0166756+0.0538095j -0.00726937+0.023994j -0.00143963-0.0310455j -0.0212579+0.0286712j 0.00411919-0.0522035j 0.00344842+0.0305255j -0.0124654+0.0162666j -0.0843495-0.00811843j -0.0533495+0.00987687j 0.0539696+0.0283792j 0.0204387-0.0181485j 0.000717856-0.0225331j -0.0397147-0.0653433j 0.00241352-0.00114248j -0.0115494+0.0259813j -0.00234138+0.129255j -0.0481981+0.0488786j -0.00213488+0.0236571j -0.0259271-0.0226962j 0.104667-0.0672701j 0.0445497-0.00941276j -0.051299+0.0827119j 0.0515532+0.0613897j -0.0308005-0.0210379j -0.0618608-0.0336425j 0.0479793-0.0123996j 0.0105682+0.00609973j 0.00257018-0.00938199j 0.00556116-0.00432888j -0.00728542+0.00918628j 0.0348693+0.0101257j 0.000529224+0.0162264j 0.0190208+0.015491j -0.00761137-0.000344444j -0.0140842-0.0126149j -0.023175+7.512e-05j -0.0100165-0.0024332j 0.011395+0.0169364j -0.00071916-0.00235072j -0.00761108-0.00156324j -0.00524099+0.000281038j 0.00618239+0.0124106j -0.00176569-0.00561819j -0.0119915+0.0133068j -9.34022e-05-0.0206471j 0.00505401+0.0062631j 0.0030741-0.0197121j 0.000109237+0.00538489j 0.00512452+0.0106075j -0.00114551+0.00217176j 0.0020291+0.00207372j 0.00569746-0.00539068j -0.0042302+0.00619319j -0.0186099+0.00376936j 0.0020347-0.00745953j -0.00583824+0.00147593j -0.00712311+0.0152792j -0.007567-0.0110212j -0.0235051-0.00145652j -0.00355843-0.0169135j 0.00122876+0.00677952j 0.0188656+0.0100399j 0.00018504+0.0085534j -0.00846218-0.010187j -0.00278006+0.0015487j -0.00219056-0.00519934j -0.00683297-0.00462836j -0.015317+0.000543359j 0.0231396+0.00840963j -0.00949771-0.00508637j -0.00230516+0.0093017j -0.0295667-0.0189032j 0.00942664-0.00462831j 
0.023756-0.0902506j -0.11107+0.00921664j -0.0963498+0.0380113j 0.0160461+0.0515173j -0.282047+0.0291341j -0.111585-0.129177j -0.0915633+0.0771692j 0.058272+0.00459211j -0.0912007+0.203439j 0.0891398+0.0181283j -0.0488446+0.0307975j -0.100211-0.0626159j 0.0713733+0.0834811j -0.0181738-0.0688194j 0.0378209-0.00420481j -0.0486717-0.016933j 0.0268741+0.00856504j 0.0207746+0.0446441j -0.0337959+0.135139j 0.03149+0.0526597j 0.0186116-0.0373097j -0.0333757+0.043028j -0.0348978+0.0241453j 0.0145211-0.0127327j -0.0324702-0.0315783j 0.0192443-0.00604662j 0.0657786+0.0108567j 0.0125539-0.00201586j 0.0189556-0.00588093j -0.0258162+0.0153667j 0.00357203-0.0243401j 0.0148132-0.024134j -0.000494997+0.033159j 0.0110881-0.0345573j 0.0172549+0.017383j -0.0126181-0.0552156j 0.0233216+0.0501083j -0.0372525+0.0207491j -0.0386887-0.0241945j -0.019051+0.0116501j -0.0310628-0.029848j -0.0023528+0.0104305j -0.0112654+0.00792748j 0.0834857-0.00911238j 0.036259+0.0408886j -0.0767741+0.0469337j -0.0918834-0.0661703j -0.0686984+0.0287747j -0.0650272+0.0646726j 0.0583621-0.0425279j 0.0217093+0.06446j -0.0388777-0.011834j -0.0095049+0.00941135j -0.01088+0.000556837j -0.016222+0.00504037j 0.0426819-0.00343135j -0.00507322-0.0130519j 0.00718142+0.000545369j -0.0155489-0.00876783j -0.0026413-0.0065864j -0.00320176-0.000485137j -0.0190206+0.00597275j -0.019317+0.00135392j 0.0163242+0.00131744j -0.0119636+0.00251783j 0.0161366-0.00620545j -0.016805+0.000568248j 0.022136-0.00169397j 0.00640922-0.0120133j 0.0197046+0.00770088j -0.0153548+0.00678145j 0.0288281+0.00934009j -0.02681+0.0107197j -0.00500903+0.0032088j -0.0177232+0.00334803j 0.0018673-0.00814567j 0.00636314-0.00286818j -0.00788713-0.00275106j -0.00812256-0.0164419j 0.0171672-0.00453558j 0.0154764-0.00643173j -0.0188188+0.00411289j -0.00243876-0.00918945j 0.0239797-0.00765237j 0.00268245-0.0037233j -0.0188842-0.00486288j 0.00174348-0.00161244j 0.015584+0.000196058j 0.0211838+0.00992619j -0.0321868-0.0063718j 0.00404748-0.00509553j -0.0273799-0.0118061j 0.00830075-0.00103528j -0.0193681+0.0183862j 0.0320963-0.0061562j -0.00678196-0.00580572j -0.0126988+0.0119898j -0.0285878-0.0179288j 
