-0.00485189+0.00692655j -0.00549765-0.00351678j -0.00407878+0.000883844j 0.00215998-0.00521406j 0.000592283-0.00376984j 0.000431766+0.00530935j -0.00440228-0.00189167j 0.00041965-0.0027131j -0.00200328-0.0011442j 0.000326656-0.00390147j -0.00378167+0.00126291j -0.00112158+0.00197711j 0.000638267-0.00482091j -0.00417775+0.00452016j -0.000755778+0.000258249j 0.00269982-0.000781167j -0.0037913-0.000421296j 0.00148827-0.000799424j 0.0055813-0.00453469j -0.0042843+0.00321775j 0.00135219+0.000158306j 0.00515835+0.000192293j -0.00072959-0.00062605j 0.00262718+0.000766751j 0.0060048-0.000449201j -0.000228145-0.00233383j 0.00300451-0.00127328j 0.00672443-0.00012608j 0.00330555-0.000844237j 0.000298087-0.00218016j 0.000133115-0.00153235j -0.000937222+0.00322256j 0.00470321+0.00115523j -0.00215391+0.000910867j 0.00297276-2.8044e-05j -0.000647235-0.00160953j -0.00139136+0.0030938j -0.000544935-0.000603925j -0.00329473+0.000798823j 0.00405412+0.0021724j 0.00307119+0.00346801j -0.00547622+0.00485557j 0.00147912-0.00104459j 0.00272036+0.00277971j 0.00250068-0.00191494j -0.00298264+0.00799492j -0.000750155+0.00499897j 0.012064-0.00183721j -0.000374699+0.00128675j 0.00318444+0.0296013j 0.0157092-0.00280512j 0.0184191-0.0238351j -0.00739985+0.0337508j 0.0748389+0.00468909j -0.0799832+0.028829j -0.268113-0.0223589j 
-0.00655575-0.0268562j 0.0188241-0.00402376j 0.0195803-0.0425641j 0.0211355+0.0396354j -0.000672147+0.000261373j -0.00580078-0.00911866j -0.00606831+0.0355436j 0.0030369-0.0149639j -0.0288774+0.0758723j 0.0215632-0.0240128j -0.00658917+0.00868842j 0.00135875+0.00592217j -0.00469745+0.00997245j -0.040515-0.00940696j 0.00580186-0.000211041j 0.00945088+0.0136101j -0.0129563-0.0328457j 0.0174111-0.0101497j 0.0223199+0.0129473j -0.0148934-0.0594222j -0.00320567+0.00608972j -0.00245544-0.0176614j 0.00641309-0.00347675j -0.00639269+0.00500999j 0.0191451+0.0120837j 0.010221+0.0117933j -0.00416041-0.00682119j 0.00836253+0.00884294j 0.00148826+0.0163666j 0.00129169-0.00390351j 0.0107716-0.00555191j -0.00168035-0.00130968j 0.000495583-0.0145954j 0.00445021+0.00719851j 0.00374932-0.000308486j 0.000199843+0.014729j -0.00645595-0.0116411j -0.00201558+0.00923644j 0.00216828-0.00492852j 0.0145664+0.00816646j -0.015689-0.000891373j -0.00902915-0.00414655j 0.00421933+3.28211e-05j 0.00304291-0.00912637j 0.0169782+0.00427158j -0.025195-0.00477228j -0.0149332+0.00128001j -0.0036478-0.011307j -0.0143966-0.0179582j -0.0174396-0.0301424j -0.0376467-0.0133699j 0.00084718-0.00514303j 0.0295181-0.0349573j -0.0596622+0.0215164j -0.0942219-0.000312933j -0.0158236+0.0398725j 
-0.040753-0.0043676j 0.00667772-0.0641152j -0.0165039+0.0396753j -0.0174226-0.0148311j 0.00948141-0.0460066j 0.0113117-0.0393926j -0.0293849-0.0283383j -0.0268882-0.0223502j -0.0040138-0.00981025j -0.0118833+0.00853187j 0.000996725+0.00544269j -0.00487251-0.0250011j -0.0098576+0.00544955j -0.00700027+0.000417974j -0.000643233-0.013995j 0.00699327-0.00113689j -0.0144262+0.0160226j 0.00536932-0.00895842j 0.00521782+0.00174099j -0.00949563+0.010459j 0.0044702-0.00936819j 0.00513638-0.000404535j 0.00388333-0.00755897j 0.00939481+0.00644618j 0.0177303-0.00284389j -1.25641e-05-0.00311638j -0.00603703+0.00195518j 0.00999967+0.00592575j 0.000513516+0.00541498j -0.00162746-0.00148584j 0.00611598+0.00161889j 0.01926+0.00370384j 0.00507788-0.000373812j 0.0174445-0.0157758j 0.00887979-0.00214847j 0.00126362-0.000731823j 0.0129972+0.00300249j -0.00870895+0.00406252j 0.010426-0.00169702j 0.0358442+0.00559648j -0.0103942-0.00657725j 0.00873307+0.00552345j -0.000440065-0.0126363j 0.026128-0.00637871j 0.0287736-0.00270806j 0.00595094-0.00296037j -0.0285626-0.0233939j -0.00450301-0.0059096j -0.0177768-0.0251044j 0.0209787+0.00538024j -0.0218132+0.00191184j -0.0436773+0.00541061j -0.0726799+0.00421818j -0.0719469+0.0317244j 0.0178756+0.0201767j 0.0598977-0.011447j 
-0.00561959+0.0519855j -0.0316365-0.00206168j 0.0243777+0.0109112j -0.013635+0.0559366j 0.000390295-0.0335011j 0.00571583+0.0533818j 0.0231234-0.0160182j -0.0260718-0.0033373j -0.0246872+0.0461895j -0.0121357-0.0197022j 0.0172962-0.000410703j 0.0130381-0.0112709j -0.0248552-0.00108624j 0.00251656+0.0193497j 0.0176037+0.00123883j -0.000559575+0.00163041j -0.00736632-0.0117306j 0.0154944-0.00220201j -0.00984416-0.0043672j 0.00467597-0.018423j -0.00331203+0.0227015j -0.00750096+0.000768277j 0.0162501+0.000392768j -0.00962148+0.00530265j -2.78906e-05+0.00748959j -0.00709625+0.0128446j -0.012358-0.0128824j -0.0172074+0.0034143j -0.0203978+0.00838253j 0.00322618-0.00822883j 0.00275195+0.00523839j 0.010753+0.013823j 0.00273423-0.0152251j 0.0250006+0.0122934j -0.000881592+0.00213113j 0.000263588+0.0180583j 0.00389886+0.000968359j -0.0125583-0.0069956j 0.00756681+0.00849034j -0.00390962-0.00327416j 0.00519188-0.0129674j 0.00451844+0.00869852j 0.00603688+0.00542601j 0.0202414-0.00190195j -0.00762675+0.00710447j 0.0206305-0.00553587j 0.0164054-0.0147544j -0.00178911-0.00477497j 0.00347526+0.0131057j 0.0236763+0.0154003j 0.0293946+0.00496413j 0.0112498+0.0256499j -0.079078+0.0260529j 0.0709718-0.00750787j 0.0456078-0.017486j -0.034416-0.0124532j 
-0.00380986+0.0541646j -0.0407172-0.0130581j 0.00295389+0.0121327j -0.0101403+0.00913873j 0.00649113-0.016338j 0.0199627+0.0399189j 0.0184695-0.0179985j -0.00455567-0.00776271j -0.00660411+0.00340518j 0.00663902-0.0102229j 0.00233649-0.00147211j 0.0123513-0.00259886j 0.00451644-0.0126769j -0.00561352+0.0116633j 0.0034712+0.00396458j 0.00787536+0.00220287j 0.00735282-0.0101302j 0.0169727+0.00102662j 0.0148073-0.00674917j -0.0272219+0.00158022j -0.00188085+0.00728398j 0.0253828+0.0108077j 0.00921518-0.000485154j -0.00960157+0.00120809j 0.0180742+0.00755133j -0.0081212-0.0018255j 0.00901412+0.00406447j 0.0142609+0.00659591j 0.0011565+0.000639487j -0.00673734-0.00179821j -0.00857524-0.00146065j -0.0157406-0.00165508j 0.015836+0.00715468j -0.0180293+0.000251625j -0.00165065+0.00445166j -0.0300131-0.0100545j 0.00604749+0.012236j 0.0226309+0.00394056j -0.015022-0.00031694j 0.00481934+0.00984288j 0.0166937+0.00466219j 0.00224776-0.00410269j -0.0255525-0.00852793j -0.0295039+0.00181267j -0.0200076+0.00105112j -0.00584444+0.0217075j -0.0182782+0.0270456j 0.0289244+0.00306382j 0.0134761-0.0215236j 0.0203296-0.0236338j -0.00396625-0.00450835j -0.00644869-0.0525925j 0.0938961-0.0252956j -0.14544-0.000347248j 0.0226016+0.0324162j 0.0789426-0.0213576j 
0.0377937+0.00827428j 0.000354623+0.0518609j 0.00138152-0.00827845j -0.00052265+0.00962523j -0.0118801+0.0244528j -0.0150525+0.0191818j 0.0160507+0.0324365j 0.00604231+0.00791336j -0.00447089+0.0018376j -0.0190696+0.000902512j 0.000859476+0.00626071j 0.00930496+0.0126722j 0.00858167-0.00698035j -0.000799898+0.0117402j -0.0102612+0.00508193j -0.0140294-0.00176667j 0.0047625+0.00639975j -0.00869685-0.00138039j -0.00157647-0.00878637j 0.00600225+0.00369549j -0.0039322-0.00868922j -0.00496735-0.0017558j -0.0150366-0.00396318j -0.00636787-0.00561617j 0.00477709-0.000680508j 0.0109141-0.00536956j 0.00198353-0.00408802j 0.00683114-0.0062108j 0.0181979-0.00498893j -0.00363787-0.0015668j -0.0101378-0.0029198j -0.00326444-0.00217787j -0.0110725+0.000968982j -0.0126678-0.00150421j -0.00668814-0.0046333j -0.00121436-0.00538156j -0.00467234+0.00185772j 0.0191521+0.00690749j -0.00239977-0.00197543j 0.0144247+0.00133811j 0.00231215+0.00558852j 0.0277497+0.00961565j -0.0145628-0.0207724j -0.00196475-0.0135247j 0.00730954-0.0237004j -0.0107696+0.00596014j -0.0597058-0.0207706j -0.00653577-0.00246519j 0.0393525-0.0524934j -0.0129291+0.0122237j 0.00806518+0.0160406j -0.0569523+0.0215117j -0.164105-0.0166398j -0.1151+0.0287143j 0.0740258-0.0172819j -0.0139238-0.0319503j 
0.0058162+0.00689943j -0.00187347+0.0112403j -0.0113078-0.0123874j 0.0100356+0.00401415j -0.00290926+0.0123171j -0.0117697+0.00317484j -0.00845381+0.0139667j -0.0103912-0.00518626j -0.0137587+0.000457782j -0.0375507-0.00282292j 0.0111962-0.000594649j 0.0060161+0.00983159j -0.0104384-0.0010794j 0.0114295+0.00336365j -0.00507503-0.00203152j -0.0156938+0.00102453j -0.00308389-0.000454625j -0.00774696-0.00474744j -0.0129898+0.00219163j 0.0247411-0.00448211j -0.000873321-0.0161907j -0.0125668-0.00173206j -0.0178302-0.0087318j 0.00957614+0.00130144j -0.0133124+0.0117861j 0.00242979-0.000864381j -0.00257072-0.00367882j -0.00581875+0.00227649j 0.00968884-0.00220303j -0.00462352-0.00337294j -0.00832083-0.00404661j 0.032297+0.0120173j -0.00855537+0.0103343j 0.0168868-0.00948872j 0.0103961-0.00236331j 0.0339759-0.00380931j 0.028858-0.00794645j -0.0296857-0.00437231j 0.0268648-0.00227222j -0.0386963+0.0176832j -0.00217212+0.00333805j 0.0110615+0.00915346j 0.0283474-0.0135804j 0.0257629+0.00457755j -0.035144-0.0289546j 0.0185099-0.000250531j 0.052851+0.00298706j -0.0417993+0.0247908j -0.104744-0.0195114j 0.0177419-0.0424969j 0.120863-0.0123653j 0.0785273-0.0272624j 0.0884741-0.0424265j -0.12805+0.00668229j 0.00130643+0.0034369j -0.00227504-0.00150605j 
-0.00215021-0.00550077j -0.000607961-0.00580554j 0.00107142+0.00664647j -0.0144753-0.0186536j 0.00630771-0.0150826j -0.0019288-0.0157078j 0.00637281-0.00773795j -0.00958972+0.00459451j 0.0185468+0.00336625j 0.0210303+0.00455378j -0.0054655+0.0116709j -0.00108569-0.0147295j 0.00800275-0.0103907j 0.00443091+0.00534101j 0.00674005-0.00074005j 0.00176862+0.000444569j -0.00297566+0.0131914j -0.00107654+0.0029035j 0.000764422-0.00712107j -0.0220633+0.00140295j -0.000466103+0.00611697j -0.00219744-0.00358617j 0.0141828+0.00584083j -0.0050075-0.00879821j 0.00612995+0.00327827j -0.00267771+0.00350745j -0.00274293-0.00644549j 0.000301784+0.00869178j 0.000462136+0.00401702j 0.013671-0.00601988j 0.00152185+0.00705725j -0.0137283+0.00703374j 0.0057237+0.00419742j -0.00608233-0.0145508j -0.00666628+0.00631423j -0.0154865-0.00324102j -0.0060387+0.0109904j 0.00640346+0.00975484j -0.00407167+0.00711618j -0.0168899-0.010421j 0.00382869+0.0140315j -0.00231527+0.038385j 0.0140768+0.0181151j 0.0328981+0.0077585j -0.00447124-0.0196189j -0.029316-0.00952094j 0.0106286-0.0166243j -0.0142458+0.00275271j 0.00640235+0.0112763j -0.087018+0.0121258j -0.014544-0.05073j 0.2394-0.0124672j -0.0782852-0.00565487j -0.0750165+0.0391386j -0.0106338+0.00709011j 0.0114127-0.00191914j 
-0.0154035-0.0224565j 0.00850312-0.0171142j -0.000611245-0.00745061j -0.000110482-0.00782947j 0.0126806-0.00297289j 0.0133456-0.0268692j -0.000360294-0.000927072j -0.0163648-0.00256691j 0.0096094+0.00445423j 0.0103661-0.000668351j -0.0108054-0.000200182j 0.0205896-0.0053892j 0.00440422+0.00469751j 0.0207459-0.0015996j -0.00818282-0.00697748j 0.0124369+0.0063035j 0.0151307+0.00336487j -0.0180159-0.00596378j -0.0180894+0.00844204j -0.015061-0.0013636j -0.0167964-0.0104432j -0.026768-0.0121864j 0.0308062+0.00297849j -0.020251+0.000561554j 0.0138153+0.00723938j 0.00571373+0.00655247j -0.0323506-0.00948793j -0.0139463+0.00435516j -0.0316835-0.00256485j -0.00453525-0.0119063j 0.0114452+0.00624776j 0.0120742+0.00708551j 0.0243557+0.00791952j 0.00807412-0.0082861j 0.00934688+0.00757921j -0.00258071+0.00101596j -0.0311491-0.00120679j -0.00585832-0.00771471j 0.00392079+0.0116409j -0.031724-0.000479661j 0.0437506-0.0166843j 0.0220902+0.0086318j 0.0292063-0.0116444j -0.0212976-0.0299407j -0.0308066-0.00969705j -0.0195935+0.00438252j 0.00139795-0.00975564j 0.00715856+0.0166666j 0.0834269-0.0140706j -0.069695-0.0227807j 0.170366-0.0200691j -0.037509+0.0289904j -0.0373683+0.00897498j 0.0394764+0.00518957j -0.0340158-0.00398759j -0.0262631+0.018506j 
0.00728883-0.0246331j 0.016613+0.0177266j 0.00951219+0.00228649j -0.00605976-0.00191746j 0.00674456+0.00588869j 0.0134469-0.0112499j 0.000583321+0.0118882j -0.0113734+0.00813587j 0.0145393-0.000376936j 0.026059-0.00224035j -0.022678+0.00374024j 0.000556254+0.00472045j 0.00572218+0.0144376j 0.00615442+0.00176723j -0.0095631-0.000622862j 0.0378005-0.00641425j 0.00365531+0.00232539j -0.00935241-0.00320167j 0.00885446-0.00109975j -0.0273379-0.00109692j 0.00207106-0.00220423j 0.00762229+0.000184574j 0.0137114-0.00507178j 0.0216458-0.000666323j 0.00250933-0.0070235j -0.0091444+0.00464135j 0.00342272+0.00441713j 0.0165403-0.00666372j -0.0202595+0.00111711j -0.013343+0.00331985j 0.00874915-0.00222753j -0.00846329-0.00250673j 0.0173162-0.00643904j 0.0173941-0.00520221j -0.000758984-0.00787655j -0.0509707-0.00941405j 0.0337865+0.0137021j 0.00684272+0.00555016j 0.0206672+0.00433977j 0.0447473-0.00549481j -0.0127227-0.0176367j 0.0156951+0.000787192j -0.0481809-0.0215017j -0.0119698+0.0155429j -0.0119596-0.0151916j 0.0367915-0.00516715j -0.000515055+0.0350398j 0.0176442+0.017593j 0.0850468+0.0151326j 0.209958-0.0237584j 0.039116+0.00809055j 0.0773713+0.003685j -0.0802737-0.00937517j -0.052276+0.0259025j 0.0271375-0.0168612j -0.0282781-0.00585692j 
0.00127278-0.00266049j -2.96009e-06+0.000362072j 0.0106481-0.00629775j -0.00388958-0.00736235j 0.00992809+0.0046031j 0.00388678-0.00930255j 0.00757473+0.00865057j 0.0174185+0.00925153j 0.0154173+0.000970815j 0.033221-0.000107268j -0.00710027-0.00304959j -0.0120542-0.00248091j 0.0280286-0.00713865j -0.00800679+0.00406799j 0.0149103+0.00142418j 0.00115788+0.00907595j -0.0246491+0.00633027j 0.0203003+0.00451557j 0.0279838+0.00599735j -0.0204625+0.00994249j 0.0138236+0.000393404j 0.0189692+0.00363056j 0.0100782-0.00438664j 0.0060012+0.00339099j 0.0175393-0.0055055j -0.0169865-0.0138995j -0.000621239-0.00200948j 0.0179659-0.00425369j 0.0434916-0.00758106j 0.000794768-0.00374247j -0.0123565+0.00465109j -0.0321871+0.00243894j -0.0153801-0.00493336j -0.0196755-0.00865696j -0.00154621-0.00210107j -0.0269996+0.00815544j 0.0344854+0.00268638j 0.0362687-0.0136952j -0.0168388+0.000927783j 0.0327541+0.00437357j -0.0324322-0.0142054j 0.0169423-0.000942023j -0.0104726+0.0098767j 0.022093+0.0114993j 0.00781316-0.021512j -0.0437131+0.0130615j -0.0898161-0.0273825j 0.0986191+0.0186657j -0.106301-0.00844952j 0.0153857-0.016403j 0.126251+0.00691341j -0.0823669+0.0175217j 0.000256247-0.00106071j 0.00517566-0.00557752j 0.00309416-0.00152906j 0.00230972+0.000273805j 
0.0041068+0.00185266j -0.00312543+0.00458853j 0.00411203-0.00063103j -0.00814921-0.00725253j 0.00555417+0.000289378j 0.0131141+0.00228673j 0.00690216+0.0026968j -0.00752452+0.00256572j 0.00707194-0.00171333j -0.000210274-0.00488473j -0.0083901+0.00643297j -0.00669238-0.00155399j 0.00606902+0.00354608j 0.0224118+0.00759108j -0.00428274+0.00346371j 0.0182488+0.00388175j 0.00250389-0.00105547j -0.00434984+0.000895478j -0.00385537-0.00288989j 0.00503984+0.00790943j -0.00946042+0.00132538j -0.0236912+0.00573618j -0.00157887+0.00368183j -0.00165437-0.00404213j -0.00179589-0.0021443j -0.0134181-0.00223654j -0.0231275+0.000873095j -0.00147053-0.00485862j -0.0321022-0.0029973j -0.0213515-0.000755966j 0.0203382+0.00208099j -0.0138677+0.00134065j -0.00752631+0.00244875j -0.00403903-0.016438j -0.0095269+0.00185909j 0.0132789-0.00275881j -0.0384086-0.00995915j -0.021158+0.0101142j 0.0281026+0.0050538j 0.00268651+0.00068344j 6.79454e-05+0.0249673j -0.0150705+0.000213456j 0.0525736-0.00573612j -0.00650455+0.0137795j -0.013357+0.0201852j -0.150981-0.00171545j 0.137264-0.0209267j 0.0396891+0.00781364j -0.0851428+0.00439147j 0.0304013+0.0113973j -0.0682895+0.0117564j 0.0159655-0.00721476j -0.00686791-0.00820648j -0.0498814+0.0112072j -0.00343717+0.00490352j 0.012795-0.00497308j 
0.00189408-0.00904198j 0.00161853+0.0132608j 0.00262756-0.0105377j -0.00610837-0.00290536j 0.00609389+0.0136084j 0.0219395-0.00751564j -0.0102013+0.0105946j -0.025011+0.00626893j 0.0124294-0.000906018j 0.0191396-0.00168091j -0.0191784+0.000571613j 0.00875309+0.0115667j -0.0214008+0.00442538j 0.0450727+0.00455653j -0.00695427+0.00263061j 0.0152155-0.00130735j -0.001171+0.00842776j -0.0380526-0.00358322j -0.0523794+0.00589604j -0.0313966+0.000268979j 0.011005-0.00440079j 0.00260672+0.00352782j 0.00379864-0.00361232j 9.0849e-05+0.00280126j -0.0146222-0.00205706j 0.00717894-0.00282424j -0.00618947+0.00152837j -0.051221-0.00514936j -0.0510626-0.0112922j 0.038118+0.00107734j 0.0350913+0.000381203j 0.0126577+0.00313496j 0.00178318+0.00590176j 0.0453722-0.0148956j -0.00517464-0.0104083j -0.0162499-0.0100523j -0.0278468-0.00971402j -0.00970762-0.00131291j 0.00118052-0.0201909j -0.0678902+0.00818886j -0.0162512-0.00106689j -0.0350408+0.00170122j 0.000811184+0.00968821j 0.0560758+0.0118318j -0.128784+0.000221891j -0.00334088-0.00889145j -0.0101317-0.0182783j 0.0484239+0.00184517j -0.116411-0.0041645j 0.0462199+0.00270818j -0.044292+0.0223014j -0.0510225+0.00196258j 0.00834655-0.0143679j -0.049442+0.00481928j 0.0023552-0.00347002j -0.0119377-0.000785452j 
0.00550548+0.00682826j 0.00121478+0.0101566j -0.00137717+0.010378j 0.00366221+0.00317027j -0.0099199-0.00298032j -0.000652499+0.0108051j -0.00562127-0.00165072j -0.00709576+0.00167032j -0.00722838-0.00178297j -0.0051983+0.00232675j -0.00145132-0.00254461j 0.00172879+0.00273744j -0.0176466-0.00232686j -0.00942728+0.00227105j -0.0197001+0.00460725j 0.0266604-0.00994848j -0.00987762+0.000256824j -0.0247849+0.00209101j -0.00530369-0.00561185j 0.015622+0.00395658j -0.0191979+0.00683496j -0.00243206+0.00222905j 0.00752136-0.00119114j 0.0457817-0.00109778j -0.0112297+0.00280024j 0.00887335-0.00191489j 0.00316705-0.00590291j 0.0168716-0.00106625j 0.00402134+0.00279329j -0.0299496-0.00449838j 0.00637176-0.00485055j 0.03147-0.0146277j 0.0122957-0.00560771j 0.0306626+0.00309325j 0.00610434+0.00480627j -0.0639084-0.0093368j 0.0101349+0.00401637j -0.0195367+0.00311168j 0.0194064-0.00197127j -0.000802865-0.00323289j 0.00861155+0.00360637j -0.00216405-0.0120711j 0.0795896+0.0199481j 0.00184643+0.00548635j 0.0889909-0.0136451j 0.0585507+0.0151947j 0.0139545-0.0110519j 0.175006-0.0180091j -0.0306194+0.0131402j -0.0346734+0.0128931j -0.0473367-0.00279647j 0.057393-0.00983054j -0.0121722-0.000933732j -0.0182389+0.00482483j 0.0183748-0.000163386j 0.0106336-0.00887795j 
-0.000947233+0.00313234j -0.00235889-0.00943038j -0.000728813+0.0030128j 0.000599896-0.00154405j 0.00392263-0.00716673j 1.28374e-05+0.00272864j 0.0165959-0.00804538j 0.00317399-0.004476j -0.00141487-0.000854975j -0.0096029-0.00163695j 0.0132911+0.00324526j 0.000366495-0.00434385j 0.0104521+0.00295335j -0.0125137-0.000618645j -0.0206304-0.00241148j -0.0144816+0.00283572j 0.0254346-0.000717879j 0.0014705+0.000937471j 0.0344335+3.85496e-05j 0.0185909+0.00303645j -0.0120247+0.00954017j -0.0396449-0.00435793j 0.0482969+0.00727657j -0.027123-0.00113822j 0.00527574+0.00318853j 0.0229336+0.00565127j 0.0334022+0.00521547j 0.0252938-0.000817197j 0.0267492-0.000568472j -0.00534068-0.00871273j -0.00133015-0.000477082j 0.0142455-0.00191429j -0.000871964-0.000439441j -0.0209814-0.000700321j 0.0322189+0.011149j 0.0219558+0.00600914j -0.0839848+0.00682154j 0.0644703+0.00856791j 0.0314722-0.00294649j -0.0256996+0.000206141j -0.042846-0.00129086j 0.0333732+0.00372942j 0.0884779-0.00291619j -0.0152326+0.00278374j -0.0219368+0.0098925j -0.0255988-0.00101642j -0.0246199+0.00917889j -0.0526469+0.0038357j 0.0271747+0.00393973j 0.00222825+0.0014729j -0.00948514-0.00481885j 0.0244257-0.00242153j -0.00525157+0.00622061j 0.0185856-7.91289e-05j -0.0120245+0.00460613j 0.00819505+0.00173111j 
-0.000421639+0.00803217j -0.00332439-0.000132858j -0.0051936+0.000718853j 0.00260153+0.000227151j -0.00664-0.000146289j 0.00448555+0.00486957j 0.00222446-0.0046096j -0.0212135-0.00298413j -0.00312667-0.00267462j -0.0118961-0.00163288j 0.00446727-0.00521266j 0.00684949+0.00566492j -0.00449943+0.00421921j 0.00691101+0.00254603j -0.0178936+0.000321226j 0.0242341-0.00128153j 0.026134+0.00286206j -0.0290245+0.00442679j -0.0438692-0.00129469j 0.0155185+0.00482302j -0.012064+0.00471467j -0.0572053-0.00389317j 0.00684787+0.00646488j -0.0252724-0.00419744j -0.00214914+0.00921951j 0.0479651-0.00010189j -0.031054-0.00754143j -0.00272919+0.00723107j 0.00285881+0.00451849j 0.00497681-0.00411379j 0.0276352+0.00255126j -0.0451639-0.0102488j 0.0414188+0.0120821j 0.00317375-0.000394395j 0.0411544+0.007183j 0.0394426+0.00380789j 0.00743381+0.00421779j -0.0484882+0.0175468j 0.0145639-0.000626682j -0.0789672-0.00386621j 0.0131209-0.0224342j -0.0181353+0.000203579j 0.0163329+0.00184663j 0.0721542+0.0181558j 0.0843715-0.000361313j -0.109102+0.0213118j -0.0953057+0.00417813j 0.0100315+0.00838892j -0.0166241-0.00075516j -0.00170616-0.00280928j 0.00193874-0.00256131j -0.00280971-0.00303193j 0.0205194-0.000879263j 0.00338697-0.00391925j -0.00533883+0.00470024j 0.00935825-0.000447887j 
0.00278501+0.00543097j -0.00596486+0.00862742j 0.0125589-0.0113039j -0.00430645-0.0034068j 0.0197825+0.0113628j 0.0279469+0.00245552j 0.00254139+0.00240225j -0.00177256+0.0068764j 0.0157879+0.000469337j 0.0334708+0.00454506j -0.0253983+0.00317709j -0.0199569+0.00735667j 0.0211633-0.00191133j 0.0116112-0.000684215j -0.00645231+0.00422658j 0.0434587-0.00109057j 0.00366157+0.00223905j -0.0299588+0.00424241j 0.0245977-0.000177474j -0.0384602+0.00176629j -3.07343e-07+0.00297761j -0.00777101+0.00490101j -0.00769827+0.00874099j 0.0145558+0.00824004j 0.0128935-0.0135005j 0.0204417-0.00920319j 0.00152918+0.00534191j 0.0374383-0.00276442j -0.0101631-0.00148783j -0.0210876+0.00456783j 0.024298-0.0074442j -0.0220464-0.0027476j 0.0483345+0.00972601j -0.0328802+0.0144685j -0.0108133+0.00046713j -0.022575+0.00843713j -0.0542372-0.00615142j -0.0291192-0.00640084j 0.0098505-0.0118705j 0.0407826+0.0102974j 0.0696166-0.00368377j 0.0542257-0.00471447j -0.0114276+0.00269165j 0.14727+0.00776368j 0.017689-0.00987523j 0.0813687-0.0163927j 0.00110166-0.0135454j -0.0709247-0.00850745j -0.0967362-0.00935439j -0.0640861+0.0179984j -0.0431937+0.0122719j -0.0636054+0.00232357j 0.0247314-0.000964209j 0.0142712-0.0145897j 0.00519186+0.000819198j 0.00711339-0.00291122j 
0.00514628-0.00352574j -0.00109748+0.00727027j 0.0061812+0.000255385j -0.0110318-0.000549959j 0.0140282+0.00278703j -0.0019032+0.00348012j 0.0133261+0.00862745j 0.00644918+0.00243803j 0.0206875+0.00259694j 0.0319558-0.00658982j -0.00401179+0.00428977j 0.0272133+0.00371064j 0.0179788-0.00259249j 0.0124142+0.00635659j 0.010582+0.00326107j -0.0271506+0.00156194j 0.0290666-0.00187129j -0.00276702-0.00362915j -0.0117123+0.00511303j -0.00487435+0.00106344j 0.0251335-0.00420466j 0.0141179-0.00943903j 0.0392734+0.00412039j -0.0526583+9.60047e-05j 0.0302034-0.000814683j 0.0293252+0.0056394j -0.0317588+0.00263622j -0.0362014+0.00378715j 0.00530532+0.00894705j 0.0452119+0.00166999j 0.00319607-0.0162839j 0.0497746-0.0180568j 0.0162475+0.0016002j -0.0431397+0.000473061j 0.069767+0.00513361j 0.0995617-0.002101j -0.043571-0.000992107j 0.00923621-0.00134802j -0.0682466+0.00605296j 0.00431138+0.0113217j 0.0661196+0.0129547j -0.0856743-0.0127528j 0.0789917-0.0147171j -0.0353509-0.000139684j 0.0396215+0.00271141j 0.0316669+0.00374186j 0.0928721+0.000842175j 0.0556118-0.00620625j -0.0217282+0.00992664j 0.0595689+0.00585601j -0.0689241+0.0153077j 0.0101281-0.00626435j -0.00961838-0.00339457j -0.0222605+0.0067002j 0.00350917+0.0003302j 0.00757755-0.00585393j 
-1.8016e-05-0.00590589j 0.00360078+0.00306556j -0.00374721+0.00354412j 0.00345546+0.00494854j 0.00343583+0.000935865j 0.00168347+0.00261379j 0.003493-7.62387e-05j -0.00625925+0.00257636j -0.00515704-0.00220579j -0.0101686-0.000895446j -0.010468-2.59962e-05j 0.00893853+0.0033454j 0.0134676+0.00795191j -0.00143435-0.000523297j -0.0075318-0.000706168j 0.00201057+0.00226201j 0.0144513+0.00221689j 0.0253082+0.0080827j -0.00909382+0.00020215j 0.00426854-6.2509e-05j 0.0219425+0.00858531j 0.00215505+0.00208448j 0.00266308-0.00661988j -0.0303332+0.00900219j 0.00285058-0.000627122j -0.0498413+0.00879354j -0.0213992+0.0107128j -0.00676634-0.00903846j 0.00229655-0.0103651j -0.0474114-0.00226046j -0.0321856-0.00587655j 0.0388971-0.00585721j 0.0531357-0.00696063j 0.00523979+0.00438691j 0.0146032-0.0174444j 0.0374169-1.85963e-05j 0.0686847+0.00261255j 0.0349956+0.00162329j -0.0233727+0.000906531j 0.0018164-0.00427021j 0.0484264+0.00782991j 0.145563-0.00768307j -0.0157017+0.0216814j -0.0566886-0.00203557j -0.0650025-0.000843184j 0.0605517-0.0127876j 0.0125048-0.00533312j 0.0503887-0.0126537j -0.018562+0.0101142j -0.00600699+0.0102264j -0.0436095+0.00465609j 0.024056-0.00191479j -0.0183904+0.00281109j 0.00624284+0.00190165j 0.00807146-0.00491108j -0.00944392-0.000273236j 
