0.155897-6.93889e-18j 0.0761025+0.0167851j -0.0475283-0.0858521j 0.0167134+0.041845j -0.0088575-0.0289277j 0.0480139-0.0346134j -0.00891298-0.0267212j 0.00126742+0.0283118j 0.00935732-0.0117445j -0.0154384+0.00205057j -0.0140908-0.0364923j 0.0922544-0.00236099j -0.0139298-0.0703589j 0.0398158-0.0374383j 0.00290391-0.0529292j -0.00269264+0.00687302j 0.0292147+0.0348644j 0.00677423+0.00466064j 0.0248563-0.0851404j -0.0466341-0.0675264j -0.0110989+0.00415073j -0.0412515+0.0618343j -0.0202617+0.0468788j -0.0423783-0.0382071j -0.0189838-0.0564924j -0.0120874+0.00870859j -0.00861149+0.0321753j 0.00406305+0.0379545j 0.00816543-0.0166539j -0.00914136-0.0138407j 0.00554681+0.031102j -0.010433+0.0397026j 0.000728303-0.0784015j -0.00155652-0.00917859j -0.00576957-0.0457026j 0.0467574+0.0148352j 0.00733337-0.0818514j 0.00666239-0.0181547j -0.0272563-0.0429361j -0.0433854-0.0131594j -0.0359149-0.0122819j -0.0199983-0.0647747j 0.134936+0.0161077j 0.0088459+0.0642474j 0.0275582-0.0380225j 0.0561503-0.00571709j 0.0172267+0.0181525j -0.0298689+0.0193244j 0.0606662-0.0309045j -0.0453052-0.0175104j -0.00196561-0.01209j -0.00339793-0.00448108j -0.003762+0.000349788j -0.0138914+0.0364403j 0.12219+0.0597523j -0.00326474+0.0344843j 0.0173417-0.0406966j -0.126185-0.111499j 0.0451277+0.101515j 0.0636572-0.0638784j -0.126096-0.0352088j -0.0197204+0.328379j 0.170401-0.0478614j 0.0132794-0.0499943j 0.119859-0.0217784j -0.00859029+0.152771j -0.132913-0.0759709j 0.0923796-0.0192982j -0.172887-0.0767215j 
-0.0120874-0.00870859j -0.000435087-0.0268457j 0.00415014-0.00846401j -0.0370125+0.00154257j 0.0800022-0.00733602j 0.0366192+0.0156505j 0.0313118+0.0459342j -0.0375159-0.0117667j 0.16322+0.0281415j -0.134108+0.0553047j -0.0671076+0.00674696j -0.0645731-0.0288839j -0.0905708+0.000628338j -0.012926-0.0287489j -0.0734768-0.000821277j 0.0837114+0.045636j 0.0548349-0.0449128j -0.0413558+0.022128j 0.0332881+0.0837135j 0.025385+0.0847461j 0.0585677+0.0530439j 0.0716984-0.0738306j -0.00569785+0.05819j 0.0723022+0.00467417j -0.0556264+0.0253088j -0.0217271+1.91375e-14j 0.00125315-0.00183777j 0.0463326+0.0325659j -0.0538446-0.00725902j -0.0453089-0.0082858j -0.0793301+0.0366941j -0.06691-0.100694j 0.0266408-0.109303j -0.0882067-0.0253014j -0.0669486+0.0994535j 0.169868-0.138149j 0.053686-0.0344653j 0.044968+0.0207979j 0.0408286-0.0714352j -0.000173684+0.00586892j 0.0116115-0.0112461j -0.059894+0.00184751j 0.17179+0.0370685j 0.00861288-0.00338241j 0.00836314+0.0130257j -0.0273998-0.0898864j 0.0230576-0.0148643j 0.0496736-0.0290119j 0.00533504-0.0383668j 0.0147858+0.03474j 0.0184016-0.0580507j 0.0708176-0.0041864j -0.0351587+0.0565574j 0.0644984-0.110181j 0.00699987-0.0159127j 0.0752006-0.0989562j -0.0213188+0.0327461j -0.0605355+0.0589398j -0.0889588-0.0730135j 0.0425042-0.000366907j -0.00295362+0.0458872j -0.106671-0.0462646j -0.0098983+0.0368739j -0.00805786+0.0256635j -0.0435661-0.0521218j 0.00747475+0.0252436j -0.0201765+0.0210683j 0.0113346+0.0191645j -0.00132029+0.0198889j 
-0.00861149-0.0321753j -0.0169145-0.0116536j -0.00397218-0.097872j -0.0152593-0.080707j 0.00584118+1.02754e-06j -0.0120553+0.00763826j -0.00316532-0.0335787j -0.0603702-0.0914524j 0.0686695-0.0589458j 0.0620343-0.013781j 0.00639907+0.0381544j 0.00643847+0.0377213j -0.00905501+0.0452302j 0.0672384+0.0249189j -0.0192892-0.0972518j 0.0317283-0.0249556j -0.0536494+0.0283203j 0.0721303+0.0426483j 0.00638222+0.0446913j 0.0995705+0.0644456j -0.0699445-0.0169551j -0.00994796-0.00348709j -0.0524575-0.0592771j 0.0449896+0.0789758j -0.0760395-0.0317241j 0.00125315+0.00183777j 0.0304383+1.128e-15j -0.00418563-0.0104977j 0.00669199-0.00298728j -0.00486664+0.00251445j -0.0172865+0.0302453j -0.0851238+0.113223j 0.0768592-0.0331851j -0.0232995+0.0232896j 0.027827-0.107522j 0.083901-0.119042j -0.084967+0.00766531j 0.0443124-0.0962025j -0.0809539-0.0106915j 0.0110829-0.0215038j 0.114156-0.0436427j 0.00257804-0.00274503j 0.0920557-0.0299051j -0.0797382+0.0247423j 0.1003-0.0393629j 0.0203284+0.0528513j 0.0131776-0.0835976j -0.0577689-0.0893983j -0.00418905-0.0283243j 0.0442852-0.0385334j -0.0259197+0.0173846j -0.0115038-0.0177397j 0.0224251-0.149682j -0.0371696+0.0415806j -0.0232202-0.0391579j 0.00660123+0.032703j -0.0352797+0.151374j -0.0271326+0.0769899j 0.0349771-0.0301807j 0.139779-0.0209993j -0.0466495-0.0955938j -0.0180448+0.135385j -0.0456104-0.0606581j -0.0139827+0.106103j -0.0162047-0.0985215j -0.0508676+0.0664657j -0.0100348+0.00918267j 0.017933+0.0529988j -0.0473787+0.0429919j 
0.00406305-0.0379545j -0.0177983-0.00521413j 0.0883725+0.0374862j -0.00979465-0.0677293j -0.0421758-0.0272629j 0.044603+0.0889604j 0.0439196-0.070262j -0.050772-0.0334336j 0.0679525-0.115747j 0.0323512-0.064334j -0.0373452+0.07635j -0.0199159-0.152241j -0.0343654-0.0157347j 0.0740576+0.0193411j 0.0602547-0.0835128j 0.0473612-0.100806j 0.0711769+0.026287j -0.00648971-0.0340595j -0.00380701-0.0164222j 0.0210257-0.0255641j 0.0173308-0.0794087j 0.0781587-0.0433506j 0.0802433+0.091798j -0.0657439+0.0265821j -0.0529111-0.0687615j 0.0463326-0.0325659j -0.00418563+0.0104977j 0.277505+2.44249e-14j 0.0845414-0.0101295j 0.208734+0.0344771j -0.121365+0.0908779j -0.0765955+0.173254j -0.0596611+0.0695324j 0.0464266-0.00892468j -0.0411876-0.0677947j 0.0147924-0.0635876j -0.0186169-0.0497052j -0.0883084+0.0834506j 0.0357485-0.195289j 0.0110576-0.039225j 0.035219+0.0386854j -0.0955348-0.102697j 0.0457726+0.00900937j -0.0453383-0.0480376j -0.0549173-0.0801913j 0.0152201-0.080908j 0.00456372-0.0608788j 0.0636776-0.0246556j 0.0672891-0.0425468j 0.0375707-0.00132737j -0.0382246+0.00417458j -0.0195332-0.0130595j -0.0198177+0.0669279j -0.0355437+0.0244639j 0.0208041-0.0236868j 0.00296595+0.00483952j -0.0129352-0.0165607j 0.014448+0.00386615j 0.00753261-0.0744556j 0.00164553+0.0283158j 0.028522-0.00373264j -0.0206942-0.0122712j -0.0246227+0.128241j 0.00273276+0.0194617j 0.00983182-0.00239277j -0.00505281-0.00937723j -0.00754514-0.000245333j 0.0541816+0.0283405j -0.0329463+0.0329645j 
0.00816543+0.0166539j 0.00293855-0.0114185j -0.0180966-0.0512759j -0.00884021+0.0157947j 0.109761-0.0689897j -0.0323737-0.00904126j 0.0895978-0.0999471j 0.0761412+0.0280788j 0.037706+0.0465553j -0.125983-0.0739642j -0.00872213+0.00278936j -0.138081-0.133597j -0.116726+0.0255175j -0.0986548+0.0629495j 0.0398051+0.171926j 0.0353347-0.0362534j -0.0793626+0.00491931j -0.0481006+0.0181244j 0.0519442-0.045734j -0.0182759-0.0142842j -0.0445745-0.0386286j -0.107741+0.0421564j -0.0422081-0.0631503j 0.00905876+0.0923934j 0.000973505-0.0308708j -0.0538446+0.00725902j 0.00669199+0.00298728j 0.0845414+0.0101295j 0.493083+1.32703e-13j -0.0668795+0.00769318j 0.0369179+0.00555304j -0.0817882+0.119129j 0.0251639+0.0716666j 0.00855211+0.0274508j 0.00488292+0.0489461j -0.021534-0.0246497j -0.023161+0.122383j -0.00429166+0.0493014j 0.00874277+0.0376529j -0.0188672-0.0230756j -0.0103879-0.0528291j 0.138705+0.0121769j 0.00899732-0.0598182j 0.0196232-0.00284798j 0.0187767-0.0101482j -0.00825497-0.00816922j 0.00849736+0.031102j -0.0296223+0.00447717j -0.0580232-0.0167715j 0.0422192-0.0277991j 0.0111055+0.0804186j -0.00279956-0.0760698j 0.00394245+0.0342641j -0.00283201-0.0259351j -0.014858+0.0390854j 0.00106856+0.0222876j 0.00370914-0.0435921j 0.0167095-0.000870911j 0.00071479+0.0177119j 0.0468629+0.0198972j -0.022395+0.00575608j 0.0132346+0.00822769j 0.00398536+0.00191899j -0.0116076+0.00160987j -0.0487717-0.00899906j 0.0130509+0.032826j -0.00190329+0.0178783j -0.0247851+0.00238398j 0.00186892-0.037591j 
-0.00914136+0.0138407j 0.00554248+0.0222643j 0.0173895+0.0947736j -0.0169429+0.0722906j -0.101828+0.0381187j 0.053487+0.157777j 0.0643947+0.116058j 0.0478476-0.0226994j -0.0195364-0.0574849j -0.0554582+0.0906581j -0.101016+0.0537573j 0.000552641+0.052089j -0.0137079+0.0184646j -0.0182327-0.215096j -0.0247795-0.0499937j -0.00901393+0.068605j 0.0799543+0.090913j 0.00619621+0.035549j -0.0249714+0.0167326j 0.0120325-0.0510571j 0.0319369-0.0818286j 0.0600271+0.0492661j -0.107147-0.121182j 0.136773-0.0264957j -0.0707933-0.0352994j -0.0453089+0.0082858j -0.00486664-0.00251445j 0.208734-0.0344771j -0.0668795-0.00769318j 0.259651+6.82961e-14j -0.101571-0.0170384j 0.00370279-0.0883636j -0.0996039+0.0988474j -0.0516566+0.134143j 0.167926+0.0836834j 0.0307965-0.0282047j -0.153911+0.106523j -0.0392786-0.0802053j -0.0381831+0.0148021j 0.0430565+0.12667j 0.0219703-0.0821826j 0.0370385+0.0259737j 0.0587889-0.0839334j 0.0180181-0.0243592j -0.0542283+0.00701908j -0.00339302+0.122636j 0.0230032+0.0166871j 0.0097979+0.0501154j -0.0391735+0.0488929j 0.0487622-0.050482j -0.0146154-0.0510281j -0.0317647+0.113267j 0.0114553+0.0423953j -0.0195172-0.0395991j 0.00180084-0.0423089j 0.0125336+0.0471642j 0.0601816-0.041467j 0.0134326-0.062655j 0.0514236+0.0939803j -0.0133622+0.0206065j -0.0120706+0.0356115j 0.0254906+0.0268305j 0.00442852-0.0598484j -0.0221459-0.00991536j -0.0994575-0.0149866j -0.0656861+0.0479432j -0.0369704-0.0235594j 0.0130778-0.0362484j 0.0376702-0.0522484j 
0.00554681-0.031102j -0.0506678+0.00820442j -0.0109963-0.0431451j 0.0115137-0.0465949j -0.0809807+0.00852802j 0.00190288-0.0345858j -0.00713968+0.0224452j 0.022584+0.132591j 0.100342-0.00387888j 0.0341157+0.0524881j -0.100856+0.0412228j -0.00727206+0.0816477j 0.0956574+0.105639j 0.016386+0.0702409j -0.0880401-0.0514178j -0.0546231-0.0193648j 0.0693996-0.00110977j 0.0379494+0.0263817j -0.0739841+0.010646j 0.00322881-0.109203j 0.119259-0.0638868j 0.0832385+0.0404817j -0.00496033-0.081856j -0.0228175-0.0516928j 0.0684462-0.0347851j -0.0793301-0.0366941j -0.0172865-0.0302453j -0.121365-0.0908779j 0.0369179-0.00555304j -0.101571+0.0170384j 0.126441+2.11567e-14j 0.00561765-0.0973884j -0.0255527-0.0251149j -0.088355+0.182547j -0.132236+0.0881161j -0.049646-0.0412709j 0.074457-0.054398j -0.0808655-0.0924836j -0.0985008-0.0451041j 0.0903089+0.0196373j 0.0909748-0.016602j -0.0698976+0.0443444j 0.0856439-0.131812j 0.0132741+0.0292577j -0.0577134-0.0407414j 0.0101727+0.163697j -0.00833485-0.117228j -0.0367965+0.0421097j 0.0789673+0.0494551j 0.0123649-0.0633676j -0.0925939+0.0860823j -0.00860211+0.0105259j 0.00667836+0.0711641j -0.0363709+0.0479384j -0.0095577-0.114003j 0.000687224-0.0092111j 0.0377992+0.0523756j -0.0425717-0.0344328j 0.0274659+0.110591j -0.0804913-0.0020203j 0.00781537+0.0567323j 0.00297667+0.100447j -0.0106571+0.12198j 0.0183719-0.0751389j -0.0075507+0.0496452j -0.0774505-0.0356705j -0.0094142-0.0829779j 0.0584161+0.0179664j -0.0598146+0.0247887j 
-0.010433-0.0397026j -0.020097-0.010324j -0.0037163-0.0251468j 0.127667-0.00792574j 0.0408913+0.211211j -0.0118299+0.109182j 0.00720974-0.00511738j -0.0267172+0.0221928j 0.114788+0.0487657j 0.030807-0.0158381j -0.0189487-0.053593j -0.0618879+0.0217195j 0.0100864+0.0681041j -0.0393018-0.164805j 0.0115491+0.117882j 0.00100311-0.103914j -0.0979737-0.0117345j -0.0369558+0.0450718j 0.0795417+0.0621271j 0.0460753+0.00690736j -0.00499302+0.0428398j -0.0555343+0.0452194j -0.0119736-0.0140155j -0.0563857-0.0734572j -0.0532622-0.021418j -0.06691+0.100694j -0.0851238-0.113223j -0.0765955-0.173254j -0.0817882-0.119129j 0.00370279+0.0883636j 0.00561765+0.0973884j 0.0607516-8.32667e-16j 0.158508-0.0451128j 0.0587949-0.0645693j 0.0624331-0.0650937j -0.110777-0.0760146j -0.0694788-0.0304632j 0.0442092+0.0269761j 0.0405476+0.0594935j -0.0704311-0.0939522j 0.0122042-0.0622994j 0.0409794-0.0429j -0.0596294-0.0975148j -0.0345749-0.0093929j 0.00566183-0.139094j 0.0417677-0.0666074j -0.00971187-0.0621661j 0.0645471-0.0226529j 0.0358235+0.0238782j 0.0287704-0.038241j 0.0229758+0.0398313j -0.0736753+0.0122504j -0.00244915+0.0710458j -0.108528+0.0506498j 0.0234737-0.0327168j -0.00976718+0.00273203j 0.0196051-0.0412228j 0.0375661+0.005991j 0.0395259-0.0310661j 0.0513983+0.0587615j 0.0182863-0.00102479j 0.0142125+0.0348289j -0.00692238+0.0588775j -0.053789+0.0186894j -0.0490175-0.0178053j -0.0400885+0.0398237j -0.0185863+0.0111994j 0.00325748+0.0417074j -0.0543079-0.0001764j 
0.000728303+0.0784015j -0.0489531-0.0345063j -0.0181606-0.0435332j -0.00698765+0.0660354j 0.0681349-0.017891j 0.0106803-0.088119j -0.158968-0.0674438j -0.0132156+0.0615399j 0.106661-0.0285582j 0.0962177+0.00395575j -0.00987679+0.0952511j 0.0319608+0.0175193j -0.0641811+0.107119j 0.0129508+0.0218838j -0.0326705+0.00547197j -0.0914172-0.0242274j 0.0149004+0.0167874j 0.104644+0.0301917j 0.123628-0.0490034j -0.0741243-0.0795214j 0.0193034+0.0684164j 0.149886-0.0080394j 0.0518049-0.0106303j 0.0187255+0.120769j -0.15996-0.00976355j 0.0266408+0.109303j 0.0768592+0.0331851j -0.0596611-0.0695324j 0.0251639-0.0716666j -0.0996039-0.0988474j -0.0255527+0.0251149j 0.158508+0.0451128j -0.00433931+1.37043e-15j 0.107214-0.119844j 0.0598508+0.0467463j 0.00970789+0.0372372j -0.0403018-0.0294163j -0.0257878-0.125796j -0.0618305-0.00974402j 0.0993097+0.00263223j 0.062862+0.0366956j 0.0126082-0.0142706j 0.107125+0.0630706j -0.064442+0.0155098j 0.0246509+0.00669741j 0.0343609+0.0575027j 0.019832+0.0358114j -0.049128+0.0350903j -0.0212186-0.038083j 0.0659578+0.0316485j -0.00904628+0.00674065j 0.000652414+0.0184051j -0.00304681+0.0493406j -0.0436938-0.0577601j 0.0188694+0.0468318j 0.0111055+0.00381753j 0.0795793-0.0604134j 0.0352746-0.060256j 0.0410537+0.0377803j 0.100296-0.0218692j 0.0197435-0.00516184j -0.0121114-0.0505627j -0.0637689-0.114115j -0.0439074+0.0381401j -0.044918-0.0460952j -0.042426+0.0528533j 0.0210592+0.0160307j 0.0449344+0.0373922j 0.0533999-0.0514827j 
-0.00155652+0.00917859j 0.0460927+0.0173521j -0.0875675-0.0182871j 0.00987585+0.0232598j -0.0552255-0.0437386j -0.0133758-0.0201144j 0.0336919-0.0687948j 0.0590198-0.048173j 0.0262074+0.00422446j -0.0396002+0.107103j -0.0551353+0.0765023j 0.0105474+0.0161326j 0.0152055+0.024499j 0.0332136-0.0867055j -0.0868631-0.0947048j -0.000576802+0.0460624j -0.016642-0.0167707j 0.00418258-0.0665332j 0.0422046-0.0311108j -0.0109217-0.0632599j -0.0795437-0.0609202j 0.00439624-0.0454223j 0.0657248-0.00662499j -0.0938209-0.0526986j -0.0403222-0.00509525j -0.0882067+0.0253014j -0.0232995-0.0232896j 0.0464266+0.00892468j 0.00855211-0.0274508j -0.0516566-0.134143j -0.088355-0.182547j 0.0587949+0.0645693j 0.107214+0.119844j 0.210423+4.3382e-14j 0.0806625-0.0447861j 0.0819569-0.0403976j 0.0710813-0.137287j 0.00450755-0.109892j -0.0183648+0.0484038j -0.0296902+0.0235229j 0.0234352+0.00999469j 0.0759563-0.0438789j -0.0220902+0.0418331j 0.0170511-0.0104736j 0.0464052-0.0273268j 0.027408+0.0169669j -0.0196744+0.0275636j -0.00994111-0.000705404j -0.00242536+0.0374967j -0.0112499-0.0488095j -0.0191424-0.00706489j -0.0409903+0.0229212j 0.000825067-0.00625116j -0.0175236-0.100129j 0.0554904-0.0286188j 0.0100516+0.00626436j -0.0389929-0.038749j -0.026314-0.00739654j 0.000750835+0.0204929j 0.053613-0.0099862j -0.0488879+0.00235976j -0.0146963-0.0212515j 0.027775-0.0323057j -0.0280452-0.032425j -0.0434422+0.0128615j 0.00839832+0.00921995j -0.0235029+0.045966j -0.0178119-0.00054562j -0.0122198-0.0302598j 
-0.00576957+0.0457026j 0.0619484+0.0241427j 0.0832404+0.0767295j 0.00322284-0.0741329j -0.0613598+0.0390367j 0.0767599+0.0083946j -0.0459182+0.0425717j -0.152064+0.0377247j 0.000629352-0.0857409j 0.0122725-0.0816132j 0.0238512-0.0147142j 0.038545+0.0419592j -0.071861-0.228408j 0.0346499-0.0923853j -0.0230766-0.0211203j 0.0445522-0.0177092j 0.0489784-0.0830195j -0.0959188+0.0156726j -0.105017+0.0887896j -0.0816377+0.0553947j 0.071706+0.110372j -0.0462003-0.0365175j -0.0187225-0.0572841j 0.0595731+0.149956j 0.0427226-0.0456944j -0.0669486-0.0994535j 0.027827+0.107522j -0.0411876+0.0677947j 0.00488292-0.0489461j 0.167926-0.0836834j -0.132236-0.0881161j 0.0624331+0.0650937j 0.0598508-0.0467463j 0.0806625+0.0447861j -0.0765765+4.17583e-14j -0.0207579-0.0544921j -0.035343-0.0660811j 0.114573+0.0178945j -0.0637537+0.0511102j -0.0674027+0.057179j -0.019679-0.151596j 0.0533326+0.00826786j -0.0493245-0.0238155j 0.0582481+0.0250117j 0.0486172+0.112658j 0.0188728+0.00108484j -0.0152846+0.0172724j 0.00231512+0.000722659j -0.0193455-0.0231187j -0.0527412+0.0141739j 0.111344-0.00751243j -0.022643-0.0377335j 0.00387049-0.0658101j 0.0138426-0.0137243j -0.0654627-0.0590314j -0.00808615+0.024774j 0.0270809-0.00109007j 0.0643598-0.00346414j -0.0325298+0.021836j -0.0121268+0.00135429j -0.0971267+0.00601487j 0.0230512+0.0379525j 0.0457751+0.0606774j 0.0517531-0.0627481j -0.00328989-0.0281964j 0.036188+0.0564892j 0.00408401-0.011687j -0.0321451-0.00751291j -0.00638189-0.0670887j 
0.0467574-0.0148352j -0.00570179-0.0954685j -0.0691612-0.076482j -0.0452026+0.09301j -0.0134663-0.14285j -0.113616-0.0084539j 0.0315646+0.0612548j 0.190611-0.0639457j -0.0703725+0.146943j -0.0950642-0.0157643j 0.0278811+0.133873j 0.107428+0.112767j -0.0142342+0.175404j 0.0236267-0.0603081j -0.0822406-0.0617834j -0.0233077-0.0296327j -0.063526+0.107497j -0.00753028+0.0963801j -0.0432971-0.00833827j 0.0134719+0.0818316j 0.00592816+0.0620011j 0.0781541-0.0136967j -0.103805-0.035627j -0.0140588-0.0678624j 0.0654343-0.0175718j 0.169868+0.138149j 0.083901+0.119042j 0.0147924+0.0635876j -0.021534+0.0246497j 0.0307965+0.0282047j -0.049646+0.0412709j -0.110777+0.0760146j 0.00970789-0.0372372j 0.0819569+0.0403976j -0.0207579+0.0544921j -0.117499-2.9126e-14j 0.0205417+0.0253297j 0.0101911-0.104352j 0.00905437-0.0464299j 0.0821093+0.0857818j 0.0474179-0.0448924j -0.0341226+0.0236626j 6.22089e-05+0.0849906j -0.0276994+0.0130566j 0.0113056+0.103807j 0.0337437-0.0900065j -0.014897-0.0453109j 0.0351851-0.046205j 0.122248-0.0627553j -0.0786341+0.0982904j 0.073086-0.0304304j 0.0206544-0.0486866j 0.0435385-0.0683497j -0.0659045+0.0628109j -0.161587+0.00421381j -0.0576231-0.0224583j 0.0267778+0.0143432j 0.0550888+0.0337704j -0.0221852+0.00847589j 0.00730276-0.00781551j 0.0237342+0.0253527j 0.0314512+0.0335546j -0.0235378-0.0262174j 0.109347+0.00931561j 0.0577823-0.0328148j -0.0145264+0.0142659j 0.0641232-0.103837j -0.00284625+0.042425j -0.0310322-0.00118832j 
0.00733337+0.0818514j 0.00188982-0.00579368j -0.0810116-0.0269749j 0.0114444+0.020905j 0.0565033+0.00948725j -0.0823467-0.100672j -0.0981243-0.0839798j -0.00406533+0.0257461j 0.179678+0.0698721j 0.00845839+0.0414279j -0.120209+0.0798241j -0.00751878-0.0371749j 0.0158681+0.101799j 0.0218494+0.0304224j -0.0194081-0.101169j 6.27659e-05+0.0340696j -0.0719365-0.0800284j -0.0169389+0.0546391j -0.00868616+0.003981j 0.0509332+0.0379335j 0.0764663+0.0290118j 0.0449305-0.052086j 0.0152703+0.191405j -0.00689256-0.0309692j 0.0475395-0.0068189j 0.053686+0.0344653j -0.084967-0.00766531j -0.0186169+0.0497052j -0.023161-0.122383j -0.153911-0.106523j 0.074457+0.054398j -0.0694788+0.0304632j -0.0403018+0.0294163j 0.0710813+0.137287j -0.035343+0.0660811j 0.0205417-0.0253297j 0.161833+2.0331e-15j 0.041854-0.00560826j -0.0443444-0.0128072j 0.0401547+0.0173716j -0.0975026+0.000664729j 0.0633112-0.020291j -0.0221622-0.0396809j -0.01476-0.0584912j 0.0847475+0.0325548j -0.0161164+0.0132847j -0.0152576-0.031056j 0.000213486-0.0272702j -0.0756519-0.00699991j 0.015092+0.0121525j 0.00349384+0.0401617j -0.053528+0.0542705j 0.020783-0.0137966j 0.0504982-0.0677329j 0.0131142+0.0520913j -0.00886557+0.0617151j 0.0423218-0.0116027j -0.0249972-0.0503243j 0.0228241-0.0171244j -0.0534825+0.0547733j 0.00215687+0.0528919j -5.76488e-05-0.0289968j 0.0519825+0.0126433j -0.0466022-0.0218157j -0.0327818+0.0240491j -0.0320161+0.0587382j -0.0416726-0.0385624j -0.0477006-0.0342138j 0.0287004-0.0127497j 
0.00666239+0.0181547j -0.0426906-0.013113j -0.100762-0.0410798j 0.0366896+0.0499503j -0.051427+0.0854265j 0.074203+0.0346996j -0.0208182+0.0594278j 0.0143279+0.0937388j 0.0808502-0.0594296j 0.00274817+0.17225j -0.106918-0.00240739j 0.0194439+0.0712455j 0.14189-0.0640481j -0.0769479-0.0732978j 0.0307234+0.0243816j 0.0312261-0.0218845j 0.0512539-0.0761129j -0.0523056+0.174765j -0.0437677+0.0460347j 0.0143111-0.0943474j 0.0920339-0.0367848j -0.0355976+0.0393752j 0.140236-0.102492j -0.00280119-0.107696j 0.111144+0.0533728j 0.044968-0.0207979j 0.0443124+0.0962025j -0.0883084-0.0834506j -0.00429166-0.0493014j -0.0392786+0.0802053j -0.0808655+0.0924836j 0.0442092-0.0269761j -0.0257878+0.125796j 0.00450755+0.109892j 0.114573-0.0178945j 0.0101911+0.104352j 0.041854+0.00560826j 0.0959152+1.79856e-14j 0.00947482-0.00586504j -0.0429355+0.119394j 0.156653-0.0473598j 0.055188+0.0655938j -0.0335348-0.024488j -0.020228+0.0274099j 0.0180961-0.0212379j 0.00991398-0.0986471j 0.0200209-0.0720091j 0.0405309-0.0701698j 0.0834851-0.0962886j -0.060703-0.0496601j 0.0389414-0.0851911j 0.0141199-0.0743159j 0.00459442-0.0113609j 0.0822878-0.0201475j -0.00435908+7.81734e-05j 0.11179-0.0408781j -0.142387+0.0431389j 0.061726-0.0108346j -0.0790382-0.0723072j 0.137125-0.0412039j -0.149233-0.0285339j -0.0606423-0.0557341j -0.00179374+0.0144404j 0.0176493-0.0510884j 0.0198955-0.0749303j 0.135431+0.0225895j 0.0632999+0.108052j -0.0455016-0.0204773j 0.00945677-0.0672256j 
-0.0272563+0.0429361j 0.0804666-0.0380483j 0.0501422-0.0333176j -0.0597711-0.178194j 0.0668096-0.00917965j -0.00286071-0.0149971j -0.00483061+0.0974283j -0.0684325+0.00679818j -0.0719476-0.0506084j -0.0376841-0.0680247j -0.0264214-0.0144811j 0.0899686-0.152218j -0.0386024+0.110562j 0.000620281-0.0308685j 0.0427032+0.0395977j -0.0463739+0.0095557j -0.103924+0.0230717j 0.000810297+0.00705335j 0.0586152+0.0708675j -0.0418661-0.155633j 0.0546294+0.00930609j 0.0773648+0.0773899j 0.0529258+0.0427671j 0.106206+0.00254219j -0.115753+0.0473561j 0.0408286+0.0714352j -0.0809539+0.0106915j 0.0357485+0.195289j 0.00874277-0.0376529j -0.0381831-0.0148021j -0.0985008+0.0451041j 0.0405476-0.0594935j -0.0618305+0.00974402j -0.0183648-0.0484038j -0.0637537-0.0511102j 0.00905437+0.0464299j -0.0443444+0.0128072j 0.00947482+0.00586504j 0.0423783+2.91434e-15j -0.00490325+0.0150595j 0.0427049+0.00801125j 0.0586813-0.0763635j -0.0457397-0.06736j -0.00619896-0.0368926j 0.0178534-0.109183j 0.0467578-0.0226488j 0.0104098-0.052383j 0.120465-0.00850235j 0.0953723+0.0128994j -0.0028702-0.0386556j -0.0279834+0.0568467j -0.0958209+0.0634873j 0.0116492+0.11786j -0.079575+0.0992804j 0.0640126+0.0348023j 0.000407814-0.0223278j -0.0982602-0.0167338j -0.0154549-0.0517458j 0.0181904+0.102371j 0.0251509+0.0376975j 0.0266697+0.00449824j -0.0128454-0.0111041j -0.022134-0.0523819j -0.0404295-0.027106j -0.0720662+0.0771869j -0.0337863-0.0427919j 0.0777075-0.00172631j -0.0738111+0.0467651j -0.0793725-0.00755337j 
