0.156861-0j 0.0532972-0.00630614j -0.026378-0.104405j -0.0264708-0.0783792j 0.00812595-0.067537j 0.0602884+0.0644771j 0.00222494-0.0116504j -0.094184-0.0186606j -0.0175084+0.0283543j -0.000768163-0.00379503j 0.0118407+0.0199526j 0.0266262+0.0176599j 0.0309634-0.0102385j -0.00262883-0.0298716j -0.0152815+0.0153137j -0.0485908-0.0272578j -0.0151429-0.00543476j 0.0071003-0.0355246j 0.00599689+0.0366159j 0.00852593-0.000476918j -0.00895495-0.0428875j -0.0427794-0.0364544j 0.00319612+0.0387678j -0.0514865+0.0029795j 0.0802359-0.147849j -0.0687866-0.060239j 0.135375+0.0537688j -0.0833028+0.114707j 0.118875+0.011081j -0.0629889-0.000251014j -0.00694831-0.106061j 0.0471758+0.0045044j -0.0202412+0.0107449j 0.0377979-0.045392j 0.0402238-0.0238987j -0.0335524+0.0737463j -0.0237807+0.00628268j -0.00831544+0.0200054j 0.054479+0.0035848j 0.0214584+0.0416914j 0.000758167+0.0172632j -0.0641313+0.0108144j -0.127368+0.0267759j 0.018152-0.0581794j -0.0277841-0.104008j 0.074198+0.249828j -0.11432+0.270474j -0.151987-0.11887j 0.035744+0.0841753j 0.149909+0.0940591j -0.0952329+0.0177666j 0.133563+0.0112638j 
0.0471758-0.0045044j 0.0663931+0.0658468j 0.0306131+0.110203j -0.0181793+0.106574j 0.0880119+0.00344516j 0.0913845+0.128914j 0.0408156-0.00919892j -0.049456+0.0217257j -0.0192459-0.0900374j -0.0300067+0.0198172j 0.0470633-0.0315917j 0.0202376+0.00493573j -0.0287277+0.0211494j -0.125243-0.0133936j 0.0111845+0.0786905j -0.0463707+0.0136964j -0.0483684+0.0363217j 0.0154882-0.0176433j 0.135709+0.158771j -0.106497+0.00345323j 0.122447-0.00845772j 0.0064321-0.117105j 0.0697479+0.0341669j -0.00282513-0.0982965j -0.0116468+0.163552j 0.122777+0.0457856j -0.0771594-0.0309586j -0.0586284+0.0423031j -0.0665178-0.033518j 0.0743099-0.126713j 0.116888+0.00581099j -0.00546481+1.08073e-14j 0.0155385-0.0658151j 0.117087+0.0156232j 0.0280847+0.0228117j 0.0644529-0.0960589j -0.0808666-0.0770491j 0.031095-0.00544143j -0.0835894-0.0234432j -0.0364062-0.00855575j -0.00878081-0.0645561j 0.113858+0.0450553j 0.0650481+0.026787j -0.336982+0.201999j -0.122594+0.00871042j 0.0686838+0.00171991j 0.00164-0.00480791j -0.00166264-0.0440828j -0.0555177+0.0248184j 0.00165669+0.0741943j 0.0125527-0.0216115j 0.0628395+0.0715371j 
-0.0202412-0.0107449j -0.106386-0.0151749j 0.117982+0.0567395j -0.046756-0.0333707j 0.0454377-0.16632j 0.071103-0.0390766j 0.00659123+0.0378736j -0.0384838-0.0286939j -0.0708168-0.00782886j 0.0117713-0.108046j 0.0047117-0.0683908j -0.124767+0.0355778j 0.0104872+0.0271654j 0.0865306+0.0469132j -0.0778468+0.0127306j 0.0269397+0.0824218j 0.170741-0.0247407j -0.0436692-0.0249703j 0.0962236+0.146858j 0.0384889-0.0267987j 0.0576082+0.0137234j -0.0427402+0.0155167j -0.00202443-0.213097j -0.080786-0.0407646j -0.0135812+0.0925318j -0.0810537+0.0980311j 0.137582-0.0329238j -0.0167118+0.0117792j -0.0590928+0.0233699j 0.003385-0.0160851j 0.0709731-0.038202j 0.0155385+0.0658151j -0.0658138+5.6375e-14j 0.214647-0.0778983j 0.111679+0.0697566j -0.0538853-0.0341359j 0.00275139+0.0053046j 0.0252708+0.0903699j 0.0544761-0.00706652j -0.0728275+0.032836j -0.0852589-0.0790077j -0.084686+0.000332025j 0.0243653+0.108779j 0.0306024-0.0272933j 0.11368-0.0328202j -0.146119+0.141854j 0.0188002-0.0800632j -0.156881+0.0520325j 0.0640948-0.0576831j 0.0175207-0.08479j -0.0184508-0.00913408j -0.0210454-0.0620926j 
0.0377979+0.045392j -0.00177218+0.00687578j -0.0246829-0.0173579j -0.00872097+0.0552878j -0.0630759+0.0902684j -0.0190464-0.0139058j -0.0375765-0.0611694j -0.0154273-0.015681j -0.0299898+0.044619j -0.0229372+0.182673j 0.00684952+0.0998144j -0.098214-0.09778j -0.054648+0.0159552j -0.0282472-0.0283329j 0.0457977-0.0467555j -0.10741-0.0522291j 0.0423234+0.0260459j -0.0827425+0.0146405j 0.0786647+0.0108963j -0.0561006+0.0421262j 0.0508112-0.091301j -0.052913+0.0913635j 0.20509+0.00100422j -0.0218674-0.0220657j 0.0176181-0.0933758j -0.0237588+0.040827j -0.0375757+0.0842472j -0.0126462-0.0228776j 0.0395992+0.0370657j -0.0795451+0.0448397j -0.0979971-0.00311109j 0.117087-0.0156232j 0.214647+0.0778983j 0.0449494-1.37529e-14j -0.0534155-0.0753646j 0.0462588-0.0288892j -0.0261891-0.0551301j 0.00401707-0.0690411j -0.00871235-0.0373437j 0.122258+0.00238409j 0.0278468-0.0304321j 0.0105984+0.0616422j 0.0300499+0.195495j 0.0368295+0.0401213j -0.0239011+0.0299855j 0.0744861-0.0603979j -0.0542889-0.0861684j -0.00644439+0.0372897j -0.0993144-0.130496j -0.0893125+0.0355252j 0.00335645+0.0433636j -0.0332606-2.77642e-05j 
0.0402238+0.0238987j 0.0183399+0.0757504j 0.0881229-0.0425437j -0.0359233-0.133708j 0.0488076+0.0808542j 0.0339725-0.103303j -0.0585952-0.0120698j -0.00499218+0.0806134j -0.0654246+0.0017357j 0.0378257+0.0628659j -0.00802216+0.00637896j 0.04872+0.13196j 0.0368485-0.0222566j -0.0748529+0.114351j -0.0219157+0.0529699j 0.022133+0.0614432j -0.0379994-0.059226j -0.0175931-0.0139042j 0.12169-0.0914195j 0.0363914-0.077711j 0.063309-0.0249267j 0.00452535-0.0244849j 0.0853498-0.0410273j -0.0306472+0.171992j 0.0523167+0.0682535j 0.0683366+0.0372343j 0.0260109+0.0559514j 0.0898635-0.0620829j -0.0832541+0.0100866j 0.0853518+0.0381164j -0.024741+0.00783709j 0.0280847-0.0228117j 0.111679-0.0697566j -0.0534155+0.0753646j 0.0671606+4.6213e-15j 0.0684405+0.0347629j 0.165111+0.0492003j -0.00279909+0.00489866j 0.0848269-0.0641779j -0.159517+0.0439587j -0.316315+0.18214j 0.132792-0.0647297j -0.00517614+0.0407689j -0.00563759-0.0179035j -0.0116733+0.110204j -0.0660176+0.014964j 0.0281821+0.000236087j 0.0125549-0.0105658j 0.010006-0.0469914j -0.00729003+0.0357004j 0.0344634+0.0477912j -0.0344218+0.0446153j 
-0.0335524-0.0737463j -0.0757477-0.0167013j 0.00789649+0.0844337j 0.0648483+0.0408542j -0.0206243+0.00565049j -0.0344358-0.00980453j 0.0261356-0.0263566j 0.0623528-0.0179692j -0.0271177-0.018403j -0.0374853-0.0482447j 0.00672085+0.039271j -0.00775188-0.015329j 0.107536-0.0342734j -0.0921511+0.0204771j -0.0884692+0.00909781j 0.0430441-0.0740962j 0.00708174-0.0387756j 0.0284929-0.155947j -0.0131988+0.0551375j 0.0553642+0.0706907j -0.067333+0.0561564j 0.0869334+0.0552515j 0.0578178-0.025277j 0.022867+0.00251798j -0.0299764-0.0393836j 0.0109828+0.102854j -0.0523532-0.038544j -0.0906532-0.0556715j 0.100334-0.0295279j 0.0674063+0.021447j -0.0296991-0.0411834j 0.0644529+0.0960589j -0.0538853+0.0341359j 0.0462588+0.0288892j 0.0684405-0.0347629j 0.270115-9.4369e-16j -0.130045+0.00332961j -0.0490947+0.0533648j 0.199762-0.163238j 0.0675522-0.0582356j -0.0538532+0.0394909j -0.0819583-0.004834j -0.0620699-0.00531513j 0.0215942-0.0162336j -0.0566773+0.0376945j 0.0115079-0.0306319j -0.0438157-0.0160163j -0.0105904-0.0232722j 0.00237421+0.0478612j 0.0615159-0.102968j 0.0335384-0.0366156j -0.00839089-0.0137972j 
-0.0237807-0.00628268j 0.0228105-0.0205147j -0.0386744+0.0266899j 0.0929839-0.0240174j -0.0544581+0.0207052j 0.00627589-0.0519979j 0.0619599-0.0282322j -0.0273266-0.080108j 0.0341237-0.0414632j -0.0411973+0.172414j -0.107938+0.029004j 0.0162264-0.132211j 0.0342804+0.0442232j -0.0827917+0.0415195j 0.0317563+0.040938j -0.104611+0.00414297j 0.0477711+0.12552j -0.0308217-0.108411j 0.00811566+0.0486136j -0.018891-0.0408149j -0.0325444+0.161654j -0.00748622-0.132213j 0.0266278+0.136616j -0.0923141+0.0772761j -0.00506795+0.0126642j 0.00471699-0.0302849j 0.10443+0.00180638j 0.133066-0.0189317j 0.0366086+0.0239244j 0.024513+0.0257549j -0.123199+0.0115854j -0.0808666+0.0770491j 0.00275139-0.0053046j -0.0261891+0.0551301j 0.165111-0.0492003j -0.130045-0.00332961j 0.126555+5.8703e-15j 0.0208379+0.0475532j -0.0166618-0.00757872j -0.191591+0.0541735j 0.126086-0.148792j 0.0302667-0.0531801j 0.0261499+0.00835264j 0.0422656+0.0410479j 0.0168942+0.0256263j 0.0293013-0.0148304j 0.0971976+0.00594953j 0.0157304-0.0344534j -0.00237371-0.000147092j -0.0207494+0.0154228j 0.042476+0.00282121j -0.0292072+0.0609267j 
-0.00831544-0.0200054j 0.0438213+0.0141603j -0.0730058+0.0619095j 0.0792921+0.0431414j 0.0428516-0.00982988j -0.0629364-0.040301j 0.0395192+0.191888j 0.162942-0.108026j -0.0465276+0.103324j -0.0109515-0.056017j -0.0188441-0.0747488j -0.00721583+0.00556629j 0.0249671+0.00454947j -0.0787279+0.0696122j -0.0228987-0.0439848j -0.0815762-0.0554223j 0.197564+0.0443199j -0.187284+0.0463189j -0.0532323-0.0762365j -0.141663+0.0743801j 0.0777585-0.0343054j 0.0338517+0.0422254j -0.051971-0.0478191j 0.108352-0.0168449j 0.00947495-0.162887j 0.0477568+0.11733j 0.0129559-0.158443j 0.0122821-0.0438677j -0.0325589-0.0554006j 0.059508-0.0519466j 0.13986-0.0115908j 0.031095+0.00544143j 0.0252708-0.0903699j 0.00401707+0.0690411j -0.00279909-0.00489866j -0.0490947-0.0533648j 0.0208379-0.0475532j 0.0912635+3.29597e-16j -0.125134+0.0589515j 0.0522299-0.0147951j 0.0724348+0.0271377j -0.093687-0.039524j 0.0524004-0.00854485j 0.0449857+0.0359413j -0.0585726+0.00679675j -0.143024-0.0558024j -0.07803+0.0313868j -0.061448+0.0213179j 0.0638665-0.0117393j 0.117986-0.0315709j 0.0354089-0.00614717j 0.00521493+0.0776832j 
0.054479-0.0035848j -0.00928926-0.0864158j 0.0198315-0.0660213j 0.0106919-0.096815j -0.0157664+0.132479j 0.0153435+0.00685918j 0.0227636+0.010397j 0.0154633-0.0790139j 0.0412765-0.0640118j -0.102995+0.0062141j -0.026254-0.0256966j -0.0210143-0.0881586j -0.00188115-0.128006j -0.184522-0.169125j -0.0457638-0.0268702j -0.11108+0.0530487j 0.0836311+0.0288487j 0.0118083+0.00669828j 0.110735+0.0826493j -0.0551589+0.0358528j -0.0518474+0.0486705j 0.0266633+0.0296789j 0.0337353+0.0848632j -0.0442012+0.00386881j -0.0994682-0.125285j 0.0527962+0.0390439j 0.034542-0.0309359j -0.0521066-0.054979j -0.0270065+0.0340147j -0.0626536+0.0178567j 0.049804+0.0722517j -0.0835894+0.0234432j 0.0544761+0.00706652j -0.00871235+0.0373437j 0.0848269+0.0641779j 0.199762+0.163238j -0.0166618+0.00757872j -0.125134-0.0589515j 0.202493+1.26288e-15j 0.0954114+0.0152009j -0.162599-0.0303975j -0.039213+0.0145693j -0.0460281+0.0421128j 0.052177-0.00321353j 0.0436702-0.0367635j -0.0329997-0.0429417j -0.0310817+0.0727733j -0.0293546-0.0104025j -0.0149502-0.0284604j 0.0394915+0.0138433j 0.0123929+0.00541783j 0.0220549-0.00932559j 
0.0214584-0.0416914j -0.00712336-0.0534358j 0.0610944+0.0148838j -0.0339492-0.0450362j 0.0110732+0.0406863j -0.0547459-0.0463344j 0.0255488-0.0774664j 0.148987+0.229723j -0.0501012-0.0691817j 0.0124806-0.111018j 0.0228523-0.0308893j -0.087854-0.0271858j -0.11681-0.111777j 0.0578387+0.111943j 0.0665007+0.0551518j -0.095716+0.088295j -0.0831043+0.0704516j -0.0940871-0.0608217j 0.117108+0.0368564j 0.0424994+0.0157578j 0.0941063+0.0389616j 0.0350963+0.0981528j -0.146169-0.10906j 0.0681045+0.0127778j -0.0247568+0.103784j -0.0647154-0.158901j -0.0209781-0.0605588j -0.00203372-0.0905151j 0.22187-0.0422549j -0.0114085-0.0601369j -0.0803702+0.00580829j -0.0364062+0.00855575j -0.0728275-0.032836j 0.122258-0.00238409j -0.159517-0.0439587j 0.0675522+0.0582356j -0.191591-0.0541735j 0.0522299+0.0147951j 0.0954114-0.0152009j 0.0079953+2.20657e-15j 0.0314841-0.0270744j -0.072309-0.028124j 0.0586014-0.00941962j -0.0383608-0.0345026j -0.0266015-0.0302349j 0.00077326+0.0237839j 0.0454083-0.0144949j 0.0894885+0.0507194j -0.0730463+0.0328543j 0.0129585-0.00567111j -0.00759772-0.0269171j 0.0248498-0.0244967j 
0.000758167-0.0172632j -0.0136872+0.0060437j -0.0212692-0.0968297j -0.1237-0.0362888j 0.0413093+0.0382573j -0.0563379-0.13071j -0.137644-0.0873312j -0.0699705-0.0328949j -0.125051+0.0411596j -0.0687962+0.0924144j 0.123949+0.00816875j -0.0400183-0.0809272j 0.0177675+0.0189661j -0.0517348-0.0580527j -0.01619+0.108378j -0.076474-0.158264j -0.0736471+0.108343j 0.0109131-0.0212912j -0.0427312-0.0092276j -0.011475-0.10602j 0.0250676+0.189425j -0.00227106-0.0376384j 0.0386671+0.0711834j 0.0226056-0.0520864j -0.0736971+0.0216484j 0.0281835-0.00921518j -0.0121615-0.00677083j -0.0817393-0.0454883j -0.110774-0.0170609j 0.00877003-0.0414852j 0.0590167+0.0633051j -0.00878081+0.0645561j -0.0852589+0.0790077j 0.0278468+0.0304321j -0.316315-0.18214j -0.0538532-0.0394909j 0.126086+0.148792j 0.0724348-0.0271377j -0.162599+0.0303975j 0.0314841+0.0270744j -0.0332987-4.16334e-16j -0.0501632-0.0126902j -0.0578786+0.000226048j 0.0540672-0.0160104j -0.0476754-0.00736083j -0.0306343+0.000455154j -0.0757926+0.017612j -0.0756934+0.0136009j 0.0240255+0.000215514j 0.0370675-0.055715j -0.0145576-0.0455657j 0.0104967-0.0272075j 
-0.0641313-0.0108144j 0.0108768-0.0101997j -0.0314506+0.00429069j 0.0437802+0.0546278j 0.022533+0.0374919j 0.0516391-0.0837612j -0.0233891+0.136824j -0.00901073-0.0602262j -0.00527138-0.057037j 0.0589465-0.0520528j 0.0988936+0.0974216j 0.0220983-0.120006j 0.115174+0.0371144j -0.0411139-0.166082j -0.0359711-0.126663j -0.0122662-0.165486j -0.107065-0.0257827j -0.0337997-0.020146j 0.0476626+0.0135667j -0.00209497-0.00728396j 0.127858-0.0293458j -0.012859+0.190838j -0.0459384-0.0100307j 0.0916267+0.00380916j -0.00734287+0.0732243j -0.0470603-0.0512265j 0.00584252+0.00152083j 0.0436715+0.00905787j 0.0260924-0.0888902j 0.0558139-0.00213974j 0.0958159+0.0292958j 0.113858-0.0450553j -0.084686-0.000332025j 0.0105984-0.0616422j 0.132792+0.0647297j -0.0819583+0.004834j 0.0302667+0.0531801j -0.093687+0.039524j -0.039213-0.0145693j -0.072309+0.028124j -0.0501632+0.0126902j 0.180948-6.60166e-14j -0.0111306-0.0273069j 0.0693225-0.0372728j -0.173896+0.0176915j -0.13096+0.0953531j 0.0335614-0.0203872j 0.119491+0.107138j -0.00672151+0.0235835j 0.00500509+0.030653j -0.0345747-0.047476j 0.0331192-0.0449458j 
-0.127368-0.0267759j 0.0467147-0.106088j -0.111246-0.142291j -0.13932+0.0168278j 0.0472739+0.100409j -0.021821-0.0761778j -0.0259975-0.00988536j -0.16967-0.172411j 0.02095+0.0971453j 0.15334+0.0601737j 0.0367216+0.103425j -0.170666-0.10441j 0.0351078+0.197989j -0.0106125-0.00120828j -0.00709875-0.0077566j -0.0679025+0.0676861j 0.0159339-0.034989j 0.0614388-0.0176698j -0.00647577+0.0514j -0.0551053+0.0540527j 0.0825133-0.0603303j 0.00557575+0.00404803j 0.0205052-0.0242771j -0.0300222-0.053091j -0.0334919+0.00421634j 0.0287874+0.0173569j 0.00249321-0.00344298j -0.0816105-0.0203134j -0.00233948+0.0205619j 0.0254209-0.00171816j 0.121489+0.0596231j 0.0650481-0.026787j 0.0243653-0.108779j 0.0300499-0.195495j -0.00517614-0.0407689j -0.0620699+0.00531513j 0.0261499-0.00835264j 0.0524004+0.00854485j -0.0460281-0.0421128j 0.0586014+0.00941962j -0.0578786-0.000226048j -0.0111306+0.0273069j 0.149819+2.66454e-15j 0.0111296+0.0151781j 0.10073+0.0281472j 0.0396434-0.00911796j 0.0315931-0.0011703j 0.0360742-0.0357991j 0.0309543+0.00714577j 0.00524365-0.00870918j -0.00328693-0.00390211j -0.00408752-0.00238743j 
0.018152+0.0581794j -0.0176171-0.192717j 0.0544078+0.178335j 0.0443145+0.242924j 0.193485+0.0629348j -0.00508694-0.129375j -0.167925-0.0070064j 0.0877381+0.0533176j 0.0874995-0.0439543j 0.0359441+0.0629986j -0.108011+0.0643861j -0.0243222+0.0101253j -0.122159+0.0944235j -0.00293654+0.0853994j 0.000974514+0.0732962j 0.0612123-0.0177192j 0.0428031-0.0264388j -0.123805+0.0238182j 0.0327813-0.0576879j -0.0540292-0.173696j 0.0462723-0.0535501j 0.000345774-0.040669j -0.0038864+0.043936j -0.0116471+0.0867502j -0.0952431-0.0954893j 0.00335428-0.0186943j -0.016493+0.0752722j -0.10291-0.024054j 0.0774192+0.00387763j -0.0302668+0.0308819j -0.204127-0.0484754j -0.336982-0.201999j 0.0306024+0.0272933j 0.0368295-0.0401213j -0.00563759+0.0179035j 0.0215942+0.0162336j 0.0422656-0.0410479j 0.0449857-0.0359413j 0.052177+0.00321353j -0.0383608+0.0345026j 0.0540672+0.0160104j 0.0693225+0.0372728j 0.0111296-0.0151781j 0.171435+2.11636e-15j -0.022608-0.0212914j 0.01415+0.00169385j -0.076599+0.074j 0.00613032+0.0226003j 0.00133457-0.0539913j 0.0671467-0.0179851j -0.00306562-0.0686832j 0.0140812-0.0451219j 
-0.0277841+0.104008j -0.0930739-0.0623434j 0.15812+0.0270545j 0.0896007-0.181115j 0.0305407-0.17354j -0.0962962-0.171733j -0.0510213-0.0374987j -0.111233+0.0124495j -0.110758+0.125669j 0.0131193+0.0112463j -0.10954+0.0213707j 0.0489772-0.00211697j -0.0712685-0.101293j -0.00685083+0.135554j 0.0424655-0.00278575j 0.170219-0.043378j 0.0859466+0.0420326j 0.104406-0.091425j -0.129645+0.00502369j 0.0243674-0.0444135j -0.0495268+0.047815j 0.0473745+0.100497j -0.0016269-0.080149j -0.139032+0.0866088j -0.0336557+0.00148212j 0.00441506+0.0489362j -0.0608742+0.0637005j 0.015313-0.0231712j 0.0393407-0.0154053j -0.0147161-0.0818798j 0.103384+0.0089591j -0.122594-0.00871042j 0.11368+0.0328202j -0.0239011-0.0299855j -0.0116733-0.110204j -0.0566773-0.0376945j 0.0168942-0.0256263j -0.0585726-0.00679675j 0.0436702+0.0367635j -0.0266015+0.0302349j -0.0476754+0.00736083j -0.173896-0.0176915j 0.10073-0.0281472j -0.022608+0.0212914j 0.089579+1.60288e-14j 0.0471982-0.0345738j 0.149521+0.101554j 0.0671822+0.0460723j 0.0543974-0.0219348j -0.0244182+0.0916627j 0.0274927-0.0253692j 0.0261888-0.0255861j 
0.074198-0.249828j 0.176672-0.0661576j 0.0448842-0.00844385j 0.0221269-0.0254665j -0.0518822-0.0412498j -0.0577464+0.0318049j 0.0314322-0.0582981j -0.0432149+0.0467419j -0.141789+0.163535j 0.132116+0.0547525j 0.00301432-0.166659j -0.036976-0.102321j -0.118654-0.0023822j -0.0120446-0.0758568j 0.0325318+0.0281813j -0.0322307-0.0233378j 0.00341431-0.0908854j 0.0301197-0.0927122j -0.0341114+0.085193j 0.01749+0.140377j -0.0273182+0.00248516j -0.0189254+0.0249366j 0.0161052-0.0236646j -0.00404924-0.0282838j -0.0334822+0.115659j -0.0480129+0.0511313j 0.137295+0.0184743j -0.00112814+0.0998486j -0.0427818+0.062865j 0.180935-0.0125523j -0.196432-0.0570171j 0.0686838-0.00171991j -0.146119-0.141854j 0.0744861+0.0603979j -0.0660176-0.014964j 0.0115079+0.0306319j 0.0293013+0.0148304j -0.143024+0.0558024j -0.0329997+0.0429417j 0.00077326-0.0237839j -0.0306343-0.000455154j -0.13096-0.0953531j 0.0396434+0.00911796j 0.01415-0.00169385j 0.0471982+0.0345738j -0.018648-2.77556e-17j -0.0396926-0.0317274j 0.0944624+0.0146915j -0.0941278+0.0489288j -0.00577319+0.0108544j 0.0730876+0.0567556j 0.0562033+0.0367568j 
-0.11432-0.270474j 0.263512-0.0752234j 0.0811887+0.106054j 0.00182131-0.0424943j 0.136532+0.110235j -0.10324+0.0411574j -0.0211365+0.0459568j -0.102132+0.0623965j -0.204013+0.0450929j -0.190112-0.100592j 0.0589747-0.0766536j -0.0328249+0.0891259j 0.0318239+0.0306698j -0.0277992-0.124391j -0.0285578+0.0635171j 0.00613961-0.020758j -0.0295935-0.0769349j 0.00204+0.06079j -0.0613697-0.0785694j 0.00125626+0.00726679j 0.049373+0.0118001j -0.028438+0.0135487j -0.069777+0.0695245j -0.0359871+0.0842476j -0.102688+0.138761j -0.0202409-0.0616516j -0.0682826+0.121387j 0.0292319+0.106889j 0.131128-0.0183501j -0.0562649+0.0848365j 0.00168199+0.0670689j 0.00164+0.00480791j 0.0188002+0.0800632j -0.0542889+0.0861684j 0.0281821-0.000236087j -0.0438157+0.0160163j 0.0971976-0.00594953j -0.07803-0.0313868j -0.0310817-0.0727733j 0.0454083+0.0144949j -0.0757926-0.017612j 0.0335614+0.0203872j 0.0315931+0.0011703j -0.076599-0.074j 0.149521-0.101554j -0.0396926+0.0317274j 0.0741605-1.33227e-15j 0.00151161+0.0904369j -0.0939012-0.0603103j 0.0759343-0.0830541j -0.00670342-0.209513j 0.0880617+0.0494205j 
-0.151987+0.11887j -0.000182616-0.254681j 0.109385-0.109769j -0.0451347-0.0867047j -0.0728491+0.127207j 0.0050069+0.0494814j -0.15322+0.0940633j -0.00681519-0.0959377j 0.0644453-0.0965802j 0.0691475+0.00470947j 0.0154703-0.121252j -0.00917379-0.0483776j 0.000103306-0.0859576j -0.0336638-0.0678945j -0.0803612+0.0703709j 0.0896442-0.0430534j 0.0698578-0.0473173j 0.0568297+0.0658355j -0.0090206-0.0721266j -0.0623799+0.0179758j 0.00744214-0.0546139j -0.068725-0.129633j -0.0571831-0.0317903j -0.0252433+0.0733827j -0.0634128-0.059566j 0.0690272+0.000572099j -0.0229701-0.0120889j -0.0856636+0.00921854j -0.166906+0.10338j 0.0015515+0.127643j -0.0972644-0.0641311j -0.00166264+0.0440828j -0.156881-0.0520325j -0.00644439-0.0372897j 0.0125549+0.0105658j -0.0105904+0.0232722j 0.0157304+0.0344534j -0.061448-0.0213179j -0.0293546+0.0104025j 0.0894885-0.0507194j -0.0756934-0.0136009j 0.119491-0.107138j 0.0360742+0.0357991j 0.00613032-0.0226003j 0.0671822-0.0460723j 0.0944624-0.0146915j 0.00151161-0.0904369j 0.0126041-1.17961e-16j 0.12107+0.048166j 0.0389924-0.0443339j -0.0633139+0.0744137j -0.0421902-0.00198697j 
0.035744-0.0841753j -0.0617736-0.00439347j -0.0664621+0.0229528j -0.0882898-0.118171j -0.0524174-0.0305579j 0.0313385+0.136556j -0.0890338+0.00705073j -0.114734+0.0544492j -0.0759077-0.12481j -0.0531833-0.272489j -0.0112818+0.0333604j -0.126128+0.0605184j -0.0625127+0.0947566j -0.067496-0.00627794j 0.00887348-0.0308272j 0.10679+0.000405201j 0.0328785+0.0461234j 0.0272467-0.0281094j -0.0576401-0.160121j -0.0262732+0.00953881j -0.0207305+0.0123722j 0.0101848-0.0488935j 0.0546036+0.00365682j 0.0102353+0.0559822j 0.105153+0.00500197j 0.0271315+0.00460227j 0.0202805-0.0548673j -0.0170709+0.089429j 0.0125218+0.0824702j 0.0361454+0.0404745j 0.106008+0.106448j -0.0555177-0.0248184j 0.0640948+0.0576831j -0.0993144+0.130496j 0.010006+0.0469914j 0.00237421-0.0478612j -0.00237371+0.000147092j 0.0638665+0.0117393j -0.0149502+0.0284604j -0.0730463-0.0328543j 0.0240255-0.000215514j -0.00672151-0.0235835j 0.0309543-0.00714577j 0.00133457+0.0539913j 0.0543974+0.0219348j -0.0941278-0.0489288j -0.0939012+0.0603103j 0.12107-0.048166j -0.0589988+3.60822e-16j -0.0191154+0.139229j 0.0818012+0.119303j -0.0731103-0.101208j 
0.149909-0.0940591j 0.110259+0.0797857j -0.0545229-0.0261486j 0.048628-0.0560096j 0.0794371+0.0282555j 0.0408768+0.0564036j 0.0616453-0.064895j -0.0351155-0.0880093j -0.00377747-0.015641j 0.0906845-0.151372j -0.015012-0.0331161j 0.0336163-0.0487597j 0.0280799-0.0985668j -0.0238751-0.0187248j -0.000239971-0.0178797j -0.0250927+0.169477j -0.0328475+0.0743325j 0.0181468+0.0626298j 0.0721286-0.0529835j 0.0251912-0.0574903j 0.04292-0.0371613j 0.0545492+0.0642777j -0.0832668+0.0714726j 0.0759668-0.0151259j 0.102211+0.0134445j -0.108493-0.0217087j 0.0604429+0.185426j 0.0413202+0.0103409j -0.0602952-0.107126j -0.0296811+0.11293j -0.00451556-0.00692644j 0.00165669-0.0741943j 0.0175207+0.08479j -0.0893125-0.0355252j -0.00729003-0.0357004j 0.0615159+0.102968j -0.0207494-0.0154228j 0.117986+0.0315709j 0.0394915-0.0138433j 0.0129585+0.00567111j 0.0370675+0.055715j 0.00500509-0.030653j 0.00524365+0.00870918j 0.0671467+0.0179851j -0.0244182-0.0916627j -0.00577319-0.0108544j 0.0759343+0.0830541j 0.0389924+0.0443339j -0.0191154-0.139229j -0.161883+2.15106e-16j 0.0742864-0.0624623j 0.202585+0.0898744j 
-0.0952329-0.0177666j 0.101341-0.0203098j 0.0500856-0.0562713j 0.0150697+0.059085j -0.0329638+0.237049j -0.166779+0.00867975j 0.162091+0.0658794j -0.071109+0.107449j -0.228632+0.0529052j 0.0802679-0.0418243j 0.017343+0.0398423j 0.0108318-0.0522623j -0.00475887-0.0259369j 0.119071+0.0091919j 0.0507262-0.0303104j 0.0271881+0.0356948j -0.050278+0.0215394j -0.0309705+0.015794j 0.0435632+0.00583232j 0.0730914-0.0221491j 0.015505-0.00976507j 0.0676872-0.0628043j 0.0197209+0.0144635j -0.0811165-0.0354412j -0.0185028-0.0329697j 0.0130451+0.0687759j -0.103634-0.0376737j 0.0564177-0.00729271j 0.133192-0.0433556j -0.0816369+0.0796358j -0.0403834-0.0546376j 0.0125527+0.0216115j -0.0184508+0.00913408j 0.00335645-0.0433636j 0.0344634-0.0477912j 0.0335384+0.0366156j 0.042476-0.00282121j 0.0354089+0.00614717j 0.0123929-0.00541783j -0.00759772+0.0269171j -0.0145576+0.0455657j -0.0345747+0.047476j -0.00328693+0.00390211j -0.00306562+0.0686832j 0.0274927+0.0253692j 0.0730876-0.0567556j -0.00670342+0.209513j -0.0633139-0.0744137j 0.0818012-0.119303j 0.0742864+0.0624623j -0.104267-4.15466e-16j -0.158031-0.0594842j 
