-0.0485828-4.16334e-17j 0.15854+0.00533241j 0.0291937-0.0811922j 0.0201496+0.0134904j -0.0468628-0.0381124j -0.0526741-0.0573889j 0.00590138+0.0816342j 0.0372514+0.0829374j 0.014141-0.020441j 0.00545869+0.0121416j 0.0200279+0.0406757j 0.0566251+0.0403804j 0.0575697+0.0132021j 0.0147751+0.078409j -0.022537+0.0114355j 0.054623-0.0786113j 0.0922939+0.00392131j -0.0236513+0.0197864j 0.056306-0.12915j -0.026983-0.110265j -0.0965822-0.0166072j 0.0710404+0.0398079j 0.00164802+0.0463408j 0.0358938-0.0477985j -0.074663-0.0361185j 0.0241797+0.0755308j 0.0645502+0.000196406j -0.0350904-0.0358516j 0.0714725+0.00716984j 0.0737812+0.0156498j -0.025537+0.00729551j -0.0243482+0.108714j -0.0252376+0.0152209j -0.0468605-0.0407934j -0.0692487-0.0364444j -0.0246109+0.02853j -0.0738123-0.0357596j -0.000474662+0.0974731j 0.0104728+0.050545j -0.0220918+0.0222134j 0.00488041+0.0460058j -0.0152204-0.0106413j 0.0272677+0.00875743j 0.0537527+0.0441491j -0.0295672+0.0190369j 0.0458051+0.019615j 0.0153876-0.00416559j 0.016021-0.0309471j -0.0153443+0.0397323j -0.0394524+0.0201j -0.00919417+0.0582403j 0.00885245+0.0349985j 0.0054108-0.00193764j -0.0019758-0.0628966j -0.0165823+0.0127426j -0.0582902+0.0163261j 0.0175255-0.0211753j 0.0143357-0.018271j -0.0133027-0.00620019j 0.0693291+0.0171053j -0.0202735-0.0684776j -0.0799444-0.0593855j -0.0174149-0.0241396j 0.017385-0.0679901j 0.013588+0.00505003j -0.0527072+0.0140265j 0.0582775-0.0267955j 0.0335025-0.0170094j -0.020067-0.0160389j -0.0109636+0.0342402j 0.0372463-0.0198105j -0.00133821+0.0338269j 0.01254-0.0674848j -0.0312468+0.0349519j 0.0222379-0.0441569j 0.000373779-0.0480194j -0.0266189+0.0106424j 0.0170401+0.0438394j 0.00231512+0.0256906j -0.0199709+0.013386j -0.00902726-0.0028642j -0.0414578+0.0597103j 0.100406+0.0625609j -0.0135212+0.216475j 0.109461+0.174464j 0.13061-0.104468j -0.141813-0.00618276j -0.000775024-0.0130102j -0.014921-0.0280796j 0.00400203+0.0688093j 0.0473714-0.0278647j -0.028442+0.0545306j 0.0814323+0.0735471j 0.113193+0.019503j 0.137642+0.114633j 
-0.0153443-0.0397323j 0.0163949+0.0154634j -0.0434263-0.0250634j 0.00651355-0.00374456j -0.0370141-0.0145734j -0.00314372-0.101612j 0.0340806-0.00522019j 0.0229045-0.0617615j 0.00518978+0.0579608j 0.00164726+0.00273221j -0.00387327+0.0349056j -0.00681835-0.0168761j 0.0168896+0.0554752j -0.0222485-0.0272336j -0.00341222-0.0172104j 0.0359961-0.0198114j -0.0479615+0.0651526j 0.0237887+0.0315728j -0.036127-0.036507j -0.0844088-0.0048624j 0.00647241+0.00384927j 0.0257806-0.0277806j 0.00434698+0.0995902j -0.0490686+0.0381626j -0.0101523-0.105406j -0.00908005-0.0757599j 0.00480422-0.0165327j -0.000968091+0.0656631j -0.00278459+0.0782952j 0.0368963-0.0537267j -0.048702-0.106259j 0.00926472-0.0676923j 0.0450754+0.00422762j 0.00547522-0.0580754j -0.0202725-0.0256784j -0.00169701-0.00372593j -0.0210066-0.0207722j -0.0380045-0.0403949j -0.0039942+0.143888j 0.0173408-0.0274199j 0.0484305+0.0495655j 0.0691365+0.105814j 0.0393574+0.0146289j 0.011954+0.0556551j 0.0445202-0.0740285j -0.0596904-0.0248613j -0.0361235-0.0337974j 0.00395956+0.117879j 0.0228904+2.8727e-15j -0.111191+0.0340071j -0.0115297+0.143844j -0.126449+0.00751254j 0.0996158+0.0772377j 0.273286-0.0864678j 0.0419905+0.0569505j -0.0174314+0.0129553j -0.0229881-0.0284927j 0.0679475-0.0349446j -0.00550109-0.00378046j 0.0373836-0.0750659j 0.142501-0.031103j 0.0496044-0.00448031j 0.0205278+0.0289631j 0.072172+0.0139502j -0.00259142-0.0669414j 0.0603662-0.00395382j -0.0851226-0.00122382j 0.027076-0.0693426j 0.002497+0.0196658j 0.0263922+0.0678328j -0.0285316-0.0132506j -0.0536926+0.00792137j 0.0204418+0.0544765j -0.0290294+0.0099469j -0.00665383-0.0247973j -0.058478-0.0045114j -0.106705-0.0334709j -0.0398968-0.079904j -0.067645+0.0396974j 0.0274169+0.0618906j 0.0234439-0.0671493j -0.0342445+0.0332816j 0.0815608+0.101795j -0.0659221+0.0259234j 0.0931453-0.0719331j -0.0594511-0.0109077j 0.0456976-0.0617638j -0.0509816+0.0615321j 0.0304555+0.0764259j 0.0499861+0.0031053j -0.0414067-0.0244826j 0.0535484+0.01717j -0.00270198-0.0945224j 0.0134103+0.00958828j -0.019552-0.000879789j 
-0.0394524-0.0201j -0.00710542-0.0434968j -0.0119271-0.0344312j 0.00503486+0.00247211j -0.0323819-0.11825j 0.010493-0.0475968j 0.00232352+0.0188603j -0.0187637-0.0408052j -0.0115351+0.0512253j -0.00988375-0.0545205j -0.0223394-0.0470696j -0.0199165-0.0130692j -0.019855-0.03084j 0.00403691+0.0140522j -0.00590695+0.0237239j -0.0285103+0.012925j -0.0261217+0.0041135j 0.0104044+0.0335879j -0.0273158-0.0136507j 0.0236275-0.0391808j 0.0329814-0.000302243j -0.0987035-0.0329195j 0.0265327-0.0910587j -0.00144299+0.0401331j 0.00135542+0.0521145j -0.00258011-0.0782736j -0.00834775-0.00340491j -0.0065289+0.00257079j -0.0179796-0.00838881j -0.0586239-0.00135426j 0.0303224+0.0866522j -0.0295393-0.068749j 0.0321771+0.00966167j 0.0197547-0.0304417j 0.0153237+0.0535368j -0.0333072+0.00973457j -0.0371304-0.0588453j 0.0127842-0.00594943j 0.0411912-0.171842j 0.0423848-0.0290004j -0.0282543+0.0658299j 0.0516083+0.0345537j 0.0317971+0.038477j 0.00561487-0.0997823j 0.00914186-0.0584606j 0.0310314+0.102944j 0.00236804-0.107527j 0.0127722+0.0354195j -0.111191-0.0340071j 0.00702019+1.96648e-14j -0.0501087-0.0029144j 0.0347628-0.0448531j -0.0326095+0.0350908j 0.0332567-0.0450783j 0.121912+0.0130952j -0.0175052-0.0461814j -0.109278-0.0666253j 0.0468397-0.0595203j -0.121023+0.0046058j -0.0352545-0.017548j -0.0923001+0.0270126j -0.0320738-0.0398388j 0.0470593-0.0407404j -0.029425+0.0396069j -0.0157009+0.0455863j 0.0238218-0.104363j -0.00467635+0.023029j 0.0447037-0.0295379j -0.0341699-0.0172671j 0.0873981+0.0117598j -0.0724615-2.10162e-06j 0.013189-0.00434929j 0.0108901+0.0279572j 0.029137+0.0650564j 0.0369437+0.0254278j -0.0496622+0.0561345j -0.0211126-0.00824142j 0.0900031-0.053925j 0.0671296+0.0645565j -0.116934-0.0202677j -0.129934-0.108794j -0.0662234+0.0513063j 0.0278092-0.120175j 0.0479606-0.0757508j -0.118594+0.131379j 0.0400741+0.00620511j -0.0494884+0.0596531j -0.00873406+0.0257229j -0.00251961-0.0911384j -0.0482189-0.0337942j 0.126095+0.0459715j -0.0779488+0.0101278j 0.00638248+0.093577j 0.0694251+0.0452053j 0.0436851-0.0789697j 
-0.00919417-0.0582403j 0.00489407+0.0536632j -0.00642791+0.00738957j -0.000149788+0.00633785j -0.0994924+0.0065967j 0.029781-0.0350249j 0.0172448+0.0261318j 0.0185424-0.0159282j 0.0124065+0.0589937j -0.0535744+0.0189428j -0.0716859+0.0183434j -0.00199172+0.00741032j -0.0738632+0.0392216j 0.0316771-0.0249158j -0.00230638-0.0367689j 0.0196489+0.0263352j -0.00771683+0.00801099j 0.0261989+0.0415623j -0.0181583-0.0458993j -0.054173-0.0658438j 0.0365663+0.0191697j 0.0280355-0.0555366j 0.0976459+0.0234002j 0.0102773+0.109956j -0.0624176-0.01307j 0.0272669-0.0809936j -0.00318681-0.0419152j -0.0323659+0.0821339j -0.0454328+0.0920113j 0.00356285+0.00652029j -0.0657758-0.0984784j 0.062508-0.0398643j 0.00263861+0.0265202j 0.00812295+0.0187402j -0.031926+0.0149554j 0.031842+0.0861839j 0.00388283+0.0229449j -0.0279705-0.0470631j 0.024472-0.0168038j 0.0126282-0.0732765j 0.00882102+0.0921681j -0.0311812-0.177675j -0.0017362+0.0188283j 0.072975+0.0344845j 0.0765327-0.0262065j 0.0448938-0.0775674j 0.0052039+0.0420939j 0.107784-0.0880014j -0.0115297-0.143844j -0.0501087+0.0029144j -0.131455+5.10494e-14j -0.0466124-0.0533177j -0.0187032-0.0614298j -0.0273452+0.00993232j 0.0945932+0.0379642j 0.0517965+0.0421113j -0.0807449-0.00695883j -0.0548358+0.0160337j 0.0398082-0.015814j -0.0255676+0.00624271j 0.0309065-0.0812965j 0.00269679+0.0990155j 0.0662417-0.0193549j -0.117622-0.00647157j -0.00976059+0.0888984j 0.0504543-0.0278036j -0.039258-0.00333076j 0.0471417+0.0794291j 0.0140231+0.0444862j 0.0672463-0.026689j 0.00537947+0.0131379j -0.00333833+0.0123826j 0.00312181-0.0486252j -0.00282421-0.0383269j -0.0857756-0.0211558j -0.00881608-0.111624j 0.064574+2.92142e-05j 0.0217109-0.0257299j 0.0665219-0.212774j -0.0251398-0.142007j -0.01683-0.0649027j 0.0984356+0.0129697j -0.00907149+0.0324456j -0.0725566-0.0270036j -0.0878901-0.126342j 0.00735351+0.0159044j -0.0727618-0.0181811j 0.00980733+0.120671j -0.024087-0.0442521j -0.0758221+0.0830783j 0.139934+0.0212982j -0.0239561+0.0169769j 0.0195579+0.167012j 0.0634496-0.0368184j -0.0591508-0.0298659j 
0.00885245-0.0349985j -0.00321993+0.00869291j -0.0275495-0.029382j 0.010614-0.016702j -0.0495594-0.0200267j 0.043391-0.074619j 0.0354863+0.0400903j 0.00252494+0.0430377j 0.0100345+0.0111138j -0.0114484-0.000473527j 0.000183121+0.0161312j 0.0202289+0.0265553j -0.0238926+0.0238147j 0.0402742-0.00678453j 0.00405448-0.0296673j 0.00286064+0.0232357j 0.0371079+0.0261817j 0.0551985+0.0366394j -0.0312133+0.00896016j -0.0597609-0.0621866j 0.0210389-0.0101189j 0.0148388+0.00689796j 0.103017-0.0422994j 0.00729603+0.0733247j 0.0539037-0.0106814j 0.0160116-0.0460878j -0.00451871+0.0169233j -0.0111297+0.0240374j 0.0102224+0.0571361j 0.0443108+0.0119178j 0.0547598-0.026057j 0.0181209-0.0195684j -0.0585696+0.0141442j 0.0264748+0.045536j -0.0257815+0.0403347j -0.00163578+0.00435435j 0.0242148-0.00963579j -0.0510718-0.0161648j 0.0408192-0.00480032j -0.0414139+0.0932122j 0.0165758+0.0614044j 0.118937-0.0243479j -0.0316626+0.00401636j -0.0432585+0.105697j -0.00631073+0.0822018j 0.0534751+0.0547815j 0.0435006+0.0468334j 0.0731408+0.146927j -0.126449-0.00751254j 0.0347628+0.0448531j -0.0466124+0.0533177j 0.0258305-3.20577e-15j 0.102371-0.0658467j 0.144045+0.0552182j -0.049865+0.0255762j 0.148476-0.062928j 0.140588+0.116371j -0.0328834+0.0141343j 0.0128513+0.0434545j -0.00703979-0.0527048j -0.0255902-0.0705642j -0.0568117-0.0118376j -0.0285742+0.0164932j -0.0822489+0.0849901j -0.0320084-0.0528566j 0.0471927-0.00847588j 0.0263455-0.0409075j 0.10329-0.0659361j -0.0395793+0.0284015j 0.0144781+0.0839495j 0.00158421-0.0613395j -0.0254579-0.0615113j -0.0570942+0.069211j -0.0854088+0.0151088j -0.0208701-0.0194363j -0.0600822-0.0166068j 0.0276419+0.067607j -0.0385367-0.0400636j -0.0639297+0.0313045j -0.112496+0.0375153j -0.0137769+0.0497439j -0.0540949-0.0545606j -0.0376587-0.0389635j -0.0108849+0.044406j 0.0920767-0.0615571j 0.0951609-0.0759221j 0.0161124+0.0228693j -0.0266466-0.0489253j 0.0144398-0.0268979j -0.0355112-0.072997j -0.0784127-0.034956j 0.0312179+0.100806j 0.00527971+0.0134407j -0.0597777-0.0496903j -0.0282289+0.0398199j 
0.0054108+0.00193764j 0.00373157+0.0230618j -0.0221431-0.0284049j 0.0234475-0.0189517j -0.0856679-0.00339471j 0.00877581-0.0265374j -0.0137001-0.0377018j -0.016889-0.0382702j -0.0115129+0.0188065j -0.0129897+0.00900771j 0.0277191-0.0113151j -0.00158351-0.0178191j 0.0531602+0.0397574j -0.0393904-0.0192406j 0.0160974-0.000720351j 0.0143513-0.00850839j -0.00252952+0.0562543j -0.024504-0.0135039j -0.00440538-0.00834785j -0.0324383+0.000242566j 0.0328812-0.00395017j -0.0411797-0.0489771j -0.00263723+0.00440799j 0.00580055+0.0355029j 0.00324555-0.0344661j 0.0325524-0.0267365j -0.0126665-0.020706j 0.0345428+0.0115288j 0.00684939+0.0187387j -0.0161358+0.0117677j -0.0305301-0.0736374j 0.0793986+0.0285298j -0.00122276+0.0264529j -0.1127-0.0705161j -0.0483644+0.0326325j -0.00709562-0.0390771j 0.0284147-0.0250093j -0.0248396-0.0161312j -0.00974653-0.0351925j 0.0399144-0.0131584j 0.0568702+0.0645302j 0.0324436+0.0535046j 0.0363649+0.0336251j 0.0146089-0.0122016j 0.0289059+0.131823j -0.105602+0.0586551j -0.136747-0.0685178j -0.0703205+0.0578575j 0.0996158-0.0772377j -0.0326095-0.0350908j -0.0187032+0.0614298j 0.102371+0.0658467j -0.181742+2.10968e-14j -0.00333819+0.0569779j 0.00842126-0.13162j -0.0634275-0.0268433j 0.054723-0.0602345j 0.0260982+0.0258169j 0.0583392-0.0634857j -0.00333685+0.0305168j -0.0474551-0.031582j -0.00937554+0.041857j -0.0149364-0.0248233j -0.0254265+0.0691179j -0.118031+0.0988133j -0.0591238+0.107232j 0.0373607+0.0481926j -0.149582-0.0497456j -0.0370554-0.0419665j -0.107804+0.0147841j -0.020904+0.0531754j 0.139866-0.110479j 0.0104376-0.0918355j 0.0203066-0.035375j 0.0466425+0.00550311j -0.178604+0.0842287j 0.0879534+0.0492523j -0.145192-0.169051j 0.039142+0.0086278j -0.0243044-0.00267771j 0.00363356+0.0010411j 0.000322229+0.0844176j -0.0376608-0.0364493j 0.0262771+0.0924221j -0.0439708-0.0796751j 0.0837622+0.0574001j -0.0398363+0.0275573j -0.0347577-0.206369j 0.00556722+0.0969538j -0.16136+0.0304035j -0.0164782+0.0525928j 0.0340261+0.0502856j 0.00534258+0.076928j -0.00617074-0.00554232j -0.0444361-0.00794036j 
-0.0019758+0.0628966j 0.0456308+0.0236577j -0.0214206+0.00831726j 0.0200441+0.0024752j -0.0364107-0.0146056j 0.0217069-0.0127099j -0.0576525-0.0763333j -0.0431806-0.0986245j -0.0147653+0.0167024j 0.0591955-0.0147147j 0.0071081-0.0194852j -0.037585-0.0227338j 0.0573741+0.0253273j -0.119848-0.00996924j -0.023659-0.013529j 0.0357674-0.0228498j -0.0118006+0.0648853j -0.0289611+0.000633546j 0.0410876+0.0305223j 0.0267138+0.0290904j 0.0355251-0.0108125j -0.0959761-0.0354317j -0.0799276+0.0184407j -0.0071014+0.0522035j -0.0442874-0.0432661j 0.0547729-0.0313826j -0.00530371-0.0309482j 0.0356497+0.00542499j -0.00581485-0.0326037j -0.0537556-0.0210755j -0.0840241-0.0752841j 0.0794625+0.0744811j -0.0300322-0.00276284j 0.0538437-0.000164537j -0.00430345-0.00132001j 0.0425802-0.0240204j 0.00806611+0.0163862j 0.0265403-0.0350546j -0.0197933-0.0315477j 0.0806645-0.0663894j 0.107545-0.00200422j 0.0983994-0.0425453j 0.0168798+0.0214521j 7.83838e-05-0.00560488j 0.163652+0.0508029j -0.19825-0.00506266j -0.210286-0.00115461j -0.0815241+0.00437533j 0.273286+0.0864678j 0.0332567+0.0450783j -0.0273452-0.00993232j 0.144045-0.0552182j -0.00333819-0.0569779j -0.343441+3.29181e-14j -0.0933219+0.0210148j -0.106212+0.0230552j 0.03722+0.0399342j -0.0971898-0.0303511j 0.018111+0.095325j 0.0258321-0.0101211j 0.00929872-0.00306017j 0.0360733-0.0406577j -0.0316395-0.0293748j -0.0593726+0.0182063j 0.0680059-0.0274977j 0.0187389-0.127672j -0.0279005-0.034071j 0.0670289-0.00762273j 0.00557144-0.0149221j -0.0132409+0.0126177j -0.0011513-0.0298191j -0.0598428+0.00549087j 0.0339849+0.033663j -0.0393217+0.0310615j -0.0722614-0.0206819j 0.002924-0.035535j -0.0570167+0.0299422j 0.074314+0.0141845j -0.055472+0.00847192j -0.0556225+0.040855j -0.059979-0.00176309j -0.0270899-0.0636337j 0.0221761+0.0355779j 0.000195028-0.0332143j -0.037063+0.014632j -0.00281019-0.0185635j -0.0213076-0.0183166j 0.00445975+0.0892861j 0.00838739+0.0190379j 0.0100463-0.0896701j 0.0403431-0.000464793j -0.0452557+0.00879724j 0.0029198+0.0509929j 0.0419247-0.00403343j -0.00487821-0.0241519j 
-0.0165823-0.0127426j 0.0777213-0.0062176j -0.0111096+0.00702021j -0.013451+0.00582186j -0.0680438-0.00132399j 0.0171986-0.0956085j 0.0154451-0.0446867j -0.0323522-0.0464468j 0.0275954+0.0164597j 0.00260965+0.00217823j -0.0229552+0.0173473j -0.0237337-0.0301092j 0.0171343+0.0375418j -0.0390137-0.0207026j -0.0134273-0.00396352j 0.0369109-0.000467459j -0.0348717+0.0500111j 0.00739509+0.0175205j -0.0414803-0.0382881j -0.0264031-0.0142336j 0.00379066-0.00760828j -0.0733132-0.0426378j 0.0116063-0.0977413j 0.0298615+0.0672857j -0.0367877-0.0613015j 0.0350104-0.0946784j 0.0135772-0.0321641j 0.0289382+0.047292j 0.0322491+0.0552644j 0.0358949-0.048219j -0.0064141-0.0615664j 0.0651292+0.0342278j 0.0516775-0.0362834j 0.0226855-0.0343329j 0.0237064+0.0104775j -0.0179707+0.0044805j 0.0635554+0.0537689j 0.00799642+0.0143827j 0.0627178-0.00106329j 0.00660585+0.0783942j 0.03656+0.0504373j -0.0888623+0.0582431j 0.00443573-0.00150591j -0.0522963+0.090392j 0.109046-0.112597j -0.265254-0.0864733j -0.109569+0.0147198j -0.0481607+0.0128949j 0.0419905-0.0569505j 0.121912-0.0130952j 0.0945932-0.0379642j -0.049865-0.0255762j 0.00842126+0.13162j -0.0933219-0.0210148j -0.163685+2.60555e-15j -0.0374824-0.112076j -0.0287811+0.0463306j -0.00508637+0.0222363j -0.0423621-0.0597836j -0.0168076+0.0175766j -0.0390668-0.00132578j -0.087462+0.0600104j -0.0462453-0.0327834j 0.14022-0.0317116j -0.0175217-0.062669j 0.0117274+0.0102114j 0.00945218-0.0106982j 0.00617283+0.067774j 0.00226602+0.0339964j 0.0145025-0.0515435j 0.0700027-0.0205493j -0.0326715+0.0411326j 0.0258136+0.0479529j -0.00357846-0.0549846j 0.0813206+0.0262604j 0.0601989-0.0248384j 0.00689336-0.0760378j 0.0175663+0.0798726j 0.0851566-0.0178633j 0.0186031-0.0282569j -0.001625-0.0383j -0.0480333+0.0122864j -0.0369734-0.0407087j -0.0559239+0.0625217j 0.0725555-0.0488899j 0.0135231-0.0551866j 0.0155795+0.0715879j 0.0188055+0.0175721j -0.0105241-0.0116752j 0.087295+0.046899j 0.0198443-0.0748956j -0.02749+0.0159707j 0.0105924+0.051291j -0.097056-0.0418791j -0.0101581+0.0974996j 
-0.0582902-0.0163261j -0.0276761+0.00151073j 0.0154984-0.0405583j 0.0565945+0.00383094j -0.0710386-0.0995121j 0.074923-0.0694102j -0.0146141+0.0231941j -0.0294479+0.00894067j -0.0395339+0.000542031j -0.0135+0.00643707j -0.0177956-0.0107128j -0.00809218-0.0044636j 0.0262084+0.00240759j -0.0187912+0.0100975j 0.032724-0.016202j 0.0324116-0.0126888j 0.0168357+0.0441255j -0.0278113+0.0210193j 0.0226899-0.0226258j -0.0309676-0.0161823j 0.0224788-0.0229685j 0.0204941+0.0350917j -0.0353119-0.0499033j 0.0234364+0.112246j -0.0161144+0.0394561j -0.0130525-0.0193057j -0.0245291-0.00641184j 0.00304802-0.0083234j -0.0490888-0.0133379j -0.00966141+0.0141043j -0.0308547+0.0346063j 0.0497021+0.00197619j -0.0233149-0.0137424j 0.0122015+0.00626547j 0.0336417-0.0221488j 0.0330521-0.0245769j -0.0472137-0.0384969j 0.0374518+0.00741034j 0.0517737+0.0407234j 0.0103933-0.00837231j 0.108493-0.0272381j -0.0317214+0.0236914j 0.0141386-0.0541951j 0.0269314+0.0368452j 0.0347084+0.00786634j 0.0230103+0.022382j 0.0255619-0.104971j -0.0355804+0.00714558j -0.0174314-0.0129553j -0.0175052+0.0461814j 0.0517965-0.0421113j 0.148476+0.062928j -0.0634275+0.0268433j -0.106212-0.0230552j -0.0374824+0.112076j 0.0472146-8.32667e-16j -0.0179364-0.000305822j -0.010192+0.00101307j 0.0203929-0.0751361j -0.0435188-0.0590045j 0.0778831-0.187559j -0.103799+0.00892177j -0.100467-0.0457755j 0.123373+0.0452825j -0.112638-0.055324j 0.104196-0.0143068j 0.00664744+0.0241841j 0.116702+0.0789995j 0.0659628-0.0237031j -0.0159613+0.0909229j -0.0333894+0.025173j -0.110318+0.0669336j -0.0112798+0.0181006j 0.0494615-0.0774507j 0.11332-0.045065j 0.01116-0.0783554j 0.0424028-0.0648642j -0.116479-0.0304102j -0.0356935+0.0614564j -0.0490358+0.0655142j -0.0433912+0.0511473j -0.077176+0.0952355j 0.0268477-0.0266854j -0.033423-0.179056j -0.0364108-0.0704995j 0.0126121+0.00793561j -0.00240655+0.100977j -0.0114916-0.0775974j -0.0494262-0.152069j -0.0585933-0.0693149j -0.0531155+0.0207304j 0.0716168+0.0892769j -0.0141307-0.0535033j 0.0876731-0.045035j -0.0981871+0.0606012j 
0.0175255+0.0211753j -0.00768251+0.0103429j -0.000564948-0.0163167j 0.0236947+0.0266504j 0.0126237+0.0114595j 0.0299481+0.03145j 0.0329524+0.00340198j -0.0157804-0.00249869j -0.0319249-0.0342601j 0.0150246-0.0308759j 0.0300975-0.008737j 0.0122757+0.0284562j 0.0138068+0.0345312j 0.015404+0.0176984j 0.00476793+0.0246883j 0.00920258+0.0218354j 0.0361257+0.0436038j -0.00235369-0.0302806j -0.0462344+0.0140191j 0.00872133-0.0338511j -0.0398211-0.00705403j -0.0346109-0.0298251j 0.0106495+0.00378289j -0.0369616-0.0399301j 0.0370954-0.0317302j -0.000802465+0.0111982j -0.00931907+0.00819279j 0.0164008-0.000914952j 0.0290232+0.0125217j 0.00329789+0.00443322j -0.017425+0.00576332j -0.000817625-0.0125737j -0.0172206-0.0092831j 0.0579005+0.00783452j 0.00404146+0.0119901j -0.039079+0.0290817j -0.0160888+0.0267984j 0.0540007+0.0104266j -0.03722-0.0666246j -0.00839128-0.0150542j -0.0353438+0.155642j -0.0364735+0.0572894j -0.0102277-0.147729j 0.0508459-0.0563702j 0.0723303-0.112003j 0.0607885+0.0403941j -0.0922389-0.008393j 0.0155723+0.0641262j -0.0229881+0.0284927j -0.109278+0.0666253j -0.0807449+0.00695883j 0.140588-0.116371j 0.054723+0.0602345j 0.03722-0.0399342j -0.0287811-0.0463306j -0.0179364+0.000305822j 0.0288076-1.18655e-15j 0.0367303+0.0752164j -0.0207917+0.0725275j -0.00661896+0.0376167j -0.0598599+0.0233691j 0.0437046-0.0423935j 0.152707+0.01977j -0.037557+0.0200917j 0.0779493+0.0702285j 0.0378054-0.097693j -0.109426-0.0413382j -0.0501617+0.0101116j -0.0265095+0.00884809j 0.185789-0.0684294j 0.0941381-0.101923j -0.047242+0.0782689j -0.160916+0.0494689j 0.0187758+0.042736j 0.039014+0.0715316j -0.117336+0.0251125j -0.00197019-0.00658096j -0.100684+0.0440967j 0.0240304+0.0323327j 0.0131409+0.0537942j -0.0693459+0.0421917j -0.160913-0.0555954j -0.0130978+0.0630838j 0.0322095+0.0412494j -0.0123219-0.0498463j 0.153935+0.0488989j 0.0222593-0.008931j 0.0477162+0.0802729j -0.03657+0.0574709j -0.0751276-0.0570457j -0.0773023+0.0484683j 0.0516699+0.180805j 0.0146595-0.0672414j 0.00307805+0.00361508j 0.0122277-0.0139573j 
0.0143357+0.018271j -0.0309351+0.0359354j 0.0260358+0.0349552j 0.00938206+0.014172j -0.00926187+0.0371056j 0.0206112-0.0190706j 0.0208305-0.0181403j -0.0326099-0.00459309j -0.0102135-0.054006j 0.0317758+0.0129058j -0.00388679+0.0107183j 0.0223396+0.00556262j 0.00849372+0.00509405j 0.0109454-6.63574e-05j 0.00573093+0.0100319j 0.0113445+0.0148024j 0.00747795+0.00399309j 0.00337493+0.00018716j -0.0354246+0.0100056j 0.00488577+0.0134054j -0.00216309-0.0131704j 0.0277083+0.00214444j 0.00169873+0.00693357j 0.0148821-0.00602933j -0.00895546-0.0186806j 0.00945342-0.00467554j -0.0105846+0.0112285j -0.00555516-0.014535j -0.0299837-0.0398113j 0.00682808-0.014659j 0.000779315-0.0173372j 0.0429684+0.0489058j -0.0422945-0.0820788j -0.0184849+0.124927j -0.0257544-0.0144899j 0.0467167+0.0810898j 0.0544306+0.00910167j 0.0562461+0.00306442j 0.00439421+0.0244153j 0.00400057+0.00497427j -0.00516515-0.0303293j -0.0844335-0.115913j -0.0545356+0.0140663j 0.0246845-7.53616e-05j 0.0292051-0.109834j 0.0118426-0.0288078j 0.0351136-0.0284065j -0.00983712+0.0339445j 0.0679475+0.0349446j 0.0468397+0.0595203j -0.0548358-0.0160337j -0.0328834-0.0141343j 0.0260982-0.0258169j -0.0971898+0.0303511j -0.00508637-0.0222363j -0.010192-0.00101307j 0.0367303-0.0752164j 0.0759808-1.32533e-15j 0.0555472-0.123727j 0.0174184-0.026806j -0.0119797-0.00698162j -0.00722793+0.0395314j -0.0262983-0.0096835j 0.0118389+0.127698j 0.0683847+0.0117045j 0.0802587+0.0709524j 0.0226465-0.00979432j 0.0327193-0.0552502j 0.0442815+0.027j 0.00102797+0.0163244j -0.0266844+0.176194j 0.0596193-0.0373584j 0.0187405+0.0693094j -0.00282065+0.138217j 0.0738968-0.0871931j -0.0323648+0.110438j -0.0154281-0.0413021j 0.042698+0.029713j 0.0185781+0.0267388j 0.0619649-0.0594768j 0.0381235-0.026116j -0.0853118+0.0801678j 0.0326402-0.000410749j -0.0435523+0.0244j -0.0640162+0.00504056j 0.0696764-0.0236698j 0.069758-0.00475063j -0.0452894+0.118142j 0.00576011-0.0513514j 0.0928308+0.0127868j 0.0541388-0.0756719j 0.0144213-0.091815j -0.0404548+0.0579322j -0.00116126-0.00548213j -0.0127871+0.0231689j 
