-0.0485828-4.16334e-17j 0.15854+0.00533241j 0.0291937-0.0811922j 0.0201496+0.0134904j -0.0468628-0.0381124j -0.0526741-0.0573889j 0.00590138+0.0816342j 0.0372514+0.0829374j 0.014141-0.020441j 0.00545869+0.0121416j 0.0200279+0.0406757j 0.0566251+0.0403804j 0.0575697+0.0132021j 0.0147751+0.078409j -0.022537+0.0114355j 0.054623-0.0786113j 0.0922939+0.00392131j -0.0236513+0.0197864j 0.056306-0.12915j -0.026983-0.110265j -0.0965822-0.0166072j 0.0710404+0.0398079j 0.00164802+0.0463408j 0.0358938-0.0477985j -0.074663-0.0361185j 0.0241797+0.0755308j 0.0645502+0.000196406j -0.0350904-0.0358516j 0.0714725+0.00716984j 0.0737812+0.0156498j -0.025537+0.00729551j -0.0243482+0.108714j -0.0252376+0.0152209j -0.0468605-0.0407934j -0.0692487-0.0364444j -0.0246109+0.02853j -0.0738123-0.0357596j -0.000474662+0.0974731j 0.0104728+0.050545j -0.0220918+0.0222134j 0.00488041+0.0460058j -0.0152204-0.0106413j 0.0272677+0.00875743j 0.0537527+0.0441491j -0.0295672+0.0190369j 0.0458051+0.019615j 0.0153876-0.00416559j 0.016021-0.0309471j -0.0153443+0.0397323j -0.0394524+0.0201j -0.00919417+0.0582403j 0.00885245+0.0349985j 0.0054108-0.00193764j -0.0019758-0.0628966j -0.0165823+0.0127426j -0.0582902+0.0163261j 0.0175255-0.0211753j 0.0143357-0.018271j -0.0133027-0.00620019j 0.0693291+0.0171053j -0.0202735-0.0684776j -0.0799444-0.0593855j -0.0174149-0.0241396j 0.017385-0.0679901j 0.013588+0.00505003j -0.0527072+0.0140265j 0.0582775-0.0267955j 0.0335025-0.0170094j -0.020067-0.0160389j -0.0109636+0.0342402j 0.0372463-0.0198105j -0.00133821+0.0338269j 0.01254-0.0674848j -0.0312468+0.0349519j 0.0222379-0.0441569j 0.000373779-0.0480194j -0.0266189+0.0106424j 0.0170401+0.0438394j 0.00231512+0.0256906j -0.0199709+0.013386j -0.00902726-0.0028642j -0.0414578+0.0597103j 0.100406+0.0625609j -0.0135212+0.216475j 0.109461+0.174464j 0.13061-0.104468j -0.141813-0.00618276j -0.000775024-0.0130102j -0.014921-0.0280796j 0.00400203+0.0688093j 0.0473714-0.0278647j -0.028442+0.0545306j 0.0814323+0.0735471j 0.113193+0.019503j 0.137642+0.114633j 
0.0566251-0.0403804j -0.00926694+0.00718256j 0.108666+0.00395642j 0.0511611-0.236769j -0.0939034-0.0285355j -0.0602381+0.135907j 0.0352072+0.0415662j 0.128385+0.118652j 0.0235955-0.0970681j -0.00874509+0.0918005j -0.00359933-0.0761552j -0.161841-3.23991e-13j 0.161584-0.0636435j 0.199316-0.24068j -0.0124563-0.0655489j -0.165608-0.0329092j 0.0648808+0.307178j -0.173894+0.0250516j 0.0232993-0.00751234j -0.0469504-0.0978491j 0.0460526-0.0433053j -0.02043-0.0777245j -0.0318942-0.0327622j 0.0022947-0.0354811j -0.0699238+0.0892386j 0.0791837-0.0170405j 0.0302883+0.0565922j 0.0179322-0.06766j -0.000555012-0.00205499j 0.00820696-0.0280718j 0.0353167+0.00319345j -0.0638625-0.0129035j 0.00957069+0.0165158j -0.0239242-0.0112861j 0.0749792-0.0245821j 0.00160836+0.00209545j 0.041987+0.0271039j -0.016469-0.0177001j 0.00237708-0.0354727j -0.00117848+0.0144953j -0.00903119-0.00921654j -0.00858636+0.0128423j 0.0116184-0.00885096j -0.0122171+0.00376666j -0.0221028+0.0220034j -0.0213648-0.041728j -0.0233488-0.0315352j -0.00406394-0.0230481j -0.00681835+0.0168761j -0.0199165+0.0130692j -0.00199172-0.00741032j 0.0202289-0.0265553j -0.00158351+0.0178191j -0.037585+0.0227338j -0.0237337+0.0301092j -0.00809218+0.0044636j 0.0122757-0.0284562j 0.0223396-0.00556262j -0.0104081-0.00286202j -0.00785839+0.0068388j 0.00643421-0.01041j 0.0159092+0.00930829j 0.00400985+0.00444333j 0.00548154+0.00595994j 0.0137143-0.0201825j 0.0215884-0.00260679j 0.0297616-0.010238j -0.00280227-0.00534774j 0.0177625+0.0110478j -0.00842166+0.0120106j 0.00477794+0.0064688j -0.000884324-0.00859685j -0.0172077+0.019757j 0.00708138+0.01019j -0.0153372+0.0312794j -0.00131969+0.00648459j -0.0118669+0.00169293j -0.0134368+0.00112768j 0.00480191-0.0172505j 0.0108281+0.00340393j -0.0182498-0.0130683j -0.00186455+0.0115198j -0.00443336+0.0114j -0.00076856+0.0130277j -0.00590697-0.0249336j -0.0166678+0.00112713j 0.0216797+0.0200353j 0.0220741-0.0370049j 0.00704901+0.0105856j 0.0101907+0.00380136j -0.00668829-0.00314746j 0.00519786+0.00497717j 0.00630067-0.0118484j 0.00301478+0.00744726j -0.00638711-0.0225905j 
0.0575697-0.0132021j -0.0101251+0.0571637j 0.0488727-0.149599j -0.0742151+0.000178077j -0.0228485+0.0563348j -0.0512565+0.1888j -0.138728-0.108498j 0.0581686-0.0325777j 0.0977584-0.0642583j -0.0249884-0.0121149j -0.0163075-0.149271j 0.161584+0.0636435j -0.169662+1.36696e-15j -0.000872577+0.0365304j 0.0467671-0.106573j -0.0247561-0.0324936j 0.0650478+0.0419233j 0.0157971+0.11246j 0.0832898+0.0400634j -0.0197478-0.083484j -0.149877+0.0179651j 0.0383182+0.0187847j -0.0308522+0.0842471j -0.0367632-0.0763347j -0.0972789-0.160937j 0.0261662-0.100517j -0.0803413+0.0226093j -0.0472014+0.0283799j -0.0276572+0.0156473j 0.0610879-0.14375j 0.0856397+0.120094j -0.0574338+0.00460891j -0.00225574+0.00552658j -0.0147983-0.0367126j -0.014676-0.0772519j 0.0433219-0.0786131j -0.0665992+0.0767662j -0.055311+0.106343j 0.0128455+0.0323984j -0.0172241+0.0306935j 0.0632034-0.0556809j -0.0224067+0.0115472j 0.00593496-0.00523808j 0.0232526-0.0150373j 0.0444672-0.0157427j -0.138824+0.0227273j -0.0642509-0.0178171j 0.0701738+0.00966963j 0.0168896-0.0554752j -0.019855+0.03084j -0.0738632-0.0392216j -0.0238926-0.0238147j 0.0531602-0.0397574j 0.0573741-0.0253273j 0.0171343-0.0375418j 0.0262084-0.00240759j 0.0138068-0.0345312j 0.00849372-0.00509405j 0.0152303-0.0037491j 0.00497626-0.00825105j 0.00636218-0.0322828j -0.00960411+0.0183868j -0.0100547+0.0292302j 0.0369069+0.0157724j 0.00391985-0.0023462j -0.0128553-0.0138849j 0.0359022-0.00347114j 0.0192936-0.0365677j -0.0120944+0.00998021j 0.00854867-0.00158582j 0.0303439+0.0162776j -0.00293604-0.0161902j -0.0100271-0.0102971j 0.000558236+0.00139275j 0.030293-0.00792986j 0.00432668-0.0228765j 0.00291551+0.0257062j -0.0143453+0.0136999j 0.00421294+0.0175984j -0.0381687-0.00342211j -0.0272189-0.0013333j -0.0112583+0.0174875j 0.0222253+0.0258841j -0.0587114-0.0215875j -0.0235307+0.00130979j 0.030008-0.00290562j 0.0194216+0.0011195j -0.00276274-0.0242695j -0.00076817-0.0387988j -0.0291693+0.00616587j 0.0183867-0.0352428j -0.0154134+0.0254819j 0.030027+0.0185911j 0.0459972+0.0136924j 0.00647345-0.0234499j 
0.0147751-0.078409j -0.0159667-0.0072738j 0.0160335-0.257523j -0.0244897-0.10366j -0.103403+0.029433j 0.0347737-0.0304292j -0.0780733-0.0544221j 0.0885791-0.0104469j 0.0545081-0.111289j 0.0820081-0.0215809j 0.179121+0.0240642j 0.199316+0.24068j -0.000872577-0.0365304j -0.107291-9.45077e-15j 0.0452346-0.0485115j -0.0445404-0.060056j 0.0640791-0.0514789j -0.0425338+0.0488096j 0.00146427-0.0196711j -0.0466534-0.0271767j 0.0345487-0.00696451j -0.0477959-0.0357181j 0.0439045-0.0740071j 0.0826281+0.0773318j -0.0448289+0.124239j 0.0329254+0.135667j 0.0353854-0.0493268j -0.0460009+0.0321096j -0.0246314-0.0355458j -0.0548939+0.106766j -0.0604089-0.0215855j -0.0340485+0.0690947j 0.0352274-0.00592819j -0.0328541+0.00777373j 0.0646682-0.0596422j 0.0533891+0.0674154j 0.023327-0.0526324j -0.0103325-0.102183j 0.0205215-0.0126434j 0.00339648-0.0332873j -0.046421+0.0513876j -0.0269416-0.0450881j -0.00674829-0.00141207j -0.0459401+0.011481j -0.0581202-0.00418976j 0.122807-0.00492876j 0.0631502-0.00941776j -0.0238997+0.0119839j -0.0222485+0.0272336j 0.00403691-0.0140522j 0.0316771+0.0249158j 0.0402742+0.00678453j -0.0393904+0.0192406j -0.119848+0.00996924j -0.0390137+0.0207026j -0.0187912-0.0100975j 0.015404-0.0176984j 0.0109454+6.63574e-05j -0.01577-0.000562764j -0.0213224-0.00041921j 0.00181084+0.0167428j 0.0138891-0.0251939j 0.0210462-0.0177174j -0.00977448+0.00552381j 0.00738292-0.0136088j 0.0242472-0.00278303j -0.0277396+0.000528455j -0.0171696+0.00670727j 0.0167246-0.000818944j -0.00535405+0.0145043j -0.0258373-0.00527085j -0.00307366+0.00302107j -0.00511994+0.0181968j 0.0243965-0.0125193j -0.00944801+0.0168956j -0.0307026+0.00931384j -0.0562772-0.00843471j -0.00153508-0.00568162j -0.0152114-0.0243449j 0.0273166+0.0146108j -0.00642429-0.0128808j -0.0282599+0.0298131j -0.0106346+0.0115824j 0.0437003+0.014632j 0.0112352-0.0358533j -0.0420069+0.0103913j 0.0344199+0.0254142j -0.00742188-0.0223541j 0.0031944+0.0240056j 0.0230063+0.00123808j -0.0218012+0.0176721j 0.0192611-2.19118e-05j -0.0148047-0.0267481j -0.038631+0.00255219j -0.00480381-0.00723345j 
-0.022537-0.0114355j 0.0332549-0.0398169j -0.150699-0.178192j 0.133183-0.0142865j 0.00662325-0.0608703j -0.076897-0.000455525j -0.0655943+0.156717j 0.0792788+0.0988956j -0.0232069+0.197955j -0.158892-0.0960888j 0.00654103+0.104901j -0.0124563+0.0655489j 0.0467671+0.106573j 0.0452346+0.0485115j -0.025658+1.01655e-14j 0.139204-0.106876j 0.00502142+0.194576j -0.12067-0.0858041j 0.106272+0.135069j 0.000401785-0.0431322j 0.10348+0.0225643j -0.0193442-0.0263869j 0.044372-0.0373835j -0.00426318-0.0420816j 0.0413569+0.0947077j 0.00113502+0.00603041j -0.00283164+0.0103982j 0.00268682-0.0223826j 0.0663095-0.0434688j 0.0216073+0.00186545j 0.0107242+0.00747575j -0.00727462+0.0103908j -0.029457-0.0103906j -0.00468689+0.0137788j 0.0101135+0.0186852j -0.0317136+0.0298634j 0.00280267+0.00214667j 0.0221257+0.0217769j 0.00349935-0.0246286j 0.0184446-0.0118796j -0.0337394+0.00389801j -0.00370283-0.0401423j 0.011101+0.0332382j -0.00524124+0.0131511j 0.00426467+0.0468274j 0.0308956-0.0348125j 0.0272905-0.0183817j -0.02191-0.0222875j -0.00341222+0.0172104j -0.00590695-0.0237239j -0.00230638+0.0367689j 0.00405448+0.0296673j 0.0160974+0.000720351j -0.023659+0.013529j -0.0134273+0.00396352j 0.032724+0.016202j 0.00476793-0.0246883j 0.00573093-0.0100319j -0.0080136+0.000449754j -0.0207627+0.03129j -0.00217494+0.0259525j 0.0201612-0.00317352j -0.0193237+0.021217j -0.0366887+0.0134992j 0.02562+0.0255418j 0.00295425-0.0120063j 0.0172509-0.0158152j -0.0076411+0.0156112j 0.0304758+0.0266566j 0.00595921+0.0102596j -0.00768126+0.0160481j -0.00513219-0.0214515j 0.0113664-0.00341373j -0.00427003+0.0110303j 0.0281584-0.0121073j 0.00351211-0.00106572j -0.0283935+0.00295981j 0.00767276+0.0106292j -0.0191534+0.011951j 0.0228513-0.0114058j 0.00782657-0.0204009j -0.0122939+0.032279j 0.0126814+0.00231781j 0.00391102+0.00253994j -0.0314852-0.0334075j -0.0109583-0.00708361j 0.0331982+0.0228012j -0.00745834+0.0371947j 0.00192082+0.0182975j 0.0222909-0.00077805j -0.00155662+0.0176768j 0.0105273-0.0101501j -0.0284496-0.000451527j -0.000179803-0.00842964j -0.00305356-0.00348606j 
0.054623+0.0786113j -0.00201823-0.00552935j 0.13917+0.19042j 0.0539694+0.101611j -0.0213415-0.134327j -0.0517978-0.0572001j 0.0925473+0.103956j 0.0115179-0.118542j -0.0555942-0.133315j 0.149211+0.156777j -0.225538-0.138639j -0.165608+0.0329092j -0.0247561+0.0324936j -0.0445404+0.060056j 0.139204+0.106876j -0.14699-1.62231e-14j 0.0773167+0.011949j -0.0040578+0.0771453j 0.069418-0.0667446j -0.109171-0.0336075j 0.00217683+0.0692476j -0.0457084+0.0299955j -0.0904857+0.0384729j -0.0695858-0.0119505j 0.0403418-0.0232793j 0.00550862+0.04351j 0.000193041+0.00831394j 0.0295189-0.0543861j 0.109274+0.157024j 0.0930738-0.0629867j -0.0109828-0.0585695j -0.0366818-0.125277j -0.00545236+0.0260856j -0.0172518-0.00353666j 0.0336605-0.00667845j -0.0168937-0.0528625j -0.00134942+0.03874j -0.0266906+0.0436122j -0.0365019-0.0148657j -0.00551773+0.0230265j 0.00777733+0.0105908j -0.0103134-0.0108735j -0.00611827-0.00224406j 0.0247876-0.0125572j 0.0242879+0.0349605j -0.0500986-0.0319754j -0.040126-0.0331427j -0.00885058-0.00390653j 0.0359961+0.0198114j -0.0285103-0.012925j 0.0196489-0.0263352j 0.00286064-0.0232357j 0.0143513+0.00850839j 0.0357674+0.0228498j 0.0369109+0.000467459j 0.0324116+0.0126888j 0.00920258-0.0218354j 0.0113445-0.0148024j 0.00522939-0.00599046j -0.0130798+0.00837243j -0.00142107-0.000902301j 0.0194203-0.0152865j 0.0012681+0.041018j 0.00227077+0.00817121j -0.0135717-0.00254958j -0.0538138-0.00663387j 0.0261079+0.00146775j -0.0130011-0.0119872j -0.0203681+0.0130268j -0.00200274-0.0239198j 0.00947907+0.00608833j -0.00115416-0.0117559j 0.00705873+0.00295744j -0.0119477+0.0268195j 0.02581-0.00317504j 0.016338+0.015553j -8.85632e-05+0.00766271j 0.00457379+1.17389e-05j -0.0103635-0.00097036j 0.0228202-0.0254085j 0.0134895-0.0128114j -0.0255067+0.0186093j 0.0138004+0.0170957j -0.0156076-0.0186712j -0.048997-0.0239142j 0.00750362-0.013307j 0.0214931+0.0158309j -0.00559516+0.0122668j 0.0150746+0.0106623j -0.00123403-0.00194912j 0.00687932+0.00335254j -0.000792282-0.00385727j -0.00638491+0.00495439j 0.042568+0.00574421j 0.00748082-0.0310463j 
0.0922939-0.00392131j 0.0600304+0.0740367j 0.139001+0.112527j -0.00460893+0.144154j -0.0168595+0.103225j -0.271546+0.229187j -0.0332316-0.0411916j 0.0199541+0.186651j -0.134439-0.0880466j 0.0368815+0.0876606j -0.168059-0.0410285j 0.0648808-0.307178j 0.0650478-0.0419233j 0.0640791+0.0514789j 0.00502142-0.194576j 0.0773167-0.011949j -0.127564-4.80171e-15j -0.0757304+0.0955047j 0.152901-0.150419j -0.03732+0.0448857j 0.0364058-0.0843278j 0.0150699+0.0256406j 0.0832061-0.0345163j 0.0847433+0.0637128j -0.0892571+0.0735959j 0.0179053+0.0637719j 0.0235998-0.105059j -0.0321357+0.00727519j -0.0334083+0.0239117j -0.0878533+0.0546758j -0.0433695+0.0055212j -0.00766107+0.0957929j 0.0976423-0.0067041j -0.0820979-0.0150881j -0.0374909-0.117412j 0.0659475+0.0192095j -0.043171-0.0840519j -0.0317187-0.0753148j 0.00622783+0.0475278j 0.0125377-0.0596465j -0.0124521+0.0289657j -0.00468829+0.0351401j -0.0134196+0.00503955j -0.0386661+0.0172123j -0.0526049-0.0140296j 0.0521052+0.0720669j 0.0163027+0.0385494j -0.00270488+0.0430536j -0.0479615-0.0651526j -0.0261217-0.0041135j -0.00771683-0.00801099j 0.0371079-0.0261817j -0.00252952-0.0562543j -0.0118006-0.0648853j -0.0348717-0.0500111j 0.0168357-0.0441255j 0.0361257-0.0436038j 0.00747795-0.00399309j -0.0202063-0.00479932j -0.000125121-0.0402115j 0.00180425+0.0111491j -0.00446159-0.0190923j -0.0130235-0.00390315j -0.0376463+0.0226957j -0.0202159+0.00259301j 0.0116211-0.00407405j -0.0302867+0.0201976j -4.32107e-06-0.0235474j -0.0108716-0.023186j 0.00303484+0.0129442j -0.0175013+0.0196637j -0.0282599+0.00820057j 0.00115936+0.0271157j -0.00678143-0.0169313j 0.00525264-0.0118275j 0.0120813-0.00555226j -0.0368612-0.0191294j -0.0131326-0.00765212j -0.017804-0.000147249j 0.00674649-0.00222529j -0.0245383-0.0202197j -0.0351503+0.0196578j 0.00678932+0.0208341j 0.0256991-0.0242454j -0.000858385+0.00133166j -0.0011135+0.00359606j 0.0366687+0.0157547j -0.0104135+0.0181671j -0.0234818-0.017226j 0.0117462-0.00877249j -0.00704303+0.00490043j -0.00955236+0.024763j -0.000582359-0.00337266j -0.0212967-0.00361496j 0.00364836+0.00915498j 
-0.0236513-0.0197864j -0.00937884-0.0609935j 0.0988787+0.258264j -0.0942337-0.0831502j 0.00990822-0.0470917j 0.0613348-0.0499748j 0.110101-0.0664589j 0.0550125-0.00896651j 0.200329+0.0115702j 0.0548683+0.12537j 0.057523+0.0519528j -0.173894-0.0250516j 0.0157971-0.11246j -0.0425338-0.0488096j -0.12067+0.0858041j -0.0040578-0.0771453j -0.0757304-0.0955047j 0.109935+1.44329e-15j 0.0019123-0.133925j 0.0564591+0.0091748j -0.00807435+0.0298937j 0.0191268+0.0308001j -0.0596535-0.00704185j 0.0323652+0.146824j -0.0275998-0.123432j -0.0522359+0.170658j -0.0104975-0.00433467j -0.0390803+0.052862j -0.0545804+0.00104503j -0.0259756+0.0285123j -0.0748565-0.057716j 0.0107726-0.0393705j 0.00132479+0.0521655j 0.0430624-0.0135188j 0.0219847-0.0261455j 0.0882151-0.00250146j 0.00260925-0.0229702j -0.00148535-0.107104j -0.00266415+0.0351316j -0.0404739-0.0170677j 0.035512+0.0415531j 0.0683159-0.00900685j 0.0173408-0.0550085j 0.00035428-0.0114427j -0.00427427-0.0357135j 0.0404447+0.0515715j 0.0351754+0.0246535j -0.018814+0.0374792j 0.0237887-0.0315728j 0.0104044-0.0335879j 0.0261989-0.0415623j 0.0551985-0.0366394j -0.024504+0.0135039j -0.0289611-0.000633546j 0.00739509-0.0175205j -0.0278113-0.0210193j -0.00235369+0.0302806j 0.00337493-0.00018716j 0.00709919-0.0347495j 0.00962836-0.0313143j 0.00984874-0.00961722j -0.00151742-0.0406322j 0.00268073+0.0166906j -0.0192492+0.0285075j 0.0249764-0.0182908j 0.00428277+0.0205648j -0.00831162+0.0145081j -0.00427737-0.0296056j 0.00401698-0.0075j -0.0214077+0.0204147j 0.00441823-0.00159956j 0.0209678+0.00931623j -0.000881508+0.0491759j 0.00447141+0.0193137j -0.0277504-0.0189179j -0.0279013+0.0281837j -0.00140845+0.0100337j -0.00639386-0.0362014j 0.00793572-0.0364891j -0.00504521+0.0124922j -0.00758565+0.00630545j 0.0306418-0.0250046j -0.0299216-0.00373846j 0.0226618-0.0190358j 0.0306168+0.0323791j -0.0098839+0.00799021j -0.0179266-0.0505331j 0.000397443+0.00179928j 0.00527305-0.0159239j -0.0123088-0.0107461j -0.00892296-0.00622316j 0.00947001-0.00487329j 0.0131233-0.021677j -0.0230003+0.0121063j -0.00374566-0.0226086j 
0.056306+0.12915j -0.0800767+0.0680227j 0.0550553+0.127003j 0.176087+0.145086j -0.055602-0.0346316j 0.116722+0.110034j 0.20592-0.0988487j -0.084632+0.20663j 0.00372274-0.0930402j 0.00909615+0.130029j 0.0664846-0.092486j 0.0232993+0.00751234j 0.0832898-0.0400634j 0.00146427+0.0196711j 0.106272-0.135069j 0.069418+0.0667446j 0.152901+0.150419j 0.0019123+0.133925j -0.0393374-7.88952e-15j 0.0769006-0.070214j -0.0132795-0.185084j 0.0591032-0.0196407j 0.0254608-0.0036433j -0.0501673-0.0716793j 0.0925221+0.0531518j 0.0222308-0.120257j 0.00285699+0.0413463j 0.0824873-0.03665j 0.0328014-0.102723j 0.0231564-0.0388105j -0.00750632+0.109798j 0.0213384-0.00970572j -0.0233947+0.0680106j 0.0606362-0.112898j 0.0153754+0.0269588j -0.11276+0.0436431j -0.0706073+0.0383978j 0.0449569+0.0558485j 0.0137209-0.0063485j 0.0147945-0.0301014j -0.0167405-0.0108075j -0.0226947+0.0290341j 0.0354381+0.0165065j 0.0194282+0.0243115j 0.0254229+0.0356233j 0.00760464-0.0111698j 0.0230825-0.0457053j 0.0403085-0.0659189j -0.036127+0.036507j -0.0273158+0.0136507j -0.0181583+0.0458993j -0.0312133-0.00896016j -0.00440538+0.00834785j 0.0410876-0.0305223j -0.0414803+0.0382881j 0.0226899+0.0226258j -0.0462344-0.0140191j -0.0354246-0.0100056j -0.0177428+0.0417185j -0.00586975+0.0495654j 0.037408+0.0015094j 0.0126675+0.0418266j -0.0142909+0.0112256j -0.0442231+0.0193075j -0.0125007+0.00987142j 0.00645501-0.00174459j 0.0073341+0.0180986j 0.0184373-0.021111j -0.0102653-0.00167814j -0.00637099-0.0252422j -0.0159074+0.0172198j 0.00317897-0.00910433j 0.0151367-0.0198811j -0.0113889-0.0157391j 0.00838905-0.000788683j 0.0254671-0.0313537j -0.016969+0.0266042j 0.00158909-0.0046122j 0.00192989+0.0300515j -0.00891743-0.026304j 0.00642974-0.0411997j 0.0182873+0.015167j 0.00259777+0.0115882j -0.0341552-0.00607868j -0.0305328-0.0251765j -0.0275836-0.0215339j 0.0308539+0.0128553j -0.00292403+0.0046506j -0.000667692-0.00218675j 0.00550804-0.010548j 0.0409161+0.0200358j 0.00539302-0.0143354j -0.0445199+0.0362073j -0.0272175-0.00340237j -0.000676944+0.00980799j 
-0.026983+0.110265j 0.000489031+0.000115695j 0.104802+0.130714j 0.0262804-0.0751837j 0.0515183+0.0717762j 0.0326658-0.128743j 0.0726604+0.0611558j 0.074189-0.0703651j 0.0357007-0.115414j 0.145424+0.0644746j -0.0477982-0.072781j -0.0469504+0.0978491j -0.0197478+0.083484j -0.0466534+0.0271767j 0.000401785+0.0431322j -0.109171+0.0336075j -0.03732-0.0448857j 0.0564591-0.0091748j 0.0769006+0.070214j -0.064085+1.6237e-15j 0.0399516-0.142098j -0.00139346-0.00950059j 0.166331-0.060371j 0.05639-0.0902013j -0.0153471+0.0271338j -0.00150144-0.105089j -0.024564-0.0467501j -0.0963027-0.0329686j -0.115692-0.115899j -0.0954626+0.0484866j 0.0131888+0.0601735j 0.0142135+0.074911j 0.0409845+0.0595002j -0.0259625+0.013493j -0.0791081+0.138754j -0.0132543+0.0308709j 0.0358091-0.0896543j 0.023647-0.0362186j 0.0518041-0.0165493j 0.00198008-0.0534473j -0.0332756-0.0341695j 0.0521777+0.0164869j -0.0201678-0.0197619j -0.0683495+0.0186454j -0.0375685-0.0375302j 0.0580214-0.00901642j 0.013845-0.00444005j 0.0109655-0.0586267j -0.0844088+0.0048624j 0.0236275+0.0391808j -0.054173+0.0658438j -0.0597609+0.0621866j -0.0324383-0.000242566j 0.0267138-0.0290904j -0.0264031+0.0142336j -0.0309676+0.0161823j 0.00872133+0.0338511j 0.00488577-0.0134054j -0.00558906+0.0171939j -0.00845748-0.00108744j -0.00827706+0.0197017j -0.0247606+0.0448347j 0.0124944-0.0789555j 0.0142416+0.0165109j -0.043248-0.0119468j 0.0492695-0.0348882j -0.0291145-0.0367644j -0.013262+0.0172443j 0.0234229-0.0188262j 0.00921655+0.018041j -0.023758+0.00570153j -0.0047406-0.000713116j 0.00942483-0.0312458j 0.00559755-0.0108086j 0.00624015+0.00819218j 0.0156074-0.0153072j 0.0349092-0.0171553j -0.0079883+0.0274636j -0.00946881+0.0174832j 0.0115188+0.00729635j 0.00465963+0.0281063j 0.00324196-0.0241223j -0.0209649-0.00923319j 0.0105997+0.0537049j 0.0427667+0.0136135j 0.0125353+0.00627784j -0.0274927+0.00833651j -0.0154225+0.00092012j -0.0275422-0.0135344j 0.00637502-0.016841j -0.0309943+0.00160656j -0.00616886+0.00304741j -0.0134102+0.018569j -0.0411208-0.0135912j -0.0234171+0.0858472j 
-0.0965822+0.0166072j 0.0162749-0.00999253j 0.0195583+0.0247447j 0.0413395+0.0578537j 0.033001+0.0416173j 0.0318246+0.0632338j 0.0972345-0.0532062j 0.0626857+0.060005j -0.0388927-0.0361513j -0.0142152+0.0729676j 0.0262577-0.0481938j 0.0460526+0.0433053j -0.149877-0.0179651j 0.0345487+0.00696451j 0.10348-0.0225643j 0.00217683-0.0692476j 0.0364058+0.0843278j -0.00807435-0.0298937j -0.0132795+0.185084j 0.0399516+0.142098j 0.129934-7.07767e-16j -0.05369-0.0401625j -0.0715533-0.0912503j -0.00903639-0.0126115j 0.00985704-0.0232576j -0.128286+0.14566j -0.0294681-0.112797j 0.0339349+0.133853j 0.0925018+0.0846353j -0.0940655-0.125978j -0.103819+0.00299589j 0.00571325-0.0878322j 0.0701074-0.0670951j 0.0261433-0.0306156j -0.0341777-0.0517584j 0.0366121-0.0593686j 0.0840904-0.032362j 0.0803024+0.0282618j -0.0579034-0.0153427j 0.0134463-0.088421j -0.0736195-0.107066j 0.0261841+0.0150847j 0.00267063-0.0198162j -0.0656976-0.0714431j 0.0121456+0.018865j -0.0472113-0.0106644j 0.00825896-0.0292654j 0.00514157+0.0128235j 0.00647241-0.00384927j 0.0329814+0.000302243j 0.0365663-0.0191697j 0.0210389+0.0101189j 0.0328812+0.00395017j 0.0355251+0.0108125j 0.00379066+0.00760828j 0.0224788+0.0229685j -0.0398211+0.00705403j -0.00216309+0.0131704j 0.0498815-0.0108742j 0.0767386-0.0330548j -0.00270069+0.0536229j 0.0403357+0.100668j -0.0253878+0.00240004j 0.0463118+0.0394849j 0.014975-0.0409034j 0.00484966+0.00815503j -0.0176268+0.0465866j 0.0019183+0.0231044j -0.00905052+0.014326j -0.0037262+0.0124671j 0.0118421+0.00338705j 0.0133372-0.0163457j 0.00861008-0.0384335j -0.0195236+0.0253128j 0.0153733-0.0243935j 0.0122992-0.0845541j 0.0207231+0.0137085j -0.0318895+0.0415146j -0.0261142+0.0568255j -0.0192393-0.00247119j -0.00362884-0.00167988j -0.00625298+0.022625j 0.123558-0.0299683j 0.0208345+0.0356481j -0.0486577-0.0594309j 0.0268533-0.0439752j -0.0650358+0.0774998j -0.00233521+0.0366411j -0.0456639+0.0943823j 0.00054162-0.009143j -0.0107923+0.00535093j -0.00858872+0.0303944j -0.0357462+0.0858675j -0.0138956-0.163328j -0.083827+0.00136171j 
