2.29623e-14-0.290315j -1.07262e-14+0.10125j 9.88575e-16-0.0408675j 1.23116e-14-0.129651j -6.0114e-15-0.0831509j -2.33886e-15+0.11794j 9.28816e-15-0.166747j 4.17509e-16-0.0718207j -5.81607e-15+0.218349j -1.91e-14+0.247285j -3.98189e-15+0.19114j -1.59611e-14+0.109026j 4.61029e-15+0.0807701j 1.26793e-16-0.13117j 1.97939e-14-0.247236j 2.08344e-14-0.0335633j -2.25882e-14-0.104136j -9.66984e-15-0.0194047j -7.91669e-12-0.0712768j 1.32598e-14+0.0833029j 1.38695e-14-0.120852j 9.04999e-15+0.139873j -1.02326e-13+0.0670301j 2.09478e-14+0.0811178j 1.09756e-14-0.0369821j -4.36516e-15-0.0615876j 2.25782e-14-0.0314309j -2.46969e-14+0.196025j -3.12544e-14-0.00446354j 1.98696e-14-0.0324831j 3.98382e-15-0.039842j -5.35133e-15+0.0330879j -5.58271e-15+0.0531502j 7.84834e-16+0.0429062j -1.68819e-15-0.104476j 1.96926e-15+0.0367593j 1.35555e-15+0.00683281j 4.16661e-15-0.0281014j -3.65854e-15+0.0204438j 2.89293e-14+0.0363187j 8.07544e-15+0.0880715j 1.34753e-14-0.0463093j -2.76973e-15+0.0446279j 1.46031e-15+0.00547655j 5.68062e-15-0.0721049j -1.68704e-15-0.000533547j -3.59018e-15+0.0457986j -8.27346e-15+0.0822878j 2.4086e-15-0.0370441j -6.81018e-15+0.129496j 6.29479e-15-0.0561512j 1.13531e-15-0.0170653j 9.77968e-15-0.143179j -1.09245e-15-0.054385j -3.47663e-14-0.0318519j -1.89126e-15-0.171533j 
-4.69612e-17+0.00670079j -1.79597e-16+0.00143895j 7.44121e-17-0.0002528j -2.18467e-16+0.00516194j 2.46638e-17+0.00225695j -5.25858e-17-0.00109336j 1.30097e-16-0.00225074j -5.34717e-17-0.000932649j -1.27852e-16-0.00108467j -2.27209e-17-0.00536525j -7.07174e-17-0.0033079j 1.84699e-16-0.00157423j -1.84139e-16+0.00331181j -1.2442e-17+0.00508787j 1.1057e-16+0.00892712j -3.22387e-16-0.000742772j 2.89201e-16+0.000720603j 6.65332e-16+0.00607892j 2.85953e-13+0.00256562j -5.92361e-16+0.00038028j -1.40675e-16+0.00239573j -3.55727e-16-0.00157192j 1.0401e-15-0.000773367j -3.3947e-16-0.00201223j -2.26887e-16+0.0014713j 1.39433e-16+0.0026894j -3.5584e-16-0.000756757j 5.91786e-17-0.00952009j 4.73297e-16-0.00014642j -4.72329e-18-0.00205321j -5.28391e-17+0.00170706j 4.53151e-16-0.00363148j 1.0142e-15-0.00567337j 1.18041e-15+0.00281871j 3.34918e-16-0.00057172j 3.1348e-16+0.00604169j -8.86311e-16+0.00824339j -6.69478e-16+0.00835074j 7.50759e-17-0.00556985j 1.57449e-15+0.0012575j -3.493e-15+0.00142773j -4.01436e-15-0.00939461j 2.64176e-16-0.00699102j 3.12526e-16-0.00297756j 1.66699e-18-3.00981e-05j -5.64813e-17+0.00331672j -6.42456e-17+0.0087593j -2.61113e-17+0.0033193j 1.28245e-16+0.0108624j 6.35964e-17-0.00294304j -1.00954e-16+0.00680249j 1.51855e-16-0.00391698j -2.05158e-16+0.00721904j 6.71414e-17-0.00341641j 2.31443e-15+0.00337224j 6.57082e-16+0.00231751j 
2.72944e-16+0.000917152j -1.20396e-15+0.0116297j -4.05662e-17-0.000590703j 4.3749e-17-0.00673806j -6.06217e-17-0.0150405j -1.33889e-17+0.00040722j -5.2508e-17-0.00602167j -8.50128e-17-0.00424796j 1.47358e-17-0.00288737j 9.48999e-17-0.00182956j 3.92641e-17-0.00046925j 1.99057e-16-0.00639479j -5.60121e-17+0.00496006j 1.20729e-16+0.00660032j 5.89237e-18+0.00333229j 8.09413e-16-0.00381985j -6.0193e-16-0.00333874j 3.12533e-16+0.00767326j 1.27398e-13+0.00113555j 3.33191e-16+0.00596935j -1.14131e-16-0.000525959j -6.33034e-16-0.00269542j 2.82806e-15-0.002399j -1.10688e-15-0.00548125j -1.32435e-16+0.00185515j 1.40778e-16-0.00406049j 1.21774e-15-0.00235079j -7.41173e-16+0.00331932j 1.05512e-14+0.00427321j -2.70208e-16+0.000242714j -1.84388e-16+0.00625551j -2.88906e-17+0.00268702j 4.33174e-16-0.00228342j 1.51283e-16-0.00284229j 2.58365e-16-0.00200333j -3.32719e-16+0.00861894j 8.21786e-16-0.0012121j 1.75057e-15-0.0123477j 4.66771e-16+0.0066192j 7.92801e-15+0.0114344j -2.93773e-15+0.00106017j -4.70685e-15-0.0106631j -3.36619e-16+0.000884653j 2.31737e-16-0.00569132j 2.01413e-17+0.00486986j -9.05377e-17-0.00706589j 4.95923e-17+0.00213144j 9.16327e-17-0.000478572j 1.54583e-16+0.0072031j 1.81279e-17-0.0056146j 1.45072e-17+0.00601005j -2.67555e-17-0.00145733j 1.99313e-16-0.0122029j 7.95682e-17-0.0161746j 3.97635e-15+0.00668401j 9.23232e-16-0.00165282j 
2.70129e-16-0.0106451j -1.09035e-15+0.00851334j -1.49082e-17+0.00193649j 6.1449e-17-0.00588897j 1.81982e-17-0.00194842j 5.8945e-17+0.0059667j 9.79065e-18-0.0107219j -5.70149e-17-0.010728j 2.45502e-17+0.00733191j 1.9665e-17-0.00374215j -1.55174e-16+0.00625921j 3.52342e-17+0.00215562j 3.89058e-16+0.015618j -3.06735e-16-0.00671299j 3.52707e-16-0.00699088j 2.05048e-15-0.00597917j -1.23994e-15-0.00384172j 4.49517e-17+0.00207424j 1.7936e-13+0.00160783j 4.24886e-16+0.00524977j 9.10443e-16-0.00183864j 2.01881e-15+0.0117098j -7.24113e-15+0.00545612j 3.23723e-15+0.00890422j 1.39156e-15-0.00322776j -1.07219e-15-0.00988126j 2.38258e-16-0.00129779j -3.32088e-16+0.00674916j -6.02784e-15-0.00180342j 6.47078e-16-0.00132789j 1.50116e-16-0.00172866j -3.10921e-17-0.000384178j 1.3056e-16+0.00245187j -1.3777e-16-0.00188715j 1.76746e-16-0.00470307j -2.36999e-16+0.00764901j 3.04815e-16+0.00314175j 1.08635e-15-0.00663426j 8.51172e-16-0.00115156j -2.82005e-15-0.00383457j 1.42382e-15+0.000130457j 1.90014e-15+0.00330948j -1.79292e-16+0.0106223j -1.67826e-17-0.00632399j -1.85199e-17+0.0017563j 1.06034e-16-0.0100324j -1.24461e-16-0.00390827j 8.56588e-17+0.0125559j 1.53003e-16-0.00352286j -5.68816e-17+0.016801j -6.25072e-17+0.00347588j -4.69536e-18-0.0102889j 1.5097e-16-0.0101654j 4.02919e-17-0.00459253j -1.18686e-15-0.000620564j -2.29342e-16-0.00600557j 
-4.70392e-16-0.00471282j -1.87091e-16-0.00425045j -4.49869e-16-0.00385757j -3.62581e-16-0.0039969j -4.01036e-17-0.000255748j -1.84902e-16-0.00157664j -4.23725e-16-0.00497007j 2.20275e-16+0.00120898j -7.62263e-16-0.00521645j 1.166e-15+0.00764667j 4.88535e-16+0.0038716j -2.55324e-16+0.0002925j -5.71486e-16-0.0039461j 4.36551e-16+0.0040411j -3.13393e-16-0.00623756j 5.41924e-16-0.00121005j -9.51304e-17-0.000207789j -1.09489e-15-0.00176024j -5.87302e-13-0.00527553j -6.75595e-16-0.00354428j -7.08366e-16-0.00336303j -1.38022e-15-0.00386398j 6.47577e-16-0.000531834j 2.19064e-15+0.00653147j -2.33006e-15-0.00875885j 1.90734e-15+0.00512897j 1.37921e-15+0.00384747j 9.11502e-17+0.00522439j 2.69852e-14+0.00884671j -1.85984e-16+0.00358301j -5.91143e-18+0.00254391j -2.89461e-16+0.000676098j -1.01599e-15-0.000285269j -2.25865e-16+3.29578e-05j 7.07466e-16+0.00491831j -1.28575e-15-0.00828733j 1.84977e-16-0.00175189j -3.92725e-16-0.0079493j 6.72281e-16+0.00526646j 2.10157e-15+0.00274086j -2.66327e-15-0.00322398j -3.49075e-15-0.00409459j -5.39891e-16-0.00272992j 6.05436e-16+0.00472835j -1.20082e-15-0.00889353j -7.197e-16-0.00656674j -8.7894e-17-0.000920383j -7.9684e-16-0.00598387j 9.8516e-17+0.000813219j -1.13502e-16-0.000196176j -1.0521e-15-0.00977027j -1.46033e-16-0.00174653j -5.28292e-16-0.0059045j -3.96635e-17-0.000672131j -3.24633e-15-0.00471085j -3.35791e-16+0.00177015j 
5.63197e-17+0.0032396j 1.32861e-17+0.000444192j 1.23619e-16-0.00537919j -2.22062e-16+0.0149242j 5.81688e-17+0.00675146j -8.40829e-17-0.0020043j 1.74663e-17-0.00453917j 1.13764e-16-0.000515416j 3.9306e-18+0.000946819j -9.35188e-17-0.00848755j -4.37777e-17+0.000391261j 1.10486e-16-0.00317959j -6.45492e-17+0.00604248j -8.2251e-18+0.002934j 4.25434e-17+0.00780564j -6.45022e-17-0.00148814j 2.51734e-16+0.00025462j 1.83179e-15+0.0138351j 3.39998e-13+0.00303817j -1.45944e-15-0.00170162j 2.06237e-16+0.00200651j 2.29528e-16+0.000798917j -1.53996e-15+0.000736972j 3.69935e-17+0.000187886j -6.99951e-16-0.00475546j 1.06856e-15+0.00452441j -4.91608e-16+0.00398456j -2.21011e-16-0.00168177j 1.07183e-14+0.00334722j 1.40394e-15-0.00648583j 8.7785e-17-0.00254209j 6.19814e-16-0.00734165j 7.03768e-16-0.00153904j 2.02691e-16-0.00402009j -4.83543e-17-0.00220006j -1.36617e-16+0.00567645j -9.06273e-16+0.010491j 5.22038e-16+0.00136154j 1.24244e-15-0.0104356j 9.75215e-16+0.00113304j -1.96937e-15+0.00399546j -2.52724e-15-0.00841915j -5.3539e-17-0.00388034j 1.51194e-16-0.0052276j 1.8441e-16+0.00234773j -8.05126e-17-0.00471208j 2.28193e-16+0.0115573j -1.59302e-16+0.00149618j 4.83573e-17+0.00461858j -1.02469e-17-0.000812629j -8.43045e-17+0.00620281j 1.06805e-16-0.0145095j -6.66385e-17+0.0141657j -1.30674e-17-0.00156895j -1.34284e-15-0.0016492j -2.64035e-16-0.00256679j 
-2.01839e-16-0.00709315j 1.69106e-15-0.0194637j 1.65213e-16-0.0138773j -2.88309e-16+0.00148377j 1.04554e-16+0.00179195j -1.14e-16+0.00688888j -1.29543e-16+0.00226711j -2.041e-17-0.000186388j -3.47709e-16-0.0101773j 2.43657e-16+0.00252671j 1.10429e-16+0.00461755j -1.60828e-16+0.00361454j 2.48409e-18+0.000714062j 1.43889e-16+0.00547216j -2.2083e-16-3.54492e-05j -4.05476e-16+0.00105374j -1.20854e-15-0.00823131j -2.45082e-15-0.00463647j -1.11639e-12-0.0100354j 3.8064e-16+0.000545101j 2.2716e-16-0.015168j 7.09736e-16+0.00717701j -8.64754e-15+0.00553752j 1.73023e-15+0.00543139j -1.29295e-16-0.00373216j 2.76775e-16+0.00162084j 1.12467e-15-0.00179236j -7.27994e-16+0.00363154j 4.18045e-15+0.00152338j 4.22574e-16+0.000161148j 8.28495e-17-0.00279058j 2.49654e-16-0.004606j 3.95943e-16-0.0047276j 1.06219e-16+0.0012776j 5.95877e-16-0.00091394j -7.66089e-16+0.00161473j -8.04649e-17+0.0190358j -2.31236e-15-0.00803778j -8.34623e-16+0.0222215j 2.80376e-15+0.00475441j 4.07521e-15+0.00619861j 3.87103e-15+0.0026881j -4.79256e-16+0.0058132j -2.16559e-16+0.0109407j -4.21697e-16-0.00322864j -9.32854e-17-0.0218773j -5.74249e-16-0.0152837j -1.60862e-16+0.0251032j 7.09466e-17-0.00499777j 8.61742e-17-0.00725114j -3.86745e-16+0.00863905j 1.09121e-16-0.0280641j -6.36924e-17-0.00609256j 9.53023e-17-0.00186083j -1.78346e-14-0.0294343j -3.60274e-15+0.00529199j 
-2.23279e-16-0.0184585j -6.51447e-16+0.00603343j 1.50323e-16-0.00433326j 1.44873e-16+0.0162569j 1.46232e-17-0.000105326j -3.32556e-16-0.00588031j 2.05725e-16+0.00989265j -4.5054e-17-0.00424298j 5.1212e-16+0.0125971j 7.43341e-17+0.00355763j 3.86188e-17+0.00190302j -1.15889e-17-0.00573918j 1.16247e-16+0.00067371j -2.858e-16-0.00937992j -7.42926e-17-0.00816595j 1.0078e-15-0.00255043j -7.43994e-16-0.00191297j 1.2225e-15+0.00906975j 9.91392e-14+0.00087345j -9.26465e-16-0.000174935j 4.97397e-16-0.00279421j 1.313e-15+0.00838179j -3.29523e-15+0.00213297j 1.85115e-15+0.00593019j 3.06988e-16-0.0063311j -4.08449e-16-0.00515681j 1.2096e-15-0.000354333j -4.37082e-16+0.0176786j -1.23506e-15-9.21565e-05j 1.61891e-15-0.00515977j 1.02965e-16-0.0039688j -6.57096e-16+0.00261087j -1.08274e-15+0.00967295j 9.26143e-16+0.00935651j -8.99165e-16-0.0139221j 7.18064e-16+0.0106643j -9.01754e-16+0.0031479j 1.98742e-15+0.0026638j 9.92547e-16-0.0175141j 6.38405e-15+0.00817972j 2.70489e-15+0.0209837j 6.77617e-16-0.0131943j 2.31002e-16+0.00939364j 2.07863e-16+0.00323602j 8.25667e-16+0.0160155j 5.60278e-17-0.00313278j 1.52116e-15+0.0299723j 7.08285e-17+0.0162354j -1.0397e-16-0.00760721j -2.26043e-16-0.0118177j 1.07174e-16+0.00866275j 1.5038e-16-0.00684476j 3.69168e-16+0.0154503j -8.06405e-17-0.00226274j -8.59754e-15-0.0071869j -2.73287e-15-0.0303698j 
2.18048e-16-0.0147058j -1.0926e-15+0.00769345j -3.72901e-17+0.000436382j 1.56499e-16-0.0141208j -3.91923e-18-0.0159791j -2.71618e-17+0.00282176j -2.71814e-17+7.49093e-05j -1.20308e-16-0.00661554j -1.10514e-16+0.00109208j 3.29294e-16+0.0075983j -6.57021e-17+0.00412511j 5.77241e-17-0.00161993j 1.15989e-16+0.00153704j -1.00632e-16-0.00407196j 4.84806e-17-0.0120162j 1.75438e-15-0.00378908j -1.58545e-15-0.00571029j -1.49439e-15-0.00458461j -4.12079e-13-0.00370226j 1.15451e-15+0.00574758j 1.93421e-16-0.00673162j 4.33887e-16+0.0044855j -1.18022e-15+0.000750325j 1.4503e-15+0.00361504j 8.99292e-16-0.000692487j -1.00597e-15-0.0111881j 1.82201e-15-0.00307194j -8.42436e-16+0.0170742j 2.47471e-15+0.00181103j -1.98149e-16+0.00323704j -1.84413e-16+0.0021684j -6.54674e-16+0.00898654j -1.05597e-15+0.00567484j -8.60392e-16-0.000288518j 1.78186e-16-0.00390547j -4.68213e-16+0.00296394j 1.38987e-15-0.00924592j 1.99845e-15-0.0186425j 2.54891e-16+0.0126884j 5.13232e-15+0.00823798j 2.696e-15+0.00315574j 2.00355e-15+0.00142639j -3.28615e-16+0.0149431j -9.36895e-17+0.00235378j -1.44396e-16+0.00553513j 2.3102e-16-0.0116122j -1.43416e-16-0.00722074j 2.09939e-17+0.00667917j -2.96457e-17-0.0088558j -2.38971e-17-0.000622672j -3.83619e-17-0.000473789j 1.78441e-17+0.00156777j 2.56354e-16-0.0217254j 1.00143e-16-0.0100134j -3.28044e-15-0.00310574j -7.67705e-16-0.00991422j 
-3.85456e-16-0.00398833j 1.91542e-15-0.0201685j 1.7348e-16-0.00456526j -1.88297e-16+0.0110805j 1.67344e-16+0.0184761j -2.29618e-16+0.00190562j 5.10606e-17+0.0105905j 1.73581e-16+0.0102284j -1.40087e-16+0.00344683j 2.94091e-17+0.0019508j 2.20216e-16+0.00489964j -3.50677e-16+0.007116j 2.53348e-17-0.00847727j 1.42509e-16-0.0113681j -3.25623e-16-0.0104341j -1.3867e-15+0.00769272j 6.30884e-16+0.00226146j -9.27777e-16-0.0103041j -4.28233e-13-0.00383726j -3.27542e-16-0.0076806j 5.21538e-16-0.00273173j 1.2146e-15+0.00588792j -5.60381e-15+0.00413159j 1.09108e-15+0.00567098j 8.83966e-17-0.00394509j 2.85688e-16+0.0051137j -8.06899e-16+0.00319637j 8.8096e-16+0.00363349j -1.29699e-14-0.00507508j 5.3306e-16+0.00120159j 4.97075e-16-0.0104466j 2.06127e-17-0.00393696j -1.107e-15+0.00756979j -1.29942e-15-0.000646387j -5.51247e-16+0.00243244j -5.42382e-16-0.0147224j -5.97098e-16+0.000747976j -2.04947e-15+0.00676677j -3.38801e-16-0.00157868j -1.21762e-14-0.0156633j 8.54917e-15-0.00240581j 1.13314e-14+0.0255939j -3.68806e-17+0.00331394j -3.92388e-16+0.0103122j -3.25704e-16-0.00362436j -1.32875e-16+0.000884893j -2.60946e-16-0.0122526j -1.91582e-16+0.000103061j -3.1158e-16-0.0219648j -1.32554e-16+0.00649386j -3.61931e-16-0.0099915j 5.09678e-17-0.00354581j -2.5609e-16+0.0144708j -1.57696e-17+0.0245867j -1.04836e-14-0.0171388j -2.26818e-15+0.00213311j 
-6.37773e-16-0.0112312j 2.53743e-15-0.0263825j 5.95916e-17-0.0183728j -2.56586e-17+0.00502315j -3.99476e-18+0.00383874j -5.39669e-17+0.00904242j 3.18052e-17+0.00636396j -2.34721e-17+0.00054124j 1.20217e-16-0.0101941j 1.96528e-16+0.00241959j -2.18084e-17+0.00716315j -3.39657e-16+0.00458996j 2.53009e-16+0.000297561j -1.59987e-16+0.00391347j -4.35454e-16-0.00229724j -5.93842e-16+0.00197055j -1.6688e-15-0.0100343j -3.07111e-15-0.00651886j -1.43073e-12-0.0128629j 6.01671e-16+0.000805604j 6.25038e-17-0.0197875j 1.43923e-15+0.0118081j -1.20006e-14+0.00801678j 2.40769e-15+0.00778834j -1.88879e-16-0.00486842j 3.45566e-17+0.00130796j 1.29681e-15-0.00255823j -8.57297e-16+0.0070009j -2.67157e-16+5.18473e-05j 7.39338e-16+4.70484e-05j 7.29974e-17-0.00545297j 3.02581e-16-0.0061342j 5.50342e-16-0.00360346j 5.67623e-16+0.00284852j 3.21317e-16-0.00326118j -3.70856e-16+0.00173162j -1.41344e-16+0.0250084j -2.77072e-15-0.00903845j -1.27832e-15+0.0264876j 2.5731e-15+0.00421069j 7.55812e-15+0.00988157j 7.0338e-15+0.00709956j -4.10463e-16+0.00970106j -1.69128e-16+0.0158389j -2.28459e-16-0.00148559j 1.20847e-16-0.0288018j -1.92489e-16-0.0191539j 1.4502e-16+0.0351105j -1.14226e-16-0.0113248j -1.26972e-16-0.00952264j -1.70154e-16+0.0116315j -2.62544e-17-0.0369535j 1.85442e-16-0.00444695j -2.74909e-17+0.000836037j -2.51741e-14-0.0405724j -5.73661e-15+0.00371113j 
6.23755e-16-0.0246273j -1.77753e-15+0.00970964j 1.15517e-16-0.00403955j -5.02811e-16+0.0175955j 8.35058e-17-0.00338139j -5.38249e-17-0.00835587j -1.83986e-16+0.0141395j 1.59764e-16-0.00529281j -2.60978e-16+0.0157721j -7.71453e-17+0.00656109j 9.03009e-17+0.001429j 3.03113e-16-0.00824926j 1.31424e-16-0.00116978j 2.99713e-16-0.0124774j 3.36565e-16-0.012506j 1.6412e-15-0.00330206j -1.08996e-15-0.00223211j 8.42722e-16+0.00982536j 1.19001e-13+0.00105137j -1.00169e-15+0.000170285j 4.47738e-16-0.00341875j 1.11084e-15+0.0094081j -2.32671e-15+0.00149541j 1.94621e-15+0.00690471j 6.78444e-16-0.0074881j -3.12971e-16-0.00817111j 1.9183e-15-0.00114319j -1.45348e-15+0.0247112j -9.74563e-16+0.000246038j 2.07139e-15-0.0051823j 3.00432e-16-0.00395008j -1.14257e-15+0.00583138j -2.27956e-15+0.0136285j 6.12962e-16+0.0121796j -3.71943e-16-0.017582j 3.77814e-16+0.0127922j -6.81202e-16-0.000513479j 2.77e-15+0.000864424j 2.59314e-15-0.0210921j 8.79653e-15+0.0121067j 2.48297e-15+0.0262376j 1.55048e-15-0.0168038j -1.40573e-16+0.0136014j 3.06277e-16+0.00464125j 1.22515e-16+0.0217309j -2.08807e-16-0.00302763j -1.80087e-18+0.0382496j -2.70659e-16+0.0183844j 8.58865e-17-0.010881j 1.97387e-16-0.0166184j -1.38941e-16+0.00944435j -5.2098e-17-0.00390351j -3.68765e-16+0.0163111j 3.41938e-17-0.00406299j -1.00882e-14-0.00708789j -1.54982e-15-0.0402731j 
