2.29623e-14-0.290315j -1.07262e-14+0.10125j 9.88575e-16-0.0408675j 1.23116e-14-0.129651j -6.0114e-15-0.0831509j -2.33886e-15+0.11794j 9.28816e-15-0.166747j 4.17509e-16-0.0718207j -5.81607e-15+0.218349j -1.91e-14+0.247285j -3.98189e-15+0.19114j -1.59611e-14+0.109026j 4.61029e-15+0.0807701j 1.26793e-16-0.13117j 1.97939e-14-0.247236j 2.08344e-14-0.0335633j -2.25882e-14-0.104136j -9.66984e-15-0.0194047j -7.91669e-12-0.0712768j 1.32598e-14+0.0833029j 1.38695e-14-0.120852j 9.04999e-15+0.139873j -1.02326e-13+0.0670301j 2.09478e-14+0.0811178j 1.09756e-14-0.0369821j -4.36516e-15-0.0615876j 2.25782e-14-0.0314309j -2.46969e-14+0.196025j -3.12544e-14-0.00446354j 1.98696e-14-0.0324831j 3.98382e-15-0.039842j -5.35133e-15+0.0330879j -5.58271e-15+0.0531502j 7.84834e-16+0.0429062j -1.68819e-15-0.104476j 1.96926e-15+0.0367593j 1.35555e-15+0.00683281j 4.16661e-15-0.0281014j -3.65854e-15+0.0204438j 2.89293e-14+0.0363187j 8.07544e-15+0.0880715j 1.34753e-14-0.0463093j -2.76973e-15+0.0446279j 1.46031e-15+0.00547655j 5.68062e-15-0.0721049j -1.68704e-15-0.000533547j -3.59018e-15+0.0457986j -8.27346e-15+0.0822878j 2.4086e-15-0.0370441j -6.81018e-15+0.129496j 6.29479e-15-0.0561512j 1.13531e-15-0.0170653j 9.77968e-15-0.143179j -1.09245e-15-0.054385j -3.47663e-14-0.0318519j -1.89126e-15-0.171533j 
3.78993e-16-0.00561671j -1.18835e-15+0.00585022j -6.23322e-18+0.000555252j 1.17114e-16-0.0026599j 4.45254e-16-0.00278572j 1.45752e-16-0.0047572j 5.01187e-17-0.00500182j -9.7796e-17+0.00113243j -2.2545e-16+0.0026309j 2.52823e-16+0.00445472j 1.08855e-16+0.00449289j 4.77237e-16-0.00680936j 1.18782e-16+0.00258091j -2.08351e-16+0.00336993j 1.11436e-15-0.0117373j 1.0966e-15-0.000663803j 1.10776e-16+0.00175334j 1.0566e-16+0.000904306j 1.66314e-13+0.00149719j -1.2428e-16+0.000661877j 3.82022e-16+0.00403905j 6.87501e-17+0.000669468j -6.07073e-15+0.00424822j 9.51045e-16+0.00263999j -6.37359e-17-0.00649675j 8.49545e-16+0.00260009j 1.01161e-15+0.002046j -4.06406e-16+0.0077486j 1.38275e-14+0.00490981j -1.33684e-15+0.00544895j -5.21e-16+0.00894891j -1.39157e-15+0.00408142j -1.33389e-15+0.00331128j -2.74668e-16+0.00547825j -3.42628e-16-0.000330832j -2.33722e-16-0.002752j 7.41434e-16-0.0040058j 1.45008e-15-0.00379867j 8.80245e-16-0.00428385j -4.71929e-16-0.000277349j -7.55809e-17+0.00203556j -4.3594e-16-0.00232467j -1.12644e-16-0.00446856j 5.86846e-17-0.00156558j -2.75862e-16+0.000461484j 1.04865e-16-0.00571737j -1.37527e-16+0.00965591j 1.02882e-16-0.00216658j 3.2807e-16-0.000543979j 1.73236e-16+0.000603672j 1.99554e-16-0.00649312j -3.02533e-16+0.00248809j 2.68986e-16-0.00250691j 2.50758e-16-0.00268482j 1.09152e-15+0.00358503j 7.80057e-16-0.00685403j 
-3.69145e-16-0.00339108j 7.23026e-18-0.0037333j -7.38608e-17-0.00259398j -1.22512e-17-0.000463718j 3.92696e-16+0.00509862j -6.15211e-17+0.00233067j -2.62698e-16-0.00549447j -4.04688e-16-0.00237392j -3.51982e-16-0.0034444j 3.0061e-16+0.00241109j 1.91067e-16-0.00125422j 7.35e-17+0.00475229j 3.92701e-16+0.00376762j -5.07276e-17-0.00194559j 2.76035e-16+0.00100642j 3.82773e-17-0.00205226j -8.0405e-16-0.00389772j -3.01864e-17-0.00166595j -7.04026e-14-0.000629506j -1.31554e-15-0.00600981j -3.2087e-16-0.00491503j -4.41436e-16-0.000238981j -5.34209e-15+0.00363365j -9.50628e-17-0.000715324j -9.99024e-16-0.00561745j 2.52629e-16+0.00114281j 3.0073e-16-0.00137027j 4.39092e-17+0.000973606j -5.09479e-15-0.00176158j 1.81287e-16-0.000163536j -3.49427e-17-0.00116258j -1.69994e-18-0.00305169j 1.19281e-16-0.00148335j 5.32759e-16-0.000131199j 5.15651e-16+0.00257377j 2.75524e-17+0.00202306j 1.04426e-16+0.00235202j -6.36296e-16+0.00207182j -3.84796e-16+0.00470859j 2.97468e-15+0.00382555j 2.3342e-16+0.00115744j -9.29003e-16-0.00182153j -7.68948e-17-0.000394381j -1.07519e-16-0.00362615j -5.29455e-16-0.00478768j -4.29537e-17+0.00234645j -1.92696e-16-0.00268204j 2.26808e-16+0.00185872j 2.46396e-16+0.00163992j 2.16641e-16+0.00458048j -1.17672e-16+0.00010626j -4.32187e-16-0.00630457j -8.81614e-17-0.00201244j -6.48098e-18-0.000278795j -3.06881e-15-0.00465342j -5.38383e-16+0.0018669j 
2.30623e-16-0.0057977j -7.36329e-16+0.00937033j 8.79548e-17+0.00420919j -1.29862e-16-0.00624414j -2.97648e-16-0.00337811j 2.74395e-16+0.0046781j -7.15873e-18-0.00436675j -3.62885e-17+0.000524142j 3.36345e-16+0.0114737j -3.62142e-16-0.00197723j -1.48913e-16+0.00167747j 2.18917e-17-0.00152323j 3.67288e-16+0.0060006j -3.67544e-16-0.00728009j -8.47697e-17-0.0169448j 1.56171e-15-0.000989307j -8.16964e-16+0.000284911j 5.89173e-16-0.00192448j 7.33168e-13+0.00659554j 1.38685e-15+0.00719786j 6.66009e-16+0.0016098j 1.73755e-15+0.00876179j -3.24575e-15+0.00243818j 1.43067e-15+0.00246864j 1.42699e-15-7.64595e-05j -1.46092e-15-0.00739348j 3.9115e-16-0.00427711j 1.06967e-16+0.00462174j -1.64515e-14-0.00538353j -6.4476e-16+0.00380481j 2.95395e-17+0.00125702j -2.83309e-16+0.00107571j -2.08319e-16+0.00352671j -6.82604e-17+0.00236652j -9.92998e-17-0.00333987j 2.63082e-16+0.00206504j 1.7496e-16-0.00543891j 1.06017e-15-0.00352746j 7.00659e-16-0.00548545j -5.53259e-15-0.00659072j 1.44815e-15-0.00681242j 3.31947e-15+0.0117477j 3.89587e-16+0.00600362j -1.58644e-17-0.00335042j 1.81461e-16+0.0067614j 1.83565e-17-0.000909608j -3.14794e-16+0.000578432j 8.08024e-17+0.00201162j -2.11401e-16-0.00963635j 2.79959e-16+0.0116853j 5.56801e-17-0.00228215j 6.97221e-17+0.00520332j -2.6012e-16-0.00556079j -6.42153e-17+0.00155166j 3.38595e-15+0.00631803j 6.76836e-16-0.00625613j 
5.54874e-17+0.000706005j -8.10599e-17-0.00719182j -1.43542e-16-0.00249069j 4.73319e-16+0.000524392j 8.77089e-16+0.00464343j -5.02827e-16-0.00224996j 1.84447e-16+0.00136903j 4.91573e-16+0.00732258j -6.22861e-16-0.00493255j 4.26461e-16+0.00454634j 1.41282e-16-0.00180856j -1.23474e-16-0.00103769j -4.0809e-16-0.00466821j 1.86635e-16+0.00108008j 4.12286e-16-0.00376533j -1.70061e-16+0.00231032j 1.05473e-15+0.00276354j -4.7201e-16-0.00527647j -1.66659e-13-0.00148721j -1.32528e-15-0.0068593j -7.1882e-17-0.000693918j -1.42979e-15-0.0045054j -1.88616e-15+0.000699536j -2.52105e-15-0.00600676j -1.68977e-15-0.00567887j 1.49537e-15+0.00593707j 1.0477e-15-0.00229056j 2.88506e-16+0.00209509j 5.32234e-16+0.000250472j -1.1198e-15+0.00583714j -1.32214e-16+0.00287805j -9.13543e-16-0.00344151j -5.48399e-16+0.00245608j -6.82104e-16+0.000610328j -1.24552e-16+0.00324768j -1.04125e-15-0.00726121j 1.50763e-16-0.00173595j -5.06432e-16+0.000635306j -4.87705e-16+0.00452429j 1.52132e-15+0.00266348j 8.01224e-16-0.00138413j 2.21915e-16+0.00234244j -6.44957e-16-0.00649504j -2.13743e-16-0.000438546j -2.94097e-16-0.00172025j 1.9812e-16+0.00281808j 2.88672e-16+0.000363086j -6.8829e-16-0.00640457j -1.67931e-16-0.00330177j -3.0262e-16-0.00351925j -5.02544e-16-0.00645592j -4.17182e-17+0.0026004j 6.64401e-16+0.00199425j 5.68322e-16+0.00474958j -2.07877e-15-0.00341021j -9.7246e-17+0.00296175j 
2.28775e-16-0.00705723j 3.3023e-16-0.00591996j -5.01997e-17-0.00432912j 3.54253e-16-0.0055898j 2.28651e-16-0.00439526j -8.71262e-17+0.00176405j 3.5675e-17+0.00134956j 2.60374e-16+0.00134979j -3.35146e-17-0.000583468j 9.11811e-17+0.0079939j 1.68034e-16+0.00606362j -2.78063e-16+6.18967e-05j -9.25455e-18-0.00339855j 3.23197e-17+0.00316695j 3.06671e-16-0.00878993j 5.77573e-16+0.000312416j -2.24181e-16-0.00210332j -1.63139e-15-0.00771675j -5.92444e-13-0.00531806j 8.57392e-16+0.00155005j 3.26725e-16-0.00704319j -3.25946e-16+0.00070862j -8.02737e-15+0.00565526j 1.32801e-15+0.0054389j -1.56346e-16-0.0044149j 6.25692e-16+0.00340849j 7.54081e-16+0.00116962j -1.74724e-16+0.00377452j 9.02886e-15+0.00302948j -1.12213e-15+0.00578972j -1.28002e-16+0.00404529j -1.18327e-15+0.00469146j -1.12254e-15+0.000267686j 3.91001e-16+0.00962212j 3.18249e-17+0.00133112j -1.07868e-16-0.0046072j 4.61922e-16+0.00164062j -7.68591e-16-0.00229961j -1.05837e-15+0.0100622j 1.01098e-15+0.00193797j 1.62888e-15+0.00206535j 1.54034e-15+0.00148891j -4.8948e-16-0.000854237j -2.70832e-16+0.0110138j -9.04648e-17-0.00634023j -4.86326e-17-0.00818648j 1.05046e-16-0.00639819j -2.34526e-16+0.00638829j -1.48015e-17-0.00297928j -6.29736e-17-0.00380433j -6.18185e-17-0.00431458j -4.49221e-17-0.00275398j 5.49136e-16-0.00788499j 2.52324e-16-0.000256169j -6.24045e-15-0.0100466j -1.20912e-15+0.000233812j 
-8.37705e-16-0.00568232j 4.6115e-16+0.00323544j 1.85071e-16+0.000399845j -1.47572e-15-0.00866582j -1.65689e-15-0.00900102j 8.07295e-16+0.00430574j -1.94988e-16+5.06146e-05j -1.15623e-15-0.0047542j 2.90367e-16+0.00183421j 4.61571e-16+0.00347147j -1.51337e-16+0.000323364j 3.71893e-16+0.00195888j 2.96406e-16+0.000170398j -3.34867e-16-0.00091214j -4.7063e-16-0.003775j 2.93867e-16-0.00251151j -2.08154e-15-0.00464482j -1.45674e-15-0.0042331j -1.37588e-13-0.00123158j 1.87379e-15+0.00503693j -1.19515e-15-0.00699877j 9.10198e-17+0.00124524j -1.74149e-15+0.00160988j 2.77418e-15+0.00552916j 8.93096e-16+0.000756838j -1.9988e-15-0.00509993j -1.41591e-17-0.0010399j -2.53936e-16+0.000163609j 4.07171e-16+0.00020763j -3.21247e-16+0.00135493j -2.10209e-16+0.00021531j 7.90788e-16+0.00617262j -6.06301e-16-0.00159824j 1.63102e-15+0.00620156j 6.65669e-16-5.22235e-06j 1.48246e-15+0.00424329j -1.37639e-16-0.00204673j -4.14484e-16-0.0032686j 4.26827e-16+0.00653226j 3.68355e-15+0.00411076j -9.77962e-16-0.000749904j -1.62299e-15-0.0019675j 1.27747e-15+0.00662108j 6.83226e-16+0.00647224j -3.9884e-16-0.00219976j -1.31984e-16-0.00216245j -1.11997e-15-0.00557945j 1.04099e-15+0.0063705j 3.02825e-16+0.000646906j 3.04252e-16-1.6981e-05j 4.55959e-16+0.00178243j 2.81917e-16+0.00121958j -2.04622e-15-0.0117701j -1.1251e-15-0.00573127j -1.20651e-15-0.00158982j -6.25469e-16-0.00181907j 
2.35401e-16+0.00311201j 8.12442e-17+0.000345843j 7.4677e-18+0.00375314j -4.04456e-18-0.00903766j -2.95979e-17-0.0050833j 2.08307e-17+0.00180974j -1.85981e-16+0.00359335j -4.46008e-17+0.00273398j -2.44003e-16-0.00232307j -5.44563e-17+0.00428412j -2.12183e-16-0.00291188j 3.31608e-17+0.0020976j 1.11508e-17-0.00382064j 1.53021e-16-0.0011067j -1.86021e-16-0.00121995j -6.16313e-16+0.00267029j -5.98897e-16-0.0030944j -3.14356e-16-0.00934843j 2.05763e-13+0.00186504j 4.02153e-16-0.00143675j -9.10656e-17-0.000170531j -1.05758e-15-0.0032139j -4.91748e-15+0.00305069j -3.44841e-15-0.0122773j 6.99755e-16+0.00728088j -9.61989e-16-0.000546042j -4.34691e-17-0.00532034j 3.01587e-16-0.000549368j -2.83213e-14-0.00941186j -1.0215e-15+0.00479215j 3.92368e-17+0.00543905j -3.80676e-16+0.00624398j 2.96842e-17-0.00131421j 1.91519e-16+0.00483225j 4.74181e-16+0.00301475j 3.7038e-16-0.000146142j 3.34829e-16-0.00961554j -1.65186e-15+0.00574917j -1.73882e-15+0.0111368j 1.15016e-15+0.00198032j 3.62304e-15+0.000493674j 4.61222e-15+0.00984681j 1.34455e-16-0.00252423j -2.52293e-16-0.0018189j -2.55266e-16+0.00021597j 3.66948e-16+0.011092j -3.98118e-16-0.0112902j -3.90575e-16-0.0040303j 9.67693e-17-0.00207433j 1.01249e-16-0.00218878j -8.62648e-17-0.000869433j 1.70922e-16+0.0127929j -1.0991e-16-0.00831236j -2.97587e-17+0.000308177j 3.68714e-15+0.00430188j 1.02823e-15+0.00511345j 
-2.68223e-16-0.0074448j 7.5555e-16-0.00978512j -5.83454e-17-0.00206919j -1.43434e-17+0.00820265j 1.64603e-16+0.0119311j 1.56111e-16+0.00311881j 5.15098e-17+0.00655112j 3.03723e-16+0.00441075j 2.20395e-16+0.00883737j 8.66465e-19-0.00135146j -4.67088e-17+0.00664982j 2.22318e-17+0.00384916j 1.59674e-16-0.000251224j -2.29707e-16-0.0115747j -6.18201e-16-0.0142981j -4.39317e-16+0.00576679j -7.93936e-16-0.00146107j -3.18391e-16-0.00512314j -5.42977e-14-0.000484624j 3.75542e-16-0.000647572j 7.7928e-16-0.000662612j 2.66901e-15+0.0124454j -7.32229e-15+0.00573748j 2.64409e-15+0.0092756j 1.64858e-15-0.000406341j -8.48171e-16-0.00169515j -6.78221e-16+0.000871959j 7.06609e-16+0.00442501j -1.78821e-14-0.00644668j 2.10552e-16+0.00105741j 2.84565e-16-0.00661058j -2.80103e-16+0.000360203j -7.81655e-16+0.00562251j -3.61584e-16+0.00454918j -3.4241e-16-0.00200868j 2.19045e-16-0.00464846j -5.21749e-16+0.00287217j -1.26268e-15+0.00710345j 8.95389e-17-0.00607616j -1.28231e-14-0.0170372j 8.35422e-15+0.000286187j 1.164e-14+0.0232971j 2.40473e-16+0.00645331j -2.70355e-16+0.00737021j 3.33815e-17+0.00175325j 6.80941e-17-0.00255225j -2.06375e-16-0.00589554j 8.59397e-17+0.0106114j -3.99279e-16-0.0188332j -8.37409e-17+0.00933415j -8.25004e-17-0.00305667j -1.17143e-16-0.00562547j -3.25667e-17+0.0104568j 7.54398e-17+0.0170864j -8.50478e-15-0.0122655j -1.89851e-15-0.00466928j 
-2.30243e-16+0.00760231j 8.9325e-16-0.00629898j -2.2481e-16+0.000763821j -6.22047e-17-0.00520962j -2.73337e-16+0.00521522j 1.55485e-16+0.00335079j -1.26588e-16-0.0073865j 8.66705e-17-0.00118358j -6.57804e-17-0.0049885j 3.6152e-16-0.00149511j -6.83819e-17+0.00115231j -2.07581e-16+0.00469932j 5.44607e-17+0.00436394j 1.38996e-18+0.00621228j 9.86204e-17+0.00647023j -4.33251e-16+0.000580906j -1.79315e-16-0.000124193j -8.03708e-16-0.00441032j -3.59404e-13-0.00322465j 4.26933e-16-0.00126392j -2.57296e-16-0.000517519j -4.50995e-16-0.002014j -2.39764e-15+0.00216352j 1.15653e-15+0.00483073j 5.60347e-17+0.000245495j -7.65278e-17+0.00511325j -6.25419e-16-0.00140683j 5.23972e-16-0.0185639j 4.81453e-15+0.000959593j -2.12122e-15+0.00519342j -9.27078e-17+0.00384342j 5.29693e-17-0.00262813j 4.35457e-16-0.00920466j 1.69313e-15+0.00867734j 5.50506e-16+0.00639862j 1.03665e-15-0.000729551j -6.65199e-16+0.0114783j -3.07537e-15+0.0145038j -1.54317e-15+0.0038395j -3.26468e-15-0.00638604j -3.8372e-15-0.00674751j -3.92805e-15-0.00256455j 1.06321e-16-0.0124603j -1.29197e-16+0.00278642j -1.70393e-17-0.0152367j 8.38033e-18+0.00467087j 1.85527e-16-0.00608246j 1.20225e-16+0.00518348j 4.61394e-16+0.0142303j -2.6671e-16+0.00658203j 2.35056e-16-0.000382615j -7.67335e-18-0.00310499j -1.34105e-16-0.00179936j -3.43877e-16+0.00136583j 1.7642e-15-0.000484292j 3.48623e-16+0.0151361j 
3.03817e-17+0.0051244j -4.18037e-16+0.00463082j -1.37343e-16+0.00917812j -1.29613e-16+0.0018123j 7.9199e-17+0.00867585j 1.58422e-16-0.00705041j -1.63798e-16+0.00089038j 3.15768e-16+0.00675569j -1.01324e-16+0.00477424j 3.24282e-16+0.00525327j -2.69828e-17-0.0030816j 1.95306e-17+0.00280396j -2.08852e-16-0.0102516j 1.3549e-17-0.00963896j -1.18178e-16-0.00442501j -6.74409e-16+0.00380533j 8.08521e-16+0.0066174j 1.18797e-15-0.00131292j 2.53923e-13+0.00228524j -1.43252e-15-0.0111916j -7.83902e-16+0.01091j -1.61213e-15-0.0105565j 1.2498e-14-0.0083163j -1.57705e-15-0.00112471j -8.29803e-16-0.00113342j 3.6903e-16+0.00445823j -4.42982e-16+0.000940797j 7.96751e-16-0.00515043j 1.68616e-15+0.000172612j -1.59978e-15+0.00489417j -2.20196e-16-0.000466058j -5.07791e-16+0.00281104j -1.48579e-15+0.00446592j -3.2125e-16+0.00320597j -8.27503e-17+0.00738614j 7.5741e-16-0.0114808j -7.43993e-16-0.0175907j -3.88409e-17+0.016911j -6.60056e-17-0.0190319j -5.60919e-15-0.00859621j -3.85293e-15-0.00965835j -2.42504e-15+0.0027654j 4.66401e-16-0.0119235j -1.61927e-16-0.00259363j -1.09238e-16-0.00749669j 3.33297e-16+0.0300717j 1.33827e-16+0.0129442j -5.44788e-16-0.0290723j -1.24314e-16+0.00164067j 1.16374e-16+0.00660204j -1.54354e-17-0.018009j 1.69892e-16+0.0294687j -3.66945e-16+0.0124699j -4.38817e-17+0.0136913j 1.23777e-14+0.0195557j 2.84233e-15-0.000482002j 
-1.11387e-16-0.00445382j -4.5548e-16+0.0041026j -1.89575e-16-0.00116047j 1.17542e-16+0.0119635j -1.4425e-16-0.00024271j -1.88436e-16-0.0065728j 9.00279e-17+0.00963969j 9.54532e-17-0.000389677j 1.15843e-16+0.00465057j -5.09017e-17+0.0013007j -1.60249e-16-0.0057185j -1.25041e-16-0.00630252j -9.11154e-17-0.00295276j 4.47196e-16+0.00100992j -1.15863e-17+0.000530528j 2.06316e-16-0.000498711j -2.07799e-16+0.00142257j 1.14926e-15+0.00868239j 1.7028e-13+0.00151625j -2.94315e-16+0.00183239j -1.04698e-16+0.00254318j 9.13121e-16+0.00443723j 8.24255e-15-0.0060583j -7.76583e-16-0.00221307j 3.58663e-16+0.00342094j -5.03719e-16-0.00234252j 1.35347e-15-0.00804552j -4.47981e-16+0.00230493j -1.09497e-14-0.00338783j 1.60855e-16-0.0024793j 3.80652e-16+0.00237328j -2.5612e-16-0.00272909j 3.3456e-16-0.00256365j 2.23178e-15+0.0117426j -7.29826e-16-0.012524j 1.34897e-15+0.0117147j -8.14272e-16+0.0106064j 1.76291e-16+0.0127512j 3.86109e-16-0.0151115j 7.3532e-15+0.00809287j -2.18072e-15+0.0158404j -4.88469e-15-0.0202872j 2.62483e-16-0.00320829j 3.87837e-16+0.000253598j 1.0901e-15+0.0161875j -3.45566e-16+0.0051005j 1.679e-15+0.0355967j 7.6751e-16+0.017774j 4.96756e-16+0.0077047j -5.88408e-16-0.019485j 7.01203e-16+0.0143221j -3.63472e-16-0.000854268j 1.90361e-16+0.0169889j -4.72799e-16-0.00567755j -2.94368e-15-0.00011807j -1.08057e-15-0.0189333j 
4.80679e-16+0.0102668j -4.57209e-16+0.00269472j -2.57497e-17+0.00195193j 1.59118e-18+0.000268061j 1.3849e-16-0.00274808j -1.27475e-17+0.00302932j 1.39684e-16-0.00266121j 1.16788e-16-0.000591849j -4.24065e-16+0.00211174j -7.18391e-16-0.0104893j -1.72392e-16+0.00583194j -5.00803e-17+0.000561857j 3.44589e-17+0.00158423j 1.83635e-16+0.000441818j 6.04418e-16+0.00878026j 2.17936e-16-0.0024478j 1.10701e-15+0.00384232j 1.13778e-16+0.00339241j 4.90306e-14+0.000438738j -1.45932e-16+0.000966658j 8.06125e-17+0.00349647j -6.8704e-16-0.00442181j 1.28803e-15-0.00069465j -7.66039e-16-0.00226455j -2.01061e-16+0.00195091j 4.11062e-16+0.0036238j -1.16901e-15+0.00267563j 2.84466e-16-0.00796475j -1.48808e-16-0.000466059j -4.32079e-16+0.00175225j 1.55675e-16+0.000100199j -5.97022e-17-0.00151952j -4.14781e-17-0.000977822j -1.39341e-16-0.000546636j 1.632e-16+0.00328969j -1.62349e-16-0.00350876j 1.4321e-16-9.26586e-05j -7.52636e-16+0.00354165j 4.00152e-17-4.12063e-05j -3.95861e-15-0.00495008j -1.03344e-15-0.00751266j 3.5399e-16+0.00573585j -6.33835e-17-0.00620112j -4.48413e-17+0.000143762j -1.7225e-16-0.00670792j -4.50648e-16+0.00200301j -7.89274e-16-0.0121521j 1.71177e-16-0.0103849j -1.09062e-16+0.00226397j 5.52263e-17+0.00656673j 3.4551e-17-0.00301852j -3.31165e-16+0.00325757j -9.90354e-17-0.000197602j 1.68971e-16+0.00251293j 5.62288e-15+0.00689312j 1.90946e-15+0.0110333j 
4.85599e-16+0.00268705j 5.78745e-16-0.0107415j 1.26951e-17-0.00103852j 1.8675e-17-0.000440807j 1.12608e-16+0.00395478j 1.15894e-16-0.000875431j 1.75799e-16+0.00590408j -2.35721e-17-0.000488494j -4.43781e-16-0.0101597j -9.46707e-16-0.0053665j 9.79655e-17-0.00287133j 6.1979e-18-0.000899797j 9.31148e-17+5.95406e-05j 3.78379e-16+0.00446594j 6.82444e-16+0.00378585j -3.97811e-16+0.0004858j 6.85069e-16+0.00102397j -1.11718e-15-0.00685597j -2.31875e-13-0.00207493j 2.56228e-16-0.00195253j 1.51165e-16-0.00154607j 1.48388e-16+0.00148926j -3.64781e-15+0.00293837j 1.22558e-15+0.00327336j 2.18187e-16-0.00101677j 4.71762e-17-4.50942e-06j -6.56215e-17+0.000238134j -3.81659e-16-0.00261229j -1.43596e-15-0.000625213j -3.85047e-16+0.00310609j 6.416e-17+0.00118452j -1.39522e-16-0.000811788j -2.00821e-16-0.00161124j 4.56018e-18+0.000476307j 6.45453e-16+0.00277281j -5.27275e-16-0.00249704j 5.64541e-16+0.00507239j -1.04144e-15-0.0030072j -9.84217e-18+0.00942697j -2.69757e-15-0.00284141j 2.23606e-15-0.000402187j 3.90388e-15+0.00659973j -2.23467e-16+0.00436518j 2.33041e-16+0.00428524j -5.29078e-16+0.000272645j -5.5923e-16-0.0109172j -1.57186e-15-0.011502j 1.93014e-16+0.0110745j -1.04178e-16-0.00354295j 2.32366e-16-0.00163267j -5.27338e-17+0.00295837j -4.61026e-16-0.00914684j -1.37172e-16-0.00297687j 3.06382e-16+0.00249525j -6.6048e-15-0.0113156j -3.29378e-16+0.00682009j 
6.23315e-15-0.0478028j -2.79103e-15+0.0212712j 5.88317e-16-0.00544554j 2.14454e-15-0.0153j -3.29725e-16-0.0171744j -7.71912e-16+0.0126134j 1.50994e-15-0.0191067j 1.00199e-15-0.0146153j -1.79182e-15+0.0318862j -4.00486e-15+0.0308982j -1.56129e-15+0.0245985j -2.24255e-15+0.00795473j 8.00598e-18+0.0151328j 1.3284e-15-0.0208927j 4.77714e-15-0.0386864j 4.29432e-15-0.00722284j -2.93704e-15-0.0167822j -1.18837e-16+0.00121926j -7.76097e-13-0.00700253j 1.5447e-15+0.0126398j 3.44976e-15-0.0172504j 4.21484e-16+0.0221601j -1.82328e-14+0.0115841j 3.17726e-15+0.0155531j 3.21264e-15-0.00918131j -1.71623e-16-0.0153682j 3.99042e-15-0.00415252j -5.95092e-15+0.0360519j 4.67122e-16+0.00136895j 2.44486e-15-0.00340908j 6.63475e-16-0.00355545j -2.15561e-15+0.0106191j -2.85476e-15+0.0128485j -6.25699e-16+0.0100768j 7.47682e-16-0.0181116j -1.3601e-16+0.0129077j 6.418e-16-0.00276628j 3.16281e-15-0.0108j 1.74935e-16-0.00144874j 6.56015e-15+0.00987787j 1.15536e-15+0.0184409j 2.78619e-15-0.00955342j -2.01604e-15+0.0158909j -2.80472e-16+0.000808134j 7.67781e-16-0.000126803j 6.80546e-16-0.00728021j -7.81334e-16+0.014724j -2.99049e-15+0.0192026j 1.51443e-15-0.0103398j -1.49583e-15+0.0143889j 9.19779e-16-0.00311572j 1.01104e-15-0.00542169j 2.52298e-15-0.0214416j 2.69726e-16-0.0133851j -5.9292e-15-0.00532801j 1.38067e-15-0.0371082j 
2.03648e-15-0.018693j 4.53639e-15-0.0490611j 3.72686e-16-0.00380909j 1.12905e-15-0.00997107j 1.2232e-16+0.0402566j -3.26949e-16-0.00760171j 5.92911e-16+0.00836128j 5.37529e-16+0.0068534j -1.21836e-15-0.0323809j -1.52942e-15+0.0371646j 1.91935e-17-0.0155118j -1.81491e-15+0.0197754j -3.29556e-16-0.0145749j 1.41785e-15+0.00106699j 1.78553e-15-0.0149022j -3.03208e-15+0.0132711j 7.2642e-16-0.00420219j -3.70804e-15-0.0401806j -1.9279e-12-0.0172937j -2.5157e-16-0.0252257j 9.03099e-16-0.0109815j -7.76163e-17+0.00628296j -6.74335e-15+0.00447817j 2.02095e-15+0.0145306j 6.02785e-17-0.0101038j 8.80375e-16+0.00440019j 1.72496e-15-0.00314516j -2.17387e-15+0.00649187j -1.52656e-15-0.000471937j 3.70607e-16+0.00293465j 3.62239e-16-0.0055677j -3.0926e-16-0.00528411j -1.0035e-15-0.00335033j -1.95385e-15-0.00595592j 7.85994e-16+0.0116619j -1.35877e-15-0.0227697j 4.66448e-16+0.00528096j -4.18553e-15+0.00389414j -3.08293e-15+0.0235243j -5.4525e-15-0.00803764j 4.7159e-15+0.0064557j 7.43225e-15+0.00802455j -1.14599e-15+0.00752377j -4.86527e-16+0.00757879j -2.12013e-16-0.0143987j 3.48535e-16-0.000598397j -1.03721e-15-0.00753781j -1.59727e-15+0.0235776j 7.7294e-16-0.00768966j -6.91476e-16-0.000347808j 3.08062e-16-0.0129606j 5.24225e-16-0.0118062j 1.09308e-15-0.00245248j 1.68283e-16+0.0219202j -2.36375e-14-0.0408529j -3.53986e-15+0.00720545j 
