0.0411901+0.0161512j -0.0312711+0.0297284j 0.0215809-0.0864127j -0.0521484-0.0355615j -0.0180361+0.0930035j -0.00373656+0.0438095j 0.000927674-0.0577484j 0.125959-0.0153827j -0.0477553+0.00643945j 0.0131553+0.0516651j -0.0241322-0.0270716j 0.0409643+0.0576333j 0.0050273-0.0812032j 0.00601275+0.059626j -0.0323921-0.00659178j -0.0454007-0.00768826j 0.0852543-0.0274673j -0.0839579+0.105864j -0.035971+0.0806503j -0.0337969+0.0451942j -0.0190618-0.0287925j -0.0331635+0.00427918j 0.0246586-0.00668779j -0.0705049-0.0372058j 0.00379019-0.105834j -0.0871557-0.105461j -0.00043075+0.0713483j 0.0190122+0.0187812j 0.0162407-0.00790098j 0.0229915-0.0687197j -0.0845002+0.116151j 0.0800774+0.0865324j 0.0889623-0.0413025j -0.144108-0.0789128j -0.0565462-0.0544548j 0.0027406+0.00954805j 0.0621734-0.00658537j 0.0556116-0.147569j -0.000127309+0.0800208j -0.0883016-0.106997j -0.0325214-0.00216412j 0.00706532+0.120565j -0.108218-0.11721j -0.0550612+0.130308j -0.00717336+0.0515639j 0.0230359+0.0119616j 0.18521-0.0694689j 0.262173+0.0351593j 0.0480094+0.00213408j 0.00647217+0.0950422j 0.0852593+0.112448j 0.000936299+0.031328j -0.126594-0.0323515j -0.0863602-0.0621622j -0.132072+0.0728842j 0.00914836-0.301608j 0.0942069+0.00746512j -0.0211524-0.0797917j 0.0517979-0.0125845j 0.0365356+0.00224682j -0.0973985-0.0406893j -0.0265178-0.040282j 0.0288746-0.00717521j -0.00585935-0.0619923j 0.0274582-0.0252216j 0.104734-0.00405507j -0.0288322+0.059134j 0.0112759+0.047726j 0.0449491-0.0361426j 
0.00525005+0.00214831j 0.000558494-0.000879044j -0.00456436-0.00180284j -0.000365306-0.0012858j -0.000710559+0.00303932j 0.00258871+0.00130096j 0.00378683-0.00291863j -0.00146767+0.00323129j -0.00257208-0.00364182j 0.00226367-0.00570113j 0.0027631-0.00323872j -0.000439183+0.00698018j 0.00320468+0.00495148j -0.00243866-0.0053783j -0.00602713-0.00145624j -0.00760978-0.00489596j -0.0103785-0.00951715j -0.00917961-0.00684134j -0.00546088-0.00201757j 0.00912469+0.0179916j -0.0023999-0.000644173j 0.00101508-0.00338413j 0.00168452+0.00272978j 0.00501737+0.00717611j -0.00301681-0.00271128j -0.0106012-0.00836633j -0.00673519-0.00973577j 0.0126098+0.00550524j -0.00420394+0.00308871j 0.00702351-0.0013089j -0.00221271+0.00224514j 0.00143851-0.000450883j -0.00261218-0.00106383j 0.00149167-0.00417124j 0.00150662-0.00124211j -0.00206689-0.00304446j -0.00293961+0.00630567j -0.00542879+0.00431266j -0.00139003+0.000531339j -0.0059375-0.00175393j -0.00258194+0.00661087j 0.00190605-0.00449046j 0.000799635+1.06795e-05j -0.00157725+0.00102947j -0.0104343-0.00103108j 0.00249866-0.000797075j -0.00571253+0.000385844j 0.0060291-0.00110644j -0.00231917-0.00114761j -0.00136213-0.00228131j -0.00132368+0.00372999j 0.00405839+0.000639854j -0.00254257+0.0016624j 0.00174826+0.00324066j -0.00113346+0.00168158j 0.00146596+0.00523335j 0.00441449+0.0011836j -0.00593409+0.00501103j -0.000367139+0.00325185j 0.00139159-0.00115674j 0.00145111+0.00547829j -0.00128149+0.00163475j -0.00220868-4.04958e-05j -0.00174661+0.00497547j 0.00058044+0.00170004j -0.00160688+0.00658j -0.00210719-0.0064658j 0.000401766-0.00417833j 0.000686357-0.0065362j 
-0.00135163-0.00019619j 0.00197167-0.000114736j -0.00494783-0.000113118j -0.00308767-0.00317355j -0.000678582-0.00396115j -0.00125861+0.00365906j 0.00188331-0.0033455j 2.79091e-05-0.00710126j -0.00174557-0.00337951j -0.000790241+0.00169686j -0.00101953+0.00101456j 0.00541165+0.00107835j 0.00102678-0.00081164j -0.00234027-0.00127187j 0.00846093+0.00125157j -0.0055636+0.000241228j -0.011329+0.00269248j -0.00384139-0.00674209j -0.00284044+0.00821494j 0.0100767+0.00717085j 0.00844053-0.00958375j -0.00204751+0.000981733j 0.00200064-0.00479385j 0.0045379+0.00616628j -0.00495306-0.000886339j -0.00733031+0.00116153j -0.00398563-0.00326245j 0.00679725-0.00211979j 0.00733803-0.00317652j 0.0019624-0.000737383j 0.00559899-0.00895547j -0.00745374+0.00482574j 0.00199052-0.00265944j -0.00287635+0.00175043j -0.0057984-0.00234183j 2.24617e-05+0.00484636j 0.00833734-0.00570045j 0.0100272-0.00772384j 0.00126763-0.00412366j 0.00373814-0.00600132j -0.00129674-0.00491658j 0.000178146+0.00564907j -0.00469404-0.0048716j 0.00639205+0.00502737j 0.00301008-0.000113756j -0.00439604+0.000802343j 0.00934532-0.00351208j -0.00966365+0.00370392j -0.000625085-0.00248486j 0.00205737+0.0015715j 0.0096049-0.00112929j -0.00459771+0.00556386j 0.01218-0.000894457j -0.00578803+0.0021892j -0.00334249-0.00387804j -0.000534777-0.00425983j -0.00540809-0.00831225j 0.00759684-0.01304j -0.00128977-0.00611574j -0.00112434+0.00505959j -0.0029019-0.00353179j -0.00543288-7.31498e-05j -0.000236849+0.0011581j 0.00123635+0.000379895j 0.00295162+0.00371048j 0.00484974-0.0142179j 0.00268881+0.00833015j -0.00264643+0.00466166j -0.00311839+0.0130785j 
-0.00190908-0.00043222j -0.00278678-0.00240956j -0.00161185-0.000110686j -0.00403336-0.00241585j 0.000394687-0.00302833j -0.000819437+0.00110524j -0.000943382-0.000912512j 0.000508102-0.00358827j -0.000615061-0.00209032j -0.000372298+0.00365898j -7.55413e-05+0.00896511j 0.00370737-9.42533e-05j -0.00143737+0.0027036j -0.00373268+0.00227771j 0.00358621-0.00103092j -0.00411477+0.00759455j 0.0001586+0.000576869j -4.16391e-05-0.00215064j 0.00200966+0.00651532j 0.00356388-0.00260174j 0.00722155-0.00349651j -0.00382156-0.00154167j 0.00070432+0.00284776j 0.000300523+0.00147436j -0.00358425-0.00137494j 0.0015489+0.00596753j 0.000678066+0.00238084j -0.000972709+0.000687091j 0.00310714-0.00189046j 0.00167909-0.000691461j 0.00107048+0.00158086j -0.00418692+0.00174425j 0.00467509-0.000952934j -0.00889411+0.00140213j 0.00765662-0.00409163j 0.00375085+0.0041793j -0.00499878+0.00383213j 0.0055841-0.00220697j -0.0021555-0.0011445j -0.00428448+0.00372993j -0.00147602+0.000631761j 0.000438718+0.00164108j 0.00980958-0.00807124j -0.00608133-0.000314559j 0.00460259-0.0131504j 5.6232e-05+0.00441754j -0.000369309-0.00569858j 0.00127072+0.00550214j -0.0066892+0.0105156j 0.00251261-0.00186908j -4.81772e-05-0.00293662j -0.00131413+0.00443821j -0.00471336-0.00747148j -0.00265938-3.65311e-05j 0.00189755-0.00224635j 0.00111972+0.00452562j -0.00645933+0.00264883j 0.013924+0.00107718j -0.00847065-0.00346588j -0.00531154-0.0188838j 0.00969607-0.0184471j 0.00247237+0.00357903j 0.00167231-0.0121159j -0.000649456+0.00237746j -0.00354741-0.00150735j -0.00563791+0.0077071j 0.00389985-0.00471192j 0.00742441-0.00450803j 0.00512084-0.0241505j 
0.000677507-0.000339874j -0.000313082+0.00253767j 0.00298109-0.00607243j -0.00535317-0.00182372j 0.00210654+0.00346382j 0.00319052+0.000211462j -0.00622725-0.000698111j 0.00205577-0.00371061j 0.000990526-0.00192126j 0.00248453+0.00271056j 0.00717252+0.00154604j 0.00201226-0.0023302j -0.00281501+0.00368148j 0.00133507-0.00303237j 0.00132688-0.00661735j 0.000853773-0.00377249j 0.00611692+0.00042483j 0.00909679+0.00633473j 0.00436687+2.90575e-05j 0.00165935-0.0040168j 0.00593343-0.00474823j 0.000236464+0.00418618j 0.00160223+0.00464829j -0.00204237+0.00171883j -0.00647513-0.00289617j 0.0018343+0.00266757j -0.000354367-0.00248474j -0.00910743-0.0015815j -0.00398163+0.00147394j 0.00721337+0.0103534j -0.0029082+0.00101307j 0.00190285+0.00476893j -0.00726318-0.00669457j 0.00761539+0.00363552j -0.0013639-0.00168373j 0.000381625+0.00479755j 0.00887649+0.000943491j 0.0022562-0.00474452j -8.39205e-06+0.00552629j -0.000243199+0.0006808j 0.0115586-0.0110003j -0.0118705+0.00954475j -0.001342+0.00669946j 0.00342667-0.00335155j 0.00139968-0.00530799j 0.000656114-0.000354448j -0.00347845+0.00282854j 0.00113391+0.00101493j -0.0048516+0.00449645j 0.00144516-0.0043393j 0.00228985-0.00594255j 0.000162358+0.00171183j 0.00132703-0.00924595j 0.00221526-0.002097j 0.0052643-0.00809824j 0.00749364-0.00687548j -0.0018542-0.000418908j -0.00947538-0.0117092j 0.00102157+0.00710131j 0.000720427+0.0111157j 0.00630933+0.0118446j 0.00263692-0.00475473j 0.00127444+0.00405188j 0.00269491+0.00867445j 0.00166172-0.00152126j 0.00424375+0.00115414j -0.014003-0.00195177j -0.0102891-0.00474945j -0.0104059+0.00526785j 
5.53042e-05+4.56528e-05j 0.00184298-0.000821504j 0.0010081+0.00188365j 1.28225e-07+0.000506711j -0.000235451-0.00113713j 0.000179204-0.00109479j 0.00209396+0.00044242j -0.000529743+0.00115948j 0.000498974+0.000656312j -0.000237962-0.00018497j -0.001477+0.00032004j -0.00120093-0.00284701j 0.0014613+0.00108748j 0.00157913-0.00041846j -0.00148862+0.00573109j 0.00164175+0.000428022j 0.000343315-0.00130881j -0.00382117-0.00186853j -0.000756841-0.00196236j -0.00199382+0.000280417j -0.00344065-0.0019484j -0.00202354-0.000739421j 0.0010723-0.00268505j -0.000288173-0.000911519j 0.00164073-0.000120587j -0.000480453+0.000717485j 0.000704571+0.00198503j 0.00271682+6.60771e-05j 0.00160503-0.00153395j -0.00328188-0.00246155j 0.000791578-0.00118216j -0.00252854-0.00226676j 0.00142127+0.00117273j 0.000844028-0.0010782j -0.00290143-0.00249381j 0.000573457-0.00335209j 0.000812124-0.00144759j 0.00352963+0.00115353j -0.00344519-0.00113304j -0.0047103-0.0012729j -0.00713815-8.44797e-05j 0.000507209-0.00269246j 0.00479849-0.00114644j 0.00168505+0.00703846j -0.00380393+0.00420029j -0.00099244-0.000630037j 0.000930616-0.000801037j 0.00021625+0.000655088j 0.00301009-0.00271457j -0.00130099-0.00320788j -0.000274582+0.00332328j -0.00178037-0.00296385j 0.00412431-0.000185802j -0.000181034+0.000504652j 0.00274314-0.00237693j -0.00378256+0.00310205j 0.000916903-0.000213468j 0.000175184+0.00394833j 0.0029796-0.000382268j -0.00381177-0.00232238j -0.00193921-0.00474094j -0.00594714+0.00627177j -0.000439+0.00209888j 0.000799604-0.000250471j -0.00495154+0.00569263j -0.00281847+0.000820475j 0.0037596+0.000859211j 0.00377586+0.00288874j 0.00176364+0.000645087j 
-0.00135127+0.00174587j -0.00229976+0.000997988j 0.00211144-0.00174465j -0.000271619+0.00129359j -0.00257755-0.00346297j 0.00132814-0.00031079j -4.48664e-05-0.00101244j 0.00242107+0.00327851j 0.00164306-0.00166219j 0.000637843+0.00067125j -0.001276-0.00147297j 0.000893222-0.00164606j 0.000149386+0.000473202j -0.00522179+0.000743179j 0.00190822-0.00362464j -0.00216163+0.00424007j -0.00136955+0.00418941j -0.00149388+0.00460053j 0.00501542+0.00135681j 0.00271898-0.0013281j 0.00736658-0.0014385j -0.00273361-0.00115197j 0.00247981+0.000404058j 0.00121905-0.00131925j 9.30941e-05+0.00157277j -0.00111965+0.00207902j 0.000891053-0.000615086j -0.00454941-0.000433568j -0.00176735+0.00164597j 0.000998491-0.00218941j 0.000881174+0.0052613j -0.00123492-0.00387591j 0.00101495+0.0014312j -0.00101334-0.00736588j 0.000940628+0.00383282j 0.0030348+0.000662576j 0.00267053+0.00204487j -0.00514321-0.00339591j 0.00138134+0.00114654j 0.00082286-0.00195159j -0.00120214+0.00466751j 0.000970358-0.00173926j 0.00433215+0.000130967j -0.00098948-0.00325248j 0.00241219-0.00575085j -0.00189999+0.00228265j 0.0026944-0.0028507j -0.00192604+0.00228125j -0.00359666+0.00555622j 0.000291684-0.00196575j -0.00409737+0.00116729j -0.00344776-0.00201036j -0.00321384+0.00434891j -0.00166652+0.00131284j 0.000190864+0.00314481j 0.0018289+0.00139415j -0.00489733+0.00219635j -0.00486343+0.0119968j 0.0066523-0.00161957j 0.00225991-0.0170807j 0.0120269+0.0012265j -0.00318156-0.00272381j 0.00789634-0.00301586j -0.00381037+0.00549938j 0.00682429-0.00161395j -0.0107969+0.000839258j 0.00976482-0.00159037j 0.00916585+0.00545721j 0.0242246+0.00370672j 
0.0018884-0.00124877j 0.00211198-0.00225159j -0.00702529-0.000429853j -0.00175834+0.00224894j 0.00142744+0.00580789j -0.000239567+0.000323382j -0.000395253-0.00149921j -0.00615981-0.00732738j -0.00112807+0.000941013j -0.000415687+0.000575845j -0.0032803+0.00528391j -0.00262071+0.0131192j 0.000669451+0.00449748j 0.00844015+0.000402962j -0.00395013+0.00069307j 0.00999826-0.0050749j 4.15695e-05-0.0106267j 0.00366558-0.00311377j -0.0084156+0.00408937j -0.00469099+0.00385847j -0.00567844+0.00605915j 0.00154632+0.00396878j 0.00084705-0.00254045j 0.000692265+0.000933252j 0.00164767-0.0040178j 0.00374097-0.0043938j -0.00107098-0.000288536j 0.00902187-0.0012374j 0.00529596-0.00171972j -0.00144471+0.00506333j 0.000348161-0.00521502j 0.00439524+0.0045517j 0.00122704+0.00208265j 0.00301747+0.00718234j 0.0051559-0.00708554j -0.0124664+0.011891j -0.00837627-0.00560172j 0.00421908-0.00671699j -0.0068681-0.000708984j -0.000788175-0.00224204j -0.00211794+0.00202334j 0.00249743+0.00177994j -0.0070105-0.00189829j 0.0020635-0.00119934j 0.000363404-0.00495777j -0.000167203+0.00182046j 9.99912e-05-0.002544j -0.000711048+0.00296914j 0.00266232+0.00452889j 0.00238976+4.63901e-05j 0.0054175+0.0010376j 0.00182553+0.00541868j 0.00299722-0.0070868j 0.000769448-0.000866448j 0.000742471-0.00213663j -0.000443353+0.00475102j -0.000611083-0.000977086j 0.00739713-0.00624742j 0.0033042-0.00919416j 0.00287506-0.00421313j 0.0125265-0.00361335j -0.00300936-0.00218563j 0.00410522-0.00371176j 0.000540339+0.00716902j 0.00323638-0.00299213j -0.00486496+0.00452544j 0.00624314-0.00173363j 0.0104814+0.00315679j 0.0183518+0.000704739j 
0.000438261+0.00018622j 0.00180071+0.00249122j 0.00210539+0.00216402j 0.00258838-0.00228625j -3.50002e-05-0.00302853j -0.000347918+0.00251879j 0.00174622+0.0010665j 0.00404302+0.00596821j 0.00232505+0.000577056j 0.000667349-0.002276j 0.00029201-0.00456185j 0.00195273-0.0078986j -0.00771548-0.00527028j -0.00673707-0.00232349j 0.00257168+0.000179482j -0.00712499+0.00537089j -0.000932268+0.00855663j -0.00240075-0.00235639j 0.00438125-0.00287841j -0.000302736-0.00200065j -0.00425879+0.00118113j 0.000390964-0.00416206j -0.000894916+0.00294067j -0.0015011+0.000315792j -0.00116551+0.00323774j -0.00187983+0.00269468j 0.000263844-0.00120751j -0.00149554+0.00392961j -0.00366299+0.00235396j 0.00278037+0.000530074j -0.00239988-0.00181086j 0.00116728+0.00254709j -0.00148661-0.000512295j -0.0031311-0.00228074j -0.0102984+0.00566886j 0.000554308-0.0212248j -0.00241664+0.00685605j -0.000565899-0.00115016j 0.00423527+0.00317657j -0.00345331+0.00260679j -0.00393137-0.00160438j 0.00291024+0.00101404j 0.00754837-0.00297021j -0.00501843+0.00438127j -0.000733736+0.00497039j 0.00266509-0.0029579j -0.00552908+0.00430192j 0.00427139-0.00620095j 0.00109951+0.00151377j -0.000856226+0.00350091j -0.00126055+0.0026359j 0.00178912-0.00183228j -0.00265189+0.0071204j 0.00319767-6.84853e-06j -0.00373124+0.00110692j -0.00235113-0.00397652j -0.00103048-0.00732981j 0.00507128-0.00774572j -0.0144008-0.00497016j -0.0057326+0.020521j -0.0282932+0.00346883j -0.00156661-0.0022651j -0.00946999-0.00773699j 0.00603199-0.00423404j 0.000386143+0.00310193j 0.0230253+0.000221269j -0.00950318-0.00254521j -0.0081034-0.00450242j -0.0328446-0.0245578j 
0.000903896+0.000491205j 0.00216739+0.000285114j 0.000183974+0.000951014j 0.000191458+0.00279342j -0.000489702-6.53735e-05j 0.000566681-0.000201878j -0.000396918-0.0017143j -0.00111363-0.000176119j -0.000768493-0.00112865j 0.00104428+0.000682843j 0.000753069+0.00454994j -0.00147932+5.06239e-05j 0.00263948-0.00142416j -0.00275285-0.00148332j -0.00358001+0.00447385j 0.00209144+0.00152557j -0.00231153-0.00269876j -0.00280671-0.00566022j 0.00310738-0.000188548j -0.00152469-0.000705627j -0.00229277-0.00157678j -0.00490795-0.00151131j 0.00348718+0.00209677j -0.000911037+0.00015502j -0.00113192-0.00035238j 0.00333843+0.000318215j 0.00074114+0.000414078j 0.00340202-0.00103352j 0.000725734-0.00158577j -0.000942373+0.00271025j 0.00120454-0.000959602j -0.000931522+0.00354895j 0.00113026-0.00274542j 0.00304517+0.0045258j -0.00828793-0.00651969j 0.004258-0.0030874j -0.0123731-0.00638431j 0.000605056-0.00347996j 0.00320618-0.00106489j 0.00113316+0.00327983j 0.001423-0.000657217j 0.00197151-0.000559435j 0.00631212-0.00430452j -0.000542739+0.0036922j 0.00108426+0.00122999j -0.00122539-0.000126551j -0.000602996-0.00197578j 0.000535535+0.000939104j 0.000932166-0.00286762j 0.00213616+0.00145129j -0.00114563-0.00148081j -0.00247662-0.003411j 0.00628709+0.00356905j 0.00166411+0.000586218j 0.00178689+0.000434234j -0.0021603+0.00312293j 0.00239801+0.000416197j 0.00925944+0.00609398j 0.00892104-0.00664999j -0.0141745-0.0183098j -0.00155155-0.0128859j -0.00170548+0.0035619j -0.00479607-0.00173555j 0.00289595-0.00597223j -0.00491653+0.00233098j -0.000539383+0.00864202j 0.00678973-0.0132736j 0.00850411+0.00804237j 0.0104242-0.00855085j 
-0.000200567-0.000991164j 0.000154805-0.00103664j -0.00275015+0.00237564j -0.00193967-0.000123007j -0.000651936+0.000341628j 0.00147349-0.00146285j -0.00225452-0.00476023j -0.000884702+0.00101485j -0.00467031+0.00246718j -0.000847632-0.00385063j -0.00103278-0.00147376j 0.000879426+0.00286789j 0.00135638+0.0038042j -0.00424304-0.000585613j -0.000868489-0.00540799j 0.00281946-0.00169763j -0.00257327-0.00143791j 0.00412605-0.00768712j -0.00330336-0.00195521j -0.00277532+0.000653736j -0.00526571-0.00532234j -0.0107221-0.00103512j -0.00544963+0.00148609j -0.00945985+0.00176829j 0.00959166+0.00476566j -0.00331036-0.00253195j -0.00136745+5.39127e-05j -0.00085851+0.00346544j 0.00453785-0.0106597j -0.00158453-0.00605484j 0.0045231-0.000792901j 0.001833+0.00411195j -0.00445591+0.00203296j -0.00144156-0.00248409j 0.00115026-0.00142367j -0.00233854-2.69421e-05j 0.00304775-0.00153052j -0.00875998+0.001064j 0.00338026+0.000102089j 0.00513442+0.000232894j -0.00716802-0.00673998j 0.0015671+0.00978315j 0.00330361-0.00184006j -0.00249641-0.000699819j -0.00300458-0.0161861j 6.17056e-05-0.00448498j 0.000457397+0.0057631j -0.000254254-0.00245558j 0.00358294-0.00937203j -0.00285785+0.00250712j -0.00603553+0.00804603j -0.0071375+0.00446553j -0.00189619+0.00361617j -0.00504586-0.00698271j -0.00211694-0.00700389j -0.0034149+0.0015827j 0.00260883+0.00245699j 0.000422204+0.00276697j 0.000200927-0.00145833j 0.000419047+0.000585694j -0.0010585+0.00221201j -0.00373257+0.00400947j 0.00113604-0.00145051j 0.00411071-0.00269591j 0.00427691-0.000479807j 4.67683e-05+0.000770927j -1.47941e-05+0.00094977j 0.000249294+2.12984e-05j -0.000223643-9.25751e-05j 
0.000271558+2.26827e-05j 0.000710063-0.00012953j 0.000507129-0.00051521j 0.000248901+0.000983233j 0.000434909-0.000260531j -0.000754952-0.000512317j 3.10899e-05-0.000763686j -0.000193542+0.000144245j -0.0011786-0.000486973j 0.000426121-8.45236e-05j -0.000415193-0.000382319j -0.000556633-0.000488957j 0.000380305+0.00104871j 5.98748e-05-0.000604509j -0.00194771+0.00172127j -0.000651105+0.00120948j 7.47706e-05-9.31511e-06j 0.000637276-0.000787407j 0.00188604-0.00110557j 0.000847262-0.000621114j -5.88887e-05-0.000650855j 0.00105346-0.000914823j -0.00263774+0.00107277j -0.000838326+1.05742e-05j 0.0010502-0.000871752j 0.001071+0.000263335j -0.00151383+0.000560072j 3.89167e-05-0.00049593j 0.000103051-0.000837958j 0.00141451+0.000391484j 0.000664045-0.000192295j -0.000326604-0.000458416j 1.55016e-05+0.000346661j -0.000445545+0.00148693j -0.00175236-0.00107016j -0.000598888-0.00159223j 0.000295988+0.000897429j -0.000770149-0.00287131j -0.000970479-0.00430454j -0.000409578+0.00145j -0.00124387-0.00163511j -0.00156015-0.00271503j 0.0007113-0.0027624j 0.00141058+0.000778101j 0.000654901-0.00331371j -0.000347423-0.000801947j -0.000359549+0.00100666j 0.000244689-0.00102142j -0.00152523-0.000984683j -0.000446409+0.00101914j 6.13042e-05+0.00224376j 0.000188825-0.003206j 0.000683566-0.00163231j -0.00025757-0.00145288j -0.00249991+0.00357027j -0.000578804+0.00188915j 0.00115968-0.00142461j 0.000340839+0.0013641j 0.000520112-0.000478038j -0.00115684-0.000403395j -0.00314925+0.00182729j -0.00153835+0.0108735j 0.00293422-0.00135046j 0.00698938-0.00426408j 0.00219842-0.002008j -0.0018778+0.000422729j 0.000370228-0.00113236j 0.000585578+0.000734757j 0.000302545-0.000254473j 
0.000885303-0.00105617j 0.00185921-0.00308264j -0.00261132-0.000958064j 0.00135836-0.00114646j 0.00278568+0.000741491j -0.000607183-0.001083j 0.000126745+0.00104538j 0.00115186+0.0024036j -0.000127467+7.22987e-05j -0.000607676-0.00152994j -0.0047759-0.00176125j -0.00629662+0.0140044j -0.00396753+0.00322937j -0.00273508+0.00183425j -0.000913713+0.000542273j -0.00416732-0.00547177j -0.00320374+0.00129546j -0.00406236+0.00291314j 0.00922167-0.00307854j 0.0019637+0.00106306j -0.00299548-0.00137272j -0.00230662+0.00049041j 0.000216305-0.00122507j -0.00272874-0.000570748j -0.00512264-0.00101582j 0.00988191+0.00209289j 0.00103567-0.000995802j 0.00346649+0.00115498j -0.00395833-0.0015742j 0.00342589+0.00578472j 0.00369085+0.00190502j 0.00104194+0.00591314j 0.000104366+0.00462331j 0.00107884+0.00563029j 0.0043258+0.0129673j -0.0100577-0.009037j 0.00262062+0.00447384j -0.00276221+0.00420881j -0.000595853+0.00637952j -0.00110958+0.0092327j 0.00292025+0.00461768j -0.00322917-0.0044591j 0.000959933-0.0053158j -0.00187813+0.00394582j -0.000615363-0.00287252j 0.000391652+0.00245469j -0.000965189-0.00782256j 0.000316913+0.00440294j -0.00266181-0.00460772j -0.000446317+0.00135907j -0.000139003-0.00120012j -0.00217204-0.00865554j -0.000641027+0.0138258j -0.00197292-0.0032927j 0.00176403+0.000126582j 0.00406157-0.000860206j 0.00523321-0.0113304j -0.00171399+0.00240945j -0.00472944+0.00157703j 0.0111217-0.0025672j -0.0202648+0.0109974j 0.0032914-0.00254144j -0.0104757+0.00748861j -0.00175957+0.00154393j 0.00151786-0.000608344j -0.0197322-0.00221012j 0.015819+0.00589934j 0.00269973-0.00433281j -0.00383467+0.0116807j 
-0.000193462+0.000786253j -0.00104821+0.00110257j -0.000155539-0.000579668j -0.000994972+0.00329593j -0.00142235+0.000616379j 0.000560822-0.000901037j -0.000775622-0.00170599j -0.00177383-0.00211239j -0.000663793-0.00121598j 0.00027885+0.00173708j 0.00165137+0.00243651j -0.000561424+0.00268395j 0.00638394+0.00118084j 0.00102444+0.000778169j -0.00206522-0.000425498j 0.00530355+0.000711065j -0.000399474-0.00539959j 0.000307916+0.00099606j -0.000426965+0.00304228j 0.000130763+0.000359423j 0.00449378-0.000235507j -0.00225301+0.000821701j 0.00264348-0.000120314j 0.00162924-0.000278269j 0.00156002-0.0012485j 0.00165572-0.000359759j 0.00039236+0.0010056j 0.00207528-0.00184307j 0.00255539-0.00102921j -0.00274348-0.00134058j 0.00172231+0.00249937j -0.00115241-0.00146662j 0.00188215-0.000908397j 0.000755848+0.00177779j 0.00206572-0.00767613j 0.000256056+0.00932889j -0.00025597-0.00333011j 0.00197507-0.00211957j -0.000972417-0.00064914j 0.00197127+0.0011657j 0.00121816+0.00259797j 0.000107748-0.00178505j -0.00137876-0.00309444j -0.000223122+0.000660968j -0.00247634-0.00382513j -0.000796146+0.000769072j 0.00272513-0.000308779j -0.00186066+5.92254e-05j 0.00429303+0.00336473j -0.000667763-0.00197682j 0.000421726+0.000189297j -0.000205217-0.000241946j -0.00116945-0.000368123j 0.0002046+0.000690175j 0.00135443+0.00100848j 0.00278017+0.00437125j 0.000514297+0.0064547j 0.000455266+0.00406023j 0.00931283-0.000143706j -0.00492963-0.0125865j 0.0158229-0.00920596j -0.00109912+0.00134057j 0.00399646-0.000431362j -0.000398644+0.00120848j -0.000620043-0.000761773j -0.00544994+0.00433086j 0.00648241-0.00267792j 0.00596572+0.0021628j 0.0169587+0.00761761j 
