0.0411901+0.0161512j -0.0312711+0.0297284j 0.0215809-0.0864127j -0.0521484-0.0355615j -0.0180361+0.0930035j -0.00373656+0.0438095j 0.000927674-0.0577484j 0.125959-0.0153827j -0.0477553+0.00643945j 0.0131553+0.0516651j -0.0241322-0.0270716j 0.0409643+0.0576333j 0.0050273-0.0812032j 0.00601275+0.059626j -0.0323921-0.00659178j -0.0454007-0.00768826j 0.0852543-0.0274673j -0.0839579+0.105864j -0.035971+0.0806503j -0.0337969+0.0451942j -0.0190618-0.0287925j -0.0331635+0.00427918j 0.0246586-0.00668779j -0.0705049-0.0372058j 0.00379019-0.105834j -0.0871557-0.105461j -0.00043075+0.0713483j 0.0190122+0.0187812j 0.0162407-0.00790098j 0.0229915-0.0687197j -0.0845002+0.116151j 0.0800774+0.0865324j 0.0889623-0.0413025j -0.144108-0.0789128j -0.0565462-0.0544548j 0.0027406+0.00954805j 0.0621734-0.00658537j 0.0556116-0.147569j -0.000127309+0.0800208j -0.0883016-0.106997j -0.0325214-0.00216412j 0.00706532+0.120565j -0.108218-0.11721j -0.0550612+0.130308j -0.00717336+0.0515639j 0.0230359+0.0119616j 0.18521-0.0694689j 0.262173+0.0351593j 0.0480094+0.00213408j 0.00647217+0.0950422j 0.0852593+0.112448j 0.000936299+0.031328j -0.126594-0.0323515j -0.0863602-0.0621622j -0.132072+0.0728842j 0.00914836-0.301608j 0.0942069+0.00746512j -0.0211524-0.0797917j 0.0517979-0.0125845j 0.0365356+0.00224682j -0.0973985-0.0406893j -0.0265178-0.040282j 0.0288746-0.00717521j -0.00585935-0.0619923j 0.0274582-0.0252216j 0.104734-0.00405507j -0.0288322+0.059134j 0.0112759+0.047726j 0.0449491-0.0361426j 
-0.00132776-0.00339081j -0.00510879+0.00334419j 0.00177486-0.00787987j -0.00813404+0.0114496j 0.00761005+0.00232489j -0.00209964-8.25285e-05j 0.0058649-0.00892687j 0.00341935-0.00827216j -0.000850563-0.00275192j -0.00172571+0.00414724j 0.0018767+0.00098974j 0.00609692+0.00474767j 0.0058923+0.00966945j 0.00441984+0.0117255j -0.00894582+0.00299367j -0.0115318-0.00965126j -0.0138301+0.000456644j -0.00282734+0.0131038j -0.0153714+0.010536j 0.0104277+0.0017052j -0.00635669-0.00112694j -0.0110155-0.00385593j 0.00171626+0.00722467j -0.00238104-0.00143058j -0.0106851-0.00975683j 0.00228816-0.00694654j 0.000796988+0.00732184j -0.00479485+0.00583657j 0.00234425+0.0106306j -0.00358544-0.0165995j 0.00536615+0.00596086j -0.00956456-0.00688116j -0.00106822-0.00469213j -0.000364182+0.0126528j 0.00530137+0.00226835j -0.0103308+0.0186907j -0.00758104+0.01654j 0.00322501+0.0143991j 0.0190158-0.00652587j -0.00873651-0.00537849j -2.96212e-05-0.0109119j 0.00631067+0.00132137j -0.00530842-0.0182456j -0.00497024-0.0163898j 0.000685682-0.00551996j 0.00426948+0.00980103j -0.00366237+0.00443695j 0.00360425+0.000263989j -0.00295601-0.00849036j 0.0106437+0.000143418j -0.0113757+0.0080008j -0.00360983-0.0100718j -0.00644288-0.00579754j -0.00344788+0.00277785j 0.00312467+0.0095311j 0.00565802-0.0153027j 0.00452502+0.0153267j 0.0086309-0.00122317j -0.0166789-0.0091628j 0.0244078+0.0104825j 0.00163881-0.00852404j -0.0128208+0.0070506j -0.000432095+0.0139624j -0.0186793+0.00165006j 0.0125237-0.00574125j -0.00351054-0.00400959j 0.0063959-0.00274879j 0.00650518+0.000994902j 0.0261763+0.00498421j 
-8.05739e-05-0.00299857j 0.00540633-0.004108j -0.000320746-0.00280838j -0.00533684+0.00227451j 0.00219082-0.00535424j 0.00115047+0.00283603j 0.00607036+0.00327113j 0.00250282+0.0032299j 0.00121085+0.00923064j 0.00014439-0.00221159j -0.00880944-0.00961179j 0.00241458+0.000191517j -0.006625+0.0214336j 0.00425153-0.00391451j -0.00402982+0.0173991j 0.00484872+0.00768541j 0.0152588+0.0164908j -0.0189837-0.0144563j -0.00538322-0.00772666j -0.00983015-0.00838756j -0.0126864-0.0111969j -0.00120143-0.00372288j 0.0147783+0.00865347j -0.00478541-0.00632384j -0.00646565-0.0108909j -0.0132706-0.0069485j -0.00451122-0.00306044j -0.00550585-0.00111818j 0.00151236-0.00301162j 0.00656529+0.0145724j 0.00179336-0.00679119j -0.00303779-0.00656491j 0.00241649+0.0125379j -0.00789457-0.00701835j 0.00705454+0.0134514j -0.0238135+0.00573873j 0.00956114+0.0254002j 0.0190754-0.00858072j 0.00466644-0.008519j 0.0162612-0.0106132j -0.0131223-0.0191868j 0.0238859+0.016106j 0.00363328+0.00524736j -0.0068966-0.000507414j 0.00859532+0.00681451j -0.00237873+0.00336567j -0.00990296-0.00283698j 0.0110205+0.000677564j -0.0136802+0.00546568j 0.023399-0.0102233j -0.0105-0.00320447j 0.00568088-0.00235261j -0.00993562+0.0146589j 0.00174466-0.00274107j 0.00185799-0.0103802j 0.00924756+0.00933802j -0.00232088+9.74638e-05j 0.00233332-0.0108549j -0.0435329+0.0179054j 0.0438396+0.00293264j -0.016573+0.00247172j -0.00630363+0.00597102j 0.0203091+0.0111776j -0.00408858-0.00718962j -0.002794+0.014281j -0.0114104-0.0119881j -0.0182199+0.0088272j -0.0169842+0.0065819j 0.00316462+0.000286991j 
-0.00602188-0.000853626j -0.00528729-0.00663723j 0.00978965+0.00187044j 0.00038029+0.00216436j 0.003435-0.00222041j -0.00150656+0.00263074j 0.00326695-0.00218439j -0.00216199+0.00382044j 0.00284563+9.22009e-05j -0.00260513-0.00149751j 0.00446063+0.000239643j 0.000933067-0.00495927j 0.0133615-0.00424731j 0.00113022-0.00382319j 0.0122105-0.0110194j -0.0154262-0.0140929j -0.0101933-0.00393705j -0.00834797+0.00778892j -0.00815754+0.0124021j 0.0101609+0.000703657j -0.00726335+0.00817311j 0.00154276-0.00552386j -0.00360282-0.00131918j 0.00131632+0.00133177j -0.00360634+0.0022931j 0.000784889-0.00342851j -0.0037019+0.00497759j -0.000619061+0.00163039j -0.00959695+0.00864984j 0.00299052-0.0113246j -0.013107-0.00214612j -0.00422627+0.00520762j 0.00425598-0.0046041j 0.00249507+0.00790714j 0.00576048-0.00397116j 0.00665411+0.0120905j -0.00501566-0.00894266j 0.000865281-0.00694737j 0.0214825-0.000239948j -0.00726113+0.00695079j 0.00680586-0.0107127j 0.00816679+0.00341389j -0.0143388+0.0198742j 0.00476014+0.0102456j -0.0026652-0.00503296j 0.00212376-0.00564981j 0.00916047-0.00680437j -0.00264795-0.00417443j -0.00175077-0.00435376j 0.00277145-0.00748306j 0.0125624-0.00432223j 0.000362564-0.00852925j 0.00441896-0.00665024j -0.0101853+0.00085101j -0.0012812+0.00563597j -0.0120903-0.0120021j -0.000616975-0.00840928j 0.00426478-0.00586394j 0.00916039-0.00445974j -0.0358214-0.00254429j -0.00185568-0.00681375j 0.00556845+0.00746314j -0.01942+0.0016524j -0.0075834+0.0015311j -0.00081805-0.00207107j 0.00674261-0.00288964j -0.0100939+7.81455e-05j 0.00782635+0.0068798j -0.0169169-0.0136047j 
-0.000720333-0.000932389j -0.00362195-0.00373887j -0.000930394+0.0129338j 0.00624875+0.00951289j 0.00753071-0.00760761j 0.00113268+0.00263049j -0.00227979-0.00588541j -0.00364055+0.00566131j 0.00214057-0.00128354j -0.00161433+0.00399297j 0.00273512+0.0212519j 0.0158677-0.0147722j 0.0127173-0.0114169j -0.00716228-0.0192638j -0.00762048+0.00727238j 0.00157449+0.00977723j -0.00468897-0.00489994j -0.0110025-0.00629758j 0.00869277-0.000647119j -0.000801813-0.00396605j 0.00227268+0.00330407j 0.00181785+0.00126168j 0.00253033-0.00639774j 0.00191326+0.00385372j -0.00211517+0.00655613j -0.000676493+0.00396602j 0.00262665-0.00239333j 0.0105396+0.000691577j 0.00549978-0.00425075j -0.00215551+0.00850207j -0.00584857-0.00471588j 0.00432107+0.00115879j 0.00041924+0.000685707j 0.00064555+0.00126758j -0.000510155-0.0209189j 0.00613702-0.00722344j -0.0130713-0.000493898j 0.0151666-0.00115666j -0.0140081+0.0175182j 0.00560862+0.0135859j -0.0249863-0.0172325j -0.00574053+0.00936896j 0.0121195-0.0049262j 0.00351308-0.00276307j -0.00667001+0.016308j -0.00408158+0.00198567j -0.00213044+0.00913031j -0.000769815-0.00632477j 0.000544344+0.00377735j 0.00375955+0.00910162j 0.00869351-0.00975994j -0.00701942+0.00613878j 0.0241259-0.00863413j 0.00036083-0.00206682j 0.0046695-0.00367288j -0.000173569-0.000594484j 0.00548566-0.00393434j 0.00266012-0.00259694j 0.00872346+0.00345725j -0.0294209-0.00270212j 0.000191346-0.0225653j -0.0159869-0.0119569j 0.0101451+0.00697103j 0.0169358-0.00388757j 0.00343583-0.00374714j -0.0153363-0.00318632j -0.00036446-0.00728057j 0.0157181+0.00982899j 0.00255299+0.00199524j 
0.000846942-0.00191124j -0.000281384-0.00258234j -0.00879297+0.00955984j 0.00196359-0.00579143j 0.00994158-0.000505906j -0.00125063+0.00421568j -0.000949641+0.00514525j 0.000547129+0.0027105j -0.00154924-0.00142076j -0.000669633+0.00565466j -0.0209104+0.00834124j 0.00874368+0.00597405j 0.00555166-0.00367386j -0.00654045-0.00686723j 0.00635108+0.000903921j -0.00385782+0.0067329j -0.0172671+0.00102339j 0.00819103-0.00291112j 0.000252846-0.00106914j -0.00552832-0.00284783j -0.0166008+0.00468901j 0.00573463-0.00743244j 0.00419781+0.00102635j 0.000111251+0.000548645j -0.00577093-0.00714911j -0.00585946-0.000727866j 0.00559365+0.00212392j 0.0082923-0.00252394j -0.00488039+0.00279621j -0.00400372-0.000877208j 0.00321515+0.00172227j 0.00273664-0.00543419j 0.00353609+0.00250639j 0.00365617+0.00453849j -0.0172153+0.00427372j -0.011765+0.00856858j -0.00515538+0.00570255j -0.0112812-0.0157265j -0.00671336-0.00580433j -0.0156335-0.00466824j 0.00019867+0.000691876j 0.000591075+0.00124271j -0.00183138-0.000995421j -0.0111713-0.0027938j -0.00814072-0.00465841j 0.00584046-0.00351714j -0.0006174+0.00762109j -0.0012396+0.00663365j 0.00830053+0.00937926j 0.000805848+0.00836862j 0.00593997+0.000962368j -0.00548522-0.00347247j 0.0133566+0.00570564j -0.00807078-0.00331609j -0.00376388-0.00554757j -0.000690626-0.00554852j -0.0171623+0.00159174j 0.0228762-0.00189675j -0.0042356-0.0255488j 0.00478695+0.0152587j -0.0103983-0.00458808j 0.0127665+0.00363831j -0.0169069-0.012591j 0.00120685-0.00368008j -0.0121523+0.00088279j 0.026472+0.00955977j -0.00333282-0.0123854j 0.00104525+0.0123629j 0.0183166-0.00511464j 
-0.000962729+0.00245932j -0.00760645+0.0111052j 0.00640782+0.00964499j 0.00301904-0.00302138j 0.00337786-0.000963589j -0.00170305+0.0097671j 0.00454744+0.00080732j 0.000722944+0.00516492j 0.00640862+0.00142333j -0.00418423-0.00231356j 0.0111295-0.00827969j 0.0132117-0.0140596j -0.0162776-0.00802725j -0.00282195-0.00273846j 0.014376-0.013539j -0.0118635+0.000110761j 0.00542026+0.0142553j -0.00155037-0.00260121j 0.0101261+0.00168545j -0.00556978-0.000941077j -0.0093061+0.00814852j 0.016194-0.00289219j -0.0135809+0.000662419j -0.00537179-0.00217227j 0.0013612+0.00367603j -0.00930093-0.00343892j -0.00670087-0.00574736j -0.00229146+0.00723542j -0.00963028+0.00020467j 0.00645152+0.00165215j -0.00433069-0.00749667j 0.00276222+0.000208112j 0.00992733-0.000563645j -0.0126108+0.00347059j 0.00533054+8.00355e-06j 0.000345878-0.00790342j 0.00435675+0.0199018j -0.00235115-0.00845295j -0.000956937-0.00254011j -0.00942958-0.00664075j -0.0101757+0.00495661j -0.00606364-0.00225695j -0.00805868-0.0145045j 0.0055346-0.00896097j -0.000400622-0.0104038j 0.00317351+0.00766806j -0.0123926-0.00389442j 0.00741766-0.00436296j -0.00342886+0.000663263j 0.0079993+0.00024828j -2.58323e-05-0.00122292j 0.00773482-0.00703366j -0.00821295+0.00758592j -0.00356165+0.00160128j -0.0157195+0.0063734j -0.00246815-0.00623399j -0.0120175-0.0073899j 0.00726891-0.0101893j -0.0165133-0.00618797j 0.0185763+0.0201682j -0.0201721+0.0216648j 0.00738391-0.00514462j -0.00348769-0.00379107j -0.00149865-0.00828731j 0.00492689-0.00400247j 0.0235059-0.0147938j -0.00596869+0.0103756j -0.00740296+0.00969007j -0.023117-0.0057824j 
0.00118674-0.000534377j -0.000735978-0.00160931j -0.000991141+0.00405276j 0.00156154-0.00263756j 0.00177524+4.03381e-05j -0.000417712-0.00155458j 0.000240693+0.00131806j 2.70115e-06+0.00235001j 0.00210956-0.0018014j -0.00117244-0.00131169j -0.00267413-0.00082188j 0.00324203-0.0110116j -0.00620417+0.000915183j 0.000261305-0.00468263j -0.0017457+0.00618351j 0.0028861+0.000829289j -0.000114459+0.0029785j -0.00168819-0.00120502j 0.00463129-0.00391709j -0.00329467+0.00106156j -0.00275864+0.000650045j 0.00326402+0.000464576j -0.00109438-0.000626265j -0.00283645+0.00200643j 0.00164839+0.00542301j -0.00274951+0.00501598j -0.00185287-0.00229417j -0.00107035+0.00457653j -0.0035027-0.00264071j 0.00536736+0.00198167j -0.000297063-0.00330176j 0.00342587+0.00010399j 0.00292915-0.00310292j -0.00552843+0.00194673j -0.012875+0.0011458j 0.000861186-0.0212859j -0.00071284+0.0087447j -0.00551782-0.0085747j -0.00849074-0.00204894j -0.0080845-0.00723294j -0.00274742-0.00407787j 0.00778028+0.000397797j 0.000403955+0.00991397j -0.000463629+0.000155772j 0.00079487+0.0130465j 0.00844686-0.00225617j -0.0161501+0.00290255j 0.00726951-0.00157871j -0.00787622-0.00427063j -0.00464555+0.00541055j -0.00723616-0.00480516j 0.00605265+0.00972578j -0.00272881+0.00583197j -0.0036044-0.00568093j -0.00353491-0.010337j -0.00301685-0.0119405j -0.00381138-0.0095455j 0.0232105-0.0124979j -0.0204266-0.00119954j -0.00871717-0.00222011j -0.0236944-0.00152229j 0.000260816-0.00249085j 0.0116156+0.00167927j -0.00411986-0.00375806j -0.00704249+0.00454079j 0.00714898+0.00139473j -0.0202486-0.00413545j 0.0104672+0.018131j 0.0046-0.0300785j 
-0.000348423+0.00195542j 0.00406901+0.0108512j 0.00324564-0.00426704j 0.00083952+0.0125094j -0.00199015+0.00189846j 0.00391705-0.000432338j -0.00201262-0.00675777j -0.00182357-0.00461605j 0.000608965-0.00253215j -0.000903296+0.00591671j 0.0105178-0.00739449j -0.00315668+0.0125369j 0.0219299-0.00684823j -0.00327157+0.00705834j -0.00883376+0.000561111j 0.0222425-0.00314385j -0.00179041-0.0123233j -0.000693115+0.00851119j 0.0138967+0.00643674j 0.000650644+0.000376047j 0.0190729-0.000832898j -0.00683312+0.00543754j 0.00889935-0.00216529j 0.00285935-0.00186659j 0.0118164-0.000540497j 0.0129329-2.28725e-05j -0.00316903+0.0013891j 0.00799746-0.000460805j 0.00584371-0.00487522j -0.00262617-0.00413778j 0.0126256+0.0127082j 0.00213846-0.00170645j 0.00241799-0.00548633j 0.00649993+0.0156316j -0.0195451-0.0107173j -0.0311589+0.00613909j -0.00912577-0.0158225j 0.00031947-0.0073098j -0.00285626+0.00537525j 0.00440876+0.0129668j 0.00303663+0.00549725j -0.00034645-0.00317555j -0.00327078-0.012242j -0.0061352+0.016369j -0.00597929+0.00606151j 0.00198336-0.0039291j 0.00144074+0.00863678j -0.00174461-0.0150117j 0.00406746-0.00246455j -0.00431556-0.00713119j -0.00092174+0.00467685j 0.00242821-0.00719179j -0.0124627+0.0108508j 7.92822e-05-0.0055121j 0.00270434-0.00156512j 0.000194312+0.00483085j -0.0102036+0.0051069j 0.015766-0.0206654j -0.0110353-0.0259137j -0.018255+0.0372446j 0.0250868-0.0123703j -0.00469177-0.000772156j 0.0150229+0.000986089j 0.00497809+0.0153815j -0.00125145-0.0099791j -0.00266452+0.0125378j -5.50599e-05+9.96e-05j 0.0295384-0.0100994j 0.0410121-0.00304447j 
-0.00139619+0.000989315j -0.00851798+0.00704062j 0.00187187+0.00506596j -0.00167248+0.00740734j -0.00144847-0.00319433j 0.000496246-5.66597e-05j 0.00193042-0.00539691j 0.00722659-0.000255614j 0.00107724-0.00410412j 0.000932119-0.000568111j 0.00882523-9.10719e-05j -8.59213e-05-0.000753187j 0.00632862-0.0043632j 0.00286673+0.000214113j 0.00489822-0.0073349j 0.00186103-0.00584804j 0.00316112-0.00163031j -0.00783146+0.0101781j 0.00351765-0.00988542j 0.00150736+0.000948594j 0.00503083-0.00259674j -0.000577329-0.00122783j 0.00341943-0.00347476j 0.0017764+0.00276781j -0.000423892-0.00366586j 0.00336897-0.00382326j -0.00381965+0.00253233j 0.00946099-0.00734055j 0.000628823+0.00653884j -0.00204543-0.00930373j 0.00495758-0.00485907j -0.00433184-0.00171006j -0.00441606-0.00673973j 0.0139673+0.0122205j -0.00275236-0.0143122j -0.00260342-0.0012375j 0.00416595+0.00416004j -0.00372945-0.00071715j -0.00600785+0.00694068j -0.0109155+0.00457904j 0.00635255+0.000840517j -0.00248426-0.00392689j -0.00616416-0.00112039j -0.00623112+0.00321946j -0.0186918-0.000606715j 0.00468786-0.0038841j -0.00158091+0.00484408j -0.00148506-0.00808879j 0.0239265+0.00787094j -0.00712852+0.00176877j 0.00276835+0.00707456j -0.00260672+0.000227044j 0.0177636+0.00929458j 0.0049566+0.0056495j 0.00267307+0.00045655j 0.00585994+0.00298591j -0.00767792+0.00118498j 0.00145907-0.0123401j -0.011313-0.0207074j 0.0135843+0.0285989j 0.00400481-0.0147069j 0.00272076+0.000884892j -0.00947631-0.0113809j 0.0209473+0.00144808j -0.00794451+0.000181408j 0.0210006+0.0141265j 0.0126714+0.00735576j -0.0219527-0.0226766j -0.00839977-0.00374613j 
-0.000118626+0.00021147j -0.000134912-0.00203698j -0.00368548+0.000170624j 0.000537205-0.000800456j -0.000367806+0.000679776j 0.000773306+0.000204547j -0.000723001+0.000207058j -0.000221494+0.00221201j 0.000603936+0.000524958j -0.000271193-6.60084e-05j -0.00365554+0.00170437j -0.00100634+0.000210739j -0.00204061-0.000487863j 0.00101078+0.000824613j 7.70784e-05+0.00149459j 0.00323505-0.0038484j -0.00453492-0.000307036j 0.00323219-0.00151424j -0.000498134+0.000241332j -0.000560363-0.000234855j 0.00164442-0.00246893j 0.00092019-0.00383315j -0.000680092+0.000162865j 0.00118482-0.0017775j 0.000301765-0.0037907j 0.0008422+0.00120975j 0.00127503+0.00110485j -0.0010217-0.00179679j -0.0011872-0.0011137j 0.00125756-6.35336e-05j 0.000128864-0.000458551j 0.00383129-0.00339382j -0.00222413+0.0017814j -0.00481147+0.00157923j -0.00450993+0.000606062j 0.00542813-0.00383084j -0.00182646+0.000970717j -0.003211-0.00890628j -0.00300639+0.00449406j -0.00528764-0.00274194j 0.002019+0.00241028j 0.000263174+0.00762335j -0.00222919+0.00137133j -0.0081428+0.00262687j -0.0023089+0.00347959j -0.00110502-0.00176404j -0.00539292-0.00272763j -0.0010399+0.00290828j 0.00247716-0.00221261j 0.009664+0.00667056j 0.000887062+0.00406599j -0.00532904+0.00147328j -0.00236049-0.00104599j 0.00304471+0.00106332j -0.00518127+0.00117187j -0.00076228-0.00193924j -0.00528849+0.00333419j 0.00844166+0.00140022j 0.00221054-0.00528588j -0.00531181-0.00392402j -0.00917503+0.000366568j 0.000386929-0.00165118j -0.00691853+0.00309751j 0.00799865+0.00146758j 0.00244671+0.0038391j 0.00839039+0.00368592j -0.00563874-0.00411252j -0.000552618+0.00722514j -0.00308253-0.00618458j 
0.00827541-0.00703286j 0.00304725+0.00370101j 0.0028245-0.00574302j 0.000423028+0.00282192j -0.00406085-0.000602437j -0.00945044-0.00554503j 0.00278969+0.00645992j -0.0114639+0.00143527j 0.00812241+0.00563594j -0.00997316+0.000552502j 0.000298809-0.00164434j 0.00518123-0.00615733j -0.00122445-0.0063661j -0.000744474+0.000685952j -0.00057964-0.006433j -0.00161222-0.00184192j 0.00196318+0.00752837j -0.00478483-0.00527863j -0.00623814+0.00252919j 0.00560351+0.00803795j 0.00280664-0.00210542j 0.000675526-0.00340072j -0.000213053+0.00377578j -0.00387121+0.00325597j 0.00829711+0.00175649j -2.40021e-05+0.000457785j 0.00641443+0.00668523j 0.00754689+0.0123088j -0.00439027-0.0163906j -0.00194024-0.00728591j 0.00500172+0.0025001j 0.00653797-0.00967209j 0.0152617-0.00982965j 0.010087-0.008364j -0.00573198-0.00518888j -0.000787303+0.00420608j -0.00196572-0.000609902j 0.00141762-0.00552044j -0.00648054-0.00215755j -0.00287272+0.00464191j -0.00346408-0.00253902j 0.00388743+0.000961483j 0.00204017-0.00286233j -0.00105103+0.00206501j 4.61186e-05+0.00177691j 0.00775728+0.00217229j 0.00651042-0.00790717j -0.00270771+0.00639308j 0.00825183+0.00550888j 0.000962789-0.00279688j 0.00362496-0.00592157j 0.00483588-0.00484853j -0.00121166-0.00680147j 0.00242423+0.000986756j -0.00286541+0.00122825j -0.00667391-0.00184875j 0.0138836-0.0087632j 0.00358471-0.0142356j -0.00173785+0.00152596j 0.00324723+0.00643555j -0.00910993-0.00240499j 0.00197118-0.000377012j -0.0028058-0.00254199j 0.00175678-0.00288611j 0.00359888+0.00461488j 0.00341568-0.000799834j 0.00156078+0.000440809j 0.00258391-0.00497024j -0.005746-0.00338922j 
0.000412556+0.000819657j -0.00207257-0.0014454j -0.0026829-0.00107606j 0.0001691+0.00160044j 0.00147726+0.0023779j -0.00211975-0.00166872j -0.000457639-0.000783688j -0.000405657+0.00315311j -0.00297381-0.00262738j 0.0013991-0.00207477j -0.00428944-0.00186273j -0.00740544+0.00282659j 0.00273715-0.00217793j 0.00272113+0.000193919j -0.00390756+0.00521585j 0.00882007-0.00198947j -0.00711625-0.0150727j -0.00282805+0.000751254j 0.00492748+0.00733039j -0.000507087+0.000214008j 0.0038055-0.00653489j -0.00431258+0.000721579j 0.00765538+0.000175184j 0.00140825-0.0011904j -0.00569115-0.0063505j -0.000301696+0.00882769j 0.00600326+0.00293441j -0.00202268-0.000363516j 0.000271756-0.00598397j -0.00842823-0.00443349j -0.000502317+0.0107686j -0.00492425-0.00370448j -0.00202276+0.000241059j -0.00423148+0.00745411j -0.00910682-0.00858003j -0.000410685-0.000465561j -0.00719141+0.00294291j 0.00715486-0.00811752j 0.000388409-0.00197023j 0.00342472+0.00552388j -0.00173983+0.00235511j 0.00640267-0.0050943j -0.00345929-0.0108489j -0.00234103+0.00741556j -0.00518157-0.00168159j 0.00147765-0.00121413j 0.000394568+0.00496438j -0.000357712-0.00402885j 0.0147011+0.00208842j -0.00537323-0.00167255j -0.00447909+0.00311022j 0.00611727+0.00506034j -0.00220077+0.00420292j 0.00594226+0.00761457j -0.00113342+0.00327803j 0.00608717+0.00201744j -0.0113385+0.0111669j 0.00125662-0.00185446j 0.000739875+0.00810387j 0.0066785+0.0196079j -0.00377328-0.00308449j 0.00257491-0.00703205j -0.0130041+0.00719502j 0.00915101-0.000993368j -0.00101403+0.00761872j 0.0260122+0.0203526j -0.00530878+0.0029547j -0.00883803-0.00398446j -0.0273965+0.00259704j 
0.00041561+0.00137065j 0.000327988+0.000921028j -0.000965832+0.000186782j 0.0037122-0.00126869j -0.00114416+0.00233676j -0.00240033-0.000564586j -0.00272094-0.000910503j -0.00328172+0.000703787j -0.00302712-0.00263761j -0.00083352+0.00118388j -0.00118294+1.83849e-05j -0.00428874+0.000883539j 0.00452761-0.00453835j -0.000705827-0.0029286j 0.00157551+0.00292666j 0.00520064+0.000521178j -0.00379085-0.0014675j 0.00130213-0.00496915j -0.00048404+0.00170719j -0.000543604-0.00188459j 0.00346007-0.000875801j -0.0050731-0.00150316j 0.00582947-0.000948679j 0.00472051-0.00216304j -0.000970893-0.00277567j 0.00366566+0.00028405j 0.00215391+0.000868311j 0.00263022-0.00348746j 0.000499174-0.00406359j -0.00752829+0.00389838j 0.000458178-0.0023689j -0.00239617-0.00143448j -0.00350422+0.00232148j 0.00259965+0.00404358j 0.00264026-0.00249988j -0.00229118+0.00648061j -0.000320646-0.00134124j 0.00523652-0.00237979j -0.000489521+0.00491987j 0.00637836+0.00714994j -0.00586661+0.00163127j 0.00144068+0.00353467j -0.00403971+0.00134773j 0.00411247+0.00302632j 0.00544511-0.000588336j -0.000503769-0.00171905j 0.00667525+0.00354247j -0.00415225-0.00386431j 0.003699+0.00809176j -0.00806532+0.00242865j -2.65942e-06+0.00694511j -0.000713222+0.00319889j 1.75907e-05+0.00710761j -1.73975e-06+0.00255804j -0.00142801+0.00284264j 0.00687977+0.00574656j -0.000120406+0.00246534j -0.0100812+0.00204252j 0.0166232+0.0138654j 0.00747382+0.00105947j 0.00629996-0.00389008j -0.00122393-0.0040905j 0.00721798-0.00507863j 0.00371258-0.00524627j 0.00348437+0.0108434j 0.000207289+0.00892177j 0.0114901+0.00363016j -0.0082088-0.00275193j -0.00375244+0.0173522j 
0.00329595+0.00394986j 0.00425435+0.00196804j -0.000279447-0.00494003j -0.00299264-0.00625494j -0.0053878+0.00407109j -0.00585841-2.65515e-05j 0.00138942-0.00563099j -0.0175587-0.00030546j -0.000841481+0.00186174j -0.0197669+0.00987602j 0.000606131+0.00857452j -0.00113872+0.000409089j -0.00140944+0.00121658j 0.0021856+0.00457209j -0.00294001+0.00774898j 0.00354955-0.00134943j 0.00532826-0.000205146j 0.00798157-0.00280931j -0.00517972+0.00228502j -0.00666921-0.00351919j -0.00685498+0.00736114j -0.00937937-0.00357573j -0.00190373-0.0110384j -0.00320129-0.00201717j -0.00341371+0.0031914j 0.00116754-0.00688131j -0.011245+0.0191889j 0.0108107-0.00397426j -0.00713302-0.00457856j 0.00166711+0.00772268j 0.00788002-0.00755935j -0.00412865+0.00547978j -0.0158236+0.0131482j -0.0043086+0.0103775j 0.000485786-0.00261053j 0.00126817+0.00243366j -0.00385534-0.00208573j 0.000881908+0.0019239j -0.00271997+0.000491054j -0.00208208-0.00395866j 0.000627085-0.0025766j -0.00445844+0.0058057j -0.00173792+0.00194745j -0.00399709+0.00114835j 0.00868023-0.0058553j -0.00282503+0.00750931j -0.00674614+0.00378185j 0.00673611-0.00238826j 0.00892561-0.0061572j -0.00243567+0.00151871j 0.00254855+0.00212757j -0.00068915+0.000800346j -0.00108054+0.00136617j -0.00860408-0.00571535j 0.00190128-0.00699468j 0.00204948+0.000686715j 0.00277544+1.01825e-05j -0.00138961-0.00413995j -2.97095e-05-0.00539749j -0.00123082-0.000573823j -0.0014183+0.0006579j -0.00173021+0.000733169j -0.000246811-0.00013876j 0.00195444-0.0032592j 5.97854e-05-0.00258802j 0.00209584+0.00053362j -0.00192395+0.000204391j 0.000631033+0.00017303j 0.00259894-0.00209111j 
