0.153794-0.0116582j -0.0625544-0.0478003j -0.011931-0.0257232j -0.314593+0.119151j 0.101679-0.106175j -0.158916-0.0885817j 0.366162+0.0657517j -0.0659685-0.143949j -0.210504-0.233391j 0.383171-0.11642j -0.100054+0.0390649j 0.0633204-0.032376j 0.12189-0.0128176j 0.261273-0.0860753j -0.441418-0.400089j 0.0884231+0.237568j 0.0189438-0.228804j -0.0227325-0.0888551j 0.362871-0.135571j 0.122496-0.0924763j -0.0307065-0.0774793j 0.564678-0.202264j -0.409994+0.0728019j 0.120764-0.313831j 0.0913344+0.36379j -0.229607+0.375668j -0.232518-0.503919j 0.0352318+0.0637749j -0.450579-0.414884j -0.145527-0.00206157j -0.671153+0.259181j -0.0192783-0.19063j -0.28048+0.101766j -0.299304-0.833382j -0.201499-0.394201j -0.281734+0.201598j -0.674923-0.607767j -0.602428+0.996721j 0.262109-0.113525j 0.797048-0.186674j -0.294702+0.0642233j -0.373301-0.929668j -0.233449+0.534738j 0.974996-0.468763j -0.136466-0.380746j -0.257564-0.330958j -0.285175-0.758917j 0.293392-0.482466j 0.328085+0.824572j 1.5431-0.246298j 2.30243-1.27126j -1.07919-2.12048j 
0.230172+0.176421j 0.809888-0.127012j 1.58992-0.457933j -2.24687+0.748917j -2.22487+0.268964j 5.5293-1.65936j 0.770887+0.0908063j 7.21871-1.01944j 8.01162-1.2682j -1.95929+0.770412j -11.1621+3.16035j 5.85925-1.79412j -6.05242+1.54361j -9.70574+2.13291j 3.49977-0.792076j 22.4438-4.51104j -14.1615+4.82617j -0.710339+1.2229j 4.90537-2.99637j 5.17772-0.890248j 2.83528-2.49386j 24.4186-5.27977j 0.88433+0.192183j 20.0816-4.99317j -2.17913+1.12805j 1.62457-1.32154j 17.2891-6.67831j 0.95355+0.951152j 19.3129-3.83614j 0.42959-0.0430604j 25.0229-7.59732j 2.58469-2.37359j -4.96831+0.768648j -4.11168+2.34915j 0.55577-0.90722j 13.2918-4.47428j -23.3776+7.20678j 3.88084-1.89109j 10.5647-4.29534j 6.1156-2.28466j 5.75638-1.85325j 10.7766-4.05544j 1.51674-0.324136j 7.59604-2.70079j -7.55651+2.91082j 0.669416-0.877066j 5.29809-1.86825j 2.42906-1.13854j 2.05253-0.587079j 1.58472-0.307664j 0.980808-0.400491j 0.400128-0.209079j 
-0.625146-0.734108j -1.77956-2.50398j -3.38423-3.14224j 5.59222+5.27685j 5.70049+4.55273j -15.3625-11.4866j -2.97562-3.08327j -18.2823-15.4359j -18.4042-16.7221j 4.49163+3.83387j 29.1907+24.2716j -14.3773-11.7666j 15.9456+14.0193j 27.3367+22.5329j -11.544-7.73164j -56.1633-45.8338j 35.3461+31.429j 2.73416+2.75384j -14.6403-11.243j -11.7236-10.4239j -10.8918-8.64906j -61.5333-49.3999j -1.60573-2.09401j -47.9847-37.9027j 1.65161+3.00709j -2.58671-0.588083j -47.4025-40.4655j -2.94888-2.11184j -46.4914-37.2193j -1.76394-0.790842j -61.5551-48.4029j -9.98442-7.54703j 12.2965+9.22655j 14.416+12.1993j -3.28497-3.54237j -37.0302-27.4075j 55.7798+44.9857j -9.64677-7.73016j -27.0705-20.8212j -17.0136-12.9805j -14.5556-10.3149j -28.7267-21.4985j -4.30029-2.57943j -19.5209-12.9328j 18.2225+13.7272j -2.49308-0.699904j -15.2721-10.3995j -6.04177-4.35696j -6.11014-4.35243j -3.78939-3.63534j -1.87497-1.70799j -0.621203+0.0330124j 
0.773089+0.968221j 3.35457-0.717648j 6.42027-2.40591j -10.2846+1.78131j -9.38569+1.35529j 24.2876-4.9119j 3.73485+0.286811j 29.3769-5.64445j 30.597-4.86684j -6.88583+0.332716j -44.4183+11.9988j 22.6711-3.81138j -25.7137+7.24685j -42.6153+9.11056j 15.5074-3.41294j 89.2958-20.0296j -58.6685+13.4293j -4.49508-0.371754j 22.1602-5.11821j 19.9501-4.88084j 17.5009-4.56467j 98.1207-24.9601j 1.82088+0.565488j 75.1358-19.3603j -5.34409-0.031598j 3.97894-1.96255j 79.6498-19.4243j 3.10704-0.126344j 74.5084-19.5288j 3.49189-2.4862j 99.3022-27.0984j 17.4681-3.23512j -18.5424+7.47299j -22.888+5.90924j 4.6472-1.73882j 58.4843-16.4858j -89.9216+25.4497j 15.5976-4.08882j 42.5449-14.014j 26.3312-7.52983j 21.5748-7.77271j 46.4455-12.935j 6.19756-2.48393j 30.6977-10.5333j -29.8084+9.12479j 4.13115-2.7344j 22.8061-7.36362j 9.01615-2.99143j 8.43851-3.75435j 6.5572-1.45224j 3.58106-1.7942j 0.965194-0.593147j 
0.360627+0.573143j 0.992983+0.426016j 1.4544+1.38982j -0.326129-1.15206j -1.49404-2.20512j 3.7987+5.17642j 0.708983+0.702064j 5.33469+5.97918j 6.08108+7.83347j -0.587573-1.93284j -9.39562-8.04382j 5.56597+5.44932j -5.29315-5.33375j -8.5841-8.61734j 4.22246+1.41088j 17.0316+17.1179j -11.3728-11.9717j -1.67016-1.07245j 3.99825+4.18413j 4.03122+3.62079j 2.94759+3.90068j 18.7582+19.0607j -0.114429-0.335919j 14.8031+13.4684j -0.523744-1.30239j 2.32713+1.41245j 14.7813+14.862j 0.670887+0.0934121j 15.6487+13.1161j -0.554869+0.676357j 18.7631+18.6063j 3.12239+3.94598j -3.13119-4.92149j -5.09413-4.37606j 0.482513+1.06668j 11.1086+10.9746j -17.4848-17.0306j 3.30794+2.69047j 9.36782+8.07193j 4.81233+5.37472j 4.3314+4.13527j 9.53582+9.02255j 2.33015+1.05763j 6.80325+4.87057j -7.03786-4.84828j 0.675919+0.619061j 4.74652+4.03764j 1.96377+1.35266j 1.9491+1.38771j 1.36479+1.34115j 0.466322+0.987589j 0.368368+0.122943j 
0.144492+0.327542j 0.218404+0.477591j 1.27099+0.629869j -0.579144+0.228004j -0.333302-1.3154j 0.827168+2.13679j 1.05205+0.747883j 1.84977+2.04497j 2.14466+2.75059j -1.23909-0.348078j -3.58899-3.22728j 0.972534+2.1982j -3.07454-2.44539j -3.69873-4.16926j 0.49703+3.69067j 5.48633+7.80114j -4.90922-5.7233j -0.685378-0.882382j 2.01955+1.10098j 1.25565+1.63641j 1.48616+1.79577j 7.45734+7.95315j -0.636237+0.910658j 4.84102+5.91876j 0.249614+0.309401j -1.18757-0.299464j 5.31175+6.08975j 1.25592-0.921992j 6.51762+6.73789j 0.839209+0.81712j 6.59203+8.93886j 1.44942+1.23805j -0.876574-1.45896j -1.64074-1.62413j 0.590121+0.864129j 4.65459+4.75873j -6.87244-7.42822j 1.09618+0.917234j 3.57024+3.59726j 1.5301+1.3939j 1.25839+2.10348j 3.671+3.96165j 1.41479-0.151755j 2.55949+2.44451j -2.42916-2.64931j 0.562403+0.313007j 1.4965+1.72315j 0.579235+0.14257j 0.843342+0.926685j 0.678372+0.988119j 0.256911+0.372357j 0.430978-0.024129j 
-0.514595-0.615266j -3.53606+1.55249j -6.66979+3.35418j 10.8349-2.53804j 10.9885-2.31615j -27.1568+6.03484j -4.34474-0.940737j -32.8409+9.06249j -33.6419+8.4011j 7.32092-1.16342j 50.4107-15.9127j -25.9913+7.51825j 28.2714-9.33329j 47.3616-12.9864j -18.7898+3.25497j -99.1172+30.3546j 62.0474-20.1604j 6.06642-2.30064j -26.0366+8.79736j -21.4188+6.47602j -19.1343+5.54314j -109.308+35.377j -1.69476-0.190765j -81.7704+26.4371j 3.1944-1.18818j -6.2431+1.93037j -84.1101+29.6154j -3.56605+0.917052j -82.1614+28.4947j -3.00141+1.10579j -107.766+38.5273j -19.1932+7.58879j 20.6755-8.44558j 24.78-8.84708j -4.68633+2.3963j -64.5464+23.2427j 95.9239-36.2605j -16.4742+6.63932j -45.9391+17.6728j -28.4675+9.91887j -25.3965+10.8311j -51.3559+19.2579j -7.67704+3.2645j -33.3072+14.6206j 31.5519-12.9579j -4.45363+3.14027j -25.3791+9.74278j -9.52137+4.29j -9.70751+4.79297j -6.94116+2.04802j -4.00006+2.4553j -1.09425+0.443014j 
-0.0962899+0.00378107j 0.0412796+0.104143j 0.62935+0.0693915j -0.394327-0.109701j 0.298792-0.883719j 1.4047+0.15032j 0.637703-0.319339j 1.00002+1.38827j -0.460684-1.2078j -0.343511+0.452283j -2.3686+0.845927j 0.424191+0.201057j -0.960422+1.41322j -1.34459+0.782602j 1.16313-0.92257j 3.84053-2.41379j -2.05302-0.0283558j -0.134099-0.0334556j 1.75603-1.18184j 0.192207+0.0173867j 0.350648+0.211406j 3.68223-2.93168j 0.289811-0.108108j 2.89316-2.668j -0.0477114+0.595046j 0.975406+0.0765742j 4.20051-2.66482j -0.510753+0.0785979j 4.33792-1.92118j 1.63438+0.574887j 3.9564-2.70025j 0.256399-0.803024j -1.03983-0.654871j -1.63418+1.12469j 0.138472+0.853198j 3.02143-2.03747j -3.21978+2.47118j 0.732327-0.826978j 1.21041-1.48402j 0.730209-0.856832j 0.717508-0.702044j 1.68713-0.886558j -0.222022-0.0911836j 1.43866-0.43329j -1.46668+0.340159j 0.479572-0.182634j 0.879653-0.733546j 0.79454-0.0970076j 0.118378-0.544698j 0.408707-0.125976j 0.262796-0.153741j -0.141642-0.154105j 
0.360635+0.63823j 1.16589+1.66128j 2.03214+1.92488j -4.04484-3.18833j -4.22314-2.82855j 9.28158+8.08153j 1.20173+2.38997j 12.9402+12.0488j 13.3559+10.0651j -2.90042-3.01155j -18.9742-15.1786j 10.6097+7.54844j -11.3791-8.70801j -18.4499-14.9792j 6.82875+6.00517j 36.0539+30.5019j -25.0828-19.6406j -3.01991-3.75358j 11.2481+6.72783j 8.92396+8.00654j 5.2772+5.19061j 40.5609+33.5791j 1.154+0.862084j 31.396+23.2201j -1.3026-2.03227j 2.34397+1.00498j 32.9122+26.6933j 0.80445+0.0135877j 30.9897+24.4727j 0.776011+1.1898j 41.0758+32.1884j 7.58733+5.3295j -8.03907-5.84601j -9.38416-7.76207j 3.03174+1.04806j 25.2883+19.4288j -38.5563-28.8311j 6.58657+4.77612j 17.2323+12.944j 11.7359+8.52446j 9.70441+7.27492j 19.8475+13.9969j 2.61141+2.07312j 13.6745+8.54258j -12.6133-8.6072j 1.66915+0.560181j 10.3188+6.90405j 4.22982+2.62722j 3.78476+2.80906j 2.50195+2.44073j 1.29026+1.02075j 0.586605+0.080744j 
-0.0456292+0.558263j 2.00537-0.0668156j 2.12786-0.788015j -4.33688+2.3851j -3.59052+1.04138j 8.5769-2.5726j 1.69963-0.36954j 11.4361-2.68398j 10.8442-1.22264j -1.81114+0.96739j -19.3247+4.84556j 9.10177-0.634531j -10.3447+2.69233j -17.1718+3.6481j 8.97213-0.874355j 36.2097-9.3j -22.8335+5.86498j -2.38645-0.133731j 9.22621-3.2658j 8.60591-1.46104j 6.23552-2.11447j 39.0697-10.8626j 1.76593-0.937023j 30.7107-8.08567j -1.05493-0.00196499j 1.47147+1.75046j 31.1421-8.74165j 1.57554-0.79161j 31.0031-7.95419j 0.0800444-1.70027j 39.2304-12.1726j 6.03224-2.1137j -5.93929+2.93771j -9.31871+2.1511j 1.97256-1.62856j 22.6984-7.5768j -35.2848+11.1396j 6.28406-1.76166j 16.7614-4.54268j 9.82147-3.35394j 9.13276-3.36049j 18.0665-5.3037j 2.92467-0.14307j 12.6774-3.8707j -12.4585+2.79668j 1.144-1.24447j 9.21565-2.98686j 3.67874-1.29285j 3.81664-1.70758j 2.65437-0.494281j 1.04454-0.870874j 0.328509+0.0654113j 
-0.0933594+0.456258j 0.845303-0.44974j 2.27253+0.458564j -4.41639+1.28685j -2.30872+0.695715j 7.20883-2.48736j 1.2841+1.0537j 10.09-2.42278j 10.1963-1.50355j -2.34862-0.513736j -16.3755+3.78902j 7.54862-2.00234j -8.83678+0.871883j -13.9759+2.13932j 2.83491-0.826943j 29.0137-7.9053j -18.6194+3.50052j -1.59036-0.495921j 8.90544-1.94417j 6.51732-1.48937j 5.31115-1.02734j 33.2992-7.94832j -0.33976-0.915245j 25.3294-6.91411j -1.57732+0.718307j 1.71777-1.81935j 26.228-7.16855j 2.64723+0.151612j 24.8212-5.45245j 0.150126+0.606794j 31.4656-9.39895j 5.8245-1.42593j -5.73586+2.72288j -7.97949+2.39621j 1.3684-0.238913j 19.1079-4.91968j -29.3196+8.13698j 5.62886-1.60923j 14.2299-3.86608j 9.25291-2.92734j 7.19902-2.87733j 15.2634-3.92097j 3.39556+0.139151j 10.1498-3.07995j -9.58323+2.57586j 1.16868-0.357256j 7.7318-2.76875j 3.73343-1.32015j 2.58805-1.13431j 1.69662+0.0145436j 1.23114-0.572755j 0.494004+0.389934j 
0.174863-0.121551j 0.927711-1.12341j 1.78513-1.99398j -3.03886+1.75668j -2.79046+2.05375j 6.34885-5.00041j 1.12775-0.0776803j 6.11894-4.90523j 10.3716-7.61957j -1.95784+1.3555j -13.9095+10.9732j 6.8569-5.16512j -9.04285+6.59688j -13.2722+9.7078j 5.55828-3.22464j 27.2403-21.8281j -16.824+13.2157j -0.475718+0.528011j 8.48129-4.68081j 4.76582-3.82365j 4.72955-5.7351j 29.7514-24.641j 1.00925+0.247478j 24.4759-18.8771j -1.10278+0.679086j 2.04252+0.0886116j 23.4064-18.5646j 1.39195-2.66175j 22.7229-18.0305j 0.101401+0.447256j 29.2403-25.3298j 5.44172-4.27214j -4.99118+4.67807j -7.31844+5.9085j 1.39502-0.998229j 17.7434-13.5744j -26.7306+22.7207j 4.96722-4.2028j 12.5835-12.1252j 7.88671-6.53464j 6.71337-6.1457j 14.0302-11.942j 1.43809-2.59609j 8.68955-7.76012j -8.54427+7.41395j 1.18259-1.19609j 6.98805-5.86766j 2.63969-2.0613j 2.57985-3.21933j 1.96486-1.61482j 1.18757-1.19416j 0.240262-0.284886j 
-0.12315-0.280914j -1.9045+0.911429j -3.20294+2.59425j 6.01241-1.80889j 6.77431-1.21964j -12.7368+5.5993j -1.1853+0.53901j -15.7572+5.20323j -16.9615+3.74397j 2.82289-0.990336j 24.7835-11.0222j -13.7158+4.09068j 13.4617-5.4559j 23.0113-8.14843j -7.67339+2.76182j -46.5946+20.835j 31.7999-12.406j 1.95578-0.108379j -12.9252+5.30395j -10.1158+2.58578j -9.5777+5.12991j -50.9814+22.4618j -1.26034+0.186997j -39.7862+17.3281j 1.29073-0.445941j -2.66339+0.963793j -39.1572+18.8926j -2.86261+1.56647j -38.6497+19.0078j -0.757603+2.17623j -50.9079+24.6649j -8.81024+3.80182j 10.7269-6.05157j 11.3585-6.42036j -4.17115+1.27725j -29.3134+14.2559j 46.1502-21.5407j -7.82177+4.11755j -21.7413+11.2883j -13.5292+5.79114j -11.8188+5.96527j -25.0958+11.6424j -3.42964+1.61996j -16.0981+8.46044j 15.5038-8.00419j -1.83596+2.05541j -11.8545+5.78585j -4.72258+2.84803j -4.33248+2.85566j -3.23985+1.58848j -1.93895+1.59805j -0.328064-0.152786j 
-0.111951+1.09876j 1.29705+2.11947j 3.28882+2.61705j -5.50213-4.72496j -5.11354-5.30284j 15.1576+11.3271j 1.84772+1.44654j 17.9267+13.0187j 18.7048+14.2098j -3.63459-3.86443j -28.5263-20.3199j 15.1414+11.4699j -15.7364-12.4105j -24.7506-19.7111j 9.1309+8.52495j 53.6228+39.4342j -35.0173-25.4512j -2.61388-3.06093j 15.5131+10.6137j 11.4842+9.26301j 10.2723+7.58393j 59.1097+43.6372j 1.00937+0.796908j 44.85+32.2663j -1.58839-1.09998j 1.90062+2.41009j 47.9721+34.6339j 2.31233+2.00702j 46.0819+32.1058j 1.47107+1.25301j 60.8157+42.7997j 10.5608+6.38068j -11.7453-7.85954j -14.3535-10.5067j 3.7041+2.4139j 34.8422+23.9835j -54.7959-37.692j 9.44725+6.54494j 26.4163+16.4091j 16.1765+11.505j 13.996+8.61598j 29.1267+19.233j 4.41513+2.79431j 19.8198+11.1174j -18.5509-11.4705j 2.64161+0.633868j 14.5442+9.11553j 5.98971+3.58113j 6.09595+3.43818j 3.75492+3.63616j 2.24593+1.20762j 0.8406+0.109398j 
0.0448146-0.397353j -0.495175-0.532104j -1.17963-0.358139j 1.29374+2.28088j 0.336851+2.7191j -3.46314-2.76236j -0.208066-1.16218j -4.25778-5.03597j -6.42736-5.623j 0.571647+0.374911j 6.70445+6.75762j -3.81854-2.79915j 5.35462+3.7015j 8.74908+6.97095j -2.58039-3.37043j -15.4986-13.9114j 10.8657+8.39535j 1.33644+0.0117066j -4.33196-4.46511j -3.17155-2.26323j -3.05336-3.515j -17.2277-14.8764j -0.710831-0.380705j -14.2476-11.223j 0.403621+0.793172j -1.10361-0.753658j -13.8243-10.2572j -1.33587-0.894651j -13.0474-10.7613j -0.87593-0.495461j -17.0737-15.2298j -2.97053-2.45068j 3.61903+2.8959j 4.26897+4.27859j -1.49748-1.00657j -10.8554-8.08258j 16.8242+12.7305j -2.49428-1.87655j -7.59998-5.34111j -4.84959-3.68021j -4.279-2.87458j -8.27326-6.66486j -0.886168-0.91586j -6.1315-3.77972j 5.56313+4.07681j -0.536112-0.110468j -4.39795-3.02902j -1.88171-1.58421j -1.83053-0.819952j -1.0067-1.09438j -0.622129-0.548811j -0.27481-0.0774737j 
-0.411343-0.0709452j 2.74768-1.08823j 5.46082-2.23408j -10.2393+0.885597j -8.9371+1.26238j 22.8467-1.7585j 5.14309-1.07562j 30.5492-2.91166j 32.1865-2.57221j -5.29883+0.68664j -46.9756+6.98016j 23.0494-1.84948j -25.9662+4.92788j -43.5895+7.23526j 14.3453-2.36538j 90.659-15.3195j -59.4565+9.95072j -5.00566+1.53128j 23.8273-3.78496j 19.7603-2.02338j 17.1658-2.37727j 99.0684-18.0235j 2.46298-0.418892j 75.7243-15.1897j -4.87862+0.903354j 3.87339-0.80645j 78.328-14.1582j 3.00673-1.32298j 75.5213-14.5356j 1.49874-0.00917724j 98.137-19.5096j 18.1529-3.8896j -19.1824+5.13234j -23.0109+4.74099j 5.3852-1.13099j 58.3871-13.7993j -89.3821+19.8681j 15.3841-3.64015j 43.2216-10.1258j 25.8924-5.38754j 23.8194-6.20642j 46.9501-9.62502j 6.35271-1.38597j 30.9621-7.81886j -29.6205+6.99714j 3.86568-2.15351j 23.0489-5.79732j 8.96212-2.50413j 9.11667-2.67557j 5.79299-0.663659j 4.05701-1.47798j 0.861156+0.070362j 
-0.0400073+0.187258j -2.25759+2.05241j -3.38277+2.62045j 4.13175-2.9036j 3.00261-2.84446j -11.2504+5.47205j -1.52898-0.64846j -14.6544+9.36455j -14.4302+10.2861j 3.75645-1.88109j 22.9012-16.3531j -11.319+7.09765j 11.0615-8.88871j 18.7677-16.2039j -7.17394+4.6686j -42.133+32.2828j 27.7485-21.4062j 1.55067-1.32664j -10.8183+6.79672j -8.23261+7.08631j -8.0142+7.46845j -45.0265+35.7729j -1.4649+0.774114j -33.5847+28.3826j 1.44121-1.76402j -1.8259+1.93539j -34.5868+28.6622j -0.682548+1.54439j -33.8769+26.6821j -1.17359+1.38953j -43.9209+36.0539j -8.1233+6.36791j 8.28554-7.25275j 10.1357-8.18571j -2.3582+1.84533j -26.5486+21.8534j 40.3926-33.3296j -6.98906+6.38404j -20.0438+16.3504j -11.5726+9.66031j -10.7755+9.47046j -21.0518+16.9847j -2.74327+2.30391j -13.5127+11.9179j 12.9633-10.9736j -1.75412+1.71299j -10.56+8.72186j -4.0659+3.57126j -4.17589+4.19669j -2.64529+2.43318j -1.67162+1.36784j -0.322766+0.021836j 
-0.266117+0.093054j 0.764779+1.16253j 1.22379-0.114334j 0.234449-1.35671j 0.230041+0.60613j 1.50597+1.96498j -1.42209-1.98604j 1.6703+3.11416j 0.350649+2.27445j -1.4692-0.168853j -2.15056-3.519j 1.49343+0.76547j -0.569392-2.212j -2.79592-4.29723j -0.4533+0.648228j 4.91563+6.30121j -2.36717-4.6571j 0.617729-0.247846j 1.42719+1.92417j 0.930617+1.22885j 0.341553+1.28183j 4.00727+6.71844j -0.673652+0.954023j 3.00017+4.64607j 0.0671812-0.136819j 0.330543+0.79331j 3.64732+5.00155j -0.0690772+0.367987j 2.70688+5.47189j -0.207482+0.0165524j 4.24956+6.59307j 0.610466+1.46036j -0.898008-1.77333j -1.11075-2.48227j -0.238625+0.184004j 2.50665+3.91463j -4.48346-6.20875j 0.976208+1.32433j 1.87115+2.86227j 1.50102+1.76493j 1.27762+1.44046j 2.15959+2.88095j -0.292946+0.309356j 1.7287+1.95981j -1.42857-1.80091j 0.225627-0.0522376j 1.09226+1.51495j 0.0473967+0.554327j 0.748789+0.549607j 0.386936+0.557241j -0.0175163+0.443378j 0.361904-0.206664j 
-0.136952-0.150425j 1.60938-1.16773j 3.62967-1.67205j -4.26447+0.630779j -2.82447+1.13806j 13.1588-3.60817j 2.62381+0.118778j 14.4962-4.56572j 15.4009-0.415337j -3.73388+2.13526j -23.6067+7.85523j 12.6465-3.06681j -14.1021+2.4206j -21.6737+3.14686j 7.27576-1.76926j 45.6056-11.2785j -30.4102+6.86627j -4.20225+0.0722522j 11.1825-2.54533j 10.437-1.80546j 7.49339-1.90468j 50.5006-12.4854j 1.3737+0.399601j 38.0611-8.42172j -1.91725+0.119714j 1.91542+0.0105513j 40.8837-10.3274j 1.84776+0.299744j 38.719-10.2265j 0.617295+0.0907619j 49.1468-13.6544j 8.95891-2.47987j -9.75088+2.92991j -11.2601+2.98993j 2.73207-0.124642j 30.1408-8.23735j -45.984+12.4122j 8.10768-2.87834j 22.3876-7.06117j 13.3697-3.62928j 12.0991-3.74845j 23.7514-6.58922j 3.34047-1.34625j 15.6338-4.72758j -14.9609+4.26455j 2.14195-1.47302j 11.8833-3.74072j 4.21368-1.36936j 4.95993-1.81626j 2.96648-0.776084j 2.08188-0.761379j 0.340191+0.0558585j 
0.0726675-0.33978j 0.680707-0.985456j 2.71154-1.9163j -4.44298-0.931052j -4.44011-0.702328j 10.3283-1.61041j 4.86976+0.231484j 12.0367-1.02951j 11.6896-0.752113j -2.69192+1.75045j -17.6665+3.10402j 8.67468-1.71552j -10.6751+1.62991j -16.6342+1.41657j 6.91081-1.91829j 35.6285-5.87685j -22.28+4.2534j -2.58396+0.140859j 10.7375-1.86586j 6.52182+0.317722j 5.83894-1.1609j 38.9938-6.85497j 0.495427-0.173109j 29.1343-5.30866j -1.71061-0.880994j 1.21119-0.336549j 29.7812-4.88285j 1.70539-0.212269j 29.9752-5.19669j -0.08945-0.874178j 39.2259-7.21858j 6.98793-1.18152j -8.25892+1.82017j -10.1007+1.78967j 2.1979-0.601379j 23.4515-5.55267j -35.7742+8.20542j 5.60014-1.18475j 16.5772-4.59945j 10.2974-2.19655j 8.90709-2.20469j 18.5055-3.64322j 2.54196-0.629281j 11.7083-3.01232j -11.7313+2.55967j 1.68986-0.935833j 9.25451-2.74421j 3.67499-1.35796j 3.03487-1.31619j 2.07338-0.327648j 2.01148-0.331589j 0.376201-0.0222566j 
0.21515-0.270194j 0.886421-0.740415j 0.517451-1.86754j -0.808171+1.49981j -2.5338+0.29115j 1.93267-5.92231j -0.49022-1.35554j 1.44172-7.4942j 2.33338-7.15883j 0.0081744+1.24308j -2.38407+12.4373j 1.22306-5.87588j -2.02234+6.06465j -2.00008+9.9859j 0.114468-4.66618j 5.3095-23.6317j -2.47605+13.638j -0.355447+2.00258j 2.287-5.62038j 1.74669-5.22482j 0.184448-4.53321j 4.98187-24.5219j 1.53979-0.756706j 4.09909-17.7448j -0.531881+1.38219j 0.176325-1.03297j 4.21051-18.5351j -0.067747-1.25632j 4.47922-17.8938j 0.189277-0.888833j 5.70264-24.6728j 1.26572-3.98483j -0.864905+4.39371j -1.20056+5.62606j 0.58431-1.71079j 3.47728-14.212j -4.92502+21.9951j 0.63888-4.37109j 2.21487-10.1681j 1.32663-6.41757j 1.67788-5.72597j 2.56466-11.609j 0.389384-1.81982j 1.50783-7.2634j -1.54969+7.30092j 0.514074-0.946614j 0.9779-5.41145j 0.625016-2.08329j 0.864926-2.56599j 0.453182-1.41428j 0.287679-0.605859j 0.138512-0.310449j 
0.216785-0.317226j -0.351605+0.78533j 2.58236+0.816229j -0.374556+0.471534j -2.53184+0.646305j 3.3853+0.149574j 2.89375-1.96285j 3.4094+0.0744144j 4.69786-1.71474j -2.12759-0.945935j -6.82199+1.55438j 5.02883-0.468962j -3.64559+1.13723j -5.50807-0.622348j 2.70256-1.68546j 14.0699-1.41743j -8.47822+1.86331j -0.827888+1.10747j 3.57209+0.257588j 3.30047-0.766715j 2.55359-1.03105j 15.4343-3.46425j -0.710419-0.70059j 12.14-2.77047j -0.436584+0.392835j 0.243137-0.00771579j 12.3967-2.71438j 0.544798-0.528705j 11.0527-3.0204j 0.569495-0.577313j 15.1399-3.3531j 2.23728-0.735607j -2.33086+0.45532j -2.65875+0.318861j 1.04956-0.754582j 9.13821-2.11932j -13.9138+2.53632j 2.0788-0.550585j 6.74919-1.90053j 4.16339-0.619542j 3.68281-0.677322j 7.47308-1.60429j 1.2534-1.12574j 4.78315-1.0619j -4.68481+1.06706j 0.917147-0.290034j 3.645-0.928481j 1.4897-0.870439j 1.6179-0.154846j 0.860195-0.00894289j 0.291114-0.312167j 0.539737+0.360258j 
-0.144065+0.599755j 0.910411-0.130104j 2.79501+0.642876j -2.95778-0.925427j -4.16415+1.30997j 4.82395-0.795925j 0.819592+1.00355j 7.51118-0.942786j 7.65757+0.142874j -2.57782+0.177314j -9.72883+0.600571j 5.53763+1.14099j -5.74863+0.697155j -10.4394+0.57959j 2.95573+0.265827j 20.3154-1.49269j -13.7083+0.806777j -1.21271-0.334897j 4.57438-1.71054j 3.51804-0.49952j 3.81566+0.223929j 22.1867-2.36151j 0.256682-0.00673653j 16.9939-1.68518j -0.16757+0.404833j 0.89569+0.652593j 17.7584-1.51467j 0.639733+0.140202j 17.0298-1.70486j 0.276906+0.117673j 22.0493-2.18213j 3.90062-0.666204j -4.46199+0.402229j -5.70416+0.612629j 0.518277-0.435181j 13.3801-1.801j -20.5588+2.6691j 3.33578-0.334585j 10.0542-1.37914j 6.05527-0.696628j 5.05745-1.33193j 9.92701-1.18535j 1.64298-0.295184j 6.80787-1.15322j -6.30062+0.864419j 0.625766-0.808613j 5.48255-0.581511j 2.27-0.561292j 1.83845-0.868805j 1.2904-0.390347j 1.11216-0.315575j -0.0412852+0.207202j 
0.353812-0.979583j 2.20104-1.85118j 2.20856-2.37084j -4.31673+2.07672j -4.60581+4.45547j 9.97933-3.17531j 1.97535+1.52497j 10.9549-3.45825j 11.755-4.67182j -3.55503+0.472482j -18.7719+7.08597j 9.80807-3.86967j -11.1484+4.25895j -17.2742+5.77502j 6.32248-1.54311j 35.2976-13.8051j -24.9444+8.15181j -1.44365+0.594806j 9.47064-3.88976j 7.15944-3.05089j 6.55832-2.49025j 40.487-14.6507j 0.466907-1.68917j 31.3998-12.1137j -1.01757+0.210084j 1.72078-0.818942j 32.6559-13.0317j 1.04572-0.597257j 31.2853-12.7098j 0.538254-1.10837j 39.8006-17.7284j 7.32484-3.11928j -8.52622+3.43257j -9.48582+3.99753j 1.7583-1.07187j 24.1496-10.442j -36.6753+15.759j 5.89402-2.80182j 18.1211-7.83684j 10.6246-4.57325j 9.65362-4.57738j 19.0484-8.00975j 2.25004-1.62031j 12.3905-6.24141j -11.8131+5.49777j 1.75324-1.39463j 9.86154-4.37796j 3.69778-2.31814j 3.68612-2.54311j 2.86649-1.07903j 1.90134-0.66617j 0.0803669-0.384511j 
