-0.0144765-0.0840185j 0.000510842-0.121689j -0.191282+0.307291j -0.154103+0.127531j 0.126801-0.185057j -0.201784+0.250689j 0.278143-0.221118j -0.207055-0.152631j -0.104518-0.0844242j -0.347618+0.175663j 0.107663-0.153863j 0.017662-0.308412j -0.0906127+0.462169j -0.131248+0.122129j -0.227987-0.0758363j -0.492716-0.114874j -0.498511-0.0611003j 0.00540846+0.126917j 0.479504-0.0763014j 0.397657-0.737468j -0.647143-0.39502j -0.108334-0.329265j -0.5364-0.500426j 0.0296835-0.07972j -0.91772+0.868331j -0.705615-0.0920012j 0.573411+0.511022j 0.411017-0.146262j -0.041735+0.509975j -0.711857-1.06783j -0.296506+0.296653j 0.82882-0.0870996j -0.127062+0.512059j -1.04798-0.190969j -0.62377-0.346313j -0.0609872+0.152865j -0.872088-0.645971j -0.25104-0.893413j -0.652822+0.89947j 1.3225-1.41941j -0.683769+2.41771j -0.115985+0.616551j -0.875899+0.0122863j 2.2898+0.501906j -0.228713-0.30906j 0.182765+0.238068j 0.278538+0.763259j -0.0950298+0.277962j 0.183983-0.518235j -0.760938-0.229602j 0.0947744+0.0177785j -0.0862915-0.128661j 0.204041+0.0803434j 0.637428+0.0713961j 0.405983+1.12824j 0.0635681-0.644649j 0.0862986-0.666486j -0.14148-0.209355j 0.203385-0.273894j -0.152179+0.0271712j -0.0261984-0.0603811j 1.48881+0.239354j 0.43005-1.00037j -0.436854+0.369392j -0.289237+0.776228j -0.271255+0.805613j 1.5576+0.636399j 0.351931+0.224501j 0.656441+1.10543j -0.681669-0.453224j 0.981154-0.141206j -0.183062-0.484909j 0.765531-1.94612j 0.929944+0.737446j 0.751991+0.864189j -1.22616+0.182863j -0.257437-1.12983j 0.255539+1.73702j 0.396668+0.364253j 0.882758-1.01853j -0.618085-0.54112j -0.788198-0.0689053j -0.619447+0.283363j 0.715963-0.870869j -0.911489+0.348105j -2.01914-0.176094j -0.202506+0.169939j 0.0230599-0.381819j 0.83855+0.704125j 0.269652-2.19305j 2.06726+2.21089j -1.85591+2.23325j 
0.0886637-0.225576j -0.430177-0.286523j -0.121519-0.417196j -1.3023+1.77731j 0.0921484-0.375615j -0.953999+1.41762j -0.244854-0.407195j 2.71365-1.02669j -0.206007+0.0996036j -0.943774-0.370017j -2.81655-0.350291j 0.0708016+1.61507j 3.77999-0.872625j 0.935541-0.242128j -1.90355+0.613691j -1.53252+1.301j -0.581532+0.0262209j -1.89374+0.149714j 1.78558-0.914429j 4.87589-1.2155j -0.0789684-1.2477j 1.8291-1.51895j 2.50667+0.269947j -0.26973+0.736349j 1.37912-0.595868j 2.40889-1.18166j -1.031+0.944922j -1.66625+1.2689j 0.802221+0.383443j -1.80227+1.45433j -0.0964746-0.183381j -0.833233+0.337374j -0.0556642-0.0325835j -0.130589+0.460785j -1.29123+0.39695j -0.770449+0.790958j -0.104217+0.269944j 0.887812-0.386628j 0.23486+0.226413j -0.0556457-0.30336j 0.619813+0.240185j -1.11467-2.89313j 0.36063-0.606472j 0.141272-0.907577j 1.5639+0.0655804j 4.58081+2.59156j -0.284974+2.80841j 4.5733+3.82341j -7.68138+0.161894j -2.67329-0.994791j -7.06745-9.46869j 6.22742+3.66604j 3.59696+5.083j 7.52291+5.52213j 1.46344+1.20514j 16.2877+19.7864j 13.5685+14.9124j -0.110089-0.989206j -3.74645-6.60159j 0.527988-0.591133j -5.7822-5.94829j -18.1237-24.2345j 1.59817+2.58885j 14.8542+23.4281j 0.743463-0.647073j 13.8917+22.4985j 6.65402+8.14053j 0.873227+3.58544j 12.5097+20.4726j -0.775919+0.358327j 20.1049+35.4731j 0.246487+1.47036j -5.99566-10.9709j -4.7566-8.09006j 1.66826+3.79095j -9.51512-18.9042j 18.2797+34.7538j -2.71399-6.52639j 8.75902+17.9978j -5.66667-10.643j 4.7532+12.217j -9.27088-16.5048j 0.232616+1.73395j -3.28779-12.7865j 5.7283+16.0359j 0.524483+5.1403j -4.23792-11.3043j -1.11711-4.5941j 1.97685+7.91697j 1.6845+0.848776j -1.09845-2.46064j -0.0916237+0.530883j 
-0.544-0.559236j 0.949747-0.5903j 1.13256+0.788067j 4.27831-3.73807j 1.42398-1.56348j 7.85733-3.56938j 1.92822+2.23089j -13.3427+5.122j -2.98543+1.49728j 1.22418+0.387478j 15.5059-5.38624j 0.206433+0.749694j -18.659+6.80687j -5.82046+0.212961j 14.1836-2.88519j 10.1668-1.8725j 3.1864+0.0393001j 9.07824-2.13462j -8.8094+3.58909j -27.1582+5.16321j -6.52844+0.595556j -8.94145+0.102441j -12.1631+1.53508j 0.0545686+1.76363j -9.18416+1.82368j -13.1431+1.43099j 9.2261-1.88749j 18.2289-2.36532j 0.588056+0.309173j 16.0356-3.4264j 7.71404-1.4538j 10.7678-2.35338j 3.62736-0.752196j 2.10216-0.433142j 9.35983-0.941871j -0.0933399-3.07587j 1.57821-1.59191j -5.40437+1.34986j 1.67102+2.10898j 0.815389+1.94903j -0.0244037-1.73537j -1.84075+8.66055j -2.43273-8.95572j -0.989635-2.14302j 5.54806+18.8534j 10.2831+19.0735j -2.9267-19.6576j 11.7222+17.8446j -15.5606-42.2889j -4.38741-11.4028j -18.0392-8.49283j 12.0762+14.2432j 7.58524+0.0796506j 15.384+19.7069j 5.60148+8.60222j 32.3438+16.8028j 24.2152+11.1957j 0.06653+2.76286j -8.01231+1.28386j 2.19305+8.85973j -9.5141-5.62055j -32.1192-0.489968j 3.65339+6.47812j 27.1302-13.9633j 0.565194+6.13249j 23.9961-16.5331j 8.87428-4.97559j 2.43342-8.21446j 22.1801-18.1754j -1.43241-5.17067j 31.5774-46.9361j 1.36506-2.89582j -7.75543+23.5304j -7.56669+11.1809j 2.2593-6.54306j -14.8839+32.607j 27.5662-58.6084j -4.50124+14.9312j 13.771-39.6202j -7.91257+17.2501j 7.9271-28.3395j -12.6245+27.8652j 1.67107-8.85755j -7.80434+39.364j 10.766-43.7282j 3.00042-20.63j -6.80711+28.2571j -2.60598+13.5058j 4.14236-24.375j 0.136351+2.30293j -1.09753+6.16174j 0.572964-3.56038j 
0.13533+0.0731819j -0.18987+0.0785708j 0.128371+0.309248j 0.411446+0.288933j -0.214444+0.734551j 0.127033+0.508557j -0.704137-0.558303j 0.166774+0.00252815j -0.284256-0.375159j -0.230466-0.59837j 0.0947928+0.905367j 0.880048+0.905792j 0.946828-0.532114j 0.0822004-0.554561j -0.75764+0.857413j -0.079955+1.12857j 0.252324+0.38939j -0.0954048-0.0926606j -0.662615-0.312118j 1.13672+0.364802j -0.158793-1.06446j 0.200344-0.26141j 0.551611-0.695592j 0.527584-0.293748j 0.632304+0.365065j -0.00321804-0.644335j -0.355999+1.19467j -1.0603+0.622936j -0.725055+0.315419j -0.239849+0.237476j -0.76738-0.110631j -0.366109-0.0997801j -0.101491-0.347664j -0.40226-0.281174j -0.381482-0.202058j 0.222871-0.204282j 0.0743336+0.24982j 0.17893+0.0241163j -0.532637-0.571586j -0.655145-0.467738j -0.0915451+0.188368j 0.598685-0.266043j -0.463209+0.897136j -0.389638-0.0277472j -1.27479-1.83861j -2.62731-3.74325j 0.835087-0.0135183j -2.35775-4.08674j 3.3923+5.23411j 0.604456+0.509534j 4.1037+5.92625j -3.21444-4.41812j -1.95713-0.881874j -4.65177-4.75444j -4.59162-2.7642j -9.68819-12.3057j -7.60899-7.91494j -0.286061+0.0525575j 1.31044+2.61158j -0.62255-1.18953j 2.99224+3.18557j 9.03145+11.3921j -2.09066-1.97738j -8.1283-10.6763j 0.274902-1.03412j -7.72391-9.88546j -1.02247-2.94135j 0.703317+0.106997j -7.54448-7.59893j 0.266153+1.85319j -11.1289-11.9366j -0.991894-0.731156j 2.01914+2.7781j 2.27746+3.21528j -1.12785-0.302877j 4.73104+4.98937j -9.15213-10.0759j 0.952389+1.69559j -4.31038-4.62818j 1.9068+3.49747j -2.81667-3.13285j 4.44702+4.84472j 0.497769+0.331169j 2.0854+1.88899j -3.77829-3.43748j -0.4487+0.293464j 2.21211+2.7209j 0.0979517+1.05683j -1.3794-1.02889j -0.943735-0.520612j 0.377355+0.433226j 0.1436+0.314745j 
-0.281706-0.390612j 1.46271-0.752815j 0.545611+0.360039j 3.50842-0.899025j 0.361092-0.655641j 4.75175-2.13309j 1.13204+1.3132j -7.22914+1.84982j -1.50678+0.771295j -0.977677-0.467477j 7.9754-1.27418j -0.292551-0.761462j -11.473+1.31481j -2.92902+0.71381j 8.60648-0.383071j 5.78432-1.22928j 3.66901-0.146662j 4.96738-0.484191j -7.07523+1.36716j -15.4249-1.13849j -3.61918-0.520583j -4.38589+1.21559j -7.17436-0.522134j 0.216748+1.563j -5.11306-0.20879j -7.70082-0.93535j 5.72183+0.172911j 9.30534+0.821068j 0.878006+0.145768j 7.75039+1.88317j 3.02918-0.748964j 5.6693+1.5578j 2.20872+0.217054j -0.0252562+0.157085j 5.21288+1.2336j 0.0878467-2.25651j 0.675785-0.848393j -1.90003+0.538873j -0.92714+3.78544j -0.410116+2.39119j -0.761025+0.103701j 1.41551+2.37497j 1.28907-8.60704j 0.671312-2.17792j -3.08421+17.4614j -6.00525+23.8313j 0.771653-15.1007j -6.89461+25.3179j 9.28965-45.2595j 3.2013-12.7372j 12.1908-29.4803j -9.72968+26.1353j -4.75986+9.9936j -12.0105+34.5978j -5.13753+13.3621j -26.7397+58.1902j -19.3762+42.3595j -0.888915+2.42493j 6.13744-10.3985j -3.01735+11.0022j 7.88798-17.2607j 28.122-50.3145j -2.59766+11.3912j -25.186+35.0975j -1.53503+4.31774j -20.5497+27.5055j -7.4532+10.3115j -1.6208-2.23336j -22.2796+25.6501j 1.52368-6.98077j -30.6557+24.6801j -2.03073+0.562611j 6.09431+1.81413j 8.00397-4.65106j -2.4944-1.99109j 14.5492-4.38346j -28.0723+10.1633j 4.19076+2.20987j -13.1349-1.54109j 8.51297-3.732j -7.69954-5.65392j 15.7424-6.57698j -1.0971-4.32672j 5.19082+13.6384j -10.0585-9.59281j 0.114388-10.998j 5.97891+5.8948j 1.90225+4.55088j -1.83179-8.74867j -3.17287+5.06499j 1.52976+1.54738j -0.019162-2.56406j 
0.143448-0.0105266j -0.469709+0.132774j -0.306111+0.13911j -1.81209-0.312603j -0.637838+0.531934j -1.75838+0.210952j -1.0877-0.029303j 2.41605+0.110643j -0.653312+0.620189j -0.608534+0.917877j -2.3079-0.666751j -0.07922+0.447165j 3.39848-0.363098j 1.31456+0.829009j -2.14464+0.00307963j -1.95655-0.755734j -0.0965398+0.545484j -0.730482+0.0177701j 1.40073+0.71464j 4.15377-0.234181j 0.985311+0.201331j 2.12083+1.66612j 1.88925+0.276816j -1.3654+1.31471j 1.03469+1.14219j 1.2433+0.126236j -2.01056-0.526327j -1.33253-0.276056j -0.0844111-0.0697939j -1.53669-1.90531j -0.678363+0.0177376j -1.52138-0.809525j -0.491101-0.0951887j -0.0128419+0.0145625j -0.947914-0.626536j 0.0548742+0.779474j -0.158261+0.243866j 0.229232+0.00343157j 0.375074-1.31989j 0.0790422-0.810463j 0.323746-0.192777j -0.423772-1.12437j -0.636543+2.5191j -0.618911+0.307329j 0.374533-5.60983j 2.38322-6.61793j -0.71094+4.09407j 1.06086-7.21154j -4.36918+14.2748j -1.94867+3.44717j -5.43013+8.36645j 4.36059-7.75543j 2.93606-3.33198j 5.25805-10.7366j 2.60537-3.93407j 11.057-16.7148j 8.52741-12.2413j 1.16857-0.827718j -4.53492+2.76532j 0.161849-2.68677j -3.8038+5.86401j -11.9547+14.9314j 1.17605-2.92512j 10.8814-9.30992j 1.28023-0.485357j 11.7797-8.45563j 2.93633-2.54491j -0.370457-0.290857j 8.66645-6.22962j -1.49542+3.21916j 13.6614-6.47271j -0.930015+1.17555j -1.33453-1.13361j -4.58728+1.86928j 0.616285+0.312879j -6.96385+1.29485j 12.0145-2.24198j -2.52223-0.68967j 6.37638+0.374582j -3.89687+1.29441j 3.22602+1.49176j -6.50114+2.0989j 0.282998+0.580636j -2.02955-4.02603j 4.17896+3.46451j 0.316056+3.37511j -2.87402-1.50632j -0.917305-1.84621j 1.10817+2.27158j 1.21218-1.31905j -0.565776-0.645811j 0.0944468+0.661273j 
-0.165578-0.220783j 0.404012-0.309168j 0.0659529+0.0920767j 0.995344-0.620184j 0.0948926-0.281716j 2.04408-1.24167j 0.111509+0.550477j -2.41993+1.1904j -1.75524+0.771198j 0.225322+0.447366j 3.59156-0.877575j 0.0842568+0.112317j -5.48796+1.14853j -0.402807+0.728039j 4.00794-1.52352j 1.74343-0.620041j 1.1738-1.77954j 3.42959+0.941824j -2.27027-1.75666j -6.1083+1.37272j -1.50595+0.292018j -1.86104-0.34563j -2.43485-0.720382j 0.249187-1.20141j -2.28258+0.330369j -3.21637+0.922774j 1.72706-0.216002j 3.41181-0.0655913j 0.329145+0.310949j 2.53793+0.168861j 2.08989-1.07646j 1.89355-0.10809j 0.578592-0.277247j 0.0267982-0.140774j 1.59441+0.427296j 0.205345-0.651892j -0.244654-0.57006j -0.788523+0.441977j -0.688422+0.811959j -0.425358+0.381264j -0.488314-0.256107j 0.956323+1.63548j 0.826957-2.71573j 0.217214-0.70307j -2.3133+5.15881j -4.22212+6.45073j 0.694289-5.61714j -6.23334+7.07488j 5.2423-11.7982j 2.08373-3.14904j 7.64376-5.61801j -5.68084+5.71624j -2.23632+1.73462j -7.0721+8.5418j -2.51673+3.77475j -14.1754+10.3109j -13.309+7.93389j -1.66028+1.56345j 3.83301-2.32751j -0.996882+2.91229j 6.63326-3.11853j 15.7915-6.6918j -1.5874+2.69654j -12.8462+1.16809j -0.692215+0.520594j -13.7525+2.73867j -4.97959+0.903579j -0.213886-2.28927j -11.3822+1.22927j 0.948649-0.487044j -18.2609-4.61537j 0.0238189-1.02127j 3.94247+3.58352j 5.03133+0.0928328j -2.24826-0.860932j 8.51281+3.27026j -16.1766-8.70115j 2.63163+2.82133j -7.99606-7.41899j 5.02206+2.17257j -4.45438-5.75302j 9.03502+3.32737j -0.60324-2.43951j 3.24886+7.79944j -6.29784-8.25031j -0.184868-4.51303j 3.82131+5.07912j 1.41999+2.50295j -1.35167-5.09593j -1.63811+1.12304j 0.731196+1.22863j 0.0662158-1.14015j 
0.173861-0.172926j 0.0682376+0.0381324j -0.340237+0.465496j -1.03687+0.17857j -0.581029+0.549428j -1.0317+1.57929j -0.505865+0.563122j 2.50941-0.46977j 1.72867-0.429118j -0.292678+0.606322j -2.98544+1.80644j 0.395778-0.141935j 2.7671-2.17978j 1.13762-0.632099j -3.51175+1.75871j -2.18077+1.89498j 0.109581+0.0123282j -2.26134+0.671175j 0.63135-2.02225j 5.27771-3.18925j 1.44515-0.435843j 1.79915-1.12644j 2.22309-2.77209j -0.217149+0.484708j 0.947569-0.974518j 2.14703-1.37873j -0.771882+1.82842j -3.99637+1.97748j -0.393254+0.349227j -2.5272+1.20324j -0.601857+1.07872j -1.51651+1.8563j -0.658657+0.277713j -0.115919+0.743668j -0.998522+1.77385j -0.551747+0.641641j -0.0220764+0.44706j 0.913673-0.846903j 1.23515+1.08223j 0.423446+0.374163j 0.594563+1.02724j -1.65328-5.33785j -0.69222+0.270886j -0.421159-0.368697j 1.52559-0.317357j 4.95319+5.39894j -1.70897+1.93135j 8.15938+6.02125j -8.26359-3.53996j -3.25206-1.4756j -11.1148-16.9126j 6.94999+8.01551j 5.47418+8.01897j 10.5989+10.9358j 4.75458+4.01609j 24.2298+33.3858j 17.2648+24.2314j 1.72517-1.61073j -4.20795-8.13457j 2.64966-1.87699j -7.33759-10.9866j -26.4358-37.9278j 3.18863+2.98099j 20.9286+35.3219j 1.0264-0.667875j 20.5192+33.2476j 8.16521+11.1558j 1.49123+5.75513j 19.6183+32.5967j -1.07714-0.648377j 27.9178+50.5152j 1.53851+2.33395j -5.94458-14.6536j -6.79144-12.9905j 0.617551+3.61489j -13.778-25.8576j 25.0031+47.424j -3.79115-9.11756j 11.9044+26.9747j -7.36812-13.5309j 6.88358+16.2183j -11.3722-23.7146j 1.41967+3.59546j -5.21824-16.5j 8.70907+22.8411j 0.440194+6.26417j -6.05056-14.8206j -1.86408-5.79791j 3.37936+10.1621j 2.39626+2.07981j -0.986965-3.28702j 0.0262452+0.631339j 
-0.454688-0.848514j 1.52277-1.26444j 1.8305+0.632061j 4.94814-3.2195j 1.29058-1.18404j 7.2188-3.24255j 1.83449+2.71974j -16.0818+5.19203j -3.73813+1.66831j -1.28181-0.357546j 15.8436-4.27242j -0.975729-0.295804j -20.5998+6.16105j -6.94258+2.18433j 16.3462-4.92125j 14.3067-4.06163j 3.3942-1.96602j 11.6435-0.899751j -13.9808+1.99244j -32.0437+5.13832j -7.54541+0.764455j -11.263+1.30808j -14.1551+2.66451j -1.78157+0.00678902j -11.9232+2.01653j -19.0021+1.81675j 11.6334-1.28798j 22.9406-3.84593j 1.53252-0.589522j 17.544-1.95186j 7.44873-1.05606j 14.1696-2.01577j 4.58463-0.527002j 2.6107-0.857911j 11.3414-2.16205j -0.173363-3.79208j 2.39432-1.69124j -5.85217+1.47039j 1.91457+2.15092j 1.2252+2.09955j -0.0819137-2.04923j -2.31303+11.4381j -2.7178-10.0244j -1.01596-2.20782j 6.59968+21.2717j 11.5779+20.2905j -3.32314-22.9163j 13.8547+17.9318j -18.7697-45.8648j -5.22934-11.9917j -21.4834-4.0731j 14.5316+13.1685j 8.88392-2.90934j 18.3791+18.4608j 6.62303+8.48463j 39.1689+7.75234j 29.3415+3.19552j 0.321345+3.63979j -9.68686+4.57253j 2.58561+9.94799j -11.2103-2.77463j -38.9012+12.7543j 4.51992+6.09694j 32.7476-28.3788j 0.552329+6.80215j 28.9948-30.7442j 10.2486-9.97807j 2.95474-11.245j 27.1155-31.8854j -2.05712-5.16884j 38.103-70.8729j 1.66031-4.01949j -9.37812+31.2052j -8.85227+17.0919j 2.66323-9.2317j -17.9502+45.8223j 32.8002-83.7846j -5.21373+20.2611j 16.3237-53.8881j -9.24136+24.6434j 9.77718-37.6877j -14.9837+39.7707j 1.97901-11.2301j -9.5241+50.3934j 13.1062-57.6341j 3.53219-25.2262j -8.13154+37.1525j -3.15728+17.4151j 5.19926-30.9115j 0.103856+1.88294j -1.3448+7.93988j 0.654628-4.42205j 
-0.31265+0.153155j -0.753653+0.568782j -0.360925-0.188075j 0.910829+0.366743j -0.508855-0.211014j 0.330862-1.1408j 0.195844-0.206235j 1.65966+0.381565j 0.709541+0.992457j -0.475354+0.712356j -3.41296-0.636502j 2.52826-0.333923j 3.08126-0.205181j -0.282392+0.494294j -1.21699-0.865326j 0.322418-0.375824j -0.0981712-0.176756j -1.71901-0.276958j 1.30656+0.136595j 2.82084+0.816224j -1.03303+1.94481j -1.1729+0.150309j 1.48181+0.196253j 1.7291+0.0255002j 0.707374+0.30498j 0.440264+0.102203j -0.292588-1.22514j -0.130913-2.45978j 0.440569-0.458189j -0.498034-2.13017j -0.979328-2.10911j -1.09425-2.04604j -0.656135-0.876332j 0.346986-0.145243j -0.407801-1.11188j 0.0344612+0.873563j -0.180121-0.201182j 0.164633+0.684682j 1.08422-1.75439j 0.283233-0.642176j -0.194936-0.683533j -1.82271+1.03378j -1.87485+2.30158j -1.07353+0.81994j 4.31508-6.37135j 7.71311-11.0408j -1.9358+4.45058j 8.84082-13.0735j -11.6371+19.6798j -3.41797+5.9085j -15.6742+20.0234j 10.0623-14.6701j 7.31556-7.70189j 13.3329-18.5944j 5.62744-7.10194j 29.1333-38.0492j 22.4592-28.4243j -0.141294-1.30695j -7.52991+9.76142j 2.42836-2.83316j -9.64701+11.2331j -31.5707+37.9305j 4.02971-5.73693j 26.6854-30.554j -0.0501589-0.675543j 23.7778-26.91j 8.22586-9.25715j 1.99378-2.54468j 22.9714-25.8815j -1.65613+3.68511j 32.5437-34.2185j 2.25826-0.651101j -7.62462+6.63496j -8.0354+8.73029j 2.67562-2.25957j -15.3191+15.36j 28.8546-28.8246j -4.12631+4.00622j 14.4159-12.6639j -8.74416+8.46703j 8.30551-7.22018j -14.3518+14.5877j 1.32932-0.641231j -6.05424+3.57468j 10.2553-7.77759j 0.763645+1.0407j -7.04328+5.76072j -2.12571+1.42104j 3.56041-2.30302j 2.34877-2.61666j -1.40151+0.943853j 0.1758+0.440892j 
0.404002+0.962622j -0.751506+0.463731j -0.690315-0.478477j -4.60073+1.73725j -0.914204+1.37158j -5.64037+1.8305j 0.0139275-1.67341j 9.34813-1.80751j 1.7818-1.08474j 0.213628-2.78317j -10.0917+0.607119j -1.14684-0.120055j 13.446-1.25299j 2.77981-0.504283j -9.68097+0.845813j -7.84368+1.24221j -1.54303+0.344448j -6.24783-0.462503j 7.95381-1.75328j 18.0011+0.315828j 4.87258-0.63153j 6.00266+0.549475j 7.23275+0.54371j 0.854662-0.258873j 6.70556-0.51275j 9.20171-0.277186j -6.803+0.30699j -11.6784+0.271974j -0.802413+1.29005j -10.8925-0.145468j -3.92606-0.416466j -6.89719+0.586992j -2.21156+0.310687j -1.2523+0.48548j -4.89737-0.710187j 0.550264+2.40619j -1.28246+0.819436j 2.31913+0.419248j 0.101914-3.04626j 0.277218-2.09758j 0.606581+0.576142j -1.16759-4.78198j -0.140264+7.65726j 0.190372+1.42289j 0.13523-16.5128j 1.59807-19.6144j -0.275816+16.0539j 2.11525-20.8137j -3.22049+40.8874j -0.520942+11.1177j -5.83384+21.2484j 3.50468-20.1944j 3.20384-5.47178j 4.66908-26.5696j 2.59722-11.7646j 10.1056-38.905j 8.31012-27.2863j -0.512761-3.45126j -2.56585+6.72867j 1.31178-7.80213j -4.15172+11.4012j -13.1104+27.5802j 1.42516-8.75933j 11.1319-13.4079j -0.314127-3.88768j 9.50052-8.48757j 3.41352-2.10273j 0.171684+3.22945j 10.2794-7.12876j -0.62381+6.87169j 13.4452+6.24669j 1.76903+1.53041j -3.63908-10.7558j -3.59355-0.715515j 1.24257+2.6907j -6.57522-10.0747j 12.7516+17.5315j -1.55592-6.63495j 7.02446+16.5873j -4.19791-5.29226j 3.79798+12.3809j -7.11058-7.5802j 0.586045+4.91675j -1.43826-22.4j 4.03936+22.4904j -0.921701+14.2015j -2.98664-13.8166j -0.382974-7.5652j 0.904613+13.8008j 2.38968-3.29206j -1.00903-3.33618j -0.036279+2.67216j 
0.302809+0.186414j 0.291474+0.364524j -0.177048+0.326534j -0.812245+1.35324j -0.011207+0.696703j -2.95442+1.27093j 0.813624-0.931694j 4.68032-1.35712j -0.0951731-0.174645j 0.741774+0.195483j -3.25768+1.41027j 0.28975+0.181587j 5.20052-2.86008j 1.36924-1.64347j -3.52439+1.47152j -2.68498+1.33659j -2.4026+0.361198j -1.83523+2.85329j 2.08222-0.334448j 5.68661-3.80147j 1.69289-0.837782j 2.00721-1.28956j 3.43175-1.82252j 0.48776-0.0755025j 2.19066-1.01512j 3.26053-2.27843j -2.63659+2.26524j -3.96029+2.21024j 0.113133+1.10322j -2.97317+2.46106j -1.2476+1.22731j -1.41332+2.40397j -0.669601+0.679353j -0.0410374+0.738407j -0.961822+2.12357j -1.08801-0.0639842j -0.181096+0.629446j 0.933165-0.951142j 1.75543+2.05718j 0.779088+1.18995j 0.713013+1.53255j -2.83075-6.75333j -1.27869+0.326134j -0.194046-0.162241j 4.92683+1.51387j 9.28682+5.8299j -0.510595+2.7425j 9.59942+9.45827j -13.111-7.45585j -4.77029-3.15771j -18.1045-23.4485j 13.2285+12.4735j 8.52663+12.2379j 16.7346+18.2706j 8.13639+6.92086j 36.3458+47.226j 27.513+36.8803j 0.790437-0.340696j -9.22589-12.1071j 2.13652+0.532214j -12.148-14.2378j -39.7258-54.9079j 4.23827+5.32744j 34.1289+52.6122j 0.0359445-0.0966546j 31.9017+47.142j 10.6059+17.1504j 4.25098+6.89849j 29.5986+45.9364j -2.24294-2.2311j 43.4217+71.5291j 2.77913+2.75765j -9.5221-20.3271j -11.0274-17.4412j 2.95111+5.96413j -19.7818-38.5292j 38.4189+70.3718j -6.46482-13.2403j 17.8396+37.7019j -11.7722-20.5017j 9.49448+23.6512j -19.1042-33.6766j 2.09654+4.71502j -8.1346-23.4443j 14.0195+32.3715j 0.770628+8.40489j -9.38814-21.576j -3.26698-8.39907j 4.74084+13.9994j 3.90949+2.88056j -1.38787-4.26004j 0.0330998+1.04112j 
-0.18786-0.10107j 0.148867-0.366015j -0.754953+0.387671j 1.74822+0.296536j -0.81015-0.930025j 1.83482+0.184949j 1.06021-0.951622j -3.66487+0.222306j -0.446201-0.615556j 0.361962+0.325014j 2.42545+0.689616j -0.939858+1.53014j -3.85114+1.06083j -0.862347+0.237862j 2.421-0.377291j 1.36425+0.251033j 0.563557+0.555938j 1.78938+0.535216j -2.12708-1.09837j -6.94287+0.108015j -0.325754-0.50286j -2.12429-0.198773j -1.55231+0.0419301j 0.258979+0.539907j -3.01903+0.492731j -2.40568-0.566077j 0.864473-0.89875j 3.50925-1.14721j -0.0403532-1.25885j 3.81665-0.230817j 1.45012-0.955396j 2.54755-0.599995j 1.28261-0.301854j 0.967797-0.526363j 1.82949-0.219325j 0.035015-0.634925j 0.0214939-0.493689j -0.769267+0.330137j 0.376179-0.436106j 0.481906-0.45172j -0.148014-0.7269j -0.130448+3.5906j -0.899066-1.39839j -0.290478-0.0270293j 1.68722+1.26329j 2.94841-2.06472j -0.360802-3.34198j 3.43425-3.55616j -4.46344-0.0964583j -0.748996+0.279319j -5.17449+10.7821j 3.7233-5.25308j 1.72273-5.60807j 4.31632-6.96723j 1.88347-3.22987j 9.36964-21.8847j 6.74686-17.2167j 0.0638237+0.62262j -2.25707+6.52851j 0.741866+0.459181j -2.77123+6.66815j -9.441+26.8355j 1.21811-2.12713j 8.17165-26.6543j 0.126101+0.873171j 7.37838-25.5041j 2.4667-8.49632j 0.689893-3.88523j 6.54296-24.9397j -0.852389+0.676877j 9.27422-40.5355j 0.438809-1.87225j -2.22538+12.2942j -2.41397+9.85488j 0.458874-3.71814j -4.31742+21.4298j 8.12776-40.2075j -1.58897+7.63413j 4.1205-22.0676j -2.44302+11.5118j 2.38961-14.1299j -3.63111+19.5605j 0.464708-2.7687j -2.30012+15.3382j 3.2413-20.3546j 0.559471-5.94777j -2.19483+13.3032j -0.924025+5.21725j 1.1874-9.31244j -0.0525553-1.32345j -0.317683+2.5268j 0.0319305-0.915051j 
