-0.0144765-0.0840185j 0.000510842-0.121689j -0.191282+0.307291j -0.154103+0.127531j 0.126801-0.185057j -0.201784+0.250689j 0.278143-0.221118j -0.207055-0.152631j -0.104518-0.0844242j -0.347618+0.175663j 0.107663-0.153863j 0.017662-0.308412j -0.0906127+0.462169j -0.131248+0.122129j -0.227987-0.0758363j -0.492716-0.114874j -0.498511-0.0611003j 0.00540846+0.126917j 0.479504-0.0763014j 0.397657-0.737468j -0.647143-0.39502j -0.108334-0.329265j -0.5364-0.500426j 0.0296835-0.07972j -0.91772+0.868331j -0.705615-0.0920012j 0.573411+0.511022j 0.411017-0.146262j -0.041735+0.509975j -0.711857-1.06783j -0.296506+0.296653j 0.82882-0.0870996j -0.127062+0.512059j -1.04798-0.190969j -0.62377-0.346313j -0.0609872+0.152865j -0.872088-0.645971j -0.25104-0.893413j -0.652822+0.89947j 1.3225-1.41941j -0.683769+2.41771j -0.115985+0.616551j -0.875899+0.0122863j 2.2898+0.501906j -0.228713-0.30906j 0.182765+0.238068j 0.278538+0.763259j -0.0950298+0.277962j 0.183983-0.518235j -0.760938-0.229602j 0.0947744+0.0177785j -0.0862915-0.128661j 0.204041+0.0803434j 0.637428+0.0713961j 0.405983+1.12824j 0.0635681-0.644649j 0.0862986-0.666486j -0.14148-0.209355j 0.203385-0.273894j -0.152179+0.0271712j -0.0261984-0.0603811j 1.48881+0.239354j 0.43005-1.00037j -0.436854+0.369392j -0.289237+0.776228j -0.271255+0.805613j 1.5576+0.636399j 0.351931+0.224501j 0.656441+1.10543j -0.681669-0.453224j 0.981154-0.141206j -0.183062-0.484909j 0.765531-1.94612j 0.929944+0.737446j 0.751991+0.864189j -1.22616+0.182863j -0.257437-1.12983j 0.255539+1.73702j 0.396668+0.364253j 0.882758-1.01853j -0.618085-0.54112j -0.788198-0.0689053j -0.619447+0.283363j 0.715963-0.870869j -0.911489+0.348105j -2.01914-0.176094j -0.202506+0.169939j 0.0230599-0.381819j 0.83855+0.704125j 0.269652-2.19305j 2.06726+2.21089j -1.85591+2.23325j 
-0.228828-0.0429478j -0.0535554-0.0171591j 0.207997+0.45807j 0.0230359+0.383192j -0.0654074-0.271281j -0.0500493+0.473736j 0.163295-0.500082j -0.290516-0.0733192j -0.14303-0.0529121j -0.33684+0.350126j 0.150575-0.204203j -0.123936-0.422817j -0.0535984+0.562067j -0.299239+0.220357j -0.270151-0.127575j -0.653522-0.276079j -0.30037+0.0783356j -0.0852009+0.198244j 0.350827-0.309032j 0.219056-0.569919j -0.161027-0.555268j 0.0217726+0.0212716j -0.566235-0.0542727j 0.148734-0.354627j -0.971005+0.409926j -0.691155+0.185951j 0.681513-0.429696j 0.00599982-0.892187j -1.07614+0.78918j -0.831552-1.30759j -0.891917-0.0410601j -0.316707+1.21083j -0.498593+0.500339j -2.13805-0.88036j -0.403367+0.242038j 0.101914-0.20345j -0.494217+0.720854j 0.664603-0.841959j 0.373698+0.481245j -0.797957-0.608124j 3.25925+1.20252j 0.848898+0.387433j -0.709233+1.77004j 1.86672-2.83789j -0.475032+0.345074j 0.156372+0.0334725j 0.71483+0.294636j 0.0226297+0.14102j -0.0778129-0.323914j -0.534652+0.133791j 0.118053+0.0863963j -0.0949715+0.0384306j 0.217063-0.192098j 0.312015-0.232155j 0.742391+0.623189j -0.155659-0.644541j 0.0682085-0.613122j -0.064125-0.0211162j 0.64113-0.181911j -0.0825374-0.0642251j 0.0753369-0.0131035j 0.973528+0.063939j 0.682067-0.266176j -0.435807+0.231011j 0.0783419+0.388183j -0.086797+0.306757j 0.688121+0.767132j -0.0171+0.0585975j 0.493448+0.475555j -0.175219-0.154847j 0.792261-0.446249j 0.0484903-0.310069j 0.549498-0.392676j 0.225665+1.07275j 0.300177+0.609485j -0.202617+0.138345j -0.930146-1.07048j -0.543045+1.04704j -0.44255+0.035263j 1.07493-0.144984j 0.282337+0.042609j -0.384838-0.979161j 0.370875-0.567922j 0.890032-0.788865j -0.230359-0.294321j 0.362263+0.76814j -0.289918-0.695722j 0.179679-0.398849j -0.147334-0.776406j -1.48093+0.0995281j 2.1187-1.48343j 1.73378+2.01835j 
0.141234+0.0287327j -0.676761-0.00702804j 0.489628+0.308184j 0.0130521-0.164522j -0.76218-0.140328j 0.190897+0.290587j -0.137609+0.048561j -0.0387827-0.444059j 0.0323507-0.210521j 0.895927+0.072345j 0.246755+0.249774j -0.317254+0.533982j 0.168213-0.313068j 0.559914-0.509821j 0.160832-0.26923j 0.43561-0.092691j 0.983766+0.931616j -0.228796+0.0853889j -0.602394-0.405331j -0.3268-0.324105j 0.919918+1.33593j -1.06852+0.378546j 0.125425+0.687277j 1.14895-0.604182j 1.49281-0.703186j -0.551462-0.742835j 0.738199-0.581315j 0.471584-0.936329j -0.0588258-0.303343j 1.7367-0.37233j 0.688007-0.518078j -0.0705509+0.167312j -0.973868-1.06777j -0.827077-0.208325j 0.137127-0.631555j -0.0243004-0.0419054j -0.870886+1.04768j 1.07654+1.86754j -1.09941-0.754337j 1.64401+0.0308453j 1.08739-0.325691j 0.797595-0.868904j 1.2684-0.321622j -1.72085-1.08018j -0.0683105+0.127126j -0.153951-0.303077j 0.722167-0.628233j -0.0712873+0.0357464j 0.399817-0.188305j 0.571892+0.600062j -0.199964-0.414012j 0.0356314+0.394945j -0.0979644-0.480284j -0.0784588-0.22689j 0.157597-0.746503j -0.0457466-0.463661j -0.0767575-0.106573j 0.1111+0.265742j 0.433737+0.556254j 0.773304+0.287614j -0.425533-0.102844j 0.481409+0.213699j -0.472068+0.937074j -0.529761-0.0689054j 0.555633-1.02243j -0.372987-0.369097j -1.24161-1.00268j 0.393089-0.664952j -0.357456+0.186776j 0.55178+0.72452j -0.0424798-0.21016j -0.256724-0.403939j -0.24826+1.00787j -0.698892-0.742315j -0.34602-0.715901j 0.444961-0.282043j 0.0350658-0.423253j 0.184919+0.367674j 0.399385+0.185457j 0.659574+1.23652j -1.04107-0.240592j -0.275129+0.756043j 0.0950622+0.388325j 0.93392+0.258942j 0.108467-0.371319j -0.655103+0.762513j 0.573032-0.592192j 0.379685-0.498991j -1.86923-0.905713j 0.628854-1.47201j 0.488716-0.952341j 0.314286-1.33943j 
-0.150909+0.587219j 0.217866-0.660513j 0.140524+0.298079j 0.959437+0.449702j -0.188209-0.386565j -0.254141+0.293068j -0.192093-0.54037j 1.11311-0.632941j 0.724681-0.0123924j 0.253714+0.486372j 0.610563+0.718115j -0.523351+1.02437j -0.847393-0.10618j 0.150014+1.01961j -0.203942-0.564545j 0.720787-0.42339j 1.15083+0.0935877j -0.332432-0.206152j -0.765041-0.973888j 1.09164+0.636454j 0.457385-0.183281j 0.355345+0.657663j 0.949092+0.744503j 0.125789-0.737271j -0.0588441+0.169645j -0.937573+0.0182672j -0.154666+0.0707285j -1.05486+1.02002j -1.63863-0.0808308j -0.0881337-0.834712j -0.594441+0.656534j -0.183738+1.33005j -0.944161+1.76674j 0.0188022+1.70203j -1.40848-0.0213416j 0.0348637+0.369706j -1.4132-2.1207j -1.66825-1.07902j 1.12842-0.114335j -0.547491+1.20188j -1.93455+1.23773j 0.0179426+0.606339j 1.16299-0.268527j -0.591072+0.00417909j 0.0521901+0.274094j 0.153882-0.328924j 0.408724-0.425863j -0.81581-0.483437j 0.952172+1.3152j 0.414595+0.105436j 2.00319-0.301007j -0.115709+0.0295411j -0.746067-0.466788j -0.755228+0.370051j 0.136131-0.840086j -1.16496-0.7248j -0.448031-0.742063j -0.185454+0.620383j 1.33757+0.0456097j 0.276681-0.123223j 0.563634-0.665441j 1.89385+1.53052j -0.286726+1.12719j -1.87944-0.64631j 0.120927-0.820375j -1.41872-1.01273j -0.14306-0.4148j -0.129532-0.142822j -0.899476-0.0512769j 0.31159+0.627153j -2.30074+0.29715j -0.374938+0.543543j 1.3987-0.0277212j -0.0025935+0.0712651j 0.118116+0.225525j 1.3741-0.367786j -2.24675+0.0794235j 0.148913+0.915304j -0.467442+0.633047j 1.45278-0.725474j 0.128196+0.20582j 1.55661+0.836579j -0.683862+1.55547j 0.10572-0.884269j -0.409983+0.928748j -0.106901+0.71429j 1.27146-0.0600169j 1.28261-0.799746j 1.33126+0.183845j 0.292231+0.525408j 0.567759+1.11534j 0.368613-1.13364j 
-0.240139+0.218596j 0.452676-0.203279j -0.238362+0.203327j -0.0650092+0.0465763j -0.158122-0.204802j 0.363335+1.11176j -0.0196853-0.379103j -0.305191-0.0108061j 0.156368-0.427118j 0.278322+0.24155j 0.146957-1.02352j -1.54538-0.218482j -0.108104+0.83214j -0.00145041+1.2854j -1.05717+0.679985j -0.407741+1.10191j 0.388586+0.0499576j 0.317063+0.52572j 0.207822+0.372643j -0.417538-1.04502j 0.132122-2.31949e-05j 0.443374-0.548499j 1.41589+1.00754j -1.00805-1.24252j 0.13826-0.140776j -0.847609+0.947206j -0.912016+0.0671919j -0.620297+0.0152934j 0.0769442-0.938247j 0.742255+1.40921j -0.177831-2.31245j -1.28154-0.431216j -0.694758-0.352941j -1.29759+0.0414439j -0.0404281-1.05569j 0.113432+0.0350589j 1.32272-0.000362613j 0.0746363+2.52276j -0.54531-0.479258j 2.60689+1.05818j -0.703995+1.14735j -0.0561672+0.740175j 0.562489-0.117132j 0.506233+0.24642j -0.0423843-0.513307j -0.0155069+0.306577j -0.199202+0.251443j 0.139969+0.000727405j 0.0428783-0.0954317j -0.120484+1.10239j 0.179657+0.465426j -0.0781966-0.204523j -0.478382-0.656798j 0.116176-0.0871176j 1.16399-0.526987j -1.57133-0.811329j -0.595367-0.740704j 0.446033-0.46616j 0.0349443-0.162471j 0.309743-0.740238j 0.186349+0.508167j 1.1897-0.132814j -0.337189-0.00527181j 0.229036+0.371094j 0.0577899-1.01939j -1.16179+0.392228j 0.227169-0.874701j -0.463177-0.437715j 0.0397283-0.94474j -0.325746+0.0282393j -0.794556-0.749087j -1.14818+0.512489j -0.042267+0.653133j -0.671822+0.196064j -0.316786-0.364523j 0.673867-0.30735j -1.11897+0.544741j -0.0836067-1.6531j -1.46384-1.43243j 0.0281932+0.647503j 0.0215537-0.692375j 0.0634948+0.141659j -1.06132-0.524783j 0.439103+0.0818036j -0.622153+0.0149694j 0.775625+0.377859j 0.346307+0.296994j -0.145913+1.48756j -0.984613-0.203801j 1.45803-0.910545j 0.771228+0.432554j -0.0908819-0.2179j 
0.37069+0.160103j -0.233909+0.520971j 0.240502-0.559886j -0.0846453-0.99018j 0.420421-0.422675j 0.00897097+0.596802j -0.0459059-0.324347j -1.18952-0.154571j -0.586065-0.453265j 0.561493-0.406745j 0.16723-0.715302j -0.560658-0.273898j 0.76952-0.145413j -1.06756+0.920928j 1.06548+0.176536j 0.710644-0.724205j -1.2265+0.131046j -0.179427-0.443632j -1.26436+0.473749j -0.586541+0.849984j 0.588011+0.932182j 0.451028-0.711607j -0.539083+1.13334j -0.0185641+1.46437j -0.855436+0.661277j 0.337664-0.189623j -0.152576-0.117473j -0.558907-2.21599j -1.2011+1.00306j 0.198642-2.51421j 2.09955-0.111379j -1.36915-0.829105j -2.21926+0.0507692j 1.80035+1.18279j -0.596209-2.80041j 0.478502-0.644632j -0.809973+0.470979j -0.444839-0.499711j 0.360241-0.609995j -0.129309+1.1056j 1.24346+0.063769j -0.113294+0.200459j -0.190623-0.133728j 0.711083+0.457376j 1.14106-0.278158j 0.430668-0.0224647j -0.394174-0.076639j 0.679778+0.261865j -0.734511-1.53898j -0.122128+0.512649j -1.38946+0.174182j 0.360718-0.0586227j 0.676622+0.268966j -0.0448381-0.822907j 0.169364-0.0837902j 1.39631+0.696173j 1.89911-0.1859j 0.768148+1.11379j -1.15595-0.130822j -0.592163-0.383618j -1.16563+0.51179j -1.90092+0.347797j 0.368021+0.152695j 1.51412-0.630542j 1.13379+0.0745532j 1.52368-0.242025j 0.0859532-0.0658611j -0.0968792+0.552444j 0.485731-0.811087j -0.171777+1.43441j 2.27038-1.63831j 0.0678319-0.630129j 0.253494-0.352788j 0.147858-0.0978632j -0.455282+0.159024j -0.872112+0.74797j 1.86503-1.40649j -0.134732+0.0760558j -0.527643-0.200956j 0.800501-0.0304298j 1.03002-1.45591j -0.37724+1.5924j 0.949583-0.592941j -0.414786+0.568546j 0.0908318+0.298469j 0.49451-0.797367j 1.93481+0.98243j -0.983878-0.473843j 0.136349-0.120217j 0.19495+0.445366j -0.158954-0.520944j -0.396978+0.414124j 
0.56977+0.473536j -0.484703+0.297419j 0.516788-0.259243j -0.356521-1.27667j 0.0260842+1.06646j 0.874896-0.262223j -0.195955-0.578641j -0.291925-0.771681j -0.520699-0.555273j 0.027325-0.968197j 0.202883+0.153475j 0.0170449-0.772325j -1.10372+1.19024j -0.191468+0.209434j 1.07952-1.13133j 0.25308-0.961974j 0.628284+0.109738j 0.144811-0.324502j 2.02955+0.981518j -0.780312+1.19302j -0.802852+1.88878j 0.0944127+1.40145j -1.62197+0.814839j -0.28549-0.673009j 0.243132-0.640873j -1.01947-0.625762j -1.47771+0.296134j -0.824129-1.32276j -1.83472+1.28259j 0.581639+1.26179j -1.44509-1.76105j 0.133289+0.400296j -0.617059-0.479182j -0.0119926-0.233548j 1.21002+1.78992j 0.238706-0.422336j 0.259984-1.04267j -1.92261-0.746829j 0.371967-0.582019j 0.0845593-0.103331j 1.13686+0.0598701j -0.207406-0.11471j -1.18701-0.563448j -0.20165+0.875554j 0.774893-0.218141j 0.969758+0.208894j -0.717454-0.929747j 0.645717-0.146541j -0.132902-1.57116j -0.292723-0.138056j -1.26874-0.153051j 0.293564+0.433812j 1.24282+0.483671j 1.73955+0.359203j 0.0687051-0.054806j 3.43194+0.0985715j 1.49146-0.863768j -0.38888-0.87605j -0.627536+0.6129j 1.1264-0.177561j -0.317059+0.671147j -2.58235+0.0366985j -0.435896-0.617118j 2.06699-0.906281j 0.0839194+0.579201j 1.95668-0.267798j 0.25606-0.0222021j 0.0487159-1.37999j 2.00921+0.213342j 0.0414165-0.0135741j 2.31896-1.04194j -0.332771+0.25907j 1.02625+1.01885j -0.386507+0.619421j 1.14567+0.815478j -0.732214+0.615881j 2.02748-0.304552j -0.234075-0.415189j 0.516718-0.313372j -1.82991-0.231687j -0.217428-0.816461j -1.96458-0.533668j -0.132241+1.38003j -0.693433+0.00282462j 0.0751286+0.245407j 0.565469-0.842845j -1.22325+0.210604j -0.425207+0.520589j 1.73855-1.06062j -0.062556+0.377259j -0.352853-0.729265j -0.724435+0.0578033j 
0.0213661-0.471924j 0.89382-0.078464j -0.423626+0.218268j -0.624815+0.624579j -1.06202+0.48294j -0.214685+0.0370215j 0.0187505+0.570039j 0.374368-0.612024j 0.151718-0.00246026j 0.321261-0.0127412j 0.33466+0.55072j 0.98163-1.11465j -1.58795-1.22382j 2.2428+1.03374j -0.275669+1.67978j -0.500902+1.10464j 0.386998+0.189474j -0.380359-0.79929j -0.942481-1.57294j -1.05606-0.366788j 1.50343+0.751855j 0.34578-1.99553j -2.38073-1.92261j -1.75027-1.2637j -0.561419+0.950313j 0.204718-1.35502j -0.929348+0.342856j 0.0721925+0.411829j 0.20805+0.686617j 0.880851-0.302026j 0.2626+0.884234j -0.262661-0.00793149j -1.35842-0.790461j 0.671277+0.00926459j -2.00593+2.3265j -0.517503+0.532949j -0.184531+0.379632j -0.348588+0.880835j 0.124261+0.407787j 0.106238+0.167354j -0.569448-0.387705j -0.0753299-0.386869j -0.115511+0.0186399j -0.229795-0.621859j -1.07336-0.355274j -0.638123-0.216121j 0.241056+0.129389j -0.806486+0.0832578j 0.599963+0.615417j -0.289213-0.179976j 0.350336-0.603271j -1.01842+0.55267j -0.00102125-0.379431j -0.00753632+1.89976j 0.36534+0.0915094j -1.49049+1.26075j -1.84187-0.592535j -0.199619+0.545684j -0.381094+0.337741j -0.81053-1.02526j 0.12113-0.816283j -0.101645-0.833283j 0.728566+0.490404j -1.23014+0.865578j 0.329942+1.11071j -1.07115+1.74382j -0.00768067-0.0553892j -0.553897-0.229599j -0.116689+1.04927j 0.530906+0.662516j -1.37682+0.775481j -0.214833-1.14474j 1.58312-0.624533j -0.914959-0.815643j -0.546874-0.545565j 0.438928+0.221513j -0.779053+1.22765j -0.383311+0.0193752j -1.0188-0.0635039j 0.0936326-0.532606j 0.350338+0.224237j 0.614192+0.543209j 0.555099+0.227601j -0.61171-0.595318j -1.61294+0.346802j -0.316818+0.58326j -0.010246-1.86054j 0.357957-0.0562629j -0.287485+0.39491j -0.0409661+0.183204j 0.178604+0.375442j 0.48928+0.0317473j 
0.0103955-0.311128j -0.280705+0.146043j -0.708934-0.396765j 0.122686-0.414932j 1.0044-1.41521j -0.575865+0.162468j 1.4988+1.14218j 0.74795-0.559581j 0.0247931-1.29654j -0.180569+0.201801j -0.268284+0.302528j -0.740588-0.181354j -0.709363+0.254085j 1.00527-0.138555j -0.158233+1.49216j -0.696571-0.348161j -0.9847+1.43498j -1.14388-0.297725j 0.945488+0.00823456j 0.889613+0.0758087j 1.26725+0.354716j 0.691255+0.530006j 1.07329+0.1173j -1.07627-1.48372j 0.390669-0.309948j 0.00254457+1.47977j -1.03735+0.178152j 0.82749+0.464188j -1.00611+0.187837j -0.83998-0.256533j -0.205678+0.0522708j -0.711816-0.933287j -0.343651+0.886099j -2.23397+1.09849j -0.234875+0.395124j -0.77261+0.52035j 1.04291+1.93068j -0.355991-0.46968j -0.128411+0.143297j -1.15943+0.285784j 0.59746+0.331947j 0.441478+0.0615529j 0.683922+0.738234j 0.625795+0.0948474j 0.57144+0.185362j -0.0281605+0.605166j -0.536161+1.18914j 0.0922349-0.484075j 1.32986+0.249595j 0.0213763+0.441505j 0.205698-0.0243934j -0.916814+0.765049j -0.624917+0.0797709j 0.570357-0.0143018j 0.62458+0.590327j -0.200641+0.273126j -0.674138-0.904218j 1.09796-0.380112j 0.682346+0.970431j -0.424417-0.763068j -0.0947278-0.362546j 1.41438+0.120702j -0.320932+1.02551j -0.315559-1.08666j 0.680334+0.0877637j -0.35524-0.167394j -1.5493-0.39709j 0.408418-0.203191j 0.187334+0.60954j 0.236838-0.851807j -1.14847-0.76484j -0.526884+0.567921j 0.645645-0.283897j 0.429523-0.598065j 1.23135+0.176343j 0.289731-0.408325j -0.566797-0.254836j -0.685366+0.202368j 0.156957-0.210364j 0.737119+0.586584j -0.230972-0.336631j -0.0129793+0.219869j 0.0216344+0.66212j 0.757569-0.129633j -0.302588+0.485597j 0.683393+1.28733j 0.0291125+0.357594j -1.01626+0.706691j -0.395769+0.292328j -0.338636+0.559711j 0.264231-0.011921j 0.259393+0.26037j 
0.186764-0.434774j 0.754511+0.0475611j -0.0343746+0.0124948j -0.103678+0.688608j 0.113701-0.185098j -1.86035-1.20542j -0.532716-0.716668j -0.155766-1.50397j -0.782859+0.43604j 0.0290893+1.02065j 0.714011+0.73137j 0.427229+0.399794j -0.127372-0.175813j 0.0170782-0.0685398j 0.61154-0.13712j 0.435799+1.25523j -1.31199+0.365896j 1.99109-1.31941j 0.239886+2.12396j -0.828559-1.53846j 1.18319-0.0453451j -1.32584+1.7277j 0.665053-0.30559j 0.543544+0.510086j 0.43342+0.899919j 0.294637+0.806203j -2.67416+1.16109j 2.01494-0.62701j 0.300904+1.49772j -0.0813009+0.761617j -0.392292-0.449811j -0.958737+0.682754j -0.256311-0.0489045j -0.135656+0.981395j -0.141307-0.0897579j -0.39534+0.101627j -1.27451-0.0613273j 0.267292+0.525104j -0.108796+0.544714j -0.547413+0.113113j -0.752142-0.395355j -0.303742-0.148787j 0.0337432+0.572005j 0.212576+0.0292783j -0.624678+0.376229j 0.0946685-1.64466j 0.34946+0.753061j -1.78405-0.206226j 0.493949-0.40761j -0.174363+0.10099j 0.629364-1.32504j 0.511532+0.0921174j -0.442541+0.491125j -0.74448+0.53792j 0.402754+0.344564j -0.683115+0.0382305j 0.00276092+1.05933j -0.52932+0.256489j -1.14587+0.5527j -0.862633+0.425523j 0.815792+1.11021j 1.80646-0.943588j -0.342466-0.307089j -0.0816542+0.614554j -0.389426+0.0682373j -1.07197-0.666989j -0.140611+0.336704j 0.282899-0.878025j -1.43604+0.0436009j 0.914733-0.822582j 0.344479+0.156184j -0.580457+1.25764j 0.759816-0.453718j 0.0430124-0.492541j -0.409483-0.0949881j 1.39994-1.42016j -1.9836+1.12906j -0.604315-0.61987j -0.442558-0.87002j 0.584364-0.846594j -1.04709-0.66446j 0.38417-0.15892j 0.585849-0.0691126j 0.0522337-1.22916j -0.439865+0.993701j 0.0276887+0.288892j 0.604695-0.202917j 0.850069-0.731227j -0.561437+0.117808j -0.267136+0.12824j -0.145844+0.393008j 0.293227+0.217225j 
0.464991-0.802232j 1.3182+0.756609j 0.0224723-0.0700742j -1.31539+0.869221j -0.221406+0.303145j -0.468709+1.52038j 0.4973+0.288595j -0.885094-0.323856j 0.700066-1.0981j -1.02478+0.78377j -0.17415+1.32876j 1.12389+2.19982j -0.960639-0.111558j -1.47833-1.21825j -0.751211+1.98725j 0.185908+0.592681j 0.281583-0.504701j -2.53203+0.321568j 0.0331287+0.317415j 0.596973-0.703137j -0.691465+1.83304j -1.65667+0.18318j 0.0865565+0.210611j -0.269266+0.878683j 0.464387-0.0441493j 1.33539-0.829282j 0.15359+0.133839j -1.19179+0.802234j -0.942772-0.74226j -0.107784+1.45958j -0.0635962+1.70207j -1.15356+2.2746j 0.43075+0.0670342j -0.0534998+0.832913j -0.493508+0.22395j -0.692265-0.147785j -0.10904+1.01331j -0.73904+1.02756j -0.178369+0.917765j -0.102101+0.149553j -0.468538-0.162665j -0.518428-0.729989j 0.240074+0.229648j 0.967591-0.00185219j -1.44486-0.632807j -1.07546+0.502281j 0.207864+0.43808j 0.687636+0.904282j 0.292713-0.843531j 0.441103-1.21895j 1.67046-0.822828j -0.800801-0.214506j -1.25017+1.02432j 0.198157-0.154554j -0.327495+0.399146j -1.66051+1.33896j -0.818057+0.586965j -0.720491+0.593876j 0.763274-0.115517j 2.09903-0.290364j -0.257347-0.0562808j 1.71897-0.306688j -0.706271+0.813529j -1.30092+1.07876j 0.0557591-1.20093j -1.25855+1.16821j 0.0998712+0.238531j -0.164218+1.07872j -0.938799+0.189824j 0.862762-0.398362j -1.81961+1.82467j -0.468686+0.368172j 0.86478+0.228607j 1.10511+0.722917j 0.244127-0.22302j 0.41797-0.27445j -1.9945+1.75928j 0.0471465-0.359291j -1.48736+1.28173j 0.644325-1.08102j 0.492985+0.712993j 1.04788-0.843485j -0.316373+0.130304j -0.509313-1.66772j 0.361363+1.04341j -0.261523+0.569555j 0.240618-0.405337j -0.177572+0.0192406j -1.09823+0.0133187j -0.231208+0.405984j -0.0107814+0.482246j 0.152623+0.425233j 
-0.67043+0.125517j -0.728608-0.143938j 0.587774-0.544474j -0.340323+0.225273j 0.0613429-0.804282j -0.573958+2.54361j -1.70725+0.846984j 1.93485-0.464881j -0.739044-0.177564j -2.34739+0.0664996j 1.10149+1.04641j -0.275219-0.696345j 0.924543-1.14364j 0.209397+0.607755j -0.593783-0.366948j 0.768106+0.865224j -0.183557-1.94142j 0.120698+0.689532j 0.470248+1.45267j -0.952022+0.386833j 0.727937-0.218632j -1.53403-0.182468j -0.0272127+0.286001j -1.90926+0.335047j -0.21268+0.809601j 0.0657829+1.18115j 0.381674+0.660235j -1.66199-0.884887j -0.617381+0.487219j 0.643712+0.665077j -0.132651-0.180205j 1.55767-0.880623j 0.0744205-0.0155433j 0.263216-0.689459j -0.26716-0.835395j 0.18149-0.0849758j 0.57117+0.504145j -0.0222858-0.786091j 0.0541832-0.50665j -0.0268679+0.355908j -0.113566+0.512157j -0.176975+0.53168j 0.73365+0.0166988j 0.410489-0.120574j 0.535214-0.247007j -2.15707+0.927187j -0.345974-0.575223j -1.30873-0.235968j -0.36569-0.110565j -0.896668-1.07121j 0.20035-1.15369j 0.270014+0.876564j -1.36646-0.284004j -0.881375+0.274654j -0.0464909-0.352951j 0.257056-0.0188219j 0.764405-0.0868308j -1.07821-0.0947953j 0.218155+0.617831j -0.12189-0.371299j 0.0680213+0.958658j -1.29212-0.0546819j -0.0342328-1.35473j 0.0726391+0.209238j -0.127499-0.624482j 0.647387-0.933304j 0.0112224-0.508048j 0.781679-0.0558039j 0.641565-0.819688j 0.262857-0.146442j 0.992847-1.30331j -0.688198-0.447887j 0.297984-0.338211j -1.04908+0.669763j 0.561171-1.20806j -0.576334+0.343656j 0.162604-1.60463j -0.357342+0.169857j -0.556237+0.109231j -0.222613+0.534724j -0.186115+0.149492j -0.622009+0.209798j 0.0492052+0.633231j -0.182382+0.984648j 0.380506-1.03134j 0.105141-0.0745381j 0.18172+0.292251j -0.699998+0.00989172j 0.176243+0.128711j 0.205082+0.0466439j -0.0176985+0.0793408j -0.146706-0.122572j 
-0.0940208+0.0785576j -0.328435-1.26771j -1.67664+0.967763j -0.444215-1.8154j -1.15301-0.447422j 0.508776+0.153712j -0.911686-0.480362j -1.39839+0.126157j -0.0184744-0.0735451j -0.900608+2.46615j -0.896591+0.772575j 0.723685-0.561233j -1.06234+0.484013j -1.02062-0.394268j -1.29479-1.14967j 0.957005-0.308416j 1.06737-1.83918j 0.935591-1.23225j -0.229103-0.177154j 0.289808-0.590697j 0.406789+0.423769j -0.493119+0.649834j -0.120189-0.234813j -0.875088+0.285608j -0.559159-0.720851j -0.938827+0.602176j 0.194722-2.11548j -0.79725-1.51742j 1.69483+0.00770088j -0.45463-1.2402j 0.0704768-0.373923j 0.0482339+0.676196j -0.277533-0.475386j -0.418023+0.477888j -0.43239+0.683783j -0.0714775+1.08898j -0.0719066-0.00834977j 0.109331+0.0858265j 0.665849-0.496757j 0.484159-0.027021j 0.310014+0.251381j 1.46776+0.483008j -0.31684-0.180992j -0.228516-0.718608j 0.669835-1.46806j 0.0243783-0.790616j 1.21781-0.262822j 0.477822-0.164079j -0.61899-0.376179j -1.1359+0.0940487j 0.144481-0.457202j -0.363567-1.07662j 0.0398398+0.0849477j 1.54557-1.66602j -0.635053+1.1842j 1.07213-0.00202263j 0.983339+0.448737j -0.120092-0.122356j 0.698246+0.611104j 0.667027-0.449644j 0.874994+1.28937j -0.770928+0.623811j -0.0270219-0.085767j -0.111541-0.795725j 0.360565-0.385487j 0.778457-0.303465j 0.0248669-0.610032j -0.0939576-1.12423j -0.549398-0.0972384j 0.122418+0.0728242j 0.833281-0.486077j -0.158308-0.227742j 0.543835+0.869246j -0.190926+0.205403j -0.095004-0.638971j 0.154417+0.64446j 0.767879-1.13637j 1.23131+0.555254j -0.267248-0.143665j -0.296371+0.568244j -0.365266+0.311819j -0.393994+0.661702j -0.13643-0.869516j 0.0121292-0.164544j -0.000777727-0.358481j 0.195747+0.251711j 0.156667-0.218683j 0.318433+0.227166j 0.340845-0.0141114j 0.15381-0.0453546j 0.509368-0.268421j 0.304316-0.133885j 
