-0.0336128+0.0651999j -0.0124756-0.0203444j 0.341392+0.237101j -0.24119+0.0778307j 0.000219476+0.109767j 0.609986+0.207668j -0.380064-0.0904146j -0.358286-0.240394j 0.851036+0.168801j -0.650725-0.383774j 0.058055+0.0442601j 1.42416+0.709559j -0.301764-0.237879j -0.372247-0.340299j 0.462301-0.0177575j 1.52506+1.12913j -1.2964-0.547206j 1.32778+0.853753j 1.41586+0.700509j -0.223281-0.121049j 0.412592+0.0333687j 2.01624+1.00355j 1.61733+0.809206j 1.10707+0.280568j 1.41651+0.75772j -2.8871-1.22997j -0.338061+0.322015j -0.636637-0.477403j 0.0806638-0.0858839j -1.37148-0.428569j -0.848405-0.400764j 1.5297+0.588177j -1.18429-1.08933j 1.0031+0.699816j 1.199+0.860758j -0.0360007-0.109559j -0.839343-0.472432j 0.973014+0.84496j -1.40725-1.08864j 0.930334+0.572632j 1.21984+1.07459j 0.0474292+0.487974j -0.585098-0.0528078j 0.452967+0.358722j -2.69697-2.10321j 0.868548+0.459034j -0.54491-0.659969j 1.29561+0.91126j -1.73062-0.716435j 0.591806-0.0320906j -0.55901-0.185616j 1.18083-0.00452853j -1.53967-0.882753j 0.665751-0.093455j -0.7667-1.01773j 0.0429612+0.00864204j 0.75096-0.489552j -0.365638+0.662772j -1.22983-0.834791j -0.421839-0.614858j 0.208277-0.261294j -0.676503+0.545512j -0.512923+0.141697j 0.00287355+0.47539j -0.526106-1.01816j -0.194+0.707508j -0.345923-0.325099j 0.0821607+0.388844j 2.59201+0.397224j -0.761083+2.40226j 
4.11731+3.41697j -62.678-17.3104j -183.225-36.0483j 10.0933+13.4832j -16.797-3.30697j -432.868-99.9072j 102.244+31.5783j 285.125+54.3595j -484.695-120.078j 660.732+156.296j -129.145-38.1445j -866.762-187.199j 263.909+36.6218j 33.8323+11.2317j -301.743-72.7212j -1030.79-216.708j 939.577+189.245j -1098.75-225.295j -830.536-164.833j -28.0022+4.61818j -333.007-61.7398j -1357.88-273.381j -1076.71-215.386j -586.718-112.634j -905.925-182.336j 2047.69+400.062j 310.786+65.0779j 453.278+97.2356j -47.4251+2.55459j 1071.43+201.103j 602.672+102.403j -1313.57-246.925j 1262.75+239.507j -600.133-120.019j -1223.08-219.579j -18.0095-2.32264j 567.567+94.7503j -1227.82-212.272j 1286.99+224.928j -618.373-116.352j -1047.39-182.148j -74.536-20.2291j 408.016+62.868j -284.693-45.4391j 1945.75+324.344j -850.139-139.014j 565.22+95.5176j -1003.56-159.369j 1272.62+206.6j -324.243-54.517j 57.5349+18.1645j -775.573-123.146j 1005.63+156.096j -867.956-134.791j 923.644+135.503j -239.255-25.0308j 18.4623-0.543589j -302.955-65.9645j 758.709+104.284j -79.7546-0.0555722j 528.643+55.9916j -368.867-32.2899j 270.761+44.6344j 50.8481-6.72401j 354.2+40.1483j -16.0004-2.5321j 33.7314+20.028j 176.687+30.8927j 42.8788+1.69852j 6.22478+4.52128j 
3.03609-8.00853j 99.3442+12.4464j 345.603-3.22559j 26.7521-33.03j 31.0384+0.109004j 749+41.0269j -141.695-34.3983j -533.326+2.79735j 808.508+66.9873j -1129.45-71.2826j 196.659+32.5483j 1552.01+45.211j -546.506+41.602j -48.6529-9.90089j 512.347+34.1315j 1870.1+36.904j -1730.64-12.1677j 2011.94+21.6929j 1537.03+7.01019j 83.6707-23.7552j 633.039-6.47178j 2521.29+4.70371j 1992.03+9.68376j 1104.55-8.89048j 1683.76+3.03797j -3829.45+13.3946j -569.703-4.93531j -824.373-14.1278j 120.693-24.1386j -2036.12+27.703j -1176.41+40.0644j 2501.07-36.2795j -2391.32+27.6232j 1118.12-1.53019j 2349.86-53.5789j 34.1-0.480479j -1127.27+50.6888j 2398.44-80.4305j -2505.64+76.9028j 1172.89-13.5674j 2040.68-63.0491j 114.644+19.3432j -832.505+51.8891j 573.275-32.4641j -3851.67+162.123j 1695.68-80.4326j -1109.96+41.2587j 2007.23-99.3446j -2538.3+120.085j 634.436-21.5615j -78.4401-20.0702j 1549.55-75.5736j -2030.77+112.036j 1746.01-91.2651j -1892.34+121.152j 527.123-57.9687j -50.9521+12.4563j 540.491+17.8708j -1574.82+115.685j 205.756-41.0217j -1157+123.232j 832.351-102.852j -535.385+21.7819j -151.949+40.209j -764.848+75.0236j 31.4253-1.19712j -17.9533-31.6829j -347.029+12.6857j -103.826+17.1694j -1.17231-7.41689j 
-2.22174+4.58121j -55.2754-5.73403j -196.975+5.92068j -17.871+18.8143j -18.0529+0.274703j -421.391-13.9427j 77.8813+18.314j 302.025-8.31548j -456.067-27.5666j 637.295+25.6732j -109.126-15.2598j -877.842-4.52811j 314.579-30.6885j 26.8885+4.85924j -289.309-12.7671j -1059.48+2.18832j 982.512-14.9457j -1140.94+14.4892j -872.219+15.7575j -51.017+13.5727j -359.066+13.5477j -1431.47+29.9998j -1130.44+20.9338j -628.149+20.5742j -956.109+19.8496j 2175.93-57.4834j 323.443-3.78287j 467.211-1.92167j -70.4651+15.3034j 1156.78-41.8955j 671.053-37.709j -1422.76+52.9851j 1358.77-47.1724j -634.88+15.6051j -1337.94+60.8126j -20.7991+1.6092j 643.388-42.4187j -1366+76.8382j 1427.39-76.1929j -666.725+23.1393j -1162.51+63.5651j -64.0939-8.74966j 476.005-42.3896j -328.2+25.628j 2196.52-142.555j -966.944+68.1641j 631.671-36.6177j -1147.56+83.4253j 1447.94-101.757j -361.464+19.4819j 42.2797+10.797j -884.604+63.3977j 1159.78-90.2449j -995.957+73.1647j 1081.68-92.3351j -302.519+39.2739j 29.8109-7.68672j -306.147-3.26133j 901.444-85.2933j -119.376+25.4848j 664.593-83.978j -479.667+69.3j 305.207-18.7037j 88.7828-25.2623j 439.192-52.3696j -18.5441+1.21663j 8.19298+17.5817j 197.908-11.697j 59.9081-11.3644j 0.534438+3.81166j 
-2.5814-3.41766j 54.4615+11.543j 166.663+18.0766j -1.26311-13.4953j 15.9032+2.14187j 383.192+62.5886j -85.0803-24.3822j -258.077-29.1865j 424.99+77.7405j -583.893-98.2338j 109.885+26.9093j 777.232+110.679j -246.619-11.0897j -28.5432-7.19121j 267.29+45.4176j 926.569+125.061j -849.353-104.743j 991.181+125.493j 751.341+91.1073j 29.4283-7.43194j 306.04+31.9588j 1230.8+147.938j 974.782+118.731j 533.73+58.7744j 821.513+99.0103j -1858.46-213.876j -279.873-35.6283j -406.903-55.5514j 47.2251-6.16743j -978.943-102.647j -554.231-48.9388j 1200.92+125.936j -1151.4-123.116j 544.186+63.7053j 1120.1+107.118j 17.5561+0.92053j -524.679-41.518j 1130.27+99.7393j -1184.03-106.974j 565.174+59.4387j 963.852+86.4583j 65.0861+14.423j -380.809-24.4216j 265.456+18.5563j -1798.97-143.65j 789.19+59.3449j -520.72-43.0711j 930.656+66.929j -1180-88.1297j 298.855+26.14j -47.4833-14.1578j 718.694+52.9224j -935.278-61.9356j 807.134+55.8563j -864.275-49.476j 229.536+2.27654j -19.812+3.33551j 271.342+38.8673j -711.787-33.9107j 81.0602-7.75347j -505.577-6.65383j 356.143-2.84078j -250.4-20.0468j -54.2154+11.9656j -336.795-6.74062j 14.8912+0.981418j -23.7782-16.578j -162.87-14.9134j -42.5461+2.65026j -3.84918-3.60769j 
-0.564199+5.65389j -73.8988-11.3861j -246.333-6.64662j -13.0129+22.6462j -22.6501-0.619349j -543.718-46.5832j 107.452+27.6601j 380.12+10.881j -590.996-67.2406j 821.272+79.7158j -146.714-26.5595j -1118.32-71.359j 384.799-16.9059j 37.3929+8.30975j -375.37-35.7816j -1344.62-74.0496j 1241.38+52.5233j -1444.83-64.9624j -1101.52-42.8557j -55.6689+15.9074j -450.716-11.7375j -1805.59-66.5682j -1427.46-57.3579j -788.78-19.357j -1206.31-45.3377j 2738.74+87.1931j 409.909+18.3677j 592.282+30.3703j -80.5378+13.2182j 1452.18+31.1741j 833.973+2.0518j -1781.86-36.5164j 1705.1+40.2752j -800.6-27.7381j -1670.43-20.4042j -24.954+0.0711333j 795.272-7.69181j -1699.73-2.42544j 1778.85+7.65574j -837.387-20.5114j -1448.57-6.28159j -85.608-16.4678j 585.61-15.248j -404.696+8.87217j 2724.69-18.3432j -1197.77+15.2877j 784.99-2.32296j -1416.88+21.0996j 1792.57-22.1438j -449.112-0.314648j 59.3948+16.5936j -1093.04+15.019j 1432.15-29.8542j -1230.57+20.815j 1330.35-38.1195j -365.861+27.1917j 35.0076-7.00616j -389.696-25.7911j 1105.17-42.7144j -139.36+24.0069j 803.549-59.4575j -575.871+52.8153j 378.71-1.72581j 100.68-25.5281j 532.284-34.625j -22.0741+0.767632j 19.3254+22.6962j 245.559+0.0603383j 70.9941-9.71248j 2.25382+5.54015j 
11.449-6.50906j 47.9291-8.64329j 221.74-61.4975j 55.7834-27.9691j 19.5409-5.34027j 423.908-96.9095j -47.99-1.31327j -339.96+89.0857j 430.149-90.2244j -626.467+140.207j 84.9418-11.9071j 924.401-228.216j -395.358+117.648j -19.9711+1.71387j 283.147-62.6554j 1135.79-287.621j -1077.25+278.995j 1244.86-324.389j 964.498-253.321j 81.4462-28.3449j 408.218-109.032j 1582.08-418.267j 1247.39-327.707j 708.093-190.316j 1057.71-283.822j -2432.94+650.665j -352.723+93.9848j -502.386+131.52j 103.995-32.0179j -1319.38+359.853j -790.347+222.74j 1620.66-443.568j -1543.02+418.768j 708.209-191.957j 1548.74-425.082j 22.1629-9.42706j -770.856+223.94j 1609.57-454.135j -1674.29+470.586j 758.709-204.405j 1364.77-383.39j 50.2383-3.92116j -586.691+175.683j 400.484-119.377j -2624.37+751.799j 1167.16-338.918j -748.703+212.205j 1386.92-400.623j -1746.73+502.893j 425.964-117.976j -25.3825-1.35392j 1069.25-307.035j -1418.62+413.614j 1212.02-349.382j -1339.62+393.494j 401.403-124.252j -46.8155+16.6693j 320.504-78.2349j -1133.65+335.348j 179.105-60.7495j -878.526+271.839j 649.942-203.681j -364.344+102.388j -145.225+49.2757j -573.07+174.875j 21.3158-5.96898j 26.6237-15.5087j -234.224+67.9663j -86.0107+28.0826j 8.19716-4.03037j 
-1.30701-11.4696j 161.815+28.8091j 526.543+30.3288j 16.3822-45.8423j 48.2551+2.95241j 1178.8+134.556j -243.982-65.0601j -814.201-48.6517j 1290.4+180.27j -1786.86-219.199j 324.356+67.5471j 2412.74+220.191j -807.049+9.18856j -81.0092-21.0737j 813.508+100.728j 2893.21+239.398j -2662.95-189.389j 3101.58+233.723j 2361.68+160.604j 111.364-28.4365j 962.831+51.1734j 3865.34+257.619j 3060.43+211.349j 1684.74+94.7007j 2583.21+172.772j -5860.42-360.084j -878.056-66.9532j -1272.08-105.2j 167.054-24.1798j -3097.98-158.42j -1773.8-57.4484j 3801.76+191.702j -3640.98-195.383j 1713.88+110.901j 3559.81+151.396j 53.7931+1.05255j -1686.35-36.9301j 3612.05+116.473j -3780.3-130.838j 1786.07+93.9934j 3078.62+104.741j 188.978+38.3804j -1235.23-5.43284j 855.433+8.6808j -5775.82-136.81j 2535.83+46.8017j -1668.51-47.9312j 2999.85+47.439j -3795.87-69.0749j 955.029+29.2113j -135.482-38.5976j 2316.06+38.2054j -3024.89-29.3714j 2604.52+32.563j -2804.87-1.80484j 762.669-35.4636j -69.8107+13.4382j 840.901+79.7829j -2324+20.6754j 283.721-41.9069j -1677.72+73.3833j 1195.19-76.1777j -803.201-19.4279j -200.783+48.0229j -1113.76+39.2382j 47.1611+0.732095j -51.9103-51.113j -521.627-16.2247j -146.038+15.9727j -7.47974-11.7174j 
1.52625-3.14802j 31.709+2.90703j 114.483-6.20802j 11.4329-9.88625j 9.87851+0.575711j 241.344+2.47205j -42.9874-9.04522j -174.747+8.13563j 260.174+10.4211j -365.575-7.2958j 61.2797+7.12698j 505.06-6.45018j -182.765+21.8021j -15.8993-2.21675j 165.884+5.04581j 609.733-15.1175j -566.904+19.4146j 659.667-20.6943j 503.714-19.8642j 29.4756-9.1485j 209.164-9.0939j 826.441-33.0193j 653.141-24.5259j 363.153-18.0782j 552.47-22.8936j -1257.41+58.8938j -186.902+7.33421j -268.405+7.7324j 42.1472-9.32676j -671.122+36.9985j -388.764+29.1778j 823.825-45.5876j -787.511+42.1033j 368.294-17.0318j 776.793-49.0761j 12.0606-0.500149j -373.142+32.1661j 792.428-58.7913j -827.911+59.5218j 387.138-20.4658j 674.731-48.9979j 36.5539+5.53136j -276.621+28.8046j 190.61-17.6755j -1276.15+106.192j 562.932-48.7026j -367.532+29.0402j 666.819-60.0036j -842.344+73.3175j 208.878-15.0546j -23.8154-5.64011j 513.626-45.8925j -675.434+65.3486j 579.477-53.1633j -630.383+64.994j 177.282-25.5111j -18.5284+4.50063j 176.275-1.46313j -525.455+59.6014j 70.4879-15.8916j -388.883+55.0381j 280.867-45.0499j -177.337+14.244j -53.2069+15.4947j -257.186+34.9039j 10.559-0.429744j -3.84299-10.0055j -114.161+8.97577j -35.7439+6.90875j -0.135158-1.9467j 
2.33136-2.15098j 23.8012+0.243681j 91.2598-12.1152j 12.6165-8.84013j 8.34771-0.390862j 189.161-13.1862j -30.9732-5.07634j -140.474+17.5841j 199.268-8.1378j -284.197+17.8007j 45.698+1.51316j 399.166-36.9298j -152.704+28.7569j -10.2033+1.925j 128.829-6.31077j 485.944-49.7097j -453.198+50.7047j 525.231-58.3288j 404.185-47.5907j 26.9529-8.28846j 167.625-21.0634j 662.646-79.1764j 523.008-61.4337j 292.194-38.6779j 443.161-53.1415j -1010.34+125.711j -148.731+18.5286j -214.119+22.4336j 35.6085-8.96871j -541.253+71.9215j -317.652+47.6263j 665.587-88.8388j -633.716+83.2909j 294.604-35.8j 629.164-88.0985j 7.98068-2.31999j -305.918+50.7685j 646.169-97.5903j -674.324+100.174j 312.022-41.2623j 550.058-82.0158j 26.6521+1.52208j -228.883+40.7023j 157.609-27.2783j -1045+165.562j 461.751-76.2042j -299.359+46.1053j 547.59-89.9226j -691.471+113.427j 170.938-25.4254j -16.4206-3.24596j 422.231-69.3913j -556.285+94.6098j 477.436-79.6121j -521.235+91.659j 149.646-31.5129j -15.7812+4.59484j 138.863-12.0129j -436.674+79.8636j 62.0905-17.4854j -328.596+68.3881j 239.034-53.3228j -145.481+22.7343j -47.6611+14.9904j -215.863+43.8096j 8.84749-1.095j 1.41728-7.6685j -93.6111+14.6693j -30.6431+7.65911j 1.04809-1.87361j 
0.374559-12.9437j 169.939+28.1317j 561.56+22.586j 22.5595-49.7209j 51.3168+3.07797j 1248.83+124.173j -253.442-66.3749j -869.576-37.4265j 1361.96+170.006j -1889.93-203.522j 339.713+66.0866j 2561.63+192.827j -868.063+25.682j -84.0814-19.376j 861.644+94.1766j 3074.21+204.902j -2832.61-154.603j 3297.95+193.388j 2513.85+128.234j 121.548-31.7014j 1026.69+36.5238j 4117.81+204.764j 3256.07+170.846j 1797.39+70.8487j 2748.81+138.834j -6242.55-279.567j -933.149-55.287j -1352.48-87.06j 179.319-29.6235j -3304.98-113.15j -1894.94-28.7604j 4056.06+136.635j -3882.16-141.406j 1825.97+86.3536j 3801.21+96.4987j 56.4565+0.417318j -1805.98-8.02783j 3860.55+57.4018j -4039.49-71.6781j 1904.15+67.2009j 3289.81+56.2727j 197.902+38.404j -1324.87+18.0835j 917.566-6.54784j -6179.36-40.1225j 2715.78+2.59389j -1783.64-20.6259j 3212.16-4.18576j -4065.32-3.70512j 1020.63+14.3646j -140.499-38.3077j 2480.02-1.77408j -3243.06+24.5963j 2790.22-12.089j -3009.63+49.055j 822.902-52.0239j -76.706+15.2906j 891.893+70.4656j -2495.84+64.6995j 309.709-50.5365j -1808.66+109.966j 1292.34-103.527j -859.659-6.16782j -221.317+55.442j -1199.79+62.6028j 50.5058+0.311206j -49.5005-53.6464j -557.513-7.31714j -158.709+19.6169j -6.83616-12.2211j 
-11.4056+11.0274j -107.189-0.19674j -417.501+56.4632j -63.5799+44.0414j -37.4805+4.09106j -859.865+59.9701j 137.022+22.4607j 640.494-82.0007j -906.715+37.0095j 1287.22-77.6929j -204.398-10.6722j -1819.88+171.433j 696.982-129.319j 48.2413+4.30026j -585.604+34.0682j -2208.86+229.513j 2066.83-236.826j -2392.98+270.537j -1839.43+218.283j -124.811+39.2467j -764.763+99.1101j -3019.76+364.373j -2382.23+281.351j -1334.61+173.018j -2017.66+245.752j 4609.03-579.423j 677.402-77.4412j 973.264-106.249j -166.544+41.1629j 2469.66-332.888j 1447.04-219.363j -3034.62+411.353j 2895.45-385.715j -1343.52+169.337j -2871.77+408.804j -41.1826+7.29696j 1398.48-230.529j -2953.63+449.22j 3079.83-461.401j -1422.11+188.464j -2510+375.806j -119.059-8.96969j 1047.62-187.188j -719.938+125.501j 4775.4-761.727j -2111.95+348.568j 1369.75-210.686j -2504.44+414.356j 3161.87-519.009j -781.303+117.14j 73.6421+14.415j -1932.31+317.951j 2546.88-435.741j -2182.98+364.768j 2386.59-422.86j -686.765+145.655j 73.8728-22.4134j -632.073+57.3112j 2000.55-368.148j -285.895+79.4315j 1505.83-316.375j -1098.5+245.669j 663.384-104.028j 221.961-69.9904j 989.78-201.587j -39.5641+6.31362j -8.87842+34.1048j 427.98-67.668j 141.116-35.3271j -5.5237+7.9347j 
-2.17858-1.03861j 20.2045+5.65904j 53.4794+14.9346j -6.84075-2.10199j 4.32694+0.671851j 131.973+37.1532j -33.7249-11.8304j -84.0945-21.82j 152.636+42.6636j -205.222-58.0341j 42.2153+13.0461j 262.58+71.5324j -72.7865-17.0477j -11.2896-3.74011j 94.4426+27.0709j 310.281+85.0728j -279.88-75.0813j 328.224+88.25j 247.721+66.0721j 4.51688-0.458497j 98.9151+26.1215j 403.438+107.381j 320.271+85.5632j 172.58+45.7315j 269.854+72.2949j -608.005-161.17j -92.9193-26.3242j -135.586-37.4192j 10.8361-0.532808j -315.494-82.1879j -174.747-43.7806j 386.178+100.245j -373.762-97.8078j 177.834+49.8373j 357.417+91.7046j 5.37356+1.69219j -163.166-41.2577j 355.262+90.2266j -373.734-94.9853j 183.418+47.3219j 304.022+76.1987j 24.7022+6.96722j -114.934-28.282j 80.9463+20.2691j -561.021-139.133j 243.626+60.6537j -163.44-40.7987j 286.462+69.7024j -365.153-89.2896j 94.0327+23.1657j -18.8165-5.59001j 222.129+53.6529j -286.049-68.7292j 247.883+59.8932j -260.9-61.5209j 64.9418+13.7719j -4.51973-0.369151j 91.8211+25.2892j -212.295-48.4449j 19.0897+2.43718j -143.089-29.8556j 97.8843+19.268j -78.1049-18.9286j -10.4224+0.475857j -96.5017-20.6813j 4.71609+0.996459j -13.3794-5.96266j -51.2407-13.3974j -10.984-1.67787j -2.72977-1.42277j 
-2.15485-0.945696j 17.7251+5.98548j 48.4696+14.1147j -7.56957-3.43184j 3.5945+1.91997j 121.517+34.9767j -31.2214-9.86493j -75.5818-20.5113j 137.437+39.642j -186.481-55.025j 38.504+12.1059j 237.243+67.631j -66.429-17.0627j -13.2709-1.55974j 83.0936+25.2605j 280.411+81.1049j -252.268-71.188j 295.633+84.6601j 223.388+63.0454j 4.26231-0.0840353j 88.4885+24.5231j 364.19+103.401j 290.139+82.3829j 156.907+42.6236j 243.582+70.4791j -546.716-152.771j -85.7863-24.0073j -122.501-36.3515j 9.7617+0.709781j -283.794-78.5029j -157.264-42.9727j 347.489+97.0273j -333.796-92.2825j 159.415+46.2732j 320.445+88.0961j 5.25319+0.494187j -146.768-39.1611j 319.11+85.8795j -335.996-90.6384j 164.192+45.5619j 273.609+74.1774j 22.737+6.73511j -103.386-27.0523j 72.1298+19.4586j -502.272-134.089j 218.367+58.1217j -146.851-38.9155j 256.665+67.6158j -327.108-86.2648j 84.164+21.6514j -17.6147-5.42792j 198.861+51.7791j -255.919-66.1934j 222.235+57.7008j -232.981-59.3352j 57.157+13.2449j -3.38385-0.207003j 82.6077+24.082j -189.314-47.0386j 16.6929+2.68669j -126.335-29.9464j 86.628+18.8523j -70.2903-18.7977j -8.41423+0.459608j -85.9628-20.2949j 3.71597+1.31144j -12.5181-5.83576j -45.8497-12.4653j -9.42264-1.80678j -2.44454-1.2961j 
3.35448+3.62175j -57.495-15.6855j -166.637-31.6694j 9.20894+12.1445j -15.0447-3.12796j -396.794-87.9459j 92.6012+27.7621j 259.387+47.584j -442.69-104.707j 603.498+137.384j -116.723-33.2311j -793.511-164.751j 239.519+31.3225j 29.708+8.78481j -275.637-63.6717j -941.071-190.182j 859.542+164.964j -1002.18-197.228j -758.262-144.955j -24.1643+4.61209j -306.162-53.9556j -1240.6-237.664j -983.964-189.395j -534.72-98.3631j -829.417-160.181j 1869.33+350.199j 282.832+57.4127j 414.622+84.2436j -42.7087+1.87469j 980.254+175.216j 550.723+90.034j -1201.25-214.721j 1153.32+209.224j -548.034-105.501j -1115.96-191.977j -17.0255-3.34948j 516.949+82.2849j -1120.65-184.913j 1175.81+195.18j -564.736-100.878j -956.279-158.072j -69.0593-17.7696j 372.202+53.7373j -259.407-39.1126j 1776.18+280.502j -775.131-120.807j 515.441+83.6774j -915.06-138.785j 1160.82+178.747j -295.683-46.823j 52.6239+16.0381j -707.148-107.657j 917.903+134.898j -792.286-117.32j 843.442+117.009j -218.234-21.0886j 17.1987-0.927987j -276.865-57.9077j 691.67+90.0317j -72.5507+0.690201j 481.749+47.1914j -336.094-26.9454j 247.477+38.7441j 45.7284-6.83399j 322.575+33.8739j -14.5573-1.7583j 31.2883+18.0033j 161.364+26.9666j 38.9904+1.21102j 5.66936+3.93004j 
-5.13267+4.35319j -42.9722+0.609781j -169.444+25.2838j -27.4311+18.4482j -15.2701+1.9613j -346.393+29.6989j 53.8049+8.56382j 260.444-34.2077j -364.914+19.9165j 519.914-39.055j -79.1022-3.0372j -735.778+81.6423j 286.698-55.7943j 19.4868+1.13337j -237.468+16.1333j -894.484+106.057j 836.675-110.188j -970.738+123.465j -748.137+98.193j -51.5526+17.4496j -311.146+44.2151j -1225.47+166.806j -965.085+128.455j -542.369+77.7991j -816.969+111.971j 1870.01-262.197j 274.586-35.9698j 395.55-48.9952j -69.1974+19.0149j 1003.23-149.036j 589.975-96.3907j -1233.14+184.175j 1176.31-172.903j -545.467+76.0245j -1167.42+182.218j -17.1839+3.42904j 568.919-101.365j -1202.19+199.365j 1253.08-205.189j -578.107+84.8567j -1021.45+166.892j -47.3223-2.87423j 427.838-81.8743j -293.244+55.0981j 1944.91-336.43j -860.838+153.28j 557.849-93.2098j -1020.87+182.247j 1288.45-228.27j -317.968+52.0512j 29.4609+5.4291j -787.633+139.699j 1038.4-191.1j -889.782+160.168j 973.746-184.841j -281.423+62.5735j 30.1444-9.81919j -255.506+27.1782j 817.123-160.371j -117.981+33.5906j 616.873-136.304j -450.33+105.634j 270.23-45.8242j 91.8862-29.4752j 404.983-87.105j -15.9147+2.82696j -5.07703+13.5682j 174.255-29.9211j 57.9852-15.033j -2.60787+3.29375j 
6.2778-10.7388j 124.494+11.5837j 443.128-19.1782j 40.9321-43.8228j 40.1608-0.907493j 950.421+21.6701j -173.137-39.5353j -682.568+22.929j 1022.6+51.2178j -1432.91-45.0158j 246.495+31.518j 1981.44-7.89545j -712.68+76.6233j -59.5879-9.78834j 651.366+21.8207j 2389.54-32.6039j -2217.98+58.0398j 2574.99-57.5084j 1971.47-57.7354j 112.742-34.3496j 812.571-35.2573j 3233.25-101.135j 2552.89-74.3277j 1418.56-58.0992j 2158.21-70.5259j -4914.82+179.165j -729.264+17.0782j -1053.25+17.5379j 159.638-35.389j -2617.61+122.017j -1516.6+98.8932j 3213.66-153.011j -3071.33+138.138j 1435.88-49.3709j 3025.23-167.016j 44.462-4.03906j -1454.12+112.232j 3092.31-205.64j -3229.04+204.425j 1508.47-68.4905j 2632.1-168.063j 142.226+20.4886j -1078.63+102.91j 744.045-65.9695j -4973.44+371.535j 2192.8-176.03j -1431.56+99.1129j 2596.34-212.811j -3281.99+262.014j 817.363-53.4019j -96.3389-23.4745j 2003.89-162.736j -2630.66+231.2j 2258.82-190.431j -2452.56+235.055j 688.015-95.0444j -68.7391+17.6357j 688.592-0.5488j -2044.96+213.728j 273.056-61.1566j -1510.84+206.38j 1090.16-167.268j -691.458+50.1328j -203.738+58.5938j -997.067+128.169j 40.3337-3.17161j -15.9223-39.3127j -447.314+31.3765j -137.013+25.9378j -0.0151864-9.30504j 
-0.983092+2.14826j -23.6821-2.16388j -80.1459+4.30425j -5.35576+7.571j -8.08741+1.14515j -174.583-1.63139j 30.8386+6.68418j 124.741-5.76691j -189.628-9.72872j 263.357+8.11076j -45.3336-6.37769j -362.702+3.00023j 128.011-14.8265j 11.254+1.96385j -119.811-4.89194j -435.484+7.04135j 403.825-11.8976j -470.569+12.6259j -359.129+11.2941j -19.6902+6.79877j -147.038+6.26445j -589.298+21.0232j -465.667+15.2443j -257.922+11.8327j -394.139+13.5442j 895.344-33.836j 132.164-3.23223j 192.091-4.29185j -29.4547+6.62906j 475.97-23.6628j 275.545-18.9522j -585.144+30.2367j 559.131-24.7419j -259.229+9.89292j -549.763+31.6481j -7.6518+1.0911j 263.803-21.3025j -560.891+39.0436j 586.558-39.2044j -274.548+11.7766j -478.734+32.2833j -26.5174-3.95196j 195.033-19.8325j -134.727+12.5313j 902.872-68.8183j -397.518+32.9965j 259.754-18.6535j -471.134+40.3672j 596.103-48.7297j -148.535+9.9435j 18.19+3.42845j -364.131+30.0443j 477.088-43.6319j -409.466+35.5817j 444.129-44.2868j -123.573+17.481j 12.4211-3.02592j -126.004+0.459847j 369.968-39.9207j -48.8292+11.3285j 272.313-38.2761j -195.958+30.9982j 125.814-9.50292j 36.2432-10.7099j 179.847-24.102j -7.67037+0.353037j 3.76725+6.94785j 81.0937-5.63883j 24.6518-4.70024j 0.0891106+1.71623j 
-2.00997+2.8861j -34.8826-2.83287j -126.442+7.64238j -11.5353+10.853j -11.9581+1.41897j -273.024-1.41319j 51.2007+8.86993j 194.899-11.068j -293.71-7.23349j 410.548+3.75331j -71.5264-8.29218j -567.482+14.0165j 202.421-25.5981j 17.9636+2.71109j -187.086-2.6385j -682.745+23.7161j 633.126-28.669j -736.14+30.7868j -563.435+28.4142j -31.1985+10.1199j -231.893+14.3793j -921.925+47.0416j -729.759+35.2243j -405.924+24.341j -617.093+31.4141j 1403.57-78.7859j 208.432-9.35049j 301.453-10.5842j -44.757+10.2267j 747.811-48.352j 432.792-35.5163j -917.853+61.9188j 877.372-56.4538j -409.629+22.2663j -863.214+64.074j -12.256+1.42558j 414.501-39.9335j -881.687+75.4797j 921.506-75.6475j -430.384+28.098j -749.902+62.5101j -40.8359-4.88173j 307.048-34.6276j -211.764+23.0796j 1417.1-131.544j -624.485+61.8846j 408.11-35.7423j -739.227+74.16j 934.937-91.6967j -233.474+19.619j 27.3468+6.15476j -570.977+56.4553j 748.885-79.2523j -643.668+66.0911j 697.824-79.607j -194.948+30.6494j 19.6923-5.47468j -197.058+4.29294j 581.154-71.3073j -77.2144+18.3829j 428.782-65.7073j -309.053+53.0827j 197.032-17.7065j 57.4026-17.7453j 283.277-41.2876j -11.8617+0.969411j 5.36877+10.973j 127.565-11.5584j 39.0345-8.17974j 0.610862+2.39804j 
