-0.0336128+0.0651999j -0.0124756-0.0203444j 0.341392+0.237101j -0.24119+0.0778307j 0.000219476+0.109767j 0.609986+0.207668j -0.380064-0.0904146j -0.358286-0.240394j 0.851036+0.168801j -0.650725-0.383774j 0.058055+0.0442601j 1.42416+0.709559j -0.301764-0.237879j -0.372247-0.340299j 0.462301-0.0177575j 1.52506+1.12913j -1.2964-0.547206j 1.32778+0.853753j 1.41586+0.700509j -0.223281-0.121049j 0.412592+0.0333687j 2.01624+1.00355j 1.61733+0.809206j 1.10707+0.280568j 1.41651+0.75772j -2.8871-1.22997j -0.338061+0.322015j -0.636637-0.477403j 0.0806638-0.0858839j -1.37148-0.428569j -0.848405-0.400764j 1.5297+0.588177j -1.18429-1.08933j 1.0031+0.699816j 1.199+0.860758j -0.0360007-0.109559j -0.839343-0.472432j 0.973014+0.84496j -1.40725-1.08864j 0.930334+0.572632j 1.21984+1.07459j 0.0474292+0.487974j -0.585098-0.0528078j 0.452967+0.358722j -2.69697-2.10321j 0.868548+0.459034j -0.54491-0.659969j 1.29561+0.91126j -1.73062-0.716435j 0.591806-0.0320906j -0.55901-0.185616j 1.18083-0.00452853j -1.53967-0.882753j 0.665751-0.093455j -0.7667-1.01773j 0.0429612+0.00864204j 0.75096-0.489552j -0.365638+0.662772j -1.22983-0.834791j -0.421839-0.614858j 0.208277-0.261294j -0.676503+0.545512j -0.512923+0.141697j 0.00287355+0.47539j -0.526106-1.01816j -0.194+0.707508j -0.345923-0.325099j 0.0821607+0.388844j 2.59201+0.397224j -0.761083+2.40226j 
-1.02122+0.841975j -0.725202+0.667386j -7.09566+5.65522j -3.16989+1.14556j -0.504698+0.826872j -11.7478+11.1242j -1.63579-1.37258j 12.3073-6.41523j -13.8611+11.4261j 17.9848-15.833j -2.51884+2.27216j -30.3047+24.0213j 15.4979-9.45346j 0.403873-0.180055j -8.70767+7.53151j -38.422+33.104j 36.6566-26.8035j -40.3661+33.4752j -32.0301+26.1614j -2.57033+2.59953j -14.6403+11.554j -55.2799+42.9369j -42.4375+33.5845j -23.414+20.2462j -36.769+29.4102j 83.3385-66.7207j 11.5646-10.0115j 15.0267-14.7602j -4.7993+3.09943j 45.3607-35.1727j 29.2232-22.7824j -56.8963+45.2882j 54.262-42.8837j -23.7021+20.3806j -53.9028+42.4814j 0.165875+1.29072j 26.5534-21.2568j -56.5285+44.1227j 58.3597-46.4966j -26.491+20.777j -48.3026+36.8939j -0.951221+0.0686568j 21.7653-16.6144j -14.068+11.6842j 94.1019-71.6975j -41.6592+32.142j 26.3311-20.0484j -50.061+38.608j 62.7468-48.0326j -14.6068+11.9757j 0.939241-0.625474j -38.7498+29.3458j 51.2239-38.2623j -43.3306+33.0356j 49.1851-36.1347j -15.2435+11.254j 1.41462-1.20456j -10.4355+9.00402j 41.6957-31.0911j -7.05735+4.63523j 32.8372-23.8894j -23.7165+17.8452j 13.2412-9.71044j 5.60558-3.75371j 21.292-15.513j -1.11569+0.562193j -1.47741+1.0712j 8.46189-6.78374j 3.43737-2.09957j -0.295102+0.259671j 
-0.147222+0.235759j -0.346079-0.28461j 2.98675+1.74854j -0.708744+1.03334j 1.21395+1.66677j 4.08514+0.236059j -3.41692-0.232932j -2.19371-2.07848j 6.78081-0.713499j -7.83832-0.248497j 3.23803+0.671477j 10.3305+1.97064j -3.42627-1.84976j -0.506973-0.555963j 4.59025+1.0761j 11.2591+3.20341j -9.85427-1.07938j 11.8704+1.48163j 10.4735+1.65574j -1.08714+0.435335j 2.77459+1.45143j 15.539+1.61001j 13.9699+1.7182j 6.40333+2.32354j 10.8711+1.31159j -23.8724-4.53802j -4.57831-1.17539j -4.21908-0.454902j 1.11675+0.616479j -11.5706-2.18161j -6.34021-1.09203j 15.8964+2.40909j -14.2734-1.63051j 6.32387+0.44713j 13.8381+1.74426j -0.234549-0.895523j -6.04642-0.819387j 14.5645+1.37169j -13.8326-1.94586j 6.48034+0.908143j 12.0089+1.50569j 1.11338+0.0222966j -4.26615-0.427032j 2.65441+1.08438j -19.9521-3.25339j 9.84289+1.49503j -6.80309-1.08045j 10.5056+1.6265j -13.6001-2.31993j 3.11666+0.26847j -0.726379+0.591445j 8.57832+1.99011j -9.71854-1.5851j 9.70505+2.16257j -9.79703-1.03131j 2.34008+0.397965j -0.550811+0.611944j 3.81526+0.527236j -8.24917-0.998273j 0.432755+0.16381j -4.74366-0.797563j 4.43584+0.813399j -2.90707-0.512409j -0.94287+0.143293j -3.49458-0.534729j -0.199956-0.135126j -0.4091-0.504538j -1.99537-0.290764j -0.476658-0.74207j 0.285026-0.406465j 
-1.05122+1.28967j -1.29503+0.779914j -12.5231+5.6151j -4.03734+1.91233j 0.904151+0.0292298j -22.6465+8.13075j 4.24161-2.24807j 18.7448-10.2885j -25.0952+7.91566j 35.3476-16.2653j -3.39871+2.14847j -51.7283+22.6913j 20.5708-10.7294j 1.51217-1.73966j -15.5462+7.19608j -63.9564+27.9011j 58.2471-27.645j -68.5913+31.7215j -52.5147+23.3818j -3.96119+2.18071j -22.91+10.7848j -86.0512+42.103j -69.7251+31.6317j -39.0192+17.8528j -57.2233+27.3012j 132.538-64.1412j 19.6868-8.4229j 26.922-12.9938j -6.72322+3.0699j 72.4656-35.0979j 41.4107-20.6848j -88.54+42.5696j 84.8792-40.0727j -39.1025+18.8909j -83.6243+39.5315j -0.323003+0.971j 41.6416-20.2294j -84.9754+41.8352j 90.5532-43.367j -41.1358+20.2739j -73.5129+34.9743j -2.9847+0.0302245j 31.5673-16.3152j -21.4485+11.1614j 141.323-69.2921j -62.3908+31.1494j 40.4121-19.4035j -74.9373+36.6868j 93.6239-46.3959j -23.3362+12.1067j 1.63459-0.355494j -57.1894+28.0275j 75.9639-37.4336j -64.625+32.3919j 71.1938-35.5295j -20.9624+11.0453j 2.57269-0.958421j -18.3568+8.44011j 60.4116-30.3551j -8.74374+4.82001j 45.382-23.7903j -33.2865+17.7862j 19.7173-9.3986j 7.39428-4.24448j 29.4826-15.3883j -1.30788+0.192886j -1.47832+1.43582j 12.8266-6.39203j 4.64296-1.46149j -0.541267+0.731193j 
-0.0345332+1.21219j -1.56275-0.247506j -8.36145+2.93771j 0.475555+1.72559j -1.45138+3.11677j -13.6509+5.13902j 2.55187+0.117899j 9.60697-1.80732j -13.1373+4.07992j 20.8336-5.26301j -3.5229-0.953679j -28.353+6.48909j 9.68679-2.68607j 0.374542-0.576065j -8.98182+1.81861j -34.6233+9.47063j 32.5692-8.28176j -36.5058+8.75439j -29.3214+8.03207j -2.60016+0.790076j -12.8179+4.38311j -46.5813+13.5052j -36.6165+10.5438j -21.0585+4.7253j -31.6506+8.05846j 70.2052-20.815j 9.76134-2.82569j 14.6577-4.12014j -2.55368+0.928594j 37.6887-10.5923j 22.4989-7.20352j -46.2071+13.1531j 45.4074-11.6867j -20.6954+6.15298j -43.9519+12.2956j -0.412181+0.463203j 21.9057-7.28397j -45.196+13.0324j 47.3357-13.7202j -22.106+6.82425j -38.667+12.5176j -2.13313+0.282772j 15.9389-5.54899j -11.518+3.16456j 73.987-22.9543j -32.2869+9.97006j 20.9677-6.37075j -38.3153+12.1791j 48.0914-15.7157j -11.5283+3.93886j 0.985643-0.59423j -29.5823+9.82545j 38.6269-12.1318j -32.8445+10.83j 36.3607-11.7557j -10.0444+3.92701j 0.837411-0.514527j -10.2042+2.25961j 30.7806-9.66398j -3.84979+2.08809j 21.9807-8.47751j -16.3947+6.55422j 10.2735-2.88615j 3.19219-1.57799j 14.7288-5.71292j -0.285436+0.126446j -0.215968+0.506285j 6.64387-1.9913j 1.95261-0.552399j -0.512457+0.385627j 
0.297837-0.10413j -3.41768-0.992932j -12.4247-0.0534797j 0.161453+1.29396j -0.699632+0.105654j -26.225-3.55357j 5.48321+1.89859j 18.6223+1.81863j -28.1784-4.56947j 39.2272+6.13254j -6.54002-1.68984j -54.8695-6.13701j 18.7182+0.222372j 1.83222+0.185153j -18.2522-2.23632j -65.5088-7.15269j 60.295+5.84554j -70.5032-6.87454j -53.6725-5.04567j -2.58278+0.224071j -21.5195-1.91777j -88.1377-8.20384j -69.4314-6.55197j -38.615-2.71914j -58.7904-5.23604j 133.554+11.6314j 19.2877+2.04019j 28.7285+3.17452j -4.25747+0.525293j 70.7953+5.49781j 41.1983+2.1096j -86.9592-6.94809j 83.235+7.24668j -39.4167-3.81652j -82.3065-5.381j -1.26877-0.616521j 38.9269+1.72421j -83.5568-5.23724j 87.7884+5.56686j -41.5174-3.07038j -72.0164-4.11932j -4.36792-0.88289j 28.9344+0.850488j -20.8886-1.13482j 135.507+6.4748j -58.9896-2.0732j 39.0707+0.896141j -70.2758-2.57158j 88.2391+3.05125j -22.4996-1.02967j 2.71305+1.22495j -54.3023-0.851392j 70.0235+2.53304j -60.2435-1.3926j 64.9704+1.8306j -17.912-0.163638j 0.580563-0.490069j -18.4687-2.55504j 55.1518+1.88684j -7.29131+1.31261j 41.6156+0.034204j -28.44+2.0863j 19.282+0.406242j 5.20258-0.810816j 25.7488-0.90437j -1.30844+0.156753j 0.0930745+2.33597j 13.611+1.12726j 5.7593+2.3269j -2.54802+3.12461j 
-0.934646+2.06886j -2.16866+0.631857j -5.89113-3.15998j -1.22974+0.0628475j -1.36837-0.49701j -14.8531-1.06782j 2.39374+0.492727j 11.1445-0.571465j -17.3533-1.90892j 23.641+1.4695j -5.37525-0.0718411j -31.1289-2.88626j 12.5172+1.08962j 1.20482+0.0758856j -9.78578-2.35219j -39.7026-2.42285j 35.8211+1.7505j -41.4405-2.92647j -32.274+0.235838j -2.0786-0.169188j -13.5104-0.520355j -51.5317-1.5858j -41.4331-1.33866j -23.4864-1.04166j -34.7171-1.96891j 78.3536+3.24491j 11.8174+1.74665j 16.6023+1.26846j -2.60782+1.03862j 41.0306+0.924198j 23.1118+0.473281j -50.895-1.26702j 49.4652+1.53872j -22.9288-0.878495j -47.383-0.93642j -0.840077+0.4419j 23.1821+0.575338j -49.1199-0.679495j 50.6897+0.60508j -23.5838-0.695037j -41.5218-0.333465j -2.53068-0.654459j 16.7809-0.369979j -11.5932+0.731813j 78.1583+0.133813j -34.3017-0.397391j 22.027+0.250721j -40.7147+0.0977573j 51.3382-0.123326j -12.8474+0.450611j 2.04747-0.0397734j -31.1766+0.197211j 40.9308-0.558622j -34.6649+0.652029j 38.226-0.508575j -10.2017+0.645798j 0.604032+0.425287j -11.2841-1.30566j 31.5923-0.448615j -3.68813+1.42134j 22.9324-2.45259j -15.5798+1.92086j 10.9325-0.230913j 2.64885-0.614283j 14.7945-1.20694j -0.235076+0.250279j 0.520874+0.425329j 8.16322+0.0361206j 2.00877-0.983825j 0.0353601+0.345225j 
-0.277835+0.389692j -0.789114+0.194619j -3.79085+0.178515j -0.719228+0.858179j -0.486046+0.237698j -7.25435+1.04476j 0.878327+0.458287j 5.51565-0.899665j -7.61025+0.760926j 10.6737-1.38636j -1.72283+0.263445j -15.3704+1.53004j 6.19353-1.00508j 0.6501+0.0706943j -4.92091+0.365593j -18.9304+2.22028j 17.7827-2.65306j -20.511+2.73526j -15.998+2.44068j -0.955862+0.323271j -6.5037+1.16188j -26.0011+3.91691j -20.5469+2.98011j -11.7885+1.70351j -17.4687+2.46796j 39.5798-6.06442j 5.5157-1.04211j 8.22527-1.23308j -1.65943+0.282919j 21.2367-3.56712j 12.7611-2.14057j -26.1007+4.21257j 24.6344-3.59796j -11.5296+1.54889j -24.9894+3.82125j -0.161257-0.0201711j 12.3932-2.18802j -25.4833+4.09436j 26.8274-4.15545j -12.5008+1.62915j -22.1582+3.10913j -1.00513-0.260153j 9.32494-1.77373j -6.35544+0.647185j 42.3478-6.30362j -18.8235+3.28295j 12.6825-1.74422j -22.3394+3.67694j 28.3393-4.9958j -7.07327+0.97956j 0.531851+0.156555j -17.7137+3.07922j 22.5098-4.33349j -19.7731+3.94687j 21.1067-4.23719j -6.00915+1.39521j 0.668133-0.859432j -4.99016+0.646622j 17.4635-3.01508j -2.90889+0.581793j 13.4241-1.88045j -10.7021+2.40732j 6.0926-0.770437j 2.34834-0.551068j 9.27072-2.34957j -0.526317-0.214436j -0.817999-0.0471522j 3.58742+0.62077j -0.405126+1.40233j -2.3809-1.08764j 
0.357201+0.563051j -9.05309-0.808976j -31.2232-0.761681j -2.04025+3.78953j -2.77451+0.162065j -68.3781-5.49904j 13.2456+3.58454j 48.3018+1.07185j -74.2028-7.91372j 102.781+8.68136j -17.7532-3.30464j -141.524-7.70112j 49.1501-2.70435j 4.78372+1.58985j -46.8597-4.18682j -169.557-7.95436j 156.976+5.02322j -182.29-6.39263j -139.993-4.81439j -6.59903+2.49919j -56.751-0.402974j -228.504-6.70693j -180.95-5.7603j -100.416-1.93701j -152.91-4.59079j 347.702+7.40145j 51.6858+0.83179j 74.7394+3.2208j -10.911+1.71521j 184.747+1.91391j 106.969-1.02517j -226.642-1.55035j 215.988+2.24865j -101.369-3.10429j -213.266-0.0825049j -2.68826-0.659421j 101.794-2.46125j -216.113+2.74206j 226.202-2.21855j -106.946-1.41428j -184.456+2.09153j -10.0416-1.46825j 75.3185-2.85952j -51.6577+0.776884j 347.358-6.17126j -152.704+3.70736j 99.6318-1.09754j -180.284+5.1185j 228.847-6.12833j -56.7211+0.0867546j 6.37527+2.5747j -139.624+4.55352j 182.217-5.7461j -157.794+4.48907j 169.842-7.35658j -47.5261+3.49968j 4.57848-1.20668j -48.5898-3.99056j 142.155-6.99111j -17.5958+4.0382j 104.42-9.5133j -73.5055+8.13068j 48.3203-2.56253j 12.7518-2.46371j 69.1478-5.80521j -2.06514-0.574318j 2.19324+5.62958j 34.5355-0.772179j 7.52376-3.60409j -1.25478+1.35609j 
4.0374-0.0674994j 1.82016+2.97357j 6.33841+0.830692j 1.10837+1.17806j 0.920252+0.324644j 13.3637+2.35274j -2.57913-2.25475j -8.08801-0.823657j 15.1943+3.40476j -18.6576-5.09421j 3.47004+0.710292j 26.166+6.76781j -8.8812-0.573895j -2.05031-0.310659j 9.3927+2.69188j 32.0415+6.11673j -29.1017-3.9849j 34.2885+6.19638j 24.8897+3.52719j 0.692843-0.295027j 9.56498+1.1268j 41.5848+6.4798j 32.669+5.84943j 17.7039+2.16562j 28.236+4.52981j -61.6608-10.9845j -8.83584-2.13181j -13.8896-2.49483j 1.16688+0.0623337j -32.3382-5.27125j -18.2808-2.4831j 40.4179+6.60667j -39.0982-6.73125j 18.6201+3.02575j 37.6213+5.7618j 0.515965-0.162573j -17.364-2.31808j 37.9828+5.85862j -40.2383-5.51985j 19.1201+2.77429j 32.7629+4.28641j 1.97931+0.623528j -12.903-1.39386j 9.54802+0.787028j -60.5131-7.56628j 26.192+2.98594j -17.1468-2.21015j 30.8435+3.62035j -39.3249-4.55974j 10.3789+1.4161j -2.04816-1.03804j 23.5228+2.58116j -31.0834-4.01328j 27.2252+3.18119j -28.2471-3.34953j 7.65572+0.52762j -0.44313+0.0898258j 9.5736+1.91185j -23.5904-2.4882j 2.31408+0.0302534j -16.8568-0.857505j 11.3518+0.511388j -8.14847-0.891208j -1.59609-0.369069j -11.0452-0.205526j 0.650125+0.236417j -1.56963-0.247101j -4.96191-0.501861j -1.53723-0.586272j 0.326938-0.317721j 
1.43228-0.221142j 1.16325-0.479497j 5.85881-3.9468j 3.43448-0.6844j 0.702451-0.242014j 10.1438-7.33141j 0.16678+0.605202j -9.21894+5.81667j 9.57637-7.37939j -14.4068+11.27j 1.19177-1.82354j 23.412-15.4425j -12.2884+6.56764j -0.10312-0.0475003j 6.53503-4.97049j 29.2982-19.5153j -28.953+18.6494j 33.0881-21.7152j 25.6647-16.1709j 3.04008-1.90525j 11.2744-7.35609j 42.5266-27.3173j 33.2594-21.1837j 19.4345-11.7484j 28.4616-18.1691j -66.3263+41.3706j -9.76152+6.39826j -13.1305+8.92079j 3.53028-1.22413j -36.8618+22.2519j -22.851+12.992j 45.8073-27.5799j -43.2199+26.5309j 18.7936-12.2718j 44.3537-25.674j 0.0113725-0.626086j -22.8058+13.1846j 46.7055-27.4939j -48.6819+28.5886j 21.3345-12.506j 39.9818-23.1577j 0.819835-1.08767j -17.8399+9.79091j 11.6965-6.70465j -77.0833+44.5642j 34.507-19.9598j -21.6582+12.9234j 41.2445-23.8308j -52.2191+29.8464j 11.9732-7.47506j 0.511229+0.996731j 32.1762-18.1567j -42.4199+24.3041j 36.245-20.1375j -40.6868+22.5598j 12.7425-6.33218j -1.69271+0.777421j 7.34823-5.36211j -34.7758+18.3354j 6.54806-3.17253j -28.6765+13.9632j 21.773-11.2275j -11.7122+6.19585j -4.55668+2.6366j -18.7878+9.42644j 0.292724-1.10312j 3.41048-0.622077j -7.67042+1.79311j -4.28389+2.74233j 1.55315+0.966979j 
0.224094+0.482827j -2.21231+0.667663j -4.87217+2.4382j -0.665464+1.49151j -0.860457+0.335693j -11.0687+4.53291j 2.18728-0.342188j 8.155-3.48585j -11.9401+4.25991j 17.8029-7.10564j -3.42029+0.905124j -23.1471+9.50391j 7.60572-4.52547j 0.655893+0.0535408j -7.59003+3.20488j -27.7714+12.0819j 25.7979-11.9547j -30.2207+13.6588j -22.7377+10.596j -1.16455+2.04008j -9.68957+5.2437j -37.3313+17.9175j -29.5016+13.9229j -16.4113+7.66533j -24.9516+11.6122j 56.4016-27.4485j 8.25012-4.01178j 12.3657-5.65445j -1.3656+1.42233j 29.5728-15.9858j 17.1563-9.76994j -36.9338+18.5045j 35-17.1748j -16.1503+7.86728j -34.8681+17.3054j 0.242137+0.194711j 16.3725-9.55771j -34.0728+18.6628j 36.4593-19.8275j -17.4525+8.42414j -30.1248+15.721j -1.50985+0.411706j 12.4683-7.13245j -8.55202+5.1683j 55.9081-31.792j -24.0091+13.8077j 15.2221-8.08919j -28.3537+16.6737j 36.6001-22.0596j -7.8419+5.07591j 0.906414+0.506186j -21.0944+13.4861j 30.0186-15.6229j -25.1322+14.0396j 25.883-16.2728j -8.203+3.46135j 0.903282-0.119868j -8.44754+3.21812j 23.5366-13.0266j -1.37899+1.09186j 14.7998-11.7547j -10.9201+8.26775j 7.54401-4.51939j 1.14513-2.1821j 10.5046-8.85019j 0.694505+0.52796j 1.36458-1.56966j 5.38644-1.33749j 2.70175-1.03935j -1.62644-1.08797j 
0.719938+0.320418j -2.48317-0.950846j -5.70569-4.78461j 2.00732+0.233271j -0.403927-0.140585j -15.2847-10.6304j 4.74423+2.27516j 9.03253+6.92209j -18.1359-11.771j 23.432+15.8646j -5.13218-2.88047j -29.8693-21.3048j 6.83716+6.91939j 1.54675+0.692385j -10.8103-7.4304j -34.4357-25.47j 30.1457+23.3467j -35.8034-27.1791j -26.5819-20.9701j 0.630202-0.962414j -9.78443-8.43828j -43.2-34.2894j -34.6335-27.1454j -18.2787-14.6634j -29.1381-22.9064j 64.7893+52.1279j 10.2535+8.08027j 14.9683+11.4405j -0.455528-1.39411j 32.4602+27.6394j 17.3317+15.6145j -40.4217-33.3523j 39.1197+32.1244j -19.2693-15.5094j -36.832-30.7362j -0.838763-0.925396j 15.9952+15.0851j -36.0867-31.9837j 37.632+33.0351j -19.1577-15.6327j -30.6858-26.6706j -3.0578-1.69406j 10.8862+10.6965j -7.38207-7.27756j 54.721+50.8303j -23.8254-22.5167j 16.5719+15.1004j -27.8696-26.562j 34.8569+33.5964j -9.66089-9.04486j 3.11849+1.43421j -21.1067-20.9057j 28.165+25.9105j -24.273-22.5604j 24.8157+25.2199j -6.24554-5.75322j 0.562703+0.47326j -9.95223-7.11293j 19.9184+19.0783j -1.67787-3.12132j 11.8188+15.5425j -7.734-10.4848j 7.52157+7.23843j 0.0930494+2.06234j 7.25112+9.99337j -0.459106-1.08812j 0.42758+0.455166j 6.25252+4.12643j 0.791364+0.168749j 0.0250782+1.57006j 
0.798186-3.45221j 45.5193+8.16882j 152.639+9.45381j 8.59052-13.5577j 13.8946+0.520621j 334.904+41.4179j -65.8885-19.6858j -235.552-14.8923j 363.922+55.0164j -506.742-66.2248j 89.4908+20.1798j 691.396+67.187j -238.781+1.91923j -22.2515-5.28965j 230.651+30.8275j 830.724+72.8339j -767.234-58.8471j 893.502+70.5119j 681.079+49.7593j 34.6671-8.2684j 279.467+16.0753j 1115.99+79.5862j 882.849+64.6879j 487.736+29.2781j 745.177+53.5027j -1694.13-111.319j -252.966-20.6761j -365.518-32.0932j 50.7316-7.86838j -897.717-49.6266j -517.01-19.1196j 1102.7+59.5157j -1053.44-59.954j 494.816+34.1915j 1034.14+47.8949j 15.2619+0.665626j -493.111-12.4948j 1053.28+36.4662j -1100.75-42.6517j 517.134+29.7688j 897.824+34.0815j 53.2503+11.6238j -362.804-2.53905j 250.157+3.79334j -1687.45-47.8702j 742.406+15.8298j -488.085-14.8505j 878.185+16.6975j -1111.26-25.1561j 279.143+10.022j -37.9381-11.0419j 678.107+12.9572j -887.824-11.8108j 763.776+12.0025j -825.025-2.58584j 226.455-8.60741j -22.1285+3.42448j 239.509+24.5986j -685.772+4.73436j 84.9725-12.5815j -500.332+20.0013j 356.641-20.7041j -235.049-6.48622j -64.1809+12.9632j -330.127+12.2833j 14.7006+2.89675j -11.0719-12.9649j -152.582-4.51284j -43.7865+4.85632j -1.594-3.66892j 
0.375235-1.38698j 18.4262+3.37316j 63.3613+4.72688j 3.45087-5.65232j 5.63944+0.648586j 138.037+18.7966j -27.7605-8.22254j -97.1363-7.20996j 150.287+23.7727j -208.324-29.9194j 36.5938+8.95124j 285.515+30.7837j -98.5715-0.0839162j -9.85343-2.59764j 94.7341+13.4639j 342.482+34.4874j -316.067-27.3815j 367.382+33.7056j 280.812+23.6713j 13.8379-3.30224j 115.182+8.54292j 459.753+38.1732j 364.024+30.9208j 201.717+14.2391j 307.606+25.5019j -697.939-54.757j -103.914-9.16735j -150.849-15.0846j 20.9806-2.85201j -369.999-23.9667j -212.921-10.8559j 454.548+29.8917j -434.448-30.5307j 203.981+16.3465j 426.523+24.7538j 6.89711+0.235391j -203.438-8.22063j 433.536+21.9341j -454.317-22.5109j 213.008+14.4213j 370.839+18.9291j 22.5287+4.81706j -149.376-2.89273j 103.596+2.79124j -695.697-28.1423j 305.439+10.7222j -200.823-8.42767j 363.276+10.8711j -458.11-16.6193j 113.786+4.80455j -15.4582-4.20974j 279.434+9.00706j -366.84-9.08442j 312.576+9.7445j -340.114-5.36887j 93.3056-1.95069j -9.30493-1.29121j 99.2482+10.7428j -282.646-1.29291j 36.1503-3.52696j -207.076+4.21235j 148.285-6.59636j -96.6998-4.45844j -25.3842+8.00694j -136.577+2.25704j 2.87157+0.402929j -5.20034-4.69693j -63.7239-1.96498j -18.0248+0.532911j -0.729318-1.92168j 
2.40923-0.734256j 6.71094-1.76513j 33.533-10.7517j 10.4939-3.88322j 3.28146-0.929696j 61.0462-18.5989j -4.82182+0.9217j -51.5351+15.7721j 60.1342-18.191j -90.2732+27.3064j 10.8272-3.23806j 137.075-41.7608j -62.5163+19.3627j -2.48292+0.979205j 40.6651-12.2983j 169.785-52.3118j -161.815+49.756j 187.4-57.7581j 145.27-44.8419j 13.916-4.48719j 62.0879-18.5914j 239.394-74.4317j 188.347-58.0613j 107.868-33.379j 159.802-50.3098j -369.382+114.524j -52.832+16.3437j -75.016+23.7309j 17.5944-5.11131j -201.427+62.9728j -121.548+37.7775j 248.239-77.2962j -235.486+74.3577j 107.142-34.1455j 237.523-74.0896j 3.10519-1.4701j -120.023+38.3614j 249.511-77.8529j -258.022+80.6939j 115.297-35.8982j 210.748-64.9138j 6.21192-0.314863j -92.4068+29.9255j 62.4824-20.6691j -406.826+127.669j 182.347-57.197j -116.981+35.1178j 216.698-67.8119j -271.954+84.9306j 65.6321-19.6927j -2.85603-0.358346j 167.446-51.9566j -222.502+69.4713j 190.054-58.9766j -211.911+65.7501j 63.8438-20.3248j -7.66125+2.06982j 46.7551-14.9147j -179.924+55.5128j 30.0549-10.6993j -141.785+43.4828j 105.211-33.7285j -57.0829+17.3295j -24.2876+6.37189j -92.8293+29.4475j 1.68055+0.0943087j 4.75983-1.40359j -36.8179+11.4131j -14.3551+4.76784j 1.66795-0.629037j 
-0.561127+5.60137j -78.4046-15.0684j -259.741-17.8328j -11.4111+23.64j -24.0668-1.59156j -574.696-74.2358j 115.407+33.9281j 400.532+28.4099j -626.032-97.5073j 869.831+119.587j -155.849-35.6585j -1181.04-123.067j 401.721-0.573041j 39.1724+10.3255j -395.978-55.5541j -1418.02-134.523j 1306.62+109.336j -1521.49-132.649j -1160.13-92.99j -57.6008+13.9295j -474.383-30.8593j -1900.07-150.027j -1503.13-121.977j -828.981-56.1964j -1268.95-100.688j 2881.46+211.547j 430.494+38.2301j 623.726+58.8499j -83.8811+12.4462j 1525.51+95.2639j 876.096+38.5932j -1872.55-116.644j 1791.82+116.25j -842.298-64.7164j -1755.46-94.7179j -27.2831-0.882125j 835.072+27.6956j -1785.75-77.7853j 1866.46+86.0119j -879.736-56.5258j -1520.52-68.2053j -91.7619-19.554j 612.21+10.3031j -424.129-9.29276j 2856.61+99.3201j -1255.29-37.377j 823.566+32.8691j -1484.07-38.74j 1880.53+54.7468j -472.486-20.3449j 62.8914+19.6555j -1145.61-31.0566j 1498.16+29.9297j -1289.49-31.009j 1392.68+16.1172j -382.248+13.9797j 37.2158-6.17481j -411.142-43.3884j 1153.51+3.51422j -144.14+18.239j 837.916-28.0745j -598.885+33.5305j 397.365+13.7993j 102.96-20.4869j 555.756-12.0185j -23.0798-2.17813j 22.2532+24.8738j 257.329+11.0542j 73.1534-6.75912j 3.43797+5.61296j 
1.79124-5.27113j 70.8533+11.8165j 240.146+10.5545j 15.3242-22.335j 21.8462+1.06955j 524.301+55.0982j -101.903-29.2854j -370.257-16.9014j 568.797+75.307j -792.216-89.6899j 138.965+29.0454j 1084.42+86.3972j -377.236+9.74186j -34.8877-9.1099j 360.834+41.6256j 1303.72+91.0979j -1204.79-69.8977j 1401.47+85.934j 1070.49+58.6113j 56.476-14.3928j 438.369+17.9803j 1753.52+93.3932j 1386.72+77.3711j 767.304+32.8904j 1171.48+62.8519j -2661.89-127.34j -396.836-24.6312j -573.879-39.571j 80.9602-13.1384j -1413.39-51.5942j -813.798-15.0683j 1734.5+63.3553j -1658.26-64.8259j 778.141+39.3611j 1628.7+46.3833j 25.2134+0.554932j -777.657-5.812j 1658.97+29.671j -1734.74-35.7047j 814.418+31.3794j 1412.84+28.4596j 82.241+17.0106j -572.716+5.60038j 396.289-1.8115j -2660.73-24.4982j 1170.4+4.47838j -766.729-10.905j 1385.74+1.81047j -1753.08-6.78174j 439.405+6.97513j -55.7377-16.9506j 1068.71+1.53822j -1400.53+6.55385j 1203.12-3.30775j -1303.48+17.4056j 360.628-21.7539j -33.7059+5.81349j 377.523+30.593j -1082.65+23.617j 138.226-19.7893j -790.892+44.2718j 568.462-43.7256j -369.341-3.68281j -103.602+22.8332j -523.452+23.8015j 20.6057-1.33241j -17.4385-22.9597j -240.516-4.49878j -68.9943+7.68096j -1.66131-5.67101j 
