0.0337264-0.0575593j -0.0429632+0.0302986j -0.0441834+0.0395564j -0.08541+0.0167069j 0.0148933+0.034022j -0.0726741-0.00488738j 0.107469+0.0119203j -0.0216907-0.062174j -0.00488981-0.0303557j -0.014564-0.127905j 0.0424159+0.0123736j 0.127477+0.0277054j -0.129171-0.0594598j -0.066846-0.115007j 0.0387762-0.0536919j 0.112511-0.112082j 0.0944329-0.0906179j 0.0210583-0.0588149j -0.0516522+0.131409j 0.0271869+0.153968j 0.134076+0.17782j 0.0650844+0.0898857j 0.0909084-0.0109387j -0.029974-0.0727271j 0.260654-0.189799j 0.0393667-0.0079742j 0.0935727-0.0520755j -0.0432954+0.108663j 0.0800118+0.301798j 0.116794-0.0146022j 0.0178402-0.0440248j 0.14438-0.235615j 0.0410866-0.0497302j -0.262636-0.0542746j -0.34349-0.123233j -0.0879408+0.0303736j 0.146744-0.279671j -0.0845558-0.535803j -0.286446+0.0220096j 0.236031+0.119625j 0.789576+0.0603926j 0.0891575-0.0626981j -0.61446+0.495462j 0.788729-0.48423j -0.09398+0.0846701j -0.0711874+0.0634222j -0.0500876+0.0934584j -0.0386638+0.0548233j 0.18521-0.184744j 0.110001-0.244349j -0.0956922+0.0868507j 0.042561-0.0442273j -0.0653927+0.0650731j 0.0161857+0.0844585j -0.244332+0.0951236j 0.146187+0.0231298j 0.183396+0.0309146j -0.019284+0.0149922j -0.116883+0.158685j 0.219146-0.153087j -0.181874+0.16604j -0.207423+0.254698j -0.0778215+0.276182j 0.0380108-0.204666j -0.0874085-0.109653j -0.178761-0.0939283j -0.513074-0.2639j -0.153243-0.0859047j -0.225968-0.0790367j 0.293765-0.412718j -0.37857+0.186892j -0.0696702+0.0714691j 0.216286+0.0494216j 0.291305-0.477318j 0.0165375-0.283641j -0.173271+0.0942507j 0.552977+0.363316j 0.506193+0.253466j 0.231175-0.167673j -0.21548-0.0438753j 0.0945233-0.512455j 0.217438+0.635079j -0.662091-0.341666j -0.225039-0.14861j -0.675513+0.487638j 0.10398-0.454243j -0.725354+0.0803474j -0.0932068-0.929824j -0.680116-0.112391j -0.523776+0.541504j 1.69533-0.190002j -0.295009+1.41397j 
-0.187829-0.181839j 0.0697768-0.0130382j -0.233675+0.125573j -0.057071-0.111367j 0.148332-0.179294j -0.25405+0.0214302j 0.0364356-0.0721895j 0.713162+0.404692j -0.0269537-0.0699252j -0.152433+0.458987j -0.967443-0.391692j 0.0913624-0.192281j 0.873076+0.101076j 0.0585101+0.000392479j -0.27053-0.00757564j -0.259613+0.0829842j -0.119201+0.407212j -0.0173279+0.0309581j 0.269788-0.0441939j 1.41964+0.472898j -0.0794738-0.27308j 0.691319+0.196316j 0.643347-0.318088j 0.246928-0.10385j 0.645683-0.46093j 0.775982+0.110176j -0.465998-0.0874057j -1.11979+0.0311156j 0.250969+0.463266j -0.185886-0.840355j -0.523161+1.33917j -0.3438-1.10049j -0.753292-0.15377j -0.160572-0.585561j -0.0865238-0.22292j 0.0984419+0.353097j -0.93434-0.6832j -0.390296+0.53799j 0.0995446-0.115175j 0.160862+0.299256j -0.221759-0.424255j 0.0251039-0.179262j -0.0145369-0.0683948j 0.140674+0.233718j 0.531987-0.0418643j 0.812755-0.0674987j -0.0272343-0.104255j 1.02824-0.365662j -1.31835+0.200605j -0.749666+0.306311j -1.47087+0.551427j 1.0544-0.0386373j 0.747909-0.0155864j 1.45099-0.231002j 0.689274-0.387251j 3.38223+0.0805829j 2.77697-0.114752j -0.0225627-0.149521j -0.95857-0.534717j 0.330224+0.427959j -0.900091-0.0537629j -3.7738+0.218065j 0.502835-0.386996j 2.98366-0.600475j 0.353264+0.161822j 2.31899-0.239943j 0.784546+0.0709578j -0.313324-0.264108j 2.75202+0.0230058j 0.221509-0.160481j 4.17281-0.0993571j 0.236965-0.118325j -0.732097-0.408111j -1.29753-0.223156j 0.823922+0.0383966j -2.34629+0.955027j 3.62987-0.253434j -1.12667-0.0487475j 2.12849-0.36111j -1.55077+0.760484j 0.453363+0.036146j -0.919786+0.366135j 0.084757+0.0840288j -0.736395-0.322431j 1.41262-0.973181j 0.181056+0.093988j -1.42095-0.059863j -0.109993-0.496982j 0.286137-0.134534j 0.383898-0.363849j -0.260077+0.260157j 0.119947-0.0483546j 
-0.0463778+0.0660252j -0.000629671+0.0939457j 0.272604-0.0124734j 0.408939+0.247379j 0.117057+0.112946j 0.210918+0.389683j 0.0740339+0.0603835j -0.619193-1.03719j -0.17392-0.294688j -0.273933-0.283421j 0.525321+0.742782j -0.108053+0.0214362j -0.679313-0.798088j -0.117293-0.629082j 0.499168+0.814494j 0.361792+0.48522j 0.276182+0.268645j 0.394917+0.521362j -0.34909-0.729998j -1.18146-1.38218j -0.137254-0.641222j -0.246572-0.695957j -0.632659-0.658109j 0.338998-0.0766361j -0.484613-0.0784788j -0.279561-1.20983j 0.17841+0.480637j 0.249663+1.41296j 0.0383627-0.157056j 1.10096-0.00993525j 0.810923+0.250609j 0.0932759+1.00941j 0.205076-1.14496j 0.00844202+0.0704596j -0.519367+0.456553j -0.0143192+0.0323517j 0.313181+0.22978j -0.314584+0.362768j 0.151464-0.0105557j -0.537122+0.0984345j 0.232816+0.240946j 0.174943-0.209678j 0.134009-0.40401j 0.126182+0.282872j -0.573827+0.3461j -0.81063+0.129237j 0.0915614+0.12492j -1.34923+0.347207j 1.93851-0.405163j 0.697136-0.369825j 1.76776-0.566396j -1.40411+0.650559j -0.838628+0.0610091j -0.990535+0.388963j -0.887029+0.312484j -3.77957+1.0381j -2.89272+1.10763j -0.398447-0.151783j 1.21583-0.272066j -0.312773+0.184066j 1.40704-0.302733j 4.25475-1.58j -0.181583-0.0414497j -3.54131+0.895054j 0.103593-0.144802j -3.00669+0.806568j -0.564425+0.418552j -0.284959+0.396427j -3.36073+0.581108j 0.487514+0.490022j -4.91954+0.972986j -0.425282-0.853881j 1.05473-0.431108j 0.551853-0.806291j -0.495974+0.374738j 1.90769-0.726197j -2.56578+0.52668j 0.111796+0.0812882j -1.68819+0.585581j 0.960333+0.653313j -0.936498+0.476017j 2.10875-0.125013j -0.638885-0.197781j 0.136475-0.188685j -0.682759+0.531846j 0.0715653+0.547332j 3.06895-0.602058j 0.0266644+0.184829j -0.420646-0.528668j -1.34352+0.216144j 0.42114+0.385879j -0.334266-0.454643j 
-0.0240862+0.0594141j 0.0895351-0.0324085j 0.291104+0.0445609j 0.505267-0.06583j 0.262369+0.175077j 0.625737-0.0306852j 0.114798+0.227935j -1.21261-0.358697j -0.262992-0.167556j -0.204991-0.0293116j 1.19827+0.127762j -0.0696241-0.451575j -1.65481+0.102563j -0.525919+0.186011j 1.16804+0.171653j 0.40817+0.450981j 0.211344+0.158056j 0.730747-0.0146896j -0.975909-0.294666j -2.46265-0.330144j -0.736407+0.424508j -0.492668+0.0499141j -0.383465-0.524341j -0.109382-0.445903j -0.262623-0.265939j -1.5098-0.655923j 0.682154-0.279511j 1.46455+0.691532j 0.301499-0.448567j 0.655502-0.49436j 0.381616-0.465469j 0.201337+0.492885j 0.417638+3.20631j 0.606256+0.0634328j -0.556498-0.928318j 0.0974417-0.0642828j 0.174901+0.114966j -0.332929+0.536859j -0.070224-0.175192j -0.472119+0.0725625j 0.00791902+0.196007j 0.537557-0.205353j 0.387335+0.0136356j 0.144408+0.225974j -1.11821-0.0220603j -2.1509-0.0958288j 0.379663+0.314843j -2.7014-0.0379408j 3.79147+0.187053j 0.949037+0.246191j 4.49247-0.0478552j -3.13482+0.290431j -1.81001-0.0878184j -3.76177-0.147915j -1.21758-0.199304j -8.79543+0.259687j -7.05896+0.100023j -0.247949+0.0957275j 1.94089-0.178135j -0.406327-0.0944154j 2.84833+0.063332j 9.15696-0.627457j -1.53008+0.0951544j -8.28052+0.412075j -0.404235-0.0640958j -7.77045+0.310539j -2.9574+0.21018j -0.920178+0.156109j -7.63217+0.549122j 0.588783-0.167872j -9.93709+0.93867j -0.731413+0.0821701j 2.22601-0.311878j 1.94542-0.0387062j -0.630278+0.201091j 4.98152-0.155015j -9.50452-0.0600454j 1.15861+0.508636j -4.17406+0.560254j 1.89794-1.40659j -2.31614+0.713445j 5.17113-0.218514j -0.629065-0.152622j 2.51162+0.162074j -2.67812+0.70551j -0.0182002+0.143127j 2.80424-0.561533j 0.676594-0.210619j -1.3127+0.144361j -1.03107+0.125424j 0.580765+0.050216j -0.142594-0.110603j 
-0.0451653+0.25427j -0.077922-0.0399233j 0.187141+0.068664j -0.0691102+0.0503655j -0.259503-0.0252587j 0.0647599+0.0795682j -0.0876555-0.0635787j 0.0198616-0.476228j 0.0120259+0.0387554j 0.337967-0.191218j 0.0711537+0.587314j -0.17994+0.237359j -0.0391625-0.362725j 0.0541852+0.0187657j -0.0307399+0.00951323j 0.133721-0.0632949j 0.255057-0.147253j -0.178783-0.0224312j -0.0454726-0.0344552j -0.0824303-0.763861j 0.00820957+0.0403076j -0.0634235-0.549833j -0.480238-0.0691865j -0.159817+0.0248528j -0.672668-0.123093j -0.0516179-0.254246j 0.227272+0.123024j 0.417319+0.452964j 0.18773-0.263483j -0.532514+0.471784j 0.932314+0.221568j -0.527545+0.469267j 0.35792-0.440745j -0.681316+0.15308j 0.1281+0.241815j 0.373691-0.00486937j 0.0364235+0.755045j 0.371427-0.112582j -0.0837503+0.132942j 0.1881-0.178844j -0.202308+0.45269j -0.105232-0.360038j 0.0803685-0.225335j 0.116639-0.23996j -0.132842-0.0364086j -0.224444+0.0568506j 0.0794099-0.1841j -0.650246+0.0672748j 0.65435-0.129512j 0.49234+0.289098j 0.949147-0.466416j -0.177876+0.344865j -0.19066+0.147451j -0.59965+0.283625j -0.551619+0.00335691j -0.363471+0.556071j -0.341184+0.268958j -0.151678+0.0422529j -0.437159-0.0598789j 0.35172+0.0960587j 0.186859-0.391609j 0.813811-0.386798j -0.365105-0.0138547j -1.12416+0.639412j 0.0817731-0.172147j -0.770901+1.07851j -0.0938194+0.546412j -0.423854+0.551407j -0.206293+0.410378j -0.110382-0.563845j -0.439791+0.331046j -0.0702797-0.0906111j -0.342911-0.645094j -0.115178-0.121089j 0.223804-0.332132j 0.727521+0.518279j -0.528673+0.568285j -0.484759+0.337029j -0.316572-0.160373j 0.478332+0.741234j -0.10078+0.527335j 0.713398-1.32647j -0.0334063+0.187617j -0.619879-0.668791j -0.943586-0.22442j 0.210426+0.215096j -0.415724+0.408j -0.468925-0.502388j 0.0694755+0.409398j -0.471036-0.420492j 0.21131+0.186498j 0.0202817-0.373909j 
-0.0874817-0.00502867j 0.345262-0.0374464j 0.243534-0.409309j 1.39028-0.617162j 0.404684-0.271992j 1.72164-0.483269j 0.317982+0.0990392j -2.24207+0.282724j -0.506219-0.081141j -0.203645+0.265513j 2.65364-0.427841j -0.0265528+0.220536j -3.8024+0.510362j -0.913779-0.0337676j 2.70618-0.965113j 1.81115-0.305265j 0.646558+0.473402j 1.77845-0.408789j -2.00855+0.3389j -5.37161+0.753972j -0.786105-0.318673j -1.61292-0.596953j -2.55659+0.373278j -0.755458+0.282613j -0.888268+0.895538j -2.3098+0.518779j 1.21957+0.00670644j 3.1635-0.928147j 0.427717-0.106174j 1.87551+0.367148j 1.43133+0.44532j 1.85054-0.381498j 0.020836+0.339839j 0.435082+0.920849j 1.69365+0.492676j 0.426874+0.525878j -0.411948+0.00930093j -0.893725+0.787641j -0.309318+0.122903j -0.889341-0.502203j -0.412819+0.0832129j 1.12912-0.0487003j 0.479719-0.18642j 0.580073+0.441471j -1.8587-0.549019j -4.50635-0.587337j 0.80449+0.442171j -5.91862-0.651991j 8.04934+0.947997j 2.29948+0.210457j 9.93281+0.32623j -6.3575-0.469095j -4.29594+0.00195991j -8.60366-0.486209j -3.49954-0.0015479j -19.1722-0.972511j -14.5463-0.335196j -0.0327589-0.236395j 4.87206+0.107066j -1.49991+0.172041j 6.84526-0.288077j 20.446-0.050783j -2.6756-0.215985j -17.9823+0.301831j -0.176839+0.0424574j -16.1628+0.579445j -5.96511-0.523287j -1.7136+0.445034j -15.6911-0.0350853j 1.86997+0.311865j -22.4752+0.521377j -0.82307+0.124461j 4.59371-0.0286364j 6.01192+0.119325j -1.83287-0.673359j 11.4311-0.565466j -20.2409+0.563549j 3.52384-0.223239j -9.57781+1.00404j 5.35509-1.1712j -5.26886+0.443942j 10.9826-0.0861109j -0.99628-0.181246j 3.81147-0.34888j -6.8958+0.843025j -0.15193+0.712659j 4.66029-0.103854j 1.94832-0.0294321j -2.58876+0.109101j -1.87608+0.350817j 1.09334-0.208514j -0.470442+0.264769j 
0.00529319+0.000849874j -0.017906+0.0265422j -0.074613+0.0888228j -0.101398+0.189462j -0.157122+0.132756j -0.138643+0.257682j -0.154864-7.54026e-05j 0.367132-0.417459j 0.110009-0.0616406j 0.0155729-0.0674529j -0.32425+0.456163j 0.269535-0.0987954j 0.347258-0.658964j -0.0851184-0.15496j -0.432188+0.480238j -0.590346+0.0930883j -0.204158-0.0215439j -0.170338+0.302637j 0.361434-0.32695j 0.690703-1.0783j -0.24707-0.11706j 0.0755762-0.0173157j 0.553702-0.0685387j 0.206381-0.16585j 0.538292-0.00261927j 0.349546-0.719256j 0.100369+0.170675j -0.523733+0.767248j 0.186676+0.0304271j -0.378813-0.014699j 0.0908487-0.198716j -0.373431+0.0844632j -2.17095+1.02954j 0.0605666+0.362081j 0.409693-0.397293j 0.0720467-0.0559126j 0.00098006+0.051882j -0.121046-0.139073j 0.17117+0.166919j 0.0382421-0.0928556j -0.0280403+0.064374j -0.137151+0.0178847j -0.153888-0.165271j -0.191057-0.186676j 0.236849+0.0179942j 0.541573+0.1656j -0.170508-0.340471j 0.687686+0.229152j -1.02296-0.188649j -0.373989-0.334925j -1.181-0.414284j 0.633349+0.0388515j 0.586469+0.373957j 0.968106+0.523106j 0.351007+0.806569j 2.29823+0.5964j 2.06273+0.184693j -0.0430811-0.0714539j -0.51492-0.264804j 0.307565+0.190338j -1.06672-0.185943j -2.04845-0.819522j 0.168457-0.40159j 2.12221+0.40456j 0.163743-0.201889j 2.30053+0.199637j 0.854793-0.368583j 0.267956-0.16095j 2.15519-0.321716j 0.0708957-0.25022j 2.37096+0.663632j -0.147158-0.314559j -0.957901-0.225862j -0.837094-0.530956j 0.311803+0.0475254j -1.54348+0.0702954j 3.41149-0.330629j -1.00053-0.311374j 0.788296+0.317902j 1.96282-0.504557j 0.155087+0.114984j -1.69115+0.215919j 0.597316+0.0783775j -1.90419+0.523342j -0.210724+0.453279j 0.179994+0.152055j -0.854386+0.491151j -0.296786+0.0838461j 0.608743-0.17723j 0.0250036-0.21085j -0.173178+0.136403j 0.100899-0.128725j 
0.0152385+0.0619159j 0.0381084-0.202816j -0.0908964+0.179483j -0.290705-0.518481j 0.00410685-0.0541445j 0.133679-0.81574j 0.161206+0.0847897j -0.609655+0.913251j -0.203461+0.196983j 0.103056-0.0142765j 0.486029-1.1971j 0.140149-0.154516j -0.629824+1.78927j -0.406124+0.533667j 0.324938-1.15949j 0.391888-0.88192j 0.321567-0.511281j 0.108234-1.02765j -0.482504+0.728143j -0.592526+2.72751j -0.680661+0.31327j -0.737494+1.03214j 0.366551+1.17189j 0.156629+0.0861404j -0.578983+0.168552j -0.141563+1.12337j 0.669263-0.46208j 0.315322-1.35812j 0.11603-0.0171719j 1.08975-0.790627j 0.188218-1.14845j 0.215859-0.815667j -0.0593225-0.306783j 0.882513-0.567501j 0.0647633-1.84908j 0.34881-0.261659j -0.0305193+0.385362j 0.285523+0.293545j 0.0236835-0.507985j -0.451825+0.405091j -0.0713125+0.0123505j 0.362448+0.023257j -0.0359789+0.623049j 0.0785297-0.0919643j -0.432653-0.659148j -0.940042-0.615301j 0.135375+0.667399j -1.38772-0.496041j 1.68286+0.525454j 0.359867+0.348063j 2.04848+0.789103j -1.32602-0.833231j -0.646997-0.238789j -1.6969-0.908835j -0.438458-0.248665j -3.90394-1.86978j -2.64078-1.80079j -0.0517998-0.150784j 1.0014+0.188877j 0.0628701+0.211911j 0.981461-0.484246j 3.64363+1.83215j -0.344742-0.0321898j -3.46152-0.963197j -0.232548-0.412322j -2.96792-1.13875j -1.48963-0.602406j -0.0673238+0.120602j -3.72347-0.794435j 0.579451-0.462972j -4.78141-1.28504j 0.215993+0.382327j 1.39536+0.770593j 1.58752-0.122674j -1.46015-0.202669j 2.55893-0.183582j -4.00236-0.628941j 0.454717-0.281948j -1.71239-0.477515j 0.632428+0.734358j -1.08882-0.542057j 2.66584-0.438702j -0.614656-0.083787j 0.653571+0.692365j -1.18842-1.27261j 0.30463-0.139474j 1.57255+0.776107j 0.919548-0.181805j -0.983477-0.0922546j -0.0699034+0.553832j 0.212475-0.401467j -0.175147+0.581696j 
-0.0165559+0.0416368j -0.0605421+0.183424j -0.100785-0.0219799j -0.420046-0.174593j -0.192239+0.0806852j -1.2553+0.114562j -0.467913-0.290662j 1.07354+0.249061j 0.256675+0.212436j -0.157158-0.00959348j -1.31169-0.00210603j 0.0588108+0.177571j 1.75937+0.137919j 0.609647+0.350756j -1.5635-0.0711472j -1.13893+0.118545j 0.245525+0.0748767j -1.03176+0.775594j 0.869397+0.64321j 2.28097+0.359995j 0.379843+0.304467j 0.268698-0.448002j 0.676326+0.129144j 1.07161-0.186132j 1.49374-0.0173386j 1.17678+0.0593046j -0.89393-0.660337j -0.857065-0.878395j -0.416406-0.343385j -0.729256-0.779753j 0.542394+1.12851j -1.20071-0.7177j 0.143106+0.421487j -0.45136+1.06239j -0.785273+0.40563j -0.149213+0.329056j 0.49798-0.202988j 0.831757+0.790418j -0.00207726+0.149948j 0.869998+0.249282j 0.235655+0.176438j -0.42313+0.131309j -0.601819+0.348312j 0.236401-0.221119j 1.09252+0.0188552j 1.68242-0.180738j -0.42491-0.373587j 2.55759+0.29805j -3.60732-0.152794j -1.28502-0.246086j -4.40813-0.28547j 3.11669+0.0752461j 1.76903-0.191906j 3.89033+0.00733884j 1.63202-0.244395j 8.74447-0.286482j 6.59535-0.0259383j 0.186108-0.175664j -2.04028-0.0760111j 1.08198-0.144149j -2.7506-0.0290948j -9.61432+0.710611j 0.971112-0.449312j 8.55896-0.0764718j 0.31772-0.00810815j 7.76677-0.159299j 2.12794+0.338732j 1.59242-0.527749j 7.05439-0.671665j 0.226527+0.559044j 10.4075-0.466172j 0.097138-0.521977j -2.49519+0.287738j -2.77485+0.0733998j 0.632024-0.760292j -4.88908+0.56271j 8.99329-0.836928j -1.16258-0.208354j 5.2211-0.208944j -2.92896+0.626588j 2.63131-0.0624541j -4.41013+0.558193j 0.512158+0.246289j -1.63818-0.127222j 3.15565-0.1447j 0.77146+0.0703886j -2.18629+0.643547j -0.255862+0.184864j 0.73166-0.163614j 1.15712-0.165876j -0.291254+0.0285113j 0.102801+0.263458j 
-0.0579803-0.020466j 0.437011-0.130945j 0.83488+0.0330688j 1.9334-0.36635j 0.766762+0.260617j 2.47473-0.347259j 0.200671+0.543565j -3.93009+0.266574j -0.803647-0.0781869j -0.62932+0.171947j 4.18127-0.281414j 0.20252+0.0358878j -5.80926+0.398927j -1.88437+0.520355j 4.68784-0.33852j 3.15368+0.09139j 0.84614+0.336802j 2.41648-0.178035j -3.6607-0.303907j -8.0608+0.37882j -1.63963-0.211445j -2.50964-0.846039j -2.48591+0.292269j -0.325062-0.624949j -3.17398+0.172782j -3.54577+0.382202j 2.29835+0.15241j 5.44891-0.221836j 0.947708+0.254109j 3.74918+0.718004j 1.33437+0.746587j 2.33437+0.598383j 0.0707909-0.159478j 0.171849+0.988209j 0.986074-0.823544j -0.0240637+0.148691j 0.373936-0.240775j -1.96321+0.0472543j -0.737999+0.0871139j -0.741756-0.745132j -0.46634+0.537962j 1.91679-0.32386j 1.47927+0.0653706j 0.240094+0.672964j -3.75546-0.250536j -7.6294-0.552892j 1.42969+0.695945j -9.0922-0.628941j 12.5745+1.65008j 3.51699+0.143633j 15.7953+0.543114j -10.7604-0.360883j -6.57663-0.122691j -14.1515-0.733651j -5.39325-0.57526j -30.6428-0.48286j -24.2602-0.529957j -0.0870731+0.207091j 7.63237-0.27966j -2.25053-0.0632086j 10.2954+0.183575j 33.6089-0.0350227j -4.26647-0.089861j -28.9665+0.80985j -1.45703-0.204242j -26.6837+0.421834j -9.05985+0.114847j -2.13648-0.216629j -26.0726+0.649064j 2.2752+0.300078j -36.0917+0.641249j -1.10084+0.77967j 7.88873-0.788863j 8.3204-0.225692j -2.66022-0.533876j 17.5778-0.423663j -32.0615+2.16347j 5.03558-0.532176j -16.0105+0.784746j 10.458+0.170734j -8.54176+0.627347j 15.3761-0.416764j -0.823322+0.011409j 6.88916-1.93619j -12.3124+1.33821j -1.00159+0.464811j 8.52342-1.06431j 2.6491-0.176017j -3.93782+0.527301j -3.07051+0.230443j 1.82663-0.071018j -0.423267-0.125772j 
-0.0293433-0.220738j -0.0151445-0.0612261j -0.0949416+0.0758627j 0.225738+0.00400477j 0.349643-0.205598j 0.0853248-0.110893j 0.216243+0.254873j -0.523576-0.000890746j 0.172543+0.397146j -0.0763578-0.214137j 0.605887-0.229907j 0.577249-0.174887j -0.317912+0.300082j 0.188466-0.0557416j 0.788399-0.279449j 0.0497299-0.41476j 0.352676+0.0404225j 0.194822-0.136878j -0.378037+0.0586444j -0.395781-0.198452j 0.0383269+0.0667398j -0.657459-0.236522j -0.296207+0.103764j 0.224997-0.144033j -1.52283+0.0566842j -0.146288+0.193997j -0.650307-0.190409j 0.32036-0.111846j -2.03527-0.0109425j 0.773573+0.293844j 0.463362+0.296144j 0.283323-0.142301j 0.211316-0.380671j -0.20761-0.403453j -0.172729-0.0563528j 0.059218+0.147286j 0.235765+0.181433j 0.51822+0.174925j -0.389522-0.0897231j 0.176495-0.0136419j -0.309748-0.631634j 0.155755-0.271498j 0.482218-0.0462388j -0.0228956+0.0586152j -0.142466-0.0468666j -0.747767-0.094929j 0.177877+0.276145j -0.777007+0.147161j 1.42622+0.334656j -0.0068675-0.139326j 1.49691+0.354975j -0.811086-0.277569j -0.317232-0.485078j -1.44908-0.0492099j -0.815058+0.325914j -3.05203-0.22768j -2.6304-0.0198412j 0.0854965+0.0877119j 1.09765+0.20684j -0.391731+0.121147j 0.997341+0.144797j 3.21747-0.0887805j 0.0827103-0.114181j -3.27421+0.0432071j -0.141741-0.341215j -2.44931+0.208598j -0.96808+0.127929j 0.0681921+0.0111428j -2.55826+0.209869j 0.575425-0.317779j -2.58586-0.551592j 0.23225+0.0597649j 1.67231-0.195056j 1.06247+0.389744j -0.154147-0.0593951j 1.88769-0.116291j -3.71663+0.691058j -0.658459+0.632252j -1.38936+0.0336498j 0.751344+0.163762j -0.0745621-0.338899j 1.87941+0.023292j -0.967811+0.649449j 0.983042+0.170117j -1.2493+0.132347j 0.222668+0.203301j 0.972011-0.120632j 0.102363+0.0102352j -0.726985+0.235461j -0.192138+0.076877j -0.165443-0.0837421j -0.017812-0.118203j 
-0.0217782-0.0148993j -0.174448+0.119329j 0.0201614-0.079843j -0.230407-0.189274j -0.102933-0.155264j -0.810504-0.572754j 0.0413819-0.450876j 0.570892+0.785803j 0.0573082+0.275003j -0.0377763-0.0559678j -0.839092-0.710408j -0.185264+0.0902354j 1.19578+1.00326j 0.346506+0.48811j -0.979343-0.977486j -0.840947-0.700402j -0.0644602+0.194116j -1.09331-0.17248j 0.194484+0.876079j 1.52558+1.4419j 0.11173+0.448123j 0.672407+0.175264j 0.307462+0.202695j 0.377198+0.427145j 0.774+1.07002j 0.744533+0.63391j 0.00165865-0.880436j -0.30694-0.946003j -0.0298452-0.381808j -0.0811972-1.13699j -0.81547+0.469403j -0.0424125-1.22712j -0.398593+0.215783j -0.968505-0.207004j -1.01501-0.0229761j -0.421187+0.153742j 0.333016+0.184099j -0.210815+0.794777j -0.255143-0.285533j 0.1773+0.663399j 0.0301005+0.0130701j -0.45808+0.12076j -0.596598+0.0403073j 0.189781+0.252504j 0.76248+0.02328j 1.80922-0.527039j 0.0642549+0.158582j 1.59556-0.229155j -2.51379-0.0642136j -0.494434-0.0147701j -2.58069+0.595126j 1.9032-0.192281j 1.48187-0.49792j 2.72668-0.601558j 1.31316-0.182093j 6.13791-1.14769j 4.33961-1.3203j 0.278387+0.209274j -1.37918+0.363346j 0.692634+0.380971j -2.20155+0.401573j -6.64141+1.00922j 1.48558-0.133429j 5.20754-0.541389j -0.0135844+0.396101j 4.56534-0.682037j 1.43447-1.02434j 0.678813+0.643535j 5.14312-0.358j -1.46435+0.565013j 6.3222-1.04325j 1.08025-0.346106j -1.20023+0.0515439j -1.56158-0.0411431j 0.572958+0.538699j -3.53222+0.230912j 6.53915-1.07114j -0.840127+0.75323j 2.28556-0.0613205j -1.71955+0.125983j 1.21448-0.760106j -3.85545+0.506241j -0.291836-0.0464267j -0.854001+1.18098j 1.53969-1.27398j -0.674829+0.132009j -1.64091-0.056541j -0.640003+0.368983j 0.817996-0.328522j 0.743337+0.655595j -0.484847+0.0536752j -0.220432+0.0187289j 
0.0414951+0.0528321j -0.232219-0.00750395j -0.263639-0.381037j -0.957735-0.347836j -0.102415-0.44711j -1.10485-0.369052j 0.251303-0.146217j 1.72715+1.04637j 0.33023+0.188234j 0.296186+0.239145j -1.80242-1.09869j -0.0894153-0.156398j 2.4797+1.47378j 1.16539+0.365533j -1.81274-1.38227j -1.1171-0.964956j -0.289846-0.563297j -0.810478-0.720003j 1.34487+1.403j 3.50687+2.34796j 0.500337+0.669118j 0.551794+1.37703j 1.01207+0.346039j -0.393404+0.1065j 1.1235+1.21695j 1.43755+0.861181j -0.887999-0.696404j -2.33583-2.02003j -0.0821529-0.497924j -1.21634-1.98986j -0.0700218-0.976873j -0.457167-0.768119j -0.563166-0.0139527j 0.657776-0.464728j -1.2357+0.396528j -0.0132492+0.0562094j -0.338258-0.258739j 0.812774+0.675642j 0.424192-0.331584j 0.0897689+0.16149j 0.605965-0.339138j -0.992206+0.0851535j -0.530913+0.185738j 0.192892+0.0334458j 1.80979+0.251735j 3.26508+0.0982806j -0.698803+0.11785j 4.26633-0.264508j -5.41731+0.0026571j -1.97484+0.203287j -7.07155+0.660153j 4.96165-0.30021j 2.91222-0.519675j 6.19988-0.432427j 2.31803-0.626693j 14.2582-1.65896j 10.6387-0.885695j 0.317572-0.078868j -3.92207+0.204914j 1.26431-0.151904j -4.66303+0.136935j -14.9941+1.65994j 1.9707-0.293513j 13.6144-1.27447j -0.0883984+0.624894j 11.7992-1.23366j 4.44079-0.42243j 0.922922-1.08807j 11.4036-0.0702194j -0.903272-0.297078j 15.6025-1.97713j 1.23803-0.0938116j -3.59814+0.531262j -4.27019+0.911191j 0.0863242+0.0325552j -7.13397+0.793181j 15.3436-1.62787j -2.67049+0.389534j 6.88806-1.27218j -3.11564+0.661961j 3.81609-0.952238j -7.57866+1.45772j 0.696935-0.507837j -4.05166+0.024062j 4.7928-0.653152j 0.131041-0.441987j -3.00116-0.00752332j -0.991958-0.0458225j 1.41781-0.122163j 1.60407+0.146881j -0.460165-0.337682j -0.0888205+0.261157j 
