0.0337264-0.0575593j -0.0429632+0.0302986j -0.0441834+0.0395564j -0.08541+0.0167069j 0.0148933+0.034022j -0.0726741-0.00488738j 0.107469+0.0119203j -0.0216907-0.062174j -0.00488981-0.0303557j -0.014564-0.127905j 0.0424159+0.0123736j 0.127477+0.0277054j -0.129171-0.0594598j -0.066846-0.115007j 0.0387762-0.0536919j 0.112511-0.112082j 0.0944329-0.0906179j 0.0210583-0.0588149j -0.0516522+0.131409j 0.0271869+0.153968j 0.134076+0.17782j 0.0650844+0.0898857j 0.0909084-0.0109387j -0.029974-0.0727271j 0.260654-0.189799j 0.0393667-0.0079742j 0.0935727-0.0520755j -0.0432954+0.108663j 0.0800118+0.301798j 0.116794-0.0146022j 0.0178402-0.0440248j 0.14438-0.235615j 0.0410866-0.0497302j -0.262636-0.0542746j -0.34349-0.123233j -0.0879408+0.0303736j 0.146744-0.279671j -0.0845558-0.535803j -0.286446+0.0220096j 0.236031+0.119625j 0.789576+0.0603926j 0.0891575-0.0626981j -0.61446+0.495462j 0.788729-0.48423j -0.09398+0.0846701j -0.0711874+0.0634222j -0.0500876+0.0934584j -0.0386638+0.0548233j 0.18521-0.184744j 0.110001-0.244349j -0.0956922+0.0868507j 0.042561-0.0442273j -0.0653927+0.0650731j 0.0161857+0.0844585j -0.244332+0.0951236j 0.146187+0.0231298j 0.183396+0.0309146j -0.019284+0.0149922j -0.116883+0.158685j 0.219146-0.153087j -0.181874+0.16604j -0.207423+0.254698j -0.0778215+0.276182j 0.0380108-0.204666j -0.0874085-0.109653j -0.178761-0.0939283j -0.513074-0.2639j -0.153243-0.0859047j -0.225968-0.0790367j 0.293765-0.412718j -0.37857+0.186892j -0.0696702+0.0714691j 0.216286+0.0494216j 0.291305-0.477318j 0.0165375-0.283641j -0.173271+0.0942507j 0.552977+0.363316j 0.506193+0.253466j 0.231175-0.167673j -0.21548-0.0438753j 0.0945233-0.512455j 0.217438+0.635079j -0.662091-0.341666j -0.225039-0.14861j -0.675513+0.487638j 0.10398-0.454243j -0.725354+0.0803474j -0.0932068-0.929824j -0.680116-0.112391j -0.523776+0.541504j 1.69533-0.190002j -0.295009+1.41397j 
0.217704-0.12922j 0.228925+0.0814725j 0.135896+0.267681j 0.16181-0.110481j 0.0400638-0.0603662j 0.187541-0.0884597j 0.0862493+0.10526j 0.0151107+0.198377j -0.0878805-1.01093j 0.175549+0.300872j -0.260743+0.304642j -0.0950646-0.0419688j -0.546236-0.10239j -0.466985+0.379416j -0.0645805+1.32733j 0.802052-0.18282j 0.203201+0.377082j -1.34646+1.14619j -0.0269988+0.764806j -0.565955-0.414332j -0.0826226-0.408258j -0.410123+0.417145j -0.245008-0.345321j 0.218379-0.0832144j -0.0663231+0.146225j -0.330268-0.154713j 0.559626+0.0658334j -0.0576515+0.663002j 0.366216+0.455397j -0.328777+0.184973j 0.224913+0.206397j -0.0819397+0.133186j -0.0314269-0.032714j 0.309544+0.27879j 0.169491+0.124098j -0.0879061-0.142485j -0.174602-0.47029j -0.10349-0.193155j 0.0354768+0.321163j 0.238152+0.0114739j 0.025601-0.184117j 0.0593498-0.238659j -0.0856092+0.0136578j 0.108943+0.0354514j 0.202913+0.162376j 0.552504-0.243924j -0.483644-0.00494489j 1.70716-0.267282j -0.734965-0.206105j -0.228913+0.298308j -0.427531+0.029281j 0.0548724+0.41395j 0.0979269+0.763549j 1.16555+0.300638j 0.142226-0.166916j 2.24792+0.810275j 1.2607-0.263236j 0.570763-1.12595j 0.857111-0.222277j 0.370799-1.35803j -1.52894-0.814801j -2.81738-0.622159j 0.0787897+0.25518j 0.816976+0.99316j 0.275999+0.309751j 1.50755+0.0232265j 0.875873-0.597194j 0.0155855+1.16714j 1.2563-0.17592j -0.318326-0.911346j 2.65329-0.131404j 0.0954058-0.0967056j -0.761378+0.322087j -0.690844-0.0394222j -0.217922-0.321535j -1.02238-0.207283j 2.07759-0.152572j -0.756961+0.0591515j 1.48407+0.241552j -0.618443+0.0648544j 0.433223-0.0175824j -0.914736-0.344929j 0.693614-0.189003j -0.30318-0.102641j 0.650297+0.17548j 0.276234-0.023789j -0.345462+0.0111411j 0.269529+0.0259614j 0.531692-0.0821327j 0.0981561-0.092777j -0.296599-0.0823751j -0.0387635+0.0182227j 
0.530553-0.0653347j 0.437681+0.246311j 0.114445+0.483275j 0.440635-0.273028j 0.130306-0.321086j -0.41092+0.0587506j -0.265703-0.368579j 0.658833-0.44228j -0.261947+0.224484j 0.291513+0.282553j 0.0486466-0.397479j 0.184531-0.113922j -0.921968-0.631107j -0.157894+0.13934j 0.248845+0.263859j -0.320844+0.341515j -0.477151+0.708123j 1.26647+0.129853j 0.21658+0.895742j -1.25452+0.0790481j 0.303284+0.293056j -0.516683+0.158217j -0.0467284-0.343795j 0.0259611-0.522487j 0.0744747-0.172207j -0.404929-0.493389j 0.24688+0.579701j -0.0417612+0.141425j 0.287753-0.483931j -0.189448-0.0337328j -0.00777404+0.0848181j -0.0837524-0.167484j 0.014769+0.0486926j 0.024464+0.222043j 0.421827+0.128072j -0.35393-0.58535j -0.039732-0.0444766j -0.321772+0.163941j -0.345671+0.379397j 0.53444+0.269628j 0.0751063+0.000461594j 0.342957-0.134037j -0.220793+0.0882692j 0.236933+0.214016j 0.685091-0.0774352j 0.594881-0.536034j -0.136958-0.363478j 0.0326915-0.580553j -0.566838-0.200186j -0.785579+0.0978976j -0.804912+0.00143238j 1.68028-0.999529j 0.576607-0.349338j 1.86616+0.848778j 1.19894+0.0514412j 2.86805+0.856673j 0.931529+0.777203j 0.177464+1.17144j -0.548292+0.287549j 0.0288064-0.155877j -0.978705-0.11715j -2.93147-0.294144j 0.624626+0.155208j 2.62007+0.619082j 0.158442-0.0514387j 2.32755-0.536144j 0.738448+0.647642j 0.407269-0.358376j 1.70863-0.406819j -0.0085795-0.249414j 3.12792-0.710464j 0.768287-0.486215j -0.293034+0.345636j -0.57338+0.182507j 0.487241-0.157531j -1.59053-0.212376j 3.1647+0.127454j -0.597034+0.102989j 1.14335+0.352761j -0.893535-0.0271416j 0.966135+0.188133j -0.860081-0.103799j 0.035381-0.417795j -0.300497-0.0203694j 0.696126+0.0977449j 0.166136+0.0331649j -0.677963-0.061493j -0.286647+0.193159j 0.325718-0.498476j 0.359115-0.261718j -0.20245-0.0725194j -0.151827+0.00305796j 
-0.137048-0.128949j -0.306402+0.0306769j -0.253302-0.197535j 1.02616+0.574489j 0.553188+0.186617j -0.0897285+0.339446j -0.764176+0.491984j 0.840251+0.208451j -0.330933-0.532883j 0.57477+0.136329j 0.69597+0.328965j 0.223867-0.08651j -0.144756+0.0758031j 0.629835-0.124462j 0.0841198-0.2392j -0.640542-0.17262j 0.502975+0.49133j 0.0702659-0.09147j 0.462561-0.776972j -0.635871-0.663115j -0.540872-0.368036j -0.566455+0.302776j -0.173679+0.250411j -0.0685906-0.303266j -0.413507+0.224055j 0.0405618+0.0173389j -0.0676847-0.199093j -0.156812+0.104884j 0.387665+0.288235j 0.0839019+0.403127j 0.33861+0.262674j 0.0868138-0.0580201j 0.165902+0.086313j -0.189539+0.0719002j 0.0399362-0.268932j -0.283556+0.40566j 0.418302+0.0704833j 0.00387851+0.140082j -0.393622+0.0583345j -0.0926237+0.121287j -0.0190278-0.111877j 0.222707+0.332892j -0.527511-0.573735j -0.31875-0.265849j 0.708337+1.02609j 0.103559+0.70247j -1.32334-0.339635j 0.278638+1.27419j -0.00692302-0.194193j -0.101462+0.79592j 0.790706-1.26196j -0.560619-0.134036j 0.806192+0.228535j -0.225201-0.247476j 0.752707-0.150528j 0.0881745+0.161247j 0.261106+0.42422j 0.386596-0.225389j -0.653468+0.694638j -0.304652+0.195372j 0.0410101+0.233817j -0.375479+0.0105152j 0.280344+0.356919j 0.0843637-0.21223j 0.351417+0.435767j -0.369758+0.993352j -0.181095+0.228022j -0.135367-0.376681j 0.334585+0.331834j -0.36435+0.0387348j 1.03226+0.0348875j 0.175529-0.284082j -0.413198+0.126322j -0.282293+0.618341j 0.0662431-0.089438j -0.00165931+0.195174j 0.0589994-0.321007j -0.102883-0.362192j 0.0762478+0.225239j 0.126111-0.108039j -0.104445+0.131277j -0.401876-0.37303j 0.390811-0.215275j -0.104852+0.0870424j 0.462554+0.00397475j -0.10471+0.110572j -0.17813+0.0613882j -0.0994616+0.414445j -0.30977-0.0341327j 0.00256186+0.023795j -0.111707+0.0653j 0.0630246-0.00674444j 
-0.276984-0.270179j -0.25279-0.24616j 0.223497-0.587127j -0.306692+0.221288j 0.213381-0.0415504j 0.347984-1.00764j -0.306473-1.11257j 0.520067-0.699227j 0.708694-0.859648j 0.321523+0.608023j -0.115978-1.35265j -0.343807-0.144325j 0.24839-0.876826j 0.413774-0.174058j -0.71596+1.08538j 0.030388-0.485169j -0.184619+0.0118552j 0.146462+0.495233j -0.192206-0.251923j 0.566843+0.576679j 0.248111-0.169297j 0.103209-0.33625j 0.186989+0.0801759j -0.129619+0.0069978j -0.406885-0.0939305j 0.0872276+0.0615297j 0.125437+0.0175358j 0.0753813-0.677567j 0.205407-0.148381j 0.117275+0.0506499j -0.255029+0.163799j -0.276047+0.469344j 0.131375+0.0232376j 0.131764-0.152568j 0.0849449-0.26326j -0.238128+0.448782j -0.0765345+0.113932j 0.205987+0.189921j 0.102601-0.275117j -0.179524-0.268641j 0.0690628-0.0825362j -0.540123+0.15877j 0.0162976-0.228854j -0.198935-0.209054j -0.219122+0.242711j 0.685009-0.671496j -0.725498-0.00209173j -0.594346-0.994477j 1.04335-0.661681j 0.0543404+1.22818j 0.936953+1.19396j -0.250414-0.971017j 0.40468+0.539054j -1.21036+1.09197j -0.0152581-0.0668131j -1.00837-0.5123j -0.743297-0.16793j 0.509158+0.0924777j 0.752063+0.711512j 0.437738+0.015007j 1.44646-0.345067j 1.27046-0.388359j -0.168061-0.134625j -0.532455+0.78392j -0.0652418+0.312623j -0.518595+0.135824j -0.657994-0.300801j 0.192437+0.0181335j -0.620871-0.221592j -0.0212626+0.151849j -1.62765+0.168806j -0.206064-0.204552j 0.127829-0.324674j 0.221826-0.172701j 0.247871+0.0885557j 0.625312+0.110362j -0.896891-0.0584133j 0.347459+0.0738779j -0.843486-0.6182j 0.314909-0.000217684j -0.56098+0.102406j 0.500406+0.0438654j -0.112493-0.110461j -0.0268883-0.192456j -0.00646194+0.26162j -0.0996931-0.32377j 0.113373+0.160729j 0.121618-0.0570954j -0.354244-0.00433505j -0.123609+0.065526j -0.00396254+0.119893j 0.0537732+0.035467j 
0.0438978-0.326111j -0.0816197+0.516444j 0.515547+0.279487j 0.000727326-0.199659j 0.815577-1.15747j 0.340963+0.360287j -0.671123+1.01949j 0.727932+0.0570492j 0.82311-0.530209j -0.179796-1.15025j -0.099126+0.68484j 0.072131+0.460494j -0.558183+0.501146j -0.116635+0.149076j 0.0238913-0.451968j 0.106761+0.530732j -0.219314-0.504946j 0.0762987-0.108655j 0.427471+0.187326j 0.249129+0.46643j 0.409215-0.713888j 0.159049+0.18621j 0.488955-0.17329j 0.228314-0.0893364j -0.454057+0.235065j 0.423042-0.400306j -0.161867-0.211035j -0.0773244-0.000491345j -0.0766832-0.504361j 0.259961+0.304257j 0.0145048-0.247017j -0.16044+0.347428j 0.13246+0.0402671j -0.0144134+0.190438j -0.0162078+0.263919j -0.021029+0.293419j -0.0903375-0.174452j -0.194316+0.0669442j -0.160714-0.095909j -0.276943+0.104028j 0.493063+0.155454j -0.218521-1.30211j 0.525279+0.630789j -0.14915+0.0785275j 0.268993-0.853223j -0.0080398+0.0961062j -0.938455+0.628597j -0.806137+0.563821j -0.41897+1.25116j -1.0494+0.0896521j 0.416317+0.481637j 0.135097-0.0218741j -0.380562-0.0519324j -0.815806+0.619387j 0.0807686-0.353374j 0.108595+0.545906j -0.614772-0.170465j -0.302974-0.517514j -0.20154-0.353086j 0.596627-0.00484763j -0.297847+0.606846j 0.393634+0.0514078j -0.826854-0.0339836j -0.162604-0.37046j 0.159508-0.218587j -0.0339414-0.127284j -0.0559798+0.448927j -0.0404732+0.150743j -0.64871-0.545866j -0.280361-0.254344j -0.475204-0.153913j 0.209849+0.0862786j -0.140243-0.255931j 0.0262626-0.642569j -0.298268-0.494395j 0.49773+0.267641j -0.495013+0.306318j 0.416775-0.394015j -0.206362-0.068489j 0.209076-0.318438j -0.105794+0.113453j 0.0262334+0.108273j -0.517068-0.277712j 0.0295422-0.211548j -0.0671825+0.0568564j 0.224481-0.0241646j -0.0478221-0.122941j 0.221798+0.069699j 0.111382-0.00304277j -0.0760457+0.0457422j 0.118998-0.223035j 0.211373-0.0699119j 
-0.0618382-0.274669j 0.0316214-0.405309j 0.424025-0.231462j 0.138784-1.1199j -0.249711-0.41871j 0.267252+0.917593j -0.276023-0.752146j 0.215421+0.0254908j -0.171561-0.57132j -0.0984938+0.385865j -0.402985+0.586982j 0.552825-0.391611j 0.684991-1.43867j -0.225546-0.144881j 0.284606+0.08152j 0.0621388-0.112977j -0.418474-0.568626j -0.356696+0.0341357j -0.323555+0.217649j 0.269208+0.506549j -0.29228-0.269527j 0.25454+0.04763j -0.27438+0.0725946j 0.283703+0.19797j -0.525454+0.0317458j 0.0366293+0.00921776j -0.0483968-0.029331j 0.370349+0.224045j -0.153094+0.285564j -0.125365-0.0700538j 0.10698-0.237551j -0.299177+0.188095j -0.0470964-0.0274106j 0.0482896-0.493203j 0.066298-0.104554j -0.74333+0.202818j 0.0274342+0.0786592j -0.0223764+0.527923j 0.524119-0.0544043j 0.558723-0.351159j -0.0480116-0.00274459j -0.451591+0.0656717j -0.227665-0.212424j 0.297892-0.429069j 1.06823-1.5503j -0.180842-0.330194j 0.209023-0.757512j -0.445144+0.580265j 0.912325+0.637139j -0.141238-0.892223j 0.363826+0.147827j -0.194559+0.558315j 0.455889-0.754038j 0.176731-0.0501185j 0.47443-0.0486696j -1.46842+0.325081j 0.164657+0.382581j -0.991654+0.263858j 0.48482+0.526307j 0.0407628+0.0893829j 0.301171-0.215499j 0.154489-0.953101j -0.557508+0.0762054j -0.271339-0.0828527j -0.37302+0.170914j 0.046055+0.105162j -0.316877-0.356391j -0.381819+0.238886j -0.147808-0.0611986j 0.179074+0.256784j -0.928028+0.128674j -0.145607+0.16788j 0.0488171-0.0255397j 0.116471-0.0106093j -0.575961+0.134595j 0.262152+0.326389j -0.431514-0.13686j 0.199921-0.246006j 0.293244-0.131144j 0.144003+0.0452446j -0.301147-0.32005j 0.36877-0.204245j 0.0930005-0.0616934j -0.191734+0.111297j -0.0689534+0.125554j -0.240876-0.182061j -0.215801+0.0737985j -0.076304+0.136058j -0.377269-0.135246j 0.11076-0.000109682j -0.0607327+0.328437j -0.140253+0.114927j 
0.039192+0.118791j -0.437168+0.0942355j -0.333343+0.888719j -0.576459+0.864256j 0.657092+0.429828j 0.66483-0.384036j -0.200439-0.853091j 0.355545-0.581521j -0.484987-0.454365j 0.361441-0.581466j 0.00407476+0.202274j 0.937645-0.367073j -0.703506-0.0872421j 0.154518-0.020402j 0.0993228+0.040381j -0.0756661-0.613162j 0.246182-0.836464j 0.085765+0.0549121j -0.0503559+0.292108j 0.252529+0.000526645j -0.307465+0.0165417j -0.132588+0.260968j -0.0626416-0.214072j -0.0665432-0.0688972j -0.506027-0.302673j -0.0270178-0.0929774j -0.176988+0.392976j 0.129649+0.0310811j -0.204689+0.0556977j 0.264731-0.17012j -0.177744+0.128736j -0.39318-0.414639j 0.0272704-0.0524724j 0.184383-0.104753j -0.161353-0.245326j -0.182037-0.385709j -0.0680281-0.118726j -0.00369749-0.0546505j 0.327825-0.0149614j 0.308483-0.250447j -0.372746+0.421152j 0.820188-1.16241j 0.138423+1.01624j 0.371452+0.786513j -0.955109+1.28989j -0.147513-0.0501223j -0.118436+0.0633503j 1.11968+0.524579j -0.141166-0.333211j 0.419552+0.0999622j 0.338459+0.179775j 0.033762+0.179501j -0.31339-0.645119j -0.227553+0.462439j 0.215863-0.577556j 0.0302475+0.461706j 0.663415+0.236211j 0.12944-0.0515818j 0.119212+0.48744j 0.388951+0.0104116j -0.104583-0.169481j -0.606391+0.245156j -0.430456+0.652881j 0.333521-0.123647j 0.0388323-0.470617j -0.151927+0.370621j -0.308741-0.258971j 0.0444237-0.169787j -0.0340655-0.085158j -0.312802+0.126066j -0.0615092+0.271685j -0.0596413+0.188628j 0.29338+0.610113j -0.0380039-0.0839616j 0.151196-0.315805j -0.220126+0.166104j 0.36734+0.0128158j 0.151141-0.127874j 0.133755-0.121906j -0.0700424-0.212053j 0.1477-0.222327j -0.0426992+0.357141j 0.18888+0.214214j 0.113142-0.0891742j -0.0992066-0.0657167j 0.119805-0.190831j 0.0592773-0.00105584j -0.108009-0.0436159j -0.0993275-0.0462879j 0.0597871-0.106005j -0.146011+0.1038j -0.233048+0.0950687j 
0.217483+0.142426j -0.0861726+0.0089356j 0.220658+0.274437j -0.139696+0.338726j -0.375453-0.271037j 0.03518+0.163393j 0.293066+0.0133504j -0.0305793+0.192963j 0.0585781+0.0334738j 0.0379329-0.091932j -0.00917302-0.0700928j -0.162982-0.0144119j -0.0657488+0.134402j -0.132354-0.0860747j -0.133813-0.135074j 0.0933637+0.0899344j 0.359457+0.0202944j -0.090102-0.123132j -0.145327+0.0315987j 0.268902+0.276657j -0.0196002+0.0272297j 0.0429295+0.117066j 0.30618+0.311936j -0.0263708-0.116369j 0.575802+0.325172j 0.299998+0.0517539j -0.47727-0.280886j -0.650987-0.0462705j -0.265368-0.0802814j -0.234927+0.3798j -0.455957+0.347585j 0.412408+0.795813j -0.0258736+0.132715j 0.10188-0.25434j 0.626212+0.0608045j 0.424212-0.0802518j -0.702295-0.28243j 0.0268575+0.355117j -0.0587694+0.539518j 0.0544482-1.45477j 0.55421-0.400432j -0.131682-0.518501j -1.4067-0.208003j 2.15336+0.0336869j -0.320508+0.209058j 0.0654855-0.153933j 0.0287857-0.199822j 0.101295+0.0739767j -0.260653-0.0296689j -0.31728+0.283339j -0.533839+0.0802347j 0.128282+0.16346j 0.266058-0.148262j 0.331366+0.057925j -0.0457932-0.0213451j 0.681397-0.18982j 0.337235-0.0333343j 0.0521851-0.0859919j -0.279287-0.129789j 0.236494+0.11231j -0.317055-0.0680663j -0.589858+0.285462j 0.0507417-0.42855j 0.480048-0.103119j -0.0219685-0.164454j 0.450497-0.359796j 0.0876191-0.0689519j 0.165966-0.0743625j 0.355981-0.157948j 0.106591+0.0481782j 0.387735-0.189011j 0.0264287+0.0198006j 0.0561017+0.353268j 0.157313+0.0543506j 0.125944+0.15258j -0.226217-0.380354j 0.246386+0.369988j -0.494937+0.0715616j 0.472428+0.369574j -0.259497-0.231985j 0.172256+0.0235114j -0.75203-0.127637j 0.544637+0.571469j -0.281901+0.324469j 0.810087-0.642518j -0.0785663+0.49053j 0.359309+0.422237j -0.975519-0.10254j -0.370615+0.820118j -0.200982+0.433771j 0.91468+0.228092j -0.110393+0.586089j 
-0.639481-0.548777j -0.0501862-0.47804j -0.650892-0.526294j 0.502992-0.105425j 1.14099+0.613088j -0.650484-0.241852j -0.737816-1.02411j -0.0879114-0.437215j -0.169833+0.267698j 0.336835+0.490833j 0.350423+0.405619j 0.175561-0.926521j -0.352872-0.0443462j 0.0693149+0.693616j 0.19291-0.104374j -0.150485-0.162201j 0.287931-0.00144272j 0.00185534-0.0966885j -0.46405+0.175484j -0.0441462+0.590977j -0.429371-0.40221j -0.179308-0.09861j 0.0852651+0.252946j 0.149021+0.156889j 0.289353+0.142213j 0.210036+0.165574j -0.473182-0.0782567j -0.463781+0.0502268j -0.317243-0.173622j -0.17605+0.23618j -0.429451+0.0303535j 0.0565661+0.195624j -0.0416941+0.0612876j -0.0518475+0.0757006j 0.148579-0.00281207j 0.0788732+0.796129j -0.420968+0.161643j 0.0614786-0.101467j 0.376195+0.394595j -0.167948-0.285224j 0.596366-0.728133j -0.538347+0.699216j -0.0218017-0.64415j 0.341655-0.626587j 0.278987-0.185662j 0.803027+0.821936j -0.514683+0.275341j 0.51588-0.682501j -0.570806-0.508829j 0.507721-0.860835j 0.713444+0.416346j 0.517333+0.30693j -0.578969-0.0216259j 0.0383861-0.409875j 0.334008+0.0266556j 0.442737+0.278815j 0.999371-0.200847j 0.108209+0.448872j 0.387516+0.00196238j -0.396202-0.317418j 0.138365+0.109946j -0.880173-0.23423j 0.253751+0.0290249j 0.57542-0.0185551j 0.0760191-0.0448913j 0.369632-0.171992j 0.0996017+0.241275j -0.116239+0.181403j 0.516843-0.179649j -0.567709+0.172925j 0.241195-0.285228j -0.130203+0.0157485j -0.333194+0.37343j -0.280879+0.0436027j -0.0343668+0.00633362j -0.129253+0.112704j 0.241238-0.067479j 0.131678-0.111893j 0.172731+0.164935j -0.0296439-0.15295j 0.29721-0.177587j -0.367649+0.211084j -0.0660264+0.378161j 0.0827033-0.239617j 0.0947684-0.112396j 0.307968+0.143298j 0.214128-0.188554j -0.349628-0.0611557j 0.138732+0.0390465j -0.16739+0.0654179j 0.254203-0.556542j 0.122614+0.0162873j 
-0.0630268+0.0203091j 0.00748094-0.1234j -0.110827+0.0155178j -0.0906471+0.0353434j 0.17058-0.0635505j -0.166096-0.00319029j 0.0672727-0.0594715j -0.061523-0.0772613j -0.0407636+0.0169809j -0.0117725+0.114271j 0.0669463+0.0767185j 0.082456-0.175838j -0.124259-0.0640491j -0.0618798+0.011083j 0.0560462-0.0556724j -0.0051179+0.000176414j 0.0768786+0.209677j 0.0226388-0.0431935j -0.104843-0.113896j -0.131813+0.20988j -0.0602535-0.0944177j -0.0536135+0.000759567j -0.0553344+0.242575j 0.051688+0.0205296j -0.0373797+0.395483j 0.0608722+0.182598j -0.0428599-0.340027j -0.197153-0.333053j -0.142138-0.203368j -0.264563+0.0199587j -0.205231-0.163035j -0.315052+0.38547j -0.043077+0.0412712j 0.104601-0.00164698j 0.0738742+0.204927j 0.0481669+0.265049j -0.102149-0.219871j -0.0829397+0.0840991j -0.196843+0.14844j 0.739746-0.172806j 0.127362+0.520139j 0.197118-0.0991019j 0.169006-0.811113j 0.395147+1.19989j -0.286765-0.145636j 0.175888+0.142488j 0.215098+0.103884j 0.0752917-0.0563217j 0.00669058-0.138705j -0.0790816-0.262441j -0.115011+0.0870664j -0.143772+0.0623809j 0.248491+0.0415967j 0.11097+0.0840055j 0.083194+0.0779299j 0.287408+0.113772j 0.293402+0.127015j -0.0131369+0.040377j 0.0766166+0.0117447j -0.0283562+0.067162j 0.00484122-0.0469548j -0.444721-0.0597603j 0.492033-0.0013863j 0.250217-0.0735454j 0.199437+0.0426302j 0.488958-0.178494j 0.160822-0.0345939j -0.0414194-0.00718819j 0.31938-0.225903j -0.11506+0.152074j 0.287652-0.593552j -0.00539195-0.0708743j -0.539194+0.350585j -0.170492+0.376187j -0.154042+0.139438j 0.385067+0.32488j -0.574692-0.477208j -0.0897635-0.292882j -0.573029+0.167525j 0.251269+0.00428426j -0.0224268+0.214115j -0.0700902-0.50879j -0.577372+0.579006j -0.225686-0.282661j 0.656978+0.609978j -0.938664-0.157713j -0.415794+0.434601j 0.454646-0.972232j -0.615993-0.752621j -0.310198-0.628415j -0.724968+1.45743j -0.692468-0.0382536j 
-0.131091+0.18594j 0.378776-0.0188637j -0.179961+0.0267192j -0.220996-0.0326269j -0.0225405+0.0560902j 0.0843241+0.15393j -0.01685+0.0352108j 0.190101+0.136109j 0.0545507-0.112515j -0.0012766+0.300599j -0.186408-0.345669j 0.0178437+0.063055j 0.321352+0.226893j 0.0534824+0.230388j -0.472978-0.0561257j -0.143073-0.167128j -0.240202+0.364897j -0.382072+0.0864576j 0.391502-0.299265j 0.981137-0.104102j 0.11687-0.388954j 0.516982-0.3715j 0.233737-0.126194j -0.0327665+0.20923j -0.0734119+0.0176752j 0.263703-0.220067j -0.0668201-0.451781j -0.0696368+0.331696j -0.0786479-0.737463j -0.0354766+0.481319j 0.0620657-0.316611j -0.148251-0.00763918j 0.135954+0.0899413j -0.0411172+0.572058j 0.191028-0.285387j 0.427725-0.0467517j -0.704272-0.722522j 0.758679-0.610668j 0.677868+0.525253j -0.988559-0.806512j -0.383294-1.31688j -0.0339877-0.214266j -0.244201+0.518632j 0.414622-0.14878j 0.0725827-0.0258081j 0.257933+0.0440502j -0.0930136-0.153886j 0.463138+0.153688j -0.611575-0.122143j -0.381372+0.224822j -0.847534-0.064051j 0.26986-0.151126j 0.537958-0.0776045j 0.745693+0.0259392j 0.371711-0.159681j 1.21928-0.152589j 0.941833-0.237713j 0.0128943-0.0741272j -0.153893-0.0786416j -0.091846+0.145455j -0.252625-0.199851j -1.14652+0.0868802j 0.414184-0.0645647j 1.03764+0.160827j 0.313387+0.0643673j 1.04671+0.211306j 0.457734+0.0951631j -0.0358203+0.173304j 1.14708+0.198902j -0.359554+0.171836j 1.74932+0.620319j 0.109848+0.0956944j -0.802654+0.289534j -0.768254+0.0874343j 0.237125+0.353826j -0.65281+0.0652921j 1.73432+0.0704691j -0.332785-0.0981707j 0.71741-0.497077j -0.591779-0.0653751j 0.340544-0.336013j -1.19243+0.414998j 0.186807+0.873752j -0.385454-0.25128j 0.517235-0.392033j 0.196115-1.00017j 0.227322-0.504754j -0.535196+0.669937j 0.278623+0.559668j -0.619638+0.359905j -0.573082-0.422424j -0.327929+0.559652j 
-1.02132+0.647855j 1.08388-0.387775j 0.210157+1.00177j 0.204569+0.856723j -0.659207+0.465992j 0.783505-0.120744j -0.0543688-0.630481j 0.350931+0.627731j 0.0226973+0.292416j 0.46999-0.204765j -0.366401+0.128034j -0.251483+0.391374j 0.179985-0.469424j 0.0537159-0.103685j 0.168824+0.162203j 0.151559+0.455916j 0.218-0.0756488j 0.212723+0.0368529j -0.293776+0.0901737j -0.430751+0.15659j -0.275494+0.292005j -0.261131+0.299123j -0.153413+0.157285j 0.151428-0.163825j 0.0232831+0.115384j -0.0775223+0.153365j 0.166242-0.102507j -0.00680865-0.258826j 0.0890724+0.244015j 0.0124824-0.219811j -0.2602+0.0382791j -0.0474885-0.0477933j -0.0480597-0.0128491j -0.613578-0.0684964j -0.502246+0.11068j 2.17675+0.42089j 0.507549+0.180897j -0.0614388+0.221914j -0.604423+0.0694314j -0.368509-0.385196j 0.280668-0.133828j -0.588871-0.229113j 0.51095+0.940808j 0.269081+0.523157j 0.557919-0.415666j -0.851265+0.466863j 0.496643-0.0301506j 0.396934+0.377191j -0.127222-0.8408j -0.263036+0.564273j -0.477382+0.468611j -0.0492714+0.0411319j -0.0976026-0.278392j -0.265252-0.380568j 0.541099+0.108908j -0.712889-0.180023j -0.39245-0.26496j 0.113662-0.145663j 0.361959-0.310415j 0.183358+0.258664j -0.111466-0.130884j 0.329739-0.265412j -0.0570395-0.0959759j -0.168367+0.0496165j 0.0595414-0.0135344j -0.0835972+0.0673435j 0.0223118+0.141617j 0.198401+0.0590051j -0.174159-0.0928449j 0.00917243+0.196796j -0.282689-0.218722j 0.0218096+0.00519721j 0.105405+0.230867j 0.222175+0.0481779j -0.0502801-0.0638356j 0.105707+0.22459j -0.413282-0.148909j 0.0828214-0.156142j -0.179033+0.143968j 0.200607-0.106279j -0.0585057-0.0796452j 0.077852-0.139859j -0.203634-0.0431876j 0.345523-0.0754587j -0.00716601+0.105857j -0.0129002+0.392242j 0.124724+0.24725j -0.049236-0.337643j -0.431174-0.210677j -0.233409-0.495215j 0.113495-0.177295j -0.0277465-0.148823j 
