-0.112806+0.0251147j -0.0430406+0.00289999j -0.0526192+0.00344613j 0.0337203+0.00450175j 0.00257302-0.00973615j 0.00632013+0.0241744j 0.000643187+0.0108645j 0.00517761-0.00187198j -0.0112985-0.0083975j -0.00064364+0.0154362j 0.00626832-0.00855376j 0.00553669+0.0207877j 0.00349959-0.026488j -0.00229218-0.00898147j 0.0107105-0.0125628j 0.0113565-0.00742662j 0.0410343-0.00685507j 0.0139805+0.0029031j -0.00246539+0.0133773j 0.00867664-0.00149362j -0.00826096+0.00059786j 0.00347797+0.00510215j -0.00890763+0.00373581j 0.00805459-0.00105012j -0.00769621+0.0010993j -0.00155171+0.00463477j -0.000648078+0.000278275j 0.00203177-0.00263651j -0.00569193+0.00586655j -0.00122424-0.00109235j 0.001485+0.00584553j -0.00161636-0.00496629j 0.00626142-0.00376379j -0.00336868+0.00351253j 0.00285926-0.00183857j -0.00514234+0.00554172j 0.00906547+0.000523698j 0.000170201-0.00217518j 0.0115877+0.00132954j 0.00648814-0.00282067j -0.00711188+0.00447811j -0.0212859+0.00449429j 0.0229157-0.00141908j 0.00213886+0.00166054j -0.00506256+0.00745557j 0.00541215+0.0023159j 0.000559445+0.00117135j 0.000372137-0.000267129j -0.00464054-0.00296557j -0.00284296-0.00369899j -0.000274736-0.000168111j -0.00645233+0.00283247j -0.0103345+1.45626e-06j 0.00994909+0.000572084j -0.00599555+0.000687072j 0.00544093-0.00199393j 0.00113707+0.00194396j 0.0237521-0.0060326j -0.00184113-0.0106938j -0.00689153+0.0129331j 0.0316499-0.00441568j 0.0207736-0.00150663j 0.00462375+0.00519384j -0.00178096-0.00239771j 0.00351334+7.54617e-05j 0.0206693-0.00504761j 0.0153113-0.00485583j 0.0224455+0.00483232j 0.0311474-0.00282275j -0.000995157-0.000548713j 
-0.00479133-0.000584451j -0.00610069-0.000145556j -0.01834+0.00076827j 0.0230483-0.0004614j 0.0219239-0.00242777j 0.0119755-0.00222923j -0.00331419-0.00381794j 0.011846-0.00601497j -0.0224317-0.00127523j -0.00571124+0.00146263j 0.0108162+0.000731686j 0.00873077+0.00150853j 0.00823941+0.00377031j -0.0051844-0.0060665j 0.0240159+0.00488857j 0.000160781+0.00276186j -0.0109879+0.000633405j 0.018102-0.00415512j -0.00562425+0.0159262j 0.00764772+0.0019091j 0.0152933-0.00325837j 0.0211446+0.00581383j 0.0118156+0.00239983j 0.0121046-0.00682085j 0.00192119-0.00412792j 0.0305099-0.000666879j -0.00910015+0.00126287j 0.0172321-0.00145899j 0.012108+0.00320035j 0.0338311-0.0140518j -0.0382733+0.0137148j -0.00046729-0.00111558j -0.0296969-0.00026663j 0.0252015+0.00132954j -0.00987596-0.00390817j 0.0339859+0.0105348j -0.0582336-0.00256114j -0.0265997-0.00612537j -0.0885583+0.000808193j 0.0153586-0.0036121j 0.0826974+0.00987244j -0.00371822-0.0101824j -0.018526-0.00370604j 0.0229259-0.00723285j -0.00971821-0.00764307j -0.0268651-0.00622766j -0.0112383-0.00150258j -0.000960224-0.00542567j 0.0053158+0.00501728j 0.00200223-0.00137414j -0.00166147+0.000869344j 0.0112966-0.00376004j 0.0265362+0.00269221j -0.0262652-0.00240879j -0.00665365-0.00151937j 0.0104968-0.0147832j 0.00108449-0.016143j -0.00749104-0.00545353j 0.0369705-0.000887633j -0.0123133+0.00651935j 0.0357675-0.00282197j 0.00709379-0.00336726j -0.0174867-0.00464394j 0.00384694+0.00448677j -0.00179994-0.00208025j -0.00447308+0.00437563j -0.0121236+0.0101455j -0.0340636+0.00372824j 0.00579818+0.00126309j 0.0130665-0.000376291j 
-0.0089689-0.00163839j 0.00615395-0.00246923j -0.0331124+0.00806964j 0.0210859-0.00422181j -0.00688958-0.00343552j 0.0151148-0.000730807j 0.00401178+0.00474612j 0.0121455+0.000880442j -0.00271665+0.00287582j 0.000383796+3.592e-05j 0.00484936+0.00393742j 0.000575124+0.00064776j -0.0273107-0.00609425j 0.0152734+0.0077253j -0.0160521-0.00532505j 0.0306781-0.00429915j -0.0257896-0.000196263j 0.0339222+0.00482777j 0.0478388+0.00731679j 0.00956673+0.00290267j -0.013795+0.000813758j 0.00115324-0.000278444j 0.0294537-0.00271175j -0.0159388+0.00139433j 0.0100736-0.00229741j -0.0571096+0.000749862j -0.0193997-0.00172565j -0.0409027-0.00474351j 0.0139229+0.000363901j 0.0219618-0.0012996j -0.0136216+0.00308007j 0.00642496+0.00433937j -0.00799593+0.0139502j -0.00146904-0.0036293j -0.0216651+0.00465187j -0.0226186+0.00569064j -0.00104803-0.00537337j -0.0486151-0.00277967j -0.00103549+0.00267825j -0.0606717-0.00677289j -0.0388558+0.000352842j 0.0124953-0.0173964j -0.0165154+0.00252211j -0.0216586+0.00567246j 0.0037678+0.00115539j -0.0137919+0.0153141j 0.00363373-0.0075343j 0.00120903+0.00561392j 0.00465044+0.00211664j 0.0039192+0.0204136j 0.000626744+0.000535405j -0.0187312-0.000103806j 0.00969568-0.0113206j 0.00351428+0.00907847j 0.0194085+0.0022772j -0.0150105+0.0215013j 0.00169211-0.000582252j -0.0353295-0.0112481j -0.00934966+0.0224317j -0.0197215+0.00110251j -0.00346058+0.000540641j 0.000767405-0.00209143j -0.00543449-0.00341911j 0.00242314+0.00301915j -0.00438522+0.000468099j -0.0222468-5.01491e-05j -0.0227152-0.000628748j -0.0120028+0.00121433j -0.0115903-0.00106504j 0.00224351-0.000453629j 
-0.00695553+0.000574662j 0.00170592-0.00241509j 0.000423087+0.0141208j -0.0169872+0.00395036j 0.00563487-0.00574985j -0.0157272-0.0041013j -0.0172086+0.00558698j 0.0009582-0.00398067j 0.00275097+0.00868522j -0.0183429-0.000920786j -0.00420641-0.00093613j 0.0169263-0.00185447j 0.0108047+0.00215j 0.0285883+0.000486412j 0.0381924-0.000917788j 0.0306184+0.00159702j -0.0313599+0.00297008j 0.0174284+0.00734948j 0.00299799+0.00871289j 0.0162263-0.000567014j -0.0392499-0.0132891j -0.0293273+0.0079291j -0.0412944-0.00491743j -0.0434383+0.00715473j 0.0010826-0.0094959j -0.0281455-0.00407781j 0.0415807+0.000387763j -0.0155367-0.00473489j -0.0102829-0.00504119j -0.00772933+0.00833039j 0.00578862+0.00898821j 0.0151949-0.00725171j -0.0262958-3.1243e-05j -0.00251411+0.0061203j 0.0173427-0.00981385j -0.0139001-0.00475358j 0.0406273+0.00176154j -0.00510445-0.00442595j -0.00192309+0.00923186j 0.0502667+0.000460564j 0.06167-0.000968882j -0.02796-0.00352661j -0.0723682-0.0051327j -0.0121204+0.00280288j -0.00292938-0.0164322j 0.00627924+0.0172866j 0.0292598-0.00307923j -0.00846861-0.0105022j 0.0205416-0.00466876j 0.034456+0.00467178j 0.00253645+0.000685488j -0.00377423-0.00398248j 0.0234156+0.00970192j -0.00973798-0.0028041j 0.0193164+0.0049745j -0.0331266+0.0132715j 0.00372989-0.0148603j -0.0236433+0.00926696j 0.0114145-0.0237309j 0.00548304+0.0215596j -0.0229176-0.000391772j -0.0052609-0.00287303j -0.00816913+0.00665462j 0.00188857-0.00219395j -0.00127451-0.00448891j -0.0260931-0.00663257j 0.00567006-0.00841409j 0.00276574+0.0100111j 0.022596-0.00456333j 0.0203224-0.00184909j 
-0.00109677-0.00405647j 0.0115011-0.000626931j -0.0075925+0.00202778j -0.00161372-0.00310776j 0.014813+0.00224879j -0.0211902-0.000404662j -0.0131141+0.00620121j -0.00612367+0.00232747j -0.00375697+0.00369536j 0.000119187-0.00507923j -0.0114102-0.00243253j -0.0168367-0.00121148j 0.0170492-0.0041567j -0.023739+0.001232j -0.00546142+3.19783e-06j 0.00128138+0.00838674j -0.0240966+0.00026355j 0.0123932-0.00166283j -0.00878765+0.00191688j 0.00871787+0.00358563j -0.02461+0.0153474j -0.01666-0.00746934j -0.0139914-0.0035201j 0.0540732-0.00952828j -0.0446556-0.00519382j -0.0210732-0.0012242j -0.034958-0.00369673j -0.0209662+0.00679767j 0.0189675+0.00106307j -0.000902826-0.00762582j -0.0352869-9.84021e-06j -0.0144062-0.0111569j -0.0230013-0.00448936j 0.0373286+0.00419396j -0.00937098+0.00648692j -0.0467009+0.00409886j 0.0606871+0.0135074j 0.0087803+0.00288299j 0.0136014-0.00203113j -0.0547463+0.00270457j 0.00805424+0.0162152j -0.00108166+0.0035592j -0.00698198-0.00384517j -0.00560664+0.000944478j -0.00226778+0.00364423j -0.00559989+0.0131663j 0.0227067-0.00293207j -0.00587922-0.0269895j -0.00624233-0.0180457j -0.00970149-0.0273178j 0.00315888+0.00158784j -0.0262536-0.00631251j -0.00778464+0.0401398j 0.00553284-0.0186924j 0.0278537+0.00866981j 0.0403769-0.0131557j -0.000599048-0.0425017j -0.001467+0.00848149j 0.0163036-0.00507147j -0.00196541+0.00486446j 0.000371955+0.000488421j 0.0078107-0.00158257j -0.0036454-1.71181e-05j 0.0012665+0.00116768j -0.00180248-0.0044918j -0.0310098+0.00286474j 0.00167544-0.0049791j -0.00335225-0.00642325j -0.0287189+0.00188572j 0.0122035-2.90989e-05j 
0.00578421+0.000666845j -0.0049338+0.000541618j 0.0111002-0.00755123j 0.0131199+0.00298613j -0.0145972+0.00503492j -0.00372651-0.00242215j 0.0250638-0.00147688j -0.00371379-0.00028177j 0.00170791-0.000630765j -0.00812458-0.00191999j -0.0163761-0.00196406j 0.0195901+0.000127397j -0.0167715-0.00408483j 0.022874+0.00231147j 0.0167315+0.00264214j -0.0193003+0.00317574j 0.0246284+0.00447172j -0.0101187-0.00115588j -0.000977756-0.0126272j -0.0118253-0.00700252j 0.00486523+0.00734654j 0.000251739-0.00247889j -0.0184496+0.000468807j 0.0163978+0.00169676j -0.00875605+0.00774939j 0.010108+0.00681297j 0.0324062+0.00205798j -0.015201+0.00807626j 0.00765162+0.0141761j -0.0108791+0.0113179j -0.00548752+0.00963681j 0.0356512+0.00515029j -0.0292788+0.0100234j 0.0331625+0.00300293j -0.0103649-0.0163611j -0.0194036+0.00748525j 0.045128-0.00647706j 0.0566001+0.00834628j -0.0231127-0.0113829j -0.042074-0.0106047j 0.0576928-0.0104176j -0.00455825+0.00766481j 0.0222527+0.0187427j -0.000585329+0.000818574j 0.00615863+0.00407229j -0.000748738-0.00114819j -0.0361895+0.00488262j 0.00451692+0.0136143j -0.0123831+0.00898688j -0.0151452+0.00952479j 0.00488869+0.000687207j -0.0077762+0.0032869j -0.0100394-0.0321873j 0.0158182+0.0184666j 0.00370023-0.00267424j -0.0059515-0.00772213j 0.00621852-0.00471775j 0.0187378-0.0141354j -0.00673055-0.0097734j -0.0137308+0.0150824j 0.0231881-0.00454631j -0.00386273+0.00281663j 0.0233382+0.00746196j -0.00524686+0.00183051j 0.00383844-0.00193118j -0.00359304+0.00319726j 0.0216993-0.0099395j 0.00610774-0.0124781j -0.0273446+0.00523362j 0.00347826+0.00123388j 
0.00698812-0.00509182j -0.00374157-0.000667601j -0.0205457+0.00473826j 0.0103165-0.000448831j 0.00612323+0.00435281j 0.012648-0.00465999j 0.0184911-0.000531281j 0.00215794-0.00403639j 0.000967618+0.00142447j 0.000445262-0.00268855j 0.00021575-0.00276991j 0.00615556-0.000723657j 0.00547387-0.00351028j -0.00179453-0.00220164j 0.0177357+0.00406088j -0.0303877+0.00703299j -0.041489-0.000637828j 0.018688+0.00368069j -0.012049+0.0145854j -0.0352463+0.0109707j -0.0120429+0.00590119j 0.0232179-0.0104842j 0.0335197-0.00455333j 0.0307345-0.00605587j 0.0587994-0.00390418j 0.0585975-0.0146585j 0.00111311-0.00502092j -0.0207386-0.00130634j 0.0683135+0.000167985j 0.0141128+0.00983841j -0.0262033-0.0100674j 0.0207049-0.00925728j -0.0193776-0.0143167j -0.00322469+0.00479669j -0.0175447+0.00341378j -0.0408629-0.00550117j 0.0486986+0.00925624j -0.0243846+0.0029295j 0.0500663-0.0103103j 0.0148038+0.0135487j -0.0147216+0.0102368j -0.0092007+0.00623125j -0.0274552-0.0126109j 0.000811895+0.000836922j -0.0107869+0.00570138j -0.0472988-0.00237005j 0.0298177-0.00260603j 0.00361686+0.0198937j 0.000220535+0.00963076j -0.0110896+0.00874739j 0.00240999-0.00125078j 0.008441+0.0150763j -0.00464817-0.0335578j 0.00224579+0.0103414j 0.0087958-0.0062484j -0.011012+0.00507308j 0.00391+0.0350277j 0.0250946-0.0147218j -0.00392219-0.00188047j -0.00293459+0.0150795j -0.0103037-0.00440492j 0.0069427-0.00371448j -0.0323604+0.0029331j 0.00602802-0.00145301j -0.00264256+0.00300992j -0.00284716-0.0028712j -0.00619412-0.00209996j -0.0256482+0.00572325j -0.0246986-0.00274789j -0.000453434-0.00099316j 
-0.00805334+0.0011662j 0.00344622+0.00133502j 0.00344744-0.00176771j 0.00634155+0.00087671j -0.0103046+0.00398195j 0.023304-0.00173315j -0.021138+0.000708895j 0.0202632-0.00323029j -0.0147161-0.000760077j 0.00437453-0.000884753j 0.0119792-0.00259428j -0.00761215+0.00199504j -0.0257998-0.00181765j 0.0190061-0.00260083j -0.0430633+0.00123336j 0.0369098+0.00735556j -0.00861284-0.00257669j 0.00103415-0.00357311j 0.00327964+0.000809882j 0.0100313-8.92192e-05j -0.00274951-0.000672222j 0.0171412+0.0027469j -0.0052813+0.00249558j 0.00449001-0.00445128j 0.008382-0.0030355j 0.0218909+0.00170131j 0.00710916+0.00226632j -0.0078635-0.00978607j 0.00505921-0.0107093j -0.00528166+0.00695548j -0.0303018-0.0065527j -0.0295708-0.00265812j -0.0769589-0.00587495j 0.0352923+0.000468628j 0.0300809+0.00860472j -0.00193919-0.00693828j 0.0593197+0.00353752j 0.0742+0.00187916j -0.0124482+0.00973214j 0.0222773+0.000533039j 0.0149452+0.0123157j 0.000182651+0.00490611j 0.00235602-0.00777398j 0.00522008-0.0053891j 0.0115366-0.00304754j -0.0156064-0.0182328j 0.017152+0.00159254j 0.00167999+0.00795098j -0.00386205-0.00222221j -0.00954363+0.00923816j -0.00252699-0.0010713j 0.0105268+0.0116833j 0.00459712-0.00831512j -0.00922509+0.0131136j -0.00603035-0.00467403j 0.00304658-0.00376908j -0.00145168+0.0218482j 0.0137669+0.00195489j 0.0106874+0.000500132j 0.00895912-0.00839335j 0.00118474+0.00191137j 0.00188915+0.000950105j 0.00113972+0.000528735j -0.000458923+7.35571e-05j 2.57264e-05+0.00211997j -0.00252752+0.00175333j -0.000268692+0.0036222j 0.000665785+0.000659088j -0.00111058+0.00136905j 0.00360588+6.78197e-05j 
0.00381338+0.00243369j -0.00262271+0.00270575j 0.0153458-0.0051916j 0.00284359+0.00327367j 0.00895185+0.0025316j 0.00508468+0.000798914j 0.0115471-0.00141144j 0.0188624-0.00197544j 0.00914358-0.00455193j -0.0125098+0.00107074j -0.0302801-0.00132907j 0.00779903+0.00115272j -0.0284319-0.00074488j 0.0388015-0.00185839j -0.00284502+0.00237375j 0.0279665-0.00237311j 0.0167048-0.00282769j -0.00585784-0.00875519j 0.00396081-0.00559189j 0.0144561+0.00478918j -0.0029261+0.00497316j 0.00761161-0.00113079j -0.0306615-0.00980405j 0.0399887-0.00376133j -0.036521+0.00181783j 0.0111107-0.0049644j 0.0170491+0.00274997j 0.0162503-0.00739187j -0.027727+0.000853468j 0.0105367+0.000656543j 0.00224857-0.00508811j 0.0402959-0.00794546j 0.022224-0.00586318j 0.00140744+0.0121962j -0.0393253-0.000117431j -0.0134663-0.00514234j -0.0376027+0.0114022j -0.0552126+0.00361274j -0.00283397+0.0032468j -0.00462637+0.0203317j 0.000129463-0.00163829j 0.0087703+0.00967951j 0.0043918-0.00918386j 0.0169519-0.00576548j 0.00272363+0.00964088j 0.00864476-0.0271833j 0.00969587+0.00258261j 0.00134191+0.00591592j -0.00332001-0.019766j -0.00622637+0.00438667j 0.00434239-0.000266588j 0.0185882+0.0174655j -0.0119215+0.0156387j -0.00855035+0.0168193j 0.00354513-0.00286426j 0.0192872-0.0139994j -0.00168422-0.00906737j 0.0101868+0.00522131j 0.0010671+0.0117961j 0.012626-0.0217886j 0.0036361+0.00433178j 0.00587915+0.00121494j 0.0102584-0.00321564j -0.00152583-0.000842012j -0.000443495+0.00308717j 0.00269026+0.00120987j -0.00615268+0.0057178j 0.0120455+0.000503933j 0.0184716+0.000504197j -0.000962524+0.000235287j 
-0.00176159-0.000795297j -0.00171169-0.000742607j -0.000402992-0.000913338j -0.010478+0.000565133j 0.00238473-0.000778702j -0.0137369+0.00132977j 0.0136855+0.00157862j 0.00149666+0.00157279j -0.0170158+0.000827792j -0.00485194-0.001276j -8.75975e-06-0.00124945j -0.00529124-0.00240961j 0.00318485+0.00217212j -0.0150176+0.00210597j -0.00110642+0.00093036j -0.000940541+0.00178374j 0.00691229+0.0040794j 0.00321478-0.00278889j -0.00764917-0.00790754j -0.00769103-8.98518e-05j -0.0202725+0.0099373j -0.00264842-0.00877044j -0.00072116-0.00558479j 0.0192625-0.00855786j -0.0184034-0.00436523j -0.0142402+0.0101046j -0.00152918+0.00473041j -0.00208501-0.0211085j -0.00521276-0.00283723j -0.000661094+0.00251915j -0.00171329-0.0107899j 0.0144049-0.00644995j 0.00477684+0.0093229j 0.000940843+0.0040081j -0.0100088+0.00656612j 0.00919588-0.005064j -0.0183876-0.019401j 0.0116479+0.0134795j -0.0330744+0.00187875j 0.015146+0.00591994j 0.0284407-0.00233272j 0.0164698-0.00479993j -0.00340803+0.00673472j 0.00208907+0.000910011j -0.00548492-0.0215388j 0.00120746+0.0225954j -0.0124308+0.000971424j 0.0012791-0.0046074j -0.00391793-0.0321532j -0.000208054+0.0038643j 0.0036159-0.00382324j -0.0109183-0.000819661j -0.00424622+0.0367338j 0.00434062+0.00800602j 0.0143469+0.000739231j -0.00300471+0.029848j -0.000938143+0.0964068j -0.00299859-0.0223379j 0.00185111-0.00321296j -0.00121425+0.01914j 0.00287168-0.00669038j -0.00168136-0.00258665j 0.00386771-0.00138243j -0.000496042-0.0111598j 7.64534e-05+0.0112356j -0.00817902-0.00104731j 0.00451756-0.00767153j -0.00992861-0.0031952j -0.0105631+0.000295424j 0.00757619-9.38742e-05j 
-0.00412504+0.000314005j 0.000217893-0.00014861j -0.00363683+0.00382543j -0.0144512+0.00176215j -0.0157692+0.000407693j -0.0158107-0.00320376j 0.00595579-6.08643e-05j 0.0164325-0.00238786j -0.0492179-0.00078808j -0.00483662-0.00170221j -0.00805337-0.000136998j -0.0117797+0.000543812j -0.00691427-0.00311639j -0.0177163+0.00313577j -0.0354898-0.000430552j 0.0217666-0.00614442j -0.0147574+0.000834418j 0.013178-0.000225041j -0.0206616+0.000857692j -0.0214134+0.00260887j -0.00676761+0.00212328j 0.0147394-0.00276253j 0.016183-0.000161041j 0.00872496-0.0113296j 0.00113111-0.0232079j -0.0196428-0.0136091j 0.00508374-0.0040093j -0.00720191+0.00910383j -0.0238292+0.0139428j -0.0100035+0.0148737j 0.014677+0.00647695j 0.00806119+0.00464049j 0.00183265+0.00398403j -0.00941607+0.0071306j -0.0174395-0.0284837j 0.00717557+0.0227504j -0.0288447+0.0238592j 0.0118563+0.000980627j -0.00526556-0.0101024j 0.0380643+0.020925j -0.00207252-0.0146921j -0.0164409-0.00637152j -0.0179639-0.0015361j 0.00170203+0.00239019j -0.00878097+0.00233145j -0.00377886+0.00752947j 5.05887e-05-0.00605038j 0.000239115+0.010733j 0.00473351+0.0247936j 0.00185779-0.00118178j 0.009403-0.0018144j 0.00473119-0.0133423j -0.00140334-0.0155878j 0.00265529-0.0176897j 0.013251+0.000509802j -0.00943268+0.00647056j -0.00108762+0.00207605j -0.0060881-0.00239525j -0.00600885+0.00656649j 0.00663218+0.00175997j -0.00456562-0.000326731j -0.00155332-0.00195646j -0.0123294-0.00101145j 0.0023059+0.00106446j -0.000946311+0.000135421j -0.00518933-0.000307236j 0.0015408+0.00221754j -0.00972125+0.00480321j 0.00086-0.00102922j 0.00534639-0.000677081j 
9.79994e-05-0.0028062j 0.00758424-0.000504102j 0.0121532-0.00205154j -0.00297541+0.00193506j 0.00559611+0.0046125j 0.0158702-0.00260035j 0.0313578-0.00289326j -0.0112446+0.000948785j -0.0124334+0.00188421j 0.0115361-0.00185893j 0.00575358+0.000409905j -0.00319636-0.00161619j -0.0242349-0.000488331j -0.0415707-0.000858626j -0.0159402+0.00075312j 0.0105636+0.00027435j 0.00523168+0.0122331j 0.00408891+0.00148108j -0.0247004-0.00915069j 0.00560501-0.0048071j -0.0500063-0.00110393j -0.0220216-0.00369759j -0.0329802+0.00578224j -0.0259131+0.00158599j -0.0245907-0.00607582j -0.00803595+0.0192172j 0.0162223+0.00130001j 0.000481759+0.00190121j -0.0308321-0.0109179j 0.00211931-0.0129276j 0.00697304-0.00554905j -0.013177-0.00491356j -0.0356699-0.0278812j 0.0239779+0.00506702j -0.0176715+0.0069538j 0.00120873-0.00239987j -0.0199806-0.00319063j -0.0396363+0.000752028j -0.0166423+0.00836662j 0.0169317-0.00716648j 0.0180915+0.0073091j 0.0122406+0.0329708j -0.0327158+0.00795951j 0.00430531+0.0060905j 0.0013334+0.0144076j 0.00824876+0.00607448j -0.00428364+0.00106984j 0.000527547-0.00595508j 0.00204499+0.00568966j 0.0109837+0.00918979j -0.00469632+0.00202535j -0.0141312+0.00966014j 0.00282363-0.0373196j 0.00588177+0.0189589j -0.00917645+0.00291519j -0.00349834-0.00449236j 0.00348528-0.0328204j 0.0127617-0.0168154j 0.00413063-0.0130039j -0.00322178+0.026302j -0.000297277-0.00735271j -0.00395786-0.00114466j 0.0177453+0.0135595j -0.00389827+0.00486787j 0.00240414-0.00530279j -0.0214865-0.00475742j 0.0201987-0.0192207j 0.00705994-0.00436555j -0.00762129-0.000384187j 0.0169481-0.000448512j 
-0.000934435-0.000945253j -0.00147588-0.0010836j -0.00337511+0.00219025j -0.00768443-0.000856672j -0.00417585-0.000379309j -0.0114315+0.000825293j 0.0122105+0.00138087j 0.0036974-3.87384e-05j -0.0125681+0.000482321j -0.00349912+0.000878712j 0.0034021-0.000713838j -0.00494745+0.000629375j 0.00339692-0.000551832j -0.00961296+0.00151557j -0.00551195-0.000143325j -0.00633917+0.00127026j -0.00630359+0.000652401j -0.00801022+0.000914879j -0.00810439+0.00571984j -0.0130603-0.00168517j 0.013005+0.00341683j 0.0131281+0.000426758j 0.0225099-0.0113437j 0.00950314-0.00858277j 0.0258174+0.00407514j 0.0170901-0.00371816j -0.00251576-0.00202886j 0.00139781-0.0218554j 0.0223185-0.00214267j -0.0101447+0.00283005j 0.0103412-0.0125387j -0.000862802-0.00259549j 0.0280737+0.0168151j -0.0281206+0.0130842j 0.0237039+0.000533573j 0.0144439+0.0138046j 0.00494081-0.0156028j 0.0323297+0.00135583j 0.0181531+0.00339051j 0.032396-0.00280705j 0.00690739+0.00584004j 0.00221343-0.0111941j 0.00162418+0.000800435j 0.00425234+0.00186022j -0.00282786+0.0146027j -0.00801963-0.00595603j -0.00722964-0.00684571j -0.000596999+0.0254964j -0.00512633-0.0241509j -0.00119623+0.0467956j 0.00105424+0.00206959j 0.000709604+0.0193436j -0.00319977+0.0113944j 0.000562993+0.0395883j 0.00205568+0.00946819j -0.00893815+0.0118866j 0.00128401-0.0899772j -0.00318773+0.00230312j -0.007116+0.00751356j 0.00318279+0.00516534j -0.00827453-0.00177267j -0.00128922-0.00149851j -0.00900325+0.000177238j 0.00125895+0.00126343j 0.000187527-0.00251128j 0.00475313+1.21554e-05j 0.00335966+0.000483219j -0.0108737+0.00215439j -0.0106304-0.000709858j -0.00221137-0.000343614j 
0.000832019+0.00226175j -0.000548669-0.000368797j 0.00185053+0.00380064j 0.0103524-0.00054967j -0.0183775+0.000391538j 0.0171579-0.000203898j -0.0165113-0.00152793j -0.0158692-0.00197396j -0.0427511+0.000436697j 0.0143522+0.00277304j -0.0570875-0.00212965j 0.0137336-0.000570567j 0.0056247+0.00139865j -0.0338867+0.000222693j -0.00305606-0.00230272j -0.00597908+0.000199334j -0.00887225-0.00305682j 0.0100067+0.00342769j -0.0126905-0.0071417j -0.000816005+0.00291555j 0.0453689-0.0163701j -0.000512827+0.0113436j 0.00179155+0.00588453j 0.00366855+0.00348881j -0.000816312-0.0124775j 0.0146535-6.54509e-05j 0.00827953+0.00183073j -0.00244008-0.0214366j 0.0214258-0.00488944j -0.00693631+0.00961688j 0.00710967-0.0185058j 0.0239607+0.00728373j 0.022721+0.00863762j 0.000177214-0.00154671j -0.0208153-0.00201651j -0.0157649-0.000827571j 0.0132686-0.0119956j -0.0218484-0.0113141j 0.00753465+0.022167j -0.0267132-0.0186808j 0.0222449-0.00262471j -0.0210229-0.00522076j -0.00392922-0.00329682j -0.000130183+0.000540969j 0.00502785+0.00129247j 0.00593978-0.00565024j 0.00459222+0.00548196j -0.000795187-0.00633719j 0.00905547-0.00411343j 0.0128715-0.0216697j -0.00126557-4.71273e-05j 0.0105783+0.0066827j 0.00571368-0.00204045j -0.00838295-0.0026372j -0.00565182-0.00786766j -0.00110212-0.0157608j 0.00379176+0.00381158j 0.00726882+0.0137997j -0.00212715-0.0122378j 0.00367188-0.00399207j -0.00896875+0.0065402j -0.00182289+0.00255879j -0.00732505+0.00305783j 0.00105673+0.00211007j -0.000642383+0.00192833j 0.00922043-0.00244553j -0.0101587+0.00142637j 0.00641855+0.00571989j 0.0132281-0.00167156j -0.00889077-0.000298902j 
-0.00171107+0.00140655j 0.00358333+0.000178527j 0.00702864-0.00362482j -0.0237261+0.00503065j 0.0145649+0.000286519j 0.020481+0.000101651j -0.0087147+0.000471218j 0.00747244-0.000377417j 0.0041459-0.00136221j 0.00245994+0.00109905j -0.0189118+0.000936612j -0.00398327+0.0049227j -0.0111007+0.00201412j 0.00357094-0.00481769j -0.0144104+0.00398088j 0.03331+0.00175685j 0.0156966+0.00602485j -0.0140881-0.00520021j -0.015117+0.00711642j 0.0244328+0.00882096j -0.00861984-0.00636598j 0.0233347-0.0140837j -0.000492332+0.0123856j 0.0370802+0.000152874j 0.0255788+0.000848916j 0.0550533+0.00241794j 0.0317139+0.0119626j 0.00248038+0.00187694j 0.0692002-0.00878401j 0.00834497+0.004489j -0.00153083+0.0114512j 0.0476622+0.00943146j 0.0563703-0.0051781j -0.0282128-0.019978j 0.0150072+0.00628526j -4.59204e-05-0.00492812j 0.0276851-0.0120359j 0.017696+0.00118691j 0.0148146-0.00488477j 0.0134866-0.0121652j 0.015932+0.00271289j 0.00926557-0.00970169j 0.0143861+0.00864133j 0.0222897+0.00390714j -0.00577703+0.0115707j -0.00780966+0.0168274j -0.0190537-0.0103681j 7.09055e-05-0.0298457j -0.00047178+0.0179937j -0.00150109+0.00215479j -0.000867052+0.00108292j -0.00161116-0.0223745j -0.00357379-0.0018294j 0.00780415-0.0190322j 0.00864982+0.00722901j -0.0130574+0.0133638j 0.00359183-0.0115607j 0.0068281-0.0129235j -0.00813225+0.0262058j 0.00493559-0.00203254j 0.00409804-0.00449164j 0.00130559-0.00207232j 0.00268862-0.00188498j -0.000906062+0.00382133j 0.000937621-0.00327454j 0.00410312+0.00239616j 0.00739566-0.000926661j -0.0101357-0.00359489j -0.0144023+0.00132381j 0.00185176+9.21333e-05j 
