-0.112806+0.0251147j -0.0430406+0.00289999j -0.0526192+0.00344613j 0.0337203+0.00450175j 0.00257302-0.00973615j 0.00632013+0.0241744j 0.000643187+0.0108645j 0.00517761-0.00187198j -0.0112985-0.0083975j -0.00064364+0.0154362j 0.00626832-0.00855376j 0.00553669+0.0207877j 0.00349959-0.026488j -0.00229218-0.00898147j 0.0107105-0.0125628j 0.0113565-0.00742662j 0.0410343-0.00685507j 0.0139805+0.0029031j -0.00246539+0.0133773j 0.00867664-0.00149362j -0.00826096+0.00059786j 0.00347797+0.00510215j -0.00890763+0.00373581j 0.00805459-0.00105012j -0.00769621+0.0010993j -0.00155171+0.00463477j -0.000648078+0.000278275j 0.00203177-0.00263651j -0.00569193+0.00586655j -0.00122424-0.00109235j 0.001485+0.00584553j -0.00161636-0.00496629j 0.00626142-0.00376379j -0.00336868+0.00351253j 0.00285926-0.00183857j -0.00514234+0.00554172j 0.00906547+0.000523698j 0.000170201-0.00217518j 0.0115877+0.00132954j 0.00648814-0.00282067j -0.00711188+0.00447811j -0.0212859+0.00449429j 0.0229157-0.00141908j 0.00213886+0.00166054j -0.00506256+0.00745557j 0.00541215+0.0023159j 0.000559445+0.00117135j 0.000372137-0.000267129j -0.00464054-0.00296557j -0.00284296-0.00369899j -0.000274736-0.000168111j -0.00645233+0.00283247j -0.0103345+1.45626e-06j 0.00994909+0.000572084j -0.00599555+0.000687072j 0.00544093-0.00199393j 0.00113707+0.00194396j 0.0237521-0.0060326j -0.00184113-0.0106938j -0.00689153+0.0129331j 0.0316499-0.00441568j 0.0207736-0.00150663j 0.00462375+0.00519384j -0.00178096-0.00239771j 0.00351334+7.54617e-05j 0.0206693-0.00504761j 0.0153113-0.00485583j 0.0224455+0.00483232j 0.0311474-0.00282275j -0.000995157-0.000548713j 
-0.0139098+0.00142238j 0.00429868+0.000667497j -0.0583033-0.0118626j -0.0138198+0.000347252j -0.00899438-0.00146284j -0.00652582+0.00146105j 0.000585927-0.00182863j -0.00267104+0.00308858j 0.00147369-0.00207127j -0.00337941-3.77278e-05j -3.1998e-06+0.00132374j 0.00137914+4.54581e-05j 0.00296276+0.00126881j -0.00297514+0.00129034j 0.00689887-0.00114501j 0.00469636-0.00156429j -0.0467533+0.0117495j -0.035617-0.000460108j -0.0018982-0.00400536j -0.0139963-0.00623909j 0.0100235-0.00021846j -0.00740144-0.00608072j 0.00434396-0.00467616j -0.00510158-0.000635941j 0.00758591+0.000208377j 0.00280486+0.0112941j 0.00535097+0.00361138j 0.00113129+0.00703032j -0.00373995-0.00206394j 0.00110927-0.00155843j 0.00258737+0.00573909j 0.00416102+0.00363108j -0.00384201+0.00795927j 0.00169989-0.00154983j -0.00225133+0.000541366j -0.00179433+0.00755204j -0.00291801-0.00654159j 0.000683022+0.0140445j -0.000391987-0.00373426j -0.00940428-0.0084181j -0.0118253-0.00518993j 0.0143877-0.00110987j 0.0126569-0.00898618j 0.0380007-0.00362248j 0.0389739+0.000674765j 0.0752766-0.0215307j 0.0385019+0.0112192j -0.00269721-0.0012507j 0.00822781+0.0062306j 0.0295329+0.0037885j 0.00139868+0.000117594j 0.0295484+0.0103494j 0.0124517+0.00652385j -0.00789008-0.0132409j 0.0224514+0.000372555j -0.0455099+0.0114545j 0.0115202-0.000473895j 0.0414378+0.0122545j 0.0280911-0.00771702j 0.0342062-0.0147609j 0.0769965-0.00328721j 0.00848012-0.00665976j 0.0107718+0.0184427j -2.18628e-06+0.00235253j -0.0062216-0.00706109j -0.0471519-0.0389653j -0.0188489-0.0368835j -0.0490565+0.0263216j -0.12704-0.0310458j 0.102186-0.00658245j 
-0.00907365-0.000436849j -0.00511707-0.000657677j 0.0145529+0.00192366j -0.0140626+0.000234861j 0.00109202+0.000293676j -0.00301659-0.000614939j 0.00331617+5.22445e-05j -0.00202116+0.00032691j -0.000471356+0.00139861j -0.0016967-0.000613363j -0.000200168-0.000233551j 0.00190038-0.000276381j 0.000909277-4.58783e-06j -0.0018725+0.000786338j 0.002579+8.7638e-05j 0.00251726-0.000118884j -0.012661-0.00475764j 0.012306+0.00507523j -0.00774799-0.0020975j -0.0148025-0.000435926j -0.00629126+0.00269645j -0.0122508+0.002672j 0.00978073+0.00168615j -0.0228934+0.00450292j 0.0113409+0.000496564j -0.0336917+0.00652286j 0.00417945-0.0025325j -0.0202252+0.0018421j 0.00551954+0.00246363j -0.00225934-0.000103018j 0.00426619-0.00244033j 0.00121326-0.00138607j -0.00816765-0.000283016j -0.00510599+0.000929878j 0.00569284-0.00100949j -0.00314086+0.000125412j 0.00709481-0.00124269j -0.0134986+0.000357925j -0.00904131+0.00175169j 0.0023959+0.00113577j 0.0182153-0.00258765j -0.0114802+0.00660304j 0.0264029+0.00501049j 0.174095-0.00723322j -0.00877343+0.00633056j -0.0160426+0.000755455j 0.0786446-0.00745885j -0.00344879-0.000438677j 0.00316525+0.00347158j 0.00697867+0.010031j 0.000304752+0.000155077j -0.0088382-0.0138991j 0.00715494+0.00476165j -0.0041611+0.0049467j 0.00260892+0.00592524j 0.00964172-0.0123271j -0.0059984+0.00436428j -0.0390916+0.00243593j -0.0216391-0.00203718j -0.0390278+0.0118629j -0.040755+0.0138707j 0.114116+0.00499395j 0.0645997-0.0104438j -0.0135177+0.00116212j 0.00904853+0.00252158j 0.078691-0.00172514j 0.0109739+0.0151241j 0.0128017+0.0128998j -0.124115-0.0128769j -0.121437+0.000218779j 
0.016139+0.00130988j 0.004718+0.000986678j 0.00200985+0.000888918j 0.0226712+0.000458333j 0.0047239-3.92381e-05j 0.00042376+0.000898233j -0.00381252+0.000480873j 0.0033935-0.00066136j 0.00405581-0.000697392j 0.00367038+0.000447067j -0.000489012-0.000183481j -0.00759925+0.000101016j -0.00135118-0.000568508j 0.00149846-0.000845727j -0.0112128-0.000256217j -0.00746625+0.000148956j 0.0949061+0.00756168j -0.0165906-0.00401223j -0.00347638+0.00572803j 0.00566545+0.00276147j 0.0151877+0.00330642j 0.0272735-0.0004947j 0.018388-0.00149091j 0.0216006-0.00504454j -0.000342291+0.000380574j 0.00364699-0.00313405j -0.0115803+0.00292682j 0.00115021-0.000557694j 0.00372783-0.00156028j 0.0037678-0.000623694j -0.00950903+0.00186449j -0.00566218+0.000491863j -0.00270472-4.55761e-05j 0.00553686-0.00136664j -0.00608813+0.00246934j -0.00267779+0.000604055j -0.00378122+0.00223597j -0.00162344-0.000496756j 0.000178218+0.000312606j 0.00380093+0.00314586j -0.00269087+0.00434748j -0.0134657-0.000737476j -0.063584+0.0048388j -0.0869202+0.0131407j 0.031125-0.00579772j 0.04722+0.00746737j 0.0398227+0.0138322j -0.00355691+0.00010858j 0.0239552-0.00483915j 0.0385873-0.00258472j 0.000742348-1.36914e-06j 0.0158184-0.0134487j 0.0204577-0.00617283j -0.0150785+0.0146063j 0.0229847-0.00133586j -0.0339089-0.00868228j 0.00397923+0.000726285j -0.0356966+0.00293627j 0.00104222-0.00178515j 0.0343602-0.0121645j -0.00211007+0.0134174j 0.142347-0.011122j 0.0199336-0.0389223j -0.00905965+0.00769141j 0.0182955-0.00412641j 0.108945-0.00201653j 0.0812659-0.0162277j -0.0515663-0.00544788j -0.121919-0.0074718j 0.0598738-0.0061752j 
-0.00523687-0.000113367j -0.00362892-5.81724e-05j 0.0186518-0.00343208j 0.0036851-1.45734e-05j 0.0194327-0.00128386j 0.00282495-0.00028123j -0.00430377-0.000119096j 0.00869618+0.000145882j -0.0103026+0.000641941j -0.00276495-6.37293e-05j 0.0059163-3.4667e-05j 0.00119309-0.000430516j 0.00636803+0.000446577j 0.00103554+0.000287958j 0.00854452-0.000453835j 0.00315669-0.000358563j 0.0180176+0.000858432j 0.00915143-0.000716685j -0.0342897+0.00109094j -0.0142622-0.00205454j 0.0140019-0.00272001j 0.0128907-0.00136606j 0.0256636-0.000505681j -0.014186+0.000185723j 0.0254792-0.000290272j -0.00837479+0.00585021j 0.0102469+0.000466505j -0.0113505+0.00107479j 0.0162087+0.00162149j -0.000710174-0.000654954j 0.000226815+0.000979613j 0.00995051+0.00110236j -0.00620233-7.8389e-05j -0.00427657+0.00212399j -0.00437078-0.00244922j 0.00309126+0.00433821j -0.0116949-0.00457715j -0.0234225+0.00407383j -0.0144268-0.00419181j 0.0103289-0.00646579j 0.0186302-0.002743j 0.00302173+0.00207125j 0.113773-0.00900815j -0.0229695+0.000897669j 0.0112742-0.00481075j -0.0451076+0.000865906j 0.0952933+0.00258626j -0.00582666-7.61383e-05j 0.00857076-0.00297319j -0.0065876-0.00692792j 0.000235277+2.4438e-05j 0.0028514+0.00382192j 0.0206569-0.00114769j -0.020948-0.00108593j 0.0108117-0.00168066j 0.0131806+0.00331706j -0.00923151-0.00376326j -0.0499089-0.0105019j -0.00977343+0.00230049j -0.0140005-0.00460237j -0.0591951-0.0135373j -0.0364574-0.0192844j 0.00342945-0.00566939j -0.00259379+7.44651e-05j 0.00575654+0.00432934j -0.0684839+0.00926217j 0.0555229+0.020488j 0.166022+0.0345349j -0.0651007+0.0141997j 0.0751808-0.00791827j 
6.80721e-05+0.000302096j -0.00475676+0.000451051j 0.0510123-0.0031544j -0.00127813+0.00056511j 0.0108195-0.000500496j 0.00592867-0.000984159j 0.0033231-0.000518773j 0.00122713-0.000489668j -0.00422427+0.000333809j 0.00123165-4.04009e-05j 0.000689852-0.000183815j 0.00386677-0.000400992j -0.00294666+0.000193521j -4.79964e-05-0.000195097j 0.00190112+3.59089e-05j 2.27685e-05-4.88086e-05j -0.0245963-0.00133202j 0.0219884-0.00141673j -0.0117662+0.000561291j 0.0078451+0.00162361j 0.00600926-0.00316207j 0.0163196-0.00218273j 0.0126826-0.00458173j 0.00403145+0.0013759j 0.00609263-0.00295006j -0.0352869+0.00493231j -0.00714729+0.000465547j -0.011454+0.00249184j -0.00272064-0.000687151j 0.00538742+2.93409e-05j -0.00572334-0.000696897j -0.00908354+0.00060445j -0.00335245+0.00069534j -0.0112741+0.00162855j 0.0090125-0.000405636j -0.0201954-6.14376e-05j 0.0199147+0.000139024j -0.0300642+0.00476827j 0.0201843-0.000308103j 0.0390436-0.0044679j 0.02135-0.00443604j -0.0210498+0.00269458j 0.0288077-0.0124632j -0.0178369+0.000226891j -0.00995586+0.0106456j -5.3006e-05-0.00663315j 0.0191563-0.0126012j 0.0014736+0.00095097j -0.000701818+0.000805509j 0.00199722+0.000156605j 0.000150543-0.000184711j -0.0273717+0.00181969j -0.010292+0.000105385j 0.013262-0.00277055j 0.00100308-0.000467814j 0.0277776+0.00463117j -0.00243519+0.00376266j -0.00843202+0.00442861j -0.00159977-0.0122655j -0.0418815+0.00331904j 0.0583878+0.00449008j -0.0927632-0.0163864j 0.153104-0.00717309j -0.0262086+0.00155142j 0.00550739-0.00152357j 0.163555+0.0177925j -0.0666751-0.01816j -0.0690507-0.000700521j -0.0125817+0.0231389j 0.0344667-0.00801457j 
0.000779248+6.91485e-05j 0.00236256+6.29235e-05j -0.00604704+6.67832e-05j 0.00391184-0.000376179j 0.00267908+1.53786e-06j -0.00184591+0.000524527j -0.00125352-0.000163046j -0.00149191-1.8785e-05j -0.00244328-0.000164589j 0.00190662+0.000106292j 0.00120884-0.000162925j 0.00454248-0.000124393j -0.00360142+1.24194e-05j -0.00172976-0.000214609j 0.00214813-0.000245897j -0.00160864+0.000106876j -0.00161161+0.000368023j -0.00788422+0.000403355j -0.0176102+0.000401978j 0.00193637-0.00139273j 0.00238637-0.000252244j -0.0104297+0.00121756j -0.00398548-0.000158667j 0.00119007-0.000834491j 0.00610153-0.000410629j -0.00629726+0.000126888j 0.00114155-0.000264931j 0.0046897+0.000696429j -0.00968752-7.22061e-05j 0.00624638+0.000224185j -0.0130805+0.000160768j 0.00986891-5.71954e-05j 0.00252439+0.000810734j -0.00660114-0.000209086j 0.00414851+7.6317e-05j -0.00822259-0.00113557j -9.57425e-05+0.0004429j 0.00660312+0.000384918j -0.00249548-0.00103994j 0.00671161+0.00122186j -0.0113896-0.000806006j -0.0021162-0.000505032j 0.00360223+0.000439323j 0.00829887-0.000501173j 0.0463948-0.00397693j -0.0206377+0.00148682j -0.00558503+0.000985236j 0.0654402-0.0127349j 0.0205587-0.00139722j 0.0251898-0.00145966j -0.00326334-7.53999e-05j 0.0103988+0.000495446j -0.0437667-0.000814108j 0.0184012+0.000339491j -0.00962718-0.00170169j 0.00776879+0.00129311j 0.059594+0.0129877j -0.0275124-0.0023726j 0.0306906+0.00210125j -0.00470085-0.00093036j -0.00267702-0.00045827j 0.00222934+0.000682018j -0.0192217+0.00184995j -0.00175+0.0036345j 0.00214903+0.00717335j -0.00759496-0.00160804j 0.00809443-0.00126557j 0.00434758+8.05348e-05j -0.000279291-0.00101017j -0.000583481+0.000264155j 
0.0260942-0.000599945j 0.00778157+0.000561407j -0.00252514-0.00135277j 0.0210704-0.00015259j 0.00492565+0.00149447j 0.0130061-0.00102172j -0.00113552-0.00114463j 0.00962615-0.000280997j -0.0144309-0.000575479j 0.00444424-0.000262476j 0.00597406+0.000247613j 0.00195317-2.24151e-05j -0.00225944+0.000666523j 0.00167632-0.000523599j -0.00537708+0.00117824j -0.00975796+0.000952586j 0.0790578+0.00237187j 0.00329642-0.00304181j -0.00461025-0.00390547j 0.00487463-0.000384178j 0.00110293+0.0015676j -0.0146483-0.000429854j -0.0243286+0.000207773j -0.00549908-0.00193412j -0.0130868-6.7709e-05j -0.00389075-0.00210965j 0.0075416+0.000719739j 0.0143874+8.98862e-05j -0.0239425-0.000903753j -0.00472232+5.53413e-05j 0.0145208-0.000555296j -0.00140524+0.000341924j 0.0177443-0.000575429j -0.0095809+0.0003822j 0.0113794+0.000142735j 0.00329786-0.000901171j 0.0035653-0.000963723j 0.013668-0.00142583j 0.0118028-0.00212603j 0.0135364+0.00013939j 0.00311614+0.000770803j -0.0237498+0.000368052j 0.0463244+0.00219458j -0.019858+0.00455253j -0.0503411+0.0154614j -0.0553088-0.00928508j 0.00662466+0.00453035j -0.0041946+0.00107017j 0.0159367+0.00118826j 0.0195055+0.00186198j -0.000326759-0.000210167j 0.00488008-0.00698433j 0.0111488+0.00355741j -0.00342197+0.000678472j -0.00933766+0.0016046j -0.0263469-0.00151742j 0.0073513+0.00416384j 0.0451645+0.00238013j 0.0120815-0.0121622j -0.0723869-0.00256972j -0.0351824-0.00469206j 0.129502-0.00509226j -0.0249153+0.00328612j 0.0123294-0.000521029j -0.028545-0.00145361j -0.139706-0.00431434j -0.138594-0.00703964j 0.00299117+0.00759092j -0.0401061+0.000815618j -0.00598388-0.00236028j 
0.00112659-0.000502697j 0.00171416-0.000169003j -0.012733+0.00298888j 0.00947361-0.00142822j 0.00923535+0.00084027j 0.00503443-0.000239521j -0.00306433-0.000394352j 0.00758711-0.000225569j -0.00785786-0.00037079j -0.000605947-7.3476e-05j 0.00492829-6.11835e-05j 0.00219802-0.00018564j 0.00216672+0.000619286j 0.00165998-0.000295075j 0.00546829+0.000338025j -0.000361281+0.000582952j -0.0020209+0.000754441j -0.00788906-0.00141506j -0.033426+0.00162914j -0.0129572+0.000713461j 0.0134075+0.00142084j 0.0173464+0.00127911j 0.0202295+0.0022967j 0.0163289-0.00260423j 0.015495+0.000855622j 0.00664424-0.00449752j -0.00214238+0.000182012j 0.00303659-0.00264267j 0.00561579+0.000966974j 0.00248394+0.000119159j -0.00301852-0.00027682j 0.00331888-0.00013158j 0.00408915-0.00130243j -0.00448529-0.000311636j -0.00453826+0.000181357j -0.00438645-0.00142852j -0.00514259+0.000756661j -0.00373687-0.00463825j 0.00819599-0.000472445j 0.0089438+0.00182719j -0.00944028+0.00276023j 0.00145699+0.00161586j 0.0196858+0.0092126j -0.095564-0.00509376j -0.011097+0.0103737j -0.016575+0.0043288j 0.0217222-0.00205848j -0.00658929+0.00119722j 0.0253255+0.0015133j 0.0251548+0.00270354j 0.000563097-8.74929e-05j 0.0253158+0.00592747j 0.0291527+0.00115717j -0.0357556-0.00268995j 0.0192487+0.00102776j -0.00419243-0.00444807j -0.0036526+0.00346446j -0.0178631+0.00620342j 0.0477642+0.000487495j 0.0187903+0.0155215j 7.62126e-05+0.00839308j -0.0176+0.0261209j 0.172943+0.000853014j -0.0310817-0.00120413j 0.00810086+0.0031727j -0.0150437-0.00826046j 0.0144704+0.026945j 0.0339702-0.0177785j -0.00681451-0.0263261j 0.139577+0.0117764j 
-0.00347969-0.00167909j 0.00660156-0.000549452j -0.0978296-0.000249134j 0.00116299-0.00269214j -0.0204565-0.000972425j -0.00518963-0.000593806j -0.00362177-0.000113569j 8.42362e-05-0.000518686j 0.00521237+0.000619636j -0.00162794-0.000220345j 0.000154549-0.000411187j -0.000956566-0.000155677j 0.0014441+0.000335557j 0.00175879-3.80456e-05j 0.000233805-4.75219e-05j -0.00125549+0.000575846j -0.0392181-0.00364223j -0.0205314-0.000242674j -0.0164714+0.00156873j -0.0180465-0.000414308j -0.0232851-0.00078876j -0.0217213-0.00103458j -0.0236204+0.0001246j 0.0210503-0.00193312j -0.00702023+0.000512767j 0.067566+0.000109287j 0.00519348+0.000733774j 0.0293599-0.000820963j 0.000924875+0.00157585j -0.00268535-0.000196603j 0.00409074+0.000498857j 0.012603+0.000801378j 0.0130823+0.000152422j 0.012605+9.87997e-05j -0.0120422+0.000175585j 0.0221792+0.00111368j -0.0225837-0.00039735j 0.0597057+0.000917767j -0.0144303-0.00224395j -0.0517758-0.00237499j -0.0456707+0.000723353j 0.0121991+0.000407286j -0.11386-0.0053247j -0.0060623+0.00946771j -0.0218568+0.00439784j -0.0328021-0.00227304j -0.0395779+0.0018211j -0.00334141+0.000981992j 0.00939376-0.0026891j -0.000252332-0.00506339j 1.14497e-06-9.78097e-05j 0.0234252+0.000297371j 0.0193199-0.00269777j -0.0310868+0.000578561j 0.0047902-0.0021526j 0.012179+0.00591063j -0.00949731-8.42311e-05j -0.0387734-0.000424807j 0.0181798-0.00713401j -0.00347827-0.00301787j -0.0493124-0.00357112j -0.0203003-0.0169356j 0.135641-0.0131334j -0.0252039+0.00256111j 0.00885614-0.000616281j -0.0166196+0.00702476j 0.0309512-0.0059753j 0.0232919+0.0109497j 0.0349931+0.0145114j -0.183404-0.00681301j 
0.0166391-0.0012073j 0.0074254+0.000170263j -0.0405639-0.0036414j 0.0160421-0.000565246j -0.0112978-0.000154761j -0.000132807-0.000241226j -0.00460798-0.000166942j 0.00204882-9.04251e-05j 0.00463752-0.000255378j 0.00413773-0.000273041j -0.000732275+0.000136471j -0.00643821+0.000295756j -0.00179739+0.000265728j 0.00282734-0.000183113j -0.0148798+0.000983731j -0.0100149+0.00064215j 0.121475-0.00574728j -0.0233517-0.00207851j 0.00387144-0.00107753j -0.0046769-0.00104563j 0.0110834-0.000464285j -0.00416195-0.000251967j -0.001982-2.07542e-05j -0.000704333+0.000841339j -0.00105416+0.00061793j 0.0183646+0.00225519j 0.00534266+0.000407171j 0.0117362+0.00068684j 0.000568215+0.000354734j -0.00305707+1.15152e-05j 0.0108585-0.000146216j 0.00796665+0.000820262j 0.0196235+0.00010882j -0.00156283+0.000339623j 0.00247647-0.000680945j 0.0215503+0.000147614j -0.0146857-0.000590859j 0.0403839+0.00146097j -0.017543+0.000147797j -0.0286062-0.00151491j -0.011439-0.00232826j -0.017444+0.00230663j -0.133445-0.00148708j 0.0774006-0.00431798j 0.0100051-0.000835285j -0.0271989-0.000378134j 0.144856-0.00613055j -0.00318823-0.000101611j -0.00762764+0.0012152j -0.0116934+0.00104576j 0.000758939-1.94174e-05j -0.0571332+0.00407251j -0.0118398+0.00197604j 0.0303047-0.0032876j 0.00798671+0.000605875j 0.0263601-0.00114724j -0.00317671-1.50026e-05j -0.0137472-0.000218772j -0.0435571+0.00387627j -0.0738684+0.00392567j 0.0434675-0.000790824j -0.196868+0.00571089j -0.0368883+0.00540135j 0.0095729-0.000996045j -0.00871232+0.000262233j 0.0349725-0.00184627j -0.0695731+0.00153513j 0.0521584+0.000346391j -0.0364121-0.00246594j 0.0408385+0.00172292j 
-0.00610717-0.000649889j 0.000648531-0.000500864j -0.0363262+0.00352563j -0.00796537-0.000858735j -0.0124899+0.00041585j -0.00429134-0.00017961j 0.000923174+0.000304926j -0.00343975-0.000335533j 0.00423865+0.000322088j -0.00175496-9.6019e-05j -0.00164692-0.000218996j 0.000700193+0.00013662j 0.000157482-0.00013534j -0.000483537-0.000110885j 0.00189304+0.000216978j 0.00185285+0.000372702j -0.0660318-0.00299541j 0.00575614+0.00143277j 0.00537718-0.000185327j 6.37638e-05+0.000245304j -0.0335097+0.000613004j -0.0279231+0.00109781j -0.0366487+0.00138987j 0.00358687-0.000123847j -0.0177464+0.000370007j 0.0396579-0.0027219j 0.00570405-0.000801838j 0.0180876-0.00129522j -0.00659765-1.43757e-05j -0.00251355+0.000228516j 0.00232731-0.000783902j 0.00395608-0.000936849j 0.000597018-0.0013446j 0.0124046-0.000157908j -0.00494339+0.000129524j 0.0119335-0.00144067j -0.00663886+0.00092364j 0.0327795-0.00317534j -0.00961495+0.00086828j -0.0305819+0.00269067j -0.0188346+0.00162012j 0.00681047+0.000415301j -0.0391336+0.00545674j 0.0341193-0.00118258j -0.0220094+0.000488815j -0.0217755+0.00258915j -0.113124-0.00265101j 0.00420017-7.17019e-05j -0.0156107+0.000472969j -0.0292515+0.00197776j -0.00109615+1.462e-05j 0.0133635-0.00178166j -0.00873292+0.000807732j -0.00339664+0.000874967j -0.025317+0.000947488j 0.0206958-0.00318319j -0.00856633+0.000551005j -0.0274224+4.92364e-05j -0.0391207+0.00227929j -0.0538864+0.00441076j -0.113323+0.00222544j 0.0558194+0.00929503j -0.0614289+0.00413419j 0.0124078-0.000932721j -0.00638158+0.000781749j 0.163894-0.00101215j -0.114949+0.00495342j 0.120143-0.00260279j -0.0101263-0.00363174j 0.234554+0.00313723j 
