0.101123+0.0595101j 0.167472+0.122301j 0.200141+0.281181j 0.116658+0.191829j 0.155611-0.204765j 0.302946-0.392415j -0.0623472-0.290203j 0.160477-0.0250439j -0.131373-0.291412j -0.328782-0.548419j -0.492786+0.016539j -0.00956719-0.546087j 0.937898-0.0265569j -1.71258+0.777952j -0.73419-2.26783j 0.082027-0.187404j 0.148294-0.190901j 0.0874867-0.437054j 0.120675-0.272859j 0.444712-0.30366j -0.620397+0.406077j -0.0572041-0.115663j -0.186497-0.521784j 0.358477-0.0292715j -0.299888-0.384964j 0.522465+0.374397j -0.312651-0.0475724j -0.400033+0.00638191j 0.591954-0.220984j -0.18356+0.116303j 0.519562-0.00311126j 0.143707-0.183028j 0.152909-0.596614j -1.06207-0.40884j 0.94235-1.14931j -1.5795-3.06407j 2.3719-1.44543j 0.13692+0.0286929j 0.0255901+0.0761047j 0.124088-0.22734j -0.0302005-0.266175j -0.0240921+0.0364215j 0.0373862-0.0057507j -0.367716-0.244471j 0.0276247-0.00526021j 0.328455-0.182576j -0.135328+0.145214j 0.252499+0.0250323j 0.329828+0.377188j 0.0245237-0.143012j 0.495934-0.0630088j -0.348447+0.462523j -0.14313-0.3434j 0.191987+0.381561j 0.106366-0.469876j -0.160323+0.0296176j 0.246992+0.111565j -0.288597-0.137468j -0.0135072+0.698331j -0.238402-0.491239j 0.133276-0.194307j -0.659829-0.587301j 0.150385-0.231895j -0.639953-0.428218j 0.0223234+0.0530876j -0.684973-0.0123207j -0.562529-0.0313635j 0.250698-0.0191866j 0.453136-0.0233726j 0.523918-0.557906j -0.227681+0.211283j 0.0572602-0.188295j -0.255503+0.755585j 0.182675-0.149702j -0.289946+0.278847j -0.0724885-0.692555j -0.451987-0.00390192j -0.0495333-0.13919j 0.259449+0.739042j 0.0640788+0.211167j 0.157762+0.222268j 0.206518-0.0237905j 0.314993+0.488323j -0.300039-0.314593j 0.11981-0.207669j 0.629576-0.0559734j 0.88151+0.2801j -0.468751+0.448203j 0.359662-1.72853j -0.589801+0.281905j -1.6121-1.23361j -0.973497+1.16947j 3.49424-0.323179j -1.15356+0.0183099j 0.194679+4.11428j 
0.143423+1.02035j 1.25593-0.81303j -0.119348-0.936029j -0.797614+0.0193065j 0.650376-0.421903j -1.59597+0.894976j -0.304509-1.9637j 0.0635093-0.0956084j -0.0258853+0.0534582j -0.259385-0.100654j 0.563668-0.300141j -0.301811+0.825233j -0.0130752-0.091178j 0.0383401+0.359513j -0.285311+0.293992j 0.404627-0.971443j -1.0815+0.752025j 0.657321+0.410719j 1.0602-0.752613j 0.849013-0.856192j 1.7681+0.99234j -2.95563-0.609958j 0.577571-0.203725j 0.139344-0.59406j -0.711633+0.00840888j 1.17606-1.63922j 0.198917-1.60373j -0.555742-0.625254j -0.665166-0.41875j 0.0894929-0.058468j 0.807906+0.081688j -0.191395-0.18922j -0.0336484+0.233019j 0.449367+0.646106j -0.205251-0.193415j -0.13216-0.368884j -0.12092-0.416687j 0.412403-0.205992j 0.154799-0.340657j 0.483686-0.603028j -0.11298-0.291692j -1.24055+0.587722j 0.284156+1.01221j 0.175026+0.111937j 0.0344277+0.820087j -0.902054+0.420193j -1.4114+0.224142j 1.18853-1.3296j -0.506215-0.583536j -1.29556-1.85054j -1.20006+0.0271746j -1.73927-1.82151j 1.08666+0.678765j 1.04848+1.36548j -0.913491+0.429801j 0.34149-0.293317j 2.72465-1.79504j 0.391793+0.528387j 0.393559+0.361351j 0.922+2.72041j 0.0609177+0.314794j -1.2847+0.913959j -0.725673-0.0187444j 0.940984+1.2973j 0.637446+0.105611j -0.52154+0.896705j -0.284944+0.905452j 0.59787-0.934029j -0.296558-0.474191j 0.38803-2.04716j -0.375286+1.05071j -0.118034-0.100138j -0.545818+1.76524j 0.0561635+0.244882j 0.126197+0.548588j -0.906738-1.31982j -0.214249+1.02983j 0.220603-0.558557j -0.363279+0.779316j 0.773948+0.927527j 0.334905+0.596265j 0.00613394+0.818529j 0.26856+0.43925j -0.233709-0.0451307j 0.264338+0.566701j 0.388836-0.940325j 0.0220053+0.0493089j 0.0111434-0.0509901j 0.0372662-0.162753j 0.0131233+0.827216j 0.270352-0.43225j 0.324037+0.16128j 0.379709-0.332076j 0.303729+0.0855523j 0.259245-0.0787869j 
1.29411+1.01038j 0.0554696+0.470577j -1.26614-0.0567408j 0.0133454-0.902786j -0.307976-0.281436j 0.913717+0.241286j -0.014377-0.471589j 0.678596-0.969678j -0.0729237-0.819555j -0.26933-1.15895j -0.00183651-0.248623j -0.423483+0.33136j 0.347462+0.363807j 0.0798151-0.169557j -0.108594-0.105355j 0.266274-0.849912j 2.56765-0.554595j 1.37987+0.786342j -2.81027-1.28577j 0.407133-0.549621j 0.269129+0.397865j -0.23862-1.06993j -0.0433171-0.51893j 1.33471+1.08163j 1.21844+0.808213j -1.81339+1.33976j 0.344568-0.478108j 0.155797-0.371349j -0.263728+0.0858899j -0.726582-1.50856j 0.184034+0.0418068j 0.375292+0.239317j -0.184744+0.462715j 0.635638+0.650108j -0.0608295+0.190733j 0.469291+0.41223j 0.149641-0.0466859j 0.622515+0.0812983j 0.214513-0.714823j -1.8076-0.739207j -1.01106+0.79685j 0.869708-1.91732j -1.38583-1.35717j -0.813339+0.345039j 0.193439+1.27411j 0.0281499-0.57137j -0.744289-0.145504j -0.175109+0.404468j -0.272504+1.31646j 0.54657-0.0245541j 0.732517+0.501524j -1.90594+0.279441j 0.206274-1.22765j -0.458833+1.72318j -0.915965-1.11768j -0.156642-1.7637j 0.859097+0.368579j -0.806849+0.596447j 0.642589-0.813289j -0.452663-0.0185457j 1.60964+0.103997j 1.01643+0.803023j -0.000787139-0.352987j 0.238225-0.0128504j 0.00171333-0.251491j -0.281203-0.132387j 0.685847+0.502234j -0.229532-0.0886743j -0.457672-0.195793j -1.23193+0.708371j 0.535766-0.40973j 0.236352-0.150626j 0.609825-0.912415j 0.262171-0.268003j 0.631946-0.198652j 0.224219+0.86283j -0.185664-0.786632j -0.0553417+0.813917j 0.105836-0.456004j -0.00026615-0.300317j -0.0228407-0.307192j -0.261893-0.0896175j -0.00376994-0.601978j -0.204594+0.158086j -0.224121+0.0524952j -0.59006-0.12684j -0.375802-0.157486j 0.188672+0.381467j -0.148986+0.519128j 0.247984-0.323881j 0.202328+0.11233j 0.38978-0.103861j -0.222587-0.257106j -0.0079727+0.112649j 0.157868-0.0852587j 
-0.282669+1.07163j 0.363047-0.0368837j -0.491018+0.413986j -1.00367+0.64797j 0.547997+0.523305j -1.04743-0.435142j 0.201796+0.107544j 1.70599-0.845834j -0.799835+0.124477j 0.0522307+0.279269j -0.22741+0.589742j -0.695162-6.15866e-05j -0.409401-0.650932j 0.15544-0.102551j -0.464313+0.111911j 2.29572-0.290761j 0.0300364-2.04636j -0.544356-0.0817575j 0.938541-0.586796j -2.47585+0.248109j -0.759016+2.04125j 1.01912+1.81633j 0.412715+1.51821j 0.722847+1.58392j -0.329108-1.37078j 0.275854-0.703248j -0.0995653-0.528975j 0.553439+0.134839j 0.0802655-1.78767j -0.37803-0.63889j -0.198258+0.247304j 0.195846-0.104519j 0.0821565-0.42266j -0.0677247+0.558663j -0.991828-0.147545j 0.329061+0.168784j 0.158514-0.513751j 1.16435+1.3081j 1.01572-0.280182j -1.15541+1.88712j 0.762527+0.988645j 0.916593-0.262746j -0.25161-0.191665j -0.661187+0.0753266j 0.877809+0.0207121j -0.920291-0.275613j 0.896661+0.775786j -0.41603+0.126725j 2.66477+1.1399j -1.52096+1.0085j 1.8431-1.96792j -0.45362-0.875838j -0.527976+0.219837j 0.311765-2.64641j 0.793096+0.419316j -0.419074-1.57112j -0.697148-0.471308j -0.569108-0.598168j -0.405054+1.11309j 0.609594+2.60251j 1.68036+0.250842j -1.08391-0.467807j -1.07388+0.311368j 0.91056+2.15646j 0.432743+0.119641j 0.876783+1.79963j 0.345855+0.357477j 0.125081-0.848343j -0.32389-0.53363j 0.876035-1.34916j 0.0989121+0.761598j 0.248923-0.183242j -0.383489+1.51892j -0.212402-0.241886j 0.269893+0.609783j -0.682751-0.829555j -0.230352+0.224578j 0.362732-0.355169j 0.228572+0.36872j 0.450863+1.42175j -0.0173072+0.195963j 0.754384+1.38874j 0.230152+0.394023j 0.0479832-0.408575j 0.0645996+0.677161j -0.299124-0.507285j 0.243666-0.110486j -0.45134-0.390124j -0.434888-0.37041j -0.174866+0.899843j -0.0256001+0.264414j 0.229314+0.39698j 0.220635-0.413279j 0.157085+0.351057j 0.488476+0.00981919j 
0.542878-1.16244j -1.37737-0.603989j -0.730497-1.97255j 2.1354+0.154265j -1.04225+1.16424j -0.225681+0.446595j 0.0579265+0.138835j -0.405515-0.752248j -0.387503-0.0403588j -0.201454+0.0422812j -0.306329+0.577916j -0.320411-0.0840424j -0.0976159-0.117435j 0.0551934+0.488972j -0.0705741+0.213338j -0.143461-0.591176j 0.291772+1.29383j -1.7336-0.168675j -0.44963-1.70512j -1.66428-2.08729j 0.781287+0.617775j -0.765903+0.276005j -0.317716+1.28609j 1.8609-1.65458j -0.316438+0.338416j -0.452545-0.0974199j -0.172394+0.267543j -0.0703528+0.125431j 0.0205466+0.176864j -0.688516-0.0272565j 0.138686-0.0321106j 0.29287-0.128436j 0.0254818-0.81001j -0.432085-0.0781143j 0.0172304+0.165389j -0.540279-0.369372j -0.253631-0.0729843j 2.23996-0.745076j -0.316661-1.45588j 2.25404+0.00382632j 0.563406-1.87091j 2.8899+1.58405j 1.90075-1.84624j 0.575683+0.274707j -1.07079+1.73605j 0.0327437+0.318843j -1.27999-1.35151j 0.209566-1.23818j 0.96663+0.0860408j 0.0427633-0.97316j -0.0895437-0.897752j 1.21515+2.15062j -1.31267+0.435009j 1.48762+0.543815j 0.108369-1.83033j -0.576775+0.048052j 0.911031+0.067542j -0.959845-0.764893j 0.963185-0.192307j -1.38999-0.990701j 0.228339-1.02472j -0.00878795+0.477732j 0.520986-0.11195j -0.810926+0.24183j 0.0338987-0.186658j 0.292094-0.0574124j -0.586023+0.169557j -0.195079-0.0812905j 0.380345+0.277973j -0.278037-0.245475j -0.035333+0.0817443j 0.409589-0.163987j 0.0976658-0.204701j 0.174071-0.208099j -0.229314-0.273734j -0.31402-0.0397878j -0.179927-0.622427j 0.0681515+0.0593962j 0.194194+0.0704036j -0.244879-0.786987j -0.415551-0.301066j -0.520733-0.379478j -0.40594+0.0483339j -0.15758-0.290774j -0.54255+0.0879236j 0.150542+0.399111j 0.242763-0.372218j -0.244688+0.290848j -0.116882-0.165162j 0.433374+0.22915j -0.142479-0.105628j 0.0617256+0.00291394j 0.0907298-0.112357j 0.110864-0.203381j -0.0788454-0.0379319j 
-1.55087-0.816907j 0.392545-0.767122j -0.318845-0.882345j -0.202849-1.50199j -0.290835-0.342642j -0.846952-0.0125131j -0.423809+0.0759069j 0.199123+0.635521j -0.365569+0.00483402j 0.0269025-0.0981516j -0.097128+0.0925223j -0.135709-0.177854j 0.310415+0.140161j 0.0488921-0.269678j 0.650398-0.207823j 0.78053+4.18799j 0.0677318-0.439933j 0.268652+1.79546j -2.85915-0.327444j -0.219631-0.111535j 0.250349+1.84731j 0.321093-0.379124j -0.489403-1.3289j -1.57633+0.10013j -0.452656-0.290441j 0.076471-0.362654j -0.29343-0.450148j -0.0748003-0.00277916j 1.29778+0.21646j 0.326253-0.20526j 0.0638959+0.533557j 0.233568+0.0373242j 0.152093+0.00947235j -0.58834+0.172597j 0.607456-0.504611j -0.10439+0.198754j 0.172135+0.667414j -2.16603+1.37256j -0.00563934+2.21539j 0.694989+0.48268j 0.624604-0.740177j 2.10618+0.273393j 0.724061-1.97368j -1.3785+1.44154j 1.15456+1.05499j -0.751654-0.972629j -0.906088+0.760108j -0.860716+0.253994j 0.553584+0.27069j 0.134522+0.460511j 0.575463+0.00799647j -0.95348-0.0971168j 0.334503-0.783321j -0.840566+0.404094j 0.244182-0.319734j -0.0513407+0.506325j -0.177433+0.503158j -0.161001+0.0239301j 0.219218+0.722103j 0.592342-0.455311j -0.524598-0.433027j -1.0043-0.236748j 0.0134103+0.177948j -0.114317-0.939811j 0.043524-0.0216381j -0.737887-0.269235j 0.366774-0.290628j 0.18862-0.020857j -0.361624+0.326161j 0.231509+0.558299j 0.421813+0.490909j -0.139401+0.236937j -0.379948-0.486122j -0.118261-0.269974j 0.215812-0.15965j -0.531697+0.263472j 0.266543+0.206017j 0.278291+0.148029j 0.158983-0.231949j -0.123335-0.319745j -0.0144473+0.0396406j -0.3888-0.185536j 0.104579+0.490464j 0.263516+0.0320998j -0.143342+0.073848j 0.691727-0.236617j -0.171788+0.426804j -0.0935601-0.250257j 0.186797-0.0437852j -0.336176+0.158176j 0.255823+0.000785582j -0.772416-0.0694575j 0.291391+0.736925j 0.0643073-0.277538j -0.186031+0.398418j 
-0.201701+0.13325j 0.0149802-0.293847j 0.568399-0.0962052j 0.31733-0.430576j -0.104136-0.328496j -0.484801-0.629828j -0.513032-0.0153189j -0.472082+0.0719244j -0.439495+0.166875j -0.848697+0.457781j -0.307017+0.646897j 0.14915+0.0045671j 0.089882-1.67136j 0.133545+2.24642j -3.95192-1.31683j 0.357074+0.44763j -0.0614644+0.206415j -0.249912-0.215703j -0.54895-0.0782913j 0.128351-0.313251j -0.0787749+0.78686j -0.0422275-0.0224757j -0.437741-0.172142j -0.303694-0.464255j -0.463174+0.0683078j 0.621175-0.392692j -0.0871705+0.143346j -0.123494+0.298873j 0.195854-0.0475916j 0.289152+0.6213j -0.177167-0.401389j -0.108691-0.153485j -0.422592-0.305485j -0.628389-0.181237j -0.294486-0.475429j -2.24858-0.674056j 0.756017-2.85476j -0.226642+0.251329j 0.440511+0.279149j 0.36138+0.0673597j -0.404491-0.603959j 0.250514+0.188541j 0.0491715-0.192094j -0.201731-0.308457j 0.332641+0.287658j -0.0935931-0.384511j 0.118621+0.382116j 0.019117+0.490239j 0.103394+0.102867j -0.027999+0.114666j 0.154035-0.338755j -0.17807-0.381297j -0.190685+0.314445j 0.162021-0.549046j 0.0506998-0.0814448j -0.105055+0.401496j 0.0951778-0.300494j -0.324686+0.290938j -0.0616767+0.320833j -0.222546+0.341783j -0.119204+0.265735j -0.554606+0.662513j -0.125324-0.244403j -0.250386+0.523665j 0.0667519+0.0236578j -0.0919776+0.46993j -0.639614+0.654535j 0.0216666-0.204406j 0.487983-0.673322j -0.21-0.617724j -0.382902+0.433293j -0.265342-0.00786552j 0.0706447+0.456265j 0.350203-0.181909j -0.269745+0.771563j -0.388338+0.0393191j 0.10507+0.246641j 0.0997616+0.0530597j 0.199886+0.0694599j 0.370064+0.785363j 0.3122+0.402707j -0.225661+0.00253487j -0.230174+0.213899j -0.317016-0.0237408j -0.242048+0.0754024j 0.42342-0.377398j 0.408725-0.106521j 0.0510373-0.379513j -0.497939-2.05961j -0.481875-0.67055j -1.37528-0.225135j 1.82398+1.34122j 0.872237-1.38177j -3.04934+1.79691j 0.721689-0.192043j 
-0.75593+2.47207j -1.99613-0.597159j 0.245529+0.0878222j -0.29659-0.239789j 0.437392+0.166155j 0.717275-0.175539j 0.276652-0.227207j 0.0425418-0.0628949j 0.137255-0.304872j -0.241045-0.514931j -0.145369-0.158613j -0.0945965+0.0506121j 0.0989878-0.166126j -0.0849654-0.212537j 0.0976353-0.176811j 2.6657+0.0258127j -1.01739+3.57692j -1.69269-0.414869j -0.663656+0.910597j -0.145749+0.514746j -0.00105168-0.583301j 0.14329+0.1889j 0.666181+0.456447j -0.576716+0.347621j 0.558401-0.0999227j -0.766586+0.6659j 0.278307-0.151359j 0.223923-0.473186j -0.0497279+0.154917j 0.0181645-0.666628j 0.651661+0.333786j 0.0942093+0.124599j 0.348546+0.106664j -0.0687311+0.268064j 0.00295648-0.332143j 0.205635+0.0405441j 0.219472-0.0474358j 1.27164+4.28578j 3.52387+0.00906362j 2.42787-1.12617j 0.305904-2.21443j -1.91944+0.480456j -0.100425+1.71929j -0.576839-1.48602j 0.719724+0.169643j 1.09187+0.0853959j -0.595876+0.325741j 0.17896+0.249191j 0.900601+0.104327j -0.00685801+0.0042687j 0.380437-0.579128j -0.0118825+0.0510566j 0.0755717+0.0890217j 0.0673338-0.244138j -0.202238+0.393479j 0.038228+0.23195j -0.211616-0.260038j 0.304168+0.146358j 0.154238-0.352009j 0.0178673+0.604801j -0.201062-0.225163j 0.375795+0.29963j -0.306686+0.152021j 0.435984+0.59742j -0.00863741-0.0586181j 0.658916+0.0916556j 0.479768+0.207506j -0.234495+0.014081j -0.270425-0.161736j -0.471686+0.288964j 0.499408-0.223076j 0.0592272+0.0996119j 0.324049-0.362784j -0.160601+0.0964645j 0.291397-0.0346328j 0.107014+0.823725j 0.00538861-0.289805j -0.0915173-0.0243714j -0.217255-0.519445j 0.241532-0.231206j 0.134553-0.0684011j -0.374818-0.476276j 0.0158418-0.293366j 0.0306954-0.180206j -0.119259-0.230462j 0.295447-0.380307j 0.0285712+0.205991j -0.217926+0.120257j 0.128779-0.00740576j -0.397613+0.390167j 0.294535-0.152432j -0.195579+0.0371938j 0.382448+0.228058j 0.0977256-0.0614258j 0.0636266+0.139175j 
0.137987+0.053002j -0.00130384+0.838687j -0.73053+0.211845j -0.363026+0.740223j -0.607956+0.0883899j -0.269767+0.463873j -0.234976+0.979986j 0.465268-0.45062j -0.148142+0.720607j 0.635546+1.56444j 0.00211151+1.02987j 1.44948+0.362767j -1.25471-1.06655j -0.608425-1.31926j 0.500827-4.33255j -0.16933-0.229375j 0.601182-0.469896j 0.787007+0.360621j 0.822521-0.171192j -0.299438+0.0700696j -0.163553-0.569795j -0.212804+0.286959j -0.222622+0.924639j 0.959529-0.162355j -0.00958775+0.203819j -0.016212-0.393239j 0.203763+0.485859j 0.363997+0.463594j -0.848879-0.566713j 0.0147341+0.676738j -0.982589-0.325671j -0.301673-0.152141j -0.518867-0.205852j 0.866712-1.25827j -0.63055+0.519428j 0.628059-0.70804j 1.34541+0.940046j 0.0717295-0.304773j -0.606936+0.285187j -0.415276+0.12001j 0.482136+0.2238j 0.102643+0.0471915j -0.336108-0.193673j 0.00244575-0.610804j -0.231362-0.338161j -0.199856+0.55582j -0.142497-0.307921j -0.209356+0.859624j -0.214151+0.151753j 0.0211231+0.720449j 0.251192+0.536907j 0.162091-1.5823j 0.0561633+0.821426j 0.259484-1.89443j 0.233647+0.952576j -0.00111527-0.367668j -0.135265-0.358331j -0.38187-0.137438j -0.397036-0.451166j -0.146305+2.14227j 0.215848+0.431667j -0.391259-0.0849282j -0.204538+0.481092j -0.0396839+2.29597j 0.0053535-0.0587979j 0.0919227+0.872299j -0.156411+1.20477j -0.0154188-0.31119j -0.108063-1.63617j -0.0399977-1.78425j -0.791196+0.11906j 0.0651763+0.517691j -0.0864351+1.46883j 0.221656-0.0810606j 0.180489+1.27827j -0.305094-1.12985j 0.000354274+0.350168j 0.194817-0.0703063j 0.049661+0.583362j 0.715728+1.91596j -0.311794+0.160494j 0.640992+1.35309j -1.55486+0.0908395j 0.779175-1.33406j -0.0876691+0.605797j 0.610224-0.384935j -0.916921-0.237779j -0.605096-0.041992j -1.36853-2.02892j -1.28786-0.390839j 0.452369+1.35862j -0.0529936-1.19611j 1.06411+1.62389j -2.41678-2.19117j 0.512018+0.944821j 
0.420899+0.193612j 0.416836+0.344032j 0.0359289-0.18129j -0.0488154+0.184962j -0.644179+0.103336j -0.396392+0.296482j -0.367782+0.384427j 0.277011+0.797122j -0.0777478-0.0934585j -0.172629-0.0894397j -0.901523+0.408327j 1.0218-2.20663j -1.2489-0.90341j -0.264905-2.25004j -0.707398+1.36128j -0.0111331-0.381207j 0.148451-0.601565j 0.0260396-0.237824j 0.192013-0.341274j -0.531958-0.333365j 0.112227+0.0958837j -0.0752678+0.157652j -0.151579+0.275994j -0.156063-0.0679307j -0.11119-0.055641j -0.121457-0.0119062j -0.238328+0.122476j 0.00358824+0.333892j 1.42751+0.0864766j 0.451518-0.193743j 0.089828-0.201726j 0.22495-0.30535j -0.569796-1.248j -2.31575-0.616373j -0.923077+2.25049j 1.84606-0.362894j -0.247148-2.09632j -0.0554034-0.248516j 0.117246-0.0286327j -0.177133-0.042974j -0.284233+0.202503j 0.0667728-0.103968j -0.121259+0.0731658j 0.0338239+0.622656j -0.0831933-0.0242694j -0.635922+0.130299j 0.358086-0.070179j -0.366827-0.548922j -0.0672163+0.156203j 0.286404+0.0914209j 0.0736785-0.292478j 0.910121+0.733779j 0.630999+0.153852j 0.220653+0.418518j -0.0867946-0.478923j 0.216696-0.273305j -0.0268573+0.112022j -0.242279+0.213557j -0.0304285+0.110818j -0.582019-0.729599j 0.380425-0.403435j -0.190356-0.0965817j -0.0307075-0.172292j -0.21027-0.75472j -0.0941851+0.032804j -0.340529-0.467913j -0.353258-0.435668j 0.193153+0.0914185j 1.05672+0.565645j 0.359619+0.619958j 0.200465-0.467178j 0.596999+0.138476j 0.00914132-0.432331j 0.39591-0.591702j -1.23223-0.0679326j 0.304061+0.110933j -0.657235-0.292565j -0.369883-0.146406j 0.531969-0.113335j -1.56129-0.574765j -0.259085+0.523081j -0.0988877+0.454896j 0.894719-1.10562j 0.100726-1.4627j 0.627537-0.618137j -0.680081+0.301683j -0.667172-0.102453j -0.320168+0.709793j -0.791479+1.32481j -1.0373-0.0284333j 1.46036+0.337796j -1.37168-0.960227j 0.358344+0.00530458j 0.520188+1.07204j 0.292418-0.356771j 
-0.30833+0.0284476j 0.0980933+0.0906738j 0.302603+1.11175j -0.185919-0.0866376j 0.922162+0.11047j 1.21701+0.689682j 0.546863-0.430886j -0.352458+0.116677j 1.00283+0.349529j 0.819873-1.39895j 0.128127+0.280555j 2.1929+0.0970145j 0.956909-2.04021j 2.46018-1.9139j -0.599927-0.679499j 0.184095+0.274206j 0.0259257+0.0762877j 0.274976-0.711976j 0.134525+0.311525j 0.698959+0.382222j -0.0834174-0.566044j 0.146081+0.241152j 0.612221+0.797056j -0.261334-0.106835j 0.350896+0.426026j -0.787244-0.089052j 0.163734+0.0531746j -0.523052-0.475536j 0.120156-0.531264j 0.445342+0.844626j 1.44497-0.178685j -0.0122684-0.959488j -1.14829-0.217232j 0.735276-1.00988j -0.0188651-0.390652j -0.039093+1.00171j -0.785182+0.0753779j -0.063553+0.33407j 0.120332+0.237208j 0.120363+0.250708j -0.149496-0.206262j -0.190607+0.757621j 0.0269707+0.83427j 0.00444222-3.9882j 0.253224-0.980211j -0.0097469+0.349945j 0.298203-1.57422j 0.037939+4.46568j 0.0271262+0.670257j -0.542231+1.35627j -0.0723306+0.18575j 0.177933-8.18998j -0.991259+1.87675j 0.525196-7.03601j -0.252795+3.43206j 0.284368-1.11474j 0.781531-1.90238j -0.0855642+0.054149j 0.380296-1.78899j 0.504726+8.40791j 0.187803+1.28061j -0.181122+1.43996j 1.91766+0.607891j -0.143906+8.47037j -0.317713-0.479368j -1.93434+4.83645j 0.0202808+6.20831j 0.443377-1.44033j -0.158074-4.2909j 1.00305-6.3595j 1.80399+0.324069j 0.217137-0.180124j -1.61331+7.36703j 0.71776+1.34342j -0.809291+2.912j 1.79326-2.79469j -0.836245+2.51676j 0.555708-1.52871j -0.282257+4.05163j 1.1229+5.10256j 2.05827+3.00487j -1.51616+6.64787j -0.959481+2.10473j -0.0361391-0.818257j -1.0391+1.9147j 0.0285937-2.29857j -0.98807+2.05093j 0.167582-1.00646j 0.370929-4.11174j -1.18226+1.92961j 0.219392+0.84574j 0.0362943-1.91753j -0.180753-0.7721j 0.320181+1.84454j -0.14469-0.219304j 
-0.358404-0.128115j -0.189341-0.963393j 0.492077+0.0258108j 0.342421-0.0422207j -0.492053+0.531162j 1.21526+0.0360929j -0.42761+1.05737j 1.56709-1.15804j 0.163093-0.324054j 0.190767+0.119743j -1.09064-0.31236j -0.468903-1.41505j 1.51542-1.86167j 1.7301+0.715013j 1.40675+0.50258j 0.127051+0.337119j -0.574414+0.711504j -0.684512-0.0970845j -0.417904+0.278312j -0.182283+0.195575j -0.519973+0.142578j 0.0167687+0.501589j 0.335576+0.208277j -0.0101287+0.140125j 0.342759-0.551225j -0.578603+1.22012j 0.239594+0.335539j 0.494654+0.184051j -0.282983-0.431949j -0.348407-1.79481j -0.108507+0.0174422j 0.142906+0.392659j 1.51361-0.861704j -0.57458-0.208742j -1.55409-0.554223j 0.0333625-0.365139j -1.41789+0.195838j -0.103955+0.127211j 0.298613-0.337624j 0.386579-0.0783539j -0.149576-0.366608j -0.113754-0.145125j 0.699581-0.199234j -0.176476+1.53746j -0.0192218+0.64216j 0.170009-0.474939j -0.178988+0.916304j -0.267936-1.78317j 0.504811-0.379442j 0.763217-0.514053j -0.444161-0.363449j -0.094458+3.29601j 0.750291-1.28955j -0.250588+2.52936j 0.316948-1.51348j -0.435451+0.534036j -0.633118+1.65904j -0.100325+0.0301612j -0.0337849+0.495306j -0.105416-3.07591j -0.495145-0.603015j 0.197371-0.882985j -0.599793+0.633169j 0.751693-3.40386j -0.124323+0.309495j 0.713875-2.93295j 0.653687-2.70878j -0.019756+0.672023j -0.456105+1.66836j -0.402808+2.97161j 0.799264-1.21768j 0.868422-0.927647j 0.368962-3.6053j 0.299392-0.865163j 0.0720193-1.1094j 0.203219+0.748397j -0.329319-0.582813j -0.118928+0.668046j 0.522701-1.66623j -0.492338-2.88843j -1.61966-1.90529j 1.36198-2.03198j -0.89378-1.40037j -0.674378-2.0001j 0.243006-0.891971j 0.577855+1.32493j 1.58528-0.292784j 0.170068+1.28066j -0.204845-0.579221j 0.994303-1.8419j -1.10764+1.19665j 1.21038-0.412451j -0.583282+0.370856j 0.00499776+0.296088j -0.277162-0.266656j 
0.432515-0.00946529j 0.314456-0.00849769j 0.0375088-0.0769056j -0.949087-0.434102j 0.491208-0.179841j -0.226761+0.650688j -0.154904+0.268056j 0.111768+0.267315j 1.69832+1.91009j -1.91862+0.63244j 2.81736-0.758669j -0.561157+0.0338083j 0.330491-1.30933j -0.643119+0.203961j 0.518056+0.200525j -0.170111-0.305337j -0.303481-0.297503j -0.211745+0.0933714j 0.119566+0.619413j 0.290891-0.409725j 0.385647+0.077642j 0.162557-0.442619j 0.499339-1.26653j -0.509473+0.643606j 0.681981-0.12434j 0.767229+1.63387j 1.11594-0.277886j 0.0368711-0.339764j -1.14814+0.969396j 1.46595-1.86504j -0.651946-0.7657j 0.0491625+0.073835j 0.091316+0.950561j 0.0232743-0.683114j -0.689102+0.937532j -0.826241-1.44737j -0.951223+0.686655j 0.0252394-0.340642j 0.012395-0.379411j -0.0401644-0.616093j 0.465082+0.347624j -0.302509-1.83082j 0.681486-0.00719364j 0.178663+7.3869j -0.0729833+1.37008j 0.744663-2.0283j 0.306562+2.36542j 0.158129-9.3375j -0.32843-1.71006j 1.00093-2.88663j 0.242157+0.111172j 0.538258+15.9656j 2.47469-4.57903j -1.15679+13.857j -0.362745-6.78391j -0.0111246+2.34931j -1.70822+4.7633j 0.959849-0.365515j -0.646347+3.57791j -0.551868-15.4636j 0.0968218-2.12993j 0.387464-3.14273j -2.45621+0.133783j 1.07758-18.0284j 0.805581+1.22017j 2.52338-10.9027j -1.33876-11.2955j -0.650604+2.84535j -0.15886+7.84591j -2.78311+13.7997j -1.84314-3.29358j 0.245945-0.690935j 1.85185-15.7286j -0.144647-0.811811j -2.06046-6.33528j -1.81522+4.77801j 0.943269-4.5716j -1.40515+3.52998j 1.79722-6.83472j -0.549267-8.37845j -1.28571-0.976895j 1.48916-12.3431j 2.34648-7.74637j 0.0493129+1.73957j 1.76507-7.64429j -1.14192+6.22417j 1.2167+0.0417464j -0.22446+1.65729j -1.21099+2.74406j 0.783163-4.97054j 0.378164+0.942685j -0.818031+2.62681j -0.474874+0.218913j 1.22959-0.134656j -0.36789-0.318253j 
