-9.92873e-13-0.291075j -6.29149e-14-0.00609196j -1.97599e-15+0.0206521j 3.19591e-15-0.0879086j 9.43778e-16+0.0411788j -9.07921e-17+0.141137j -5.43317e-15+0.140414j -5.40522e-16-0.00251723j 3.83021e-15-0.0677039j -1.33421e-15-0.0323783j 6.51646e-15+0.0966061j 9.85082e-16-0.133233j -2.84842e-15+0.0591949j -7.23824e-15+0.10979j -1.81001e-15-0.0393896j -3.66888e-16-0.0449267j -4.37313e-14+0.162326j -2.17914e-14+0.0252493j 1.94907e-14-0.121164j -4.72275e-15-0.00994046j 9.59902e-15+0.043446j 4.14223e-15+0.0433049j -1.09817e-14+0.123358j 1.08298e-14+0.147259j 9.68841e-15-0.0524909j -1.94012e-14-0.0842319j -1.7897e-14+0.131087j 6.30968e-14-0.0949218j 8.26964e-15+0.0791833j -2.76172e-14-0.0137125j 2.80171e-14+0.0266451j 1.49e-13-0.031245j -2.94278e-12+0.29715j 1.8884e-15-0.0967893j 1.76342e-14-0.021309j 3.51716e-13+0.0423351j -9.23042e-15-0.0100229j 6.09832e-14+0.00607892j -1.35374e-13+0.0983837j -1.88455e-14+0.0354806j 2.26846e-14-0.117625j 6.37375e-15+0.00696491j -1.12895e-14+0.00880436j 4.42057e-15+0.102682j 6.15741e-15-0.0499919j -6.88746e-15+0.0146917j 1.82507e-14-0.0179743j 3.46474e-15-0.0328036j 5.56548e-15+0.172279j -2.81192e-14-0.0510315j 1.30132e-14+0.124744j 1.87314e-14+0.0479374j 1.08696e-14+0.0380237j 7.16999e-14-0.166117j 2.81726e-14-0.0796125j -8.46202e-16+0.134553j -2.36451e-14-0.00254049j -1.51445e-15-0.033264j -6.98158e-15-0.0100484j -3.93522e-15-0.00975947j 1.19405e-14-0.121255j 1.09843e-14+0.170802j -2.94171e-15+0.0809565j 6.18836e-16-0.0103681j -1.48095e-15+0.0708114j 5.69787e-15-0.116161j 7.9698e-15-0.0384664j -3.495e-14-0.0587586j 2.40589e-15-0.0488268j 9.52306e-16-0.0911033j 2.43459e-15+0.0869388j 2.0412e-15+0.112575j 2.92614e-15-0.0316664j 1.41463e-15-0.146838j 2.93865e-15+0.0273201j 2.82344e-14-0.133971j -3.8278e-13-0.238232j 
3.8795e-16+9.21408e-05j -1.46689e-16-0.000211428j 8.62105e-17+7.03269e-05j -2.2557e-16-0.000296603j -3.87896e-17+1.4632e-05j -1.15337e-16-0.00012191j 7.71168e-17+0.000116027j 6.7628e-17+5.70386e-05j -1.56219e-16-0.000101933j -1.68931e-17-1.61698e-05j -1.05301e-17-4.84866e-05j 4.92093e-17-7.36497e-07j -2.3201e-17-5.70804e-05j 1.53591e-16+0.000249039j 1.0819e-16+0.000276599j 1.83717e-16+0.000153946j -3.00336e-17-1.50158e-06j -2.12212e-16-0.000238625j -7.66951e-17-9.5837e-05j 1.12563e-17+1.29965e-05j 3.0054e-17+4.79234e-05j -2.27125e-16-0.000204247j -2.69339e-17-0.000169075j -1.58085e-17+1.97637e-05j -1.41389e-16-0.000312634j 2.06518e-17+0.000112081j -1.26121e-16-0.000198407j 5.88472e-17-8.44531e-05j -2.20992e-16-0.000273067j 5.02101e-17-7.69631e-05j -1.96406e-16-0.00025678j 1.68096e-16-9.20648e-05j -1.20091e-15+0.000128129j 1.66256e-16+4.47662e-05j 1.66909e-18-0.000142422j 5.88084e-16+6.18956e-05j -2.0376e-16-0.00013401j 7.93544e-17-4.58683e-05j -1.11494e-16+0.000167191j 9.4594e-18+1.65693e-05j -5.37831e-17-3.11316e-05j -1.51567e-17+2.14756e-05j 5.66307e-17+0.000107688j -1.46935e-16-0.000187009j -2.19938e-16-0.00028806j -2.38164e-16-0.000296734j 1.37258e-16-6.94023e-05j 8.02591e-17+0.000199332j 6.8026e-17+8.86463e-05j -1.56539e-16-9.85718e-05j -2.4593e-16-0.000164335j 2.33166e-17+6.4097e-05j -8.27521e-17-0.000232443j 5.50369e-17+1.40006e-05j -4.15367e-17-0.000164529j -1.38896e-16-0.000117253j 1.06749e-15+0.00010427j -6.2149e-17-4.13451e-05j -7.67624e-17-0.000104892j 7.64325e-17+1.5666e-05j 1.45318e-16+0.000175364j 3.21721e-17+4.82404e-05j 5.75976e-17+0.000228856j 7.10556e-17+0.000178732j 1.40306e-16+0.000102023j 6.97672e-17+0.000104032j 6.81793e-17+3.66863e-05j -2.70176e-17-4.9978e-06j -1.41755e-16-0.000118308j -4.1864e-17-3.55083e-05j -3.33011e-17-9.06488e-05j -1.39059e-16-0.000101678j -1.55483e-16-0.000163917j -1.50316e-16-0.000230233j 1.05823e-16+6.99617e-05j -8.93732e-17-0.000122998j 5.42151e-16+0.000197884j 
1.8211e-15+0.000521022j 1.26176e-16+0.000160713j 4.06872e-17+4.9361e-05j 1.35274e-17+0.000340431j -3.73266e-17-0.000279017j 1.38497e-17-0.000128081j 5.56973e-17-0.00031945j -2.0841e-17+8.8512e-05j -6.67592e-17-0.000181891j -2.36935e-17+4.67443e-05j -2.87562e-17+6.32633e-05j 6.14957e-17+0.000468483j -3.1891e-17+0.000129696j -9.71933e-18-0.000583242j 1.62471e-17-0.000684564j 1.40458e-17+0.000258912j 1.04553e-16-0.000417809j 6.48214e-18+3.09806e-05j 4.69927e-18+0.000193222j -1.11612e-17+7.17785e-05j -1.08431e-16-0.000220562j -8.32698e-17-0.000290109j 2.89215e-17+0.000463739j 2.11874e-17-0.000303173j -7.00806e-17+0.000795175j 3.22748e-17-0.000243762j -5.44898e-18+0.000156013j -2.84165e-16+0.000532353j -7.52216e-17-4.72593e-05j 2.04259e-16+0.000573853j -2.11558e-16+0.00022108j -9.37399e-17+0.000805959j 3.066e-15-0.000271474j -6.96546e-17+0.000621279j -3.16546e-16+0.000431448j 1.06952e-15+0.000124127j -8.93166e-17-0.000248497j -8.44488e-17-2.80522e-05j 2.19046e-16-0.000157087j -1.42608e-16+5.38453e-05j 4.74862e-17-3.09649e-05j 7.73334e-17-3.74478e-05j -6.68253e-17-0.000299492j 1.15526e-18-3.46591e-05j -1.23862e-16+0.000367226j -1.78895e-17-0.000219041j -2.45322e-16+0.000854884j -5.92284e-17-0.000487507j 1.52905e-17-0.000188836j 7.26174e-16+0.00060109j 1.28423e-16-0.000334654j -6.70205e-17-0.000313963j 6.18493e-17+0.000771506j -2.75126e-16+0.000279283j -1.29553e-16+0.000643782j -7.84585e-17-0.000301849j -2.03877e-16-2.26832e-05j -1.87478e-17-5.54465e-05j 3.91521e-18+0.000115357j 8.29896e-17+0.000263155j -1.24846e-17+0.000171114j -7.95415e-17-0.000302881j -3.14383e-17-0.000915177j -5.31512e-18-0.000437026j 2.94603e-17+0.000154478j 4.46985e-17+6.41616e-05j -1.69008e-17+0.000280021j -4.95358e-17-3.96784e-05j -6.83646e-17-3.33499e-05j -9.99901e-18+4.45687e-05j 6.61456e-17+0.000166773j 1.22181e-17-0.000320392j -2.94384e-17+4.91832e-05j 2.3806e-17+0.000479302j 3.85867e-17+9.96284e-05j -2.35235e-17+0.000390356j 5.53653e-16+0.000357959j 
-2.33041e-15-0.000665016j -1.0476e-16-0.000209778j 1.21533e-17+0.000202179j 6.6315e-17-0.000462863j -2.25379e-17+0.000136783j 2.92497e-17+0.000345697j 3.61847e-18+0.000758128j -3.27147e-17-0.000176618j -1.24134e-17-0.000238948j -3.00254e-17-0.000198033j -4.63488e-17-0.000205714j 5.33731e-17-6.17794e-05j -3.65537e-17-0.000279823j -5.93708e-17+0.000545364j -2.72685e-17+0.000772999j 1.32184e-17+9.59474e-05j -1.04601e-16+0.000668197j -4.26593e-17-0.00023442j 7.53386e-17-0.000198848j -4.40493e-17-0.000172685j -4.25411e-17+6.3988e-05j -2.24013e-17-0.000360755j 3.44548e-17-0.0002271j 5.50604e-17+0.00062249j 9.14182e-17-0.000872384j -6.09432e-17+0.00017186j -2.46427e-17-0.000109261j 3.03413e-16-0.000654266j 1.73259e-16+0.000144224j -1.68558e-16-0.000633029j 3.57089e-17-0.000837085j 3.69426e-16-0.000339259j -5.52384e-15+0.000533649j 2.92874e-17-0.000590906j 2.21363e-16-0.000103424j 2.96354e-15+0.00036118j -2.04191e-17-9.57417e-05j 2.19901e-16-1.90382e-05j -4.18388e-16+0.000273914j 4.43957e-17-3.52139e-07j 1.65597e-17+0.000117418j -3.42735e-16+0.00045698j 7.78753e-17+0.00051908j 1.9111e-17+2.15454e-05j 2.37341e-18-0.000866137j 7.68269e-17+7.45097e-05j 1.78465e-16-0.000256252j -1.50542e-17+0.000455367j 2.92252e-18+0.000541812j -6.38705e-16-0.000554075j -6.43244e-17+0.000340013j 1.04595e-16+0.000381972j 4.43429e-17-0.000550135j 3.27061e-16-0.000585198j 1.38755e-16-0.000780805j -6.42993e-17-0.000215832j 1.28222e-15+0.000136917j -2.95594e-17-0.000154612j -2.61735e-17-0.00026113j 8.18436e-18-9.44535e-05j -3.9324e-17-0.000310392j -8.26605e-17+6.28253e-05j -3.70613e-17+0.000766708j -1.06446e-17+0.000526844j -1.10604e-17+0.000148886j 2.46494e-17+0.000273185j 2.51284e-17-3.65726e-05j -8.39105e-17-0.000130441j -2.48063e-17-0.000362594j 2.0683e-18-0.000229174j 6.08861e-17+0.000217j 4.29743e-17+0.000489321j 1.55722e-17-0.000258702j 5.4384e-17-0.000574285j 3.28812e-17+0.000156587j 8.07879e-17-0.000468174j -7.47027e-16-0.000454159j 
-3.65406e-16-0.000132471j 5.10437e-17-0.000343296j -1.47423e-17+0.000139836j 1.74808e-16-0.000600963j -5.53837e-17-0.000114464j -5.73956e-17-0.000593827j -1.10434e-16-0.000112027j -3.34591e-17+0.000397173j 4.61936e-17-0.000446268j 1.08953e-17+5.41223e-07j 1.24257e-17+0.000720852j 6.74514e-17-0.00120725j -6.74426e-17+0.000320868j -1.71197e-16+0.000861982j -8.42072e-17-0.000432303j -1.05912e-17-0.00038199j 1.71306e-17-0.000485122j 9.2811e-17-0.000570471j 1.19335e-16-0.000660025j -3.0887e-17+0.000159874j 1.09911e-16+0.000361005j 3.97874e-17+0.000456201j -4.12066e-17+0.000232391j -1.15203e-16-0.000177282j 1.343e-16-0.00037703j -1.055e-16-0.000256668j -3.48466e-17-0.000311443j 2.10312e-16+1.3117e-05j 6.32876e-17-0.000953279j 1.59874e-16+0.000498438j 1.06931e-17+0.000459433j 5.34902e-16+4.93827e-05j -7.67378e-15+0.000755856j 1.48149e-16+0.000827848j 3.1351e-16-0.000922938j -3.34915e-15-0.000418767j 1.08043e-16+0.000145853j 2.59267e-16-5.05322e-05j -8.70617e-16+0.000468603j -1.81843e-16+0.000118859j 2.74648e-16-0.000863506j 6.79088e-16-0.000762606j -9.17419e-17-0.000588264j 6.35768e-17-0.000699311j 1.24748e-16-4.7206e-05j 2.77881e-16-0.000711938j 2.65186e-16-0.000372668j -2.62848e-17+9.15442e-05j -1.83735e-16+7.00612e-05j 4.32997e-16+0.000365188j -1.43194e-17-0.000632019j -5.41832e-17+2.68001e-05j 3.64505e-17+7.75277e-05j 5.43486e-17+0.000116267j 6.39593e-17-0.000107361j -6.58881e-17+0.000854241j 2.55658e-16+2.97554e-05j 4.59771e-17+0.000141002j 9.25468e-17+0.000248191j 4.15141e-17+0.000396942j -4.34022e-17+0.00066474j -2.41064e-17+0.00106952j -1.56272e-16+0.000446843j -7.76427e-17-0.000502921j -7.81784e-17+0.000219481j 8.14151e-17-0.00105257j 6.23856e-17-0.000425423j -3.35759e-18-6.35424e-05j 3.27215e-17-0.000329316j 7.93689e-17-2.22299e-05j -1.68183e-17-0.000298185j -4.85557e-17-0.000720638j 6.25069e-17-0.000398269j 1.90403e-16-0.000445624j -6.04987e-19+0.000186781j 1.289e-16-0.000281356j 2.67858e-16+9.05597e-05j 
-2.30156e-16-6.48318e-05j 5.05212e-17-0.000135043j 1.11891e-18+3.32178e-05j 1.08958e-16-0.000237693j -2.91964e-17+3.01882e-05j 1.22378e-17+8.4114e-05j -2.50592e-17+0.000104249j -3.55912e-17+8.93986e-05j 8.92879e-18-0.000119937j -4.21875e-18+6.35955e-06j -2.30975e-17+7.56687e-05j 4.47838e-17+0.000111259j -3.20156e-17+0.000125807j -8.31623e-17+6.10889e-05j -4.25557e-17-4.17434e-05j -3.37862e-17+0.000239458j -3.36805e-17+8.74798e-05j 2.05074e-17-5.94301e-05j 8.63492e-17-0.000133261j -2.90352e-17+5.64966e-05j -3.2252e-17+1.51489e-05j 2.16017e-17-0.000216237j 1.77852e-17+0.000147878j -2.68604e-18+5.19116e-05j 6.20227e-17+4.6241e-05j -1.66624e-17-7.71098e-05j -2.87779e-18+0.000143347j 1.50612e-17+6.23207e-05j 6.24045e-17-9.66276e-05j 3.23937e-17+0.000135255j 2.20611e-18-1.20195e-05j 2.61113e-16+7.82581e-05j -3.87608e-15+0.00038589j -2.31811e-17+4.37114e-05j -1.51551e-17+8.28807e-05j 1.17616e-15+0.000145082j -4.80052e-17-0.00027238j 1.70713e-16-4.26159e-05j -3.81491e-16+0.000213317j -1.10936e-16+8.8104e-05j 9.525e-17-0.000166648j 3.22584e-17+9.13071e-06j -4.36204e-17+3.11408e-05j 3.41553e-17+9.56899e-05j 1.34637e-17-7.04819e-05j 1.51094e-16-0.000340301j -1.92633e-17+0.000219728j -4.71402e-17-9.07211e-05j -4.56955e-17+0.000218567j 4.68931e-17+1.3352e-05j 3.89173e-17-4.60255e-05j -9.00445e-18-3.90668e-05j 4.64653e-17+0.000103753j -4.83362e-18-4.82804e-05j 2.07374e-17+8.18689e-05j -3.83416e-17-4.08499e-05j 7.40546e-16+8.24491e-05j 3.2934e-18-0.000111718j 1.19067e-17-0.000104624j 2.31227e-17-4.46296e-06j -4.10388e-17+1.99845e-05j -6.5498e-17+0.000115742j -6.55145e-17-0.000101793j -3.85982e-17+5.18652e-05j -3.6751e-17+0.000225099j 1.63812e-17+4.17917e-05j -2.03384e-17+0.000146075j -3.7082e-17-6.92372e-05j -1.57024e-18-4.4504e-05j 2.59445e-17-0.00013941j 3.93173e-17+5.07187e-05j 2.4757e-17-2.26364e-05j 3.68089e-17-9.85164e-05j 1.00776e-16-0.000225767j 4.38875e-18+6.77547e-05j 5.81663e-17-0.000133373j 5.39306e-17+3.70273e-05j 
1.63433e-15+0.000489999j -4.27841e-17+0.000360365j -4.01666e-17+0.000103222j -2.70043e-16+0.000645793j 1.29919e-16-0.000425009j 7.56538e-17-0.000316694j 9.30943e-17-0.000405667j 6.86325e-17-8.39186e-06j 3.87232e-17-0.000228347j 1.89329e-17-1.84766e-05j 4.86252e-17+0.000112094j -3.29069e-17+5.98808e-05j 1.01646e-16-3.18865e-05j 1.77441e-16-0.000538368j 1.56972e-16-0.000812189j 1.06934e-16-0.000206193j 2.8105e-16-0.000611954j 6.48187e-17-1.92937e-05j -1.89136e-16+0.000261576j 7.14639e-17-2.57648e-05j 1.09984e-17-0.000216132j -4.24408e-17+6.05805e-05j -5.86758e-17+0.000431803j 3.74378e-17-0.000324539j -1.94664e-16+0.000686434j 4.54206e-17-0.000257848j 9.41123e-17-9.14926e-05j -2.78684e-16+0.000404781j -1.50255e-16-1.32351e-05j 1.79115e-16+0.000486783j -1.14834e-16+0.000240982j -6.13059e-16+0.000894265j 7.32822e-15-0.000665112j -1.93346e-16+0.000779122j -3.24643e-16+0.00018807j -6.98065e-16-9.33495e-05j -5.11191e-17+0.000198349j -3.08437e-16+3.25181e-05j 7.85467e-16-0.000410786j 6.57184e-18-5.15132e-05j -1.27048e-16+4.7426e-05j 4.39102e-17-0.000126925j 2.84343e-17-0.000486041j 1.3053e-16-0.000341765j -8.34358e-17+0.000393111j -3.21538e-16+0.000233645j -3.6994e-16+0.000608168j 8.8809e-18-0.000388469j 1.50131e-16-0.000445501j 7.05072e-16+0.000738751j 2.02739e-16-0.000369208j -4.95501e-17-0.000231704j -1.11643e-16+0.000785445j -2.44323e-16+0.000267252j -1.50627e-16+0.000470938j 9.91117e-17-0.000121858j -1.38303e-15-0.000156587j -4.04338e-17+0.000118617j -6.96451e-17+0.00035897j -7.33808e-17+0.000447909j -1.78558e-18+0.000206229j 1.51016e-16-0.000291798j 1.38856e-16-0.000740117j 1.67631e-16-0.000713245j 1.02252e-16-9.93327e-05j 2.74652e-17-0.000240055j 4.2005e-17-2.9505e-05j -2.2001e-17-2.1855e-06j 6.32987e-17-0.000162589j -9.74593e-17+0.000223679j -6.37426e-17+0.000174886j 3.48294e-17-0.0003845j -5.52795e-17+8.59275e-05j -2.92962e-16+0.000791665j -2.62548e-17+0.000108205j -2.07344e-16+0.000553479j 2.6086e-16+0.000192983j 
1.48885e-16+3.81336e-05j -2.18835e-17+0.000209635j -3.5138e-17+0.000545751j -5.97257e-17+0.00038526j 4.37222e-17-0.000532658j 1.51171e-17-0.000626119j -1.12188e-17+0.000462452j 2.10201e-17-0.000451561j 4.60674e-17-0.000593823j -3.43789e-17-0.000420882j -1.4424e-17-0.000403063j -3.5427e-17-0.000745811j 2.62374e-17-0.00105981j 2.69212e-17+0.00058141j 1.02173e-17+0.000701745j 5.47136e-17-0.000873977j 1.84338e-16-0.000269408j 1.30062e-16-0.000819943j -1.4015e-16+0.000233267j 2.18552e-17-0.00048914j -3.62423e-17-9.49744e-05j 4.46948e-19+2.73682e-05j 8.20042e-18-0.000605284j -1.09256e-17+0.000349627j 2.70133e-17-0.00134788j -7.73511e-17+0.000372901j 4.33123e-17-0.00137613j 3.11481e-16-0.000906678j 1.72244e-16-0.00018747j -4.00089e-17-0.000902617j -6.43388e-17-0.00141872j -6.38509e-16+0.000299804j 1.18647e-14-0.00119277j 9.97582e-17+0.000306564j 3.18515e-16-0.000732935j -5.81638e-16-7.97701e-05j 3.55183e-16+0.000977122j -3.84834e-16+7.91964e-05j 8.07186e-16-0.000549282j 3.17975e-16-0.000365052j -1.74349e-16+0.000658233j -4.68723e-16+0.000403014j 1.87537e-16+9.42875e-05j 5.19272e-17-0.00141719j 9.23494e-17-0.00119129j -1.73389e-16+0.00104467j 1.37573e-16-0.000610387j 9.68568e-18+0.000970679j -3.39263e-17-0.000428797j -1.61658e-16+2.01173e-05j -5.25048e-17-0.00029708j 7.86983e-17+0.000585827j -1.13933e-17-0.000605937j 3.62395e-16-0.000333159j 1.12489e-16-0.00129144j 4.62229e-17-0.000424651j -9.56413e-16-0.000111089j -3.81576e-18+0.000310424j 5.15982e-17+0.000362763j -3.24687e-18+0.000667649j -5.07458e-17+0.000232874j -2.44463e-17-0.000439281j 3.38395e-17+0.00115153j 3.50218e-17-0.000153105j -2.63859e-18-0.000527661j 2.45587e-18-0.000107988j 9.97501e-17-0.000711702j 1.9101e-17+2.50428e-05j 4.73796e-17-0.00100691j -1.53153e-17+0.000426856j -2.58879e-17+0.000172585j 2.0917e-18-5.28115e-05j -1.629e-18-0.000350281j -6.81229e-17+0.000546371j -4.12112e-18+0.000350139j -1.85452e-17+0.000258229j -3.47942e-16-0.000189127j 
9.93507e-16+0.000294834j 6.6389e-17-7.44539e-05j 1.94127e-17-0.000100437j 3.059e-18-4.03253e-05j -2.47225e-17+4.62563e-05j -3.41679e-17-0.000146219j 9.57273e-19-0.000229877j 4.98395e-18+9.92885e-05j -3.54001e-17+0.000155593j 1.58575e-18+9.8515e-05j 2.45327e-17+4.52492e-06j -5.06206e-17+8.05819e-05j -4.29423e-18+9.39386e-05j 2.742e-17-6.11369e-05j -2.64265e-17-1.42969e-05j -3.31936e-17+9.78521e-05j 2.91827e-18-0.00017827j -1.55691e-17+2.42708e-05j -1.93134e-17+3.08271e-05j -7.03143e-19+9.15754e-05j 2.92578e-17+2.58122e-05j 1.764e-17+4.14615e-05j 1.99375e-17-0.000110393j -2.18452e-17-0.000228211j -2.12582e-17+0.00012328j 8.38732e-18+5.9619e-05j -9.22712e-18-2.84881e-05j -8.18184e-17+0.000188983j -5.41526e-17-0.000171456j 4.33391e-17+0.000128802j -6.20003e-18+0.000202353j -1.70204e-17-0.000104666j 1.04092e-15-0.000110425j 4.94569e-17+9.3297e-05j -2.92776e-17-2.75673e-05j -9.64317e-16-0.000115141j 3.58832e-19-6.82492e-05j 7.42253e-18-1.93198e-05j -3.81743e-17+1.45709e-05j -1.77256e-17+9.86913e-06j -9.60163e-18-3.01097e-05j 1.10862e-16-0.000151893j -3.52441e-17-5.67755e-05j -5.14093e-17-2.89513e-06j -1.47208e-17+0.000195192j 4.99609e-17-0.000207669j 1.39799e-17-4.90148e-05j 9.61675e-18-2.50071e-05j -1.74546e-17-0.000140897j 3.74945e-17+2.83827e-05j -5.40865e-17-0.000144496j -2.43954e-17-0.000104575j -7.50558e-18-5.33675e-05j -1.15562e-16+0.000246017j -5.11343e-17+0.000197595j 2.04868e-17+2.67785e-05j 1.81838e-16+2.10688e-05j 1.56839e-17+2.66653e-05j 2.64896e-17-2.09033e-05j 2.96494e-17-7.44773e-05j 1.22273e-17+0.000175422j 3.33595e-17-2.89678e-06j 1.099e-17-0.000104453j -4.08168e-17+3.07067e-05j -3.50798e-19-2.11992e-05j -4.76231e-17+3.60323e-05j -3.76102e-17+6.33775e-05j 4.29727e-17+7.43687e-05j -3.34543e-17+0.000182792j 1.02485e-17+5.47601e-05j -7.28157e-18-0.000196425j -3.46695e-17-0.000178475j -1.71933e-17+4.77029e-05j 1.46655e-17+1.15268e-05j 9.66889e-18-8.29806e-05j -2.64009e-17+6.20884e-05j 4.95314e-16+0.000299954j 
-6.04887e-15-0.00175044j -3.9525e-16-0.000404158j 4.27229e-19+0.0006587j 2.49521e-19-0.0011007j -7.64923e-18-0.000133228j -1.90897e-17+0.000208358j -3.16804e-17+0.00131117j 2.6596e-18+6.53562e-05j -8.30492e-18-0.001295j -4.33187e-17-0.000466154j 6.93139e-17+0.00073365j -2.34729e-17-0.00157249j -3.77819e-17-1.35127e-05j -2.25699e-17+0.00162062j -3.7477e-17+6.57355e-05j 3.90144e-17-0.000467001j -1.16518e-16+0.000669327j -8.58215e-17-0.000906552j 7.24049e-17-0.0011294j -5.4948e-17-0.000197697j 9.88316e-17+0.000385836j 2.35514e-17-6.99622e-05j -4.1402e-17+0.000637265j 4.53165e-17+0.00109494j 7.21061e-17-0.0014035j -2.54055e-16-0.000457079j -1.18237e-16-0.000137141j 6.50707e-16-0.00104267j 1.40552e-16-0.000432301j -1.29863e-17-0.000204563j 6.56297e-17-0.000745198j 1.12709e-15+0.000211965j -1.9965e-14+0.00203104j 1.29677e-16+0.00017976j 3.03286e-16-0.000920219j 2.74862e-15+0.000321845j 1.74105e-17+6.13268e-05j 5.64271e-16-4.16869e-05j -1.27981e-15+0.000889848j -1.63675e-16+0.000191865j 1.6938e-16-0.000959216j 1.90957e-17-3.49532e-06j -3.91155e-17-5.80337e-05j 1.10213e-16-0.000604857j 2.4339e-17-0.00137857j 4.39946e-17-0.00034998j 2.20863e-16-0.000234833j -1.10413e-17+0.000404673j -2.0519e-17+0.00118555j -7.99022e-17-9.46033e-05j 2.17526e-17+3.23611e-05j 1.60185e-16+0.000621891j 5.68021e-17-1.948e-05j 6.23907e-16-0.00119749j 2.11362e-16-0.00126628j -6.74132e-18+0.000709914j 1.30615e-15+0.000133961j -2.76717e-17-0.000157408j -2.17755e-18+5.4688e-05j 5.16136e-17+0.000598145j 5.06603e-18-9.83495e-05j 1.08669e-16+0.00139341j -2.96372e-17+0.00130578j -1.32242e-17-0.000232866j 8.37437e-18+0.000646103j 3.5465e-17-0.00108003j 9.4675e-17-0.000577504j -2.9863e-16-0.0004897j -2.13325e-17-0.00126668j 2.72416e-18-0.000528059j 2.27117e-17+0.000548494j -1.82979e-17+0.000167268j -9.99084e-18-0.000872165j -9.47706e-18-0.00119271j 8.05231e-17+0.000655182j 1.4437e-16-0.0010143j -1.98258e-15-0.00126156j 
1.67382e-15+0.00039745j 3.16258e-16+0.000332326j -2.23416e-16-0.000432366j 4.21606e-16+0.00063908j 9.78024e-17+0.000238299j 1.29281e-16+0.000273062j -2.87978e-16-0.000515172j -1.02207e-16-0.000144275j 4.50636e-16+0.000832218j 1.34004e-16+0.000224068j -2.52976e-16-0.000363928j 4.10232e-16+0.000734321j 1.33154e-17+5.87671e-05j -4.98468e-16-0.000852399j 2.67852e-18+1.15643e-05j -1.4966e-17+9.90174e-05j -7.31383e-17+4.20118e-05j 4.02728e-16+0.000767885j 3.28139e-16+0.00055232j 4.19325e-17+5.75514e-05j -1.58199e-16-0.000162031j 1.33339e-16+0.000250802j -1.39938e-16-0.000265273j -1.83721e-16-0.000321763j 3.89578e-16+0.000727668j 2.34546e-16+0.000185495j 2.01984e-16+0.000387355j -6.32823e-17+0.0003586j 3.06494e-16+0.000652806j -1.80149e-16-8.87531e-05j 2.92718e-16+0.000506521j -6.35656e-16-0.000381671j 7.33287e-15-0.000814076j -3.35111e-16-0.000572013j 2.0457e-16+0.000571598j -1.35427e-15-0.000146208j 9.43933e-17+7.09628e-05j -2.62877e-16+7.24578e-05j 3.86994e-16-0.000468821j 6.80726e-17-9.61708e-05j 2.24236e-16+0.00051281j -1.34865e-18+0.000101208j 9.07082e-17+0.000152991j 2.49051e-16+0.000720693j 4.4291e-16+0.000794986j 2.72796e-16+0.000532204j -7.08211e-17-6.59094e-05j -1.07088e-16-0.000263983j -2.504e-16-0.000432544j -2.29496e-16-0.000199281j 2.10591e-16+0.000440537j -1.75852e-16-0.000240063j -7.88075e-18-4.95397e-05j 6.50011e-19+0.000350297j 2.34448e-16+0.000540142j -1.11332e-16-0.000158375j -1.38094e-15-0.000134317j 6.9998e-17+6.20478e-05j -1.50268e-17-6.03583e-05j -2.94301e-16-0.000511835j -1.46983e-16-0.000354878j -4.44732e-16-0.00062115j -2.97844e-16-0.000551482j 8.88216e-17+0.000223695j -2.61097e-16-0.000398469j 2.6041e-16+0.000514248j 6.91574e-17+0.000234053j 2.63549e-16+0.000222551j 4.25636e-16+0.000796402j 1.28333e-16+0.000177822j -8.10604e-17-0.000160866j 1.74484e-16+0.000313002j 3.41572e-16+0.000590722j 3.63326e-16+0.000505365j -2.82403e-16-0.000439486j 2.3587e-16+0.000372439j 3.02334e-16+0.000157891j 
