-9.92873e-13-0.291075j -6.29149e-14-0.00609196j -1.97599e-15+0.0206521j 3.19591e-15-0.0879086j 9.43778e-16+0.0411788j -9.07921e-17+0.141137j -5.43317e-15+0.140414j -5.40522e-16-0.00251723j 3.83021e-15-0.0677039j -1.33421e-15-0.0323783j 6.51646e-15+0.0966061j 9.85082e-16-0.133233j -2.84842e-15+0.0591949j -7.23824e-15+0.10979j -1.81001e-15-0.0393896j -3.66888e-16-0.0449267j -4.37313e-14+0.162326j -2.17914e-14+0.0252493j 1.94907e-14-0.121164j -4.72275e-15-0.00994046j 9.59902e-15+0.043446j 4.14223e-15+0.0433049j -1.09817e-14+0.123358j 1.08298e-14+0.147259j 9.68841e-15-0.0524909j -1.94012e-14-0.0842319j -1.7897e-14+0.131087j 6.30968e-14-0.0949218j 8.26964e-15+0.0791833j -2.76172e-14-0.0137125j 2.80171e-14+0.0266451j 1.49e-13-0.031245j -2.94278e-12+0.29715j 1.8884e-15-0.0967893j 1.76342e-14-0.021309j 3.51716e-13+0.0423351j -9.23042e-15-0.0100229j 6.09832e-14+0.00607892j -1.35374e-13+0.0983837j -1.88455e-14+0.0354806j 2.26846e-14-0.117625j 6.37375e-15+0.00696491j -1.12895e-14+0.00880436j 4.42057e-15+0.102682j 6.15741e-15-0.0499919j -6.88746e-15+0.0146917j 1.82507e-14-0.0179743j 3.46474e-15-0.0328036j 5.56548e-15+0.172279j -2.81192e-14-0.0510315j 1.30132e-14+0.124744j 1.87314e-14+0.0479374j 1.08696e-14+0.0380237j 7.16999e-14-0.166117j 2.81726e-14-0.0796125j -8.46202e-16+0.134553j -2.36451e-14-0.00254049j -1.51445e-15-0.033264j -6.98158e-15-0.0100484j -3.93522e-15-0.00975947j 1.19405e-14-0.121255j 1.09843e-14+0.170802j -2.94171e-15+0.0809565j 6.18836e-16-0.0103681j -1.48095e-15+0.0708114j 5.69787e-15-0.116161j 7.9698e-15-0.0384664j -3.495e-14-0.0587586j 2.40589e-15-0.0488268j 9.52306e-16-0.0911033j 2.43459e-15+0.0869388j 2.0412e-15+0.112575j 2.92614e-15-0.0316664j 1.41463e-15-0.146838j 2.93865e-15+0.0273201j 2.82344e-14-0.133971j -3.8278e-13-0.238232j 
-2.89349e-15-0.000943294j -2.2715e-16+0.00120335j -9.79226e-17+0.00214307j -4.46792e-17+0.00155285j 6.07041e-17-0.00249027j -2.6992e-17-0.00166413j -1.11806e-16+0.00127323j 4.08919e-17-0.00084054j 1.23386e-16-0.0034563j -1.35511e-16-0.00145315j 7.4528e-17+0.000661913j -1.0167e-16-0.00330061j 9.18897e-18-0.00199223j -4.01744e-17+0.00130514j -3.32384e-17-0.0014676j 6.60091e-17-0.00304157j 5.17859e-16-0.00143971j 3.77469e-16-0.00250854j -2.68038e-16-0.000191854j 3.95058e-17-0.00126712j -1.96902e-16-0.000381861j 5.09793e-17+0.000356028j -9.36591e-17+0.00132126j -5.0186e-17+0.00113483j -9.03885e-18-0.00188215j -4.00819e-16-0.00088207j -6.9533e-17-0.00273026j 7.00119e-16-0.00174019j 2.66762e-16-0.000621318j 5.37571e-16-0.000340712j -4.09566e-16-0.00258791j -9.26518e-16+0.00373404j 1.73335e-14-0.00159441j 2.07114e-16+0.00314566j 9.60934e-17-0.00181728j 5.7184e-17-3.88377e-05j 1.0321e-15+0.00262712j -9.46991e-16+0.000242817j 1.78894e-15-0.00125499j 2.24062e-16-0.000581104j -7.96088e-17+8.39056e-05j -6.02673e-16+0.000343129j 4.86835e-17-0.0015223j 2.54878e-16-0.00423207j 2.15063e-16-0.00252257j -5.89618e-16+0.00251687j -3.24252e-16+0.00055991j -1.31738e-16+0.000879366j -2.0715e-16-0.000621719j 2.51622e-15+0.00230581j 4.69608e-16-0.00142472j 1.03033e-16+0.00113245j 2.43326e-16+0.00158863j 9.18185e-16-0.00146283j 2.14143e-16-0.00244553j 1.20945e-16-6.68567e-05j -5.6019e-15-0.000625875j 3.57616e-17+0.000755416j 2.60629e-16+0.00196449j 2.05438e-16+0.00340619j -2.81208e-17+0.000693326j -2.1974e-17+0.000126926j -3.59887e-17+0.0013157j 2.17652e-18-0.00301067j -4.86413e-17-0.000496294j 8.76492e-17-0.00252045j 2.9704e-16-0.00221159j -3.82837e-16-0.000635227j 1.10553e-16-0.0039485j 1.99073e-17+0.000778951j -1.22812e-17+0.00174337j -5.55573e-17-0.000909157j 1.03193e-17-0.00137453j -5.28299e-17+0.00208762j 4.54475e-17+0.00179662j 1.98538e-16+0.000937682j -2.93818e-15-0.00173442j 
-2.68906e-15-0.00086821j -2.04433e-16+0.00111612j -5.96207e-17+4.76914e-05j -3.47413e-17+0.00141025j 5.92663e-17-0.000528793j 1.80959e-17+0.000284526j -3.34751e-17-0.000421405j 2.03084e-17-0.000132592j 9.59729e-17-0.00037544j 6.59349e-18-0.000126275j 6.09922e-17+0.000916661j -4.39918e-18-0.000987459j 3.35689e-17+0.000400564j -3.98674e-17-0.00079552j 5.15492e-17-0.00228228j -1.81146e-17-0.00126749j 1.16627e-17-0.000373618j 6.04798e-17+0.000663109j -2.56e-17+7.83429e-06j 6.06444e-17-0.000110552j -4.16845e-17-0.000152807j 1.71599e-17+0.00121108j -1.43224e-16+0.0016411j 1.91457e-17+3.41258e-05j -8.44002e-17+0.00153253j -2.03831e-17-0.00110796j -4.80347e-17+0.000840777j -1.78605e-16+0.000368072j -1.45358e-16+0.000917989j 1.36027e-16+0.000928523j -2.33619e-17+0.00139939j -2.90042e-16+0.0013736j 1.36811e-15-5.90342e-05j -1.22231e-16+0.000786647j -3.66624e-16+0.0002372j -2.98717e-15-0.00038019j 2.61004e-16+0.000898687j -5.55129e-16+0.000227844j 1.02634e-15-0.000661899j -5.21693e-17+6.48314e-06j 8.53611e-17-0.000519597j 4.16953e-16-0.000473459j -1.63136e-16-0.00119813j 3.74176e-17+0.000230758j 8.51891e-17+0.00124766j -4.03594e-16+0.0013198j -3.62888e-16+0.000708926j 2.41652e-18-0.00120431j 2.6147e-17-0.000280577j 1.69948e-15+0.00123639j 4.51412e-16+0.000351017j -6.80744e-17-0.000272892j 1.28786e-16+0.00194055j -3.07357e-17-0.000324798j -3.83918e-17+0.00071817j 6.47689e-17+0.00109157j -5.605e-15-0.000602944j 4.91515e-17+0.000277686j 4.69311e-17+0.000946359j -2.56719e-17+0.000683313j 1.24474e-16-0.000571102j 5.6945e-17+0.000461974j -3.02884e-18-0.00116416j 4.6104e-17-0.00181037j -2.03481e-17-0.00023374j 8.43131e-17-0.00155288j 8.9886e-17-0.000575333j -1.29346e-16-0.000217866j 1.02335e-16-0.000166752j 1.60865e-18+0.000119985j -2.82658e-17+0.00077393j 1.43311e-17+3.86957e-05j 3.20137e-17+0.000420795j -4.00977e-17+0.00119795j -6.69193e-17+7.48261e-05j 1.42581e-16+0.000574808j -2.3351e-15-0.00138081j 
-3.98566e-15-0.00111056j -2.86746e-16-0.000344821j 6.67287e-17+0.00088241j -9.05183e-17-0.000879473j -2.64915e-17-0.000489897j 2.68294e-17+0.000201677j 1.04459e-16+0.00131891j -6.27e-19+5.52084e-05j -1.41082e-16-0.00170113j -9.49022e-17-0.000515316j 7.35469e-17+0.000484062j -6.0675e-17-0.00053562j -3.79997e-17-0.000109923j 1.04256e-16+0.000956706j -6.62367e-18-0.000272364j 3.81541e-17+0.000224707j 4.36958e-17+0.000443401j -1.31487e-16-0.00106306j -8.06121e-18-0.000818411j -7.45388e-17-0.000211136j -5.22487e-17+2.91283e-06j -4.67163e-17-0.00103427j 5.05896e-17+0.00104385j 1.44874e-16+0.000986762j -8.86606e-17-0.000767738j -2.39555e-16-0.000585374j -1.06346e-16-7.51034e-05j 3.14862e-16-0.000607827j 5.95813e-17-0.000439182j 2.18653e-16+0.000184844j -1.9406e-16-0.00120288j 9.97559e-16+0.00126582j -1.64129e-14+0.00173739j -9.99873e-19+0.000724671j -2.2205e-16-0.000172173j 7.27125e-15+0.00087224j -1.78691e-16-0.000528388j 5.70473e-16-0.00012369j -1.03483e-15+0.000784326j -3.18915e-16+0.000252851j 8.13772e-17-0.000729504j -3.24698e-16+0.000399595j -9.03368e-17-2.64353e-05j 1.2716e-16-0.000674438j -2.12797e-16-0.00149892j -2.1411e-17-0.00072494j -2.22845e-16+0.00105002j -9.39893e-17+2.39306e-05j 9.1612e-17+0.00119956j 4.69171e-16+0.000419554j 1.57543e-16-0.000333928j 1.48765e-16+0.000368847j 9.99813e-17+0.000710557j 3.37041e-16-0.00106144j 2.7647e-17-0.000765255j -1.44431e-17-0.000240098j 2.42944e-15+0.00025096j -8.54022e-17-0.000392724j -3.51149e-17-4.1769e-05j 1.69404e-16+0.000905773j -3.1568e-17+1.58444e-05j 1.02004e-16+0.000675811j 4.16797e-17+0.000319858j -6.82348e-18-0.000385351j 9.49591e-17+0.000993251j -1.65965e-17-0.00046218j 1.13031e-17-1.01428e-05j -4.2691e-16-0.000606228j -1.51366e-16-0.00155032j -5.99341e-17-0.000584982j 1.22021e-16+0.000929367j 1.6287e-17-1.26763e-05j -9.53205e-17-0.000975356j -1.08402e-16-0.000776551j 1.65202e-16+0.000919772j 9.33177e-18-0.000642799j -1.26345e-15-0.000750469j 
4.36763e-15+0.00135475j 3.07561e-16-0.00101197j -1.11279e-18-5.9053e-06j 2.8499e-17-0.00131528j 8.94699e-18-0.000104232j 4.3807e-17-0.00103045j 2.09606e-17-0.000763378j -1.72809e-17+0.00106601j -1.3832e-19-0.000458335j 4.31222e-17+0.000382767j 7.67648e-17+0.000806746j 1.39249e-17+6.34993e-05j -3.04407e-18+0.000983257j 1.55958e-18+0.000395757j -1.36453e-17-0.000835165j -8.28266e-19+0.00113047j 3.31108e-16-0.00117595j 1.34001e-16-0.000808516j 4.56968e-17-0.000723947j -3.38372e-17+0.000686023j 1.71431e-16+0.000266945j 7.53136e-17-0.000620055j 2.6223e-17+0.00045403j -7.99535e-17-0.00105841j -3.92252e-17+0.000631936j -4.33655e-17-0.000311147j 1.22632e-16-5.25328e-05j -3.40495e-16+0.00124662j -8.8816e-17-0.00201379j 5.31578e-16+0.00168131j -1.04716e-16+0.000930243j 6.68876e-16+0.000565129j -1.13526e-14+0.00118405j -1.31317e-16+0.00177255j -2.09593e-16-0.000370594j -1.11698e-15-0.000138735j -3.99634e-16-0.00127448j 7.42981e-16-0.000309031j -1.6596e-15+0.00106978j -5.91296e-16+0.000444975j 3.00837e-16-0.00132778j 9.87145e-16-0.00112433j -2.00241e-16-0.000743164j 2.6475e-16-0.000580272j -8.80893e-17+0.00043929j 5.33887e-16-0.00280914j -2.12389e-16+0.000879974j -1.15484e-16-0.000487454j -5.38357e-17+9.71692e-05j 7.85205e-16+0.000892768j 1.03712e-16-0.00166694j -1.70367e-16-0.000672069j -1.26393e-16+0.000625432j -6.69205e-16+0.00109934j -2.43206e-16+0.00124115j 2.41334e-17+0.00022939j 3.98639e-15+0.000431053j -1.60789e-17-0.000206399j -1.54624e-18-0.000177058j 3.14848e-17+0.000328213j -1.98647e-16+0.00158275j 1.55388e-16+0.00093654j -5.62052e-17-0.000884863j -4.78023e-18-0.000361237j 1.77416e-17+0.00100003j 7.921e-18-0.000419065j -8.56861e-17+0.000594397j -1.66787e-17-2.99372e-05j 1.21591e-18+6.1266e-05j -7.90136e-18-0.000212556j -8.58558e-18-0.000729377j 2.00858e-17-0.00169923j 1.44905e-17-0.000584644j -2.18858e-18-0.000759864j 2.54264e-17+0.000235508j -2.09181e-16-0.000152147j 3.00171e-15+0.00180514j 
-3.0748e-15-0.000852062j -1.35245e-16+0.000172343j 2.88559e-17+0.00017984j 2.32861e-17+1.66378e-05j -1.19431e-17-0.000107574j 7.08512e-17+0.000330954j 7.68335e-17+0.000367815j -2.92625e-17-4.25626e-05j -6.54533e-17-0.00043699j -5.78192e-17-0.0001661j 1.00685e-16+0.000400135j -1.57175e-16-0.000518697j -6.82345e-18+0.000135665j 4.30748e-17+0.000181541j -7.50246e-17-0.000527643j -1.23073e-16-0.000324015j -4.76392e-18+0.000283308j -3.2522e-17+1.68836e-05j -2.41865e-17-0.000315115j -4.12257e-17-8.54366e-05j 1.12398e-17+4.32518e-05j 8.70889e-17+0.000175082j 6.28311e-17+0.000665179j 1.42966e-16+0.000422843j -3.71481e-17+6.32077e-05j -1.45202e-16-0.000434904j -1.22167e-17+0.000357253j 4.90315e-17-0.000212788j 8.3089e-17+0.000273872j -1.6526e-17+0.00014592j 2.68325e-17+0.000113037j 3.74255e-16+0.000387384j -6.783e-15+0.000720566j -3.29354e-17+7.01508e-05j -9.59496e-17-2.73183e-05j 1.05322e-15+0.000122158j 1.06861e-16+0.00011633j 8.28393e-17+4.25642e-05j -1.5865e-16+0.000132985j -7.54705e-17+8.72979e-05j 1.37543e-17-0.000383961j 3.30169e-17-4.45489e-06j -9.68773e-17-0.00021117j 3.62563e-17+0.000109662j -2.53246e-17-8.39256e-05j 2.52525e-17+0.000231314j -8.05384e-17+0.000229885j -2.6841e-17-0.000263495j 8.51421e-17+0.000407991j 3.53697e-16+0.000199083j 2.0842e-16+0.000253616j 8.76355e-17+0.000102261j 1.28608e-16+0.000523807j 6.11279e-17-0.000523155j -2.48306e-17-0.000147501j 1.1074e-16+0.000406233j -8.87084e-16-9.32837e-05j 5.60749e-18-5.11462e-05j 4.55649e-17+0.000169332j 6.10624e-17+0.00025165j -4.48428e-17-0.000334776j 1.29472e-16+0.000468202j 5.29437e-17-4.93311e-06j -7.69244e-17-0.000422786j 2.51572e-18+0.000197255j -1.07561e-16-0.000569796j -4.54856e-17-0.000202111j -1.83698e-16-0.000229913j -7.10192e-17-0.00035584j -2.83918e-17-0.000208628j 1.03336e-16+0.000444369j 7.67422e-17+0.000221413j -1.16275e-17-0.000111435j -1.99487e-17-0.000117058j 4.47237e-17+0.000195644j 4.66233e-17-0.000208627j -1.54851e-15-0.000816956j 
4.30929e-15+0.00133264j 2.8264e-16+0.000251739j -3.41128e-17+0.000116477j -9.4739e-17+0.000698694j 1.39098e-16-0.000683678j 3.51706e-16-0.00147116j 2.46032e-16-0.00108444j -6.64422e-17+0.000214523j 6.14982e-17-0.000222168j -2.46881e-17+6.32757e-05j -4.4881e-17+0.000352847j 1.95403e-16-0.000932767j 2.55598e-17-0.00015618j -4.68017e-17-7.07331e-05j 1.53032e-16-0.000919912j 1.81292e-16-0.000873099j 7.92514e-16-0.00168792j 3.95172e-16-0.000567049j -1.66726e-16+0.000212905j 1.10766e-17+4.93288e-05j 4.2474e-17-3.18832e-06j -1.60752e-16+0.000758509j 4.88222e-17-6.42764e-05j 1.38687e-16-0.00100591j -6.8149e-17+0.000280566j -2.74291e-17-6.39279e-05j 3.64303e-16-0.00109255j -3.69544e-16+0.00052946j 2.46253e-16-0.0010211j 1.80646e-16+0.000689158j -3.31057e-16+0.000563249j -9.0209e-16+0.000798191j 1.55693e-14-0.0015106j -3.122e-16+0.00172689j 3.17534e-16-0.000840517j -6.94135e-15-0.000890787j 1.61457e-16+0.000870009j -4.97843e-16+3.98074e-05j 8.86295e-16-0.000614056j 9.03527e-17-0.000210142j 7.61369e-17-0.000113865j 9.00461e-16-0.000885739j 2.23791e-16-0.00108498j 4.19611e-16-0.00151742j -3.81197e-17+0.00055398j 6.10883e-17+0.000109973j 1.02326e-16-0.000189183j -4.9069e-17+4.08668e-05j 1.77102e-16-0.00127246j 9.3609e-16+0.00114331j 4.00933e-16-0.0012578j -9.19909e-17-0.000241558j -6.31093e-17+0.000443117j -6.27633e-16+0.000948723j -2.42418e-16+0.0003763j -5.88664e-17+0.000370297j -2.30105e-15-0.000253766j -7.19387e-17+0.000558052j -2.06241e-17+0.000790064j -1.31382e-16+0.000838333j -3.90487e-16+0.00118126j -3.30645e-18+3.21594e-05j -1.77569e-17-0.000252567j 2.12705e-16-0.00118546j 8.79888e-17-0.000518242j 2.44127e-16-0.000955825j 1.95241e-16-0.00060607j 9.03603e-17+0.0002468j 7.70734e-17-0.00025713j -1.4505e-16+0.000725488j 1.15058e-16-0.00049817j 3.04063e-16-0.00135611j 3.1737e-17-4.43565e-05j -1.95424e-16+0.00114607j -4.01766e-17+7.79268e-05j -2.64015e-16+0.000881138j 1.23014e-15+0.000932502j 
1.73132e-15+0.000445485j 1.40977e-16+0.000371484j 3.95276e-19-0.000254792j 8.98619e-17+0.000687705j -4.25871e-17+6.21202e-05j -6.25737e-17+0.000483265j -6.50742e-17-0.000297693j -9.40801e-18-0.000182757j 1.36181e-17+0.000489641j 2.09985e-17+0.000141908j -8.73793e-17-0.000458701j 7.5421e-17+0.00131626j -1.21907e-17+3.50625e-05j -6.39356e-17-0.00117536j -3.86527e-18-0.000201195j -4.4495e-17+0.000525536j -1.62824e-16+0.000143059j -3.51051e-17+0.000709244j 7.78157e-17+0.000635554j 1.93597e-17+1.95594e-05j -1.85999e-16-0.000378588j -1.95496e-17-0.0003768j -1.12963e-17+0.000130465j -5.35217e-17-0.000176561j 4.50457e-18+0.00106036j 1.63463e-16+1.99532e-05j -5.23014e-17+0.000594014j -2.93077e-16+0.000498937j -1.17431e-16+0.000796773j 1.93282e-17+9.69685e-05j -3.26338e-17+0.000169369j -3.5805e-16+0.000262638j 6.5242e-15-0.000663783j -6.7392e-17-0.000394855j -4.0927e-16+0.00108115j 2.39581e-15+0.000308024j -8.33859e-17-0.000342502j -2.27301e-16+2.70439e-05j 5.9593e-16-0.000430865j -1.08772e-17-1.93429e-05j -4.27315e-17+0.00057223j -3.73149e-16+0.000437152j -6.15855e-17+0.000238229j -1.34184e-16+0.000830617j -1.81233e-17+0.000613027j -8.8865e-17+0.000341246j -3.14695e-16+0.000770462j -3.60778e-17-0.000537195j -5.65651e-17-0.000193445j 1.93919e-16+3.63979e-05j 1.44041e-17+0.000394324j -8.28083e-17-0.000332041j 5.70536e-17+0.000450026j -1.38948e-16+0.000205601j -2.68958e-17+0.000741941j -6.56259e-17-0.000679582j -5.53586e-16-5.48023e-05j 2.14256e-17-0.000148061j -6.42976e-18-0.000160362j 2.6868e-17-0.00034169j 1.04296e-16-0.000472221j -1.90707e-16-0.000941342j -4.73572e-17-0.00109124j -3.02077e-17+0.000159183j -4.42085e-17-8.69529e-05j 3.71219e-18+0.000848298j -7.47686e-17+0.000581896j 6.17751e-17+7.10423e-05j 8.25199e-18+0.000545544j 4.94479e-17+2.09346e-05j -3.30385e-18+0.000222435j -4.1214e-17+0.000387827j 2.47382e-17+0.000490169j 1.22267e-16+0.000599725j -3.47211e-17-0.00023157j 7.12398e-17+0.000449163j 3.3899e-16+0.000182991j 
6.67826e-15+0.00196769j 4.84806e-16-2.27371e-05j -3.15753e-17+0.000402965j 6.78812e-17+0.000407909j 1.8772e-17-0.000835835j 6.12492e-17-0.000865001j -4.19262e-18-0.000525668j -2.60179e-17+0.000175082j 4.48332e-17-0.000712111j -2.20142e-19+3.42185e-06j -4.95324e-17-0.000351921j 4.2871e-17+0.00141319j 2.34563e-17-0.000248268j -1.85923e-17-0.00097792j -1.45376e-18-0.000664865j -3.87651e-17+0.000975568j 4.00732e-16-0.0012314j 2.52676e-16-0.000687768j -4.09854e-17+0.000587106j 5.8082e-18+6.48641e-05j -2.22251e-16-0.000587454j 5.90862e-17-0.00142835j 6.82621e-17+0.000358192j -6.3238e-17-0.000767096j -6.23485e-17+0.000965484j 7.68882e-17-5.84338e-05j 1.39833e-16-0.000597575j -5.39057e-16+0.000997137j -1.40777e-17-0.000795j 5.60648e-16+0.000918195j -2.98742e-16-0.000637282j -6.60806e-16+0.0019038j 1.25843e-14-0.00119237j -2.5386e-16+0.00171803j -6.79077e-16+0.000742437j 4.01622e-15+0.000497397j -1.289e-16-0.000749244j -8.44409e-17-0.000169825j 3.80173e-16-0.000318381j -2.89289e-16+1.44527e-05j -5.82916e-18+0.00034469j -2.89394e-16+0.000225455j -9.48847e-17-0.000329318j 2.02314e-16-0.000942417j -7.85874e-17-8.61093e-05j 1.6077e-16-0.000939017j -7.60838e-16+0.00192159j -2.09484e-16-0.000422381j -8.21165e-17-0.000583361j 1.21304e-15+0.00124918j 2.60382e-16-0.00138664j -1.73396e-16-0.000533639j 3.70508e-18+0.00110738j -5.37938e-16+0.000838048j -2.18547e-16+0.000969601j 2.72983e-17-0.00154359j 1.76963e-15+0.000189557j -1.46844e-17-0.000158274j 3.61711e-17+6.61973e-05j 8.98233e-17+0.000812898j -1.66697e-16+0.000973222j -1.32192e-16-0.00119735j -4.05701e-17-0.00159699j 1.78596e-18-0.000547626j -2.426e-17+0.000390223j -1.78877e-17+0.000784129j -1.13026e-16+0.000758837j -1.47104e-17-2.08e-05j 3.90107e-17-0.000537754j 1.05741e-18+0.00024875j 3.48578e-17+0.000181835j 5.12913e-17-0.00108331j 3.91253e-17-0.000283038j 3.73045e-17+0.00102041j -1.01236e-17+0.000459107j -1.645e-16+0.000954837j 2.62183e-15+0.00166414j 
-7.69575e-16-0.000199373j -8.27207e-17-5.11309e-05j 2.72262e-17+0.000242551j -7.97641e-17-0.00019501j 6.9745e-18-0.000250943j 2.66476e-17+0.000108186j 7.0192e-17+0.000173356j 9.12082e-18+0.000195237j -6.30929e-17-0.000648228j -2.53271e-17-7.71583e-05j 5.8022e-17+0.000418744j -3.74745e-17+5.34539e-05j 4.05374e-18+0.000316823j 8.14167e-17-6.1126e-05j 2.6556e-17-0.000794395j 7.48957e-18+0.000304796j 7.02452e-17-6.66476e-05j -5.50483e-17-0.000201041j -1.80497e-17-0.000305996j -1.6888e-17+7.75472e-05j -2.00847e-17-7.22818e-05j -1.54546e-17-0.000425658j 6.44703e-18+0.0008809j 6.8107e-17+0.000107063j -1.11134e-16+0.000500393j -6.38459e-17-0.000515165j -2.73037e-17+0.000383445j -1.13903e-16+0.000286372j -8.73191e-17-0.000174555j 2.1875e-16+0.000673565j -1.17768e-16+0.000117974j 3.92098e-16+0.000911205j -7.48113e-15+0.000818297j -9.83948e-17+0.0006484j -3.63763e-16+0.000261606j 2.85401e-15+0.000342305j -1.8152e-16-0.000475983j 2.3546e-16-6.86837e-05j -3.9505e-16+0.00032707j -2.66671e-16+0.000213074j 6.31518e-17-0.000536948j 7.01425e-17-5.98407e-05j -1.2208e-16-0.000313972j 7.95939e-17+1.2567e-06j -1.41264e-16-1.6921e-05j -3.4255e-17-0.000598658j -3.15548e-16+0.000983477j -5.64243e-17-0.00053009j 7.8385e-17+0.000421982j 6.83888e-16+0.000575233j 1.83961e-16-0.000270006j 1.1045e-18-0.000176681j 3.04413e-17+0.000927449j -1.11943e-16-0.000173423j -9.72923e-17+0.000383788j 2.08593e-17-1.31914e-05j 6.90903e-16+7.10435e-05j -3.71569e-17-0.000212769j -3.14034e-17+4.40646e-05j 6.86775e-17+0.000398719j -3.47161e-18+7.08077e-05j 9.44184e-17+0.000305688j 4.10553e-17-0.000656164j 1.77907e-17-0.000492105j 6.14328e-17+0.000567834j -1.12321e-17-0.000296726j -2.90276e-17+0.000231501j -1.9476e-16-0.000266612j -6.14419e-17-0.000399403j -4.23244e-17-0.000279411j 4.60185e-17+0.000409143j 1.50196e-17-0.000225838j -5.10834e-17-0.000262613j -9.23093e-17-0.000117888j 6.13081e-17+0.000332236j -5.0206e-17-7.48275e-05j -2.26415e-16-0.000114925j 
3.6953e-15+0.0011504j 2.78535e-16-0.000774232j 1.63548e-18+0.000106506j 3.85774e-17-0.000869145j -1.354e-18+6.46587e-05j 3.05261e-17-0.000543732j 7.84983e-18+6.88201e-05j -1.73234e-17+0.000213058j -5.53931e-18-4.24285e-05j 8.66606e-18+9.05926e-05j -2.83212e-17-0.000565493j -9.98627e-18+0.000878771j 7.53245e-18-0.000260231j 2.238e-17+0.00032957j -3.46966e-17+0.00115545j -1.40364e-17+0.00105689j 1.59621e-16-0.000229871j 8.56679e-17-0.000714189j -5.88827e-18+6.80219e-05j -3.05623e-17+0.000126313j 2.45323e-18-2.46304e-05j 5.98953e-17-0.00113289j 1.00304e-16-0.000884855j -3.779e-17-0.000303126j 4.29789e-17-0.000707481j 1.82807e-17+0.000637871j 1.09658e-16-0.000751371j -4.05328e-17+9.90316e-05j 1.09146e-16-0.000987606j 1.07365e-16-0.000203064j -2.44693e-17-0.000980236j -3.34689e-18-0.000276985j 1.75602e-15-0.000199244j -3.51488e-17+0.000171792j 4.86806e-17-6.18105e-05j 2.53577e-15+0.000322342j -1.91943e-16-0.000792138j 3.74254e-16-0.000206803j -6.54871e-16+0.000403464j -8.28624e-17+2.48736e-05j -4.00526e-17+0.000284713j -2.53804e-16+0.000232945j 6.33602e-17+0.000555074j 1.0115e-16-0.000534696j -3.5223e-17-0.000799096j 3.48512e-16-0.0012641j -2.18316e-17+9.36496e-05j -7.15879e-17+0.000631251j -4.3471e-17+6.87381e-06j -6.66487e-16-0.000332682j -1.64987e-16-0.000758095j -1.64816e-17-9.46266e-07j -1.06621e-16-0.00086418j -1.63669e-16+0.000499429j -4.29486e-17-0.000145116j 1.96353e-17-0.00102308j 4.15238e-15+0.000447029j -2.86777e-17-0.000204388j -1.52935e-17-0.000542421j 1.05513e-17-0.000126258j -1.63118e-16+0.000776272j -2.32751e-17-0.000483706j -4.07835e-19+0.000293323j -1.78076e-17+0.000895012j -6.07912e-18+0.0003105j -7.26141e-17+0.00105585j -9.45203e-17+0.00054158j 7.96233e-17+0.000123748j -9.96442e-18-9.46025e-05j -4.67082e-18-5.24131e-06j 8.01985e-18-0.000491964j 2.58786e-17-0.000485611j 1.33894e-17-0.000412245j 1.4877e-17-0.000519223j 1.72458e-17+0.000117712j -1.62459e-16-0.000113166j 2.31912e-15+0.00141954j 
