-5.74766e-15-0.169402j -3.15067e-15-0.0220258j 2.4412e-15-0.251588j 4.23868e-16-0.000883047j -7.37079e-15-0.245055j -1.44059e-14-0.214022j 9.46631e-15+0.0794145j 3.16527e-16-0.0211081j 3.1095e-14+0.0861949j -2.26121e-13-0.405492j -1.4408e-14-0.0194803j 9.27274e-15+0.213395j -4.31112e-14-0.169188j -4.47548e-15+0.0576781j -3.98904e-15+0.0796991j -3.61508e-15-0.0376965j -2.17862e-13+0.0456195j -7.75326e-14-0.3223j -1.61307e-14-0.286218j 1.35372e-14+0.108559j 4.23335e-14+0.0899208j 5.57944e-15+0.218849j -1.34927e-14-0.149101j 5.56404e-14+0.205258j -2.62794e-15+0.085083j 7.91353e-17-0.148286j 7.6528e-18+0.184361j -1.29474e-14+0.139703j -1.16512e-13+0.0521857j 3.30616e-13+0.185405j -5.2542e-13+0.294581j -9.12031e-14-0.00660532j -4.59011e-16-0.0167124j -5.00612e-16+0.0309154j -4.92879e-17-0.0230805j -1.21421e-15-0.0153875j -9.66479e-16+0.00346345j -1.63443e-15+0.00026202j 2.15651e-16+0.0105405j 3.56558e-16-0.0101032j -2.61339e-16-0.00366026j -3.5665e-16+0.0146483j -5.1062e-16+0.00368119j 2.48264e-15+0.00889436j 6.19642e-17+0.000714575j -4.40612e-16-0.00093614j 1.75758e-16+0.000710812j 4.17887e-16+0.0080272j 4.76079e-16+0.000379795j 7.54619e-16+0.000455327j -7.74393e-14+0.00137471j -4.73073e-16+0.0143193j -1.26347e-15+0.00179576j 1.66474e-15-0.00349584j -2.13615e-16+0.00366088j -1.78691e-17-0.000433597j 8.00147e-17-0.00419461j 1.53786e-16+0.00247182j 7.11603e-17-0.00656411j -1.25487e-17-0.000209644j -3.30871e-16+0.0201824j -4.33456e-16-0.00389725j -2.67329e-16+0.0179947j -1.75371e-16+0.00626278j 7.91068e-17+0.00529626j 3.53707e-16-0.0022377j -5.74522e-16-0.026061j 3.3209e-16+0.0270025j -8.47501e-17+0.00483055j -4.40416e-16+0.0430017j 1.11566e-15+0.0126902j -1.52142e-15-0.0488367j 
-5.79378e-17+0.00221298j 3.62949e-17+0.000296358j -4.04053e-17+0.00102859j 4.9485e-18-0.000396263j 1.35506e-17+0.000447085j 4.24704e-17+0.000630169j -1.41717e-17-0.0003988j -9.60205e-18-0.000202955j -6.51649e-17-0.000205836j 5.07232e-16+0.000918601j 5.03471e-19+0.00021025j -1.53798e-17-0.000299598j 1.28101e-16+0.000458393j 5.01396e-18-1.60776e-05j 1.76746e-17-0.000230527j 2.39433e-17-0.000106471j 3.07556e-16-6.55867e-05j 1.28059e-16+0.000556601j 5.50653e-17+0.000300857j -2.47108e-17-0.000156567j -1.0151e-16-0.000237207j -1.53923e-17-0.00022664j 4.92354e-17-1.99486e-06j -5.3962e-17-0.000166054j -1.3055e-17+0.00021963j -4.10745e-18+0.000123185j -3.72151e-17+0.000191948j 2.74683e-17-0.000550003j 1.12618e-15+7.86649e-05j -3.12398e-15-0.00159118j -2.43183e-15+0.00126678j -4.16325e-16+9.48443e-05j -1.33383e-17-0.000380699j -5.28175e-17+0.00109158j 4.2659e-17-5.07359e-05j 6.91504e-17-0.000811975j -1.21098e-16+0.00183935j 5.51306e-18+0.00110549j -1.36534e-16+0.00184168j 2.75106e-17-0.000816887j -8.66858e-17+0.00088954j -4.86479e-17+0.000712241j 2.44683e-17-0.00174599j 3.41224e-16+0.000300079j -5.51387e-17-0.00100921j -5.84743e-16+0.0022095j -1.87162e-18-0.000389326j 6.50661e-17-0.00204892j -7.51558e-17+0.000694317j 4.48531e-17+0.000176851j -5.72053e-14+0.0010171j -2.5194e-17-0.000827706j 1.72551e-16-0.000395518j -5.54968e-17+4.68723e-05j 9.36329e-17-0.00167552j 6.37903e-17+0.000382258j -1.05401e-16+0.00220547j -5.80764e-17-0.00214863j -1.81026e-16-0.00123571j -2.41105e-17-0.000712678j 6.27381e-17-0.00108089j -5.73895e-17+0.000946051j 9.59079e-17-0.00083006j 9.55274e-17-0.00151685j 4.58805e-17+0.000627635j -9.05853e-17+0.00157425j -1.10625e-16+0.00184247j 3.87205e-17-0.000906959j 3.67206e-17+0.000275387j 9.82333e-17-0.00151232j -2.15977e-17-0.000277064j -9.88944e-17+0.00275783j 
2.39991e-16+0.0028014j 3.33703e-17+0.000693001j 1.64641e-17+0.0018754j 3.58262e-17-0.00094153j 3.87574e-17+0.00108695j 1.11407e-16+0.00127147j -1.08019e-16-0.000442918j 3.05298e-18-0.000432389j -1.70728e-16-0.000435003j 1.21819e-15+0.00218572j 8.2881e-17+0.000243427j -3.91797e-17-0.000838234j 2.86936e-16+0.00104112j 4.50833e-17-0.000250978j 2.77911e-17-0.000533758j 7.05733e-18+4.11508e-06j 1.16633e-15-0.000242264j 3.53238e-16+0.00156489j 8.47841e-17+0.00109842j -5.00666e-17-0.000539161j -2.55415e-16-0.000557332j -1.73716e-17-0.000787193j 2.5e-17+0.000587604j -1.56226e-16-0.000673875j 2.94225e-17+0.000156586j 5.26451e-18+0.000336744j 6.86639e-17-0.000483979j 9.88045e-17-0.00130529j 1.59056e-15-0.000129343j -4.4951e-15-0.00227286j -6.4489e-16+0.000488984j -6.63292e-17-0.000321331j 7.11201e-17-0.00123164j 3.39737e-17+0.00158164j -1.17376e-16+0.000901509j -9.37347e-17-0.000517794j 1.38183e-16+0.00195723j -1.50641e-16+0.00305492j 7.9431e-17+0.00217648j 5.93948e-17-0.00171908j 1.2542e-16+0.00052194j 3.85704e-17+0.000814142j -1.67846e-16-0.00297069j 6.4733e-16+0.00166565j -3.69549e-16+0.000395689j -5.22607e-16+0.00277721j 3.23589e-17-0.000781442j -2.00434e-16-0.00223338j -1.95308e-17+0.001363j 6.49314e-17+0.000963628j -1.69975e-13+0.00301789j 1.66946e-17-0.00205171j 4.77096e-16-0.00100012j 1.42705e-16-0.000622094j -1.91042e-16-0.00172118j 1.94404e-17+0.000980663j 3.34019e-16+0.00211132j -1.61675e-16-0.00386948j -2.52057e-16-0.00249583j -2.95215e-16+0.000142855j -5.08663e-17-0.00140064j 3.38055e-17+0.00125837j -1.63999e-16-0.000134464j -8.87661e-17-0.00181003j -1.96814e-16+0.00264936j 8.42101e-17+0.00198108j 9.88552e-17+0.00230912j -2.06303e-17-0.0014273j -1.25624e-16+0.00148741j -8.66781e-17-0.00184221j -1.30184e-16+8.17061e-05j 2.5995e-16+0.00321764j 
-1.35527e-16+0.00273563j 8.56009e-17+7.93202e-05j -5.53123e-17+0.00116981j -6.77582e-17-2.01555e-05j 6.21024e-18+0.000588758j 4.72867e-17+0.000749834j 2.0494e-17-0.000665458j -5.22321e-17-5.70483e-06j -6.6552e-17-0.000266169j 5.67068e-16+0.00101814j -2.15142e-17+0.000288412j -5.79448e-18-0.000413441j 1.38136e-16+0.000473336j -8.80888e-18+5.23142e-05j 1.57929e-17-0.000216026j 3.58006e-17-0.000146764j 1.49416e-16-3.51156e-05j 1.38386e-16+0.000584025j 5.32558e-17+0.00035661j -3.52426e-17-0.000118185j -1.00043e-16-0.000233918j -7.95055e-18-0.000312535j 8.71466e-17-0.000175673j -8.39054e-17-0.00024913j -6.63246e-18+0.000136993j -3.42883e-17+0.000321827j -8.55338e-17+0.000414335j -2.7588e-17-0.000366232j 1.33516e-15+0.000163698j -3.72109e-15-0.00188677j -3.29721e-15+0.00163102j -6.29278e-16+0.000512091j -1.41933e-16+0.000312314j -2.12759e-17+0.000896286j 1.95888e-16-0.000865582j 1.53529e-16-0.00127648j -1.95579e-16+0.00226228j 2.80838e-16-0.000323109j -1.75821e-16+0.00205354j -8.7728e-17-0.000221001j -2.13915e-16+0.00148816j -6.26372e-17+0.000793673j 1.66232e-17-0.0011647j 2.03902e-16-0.000859976j 1.18255e-16-0.00256733j -5.7809e-16+0.00234703j -7.66804e-17-0.000152546j 1.10638e-16-0.00250069j -7.11881e-17+0.000295599j 6.27155e-17-0.000479199j 2.76751e-14-0.000486097j -1.60771e-16-4.34978e-06j -9.27294e-17+2.76925e-05j -2.54992e-16+0.000669709j 2.04862e-16-0.0021325j 1.66366e-16-4.25148e-05j -3.0531e-16+0.00294402j -2.17037e-16-0.00123643j -3.0925e-16-0.000449122j 1.45621e-16-0.00168862j 7.46021e-17-0.00115758j -5.58839e-17+0.000951111j 2.82128e-16-0.00174015j 1.32069e-16-0.00171142j 3.59096e-16-0.00101747j -1.09814e-16+0.00167389j -1.42089e-16+0.00202365j 1.12025e-17-0.000769008j 2.32618e-16-0.000744265j 1.45546e-16-0.00176042j 4.42085e-17-0.000710507j -1.69815e-16+0.00326687j 
-2.94241e-17-0.000780974j -2.45879e-17-0.000144123j -5.02449e-18+5.48397e-05j 1.58699e-17+0.00027973j 1.44433e-17+0.000373002j 5.70533e-18+0.000187384j -8.28627e-18-3.99949e-06j 1.59767e-17+0.000195416j -4.01827e-17-0.000104648j 2.7622e-16+0.000496574j 2.75789e-17-6.19883e-05j -2.0857e-17-0.000375153j 2.93475e-17+0.000160485j 4.62852e-18-0.000125632j 3.62832e-18-6.43638e-05j 3.28764e-18+0.000149961j 3.45947e-16-7.20804e-05j 1.23847e-16+0.000487667j 2.02121e-17+0.000548453j -2.17101e-17-0.000175749j -4.38582e-17-8.75053e-05j -1.4682e-17-0.000427028j 1.70958e-17+0.000350225j -1.23802e-16-0.000427588j -4.27862e-18-0.000349492j 1.11367e-17+0.000325352j -1.41021e-18-0.000541003j 2.78228e-17-8.00662e-06j -3.34364e-16-0.000164215j 9.3822e-16+0.000413438j 2.52704e-15-0.00141538j 4.48428e-16+1.70164e-05j 3.18429e-17+0.000352106j -2.0844e-17-0.000730649j -2.58513e-17-2.08012e-05j -3.38404e-18+0.000444017j -5.45323e-18-0.00101057j -5.6508e-17-0.000824972j -2.23562e-18-0.00105742j 2.3623e-17+0.000573634j 1.38818e-17-0.000423395j -2.87403e-18-0.000435386j 8.09264e-17+0.00107161j -2.71149e-16-0.00034789j 4.941e-17+0.000372907j 2.4565e-16-0.00125013j 1.52914e-17+0.000253372j 4.25814e-17+0.00109861j -5.77392e-19-0.000452861j -5.38756e-17-0.000189439j 4.42025e-14-0.000786763j 5.89983e-17+0.00054895j -1.00485e-16+0.000278836j 1.93569e-17+6.39844e-05j 2.01908e-17+0.000894085j -5.32869e-17-0.000274815j -3.91164e-17-0.00116034j 1.35037e-16+0.00134986j 1.66679e-16+0.000830828j 3.67401e-17+0.000281535j 9.70663e-18+0.000561112j -6.78216e-18-0.000533654j -2.37122e-17+0.00031231j 1.02688e-17+0.000830987j -6.5271e-17-0.000591309j -1.71218e-17-0.000886568j -1.2154e-17-0.000970611j 1.52623e-17+0.000472404j -3.97892e-17-0.000305017j 5.91017e-18+0.000729652j 1.57439e-17+7.0453e-05j -4.97139e-17-0.0013969j 
4.68476e-17-0.000674174j -1.44401e-17+0.000207516j 1.93522e-17-0.000492741j 1.04846e-17-0.000416204j -1.66276e-17-0.000520537j -3.02167e-17-0.000434713j 8.53083e-18+0.000380252j 9.28078e-18-0.000251943j 5.31464e-17+0.000190766j -3.97756e-16-0.000710181j -7.06381e-18-9.90923e-05j 1.66526e-17+0.000449314j -6.57565e-17-0.000263912j -2.20003e-18+2.31877e-05j -1.03947e-17+0.000101097j -1.42436e-17-2.73706e-05j -1.80422e-16+3.92962e-05j -1.24547e-16-0.000522409j -2.60949e-17-0.000509051j 2.36027e-17+0.000128759j 5.62235e-17+0.000129076j 1.07466e-17+0.00043418j -3.5368e-17-6.60181e-05j 1.30246e-16+0.000412864j 7.62863e-18+0.00023986j 2.73181e-18-0.000441358j 2.3285e-17+8.61453e-05j -1.84194e-18+3.96086e-06j -3.43496e-16+3.15019e-06j 9.60655e-16+0.000506531j -1.43859e-16+0.000191333j -1.59071e-17-0.000435984j 1.93596e-17-0.000768837j 2.14937e-17+0.000324268j -3.81555e-17+0.000801022j -3.87258e-17+0.000401665j 5.49242e-17-0.00031102j -4.81672e-17+0.00154964j 5.05597e-17-8.10373e-05j 1.22104e-17-0.000686123j 6.15624e-17-0.000566581j 1.81112e-17-1.34184e-05j -1.22965e-16-0.000709201j 3.4641e-16+0.00123348j 1.83025e-17+0.00154576j -6.82303e-18+1.00971e-06j 3.24124e-17-0.000269098j -3.08092e-17+0.000346032j 6.87475e-17+0.00045827j 8.65041e-17+0.000690516j -9.13709e-14+0.00162279j -4.75255e-18-0.000881776j 2.10926e-16-0.000460438j 1.15348e-16-0.000646534j -8.71537e-17+0.000368677j -2.94649e-17+0.000463426j 1.50811e-16-0.000625919j -3.03204e-17-0.00107964j -2.75769e-17-0.000904862j -5.32947e-17+0.000961841j -2.61009e-17+4.16995e-05j 1.85236e-17+5.03181e-05j -7.53714e-17+0.000916048j -4.38766e-17+0.000112093j -6.29006e-17+0.00175043j 4.2101e-17-3.57495e-06j 4.67522e-17-0.000109512j -1.25136e-17-0.000157561j -4.35061e-17+0.00108004j -4.668e-17+0.000228195j -1.13604e-17+0.000450807j 6.28985e-17-0.000425971j 
-1.9068e-17-0.000401941j 6.05404e-18-5.40527e-05j 9.41223e-18-0.00080365j -2.12711e-17-3.50421e-05j -2.93958e-17-0.000832128j -4.74226e-17-0.000705448j 4.00182e-17+0.000245081j -1.2279e-17-9.15086e-05j 1.06214e-16+0.000288272j -7.58467e-16-0.00136222j -5.21223e-17-4.9996e-05j 3.64213e-17+0.000732693j -1.39157e-16-0.000561926j -1.77402e-17+0.000204706j -1.52238e-17+0.0002636j -1.12305e-17-0.000144163j -7.51783e-16+0.000156991j -2.63886e-16-0.00109865j -5.61169e-17-0.000992592j 4.40173e-17+0.000373235j 1.3985e-16+0.000299327j 2.32264e-17+0.000758874j -3.8686e-17-0.000533026j 1.98366e-16+0.000715865j -1.82551e-18+0.000321983j -1.01409e-17-0.000515634j -6.95293e-18+0.000676012j -5.78601e-17+0.000450492j -3.14557e-16+0.000193718j 8.87132e-16+0.000516355j -2.08745e-15+0.00116571j -3.80992e-16-1.13463e-05j -4.05571e-17-8.72145e-05j 1.95605e-17+0.000205574j 3.96026e-17-9.40773e-05j 1.03854e-17-0.000131281j -5.50578e-18+0.000179871j 7.67389e-17+8.65086e-05j 7.10372e-18+0.0002034j -3.61136e-17-0.000103364j -2.26843e-17+7.15175e-05j 1.79026e-18+0.000116328j -5.1697e-17-0.000137083j 9.37249e-17+4.79854e-05j 5.00792e-17-0.000101284j -2.6095e-17+0.00019458j -1.65182e-17-2.99967e-05j -3.38185e-18-0.000157841j 2.31186e-17+5.95774e-05j 3.83819e-17+1.14724e-05j -4.52418e-15+8.19351e-05j -5.36291e-17-1.526e-05j -1.6101e-17-2.50074e-05j -2.75441e-17-2.69001e-06j 3.30998e-18-0.000140208j 3.10063e-17+2.86668e-05j -9.97886e-18+0.000188009j -7.87194e-17-0.000174261j -7.04818e-17-0.000126322j 3.14263e-17-7.29525e-05j -8.12223e-18-2.49901e-05j 7.41882e-18+7.03721e-05j 3.70319e-17-1.79426e-05j -6.13484e-18-0.000114456j 8.9145e-17+5.99654e-05j 1.24903e-17+0.000133055j 7.30487e-18+7.27738e-05j -1.49153e-17+1.67229e-05j 5.38356e-17+3.2568e-05j -3.59558e-18+1.63782e-05j 1.77479e-17+1.66625e-05j 3.64758e-18+7.60444e-05j 
-6.02961e-16-0.00134647j -2.20175e-16-0.000243579j -1.72923e-16-0.000620759j 3.18493e-16+0.000349411j 4.76911e-17-0.000230601j -8.35967e-17-0.000363508j 1.5635e-17+0.000196932j 1.88543e-16+0.000183256j 3.55674e-17+0.000111473j -3.34589e-16-0.000531516j -4.7452e-17-0.000121115j -7.47147e-17+0.000142558j -1.39634e-16-0.000278141j -1.53191e-17+1.67014e-05j 3.34963e-17+0.000145578j 4.72912e-17+6.87297e-05j -2.01236e-16+4.35708e-05j -5.02486e-17-0.000317128j 8.35248e-17-0.000144621j 1.1599e-17+9.65058e-05j 9.70543e-17+0.00014598j -9.94461e-17+9.87724e-05j 2.29407e-17-1.31934e-05j -1.04585e-16+6.08033e-05j -1.90344e-16-0.000179412j 1.44608e-16-1.55904e-05j -1.2298e-16-0.000109445j 1.8329e-16+0.000388161j -7.33202e-16-4.24852e-05j 2.35068e-15+0.000975684j 8.85771e-16-0.000818635j 3.89198e-16+2.90696e-05j 4.59907e-16+0.000411188j -5.51298e-16-0.000782042j -3.02551e-16-0.000141507j 1.4706e-16+0.000446342j -5.74935e-16-0.00114458j -1.04602e-15-0.0010579j -6.53965e-16-0.0011937j 5.82474e-16+0.000682131j -1.06396e-16-0.000465974j -2.64022e-16-0.000463437j 1.00439e-15+0.00130161j -8.96949e-16-0.00045849j -1.42887e-16+0.000335805j -5.28584e-16-0.00145562j 2.58698e-16+0.000313834j 6.78067e-16+0.00127735j -4.28413e-16-0.000554767j -3.86042e-16-0.000263371j 5.60668e-14-0.00101504j 6.9621e-16+0.000735581j 1.81345e-16+0.000358848j 2.41537e-16+0.000106078j 5.08543e-16+0.00102576j -3.71753e-16-0.00035049j -6.3501e-16-0.00132015j 1.3482e-15+0.00164542j 9.84996e-16+0.00100521j -4.66934e-17+0.000264614j 3.92431e-16+0.000706892j -3.76611e-16-0.000634549j -5.7882e-17+0.000355158j 5.30415e-16+0.000976375j -9.49141e-16-0.000784949j -5.99314e-16-0.00103651j -6.53816e-16-0.00119518j 4.08808e-16+0.000636055j -5.44134e-16-0.000410344j 4.76777e-16+0.000955715j -4.34538e-17+8.89547e-05j -9.19042e-16-0.00173506j 
2.68949e-16-0.00146576j 7.5748e-17-2.84078e-05j 1.04531e-16-0.000838048j -1.63352e-16-4.99133e-05j -4.75598e-17-0.000580538j -2.27515e-17-0.000607544j 3.37561e-17+0.000425606j -8.32408e-17-5.40594e-05j 7.45549e-17+0.000231161j -5.15678e-16-0.00095886j 3.56393e-18-0.00016008j 5.90849e-17+0.000461475j -8.29451e-17-0.000416844j -7.61236e-18+3.91579e-05j -3.6511e-17+0.000190089j -4.09671e-17+2.20565e-05j -3.20898e-16+6.74146e-05j -1.59192e-16-0.000657561j -9.24275e-17-0.000519191j 2.42195e-17+0.0001805j 7.62362e-17+0.000212253j 6.24025e-17+0.000420706j -4.91964e-17-8.43441e-05j 1.69937e-16+0.000376079j 9.61673e-17+6.01237e-05j -6.96009e-17-0.00035376j 6.53223e-17+1.85099e-05j -1.21503e-16+0.000303672j -7.47227e-16-1.80577e-05j 1.94653e-15+0.0010867j 1.1105e-15-0.000387715j 6.54712e-17-0.000291814j -2.32164e-16-0.000260819j 2.93165e-16-0.000316266j 1.48185e-16+0.000467205j -8.89731e-17+0.000599669j 3.14679e-16-0.00103137j 5.31053e-16+0.000357283j 3.75686e-16-0.000900678j -3.07478e-16-8.79808e-06j 8.39025e-17-0.000734822j 1.45753e-16-0.000334823j -5.42956e-16+0.000415733j 3.86884e-16+0.000557489j 2.46857e-16+0.00134096j 6.3403e-16-0.00102964j -1.10973e-16+3.01932e-05j -3.02352e-16+0.00115247j 3.00557e-16-6.54949e-05j 2.25932e-16+0.000306496j -2.42406e-14+0.000440032j -3.44692e-16-0.000106035j -1.40109e-16-7.43014e-05j -5.85294e-17-0.000386996j -2.79936e-16+0.000989762j 1.30106e-16+8.26045e-05j 3.45994e-16-0.00138179j -6.09028e-16+0.000394459j -3.55763e-16+6.44093e-05j 9.84832e-17+0.000873679j -2.14432e-16+0.000533821j 2.06045e-16-0.000413905j -2.32568e-18+0.000908483j -2.93164e-16+0.000772176j 4.74099e-16+0.000694701j 3.25526e-16-0.000736533j 3.57939e-16-0.000928888j -2.15978e-16+0.000342756j 2.6728e-16+0.000481292j -2.70542e-16+0.000847286j 6.71586e-17+0.00038706j 4.3741e-16-0.00154109j 
8.88724e-17+0.000198749j 3.22589e-17-0.000163579j 2.39864e-17+0.000316579j -5.08317e-17+0.000326416j 6.2439e-18+0.000419103j 3.22768e-17+0.000316672j -1.48036e-17-0.000231792j -2.95643e-17+0.000205022j -4.40635e-17-0.000144872j 3.26013e-16+0.000569812j 2.20215e-17+4.3365e-05j -2.40732e-18-0.000376153j 5.86165e-17+0.000205607j 6.81081e-18-4.8984e-05j 3.48015e-19-7.9823e-05j -2.59325e-18+5.76957e-05j 2.0648e-16-4.4009e-05j 1.04583e-16+0.000452647j 4.11899e-21+0.000460324j -1.82989e-17-0.000127113j -5.1989e-17-0.000103128j 8.15566e-18-0.000381138j 1.18835e-17+0.000137163j -9.16617e-17-0.000368183j 2.81003e-17-0.000240544j -2.02167e-17+0.000356682j 1.78502e-17-0.000201465j -2.21931e-17-7.19047e-06j 1.29018e-16-4.72181e-05j -4.16119e-16-0.000197221j 9.05668e-16-0.000503008j 1.19527e-16+0.000267523j -6.76693e-17+0.000558816j 8.10987e-17-0.000393299j 4.63502e-17-0.000488023j -2.22967e-17-0.000121957j 9.12994e-17-8.54064e-05j 1.67171e-16-0.00115682j 1.05795e-16-0.00023682j -9.44818e-17+0.000568637j 8.45413e-18+0.000227293j 4.28468e-17-0.000109728j -6.80005e-17+0.000716726j -2.03326e-16-0.000837613j -4.90765e-18-0.0008311j 2.38039e-16-0.000338083j -5.696e-17+0.000230596j -1.09268e-16+8.78513e-05j 3.16436e-17-0.000398503j -2.22944e-17-0.000467383j 6.71617e-14-0.00119062j -8.24494e-17+0.000679448j -2.0476e-16+0.000352787j -9.00275e-17+0.00040706j -5.2322e-17+1.90701e-05j 5.31194e-17-0.000353529j 3.7476e-17+6.41209e-05j -1.56495e-16+0.00101516j -7.31877e-17+0.000769856j 3.10808e-17-0.000503775j -6.02582e-17+0.000125964j 6.07477e-17-0.000174326j 1.84817e-17-0.000468207j -8.03582e-17+0.000156652j 1.46781e-16-0.00121486j 8.90968e-17-0.000237146j 1.01462e-16-0.000195527j -6.21864e-17+0.000221998j 8.51594e-17-0.000733467j -7.15328e-17+5.8616e-05j 1.12205e-17-0.00025296j 1.35155e-16-0.000119425j 
-2.16392e-17+0.000351638j 5.96991e-19-0.000173549j -1.40239e-17+0.000577459j 4.32152e-18+0.000383786j 2.42431e-17+0.000698074j 3.72764e-17+0.000549335j -2.276e-17-0.000333837j 1.90557e-18+0.000258823j -7.81097e-17-0.000241942j 5.6416e-16+0.0010096j 2.86564e-17+6.47623e-05j -2.73858e-17-0.00062205j 9.24458e-17+0.000383047j 8.99731e-18-0.000108053j 1.23959e-17-0.000160539j 1.24975e-17+0.00010191j 4.30343e-16-9.08418e-05j 1.93483e-16+0.000804507j 3.75743e-17+0.000784561j -3.377e-17-0.000242067j -8.98922e-17-0.000196556j -1.71503e-17-0.000633681j 3.65523e-17+0.0002921j -1.79873e-16-0.000607352j -4.52365e-18-0.000357375j 4.58533e-18+0.000543658j -9.24386e-18-0.000400599j 2.55656e-17-0.000125874j 2.29191e-16-0.000102374j -6.45637e-16-0.000372573j 1.41727e-15-0.000862569j 2.49353e-16+0.000314145j 1.07857e-17+0.000666616j -2.18389e-17-0.000497411j 3.63854e-19-0.000543295j 1.43773e-17-0.000116384j -2.45375e-17-0.000126719j -1.06091e-17-0.00135354j -2.57723e-17-0.000308261j 8.97468e-18+0.000677949j -2.26081e-17+0.000254247j -9.14885e-18-0.000149662j 1.19818e-16+0.000849483j -3.57064e-16-0.000981093j -3.18891e-17-0.000948582j 9.74133e-17-0.000420113j -1.3761e-17+0.000271407j 1.96264e-17+0.000122095j -5.4527e-17-0.000470758j -9.20032e-17-0.000543539j 7.83413e-14-0.00139245j 3.83724e-17+0.000784452j -1.71495e-16+0.000411891j -6.18809e-17+0.00047345j 5.27666e-17+4.1387e-05j -5.14715e-18-0.000413789j -9.56829e-17+4.81919e-05j 7.87679e-17+0.00120127j 8.7668e-17+0.000913236j 2.67255e-17-0.00057305j 1.69486e-17+0.00014226j -1.17725e-17-0.000210962j 2.31806e-17-0.000546602j 2.53635e-17+0.000196096j -1.07569e-17-0.00141876j -2.83498e-17-0.000293601j -2.68489e-17-0.000227755j 1.3922e-17+0.000244921j -3.5241e-18-0.000856632j 2.53966e-17+4.97462e-05j 2.43496e-18-0.000300281j -4.04331e-17-0.000131679j 
7.94418e-17+0.00104306j 1.65915e-17-4.66135e-05j 5.91095e-18+0.000718422j 3.81315e-19+0.000170251j 2.1353e-17+0.000598963j 5.18561e-17+0.000565188j -4.22604e-17-0.000383852j -7.0701e-18+0.000125934j -7.3756e-17-0.000226511j 5.26652e-16+0.000937436j 2.73406e-17+0.000123348j -1.79946e-17-0.000498702j 1.03899e-16+0.000387993j 1.57976e-17-5.8724e-05j 1.24432e-17-0.000171597j 5.12115e-18+1.94079e-05j 3.39886e-16-7.15441e-05j 1.53142e-16+0.000679403j 2.59038e-17+0.000587526j -2.25498e-17-0.000192359j -8.87354e-17-0.00019777j -5.90121e-18-0.000476511j 1.4749e-17+0.000145694j -1.22999e-16-0.000439868j 8.36372e-18-0.000159634j -5.10742e-19+0.000407801j 2.09171e-17-0.000139887j 1.85614e-17-0.000225851j 5.67397e-16-2.08144e-05j -1.61482e-15-0.000808347j 2.1959e-17-3.87457e-05j 1.03702e-17+0.000298276j 1.09561e-17+0.000404983j 1.61909e-17+2.40604e-05j -2.45696e-17-0.000495144j -2.89105e-17-0.000424419j 5.20825e-17+0.000609823j -9.55788e-18-0.000715857j 3.75805e-17+0.000461856j -1.6829e-18+0.000249548j 2.19426e-17+0.000558373j 1.78307e-17+0.000159991j 4.01255e-17+4.30147e-05j -2.01178e-16-0.000707759j -1.72394e-16-0.00119453j -1.71391e-17+0.00050236j -2.32751e-17+7.8909e-05j -8.97975e-17-0.000687404j -5.41429e-17-0.000128385j -7.88993e-17-0.00039101j 4.40154e-14-0.000782386j 1.45687e-17+0.000351989j -8.19987e-17+0.000196138j -4.33258e-17+0.000416568j -3.12248e-17-0.00061357j 2.28326e-17-0.000201976j 3.17935e-17+0.000894955j -3.41064e-17+0.000183484j -3.06247e-17+0.000288335j -6.89677e-17-0.00076209j -2.2053e-17-0.000285969j 1.94236e-17+0.000186429j -2.68405e-17-0.000773015j -3.30561e-17-0.000419214j -2.81043e-17-0.00095334j 3.20715e-17+0.000361713j 4.0366e-17+0.000505568j -1.36302e-17-0.000126883j -1.77136e-17-0.000614759j -2.97035e-17-0.000516494j -3.83271e-17-0.000353237j 9.49012e-17+0.000927185j 
