-5.74766e-15-0.169402j -3.15067e-15-0.0220258j 2.4412e-15-0.251588j 4.23868e-16-0.000883047j -7.37079e-15-0.245055j -1.44059e-14-0.214022j 9.46631e-15+0.0794145j 3.16527e-16-0.0211081j 3.1095e-14+0.0861949j -2.26121e-13-0.405492j -1.4408e-14-0.0194803j 9.27274e-15+0.213395j -4.31112e-14-0.169188j -4.47548e-15+0.0576781j -3.98904e-15+0.0796991j -3.61508e-15-0.0376965j -2.17862e-13+0.0456195j -7.75326e-14-0.3223j -1.61307e-14-0.286218j 1.35372e-14+0.108559j 4.23335e-14+0.0899208j 5.57944e-15+0.218849j -1.34927e-14-0.149101j 5.56404e-14+0.205258j -2.62794e-15+0.085083j 7.91353e-17-0.148286j 7.6528e-18+0.184361j -1.29474e-14+0.139703j -1.16512e-13+0.0521857j 3.30616e-13+0.185405j -5.2542e-13+0.294581j -9.12031e-14-0.00660532j -4.59011e-16-0.0167124j -5.00612e-16+0.0309154j -4.92879e-17-0.0230805j -1.21421e-15-0.0153875j -9.66479e-16+0.00346345j -1.63443e-15+0.00026202j 2.15651e-16+0.0105405j 3.56558e-16-0.0101032j -2.61339e-16-0.00366026j -3.5665e-16+0.0146483j -5.1062e-16+0.00368119j 2.48264e-15+0.00889436j 6.19642e-17+0.000714575j -4.40612e-16-0.00093614j 1.75758e-16+0.000710812j 4.17887e-16+0.0080272j 4.76079e-16+0.000379795j 7.54619e-16+0.000455327j -7.74393e-14+0.00137471j -4.73073e-16+0.0143193j -1.26347e-15+0.00179576j 1.66474e-15-0.00349584j -2.13615e-16+0.00366088j -1.78691e-17-0.000433597j 8.00147e-17-0.00419461j 1.53786e-16+0.00247182j 7.11603e-17-0.00656411j -1.25487e-17-0.000209644j -3.30871e-16+0.0201824j -4.33456e-16-0.00389725j -2.67329e-16+0.0179947j -1.75371e-16+0.00626278j 7.91068e-17+0.00529626j 3.53707e-16-0.0022377j -5.74522e-16-0.026061j 3.3209e-16+0.0270025j -8.47501e-17+0.00483055j -4.40416e-16+0.0430017j 1.11566e-15+0.0126902j -1.52142e-15-0.0488367j 
-1.55616e-17-0.000776282j -1.0876e-17-0.000205606j 9.06952e-18-0.000619433j -6.7585e-18+0.000266581j -1.27303e-17-0.000415095j -3.0457e-17-0.000444682j 2.1429e-17+0.000141178j -7.42185e-19+0.000111619j 6.01348e-17+0.00015861j -4.41397e-16-0.000795227j -2.53082e-17-6.79281e-05j 1.65292e-17+0.00033466j -9.74309e-17-0.000366585j -9.95026e-18+0.000104015j -9.52758e-18+0.000185292j -8.60188e-18-2.7024e-05j -4.38715e-16+9.16336e-05j -1.40385e-16-0.000592109j -3.75918e-17-0.000449486j 2.40762e-17+0.000206036j 9.08498e-17+0.000196683j 1.13496e-17+0.000327093j -2.60651e-17-0.000253107j 7.4982e-17+0.000290223j -3.56475e-18+5.9723e-06j -5.04613e-19-0.000161249j 5.59883e-19+0.000251896j -3.33339e-17+0.000430466j -4.52204e-16+7.09964e-05j 1.2664e-15+0.0006686j -1.6769e-16+8.24376e-05j -3.63879e-17+0.00010857j -8.20617e-18+0.000354148j 7.84737e-18-0.000397484j 6.4496e-18-0.000303579j -5.44323e-18+8.77075e-05j 1.08316e-17-0.00046378j 2.15456e-17-0.000881998j 2.10339e-17-0.000530829j -1.55923e-17+0.000474817j -7.77515e-19-9.04261e-05j 6.45873e-18-0.000191874j 3.20156e-17+0.000800136j -2.13435e-16-0.000503838j 2.52831e-17-0.000215702j 1.80454e-16-0.000695971j -1.15517e-17+0.000216542j -2.06942e-18+0.00053881j 2.80197e-18-0.000375649j -3.75875e-17-0.000293227j 4.93951e-14-0.000877445j 3.33777e-18+0.000591098j -1.32158e-16+0.000286596j -2.43941e-17+0.000202135j 6.70501e-18+0.000405626j -7.09791e-18-0.000280937j -2.83762e-17-0.000484183j 2.51743e-17+0.00105231j 6.22472e-17+0.000688471j 3.49726e-17-0.000108833j -9.02086e-18+0.000362479j 9.24985e-18-0.000321714j 3.99963e-18-2.23876e-05j -1.1152e-17+0.000449257j 1.96323e-17-0.000791952j 1.11913e-17-0.000497304j 1.31902e-17-0.000589127j -6.98943e-18+0.000389337j 1.1058e-17-0.000450614j -1.13006e-17+0.000475867j 1.66459e-17-4.51795e-05j -1.8405e-18-0.000809518j 
9.00659e-18-0.000481371j 2.49795e-18-8.46842e-05j 1.27723e-17-0.000466302j -1.84095e-17+7.82976e-05j -1.46557e-17-0.000381329j -2.35535e-17-0.000364688j 1.91865e-17+0.000140545j -8.64838e-18+1.23495e-05j 5.10969e-17+0.000139709j -3.68165e-16-0.000664297j -2.05185e-17-4.82414e-05j 1.83425e-17+0.000321029j -7.25629e-17-0.000288953j -8.11663e-18+8.55778e-05j -9.49276e-18+0.00013961j -8.58499e-18-4.03071e-05j -3.48656e-16+7.28633e-05j -1.21643e-16-0.000509113j -3.2669e-17-0.000424509j 2.03719e-17+0.000170944j 6.97055e-17+0.00015356j 1.36776e-17+0.000320961j -2.17193e-17-0.000215297j 8.4505e-17+0.000294761j 5.0714e-18+8.09092e-05j -7.24948e-18-0.000203168j 3.3329e-18+0.000241991j -3.32704e-17+0.000275454j -2.89935e-16+6.69411e-05j 8.03286e-16+0.000438516j -4.44422e-16+0.000261753j -9.26954e-17+9.31036e-06j -2.79671e-17+7.80497e-05j 2.77123e-17-0.00011509j 2.11578e-17-8.47053e-05j -6.0742e-18+5.10951e-05j 2.48568e-17-0.000204741j 6.12805e-17-0.000249338j 3.55855e-17-0.000210949j -3.48704e-17+0.000136941j 1.07196e-18-7.72775e-05j 1.295e-17-6.72403e-05j -3.94801e-17+0.000276131j -2.33935e-17-0.0001125j 3.86234e-17+1.83298e-05j 1.02849e-16-0.000280134j -1.5026e-17+6.93071e-05j -2.23402e-17+0.000245655j 2.81663e-17-0.000119628j 1.22825e-17-7.07789e-05j 1.36658e-14-0.000241752j -3.48766e-17+0.000188307j -5.76908e-17+8.5309e-05j -1.73799e-17+3.49396e-05j -1.71382e-17+0.000190498j 1.29522e-17-8.1837e-05j 1.32188e-17-0.000239819j -5.10531e-17+0.000351494j -1.83304e-17+0.000210562j 2.61725e-17+2.11222e-05j -2.01136e-17+0.000163176j 1.93928e-17-0.000128661j 8.83144e-18+6.60774e-05j -2.6047e-17+0.00019259j 5.93266e-17-0.000195921j 2.97129e-17-0.000201608j 3.1539e-17-0.000263089j -2.09121e-17+0.000165494j 3.41616e-17-0.000104468j -2.40097e-17+0.000238025j 1.46711e-17+2.16059e-05j 3.07417e-17-0.000389662j 
7.34676e-16-0.000518982j 1.94496e-16-0.000146522j 2.28298e-16-0.000147235j -3.32811e-16+0.000240083j -5.23082e-17+5.2499e-05j 6.73095e-17-3.94047e-05j -2.47276e-17+1.32688e-05j -1.87497e-16+0.000138669j -1.07844e-18-4.20821e-06j 4.11195e-17-1.18964e-05j 6.12221e-17-3.93318e-05j 8.51754e-17-7.46822e-05j 5.09381e-17-3.84319e-05j 1.88721e-17-1.6526e-05j -4.75485e-17+2.89738e-05j -7.35513e-17+5.30526e-05j 1.80332e-18-8.06401e-07j -1.78535e-17+3.76935e-05j -1.37218e-16+0.000109771j 5.6614e-18-1.08489e-05j -2.77335e-17+2.11667e-05j 1.17583e-16-9.66683e-05j -7.41869e-17+5.88473e-05j 1.01903e-16-0.000107668j 2.1469e-16-0.00015878j -1.44107e-16+0.000113627j 1.82232e-16-0.000137262j -2.12581e-16+0.000144262j -2.0217e-16-4.15076e-05j 2.10674e-16+0.000349986j 1.73527e-15-0.000554081j 5.67153e-17+8.26147e-05j -4.50428e-16+0.000330236j 6.36701e-16-0.000457058j 2.46551e-16-0.000183353j -2.49054e-16+0.000172008j 7.62402e-16-0.000535504j 1.06283e-15-0.00076942j 8.52434e-16-0.000597574j -6.31496e-16+0.000452865j 2.21145e-16-0.000150126j 3.38362e-16-0.000238645j -1.02551e-15+0.000765565j 3.69714e-16-0.000421021j 9.38926e-17-6.17103e-05j 1.21127e-15-0.000738521j -2.80757e-16+0.000199368j -8.30024e-16+0.000593345j 4.86976e-16-0.000350422j 2.86374e-16-0.000237406j 4.37551e-14-0.000759058j -6.75366e-16+0.000500224j -4.54448e-16+0.000250508j -2.18402e-16+0.000152118j -6.46926e-16+0.000463901j 3.24374e-16-0.000247223j 7.87105e-16-0.000574514j -1.33729e-15+0.000996062j -8.19379e-16+0.000648317j 3.26488e-17-9.90761e-06j -4.89192e-16+0.000344956j 4.651e-16-0.000328122j -6.5978e-17+3.61186e-05j -6.75263e-16+0.000476353j 9.05509e-16-0.000662895j 7.39739e-16-0.000524649j 8.23927e-16-0.000580391j -4.72922e-16+0.000336351j 5.06301e-16-0.000372054j -6.21051e-16+0.000434743j 4.5045e-17-2.72125e-05j 1.11785e-15-0.00079841j 
-6.80542e-17-0.000480388j -2.345e-17-0.000146308j -1.43025e-17-0.000191432j 2.23267e-17+0.000230766j 4.08043e-18-1.25997e-05j -1.26501e-17-8.67742e-05j 7.42759e-18+2.02526e-05j 1.57822e-17+0.000126775j 8.05012e-18+1.65626e-05j -6.63022e-17-0.000114921j -5.49993e-18-3.63313e-05j -6.5712e-18-1.42437e-05j -2.95356e-17-7.89031e-05j -3.85307e-18+4.18894e-06j 1.12448e-18+4.78456e-05j 3.49306e-18+3.49288e-05j -6.28398e-17+1.30428e-05j -7.95014e-18-5.20484e-05j 1.55607e-18+2.29297e-05j 8.1167e-19+2.14714e-05j 2.15939e-17+4.31354e-05j -8.35294e-18-3.09129e-05j 2.49483e-18+3.61726e-06j -2.6352e-17-4.4187e-05j -1.74537e-17-0.000121833j 1.2246e-17+7.03986e-05j -1.43208e-17-6.12773e-05j 8.13193e-18+0.000174383j -2.53317e-16-1.863e-05j 7.32958e-16+0.000345872j 6.26794e-16-0.000394222j 1.23459e-16+9.16291e-05j 3.33385e-17+0.000321742j -4.6232e-17-0.000406271j -1.71795e-17-0.000208146j 1.65891e-17+0.000125871j -5.16591e-17-0.000453307j -7.16227e-17-0.000751048j -5.1532e-17-0.000516629j 3.992e-17+0.000427528j -1.65341e-17-0.000105117j -2.17004e-17-0.000203661j 1.17723e-16+0.000707723j -2.36912e-16-0.000426905j 1.88402e-17-0.000129849j 7.8499e-17-0.000648254j 1.45034e-17+0.000188367j 6.90412e-17+0.000506279j -3.72117e-17-0.000329804j -6.04059e-17-0.000242044j 4.18573e-14-0.00074517j 6.37902e-17+0.000487084j -8.13498e-17+0.000243007j -2.30744e-18+0.000164017j 5.9782e-17+0.000390108j -3.76365e-17-0.000239803j -9.06805e-17-0.000474688j 1.42331e-16+0.000927718j 1.34841e-16+0.000610958j 3.02126e-17-5.60285e-05j 3.32448e-17+0.000307508j -2.98937e-17-0.000291664j 6.31813e-18-7.14329e-06j 4.62813e-17+0.000414534j -6.35746e-17-0.000665734j -5.2371e-17-0.000460852j -5.58318e-17-0.000512737j 3.34142e-17+0.000312095j -3.5685e-17-0.000377805j 4.16535e-17+0.000384955j 1.0501e-17-4.16632e-05j -9.47537e-17-0.000696276j 
-4.65303e-17+0.000460099j 1.05916e-17+3.77492e-05j -1.46835e-17+7.18495e-05j -4.64703e-18-6.65842e-05j -3.24379e-18-6.66531e-05j -2.56169e-18+6.28389e-07j 1.11995e-17-5.98418e-05j -5.37595e-18-4.96478e-05j 8.415e-18+1.05575e-05j -4.49181e-17-7.75958e-05j -1.50775e-17+4.35215e-05j 3.5238e-18+8.10055e-05j -1.52144e-18-1.60871e-05j -5.08441e-18+4.6341e-05j 1.40081e-18+5.80415e-06j 6.23874e-18-5.87966e-05j -1.06231e-16+2.1592e-05j -2.59029e-17-0.000108914j 3.68602e-18-0.000141816j 2.2421e-18+4.83619e-05j 7.95316e-18+1.10893e-05j -5.39293e-19+0.000105602j 9.70736e-18-0.000130284j 2.51011e-17+0.000110315j -7.63297e-18+0.00011286j -3.44397e-18-6.71271e-05j -2.09109e-17+0.000208528j -7.60546e-18-1.24072e-05j 2.03336e-16+6.69098e-05j -5.53803e-16-0.000274937j -1.10017e-15+0.000571012j -1.95924e-16+5.37565e-05j -1.74122e-17-4.80416e-05j -1.92631e-17+0.000276797j 3.21757e-17-9.95359e-05j 3.52713e-17-0.000251809j -5.74584e-17+0.000492754j 2.71899e-17+0.000151843j -5.55308e-17+0.000480864j -8.87495e-19-0.000158892j -4.59513e-17+0.000267655j -2.09003e-17+0.000194081j 1.495e-17-0.000378905j 8.26667e-17-1.75601e-05j 2.49402e-17-0.000380961j -1.65142e-16+0.000556517j -5.47232e-18-7.54738e-05j 4.26503e-17-0.000538082j -2.02635e-17+0.00013787j 1.78193e-17-1.16961e-05j -6.97104e-15+0.000124541j -1.8836e-17-0.000123402j 1.85713e-17-6.03331e-05j -3.56221e-17+6.17702e-05j 5.1603e-17-0.000449696j 2.50838e-17+5.79773e-05j -6.95309e-17+0.00060405j -1.72807e-17-0.000451156j -5.18517e-17-0.00024338j 2.40789e-17-0.000259014j 2.61918e-17-0.00025783j -2.27788e-17+0.000231017j 5.49627e-17-0.000268359j 4.1797e-17-0.000386226j 4.79099e-17+1.93502e-05j -3.86619e-17+0.000395442j -4.80399e-17+0.000450213j 1.36986e-17-0.000191392j 3.2768e-17-1.48688e-05j 4.28859e-17-0.000361306j 7.44186e-18-9.54299e-05j -6.00298e-17+0.0006865j 
-8.29751e-19-0.000115705j 2.78096e-18-3.70603e-05j 2.99975e-18-0.000126559j -8.38615e-18+4.46665e-05j -4.37505e-18-9.99769e-05j -6.37076e-18-9.75549e-05j 6.8647e-18+2.61415e-05j -4.3116e-18+1.54544e-05j 1.43328e-17+3.638e-05j -1.01222e-16-0.00018309j -6.78526e-18-1.01007e-05j 5.55744e-18+8.40674e-05j -2.02607e-17-8.15253e-05j -2.89303e-18+2.75701e-05j -2.74769e-18+4.06455e-05j -1.91469e-18-1.28382e-05j -1.06809e-16+2.2201e-05j -3.38501e-17-0.000142267j -9.4269e-18-0.00011594j 5.3006e-18+5.02578e-05j 1.99593e-17+4.39169e-05j 4.19359e-18+8.52218e-05j -4.53018e-18-6.92288e-05j 2.19089e-17+7.78116e-05j 1.66106e-18+1.66413e-05j -3.3295e-18-4.5812e-05j -1.12096e-18+7.83312e-05j -1.19542e-17+8.93256e-05j -7.43289e-17+2.2843e-05j 2.05082e-16+0.000113225j -1.57784e-16+8.60665e-05j -3.45244e-17+2.52952e-05j -1.34361e-17+6.21488e-05j 9.18978e-18-4.84266e-05j 1.25783e-17-6.8511e-05j 1.85111e-18-7.45608e-06j 3.95489e-18-4.27507e-05j 2.93373e-17-0.000154268j 8.55486e-18-5.62239e-05j -1.49483e-17+7.53238e-05j -5.28207e-18+7.26727e-06j 3.13052e-18-1.78034e-05j -1.01396e-17+0.000117891j -1.81846e-17-9.72455e-05j 1.77317e-17-7.63381e-05j 3.18761e-17-8.14298e-05j -7.80175e-18+3.43903e-05j -4.60028e-18+5.35637e-05j 7.54705e-18-5.89212e-05j 2.86367e-18-5.70133e-05j 8.80059e-15-0.000155857j -1.53577e-17+0.00010225j -3.07559e-17+4.92235e-05j -1.44179e-17+4.40771e-05j 2.84153e-19+3.60573e-05j 8.08528e-18-4.82803e-05j -5.76287e-18-3.68124e-05j -2.06256e-17+0.000159263j -9.57875e-18+0.000108498j 1.50108e-17-4.47256e-05j -5.24049e-18+4.65436e-05j 5.63906e-18-4.02726e-05j 1.06484e-17-2.80077e-05j -5.85729e-18+5.0406e-05j 3.03358e-17-0.000149031j 7.61881e-18-5.84835e-05j 7.66655e-18-7.23633e-05j -7.13133e-18+5.82171e-05j 1.81499e-17-8.70817e-05j -4.8041e-18+5.99767e-05j 7.03211e-18-1.66876e-05j 5.70306e-18-9.39369e-05j 
-7.02242e-17+0.000499642j 1.18142e-17-4.49374e-05j -1.93692e-17-6.6155e-06j -7.30287e-18+5.88746e-05j -4.83032e-18-0.000127564j -6.91957e-18-5.99767e-05j 1.80023e-17-0.000101437j -7.64224e-18+8.19133e-06j 2.01782e-17+3.00022e-05j -1.26458e-16-0.000224444j -2.60269e-17+5.47564e-05j 6.54231e-18+0.000134671j -2.04167e-17-8.74609e-05j -8.7447e-18+8.96614e-05j 9.96598e-19+4.64224e-05j 7.69396e-18-8.27504e-05j -2.43934e-16+4.99523e-05j -5.6693e-17-0.000237067j -2.2465e-18-0.000241001j 6.86067e-18+0.000105372j 2.87141e-17+5.23108e-05j 7.79815e-19+0.000168054j 9.30607e-18-0.000240192j 3.45501e-17+0.000166921j -1.28558e-17+0.000114097j -4.08857e-18-6.54908e-05j -2.94083e-17+0.000341908j -1.83331e-17+0.000111217j 1.96639e-16+0.000110828j -5.29599e-16-0.000254585j -1.50387e-15+0.000762207j -2.68877e-16+0.000177075j -2.39576e-17+0.000168428j -2.79523e-17+0.000200453j 4.50953e-17-0.000357473j 4.81295e-17-0.000379579j -7.88482e-17+0.000576828j 4.04919e-17-0.000315605j -7.4113e-17+0.000502683j -3.71752e-18+4.14325e-05j -6.71217e-17+0.000427433j -2.81185e-17+0.000206376j 5.36103e-17-0.000153971j -1.86679e-17-0.000378493j 2.52949e-17-0.000833729j -1.65057e-16+0.000541682j -1.45631e-17+7.58218e-06j 5.72073e-17-0.000621283j -4.05659e-17-2.38624e-06j -6.59336e-18-0.000217735j 2.04884e-14-0.000363145j -1.75759e-17+0.000156391j -4.63067e-17+8.06023e-05j -6.94808e-17+0.000250699j 8.13903e-17-0.000545742j 3.34461e-17-8.25808e-05j -1.20039e-16+0.000772837j -4.8482e-18-0.000114617j -4.12753e-17+2.76665e-05j 4.36314e-17-0.00054079j 3.57359e-17-0.000245981j -3.0404e-17+0.000206793j 8.01492e-17-0.000519972j 5.78384e-17-0.000404697j 6.83084e-17-0.000500465j -5.40067e-17+0.000384785j -6.60917e-17+0.000448692j 1.90707e-17-0.000115444j 4.68327e-17-0.00033355j 5.94262e-17-0.000382408j 1.33547e-17-0.000216738j -8.63656e-17+0.00075361j 
1.1168e-16-8.02308e-05j 1.23812e-17-1.79446e-05j 3.18573e-17-6.48375e-05j -2.18729e-17+2.17969e-05j -4.06797e-18-4.5738e-05j 8.52804e-18-4.75286e-05j -1.31838e-17+1.71343e-05j -1.34022e-17+8.29824e-06j 4.41635e-18+1.73367e-05j -4.16788e-17-8.46906e-05j 7.88361e-18-7.38695e-06j 9.44577e-18+3.72712e-05j -3.62384e-18-3.83561e-05j 5.46254e-18+1.05694e-05j -4.82818e-18+1.90712e-05j -1.2056e-17-3.14571e-06j -4.31205e-17+9.40897e-06j -2.12634e-17-6.32142e-05j -2.06963e-17-4.93035e-05j 6.79585e-18+2.15381e-05j 6.41579e-18+2.04707e-05j 1.3998e-17+3.64928e-05j -2.21314e-17-2.58841e-05j 2.33857e-17+3.27113e-05j 2.25317e-17+3.33331e-06j -9.67859e-18-2.02088e-05j 3.52641e-17+2.62868e-05j -1.76596e-17+4.20074e-05j -3.50498e-17+7.24292e-06j 5.73978e-17+6.89109e-05j 9.03582e-17+1.22713e-05j 2.69023e-18+6.69211e-06j -2.11487e-17+2.70803e-05j 6.791e-17-3.45601e-05j -1.01462e-17-2.24614e-05j -5.32278e-17+1.13074e-05j 1.12724e-16-4.61435e-05j 5.86871e-17-7.07686e-05j 1.13457e-16-5.05587e-05j -4.73591e-17+3.91764e-05j 5.58282e-17-1.30694e-05j 4.49879e-17-1.80389e-05j -9.71399e-17+6.97869e-05j -5.17293e-18-3.75648e-05j -6.57733e-17-8.00993e-06j 1.4788e-16-6.55828e-05j -2.23444e-17+1.82692e-05j -1.22833e-16+5.36086e-05j 3.9522e-17-3.17445e-05j 3.89344e-18-2.21278e-05j 3.97771e-15-6.97459e-05j -4.20861e-17+4.88226e-05j -3.14716e-17+2.33577e-05j 4.52811e-18+1.38636e-05j -1.01008e-16+4.11948e-05j 1.91566e-17-2.2787e-05j 1.32257e-16-5.0651e-05j -1.19038e-16+9.05868e-05j -6.35172e-17+5.7603e-05j -4.47396e-17-2.59861e-06j -6.27676e-17+3.46925e-05j 5.63449e-17-2.99539e-05j -5.21654e-17+5.36666e-06j -9.11778e-17+4.32893e-05j 2.96116e-17-6.06339e-05j 9.45015e-17-4.6912e-05j 1.08096e-16-5.6649e-05j -5.0152e-17+3.57057e-05j 1.1701e-17-3.38125e-05j -8.67831e-17+4.7093e-05j -1.57736e-17-5.39256e-07j 1.59863e-16-8.01667e-05j 
4.21549e-17-0.000593759j -3.96138e-18+1.04036e-06j 1.97653e-17-0.000416581j -8.86756e-18-5.49507e-05j -1.22364e-17-0.000336035j -1.96892e-17-0.000322969j 8.69123e-18+0.000202792j -2.34473e-18-4.96157e-05j 4.03879e-17+0.000127325j -3.00067e-16-0.000541326j -7.83217e-18-6.76566e-05j 1.46179e-17+0.000278506j -5.71592e-17-0.000228057j -3.11737e-18+3.93788e-05j -9.04083e-18+0.000103298j -1.15855e-17-1.20192e-05j -2.09718e-16+4.44767e-05j -9.44951e-17-0.000393705j -2.80076e-17-0.00033366j 1.73914e-17+0.000115404j 5.13002e-17+0.000117262j 1.20478e-17+0.000266735j -2.61674e-17-9.71003e-05j 7.71087e-17+0.000244929j 9.68615e-18+7.80958e-05j -3.55959e-18-0.000215951j 1.74765e-17+9.37302e-05j -1.84701e-17+0.000155623j -3.16699e-16+1.72752e-05j 8.72933e-16+0.000466752j 5.89645e-17+2.46411e-05j 3.61279e-18-0.000134734j -8.5158e-18-0.000160636j 3.4268e-17-5.48655e-05j -7.71304e-18+0.000210783j -2.88676e-17+0.000218012j 5.64265e-17-0.000349335j 2.13237e-17+0.000256759j 6.10431e-17-0.000283956j -2.15838e-17-7.14139e-05j 3.57726e-17-0.000283874j 2.27016e-17-9.93443e-05j -7.24608e-17+6.48114e-05j 6.47994e-17+0.000293321j 1.63532e-17+0.00056341j 1.16958e-16-0.000321464j -1.81781e-19-1.54898e-05j -4.47652e-17+0.000395368j 4.59917e-17+2.26776e-05j 2.83499e-17+0.000160499j -1.62967e-14+0.000289906j -2.12556e-17-0.000109494j 1.93429e-17-6.55416e-05j 3.28043e-17-0.000182805j -5.84476e-17+0.000344848j -5.67208e-18+6.90017e-05j 8.22383e-17-0.000491462j -4.58939e-17+2.29408e-05j -1.12207e-17-6.75429e-05j -1.00651e-17+0.000362545j -3.22612e-17+0.000179156j 2.82418e-17-0.000126074j -3.57869e-17+0.000376998j -4.77174e-17+0.000254066j 7.54983e-18+0.000382999j 4.88655e-17-0.000231036j 5.51391e-17-0.000311282j -2.44494e-17+0.000103845j 3.9248e-19+0.000253415j -4.71626e-17+0.000304291j 2.04671e-18+0.000168468j 6.7277e-17-0.000541755j 
1.6307e-16-0.000385249j 7.27927e-19-4.77287e-05j 4.34049e-17+0.000102947j -1.1301e-17+0.000111525j 7.83426e-18+0.000263391j 2.54035e-17+0.000159599j -3.61038e-17-6.87527e-06j -4.94966e-18+9.05325e-05j -3.45813e-17-7.81746e-05j 2.21967e-16+0.000385557j 3.70877e-17-3.16019e-05j -4.46846e-18-0.000255918j 3.80434e-17+0.000139233j 1.5586e-17-8.99661e-05j -1.60483e-18-6.16657e-05j -1.47889e-17+9.31317e-05j 2.68842e-16-5.51997e-05j 7.94298e-17+0.000358387j -8.39861e-18+0.000374622j -7.88556e-18-0.000130625j -4.11576e-17-7.60817e-05j 7.9555e-18-0.000286702j -2.05928e-17+0.000245326j -5.91947e-17-0.000282536j 3.02507e-17-0.000201137j -3.42181e-18+0.000200783j 5.77192e-17-0.000359206j 5.74416e-18-6.78939e-05j -1.30553e-16-0.000109215j 3.07604e-16+0.000172499j 1.71596e-15-0.000856514j 2.95127e-16-2.43597e-05j 7.49709e-18+0.000127166j 8.08408e-17-0.000367852j -5.28988e-17+6.63524e-05j -9.06845e-17+0.000271771j 1.70387e-16-0.000553919j 1.03895e-17-0.000301044j 1.65379e-16-0.00056245j -3.62097e-17+0.000246421j 1.06382e-16-0.000266007j 6.48635e-17-0.000234652j -9.25725e-17+0.000497612j -1.26799e-16-8.27483e-05j -1.1006e-16+0.000322476j 3.16066e-16-0.000650757j -1.35801e-17+0.000109296j -1.65168e-16+0.000597426j 4.93872e-17-0.000197992j -2.8911e-17-4.14814e-05j 1.5499e-14-0.000275565j -7.55148e-18+0.000206095j -5.23215e-17+0.000106153j 4.35434e-17-1.88246e-05j -1.51107e-16+0.000494763j -1.30256e-17-0.000104435j 2.00271e-16-0.000654619j -7.93688e-17+0.00061232j 7.4491e-18+0.000360599j -7.8103e-17+0.000226745j -8.59559e-17+0.000286532j 7.64283e-17-0.000272043j -1.15577e-16+0.000230623j -1.30027e-16+0.000439363j -4.2485e-17-0.000164926j 1.28469e-16-0.000461141j 1.52736e-16-0.00050281j -5.91816e-17+0.000220623j -3.54814e-17-7.13096e-05j -1.27307e-16+0.000379381j -2.89102e-17+6.83708e-05j 2.1831e-16-0.000740765j 
-1.88061e-17-0.00125758j -2.19059e-17-4.10925e-05j 1.04918e-17-0.000708621j 1.41335e-18-1.26222e-05j -1.57902e-17-0.000476105j -4.13942e-17-0.000507312j 2.54546e-17+0.000350539j 8.56781e-18-2.86965e-05j 6.0317e-17+0.000191006j -4.45757e-16-0.000797875j -1.36662e-17-0.000135371j 1.44071e-17+0.000375468j -9.53817e-17-0.000350408j -9.29679e-18+3.24613e-05j -1.22286e-17+0.000161239j -1.09489e-17+2.23694e-05j -2.67164e-16+5.66777e-05j -1.23725e-16-0.000543825j -3.088e-17-0.000421515j 2.05022e-17+0.000150128j 7.85639e-17+0.00017878j 7.88046e-18+0.00034007j -2.53236e-17-6.83381e-05j 8.79391e-17+0.000301959j -1.4029e-19+3.41673e-05j 2.65547e-18-0.000280579j 3.11526e-18+7.37996e-06j -1.56338e-17+0.000269539j -6.56083e-16-1.7127e-05j 1.84225e-15+0.000931014j 7.48421e-16-0.000365807j 1.27417e-16-0.000227516j 3.7161e-18-0.000174016j 7.48169e-18-0.000308441j -7.24521e-18+0.000356801j -1.05002e-17+0.000505986j 1.44834e-17-0.000899159j -8.80261e-18+0.000200475j 2.5178e-17-0.000799997j -2.64311e-18+4.50796e-05j 2.23422e-17-0.000613988j 6.65743e-18-0.00029883j -3.62416e-17+0.000426612j 3.25866e-17+0.000403871j 1.02567e-16+0.00108114j 1.81078e-16-0.000921569j 1.74219e-17+4.77259e-05j 2.4506e-17+0.00100469j 5.51239e-17-9.38967e-05j 3.3425e-17+0.000221149j -1.51468e-14+0.000268888j 3.94521e-18-2.72236e-05j 1.5028e-17-3.10814e-05j 5.33739e-17-0.000296539j -2.06566e-17+0.000857387j -3.62036e-17+3.82635e-05j 3.09899e-17-0.00118844j 3.83374e-17+0.000436102j 7.19893e-17+0.000127387j 3.43058e-17+0.000707891j -9.02601e-18+0.00047427j 7.92006e-18-0.000374256j -2.53261e-17+0.000742313j -1.49168e-17+0.000682367j -1.32602e-17+0.000486932j 1.3279e-17-0.000658875j 1.55823e-17-0.000822545j -4.19577e-18+0.000318513j -1.08629e-17+0.000347544j -1.80114e-17+0.000740142j 2.35903e-17+0.000311535j -1.41881e-17-0.00134578j 
