-0.193019+0.115222j 0.481475+0.0766969j 0.169506+0.403788j 0.190437-0.402304j 0.289689-0.0114386j 0.00733019-0.0524311j 0.0490138+0.0266363j -0.016605+0.0120352j 0.0307641-0.0284266j -0.0424667+0.00319573j 0.00324417+0.0447022j 0.056553+0.0191618j 0.0120327-0.0186893j -0.032845-0.00094408j 0.00489327-0.0183493j -0.00400739-0.0245771j -0.0226593-0.0217779j -0.00301617-0.0559571j 0.0280996-0.0162577j 0.088863-0.0145573j 0.0697976-0.0725087j -0.0237429-0.0163164j -0.0302975-0.00750584j -0.0184707+0.0175465j 0.015613+0.0138097j 0.0147055+0.0137029j 0.00597698+0.00168219j 0.0201193-0.0230964j 0.00335148-0.0159721j -0.00168296+0.0108966j 0.0327944-0.0323442j -0.0284496+0.0152485j -0.0223662+0.00466723j -0.0173208-0.0352519j 0.0130926+0.0052725j 0.00995631-0.00747894j 0.00616407-0.0351809j -0.0178651-0.0179168j 0.00913173+0.0302104j -0.0040649-0.00970456j 0.0234411-0.0216878j 0.00640962+0.00893442j 0.038597+0.00953984j 0.00481682-0.041859j 0.0219701+0.00441613j -0.0236473-0.00625008j -0.0274866+0.0243051j -0.0147773-0.0197684j -0.0180252+0.00204213j -0.0222836+0.0059926j 0.0107545-0.0323702j 0.026528-0.0213339j 0.0215319+0.0369202j 0.0205808-0.0142496j -0.0200751-0.0118542j 0.0197948+0.0305303j -0.0191822-0.0151878j 0.0559608-0.00226712j 0.0362397-0.019575j 0.0102448-0.0144268j -0.0086356+0.0247757j -0.00329703+0.00400172j -0.00512675+0.0138982j 0.00315543-0.00552622j 0.00237336-0.014985j -0.00168235-0.00302423j 0.000732146+0.0128602j 0.0134893+0.0129702j -0.00598321+0.0133395j 0.0083227-0.00491843j -0.0127065+0.0190815j 0.000419296+0.00547088j 0.00190331-0.0023696j -0.000884762+0.00058329j 0.0161092+0.00724428j 0.0194295-0.0379305j 0.00998428+0.0110011j -0.00520777+0.000162534j -0.00221843-0.00250651j 0.0217556+0.00300879j 0.00391222+0.00454661j -0.0355059+0.0263578j 0.00291128-0.0057194j 0.019258-0.00727338j -0.00694985-0.000150545j -0.00350316-0.013232j 0.00146759-0.00588437j 0.00620482-0.0116119j -0.00358535-0.00475883j -0.00772572+0.0212048j 0.0190178-0.00484918j -0.00609356+0.0136154j 
0.00497542-0.0285222j -0.0224944-0.0270645j -0.0341101+0.00795023j 0.0485789+0.0432278j -0.00014405-0.0200582j -0.0641415-0.10498j 0.106193+0.0470691j 0.119767-0.081365j -0.0782967-0.0118161j -0.0807181-0.0465159j -0.0363355+0.0819666j -0.0912037+0.127819j 0.139677-0.151825j 0.109107-0.0366322j 0.012654-0.0475696j -0.129373-0.061927j -0.185495+0.0915647j -0.0268779-0.0595663j -0.115123+0.0199559j 0.0568297-0.0410172j 0.095242+0.0431277j 0.0180745+0.0634717j 0.0322824-0.026648j -0.0251171-0.0794518j -0.0517539+0.0376441j -0.034362-0.104508j 0.0322391-0.0141476j 0.0021735+0.0200276j 0.0670414-0.0726561j -0.00676473+0.0340634j 0.038994+0.0476272j 0.0301438+0.0375844j -0.0631151-0.0373952j -0.0483839-0.0158293j -0.098282+0.0148035j 0.015004+0.0308866j 0.0283911+0.0203898j 0.0415849+0.0305484j -0.0223597+0.0172448j -0.113092+0.0690339j 0.0549523-0.00890452j -0.0333881-0.0700357j 0.0201765-0.0167069j -0.0694563-0.0868646j -0.00896604-0.00453146j -0.0097442-0.0329404j 0.0580181+0.0318116j -0.0668966-0.0463868j -0.00926241-0.131096j 0.0449361+0.0174134j -0.0706356-0.0350756j -0.0162182+0.0888106j 0.0309054-0.00745449j 0.0212877-0.0712841j -0.016882-0.0312818j -0.02407-0.0126954j 0.0444117-0.0728898j 0.0126113-0.0773611j 0.0265873-0.0208043j 0.0112089+0.00923811j -0.00602384-0.00380127j 0.00662147+0.0261822j 0.0190172-0.0268287j 0.0284688-0.0624951j -0.0433705-0.0528511j 0.0213917+0.115693j -0.0089366+0.0927038j -0.0300829-0.0194695j 0.00475726-0.0439199j 0.0246356-0.0451954j -0.0265185-0.0417387j -0.0225393-0.0495702j -0.0767881+0.0244196j 0.0376876-0.0464439j -0.00798559+0.0407233j 0.0715975-0.0433113j -0.0640163+0.0329994j 0.0520957-0.0125839j -0.0164967-0.00741568j 0.0202671-0.0216706j -0.0351344-0.0586721j 0.0107067+0.0175977j 0.000552696+0.0315829j 0.00814732+0.0194441j -0.0368815-0.0323254j 0.0237355-0.0150461j -0.0110569-0.00113224j -0.0142291-0.0079453j -0.0163249+0.0100104j 0.0112546+0.00279732j 0.000242931+0.0146071j 0.0125661-0.00706553j 
0.00280167+0.0306556j 0.00542528+0.0121706j -0.00814085+0.01231j 0.0124127+0.0176725j -0.00571463+0.0114184j 0.0654878+0.0346587j -0.163986-0.0303347j -0.0976537-0.0129935j 0.10266-0.0508872j -0.130548-0.0550054j 0.0842667+0.137116j -0.0770873-0.00988369j 0.118949-0.000694756j 0.0311117-0.0136624j 0.0354533+0.022682j 0.0188051-0.0535971j -0.125017+0.0447288j 0.0552922-0.0136465j 0.164833-0.0445514j -0.0340664-0.0437408j -0.107857+0.0768181j -0.0164515-0.0203272j 0.032203+0.0224626j 0.102389+0.0400208j -0.01821-0.0606952j -0.0276553+0.0918885j 0.037676-0.0098952j 0.0131055-0.0790325j -0.0485039-0.0399984j 0.102947-0.0656156j 0.0189344-0.0667505j -0.0100111-0.0251778j 0.111242-0.0340247j 0.0559136+0.0323506j 0.0565725-0.0549709j -0.0270225+0.00926054j 0.0340318-0.0190987j -0.0827955+0.0318309j -0.0155341+0.0147603j -0.045832+0.107881j -0.0738226+0.0410538j 0.0085437+0.0181745j 0.0830404+0.01082j -0.0537348-0.0393554j -0.0224304-0.0242292j -0.0574206+0.0732445j -0.0595602+0.00614068j 0.0164031+0.0296847j -0.00975818+0.107128j -0.0501107-0.0203447j 0.0466736+0.0399504j -0.0309608-0.0407226j -0.0253678+0.0583034j -0.0288093+0.0379681j -0.0106525-0.00633843j 0.00783974+0.00113395j -0.021225+0.117741j -0.0486405+0.0861522j -0.0346383+0.0357484j 0.00599699-0.0425322j -0.0507606+0.0450532j -0.0380837-0.031624j -0.0213808+0.0571453j -0.0298953-0.0347689j -0.0256422+0.146234j -0.0322287-0.115176j 0.000844596-0.0447793j 0.0398185+0.0205001j -0.0458702+0.0644605j 0.0213957+0.0335352j -0.00196658+0.0532635j -0.00576415-0.0368341j 0.0378095-0.0411032j 0.0307659+0.0639071j -0.0182538-0.0418448j 0.00161256+0.0907676j 0.00747218-0.0231891j 0.0273307+0.0324218j 0.0423449+0.0411072j -0.0396136-0.00809001j 0.0604254+0.0572662j -0.028171+0.00790316j 0.00578073-0.0656501j 0.0112848-0.0058442j 0.0236055+0.00459177j -0.0423152+0.0254962j 0.0501168+0.0354393j -0.0424128+0.0417682j -0.00914377-0.00036975j -0.000819114-0.0151893j 0.00539202+0.00472715j -0.00253009-0.0117285j 
0.0127319+0.0121788j -0.0042191-0.0199175j -0.0283672+0.00852089j 0.0379206+0.04146j -0.00101272+0.00121852j 0.0112673-0.0183946j -0.0446624-0.0111615j -0.0138935-0.0122158j -0.0326676+0.0273218j 0.134748+0.0304849j -0.119289+0.030385j 0.206137+0.0906183j -0.268263-0.140599j -0.0137264+0.0270875j -0.0706103+0.107236j -0.0166083-0.1115j 0.181536+0.009066j 0.0239595-0.137299j 0.0548582+0.05691j 0.0154745-0.035791j 0.0254702+0.0117112j 0.00887709+0.0235091j 0.0147193+0.00451177j -0.0470262+0.00261906j 0.00476794-0.00320277j 0.0704986-0.0156377j -0.0296254+0.0158264j 0.0253336-0.00656987j -0.0912537-0.0142875j -0.0302084+0.0348966j 0.00348806-0.00539036j -0.0380965-0.00555858j 0.0674149+0.00917694j 0.0328215+0.061163j 0.00625501+0.0108154j -0.0113345+0.0298499j -0.0545078+0.0169069j 0.0351657-0.0631484j 0.0387004-0.00260478j -0.0659566-0.105329j 0.0191139-0.0303818j 0.0392855+0.0535566j 0.0402894+0.0731746j 0.0754621+0.0135127j 0.0191818-0.015986j 0.0167443-0.00521932j -0.0568647-0.0138491j 0.0211638+0.0269989j -0.0128772-0.00946045j -0.0115423-0.00319868j -0.00113594-0.0397541j -0.0489138-0.00706547j 0.0251176+0.0752114j 0.0498049+0.0287567j 0.047439+0.0810731j 0.00163401-0.0130091j 0.0174459+0.003411j 0.014362-0.0201319j -0.0132642+0.0141083j 0.0131434-0.00110701j -0.022131-0.0503657j 0.00507442+0.0249668j -0.00175387+0.0462052j 0.0322777-0.0275726j -0.0890935+0.0807335j -0.010739+0.00147926j -0.0142434+0.0985969j -0.0210489-0.00324945j 0.0167389+0.0066779j 0.00480464-0.018784j -0.00505704+0.00423499j -0.026994+0.0171299j -0.0335888+0.041861j 0.0542568-0.0327572j -0.0270375+0.0396485j 0.00838866+0.0150165j -0.0134622+0.00769162j 0.00417629-0.0149166j 0.0158142-0.0074433j -0.0218703-0.0572765j 0.00892701+0.0077455j 0.00989636-0.000588244j -0.0141918-0.015688j 0.00627502-0.00782118j 0.00359655-0.0271966j -0.00275324-0.00615742j 0.0211818+0.00904549j -0.0129711+0.0189864j -0.0215744+0.000178945j -0.00300643+0.015239j -0.00012658+0.00303514j 0.00485018+0.00913299j 
0.0337105+0.0383141j 0.00810665-0.0173671j 0.00881711+0.0223638j -0.015727+0.0263322j 0.00786365+0.021282j 0.0520376-0.00232575j -0.131101-0.00437446j -0.0346504+0.115137j 0.112146+0.00398645j -0.155007-0.0871823j 0.0450282-0.0464611j -0.0368395-0.0492678j -0.131056-0.0161187j -0.0530561-0.0125983j 0.00867236-0.0483305j -0.0706863+0.100064j -0.126641-0.0420075j 0.0979342+0.00306248j 0.00807341+0.0582221j -0.0214068-0.0104293j -0.102112-0.00440454j -0.0408539-0.0571348j 0.0322895+0.0391292j 0.075436-0.0227733j 0.00357891-0.0290213j -0.0355844+0.0318634j 0.00583726-0.0129252j 0.0564517+0.0184203j -0.0534097+0.134301j 0.0645759-0.0517626j 0.0485999+0.045078j 0.0154011-0.0502199j 0.0630843-0.143363j -0.0720511-0.0524655j 0.0263751+0.158073j 0.0358131-0.0316677j 0.0972763-0.0454485j 0.0903093-0.0105891j -0.00510102-0.00466138j -0.0551364-0.071002j 0.14672+0.0418052j 0.0169099-0.0874328j -0.0022112+0.045829j -0.063195+0.0169281j -0.0703494+0.0424238j 0.0273611+0.0509911j -0.0463583+0.043203j -0.0239447+0.00150989j -0.0388654-0.0471161j 0.0814405+0.00435574j -0.0587034+0.0705784j -0.00996187-0.103065j 0.0109338+0.00989432j 0.00190849-0.0477382j -0.0322706+0.0706431j 0.00530204-0.0782457j -0.0196979-0.0451358j 0.0416903-0.0548815j -0.0339998+0.072781j 0.0429184-0.0140662j -0.0722895-0.055449j 0.0412008-0.0062408j 0.0144931+0.0247217j 0.00251365+0.00516543j -0.0550253+0.00705813j -0.0404623+0.0316211j -0.0217404+0.0907775j -0.0718892-0.125707j 0.0480175+0.022188j 0.0384157-0.0347008j -0.0151403-0.0335225j 0.0201466+0.162836j -0.0323236+0.0502095j 0.0712265-0.0682987j 0.0214815-0.0087965j 0.0275081+0.0632501j -0.0571882+0.078881j 0.0027137-0.0897228j -0.00137221-0.075888j 0.0180958-0.0407408j -0.0202123+0.0399141j 0.0792927-0.0618441j 0.0432008-0.0173964j -0.0040335+0.0244224j -0.0414101-0.0146922j 0.0357369-0.0253736j 0.00524062-0.00400129j 0.0145303+0.0239917j -0.0389503-0.00389983j 0.00568256+0.0327477j 0.014679+0.0270726j 0.0142112+0.0175661j 
0.00766925+0.0118727j 0.00398411+0.0372361j -0.026525+0.0326282j -0.00750733+0.0272458j 0.000517274-0.00483731j 0.0347745-0.0315357j -0.101539-0.0506608j 0.0226987-0.0117366j 0.0926948-0.0572285j -0.0232801-0.0791562j 0.0883123+0.050244j -0.0637711+0.00563253j 0.203041-0.0141498j 0.0685737+0.0249082j 0.0540456-0.011074j 0.0413543-0.0121397j -0.0924801+0.0376391j -0.0227138+0.0192509j 0.0261781-0.0135492j 0.0478981-0.0587433j 0.0176436-0.00462271j -0.0182611-0.0432555j 0.00966691-0.00941754j -0.0102808+0.00957684j 0.0339851-0.0678259j 0.0104561-0.0297075j 0.0951313+0.0105378j 0.0864132+0.039788j -0.140561-0.00929571j 0.0842205+0.0120969j -0.0564492+0.0305264j -0.0791086+0.0443225j -0.0116168+0.111901j 0.0181305+0.0213493j 0.0323238+0.0576482j 0.00685172-0.0495761j 0.0882702+0.103921j 0.0580861+0.038725j 0.0777612-0.0524371j -0.101655-0.0438351j -0.0627245+0.164907j -0.0186517-0.0584483j -0.0692993+0.12156j 0.0166612-0.0635861j 0.0981809-0.0333715j -0.0080535-0.00215807j 0.0774053+0.0386503j 0.0453903+0.0422199j 0.0495088+0.0412342j -0.0283127+0.0833642j -0.0539704+0.0359479j -0.0672458-0.0318213j -0.029839+0.0347639j -0.0719594+0.0175673j 0.0130601-0.0236733j -0.0249624+0.0342103j 0.0194716-0.0723092j 0.000111104-0.00506156j 0.0219161-0.0141206j 0.0307688+0.031526j 0.0298638-0.0737446j -0.00990945+0.0324774j -0.0150383-0.0250986j 0.0524207+0.0704288j -0.067709-0.069569j 0.0328905-0.0166288j 0.024355+0.00263572j -0.0230398+0.0122996j 0.0614986-0.0739905j -0.0326135-0.015062j 0.0207826-0.0445142j -0.0179048-0.0537254j -0.0252817-0.0503696j 0.0127578-0.072403j 0.0252453+0.00447101j -0.026852+0.00116017j 0.0562576+0.00633042j 0.0130662+0.0237545j -0.0410515+0.00345848j 0.0218135-0.00158843j -0.00144173-0.0332283j 0.00499072-0.00190815j 0.00350272+0.0156622j -0.00563797+0.0275547j -0.0156287+0.00294115j -0.0203696-0.0160201j -0.0288645-0.0235626j 0.0048723-0.00232182j 0.0265551+0.00340263j -0.00569126+0.0254619j 0.011604+0.0133177j -0.0087269+0.000181562j 
0.0060677-0.00524956j -0.0463095-0.00567624j -0.00962369+0.0194233j 0.0549334+0.00740333j -0.0284831+0.00429187j -0.0226285-0.0113735j -0.0368644-0.00480497j 0.215069+0.0700147j 0.115557+0.0403758j -0.106289-0.0567558j -0.0273844+0.0515267j 0.0573629+0.103421j -0.21032-0.0318355j -0.13065-0.0526581j 0.029694-0.0218307j -0.105515-0.0637835j -0.136721-0.0129167j -0.0148308+0.0224011j -0.105645+0.0524321j -8.54633e-05+0.0475766j 0.115694+0.0897297j -0.0422653+0.0160781j 0.131554+0.0493583j -0.01357+0.0493414j 0.0247283+0.0467048j 0.0512097-0.0184222j 0.014127-0.00245293j -0.00133268-0.0586038j -0.0433069-0.0684042j -0.0350636+0.0122457j -0.0890756-0.0313433j -0.0339489-0.0579052j 0.0621239+0.114066j -0.110686-0.0678632j 0.0522312+0.0333389j 0.00914925-0.0357417j 0.0297343-0.155506j -0.137119-0.153873j 0.0192797+0.0330375j 0.00726399-0.0647138j 0.00302322+0.0729189j 0.026501-0.0995517j -0.0103562-0.0143522j 0.0551387+0.0273071j 0.05175+0.0578815j 0.018879+0.0240757j 0.0128296-0.00978593j -0.0110375-0.0835391j 0.041965-0.0364215j 0.0287293-0.0152629j -0.0220072-0.0626211j 0.0535896+0.071047j -0.0222699+0.0386098j 0.00231643-0.0195543j 0.0531696+0.00998354j -0.00466877+0.0422009j -0.0140686+0.126796j -0.0422655-0.0653254j 0.0325422-0.0297573j -0.0288288-0.0205838j 0.00256542+0.0249036j 0.0162389+0.012638j -0.0182124+0.0371421j -0.0168173-0.002834j -0.0293233+0.125821j 0.0102915-0.049416j -0.0943582-0.0511215j -0.020007+0.0826039j -0.0316213+0.00535877j -0.0247225+0.0194146j -0.0106619-0.00336661j -0.110214-0.0123477j -0.0110561-0.00313848j -0.0433248+0.0720336j -0.0166432+0.00571292j -0.00140958-0.00381883j 0.0425532-0.058376j -0.0207309+0.0140177j 0.0100527+0.0349151j -0.00636551-0.0316306j 0.00388926+0.00159597j -0.0317597+0.0229233j -0.0151919-0.0189251j 0.0045309+0.00692796j 0.0420844-0.00979561j -0.0284673+0.0098072j 0.0308151+0.0389498j -0.0340838+0.0151929j 0.0150818+0.0253779j -0.00438765+0.00210831j 0.00115492-0.01213j -0.0141694-0.00961162j 
0.000462504-0.00793766j -0.0207738-0.0109789j 0.011385-0.0218743j -0.0313602+0.000472281j -0.0334475-0.0116321j -0.025707-0.01353j 0.0386201+0.0673904j -0.0141128-0.0170941j 0.0355317-0.0293957j -0.0556843-0.0557204j 0.0402645-0.0465975j -0.0191109+0.0143773j 0.0110206+0.034396j 0.0771039+0.0469297j 0.0688975+0.0188737j 0.0443996+0.0499905j -0.0695817+0.0629752j 0.0705116+0.0467023j 0.00274277+0.0135431j -0.00905895+0.0147651j -0.0023441+0.0178359j -0.0539463+0.00060259j -0.0394916+0.00231808j -0.010618+0.0365679j -0.052993-0.0364555j 0.0272482+0.024263j -0.0529156-0.0401973j -0.0821301+0.00125771j -0.0106511-0.0201729j 0.0538947-0.0597236j 0.00400304-0.0152019j -0.00157996+0.00425353j 0.196574+0.0403242j -0.032758-0.0871253j 0.00560193-0.0224161j -0.0174595+0.124264j 0.0128695-0.094625j -0.081086-0.101128j -0.0369337-0.092138j -0.0686438+0.109781j 0.181017-0.0865748j -0.0349105+0.0512495j -0.0291864+0.0248314j -0.0526771+0.0952074j 0.073614-0.0289195j 0.0615861-0.0381912j -0.016575+0.00716991j -0.0613028-0.0241291j 0.0257888+0.0045037j -0.00193571+0.0126789j 0.0125899-0.0363862j 0.0550041-0.0491448j 0.0150196-0.0248761j 0.00887567-0.0513394j -0.00426822+0.0368775j 0.00762265+0.0621776j 0.0398192-0.0295027j -0.0123968+0.00674494j -0.0224143-0.0743115j -0.0266443-0.0461801j -0.0320669-0.0873948j 0.0454341-0.0260486j 0.059496+0.0514364j 0.0700395-0.0302218j 0.0900677+0.100092j -0.0347821-0.00252007j 0.00787485+0.0209803j -0.00757553-0.0445338j -0.00287453-0.0397552j 0.0902195-0.020167j 0.00612346-0.00642852j 0.091819+0.0212863j -0.0733093+0.022383j -0.0397998+0.0179088j -0.0155847-0.0319692j -0.00781367+0.0226171j -0.0264687+0.0257614j 0.0809001+0.0424056j -0.0632497+0.00379792j 0.0387747-0.0171465j -0.0280169-0.00946885j 0.0190217-0.018954j -0.0297934+0.0453361j 0.00993579-0.0146615j -0.0387147-0.0155629j -0.0299332+0.00923052j 0.042893+0.0221785j -0.0117823+0.0321813j -0.00481361-0.00509665j -0.00131616-0.0183954j -0.00600149+0.0356165j 0.0108072-0.0124733j 
-0.0366906+0.0173237j -0.0442507+0.0138548j 0.00879975+0.09251j -0.0326393+0.0129562j 0.00570829-0.0301171j -0.01836-0.0653199j -0.0356378-0.0655639j -0.0582777+0.116208j 0.0365953-0.0178579j -0.134339-0.0365908j 0.00834843+0.0100352j 0.034934+0.0341332j -0.0489084+0.0448696j 0.110448-0.0883888j 0.0460945-0.125132j 0.0315085+0.0242657j -0.066659+0.0688763j 0.0813917-0.0585424j -0.0191386+0.0102664j -0.00798267-0.0601419j -0.0128733+0.028931j 0.0278651-0.0677229j 0.0372776+0.0634947j 0.0484509-0.00901699j 0.0364885-0.0230366j 0.0468706+0.125379j -0.05826+0.0544189j -0.100583-0.0197648j -0.0417616+0.0702847j -0.075478-0.0196964j -0.0812916-0.0346823j 0.0284008-0.00363006j -0.0741231+0.0527597j -0.144675-0.0556455j -0.0769091+0.0373016j 0.082965-0.023976j -0.122616-0.0519239j 0.0381822-0.0435454j 0.0791872-0.0478783j 0.102996+0.0300006j -0.00224047-0.0696377j 0.153094-0.0284189j 0.0528269+0.0237213j 0.178061+0.00144294j 0.0129851+0.0165625j -0.0286615+0.0112335j -0.00480983-0.070554j -0.0921764-0.0364769j -0.0834443+0.0656209j 0.0702753-0.0104018j -0.0195584+0.0779275j 0.0245081-0.00812993j 0.023464-0.0333932j 0.0146517-0.0396871j 0.013612-0.0394883j 0.0876108+0.0408646j 0.00137276+0.00132229j -0.00317781+0.0348278j -0.0379238-0.0308689j -0.0274465-0.0012322j 0.112321-0.0522064j -0.0647931-0.0244827j 0.0526605-0.0340973j 0.0739332+0.127083j 0.0734106-0.163874j 0.101487-0.0383538j 0.0829448-0.145935j -0.00155603-0.0301294j 0.0402404-0.0160165j 0.00195567+0.00412281j 0.0545172-0.047396j -0.01301-0.173064j 1.40896e-05-0.0427661j 0.00631596+0.00163019j 0.00246032-0.0153737j 0.102315+0.0946975j -0.0528312+0.0366275j 0.0358157-0.00981865j -0.0346664+0.0131071j 0.079385-0.0487436j 0.0496563+0.00791435j 0.00867381-0.0422364j -0.0339908+0.0330865j -0.00619462-0.012992j 0.0461153+0.0509971j 0.00446033-0.013632j 0.00352912-0.00416149j 0.038891-0.0338479j 0.00938018+0.0125816j -0.0191644+0.00267015j -0.00592815-0.0127034j -0.0207789+0.00684424j 
0.0231667-0.00642883j -0.0343028-0.0066388j -0.0111426+0.029955j 0.0181047+0.00929292j 0.0120464+0.00653841j -0.0521109-0.0268727j -0.0781232-0.047301j 0.104557-0.0251771j 0.074656-0.00275026j 0.00576029+0.0327869j -0.0285375+0.0527199j 0.100582+0.0619302j -0.0419122+0.0197141j -0.060769+0.0874089j -0.0217593+0.0385052j 0.0148784-0.109677j 0.0641696+0.00366772j -0.0168326+0.0522116j 0.0419325-0.0482937j -0.0500495-0.0252216j 0.035657+0.0205569j -0.0564639-0.0404705j 0.0885864+0.0270588j 0.0918999+0.0671277j 0.0426473+0.031279j -0.0355372-0.0191649j -0.015135-0.117179j -0.0487737-0.133349j 0.174347+0.0452147j -0.0495424-0.0741501j 0.048485+0.0968609j 0.00201129+0.0546957j -0.0351501+0.0193376j -0.115904-0.0950036j 0.0837362+0.0246286j 0.0179723-0.0697756j -0.0733498-0.0766869j -0.106818+0.0424396j -0.0659609+0.0484603j -0.042853-0.0859247j -0.0468843+0.0538904j 0.0166263+0.167382j -0.0460344-0.0346009j 0.0154476+0.0589475j 0.06168+0.108948j 0.00404001-0.062803j -0.092002-0.0191532j 0.0270829-0.00964164j 0.0264318+0.0194011j 0.0203086+0.068554j -0.0160176-0.0204806j 0.0533964-0.00675034j -0.0305877+0.0237008j -0.0635145-0.0047806j -0.0900827-0.0204876j -0.0152044+0.0408042j -0.0480543-0.00272874j 0.00596086-0.0316063j 0.0614232+0.0422081j -0.0835857-0.119179j -0.0769316-0.0169097j -0.0180863+0.0396739j 0.00411547-0.0119069j 0.01362+0.0127515j -0.0281084-0.155904j -0.0234549+0.0534882j 0.0140142-0.00838552j 0.0388623-0.102644j -0.0153171+0.0121087j 0.0434533-0.055043j 0.0662699+0.100406j -0.0503951-0.116329j 0.00695482-0.0272213j 0.0445205-0.0625537j 0.0369719-0.0369307j 0.0143039+0.0485538j -0.0381626+0.0129798j 0.00265247+0.0448526j -0.0033993+0.0208433j -0.0286178+0.110356j -0.0191451-0.0148822j 0.0192811-0.00798359j 0.0369112-0.0155062j 0.00600413+0.035217j -0.0520837+0.0408286j 0.0145966+0.0120621j -0.0246877-0.048258j 0.0312069+0.00963254j -0.0112244-0.0598577j 0.0122475+0.00699634j 0.0151836+0.0373411j 0.0162992+0.019689j 
-0.0227781-0.0218458j -0.0166263+0.0359628j 0.000166776-0.00808764j -0.0273217-0.00753958j -0.0427382-0.0254025j -0.0277042+0.0150102j 0.0472801+0.0281033j 0.0200226-0.00415302j 0.029923+0.00612228j -0.0627202-0.101087j -0.0384655-0.00316812j -0.0438001-0.0554752j -0.0154834+0.125571j -0.0554372+0.000508313j 0.0490059-0.00425708j 0.0205592+0.0142492j 0.0309932-0.0749841j -0.0864108-0.0218011j -0.0730152+0.0364755j 0.0825656+0.00509494j 0.101545+0.0281362j -0.00897826-0.0177935j 0.0108883+0.0039351j 0.0833847+0.142019j 0.0261301-0.00348497j -0.0755564-0.0968037j 0.0214257-0.0797878j 0.00940991+0.0483232j 0.106431+0.0694922j 0.0159957-0.18272j 0.079507+0.0251644j -0.0129111-0.039087j 0.00515366-0.0414473j -0.000159033-0.106815j 0.0613189-0.00498919j -0.0140351-0.018247j -0.0246273-0.0357262j -0.0437777+0.155406j -0.011056+0.0660728j -0.0423733+0.0102175j -0.0385882-0.0844674j -0.00232327+0.0106123j -0.0306164-0.0559835j -0.0756568+0.0168818j -0.0338575+0.0171795j -0.00562712+0.039457j -0.0514002-0.0417814j -0.0144869-0.0515914j 0.0179955+0.014125j -0.0110182-0.0966908j -0.0593633+0.0153214j 0.0239965+0.0784133j 0.0572313+0.0210489j -0.053886-0.0221654j -0.0597094-0.00399253j -0.0041691-0.0495543j -0.0665087-0.00887337j -0.0640896-0.0292672j -0.0216025-0.0121014j 0.0271177+0.00382564j -0.0181081+0.0971332j 0.0284218-0.0190405j 0.0383931-0.0304632j -0.0365833-0.0115076j -0.0204377-0.0242854j -0.053101+0.0413845j 0.00900627-0.0270924j -0.0303559-0.0066256j 0.0136783+0.0833263j -0.0593051-0.0218497j -0.0601531-0.01734j -0.00682297+0.0132321j 0.0082289+0.0410821j 0.00863474+0.0607637j 0.00870234+0.0364148j 0.0204513+0.0101466j 0.00374505+0.0340882j -0.0519623-0.0668722j 0.0448802-0.0159373j 0.0287883-0.0460739j 0.0719671+0.0635861j 0.000965751+0.111415j 0.0526505-0.0473995j 0.00976342+0.0241608j -0.00302298+0.0219887j 0.00394664+0.0333818j -0.000228781+0.0208529j -0.0427554-0.0274019j 0.0440939+0.0723064j 0.00167146+0.0033192j -0.0174003-0.0188675j -0.0170501-0.0531389j 
