-0.351162-0.143467j -4.33758-0.168927j -15.057-0.888408j -1.56994-0.233391j -1.46059-0.0783429j -32.8332-0.891997j 5.92079+0.202847j 23.0555+0.933126j -35.4692-0.941975j 49.4955+1.40116j -8.74567-0.0880321j -67.2582-2.47366j 23.5536+1.28291j 2.11138+0.0722077j -22.4795-0.676098j -80.9984-3.16818j 75.2781+3.00892j -87.5683-3.39104j -66.8012-2.8206j -3.46217-0.226401j -27.3885-1.10447j -109.539-4.48199j -86.5509-3.54319j -47.8179-2.14452j -73.1618-2.98782j 166.269+6.92377j 24.7324+0.769555j 35.9057+1.26803j -5.02198-0.520203j 88.3957+3.78073j 51.0309+2.48296j -108.374-4.69792j 103.416+4.36986j -48.3115-2.08768j -101.781-4.89186j -1.27152+0.061665j 48.6153+2.30752j -103.494-4.8143j 108.272+5.14593j -50.771-2.50259j -88.1332-4.51314j -5.05528-0.217376j 35.8192+1.90343j -24.5342-1.32035j 166.156+8.65922j -73.2967-3.84756j 48.0117+2.88412j -86.7529-4.59195j 110.08+5.69518j -27.42-1.37282j 3.3663-0.102369j -67.3099-3.80318j 87.8654+4.33886j -75.842-4.01643j 82.0871+3.79752j -22.5822-1.4217j 2.88494+0.3735j -23.6766-0.390119j 67.5134+3.34706j -8.50424-0.820878j 48.5951+2.54097j -35.5854-2.95071j 22.8389+1.19337j 6.56976+0.882192j 33.3062+2.0467j -0.476822-0.0368415j 0.83936+0.579059j 14.1111+1.32653j 3.77241+0.748203j -1.85173-2.46882j 
-16.9888-3.67201j -531.207+8.06508j -1827.95+6.31379j -134.402-14.1108j -164.458+0.877384j -3956.22+32.8292j 753.268-17.2196j 2799.99-8.50405j -4283.4+43.7159j 5975.75-50.5283j -1045.12+17.4108j -8185.71+45.6626j 2863.14+9.12824j 259.782-5.58305j -2718.58+22.6377j -9852.55+44.9536j 9109.03-30.6603j -10603.7+35.8257j -8092.31+22.5973j -426.633-9.75279j -3315.31+6.1833j -13268.1+35.5415j -10484.6+29.5654j -5803.81+10.9364j -8868.41+22.5604j 20143.2-40.8248j 3003.66-9.62131j 4346.48-18.4789j -607.275-9.52994j 10692.6-11.4361j 6159.74+6.82677j -13125.3+10.8582j 12556.6-14.1479j -5894.28+12.8826j -12321+1.62587j -185.035+7.87488j 5894.38+12.6821j -12556.7-12.5744j 13126.9+9.91925j -6159.98+6.63683j -10692.3-9.01442j -608.053+9.71881j 4346.68+15.9328j -3004.39-9.75927j 20143.2+38.8276j -8867.33-21.2129j 5804.06+10.5428j -10485.3-28.9886j 13266.3+33.4127j -3315.52-6.25142j 426.855-9.35549j -8092.32-22.4313j 10603.8+34.7387j -9110.75-29.8295j 9853.22+43.5728j -2718.53-22.1422j 260.465+5.31803j -2862.36+9.91927j 8185.12+44.8791j -1045.14-17.0445j 5975.27+49.9308j -4282.5-42.9079j 2800.4+8.40335j 752.795+17.1755j 3956.47+32.7915j -164.22-0.741952j 134.341-14.2837j 1827.9+6.00681j 530.973+8.26436j 16.8988-3.56953j 
-0.459477-0.0370614j -15.4671+1.10374j -52.43+2.29054j -4.067-0.0887809j -4.61891+0.306518j -113.835+5.97102j 21.9706-1.66883j 80.264-3.35387j -123.146+6.8053j 171.976-8.5903j -30.2153+2.01634j -235.304+10.4078j 81.4041-1.71875j 7.17814-0.764221j -78.48+4.64424j -282.92+13.3913j 261.909-10.6286j -305.409+12.7514j -232.452+10.1092j -10.6476-0.181209j -94.4085+3.8699j -380.818+15.3081j -301.544+11.5213j -167.449+6.32589j -255.542+10.6594j 579.033-22.2155j 85.8901-3.7665j 124.137-5.31589j -17.6955-0.298193j 307.126-12.7688j 176.407-5.5868j -376.981+14.3928j 360.041-12.9735j -170.335+5.9311j -353.271+12.6731j -5.59332+1.09265j 168.859-4.63399j -361.654+12.5872j 377.36-12.7587j -176.882+6.26037j -307.344+9.75283j -17.397+0.27053j 124.84-3.41704j -85.0169+2.66677j 578.733-18.3533j -254.313+8.01139j 166.451-5.42173j -301.278+9.12412j 381.936-11.0996j -95.161+3.18942j 12.4021-1.14592j -232.765+6.62043j 304.763-9.44481j -261.514+7.72606j 282.893-7.59851j -77.9668+1.68425j 7.4587-0.225699j -82.3011+3.74375j 234.774-5.71881j -29.6416+0.254388j 170.718-2.96554j -123.086+1.60982j 80.4479-2.30836j 21.5607+0.28008j 113.746-1.83898j -4.25486+0.00915553j 3.81408-1.15862j 52.8217-1.76711j 15.0375-0.384631j 0.730116-0.167919j 
-22.1255-4.84969j -698.819+11.7602j -2404.27+12.5857j -176.498-17.8483j -215.67+1.57121j -5203.54+51.4172j 991.195-24.3026j 3682.63-16.9535j -5633.92+66.5284j 7859.48-79.9529j -1374.87+25.0095j -10766+77.876j 3763.66+6.99461j 342.337-8.13599j -3574.46+34.9614j -12958.2+80.3096j 11981.5-60.0195j -13947.8+70.1339j -10644.1+48.9639j -561.243-11.2328j -4360.74+14.7426j -17450.2+73.8724j -13791.2+62.2397j -7633.84+24.9876j -11664.1+47.807j 26493.1-96.2575j 3950.37-19.0327j 5717.31-31.7353j -798.153-11.2647j 14061.5-37.0878j 8102.4-5.77638j -17263.9+43.1211j 16515.8-46.1532j -7753.36+29.4256j -16205.1+25.7744j -244.478+9.08928j 7752.06+3.85281j -16515.5+8.25128j 17262.7-13.3332j -8101.99+20.7166j -14061.5+9.08291j -798.912+13.8166j 5716.16+12.9709j -3951.35-6.47855j 26491.3+11.4205j -11663.4-10.6788j 7633.08+1.47947j -13789.6-18.4894j 17449.3+17.5834j -4360.07-1.66959j 562.036-14.3531j -10643.1-14.0855j 13946.3+25.19j -11981.3-22.0673j 12957.9+38.8704j -3574.48-24.4693j 341.326+6.40954j -3764.29+19.4519j 10763.9+44.0523j -1374.21-20.8949j 7857.72+55.0244j -5631.88-49.9032j 3682.48+5.3384j 990.236+22.2015j 5202.89+36.253j -216.293-0.884579j 177.203-19.8665j 2404.05+3.72581j 697.877+10.0815j 22.3673-4.7571j 
-3.91918-0.840416j -121.917+1.99227j -419.596+2.13031j -30.7605-3.17276j -37.7472+0.1375j -907.706+9.58951j 172.638-4.61888j 642.522-3.35941j -982.709+12.0734j 1371.03-14.3717j -240.416+4.68396j -1878.44+14.3458j 656.938+0.25666j 60.0811-1.85241j -624.188+6.3244j -2260.9+14.1649j 2089.87-11.4987j -2432.82+13.179j -1857.13+7.89029j -98.7703-2.24199j -760.006+2.85694j -3045.39+14.386j -2407.3+11.658j -1332+5.26232j -2034.41+7.90614j 4621.98-17.1861j 689.214-3.64683j 997.386-5.51582j -138.328-2.82449j 2452.49-6.28759j 1414.87-2.16223j -3013.63+8.32916j 2881.99-9.17226j -1352.89+5.34772j -2826.84+4.64454j -42.7152+1.13612j 1352.19+0.938899j -2881.16+2.23368j 3012.84-2.03412j -1413.87+4.34117j -2454.03+1.50952j -139.75+2.97875j 996.921+1.3515j -689-1.00092j 4622.77+1.35911j -2034.41-1.45275j 1331.77-0.715519j -2406.62-2.1392j 3044.42+2.48769j -760.763+0.413131j 98.0972-2.14971j -1856.91-2.34327j 2433.56+3.92013j -2091-3.94181j 2261.46+6.21142j -623.732-4.04612j 59.5775+1.50463j -657.132+3.7667j 1878.35+7.3573j -239.851-3.5738j 1370.9+9.28404j -982.928-8.13326j 642.849+0.824657j 172.686+3.9241j 907.873+6.16284j -37.7392-0.151204j 30.7582-3.53993j 419.451+0.744051j 121.837+1.78483j 3.90864-0.815993j 
4.45205+1.21989j 134.753-3.12857j 464.1-5.19344j 33.754+3.61672j 41.7875-0.712625j 1004.54-17.3986j -191.733+6.77663j -711.078+6.94888j 1086.17-22.2897j -1515.99+26.9304j 265.55-7.77517j 2077.12-29.8841j -726.083+2.09725j -66.5027+2.63771j 689.337-12.2804j 2500.25-32.6325j -2311.12+26.142j 2691.92-31.2018j 2053.6-21.9822j 107.772+1.99346j 840.818-8.18759j 3366.52-34.7271j 2660.63-28.0388j 1471.39-14.1313j 2250.68-23.2114j -5111.35+49.6814j -762.209+8.28472j -1103.94+13.8036j 153.602+2.55037j -2712.23+23.2001j -1562.92+9.21584j 3329.86-27.504j -3185.78+26.2775j 1495.97-15.3811j 3125.98-21.873j 46.3184-1.93227j -1495.29+6.63899j 3186.03-18.9721j -3330.67+20.6953j 1563.69-13.2501j 2712.96-15.553j 154.054-4.4904j -1102.94+1.70382j 762.804-1.83924j -5110.47+23.4897j 2249.61-9.40851j -1472.32+7.83856j 2659.44-9.12347j -3366.08+12.4385j 840.888-4.4248j -108.727+4.3204j 2053.33-6.97085j -2690.42+7.0744j 2311-7.21064j -2499.39+2.96264j 689.246+2.23705j -65.515-1.74689j 726.122-9.4486j -2076.55+0.191413j 265.223+3.94308j -1515.16-5.08032j 1086.23+6.77531j -710.564+2.74374j -191.067-5.19984j -1003.54-3.61866j 41.5919+0.345172j -34.3882+5.36895j -463.42+1.79948j -134.554-2.06879j -4.47435+1.04383j 
5.25752+1.34917j 166.161-2.16624j 572.349-2.2868j 41.9257+4.39962j 51.1877+0.00813134j 1238.43-11.5797j -235.432+5.47265j -875.741+3.27052j 1340.78-14.4092j -1870.48+16.5255j 327.03-5.46972j 2561.7-15.7103j -895.817-2.01366j -82.1427+2.17579j 850.638-6.73353j 3085.54-16.6715j -2851.82+10.5927j 3319.99-13.7747j 2532.76-9.56948j 134.286+2.4651j 1038.94-4.06624j 4152.89-13.976j 3282.77-11.2823j 1817.25-4.63688j 2776.29-9.72682j -6305.84+18.6641j -940.258+4.16655j -1361.41+5.60976j 189.876+2.76343j -3346.35+6.51848j -1928.19+0.102727j 4109.31-6.6959j -3930.42+7.2024j 1844.7-5.33027j 3858.83-4.18133j 58.84-1.76728j -1843.98-2.72495j 3930.45+0.352342j -4108.84+1.48782j 1928.06-3.22808j 3346.71+0.335445j 190.353-2.98457j -1360.34-3.07069j 940.867+1.80425j -6305.03-5.8446j 2775.34+4.08116j -1816.54-1.35292j 3282.4+5.54966j -4153.47-6.5507j 1037.54+0.682475j -133.872+2.87351j 2533.41+4.01846j -3319.46-7.31216j 2851.77+6.67325j -3084.16-10.3478j 850.495+6.16794j -81.291-1.50218j 896.135-4.29464j -2561.91-11.064j 327.486+5.1301j -1870.6-13.5654j 1340.6+11.729j -876.505-1.55639j -235.783-4.86681j -1238.26-8.47682j 51.6303+0.256978j -42.3026+4.35081j -572.075-1.52761j -166.224-2.36713j -5.17794+1.00774j 
-1.21237-0.108311j -38.6357+0.979449j -131.984+1.48834j -9.56708-0.953239j -11.5649+0.433658j -284.925+4.61726j 54.1306-1.53443j 202.057-1.698j -309.5+5.65484j 431.529-7.29481j -75.5003+1.95701j -590.658+8.29868j 206.255-1.85929j 19.1062+0.0364909j -195.996+2.34567j -710.815+8.3218j 657.62-7.89166j -765.6+9.08274j -584.477+5.64537j -29.5089-1.20121j -239.938+2.16199j -956.961+9.01002j -755.954+6.87962j -418.645+3.22838j -640.13+6.45983j 1453.97-14.0209j 217.26-2.32761j 315.409-3.44992j -44.6505-0.001149j 770.937-5.5748j 443.514-3.15193j -947.824+7.92474j 906.055-8.10635j -426.007+4.2606j -889.404+6.0184j -13.1799+1.23248j 426.054-1.83226j -905.631+4.73255j 947.136-6.68234j -443.822+3.45469j -770.689+3.95446j -44.3829+1.57806j 313.506-1.70303j -216.61+0.488154j 1453.31-8.66044j -639.907+3.24233j 418.708-2.65544j -757.227+3.60924j 957.423-4.5511j -239.396+1.31115j 30.7003-0.96349j -583.803+2.49908j 765.103-3.2936j -657.091+2.42869j 710.954-2.14476j -196.435+0.0486238j 18.6142+0.280149j -206.531+2.20691j 590.227-1.31552j -75.3004-0.55125j 430.937-0.00871277j -308.893-1.07747j 202.311-0.901595j 53.9142+0.824456j 285.189+0.233694j -11.9328-0.25182j 9.61507-1.41067j 131.881-0.581379j 38.198+0.281023j 1.21318-0.309208j 
-12.5844-3.21424j -411.795+7.95587j -1416.71+9.16121j -104.062-10.5294j -127.885+1.57287j -3066.73+35.0053j 584.214-15.2327j 2169.73-12.6444j -3320.49+43.6078j 4632.49-53.5857j -810.901+15.6418j -6345.48+54.6508j 2217.88+2.90782j 201.393-4.76936j -2107.56+23.7463j -7639.16+56.6533j 7061.64-43.2803j -8219.32+52.155j -6273.93+36.0423j -330.384-7.99199j -2569.01+12.4954j -10284.6+56.2473j -8128.95+45.9747j -4499.23+19.7401j -6873.47+36.8213j 15615.4-74.1363j 2327.75-14.103j 3369.96-22.0983j -470.464-7.27494j 8287.63-29.943j 4775.16-7.26938j -10175.2+36.4307j 9734.31-36.9692j -4569.3+21.7319j -9551+24.6641j -143.821+6.94755j 4568.2-1.8966j -9733.31+14.6775j 10174.5-17.4343j -4773.86+18.0864j -8287.81+13.0705j -470.389+9.64831j 3369.64+4.51172j -2328.17-1.91476j 15613.6-6.90404j -6873.61+0.138893j 4498.8-2.79865j -8127.41-2.99596j 10283.8+1.54028j -2570.19+1.70536j 331.695-8.64926j -6273.22-2.75866j 8219.31+8.54715j -7060.95-6.47674j 7635.84+16.599j -2106.31-13.5431j 201.119+4.26637j -2218.84+14.9113j 6343.89+21.2121j -809.843-12.3115j 4630.94+30.1033j -3318.83-27.7526j 2170.45+1.0026j 583.831+13.3105j 3066.22+19.8784j -127.325-0.262583j 104.073-12.6164j 1416.89+0.771783j 411.094+5.94833j 13.1544-2.95266j 
19.5331+4.50362j 635.141-10.9863j 2185.89-12.9049j 160.633+16.1672j 196.546-1.75688j 4730.55-51.7609j -901.662+23.2881j -3348.24+20.0537j 5121.63-64.3118j -7145.66+78.1154j 1250.32-23.3193j 9787.08-78.432j -3422.92-3.09171j -312.052+7.1662j 3249.95-35.4355j 11781.5-83.6061j -10893.3+64.1153j 12680.2-75.5426j 9676.7-51.0175j 510.679+10.9004j 3963.7-17.0759j 15863.3-80.799j 12536.9-67.582j 6939.23-30.0539j 10604.6-52.3437j -24084.7+109.597j -3591.55+21.1113j -5196.56+33.3312j 726.159+9.25042j -12784.1+44.9486j -7364.09+10.7184j 15695.4-52.9039j -15014+54.2345j 7047.17-32.4077j 14731.7-36.4951j 221.841-7.99535j -7047.02+2.47365j 15014.2-21.8802j -15693.9+24.709j 7365.15-25.6713j 12783.3-19.2418j 726.977-13.9161j -5196.61-6.84192j 3591.28+3.03434j -24084.4+11.5139j 10602.4+0.498909j -6938.85+5.23381j 12535.8+4.32898j -15862.7-2.41696j 3963.78-2.14103j -511.344+12.9645j 9675.37+3.8183j -12677.8-12.0693j 10891.4+10.2612j -11779.4-25.0858j 3249.06+19.4308j -310.825-5.59219j 3422.82-21.522j -9785.03-31.0182j 1249.33+18.2292j -7143.32-44.3303j 5119.92+40.7205j -3347.88-1.75169j -900.502-19.291j -4729.68-28.6892j 196.61+0.377962j -161.07+18.4837j -2185.63-1.69709j -634.302-8.50445j -20.2877+4.3051j 
-3.22769-0.782416j -111.012+2.58935j -379.929+3.39448j -27.9679-3.2382j -34.6041+0.693168j -824.34+12.541j 157.17-5.25791j 583.015-5.48918j -892.971+15.3182j 1243.01-19.618j -217.23+5.87476j -1704.1+19.5706j 594.962+0.00523145j 53.648-0.939909j -565.98+8.8645j -2050.46+21.4067j 1896.55-16.8437j -2208.12+21.2593j -1684.36+14.5871j -89.6067-1.40479j -690.372+5.36427j -2761.66+23.6598j -2182.95+19.3374j -1207.37+8.6828j -1846.82+15.4224j 4193.32-31.9255j 625.533-5.86699j 905.384-9.18505j -125.815-1.90361j 2225.32-14.8336j 1282.1-6.05191j -2731.74+18.7264j 2615.04-16.6857j -1227.03+10.4748j -2564.31+14.6744j -39.1253+1.79663j 1227.14-3.76102j -2613.44+11.3253j 2732.65-12.9896j -1282.12+8.37243j -2225.64+10.4682j -126.393+3.1313j 905.009-1.52546j -625.337+1.50466j 4193.02-14.7832j -1845.84+5.56937j 1207.71-4.46128j -2182.26+6.07713j 2760.84-7.68973j -689.859+2.77836j 88.717-2.94732j -1683.93+3.91507j 2206.76-3.91141j -1895.32+3.24509j 2050.11-0.970162j -565.292-2.21378j 54.1041+1.06896j -595.929+6.08279j 1703.48+1.4165j -217.357-2.92461j 1243.09+4.35957j -891.14-5.48755j 582.557-1.01569j 156.388+3.40444j 823.04+3.25758j -34.0898+0.323835j 28.1943-4.03835j 380.607-0.925586j 110.167+1.16179j 3.43344-0.757141j 
-9.02458-2.03205j -302.083+6.01065j -1039.35+7.89971j -76.2091-7.94111j -94.0457+0.780611j -2249.43+30.8496j 428.512-12.091j 1591.2-12.3739j -2436.09+36.0889j 3398.47-45.6604j -594.788+12.6206j -4654.98+49.2915j 1626.68-1.61923j 147.903-3.67445j -1545.64+21.2093j -5603+52.1037j 5178.94-41.766j -6029.58+49.4107j -4601.28+35.9417j -243.199-4.12939j -1884.63+12.4137j -7544+55.8517j -5961.48+45.7873j -3300.14+20.5387j -5042.19+37.4983j 11452.5-77.8704j 1708.49-14.7608j 2471.54-21.221j -345.286-3.11815j 6079.3-34.1938j 3502.94-12.7243j -7462.39+41.4918j 7140.51-41.7498j -3352.19+24.0563j -7005.94+32.7867j -106.439+4.256j 3350.74-8.12663j -7139.8+25.5445j 7462.66-28.5388j -3502.71+19.6969j -6079.31+22.6769j -345.974+7.62878j 2471.17-1.87362j -1707.06+1.87175j 11452.3-30.2164j -5041.68+10.5904j 3299.93-9.98212j -5961.54+10.5991j 7542.49-14.7079j -1884.8+4.82034j 243.352-6.57308j -4600.59+8.03694j 6028.29-6.84891j -5178.72+6.1328j 5600.87+0.00678703j -1544.99-6.20549j 147.601+2.55108j -1627.75+14.2217j 4652.98+5.30239j -593.933-7.9897j 3396.59+14.7948j -2434.24-14.9615j 1591.73-2.28307j 428.229+8.84272j 2249.37+9.4353j -93.3098-0.0900496j 76.771-9.29026j 1039.38-1.32471j 301.651+3.39017j 9.76202-2.09917j 
-5.64856-1.2363j -185.882+3.00132j -639.402+3.24338j -47.0225-4.7344j -57.6855+0.489012j -1384.29+14.1571j 263.65-6.10973j 979.09-3.74009j -1498.42+16.6428j 2090.54-19.9822j -363.908+8.04076j -2863.05+21.2234j 1000.64+1.43841j 91.4345-2.14842j -950.966+10.1673j -3446.36+20.9618j 3186.24-16.6175j -3709.01+19.7089j -2829.28+13.8382j -149.16-3.11773j -1159.11+4.29794j -4640.98+20.7356j -3667.51+16.299j -2030.19+7.10325j -3101.15+11.2422j 7045.73-27.0215j 1050.97-4.50928j 1520.51-7.56322j -212.024-2.17966j 3739.43-10.7567j 2154.65-1.85524j -4591.08+12.0919j 4391.84-12.3574j -2061.54+7.98846j -4308.78+8.38993j -64.9738+3.0386j 2061-0.400403j -4391.46+2.90432j 4590.87-5.19619j -2154.68+5.49399j -3739.83+3.48847j -212.419+4.3172j 1520.44+2.97869j -1050.52-1.78529j 7045.32+1.3905j -3101.32-2.26667j 2029.47+0.090603j -3667.27-3.61105j 4640.15+3.76959j -1159.18+0.10952j 149.086-3.79239j -2830.43-3.04081j 3708.69+5.66342j -3186.12-4.93008j 3445.72+9.22088j -950.419-5.92397j 90.6873+1.54695j -1001.2+5.43351j 2862.43+10.4916j -365.47-5.56748j 2089.52+14.3697j -1497.75-12.3219j 979.325+1.13099j 263.482+5.53512j 1383.56+9.1081j -57.5632-0.0140276j 47.0841-5.2833j 639.445+0.965581j 185.511+2.41618j 5.90857-1.19236j 
-4.82479-1.21621j -164.535+3.29638j -564.845+5.20157j -41.1481-4.76548j -50.5669+0.562843j -1224.32+17.6103j 234.042-6.57063j 865.785-7.51966j -1324.77+22.1576j 1849.37-28.1515j -322.867+7.99882j -2531.35+30.1768j 884.608-3.02031j 80.4882-0.780809j -840.743+11.053j -3047.7+34.128j 2818.93-27.2801j -3280.35+33.2089j -2502.58+23.4889j -132.429-2.64317j -1024.29+8.37587j -4103.31+36.5494j -3243.27+28.6471j -1794.97+14.9471j -2743.05+24.4978j 6230.43-52.7096j 928.676-8.82123j 1344.22-13.8876j -187.307-2.80617j 3307.31-24.7623j 1905.24-10.5935j -4060.07+28.6911j 3884.66-28.9422j -1824.36+15.7104j -3811.22+24.2321j -57.5994+2.45078j 1822.35-7.92374j -3884.28+19.5964j 4060.24-22.143j -1905.31+14.2399j -3306.61+17.542j -188.237+4.40375j 1344.09-2.73255j -928.555+2.55715j 6229.85-26.0356j -2742.82+9.87504j 1794.86-7.9187j -3242.6+10.6631j 4103.07-14.4213j -1025.34+4.73698j 132.284-3.95478j -2502.29+7.58762j 3279.42-8.99768j -2817.14+7.55814j 3047.03-4.26066j -840.497-2.30077j 80.6108+1.53231j -885.907+9.26676j 2531.06-0.811488j -322.896-3.89017j 1847.8+5.3539j -1324.01-6.4647j 865.91-2.85575j 232.89+4.76624j 1223.25+3.29224j -50.854+0.279795j 42.0149-5.51694j 565.212-1.69678j 163.986+1.89979j 5.1142-1.27933j 
-10.2245-1.54111j -329.659+4.76977j -1134.7+5.24467j -82.5066-8.21787j -102.987+0.608697j -2456.38+23.0248j 467.074-9.80703j 1738.44-8.782j -2658.08+29.9577j 3708.38-36.0235j -648.423+9.96615j -5080.28+36.5127j 1777.12+3.08913j 161.073-3.62175j -1687+15.1035j -6115.24+37.0129j 5652.54-27.2266j -6580.68+31.3038j -5021.96+22.5064j -265.103-5.27467j -2057.13+7.75178j -8232.67+33.5586j -6508.05+27.3737j -3602.18+12.0043j -5504.46+21.3747j 12500.7-43.7467j 1863.88-9.45656j 2696.72-14.3094j -376.618-5.79545j 6634.69-17.4534j 3822.67-2.64708j -8145.9+20.1117j 7793.31-20.2972j -3657.39+13.4783j -7647+12.1421j -115.295+4.46977j 3658.18+1.68241j -7792.36+4.65751j 8145.94-6.49373j -3822.46+8.69687j -6634.85+4.32825j -377.249+6.72098j 2697.14+5.7118j -1863.58-2.76916j 12500.5+4.83498j -5503.35-4.63135j 3601.92+0.176329j -6506.87-7.47815j 8233.46+7.84314j -2056.99-0.867177j 264.496-6.2758j -5022.2-6.01573j 6580.24+10.8418j -5653.24-9.74323j 6114.01+17.491j -1686.32-10.8413j 161.66+3.0697j -1776.45+8.79371j 5079.23+19.4677j -648.473-9.43835j 3707.74+24.9065j -2657.6-21.8308j 1737.68+2.5169j 467.26+9.99048j 2455.26+16.2826j -102.238-0.560152j 83.6883-9.0832j 1134.27+1.77802j 329.392+4.40307j 10.7301-2.18843j 
-1.08286-0.0085204j -46.8888+1.86085j -160.848+2.77294j -12.4837-0.897399j -13.5904+0.543193j -346.974+7.39106j 66.893-0.920397j 246.088-3.8609j -376.74+10.0853j 524.236-10.5139j -91.8901+2.85885j -719.192+14.0473j 251-1.96964j 23.3359-0.284804j -238.704+5.18034j -864.488+15.4067j 799.732-12.0241j -930.122+15.3922j -710.903+10.2407j -38.7775+0.300123j -291.45+4.94321j -1164.77+16.9528j -921.037+13.2635j -509.301+8.23295j -778.282+11.4647j 1768.64-25.9005j 264.872-4.43227j 381.57-5.8829j -52.6952-0.556627j 938.477-12.4914j 540.772-5.85189j -1151.96+14.5957j 1101.97-14.7989j -517.585+7.4293j -1081.46+12.7829j -16.6217+0.907591j 517.472-4.52413j -1102.07+11.7024j 1152.48-12.4016j -540.956+7.52304j -938.453+9.69726j -53.5189+2.00381j 381.563-2.22817j -263.699+1.86948j 1768.23-16.7229j -778.602+6.9065j 509.512-5.32192j -919.981+7.61355j 1164.68-10.485j -291.079+3.15134j 37.4681-1.46459j -710.211+6.40081j 930.688-7.40786j -799.673+6.30734j 864.39-5.51611j -238.731+0.500179j 22.5192+0.134066j -250.96+4.29339j 718.131-3.95079j -91.6907-0.921013j 523.831-0.643737j -375.647-0.241227j 245.605-1.98741j 65.7805+1.00224j 347.091-0.316554j -14.1026+0.13341j 11.6982-1.8089j 160.662-1.49346j 46.3954+0.272317j 1.41061-0.387073j 
-6.5863-1.06925j -213.112+5.43291j -731.851+10.5851j -53.6492-5.51637j -65.2841+0.546307j -1585.04+33.3444j 301.434-11.2133j 1122.18-15.3221j -1714.78+39.1806j 2393.85-50.4589j -420.075+12.5858j -3278.89+57.4736j 1146.93-8.96077j 103.852-3.71593j -1089.84+23.2656j -3947.37+63.5193j 3649.22-55.2462j -4247.58+63.8846j -3241.28+47.5782j -171.115-2.70126j -1328.05+17.5563j -5313.82+74.7877j -4200.51+60.6795j -2324.32+31.1344j -3552.13+50.6491j 8068.81-108.575j 1203.17-18.0096j 1741.14-27.6753j -243.092-2.11863j 4282.52-53.5918j 2467.41-25.8197j -5256.97+64.7299j 5029.28-63.2061j -2361.09+32.1008j -4935+55.8911j -74.4601+3.02486j 2360.13-20.5213j -5028.5+50.6195j 5256.2-54.2815j -2466.99+30.5858j -4281.49+43.3022j -243.593+7.66327j 1740.34-11.8253j -1202.42+8.23943j 8066.12-71.6207j -3551+29.5752j 2324-21.7159j -4198.57+33.0629j 5312.41-43.5329j -1327.24+11.8845j 171.491-6.52847j -3240.48+25.8464j 4245.73-30.6925j -3647.54+27.117j 3944.39-23.3042j -1088.02+1.21813j 103.475+1.47631j -1146.97+18.288j 3276.89-15.382j -417.934-3.71165j 2391.73-2.59179j -1713.97-1.88615j 1121.25-9.30022j 300.633+5.65401j 1583.62-1.95874j -65.6914+0.38252j 54.6045-8.19365j 732.233-5.68222j 211.978+1.3359j 6.55145-1.7047j 
6.36943+0.770827j 206.595-3.8748j 709.786-6.69888j 51.1415+4.68323j 63.6841-0.245955j 1537.8-21.1883j -292.191+8.31119j -1086.4+11.953j 1664.64-27.7897j -2323.02+33.8287j 405.422-9.51012j 3181.65-36.4119j -1110.94+2.9207j -100.618+2.54976j 1056.01-15.0035j 3830.15-40.5688j -3541.1+34.4903j 4121.61-38.218j 3144.93-26.5757j 166.044+2.89587j 1287.8-9.98872j 5156.47-44.5285j 4075.96-37.4035j 2256.63-17.8156j 3445.96-29.8272j -7829.18+63.5502j -1167.86+10.6851j -1690.1+16.6855j 235.191+2.75172j -4155.45+29.8759j -2393.94+11.9785j 5101.65-35.0192j -4880.43+34.4981j 2291-18.9267j 4788.99-28.7772j 72.0963-2.88131j -2290.76+8.75845j 4880.31-24.1507j -5101.59+26.4231j 2394-16.6919j 4154.88-21.1751j 236.29-5.76445j -1688.86+3.35489j 1167.29-2.98045j -7827.99+30.679j 3446.35-11.5945j -2255.46+9.39929j 4074.62-12.3577j -5155.9+16.8688j 1288.16-5.09115j -166.034+4.88859j 3144.79-9.30093j -4120.7+10.7171j 3539.98-8.99539j -3828.38+4.61014j 1055.9+3.12322j -101.371-1.43636j 1112.76-11.1911j -3180.52+0.371686j 405.782+4.76468j -2321.25-6.97849j 1664.11+8.02138j -1088.17+3.31761j -292.111-5.75192j -1537.18-4.53397j 63.8394+0.0617629j -52.7485+6.67236j -710.43+2.01968j -206.016-2.07756j -6.55068+1.47654j 
