-0.0228847-0.0272225j -0.0169526-0.0507432j 0.0661701-0.0494476j 0.0134873-0.0265065j 0.031972+0.0054775j -0.0555398+0.0321236j -0.094678+0.054495j -0.0340321+0.0573672j 0.119628-0.025721j -0.0640092+0.0133091j -0.120577-0.120499j -0.0218487+0.040955j 0.00596541+0.0509632j 0.0413383+0.101972j -0.0829553+0.0597222j 0.0917267+0.191317j -0.125428-0.135597j 0.0121403-0.0233672j 0.00494482-0.00206014j 0.15177+0.0837835j 0.0472527+0.0351893j 0.106811+0.231535j -0.017077-0.0879235j 0.0903542+0.121961j 0.0250353+0.0782265j 0.0976347-0.117869j -0.00756844-0.105992j -0.0147787-0.0171821j -0.0940311-0.113011j -0.00145869-0.0317126j 0.0871937+0.0484549j -0.000996375+0.0522937j 0.0264856-0.033954j -0.0102942-0.0668006j 0.00863284+0.022049j -0.0464388+0.186829j -0.00210222-0.0351567j 0.0650845+0.0763613j -0.067171-0.0120064j -0.0309666-0.00891538j -0.0341202-0.0205287j -0.151857+0.223023j -0.0639621-0.165389j -0.269324+0.292382j -0.166297+0.236042j 0.0697481+0.194055j -0.001821-0.217559j -0.158281+0.168962j 0.335494+0.195137j 0.407632+0.0288841j 0.344328+0.504523j -0.0779754-0.513658j 
0.0320622+0.860398j -0.0300274-5.54184j -0.21465+9.788j -0.182029-13.5956j 0.184341+13.2797j 0.00167565-33.5856j 0.244078+5.15151j -0.0436346-42.6151j 0.238066+43.9542j -0.0080131-9.39642j -0.0911482+67.8594j -0.195027-33.8683j 0.096473-38.2774j -0.060814-62.365j -0.297431-22.7357j 0.0704742-130.891j -0.0341755+84.8105j 0.148042+8.0221j -0.136916-34.2647j -0.00969348-27.616j -0.0768536-25.1153j 0.563291-143.838j 0.178168+3.3031j 0.380743-109.47j 0.291724-5.69475j -66.6963+80.3327j -44.611+8.23074j 0.00902731-5.54479j -0.258495+109.319j -0.122556-3.13964j 0.585067-144.06j 0.458415-25.856j 0.0774016+27.7583j -0.00392233+34.4465j -0.294476-7.78644j -0.382557+85.1006j 0.949864-130.637j -0.521211+22.8128j 0.431564-62.065j -0.225317-38.2903j -0.259288-33.6698j -0.120892-68.1516j -0.135277-9.8989j 0.355157-43.9571j 0.544392-42.7624j 0.493518-5.37637j -0.433847+33.9233j -0.397339+13.1431j 0.267576-13.7448j -0.292538-9.66203j 0.146225+5.62786j 0.0736008-1.00862j 
0.0915514+0.426783j 0.01652-2.96847j -0.204983+5.46702j 0.00610256-7.53357j 0.108654+7.28249j 0.0755996-18.5589j 0.10338+2.89182j 0.0325406-23.4974j 0.259573+24.1559j -0.232404-5.35841j 0.0930643+37.6422j -0.125124-18.6816j 0.183963-21.245j -0.0203792-34.3489j -0.0012388-12.6304j -0.0745481-72.1529j -0.169438+47.012j 0.083347+4.35066j 0.192247-18.6532j 0.0898682-15.3719j -0.122494-13.7319j 0.145322-79.3761j -0.0657329+1.72985j 0.372788-60.7153j -0.286643-3.05284j -36.8352+44.6388j -25.0521+4.44567j 0.11857-3.37706j -0.283468+60.3719j -0.0383517-1.73536j -0.0550263-79.747j 0.235801-13.9525j -0.426957+14.9543j 0.16582+18.9366j -0.0415018-4.33705j -0.194715+46.8094j 0.443964-72.1834j 0.237843+12.5983j 0.0557514-34.324j 0.0232841-21.3706j 0.332581-18.6761j -0.0288505-37.5105j 0.434099-5.21797j 0.290001-24.1661j 0.165616-23.7399j 0.332361-3.21497j -0.367713+18.3656j -0.134449+7.27119j -0.132437-7.35962j -0.0387521-5.44543j 0.0810498+3.04066j 0.150775-0.515539j 
0.0533817+0.675021j -0.0467247-4.68369j -0.187632+8.29275j -0.061488-11.5736j 0.0833373+11.2537j -0.0906825-28.6124j 0.184498+4.31621j 0.0699308-36.1236j 0.292629+37.1109j -0.00132677-8.13964j -0.20431+57.6643j -0.0936856-29.0472j 0.221217-32.3602j -0.214158-52.7766j -0.0808829-19.3829j 0.162763-110.862j -0.0316152+71.9315j 0.0714866+6.89703j 0.129176-28.7251j -0.134913-23.238j 0.0362036-21.2063j 0.236247-122.092j 0.149451+2.32647j 0.404523-92.5484j 0.0702273-4.43646j -57.098+68.0778j -38.4439+7.07427j -0.119806-4.62696j -0.48318+92.9312j 0.255275-2.97033j 0.532001-122.095j -0.182802-20.8463j -0.0743436+23.6742j -0.636523+29.2546j -0.108008-6.64234j -0.746155+71.3078j 0.459418-111.085j -0.137447+19.5616j 0.618743-52.7201j -0.502246-31.8151j 0.42664-28.6018j 0.0438159-57.7725j 0.322701-8.16774j 0.719961-36.9944j 0.518371-35.6088j 0.15587-4.41316j -0.193419+28.231j -0.27307+11.1413j 0.191106-11.2055j -0.117543-8.42454j 0.0152652+4.67152j 0.125389-0.82774j 
-0.110345-1.67332j 0.139883+10.6771j 0.422989-18.7634j 0.357823+26.1524j -0.188778-25.3591j 0.163675+64.6595j -0.483262-10.2239j 0.203345+81.7317j -0.685147-84.292j 0.157032+18.4565j 0.236001-130.566j 0.306752+64.9161j 0.0342705+73.6676j 0.319435+119.541j 0.309745+43.9557j 0.0900994+251.575j 0.348696-163.036j -0.184768-15.2342j -0.118553+65.8029j 0.239161+53.2951j 0.192948+48.4714j -0.282033+276.247j -0.307502-6.135j -0.350941+210.332j 0.440346+10.4864j 129.014-154.772j 86.0485-15.5561j 0.0852997+10.7301j 0.268672-210.473j -0.0185845+6.07131j -0.775193+276.781j -0.057978+48.0311j 0.496983-53.3146j 0.241907-65.6832j -0.0610704+15.4332j 0.820757-162.997j -1.5456+251.514j 0.0605884-43.6892j -0.788063+119.405j -0.498967+73.5975j -0.659542+64.8212j -0.272691+130.362j -0.437723+18.3584j -0.954294+84.3187j -0.652107+81.517j -0.72838+10.1191j 0.689915-64.409j 0.421395-25.4917j -0.487796+26.0651j 0.440222+18.6132j -0.155283-10.8087j -0.254393+1.79338j 
0.0152764+0.265192j 0.0120899-1.67201j 0.0782586+2.92214j 0.178566-3.7781j -0.0144898+3.81092j -0.114606-9.67404j -0.0631596+1.54619j 0.0418189-12.2805j -0.0697676+12.7036j 0.0616674-2.93298j -0.0177061+19.2698j 0.0463986-9.59437j 0.14316-10.8785j 0.0177123-17.8224j 0.0185827-6.65039j 0.0911784-37.7224j -0.16357+24.4327j -0.0313298+2.29935j -0.0438112-9.94133j 0.170585-8.14081j -0.077426-7.18928j 0.320316-41.8894j -0.112332+0.799635j 0.13789-31.6198j 0.178681-1.54768j -19.3627+23.4485j -12.9915+2.59193j -0.210786-1.41659j -0.139211+31.4852j -0.00971781-1.32918j 0.198267-41.416j 0.0879212-7.27845j 0.021546+7.60434j -0.0195433+9.49524j 0.155224-2.81358j -0.246265+24.4257j 0.381925-37.6711j -0.321201+6.84746j 0.19666-18.1753j -0.124435-10.9841j 0.095275-9.87588j 0.207222-19.4977j -0.025958-3.02965j 0.27775-12.742j -0.0665299-12.2847j 0.215752-1.80836j 0.174411+9.75095j -0.0574345+3.83617j 0.260651-4.06597j 0.0421032-2.58131j 0.0643886+1.61409j 0.0345729-0.212462j 
0.0103449+0.338817j -0.0923913-2.31407j -0.013406+3.99753j 0.00361432-5.7442j 0.0677222+5.53953j 0.00835817-14.1407j 0.163516+2.28997j -0.0594388-17.7318j 0.321273+18.2503j 0.0784951-3.82947j -0.137874+28.3433j 0.0479746-14.0469j -0.0148671-16.0367j -0.0217523-26.0158j 0.121545-9.61408j 0.00344552-54.4693j -0.00371864+35.4496j 0.0809565+3.23858j -0.0773576-14.3907j 0.0547123-11.5891j -0.148959-10.2485j 0.276637-60.0277j 0.0350731+0.989164j 0.0444622-45.6039j -0.213147-2.25191j -27.9384+33.7802j -18.6185+3.53737j 0.145348-2.1577j -0.856159+45.5576j -0.0910277-0.701011j 0.587111-60.2291j 0.0297362-10.228j -0.33497+11.7736j 0.361664+14.7406j 0.0399977-3.80019j -0.0436584+35.3059j 0.5332-54.2264j -0.0924708+9.44267j 0.318536-26.0528j 0.0777389-16.0437j -0.0430204-13.8387j 0.243509-28.2372j 0.0288946-3.94019j 0.482903-18.1071j 0.220081-17.8001j 0.168383-2.09159j -0.0988812+14.0013j -0.313208+5.49353j 0.179716-5.49775j -0.226583-4.05858j 0.0135753+2.34063j 0.114681-0.357432j 
0.00797863+0.0767298j 0.0383529-0.286434j -0.123313+0.595096j -0.171711-0.730449j 0.0678703+0.746939j -0.110283-1.6623j -0.0222989+0.250681j -0.120826-2.30379j -0.0497165+2.45864j 0.0232849-0.695138j 0.15821+3.81334j 0.0152736-1.9403j -0.218318-2.13044j -0.0755029-3.61882j -0.312261-1.29974j -0.287844-7.30488j 0.115303+4.58998j 0.291337+0.554402j 0.073221-1.73166j 0.0708993-1.47253j -0.100481-1.56057j -0.0155587-7.9737j -0.212977+0.244525j -0.257822-6.29855j 0.029082+0.242192j -3.82655+4.73966j -2.48805+0.666632j 0.0678449-0.215353j -0.0706835+6.12926j 0.136079-0.465987j -0.0713508-7.76418j -0.208788-1.04256j 0.158551+1.57099j -0.198712+1.72937j -0.00883926-0.870684j 0.218133+4.58903j 0.166101-7.16956j 0.175617+1.18997j 0.268124-3.42354j 0.0722647-2.00289j -0.0671982-1.77531j -0.358712-3.39256j -0.169593-0.366363j -0.205668-2.51461j -0.0714581-2.073j -0.114222-0.293389j 0.153121+1.71026j 0.216105+0.604136j -0.108669-0.803343j 0.0882255-0.529245j 0.00829453+0.313907j -0.0407798-0.0898688j 
0.0297087+0.939982j -0.08132-5.68973j -0.174726+9.97049j -0.0619317-13.9278j 0.20678+13.7887j -0.277586-34.0634j 0.315814+5.33075j -0.349806-43.2635j 0.474821+44.7016j -0.0118854-9.83551j -0.0857095+69.1087j -0.206359-34.508j -0.140431-38.9782j -0.152285-63.396j -0.0958963-23.2686j -0.110631-133.174j 0.00498981+86.5647j -0.325735+7.71342j 0.176706-34.7975j 0.0336264-28.3178j 0.192025-25.7613j -0.161108-146.435j 0.0291128+3.21642j -0.159621-111.684j -0.019444-5.77314j -68.5187+82.0593j -45.8589+8.17135j 0.394895-5.51297j -0.269592+111.668j 0.69503-3.32769j 0.399154-146.043j -0.061921-25.2511j -0.447833+27.8223j -0.271347+34.829j -0.000801793-8.01364j -0.0321062+86.3475j 0.32818-133.306j -0.0990326+23.001j -0.00308196-63.3248j 0.307469-38.884j 0.44566-34.6526j 0.258967-69.0404j 0.216043-9.79598j 0.58547-44.7899j 0.345689-43.2215j 0.439026-5.20746j -0.0188265+34.1425j 0.0122294+13.1438j 0.26965-13.7602j -0.368924-9.74899j 0.00160693+5.73169j 0.164191-0.9042j 
-0.0433618-0.561823j 0.0437698+3.25433j 0.175302-5.70095j -0.0492977+8.10693j 0.149926-7.73208j 0.0774529+19.6467j -0.286336-2.92189j 0.0764081+24.9293j -0.440722-25.6032j 0.297111+5.79131j 0.304444-39.7367j 0.112282+19.8352j -0.0119411+22.4436j 0.0714609+36.4299j 0.223585+13.3675j 0.277931+76.5467j -0.334342-49.4275j 0.044557-4.24961j -0.0641527+19.9553j 0.284037+16.6176j 0.174222+14.6723j 0.0606817+84.2998j 0.0652872-1.68503j 0.237082+64.2144j 0.136069+2.98636j 39.1655-47.3342j 26.058-4.9412j -0.173174+3.12624j -0.315886-63.9551j 0.00938398+1.79093j -0.230255+84.5099j -0.441359+15.5322j 0.0516671-16.2151j -0.0666282-20.0614j -0.141104+4.38067j -0.169476-49.7012j 0.0570465+76.2281j 0.0146444-13.1829j -0.0971184+36.7415j 0.124299+22.4254j -0.203951+19.8776j 0.104158+39.7031j -0.248109+5.62204j -0.326132+25.7947j -0.043256+25.0436j -0.163796+2.98389j -0.0363232-19.4814j 0.0632233-7.84798j -0.127398+7.98047j 0.281456+5.67565j -0.00964104-3.13802j -0.151415+0.469889j 
0.0740034+1.11565j -0.118256-7.01832j -0.314347+12.1244j -0.239284-16.9712j 0.209471+16.5858j -0.0565486-42.3137j 0.417449+6.64014j -0.511879-53.1774j 0.478266+54.7397j -0.104536-12.1023j 0.00383661+85.0104j -0.329176-42.4319j -0.165936-47.7619j -0.224727-77.7469j -0.131956-28.5846j 0.23117-163.537j 0.180337+105.922j 0.115861+9.89094j -0.314197-42.6895j -0.307393-34.8687j 0.296936-31.5672j -0.167028-179.78j 0.144103+4.17858j -0.124497-137.489j -0.200991-6.85719j -83.2193+101.301j -55.815+10.0419j -0.270058-6.43752j 0.200274+136.638j 0.173449-3.83015j 0.856304-180.252j 0.198288-31.9159j -0.280991+34.5051j 0.169586+42.8786j -0.00514208-9.81149j -0.624575+106.473j 0.557065-163.811j -0.538071+28.2326j 0.310869-77.4454j 0.214624-47.9119j 0.277992-42.296j 0.277221-84.7703j -0.0543537-11.9592j 0.846828-54.7175j 0.22632-53.1781j 0.709831-6.28965j -0.251193+42.0338j -0.240201+16.6008j 0.0899804-16.9901j -0.221304-12.0762j -0.00708503+7.11542j 0.0917059-1.12156j 
-0.0669819-1.02308j 0.0853359+6.78308j 0.221922-11.5733j 0.464269+16.2593j -0.257446-15.9577j 0.307012+40.2697j -0.368647-6.35198j 0.151707+50.9008j -0.532516-52.2586j 0.149913+11.4965j -0.0425588-81.0514j 0.368276+40.6237j -0.18258+45.7637j 0.174042+74.4639j 0.00996241+27.2398j 0.355626+156.697j -0.138414-101.247j 0.200969-9.34877j 0.0583331+40.9488j 0.435978+33.3608j -0.0411424+29.8497j -0.0267749+172.453j -0.243763-4.13069j -0.0582533+130.783j 0.322889+6.48509j 79.8459-96.8596j 53.7117-10.0391j 0.0508014+6.58686j 0.0855319-130.792j 0.0238809+3.31048j -0.83506+172.365j -0.312854+30.2516j -0.060852-33.0227j -0.234907-41.0297j -0.162878+9.43229j 0.342678-101.754j -0.534801+156.644j 0.0189981-27.5682j -0.232263+74.5867j 0.124402+45.892j -0.0768472+40.6551j -0.20343+81.2324j 0.0215998+11.3889j -0.829874+52.431j -0.230314+50.999j -0.343448+6.45727j 0.324045-40.281j 0.0738855-15.8177j -0.376998+16.0866j 0.290071+11.6234j 0.0884308-6.94342j -0.0314452+1.11221j 
-0.148957-0.36928j -0.0291101+3.16097j 0.0870753-5.45112j 0.0741597+7.66042j -0.182327-7.58294j 0.17379+18.9229j -0.262421-3.00521j 0.0162764+23.7752j -0.241995-24.6616j 0.0865812+5.34831j 0.0897946-38.3381j 0.00478654+18.8836j 0.112389+21.4917j 0.211292+35.0299j -0.0656367+12.6856j 0.0431154+73.5885j -0.241696-47.5091j -0.0850417-4.62487j -0.198193+19.1781j 0.0314117+15.6793j -0.118813+14.0481j 0.200263+81.1477j 0.253586-1.55352j -0.196194+61.8557j -0.058262+2.97405j 37.8436-45.8861j 24.8995-4.70758j 0.297988+2.86141j 0.0781971-61.84j 0.158947+1.62566j -0.285254+81.4114j -0.0805651+14.4573j 0.371251-15.7845j 0.0437329-19.0852j -0.352287+4.67301j 0.00521883-48.046j -0.359751+73.8614j 0.351049-13.0689j -0.565441+35.0939j -0.111516+21.6829j -0.136386+19.0324j -0.15862+38.2523j -0.102506+5.31429j -0.60589+24.6126j -0.297276+23.9519j -0.448339+3.0675j 0.164028-18.9684j 0.112929-7.14732j -0.0858957+7.67481j 0.10369+5.45187j 0.123638-3.19559j -0.0820277+0.474065j 
0.794141+0.0315228j -4.55749-1.11487j 8.09505+2.48022j -11.7435-2.73861j 11.3513+2.58076j -28.8049-6.88066j 4.31713+0.812791j -36.3017-8.71207j 37.8287+8.53499j -8.13404-1.96754j 58.0275+14.1888j -28.727-6.86604j -32.4214-7.76473j -53.225-12.5885j -19.4791-4.49866j -111.615-26.9475j 72.2088+17.4408j 6.66198+1.82802j -29.73-6.97349j -23.9908-5.66961j -21.3795-5.13198j -122.773-29.7477j 2.32746+0.274434j -93.1106-22.5085j -4.77324-1.1993j 54.7243+73.6493j -2.00225+40.0267j -4.78348-1.12476j 93.0144+22.8553j -2.19188-0.834137j -122.696-30.0631j -21.3464-5.27451j 23.914+5.99396j 29.6084+7.48269j -6.75196-1.44455j 72.1353+17.7402j -111.503-27.4084j 19.3652+4.96575j -53.0555-13.3097j -32.3594-8.02394j -28.6627-7.11861j -58.0488-14.0918j -8.12742-1.99609j -37.5225-9.81757j -36.2382-8.96317j -4.2039-1.26609j 28.7438+7.14015j 11.2666+2.93057j -11.6876-2.96907j -8.32226-1.52142j 4.55753+1.11192j -0.721587-0.338166j 
0.0248697+0.711294j 0.0137022-4.4478j -0.201769+7.55504j 0.028208-10.6152j 0.0168462+10.3334j 0.274653-26.1832j 0.301932+4.02168j 0.137784-33.1061j -0.105994+34.0112j 0.0857633-7.48694j -0.512956+52.8292j 0.0335088-26.2384j 0.265754-29.764j 0.515334-48.5875j -0.0236-17.7048j 0.92329-101.35j -0.566682+66.3628j -0.0706542+6.32303j 0.193421-26.9656j 0.205717-21.4148j 0.234718-19.2906j 1.05907-111.991j 0.193021+2.43162j 0.193314-85.5454j -0.311373-4.13496j -52.7935+62.4455j -34.9197+5.92644j 0.407582-4.13571j -1.68042+85.5419j 0.238518-2.42599j 1.41208-111.988j 0.195408-19.2892j -0.276545+21.4115j -0.403944+26.9605j 0.0643852-6.32689j -0.886443+66.3598j 1.32286-101.346j -0.41465+17.7001j 0.554601-48.5802j 0.386401-29.7614j 0.544239-26.2359j 0.655594-52.8302j 0.0779422-7.48665j 0.652574-33.9983j 0.592481-33.1035j 0.387714-4.01711j -0.304695+26.1805j -0.244543+10.3299j 0.207675-10.6129j -0.036494-7.5647j -0.0780595+4.44783j 0.0401287-0.708207j 
-0.0820277-0.474065j 0.123638+3.19559j 0.10369-5.45187j 0.0858957+7.67481j -0.112929-7.14732j 0.164028+18.9684j -0.448339-3.0675j 0.297276+23.9519j -0.60589-24.6126j 0.102506+5.31429j -0.15862-38.2523j 0.136386+19.0324j 0.111516+21.6829j 0.565441+35.0939j 0.351049+13.0689j 0.359751+73.8614j -0.00521883-48.046j -0.352287-4.67301j 0.0437329+19.0852j 0.371251+15.7845j 0.0805651+14.4573j 0.285254+81.4114j 0.158947-1.62566j 0.0781971+61.84j -0.297988+2.86141j 37.7398-45.6394j 25.5792-4.27534j 0.058262+2.97405j -0.196194-61.8557j 0.253586+1.55352j -0.200263+81.1477j 0.118813+14.0481j 0.0314117-15.6793j -0.198193-19.1781j -0.0850417+4.62487j 0.241696-47.5091j -0.0431154+73.5885j -0.0656367-12.6856j -0.211292+35.0299j -0.112389+21.4917j -0.00478654+18.8836j 0.0897946+38.3381j -0.0865812+5.34831j -0.241995+24.6616j -0.0162764+23.7752j -0.262421+3.00521j 0.17379-18.9229j 0.182327-7.58294j -0.0741597+7.66042j 0.0870753+5.45112j -0.0291101-3.16097j -0.148957+0.36928j 
0.0314452+1.11221j -0.0884308-6.94342j -0.290071+11.6234j -0.376998-16.0866j 0.0738855+15.8177j -0.324045-40.281j 0.343448+6.45727j -0.230314-50.999j 0.829874+52.431j 0.0215998-11.3889j 0.20343+81.2324j -0.0768472-40.6551j 0.124402-45.892j -0.232263-74.5867j -0.0189981-27.5682j -0.534801-156.644j 0.342678+101.754j 0.162878+9.43229j 0.234907-41.0297j 0.060852-33.0227j -0.312854-30.2516j -0.83506-172.365j -0.0238809+3.31048j -0.0855319-130.792j 0.0508014-6.58686j -80.3172+96.5384j -53.617+9.8792j 0.322889-6.48509j 0.0582533+130.783j 0.243763-4.13069j -0.0267749-172.453j -0.0411424-29.8497j -0.435978+33.3608j -0.0583331+40.9488j -0.200969-9.34877j -0.138414+101.247j 0.355626-156.697j -0.00996241+27.2398j 0.174042-74.4639j -0.18258-45.7637j 0.368276-40.6237j 0.0425588-81.0514j 0.149913-11.4965j 0.532516-52.2586j 0.151707-50.9008j 0.368647-6.35198j -0.307012+40.2697j -0.257446+15.9577j 0.464269-16.2593j -0.221922-11.5733j -0.0853359+6.78308j 0.0669819-1.02308j 
-0.0917059-1.12156j 0.00708503+7.11542j 0.221304-12.0762j 0.0899804+16.9901j -0.240201-16.6008j 0.251193+42.0338j -0.709831-6.28965j 0.22632+53.1781j -0.846828-54.7175j -0.0543537+11.9592j -0.277221-84.7703j 0.277992+42.296j 0.214624+47.9119j 0.310869+77.4454j 0.538071+28.2326j 0.557065+163.811j -0.624575-106.473j 0.00514208-9.81149j -0.169586+42.8786j 0.280991+34.5051j 0.198288+31.9159j 0.856304+180.252j -0.173449-3.83015j -0.200274+136.638j -0.270058+6.43752j 83.7812-100.906j 55.7279-9.8329j -0.200991+6.85719j 0.124497-137.489j -0.144103+4.17858j -0.167028+179.78j 0.296936+31.5672j 0.307393-34.8687j 0.314197-42.6895j -0.115861+9.89094j 0.180337-105.922j 0.23117+163.537j 0.131956-28.5846j -0.224727+77.7469j -0.165936+47.7619j -0.329176+42.4319j -0.00383661+85.0104j -0.104536+12.1023j -0.478266+54.7397j -0.511879+53.1774j -0.417449+6.64014j 0.0565486-42.3137j 0.209471-16.5858j -0.239284+16.9712j 0.314347+12.1244j 0.118256-7.01832j -0.0740034+1.11565j 
-0.151415-0.469889j -0.00964104+3.13802j 0.281456-5.67565j 0.127398+7.98047j -0.0632233-7.84798j -0.0363232+19.4814j -0.163796-2.98389j 0.043256+25.0436j -0.326132-25.7947j 0.248109+5.62204j 0.104158-39.7031j 0.203951+19.8776j -0.124299+22.4254j 0.0971184+36.7415j 0.0146444+13.1829j -0.0570465+76.2281j 0.169476-49.7012j -0.141104-4.38067j -0.0666282+20.0614j 0.0516671+16.2151j 0.441359+15.5322j 0.230255+84.5099j 0.00938398-1.79093j -0.315886+63.9551j 0.173174+3.12624j 39.1135-47.2213j 26.3764-4.74036j -0.136069+2.98636j 0.237082-64.2144j 0.0652872+1.68503j -0.0606817+84.2998j -0.174222+14.6723j 0.284037-16.6176j -0.0641527-19.9553j 0.044557+4.24961j 0.334342-49.4275j -0.277931+76.5467j 0.223585-13.3675j -0.0714609+36.4299j 0.0119411+22.4436j -0.112282+19.8352j 0.304444+39.7367j -0.297111+5.79131j -0.440722+25.6032j -0.0764081+24.9293j -0.286336+2.92189j 0.0774529-19.6467j -0.149926-7.73208j 0.0492977+8.10693j 0.175302+5.70095j 0.0437698-3.25433j -0.0433618+0.561823j 
-0.164191-0.9042j -0.00160693+5.73169j 0.368924-9.74899j 0.26965+13.7602j 0.0122294-13.1438j 0.0188265+34.1425j -0.439026-5.20746j 0.345689+43.2215j -0.58547-44.7899j 0.216043+9.79598j -0.258967-69.0404j 0.44566+34.6526j 0.307469+38.884j -0.00308196+63.3248j 0.0990326+23.001j 0.32818+133.306j -0.0321062-86.3475j 0.000801793-8.01364j 0.271347+34.829j 0.447833+27.8223j -0.061921+25.2511j 0.399154+146.043j -0.69503-3.32769j 0.269592+111.668j 0.394895+5.51297j 67.8935-82.7091j 45.5206-8.71266j -0.019444+5.77314j 0.159621-111.684j -0.0291128+3.21642j -0.161108+146.435j 0.192025+25.7613j -0.0336264-28.3178j -0.176706-34.7975j 0.325735+7.71342j 0.00498981-86.5647j -0.110631+133.174j 0.0958963-23.2686j -0.152285+63.396j -0.140431+38.9782j -0.206359+34.508j 0.0857095+69.1087j -0.0118854+9.83551j -0.474821+44.7016j -0.349806+43.2635j -0.315814+5.33075j 0.277586-34.0634j 0.20678-13.7887j -0.0619317+13.9278j 0.174726+9.97049j 0.08132-5.68973j -0.0297087+0.939982j 
0.0407798-0.0898688j -0.00829453+0.313907j -0.0882255-0.529245j -0.108669+0.803343j 0.216105-0.604136j -0.153121+1.71026j 0.114222-0.293389j -0.0714581+2.073j 0.205668-2.51461j -0.169593+0.366363j 0.358712-3.39256j -0.0671982+1.77531j 0.0722647+2.00289j 0.268124+3.42354j -0.175617+1.18997j 0.166101+7.16956j 0.218133-4.58903j 0.00883926-0.870684j 0.198712+1.72937j -0.158551+1.57099j -0.208788+1.04256j -0.0713508+7.76418j -0.136079-0.465987j 0.0706835+6.12926j 0.0678449+0.215353j 3.92191-4.53508j 2.75854-0.428768j 0.029082-0.242192j 0.257822-6.29855j 0.212977+0.244525j -0.0155587+7.9737j -0.100481+1.56057j -0.0708993-1.47253j -0.073221-1.73166j -0.291337+0.554402j 0.115303-4.58998j -0.287844+7.30488j 0.312261-1.29974j -0.0755029+3.61882j -0.218318+2.13044j 0.0152736+1.9403j -0.15821+3.81334j 0.0232849+0.695138j 0.0497165+2.45864j -0.120826+2.30379j 0.0222989+0.250681j 0.110283-1.6623j 0.0678703-0.746939j -0.171711+0.730449j 0.123313+0.595096j -0.0383529-0.286434j -0.00797863+0.0767298j 
0.114681+0.357432j 0.0135753-2.34063j -0.226583+4.05858j -0.179716-5.49775j 0.313208+5.49353j -0.0988812-14.0013j 0.168383+2.09159j -0.220081-17.8001j 0.482903+18.1071j -0.0288946-3.94019j 0.243509+28.2372j 0.0430204-13.8387j -0.0777389-16.0437j -0.318536-26.0528j -0.0924708-9.44267j -0.5332-54.2264j 0.0436584+35.3059j 0.0399977+3.80019j 0.361664-14.7406j -0.33497-11.7736j -0.0297362-10.228j -0.587111-60.2291j -0.0910277+0.701011j -0.856159-45.5576j -0.145348-2.1577j -27.9316+33.6899j -18.8167+3.39995j 0.213147-2.25191j 0.0444622+45.6039j 0.0350731-0.989164j -0.276637-60.0277j 0.148959-10.2485j 0.0547123+11.5891j -0.0773576+14.3907j 0.0809565-3.23858j 0.00371864+35.4496j -0.00344552-54.4693j 0.121545+9.61408j 0.0217523-26.0158j 0.0148671-16.0367j -0.0479746-14.0469j -0.137874-28.3433j -0.0784951-3.82947j 0.321273-18.2503j 0.0594388-17.7318j 0.163516-2.28997j 0.00835817+14.1407j -0.0677222+5.53953j -0.00361432-5.7442j -0.013406-3.99753j -0.0923913+2.31407j 0.0103449-0.338817j 
0.0345729+0.212462j 0.0643886-1.61409j 0.0421032+2.58131j -0.260651-4.06597j 0.0574345+3.83617j 0.174411-9.75095j 0.215752+1.80836j 0.0665299-12.2847j 0.27775+12.742j 0.025958-3.02965j 0.207222+19.4977j -0.095275-9.87588j 0.124435-10.9841j -0.19666-18.1753j -0.321201-6.84746j -0.381925-37.6711j 0.246265+24.4257j 0.155224+2.81358j -0.0195433-9.49524j 0.021546-7.60434j -0.0879212-7.27845j -0.198267-41.416j -0.00971781+1.32918j -0.139211-31.4852j 0.210786-1.41659j -19.4674+23.3061j -13.1177+2.45192j -0.178681-1.54768j 0.13789+31.6198j -0.112332-0.799635j -0.320316-41.8894j 0.077426-7.18928j 0.170585+8.14081j -0.0438112+9.94133j -0.0313298-2.29935j 0.16357+24.4327j -0.0911784-37.7224j 0.0185827+6.65039j -0.0177123-17.8224j -0.14316-10.8785j -0.0463986-9.59437j -0.0177061-19.2698j -0.0616674-2.93298j -0.0697676-12.7036j -0.0418189-12.2805j -0.0631596-1.54619j -0.114606+9.67404j 0.0144898+3.81092j -0.178566-3.7781j 0.0782586-2.92214j 0.0120899+1.67201j 0.0152764-0.265192j 
