0.00583159+0.660725j -0.0130086+0.434318j -0.0041122-0.260704j -0.00427456-0.159129j 0.00991455+0.0105586j -0.00018681+0.333196j 0.000333893+0.0768323j 0.000186816+0.00555939j 0.000538138-0.00935126j -0.000673723+0.0654331j 0.000488573-0.00784736j 0.00103678+0.0128782j 0.000349072+0.0575341j -6.32662e-05+0.0291042j -6.58455e-06-0.0399909j 0.000122046+0.0106887j 0.000604645-0.0405685j -0.000173779-0.0230828j 0.00166914-0.0874853j -0.00158326+0.00151634j -0.00304209-0.0921923j -0.00024261+0.00832744j 8.80241e-05+0.0546657j -0.000785918-0.0489021j -5.85654e-05-0.0896586j -3.29378e-05-0.0348402j -0.000156535-0.0298002j -6.50639e-06+5.36228e-05j 0.000528041+0.0133847j -8.66232e-05-0.00398743j 0.00100958+0.0269094j 0.000359048+0.0314514j 0.000350313-0.00543102j -0.000254795+0.00759603j -7.69598e-05-0.00939197j -0.000711934-0.00687082j 0.000241108+4.01287e-06j 0.000225878-0.00408648j 0.000175812+0.00261864j 0.000119928+0.00418763j -0.000465713+0.00288983j -5.37543e-05+0.00497983j -0.000482793+0.000457647j 0.00032135-0.0069344j -0.000123663-0.00740686j -0.000358912-0.00470361j 0.000887554-0.00618398j 5.33899e-05+0.00232033j 0.000990166+0.00224454j 0.000726563-0.0247967j 0.000367636+0.0109124j -0.000172943-0.00759241j -8.64504e-05+0.059745j 0.00143969-0.0331937j 4.66878e-06+0.0281042j 0.00136914+0.0524869j -0.000936654+0.0150756j 0.00052647-0.0601026j 0.0016731-0.055139j 0.000716691+0.00855182j -0.000622086+0.00439623j 0.000168688-0.0277262j 0.000399352+0.0153091j 8.73933e-05+0.0183949j -0.000895567-0.0243956j 0.000146839+0.00189217j 0.000117554-0.00841851j 4.9763e-05+0.0186669j 0.000245661+0.00797381j -0.000124227-0.00334312j 0.000336825-0.00502508j -0.000195802-0.00559848j 5.77356e-05-0.000919864j -0.000205124-0.0167724j -0.000384863+0.00217403j 0.000292907+0.039468j 0.000439021-0.0182754j -0.000724734+0.00653628j 0.000996541-0.03961j 0.000129292+0.0480488j -4.78393e-05+0.0454772j 0.00070476+0.0445288j 0.000187649-0.0286788j -0.000298269+0.0426713j -0.000112763+0.0226156j -0.000323237-0.00439698j -0.000162356+0.00348703j -1.69461e-05+0.0708341j 8.69604e-05-0.00492724j 0.000416515+0.00680157j 0.000107223-0.033619j 9.33107e-05+0.0109181j 
0.0011542+0.0186894j -0.000829652+0.0334583j 0.00108449-0.000892438j 0.00201828+0.00144914j 0.000961174+0.0314008j 0.000990774-0.00021933j -0.000391716+0.0527234j 0.00469716-0.0719883j 0.000877416+0.0730989j -0.00136057-0.0322073j 0.00332175-0.0152222j -0.000800354+0.0250722j 0.00312311+0.0741388j 0.00116131+0.0315049j 0.000293651+0.0383715j 0.0023213+0.00753981j 0.00314701-0.0318764j -0.00543543-0.0280861j 0.000997465-0.054274j -0.000269314-0.0311256j 0.00202599+0.0221473j 0.0020165+0.0215388j 0.00103627+0.0101381j -0.00220772-0.089424j 0.000336261-0.00376408j -0.000473068+0.161464j 0.002636-0.0254082j 6.82445e-05+0.172114j -0.00487709-0.0543489j -0.00276235+0.261572j -0.00222058-0.271682j 0.0002417-0.556128j 0.00231601+0.251388j -0.00161603-0.0649451j -0.000907741+0.369817j 0.00165412-0.211154j -0.000225899+0.0635853j -0.00299591+0.0789778j -0.000528089+0.0789907j 0.00107173-0.184829j -0.00022766+0.106636j -0.00125734-0.0231569j 0.000989915-0.0161682j 0.00133943-0.00324391j 0.00353916+0.000438034j 3.74068e-05+0.0416768j -0.00369781+0.0277666j 0.00129032+0.0338538j -0.000658325+0.0109358j -0.000992848+0.0877051j -0.00141549+0.0512854j 0.000513602+0.0171767j -0.00125375-0.0442522j -0.00389005+0.0189627j 0.000215894+0.0578978j 0.00130682+0.0500928j 0.000720911+0.0258787j 0.000634617+0.00550296j -0.000986937-0.00254074j 0.000991456+0.0329233j 0.000793055+0.000433588j 0.000308981-0.0160813j 0.000542952-0.0557284j -0.00175691-0.017352j 2.90951e-05+0.0110572j -0.000220947+0.0145792j 0.000336583+0.0200492j 0.000282126-0.00280655j -0.000221019-0.0746448j 0.000920037+0.10134j -0.000781524-0.0210618j 0.000455461+0.0045118j -6.03437e-05+0.030197j 0.000439733+0.0280543j 0.000199014+0.037485j 0.000394693-0.0276813j 0.000727882-0.00985326j 5.03431e-05+0.00508164j 0.000509424+0.0538762j 0.00112927-0.0061499j 0.000486756-0.0242572j -0.00139594+0.0251398j 5.35955e-05+0.00430712j -0.000548422+0.0226689j -0.00033545-0.00858814j -0.000474736-0.0294931j 0.00011454-0.00518261j -0.000331982-0.00950173j 0.000372598-0.00369453j -0.000259114+0.0456052j 0.000289232+0.0113448j -0.000103234+0.0249278j 
0.000176326-0.0070904j 4.40138e-05-0.0217091j 0.00110594-0.0031676j 0.000875407-0.0043402j 0.000877225-0.0296176j 0.0022431+0.0348282j -0.0034823+0.0446325j 0.00638959+0.0212089j -0.000250721+0.00808648j 0.0031569-0.00868632j -0.00129109-0.0724121j -0.00181844-0.130099j 0.0063535+0.0230919j 0.00590331+0.0639719j -0.000392989+0.013437j -0.000344556-0.00293055j 0.00452901+0.0211621j -0.00306571+0.026906j 0.00442731+0.058918j -0.00333166+0.0309909j 0.00359673+0.0121951j 0.00167684+0.0166705j -2.14637e-05-0.0758961j 0.00215944-0.0329476j 0.0012794+0.0373638j -0.000474925+0.198694j -0.00145925-0.063923j 0.00072482+0.391611j 0.00158302-0.239798j 0.00208013+0.402135j 0.00291814+0.0446531j -0.00324019+0.555958j -0.00238612+0.0218541j 0.00173499-0.0785698j -0.000669964+0.0433661j -0.00114874-0.192772j -0.00235118+0.059626j 0.0012123-0.0240984j -0.000540774+0.139967j 0.000157177-0.0223952j -0.00145117+0.0689175j 0.000992631-0.0675355j -0.000404086+0.034666j 0.000896392-0.0294143j -0.00102601+0.102911j -9.05941e-05-0.07487j -0.00348793-0.0163925j -0.000400343-0.0534633j 0.000855184-0.0477324j -0.000296582+0.0155669j -0.00197386+0.00553688j 0.000530648+0.0827456j 0.000421997-0.00897432j -0.00182671+0.050935j 0.000655512+0.00277937j 0.00105941-0.00566866j -0.00308608+0.0456679j 0.0027192-0.0452186j 0.00101093+0.0448076j -0.00183724-0.00987311j -0.000746258+0.0169872j -0.000186082-0.0459578j 3.86371e-05-0.0233261j -6.57399e-06-0.0613726j -0.000425303-0.015378j -0.000495859-0.0028387j 0.000318267+0.0141623j -0.000695463+0.00559401j -0.000357158-0.00456323j 0.000630875+0.0321191j -0.000311249+0.00847905j -0.000107614-0.00886594j 0.00055263+0.0656549j 0.000543479-0.00591692j 0.000159986+0.0446156j -3.99877e-06+0.000497208j -0.000686418-0.00303707j -0.000486003+0.00408045j -0.000582017-0.00570463j -0.000775597+0.0316224j 0.000182459-0.00703145j 0.0011568-0.00431601j -0.000255212-0.0317624j 0.000472906+0.0198215j 0.000442659-0.0191936j -0.00013335+0.026329j 8.67137e-06+0.00171248j 0.000455289+0.0103206j -0.00025069-0.0272909j 0.000124636-0.0387709j -0.000193687-0.016298j 0.000113048-0.00342701j 
0.000555632+0.0569318j -0.00305589+0.060878j 0.00144882-0.0017209j 0.00282047+0.0058471j -0.00131986+0.0388759j 0.0057704-0.125104j -0.00142253-0.0370122j -0.00122684-0.140024j 0.004218+0.0521214j 0.00539482-0.0884406j 0.00353783-0.018315j -0.00333744-0.0367031j -0.00474858-0.029931j 0.00210366+0.0312945j -0.00401264+0.0185844j 0.000401948+0.0270481j 0.00162137+0.00931181j -0.00226314+0.0361932j -0.00256683+0.0253502j -0.00643301-0.0110872j 0.00281536+0.0887342j 0.00275707-0.0256416j -0.00154766+0.0568381j -0.00110482-0.167943j -0.000796688-0.211195j 0.00068214+0.136926j 0.000117493+0.593196j 0.00120824-0.0708043j 0.00201807-0.0246151j -0.00170892+0.0764383j -0.00372017+0.026864j 0.00144405+0.0314578j 0.000143573-0.373081j -0.00178095+0.0682672j -0.00183921-0.00157479j -0.00134014-0.194609j 0.00136122-0.234206j 0.00269969-0.030323j 0.000462747+0.0528725j -0.000767023+0.00840649j -0.0017316+0.0192381j 0.00202855-0.0174224j 0.0034455+0.0452233j -0.00186787+0.0491317j -0.00138283-0.0712779j 0.000810451+0.107815j 0.00379723+0.0568981j 0.00169092+0.0479906j -0.00398808-0.0298238j -0.000568762+0.0798528j -0.00110743-0.0220808j -0.00125406+0.0061397j 0.0021314-0.00950264j -0.000318565-0.0686923j -0.00239307+0.0289706j -0.00127666+0.0823772j 0.00648666-0.0505522j 0.00120816-0.000578274j -0.00149795-0.0653031j 0.00215733+0.0911914j 0.00061748-0.0339433j -0.000503083-0.01262j -0.00124932-0.0595062j -0.00122419-0.0442389j 0.00112728+0.00181375j -4.88631e-05+0.0359865j -0.0001946+0.0259763j -0.000324871-0.0195381j -0.00105662-0.0581404j -0.000365534-0.00980354j -0.00145893-0.015834j 0.00038741+0.00862807j -0.00222007-0.0586783j 0.000339699-0.0164954j 0.00034907+0.0438796j -0.000136146+0.00902624j 0.00124628-0.00756537j 0.00126172-0.00100434j -0.000673002+0.0372037j 0.00304305-0.0641742j 0.000345565-0.089138j -0.00448322+0.0151923j 0.000119278+0.0474907j -0.000852393+0.00556889j -0.00092316-0.0525304j -0.000810935-0.0560069j 0.000319704-0.00740039j -0.000884795-0.093763j 0.00105382+0.00213922j -0.00106817+0.123387j 0.000731696+0.0653797j -0.000391703+0.0623031j 
-0.00161146-0.0697821j 0.00359301+0.0215951j -0.00308466-0.00239844j -0.00407699-0.00714628j 0.000584254+0.0836969j -0.00619419-0.0789702j 0.00562182+0.172179j 0.00220805-0.14694j -0.00201416-0.0894257j -0.00824278+0.0363023j -0.000845861-0.00472971j -0.000723305-0.0100793j 0.00229546-0.0109881j 8.77033e-05-0.0477641j 0.00706969+0.0170377j -0.00144037-0.0199357j -0.000754578+0.0248813j -0.000792952+0.0310284j 0.00148333-0.0292873j 0.00535833-0.00338614j -0.00561799+0.0976215j 0.00041797+0.0818237j 0.00154215+0.124177j -0.00529616-0.432731j -0.00235724+0.104412j 0.00142282-0.465458j 0.00180219-0.134318j 0.00421779-0.163737j -0.00211038-0.0455407j -0.00597112+0.334076j -1.56675e-05+0.171875j 0.00132525+0.0467986j 0.00355836+0.0185321j -0.00290923+0.134535j -0.000152194+0.0181739j 1.0663e-05+0.0317421j 0.000672516+0.044366j 0.00180048+0.0563575j -0.000710454-0.0408062j -0.000175522-0.0490487j -0.00176364-0.0212478j 0.000321578+0.0629448j 0.000696347+0.111651j 0.00197637-0.0598325j 0.000263172-0.0372259j 0.000945059-0.00708861j 0.00220405-0.0372335j -0.00082592+0.0356084j -0.00105755-0.0680792j 0.00148645+0.0507101j -4.94307e-05-0.0536539j -0.0042386+0.0238361j -0.00234791+0.0123869j -0.00372754-0.0344715j -0.00501547+0.0345219j 0.0014899+0.0259567j 0.00196844+0.0403335j 0.00216668+0.0768314j 0.00101189-0.0823608j 0.00247185+0.0768154j 0.00279114+0.0361035j -0.000402941-0.0362743j 0.000896751+0.113905j -0.000115367+0.0655696j 0.000190739+0.042958j 0.000513347+0.0904258j 0.000301978-0.029052j 0.000521646-0.0542212j -0.000214244-0.0180097j 0.000855344+0.0618561j -0.000937746-0.000556242j 0.000217165-0.0325415j -0.000382605+0.0705271j -0.000192483+0.0274798j -0.00134686-0.0522103j 0.0019205+0.0385778j 0.00147853-0.0122264j -0.000679411+0.00230149j 0.0023384-0.0214901j 0.00149335+0.000925006j 0.0019308-0.0291045j -0.00335379+0.0253995j 0.000183072-0.00463003j -0.00114132+0.00728146j -0.00157654+0.0432877j -0.00080482-0.115456j -0.000177625+0.0080525j -0.00101603+0.0245582j 0.00107762-0.0197475j -0.000855726+0.114214j 0.000914092+0.0586262j -0.000361985+0.0604491j 
-0.00187765-0.0651853j 0.00195754-0.146815j -0.000669678+0.0169164j -0.000867897+0.0185023j 0.00104713-0.117579j 0.000252212+0.209644j 0.00169755+0.105057j 0.00597527+0.0598531j 0.00351066+0.0523126j -0.00346151+0.0554226j 0.00329443+0.0201137j 0.000567149+0.0216959j -0.00250771-0.0257924j 0.00220744+0.0855331j 0.0017792+0.00420391j 0.000783544+0.000461484j 0.0011077-0.000766142j -0.000855901-0.0407354j -4.59315e-05+0.0150133j 0.000666576+0.0430412j -0.000601803-0.0987607j 0.000312048-0.263072j 0.00124136-0.149266j 0.00154433-0.0638141j 0.00217903-0.335535j 0.000912585-0.419418j -0.00244627+0.272805j 0.00042621+0.29601j 0.00378437+0.100275j 0.00562801+0.0832232j 0.00624589-0.0960977j -0.00308648-0.103045j -0.00375189-0.0349615j -6.30273e-05+0.12282j -0.000728501+0.0404301j 0.000561637+0.0897365j 0.000770207-0.0663698j 0.00129618+0.0118772j 0.00246067-0.000738481j 0.00147492-0.023166j -0.00198804+0.0734858j 0.00171419-0.0359493j -0.00116661+0.0051324j 0.00246627+0.00931202j -0.00140825+0.00322767j 0.000157898-0.0369668j 0.00165564-0.0672803j -0.00177908-0.103144j 0.00168063+0.033386j -0.000662478-0.0850474j 0.000502367-0.0144283j -0.00306202+0.0537404j 0.000839633+0.000785368j 0.00213247+0.0228878j 0.000117761-0.00969945j 0.00198034-0.106058j -0.00559758+0.00708318j -0.000401611-0.0575791j 0.00389968+0.0759055j -0.00304076+0.0240546j -0.00181726+0.0458831j -0.000565491+0.0206701j 0.000225365+0.101936j 0.00266056+0.0354769j -0.000116861-0.0221825j -0.000247423-0.0480663j 0.000436833+0.0131065j -0.00125702-0.083078j 0.000717056+0.0474889j 0.000247168+0.0448284j 0.00221505+0.0431325j -0.000266969-0.0114183j 0.0021263+0.0429967j -0.000230726+0.0068248j -0.000252777-0.0381163j -8.35582e-06-0.0475812j -0.00245493-0.0237753j -0.000308629-0.0333674j -0.00155445-0.052973j -0.00388202+0.0486973j -0.000560032+0.0339863j 0.00501984-0.078648j -0.000242772-0.0462891j 0.00208479-0.00541257j 0.0012965+0.02683j 0.00129457+0.113351j -8.78047e-05+0.00321562j 0.00139234+0.0213272j -0.0014609-0.0131877j 0.000838964-0.179546j -0.00108488-0.0569163j 0.000429768-0.0818414j 
0.00125148-0.109479j 0.00255735+0.160193j -0.000924435-0.00394953j -0.00175715-0.0236136j 0.000840403+0.290317j -0.00753558-0.0665227j 0.00240541+0.102621j 0.00279572+0.203682j -0.00176856+0.0730041j -0.00379556-0.042242j -0.000316436-0.00171767j 0.00213847+0.0389436j 0.000408329+0.0129073j 0.000894369+0.003619j 0.00141412-0.0161072j 0.00124446-0.00192225j -0.00122677-0.0349698j 0.000460053+0.0464722j 0.00323158-0.0566342j 0.00284559-0.00287608j -0.00494291+0.151418j 0.00349122-0.0461233j 0.00345092-0.605323j 0.00775413-0.0213008j -0.00281795-0.310729j -0.0033414+0.00738343j -0.00319422-0.113338j 0.00245278-0.129711j -0.000541603-0.0116758j -0.00129721-0.0567895j -0.00118989+0.0381913j -0.000535433+0.0525622j -0.00317997+0.0285356j -0.000569372+0.0375722j -0.00153578+0.0374058j -0.00620458+0.0390301j -0.00284635+0.00553784j 0.00169891-0.082585j 0.00068714+0.0485032j -0.00119426+0.00815188j -0.00133012+0.0588824j 0.000128744+0.00665698j 0.00461825-0.0447939j 0.000266864-0.0423112j -0.00254763+0.0562252j 0.000860185+0.00306693j -0.00439685+0.0287102j -0.000222961+0.0366202j -0.00117573+0.00633444j 0.00215633+0.050786j -0.00342611+0.0589451j 0.00310256+0.00796244j -0.00132459-0.0179507j -0.00151591+0.00723594j 0.00312913+0.021834j -0.00152541+0.0214387j 0.0045847-0.0104617j 0.00492068+0.056874j -0.00261132-0.0157376j -0.00141051+0.0246565j -0.00216639-0.036136j 0.000238375-0.159682j 0.00073102-0.00695627j 0.000368949+0.0584397j -0.00148912+0.0207875j -0.000275635+0.000950132j 0.000647849-0.0267191j 0.000507392+0.0213125j 0.00114554+0.0138454j 0.000676423+0.0842666j -0.00196861-0.225392j 0.00065676-0.00210243j -0.000312074+0.0272565j 9.55228e-05-0.0191998j 0.00108385+0.0511925j 0.000278416+0.0576575j 0.00259949-0.050565j -0.00173974-0.00257463j 0.00291338+0.0218001j 0.00336066+0.00567946j -0.000118569-0.00592644j -0.00213898+0.0752995j 0.00148551+0.0306105j -0.00187531+0.0373084j -0.000709282+0.0169031j -0.000996354-0.0804019j -0.000440866-0.00675948j -0.000808682+0.0635377j 0.00067906+0.0123456j 0.000178473+0.0913241j 0.000630006-0.0155761j -0.000208771+0.0402653j 
0.000419895+0.0804184j -0.00178585-0.0195781j -4.76634e-05-0.0233819j -8.15785e-06-0.0134728j -0.00268291-0.0667707j 3.84997e-06-0.165097j 0.000714148+0.0811762j 0.000276528+0.00995231j -0.000688851-0.022924j -9.53849e-05-0.0132239j -5.45152e-05-0.00726505j -0.000136887+0.000767908j -0.000377759+0.00384992j -0.000359351-0.0134682j 2.42374e-05-0.0107622j -2.97074e-05+0.00938641j -0.000139983-0.0214851j 0.0010847+0.0120464j -0.000753968-0.0211881j 0.000833253-0.0485837j 0.000959984+0.0923191j 0.00448819-0.0287288j -0.000826075-0.0407326j -0.000885702-0.0744547j -0.00193606+0.0436559j -0.0013162+0.0512396j 0.000982642+0.0375404j 0.00174406-0.184202j -7.08113e-05+0.0141095j -0.00365962+0.0414795j -0.00303391+0.0581534j 0.00170282+0.00851922j 0.00166203+0.0204902j -0.00154939-0.0166244j -0.000325989+0.0506047j -0.0022056-0.0908402j -0.000316376+0.000500343j 0.00121732-0.00543418j -0.00100115+0.029978j -0.0011883+0.00352253j -0.0010301+0.0150998j 0.000202459-0.00759332j 0.00234943-0.0306849j -0.000145954+0.0106325j -0.000784757-0.0543466j 4.83518e-06+0.0306011j -0.00180675+0.0416092j -0.000664089-0.038134j -0.000842287+0.0139448j 0.00334691-0.0372315j 0.000683765-0.00785156j 0.00111442-0.0357798j -0.000490919-0.0360064j -0.00196073-0.0730462j 0.000509018-0.0307436j 0.0020063-0.0720378j -0.00182384+0.116869j -0.000617459+0.0952065j 0.00523451+3.42832e-05j -0.00290788+0.0348005j 0.000925903-0.174939j -0.000516554-0.00972859j -0.000955781+0.0377231j 0.00321066-0.151092j -0.00257485+0.0281127j 0.000580259+0.172931j 0.000596228-0.0124746j -0.000732515+0.00311261j 0.00368149+0.0169914j -0.0003544-0.0153488j 0.00471748-0.0147622j -0.000235789+0.00295615j 0.00368577-0.0417005j -0.00138553+0.067628j 0.00106968-0.0325371j -0.00292417+0.106784j -0.00210899+0.0729741j 0.00287363-0.03125j -0.00157096+0.191928j -0.0082543-0.0215013j -0.0039812-0.0342186j 0.00874062+0.00457392j 0.000870548-0.142645j 0.0051483+0.260449j 0.0037922+0.333218j 0.0056108+0.193212j -2.7252e-05-0.00410687j 0.00282137-0.0619899j -0.00468779+0.0182923j 0.00225258-0.394504j -0.00361364-0.347883j 0.000994341-0.128917j 
-0.00115754+0.00550424j -0.00039465-0.0315936j 9.49001e-05+0.0115977j 2.87417e-05+0.0154285j -0.00125707-0.0464791j 0.00333396-0.00331365j -0.000968169-0.0465305j 0.000696764-0.0211646j -7.37552e-06+0.0349978j 0.000269866-0.00531567j 0.000186393+0.0174955j 4.47737e-05+0.0257615j -0.000399124-0.0188457j 0.000128493+0.00842758j -0.000501907+0.03919j 0.000232802-0.00268832j 0.000198597-0.00159152j 0.000356264+0.0116661j -0.000500177+0.0238779j 0.000992787+0.0321131j 0.000235868+0.0185498j 0.00367053-0.045447j -0.000871927+0.0419335j 0.00108507+0.0877j -0.000557019-0.0246313j -0.00157674-0.0831865j 0.00250486+0.0832233j -0.000764005-0.047797j 0.00222831+0.0293071j 0.00100213+0.0122818j 0.00323466+0.0205607j 0.00184516+0.0221264j 0.00260041+0.0648607j -0.00133624+0.00287057j 0.00133715+0.00131846j -0.00131715+0.0232385j 0.00170752-0.0058644j 0.000877587+0.0010321j -0.00240059+0.0895049j -0.00123598-0.00526466j -0.00235272-0.0144356j 0.000480078+0.0514337j 0.000534421-0.0391892j 0.00126503-0.04657j -0.00245989+0.0937362j 9.50083e-05-0.00641486j -0.00356941+0.0873156j -0.0015355+0.124149j 0.000331755-0.00579979j 0.00841836-0.0297579j 0.00370566-0.00703261j 0.0011413-0.0395593j -0.00110013+0.00935565j -0.00110524+0.0329657j 0.00480415-0.000786805j 0.00631422+0.0414885j -0.00304195+0.00187679j 0.00112667+0.0703061j 0.00981815+0.0105219j -0.00103369-0.177506j -0.00064376+0.23031j 0.000874972-0.0295461j 0.000594291-0.0843922j 0.00122512+0.0699302j -0.00114998-0.00199186j -0.000825861-0.0987288j 0.000185339+0.0119017j -0.00016605+0.00721198j 0.000927769+0.0164962j -0.000235655+0.00899797j 0.00103742-0.0325933j -0.000412644+0.0364288j 0.00145599-0.0586987j -2.25874e-05+0.039291j -0.000307674+0.0673825j 0.00199742-0.0401349j -1.21875e-05+0.275525j -0.00205527+0.0295138j 0.00119361+0.157053j -0.00635549+0.227369j 0.0026642-0.187063j 0.00378117+0.203423j -0.00254622-0.472427j 0.00367971+0.281874j -0.00131083-0.0987239j -0.00284563-0.070313j -0.000538688-0.0158297j 0.00116523+0.0936598j 0.00133521-0.25121j -0.00158104+0.0187065j 0.000780011+0.0985603j 0.000127459+0.109974j 
0.00146107+0.019227j -0.000865685+0.0371955j 0.000184306-0.0158837j 0.000749654-0.0152688j 0.000287888+0.0308769j -0.00427461+0.0641206j 0.00148568+0.0311844j 0.000541296+0.0276696j 0.00143623-0.0494163j 0.0015279+0.00748043j 0.00133863+0.00652228j 0.0012065+0.00733985j -0.000820717+0.0115754j -0.000918114-0.00716262j 0.000382994+0.0157271j -0.00105182-0.0172097j 0.00251872-0.00278403j 0.00367353-0.00274128j 0.0020102-0.0059852j 0.00178504-0.00436729j 0.000834267-0.0225781j -0.00258689+0.018604j 0.00171536-0.0398283j -0.000580952+0.056935j -0.00281202+0.146584j 0.00364988-0.0357036j 0.0015342+0.0180822j -0.00216319+0.0115811j -0.00310698-0.0223397j -0.000433578-0.0167057j 0.000482075-0.0628409j -0.00234323-0.0454283j 0.000497696-0.0224932j 0.00104403+0.0193491j 0.000379683-0.0281622j 0.00167693-0.00618842j -0.00089313-0.0240213j 0.00101781-0.0199626j 0.00196939+0.0207422j 0.000407745-0.0136928j 0.000291125+0.00139127j -9.72165e-05-0.0297219j -0.00336238+0.0024749j -0.00201621+0.000256178j 0.0042313+0.0646093j -0.00506861-0.0183807j -0.00307459+0.0168999j -0.000329939+0.0158966j -0.0109062-0.0286798j -0.00613373+0.0388499j -0.0034753-0.00229886j -0.00533385+0.0394784j 0.0090518-0.0510743j 0.00387918+0.0850716j -0.00378686-0.049705j -0.00403829-0.117526j 0.00614609+0.0109104j -0.00625451-0.0201385j -0.00393218+0.113511j 0.00246776+0.0312081j -0.000612007+0.0344909j 0.00449116-0.0406145j -0.00272364-0.0285307j 0.00209975+0.00776435j 0.0115829+0.00352158j 0.00335311-0.096004j -0.00673584-0.0538762j -0.00290578+0.00357024j 0.000839005+0.063624j 0.00090733+0.0344274j -0.00191029-0.062157j -0.00317589-0.148693j -0.00239063-0.0314939j 0.00677002+0.0938599j 0.00442839-0.0718275j 0.00314817+0.416815j -0.00387963+0.0196506j 0.0144976-0.196051j -0.00568368-0.251453j 0.00786509-0.0724415j 0.000130617-0.555972j -0.00163554-0.210675j -0.00208891+0.00206185j 0.000746211+0.0834612j -0.000574448-0.0368482j 0.000720554+0.0526977j 0.00267237+0.146196j -0.00102149-0.188303j 0.000840479+0.0258743j -0.000728833+0.0514407j 0.000152913-0.00494432j -0.000196962+0.0456455j 
0.0016661-0.0199949j 0.000718863+0.0403516j -0.000220121-0.0147905j -0.000277584-0.0234079j 0.00116656+0.0712257j -0.00364336+0.0498923j 0.000931844+0.0383347j -0.00236491+0.0102253j -9.94121e-05-0.0844875j -0.001489+0.00930314j -0.00181412-0.00318311j -0.000915734-0.0168299j 0.000990586+0.00776735j 0.000398417+0.0242808j 0.000119295-0.023037j 0.000834707+0.0120027j -0.00226778-0.0174715j -0.00268932-0.0238594j -0.001091-0.0120629j -0.00167494-0.033637j 0.000339302+0.0098593j -0.00131094-0.0112657j -0.000120071+0.0391998j -0.00113558+0.0367569j 0.00320375+0.0666979j 0.000671816-0.10832j -0.0043387-0.0569439j 0.00463981+0.0126493j 0.000635204-0.0169508j 0.00223244-0.0373246j -0.00209417-0.15845j -0.00302986+0.0817194j -0.00593941-0.0203629j 0.00325122-0.00205376j -0.00186284-0.0264139j 0.00618073-0.0521158j -0.00170619-0.0306023j -0.00225862-0.0607598j 0.00238396+0.0308966j 0.00219515+0.0110072j 0.00359708+0.0475051j 0.000349976-0.0273892j -0.000471214+0.0261502j -0.00120008-0.00189566j 0.00175502-0.017596j 0.00226579+0.029371j 0.0056629+0.00702488j 0.00223476+0.0222075j 0.00311985+0.0926098j -0.00841479-0.00532406j -0.00226309-0.00753874j -0.000164556-0.000182828j -0.000883407-0.0183386j -0.00370387-0.0321214j -0.00458942+0.0106951j -0.00338844+0.00984516j 5.31357e-05-0.0160587j 0.000304178-0.118774j -0.00579359+0.0202147j -0.000786113+0.023175j 0.00129053-0.0296862j -0.00782575-0.0341889j -0.000451301+0.0476288j -0.00323276+0.101017j -0.00587256+0.195225j 0.000531726-0.364527j 0.0045571-0.0466673j 0.00309034-0.0513156j -0.00499502-0.0266363j -0.000508405-0.0474332j -0.00170333+0.0284047j 0.00248819+0.0676106j -0.000101671-0.055465j -0.00658914+0.0505221j -0.0061874-0.00433716j -0.00536499-0.0716037j 0.00312902-0.346813j -0.00189202+0.0106566j 0.000808525+0.531617j -0.00259673-0.0560727j -0.00503827-0.0700348j -0.00742999-0.148122j -0.00219813-0.0798089j 0.000118675+0.0652622j -0.000657637+0.155453j 0.00059532-0.00247205j -0.00100806-0.0874362j -0.00103322-0.184457j 0.00139212+0.0722598j -0.00282029+0.0842069j 0.000561393+0.117826j -0.000683366+0.0062145j 
