-0.0815081-0.174968j 0.0254168-0.380368j -0.307554+0.256362j -0.0859504+0.147071j -0.0828217-0.0995979j -0.176653+0.0154162j 0.028546-0.0453356j -0.334785+0.0864376j -0.231146+0.0661773j -0.00473859+0.946536j 0.440359+0.416988j 1.44782+0.439684j -1.40008+1.20275j -0.424833+1.44176j 1.97927+0.226899j 0.175834-0.251801j -0.455944+0.281155j -0.716942-0.158173j -0.271371+0.094195j 0.15888+0.370163j -0.556747-0.396676j -0.0126942+0.0112663j 0.17231-0.277634j 0.0770179-0.0163105j -0.399913-0.283741j -0.672362+0.325779j 0.21084+0.0730071j -0.268662-0.503612j 0.137883-0.249994j -1.15522-1.57633j 2.1159-0.665241j 0.940601-0.320106j -0.0559917+1.72508j 0.0781236-0.0674762j 0.0345-1.02488j -3.56587-0.0385951j 1.32498-2.45131j 0.069011-0.0949411j -0.128494-0.118592j 0.390491-0.0614115j 0.00912626+0.334275j -0.0398485-0.606362j 0.402175+0.104457j -0.539243+0.0995068j -0.300242-0.266379j -0.0203039+0.339737j 0.212524-0.185174j -0.0435302+0.466205j -0.511864+0.789342j -0.182429-0.106133j 0.488146+0.658584j -0.479168-0.50025j -0.360652+0.0549758j -0.398495+0.180313j -0.530538+0.237421j -0.243996-0.311518j 0.0458313+0.284812j 0.0939642+0.166806j -0.292134+0.995534j 0.157681-0.690496j 0.411622+0.0400519j -0.564665-0.684602j 0.171627+0.140795j 0.475909+0.544581j 0.113907+0.0304595j 0.20878-0.00883832j 1.15896+0.0741453j 0.135232-0.106639j -0.383269+0.556532j 0.72886-1.27422j -0.713523-0.78472j 0.679049-0.565849j 0.388479+1.15465j -0.205978-0.445367j -0.470377-0.824762j -1.2186+0.335592j -0.814861-0.947039j -0.809072-0.020062j 0.371188+0.0161595j -1.48495+0.134804j 0.0385202-1.03527j -0.552652+1.29933j 0.736399-1.34904j -0.192484-0.503017j 1.05192+0.461815j -0.774427-0.447743j 0.477936-0.591876j -1.12342-0.287707j 1.15832+0.973289j 0.415503+0.444915j -2.22355-0.623094j 1.44457+1.78997j 2.861-3.00157j 0.151992+0.0923062j -1.90358-1.95458j 
-0.556032-0.288665j 0.920304+0.102772j 0.89449+0.031618j 0.492351+0.453509j -0.413128+0.910924j 1.04675+0.645245j -0.914159+1.53939j 0.619502+0.599266j -0.541867+2.19582j 0.658965+0.44653j 0.161807-0.0940443j 0.405418+0.685411j 0.0332234+0.278191j -0.961428-0.091084j -0.399206+0.438345j 0.0680806-0.378531j -0.546271-1.20782j -0.986001+1.16239j 0.226778+0.610036j 0.34839-0.22321j 0.0151152+0.886687j -0.31706+0.576276j -0.289647-1.3351j 0.414318-1.3913j -1.28753-1.46114j -0.352599-0.376947j 1.42635+0.702898j 1.10289-0.48133j -0.0450308+0.505119j 2.17199+0.325488j 0.320627+0.489168j 0.452065-0.219669j -0.857397+0.387989j -0.313729+0.833345j -0.154441-0.0258956j 0.432632+0.520752j -0.651383+0.0625785j 0.840382-0.262495j 0.0303217+0.14322j -0.769521+1.02876j 0.317909-0.424276j 0.315726-0.342242j -0.359478+0.836475j 3.50712+0.707j -0.165739+0.13458j 0.852892-3.63155j -1.6419-0.979792j 5.59118+0.61447j 0.492393+0.963832j -1.4954+3.81435j -0.47037-1.27801j -11.1434-1.6442j -3.24742+7.68067j -9.19369+2.18818j -5.02301-0.0375736j -1.90341+0.0642985j -3.18425+4.83202j -0.878266+2.582j -1.32701-1.28281j 10.1158+3.34696j 2.38024-0.535536j 1.08007-2.89733j -0.685302+8.20245j -11.5445+2.12377j -0.360705-0.903755j -7.72069+7.21657j -8.15911-4.37195j -2.28234+1.3615j 5.38683+6.30231j -9.67127+4.29112j -1.38888-2.78381j -0.228714-1.31588j 9.96086-6.29218j -0.329341+1.22114j -3.6254-4.59932j -3.19241+1.75734j -2.68274+1.65626j -2.544+4.31079j 4.12264-3.08444j -5.5471-6.5326j 1.712+2.00241j -8.76599+2.34099j 3.0902-4.979j -0.572302-0.585705j -4.94526+1.462j -3.90586+0.604291j -0.0705557+3.41209j -1.67244+0.683924j -2.08729-0.254071j -4.06576+1.77789j 0.943212-0.54121j 0.934629-0.361367j 0.479272-0.343964j -0.368876+0.560634j -0.187946+0.0613191j 
-0.441308-0.190696j -0.111601+1.10078j -0.927288-0.0776573j 0.806128+0.69203j -1.67803-0.0716208j 0.635962-0.914775j -1.03293-1.63793j 0.772437+0.195821j -0.297701+0.372323j -0.271678+0.00848313j -0.0577637+0.0325857j 0.163768+0.0948934j -0.0207843+0.384346j 0.323174+0.0228431j 0.13529-0.0862824j -0.275716+0.241926j -0.224941-1.08939j -0.750819+0.911819j 0.318033+0.71074j 0.0247908+0.174089j 0.581236-0.773619j 1.28452-1.40498j 0.959751-1.6788j -0.519292-0.348112j -0.888535+0.976729j 0.349369+0.616114j 1.46198+0.35833j 1.13166-0.471071j 0.555788-0.565949j -0.286795+0.368962j -0.213939+0.159365j -0.217993+0.0570321j 0.189988-0.151104j 0.365411-0.104472j -0.257537-0.0676266j -0.014122+0.275597j -0.0662786-0.136555j -0.0698479+0.352802j 0.0866157-0.0412418j 0.0348879+0.755439j -0.070695-0.332679j 0.358832+0.442835j -0.200394+0.0477878j -0.225794+2.52905j -0.19294-0.230788j 0.692571+1.02749j 0.218307-0.0442504j -0.155803-0.429278j 0.393933+0.0351584j 0.597454+0.367713j 0.00362276-0.126083j -1.94628-1.20695j -1.21005+1.03526j -0.685565-1.7996j 0.138557-0.432966j -0.445003-0.755416j -0.418354-1.15415j 0.697338+0.285105j -0.545382-0.55694j 1.58838+0.694916j 0.596441+0.364054j 0.887308+0.0794072j -0.289144+0.784229j -1.01628+0.0726901j -0.109734-0.465604j -0.0509857+0.215922j -0.61928-1.24576j -0.458011-0.353564j 0.216421+1.44656j -1.11177-0.954614j -0.529359-0.388003j -0.250131-0.0669494j 0.983144+1.18661j 0.0251639+0.319261j -0.52585-1.01953j -0.817994+0.00319383j -0.619878-0.0243755j -0.355784-0.0340428j 0.796738+0.500876j -0.636107-0.992966j 0.0956489+0.201322j -0.938435-0.876051j 0.459549-0.231153j 0.0169708-0.235788j -0.395626-0.474534j -0.74861-0.605542j -0.00558036+0.15784j -0.312756-0.246212j -0.13791-0.192759j -0.603521-0.122935j 0.0538108+0.311592j 0.0362626+0.183917j -0.0247116+0.000326629j -0.0770112+0.00175664j -0.0871537+0.0951864j 
-0.209297-1.20817j -1.18445+0.762117j 0.139054-0.474625j -1.56864-0.00197966j 0.936412+0.415296j 0.805386-1.26536j -0.402713-0.646575j -0.379812-0.109943j 0.258297+0.100031j -0.190292+0.654277j 0.629713-0.507596j -0.0965047+1.02104j -0.116549-0.44149j -0.456127-0.232709j -0.306594+0.404889j -0.407184-1.37139j 0.242912-0.609133j -0.696107-0.310046j -0.0661832+0.799315j -0.753993-1.97978j 1.8107-0.117584j 0.795232-0.917517j -1.22592-0.0264327j 0.536909+0.287867j -0.0291117-0.260463j 0.0698639+1.09366j 0.430634+1.22246j 0.286529+0.808702j -0.747649+1.1503j 0.635958+0.167044j -0.424797+0.243295j 0.287175-0.366793j 0.256135+0.705058j 0.554927+0.0172286j 0.486568-0.188903j 0.287691-0.173373j 0.431261+0.278034j 0.0925027-0.78891j -0.26813-0.256717j 0.262705-0.219463j -0.117114+0.0854131j 0.881287+0.957313j -0.591032+0.30549j 3.25351-1.00823j 0.153196-0.0910926j 0.450462-2.2719j -1.21385+0.115806j 2.27346+0.723031j -0.199307+0.798807j -0.586171+1.65625j 0.264074-0.156125j -6.41998-1.29699j -1.54577+5.19968j -4.7213+0.0935789j -3.47059-1.86257j -0.67582-0.188318j -2.52938+1.70732j -1.34235+1.45209j -0.77042-1.20521j 7.21526+3.22225j 0.916985-0.298953j 1.0335-0.580074j -0.485467+5.8573j -7.82188-0.861315j -0.306161-0.837281j -5.46139+2.92705j -5.37742-3.90063j -1.64108+0.159669j 4.04585+4.34306j -6.61463+1.74843j -1.61129-1.85073j -0.358727-1.0885j 6.81287-2.89183j -0.400218-0.00434114j -2.55157-2.88177j -3.00242+1.16744j -2.0901+0.0225196j -2.00461+1.9858j 3.01088-1.74257j -3.72198-3.92056j 1.34328+1.22188j -5.88848+1.04665j 2.43278-3.07758j -0.250793-0.368733j -3.13592+1.1025j -2.38098+0.0164769j -0.234482+2.34755j -0.760342+0.411124j -1.40875-0.338596j -2.30199+0.846838j 0.764669-0.187317j 0.535719+0.326832j 0.54217+0.314819j -0.0176797-0.116637j 0.21127-0.358814j 
-0.267104-0.203421j -0.0765321+0.106546j -0.435967+0.0435757j 0.547397+0.513292j -0.157987+0.0966391j -0.187015-1.44971j -0.0406586-0.594253j 0.498405+1.21016j -0.233032+0.886843j -0.610924+0.605508j 0.0142189+0.0745832j -0.68738+0.715513j 0.585599+0.130908j -0.00219481+0.148147j 0.0954794+0.0370856j -0.0554873-0.00584316j 0.238349-0.387698j -0.514933-0.419523j -0.0670701-0.654645j -0.292147-1.37502j 0.536301-0.937971j -1.86142-2.56039j -1.23547-1.80418j -0.768072-0.505653j -1.36393-0.11989j -1.86135+0.159078j 0.778862+1.46597j -1.0543+2.57448j 0.710593+1.31298j 1.12041+0.842127j -0.438492-0.676956j -0.185877-0.372087j -0.119702+1.08002j -0.900846+0.0283215j -0.51915-0.397733j 0.0388631-0.320681j -0.100545-0.0100449j 0.442185-0.167654j 0.141084-0.153161j -0.828287-0.272914j 0.131943-0.362035j 1.02006-0.594758j -0.155196+0.980435j 6.02372-1.1899j -1.1394-0.0458822j 2.16453-3.65263j -1.89525-1.66314j 6.3996+1.21799j 0.799398-0.000329979j -1.30374+3.26107j 0.150443-1.60305j -10.7861-1.28367j -2.78701+8.57537j -10.2351+3.62122j -4.27591-0.410307j -1.64611-0.329205j -3.25555+5.88123j 0.453205+2.48068j -2.57586-0.613998j 11.2435+2.73207j 1.81281-0.47495j 2.20035-3.00891j -1.12738+8.66533j -12.7365+3.15357j -0.313782-1.23618j -8.45882+8.80781j -8.20547-4.01069j -2.52368+1.2664j 6.73953+6.20172j -9.63457+6.11634j -1.9427-3.08138j -0.675473-1.73145j 11.806-7.52359j -0.275904+0.224046j -4.30437-3.98081j -3.69512+1.86617j -3.09501+1.26812j -3.01459+4.13617j 5.69829-4.92031j -6.39126-5.68283j 1.86326+1.8289j -10.3178+3.97735j 4.42267-6.04432j -0.534134-0.664704j -5.27996+2.26683j -4.39892+1.18069j -0.491993+3.86028j -2.16293+1.04196j -2.29992+0.0957264j -4.10505+2.60458j 1.33269-0.528635j 1.19028-0.125767j 0.690957-0.203045j -0.30196+0.354447j 0.245658+0.106342j 
0.182522-0.632145j 0.423791-2.37427j -0.302581-0.0998998j 0.893097+1.02278j -0.608612-0.916747j 0.102301-0.568968j -0.189357+1.33671j 0.224719+0.762132j 0.691179+0.758867j 0.550123+0.354555j 0.277119-0.0368101j -1.80942+0.723431j 0.837984-1.09459j -1.08018-0.150247j 0.0372774+0.0699424j -0.0800987+0.305741j -1.03486-0.652892j 1.08065-1.2276j -0.526475-1.18436j -0.765798+0.48048j 0.759709+0.436866j 0.760914+0.695732j -0.283089-1.24295j -1.16637+0.98607j -0.72684-1.37551j -1.28796-0.653776j 1.17439+0.431426j 1.11937+0.220421j 1.03929+0.445895j -0.371522+1.29942j -0.154542-2.18005j -0.0475462-0.152223j 0.566262+1.23462j -1.09464+0.1124j -0.444664-0.105189j 0.830838+0.113172j 0.0700853-0.236435j 0.249873-0.220733j 0.245716-0.140281j -0.730691+0.376585j -0.183337-0.147123j 1.46+0.286951j -0.644539+0.6893j 5.8572-0.571918j -0.0161281-1.20366j 2.05921-4.3157j -3.14124-1.09652j 6.61297+0.484132j 0.929773-0.0720506j -2.47936+4.70878j 0.759734-2.12238j -12.4819-3.37157j -4.22299+10.1075j -10.5999+1.81387j -5.55073-1.54028j -2.32147+0.263064j -3.91199+5.86216j -0.250605+2.31523j -2.79402-0.414173j 12.4288+5.30288j 3.26996-0.680436j 3.49712-3.27141j -0.852235+10.3868j -14.4816+1.60149j -0.758718-1.02509j -9.56144+9.0626j -9.13614-6.59621j -2.9759+1.73212j 6.98278+8.99795j -11.2923+5.06135j -1.87832-3.89611j -1.57394-1.2847j 11.901-7.02389j -0.573706+0.985576j -4.43186-6.09439j -4.39447+2.15354j -4.69752+1.11982j -2.9276+5.22041j 5.11841-4.05556j -7.06796-7.94162j 2.18492+2.75167j -11.694+3.18518j 5.06891-6.4317j -0.659366-0.873774j -6.05172+2.09499j -4.45082+1.04818j -0.546663+4.79385j -2.11417+0.628144j -2.69017-0.140812j -4.21558+2.36493j 1.52393-0.681242j 1.16101-0.0274582j 0.399637-0.184906j -0.122871+0.528208j 0.15229-0.0156638j 
-0.192686-0.431502j 0.255268-0.213868j 1.07934+1.2936j 0.754631-0.0324673j -1.54826-1.47171j 1.59586-1.72328j -0.0564649+0.924071j -0.493508-0.452003j 1.23119-0.457728j 0.925839+2.66732j -0.165127+0.149217j -0.10232+0.849463j -0.0959817-0.493716j -0.342353-0.217285j -0.522587+0.34613j 0.0601087-0.423292j -0.165619-0.19244j -0.523728-0.135312j 0.869121+1.23618j -1.66091+0.423713j 1.25343+1.20718j 0.0309085-0.768818j -2.75293-1.41578j -0.905577-1.24849j -2.83154-0.443135j -2.30901-2.67063j 0.251583+0.198839j 2.08743+1.25175j -0.0235331+1.47112j -0.00314377+1.07835j -1.32655-0.249707j -0.0225842-1.20852j 0.703428+1.08463j -0.0650244+0.133667j -0.432739-0.334438j 0.0948527+0.395863j -0.34942-0.0104821j 1.13192-0.170828j 0.0106447+0.0151777j -0.910277-0.0337944j -0.307433-0.667804j 3.24706-1.06408j -1.4653+0.772961j 9.18424-0.132915j -2.01442+1.15937j 3.00409-6.83414j -3.23713-2.15936j 11.9399+1.16912j 3.10324+0.909237j -3.62346+7.484j 1.43597-2.48384j -21.1236-5.43739j -6.87112+15.932j -17.9024+3.70243j -8.10614-2.61545j -2.61867-0.839617j -6.3816+10.4396j 0.277978+3.95586j -4.50632-0.844207j 19.5979+9.14271j 3.17071-0.806813j 4.71262-5.45221j -0.397536+17.4127j -23.1125+2.76403j -0.769075-1.2539j -15.8503+14.444j -15.2743-10.6818j -4.79319+3.20747j 12.0961+14.2878j -18.0978+9.1142j -2.86311-5.5493j -1.23727-2.5845j 20.0554-12.0988j -1.68616+0.729727j -8.14947-10.1699j -7.48507+4.1828j -5.60542+2.40814j -5.75309+6.58748j 9.06592-7.18452j -11.6456-13.3038j 3.25271+4.04842j -19.0137+5.12438j 8.18497-11.0208j -0.858906-1.54384j -9.64984+3.75586j -7.12962+1.2981j -0.457991+7.79824j -3.03851+1.48658j -4.3109-0.378949j -7.31658+3.85559j 1.88131-0.939945j 1.97981-0.169365j 1.02595-0.348294j -0.553219+0.861997j 0.273747-0.134877j 
1.03115+1.1594j 0.701027-1.13489j 0.036075-0.298237j -0.809993-0.388995j -0.137868+2.87862j 0.0966565-0.441112j -0.0857515-0.749017j -0.272772+1.27629j 0.239441-0.35214j -1.95506-0.895494j -1.05658+0.872362j -0.0523333-0.800026j 0.118182-0.521782j -0.408514-0.502835j 0.0990197-0.298177j 0.283987+0.235287j 0.0103375-0.526811j 0.0542415-0.0884413j 0.0550273+0.478327j 1.43073+0.286661j -0.930831-0.871357j 0.126401+0.0660276j 1.65948+2.13804j 0.391796+0.276826j 0.385762+1.08176j 0.670266+0.578168j -1.11917-1.1528j -0.604686-0.978506j -0.961157-1.43386j -1.68044-0.896809j 0.755331+1.49533j 0.739337+0.476901j -0.816881-0.964807j -0.555282+0.204507j -0.0894827+0.407491j 0.393854-0.182518j -0.213997-0.0778004j -0.298067-0.0688522j 0.348783+0.247284j 0.570636+0.152421j 0.844637+0.800525j -1.53678-0.0773821j 1.83899-0.42167j -9.19041-2.53382j 2.60753+0.06547j -1.87012+6.08614j 4.60898+1.51919j -10.338-3.04359j -0.92723-0.465925j 4.01166-7.24897j -2.22587+4.18562j 18.9758+9.68842j 6.68389-14.7756j 16.8144-0.315123j 7.9563+3.26787j 2.00165+1.27666j 7.61148-9.80957j 1.00376-4.3619j 3.21234+1.60677j -18.9451-12.791j -3.31071+0.707984j -4.2742+4.30817j 0.762339-17.6812j 21.7101+2.61156j 1.30075+2.62503j 13.5631-12.0746j 13.8257+13.0203j 3.77709-2.02156j -11.1557-15.9179j 17.579-6.55099j 2.54141+7.00813j 1.64667+2.44778j -18.0422+9.11335j 0.735959-0.35269j 7.49091+10.8271j 7.63768-2.67163j 5.07272-1.09374j 5.08299-7.65574j -9.07212+5.74079j 10.4956+15.7034j -3.10616-5.29212j 17.1821-2.77203j -7.17061+10.3712j 0.906271+1.71076j 8.71695-2.30187j 6.4057-0.490048j 0.127706-7.51156j 2.60637-0.892478j 4.19366+0.792315j 6.14161-3.00888j -1.60683+0.678061j -1.87553-0.192047j -0.836394+0.0601807j 0.336759-0.939857j -0.679134+0.238897j 
-1.2812-0.332578j -0.05672-0.461256j -1.04985+0.29483j -0.226433-0.915508j 0.211151+0.219376j -0.735479+0.299688j -0.290352-0.520377j 0.174633-0.83906j -0.454264-0.467904j -0.63717-0.748581j -0.140032-0.117124j -0.189874+0.301652j 0.592264+0.100744j 0.0526963-0.00920302j -0.10602-0.130229j -0.314691-0.295402j -0.886641+1.96812j -1.23145+0.378134j 2.18016-1.50411j -0.0946363-0.627817j 0.378748-0.0680439j 0.863651+0.330293j -0.42013-0.334506j -1.14208+0.393649j 0.85257-0.505207j -0.231515-1.77902j 0.304847+0.44316j 0.233765+0.29329j 0.0751975+0.169782j 1.32496+0.0433934j -0.243322+0.113829j -0.298135+0.197722j 0.319344+0.197274j 0.64696-0.210956j -0.0952531+0.0600764j -0.356734+0.138721j -0.131238+0.0499144j 0.0688442-0.212102j -0.399248-0.0547365j 0.673815-1.41053j 0.198867+0.542487j -1.58129-0.866907j 0.706355-0.34768j -0.362571-0.682806j 0.899136-0.130353j -0.16627-0.386278j -0.332781+0.495562j 0.49905-0.269333j 0.992282+0.137984j -0.101655+0.483073j 0.524383-0.306565j 0.278089+1.53902j 0.263296+0.828647j 0.821269+0.938147j 0.443118-0.494868j -0.989551+0.448375j 0.314533-0.11631j 0.0443217-0.500989j -0.709328-0.271067j 0.244207+0.0325214j 0.339384-0.933636j 0.621169-0.757595j -0.16799+0.318541j -0.32823+0.59718j -0.170878-0.000673642j 0.0166131+0.270668j -0.303237+0.741605j -0.115862+0.267034j 0.0855418-0.276669j 0.142303+1.39986j 0.38035+0.274304j 0.186128+0.0219493j -0.289215-1.01177j 0.180291+0.181312j 0.163003+0.301294j 0.495871+0.144082j 0.509775+0.109105j 0.464125+0.296276j -0.107354-0.416955j 0.142817-0.0891601j -0.191079+0.0590175j -0.174028+0.182121j -0.23811-0.322663j 0.159313-0.0444898j -0.179371+0.020847j -0.258989+0.513747j -0.0203674-0.054499j 0.179184-0.0586961j 0.192891+0.08591j 0.090487+0.432743j 0.00579394+0.169542j 0.12458+0.122699j 0.109794-0.11893j -0.0414929+0.0252529j -0.0161251-0.11975j 
0.357813-0.923121j -0.368339-0.175539j -0.124947+0.660109j -0.737506+0.520733j -0.529181-0.0647891j 0.872239-0.0180544j 0.287124+0.169773j 0.993509-1.17768j -0.453169+0.561088j 0.0692609+0.362228j 0.171103+0.828095j -0.564393+0.185416j -0.504619-0.402904j 0.0298069+0.0584627j -0.316048+0.0169806j 1.12396-1.64415j 1.40762+1.09204j -0.0189263-0.407425j 0.177036+0.713872j -0.933432+1.52174j 1.26422+1.55647j -1.30401+0.378089j 0.7299-0.0728382j -1.58461-0.277857j -1.18345-0.359941j 0.124522+0.138313j 0.63777+0.176077j -0.105698+0.484432j -0.944734-0.669917j 0.743847+0.196723j -0.213225-0.448823j -0.0463648+0.114358j -0.221397-0.0157157j 0.360169+0.257934j 0.431141-0.626232j -0.256592+0.180427j 0.134704+0.283488j 1.27945-0.723327j -0.0044845-0.513389j -1.47858-1.14137j 0.617217-0.452946j 0.0809436-0.641105j 0.34837+0.101835j 1.17107+0.0725813j -0.266659-0.622686j 0.327938-0.786398j -0.160258-1.24782j 1.93211+1.14328j 0.987154-2.03677j -1.04657+0.449527j -0.611277-1.72384j -3.83605-1.69409j -0.835395+2.12038j -4.60698-0.0991735j -1.56689-0.101009j -1.3555+0.282805j -1.14308+1.86861j 0.230219+0.498454j -0.00432278-0.533822j 4.39022+1.68812j 0.978191-0.925652j 0.037412-0.436998j -0.155484+3.2991j -4.95928+0.041722j -0.21105-0.580941j -3.45623+2.14374j -2.76966-2.14784j -1.1854+0.137378j 2.03587+2.66833j -3.35676+0.268011j -1.00312-0.688983j -0.103009-0.453532j 3.82405-0.906027j -0.0352251-0.00786914j -1.46111-1.66381j -1.62697+0.578935j -0.946717+0.0467007j -1.02604+0.787449j 1.63659-0.974553j -2.49041-2.13199j 0.578365+0.7904j -3.69475+0.658106j 1.53738-1.58424j -0.333941-0.353311j -1.85976+0.240953j -1.35104+0.187213j -0.091533+1.31486j -0.727591+0.397001j -0.759618+0.0264383j -1.66757+0.314951j -0.0227943-0.052186j 0.060801+0.149829j 0.264705+0.125387j 0.0751587-0.10204j 0.151149-0.352726j 
0.257644+0.620071j 1.26882-0.196759j 0.35094+1.66959j 0.365649-1.21109j 0.588715+2.63866j -0.887341-0.377606j -2.14964+1.49249j 0.551994-1.10462j 0.585781+0.452209j -0.378634+0.729947j 0.123429+0.343627j -0.0642681-0.346366j 0.534595-0.220899j -0.111913-0.489121j -0.300802-0.302861j 0.429136+0.0976548j -0.116044+0.139204j 0.518383+0.188661j 0.0491971-0.0470732j 0.84853-0.310428j -0.398081-0.0688421j -0.774238-0.333883j -0.588432+0.0451988j -0.297067+0.266219j -0.0142852+0.554574j 0.122749+0.127093j -0.00812559-0.663097j -0.702563-0.378363j -0.251424-0.396518j 0.106443+0.00851417j 0.0384979+0.258574j 0.0269131+0.210891j -0.21453-0.332342j -0.211033-0.181842j 0.0201648+0.116514j 0.17684-0.0388392j -0.108957+0.097653j 0.204862+0.096133j 0.41778+0.0994719j -0.359281-0.0953939j -0.447416+0.29425j 0.109071-0.416608j -0.30724-0.134667j -1.32641-0.349155j -0.397098-0.173298j 2.24171+1.20356j -0.16639+0.588826j 0.206595-1.4133j -0.297402-0.372688j 1.52684-1.53401j 0.00389071-0.339178j 0.860213+1.60255j -0.694703-0.557215j 1.55753+1.44102j 0.659611+1.70999j 0.46266-0.1967j -1.26774-1.19271j 0.75563-0.638778j 0.368694-0.176908j 0.320866-1.91252j 0.567609-0.335153j 0.119197-0.493268j 0.845307-1.68812j 0.817482+2.30314j 0.440082-0.157527j 1.26742-0.737334j 1.09088+1.88091j -0.00074117-0.126454j -1.06706-2.14717j 0.737028+0.392228j -0.0289168+0.379527j -0.0895591+0.0540323j -0.376176+0.362846j -0.0343135+0.076883j 0.481101+1.13057j 0.347325+0.465243j 0.205097+0.38679j 0.195208-0.514252j 0.019266+0.000808678j 0.60996+2.07486j -0.228584-0.96561j 0.831639+0.451374j 0.140709+0.140921j 0.327433+0.0111478j 0.350486+0.154314j -0.0773302+0.29117j 0.137345-0.513745j -0.0851865+0.0702771j 0.422522+0.388287j 0.0270017-0.00764372j -0.0793105+0.0894442j 0.056026-0.00323257j -0.118894-0.125649j -0.0612497-0.216007j -0.0642949+0.0721074j 
-1.58662+1.1919j 1.35057+0.943404j -1.37708-0.891211j 0.154008+0.70469j -0.137426+0.608575j -0.800029+0.462985j -0.831051+0.200139j -0.597679+0.312627j -0.897203-1.26232j -0.132561-2.44538j -1.61324-1.38472j 1.34656-0.529339j -0.0313901+0.544893j 0.158993+0.502375j 0.680024+0.262086j -0.49689+0.0806013j -0.688257+0.431902j 1.37623+0.90023j 0.761926-0.0235216j 0.280774+2.10627j -1.85849-1.64593j -1.20059-2.21382j 2.58719+1.51847j 0.676272+0.459862j 2.17296+0.910374j 2.35063+1.49884j -0.687094-1.04238j -0.639239-1.31881j -1.80767-1.51179j -1.07051-1.35564j 1.1737+1.00452j 0.603307+0.413942j -0.544789-0.742368j 0.329086+0.169677j 0.180187+0.195803j -0.419424-0.0706237j 0.230114+0.0218511j -0.695374-0.225954j -0.416898+0.438675j 1.22591+0.43327j 0.187648+1.36808j -3.30868+1.63921j 0.508161-1.26551j -12.0343-0.342562j 3.48918+0.939595j -4.11021+8.75284j 5.0065+2.60129j -15.1853-0.441035j -2.15399-0.12924j 5.76658-11.2971j -0.869739+5.0242j 25.9449+7.30807j 8.56803-20.601j 23.9564-5.66768j 11.8308+1.31129j 3.15378+0.6953j 7.48378-14.4754j 0.193754-5.20523j 6.54863+1.48941j -25.2763-11.7236j -4.6098+1.43849j -5.53541+8.37952j 1.54044-22.002j 29.7698-2.15767j 1.12902+2.40007j 18.6864-17.8551j 19.78+12.2458j 5.19937-3.16057j -14.9246-18.3274j 23.3936-12.0249j 3.87386+6.74522j 2.4751+3.62796j -25.4509+15.3298j 0.835831-1.27875j 10.0243+12.2384j 9.16225-4.71514j 7.68918-2.88983j 6.90301-9.81448j -12.4467+9.0775j 14.1313+16.8358j -3.79993-5.36288j 23.7524-6.8928j -10.2029+14.1626j 0.991537+2.33789j 12.0379-4.56555j 9.06983-1.65504j 0.573996-9.75578j 3.86774-1.72658j 5.63101+0.371428j 9.12493-5.04665j -2.49146+1.0556j -2.94298-0.0736409j -1.00187+0.538531j 0.700928-0.830476j -0.502918+0.0181948j 
0.298873+0.746325j -0.562288-0.995463j 0.994611-0.462963j 0.0936394-2.3836j -2.10329+1.76001j 1.24325+1.51147j 0.392476-0.569151j -0.87287-0.945789j -0.300917-0.40776j -0.168025-2.34824j -0.286536-0.588414j -0.0985542-0.153702j 0.830403+0.402164j 0.717729-0.315121j -0.0775635-0.179897j 0.0203247-0.30856j -0.320841+0.200217j 1.68925+1.04441j 0.361513-0.342644j 1.05668+0.819806j -0.950439-0.41416j -0.230763-1.45367j 1.3942-0.0347339j 0.266273+0.888585j 2.29528+1.01796j 1.07174+1.56542j -0.595114-0.484332j 0.0268752-0.975551j -1.7816-1.31055j -0.623957-0.733731j 0.690196+0.0866433j 0.396417+0.269082j -0.188108+0.152107j 0.61008+0.440618j 0.107312+0.391396j -0.443059+0.0156143j 0.229729+0.425795j -0.791229-0.00234308j 0.368658+0.0198177j 1.05789+0.6661j 0.0826815+0.0543993j -1.93322+2.04101j 1.7118-1.90689j -7.98883+1.38121j 2.12638+0.148j -1.00715+5.13041j 2.96075-0.218767j -9.67499+1.35665j -0.196384+1.30917j 2.82612-5.44478j -1.5375+2.27158j 17.8315+0.702147j 4.5446-11.7685j 13.5647-6.0226j 6.46692+0.521769j 2.5157-0.407171j 6.18745-8.82865j 0.723518-4.18935j 3.67727-0.998159j -16.8523-4.63391j -2.58583+1.33203j -4.78627+4.76065j 1.24068-13.5292j 18.4708-3.83966j 0.182742+1.48279j 12.7494-12.1092j 12.4108+6.03648j 3.49362-2.24259j -9.85928-9.95774j 15.468-9.52831j 2.45992+4.13724j 1.05712+1.99993j -16.4413+11.2849j 0.512048-0.562094j 6.46132+6.47209j 5.704-4.51641j 5.4423-2.2411j 4.19691-6.24758j -7.8153+6.31061j 9.53125+8.66723j -3.0515-2.96556j 14.9679-5.88024j -6.25048+9.3833j 0.926519+0.921681j 7.45481-3.85746j 6.11768-1.57227j 0.383296-5.96743j 2.43426-1.21001j 3.63941+0.0641898j 6.31506-3.77332j -2.07436+0.739114j -1.44193+0.148598j -0.956189+0.165634j 0.342847-0.625379j -0.0277571+0.19967j 
