-0.0815081-0.174968j 0.0254168-0.380368j -0.307554+0.256362j -0.0859504+0.147071j -0.0828217-0.0995979j -0.176653+0.0154162j 0.028546-0.0453356j -0.334785+0.0864376j -0.231146+0.0661773j -0.00473859+0.946536j 0.440359+0.416988j 1.44782+0.439684j -1.40008+1.20275j -0.424833+1.44176j 1.97927+0.226899j 0.175834-0.251801j -0.455944+0.281155j -0.716942-0.158173j -0.271371+0.094195j 0.15888+0.370163j -0.556747-0.396676j -0.0126942+0.0112663j 0.17231-0.277634j 0.0770179-0.0163105j -0.399913-0.283741j -0.672362+0.325779j 0.21084+0.0730071j -0.268662-0.503612j 0.137883-0.249994j -1.15522-1.57633j 2.1159-0.665241j 0.940601-0.320106j -0.0559917+1.72508j 0.0781236-0.0674762j 0.0345-1.02488j -3.56587-0.0385951j 1.32498-2.45131j 0.069011-0.0949411j -0.128494-0.118592j 0.390491-0.0614115j 0.00912626+0.334275j -0.0398485-0.606362j 0.402175+0.104457j -0.539243+0.0995068j -0.300242-0.266379j -0.0203039+0.339737j 0.212524-0.185174j -0.0435302+0.466205j -0.511864+0.789342j -0.182429-0.106133j 0.488146+0.658584j -0.479168-0.50025j -0.360652+0.0549758j -0.398495+0.180313j -0.530538+0.237421j -0.243996-0.311518j 0.0458313+0.284812j 0.0939642+0.166806j -0.292134+0.995534j 0.157681-0.690496j 0.411622+0.0400519j -0.564665-0.684602j 0.171627+0.140795j 0.475909+0.544581j 0.113907+0.0304595j 0.20878-0.00883832j 1.15896+0.0741453j 0.135232-0.106639j -0.383269+0.556532j 0.72886-1.27422j -0.713523-0.78472j 0.679049-0.565849j 0.388479+1.15465j -0.205978-0.445367j -0.470377-0.824762j -1.2186+0.335592j -0.814861-0.947039j -0.809072-0.020062j 0.371188+0.0161595j -1.48495+0.134804j 0.0385202-1.03527j -0.552652+1.29933j 0.736399-1.34904j -0.192484-0.503017j 1.05192+0.461815j -0.774427-0.447743j 0.477936-0.591876j -1.12342-0.287707j 1.15832+0.973289j 0.415503+0.444915j -2.22355-0.623094j 1.44457+1.78997j 2.861-3.00157j 0.151992+0.0923062j -1.90358-1.95458j 
0.140201+0.362539j 0.378383+0.430077j 0.0220104+0.393293j -0.548234+0.707286j -0.314807-0.619642j -1.54104-1.15905j 0.694821+1.28856j 0.9008-0.16093j 1.47084-0.557086j 0.482515+1.35784j -1.50594+0.199204j 0.0534873+1.19539j -0.439213-1.5892j -0.662509-1.5043j 1.34674+1.23817j -0.159177+0.0892043j -0.160238-0.0747153j -0.58492-0.143963j -0.0236714+0.276897j -0.627962-0.711212j 0.617505+0.769124j 0.552756+0.230445j -1.26216-0.73281j -0.11181-0.867157j -0.436556-1.25736j 0.0963057-0.699897j 1.3075+1.30456j 0.391929+1.40537j 1.61266+0.183193j 0.91706+0.117824j -0.143177-1.12j 0.977423-1.77278j 0.630575+0.405195j 1.0612-0.604639j 0.395073-0.963414j 1.24748-0.178623j -0.134615-0.110637j 0.12968-0.0219127j -0.081239-0.2525j -0.364702-0.0845267j -0.0126735-0.552152j 1.30087-0.0747518j -0.766367+1.39809j 6.61774+1.71788j -1.51857-0.345799j 1.78318-3.89393j -2.1836-1.77404j 7.97086+1.87134j 1.83841-0.0920397j -2.62745+4.53373j 0.636381-1.52248j -14.1458-7.4332j -3.53886+9.55631j -11.8048-0.537795j -6.07874-2.64294j -1.96489-0.975087j -4.19878+6.27278j -0.108701+2.96478j -3.49919-2.05168j 13.6767+9.14416j 2.60137-0.309608j 3.11988-3.16336j -0.32282+11.6062j -15.6676-1.93745j -0.530964-0.69126j -9.67409+7.23438j -10.1067-9.36127j -3.45645+1.1453j 8.6011+11.1416j -11.7236+2.97023j -2.57941-3.63644j -2.10478-0.774221j 13.0945-3.30525j -0.969763+1.15096j -4.12085-7.12947j -4.91627+0.795835j -3.5367+0.0923651j -3.6735+5.43917j 6.15061-3.70289j -8.89392-10.4997j 1.42395+3.92573j -12.4275+0.801153j 5.12467-5.96923j -0.0401921-1.56104j -5.18495+0.53987j -3.8013-0.676711j -0.0914519+4.27523j -2.04757+0.540475j -3.08171-1.29744j -4.49501+2.94412j 2.03995-0.775127j 0.504548+0.0722085j 1.40271+0.0159733j 0.143594-0.115307j 0.0407095+0.173707j 
0.120709-0.231486j 0.279374-0.0471919j 0.221395-0.127375j -0.202333-0.99132j -0.438435-0.154319j -0.459171+0.491878j 0.589732-0.550839j 0.462017-0.331299j -0.80764+0.282161j -0.40445-2.98075j -0.0283515+0.967617j -0.236451+0.293538j 0.790637-0.814703j 0.32756+1.16906j -0.0510426+2.06765j -0.255601-0.21679j 0.227444+0.196295j 0.525722+0.111284j -0.0230179-0.400292j 1.45605+0.971582j -0.780738-1.01924j -0.389862-0.104483j 1.59732+1.15711j 0.325234-0.119926j 1.09179+1.52224j 0.277883+1.19291j -1.68621-1.11686j -0.914765-0.71021j -0.702462-1.38233j -1.31227-1.57168j 0.799695+2.11125j -0.159633+2.17974j -2.00153-0.485529j -0.346758-0.0109165j -0.362426+0.695952j -0.290199+0.59723j 0.841352-0.218677j -0.522572-0.335425j 0.117392+0.207901j 0.556579-0.354888j -0.523427+0.816938j -2.27152-0.0854076j 0.272799-1.36628j -8.81387-1.54298j 1.63377+0.75113j -2.78012+4.98651j 3.55342+2.26026j -11.0178-2.74808j -1.77088-0.1297j 3.27683-6.02818j -1.17959+2.81151j 19.4011+9.4271j 4.84989-12.653j 15.8677-0.39839j 7.83726+3.26583j 2.50753+0.584313j 6.10683-7.62637j 0.0565842-4.19761j 4.83209+1.41512j -18.1751-11.663j -3.20415+0.618211j -4.22639+3.33209j 1.3525-14.7648j 20.8325+2.35853j 0.470013+1.47709j 14.5173-9.43608j 14.4008+11.3671j 4.70582-1.65798j -11.4192-15.0441j 16.937-4.5502j 2.6076+6.13009j 0.560286+3.5985j -17.8591+6.12547j -0.363618-1.21651j 6.91475+8.6943j 6.41005-3.02823j 5.69076-1.54392j 4.91519-6.80556j -8.60654+5.24705j 9.89247+13.1679j -2.50673-4.93595j 16.2051+0.487645j -7.84419+8.66002j 0.707108+1.32662j 7.58041-1.19227j 5.58613-0.574717j 0.847376-7.0814j 2.17778-0.853986j 3.5539-0.222242j 6.03387-1.63461j -1.95776-0.00848873j -2.64806-0.0793193j -0.619782-0.0464058j 0.381061-0.410959j -0.745912-0.361746j 
0.432255+0.565322j -0.304423+0.313j -0.116487+0.741519j -0.209001+0.44658j 0.328951+0.225916j -0.711039-0.768434j 0.154338-0.179165j 1.97945-0.534254j 0.22836+0.676455j 0.227819-0.264588j 1.69479+0.184538j 2.43669-0.252024j 1.3203-0.264765j -1.31118-0.0240199j 0.29609+0.831861j 0.368008+0.378173j 0.233624-0.279203j 0.0648623+0.484748j 0.0409058-0.0226183j -0.351327+0.298276j -0.266068-0.0822693j -0.0529438-0.43972j 0.0221853+0.592563j -0.431177+0.934413j -0.0447638+0.366128j 0.664046-0.119184j -0.0434096-0.695331j 0.284329-0.549482j -0.821104+0.496842j 0.0214549+1.43512j -0.745301-0.124919j -0.914254+0.341711j 1.41473-0.295686j 0.468436-0.378406j -0.473081+0.763648j 0.192192-0.336946j -0.991269+0.163578j 0.261491+0.313946j -0.131697+0.106152j -0.136078+0.33301j 0.10429-0.0668444j 0.240582+0.382709j -0.218769-0.0602032j 0.268511+0.331747j 0.240699-0.513799j -0.108352-0.41571j -0.512896-0.407524j 0.553688+0.811468j 0.120007+0.0679717j -0.114643-0.410792j -0.45822+0.148016j -0.845064-1.294j -0.156731+0.273126j -0.723378-1.00252j -0.0527208-0.518729j 0.224003+0.147814j 0.0614419+0.485567j 0.190783+0.322762j -0.139412-0.558004j 1.26627+1.76147j 0.288442-0.170288j -0.0163341-0.387645j 0.834498+0.200515j -0.959798-1.02355j -0.14574-0.132183j -0.330111-0.414089j -0.856553-0.102125j 0.143278-0.329087j 0.262185+0.486042j -1.65354-0.0503492j 0.496509+0.150579j -0.501844+0.209354j 0.702218+0.22831j 0.0749754-0.713488j 0.357479-0.750421j 0.383584+0.350545j 0.561659-0.965711j 0.190649+0.686612j 1.63085-0.556735j -0.990045-2.03298j 0.275629+0.376951j 0.694698-0.774888j -0.0932671+0.883775j 0.384197-1.02991j -0.623232-0.00157694j 0.295244+0.19086j 1.05224+1.21036j 0.701185+0.209274j -0.352912-1.65839j 0.172414-1.21047j 0.828263-0.565964j -0.436917+0.0143593j 0.4204-0.142693j 0.438137+0.257786j -0.203633+0.535752j 
0.0685204+0.0716362j -0.208283-0.302737j -0.485781+0.43925j -0.155045-0.0823273j -0.231952-0.677619j 0.291296-0.995945j 0.491051+0.704606j -1.21546-0.929066j 1.00835+1.255j -0.489505+1.23246j 0.0881905+0.305537j 0.122939+1.52947j -0.47725-1.21672j 0.817429-0.636334j 0.240013-0.556809j 0.000381836+0.229518j -0.229331+0.0701516j -0.70826-0.43843j 0.0567997+0.016392j -0.592605+0.237091j 0.430495+0.342472j 0.0135876-0.118181j -0.542969+0.179166j -0.655848+0.496669j -0.735064-0.595572j -0.601967+0.00780757j -0.0778664+0.105562j -0.698789+0.53427j 0.274791+0.438614j 1.71542-0.473811j 0.492666-1.33184j -1.50818+0.0247711j -0.981379-1.21218j 0.183699+0.684075j -0.269228-0.847599j 1.35323-0.872921j -1.01726-1.1054j 0.0749374-0.139144j -0.25062-0.0319516j 0.0299896-0.130998j 0.394578-0.187111j 0.817162-0.188711j -0.286381+0.679097j 1.9201+0.310163j -0.192241+0.0592164j 0.579469-1.56478j -0.958343-0.724015j 2.63618+0.469808j 0.288737-0.128178j -0.799491+1.99275j 0.520382-0.605535j -4.99122-2.23474j -1.06389+4.69172j -3.89402+0.624782j -1.79795-0.481649j -0.514042-0.253419j -1.55513+2.80632j -0.020973+1.32453j -1.19853+0.44572j 4.38273+3.37649j 0.968673-0.206104j 0.558559-1.16296j -0.441604+5.04922j -5.35081-0.275699j 0.371343-0.672601j -4.22968+3.27437j -3.3506-3.4545j -1.52892+0.0435838j 3.28529+3.69575j -4.13257+2.18735j -0.851135-2.03876j -0.315096-0.163105j 3.52854-3.15439j 0.73402-0.122095j -0.0807841-2.95117j -2.94688+1.0177j -1.07035+1.10679j -1.38212+2.51821j 2.53825-2.48515j -3.38921-4.15109j 0.868692+3.08403j -4.59745+0.412111j 1.65947-3.35218j 0.315042-1.34267j -2.57283+0.344772j -1.2979+1.61283j -0.339147+2.84366j -0.298224-0.00466316j -1.11827+0.463428j -2.55143+1.21776j 0.956862-0.296945j 0.498618+0.124701j -0.285556-0.158408j 0.236145-0.14714j -0.361681-0.125905j 
-0.473302+0.115527j -0.186962+0.196391j 0.176171-0.107123j -1.14371-0.0157232j -0.432041-0.05276j -0.274386-1.20955j -0.559969+0.442306j 0.220862+0.431553j 2.07927+1.89673j -2.55374+1.53436j 1.46045-0.57529j -0.327407-0.0511487j -0.250947-1.18341j 2.18246-0.715973j 0.874588+1.47187j -0.055238-0.443794j 0.246717+0.270764j 0.142688+0.225881j -0.0825978-0.470999j -0.634548-0.359865j 0.914673-0.0140695j 0.217618+0.432198j -0.743605-1.30932j 0.485806-0.929603j -0.613917-0.183835j -1.03931-1.39081j 0.604463-0.110841j 1.16218+0.131074j 0.645239+0.892091j -0.88811+0.720653j -1.14961+0.374003j -0.224935-0.730507j 0.485985+2.04641j -0.433678-0.928189j 0.151522+0.240664j -1.04609+0.510853j 0.882257+1.22155j 0.477839+0.0343435j -0.112579-0.231703j -0.255097-0.144583j 0.411439-0.491423j 0.891834+0.298554j -0.545518+0.867391j 5.59446+0.263289j -1.33805-0.30753j 1.62916-3.70564j -1.98233-1.18699j 7.0451+0.310784j 0.675595+0.0735096j -2.13604+4.4878j 0.8738-1.35697j -12.7807-4.22753j -3.25092+9.34473j -10.3438+2.27433j -4.96396-1.435j -1.21986-0.297468j -3.9225+5.91652j -0.296434+2.43597j -3.21358-0.144804j 11.6342+5.67846j 1.93373-0.441732j 2.4841-2.71646j -0.882846+9.90081j -13.2148+1.42543j 0.0934769-0.588949j -8.60369+8.2759j -9.51225-6.61327j -3.0213+1.26984j 8.11869+8.62557j -11.4282+5.36133j -1.11486-3.17129j -0.944213-1.98565j 11.506-6.38247j -0.289171+0.295523j -2.71166-6.62242j -3.83276+2.03058j -4.18379+1.09945j -4.93413+5.02026j 5.91533-3.60003j -8.03707-7.12648j 2.96787+3.1422j -10.6484+2.47205j 4.68456-8.04747j -0.303343-1.39059j -4.62661+3.67678j -4.56513+0.124912j -1.35452+4.98456j -1.9281+1.39785j -1.83408+0.45514j -4.52433+2.32563j 1.13264-0.695574j 1.62592+0.444566j 1.02435-0.38801j -0.226385+0.616727j 0.723321+0.0182549j 
0.567832-0.474997j 0.303443+0.727884j 0.834754+0.291975j 0.492741-0.140041j 0.408571-0.909242j -0.269495-0.291522j -0.571688+0.792378j -0.610643-1.57631j 1.13707+0.553139j 0.582507-0.51363j -1.34513-2.91906j -1.39693-2.34377j 1.30209-1.54063j 0.483572+1.16699j -0.94589+0.0349402j 0.0968831+0.191078j 0.0464871-0.194518j -0.0225377+0.212546j 0.132455+0.0553645j -0.181958-0.0436556j 0.0209282+0.0494894j 0.12427-0.130133j -0.216985+0.198645j -0.362021+0.282342j -0.0966846-0.0333932j 0.261255+0.184638j 0.126887-0.107437j 0.367901+0.252281j -0.222986+0.0514489j -0.363161+0.416965j -0.199329-0.180485j -0.444429+0.288847j -0.206637-0.047621j 0.532718+0.00850232j -0.35251-0.118131j 0.239457-0.0564124j -0.191317-0.111273j -0.112849+0.0659828j 0.512392-0.403069j -0.201754-0.0271662j -0.600315-0.226011j -0.091205-0.0213744j -0.403968+0.318763j 0.389159-0.131917j 0.239463+0.243509j 0.0162518+0.00393306j 0.494235+0.182464j 0.0607714+0.32383j 0.0282443-0.3262j -0.793363+0.649636j 0.304918+0.249539j -0.40487-0.304922j -0.677312+0.404144j -0.569628-0.0302999j -0.230122+0.264326j -0.616424+0.203923j -0.521373+0.208301j -0.410259-0.21495j -0.173145-0.217326j -0.120901+0.628145j -0.388937+0.271105j 0.248536-0.101214j -0.930716+1.25901j -1.27659-0.250621j 0.260651+0.0944297j -0.588228+0.960499j -1.52408-1.55216j -0.556822+0.0183004j 0.874256+0.637443j 0.116014+1.40224j -0.876688+0.972252j 0.61623+0.09774j 0.352271-0.497417j 0.938232+1.33239j -0.450282-0.860367j 0.139653-0.625044j -0.635165-0.453565j -0.529165-0.250357j 0.0735702-0.962959j 1.0198+0.748209j 0.229646+0.542732j -1.61495-0.252796j -0.634004+0.739473j -0.0285037+1.33026j 0.452059-0.256231j 0.754622-0.444741j -2.75782+0.0844214j -0.256217-0.337207j -1.02964-0.194269j -1.09625+0.198456j -0.17325+0.0936663j 0.538906-0.417274j -0.396711-0.00028837j -0.605775-0.178237j 0.307245+0.0922478j 
-0.412202+0.443546j 0.309119+0.272421j 0.756926+0.695805j -0.697455+0.817839j -1.27415-0.0347949j -0.379152-0.752179j 0.818699+1.53127j 1.11843+0.365393j 0.343985+1.71161j 0.891226+2.59414j -1.16088+1.07185j -0.237976+0.158195j -1.16776-0.981143j 0.527227-1.27912j 1.40075+0.616175j -0.35038+0.441165j -0.710152-0.372824j -0.974052-0.750931j -0.489886+0.386873j -1.66201-2.45044j 2.18261+2.16667j 1.00215+0.64041j -3.10948-1.96688j -1.55032-0.0736129j -1.11584-1.3637j -1.8844-1.61941j 1.48256+1.74341j 2.47252+1.75292j 0.937175+1.90577j 1.42532+2.55864j -1.38307-1.34658j -0.91158+1.60707j 0.0892908+0.632861j -0.409375-0.51125j -1.53283+0.0580644j -0.028029-0.0964267j -0.240233-0.730774j 0.144319+0.172743j -0.0780042-0.567008j -1.03328+0.0850089j 0.384053-1.18477j 3.99982-0.413078j -1.31058+2.26828j 15.3583+3.0176j -3.11374-1.33893j 4.78134-9.00646j -5.60789-4.04058j 18.5521+4.72066j 3.32065+0.595123j -5.71187+10.3777j 1.47038-4.2733j -33.1141-16.8301j -8.88854+21.6698j -27.504-0.510744j -14.0309-6.22503j -4.83459-1.43547j -9.98301+13.6255j -0.921864+7.03684j -6.96608-4.05128j 32.418+21.1654j 6.24745-0.505915j 6.48501-6.25834j -1.81894+26.1603j -36.5712-5.77767j -0.712754-2.64762j -23.925+14.2109j -24.1922-20.4247j -7.06244+2.45778j 18.6479+25.6689j -29.0748+7.65072j -6.31317-10.3036j -2.27613-5.3367j 31.7008-10.8563j -0.79474+0.690858j -11.9186-18.266j -12.4233+1.94622j -9.25484+0.455746j -7.82657+9.26243j 14.8657-6.57539j -18.34-24.503j 5.90018+7.80536j -28.6165-0.378008j 12.865-13.6345j -1.443-2.46196j -14.5955+1.41221j -10.6385-1.38426j -0.858661+11.0275j -5.31266+2.1627j -6.49276-1.97218j -10.7106+3.94338j 3.74281+0.516359j 3.35948+0.888455j 1.85897-0.736686j -0.514343+1.05684j 0.734965+0.226594j 
-0.154001+0.346464j -0.0380186+0.153827j -0.607824-0.0817972j -0.489327-0.41874j 0.346539-0.112189j 0.524977-1.19193j -0.137648+0.332711j 0.671919+1.24226j -0.298981+0.0250259j 0.356843-0.255425j -0.252447+0.109345j -0.228446+0.79357j 1.51616+0.959245j 0.00821115-1.05079j -1.53993+0.798867j -0.327165-0.199691j 0.460312+0.175681j -0.00498435+0.21858j 0.599451-0.198078j -0.138966+0.461366j 0.442061-0.170464j 0.428719+0.00543346j -0.76993+0.866753j 0.791576-0.243253j 0.178231+0.687596j 0.824287+1.75713j -0.105657-0.422205j -0.908063+0.037197j 1.60885-0.101669j -0.642909-0.676353j -0.173895+0.252807j -0.385907+0.143585j 0.309413-0.236179j 2.26264+1.29023j -1.44338+0.0919397j 1.04388+2.82081j 0.186242+0.96446j -0.10856+0.0408255j -0.0144227+0.0927312j -0.0349187-0.258378j 0.0814195+0.125505j -0.672967-0.207415j 0.299251-0.202923j -1.92303+0.196544j 0.498542+0.0742419j -0.541084+1.08678j 0.564835+0.443378j -1.94393-0.220916j 0.0473817+0.262298j 0.751159-1.11575j -0.000189467+0.556964j 3.49196+1.22282j 0.806812-2.19091j 3.48591-0.498102j 1.49366+0.311529j 0.765339+0.0303278j 1.24851-1.72287j -0.141458-0.601212j 1.14847+0.249818j -3.65545-1.3646j -0.67037+0.308555j -1.03945+0.910466j 0.197184-2.61285j 4.12817-0.646541j -0.0404629+0.168195j 2.36424-2.57023j 2.74153+1.81544j 0.61293-0.488079j -1.85797-2.39813j 3.13653-1.26479j 0.237948+0.703852j -0.499726-0.497509j -2.96257+1.46067j 0.160279-0.573887j 1.38151+2.09469j 0.917961+0.110005j -0.351757-0.662436j 1.00963-0.892663j -1.82517+0.152253j 2.63308+1.82127j -0.566746-0.834074j 3.53247-1.44463j -1.80681+1.4553j 0.222187+0.423473j 1.2857-0.438659j 0.206154-0.300792j 0.0227537-1.39594j 0.874218+0.0926745j 1.49+0.310348j 0.804649-0.856807j -1.64864+0.848256j -0.94016+0.0306633j -0.293811-0.289971j 0.326867+0.420788j 0.193385+0.466427j 
-0.0340381-0.0211551j 0.200543-0.0805736j -0.379717-0.400139j -0.0696679-0.340532j 0.39908+0.334013j 1.39914+0.885352j -0.0701246-0.146073j 0.350739-1.13755j -0.527726+0.965713j 0.128693-2.02502j -0.289701+1.79623j -0.835609+0.256934j 0.416565-0.158269j 0.528935+0.763193j 0.0737976+0.0295486j 0.00453548-0.12512j -0.187133-0.326065j -0.0325479+0.0028028j -0.392034-0.0895771j 0.252822+0.305844j 0.452604+0.522973j -0.0399412-0.284713j -0.382525+0.632866j 0.568358+0.963041j 0.544791+1.57265j -0.827684-1.71107j 0.455088-0.591802j 0.599538+0.646935j 0.443421-0.434624j 0.485197-0.241038j -0.627081-0.484672j 1.06014-2.61511j -0.189888-2.30062j 0.321521-0.165548j -0.477975-0.0312717j -0.268464-0.250089j 0.00703398+0.525232j 0.0532482-0.0966494j 0.175974+0.257656j -0.338838+0.281589j -0.184836+0.0296776j 0.41322-0.0548818j 0.227386+0.0811012j 0.696378+0.80138j -0.563555-0.49993j -0.22628+0.331647j -0.0017358+0.127365j 0.735408+1.08528j 0.356075-0.280282j -0.113659-0.751115j -0.0565845-0.0936037j -0.553261-1.34106j 0.144162-1.52621j -0.77342-1.50752j -0.846091-1.5289j 0.0977023-0.10195j -0.136327-1.2503j 0.00344922-0.917056j 0.528312-0.127659j 1.68608+1.68421j -0.365629-0.528031j 0.711237+0.147625j -0.794207-0.940058j -0.617396-2.06875j -0.111436+0.707532j -0.2768-1.49187j -1.07-0.522518j 0.00555222-0.0325718j 0.881601+0.835037j 0.0420099-2.16695j 0.329812-0.239645j 0.348087+0.021268j 0.602865+2.60051j -0.154459+0.640768j 0.321947+0.392017j -0.112685-0.0433974j -0.202593-0.423299j -0.43895-0.659828j 0.308068+0.131369j 0.485663-0.968579j -0.830022+0.164347j 0.250601-2.19947j 1.4221+2.17684j -0.79139-0.0180779j 0.717332+0.528523j -0.0691013-0.486283j 0.521102-0.519656j 0.135293-0.0256744j 0.0128038-0.942476j -0.644285-0.758051j 0.280479+0.207462j 0.654346+0.0230473j -0.165432-0.179046j 0.149626+0.092845j 0.114421+0.109289j 
-0.114882-0.206171j 0.0458962-0.211538j 0.152823-0.25703j 0.12165-0.63155j -0.157273-0.162033j 0.0919563-0.00126252j -0.0983596-0.160772j 0.0231174+0.01718j -1.03385+0.866418j -1.14674-1.13543j 0.555223+0.385173j -0.322506-0.313535j 0.65325-0.155682j 0.560308+1.25042j -0.488631+0.748791j 0.289283-0.252016j -0.149981+0.28457j 0.288528+0.105822j 0.876095-0.192456j -0.0186626+0.265201j -0.150835+0.0802918j -0.300866-0.0911053j 0.792215+0.206027j -0.0300855-0.446733j -1.13142-0.727057j 1.14438-0.64945j 0.787627-0.989462j -0.168126-0.015807j -0.278127-0.388444j -0.192978-0.925674j -0.983462-0.113263j -2.78688-0.433463j 0.214116-0.545224j 0.3695-0.988228j -0.251276-1.04401j 0.289462-0.930838j -0.305989+0.6382j 0.0572058+0.151598j -0.00412605+0.0792521j 0.31581+0.309368j -0.197144+0.0559393j -0.606935-0.321374j 0.318994-0.220195j -1.60685-1.15964j 0.650637+0.412j -0.440602+0.889368j 0.476624+0.567702j -1.88856-1.52779j -0.0437346-0.592267j 0.5847-1.08108j -0.227826+0.173667j 3.66603+3.45302j 0.906213-2.49936j 2.8734+1.08924j 1.74317+1.93594j 0.11648+0.364897j 1.08376-1.14342j 0.336417-0.273802j -0.121696+0.448606j -3.80921-4.24585j -0.606461-0.189426j -0.0668046+0.719768j 1.00715-3.12447j 3.78828+2.73817j -0.421458+0.622321j 2.11331-0.548323j 2.84235+3.76682j 0.608456+0.412862j -2.02438-3.33665j 3.23092+0.0104817j 0.62053+1.84646j 0.0223799+0.723352j -2.70497+0.916982j 0.529818+0.431912j 1.24001+4.16176j 1.72413+0.57697j 0.978647+0.427146j 2.14896+0.948444j -1.65702-0.491596j 2.30558+4.08366j -1.03462-1.01223j 2.76657+1.22254j -0.959344+1.26432j 0.48868+0.387126j 2.24749-1.60965j 1.56427+0.566852j 0.25567-2.05679j 1.28141+0.0467159j 0.713024+0.951225j 2.18204+0.243866j 0.00779683-0.812378j -0.389242-0.635483j -0.494473+0.200676j 0.220918-0.220258j -0.0915657-0.0158957j 
0.540704+0.361771j -0.477433+0.204501j -0.0838357+0.625472j 0.230011+0.469742j 0.693295+0.290401j 0.526979-0.109134j -0.48144-0.345696j 1.11526-0.973761j -0.102685+1.26095j 0.969711-0.13678j 1.65851-0.787582j 1.48314-0.637071j 1.43856+0.853792j -0.902857+0.478631j 0.0644978-0.986744j -0.404046+0.685657j 0.302108+0.158321j -0.659088+0.219726j -0.218774+0.173891j -0.254743-0.499853j 0.321226-0.00834405j 0.575218-0.120164j -0.951466+0.0307433j -1.53656-0.301753j -0.570187+0.462044j -0.194546+0.441051j 0.946784-0.0477858j 0.845885+0.789607j -0.704223-1.51501j -1.54197-0.115417j 0.603449-1.11888j 0.218207-1.60399j -0.249713+1.27011j 0.0343092+0.0514485j -0.699434-0.841413j 0.373789-0.464997j 0.131402-1.22379j -0.498022-0.229274j -0.0287224+0.117169j -0.0848591-0.501895j 0.102008+0.08269j -0.0989043-0.223508j 0.112168+0.0775033j 0.509555+0.50798j -0.529823+0.30326j 0.191084-0.174261j 0.0885111-0.226242j 0.314057-0.159397j 0.453478+0.00655119j 0.141675+0.262966j 0.156024-0.247664j -0.752332-0.512832j -0.0133279+0.36644j -0.54941-0.138505j -0.638053-0.419727j -0.374897-0.52619j -0.25331+0.244105j -0.126222+0.0348602j 0.0555013-0.248098j 0.690555+0.498906j 0.492576+0.0590129j 0.251764-0.0569388j -0.285689+0.902273j -0.326223-0.498201j -0.099979+0.159716j -0.241883+0.151171j 0.0918761-1.45649j -0.0455027+0.151163j 0.671611+1.11977j -0.117576-1.35099j -0.712676-1.00164j -0.361899+0.431275j 0.934364+0.803874j -0.973837+0.205107j 0.142066-0.398038j -1.25571-0.569669j -0.490986+0.664628j -0.298102+0.320244j -0.671257+0.831795j -1.19549-0.607239j -0.20501+0.283142j -1.17338+0.456498j 0.779056-1.00292j -0.398358-0.136635j -0.212296-0.229042j -1.11463-0.519258j 0.424085-0.755845j -0.812658-0.155713j 0.308839+0.64326j -0.382094+1.8128j -0.0573536+0.406476j -0.0543077+0.221454j 0.36242+0.219019j -0.0483307-0.252077j 0.0820686-0.325022j 
-0.287791-0.167197j -0.629719+0.781954j 0.218259+1.77775j -0.603643-0.287678j -1.7221-2.02576j -1.2763-2.03219j -0.43646+1.1259j 0.55554+1.22246j -0.214865+2.03588j 0.623559+3.19531j -0.423119-0.367785j 0.421451+0.519193j 0.112548-2.09166j 1.13469+0.604146j -0.650413+1.40201j 0.169401-0.0635308j 0.111954-0.294713j -0.681716+0.0314951j -0.234354-0.0194681j -1.7126-0.665603j 1.6179+0.928678j 0.857601+0.666887j -3.21217-1.9606j -0.354185-0.238673j -0.43921-0.924851j -1.59382-3.08041j 1.96303+0.450646j 0.219268+0.8927j 1.23214+2.11891j 1.4726+1.03586j -1.42802-2.08875j 0.195842-1.80924j 0.429275-0.0431294j -0.425068+0.853627j -0.458611-1.00432j -0.313548+0.313095j -0.16858+0.0467328j 0.913271+0.0727863j 0.019505-0.874102j -0.819582+0.225469j 0.696908-1.12513j 3.2593-0.320391j -1.54615+1.74716j 12.622+1.76648j -2.654-0.695455j 4.16784-8.40823j -4.72131-3.0434j 16.0138+2.41508j 2.57411+0.298286j -5.24725+10.655j 1.64617-3.76903j -28.5135-11.6979j -7.84309+22.0967j -23.498+2.37733j -12.72-4.09762j -3.29489-0.188365j -8.78233+13.39j -0.703592+5.58561j -6.82234-2.05104j 27.5604+15.681j 4.90417-0.366931j 5.4265-8.30124j -1.14427+23.5304j -32.4161-0.718493j -0.562374-2.24555j -20.4485+16.5809j -19.9019-16.3663j -7.04498+3.76329j 15.7721+20.9071j -25.3281+11.1285j -5.41332-7.33151j -2.18153-4.51214j 28.1758-14.3975j -1.05337+0.890383j -12.3963-14.6494j -9.46106+3.77263j -7.62583+2.27682j -7.14719+10.2392j 12.6315-7.8486j -16.2664-19.4549j 4.8078+5.75433j -25.0338+4.1948j 9.96232-14.744j -0.217828-1.55296j -12.0659+3.61803j -8.13916+1.36648j -0.331505+10.6402j -4.54541+1.74614j -6.97122-0.27768j -9.99402+4.56904j 2.61111-0.768924j 1.5376-0.0802687j 1.44991-0.432507j -0.58956+0.697594j 0.476453-0.0102688j 
