0.000270919-0.0387389j -0.00716532-0.0482104j -0.00915774+0.00981106j 0.00998846-0.0389614j 0.0081792+0.0285717j 0.00546963+0.0140674j -0.0392077+0.0545261j -0.00787448+0.0372224j -0.0084388+0.0163393j 0.00713257-0.0653438j -0.0419432-0.0157919j 0.0147691-0.0608854j 0.00733407-0.00868349j -0.0121129+0.00722302j -0.0162898+0.038497j -0.0463193+0.0574363j -0.0047148-0.000786482j 0.0137129-0.0234524j -0.0159763+0.0314867j -0.0099274-0.00668794j 0.011965-0.0165949j -0.000389763-0.0244275j -0.0122314-0.0272443j -0.000787843+0.00577969j 0.00824439+0.00303728j -0.0254781+0.0339775j -0.0131114-0.0080687j -0.0195233+0.0379259j 0.0341593-0.0378496j -0.0229415+0.0206006j 0.00724471-0.00225926j 0.000244744+0.0136334j -0.0353358-0.00285166j 0.0114544+0.00829j 0.0224118-0.00552121j 0.0414077-0.000763726j -0.0326784-0.0511205j -0.0307963+0.0283618j 0.0231164-0.00441399j 0.0168374+0.0241016j -0.0229865-0.0157995j 0.00820353+0.0227035j -0.00305951-0.0362309j 0.0106832+0.0055594j 0.0294971-0.0450762j 0.0360568-0.010517j -0.0308636-0.00353928j 0.00633917+0.0351994j -0.00811885-0.0302103j -0.0751914+0.0753719j 0.0877409-0.0373639j -0.109468-0.0243583j -0.0248089+0.0860221j 0.0175188+0.0195301j 0.0377223-0.0488812j -0.0258392+0.00222451j 0.0237542-0.0657418j -0.154911+0.145635j 0.14525-0.115092j -0.113633+0.168025j -0.111907-0.0135691j -0.179144+0.121795j 0.132773-0.151932j -0.0148222-0.0148256j 0.0137088+0.0235984j -0.0585544+0.0710201j -0.0389103+0.0601086j -0.00255148-0.012058j 0.101505-0.179996j -0.118941-0.0413573j 0.134529-0.164745j -0.0629658+0.0428697j 
0.0247752-0.0258806j -0.000722197-0.0175801j -0.00844506+0.0298065j 0.0293874-0.0110799j -0.00171843-0.00734547j 0.0663801-0.019832j 0.00883818-0.00181731j -0.0225045+0.0184567j 0.0200974+0.0114342j -0.0334474-0.0339283j 0.0426759-0.0470136j 0.0528766-0.0450774j -0.0226373+0.00958023j 0.0222359+0.0205768j -0.0677533+0.052474j 0.0646142+0.0455767j -0.050824+0.0453959j 0.0048653-0.0764547j -0.00472046+0.00174184j 0.0270619-0.0580655j -0.0720025-0.0102737j 0.0432305-0.0200529j -0.0609014-0.0171131j 0.0271187-0.0219195j -0.00507825+0.0958728j 0.0474202+0.0247866j 0.035755-0.0399812j -0.0450127+0.0353311j -0.0130579-0.131761j -0.0657812-0.0822906j 0.082271-0.0372066j -0.0912034+0.131352j 0.0456099+0.19704j 0.00417899-0.0326816j -0.0159292-0.104124j 0.0608671-0.0916345j -0.0175591-0.0795843j 0.0449259-0.00339849j 0.0673615+0.135165j -0.0689305-0.113529j 0.0138157+0.0954505j -0.0869749-0.010876j -0.00167391+0.0110203j -0.0398291+0.0494061j -0.0254553-0.0680916j 0.0595005+0.0683796j -0.0095337-0.109719j -0.137897+0.0472198j -0.0447688+0.0507409j 0.0179027-0.00793033j -0.00059714+0.0347583j 0.0395923-0.00173393j -0.0927342+0.0187055j 0.00897668+0.019395j 0.0355605+0.0227075j 0.0424411-0.0597063j -0.0367703-0.00843223j 0.0631499+0.0114387j -0.0480542-0.0217329j 0.0575169+0.000317787j 0.037396+0.10873j 6.6857e-05+0.0296319j 0.024329+0.0266157j -0.0242946+0.075788j -0.000972068+0.0179222j 0.0567184+0.000458834j -0.00700311-0.0313964j -0.032605+0.0177904j 0.0178436-0.0291467j 0.0236166+0.00446694j -0.015689+0.0189809j -0.000120692+0.0320139j 
-0.0173877-0.0142351j -0.0146867+0.00312725j -0.00733429-0.00393397j -0.0181501+0.0168502j 0.0403127-0.0172015j 0.0523019+0.00107121j 0.0241502-0.0489385j -0.0154079+0.0262889j -0.0263444+0.00279492j -0.00491557+0.0425719j -0.00899621-0.0332942j -0.0692983-0.0448476j 0.0230646+0.0262501j -0.0497029+0.0776589j 0.0471515-0.0647339j -0.000130311-0.0514348j -0.128762+0.0158374j 0.0737786+0.027872j 0.0396227-0.0854432j 0.0207423+0.0783706j 0.0555341+0.020585j -0.110986-0.0101175j -0.062108+0.0141382j -0.088506-0.0414432j -0.0381658+0.0212294j 0.189539+0.0463512j -0.00836881-0.027454j 0.097474-0.113037j -0.0319078+0.0128954j 0.107905+0.0664375j 0.0776741-0.0519706j -0.159199+0.0992802j -0.0889265+0.0167886j 0.183662-0.14299j 0.0483664-0.0513996j 0.082475-0.0372777j 0.0951715+0.0228566j -0.0052425+0.071085j 0.00296287+0.00847982j -0.077886+0.110096j -0.115862+0.11095j -0.0180013+0.000201326j 0.0771535-0.00506193j 0.073653-0.0644437j -0.0812846+0.0678659j 0.0538818-0.0807443j -0.0241275+0.00112881j -0.0612877+0.024245j 0.0478046+0.0237737j 0.0546973-0.054718j 0.0692547+0.00505308j -0.00698847-0.0238206j -0.0375919-0.00767842j -0.00244883-0.0170242j -0.00848493+0.0465854j 0.0165389+0.00339622j 0.010735-0.0280382j -0.0307913-0.0320012j 0.0340942+0.0503857j -0.00436343-0.0197468j 0.0187189-0.0291185j -0.0172388+0.00814273j 0.029412-0.0261952j 0.0705482-0.0573856j -7.71812e-05-0.00302852j -0.00724389-0.0163018j -0.00609608-0.0077393j -0.00361616-0.0160945j -0.000684116+0.0209783j -0.0039399-0.0164742j 0.0130714+0.00927041j -0.00287798-0.0190104j 
-0.00822228-0.0375177j -0.00884547+0.00424974j -0.00564657+0.00954553j -0.047156+0.0313302j -0.022381+0.00648553j -0.0207687-0.0751994j -0.0529645+0.0404859j 0.0341808-0.034202j 0.0571035+0.0411413j -0.0830431+0.0402329j -0.0301214-0.0497322j -0.0383895-0.00104451j 0.00154088+0.0133097j -0.0312537+0.0376787j 0.0748467-0.0109093j -0.0635698-0.0453963j 0.11981-0.0291937j -0.0239263-0.00118833j 0.0172537+0.00130919j 0.031344-0.135017j -0.0782412+0.0658878j -0.0296865+0.0407299j 0.0627813-0.0348952j 0.0471607+0.0327729j -0.0477726+0.0528928j 0.0175315-0.0109635j 0.0388144-0.0649972j -0.0990404+0.0790519j 0.0139854-0.0920539j -0.0656386-0.10745j 0.00816005-0.0709814j 0.0511742+0.0333204j 0.0729893+0.104257j -0.0213301+0.0234198j 0.0243062+0.0344156j 0.0862476-0.00929218j -0.0406796+0.0123859j -0.0483965-0.0187335j 0.0132512+0.11831j -0.0140845-0.0672688j 0.094747+0.0472993j -0.0466586-0.0200632j -0.0454821+0.114962j -0.0506021-0.0134258j 0.00227808-0.0366599j 0.0564532+0.0948477j 0.00282403-0.039927j -0.0735054-0.0567197j -0.0861809-0.0258004j -0.00619559+0.0111758j 0.00760603+0.0575923j 0.0378693+0.00806929j -0.084338-0.0717846j -0.0595731+0.0434346j -0.0196726+0.0342539j 0.0806214-0.00833696j 0.0356907+0.00379753j -0.0605879-0.0614606j -0.0142738+0.0411158j -0.0391457+0.0260233j 0.0588345-0.00734745j 0.00503849-0.0519435j 0.0554019+0.0338559j -0.00571676-0.00143564j -0.0270701-0.0185811j 0.0498707+0.0267174j 0.0115381-0.0646271j -0.0110491+0.0116087j 0.0519655+0.025204j 0.0132441+0.0114251j 0.00561248+0.00981968j 0.0206965-0.0238591j 
-0.000191588+0.0318112j -0.00718115+0.013256j 0.0475474-0.017063j 0.0188238+0.0052966j 0.0357145+0.0182931j 0.00473687-0.0195873j -0.0586972-0.0181462j 0.0147721+0.0260195j -0.0197663-0.0110802j 0.0793821-0.00240052j 0.014381+0.0486396j -0.0164294+0.0522526j 0.0796617-0.0217625j 0.0225384-0.0579593j 0.0879282-0.00042622j -0.0268905-0.0604591j -0.030711+0.00586713j 0.108103+0.0186038j 0.00431213-0.0415257j 0.0270945-0.00306912j -0.0236972+0.0103687j 0.0706043-0.0588307j 0.0674502+0.000437448j 0.0798163+0.0745479j 0.025795-0.0479996j 0.025656-0.0449445j -0.0101085+0.0202654j 0.0682142+0.07566j -0.182812-0.0221623j 0.0983804+0.0303356j 0.101672+0.0313097j -0.0386312+0.105371j 0.0306184-0.0313484j -0.0674706-0.00769594j -0.183483+4.56847e-08j -0.143003-0.0134155j 0.101185-0.0742204j -0.096222+0.00597419j 0.0161066-0.00113628j 0.146312+0.012737j 0.0367792-0.00928276j 0.093548+0.00167037j -0.0884677+0.0379121j -0.00247783-0.0930372j -0.0262637+0.0912749j 0.0567992+0.00796911j -0.0277205-0.0279668j 0.0619033+0.017558j -0.0891964+0.000833025j 0.0214553-0.0525932j 0.0428453-0.00678675j -0.0283078-0.0208536j -0.00993293-0.00971594j -0.0035277+0.0113954j -0.0636823+0.0410762j 0.000857118-0.018409j -0.00621829-0.0208723j -0.0476318+0.00355802j -0.0250594-0.0530945j -0.0421406-0.0531838j -0.0136796+0.0473978j 0.0234386+0.0111206j -0.0640263-0.000820151j -0.00637996-0.00598088j -0.0153056+0.0197385j 0.0479969-0.0107279j 0.00175375-0.0153185j 0.0275526-0.016202j -0.0186338+0.00632019j -0.0431432-0.0196868j 0.00751445+0.0125415j -0.0016001+0.0308754j 
0.0112229-0.0121619j -0.012525+0.00259951j 0.0118378-0.0235931j 0.0200369+0.0145528j 0.00414425+0.0254449j 0.00817016+0.0191964j 0.0308322-0.0251905j -0.00971907+0.003096j 0.0770915+0.0852035j -0.00938556-0.0324663j 0.0400352+0.00768554j 0.0303187-0.0164597j -0.0158227-0.0828476j -0.0527336-7.62127e-05j 0.0119593-0.00236026j 0.0136089-0.0369602j -0.00274937-0.0296613j 0.00214715+0.0421819j -0.00754648-0.00352127j -0.03299+0.0322863j -0.0825183-0.0991228j -0.0212546-0.0495751j -0.0833784+0.0165501j 0.0295355+0.0564738j -0.0867051-0.0763931j -0.147815-0.0505552j 0.0905364+0.100522j -0.0732237-0.0570977j -0.0143739-0.0170462j -0.149391-0.153517j -0.130663+0.00358499j 0.0745537+0.0153652j -0.124706+0.0205326j 0.0417591+0.18277j 0.108493+0.0289926j -0.114834-0.0411825j 0.0981639-0.0542992j -0.130981-0.0517354j 0.117918-0.0587278j 0.0313595-0.0440823j 0.153657-0.0645762j 0.0952709+0.0752078j 0.0120299-0.00257841j -0.0451562+0.075192j 0.108011-0.035443j 0.0139078-0.019201j 0.101313-0.00130737j 0.111947+0.0880368j 0.0353735+0.0890953j -0.0580243-0.0403145j -0.0470834+0.0106263j 0.0570295-0.070966j -0.00935142-0.0194828j -0.0181006-0.0626866j -0.0729886+0.017211j -0.0852951-0.0136955j 0.0217719+0.00692174j -0.0368231-0.0537351j 0.0137755+0.0231516j -0.0108375+0.020335j 0.0312382-0.007675j -0.0110307-0.00310638j -0.0327228+0.0307985j -0.0295464+0.0104007j 0.0221953+0.0298912j -0.0283319-0.0502383j -0.0416362+0.019828j 0.0414543+0.0148528j 0.00279267+0.00470793j 0.00493505-0.00770143j 0.0102018+0.00315739j 0.0157939+0.00332708j 
-0.00301794+0.0274566j 0.0114609+0.0248677j -0.0263589+0.00656357j -0.0247546-0.0276583j -0.041515-0.0210884j 0.0120309-0.0523869j -0.0741499-0.00355625j 0.00653477+0.0300627j 0.00150809-0.10896j -0.0309069-0.00736222j -0.0549166+0.0602844j -0.0281598+0.0570041j -0.101213+0.05449j 0.0335247+0.0314961j -0.0331156+0.01325j -0.0294051-0.0872629j 0.126414+0.0789573j -0.00536551-0.0176917j 0.0535829-0.0566228j 0.0885528-0.0490648j -0.0750542+0.0506562j -0.0700346-0.09367j 0.0335179-0.0718767j -0.0428555-0.0937591j -0.0621685-0.0419997j 0.0115994+0.0309668j 0.0860832-0.129961j -0.0890954+0.0168868j 0.0087639-0.131221j -0.0422559-0.0874638j 0.0551155-0.214805j 0.0785574+0.0283352j 0.0225326-0.033616j -0.0068689-0.081415j -0.00776549+0.160287j 0.0162605+0.00110073j -0.0919039+0.0499432j -0.0145357-0.0498991j 0.0431225+0.0226549j -0.0364523+0.0135226j -0.0074761+0.057519j 0.0231723+0.00228894j 0.0478911+0.0877975j -0.0482385-0.0402063j 0.000219118-0.0344177j 0.147875+0.0485555j 0.00122376-0.0921169j 0.0247063+0.0774171j 0.0546515+0.00575208j 0.000949871+0.0762201j 0.0150542+0.00667857j -0.00816634+0.0490521j 0.0197164-0.0238193j 0.0607717+0.0432916j 0.0259789-0.00953419j -0.0405056-0.0197006j -0.0222149-0.00329514j 0.0208196+0.033496j 0.0263567+0.0321882j 0.00756517+0.0326413j -0.0348133-0.0512166j -0.0223098-0.0129796j 0.0363982-0.0282559j 0.0243414+0.00891739j 0.0177146+0.0174655j 0.00189299-0.00664117j -0.0576515-0.0296204j -0.00124203+0.00537798j -0.0186834-0.00593107j 0.00655283+0.0280314j 0.00493571-0.012458j -0.0196266-0.0298456j 
0.0169272-0.0107816j 0.00299167-0.00649286j -0.0406157-0.0151184j -0.0148625-0.0123496j -0.0315219+0.0151527j -0.0467621+0.0135178j -0.00881716+0.00756317j -0.0814285+0.0337348j -0.0807303-0.0141597j -0.0643081+0.0107768j -0.0421294-0.0599751j 0.032231-0.0509439j 0.0276619+0.0237138j -0.00608476-0.0819872j -0.0224573-0.0522711j -0.0668202+0.00184781j 0.055691-0.0195059j 0.0117227-0.0288897j -0.0317964-0.0470137j -0.0344688+0.0330449j 0.137865-0.0235158j 0.106384-0.136323j -0.00242351-0.0264086j -0.198859-0.0662408j 0.0679035-0.0715903j -0.0593027+0.0808857j 0.0346038-0.0809861j -0.210664-0.0597778j 0.0850923+0.201917j 0.019551+0.0584837j -0.194206-0.0469606j 0.0450804-0.0167327j -0.119061-0.0842232j -0.111091-0.00782405j 0.0789072-0.0502833j 0.00639362+0.0403877j 0.0373872+0.0267218j 0.206353-0.013496j -0.0235801+0.0631804j 0.108339+0.0172884j 0.0286071-0.017475j 0.0382465-0.0091775j 0.0594112+0.043358j -0.0185248+0.00255098j 0.0490476+0.142706j -0.0864014+0.0487603j 0.0433369+0.0149629j 0.104093+0.130317j 0.0242024+0.0168482j -0.0224023+0.000863704j -0.0392207+0.0361304j 0.0598827+0.0290787j 0.0180514-0.0409468j 0.0130039+0.0288302j -0.0157613-0.0128344j -0.0134285-0.0712993j 0.0395121+0.0103903j 0.00956645-0.00560365j 0.0570391-0.00216307j 0.00782913-0.00743949j -0.0213087+0.00611535j 0.044033-0.0120181j -0.0258667-0.0125943j -0.0127216-0.024907j 0.0103938+0.0273859j -0.0060093-0.035449j -0.0196922-0.0443129j 0.0165846+0.0308913j 0.00533825-0.00335385j 0.0296759+0.0115818j -0.000470565-0.000638998j -0.000782555+0.00122502j 
0.00054799-0.0247797j 0.00488976+0.0108195j -0.0136896+0.0135852j -0.00491907-0.012043j 0.0309857-0.0390964j 0.00801193+0.000750314j -0.0470105-0.0601513j 0.0254854+0.0254846j 0.0448989-0.00812418j 0.010772-0.0331875j 0.05038-0.0855j 0.0172514-0.0192442j 0.0346082-0.0730202j -0.033161+0.0407783j 0.0318919+0.0608995j -0.114364+0.0212622j 0.0601277+0.067895j 0.0878088+0.00878862j -0.0165628-0.0426517j 0.0838396+0.0384244j -0.0586189-0.0259836j 0.01614-0.147597j 0.0587051+0.0598675j 0.0741255-0.197443j 0.121331-0.0925509j -0.0541097+0.0449558j -0.0068386+0.141859j 0.0962614-0.122105j -0.0968005+0.0033733j -0.124559+0.0695184j 0.0170356+0.064017j -0.00705352-0.0415384j 0.00201997-0.134227j 0.00320835+0.108821j 0.0710715+0.168625j -0.0707415+0.0944101j 0.0270214+0.0976011j -0.0183949-0.0636296j 0.0249403-0.0205899j -0.0830495-0.00415803j -0.0715465+0.00608483j -0.00990117+0.040433j 0.0699731-0.0286124j -0.0200512+0.0832729j -0.0308549-0.0304938j -0.0751385+0.113982j 0.00455564+0.0846437j 0.0155486+0.0161909j 0.0965984-0.000371697j -0.0283205+0.0251123j -0.00920077+0.0101184j -0.0378721+3.68341e-05j -0.0165971+0.0437796j -0.0534474+0.0226688j -0.0176639-0.0366916j -0.0173773-0.00144881j -0.0115656+0.0117265j 0.0137529+0.00183346j 0.00734454-0.0110671j 0.0349078+0.0037393j -0.0315349-0.00224826j 0.0143593-0.0287196j 0.0101835+0.00681671j -0.0161731+0.0284725j -0.00669776-0.011704j -0.0396234+0.0128562j 0.0222908+0.00397843j -0.00355713+0.0214613j 0.0113337-0.0266039j 0.00660234-0.0133371j -0.00656449+0.0047189j -0.00298939+0.00292438j 
0.0128024+0.0135503j -0.0266181+0.0192958j 0.0266133-0.00846093j 0.0520877-0.0172089j -0.0160717+0.0513081j 0.0188731-0.0489937j -0.0310769-0.0585406j -0.0515304-0.000223999j 0.015187-0.0516474j 0.010741+0.00681j -0.0133836+0.0153541j -0.0054778+0.0199766j 0.0474185-0.034889j 0.0446843-0.113399j -0.0397199+0.0501563j 0.084291-0.0971846j -0.0206568+0.0300573j -0.058947+0.0613454j -0.0707009+0.0571164j 0.00867769+0.0111865j 0.0203034+0.0683541j 0.0414424-0.0402813j -0.00616976+0.109949j 0.0282429+0.0853322j 0.117506-0.0624306j 0.0572498-0.0355575j 0.0150628-0.000625619j 0.0788518+0.126513j -0.0550567+0.0850825j 0.0854257+0.108746j 0.0366927+0.104842j 0.0996543+0.013153j 0.0350446-0.0753693j -0.0385221+0.0314115j -0.0934523-0.00264288j -0.0342394+0.0741696j -0.085527-0.0458247j 0.104479-0.0278055j 0.0714085-0.0311636j 0.00430084+0.0305264j -0.000312181+0.0194537j -0.00816233+0.058979j 0.000234142-0.0877345j -0.0402338+0.023206j 0.00838182+0.0119425j -0.0373883+0.0670269j -0.108872-0.0163874j -0.00150124+0.0110195j -0.0242287-0.0986408j -0.0616159-0.0386598j -0.00290682+0.0236982j -0.0274203-0.00429868j 0.0077912+0.0210103j 0.0394494+0.0319056j 0.0197185-0.0555955j -0.0161831+0.0109066j -0.000574498+0.012246j -0.0269176-0.0537466j -0.00799332-0.026982j -0.0476557-0.0679768j 0.0690356+0.00790869j 0.0347187-0.0447336j 0.0494294-0.00117716j 0.00778255+0.030091j 0.0369158+0.00814276j 0.0218597+0.00368022j -0.00614476-0.0156508j -0.0120471+0.0135381j -0.00858586+0.00228051j -0.0204816-0.0295369j 0.0358064+0.0280137j 0.0108979+0.023646j 
0.0138572+0.0321097j -0.0137687-0.0229159j -0.0280841-0.0601931j 0.0323557+0.0179704j -0.00299599+0.0100878j 0.0308213+0.0109773j -0.0339484-0.0154483j -0.0681465-0.0131653j -0.0333628+0.0149841j -0.0339221-0.0491412j 0.0462482+0.0381456j -0.0371226+0.0064653j -0.0375808+0.0937655j 0.0445411+0.059707j -0.0246172-0.134835j 0.0112114-0.0852215j -0.00667092+0.0189085j 0.0326178+0.00474916j -0.0148428-0.00772845j 0.10767+0.0806497j 0.112294+0.0659348j 0.0239256+0.0443473j 0.089072-0.00681145j 0.0732266+0.137907j -0.037851+0.000882558j 0.113009+0.0688096j 0.121082-0.0607404j 0.108128+0.0562717j -0.0763585-0.0886725j 0.13962-0.0778237j -0.0332319-0.115729j 0.0242726+0.0160774j -0.089032+0.0983349j 0.00492981-0.0348383j 0.0830136+8.11981e-05j 0.0686775-0.0288883j -0.0400355+0.0170848j 0.0317705+0.0014526j 0.00828309-0.0135066j -0.00436858+0.0856007j -0.000793546+0.0694149j -0.0832975-0.0187237j -0.04147+0.022518j -0.0469918-0.0490082j -0.00719855-0.061901j -0.0194958-0.113002j 0.00583361-0.0107623j 0.0386992-0.0709038j -0.0343687-0.000703815j 0.0203076+0.00124873j -0.0100473+0.000718272j -0.021916-0.0538121j 0.0711017+0.0104566j 0.0032676-0.00437256j -0.0885584-0.0365569j 0.0398624+0.0372911j 0.00623531-0.015025j -0.0279184-0.0314506j -0.0133773-0.0457448j 0.0325994-0.0149006j -0.00996677+0.0192128j -0.00313105+0.0262103j -0.0361632-0.0594864j -0.0261624+0.00600368j -0.000977982-0.0297058j 0.0102118-0.00184693j 0.0251162+0.0540987j 0.0224139-0.0250775j -0.0213525+0.0127445j -0.0204518-0.0396455j -0.0124416-0.0133409j -0.000704179+0.0290108j 
0.0113932+0.0350151j -0.022434-0.0211706j -0.00113645-0.00672898j -0.00684785-0.019536j -0.0105645-0.0101168j 0.0633758-0.00293293j -0.0168449-0.0605408j 0.00548836-0.00365633j 0.025468-0.0265617j -0.0267386-0.0793209j 0.0120353-0.00060804j -0.0137474+0.0567557j -0.025224+0.0583715j -0.016215+0.0257838j -0.0271349+0.0556909j 0.077523-0.0739161j -0.0149187+0.0388819j -0.0143904+0.0584103j -0.00882421-0.0187994j 0.125394+0.0370592j -0.103177+0.0480372j -0.0564911+0.00780963j 0.0268438-0.11205j -0.0782425-0.127363j 0.0965025+0.0467403j -0.029505-0.0859532j 0.0256142+0.100353j -0.044863-0.110284j 0.097004-0.195637j -0.0783997+0.00885536j 0.0921955+0.0788542j -0.0858858+0.0110372j -0.0806384+0.0147017j 0.0183805-0.0418427j 0.0460248+0.0309992j -0.0703623-0.0340095j 0.102642+0.00334036j -0.0180102+0.0546833j 0.00871174-0.0223982j -0.0102863-0.0083146j -0.054617-0.0269026j 0.0453199+0.0235995j -0.0681426+0.00609137j 0.0332125-0.0152725j -0.0883469+0.0168071j -0.0160283+0.0303325j 0.00632011-0.0302482j 0.0224732+0.00371658j 0.0289248+0.00908771j 0.0416872-0.0334253j -0.0210073+0.00963737j 0.0580278-0.0111724j 0.0435201-0.0507777j -0.0202939-0.0197877j -0.0559235+0.00263071j -0.00589397+0.0258777j 0.022835-0.00591221j 0.0580701-0.018015j 0.0209253-0.0101793j -0.00296895-0.0266724j -0.0166625+0.016038j -0.000605723+0.0115437j 0.00774544+0.0247203j 0.0241765+0.0172026j 0.0318352+0.018334j 0.0040478+0.00352808j 0.0396134-0.0106131j 0.0124489-0.0263262j -0.0214065+0.0237555j 0.0194385-0.000558554j 0.00784818+0.0168925j -0.00961942+0.0160021j 
-0.0182564+0.00799372j -0.0150668+0.00798272j 0.0158846-0.0105141j -0.000247408+0.0702561j -0.0707473-0.0171535j 0.0138266-0.0430966j -0.0430001+0.0182862j 0.0481376-0.0219755j 0.0264847+0.0898205j 0.0804766+0.0496462j -0.0298671+0.0590682j -0.048269+0.0994822j 0.0628331+0.0183688j 0.0597704+0.100569j -0.00536641-0.0978781j 0.0427155+0.0129783j 0.0707376-0.0392691j -0.0361642+0.0300347j -0.0301537-0.0825973j 0.0913962-0.088746j -0.0096905+0.0823039j -0.186183-0.0205064j 0.0238502-0.0650722j 0.00455319+0.0167527j 0.00642026-0.118679j 0.0330359-0.139341j 0.00170756+0.0773698j 0.112554+0.0446131j -0.110999-0.106299j 0.0720586-0.0165882j 0.0174566+0.025517j -0.0531665-0.108039j -0.168013+0.00587909j -0.0281417+0.0150901j -0.0305738+0.0122185j -0.0543392+0.05789j 0.00671365-0.025447j -0.00953148-0.0538381j -0.00457935-0.0537507j 0.00374068+0.0141507j 0.0397335-0.0837388j 0.0191299+0.0693223j 0.115979-0.0316548j -0.0205632-0.020598j -0.0109028+0.119451j 0.0406941+0.0593924j 0.0756132-0.0368291j -0.0483789+0.0124917j -0.0468396-0.00535227j -0.0296907-0.0032551j 0.0420331-0.0332441j -0.0541805-0.00348628j 0.0121414-0.0584027j 0.00462857-0.000680467j -0.0234364+0.0223576j -0.0114092+0.0244946j 0.0193873-0.0273484j -0.0548031+0.0335467j 0.0370932-0.0287128j -0.0339707+0.0112329j -0.0298163-0.0306935j 0.00737051-0.0221734j -0.0327734-0.0115858j -0.00887352-0.0520292j -0.0441169+0.0376755j 0.0118261+0.0100688j -0.0272295-0.0270869j -0.0164563-0.0253321j 0.0154712+0.0154461j -0.0432718+0.012112j 0.00832316-0.0099513j -0.0113533-0.0112831j 
0.0512317+0.0120496j 0.0121975+0.0204116j 0.00550818-0.0256808j -0.00826042+0.00954909j -0.0229408+0.0146802j -0.00460886+0.0253341j 0.0125617+0.051847j 0.0390642-0.00499682j -0.111111+0.0378271j -0.0534223+0.0465417j 0.0803377-0.0011163j 0.0124374+0.0813864j -0.0202135+0.0396281j -0.0315155-0.0223006j -0.09407+0.0352523j 0.00107301+0.0178144j 0.0858427-0.00375918j -0.0335898+0.0322166j 0.00100492+0.115109j 0.0380842+0.00657538j -0.0955319+0.0430498j -0.0660611+0.184087j 0.0617877-0.0352843j 0.0234652+0.0373957j -0.094186+0.0498961j 0.0327651-0.150006j -0.0466745-0.0547867j -0.0142636+0.119655j 0.0637738-0.0701642j 0.0248087-0.0155398j -0.0325542+0.0448908j -0.015087-0.0843156j -0.0496603-0.00436261j -0.0636242-0.0612568j -0.0643012+0.057968j -0.0211878+0.0557966j -0.081534+0.0390254j -5.01146e-05-0.0759203j -0.025429-0.0133106j 0.0118409-0.0616583j 0.0308187-0.0415031j -0.0353085-0.0903612j 0.119736-0.0424935j -0.0100385+0.0208885j -0.0420995+0.0419231j 0.096268-0.0422812j 0.0426342+0.0670497j 0.105831-0.0367107j -0.0297082+0.0252301j 0.0430946+0.0290876j 0.000481028-0.0339884j 0.085167-0.0154621j -0.0124897+0.0334996j 0.0794616-0.0445533j -0.0291586-0.0593881j -0.0546786+0.0391381j -0.00300189+0.0356375j 0.074064+0.0272945j -0.00525887-0.00947654j 0.00886163-0.0197114j 0.0060214+0.0193422j 0.0202406-0.0325983j -0.043416+0.00855588j 0.00105745-0.0167673j -0.0142555-0.0188384j 0.00335873-0.0366366j -0.0563868+0.0592167j 0.0480253+0.016469j -0.0258356+0.00963873j 0.0265667+0.0034932j -0.00659112-0.0041548j 0.00859984+0.0156761j 
-0.0144713-0.0281732j 0.0219099-0.00861945j -0.0698899+0.0544977j -0.0519388-0.0536177j 0.0194989-0.000556544j -0.0316827+0.0383405j 0.0114538+0.0284815j -0.0108121-0.011336j -0.00796201-0.0233923j -0.0184004+0.0275858j -0.0824929-0.0322362j 0.0545639+0.0114141j 0.000957022+0.00301653j 0.00162098-0.00186472j 0.00253928+0.179305j -0.0926096+0.0476026j 0.0324155-0.00464308j 0.0673583+0.0390202j 0.0440619+0.127389j 0.0371804-0.0863285j 0.0935363-0.0184889j 0.151785+0.129621j -0.0956197-0.134315j -0.200471+0.0407261j 0.106259-0.0883145j -0.147337-0.0272884j 0.011115+0.0828393j -0.150112+0.0153847j -0.0362696-0.18882j -0.0169654+0.0692849j 0.0694998-0.0445241j 0.0140735+0.0175066j 0.101614-0.0280754j -0.122971+0.00916555j 0.0352753-0.037919j -0.00603107-0.0382734j 0.10343-0.0197072j 0.0492752-0.108952j -0.0235893-0.0216559j -0.0421183+0.047666j 0.0286435+0.00934046j -0.0547208+0.0165299j -0.0359218-0.0224093j 0.0222798-0.0536005j 0.0725524+0.0524936j -0.00932133+0.0292236j 0.0497004+0.057675j -0.00257654+0.0146903j 0.0256903+0.000768528j 0.0217918+0.0198105j -0.0117823-0.00457121j 0.0252781-0.00706827j -0.0254127+0.016608j -0.0323642-0.00507957j -0.0031967-0.0249858j 0.0388404+0.000232959j 0.0160577-0.00560963j 0.0303624-0.018006j 0.000495595-0.0108119j 0.0432715-0.00706234j -0.0234086-0.0193465j -0.0321067+0.0166798j -0.0259034-0.0318744j -0.0222797-0.0257723j -0.0146889-0.0156523j -0.029093+0.0193153j 0.016305+0.00219681j -0.010597-5.11244e-05j 0.0336788-0.00443853j 0.0233139-0.00213327j -0.0266103-0.0177342j -0.00152715-0.0131277j 
