-0.00647215+4.9062e-05j 0.0215282-0.00352821j 0.0220216-0.00371804j 0.0173229+0.00062676j -0.0180009+0.00343066j 0.033273-0.00399438j 0.0203785+0.00389237j -0.0228068+0.00400468j 0.00535447-0.00223807j 0.0171486-0.00528284j 0.03657+0.00614045j 0.0361764+0.000828323j -3.85962e-05+0.00663279j 0.0337575-0.00848884j -0.026203+0.00808707j -0.0102011-0.00580935j 0.0248355-0.000167852j 0.0258448+0.00150322j 0.0101919-0.00897049j -0.000833666+0.000920528j -0.0367934+0.00203044j 0.00150169+0.00768021j -0.033908+0.00767589j -0.0147112+0.00684402j 0.00398451-0.000308576j 0.0233605-0.00550675j 0.0137573-0.0088146j -0.010524-0.00621193j 0.0151507+0.00209761j -0.0238461+0.00761922j 0.00708158-0.000567749j 0.0148227+0.000599309j -0.0209854+0.00440996j 0.0057552+0.00383067j 0.00428772-0.00308729j 0.0143312-0.00314961j -0.0121845-0.00386899j 0.00589468+0.000762327j -0.0183251+0.00624815j -0.0139864-0.000675576j -0.00800993+0.000596652j -0.0158329+0.00879068j -0.00597148+0.00526878j -0.00174576-0.00312533j -0.00336911+0.00666719j 0.0123098-0.00507597j -0.00543776-0.00298468j 0.00142976-0.00782821j -0.000636076-0.00467267j 0.00781524-0.00474758j -0.0138996-0.00427186j 0.00539896+1.39431e-05j -0.0140523+0.00524953j -0.010261+0.000285351j -0.0245262-0.00239993j -0.0124505+0.0105105j -0.00961547+0.00532215j 0.00386388+0.00975547j -0.0227196-0.0085518j 0.00333988-0.00265571j -0.0357822-0.00655875j 0.0102037+0.00381174j -0.0246426+0.00238217j -0.0200742+0.0110419j -0.0202232+0.010443j 0.00941317+0.00414194j 0.0133813-0.000397349j -0.0511287+0.00810813j -0.0290319+0.00160221j 0.0402603-0.00766729j -0.00669914-0.00520842j 0.043166+0.00342875j 0.0344418+0.00336352j 0.00431936-0.0120071j 0.0283616-0.000254077j 0.0687259-0.0105711j -0.00107822-0.00377239j 0.0593038-0.00934701j 0.00554194+0.00575836j -0.0747723+0.0360056j 0.0277189-0.0266849j -0.0425326-0.00210679j 0.122895+0.027749j 0.102967-0.0176489j -0.129865+0.133176j -0.354214+0.00183309j 0.185219-0.0310026j 0.0734886-0.0529538j 0.0546823+0.0535703j 0.112672-0.0217193j 0.0321206-0.011548j -0.0179196-0.025679j 0.0507674-0.0225154j -0.0347806-0.00781559j -0.000448622-0.0184811j -0.0189857-0.00679716j 0.108536-0.00323511j 0.437993-0.00271836j 
-0.00372938+0.00703922j -0.00660966+0.00774438j 0.00875027-0.000936115j -0.00328319+0.00186189j -0.00881982-0.00693007j -0.021121+0.00952128j 0.0215415-0.0039116j 0.00562957+0.000145976j 0.0225+0.00239346j 0.00633675-0.00312367j 0.000672983-0.00175016j 0.0248867+0.00373096j -0.00138779+0.00130831j -0.0186372-0.0105661j 0.00613322+0.0160922j -0.039248+0.0140472j -0.0167863+0.000686962j -0.00824019-0.016522j 0.0488811-0.0241989j 0.0148946-0.00966312j 0.0302603-0.0202476j 0.00756151-0.0135524j 0.0732218-0.0267592j -0.0236309+0.00477881j -0.00202037+0.0267399j 0.0094113+0.0093941j 0.00439682+0.0014471j 0.00184612-0.00249844j -0.0260388+0.000315612j 0.0454618-0.00871369j 0.0183291-0.0229035j 0.0406581-0.0138489j -0.0234405-0.00134232j -0.0340907-0.0310253j 0.0336488+0.010317j -0.0311594-0.023634j 0.0157625+0.00871336j -0.0270045+0.0309232j 0.02297+0.0354344j 0.00484604+0.00406383j -0.00277525+0.00484241j -0.00791588-0.00261486j 0.0025295+0.0284438j 0.0413393+0.0206959j 0.0458752-0.0222691j -0.0446222-0.0676691j -0.00381271+0.0127637j 0.052855-0.00172492j -0.103989+0.0273663j -0.136689+0.0784177j 0.0889094+0.0151065j 0.0151633-0.0211984j -0.0418271-0.0682551j -0.00879436-0.0720413j -0.112332+0.0250181j -0.0423656+0.150438j -0.0246436-0.0472414j -0.0624776+0.0533343j -0.0967538-0.00747401j 0.0311902-0.00379568j -0.0146491-0.0214803j 0.032607+0.0197367j 0.0245787-0.00990981j -0.0472556-0.0110162j -0.0115672-0.0748041j -0.127518-0.0359511j 0.0946354+0.0688447j -0.0485537-0.0402062j 0.0480576-0.00473007j 0.025568+0.00783031j -0.0420767+0.0718643j 0.0144946-0.0390703j 0.0216173+0.0653614j -0.0174829+0.0251577j 0.00509091-0.0117173j 0.0726443-0.025809j -0.072811-0.0264366j 0.038787+0.0758675j -0.0114765-0.0629934j -0.00174788-0.00857384j 0.027364-0.00609102j 0.045761-0.0362137j -0.0150664-0.00124836j -0.0051062-0.019762j -0.0236117-0.00107338j 0.0303393+0.0178293j -0.0353269+0.015484j -0.0600918+0.013545j 0.0297688+0.00334856j 0.0705648+0.00275697j -0.0690579-0.00545897j 0.0127055+0.0152527j 0.000974934+0.00247497j 0.0203413-0.0214015j 0.0297414+0.00687414j -0.00801218+0.00991435j -0.00104462-0.00845638j 0.000565819-0.00329673j 
-0.0141283+0.00112366j -0.015227-0.00348103j -0.0150899-0.0018701j 0.0130968-0.00288486j 0.0030144+0.00537541j 0.004896+0.0112819j 0.0254291-0.0052051j 0.0153233-0.000960772j 0.0203523-0.00773056j 0.00455255+0.0119291j 0.0116728-0.00490705j -0.00530403-0.00563482j 0.0119707+0.0112224j 0.0252707-0.0121242j 0.0259844+0.00431371j -0.0110049+0.00584703j -0.000728771+0.0111608j -0.0142004+0.00689217j -0.00597642-0.0226453j 0.0201684+0.00411361j -0.0379238-0.00475525j 0.0094725-0.00878985j -0.0230111-0.00179523j 0.00612419+0.0263872j -0.014196-0.0108019j -0.00440928-0.00858525j 0.040935-0.0172347j -0.0348633-0.0141989j -0.0134381-0.00254431j -0.0275281+0.00684658j -0.0344684+0.0348046j -0.0213225+0.00743775j -0.0148238+0.025495j -0.0119418+0.0100986j -0.0312595+0.0286001j -0.0236303-0.0121262j 0.0721575-0.0159136j -0.00830985+0.0245765j -0.0258971-0.0320314j -0.00985201-0.00912376j -0.024374+0.0265939j -0.0712831+0.0098034j 0.025184-0.0535823j 0.0546182-0.0253527j 0.0051113+0.0138684j -0.000679249+0.0170578j 0.0779851-0.114055j 0.0515214-0.0147542j 0.0162292-0.0488898j 0.0447322-0.0342837j -0.00462513+0.0358394j 0.0210664-0.0644799j 0.00511305+0.00605468j -0.0647983+0.0653659j -0.00105949-0.0393461j 0.0799149-0.0117983j -0.0304006+0.0689511j 0.0632928-0.175558j -0.0383393-0.0134062j -0.0400269+0.00993002j 0.0504318+0.0047466j -0.00652426+0.133095j -0.00538019-0.0100324j -0.0893829+0.085899j -0.025862+0.00497986j -0.0301036-0.00159984j 0.01288+0.05771j 0.0331159+0.0727875j 0.0147091-0.0609371j -0.0351305-0.050925j -0.00232749+0.0256862j -0.0165842-0.0109483j -0.0170044-0.0657065j 0.0247389+0.0601406j -0.00904624-0.013366j 0.00331888+0.00450599j 0.0422684-0.0166194j 0.00510531+0.0404979j -0.0996908+0.0166436j -0.0144582-0.0267181j -0.00154974-0.0242956j -0.0629435+0.0600063j 0.026101-0.0457353j -0.00878305+0.060255j 0.00428954+0.0180922j 0.0148946+0.00871144j -0.0197369-0.0303954j 0.0321323-0.00822649j 0.0354149-0.00641455j 0.0320772-0.00303678j -0.00668597+0.0166027j 0.0117285+0.0270692j -0.0527899-0.0090686j -0.0124002+0.000897136j 0.00822239+0.00249788j -0.00296951+0.000159986j 0.0213729-0.000228728j 0.00772068-0.00663026j 
-0.0103996+0.00331194j 0.00138072+0.00597235j -0.00952864+0.00180589j 0.0074181-0.0108624j 0.00520122+0.00640045j -0.00339852-0.00745511j -0.0027372-0.00798574j -0.0141475+0.00168985j -0.0467137-0.0140851j -0.0210656-0.00576449j 0.00687077-0.00751196j -0.00331306-0.00730107j 0.00535017-0.00270229j 0.0117843-0.0165332j -0.00634904-0.00835825j -0.0171218-0.0318533j -0.00138631-0.0157602j -0.00614782-0.0118094j 0.014728-0.00226281j -0.010429+0.012383j -0.00443021-0.00775541j -0.0432359-0.0141137j -0.0294236+0.0453118j -0.0121258+0.0131131j -0.0340647+0.0214998j 0.00700964-0.0142546j -0.00727639+0.00735974j -0.0175519-0.0413066j 0.0013598-0.0104585j -0.0235335+0.0238916j 0.0205975-0.00815971j -0.0226849-0.0116417j 0.0244624+0.00967676j 0.0263638+0.00342696j 0.0312431-0.00806591j 0.0215858+0.00219154j -0.0184967-0.00463322j -0.0145096-0.00817294j -0.0804799+0.047051j -0.0182617+0.0189012j 0.00424891-0.0106218j -0.0134903-0.0341483j 0.01264-0.045682j -0.0723477-0.00900875j 0.0113114+0.00189409j 0.0500125-0.0716264j -0.0800647-0.0313816j -0.0201918+0.0321669j 0.0533152-0.0382807j 0.0388901-0.0560491j -0.0175329+0.123962j -0.102448-0.0178991j 0.010978+0.0691535j 0.0831496+0.0903529j 0.0282348+0.0233428j 0.0127234+0.0262959j -0.0385991-0.0642336j 0.0449835+0.0896916j 0.0263756+0.0342799j 0.00809872+0.0950414j -0.0113281-0.124992j 0.0165019+0.0627678j -0.00834994-0.0571785j 0.0350101-0.068845j 0.0253678-0.0554124j 0.0113835-0.0692641j -0.0845764+0.0742394j 0.0337503-0.0625014j 0.00523534+0.0376497j -0.0110461-0.0471415j -0.00718934-0.106211j -0.0146014-0.022803j -0.00641947-0.048752j 0.0198725+0.036636j 0.032157-0.00870095j -0.0459914-0.0406766j 0.0112713+0.0671161j 0.0391347+0.0281587j 0.00384275-0.0228779j -0.0402913-0.0635424j -0.000983388-0.066837j 0.0167995-0.025224j -0.00801635-0.00977669j 0.0444444+0.00674292j -0.013198+0.00731421j -0.0262386+0.0180972j -0.0456058-0.0141387j -0.0528499-0.0264776j -0.0134161-0.00462051j -0.0126219+0.0171301j -0.0136719-0.00419543j -0.00245338+0.00149837j -0.00175827+0.0116344j 0.00100733+0.010314j -0.0221293+0.000891329j 0.022933+0.00373134j 0.0165729-0.00167841j -0.000983266-0.00352024j 
0.00284922+0.00362412j -0.011158-0.00263362j -0.00561223+0.00796135j 0.0133693-0.00369546j 0.00353195-0.00169878j -0.00453033-0.0165211j 0.0169425+0.000627734j 0.00104558-0.00629259j 0.00752611+0.00367554j 0.0249236-0.0048083j -0.0156948+0.0117289j 0.0225105-0.0091284j -0.00782808+0.00262278j -0.00839519-0.0128141j -0.0298714+0.000112485j 0.0132285+0.00665688j 0.00712855-0.00121937j 0.00216607+0.0227531j 0.0301727-0.0010254j -0.011869+0.00332124j 0.0149729-0.00588146j -0.0063461+0.0114934j 0.0252173+0.00732661j 0.00641157-0.0323163j 0.00633278+0.0274323j -0.00740358-8.29978e-05j 0.0276319+0.0171311j 0.0443231-0.0373837j -0.00944572-0.0127183j 0.000439209-0.0162798j -0.00632849-0.00152202j 0.00523331-0.0348622j 0.0177024+0.00229411j -0.00967275+0.0559918j 0.0272217-0.0326797j -0.0137397+0.0435247j -0.00657022-0.00720433j -0.0050511-0.0363895j -0.0522991+0.0128558j 0.00318498+0.0437401j 0.0030324-0.000773701j 0.0141631+0.038856j 0.00897466+0.0222542j 0.0124781-0.0139228j 0.0175874-0.0864766j 0.00841413-0.0072236j 0.0448612+0.0789158j -0.0171118-0.0522886j -0.016857+0.0355155j 0.0833114-0.0662367j -0.0119817+0.0138141j 0.0424857-0.0383161j -0.0361793+0.0344253j 0.00544348-0.0186361j 0.0164389+0.0639148j 0.026799-0.0475033j -0.0672386+0.0220179j 0.0452133-0.0678537j -0.0308244-0.0613469j -0.0129425-0.0789389j -0.00942058+0.0299795j -0.0333561-0.0172963j -0.0104544-0.0297554j 0.00822459+0.0707733j 0.0225941+0.0486749j 0.0174311-0.0407559j 0.00717867+0.0189417j 0.023905+0.055627j -0.0115776-0.0403611j 0.0150789+0.112321j -0.0118865+0.0527082j -0.0524272+0.00792622j -0.015182+0.0533565j 0.00178552-0.0393737j 0.00243991+0.018606j -0.00956679-0.000133965j 0.019643-0.0212377j -0.00536856-0.0164955j -0.00811618-0.0548366j 0.0507083-0.0501296j 0.0115013+0.0442654j -0.0148903+0.0163421j 0.00758089+0.0283044j -0.0663729+0.0178419j -0.0329556+0.0138095j -0.0330718+0.0250533j 0.0165845-0.0229375j -0.0379262+0.0194354j 0.0335595+0.00461195j -0.0449812-0.0110187j -0.0116082-0.00760811j 0.0498802+0.0138867j 0.018051+0.020887j 0.0153997+0.00351393j -0.0074492-0.00353934j -0.0105247-0.00619129j 0.019858-0.00243134j -0.00536448-0.00439798j 
0.000524684-0.000553785j 0.00633259-0.000552213j 0.00132553-0.00271599j 0.0116021+0.0130141j -0.00933323-0.00439414j -0.00486764+0.00186993j -0.000739268+0.013353j -0.0119684+0.00836527j 0.00119916+0.010724j 0.0179567+0.0162296j 0.012887+0.00906244j -0.0158113+0.00574756j 0.00323149-0.0123904j -0.00578571+0.00873192j -0.0036475-0.0110626j 0.0195634+0.00647007j -0.0209054+0.0012616j 0.0166572-0.00624737j -0.0269655+0.00623746j 0.00398188+0.0074312j -0.00955913+0.00197102j -0.017096-0.00148022j 0.0106154+0.00362434j 0.00732258+0.00749356j 0.0234598-0.0117482j -0.00219919-0.0101601j -0.0208269+0.00427647j -0.00968744+0.0450031j -0.00785982+0.00112069j 0.0258169+0.00499635j -0.00165407+0.00850896j -0.0142037-0.00548625j 0.00220688+0.0272408j 0.0163468-0.0034449j -0.0103888+0.00567763j 0.00460522-0.00371376j -0.00838336+0.0424491j 0.00750674+0.00876178j 0.0500419+0.0228746j 0.0233055+0.0518194j -0.00413667+0.0111659j 8.27614e-05-0.0237619j -0.0338168+0.00739713j -0.00656706-0.0249207j -0.0182842+0.0639156j -0.0220239+0.0225808j 0.016883+0.0237147j 0.0259359+0.0472095j -0.0792726-0.0166775j -0.0483037+0.0390371j 0.0362439-0.0899482j -0.0116955+0.0621874j -0.00335198+0.0365666j -0.00996358+0.0512131j 0.0520848+0.0182839j -0.0674581-0.0971715j 0.0432668+0.0174162j -0.0566315+0.0089962j -0.0449583-0.034043j -0.00935028-0.058393j -0.0557956+0.0797693j 0.0131-0.0833734j 0.0285628-0.111642j 0.0186191+0.0527886j -0.00169037+0.0741938j 0.0302953+0.0993813j 0.00204215-0.0700678j -0.0324464+0.0476373j -0.0344605-0.0411517j 0.00195173+0.0233137j -0.00128298-0.0168462j 0.017034+0.0770968j 0.00524829-0.0121239j 0.0183352+0.00538433j -0.0185118+0.00964805j 0.0187875+0.0305318j -0.00668366+0.0137636j 0.0427647-0.0438733j -0.0111663+0.0437165j -0.030886+0.0172153j 0.00959093+0.026366j -0.0110986+0.00859052j -0.0242279-0.0133719j -0.0175832+0.0360932j 0.00436334+0.00351131j 0.00492894-0.0106393j -0.0342413+0.0164801j -0.00967584-0.00527391j 0.00289338+0.0377549j -0.015261-0.0265615j 0.0219815-0.00107346j 0.0234275-0.00634287j 0.0296729+0.00240328j -0.0478081-0.00395001j -0.000151481+0.00721976j -0.00339858-0.00123746j -0.0050597+0.000582342j 0.0249543+0.00335965j 
0.00791248+0.00109991j 0.00623318-0.00041667j 0.00714704-0.00520347j -0.00226878+0.00460941j -0.0199184+0.000328046j -0.000626191+0.0126419j -0.0311535+0.0056269j 0.00317773+0.00397488j -0.00301112+0.0135792j 0.0083899+0.00822882j -0.025416-0.00705522j -0.000808111+0.00730862j -0.0112213-0.00117987j -0.0132472-0.00510622j 0.0160996-0.00416647j -0.0108932-0.000907273j 0.0054903-0.000194092j -0.0124432+0.0097987j -0.0163702+0.0189748j 0.0034155+0.0217583j -0.0034827+0.00389173j 0.0271377-0.00929056j 0.0146719+0.0255037j -0.028657+0.0117893j -0.016101+0.0153291j 0.0100808-0.000839618j 0.0109357+0.00525094j 0.00263425+0.0579833j 0.0291354+0.00525121j -0.0186842+0.0182251j -0.00618575+0.0105236j -0.00500726+0.041377j 0.00541198+0.0121607j 0.00184246-0.0186582j -0.0284852+0.01579j 0.0132182-0.00995267j -0.00838274+0.00577782j -0.00877667-0.00837918j 0.0310566+0.00200167j -0.0106399+0.0473089j -0.000703424+0.0180913j -0.0945744+0.0420075j -0.00123786-0.00577048j -0.0717073+0.00868211j 0.0416449-0.0367764j 0.0300565-0.020857j 0.0214735-0.0578044j -0.0249635-0.0446521j -0.0821188+0.0095822j 0.0222849-0.0201703j 0.0220158-0.0136248j 0.0361107-0.025859j 0.06875-0.0706457j 0.0397586+0.0463478j 0.0786502-0.0148648j -0.0207154-0.0454962j -0.00186241-0.176793j 0.0674311-0.045574j -0.00459857+0.0429705j -0.00185071-0.0431213j -0.0132963-0.0167626j -0.0297333-0.104479j -0.0291561-0.0608484j -0.0121775+0.00597743j 0.0218211+0.0501421j -0.00425758+0.0646053j -0.0234254-0.0154096j -0.0112914+0.00113971j 0.0121079-0.0433806j -0.048643-0.0713761j -0.00224671-0.0161245j -0.0194702+0.0824016j -0.0261891-0.0468294j -0.0127061-0.0224039j -0.0349369+0.0489517j 0.044672-0.0251599j -0.0194024+0.0162091j -0.0422914+0.00741371j -0.00218659+0.0404741j -0.0208315+0.0402425j 0.017303-0.0101665j -0.00930121+0.0375914j 0.0184398-0.00563413j 0.0358202-0.0216787j -0.0211498-0.0398622j 0.0171068+0.000939094j 0.0185654+0.0267299j -0.0722687-0.0241268j 0.00663202+0.0204568j -0.00567411-0.00938223j 0.0182927+0.0241311j -0.0141445+0.00733419j -0.00366094-0.0130713j -0.0139413+0.00268161j 0.0230658+0.00142259j 0.0202677-0.00567616j 0.00484564-0.00271165j -0.00520538+0.0051344j 
-0.00120891+0.00290779j 0.00573614-0.00146804j -0.00158993-0.00410414j -0.00453415-0.000483678j 0.0120572-0.000128424j 0.0174204+0.00219408j -0.0053115+0.00403014j -0.0023315+0.0035321j -0.000161117+0.0134408j -0.0192507+0.00634837j -0.0127624+5.53441e-05j 0.000537377-0.00411512j 0.00543426-0.00444983j -0.00496525-0.000657752j 0.0173968+0.00863614j 0.00783437-0.00386462j 0.0180567+0.00161503j 0.0108259-0.000230862j -0.010604-0.0111049j -0.00617206+0.0136895j -0.0190732-0.0218068j -0.0296773+0.0116652j -0.0220815+0.00354485j 0.0129839-0.0161441j -0.00460605+0.0216532j -0.00445144-0.000746756j -0.0119748+0.0163404j -0.034174-0.0313704j 0.00651729-0.00327241j 0.0340719-0.0132618j 0.0128266-0.00971465j 0.0282352-0.00815359j 0.0183047-0.00760855j 0.0414055+0.00334956j -0.00821237-0.0198022j 0.0157092-0.00182749j 0.00797742+0.0182697j 0.00522609+0.0255685j 0.00140385-0.00881121j -0.0171338-0.00360857j -0.0183376+0.0173991j 0.011257-0.00802111j 0.0412117-0.0257204j 0.0473483+0.0190192j -0.00472422-0.00974569j 0.0131185+0.0138397j 0.0810739+0.0332332j -0.0920762-0.046241j -0.0311944-0.0185576j 0.0528302+0.0181466j 0.125189+0.0329707j -0.0244325+0.00490188j 0.00676637-0.00560954j -0.0994697-0.0797738j 0.128879-0.0296325j 0.0439505+0.0534393j -0.125173-0.0235156j 0.0314853-0.00499196j 0.0111095+0.0446667j -0.00459625-0.117398j -0.0712984+0.0717083j -0.00355432+0.0694515j 0.0484228-0.0537514j -0.0491232-0.0984014j -0.0235331+0.120032j 0.00799052-0.0688453j 0.031998+0.0733723j -0.0158318+0.129717j -0.0242102-0.0513331j -0.050783+0.0261629j -0.0267007+0.106431j -0.00589742+0.0385244j 0.0104569+0.0584811j -0.0392894-0.0152889j -0.0397819-0.00500555j -0.0042338+0.0133249j 0.00734105+0.00350282j 0.0186809+0.00928756j 0.00699117-0.0160212j -0.0420981+0.0209457j -0.000458636+0.0107101j -0.0164864+0.0154661j 0.0445049+0.0131076j -0.0408826+0.0140028j -0.0153717-0.0110758j 0.0127639-0.00356989j -0.0250127-0.0295056j -0.00836352+0.028684j -0.0043933+0.031003j 0.0604836+0.0175333j 0.00673447+0.0011347j 0.0257196+0.0107081j -0.0367717-0.00108388j -0.00931812-0.000301435j 0.00822184+0.00445435j 0.00584304-0.00179455j -0.00538459+0.00257977j -0.00681793+0.00132561j 
-0.0062397+0.00164217j -0.00825693-0.00403597j 0.00313031-0.000459797j 0.00652527-0.000691295j -0.0126551+0.00181811j -0.0154519-0.00112505j 0.00443601-0.00196531j -0.00321748+0.00336978j 0.00379473-0.0127532j 0.000139526+0.00753442j 0.00109801+0.00163463j 0.0130131+0.00659782j -0.00378516+0.00784533j 0.0203388-0.0104222j -0.00239061+0.00627291j 0.00572765-0.0165814j 0.0209195-0.00864627j -0.0159904+0.0137379j 0.0105422+0.00709495j -0.00516813+0.0112134j 0.0230762-0.00612318j 0.0376514-0.0151411j 0.013278+0.0132289j 0.0297787-0.00233901j -0.00442598+0.0205365j -0.00640047-0.00886242j 0.0124034-0.00987999j 0.0279667-0.0297589j 0.00532726+0.0102316j -0.00406701+0.0119725j -0.0323873+0.0138632j -0.00845391+0.029811j -0.000123792+0.00207249j -0.0195639+0.00827864j -0.00369115+0.0364487j -0.0298188-0.00859612j -0.0010145+0.0198649j 0.00760397-0.0293254j -0.00561961-0.0392008j -0.00401713+0.0113777j 0.0143522-0.0155788j -0.0395164+0.0148489j -0.0708783-0.0787958j 0.0244482+0.0209835j 0.0605594+0.0215567j -0.0270889+0.00214789j 0.0458645-0.00478901j 0.0548468-0.0580557j -0.0352724-0.0889715j 0.0852663-0.0328376j -0.0501555+0.015835j 0.116796-0.0849071j 0.0501789-0.0125018j 0.00438517+0.0608785j -0.0671567+0.146186j -0.0181885-0.0187925j 0.068542+0.106738j 0.0793578+0.124831j 0.0421721+0.151164j 0.0619755-0.00807721j -0.0165446-0.0711283j 0.00841063+0.0298977j -0.00703538+0.027324j -0.0608496-0.0917264j -0.0352097+0.0195625j 0.00425416+0.0570538j 0.0334242-0.0171987j -0.014704+0.0312389j 0.0110794-0.00400652j 0.00715712-0.0369223j -0.0168276-0.0107871j -0.0290238+0.00149759j -0.0850213-0.0502992j 0.0442538+0.0307273j -0.0461185-0.0332338j -0.00822511+0.0158375j -0.00769616+0.0105044j -0.0437141-0.00390649j -0.0214761+0.0543363j 0.0698369-0.0088407j -0.0284922-0.0263009j -0.0224452-0.0412991j 0.00768937-0.0240304j 0.0365534+0.0540552j 0.0148671+0.00542842j -0.011088+0.00719928j 0.0260281-0.0116675j -0.030434-0.00235883j -0.0443295-0.000608499j 0.0208274-0.00323467j 0.013825-0.00561904j 0.00518773+0.00412717j -0.00435184-0.00586891j -0.00480142+0.00378703j 0.00178018+0.00914007j -0.0236495+0.00231106j 0.000343599+0.005573j 0.00104882-0.00360337j 
0.000441089+0.00509209j 0.000166552+0.000822374j 0.00244395-0.00461954j 0.000859337-0.00187575j -0.00515379+0.00149277j -0.00785871+0.00456859j -0.00360092+0.00101912j -0.0172887+0.00127832j -0.00594434+0.00674643j -0.0152027+0.0168315j 0.00283999-0.0116752j 0.0115659-0.00656299j 0.00481081-0.0108018j 0.0178688-0.0167898j -0.00632189-0.0055419j 0.00378271+0.00475758j -0.00827193+0.00954923j -0.0052661-0.00178333j 0.0143685-0.0205066j -0.00438972+0.00798463j -0.00342672-0.0141888j -0.0104084+0.029121j -0.0224536+0.0359589j -0.0122+0.0200543j -0.0298398+0.0255959j 0.00364316-0.0159156j 0.0052724+0.0200739j 0.0108086-0.00492967j 0.0106661-0.00260904j -0.0290323+0.010183j -0.00965642+0.0279907j -0.0537873+0.030263j 0.0272704-0.00738144j -0.0212309+0.0132194j 0.0130514-0.00890872j -0.0321389+0.0281357j 0.0117279+0.00565183j 0.017925+0.0209931j -0.0417903+0.0176119j 0.0331639+0.00127746j -0.00970195-0.0338806j 0.050072-0.00945941j 0.0565547-0.0857797j 0.0571895-0.029929j -0.0520628+0.0128395j -0.0448414+0.0117343j -0.050437+0.0836788j 0.0230636-0.0537813j 0.0291886-0.0468891j -0.0346262+0.0751201j -0.0919133+0.108043j -0.137137+0.194435j -0.0035891+0.0107263j -0.0227932+0.026887j -0.0218832+0.039809j 0.0274066-0.042113j -0.0518815+0.0306883j 0.00942316-0.0538329j 0.000230652-0.0463646j -0.0173995+0.0403674j -0.00691776+0.0239419j -0.00166144-0.0328785j 0.0454051-0.0934044j 0.0118572+0.0384594j 0.0232726+0.000747218j -0.00922352+0.0683789j 0.00383681-0.010003j 0.027802+0.0349234j 0.0312801-0.0723522j 0.0039439-0.0348155j -0.00790189+0.0122596j 0.0023466+0.0540112j -0.0299255+0.0037624j 0.0168678+0.0216772j 0.0302743+0.00329872j -0.0625157+0.00961493j 0.0313215-0.00124488j 0.0576782-0.0262154j 0.0169151+0.0187026j 0.00865524+0.0107668j 0.064044-0.00306161j -0.0268613+0.0269101j 0.00312676-0.0139414j -0.00911146+0.0324554j 0.0214816-0.00360599j -0.0162714+0.00964419j -0.000320384+0.0156767j -0.0129413-0.00322356j -0.0246979+0.017407j 0.00636014-0.00399416j 0.01284+0.0175576j 0.0127799+0.0108022j 0.00352609-0.00543366j -0.000577243-0.00532248j 0.0141687+0.00626653j -0.0012838-0.000514723j 0.00125347+0.000598413j -0.00981214-0.00128963j 
-0.00546709+0.00442462j -0.0037517-0.00211065j -0.00214213-0.00475689j 0.006685+0.0051329j -0.00262822-0.00486281j -0.00137048-0.00263038j 0.00887322+0.00596608j -0.00821445+0.00657447j 0.00530999+0.0090786j 0.00777149+0.0107731j 0.00883227+0.000209297j 0.00379668+0.003917j -0.00552639-0.00448113j 0.0127755-0.00161755j 0.013737+0.00123805j -0.00437957+0.00138773j 0.0133366-0.00855634j 0.00143059-0.00571286j -0.000507765+0.000866584j 0.0047112-0.00276891j -0.011774-0.00291424j 0.00971693+0.00438228j 0.0106985+0.016088j 0.00740922+0.0114041j -0.00473517+0.0114371j 0.0129139-0.00375894j -0.00723689+0.00879822j -0.0248124+0.0140298j -0.0123512-0.00102741j 0.0201306+0.00214732j 0.000458039-0.00584982j 0.0191182-0.0155418j -0.000956693+0.00980676j 0.0180901-0.00102362j 0.0121372-0.0216839j -0.0130953-0.00577898j 0.00913138+0.0555569j -0.00220242+0.0186352j 0.0168327-0.0115527j -0.014067+0.0124482j 0.0128723-0.000889958j 0.00247894-0.0373497j -0.032737-0.0130635j 0.0827426+0.0205861j 0.0423864-0.0109171j -0.0497956+0.0364412j -0.0153177-0.0555628j -0.00596478-0.0375878j -0.0260184-0.0395772j -0.000909027-0.013154j 0.0636167-0.0162867j -0.00197804-0.04277j 0.071851+0.0107282j -0.0336607+0.000521698j -0.0204902+0.151534j -0.0739808+0.0265337j -0.0482674-0.0203264j -0.0603136-0.040529j -0.0142589-0.018345j 0.0423827-0.0251373j -0.00445956+0.0260877j 0.0220393+0.0152621j 0.0589393-0.0345772j -0.0459708+0.111199j -0.0303488+0.0152746j -0.0192823+0.0305873j -0.0106776-0.0568266j -0.00180192+0.00503702j 0.0146165-0.0482965j 0.0322608+0.0520964j -0.0501929+0.0297502j 0.0594381+0.0720792j -0.00437696-0.000529011j 0.0390739+0.0184566j -0.0234404-0.0151058j 0.0478501+0.0170686j -0.00288882+0.0265455j -0.0112938-0.0396047j 0.0175404+0.0562706j -0.0190899-0.0208234j 0.00109176+0.0067972j 0.0380443-0.0193616j -0.000217751-0.035771j -0.00217449+0.0324104j 0.00856825+0.00786386j -0.0033907-0.00517512j -0.0206119-0.000608838j 0.0209378+0.0302727j -0.00770177+0.0259098j -0.0362243-0.0150628j 0.014032-0.00157717j -0.0171854-0.00314104j -0.00112558+0.0062648j 0.00909638+0.00345822j 0.0117547+0.0163096j -0.0253109-0.00166607j 0.0102444+0.00129473j -0.00132044+0.00206801j 
