-0.00647215+4.9062e-05j 0.0215282-0.00352821j 0.0220216-0.00371804j 0.0173229+0.00062676j -0.0180009+0.00343066j 0.033273-0.00399438j 0.0203785+0.00389237j -0.0228068+0.00400468j 0.00535447-0.00223807j 0.0171486-0.00528284j 0.03657+0.00614045j 0.0361764+0.000828323j -3.85962e-05+0.00663279j 0.0337575-0.00848884j -0.026203+0.00808707j -0.0102011-0.00580935j 0.0248355-0.000167852j 0.0258448+0.00150322j 0.0101919-0.00897049j -0.000833666+0.000920528j -0.0367934+0.00203044j 0.00150169+0.00768021j -0.033908+0.00767589j -0.0147112+0.00684402j 0.00398451-0.000308576j 0.0233605-0.00550675j 0.0137573-0.0088146j -0.010524-0.00621193j 0.0151507+0.00209761j -0.0238461+0.00761922j 0.00708158-0.000567749j 0.0148227+0.000599309j -0.0209854+0.00440996j 0.0057552+0.00383067j 0.00428772-0.00308729j 0.0143312-0.00314961j -0.0121845-0.00386899j 0.00589468+0.000762327j -0.0183251+0.00624815j -0.0139864-0.000675576j -0.00800993+0.000596652j -0.0158329+0.00879068j -0.00597148+0.00526878j -0.00174576-0.00312533j -0.00336911+0.00666719j 0.0123098-0.00507597j -0.00543776-0.00298468j 0.00142976-0.00782821j -0.000636076-0.00467267j 0.00781524-0.00474758j -0.0138996-0.00427186j 0.00539896+1.39431e-05j -0.0140523+0.00524953j -0.010261+0.000285351j -0.0245262-0.00239993j -0.0124505+0.0105105j -0.00961547+0.00532215j 0.00386388+0.00975547j -0.0227196-0.0085518j 0.00333988-0.00265571j -0.0357822-0.00655875j 0.0102037+0.00381174j -0.0246426+0.00238217j -0.0200742+0.0110419j -0.0202232+0.010443j 0.00941317+0.00414194j 0.0133813-0.000397349j -0.0511287+0.00810813j -0.0290319+0.00160221j 0.0402603-0.00766729j -0.00669914-0.00520842j 0.043166+0.00342875j 0.0344418+0.00336352j 0.00431936-0.0120071j 0.0283616-0.000254077j 0.0687259-0.0105711j -0.00107822-0.00377239j 0.0593038-0.00934701j 0.00554194+0.00575836j -0.0747723+0.0360056j 0.0277189-0.0266849j -0.0425326-0.00210679j 0.122895+0.027749j 0.102967-0.0176489j -0.129865+0.133176j -0.354214+0.00183309j 0.185219-0.0310026j 0.0734886-0.0529538j 0.0546823+0.0535703j 0.112672-0.0217193j 0.0321206-0.011548j -0.0179196-0.025679j 0.0507674-0.0225154j -0.0347806-0.00781559j -0.000448622-0.0184811j -0.0189857-0.00679716j 0.108536-0.00323511j 0.437993-0.00271836j 
-0.0101166+0.00187651j -0.000308092-0.00275333j -0.0157071-0.00216126j 0.00195602-0.00116667j 0.011853+0.00431867j 0.0143821-0.00364229j -0.000767935+0.0107756j -0.0104261+0.00509465j -0.00384613+0.00392535j -0.024754+0.00293384j 0.0132848+0.000721666j -0.0366724-0.00517577j 0.0265052+0.0200158j 0.013786+0.0112992j 0.0348415-0.00258432j 0.0169989-0.00395952j 0.0212935-0.0247523j 0.0182602+0.00369721j -0.0278138+0.00405866j 0.0117278+0.0142497j -0.0129612+0.00174464j 0.0131302+0.0233512j 0.0210743+0.0147381j 0.017513+7.70385e-05j 0.0141614-0.0106281j -0.0317019-0.00424071j 0.0232097+0.0330653j -0.00496357+0.0484743j -0.0244782-0.0146152j -0.0162773-0.0569862j -0.00523496-0.0247728j -0.0191447-0.0453641j -0.0177234-0.0165967j 0.013629-0.0216278j -0.0541999+0.0242482j 0.0420607+0.012829j -0.00921763+0.041772j -0.040678-0.0778867j 0.0305507+0.0362341j 0.0256992-0.0292919j -0.0773142+0.0399486j -0.0166347+0.0244956j -0.00780882+0.0239028j -0.0280179+0.085098j 0.000650828+0.129837j 0.0443727-0.0257589j 0.0013613+0.117966j -0.0303121-0.0741145j -0.00394106-0.0288218j 0.00667971+0.108777j 0.0111052-0.0414193j 0.0374408+0.0865398j -0.0279434+0.148761j -0.00585694-0.0202321j 0.00289577-0.0320549j -0.0128644+0.000169487j 0.0291532+0.0189347j 0.0031537+0.0341942j -0.00941247-0.0614821j -0.0164856+0.00679107j -0.0483192+0.0405083j -0.0351798-0.09727j -0.00527583-0.00845527j 0.0125649-0.0455889j 0.00312326-0.0489047j 0.0166212+0.00546302j -0.0132667+0.065061j -0.00733115+0.0121801j -0.0317779-0.018454j -0.0162748+0.0186963j -0.00461532+0.00638768j 0.0166287+0.00535537j -0.0102743-0.0352998j -0.0116163-0.0237683j -0.0214092+0.00305709j -0.00820984-0.0126692j -0.000543557+0.017595j -0.0254172-0.0052527j -0.00486897-0.00520099j 0.00344577-0.0139107j 0.00338714+0.0160897j -0.0113084-0.00528769j 0.00369113+0.00256948j 0.00860164+0.00369899j -0.00743128+0.0229972j -0.00585483-0.00222097j 0.0127894+0.00113479j 0.00308376+0.0053985j -0.0103437+0.0122583j -0.0108855+0.0094215j 0.015734-0.00663018j 0.0150547+0.00736084j -0.00133965+0.00267616j -0.00425602+0.00957759j -0.000876935+0.000297758j -0.00530271-0.00310123j 0.00799979+0.00399372j 0.00681906+0.000424763j 
-0.0036369+0.00130776j 0.0130455-0.00229464j -0.00605777-0.00979644j 0.00626983+0.00393514j -0.0269516+0.00685643j 0.000108914+0.00929484j 0.0016696+0.00615898j 0.0144474+0.0128915j 0.00240571+0.0155618j -5.45906e-05+0.0238013j 0.0132517-0.00580767j -0.0167381+0.00167354j 0.00196593+0.0090339j 0.0095442-0.0031572j -0.0142281+0.0175343j 0.00750518+0.0137401j 0.0117917+0.0050972j -0.0108041+0.000870243j -0.0307317-0.000700607j 0.00658995+0.0170554j 0.00438354-0.0406265j -0.0163303-0.00820661j -0.00254543-0.0128602j 0.016888+0.0195704j 0.0154766+0.0120748j -0.0259347+0.0128197j 0.0167253+0.00202213j -0.0161197+0.0488019j -0.0225925+0.0275349j 0.0123491-0.00356678j 0.0118948-0.0175591j -0.0270822+0.0350219j 0.0280327-0.0145526j 0.01099-0.119304j 0.0523595-0.0161992j 0.0328629-0.0260346j -0.0109851-0.0258895j 0.0217463+0.0102779j -0.0483041+0.186086j 0.0999031-0.136915j -0.0618971+0.0513933j 0.00985642-0.0601948j -0.0681056-0.0182556j -0.0404284-0.109837j -0.0164642-0.0531914j 0.0316157+0.020233j 0.0478721-0.132288j -0.0321735-0.0352685j 0.0150585-0.109044j 0.0491873-0.0565559j 0.0182001+0.00336396j 0.0201643-0.0684586j -0.0920127+0.0100122j 0.0361569-0.0468881j -0.0394302+0.127188j 0.00913048-0.0161304j 0.015333-0.00518209j -0.00316815-0.0921347j -0.0214749+0.0893366j -0.0217947-0.00555049j -0.0103219-0.022505j -0.0232864+0.0292598j -0.0115223-0.0191416j 0.0486075+0.0376871j 0.0121241+0.00516133j 0.019015-0.0481833j -0.0131615+0.0193264j 0.0230185+0.0144022j -0.00191602+0.0187669j 0.00576336-0.0293129j 0.0194986+0.0629201j -0.0380088-0.0181906j 0.0220272+0.00930432j 0.0124709-0.0257645j 0.0066085+0.0146119j -0.0327734+0.0144346j 0.0103704-0.00280997j -0.0205228-0.00202089j 0.0108107+0.0296067j 0.0123136-0.0111188j 0.0048074+0.000269559j 0.00825012+0.0238544j -0.0253591+0.0133821j -0.00788344-0.0117645j -0.00506644+0.00342054j -0.0292308-0.00168963j 0.00711505-0.00347286j 0.00626787-0.000485238j 0.0120133+0.00929421j -0.0226848+0.00330575j 0.0113443+0.00226796j 0.0209509+0.00703766j -0.00650165-0.0105067j -0.013743-0.0038627j 0.0123549+0.00011165j -0.00462033-0.00371835j 0.00140443+0.00434012j 0.00650244+0.00273929j 
0.00133566-0.00376962j -0.00980421+0.00449534j -0.00900912-0.00390533j -0.00656672-0.00139938j -0.00426473+0.00399975j 0.00974008-0.00800956j 0.0287182+0.000468101j 0.00885632-0.00240236j 0.0421871+0.000328778j -0.00993533-0.00636308j 0.0241362-0.00998532j 0.0101534-0.00526018j -0.00128703+0.0032194j -0.013884-0.0249402j 0.00804232+0.0128063j -0.002467+0.00933199j -0.0135368-0.00787697j -0.00509443-0.0128482j 0.049035-0.0141164j 0.0222886-0.0388209j 0.00206201-0.0035727j -0.00389334-0.0231389j 0.0458618+0.00667848j -0.00803166+0.0447739j -0.0174651-0.0109543j -0.0179267+0.0127417j 0.00156235-0.00584457j -0.0157224-0.0284893j -0.0254927-0.0287449j 0.0585568+0.00823766j 0.0379818-0.0433463j 0.0264744+0.00544395j -0.0215256+0.0178921j -0.0304971-0.0274408j -0.00667896+0.0560089j -0.00125911+0.0748973j 0.0025294-0.0406061j -0.028116-0.0573306j -0.108248+0.0914677j -0.157132+0.0164563j -0.0629506-0.00447922j 0.0375516-0.0832194j 0.056472+0.102516j -0.0046662-0.159035j -0.0622223-0.112309j 0.0856075-0.00102365j 0.060263+0.04949j -0.0535979-0.0171113j 0.0202772+0.0378938j -0.0469939-0.0435254j -0.0244644+0.0478934j 0.00549933+0.00971184j 0.104841-0.0158668j 0.0289059-0.00768626j 0.0341283+0.0331235j -0.0218869-0.132871j -0.0153557-0.020226j 0.00898793-0.0632941j -0.0120661-0.028513j 0.0173208-0.0359342j 0.0158359-0.0803345j 0.0175843-0.0225664j 0.0192763-0.0305498j 0.00265484-0.00455434j -0.00527797-0.0394038j 0.000260764+0.00573718j -0.00669481-0.0103481j -0.000401686+0.0186264j -0.0220368+0.00946157j -0.00169134+0.00185684j -0.00685025-0.0284885j 0.00946935+0.0344209j 0.00997265+0.0165347j -0.0282435+0.00166707j 0.000309269-0.0199795j -0.00272003-0.0139655j -0.0123657+0.0116834j 0.0129726+0.00388166j -0.0146181-0.0148523j -0.025359-0.00871351j 0.01785-0.00244904j -0.00491687-0.00473879j 0.0045574+0.00827924j 0.00831437+0.00430634j 0.00214909-0.00201266j 0.0142138+0.00509097j 0.00722003+0.00804887j 0.0112461+0.00180315j 0.0133598-6.82833e-05j 0.00424346+0.00619285j -0.0176714+0.00984731j 0.011305-0.00504662j 0.000394589+0.00457886j 0.00289279-0.00575477j 0.0125491-0.00192029j -0.00873033+0.00517007j 0.00541995+0.000883674j -8.43495e-05-0.000366265j 
-0.00242345-0.00031489j 0.00228825+0.00606322j -0.00488255+0.00110386j -0.0100468-0.00184815j -0.006177+0.000710698j -0.0122311+0.0012229j -0.0185072-0.00352892j -0.00352866+0.0128668j -0.0184497+0.00024569j -0.0175765+0.0109187j -0.0206524+0.00774324j 0.0132054+0.00355495j -0.0245451-0.00300579j -0.00110855+0.0101166j 0.00110471-0.0120265j -0.00982762-0.0183796j 0.0178401-0.00874545j -0.0289089-0.0260875j 0.00814032-0.023285j -0.0229303+0.0112753j 0.0392434-0.0348988j 0.0309274-0.0117067j 0.0157392-0.00784836j 0.0105437-0.0549741j -0.0493191+0.0378305j -0.00132295+0.0142628j -0.0264832-0.00460129j -0.0183038+0.00667324j 0.0363493+0.00819754j 0.0087466-0.0336604j 0.0687627-0.0268269j 0.0809398-0.0879239j 0.00233899-0.0179054j 0.0492145-0.0619247j 0.0123022+0.0132051j 0.0069332-0.0241821j 0.0580035-0.137747j -0.0348668+0.0386225j 0.0150493+0.143075j 0.0368383-0.0427287j 0.0290697+0.0363562j -0.0260491+0.0688124j 0.0867879-0.12912j -0.00789738-0.0957411j 0.0917718+0.0893866j 0.0156915-0.00449433j 0.0509755+0.018625j -0.00528044-0.13823j 0.00306705-0.0994855j -0.0109626+0.108953j 0.0565064-0.0466336j 0.0834498-0.0800264j 0.0293914+0.100372j -0.0202814+0.0499605j 0.00817435-0.0601506j -0.0433575-0.0647001j 0.00719754+0.0387608j -0.00617022-0.0403251j -0.0320299+0.0341032j 0.0245673+0.0464556j 0.0204933+0.0133643j 0.0138036-0.027116j -0.0410221-0.029107j -0.00805242-0.0132223j -0.00841258-0.0451745j 0.018815-0.0434442j 0.00392471-0.0304986j -0.0306321+0.0358883j -0.0234249+0.068964j 0.00662417+0.0115443j -0.00329242-0.0170409j -0.00035775-0.0112171j -0.021578-0.0302932j -0.0310766-0.00371357j -0.0344637-2.43858e-05j 0.0228677+0.0108236j -0.0276725+0.0100328j -0.0236679+0.0134227j 0.00425955+0.00689109j 0.00666911-0.0149899j -0.00141637+0.0121606j 0.0315477+0.00230844j 0.0217755+0.000373274j 0.00699858+0.00377723j -0.00702935+0.00136312j 0.0124542+0.0112026j 0.0150516+0.00682957j 0.00033448-0.000292961j -0.00830254+0.00037148j 0.00189002-0.000688132j -0.0207133-0.00800365j -0.00410665+0.000631021j 0.00259545+0.00192749j 0.00141526+0.00419166j -0.00306719-4.94288e-05j 0.00425324+0.00468397j -0.00438215-0.00222504j -0.00636482+0.00229691j 
0.00614188-0.000673897j -0.00419571-0.000335038j 0.00320245+0.00369973j 0.00461242+0.00119101j -0.00314184-3.03418e-05j -0.00978632+0.00858347j -0.00933244-0.00042409j 0.00426193+0.00567772j 0.028738-0.0024928j -0.00400966+0.00954562j -0.0099313-0.00745321j 0.0259862+0.00264622j 0.00617422-0.0126715j -0.00106449-0.0031509j -0.0196406+0.00911436j 0.00386043-0.00291495j 0.032855+0.0209047j -0.021685-0.0116274j -0.0200976-0.00260599j 0.00221538+0.0102518j 0.00191081+0.0132146j 0.00419094-0.000412684j -0.0538933-0.00241217j 0.0147147-0.00311721j -0.0277113-0.00432125j 0.00626669-0.00966749j 0.0292533+0.00174723j -0.0115645-0.0405539j -0.000254164+0.0200206j 0.0423901-0.0111869j -0.060804-0.0117046j -0.00688172+0.025414j -0.00460009+0.0513694j 0.0243626+0.0365469j -0.0487501+0.0528512j -0.0447814-0.00367361j -0.0336369-0.0188613j 0.00730796+0.0272422j 0.027848-0.117999j 0.0165714-0.0234763j -0.000284265+0.00368389j -0.0790601-0.0388397j -0.0214291-0.0976416j -0.0297951-0.0478228j 0.0363566+0.0469811j 0.0838679+0.036023j 0.0140933+0.0949035j 0.052761-0.118257j -0.00251011-0.0535904j 0.0540628+0.176644j 0.0248629+0.118497j 0.070232+0.113051j -0.00203514+0.0195611j -0.0267554+0.0377495j 0.025291+0.0538131j 0.0468752+0.033597j 0.000605906+0.00351044j 0.00133226+0.00734603j -0.0503154-0.0994827j -0.00580227+0.0729237j 0.0300569+0.0204969j 0.0285719+0.0508338j -0.0315596-0.0353554j -0.0102521+0.0185635j -0.0159773+0.0197003j -0.0202438-0.0357182j -0.0246503-0.0388219j 0.00296329+0.0252285j 0.00640081+0.012841j -0.0241075-0.0227665j 0.0184473+0.0144464j -0.034035+0.0116423j -0.0166095+0.0440352j 0.00966427+0.0227796j -0.0388195-0.0146834j 0.0129427+0.0199078j 0.00717465-0.00984582j -0.0235354-0.0158557j -0.0203207-0.00945518j -0.00638951-0.000837558j -0.0136869-0.00428481j 0.00803009+0.0148678j -0.0105757+0.00250341j -0.0197208+0.0023977j 0.00569561-0.00840799j -0.0141414+0.00334254j -0.00376802-0.00258191j 0.00211506-0.00437356j 0.00941769+0.00819423j -0.00585156+0.00203247j 0.0035652+0.00020523j -0.00205965-0.00318527j -6.34208e-05-0.00625907j -0.00729541-0.00447763j 0.00196105-0.000346295j 0.00149918+0.00289044j -0.00146484-0.00387843j 0.00254588-0.000159501j 
0.00253593-0.00311328j -0.00382409+0.00410661j 0.010739+0.00300904j -0.0058283-0.00199385j 0.00110351+0.00631079j -0.000818491+0.0131421j 0.000159472+0.0035476j -0.000699224-0.00352941j -0.0029098-0.0095296j 0.017992+0.00154709j 0.00510582-0.0078381j -0.0162171+0.00352584j 0.00151945-0.012735j -0.0230982-0.00182337j 0.0356797+0.00985689j -0.019698+0.0213955j -0.0251207+0.000146767j 0.0106841-0.00239686j -0.0111909-0.0162408j 0.0234044-0.00804667j -0.0301722+0.0237947j 0.00341534+0.0275593j 0.00592965-0.0227714j -0.011538+0.0284945j 0.0628858-0.0469632j 0.0471823+0.000822758j -0.0271939-0.0151381j -0.0587599+0.0366531j 7.86078e-05-0.00207995j -0.0293984+0.0523342j -0.000590536+0.0298474j 0.0273762+0.0117626j -0.0224291-0.0338865j -0.00966292+0.0121783j 0.0754543-0.102322j 0.0643176-0.0428077j 0.0259643-0.0329243j -0.0716522+0.0219309j 0.00921493-0.000533079j 0.0192976-0.2213j 0.0472043+0.0410557j 0.0185087-0.0827805j -0.00354639+0.0314339j -0.0463584-0.00554943j 0.0855789-0.0269867j 0.0233884+0.143848j 0.0738548+0.0866323j -0.113687+0.0278483j -0.0380524-0.06814j 0.0748381-0.00830421j 0.104711+0.0651546j 0.0153054+0.21169j 0.0166584+0.138977j 0.0710052-0.12478j 0.03793+0.092502j -0.023803+0.00697679j 0.0189897-0.0341304j -0.0280994-0.0154315j -0.0136697-0.073382j 0.00404948+0.0451918j -0.00520307-0.00697622j -0.0308303+0.0381616j 0.00243794+0.00842673j -0.0251612-0.0292205j -0.0296352-0.0539487j -0.00554598-0.0191975j 0.00381031-0.0156272j -0.00885747+0.0326451j -0.0154467-0.0221454j 0.00662864-0.0320388j 0.0180149+0.0482331j 0.0200751+0.0115559j 0.0212955+0.00370969j -0.0342675+0.00196187j -0.0129431-0.0262407j 0.0458913+0.0249284j -0.0178964-0.0174497j -0.0216579+0.00262009j 0.0111503-0.0169818j -0.0307738+0.0110546j -0.0138529-0.00347978j 0.0142843+0.00436995j 0.0119391+0.000552257j 0.0165163-0.0135777j -0.00626451-0.0163585j 0.0262878-0.000690088j -0.014803+0.00583746j 9.03802e-05+0.00817075j 0.00570203-0.00242319j 0.00486914+0.00775474j -0.00451713+0.0120164j 0.00131229-0.00372873j -0.00385797-0.00681021j 0.00188452-0.00542301j -0.00930359+0.000751329j 0.0126736+0.00707589j -0.00842892-0.00340698j -0.00581+0.000950347j 
-0.00307785+0.00555093j -0.00617435+0.00225653j -0.0104715-0.00372606j -0.00181001-0.00667226j -0.00214587+0.00289587j -0.00524179-0.0107701j 0.0255504-0.00532188j -0.01059-0.0147541j -0.0138678+0.0039169j -0.0260452-0.000817907j 0.00822828-0.00989753j -0.0404484+0.00894456j 0.0495531+0.00440706j -0.00233852-0.0144091j -0.0176347-0.0336303j 0.0227358+0.00665103j -0.000138664-0.0171929j 0.0116861-0.00189277j -0.00236869+0.00892731j -0.00709226-0.0139682j 0.00681425-0.0180291j -0.00474999+0.0055098j -0.047785+0.0355908j -0.00774542+0.000592669j 0.0151113-0.0491063j 0.0190881-0.00979595j 0.0088991+0.0950228j -0.0025815-0.018152j -0.0100384-0.028789j -0.0413066-0.0199875j -0.00726261-0.0273046j -0.0148315-0.0793795j -0.0504344+0.0526012j 0.00815962-0.0347339j 0.0137661-0.0439685j 0.0106614+0.0121004j 0.0102941+0.00634019j -0.0644571+0.040743j -0.0939365-0.113351j -0.141586+0.0325452j 0.0161831-0.187032j 0.0444545-0.00561379j 0.0438349-0.0490367j 0.0599303+0.0139459j 0.0816135+0.0877435j 0.0331292+0.129133j 0.00551547-0.0332392j -0.0132298+0.0434284j 0.0313666+0.00338084j 0.137909+0.114405j -0.00114173-0.133304j 0.0105693+0.00432899j 0.0418993-0.0657522j 0.0190903+0.0207221j 0.0118497-0.0363665j 0.0757649+0.165147j -0.0135805-0.0247242j -0.00122666+0.0619232j -0.0147218-0.0598205j 0.0130858-0.0496054j 0.0432996+0.0029855j -0.000674321-0.00582666j 0.00322468-0.00719567j 0.00106419+0.0376455j -0.0289862+0.0310256j -0.0098029+0.011778j -0.0304553-0.00295954j 0.0432134-0.0201481j 0.00121933-0.030626j 0.00534253+0.00495673j 0.0221594+0.00470781j -0.0386888+0.0141336j -0.0136994-0.000169469j 0.00568686+0.0461935j -0.023303-0.0128098j -0.0461169-0.00498074j 0.024956+0.0131807j -0.000972269+0.00498157j -0.0224104-0.00134764j 0.00107244+0.00536783j -0.0131135+0.00362093j -0.0108351-0.0101477j -0.00174716-0.015884j -0.012048+0.00133929j 0.0298255+0.0160141j -0.0393466+0.0100608j -0.0138375-0.00175441j 0.0280248-0.0026735j -0.020803+0.00697455j -0.000439722-0.00934664j 0.018795-0.000806125j 0.0117998+0.000458838j -0.000281847+0.00166501j 0.0097299-0.00198453j 0.000942576+0.0022964j -0.00840796-0.00202329j 0.012459-0.00210931j -0.00316068-0.00603174j 
0.011046-0.00248178j -0.0038959+0.00254408j 0.00586383+0.00579037j -0.00839062-0.00125514j 0.00762868+0.00382912j -0.00479317-0.00384113j -0.0160817-0.00433495j -0.00443461-0.00542932j -0.0365653+0.00123593j -0.0259688-0.0215935j 0.019808+0.00946126j -0.0017229+0.000121892j -0.0059359-0.00908058j 0.022782+0.0136334j 0.0249038+0.0160703j 0.00906666-0.00561839j 0.0447242-0.000483815j 0.0311437+0.016101j -0.0102654+0.0224868j 0.0080348+0.0135246j -0.0370411+0.0168237j 0.0303293+0.0493563j -0.0266315+0.0232081j 0.0182757-0.0614881j 0.0181239-0.00112975j 0.0199389+0.0322376j 0.00265473+0.00706803j 0.0132483+0.0438292j 0.0138029+0.044569j 0.00996442-0.00351702j 0.00521462-0.0490139j 0.0121637-0.0595641j -0.0104146-0.00667957j 0.0195451+0.0585077j 0.0910194-0.118227j -0.0163864+0.020144j -0.0259482-0.0251734j -0.0680331+0.0107855j 0.0374843+0.0170602j -0.107083-0.045813j 0.0552187+0.056094j -0.0398704+0.014216j 0.0279385-0.16581j 0.0477916-0.000766954j -0.0436629-0.0228163j -0.0625291+0.00349647j -0.0126069-0.0612048j 0.0107584-0.0132649j 0.0053531-0.131194j -0.0389739-0.0656713j 0.0105406-0.00399227j -0.0522556-0.0314309j 0.0431071+0.0325403j -0.00465411-0.0426521j 0.0457896-0.0546068j -0.0498652-0.0135093j 0.0386293-0.0147138j 0.000540251-0.00670656j 0.0323938+0.0435031j 0.00389596+0.062276j 0.0385404+0.0110344j 0.0069801-0.0132108j 0.0196497+3.60385e-05j -0.0138102-0.0196913j 0.00235729-0.00990188j -0.0105654-0.0277004j 0.026706-0.0319089j -0.0173667+0.019219j 0.0401475+0.0363753j -0.00412251+0.00430919j -0.00127141-0.00897175j 0.0262636+0.00789248j 0.0088649-0.00678673j -0.00104625+0.00151763j 0.0315324+0.02208j 0.00691205+0.0148916j 0.00415218+0.00150951j 0.00475338+0.00532994j -0.0357381-0.00871191j -0.0161826+0.0109324j -0.00660007+0.00459979j -0.0150057+0.00304182j 0.000829064+0.0123659j 0.0338472-0.0094835j 0.0215158-0.0144806j 0.0102432+0.00327851j -0.0228517+0.0113037j 0.0207424+0.00516283j -0.023351-0.0124554j 0.0108434+0.00792339j -0.0153833+0.000160603j -0.000996368-0.00875306j -0.00456802+4.97752e-05j 0.0172419+0.00583145j -0.0187494-0.00591731j 0.0025082+0.00424119j -0.00243423-0.0042634j -0.00626432+0.00257491j 
-0.0090611-0.00271677j 0.00757249-0.00456141j 0.0154946+0.00289638j -0.0170807+0.00190411j 0.0384093+0.00106781j 0.00309083-0.00601459j 0.00828727+0.013816j 0.00933971-0.0100015j -0.0184383+0.0115826j -0.00810309-0.00012753j -0.00811+0.00258487j -0.00954938-0.00866274j 0.00653948+0.0130871j -0.00181424+0.0154862j 0.0109102-0.000629536j 0.00498175+0.0305954j -0.0065403+0.0386684j 0.0287932+0.00268301j -0.0139966-0.00228133j 0.0145984-0.0376453j -0.00626663+0.0118999j -0.00129824+0.0173833j 0.0229476-0.0101284j 0.00855786+0.00273344j 0.0131341-0.0663338j -0.00621089+0.056015j 0.032021-0.00942796j -0.00873168+0.062064j -0.0448471-0.0120556j 0.0403765+0.0450082j -0.0133395+0.0970835j 0.0101591+0.0755175j -0.0800979-0.00911305j 0.00177499+0.158919j -0.123733+0.0905895j -0.0369464+0.033054j 0.0198391-0.00745801j -0.0404265+0.145527j 0.0450883+0.163251j -0.097059-0.0375279j -0.0604995+0.0487499j 0.0215462+0.0146158j 0.0199463+0.0160703j 0.0739781+0.0748195j 0.00747471-0.0384479j 0.0518007-0.148642j -0.0242427-0.0135619j 0.0342251+0.0937351j 0.0181547-0.00645279j 0.00513489-0.102209j 0.0403+0.0965974j 0.0553754+0.00494919j 0.0402937-0.0179147j -0.0392541-0.0736069j 0.024354+0.0227813j 0.0433244-0.0552109j -0.0164235-0.0114606j -0.0322416-0.0175512j -0.0143227+0.0805227j 0.0109482+0.0350095j 0.0105932+0.0306862j 0.0224486+0.0496046j 0.0112912-0.0225773j -0.0286857+0.0376128j -0.00653642+0.0163277j -0.0122475+0.0205389j -0.0193449-0.0116754j -0.0361041-0.0280346j -0.033383-0.00631781j -0.0164688-0.0126523j -0.00940013+0.00332965j 0.0175396-0.0167075j -0.00996424+0.0105883j -0.00995959-0.0170215j -0.0315287+0.0204424j 0.0141137-0.00506479j -0.0041948+0.0125825j -0.0015746-0.0212883j -0.0182521+0.00708368j -0.00857529+6.74647e-05j -0.0325465-0.00916471j 0.00869543+0.013484j 0.024679-0.00164932j -0.0131433+0.00562854j -0.00473448+0.000890868j 0.00486031-0.009641j 0.00305038-0.00249509j 0.0150425+0.00254431j -0.0176866-0.0103859j 0.0132361+0.00328235j 0.00139172+0.000817264j -0.0082758-0.000375536j -0.00218881-0.00197024j 0.019245+0.00186031j -0.0303206+0.00246038j 0.0123804-0.00734585j -0.00337204+0.00347951j 0.000268713+0.00242919j 
0.00491427+0.000630331j 0.000903667+0.00333137j -0.00590024+0.000188202j 0.0148404+0.000170385j -0.0253561+0.00492897j 0.015976+0.00656167j 0.0129004-0.00154914j -0.026385-0.00113483j -0.0173102-0.0241943j 0.013707-0.0238467j 0.0052352+0.00477648j 0.0377679+0.000847157j -0.0142516-0.014245j 0.0115297+0.00294686j 0.000549257+0.0169257j 0.0164543-0.00291535j -0.0123324+0.002147j 0.0173165-0.0392506j 0.0128133-0.00452737j -0.0145289-0.00936065j 0.00985736+0.0105224j -0.025749-0.00596438j -0.0322299+0.0428954j 0.0270231+0.0613887j 0.0428776-0.0426447j 0.0161656-0.0431145j -0.0308182-0.00105304j 0.00405895+0.0362105j 0.0167242-0.0255146j -0.00424247+0.0746113j -0.0402249+0.067891j -0.029455-0.0702128j 0.018326+0.145042j -0.0554487-0.00540006j 0.0184704+0.0598646j 0.0457901+0.0665545j -0.00431047-0.0625123j -0.0797536+0.123135j -0.0122877-0.109869j 0.078808-0.0407j 0.0471086-0.11055j -0.0535417-0.0144402j 0.0263148-0.0969032j -0.131462-0.0116568j 0.026069-0.136921j 0.0419136+0.0275648j 0.0186123+0.0806041j -0.0702298-0.0178216j -0.0111179+0.058426j 0.0297005-0.0407687j 0.0246414-0.0475249j -0.00620854-0.0147543j -0.0368874-0.0471572j 0.0385309-0.00613425j 0.0480902-0.0905517j -0.0309481-0.0480663j 0.00959988-0.0166072j 0.0142277+0.0343191j -0.0155257+0.0213302j -0.00203977+0.0156717j -0.0316218-0.0186673j -0.0270678+0.0340347j -0.0202907-0.00293042j 0.00863431+0.0332447j -0.00660152-0.0125087j 0.0192253+0.0386356j -7.13128e-05+0.0108983j 0.0115537-0.00772675j -0.0151991-0.00334085j 0.0116323+0.0296493j 0.0219435-0.0307062j -0.0354679-0.0120526j -0.00548793-0.00141039j -0.0414404+0.00845273j 0.00423294-0.0149941j 0.0134004-0.00731786j -0.0128338-0.00900786j -0.000709026+0.0143068j 0.0462903+0.00252076j 0.00121231+0.00309665j 0.0203989-0.0052109j -0.0226942+0.00212646j -0.0167865-0.00178361j -0.00844041+0.00858505j -0.0150666+0.00030873j 0.00678523-0.00654526j -0.00140869+0.0104804j -0.0262226-0.00262017j 0.0126805-0.00752162j -0.0290492+0.00371152j 0.000171703+0.000179096j -0.00891497-0.00340338j 0.0122182+0.00495857j -0.0129096-0.00024833j 0.0146051-0.00379578j -0.00136807+0.00716459j -0.00613141-0.00078349j 0.00721653-0.00179238j 
