-0.114662-0.061153j -0.0989282+0.0637873j -0.0315845+0.0420336j 0.0509807+0.105458j -0.0290929-0.04084j 0.0137754+0.0169291j -0.100156-0.121089j -0.0426662+0.056328j 0.0448168+0.0482663j -0.0436521+0.0683659j -0.0160945+0.131215j -0.00160789+0.122243j 0.0384914-0.0852162j -0.152313-0.0296343j -0.070618+0.00551619j 0.0273092-0.000610204j -0.00802586-0.0193508j 0.0193843+0.038088j -0.0269112-0.107386j 0.0543404-0.00749098j 0.00662448-0.00812479j -0.0225722+0.00933161j -0.00249855+0.0305494j 0.0286385+0.014265j 0.0119208-0.00841688j -0.0692609-0.0326849j 0.0250695-0.0387282j 0.0176348+0.00383473j -0.0414885+0.00179843j 0.0462143-0.0556037j -0.0487023+0.0313411j 0.0153636+0.0230393j -0.0815162+0.0854197j 0.000738897+0.00659895j -0.0657311-0.0383125j -0.0559228+0.0491403j -0.0969078+0.106733j 0.116648-0.0962816j -0.140844-0.0993652j 0.0440342+0.0483392j 0.0631242-0.00236664j 0.106378+0.087625j 0.0854892+0.00669959j 0.107241+0.110475j 0.0864175+0.000608324j -0.0642766+0.0519466j -0.162753-0.0364325j -0.0305961+0.0674911j -0.0322564+0.0250257j -0.0540666+0.0358763j 0.0345043+0.0562314j 0.0485516+0.047939j 0.0357192-0.0208884j 0.0634294-0.0232268j -0.095975-0.0267839j -0.0223332-0.0944387j -0.0219927+0.0166087j 0.0793761+0.0286384j -0.157116-0.0503056j -0.0262732+0.111942j 0.0411243-0.0517707j -0.0710498-0.0629202j 0.00944881-0.000166484j 0.0650174-0.0245397j 0.0262125+0.053393j -0.0137631+0.0445075j -0.0490379-0.220994j -0.109533+0.0220125j -0.249764-0.21171j 
-0.00476181-0.0188588j -0.0509759+0.0362277j 0.0332058-0.00926481j 0.00561712-0.00311856j -0.00568749-0.00828509j -0.00585596+0.0122016j 0.00124623+0.00274258j -0.0116715+0.0151683j -0.0131729-0.00754201j -0.00385328+0.0033169j -0.00527661-0.0031778j 0.0167509-0.0120522j 0.0192498+0.00740958j -0.000266223+0.00211105j -0.0127486+0.000181514j -0.0159974-0.0090576j -0.0196672-0.00338707j -0.0148674+0.015438j 0.00131391-0.00311874j -0.0129834+0.0380304j -0.00267702+0.000235501j 0.0033872+0.00917231j 0.00594812-0.0146774j -0.00327111-0.00390817j 0.0192845-0.0104524j 0.00971683+0.000489538j 0.00864578-0.0192072j 0.00192417-0.00586641j -0.00780472+0.00849995j -0.00199931+0.00326208j 0.0178725-0.00389714j -0.0147638-0.000547351j -0.00437115-0.00280335j -0.00497671+0.00448213j -0.00840633+0.0167778j -0.0125673+0.00833625j 0.011214+0.0229904j 0.00955405-0.0159457j -0.000652785-0.00884059j 0.0151452+0.0108719j -0.0108224-0.00497685j -0.00882103-0.0143077j -0.0189996+0.000861764j 0.00307936+0.00193602j -0.000899507-0.000526335j -0.00935426+0.00936195j -0.0149987-0.0139637j 0.00319658-0.00432932j -0.0363006-0.00855226j 0.00313888+0.0210734j -0.0150044+0.00656891j 0.00420365-0.00257684j 0.0157274-0.000376803j -0.0053985-0.00166033j -0.00682998+0.0297417j -0.00275453+0.000652536j 0.0124063+0.00668742j 0.00530927-0.00252937j 0.00427541+0.0110307j 0.0122392-0.00755464j 0.00854895+0.0111858j 0.0186736+0.0058445j -0.00925865-0.0301063j -0.0116454+0.00422939j 0.00285612-0.0194629j 0.00854101+0.0206669j -0.000536317-0.0170093j -0.028063-0.0130731j 0.0147979+0.00219259j 
-0.00730524-0.0213656j -0.043152+0.0388428j -0.015293+0.00381392j 0.0145528+0.000888703j 0.00377349+0.00324387j 0.000497975-8.383e-05j 0.00601106-0.000288773j -0.00326297-0.000792819j -0.000556931-0.00629225j -0.013721+0.00808892j 0.000947942-0.00421881j 0.0088155-0.0109324j 0.00229694+0.00477041j 0.00136353+0.00382881j 0.0524108-0.0260683j -0.0300537+0.0161398j 0.0353141+0.0123597j -0.00906588+0.0493452j -0.0258081+0.00883575j -0.0197091-0.000913474j -0.000169649-0.0136778j 0.0214794-0.0212148j 0.00657878+0.00761201j 0.00902622-0.0189914j -0.00782448+0.000720011j 0.015042-0.00400502j 0.0088162+0.00330935j -0.0346119+0.00596295j 0.0100818-0.001525j 0.00763349-0.00445655j -0.0223988+0.0173433j 0.00907522-0.0105882j 0.0201496-0.00991167j -0.0198904+0.00784813j 0.00741878+0.00260856j 0.00118586-0.00148773j -0.0212193+0.00903271j -0.0034306-0.00437408j -0.0254986-0.0042756j -0.00221533-0.00902408j -0.0194297-0.00046188j -0.0270953-0.00986071j -0.00217932+0.0152063j 0.0177026+0.00314578j 0.0135714-0.00330562j -0.0105832+0.0156225j -0.00793687+0.00834349j 0.00119191+0.00744571j -0.00111995+0.00946185j -0.00687062-0.0129474j 0.0055805+0.00968516j 0.0233085+0.00737051j -0.0312867-0.0211613j -0.0126337-0.0187909j -0.00288002+0.00160811j -0.00039207+0.0180725j -0.00258758-0.00891762j 0.0330531-0.0102965j 0.00916715-0.00624801j 0.0140219+0.0076913j 0.0172354-0.00433965j -0.00575202-0.0148989j -0.00130968+0.00630494j 0.00223569-0.0096708j -0.0135478+0.00289063j 0.00523539-0.012368j -0.00106707+0.020088j -0.00466808+0.00327376j 0.0138607-0.00387338j 
0.00492024+0.00732657j 0.000411145-0.0141891j -0.000647964-0.0138759j -0.010126-0.0136583j 0.00118926+0.00826896j 0.00880606+0.000841436j -0.0102531+0.00150731j 0.00782631+0.0138859j -0.000486068-0.000570671j -0.00423496-0.00947903j -0.00172265+0.00103168j -0.0123095-0.0091063j 0.00532295-0.0200705j -0.00274836+0.00597754j -0.0122574+0.00839193j 0.00528767+0.020767j -0.0506646+0.0270213j 0.00649278-0.0196526j 0.00727929-0.00742576j 0.0256863-0.0111951j -0.00687653+0.00917766j 0.0163433+0.0184197j -0.00494031-0.00349957j -0.0131785-0.0117014j 0.00193671+0.0305079j 0.030028-0.00403412j 0.0258356+0.0286279j 0.0220102-0.00524525j 0.00659347-0.00432104j 0.00248414+0.0103143j -0.00619494-0.00279443j 0.0152156+0.00502205j -0.0106472-0.0045874j -0.0120742-0.0245952j 0.0103572+0.000509729j 0.0060449+0.0117732j 0.0433714+0.000882045j 0.0254597-0.00514939j -0.0173869-0.00202664j 0.0235204+0.0255237j -0.00840183+0.00223155j -0.00782791-0.024694j 0.0084821+0.0100685j -0.0375987-0.0108574j -0.0121887-0.029157j -0.0390265-0.00522401j -0.0110386+0.042143j -0.0114149-0.00510981j -0.0193444+0.0194807j 0.0171019-0.00021007j 0.00465074+0.00339547j 0.0092653-0.00935423j -0.00980577-0.00557731j -0.0117503-0.00425619j -0.0202779+0.00688656j 0.00695063-0.0306805j 0.0302122+0.00882751j 0.0125005+0.0246078j 0.00669213-0.0249101j -0.031751-0.00999575j 0.0189465-0.00276824j 0.00455789+0.00899412j -0.00120907+0.00138078j 0.00423166+0.0508329j 0.00346325-0.00430101j -0.00290473-0.0219392j -0.0100907-0.0347068j -7.33195e-05-0.00315551j -0.00095024+0.0143433j 
0.0267056-0.0146632j 0.00428596-0.0142217j 0.00045899+0.0120113j -0.00203389-0.0328585j 0.0245811-0.00995233j 0.0242706-0.00074871j 0.0139619-0.00312791j 0.00741071-0.0159627j -0.00764846+0.0219581j -0.003552-0.00880103j 0.0059203+0.0129286j 0.0248285+0.00305753j -0.023826+0.00303499j -0.0189487-0.00176605j -0.00766279+0.00910765j 0.0439516-0.0290099j -0.00306802+0.00866279j 0.00853301-0.0154243j 0.0239692-0.0284963j 0.0230652+0.00618095j -0.0353114+0.0143715j 0.00308282-0.00651866j 0.00466916-0.0206497j -0.0111699-0.00474298j 0.00509556+0.00892176j 0.0016639+0.00910471j 0.0167095+0.000164199j -0.0172221-0.0034664j 0.00363564-0.00470629j -0.00109592-0.00285919j 0.00463899+0.0213704j 0.00539179-0.0234816j -0.000593618-0.0049468j 0.00575054+0.010433j -0.00322554-0.00914482j 0.00387456-0.00694266j -0.00417469+0.00621366j 0.00795656-0.0226612j 0.00396766-0.00343618j 0.0190235-0.0179469j -0.0192652+0.024176j -0.019949-0.00146584j -0.00490634+0.00219848j -0.00222281-0.0166901j -0.0168633-0.00782635j 0.0109545-0.00633318j 0.0210772-0.00062917j -0.00237074+0.00415055j -0.0263731+0.00266407j 0.00294114-0.00713651j 0.00267028-0.005202j 0.00566717-0.00551802j -0.00115916+0.00503588j -0.00921092+0.00261728j 0.0104632+0.00904066j 0.010173+0.00724903j 0.000604087-0.0144981j -0.0111666-0.00883193j -0.00382807+0.00757834j -0.00291548+0.00125682j 0.00224527+0.00681509j 0.00861819+0.0230492j -0.0107472-0.0064025j 0.0115295+0.00534771j 0.00107866+0.00194579j -0.00653934+0.00677349j -0.0108541+0.000405231j -0.00137645+0.00231808j 0.0145086-0.0209479j 
-0.00452487-0.0285134j -0.0637386+0.0400215j 0.0166925+0.00625332j -0.0126975-0.00814078j -0.00729283-0.00975604j 0.00232434+0.00153368j -0.0104943-0.00665713j -0.00731679-0.0011611j 0.0139792-0.00428233j -0.00808301+0.00986219j 0.00252306+0.00160091j 0.00279775-0.0084568j -0.00497636+0.00605478j -0.00254854+0.00200821j -0.00235027-0.0577731j -0.00202789+0.007921j -0.0127917+0.00129811j -0.00311955-0.00620892j 0.010435+0.0099335j -0.0172357+0.00464432j -0.00796781-0.0150192j 0.0163801-0.0109859j -0.0126956-0.0146182j -0.00930786-0.00108858j 0.0444267+0.00874421j -0.0101222-0.0205758j 0.0299131-0.0078049j -0.00945637+0.0209371j -0.020134-0.01049j 0.00213162-0.00458334j 0.015205+0.0210835j 0.00824676-0.00972727j 0.00962209-0.00310099j -0.0183019+0.00388567j 0.0133182+0.00729212j 0.00990723+0.0022032j 0.00606705+0.0117327j 0.014355-0.00389854j -0.0102125-0.000177034j 0.00376016+0.00307579j 0.00551249+0.0166764j -0.00302744-0.000320809j 0.00960927-0.00149645j -0.0193192-0.00146311j -0.0251842-0.0201453j 0.00174478+0.0223413j 0.0438324-0.000332606j -0.00706401+0.0130071j -0.0110415-0.0410334j -0.00212632+0.000420353j 0.0165028-0.0191774j 0.00158121+0.012222j -0.010729-0.00263627j 0.00528123+0.0172192j -0.0203102+0.0542883j 0.00214877+0.00128424j 0.0190029-0.0055184j 0.0143614-0.00989508j -0.0161408+0.00300804j -0.00546452-0.00580223j 0.00536483+0.00458527j -0.0073255+0.0328004j 0.00142342-0.0327683j 0.0154405+0.0164812j -0.00137202+0.0120177j -0.0101746+0.00166192j -0.00360042-0.0187842j -0.0255094-0.00801117j 0.00621783+0.00566301j 
0.110513-0.0744492j -0.0212374-0.0704807j 0.0132813+0.00721761j 0.0302219-0.0254094j -0.00867531-0.00936149j 0.024279+0.00159204j -0.00234158-0.0192096j 0.0131592-7.41485e-05j -0.0160767+0.0164587j 0.00850504-0.00398631j 0.0102966-0.00780998j 0.0234203+0.00371043j -0.0131785+0.00502369j -0.0048581+2.71106e-05j 0.0131731+0.00640725j 0.0267443-0.0222736j 0.0101567-0.0172952j 0.0304416-0.0232577j -0.00655559+0.00953901j 0.0464367-0.00135114j -0.0311999+0.0224851j -0.00843746-0.0132098j 0.000263578+0.00790976j 0.0183644-0.0301303j -0.0118653-0.0108331j -0.0287062+0.00257356j -0.00083681-0.000684154j 0.00332255+0.0089069j 0.00907965+0.0106025j -0.0052379+0.00353835j 0.00702978-0.00134113j 0.012455+0.00189237j -0.00125217+0.00497294j 0.0142654+0.00573056j 0.00121472-0.00702548j -0.00371532-0.00526088j 0.0268825+0.00690147j 0.00719867-0.0104631j 0.00614559+0.00897928j 0.00927298-0.0170381j 0.0114477+0.00385349j -0.00569197+0.00917495j 0.00470836+0.00589859j 0.00231735-0.0154255j -0.0117877+0.00177895j 0.020037-0.012391j 0.0140962-0.00204883j 0.00346055-0.0131776j 0.00104012+0.039521j 0.00113757+0.00382585j 0.00394731+0.00600716j -0.00685645+0.00082665j 0.00965077-0.00494034j 0.000539814-0.0216144j 0.0181458+0.0202973j 0.00915697+0.00227685j -0.0121225-0.0211228j -0.015831-0.00736333j -0.00495319+0.0116671j -0.0100128+0.013238j 0.00280943+0.00141655j 0.00637327-0.0051565j -0.0355089+0.0311381j 0.00517632+0.00387825j 0.00394171-0.0096095j 0.00768464+0.00846731j 0.000981384+0.0176349j -0.00805526+0.00839457j 0.0270499-0.0232708j 
-0.0702226+0.0299306j 0.00977587+0.0358597j -0.00634579+0.00116713j -0.00366909+0.0208636j 0.00247281-0.0179355j -0.0048048+0.0130407j 0.0120241-0.00960216j -0.0144992+0.0105919j 0.00878013-0.00678815j 0.000263454-0.0123859j 0.0164759-0.00257331j -0.00482451+0.0100389j -0.000820624-0.00293837j 0.00394991-0.00968501j -0.0156062+0.0161136j -0.0125389+0.0144357j 0.0311382-0.0271696j -0.0134607-0.00236408j -0.0318846+0.005123j -0.00179056+0.0067036j 0.0186241-0.0136855j 0.00163984+0.00560028j 0.0348186+0.00524263j 0.0297002-0.0012621j 0.00620574-0.00307537j -0.00209654-0.000684271j -0.028416+0.00511827j 0.00154615-0.0196245j -0.00489544+0.00537063j -0.00669367+0.00019263j -0.010628-0.012522j 0.000667088+0.00724077j -0.00861446-0.00489445j -0.00618901-0.00398052j -0.0137294+0.00189874j -0.00392646+0.00415905j -0.0273345-0.00456049j -0.00378445+0.0116128j -0.00138028+0.00887041j -0.00572796-0.000972799j -0.00554095+0.0024752j -0.00160124+0.00989112j 0.00217383-0.0035349j 0.00231918+0.00107431j 0.0128422+0.00785293j -0.0194988+0.0057141j -0.0253674-0.00310325j 0.00892659+0.000592134j 0.0198089-0.00670521j -0.012785-0.00357995j -0.000937332+0.00340927j -0.00263318-0.00539056j 0.00758009+0.00430425j 0.00518134+0.00817289j -0.0235389-0.0294682j -0.000133746+0.00380807j 0.00313787+0.0152537j 0.00324635+0.00553407j 0.00584938-0.00660711j -0.000529942+0.00467612j 0.00016503-0.00437252j 0.00677124-0.0197355j 0.00598756+0.00507746j 0.00182497-0.0211032j -0.0014287-0.00561211j 0.000734378-0.000567089j 0.00420876+0.00863156j 0.00374009-0.00344848j -0.0237009-0.00282954j 
0.0137014-0.000759968j 0.00586965-0.00886654j -0.00234161+0.0271801j 0.0100707-0.00466102j 0.00139555+0.00957087j 0.00722517-0.0118324j -4.22515e-05+0.0273351j 0.0110292-0.00301195j 0.00654118+0.00118901j 0.000479988-0.0198506j 0.00566626-0.00833041j -0.00402868-0.0106438j 0.0108446+0.0012104j 0.00324916-0.011487j 0.00655909+0.00585915j 0.00390206+0.0017434j -0.0147601+0.00583245j -0.0150721+0.00448304j 0.00146379+0.00412431j 3.9905e-05-0.00219995j -0.00216317-0.00155056j -0.00709928-0.00312857j 0.000874577-0.00108109j 0.00924888-0.00602353j -0.0212336+0.00160309j 0.0018859+0.00657071j -0.00925496+0.00265867j 0.00585717+0.00178814j 0.0045652-0.000736499j -0.00292083-0.00901034j -0.00373756-0.00503714j -0.00807397-0.00703548j 0.00284034-0.0012552j 0.00634692-0.000567018j 0.00441662-0.00183955j 0.00211868-0.00336731j 0.00384417+0.00357794j -0.00768253-0.000478241j -0.00421591+0.0027346j 0.0152695-0.00301554j 0.00520644+0.000251685j -0.00450589-0.0018097j -0.00620989-0.00519913j 0.00275468+0.00229616j -0.00808707+0.00304576j 0.00489684-0.0080494j 0.00616714-0.00203041j -0.00904855+0.00570523j -0.00441299-0.00282685j -0.0198622-0.000230723j 0.0091888-0.00644556j 0.0138936-0.00817717j 0.00556568+0.00343652j -0.00664558-0.0115244j 0.00586605+0.00486512j -0.00457664-0.0129931j -0.000530751+0.000253017j 0.00352274-0.00647588j 0.0082472-0.000255213j -0.00513121-0.00349022j -0.00347717-0.00698231j 0.00294163-0.00160696j -0.00385023+0.000992839j -0.00577497-0.00172786j 0.000715446+0.000824716j 0.00129013-0.000771659j 0.000660564+0.00327267j 0.00158514-0.00148953j 0.0043361-0.00573213j 
0.00941685+0.0256133j 0.0297126-0.0282866j -0.0239687+0.0145618j 0.00244634+0.00987314j -0.0162807+0.00571827j -0.00197253-0.0032483j 0.00223293-0.0048881j 0.00302409-0.00661252j -0.00861239-0.00719438j 0.00716942+0.0155312j -0.00270639-0.00401307j -0.016206+0.0220622j 0.00324692-0.00409552j 0.00472414+0.000748559j 0.0101943-0.00462011j -0.00957304+0.00860454j 0.000504573+0.004071j -0.032157+0.00928446j -0.00959981+0.0107789j 0.0154584-0.0189878j -0.00497711+0.00203602j -0.0175268+0.000802152j 0.00843424-0.00197756j 0.00306494-0.0235497j -0.0221739-0.000856185j 0.00212494+0.0119151j -0.018727+0.00719586j 0.0211992-0.0108741j 0.00801702-0.00517088j -0.00460726+0.0069535j -0.0064591+0.00312372j 0.00470323-0.00851152j -0.0165594+0.000720181j 0.00514884-0.00732207j 0.00662983-0.0064787j -0.000168725-0.0044838j -0.00411379+0.00856872j 0.00923716-0.00649655j -0.00193944-0.000255303j 0.0172591-0.0115123j -0.0169287+0.00143681j -0.00730172-0.00647987j -0.0139012-0.0116763j 0.00791913+0.0111331j -0.013297+0.00917189j -0.00460212-0.0144382j 0.00344696-0.00223186j -0.0115465+0.0113212j 0.000293149-0.018436j -0.0320105+0.00444305j 0.0104063-0.0138228j -0.00207235-0.00567335j -0.012245+0.0102564j -0.0219278-0.0213029j 0.0191209+0.0153522j -0.00676057-0.0341549j 4.49483e-05-0.00287558j 0.00535671-0.00961374j 0.0236-0.00753308j -0.00879128-0.00376479j -0.00893554-0.00928069j 0.0107211-0.00536538j -0.00187717-0.00479235j -0.0179876-0.00591006j 6.76581e-06+5.68263e-05j 0.00241977-0.00397259j 0.00438752+0.0105677j 0.00145907-0.00959309j 0.00715795-0.0168867j 
0.0105544-0.0508152j -0.0510493+0.0317096j 0.00626929-0.00754295j -0.00578706-0.00089154j 0.00820006+0.00134691j 0.0103373-0.0122159j -0.0102813-0.0147999j 0.00138023-0.00822854j 0.00192519+0.0104189j -0.00614047+0.00460476j -0.00242683+0.00843282j 0.0221331-0.0105266j -0.0118436-0.00163994j -0.013518+0.00819894j 0.0175067-0.00148834j 0.0039808-0.000952851j -0.0140133+0.0106639j 0.00873466+0.021976j 4.24241e-05-0.0128898j 0.00871992+0.0074954j -0.0236745-0.00631626j 0.0101086-0.00093695j -0.00229335+0.00299887j 0.0134082+0.0162423j -0.017888-0.00776293j 0.0036102-0.00487184j -0.0107861+0.00583628j 0.0174613+0.011506j 0.0033316+0.00686412j -0.00514552+0.00146557j -0.000505729+0.00826376j 0.00392002-0.00350591j -0.00734955-0.0033947j 0.00490798+0.0126527j 0.0072813+0.000800955j -0.00357592+0.00387839j 0.0194085-0.00119362j -0.0188843+0.0173977j 0.00428211+0.00130288j -0.0242724+0.0186482j 0.0267757-0.00132854j 0.0155046-0.00108422j 0.000815991+0.00131765j 0.00908673-0.022772j 0.00197065-0.00429114j 0.00577692-0.000301794j 0.0164471-0.00760367j -0.0108917+0.0113195j -0.0211506+0.0134585j -0.0353791-0.00548969j 0.0113599-0.00616799j -0.00758658-0.0173342j 0.00115687+0.0111804j 0.0155275-0.0259213j -0.0101335-0.0299458j -0.0176725-0.00303083j 0.0106475+0.0112889j 0.000824966-0.0168284j -0.00355497+0.00184691j -0.0155878-0.00576252j -0.0143317-0.000897073j -0.00720977-0.00124199j -0.0130083+0.00222172j 0.0150062-0.002011j 0.000903394-0.0037903j -0.00187947+0.00565575j -0.00779207-0.0128941j 0.000338237+0.0194168j 0.000337895+0.0123124j 
-0.0145278-0.0541867j -0.0959511+0.0689593j 0.0381205-0.0199671j -0.0194919+0.00935311j -0.00292184-0.00676147j 0.00344945-0.00317498j -0.0225518-0.0106386j -0.0158361+0.0134187j 0.0244422-0.0135934j -0.0135918+0.0116732j 0.00372497-0.00406931j 0.010134-0.0386884j -0.00513951+0.0239469j -0.0126632+0.0173602j -0.0111442-0.00371872j -0.00721879+0.00309461j -0.0353054+0.00255611j 0.0141301+0.0242246j 0.0223364-0.0185041j -0.00744906+0.0256122j -0.0173226-0.0152612j 0.0254826-0.00472608j -0.00836207-0.0054408j 0.00200424+0.0115555j -0.000562707-0.00505528j 0.018662-0.0141098j 0.021245-0.00651449j -0.00423245+0.00716284j -0.00743895+0.00508352j -0.000809884+0.000314546j 0.00617087+0.0026917j -0.0152691+0.00607313j 0.0127948+0.00375202j -0.00146248+0.00703908j 0.00260024-0.00445095j -0.00317202-0.00734209j 0.0328869+0.0127054j -0.00138956+0.0111909j 0.00418935-0.0138125j -0.0319816+0.0291355j 0.0156594-0.00721925j 0.027104+0.0100232j 0.0129264+0.0178243j -0.0313695+0.00741339j -0.00749502-0.0175356j -0.0081881-0.00472191j 0.0142509-0.00860404j -0.00503092+0.00585216j -0.0592295+0.00505194j 0.00168381-0.00108992j 0.000610252+0.00375209j -0.00251251-0.00142299j 0.00168705-0.00234287j 0.0243455-0.00880501j -0.0133619-0.000480092j -0.015053+0.00461733j 0.00963686+0.0082325j 0.00600124-0.00543522j -0.0173594+0.010122j -0.0164858+0.00967838j 0.00114483+0.00695831j -0.00794735+0.00998042j 0.018596-0.0199206j 0.0174864+0.00411997j -0.000451729-0.000847494j -0.00351666+0.0052887j 0.0023474-0.0492383j -0.0136311-0.00624479j -0.000313865+0.0430751j 
0.0784715-0.098279j -0.0473208-0.0087399j 0.0103373-0.0119694j 0.0545032-0.00328917j -0.00326502-0.00403355j 0.0139977-0.0196338j -0.00433206-0.0175971j 0.00789106+0.00245713j -0.0129739+0.00495532j -0.0045265+0.00200243j 0.0081981-0.00134325j 0.0398027-0.0239127j -0.00396374+0.0101657j -0.014534+0.012055j 0.0595928+0.0242989j -0.01325-0.0243739j 0.0162958+0.0285675j 0.0493957+0.00731077j -0.035611-0.0303104j 0.0422049+0.00739143j -0.0136425-0.00299438j -0.00601713-0.0216813j 0.0158839+0.00573384j 0.0307632-0.00149368j -0.0317855-0.0024372j -0.00207375-0.0222847j -0.0239999-0.01489j -0.0171754+4.66322e-05j 0.0144437+0.0126073j -0.00192345+0.00558355j -0.00952076-0.0027629j 0.00708957+0.0132263j 0.00611584+0.0102722j 0.0209321+0.0184261j -0.0152491-0.0128384j -0.00681638-0.00830138j -0.0197744-0.00986887j 0.00252465+0.00110547j 0.0193728+0.0149422j -0.00576265+0.0315781j -0.0124267-0.0118468j -0.0221882+0.000971588j -0.0240322+0.00809125j 0.0552555+0.0148827j 0.0164668-0.0171272j 0.0267616+0.031515j 0.00266632+0.0116197j 0.0154351-0.00988551j 0.0574441+0.0601826j -0.0257928-0.000228467j 0.0130591+0.00391356j -0.012504-0.00203001j 0.00925256+0.00379795j 0.0134024-0.00701853j -0.0246087+0.0294812j -0.0050017-0.00618593j -0.0148058+0.014887j -0.00823235+0.0112459j -0.000196781+0.00351934j 0.0196751+0.00874446j -0.00693341+0.00485747j -0.0277637+0.00242059j 0.00445795+0.0123002j -0.0365799+0.0262218j -0.00217659-0.00765017j 0.0161931+0.00172069j 0.0569331-0.0357037j -0.023704+0.00578385j 0.0131503+0.0195074j 
0.0566448+0.00302155j 0.0603362-0.0926139j -0.0323554+0.0158704j 0.0142061-0.0401515j -0.00708268+0.00549196j 0.00213903-0.00431633j 0.00898038+0.00654402j 0.0201101-0.0111204j -0.0208314+0.0151799j 0.0120431-0.00011241j 0.000712004-0.00342096j -0.0263937+0.00866072j 0.00556254-0.00858961j 0.0179385+0.00108628j 0.0192476+0.000922522j 0.0206858+0.00659098j 0.0206909+0.00992566j -0.0299452-0.0668334j -0.00981384+0.027393j 0.0170728-0.0178397j 0.00604034+0.0118869j -0.0227866+0.00347463j -0.00781101-0.0198609j -0.00173923-0.044249j -0.00681707+0.0275983j -0.0181085+0.006054j 0.00297396+0.0155493j 0.00750232+0.0133498j 0.016943-0.013173j 0.00262956+0.00215468j -0.00419403+0.0163854j 0.0176212-0.00282596j -0.0018504+0.000719404j 0.0137412-0.0180825j -0.00340855+0.0138892j -0.00111665+0.00221729j -0.016045+0.0255023j 0.0110362+0.00560156j 0.00460917-0.0167874j 0.0368856+0.0253819j -0.00932413+0.0196233j 0.0038085+0.00643733j -0.00278472+0.00786564j 0.00626891-0.0374093j -0.029623-0.0442723j -0.000141773-0.034159j 0.0163454+0.0179423j -0.00138486-0.0102103j 0.0028572-0.00796987j 0.0108109+0.0121517j -0.00377047-0.00241371j -9.09843e-05+0.0127134j 0.00391887-0.00878623j -0.0180589-0.0193167j 0.0158108+0.045949j 0.00377177-0.0164019j -0.0103642-0.0171907j -0.00136427+0.00902766j 0.0179531+0.00306928j -0.0104466-0.0165545j -0.00284264-0.00273356j 0.031798+0.0497232j -0.00106818-0.0352496j 0.0194794+0.0704364j 0.00278838+0.0127537j 0.000512797-0.0225713j -0.0376799-0.0688119j 0.0229541-0.00796408j 0.0494772+0.0178265j 
