-0.114662-0.061153j -0.0989282+0.0637873j -0.0315845+0.0420336j 0.0509807+0.105458j -0.0290929-0.04084j 0.0137754+0.0169291j -0.100156-0.121089j -0.0426662+0.056328j 0.0448168+0.0482663j -0.0436521+0.0683659j -0.0160945+0.131215j -0.00160789+0.122243j 0.0384914-0.0852162j -0.152313-0.0296343j -0.070618+0.00551619j 0.0273092-0.000610204j -0.00802586-0.0193508j 0.0193843+0.038088j -0.0269112-0.107386j 0.0543404-0.00749098j 0.00662448-0.00812479j -0.0225722+0.00933161j -0.00249855+0.0305494j 0.0286385+0.014265j 0.0119208-0.00841688j -0.0692609-0.0326849j 0.0250695-0.0387282j 0.0176348+0.00383473j -0.0414885+0.00179843j 0.0462143-0.0556037j -0.0487023+0.0313411j 0.0153636+0.0230393j -0.0815162+0.0854197j 0.000738897+0.00659895j -0.0657311-0.0383125j -0.0559228+0.0491403j -0.0969078+0.106733j 0.116648-0.0962816j -0.140844-0.0993652j 0.0440342+0.0483392j 0.0631242-0.00236664j 0.106378+0.087625j 0.0854892+0.00669959j 0.107241+0.110475j 0.0864175+0.000608324j -0.0642766+0.0519466j -0.162753-0.0364325j -0.0305961+0.0674911j -0.0322564+0.0250257j -0.0540666+0.0358763j 0.0345043+0.0562314j 0.0485516+0.047939j 0.0357192-0.0208884j 0.0634294-0.0232268j -0.095975-0.0267839j -0.0223332-0.0944387j -0.0219927+0.0166087j 0.0793761+0.0286384j -0.157116-0.0503056j -0.0262732+0.111942j 0.0411243-0.0517707j -0.0710498-0.0629202j 0.00944881-0.000166484j 0.0650174-0.0245397j 0.0262125+0.053393j -0.0137631+0.0445075j -0.0490379-0.220994j -0.109533+0.0220125j -0.249764-0.21171j 
-0.0958399+0.03339j -0.0193762+0.0903617j 0.0268289-0.0290517j -0.0410309+0.0334438j -0.00161917-0.00255654j -0.0474249+0.0260277j -0.0188971+0.0179755j -0.0345083+0.0265367j 0.0294017-0.0363204j 0.0158007+0.0136646j -0.00983856-0.00108592j -0.0512323-0.0158779j 0.0260084+0.0298475j 0.0281304-0.00342755j -0.0224617-0.0223521j -0.012979+0.00681476j 0.00114282-0.0121812j 0.0142595+0.0330859j 0.00164513-0.0138897j -0.0714602+0.0296752j 0.0142112-0.0734397j 0.0578656-0.00378861j -0.0101969+0.0241919j -0.0342185+0.0636431j -0.0128896-0.00826069j 0.0514947-0.0388373j -0.0200649+0.00109949j -0.013635+0.0198423j -0.0278567+0.0130507j 0.0113513-0.000523393j -0.0315789-0.00621933j -0.0247937+0.026875j 0.0338001+0.0340755j -0.036436+0.0195912j 0.0309933-0.00262796j 0.00885809+0.0212113j 0.0200204-0.0463906j 0.0084763+0.0835034j -0.000361889-0.0128486j -0.0512833+0.0674396j 0.0164941-0.0536835j 0.0459475+0.0596236j 0.0426686+0.0496356j -0.0483295+0.0108452j 0.0193195+0.0645654j -0.0444252+0.0199522j 0.024272+0.00634845j 0.0239945+0.0419032j -0.00408232+0.0398285j -0.048451-0.0924857j 0.00717668-0.0330686j -0.00348507-0.0350556j 0.00675693+0.0280746j 0.0144313+0.0607442j -0.015533-0.0947287j -0.0172681+0.0323728j 0.0433725-0.0140885j -0.0235011+0.00789019j -0.0255983-0.0260043j -0.00217957-0.00722963j -0.00840529+0.0317933j -0.0116655-0.0160677j 0.0732488+0.10467j -0.0370871-0.157986j 0.0183139-0.00758114j -0.0243907+0.0274863j -0.0377076+0.127868j 0.0405112+0.0799248j -0.0792068-0.0343425j 
0.0029184+0.0283248j -0.00354859+0.00708191j 0.00189728+0.00371313j -0.0032997+8.18101e-06j 1.8683e-05-0.0086291j 0.00638346+0.0223314j 0.00755761-0.00565966j -0.00260908+0.00119152j 0.00398795-0.0126225j -0.00467945-0.00321561j -0.00381066+0.010232j -0.00059719+0.017204j -0.00396384-0.00378062j 0.0026057-0.0127938j -0.00900916-0.017273j 0.0162373-0.00531247j -0.0145769+0.00968429j -0.00898063-0.0196409j 0.0221652-0.00400702j -0.0109418+0.00593831j -0.014695-0.0102594j -0.00715026+0.00727609j 0.0150109+0.00711634j -0.0280169-0.0303608j -0.000779193+0.00708211j -0.00101257+0.0116599j 0.0315526+0.0376663j -0.00540962+0.0401321j -0.0151169-0.00158406j -0.00924073+0.00161319j 0.0193795+0.00495041j 0.00533721-0.018372j -0.00288337-0.0123862j -0.0252887-0.0134935j 0.0486835+0.00777475j 0.0100459+0.00382542j -0.0250933-0.00441524j 0.0292817-0.0217931j -0.0665895-0.00981142j -0.01261+0.00730661j 9.55644e-05+0.00995191j 0.0280045+0.0115451j 0.0372603+0.00417293j -0.0167496-0.00575363j -0.023362-0.00262023j 0.00159302+0.0291734j -0.00143952+0.00838164j -0.0272915-0.02351j -0.0138414+0.0101576j 0.020648+0.0140565j 0.0446359-0.0216858j 0.0427354+0.0449175j -0.0523981-0.0339809j 0.0338576-0.00718537j 0.00348317+0.0285064j -0.0233526-0.013978j 0.0614483-0.0203239j -0.0310495-0.0415111j 0.000845035-0.000395666j -0.00665889-0.0574395j 0.0104743-0.0108104j -0.00990108+0.0275223j -0.0485939-0.00338087j 0.0148559+0.0270778j 0.00440901+0.000187635j -0.0218932+0.0516377j -0.0079343-0.0153751j -0.0136286-0.0454346j 0.0363649-0.00307661j 
-0.00746255-0.0347932j -0.0399298+0.0277427j 0.0160151+0.000534878j 0.0243843+0.0208009j -0.0036844-0.00743391j -0.00284876+0.00361324j -0.0049492-0.0278758j -0.00195527+0.00361229j 0.0103892-0.000538605j 0.00442422-0.0224517j 0.0179451+0.0113785j 0.00274479+0.00139389j -0.00259335+0.0051543j 0.00626472-0.0114634j 0.00946384+0.0110053j -0.00532398+0.0024163j -0.00909625-0.00289763j 0.0264025-0.00142258j -0.0171468-0.0165673j 0.00298356+0.00784861j -0.0137775-0.00136143j 0.00318346-0.00967722j 0.00726632+0.00203311j 0.0180793+0.0134706j -0.00514214+0.00320146j -0.00892219-0.0253592j -0.0139998-0.00876577j 0.000628143-0.00460069j 0.00726875-0.0103482j 0.0218864-0.00677714j -0.00129509-0.00752474j 9.70627e-05+0.0141712j 0.00730881-0.00735542j -0.00886323+0.0253762j 4.1022e-05-0.00564317j 0.00244454-0.0133608j -0.000184386+0.0110207j -0.0153836+0.0115912j 0.011657+0.0044269j -0.00492361-0.0121054j 0.013684-0.000674915j 0.00158053+0.0106288j -0.015756+0.00180095j 0.00552598-0.00161423j 0.0132595+0.0136065j -0.00110838+0.00620229j -0.00869181+3.73155e-05j 0.0105398-0.00838932j 0.0278046+0.0119715j -0.0116634-0.00156088j -0.00462901+0.00545546j 0.000416656-0.0374835j 0.0191517-0.00356786j 0.00204945+0.00845111j -0.0368148-0.0200393j 0.00816017+0.0192448j 0.00525219+0.0130617j 0.00841225+0.00837969j -0.0137308+0.00944901j -0.00274946+0.0224255j 0.00203164-0.00988126j 0.00602321-0.0160052j 0.022842+0.0113138j 0.013039-0.00918139j -0.00859906-0.00465505j 0.00284492+0.0128336j 0.0210833-0.00263222j -0.00930928+0.00696881j -0.0306907-0.0086414j 
-0.00768091-0.0129358j -0.0121999-0.00147439j 0.00549639+0.000387233j 0.000106615+0.0144328j -0.0122225+0.00971248j 0.00266148+0.00975838j 0.0186218+0.00137898j -0.00527959+0.00774784j 0.00256345-0.0290271j 0.00736167-0.00124814j 0.0228088+0.00616443j -0.0104535+0.00322872j -0.000707333+0.0242764j 0.00580929-0.00580176j -0.0044131+0.0118099j -0.0120063+0.00652687j 0.018477-0.00505803j 0.0120947+0.0144527j -0.0245911-0.00201966j 0.00035699-0.0145878j 0.0171702+0.00319163j 0.00357255-0.00955484j 0.00373674-0.0168712j 0.00903227-0.00546397j -0.00529188-0.00457772j 0.0153228-0.00624153j -0.00300934+0.00424146j 0.0015296-0.00864497j 0.00370214+0.00294961j -0.00349119-0.0146016j -0.0128071-0.00893442j 0.00116215+0.00281686j -0.00340692+0.008481j 0.0122107+0.00191413j -0.00414482+0.000194273j -0.0102424-0.00384806j -0.0152937+0.00358471j -0.00579381-0.0138023j 0.0283579+0.00263472j -0.000198074-0.00581747j 0.00264406+0.000957983j -0.018865-0.00037003j -0.00143016+0.00212341j -0.0118949+0.0165715j 0.00745893-0.00222263j -0.00979186-0.0117914j -0.0150858-0.0174705j 0.00483719-0.0036706j 0.00246588+0.00625385j -0.00510576-0.00300127j 0.00318112+0.00580981j -0.0127729-0.0111042j 0.00963164+0.00233422j 0.012393-0.012938j -0.0185712-0.0139792j 0.00497926-0.00701714j -0.00650581+0.0155615j -0.0129418+0.00110102j -0.00618171+0.00818123j 0.000213465+0.00888777j -0.00710074-0.000283608j 0.0083489-0.0262288j 0.00845583-0.0132597j 0.00117468+0.00166366j -0.00514305+0.00929377j -0.00872318-0.0304852j 0.0178155+0.00144099j -0.00372204+0.00543674j -0.0141051-0.0206461j 
-0.0135894-0.00223827j 0.00413009+0.0108237j -0.00100987+0.00811198j -0.00220087+0.00775327j 0.000918989-0.0134084j -0.00612347-0.031762j -0.0181253-0.00177045j 4.77775e-05-0.00569753j -0.00967102+0.00221689j 0.00557095+0.0301012j -0.00821347+0.00555112j -0.00967579+0.0398474j 0.00497333-0.00785849j -0.000156141+0.000416464j -0.00483867+0.01925j 0.0042013-0.00186051j 0.013733-0.0162552j 0.0204101-0.0128465j 0.010886+0.0200717j -0.00918733-0.0250163j -0.0426848+0.00882495j 0.0172626+0.0263456j 0.00718542-0.00168836j 0.022281+0.0120168j 0.0242179+0.0148984j -0.0453751+0.0143575j -0.00694279-0.00201985j -0.00482057-0.00688646j -0.00426692+0.0109264j -0.00159079-0.00937092j 0.00240401-0.0226993j 0.0335335-0.00162746j 0.0302381+0.00567782j -0.0052107+0.0015212j -0.0274731-0.00545415j -0.0112173+0.00701688j 0.030919-0.000900976j -0.0318463+0.00291773j 0.042393+0.0164969j 0.00764286+0.0020053j -0.00290019+0.0180282j -0.00947876-0.0184177j 0.000760671+0.00826556j 0.0116035+0.0140693j -0.0157249-0.00258912j -0.00677117-0.0123508j -0.0141754-0.0142865j -0.031861+0.0166714j 0.0164636-0.0397473j 0.0065574+0.0208359j -0.0601352+0.0281909j 0.00631739-0.0328141j 0.00753611+0.0614175j -0.0196604+0.0191725j 0.014723-0.0550069j 0.000626499-0.00864624j -0.0253361+0.00189696j 0.0306448+0.0415908j -0.0340267-0.00324184j 0.019463+0.031727j -0.0199589-0.026364j 0.00153796-0.0172422j -0.0204343+0.014268j 0.00899775-0.00254385j -0.0100642-0.0109308j 0.0084154+0.013814j -0.0137154+0.025736j -0.00224303-0.00200171j 0.00527103-0.00239899j 
-0.0530895+0.0168948j -0.0132909+0.042795j 0.00833481-0.0408089j -0.017442+0.000272306j 0.010052+0.0065426j -0.00843994+0.0361771j -0.00185623+0.00991426j -0.0200796+0.0251565j 0.0091904-0.0032171j 0.00457196-0.00411168j -0.00493286-0.00668484j 0.00495674-0.0114373j 0.0206192+0.0112558j 0.00858052+0.00899003j -0.0175066-0.0079441j -0.0367218+0.0030564j 0.0147126+0.0031618j 0.0279613+0.0532285j -0.0603457-0.0220948j -0.00527542-0.022061j 0.0698358-0.010732j 0.0475955-0.0468867j 0.000204552+0.0235032j -0.026175+0.0203981j -0.028144-0.00333522j 0.080114-0.0340563j 0.00436438+0.0293496j 0.00487323+0.00505265j 0.0102777+0.0113169j 0.01248-0.00862093j -0.0335007+0.00706342j -0.0514752-0.00787056j 0.00254966+0.0152237j -0.0242142+0.0112808j 0.0274459-3.31692e-06j 0.0189398-0.0167576j -0.0401165-0.0255494j -0.0262151-0.018032j -0.0342265-0.0320863j -0.0190496-0.0272444j -0.0386804-0.0432946j 0.0612773+0.00788528j -0.0148714-0.00365601j -0.0562749+0.0267581j 0.0513611-0.0449985j -0.00834624-0.0111754j -0.00532344-0.0110641j 0.0282146-0.0628033j 0.0237553+0.0389032j 0.0224556-0.00924356j 0.0528466-0.0198238j -0.00313743+0.00688961j -0.000269967+0.00539296j 0.0550851-0.0217583j -0.0234945-0.0177737j 0.017627+0.0299061j 0.0213775+0.0346037j -0.062843-0.0111297j -0.0220711+0.0433103j -0.0065425+0.00344281j 0.0104369+0.0400901j 0.0126258-0.0451609j 0.115601+0.0150967j -0.0325659-0.0429968j -0.0152568+0.0160385j -0.0910034-0.0230801j 0.0121051+0.0178502j 0.00374661+0.0573926j -0.0806584-0.0306741j 
-0.029989+0.0339794j 0.016974-0.00460606j 0.00460453+0.00135414j -0.0132875+0.0219727j -0.00453234-0.00903496j -0.0154324+0.0156156j 0.00416465+0.0105078j -0.00867991+0.0126096j 0.00180113+0.0177751j -0.00959822-0.00238205j 0.00947256+0.00263349j -0.0209946+0.00640941j -0.0138599+0.00934977j 0.000298501-0.0107443j -0.00444724-0.00499672j 0.025756-0.0214109j 0.0586718-0.0430067j 0.0187999+0.00956958j 0.0293808+0.00409598j -0.066283+0.0305175j -0.0502564+0.0448146j -0.0269726+0.0255637j 0.00837766-0.00515294j 0.0155456+0.0276568j 0.0149274+0.0074575j -0.0794587+0.0373453j 0.0375943+0.013913j -0.0195257+0.00889371j -0.00495696-0.00657245j 0.00542259+0.00315768j 0.0331947+0.00901465j 0.0152455+0.00119216j 0.0282794+0.0149129j 0.0414328+0.00120283j -0.0374159-0.0407891j -0.0204264-0.00194675j -0.0155494-0.0177455j 0.0202705+0.0187399j 0.0118084+0.0120256j -0.0253187-0.00309876j 0.0462935+0.0050577j -0.00764936+0.00303223j 0.031733+0.00633999j 0.0115433+0.00778822j -0.0209106+0.05084j 0.0291932-0.0124227j -0.0168761-0.037915j -0.0355981+0.0708666j 0.00867482-0.0392431j 0.0345669+0.00138022j -0.0405754+0.0245743j 0.00198405-0.0175664j 0.0176185-0.0221433j 0.0239789+0.0628284j 0.0357392-0.0572568j -0.00699155-0.0291245j -0.0185561-0.0233719j 0.0234433+0.00639886j 0.00668712-0.0291528j 0.0159645+0.00189594j -0.0218792+0.0113755j -0.0574483-0.0200059j -0.0735014+0.0282134j 0.0451253-0.0336109j -0.0250532-0.00614969j 0.096064+0.0647943j -0.0322239+0.0444706j 0.00410061+0.0126753j 0.00144336-0.0137915j 
-0.00138421-0.00161908j 0.00126702+0.010307j 0.00388243+0.0283244j 0.00799007+0.00990782j -0.0028687+0.00696874j 0.00137131-0.0548157j 0.0174614+0.0109388j -0.00874585-0.0208375j 0.0016187+0.0254546j 0.00499028+0.0302619j -0.0157547-0.00781404j -0.000777631+0.0110152j 0.0156782-0.0411194j -0.00256296+0.0182728j -0.0158646+0.0255269j -0.00080023+0.0648411j -0.0426364+0.0439106j -0.0150162-0.0291557j -0.0258665+0.00320759j 0.0100097-0.0782136j 0.0362046-0.0456728j 0.0806531-0.0299732j 0.00115372+0.0191878j 0.00835314-0.0458389j 0.0107244+0.00459829j 0.0609985-0.0207594j -0.0317658-0.00965931j 0.0155957-0.0229841j -0.00705508-0.00678992j 0.0093978-1.84078e-05j -0.0579679-0.0136688j -0.0106095+0.00519795j -0.0289066-0.0219473j -0.055618-0.0322999j 0.0386786+0.0544809j 0.0190061+0.00955523j 0.0344704+0.0118155j -0.0657455-0.042823j -0.00203249-0.0146712j 0.0462802-0.0307005j -0.0524836+0.0156482j -0.00950507-0.0236451j -0.0216664-0.0262451j -0.0256757+0.0219826j 0.0110695-0.069285j -0.0450149-0.0150305j -0.0104712+0.0473734j -0.0262817-0.101604j 0.00119611-0.00139063j -0.00540038+0.0694183j 0.00655082-0.00628455j 0.0139172-0.0561598j -0.0372296+0.0743557j -0.0328457-0.082603j -0.00692122+0.0303177j 0.00465558+0.0166538j 0.023168+0.0477172j -0.00587513+0.0343496j -0.0765877+0.0307914j 0.00983019+0.0207794j -0.0181349-0.05446j 0.0717924-0.0268699j 0.0261351-0.0223013j -0.0501905+0.0489747j 0.00959375-0.0014856j -0.180549-0.0415413j 0.0118848-0.019222j 0.00512435-0.0186702j 0.00719358+0.00489211j 
0.0278792-0.0219864j -0.0457101+0.00612162j -0.00183286-0.0521866j -0.00399161-0.0166667j -0.0137423-0.000569298j 0.0133749+0.0830738j 0.0159546-0.0245849j -0.00172772+0.0370837j -0.00858843+0.0138402j -0.00231348-0.0228182j 0.0187043+0.0142645j 0.0205632-0.043043j 0.00124116+0.0253909j -0.0235317-0.0146753j 0.0228002-0.024308j -0.00235893-0.0616631j 0.0286585-0.0389685j -0.0240701+0.0741386j -0.000920369-0.0397213j -0.00208744+0.108512j 0.00903318-0.00283364j -0.0927664-0.0362797j -0.00402513-0.0485246j -0.0197255+0.0182416j -0.0405029-0.0195123j -0.00120086+0.0171447j 0.00968479-0.0117406j -0.00990909+0.0025427j 0.00910688+0.0131228j -0.0341208-0.0033489j 0.0601104-0.0022377j -0.00350397-0.00711497j -0.0159949+0.0287092j 0.0659255+0.0361806j -0.012308-0.0281795j 0.0166912+0.00882059j -0.0695616-0.0158548j 0.091318+0.036559j -0.0464082+0.0190561j -0.0275265+0.0581803j 0.0599102+0.00994945j -0.0239078+0.0141851j 0.00691088+0.0392241j 0.00853389-0.0445097j 0.0108288+0.0597069j 0.0419213+0.0374535j 0.0475654-0.0322141j 0.0992822+0.0894008j -0.0556639+0.0372222j -0.0582566-0.100598j 0.0508214-0.0322441j -0.0310873+0.110885j 0.0332088-0.153952j 0.0293523+0.0263033j -0.0295177+0.0413522j -0.0164603-0.00203004j 0.00590795-0.039885j -0.019484-0.0962409j 0.145918-0.0326813j -0.0444353-0.063354j 0.0395169+0.0739727j -0.0600361+0.0683115j 0.00333098-0.00661595j 0.0355284-0.0291895j 0.00617291+0.000544258j 0.186071-0.0117512j 0.0330382-0.032696j -0.0170523-0.0104604j 0.00329853+0.00273256j 
0.0154425-0.0336747j -0.0045669-0.0287487j 0.00195327+0.0222546j 0.0270783+0.0289642j -0.0119257-0.00717046j 0.00455477-0.050623j -0.0325929+0.0187144j 0.00612423-0.0388709j -0.0114394+0.0026132j -0.0136662+0.0155047j 0.0119318-0.0104593j -0.0132886+0.00867091j -0.000367221+0.000638744j -0.014127+0.0187129j 0.00203601+0.0109597j 0.00372063-0.00952947j -0.0277066-0.0171397j 0.0334827-0.0526051j 0.0307305+0.00279053j 0.0181928-0.0133984j -0.0861914+0.0139167j -0.00711085+0.034875j 0.00725783-0.00479348j 0.0680306+0.0135792j 0.0334721+0.0209674j -0.0636532+0.0080257j -0.00324396-0.0151865j -0.0169146+0.00419041j 0.000603186+0.00888729j 0.00030081+0.00473532j 0.018316+0.00132018j 0.00335456+0.00151221j 0.0323356-0.0112265j 0.0528748+0.0162167j -0.0491716-0.0207746j -0.0378196-0.0195335j 0.051323-0.00231011j 0.0113748-0.00144131j 0.0480873+0.020324j -0.00257374+0.00960879j 0.0254149+0.00867159j -0.0111483+0.0114026j -0.00824294-0.0195689j 0.0123526+0.00119715j -0.0259531+0.0251293j 0.00634206-0.0338111j -0.0283379+0.00229103j -0.0277638+0.0575226j 0.0486123-0.0235918j 0.00227642+0.0138342j -0.124472+0.0583094j -0.00783566-0.0389436j -0.00350749+0.0563304j -0.0242614+0.0845397j -0.0338893-0.0210411j 0.0218852-0.0012602j -0.0506201-0.013656j 0.0702013+0.082643j -0.0458678-0.00207174j 0.00659432+0.0559394j -0.00804891-0.0366369j -0.00587278+0.0215407j -0.0106886-0.0172839j 0.0156097-0.00633275j 0.00105036-0.00886232j 0.0797564+0.0199821j 0.00273109-0.0205047j -0.0110823-0.0131193j -0.00844623-0.012742j 
0.00383237+0.046593j -0.00227233+0.00537482j -0.0166924-0.0375591j -0.00148823-0.028301j 0.0107936+0.0266652j -0.0164474+0.0909508j 0.0412817+0.00511314j -0.0239316+0.0275381j -0.00577871-0.0205207j 0.00252434-0.01673j 0.00178257-0.0143155j -0.00265467-0.0180329j -0.00654873+0.00383745j 0.0089747-0.00922526j 0.0057016-0.0249256j 0.0157776+0.0213236j 0.0524875+0.0156177j -0.0595211+0.0635269j -0.0563564+0.0203171j -0.0269753+0.00478229j 0.123488-0.0298543j -0.00477012-0.0157949j -0.0111778-0.00591381j -0.0850591-0.0412686j -0.0346268-0.0306464j 0.0794913+0.00649116j 0.00501425+0.0263916j -0.00190202+0.00675297j 0.0142006-0.0131365j -0.0062267-0.00335427j -0.0355788-0.000293621j -0.00849877+0.0172137j -0.07849+0.0163146j -0.0398431-0.031812j 0.0591277+0.030034j 0.0373237-0.0136568j -0.065855+0.0132816j -0.0316424+0.00601277j -0.0715635-0.0535938j 0.00266359-0.0186445j -0.00426498-0.0107996j -0.000156649-0.0012719j 0.0406958+0.0279478j 0.0191433+0.0124505j 0.0168626-0.0116494j -0.00470776+0.0687341j 0.0499128+0.013399j 0.0427426-0.0918102j -0.0589059+0.0246221j 0.0029772-0.00816699j 0.188949-0.0911099j 0.00320782+0.0659001j -0.00190696-0.0938745j 0.0251912-0.148135j 0.0488331+0.0246071j -0.0288375-0.00982394j 0.088188+0.00927808j -0.108034-0.141576j 0.0768686-0.019714j -0.00285433-0.0870665j -0.00145124+0.0453731j 0.00229424-0.0535207j -0.0523578+0.0313944j -0.00730353+0.0298217j 0.000562672+0.00885426j -0.117204-0.0144948j 0.00199181+0.0437526j 0.00906093-0.00867348j 0.0453889+0.0314315j 
-0.0247099+0.0139056j 0.0110937-0.00285529j 0.00471319+0.0433384j 0.00961318+0.0078393j 0.00521522+0.0151784j -0.00180618-0.0507829j -0.0123121+0.00813591j -0.000553892-0.00464302j 0.0144844-0.00682692j -0.00188866+0.0129261j 0.00183752-0.0214478j -0.00433998+0.00457207j 0.00742596-0.0174611j 0.0111908+0.0141995j -0.00881086+0.0258994j -0.0137671+0.0324722j 0.0232284+0.00727382j 0.00510135-0.0102105j -0.0283082+0.00350467j -0.0142596-0.0555164j -0.0173871+0.00368944j 0.0437733+0.00155048j 0.0168658+0.00750584j 0.0160488-0.00245499j 0.00341662-0.00351148j -0.00596162-0.00276879j -0.000435253+0.00468753j -0.0189135-0.0221806j -0.00188377-0.0101684j -0.00250957-0.00135927j -0.0119715+0.00671227j -0.00355055+0.00674201j 0.0144497-0.0026534j -0.0134487+0.00827557j -0.0118169-0.0122076j 0.00391006+0.00609179j 0.0186459+0.017895j -0.0227492-0.0196406j 0.0255129-0.0145986j 0.0111045-0.0194761j -0.00601856-0.0108298j -0.00429808-0.0227675j -0.0133276-0.01437j -0.00120394+0.030462j 0.0154931-0.00426704j -0.00542542-0.0345488j -0.028605+0.0116904j -0.0323142-0.0122157j 0.0236159-0.0307789j -0.00779721+0.030932j -0.063132+0.029406j 0.00573548-0.0221495j -0.00821116+0.0674217j -0.00249015-0.0359565j -0.00420058-0.0125715j 0.00720833-0.0206022j -0.0223094+0.0252563j 0.0246019+0.059491j -0.0549424+0.00464397j 0.000793454+0.031176j -0.0287815-0.0302306j 0.0271903-0.0276298j 0.0125622-0.0122983j -0.00910198+0.0127497j -0.0165259+0.000788015j -0.0500058-0.0185001j 0.00772575-0.0117906j -0.00537442+0.00328497j -0.0277645-0.0204747j 
0.0303749-0.00129509j -0.00664827+0.0043264j 0.0074404-0.00768589j 0.00115655-0.00224671j 0.0010372-0.0110303j 0.0145249+0.00423117j -0.0134609+8.98953e-05j -0.000606913+0.00342812j 0.00826931+0.00912879j 0.00114372-0.00920148j -0.00102807+0.010169j 0.00127583-0.0108235j -0.00515361-0.00199096j 0.00423299+0.00687642j -0.0170857-0.00739651j 0.0353431-0.018386j -0.0490923+0.00736113j 0.00188505-0.0465367j 0.0223637+0.00860098j 0.0251226+0.0276968j 0.00263039-0.0318431j -0.0211164+0.0329445j 0.00425361-0.00698265j 0.0114596-0.00491995j 0.00432851+0.00960605j -0.00529825+0.00795761j -0.0032169+0.00366034j 0.0143716+0.0356362j 0.000710633-0.00934273j -0.0188131+0.00810467j 0.0151699+0.00751755j 0.0126414-0.0175524j -0.0336777-0.00359485j -0.000302058-0.0227868j 0.0150004+0.0290099j 0.00241777+0.0219197j 0.0286855-0.0202156j -0.0280775-0.012738j -0.0113226-0.0248272j -0.013825+0.00543193j -0.0166093+0.0207664j 0.0107416+0.0233221j 0.00514658+0.00553565j 0.0240884-0.01168j -0.04285-0.0091983j -0.0270578+0.0463104j 0.021265-0.00116105j -0.0168208-0.0225865j -0.00940923-0.000687249j 0.0359017-0.00143522j 0.031024+0.00172917j 0.0103278+0.0118248j -0.0122642+0.00748903j -0.0112681+0.0246093j -0.00721898+0.00443394j -0.00175665+0.033815j 0.0370039-0.0350971j -0.0171514-0.0342622j 0.00918246+0.0111694j 0.0369499+0.00068541j 0.010863-0.00796216j -0.0113345+0.0119667j -0.0398749+1.57073e-05j 0.00371156+0.0121376j 0.0187569-0.0115838j -0.000125317+0.0475683j -0.0121937+0.0142401j -0.00615995-0.0539146j 0.0588792+0.0257826j 
0.0126042+0.00473767j -0.00396346+0.0036407j 0.0126328+0.000228388j -0.00964051-0.00870944j -0.0118328-0.0117073j 0.00980452+0.0125189j 0.000502676-0.00267121j 0.0177743+0.00495046j -0.0110689-0.00356071j 0.00355243+0.00589411j -0.0173837-0.00215577j -0.02765+0.00670069j 0.0351834+0.0088473j 0.00516033-0.0049451j -0.0255704+0.000376914j 0.00142836-0.0132851j -0.050028+0.00321652j -0.013998-0.0076098j 0.0290051-0.014039j 0.00610906+0.0472239j -0.00254981-0.00215378j -0.00644654+0.0225546j -0.0252768-0.00381246j 0.0173964+0.0141198j 0.00929213+0.00433681j -0.0184058+0.015191j 0.0141334-0.00214108j 0.000794454+0.00101363j 0.0080337-0.0212276j -0.00941001+0.0146992j 0.00994894-0.00218575j 0.0249162-0.00849964j -0.00538941-0.0038522j 0.00687085-0.0126741j -0.00426035+0.00998178j -0.00367762+0.0117767j 0.016913-0.00239499j 0.0206915+0.00116151j 0.00291182-0.0068058j 0.0135309+0.0213707j 0.0174799+0.00450781j -0.0161008+0.00625216j -0.00511478-0.0089626j 0.00249461-0.0214128j -0.0239795+0.00712135j -5.46553e-05+0.00582543j 0.00135212+0.00121638j 0.0290403+0.0357029j -0.0169951-0.0138594j 0.00911881-0.0196871j -0.00803502-0.0230844j 0.0144772+0.011041j -0.00919735-0.00920249j -0.0211389+0.0533285j -0.00155903-0.00789178j 0.00625535+0.0180277j -0.00414929-0.0244702j 0.0080108+0.0181349j 0.0168449-0.0112392j 0.0179216+0.0045592j 0.0275562+0.00970514j 0.014565+0.0234031j -0.0150301+0.0147762j -0.00127636-0.0129709j 0.0101053+0.00985144j 0.0396733-0.0281254j -0.0154675+0.0177046j 0.0191909-0.00913065j 0.0191392+0.0200198j 
