-0.00154814+0.0154068j 0.0177387+0.00103115j -0.0144171-0.00280716j 0.00149155+0.011485j 0.00365844+0.00422356j -0.00641228+0.000613441j 0.00650088-0.00373222j 0.00488917-0.00837991j 0.000542843-3.41023e-05j -0.00450835-0.00828014j 0.00366048+0.00312292j -0.00503973-0.00706264j 0.00229195+0.000682088j 0.00846199+0.00639213j 0.00371065+0.00348068j 0.00981377-0.003245j 0.00345073-0.00156533j -0.0025302+0.0011744j 0.00255227-0.00341364j -0.00287605-0.0099492j -0.00222791-0.00701367j 0.00719814-0.00237129j -0.00245915-0.00233315j -0.00240074+0.0125319j 0.000156543+0.0031104j 0.00349097+0.00592959j -0.00958797+0.00693807j -0.00674537+0.00884088j -0.00596323+0.00547056j 0.0110216+0.00969479j -0.00119861-0.00291249j 0.00139736+0.00231017j 0.00848101+0.00914199j -0.00151563-0.00227542j -0.00050995+0.00536785j -0.00932294-0.00298782j 0.000226699+0.00062336j 0.00467048+0.0030138j -0.0113451+0.000727769j 0.00191154+0.00234185j 0.00401971+0.00512092j -0.000900416-0.00109638j 0.0028272+0.00217387j 0.00392051+0.00160054j 0.00925601+0.000811844j -0.00471565-0.00287074j 0.00944737-0.0082111j 0.0107878-0.00109j -0.00529421-0.0180737j 0.0163436-0.00491099j 0.00839098+0.0136689j -0.0121017+0.00962449j 
-0.00250239+0.00376367j -0.00249923-0.0031957j 0.00067223+0.00922849j -0.00982225-0.00266209j 0.00148847+0.00292536j -0.00180594+0.00636537j -0.00630735+0.00847386j -0.00437847-0.00812329j -0.00325811-0.0102087j 0.00477512-0.00580421j -0.00148353-0.0077765j 0.00522697+0.00359024j -0.00100784+0.00387448j -0.00484385-0.00583936j -0.00188531+0.0058832j 0.00614418+0.00779018j 0.000543665-0.0111688j -0.00107522+0.00321874j -0.00108369+0.0103122j -0.00401566-0.00182866j 0.00396863-0.0210233j 0.000156334-0.00718855j -0.00636882-0.00112336j 0.0015548-0.00808733j 0.00140765-0.00160679j -0.000678885+0.0111499j -0.0145626+0.00363284j -0.00113094-0.00198107j -0.000624062+0.0038545j 0.000527327-0.00506697j -0.00207352+0.00468625j -0.000379344-0.00535055j -0.00177945-0.00445303j -0.000152158-0.000735922j 0.000986005-0.00190222j 0.00229109+0.00426082j 0.0102325+0.00380719j 0.00167116+0.000236489j 0.000241106+0.00155341j -0.000624948-0.00524697j 0.00746826+0.00488311j -0.0126306-0.00390504j -0.00713047-0.00187468j 0.00243682-0.0052822j -0.00355647-0.00950758j -0.00904647+0.00133578j -0.00214234-0.00577802j -0.00996913-0.00261386j -0.00102794+0.00350482j 0.000330955-0.000766106j 0.000212847+0.00293082j -0.00647086-0.000755995j 
-5.57763e-05-0.00321546j 0.00332423+0.0015837j -0.00288775+0.000979493j -0.00275328-0.0134165j -0.00207391+0.00564637j -0.00238467-0.00218743j -0.00456316-0.000310205j 0.00230053+0.00570337j -0.00171582-0.00587975j 0.00263338+0.0012796j 0.00127131-0.0030134j 0.00164705+0.00402659j -0.000506029+0.00848488j -0.00744329-0.00921604j 0.00385494+0.015353j 0.00531326-0.00687075j 0.0151498+0.00270601j -0.00366658-0.0164274j 0.00603071-0.00533715j 0.00198517+0.000658986j 0.00841676+0.0106668j 0.0105873-0.0022193j -0.00170286-0.000704874j 0.00899118-0.0077995j 0.00985099+0.0034454j 0.00453556+0.00188614j 0.00418959-0.0015147j 0.00402944-0.000715694j 0.00211569+0.00466064j 0.00233343+0.000870829j 0.000491169+0.00474161j 0.00204998-0.0086608j 0.0080424+0.0012004j 0.00119699-0.0083677j -9.19466e-05-0.0116117j 0.002247+0.000470354j 0.00289881+0.00273963j -0.00212486-0.0047039j 0.00545828-0.00630161j 0.00582484-0.00584514j 0.0031277+0.0104372j 0.00202463+0.0133962j -0.00224456-0.000998836j 0.00316078-0.00856849j 0.00164154+5.71703e-05j -0.0102777+0.00537285j 0.00207044-0.00533768j 0.0044689-0.00116224j -0.00150865-0.00143638j -0.00192161-0.000690878j 0.000676148+0.00263338j 0.00592813-0.00457986j 
0.00357261-0.00110776j 0.00059615+0.000962844j 0.00370898+7.4634e-05j 0.0028137+0.00576593j -0.00171971-0.00290055j -0.00227409-0.00859075j 0.00295683+0.00912598j -0.000189148+0.00291137j -0.00128311-0.00193799j -0.00561617-0.000859488j -0.0124673-0.00645499j -0.00700131-0.00385582j 0.00592368+0.00208829j 0.00161319+0.0018701j -0.00649959+0.00919686j -0.00601014-0.00242178j -0.00160785+0.00974891j 0.000834685+0.0054066j -0.00968181+0.00014644j -0.00253558-0.0034118j 0.00767896+0.00774949j -0.0058242-0.00522873j -0.00554554+0.00978448j -0.00744445-0.00545932j -0.0106595-0.0049876j -0.00234815+0.0077294j -0.00378823+0.00562856j -0.00217975+0.00241095j -0.00633585+0.00273175j -0.00875697-0.00147858j 0.00746773+0.00356791j -0.000100044-0.0022934j -0.00185584-0.000476736j -0.000915913-0.00548038j -0.00847185-0.00704042j 0.00751322-0.00141911j 0.00248737-0.00280727j 0.00901249+0.000402875j -0.00144722-0.00388999j -0.0246757-0.00754494j 0.00563811-0.0030923j -0.00145168+0.00945964j -0.0057047-0.00584019j -0.0102268-0.00875215j -0.00202038+0.00299835j -0.00747258+0.00378562j 0.00437204-0.0047965j -0.00331319-0.00197161j 0.0010812+0.00203156j 0.000266537-0.000922658j 0.000610358+0.00129624j 0.00020452-0.00212766j 
-0.00267199+0.00306237j 0.000882112-9.66784e-05j -0.0021842-0.002637j -0.000935701+0.0105938j -0.0020717-0.00727158j 0.00366418-0.00569056j 0.00810682+0.00230348j -0.00534362-0.00527418j 0.00647402-0.00807008j -0.00844693-0.000632432j 0.00387697-0.00418361j -0.000742123+0.00305965j -0.00904848-0.00148074j 0.00194828-0.00757844j -0.0160204+0.000172634j -0.00305595+0.00949665j 0.0106044-0.00584703j 0.0160697-0.0103406j -0.00380808+0.00481339j 0.00296819-0.00210651j 0.019487-0.000462923j 0.000129377-0.00677282j 0.0117639-0.010241j 0.0067319+0.00699557j -0.00517598+0.00342531j -0.0122967-0.00104394j 0.00289956+0.000377082j -0.00702236-0.00303064j -0.0068264-0.00375409j 0.003427-0.00164271j 0.00188683+0.0015742j -0.00152011-0.00266205j 0.00232368+0.000739624j 0.00219788+0.00270021j -0.00447438-0.00107241j 0.000248879+0.00178996j 0.0010288+0.0081081j -0.00257002-0.00444306j 0.00307639+0.00312862j 0.00167965+0.00751873j 0.00307486+0.00274648j 0.0012645-0.00124612j -0.00512447-0.012819j -0.00226877+0.00366559j 0.00252887-0.00053011j 0.00321136+0.00224051j 0.00196495+0.00184365j 0.00572458+0.00112532j 0.00321622+0.00203292j 0.00189437+0.00127963j -0.00250788-0.00148885j -0.000188516-0.00134322j 
0.000398045-0.000386697j 0.0018656-0.00263685j 0.00190944-0.000163516j 0.0035356+0.00236823j -0.00440597-0.0103589j 0.000804582-0.00440444j 0.0105203+0.0117206j -0.00352857-0.00320083j 0.000648508-0.00510883j 0.000309957-0.00240457j 0.000191127-0.0166409j 0.00568073+0.00233722j -0.00576349-0.00299522j 0.000761522+0.0124239j 0.0123804+0.0089781j -0.00225308+0.00111493j -0.00130181+0.00289959j 0.00452571-0.0113377j 0.0227756+0.0137295j -0.00033432-0.00136899j -0.0090848-0.00187566j 0.00207074-0.0201797j 0.0155548-0.00116576j -0.00735903-0.00707028j 0.00489372-0.00582705j -0.00168153+0.0100194j 0.00213925+0.00783204j 0.00523293-0.00635641j -0.0108936-0.00153654j -0.00553095-0.00646424j -4.61157e-05+0.00662362j -0.000446614-0.0042225j 0.00333596-0.00086606j -0.00115129+0.0047036j 0.000926297-0.00294953j 0.00281675+0.00252152j 0.000249559-0.0048438j 0.00394579-0.00156674j 0.000545385-0.00477343j -0.00485761+0.00331253j -0.00207161-0.00593422j -0.0128828+0.0056473j -0.00275437-0.000525836j -0.004662-0.00174681j -0.000477433-0.00316143j -0.00768248+0.0037559j 0.00953138+0.00407513j -0.00282536-0.00126894j -0.00394369+0.00198951j 0.00152363+0.00119379j 0.000185969+0.000734961j -0.00288276-0.0035115j 
0.000143779-0.00234995j -0.0018238+0.000109655j -0.00349773+0.000465503j 0.000484716+0.00499474j 0.00279491+0.00465645j 0.00532238-0.00720144j -0.00113488+0.00196663j -0.00464124+0.00329932j 0.00265729-0.002643j -0.00395423-0.00378607j 0.00386961+0.00103823j 0.00778372+0.00345201j -0.00548865+0.00618664j -0.00107028-0.0251483j -0.0113001-0.00549565j 0.00516169+0.00092513j -0.0116575+0.00490364j 0.00253364-0.00410229j 0.00633369-0.011632j 0.00267222-0.00169882j -0.0149778+0.00718315j -0.00207572+0.00577984j -0.00442216-0.00803449j 0.00182603+0.000567277j -0.0031818+0.000344616j -0.00474484-0.00157041j -0.00195206+0.00447757j -0.00357888-0.00327451j -0.00762066-0.00401822j -0.00265344-0.00441939j -0.00427944+0.00171139j 0.00326409-0.0023303j -0.00340452-0.00156799j 0.01217+0.000987654j 0.0119948-0.00331736j 0.00238835+0.0055215j 0.00136125+0.00902938j 0.00576694-0.000654192j 0.000334957+0.00462621j 0.00396229-0.00967969j -0.00861534+0.00617683j -0.0149349-0.00411023j -0.0023251-0.00488482j 0.0085171-0.00530058j -0.00374936-0.00204179j -0.00723143-0.00133345j 0.00675732+0.00430791j -0.000373723+0.00215924j 3.46221e-05-0.00193921j 0.00265738-0.000173335j 0.00241435-0.0035687j 0.000616638+0.00315327j 
-0.00330033-0.00157738j 0.000266487-0.0049161j 0.00120657-0.00539772j -0.00300831-0.0053666j 0.00526675+0.0062529j -0.00313646-0.000759354j 0.00285701+0.00566798j 0.00391266+0.00239173j -0.00131421-0.00224083j 0.0044919-0.00212358j 0.00491196-0.0117823j -0.00264195+0.00246206j -0.000728775+0.00178306j -0.00568026+0.00217751j 0.000184519-0.00617156j -0.00493972-0.00776455j 0.0125082-0.00360379j -0.00386068+0.00987245j -0.00341375-0.0124277j -0.00385615-0.00372914j 0.0156705-0.00108804j -0.000351191-0.011143j 0.00197994+0.004855j 0.0021194-0.00899228j 0.00564593-0.0112423j 0.000343125+0.00200181j -0.00378006+0.000360403j 0.00551655-0.00468065j -0.00299468-0.00706118j -0.000669375-0.00921099j 7.58835e-05-0.002582j 0.000584631+0.00209934j -0.00055954-0.00972644j 0.000348482+0.00367032j 0.00371737+0.010032j -0.00280679+0.000799765j -0.000420118+0.00381009j 0.00331015-0.00547772j -0.00922764+0.00371277j -0.00550489+0.00603717j -0.000423506-0.00317061j -0.00659042-0.0157814j -0.000483174-0.00471011j -0.00127261-0.00309863j -0.00338017-0.00129927j -0.00665341+0.0035967j 0.00354969+0.00420185j -0.00557642-0.0019589j -0.00434882+0.00087057j 0.00236673+0.00210287j 0.00188331-0.00109136j -0.00706987-0.000557481j 
-0.00309343-0.000794622j 1.74449e-05-0.00082342j -0.00186352-0.001545j -0.0054609-0.00418251j 0.00155069+0.00660555j 0.00115471+0.000587557j -0.000894625-0.00402425j 0.000172935-0.000402528j 0.00325451-0.00349651j 0.00221472-0.00193261j -0.000219402+0.00191123j 0.000225651-0.000174044j -0.00978834-4.87274e-05j 0.00468219-0.015367j 0.00326537-0.0109992j 0.00589776+0.00389812j -0.00461823-0.00011886j -0.000720101+0.00509663j 0.0141529-0.01048j 0.000560344-0.000906653j -0.00546511+0.000806624j -0.00161406+0.0035315j 0.00110226-0.00305161j -0.00113301+0.0056759j 0.00359856+0.00244713j 0.0021689-0.00251254j 0.00110544-0.00321382j 0.00148787-0.00196363j 0.00322767-0.00135134j 0.00544917+0.000182655j 0.0139469+0.000470479j -0.0167967+0.000912573j 0.00913165-0.0041976j -0.00904+0.00300482j -0.0302521+0.00527229j 0.00741018+0.000728193j -0.00229088+0.00449014j 0.0130761-0.00293414j -0.0105497+0.00162428j -0.0218729+0.000274033j 0.0186629+0.00481069j 0.0205461-0.00502592j -0.00383744-0.00214158j -0.0123676-0.00252582j 0.000269668-0.00451144j 0.00657074+0.000541972j -0.00417536-0.000239145j -0.0007143+0.000706598j 0.000305181-0.000932316j 0.000101463+0.000530341j 0.000374764-0.000445919j -0.00142091+0.000478404j 
-0.0014844-0.00716814j -0.00200543-0.00116764j -0.000286646-0.00789784j -0.00537633-0.0176353j -0.00412132+0.0146577j 0.000916386-0.00198945j -0.00200371-0.00503895j -0.00447222+0.00885374j 0.00532982+0.00804855j 0.0065649+0.010483j -0.00367719-0.0131089j -0.0144641-0.0074873j -0.0128309+0.0033717j 0.0206619+0.00929264j -0.000601162-0.0046451j 0.0117705+0.00193931j 0.00129589+0.00991985j -0.00178157+0.0161436j 0.00723127-0.00330512j 0.00103343+0.00107666j 0.00715293-0.0179914j -0.0101258-0.00194965j -0.00862067+0.0090303j 0.00914434-0.001135j -0.00495717+0.00285076j 0.00164125+0.00632684j 0.00365617-0.000104563j -0.00700978+0.00560254j -0.00303854+0.00324482j 0.00367903-0.00332134j -0.000944049+0.00398393j 0.00342256+0.00072078j 0.000231505-0.00397228j 0.0036162+0.00221337j 0.00489856-0.00309612j -0.00312408-0.00191132j -0.00200834-0.00474395j 0.000540394+0.00756363j 0.000429964-0.000301792j 0.00865667-0.00244515j -0.00719398+0.00776991j -0.00302645+0.00189739j -0.00080396-0.00403826j 0.00768956+0.00128903j 0.000773314-0.00328293j -0.00522092-0.00369029j 8.86274e-05-0.000823574j -0.0035033-0.000524048j -0.000706715+0.000539149j -0.000745101-0.00014181j 0.00129571+0.00141709j -0.000917453+0.000122738j 
-0.000715763+0.00238896j 0.000551091+0.00230856j -0.000623062-0.00154499j -0.00393077+0.00154117j -0.00272807+0.00187393j -0.00114798-0.00304125j 0.00624651+0.0054406j -0.0038133-0.00551571j -0.000465353-0.00656049j -0.0030184-0.00810954j -0.0110627-0.00484703j -0.00553826-0.00329649j 0.00378493+0.01083j 0.01148-0.00549203j 0.00810625+0.00034736j -0.0037253-0.00121454j 0.00105762-0.000425345j -0.00283239-0.00762849j 0.00287761-0.00960538j 0.00487868+0.00535345j 0.000440436+0.00693164j -0.00585692-0.0056214j -0.000559554-0.00260784j -0.00713128-0.00103962j -0.00699577-0.00515393j 0.000324252-0.00110081j 0.0018735+0.00279739j -0.00545376-0.00476412j -0.00118549+8.15146e-05j -0.00137388-0.00348817j 0.00222445-0.008968j 0.00346595+0.00858405j 4.37619e-06-0.00595724j 0.00467842+0.00777638j 0.00764727+0.0210161j -0.000322016-0.010988j -0.000566962-0.000642912j -0.00367092-0.0125699j 0.00157697+0.00387698j 0.00735835+0.0243922j -0.00192781-0.0165638j -0.00114823-0.00524618j -0.000328414+0.00404115j -0.00174933+0.0133308j -0.00304248+0.000764841j -0.00400218+0.00197504j -0.000716178+0.000526304j 0.00232168+0.00066572j 0.000627265+0.00168048j -0.00110228-0.000782309j -0.00190502+0.00290677j 0.000943194-0.00318953j 
-0.00350844+0.002504j 0.00121446-0.000225702j 0.00273526-0.00168255j -0.00311755+0.00752617j -0.00491104+0.000301789j 0.000967745+0.000252623j 0.00208474+0.000696813j -0.00471525-0.0019101j 0.00820287-0.00722067j 0.00302157-0.0042876j -0.0055286+0.00591182j 0.0133232+0.00473742j 0.0136916-0.0069678j 0.0131686-0.0118224j 0.00869468-0.0110024j -0.00931292+0.00314649j 0.0158938-0.00418376j -0.0103497+0.00159141j 0.00473788+0.000592505j 0.00358691-0.00211797j -0.00034604+0.000269614j -0.00972393+0.000382909j 0.00393082-0.00308007j -0.00559724+0.00605865j -0.00195498+0.00491448j -0.00264929-0.00480467j -0.00171351-0.00639188j -0.00394451+0.000971479j 0.00598135+0.00115006j -0.000543764+0.000183227j -0.00297029+0.00329369j 0.00162615-0.00948158j 0.00246455+0.0051344j 0.00237122+0.00121597j 0.00206691-0.0080786j -0.00539933+0.0030525j -0.00541769+0.00136662j -0.000899936+0.00632215j -0.00290265-0.00323401j 0.00441751-0.0133399j -0.00758511+0.006808j 0.00749152+0.00212185j 0.00420264-0.00371801j 0.00635824-0.00363814j -0.00117415-0.00343494j -0.000498253-0.00104216j -0.00306264-0.00142635j 0.000754209-0.000318968j 0.00274705+0.00109207j 0.000437879+0.00172057j -0.000691267+0.000311055j -0.00357013-0.00112836j 
-0.00111146-0.00604297j -0.00147765-0.00023362j -0.00349315-0.0030853j 0.00487711-0.00750681j 0.00146186+0.00547471j 0.00388752-0.00188498j 0.00154563-0.00155507j -0.00687442+0.00503522j 0.00911079+0.00825806j 0.00784206+0.00835338j 0.0033125-0.00732902j 0.0164397+0.00174509j 0.0162321+0.00852455j 0.00498169+0.00685605j -0.00898036+0.0021927j -0.00617037-0.00409497j 0.0161647+0.014704j 0.000650213+9.4662e-05j -0.00378542-0.00127676j -0.000566046+0.00200868j -0.00808322-0.00879032j -0.00319535-0.000940406j -0.00451675+0.00183392j 0.00839567-0.001737j 0.00256845+0.00375644j 0.00191004+0.00717134j 0.00109791+0.0043522j 0.00226033+0.00237653j -0.00558804+0.002375j -0.000392947-0.0084465j -0.000601634-0.00299221j -0.00560963-0.000316762j 0.000564589+0.002467j -0.000716891+0.00696834j -0.00326016+0.00791445j 0.0043465-0.00283076j 0.00511346-0.00557637j 0.00735007+0.00266914j 0.00130098+0.00497911j -0.00753472+0.00334169j 0.00723597-0.00100844j -0.00199352-0.00419225j -0.00437233+0.000988324j -0.00424271+0.000585404j -0.00195538-0.000435998j 0.0028223-0.00343842j 0.00171278+0.00223519j -0.00428873+0.00299668j -0.000621614-0.00118612j 0.000812936+0.000466996j 0.00135803-0.00347691j 0.000199751+0.00382806j 
-0.00115869-0.00515693j 0.00246812+0.000482429j -0.0105719-0.0130413j -0.00720944-0.0116745j 0.00810388+0.00363061j 0.00392299-0.00526744j -0.00258935-0.00634857j -0.0212145-0.000392369j 0.00282459+0.00177903j -0.00285985-0.000392448j 0.00789696-0.00870362j -0.0117056-0.00218098j 0.0185691-0.00871007j -0.00122351-0.0124004j 0.00155619-0.00237604j 0.000926376+0.015918j -0.00578345-0.0050878j -0.00392661+0.00466388j -0.00477434+0.00342124j 0.0132681-0.00350502j -0.0052511-0.00194061j 0.00771424-0.000285604j -0.00121871-0.00362454j -0.00137104+0.00290179j -0.00182646+0.00120361j -0.00686751+0.00318404j 0.000164283+0.000127874j 0.00479595-0.00743646j -0.00318676-0.00363519j -0.000737617+0.00071966j -0.00189391-0.000964993j -0.000187645-0.00591279j 0.00700592+0.000217069j -0.00190814+6.00938e-05j 0.000930726-0.00652225j -0.00199141-0.00356721j 0.000614228+0.00580164j 0.00429966-0.00366588j -0.000208692+0.00184727j -0.00301814+0.00440485j 0.00327315+0.00806769j 0.00449792-0.0017883j 0.00274365-0.00057608j -0.0031508-0.0014503j 0.00345228-0.00442317j -0.00114913+0.00258227j 0.00068548-0.00138101j 0.0015402-0.00581085j -0.00216985-0.00079472j -0.00247046-0.00161753j 2.43144e-05+0.00577212j 0.00160798-0.00420745j 
0.00146499+0.00242194j -0.000493554+0.00191051j 0.0010239-0.00432061j 0.00247766+0.00680359j -0.0125287+0.00217513j 0.00134561-0.00413564j -0.00861343+0.00550382j -0.012596+0.0013508j -0.00396891-0.00206725j 0.00150793-0.00362454j -0.00519249-0.00493627j 0.00610467-0.00798716j 0.000716445+0.00492337j -0.00375919+0.0119461j -0.0105691+0.00387456j 0.0108114-0.00511212j 0.00459329-0.00247117j 0.0104469-0.00496452j -0.000321922+0.00427643j -0.00809434+0.00330515j -0.0122924-0.00252336j 0.000402552-0.00301772j -0.00499903-0.000189464j 0.00946342-0.00928165j 0.00165184-0.00389278j -0.00453142+0.00117156j -0.00597066+0.00297887j -0.00273023+0.00280243j 0.00983233+0.00733149j 0.004292+0.00555172j 0.0018151-0.00350364j -0.00225634+0.00179326j 0.00363541+0.00359259j 0.00040318+0.001854j -0.00220092+0.00418131j 0.000517415-0.00339101j -0.00208076-0.00331592j -0.00441628-0.0018309j 0.00217089+0.0021154j 0.00129795+0.00650107j 0.00252509-0.000198084j 0.0120598+0.0080325j -0.000211065+0.00326673j 0.000702503+0.00458864j -0.00294741-0.00308047j 0.00383764+0.00416296j -0.0098386-0.00940157j 0.00497647+0.000154619j 0.00406463+0.00209265j -0.00114374-0.00388405j -0.00315793+0.00529418j -0.000468983-0.000162247j 
-0.000452021+0.00286856j 8.37815e-05-0.000839389j 0.000884602+0.000166843j 0.00321188+0.000590975j 0.00320904+0.000819019j -0.00448033+0.00794947j 0.00848065-0.0043748j -0.00265309-0.0128858j -0.00150323-0.00189553j -0.00360022-0.000636669j 0.000657139+0.00308911j -0.00710413+0.0221288j 0.00291033+0.0158124j -0.00396206-0.0138105j 0.000832983-0.00556186j 0.00211436-0.00290936j -0.00784844+0.00927725j 0.00180121-0.00604169j -3.36067e-05+0.000659505j 0.0036697-0.00298399j 0.00235165-0.00961652j -0.000539293+0.000930551j 0.00940567-0.00264844j -0.00405041+0.00637684j -0.000618057+0.0107331j -0.00308678+0.00482446j 0.000420983+0.00123484j 0.00445368+0.00438407j -0.00118198+0.00297624j -0.00155621+0.000710397j -7.1677e-05-0.00445259j 0.00284221-0.0028423j -0.00599198+0.00142551j -0.00212039-0.0032575j 0.00098991+0.000883096j -0.00309137-0.000767456j 0.00113631+0.00882977j -0.000301908-0.00390707j -7.62921e-05+0.000203199j 0.0028032-0.000934988j -0.00152445+0.00713909j -0.00118897+0.00151465j -0.00330885+0.00172171j 0.00451099-0.00148161j 0.0025094-0.00527734j 0.00460356+0.00438601j 0.000316519-0.0056118j -0.000844727-0.000529568j 0.00222636-0.000786075j 0.000922506-0.00149169j -0.00180653+0.00315934j -0.00546543+0.00160483j 
-0.00687099-0.000374021j -0.00184847-0.00160506j -0.000790163-0.00498273j 0.000428415+0.0143214j -0.00350057-0.00166009j -0.00796647-0.00900555j -0.00511437+0.0123908j -0.00464049+0.0119898j 0.00878245+0.00280463j 0.00494305+0.00103721j 0.0103239-0.00372775j -0.0170902+0.00663419j 0.0031233-0.00563054j -0.000824101+0.00368846j 0.00526708+0.00818456j 0.0117775-0.0079015j 0.00123188+0.0041337j -0.00829655-0.0144816j 0.000622509+0.00683956j 0.000518161+0.000920065j 0.00169557+0.0143081j 0.00241688-0.00956282j 0.000376248-0.00264968j 0.00238327-0.000901339j 0.00448811+0.00371832j -0.00413786+0.0069204j -0.00509787-4.2745e-05j 0.00403568+0.00475326j 0.00613026-0.00504807j 0.00186105-0.00790579j -0.000339453+0.00204806j 0.00183938+0.00105296j -0.000440919-0.00492849j 0.000878411+0.00156636j -0.00222659+0.0025043j -0.0012225-0.000516556j 0.00176695+0.00664857j 0.000487965+0.00768433j 0.00247465-0.00677401j 3.25025e-06-0.00494705j 0.002855-0.00534699j -0.00142196-0.0198037j 0.000542189-0.00178156j 0.00167167-0.000357499j -0.00746809-0.00596786j 0.00336059-0.0147073j -0.0077734+0.00355885j -0.00405908-0.00477476j 0.0060315-6.68372e-05j -4.48558e-05+0.00248814j 0.00102151-5.55815e-06j -0.00585396+0.00122697j 
0.00133984+0.0012921j 0.00578265-0.00209634j -0.00272386+0.00191684j -0.0057171+0.000116597j 0.000432655-0.00294342j 0.0048286+0.00305121j -0.00795385+0.00647888j -0.00461206-0.00342443j 0.00152581+0.00337783j -0.00445915+0.00411086j -0.00529505-0.00299562j 0.00293425+0.0104023j -0.00103484+0.00840666j -0.00495885+0.0165744j 0.000591008-0.00314512j 0.000211918-0.0148607j -0.00486357+0.0195007j 0.00394822+0.00258264j 0.00389535+0.0019792j 0.0027643-0.000464623j 0.00268783-0.00249084j 0.00447747-0.0117987j -0.000496643+0.00607228j -0.00390703-0.00792564j -0.00359748-0.00883267j -0.00734693-0.00817465j -0.00226054-0.00282783j -0.00546609-0.00734512j 0.0029684-0.00372172j 0.00905389+0.000775302j -0.00164534-0.000610448j 0.00483538-0.00402675j 0.0026381+0.00250584j -0.00792213+0.00282256j -0.00114962-0.00123452j -0.00319933-0.000116575j -3.10539e-05-0.00459294j -0.00784804+0.00143901j -0.0029805-0.00104334j 0.00339216-0.00567575j -0.000684292-0.00175883j 0.00851251+0.00222921j 0.00648963-0.00663006j 0.00191812-0.00279306j 0.0030736-0.00382724j -0.000866196-0.00024286j -0.0052119+0.000978632j 0.00634557-0.00411705j -0.00324082-0.000171517j -0.00184274+6.33931e-06j 0.00136908+0.00399002j 0.0019087-0.00550384j 
-0.000160514+0.00512989j -0.00907259+0.00625618j -0.0038837+0.00517973j -0.00124074+0.00850703j -0.00310508-0.00389053j 0.00389961+0.00319312j 0.00308711+0.00297401j 0.00148084-0.00441388j -0.000491598+0.00619104j 0.00807906-0.00644335j 0.018843-0.00449122j -0.00362778+0.00517847j 0.00104787+0.00596837j 0.0121918+0.00934684j 0.00413503-0.00685906j 0.00349648-0.00407616j -0.000562526-0.00223226j -0.00873862-0.00218073j -0.00394782-0.00109035j 0.00556583+0.00834012j 0.00241656-0.0032259j 0.00452386+0.00355323j -0.00974773-0.00408651j 0.0103107+0.00417075j 0.00546077-0.00348553j 0.00266367-0.0110152j 0.00424831-0.00435499j 0.00348406+0.00171546j -0.00642491-0.00539953j -0.0128017+0.00214397j 0.00540394-0.0028828j 0.00165324+0.00113368j -0.0064514+0.00552886j 0.000603157+0.00151862j -0.00330993-0.00141202j 0.00458636-0.00078262j 0.00561593-0.00517316j 0.0078016+0.00845862j -0.0026782-0.00136835j -0.00846912-0.00206294j 0.000321751+0.00132908j -0.0114111+0.0110345j -0.00233992+0.00285992j -0.00661762+0.00355057j -0.00243566+0.00890396j -0.00931257+0.00242442j 0.00795239+0.00487798j -0.0040267+0.00119244j 0.00659972+0.00234135j -0.000476031+0.00116154j -0.00223589-0.00286921j 0.00342749-0.00118306j 
-0.00711215-0.00264284j 0.00661846+0.00429505j 0.00711415-0.00415962j -0.000962457+0.00992717j -0.00172881-0.00501299j -0.00319925-0.00625479j -0.00794124+0.00194396j -0.00761959-0.00231604j 0.00582611-0.00696481j -0.00791507-0.00409014j -0.00982798-0.00872777j -0.00547079+0.00917095j 0.00164356-0.00317774j -0.00510868-0.00411462j 0.00831178-0.00661807j 0.00524646-0.0044291j -0.0028454-0.00179785j -0.0043178+0.00370401j -0.00433609+0.00200731j 0.00128248-0.00383026j -0.00260963-0.000726279j -0.00760726-0.00808324j -0.000302012-0.00294807j 0.00601097-0.003006j -0.00287428-0.0011364j 0.0133871-0.00318361j -0.00210532-0.00611006j 0.00111337-0.00756965j -0.00746677+0.00894755j -0.00306464+0.00578692j 0.000301705-0.00136054j 0.000130111+0.000438712j -0.00141518+0.0014688j 0.000363835-0.00154106j 0.00146342-0.00342699j 0.000585707-0.00123827j 0.00326459-0.00322179j 0.00350185-0.00370108j -0.00282105-0.000342348j -0.00250767+0.00313017j 0.00102257-0.0041865j -0.00581414+0.0134954j -0.00239547+0.00406015j -0.00220183+0.000157437j -0.00208025+0.00899138j -0.00281187+0.00626445j 0.00261765-0.00444293j -0.0105079+0.0134595j -0.00160233-0.000604452j 0.00343528+0.00480755j 0.00075582-0.00865499j -0.00404382+0.00425634j 
