-0.00154814+0.0154068j 0.0177387+0.00103115j -0.0144171-0.00280716j 0.00149155+0.011485j 0.00365844+0.00422356j -0.00641228+0.000613441j 0.00650088-0.00373222j 0.00488917-0.00837991j 0.000542843-3.41023e-05j -0.00450835-0.00828014j 0.00366048+0.00312292j -0.00503973-0.00706264j 0.00229195+0.000682088j 0.00846199+0.00639213j 0.00371065+0.00348068j 0.00981377-0.003245j 0.00345073-0.00156533j -0.0025302+0.0011744j 0.00255227-0.00341364j -0.00287605-0.0099492j -0.00222791-0.00701367j 0.00719814-0.00237129j -0.00245915-0.00233315j -0.00240074+0.0125319j 0.000156543+0.0031104j 0.00349097+0.00592959j -0.00958797+0.00693807j -0.00674537+0.00884088j -0.00596323+0.00547056j 0.0110216+0.00969479j -0.00119861-0.00291249j 0.00139736+0.00231017j 0.00848101+0.00914199j -0.00151563-0.00227542j -0.00050995+0.00536785j -0.00932294-0.00298782j 0.000226699+0.00062336j 0.00467048+0.0030138j -0.0113451+0.000727769j 0.00191154+0.00234185j 0.00401971+0.00512092j -0.000900416-0.00109638j 0.0028272+0.00217387j 0.00392051+0.00160054j 0.00925601+0.000811844j -0.00471565-0.00287074j 0.00944737-0.0082111j 0.0107878-0.00109j -0.00529421-0.0180737j 0.0163436-0.00491099j 0.00839098+0.0136689j -0.0121017+0.00962449j 
0.00455204-0.00285881j -0.00286686+0.00073837j 0.00827448+0.000838466j 0.00300416-0.00210781j 0.00991836-0.0085618j -0.00339197+0.00186771j -0.00526428-0.000675301j 0.000672767+0.00186516j -0.00691078+0.00369455j 0.0104758-0.00573238j -0.00635845+0.00295676j -0.0164305-0.00300487j -0.0126035-0.000189544j -0.00100951+0.00927629j -0.00591655-0.00601816j 0.00683236-0.00128471j 0.00589839+0.000917184j 0.00307125+0.00151742j -0.00787214-1.60059e-05j -0.00629846+0.00103732j 0.00820014+0.00275508j -0.00545936+0.00115281j -0.00584054+0.00374745j 0.00247216+0.00444779j -0.00208352-0.000656758j -0.00610169+0.000562002j 0.00250682-0.00222055j 0.000913241-0.0102101j -0.00605746+0.00429449j -6.45011e-05-0.00414728j 0.00111884+0.000140941j 0.000931875-0.00920993j 0.00137848+0.00824009j 0.00170328+0.0190392j 0.00113394-0.00439786j -0.00177997-0.000535021j -0.0110775-3.58203e-05j 0.00560777-0.0116122j -0.000316951+0.000557496j -0.000261798-0.00352158j -0.00186826-0.00186762j 0.00730066-0.000691762j -0.0109401+0.0104629j 0.00100147-0.00505251j 0.00730283-0.0017524j 0.0026802+0.00149218j 0.00942763+0.00702405j 0.00180653-0.00410657j -0.00391788-0.00746052j 0.00111134-0.00171413j -0.00102777+0.000570017j 0.000245788+0.000563207j 
-0.00606999-5.31551e-05j 0.00391042+0.000156916j -0.000366117+0.00382109j 0.0024858-0.000666248j -0.0059193+0.00793279j 0.0026719-0.00160144j -0.00328875-0.00718116j 0.00974769-0.0013031j 0.00459693-0.00962136j -0.0121599+0.00160945j -0.000318153-0.00436713j -0.000255104-0.00516826j 0.00143123-0.00982552j -0.00161635+0.00139926j -0.000325628-0.00083925j -0.00608616+0.0028198j -0.00227676+0.00210595j -0.00475222+0.000921359j 0.00145794-0.00503148j 0.00818207-0.00345478j -0.000493638+0.00573134j 0.00991968-0.00452699j -0.00115431-0.00451745j -0.00761285+0.00501871j -0.001412-0.00600723j 0.00565526-0.000847133j -0.00516272+0.00289334j 0.000237969+0.00331039j 0.0066624-0.00637511j 0.00266029-0.00723344j 0.00810314-0.00783241j -0.0109126-0.00412287j 0.00183296+0.0161872j 0.0119683+0.0204852j 0.00389614+0.00449264j -0.000875286-0.000222316j 0.00804741-0.00131982j -0.00165699-0.00425583j 0.00464778+0.00103437j 0.00988337+0.00202343j 0.0110689-0.00771649j -0.00507783-0.00660455j -0.0102+0.024869j -0.0051999-0.00449149j -0.0123698-0.00457776j -0.000338723+0.0016432j -0.00966156+0.0029113j 0.00162563+0.00254868j 0.00356234+0.00349557j -0.000859831+0.00260049j 0.000172526-0.0025152j 0.000758458-8.10876e-05j 
0.0015456+0.00181367j 0.00672079-0.00185121j -0.0060515+1.79125e-05j -0.00147921-0.00196138j -0.00324414+0.0014899j 0.00639094+0.000384294j 0.00888497-0.00281009j 0.0153015-0.00142593j -0.00228351+0.00761003j -0.00669554+0.000801527j 0.0033283-0.00372841j -0.00459166+0.00174594j 0.000468674-0.00340397j 0.00350062+0.0019768j -0.0113045+0.00561776j 0.00188187-0.00102325j -0.00516051+0.00429756j -0.00505838+0.000963085j -0.00502386+0.00338665j 0.00665873+0.00077715j 0.000978173+0.00200093j -0.00867766+0.0015478j 0.00596379-0.00432147j 0.000158427+0.00114734j 0.00746717-0.00275495j 0.00389493-0.00344471j -0.00212875+0.00108819j -0.0032856+0.00522888j 0.0120869+0.00306244j -0.00224655-0.00451508j 0.00831669+0.000891305j -0.005359+0.00390003j -0.00811124-0.00100586j -0.000233219-0.000871685j 0.00254124-6.41597e-05j -0.00784945-0.00338987j -0.00854508-0.00108506j -0.00278649-0.00187793j -0.00684459-0.00325605j -0.00904849-0.00514117j -0.00920274-0.00272472j 0.00399173-0.0021431j -0.00102454-0.00136693j 0.00170529+0.00473542j -0.00857035-0.00688031j -0.0108282-0.000398794j -0.0102349-0.00298743j 0.00149989+0.00319238j 0.00204302+0.00609768j -0.00197291+0.00186567j 0.00229824+0.00500301j -0.000406915-0.00460998j 
0.00229981+0.00117512j 0.00025929+0.00128844j -0.00286879+0.000213111j -0.00299194+0.00432689j 0.00206448+0.000359593j 0.000227719-0.00154678j 0.00268564+0.000817299j -0.0030628+0.00861659j -0.0018092+0.00153333j 0.00360458-0.000754828j -0.00211846-0.000461363j 0.00868009-0.00547101j 0.00961962-0.000100238j -0.000269923-0.00177583j 0.00752268+0.00073955j 0.000934242-0.000628041j -0.00265253-0.00411231j -0.00154695-0.00017442j 0.000470984+0.00125691j -0.00266684+0.00154088j -0.00719318+0.00748582j -0.00637479-0.000727861j 0.00807949-0.00185385j 0.00227792-0.00177977j 0.00576208+0.000925999j -0.000443919-0.000673673j -0.00118644+0.000663015j 0.00697907-0.00519243j -0.00188936+0.00254713j -0.00150832-0.00135475j -0.0255212-0.000627067j 0.0158538-0.00546791j 0.0073678+0.00416458j 0.00579973+0.00998972j -0.0182507+0.00461956j 0.0167104-0.00169598j 0.0218229-0.000753905j -0.00417088-0.00301601j -0.00867874-0.00118447j -0.00304013-9.19834e-05j -0.0104239-0.00566243j 0.00862399-0.00493235j -3.99387e-05+0.0101519j 0.0110626-1.16849e-05j 0.00627838-0.00428004j -0.0036194+0.000253141j 0.00465762+0.00130906j -0.000587057-0.00232808j 5.73278e-05-0.000283604j 0.000162166-0.00056868j 0.000758093+0.00312504j -0.00129815-0.000953351j 
0.000209683+0.000807783j -0.0045111-0.00108425j -0.00368997+0.00359048j -0.00115195+0.000133974j -0.000881281+0.00562022j -0.000660405+0.00567796j -0.00390523+0.00567783j -0.0104131+0.0108697j 0.00389992-0.00328602j 0.00027328+0.00406279j -0.00363578+0.00304993j 0.0115688-0.00819164j 0.00679931+0.00442192j -0.00680762+0.00171833j 0.0109083-0.00316304j 0.00522828-0.000761168j -0.00392718-0.00378256j 0.0021572+0.00276146j 0.00158053-0.00179583j -0.00893718+0.0043418j 0.00349782-0.000325015j 0.0019651-0.00101576j 0.00604776+0.00378321j 0.00861507-0.00325895j -0.00169351+0.0021343j 0.00188955+0.000883972j -0.000128969+0.000801764j 0.00559567-0.000999117j -0.00825714+0.00061046j -0.00669468+0.00257115j 0.017731-0.000562049j -0.00918811-0.00489639j -0.00100841+0.00304831j 0.00425944+0.00152095j 0.0176976-0.00148573j -0.0128281-0.0007839j -0.0319001+0.00318524j 0.0185108+0.00062437j 0.00825159-0.00109043j 0.00193283-0.00262392j 0.000438749-0.00225464j 0.00404134+0.000802181j 0.00266477+0.00413758j -0.00153656+0.00183983j 0.0052587-0.00292168j 0.00227751-0.00293069j 0.0060073+0.00353352j -0.00342716-0.00694162j -0.000588404+0.00410093j -0.00124311-0.00233364j -0.000631721+0.00422231j -0.000599473-0.000415778j 
-0.00692246-0.0086977j 0.000382055-0.00211238j 0.00547299-0.01166j 0.00911802-0.000374432j 0.00333804+0.00337951j 0.0103711-0.00175332j -0.00295534-0.00788149j 0.00696266-0.00823758j 0.00695493-0.0116802j 0.00288663+0.000488427j -0.0153967+0.0128618j 0.00165905+0.00540574j 0.00688693+0.00313019j 0.00934622+0.00182611j 0.00656716-0.00218987j 0.00303964+0.00400392j -0.00301257-0.000918497j 0.00254364+0.000605931j 0.0016115+0.000947305j 0.00148845-0.00641326j -0.0015-0.00391227j 0.00630036-0.000427247j -0.0103938+0.000441222j 0.00301611+0.00754605j 0.00142418-0.00702009j 0.00185706+0.00369207j 0.000419513+0.00142043j -0.00291642+0.0108314j -0.00337776-0.0016595j -0.000594837-0.0067996j -0.00476821+0.0149096j -0.00310013-0.0100569j -0.00183326+0.00167936j -0.00281624-0.00863863j -0.00530472-0.0106646j 0.0040865-0.00539382j 0.0180064-0.000455846j -0.0124844-0.0033345j 0.0030801-0.00245064j 0.00547122-0.0105304j 0.00573022+0.00298681j -0.0061195+0.0112359j -0.000422488-0.00291323j -0.00206262+0.000316009j -0.00490116-0.000845311j -0.000828082-0.00239243j -0.000410425+0.0092463j 0.00250785-0.000511714j 0.000117297+0.0070173j -0.00109945+0.00101703j -0.00266452+7.92211e-05j 0.00120613-0.00067383j 
-0.00226731-0.00153512j -0.00256652-5.70414e-05j -0.0105911-0.00247346j -0.00517225+0.0033496j -0.00262286+0.00770519j -0.000878783-0.00157598j -0.00357025+0.00463436j -0.00642287+0.00342962j 0.000626964-0.00409741j -0.00337931-0.00134155j 0.000743955+0.000864906j 0.00961887-0.000507637j 0.00611798+0.00358364j 0.000728814-0.00357799j 0.00801591+0.00143903j -0.00313984+4.71353e-05j -0.00195455-0.00433385j -0.00334183+0.00115402j 0.00360783+0.000163836j -0.00391641+0.00130612j -0.00284721+0.00351382j -0.00401858-0.00112178j 0.00930594-0.000401273j -0.00102948-0.00487244j -0.000770114+0.00289174j 0.00163354+0.000100066j -0.00172705+0.00364341j 0.00512738-0.0013245j -0.00501892+5.91445e-05j -0.00260715+0.00260986j -0.0141431-0.00182353j 0.00619191-0.00266822j 0.00591683+0.00280455j 0.008018-0.000477048j -0.011205+0.000665851j 0.0121334+0.00129357j 0.0203896+0.00238932j -0.0051055+0.00311236j -0.00147407-0.00248572j 0.00273161-0.000402728j -0.00486366-0.00188977j 0.00147761-0.00196632j 0.00586485+0.00599047j 0.00697686+0.000352674j 0.00375644-0.00175074j 4.46294e-05+0.00109399j 0.00320816+0.00182795j -0.00223139-0.00555262j 0.000514351+0.00471971j -0.000619132-0.00146637j 0.00153498+0.00430025j -0.00171854-0.000736942j 
-0.00243465-0.00184324j -0.00598032-0.00384954j 0.000676984-0.00164457j -0.00795009+0.0071859j -0.00302997+0.00547191j -0.0016419+0.00701814j -0.00541704+0.00751206j -0.0038543-6.79773e-05j -0.00685791+0.00197235j -0.0169732+0.00296799j -0.00893375+0.00980127j -0.0121171+0.00266524j -0.0147542+0.00230831j 0.000239833+0.00177637j -0.00875241+0.00109232j -0.00112281+0.00103399j 0.00902869-0.000846902j -0.00822442+0.00459161j -0.0061368-0.00288326j -0.0048555+0.00118195j -0.00280159+0.00151336j -0.000860721-0.00026535j 0.0055844-0.00156918j 0.0115774-0.00327098j 0.00332534-0.00265398j -0.00123891+0.000282576j -0.000754526-0.00106284j 0.0122252+0.00465393j -0.00782766-0.000888103j -0.00494155+0.00277882j -0.00192919+0.0101067j 0.00675502-0.0142446j 0.000520647+0.00293353j -0.000220842-0.00231123j -0.00409493-0.00183105j 0.00560343-0.000101766j 0.00417198+0.00392539j 0.00356237+0.00270912j -0.00717991-0.00154531j -0.0019035-0.00341486j -0.0138558+0.00287683j 0.00900005+0.00510081j -0.000114777-0.000334525j 0.00622133+0.00242239j 0.0140269+0.00112003j 0.00132317-0.000630191j 0.00748616+0.0051541j -0.00239819-0.00292079j 0.00395077+0.0058443j 0.00183957-0.000476626j -0.000243223+0.00255731j -0.00373728+0.00248444j 
-0.00316383-0.00867939j 0.00866379+0.0131991j 0.00362706-0.00779808j -0.00184703+0.000858258j -0.0136349-0.00272223j 0.00213189-1.39777e-05j -0.0209393-0.0195517j 0.000363246-0.00712796j 0.00299493-0.0167984j 0.000104561-0.00159644j -0.00926335+0.00125146j 0.000538739+0.00421052j -0.00381051-0.00452263j -0.00430252+0.007616j 0.000171214+0.00496477j 0.00182262-0.0081968j 0.0025296-0.000303295j -0.00276879-0.00313235j -0.00266521-0.000104372j 0.000568145+0.00589571j 0.000449717+0.00145585j -0.0099049-0.000444822j 0.0058117-0.00531007j 0.002131+0.00573353j 0.00323327+0.0105501j 0.000897159+0.00187412j 0.0015298+0.00506411j -0.000479168-0.00201732j -0.00381349-0.00115109j -0.00252074-0.0045112j 0.00105644-0.00421853j 0.00383133+0.0149211j 0.00278314-0.00193119j -0.00213842-0.000802728j 0.00101115+0.00449751j 0.000849644+0.00175606j -0.000522179-0.00697201j 0.00146442+0.00709294j 5.23593e-05+0.00133881j 0.00170777+0.00187576j -0.00259291+0.00112205j 0.00259365-0.00520656j 0.00146754-0.00559511j 0.000789441-0.00488998j 0.00497896+0.00250475j 0.0020474+0.00219662j 0.00570992+0.00329693j -0.00617632+7.83997e-05j 0.00289714+0.000845714j 0.000151044+0.00425671j 0.00322936-0.00352122j -4.71736e-05-0.00384945j 
-0.00772268-0.00606844j 0.00549259-0.00266579j -0.0116572+0.00543081j 0.00704591+0.007724j 0.0007198+0.0113029j 0.0080329-0.00163517j -0.0168021-0.00311045j 0.000363174-0.00109274j -0.0138238+0.000127487j -0.00494868-0.00884546j 0.0158766+0.0032416j -0.00393689+0.00451301j -0.00198984-0.00480499j 0.0034936+0.00778358j -0.00501764+0.00508797j -0.00125812-4.91006e-05j 0.00400102+0.00441202j -0.00294794+0.00146126j 0.000562329+0.00123437j 0.000810534-0.0060349j 0.00128914-0.00120576j -0.00578453+0.00226177j 0.00540125-0.00280738j -0.00523832+1.09286e-05j 0.00570772-0.00340204j 0.000534683-0.00155092j -0.0014251-0.00292111j -0.00173968+0.00432805j 0.00213498-0.00202856j -0.000597721+0.00230324j 0.000376105+0.000511008j -0.00496778-0.00270553j -0.00736062-0.000214156j 0.000454786-0.00292937j 0.00151218-4.30124e-05j -0.00147681-0.00215426j -0.00515116+0.00269605j 0.00171716-0.00369402j -0.00239651+0.000521838j -0.00225831+0.00160899j -0.00462552+0.00434445j 0.00210838+0.00279485j 9.5481e-05-0.00147888j 0.000326648-0.00108081j 0.00135313-0.000765087j 0.000232487+0.00238343j -0.00189546+0.00358351j 0.00050716+0.00297209j 0.000231372+0.00775486j 0.00104144+0.00240813j 0.00251633+0.000329851j -0.00284878+0.00270384j 
0.00225723+0.00257718j 0.00154756-0.00029342j -0.00266282-0.00285882j -0.0025066+0.00218363j -0.0124356+0.00308295j -0.000910092+0.00630064j 0.00344009+0.00903506j 0.00935115-0.00225816j 0.0178152+0.00193178j -0.0132711+0.0064359j -0.00331401+0.00125231j -0.00482347+0.000494968j -0.00531981+0.0031954j 9.30976e-06-0.00502509j -0.0037319-0.0022751j -0.0113848+0.00354022j -0.00144872-0.00252277j -0.00627036+0.00283808j 0.00161652+0.000840218j 0.00967452+0.00871103j 0.00094776+0.00271853j 0.0109767-0.00472581j -0.00217173+0.00299242j -0.00630717-0.00584695j -0.00405131+0.00144085j 0.00354352+0.00172069j -0.00585566-0.000321786j -0.00305409+0.00104473j -0.00212327+0.00204443j 0.00496715+0.00323826j 0.00702172+0.00100749j -0.00808519-0.00411376j 0.00392736-0.00133187j -0.000501945-0.0025671j -0.000407288-4.56363e-05j 0.00421004+0.000532179j 0.0179382+0.0039121j -0.00649408+0.00265833j 0.00396723-0.00213219j 0.00975314-0.00219806j 0.00937469+0.00147222j -0.00797807-0.00101942j -0.00117059-2.09306e-05j -0.00629764+0.00275376j -0.00389446-0.0051105j 0.00201724-0.00511091j -0.00711954-0.00874905j -0.00525018+0.00190556j 0.000854653+0.00249113j -0.00256097-0.000506802j -0.000280766+0.000860079j 0.00080429+0.000344974j 
-0.00872145-0.00353182j -0.00468906-0.0050655j -0.00348183-0.00349351j 0.00367504-0.00491097j -0.00312978+0.00817419j -0.00313052+9.6515e-05j -0.00560228+0.0133706j -0.00475413+0.00357607j -0.00215572-0.00687143j -0.0079804+0.000269193j -0.00165392+0.00567329j 0.0130577+0.00246381j 0.00259202+0.00233113j 1.81812e-06+0.000887708j 0.0100186-0.0046442j -0.000382776+5.09751e-05j -0.0051455-0.000998549j -0.000261912-0.00404554j 0.00331521+0.000441596j -0.00242362+1.08054e-05j 0.00609412-0.00375001j 0.00801226-0.000791483j -0.00609951-0.000953725j 0.00452469+0.00133979j -0.00411691+0.000528766j 0.000932696-0.00014396j 0.000850151-0.000439901j -0.00195745+0.00211741j -0.00430762-0.00522372j -0.00290092+0.00222751j 0.0124334-0.0102158j -0.0089734+0.00753115j -5.27937e-05-0.0012903j 0.00431426-0.00202411j 0.00970801+0.00187721j -0.00817935-0.000726122j -0.0167136-0.00758288j 0.00620534+0.0013293j 0.00947579+0.00149459j 0.00345497+0.00313405j 0.00892139+0.00113251j -0.00326089-0.0032038j 0.00466381+0.00202259j -0.00546502-0.00386613j -0.000309607-0.00382185j 0.00414023-0.00332621j 0.00390988+0.000390286j -0.000897969-0.00303229j 0.000260783+0.004606j -0.000206263-0.00128573j -0.00266704-0.00121252j 0.000333975+0.00145681j 
0.00346448+0.0051165j 0.0113041+0.00393463j -0.00270225+0.00835391j 0.00342723+0.00694499j -0.00252637-0.000782436j 0.00243574+0.00282526j -0.00319044-0.0170067j -0.00484475-0.0028401j 0.0135376+0.00430465j 0.00786184+0.0103044j -0.000691738-0.00433724j 0.00427188-0.00385366j 0.00350696+0.00576271j -0.00769893-6.78131e-05j 0.00510592+0.00348254j 0.00111584-0.000729153j -0.00361719-0.00055524j -0.000387473+0.00630057j 0.00597521-0.000542695j -0.000133453-0.000313878j 0.00489954-0.000948858j 0.00173718+0.00159186j -0.00127067+0.00161421j -0.00263427-0.00100286j 0.000558401-0.000291189j 0.0023686+0.00233882j 0.0010715+0.000467807j -0.00647288+0.000639044j 1.7821e-05+0.00170594j 0.000322091-0.0039915j 0.00347785+0.0185329j -0.0013944-0.0194517j 0.00241063+0.0023647j 0.00470815-0.00245869j 0.00563303-0.00454553j -0.00390423-1.75491e-05j -0.0098454+0.0144481j 0.00659938+0.00371614j 0.0062188+0.00232011j 0.00235971-0.00611214j 0.00769648+0.00224167j -0.00480481+0.00106919j 0.00230437+0.00507056j -0.00296846+0.00294106j -0.00371987+0.00514596j 0.00356455+0.00039317j -0.00197927+0.0011187j -0.000130701+0.0037306j -0.00237956-0.00560014j 0.00141452+0.0017549j 0.00231297-0.00396327j -0.000312001+0.00090942j 
0.00477247+0.000267461j 0.00895637-0.013839j 0.00470236-0.00158476j 0.00840829-0.00331079j 0.00468051+0.00570974j 0.00495381-0.00749704j -0.00535588+0.0139402j 0.00475531+0.000143779j -0.00550394-9.87127e-05j 0.0103951+0.00119979j -0.00417951+0.00522168j 0.00315081-0.00489336j 0.00599728-0.000507101j 0.00857903+0.00100604j 0.00615083+0.000220491j -0.000482507-0.000257467j -0.00319286-0.000243054j 0.00388669-0.00344612j 0.000330845+0.00117009j 0.00417195-0.00520976j -0.00239766-0.00236955j -0.00227223+0.00150623j -0.00926047-0.0021948j 0.000883049+0.00459727j 0.00503363-0.00378312j 0.0024036-0.00144417j 0.00227844-0.00339185j -0.00497136+0.000918928j 0.00049593+0.00137961j 0.000777521-0.00470981j -0.00948572-0.0054989j 0.00638246+0.00306771j 0.00368596-0.00648034j -0.00105728+0.00244361j -0.00887703-0.00097683j 0.00363006-0.00115453j -0.000738356-0.00213777j -0.00212669-0.00626165j 0.000483913-0.00102045j -0.00213457-0.00511515j 0.0076861-0.00223984j -0.000289875-0.00334586j -0.000885778+0.000644126j -0.00617678-0.00184478j -0.00702465-0.00205155j 0.00283667-0.0010899j -0.00262889-0.000523294j 0.00344883+0.0063665j -0.000706108-0.00388018j 0.00248663+0.00174588j -0.000125562-0.0028852j -0.00159648+0.00196377j 
-0.0159447-0.000893747j -0.00380752+0.0201918j 0.00613355+0.00207187j 0.000492359+0.00528581j 0.00428023-0.00165322j -0.00149502+0.00552989j 0.0152565-0.0174259j -0.000263879+0.00734646j -0.00770145-0.0043813j 0.00126475-0.00177822j -0.0024556-3.14603e-05j 5.40632e-06+0.00449151j 0.00441048+0.00110666j 0.00765266+0.00135388j 0.00202542+0.000703342j -0.00324085+0.00317801j -0.00320126+0.00144732j 0.00652047+0.000301302j 6.14594e-05+0.000309667j 6.09415e-05-0.00224218j -0.00173079+0.000942351j 0.00437735-0.00569992j -0.002226+0.00145326j -0.00398171-0.000611648j 0.00122311+0.000987141j -0.00449419+0.00181592j 0.00172593-0.00205184j -0.00221997+0.00220216j 0.00985694-0.00535046j 0.00667136-0.00373858j 0.000215004+0.00217442j -0.00622569-0.0022176j -0.000788012+0.000443421j 0.00205541-0.00190468j -0.00132395-0.00114126j 0.00424427-0.00139613j 0.0126922+3.83047e-05j 0.00342407-0.00300825j -0.00179212+0.00155255j -0.00192812+0.000519832j 0.00102174+0.000665603j -0.00218139+0.00312396j 0.00142606+0.00106896j 0.0019117-0.00258272j 0.00288504+0.000142927j -0.00511329-0.00471222j -0.00100943-0.0012557j 0.00200544+0.00419659j -0.00201841-0.00284015j -0.000593568+0.00142831j -0.00873587-0.00665895j 0.00478537-0.00182572j 
0.00781733-0.0117958j -0.00684077+0.000935216j -0.00696957+0.00322709j 0.000864766+0.00801492j -0.00181046+0.00468253j 0.00787045+0.00153269j 0.0044051-0.00759085j 0.00546056-0.0056271j 0.0104812-0.00480864j -0.000417001-0.00405178j 0.0041348-0.00307985j -0.00314155+0.00200239j 0.00156515-0.000412041j -0.0106886-0.000938658j -0.00510495+0.0032373j 0.00697297+0.000919075j -0.000172007+0.00171968j -0.00461589+0.00101724j 0.00255115+0.000823089j 0.00316035-4.55696e-05j 0.00165326-0.00105575j -0.00294316+0.00392154j 0.0020633+0.000222572j -0.00113937+0.00236953j 0.0069731+0.000494739j -0.000762025-0.00173572j -0.00459344+0.00405281j -0.0027448-0.00171428j -0.00117236+0.00335182j 0.00214175+0.00380101j -0.00967586-0.000581873j -0.00173852-0.0005158j 0.00206393+0.00178118j 0.00270298-0.00400388j -0.016387+0.00128349j 0.00474849-0.00230308j -0.00855729-0.00258978j 0.00274825-0.00157188j -0.00537927-0.000849189j -0.0118025-0.00170632j 0.00576197+0.002259j 0.00752066+0.00303162j 0.00334277+0.00274867j -0.00623475-0.000422648j -0.00568541+0.00121161j 0.00168936+0.00590594j -0.0063472+0.00585674j -0.00213163-0.00164528j 0.00101518+0.00489502j -0.00334486+0.000929671j 0.00902374+0.00435461j -0.000295846+0.00118426j 
-0.000943038+0.0117554j 0.00632745-0.00257164j 0.00243125-0.00265711j 0.00121701-0.0056572j 0.00175366-0.00449909j -0.000529285-0.00192536j -0.00651359+0.00549322j -0.00025028-0.00070323j -0.00124509+0.00619972j -0.00276972+0.00586666j 0.000903719+0.00147289j 0.000890385-0.00145617j -0.00125999+0.000457539j 0.00331807-0.00193648j 0.00118946-0.00403j -0.000459465-0.00206842j 0.00153105-0.0031652j -2.18818e-05+0.00136243j -0.00178268+0.000892053j -0.00232399+0.00211031j -0.00122513+0.00097675j -0.000729791-0.000492316j 0.0015088-0.00195417j 0.00127326-0.00192907j -0.00555226+0.00129283j 0.00217904+0.00276482j 0.00150389+0.00104552j 0.00447183+0.00112351j -0.00429757+0.00141898j -0.00405669-0.000129765j 0.00456998+0.0022625j 0.00195875-0.000165748j -0.00173493+0.00387529j -0.00169937+0.000827012j 0.0126344-0.00163873j -0.00589793-2.96808e-05j 0.00901357+0.00111471j -0.00886558-0.000289603j 0.00319117-0.000829974j 0.0100538-0.000669282j -0.00885737+0.000662244j -0.00267103+0.00118704j -0.000666201-0.00127398j 0.0135318+0.00167918j 0.00230084-0.0026798j -0.0055016-0.000177459j 0.00811803-0.00252407j -0.000581878-0.000712457j 0.003605-0.000719558j 0.00141447-0.000794498j -0.00149379+0.00314175j -0.00170668-0.00074101j 
0.00834267-0.0161075j -0.00593967-0.00177432j -0.00623914+0.00653122j 0.0040058+0.005208j -0.00180544+0.00833754j 0.00279302-0.000860072j 0.00638536-0.00829655j 0.00183643-0.00338403j 0.00434195-0.00482625j 0.0124177-0.0106057j 0.00453902-0.00337648j -0.00321-0.000957442j 0.00488299+0.00370199j -0.00219089+0.00469311j -0.000162718+0.000211512j 0.00171581+0.00306534j -0.00463739+0.00272643j 0.00440966+0.000907185j 0.000370957+0.00142681j 0.00314969-0.00572377j 0.00639398+0.00140446j -0.00575445+0.000468223j 0.00489444-0.000761054j -0.00794706-0.000756502j 0.000259969+0.00324729j -0.00236366-0.00107594j -0.000354495+0.00101749j -0.00646059+0.00214181j 0.00546858+0.000780361j -0.000529762+0.00176855j 0.00169483-0.00301679j -0.00142109-0.00193244j -0.0113509-0.00231743j 0.00828198+0.00112674j 0.0219628-0.00208768j -0.00637277+0.000457879j 0.00356372-0.0028131j -0.0027686+0.00147194j 0.00315529+0.000424178j 0.00986+0.00101508j -0.0149972-0.00147043j -0.0106947-0.00232975j 0.00216697+0.000110614j 0.0169716-0.00159884j -0.000254624+0.00267474j -0.00692598+0.00163171j -0.00323272+0.00474126j 0.00366387+0.00255201j -0.0046328-0.00100883j -0.000424095+0.00153934j 0.00464676-0.00290654j 0.00107521+0.00152512j 
-0.00208914+0.005616j 0.00218722+0.002845j -0.00263495+0.000843263j -0.000338616+0.000603708j 0.00341711-0.00245542j -0.0013713+0.00162854j -0.000737234-0.00105171j 0.00142559-0.00263299j -0.00628508+0.00484171j -0.000248391+0.000896438j 0.00577813+0.00173129j -0.00491773+0.000287793j -0.00365351+0.000622811j 0.000305735+0.00114358j -0.00464483-0.00197118j 0.00283583-0.00069123j -0.000515488+0.00133255j 0.00146949+0.00328775j -0.00113481+0.00141975j -0.00309846+0.00162768j 0.00670659-0.000384999j -0.00467768-0.00161553j 0.00085157+0.000391225j 0.00241914+0.000711436j -0.0026619+0.000800262j 0.000113157-0.000834303j 0.00125097+0.00161266j -0.00521062-0.00494016j 0.00150856-0.000544149j -0.00638061+0.00163644j -0.00573006+0.00354519j -0.011777-0.000315327j 0.0165497-0.0046417j 0.0266633-0.0143484j 0.00102157-0.000411007j -0.00240292-0.00203074j -0.00616787+0.00118562j -0.006796-0.00278311j -0.00116656-0.000918257j -0.00511087-0.00375225j -0.00907135-0.00181759j -0.00410341-0.00355176j 0.0282622+0.0106556j -0.00509705-0.00126252j -0.00633711+0.00219915j 0.000548681+0.00117778j 0.00401695-0.0024841j -0.00190274-0.00171955j -0.00204543-0.000903847j 5.74952e-06-0.000222993j -0.000136604+0.0020096j -0.000544312-0.000274746j 
