-0.102635-0j -0.0104423-0j -0.0105505-0j 0.574581-0j -0.00086746-0j 0.711008-0j 0.414754-0j -0.00107343-0j -0.000626166-0j -0.00423634-0j 0.0715973-0j -0.0049424-0j -6.24072e-05-0j -0.00302659-0j -0.0043246-0j 0.0835302-0j 0.0511516-0j -0.00178381-0j -7.28084e-05-0j 0.0730889-0j -4.45859e-05-0j 0.0301477-0j -6.37073e-05-0j -2.62779e-05-0j -0.00327116-0j -0.000545194-0j -0.00369517-0j 0.0641716-0j 0.00651541-0j -0.00301709-0j -4.01573e-06-0j -0.00304836-0j -0.000615862-0j -0.00263996-0j 0.0724895-0j -0.000502849-0j -0.00217785-0j 0.00735994-0j 0.0591875-0j -0.00050806-0j -4.53625e-06-0j -0.000695835-0j 0.00600937-0j 0.0598008-0j -0.000439993-0j 0.051789-0j -3.70383e-06-0j -0.000362976-0j 0.00607164-0j 0.0052582-0j 0.0427238-0j -3.74222e-06-0j -0.000115972-0j 0.00433779-0j 0.0136504-0j -3.24085e-06-0j 0.00138594-0j -2.67357e-06-0j -8.54218e-07-0j 
0.000105963-0j -0.00060453-0j -0.000606907-0j -0.0342387-0j 5.1691e-05-0j 0.000713167-0j 0.0481449-0j -1.07669e-06-0j -7.26857e-05-0j -0.036443-0j -0.00426641-0j -0.00073664-0j 3.71878e-06-0j 0.076626-0j -0.0348907-0j -8.6239e-05-0j 0.00897066-0j 0.0449719-0j 7.51694e-08-0j -0.00408468-0j -7.8192e-06-0j 0.0052649-0j 3.56038e-06-0j -4.5891e-06-0j 0.000194925-0j -0.00469001-0j 3.815e-06-0j -0.00382392-0j -0.000388246-0j -0.000174667-0j 2.39293e-07-0j -0.000175354-0j -9.17912e-05-0j -8.02152e-06-0j -7.48402e-05-0j 0.0042026-0j 0.00024561-0j -7.59861e-06-0j 0.00342651-0j 0.00421912-0j 4.68335e-09-0j -0.000162264-0j 0.000347898-0j 0.00343999-0j 0.000193003-0j 0.000157361-0j -2.14424e-07-0j -0.00590952-0j 0.000349265-0j 1.5977e-05-0j -0.00481822-0j -2.15267e-07-0j 0.00390417-0j -0.000489199-0j 0.0031832-0j -9.84735e-09-0j 0.000323193-0j 3.01514e-07-0j -1.99198e-07-0j 
0.0006178-0j -0.00296373-0j -0.00299444-0j 0.0136746-0j 0.000978636-0j -0.00860443-0j -0.00501925-0j -0.000615783-0j -0.000359207-0j 2.55002e-05-0j 0.0408541-0j -5.85069e-05-0j -5.38886e-05-0j 1.82182e-05-0j 2.60314e-05-0j -0.0937345-0j 0.0291876-0j 1.07374e-05-0j 0.00012364-0j 0.0417053-0j -3.84999e-05-0j 0.0172025-0j -5.50113e-05-0j -2.2691e-05-0j 1.96904e-05-0j -0.000154737-0j 2.22427e-05-0j 0.0367356-0j 0.00751436-0j -3.57156e-05-0j -4.6315e-06-0j -3.60857e-05-0j -0.000174794-0j 1.58909e-05-0j 0.0414973-0j 0.000280671-0j 1.31094e-05-0j 0.00848837-0j -0.0666332-0j 0.00028358-0j -5.23184e-06-0j 4.1885e-06-0j -0.01363-0j -0.0673237-0j -0.000124879-0j 0.0296471-0j 8.4009e-06-0j -0.00010302-0j -0.0137712-0j 0.00606439-0j 0.0244576-0j 8.48795e-06-0j -3.29154e-05-0j 0.00500286-0j 0.00781432-0j -3.73781e-06-0j 0.00159844-0j -3.08353e-06-0j -9.85204e-07-0j 
0.00694979-0j -0.000362976-0j -0.000329274-0j 0.0199725-0j -3.01531e-05-0j -0.0481449-0j 0.0554202-0j 7.26857e-05-0j -8.36693e-05-0j 0.0212584-0j 0.00248874-0j -0.0483138-0j -2.16929e-06-0j 0.0151877-0j 0.0194844-0j -0.00565614-0j 0.00177804-0j 0.0107168-0j 4.93012e-06-0j 0.00228106-0j -1.54981e-06-0j 0.00125462-0j -1.98826e-06-0j -1.09358e-06-0j -0.000113706-0j 0.00273584-0j 0.000250214-0j 0.00223062-0j 0.000226477-0j -0.000104875-0j -1.39588e-07-0j -9.51372e-05-0j -0.00602029-0j 0.000178761-0j -0.00490853-0j 0.00252335-0j -0.000291008-0j -0.000498368-0j 0.00205737-0j 0.00228906-0j 3.07166e-07-0j 0.000308057-0j 0.000208887-0j 0.00186634-0j -0.0043011-0j -0.00350682-0j -1.28746e-07-0j 0.00700184-0j 0.000189492-0j -0.000356052-0j 0.00570882-0j -1.16792e-07-0j -0.00741203-0j 0.000579623-0j -0.00604326-0j 2.1945e-07-0j -0.000613579-0j -3.57247e-07-0j 3.78175e-07-0j 
-1.52945e-05-0j -0.00831572-0j -0.00834841-0j -5.1691e-05-0j -0.0331672-0j 1.07669e-06-0j 7.26857e-05-0j 0.00069085-0j 0.0466383-0j 0.00526009-0j 0.000613851-0j 0.000106325-0j -0.00731239-0j -0.01106-0j 0.00503604-0j 1.24081e-05-0j -0.0012907-0j -0.00649114-0j -0.000147809-0j 0.000587705-0j 0.0153752-0j -0.000757514-0j -0.00700093-0j 0.00902375-0j -2.8135e-05-0j -0.0645143-0j -5.50648e-07-0j -2.87152e-06-0j -0.00260568-0j 2.52111e-05-0j -0.000947682-0j 2.53102e-05-0j -0.00126265-0j 1.15781e-06-0j -5.62002e-08-0j 0.0578096-0j -3.54507e-05-0j -5.09973e-05-0j 2.57309e-06-0j 0.0580369-0j -1.85477e-05-0j 2.34208e-05-0j 0.00233488-0j 2.58321e-06-0j 0.00265488-0j 1.18168e-07-0j 0.000849194-0j -0.0812893-0j 0.00234406-0j 0.000107228-0j -3.61817e-06-0j 0.000852533-0j 0.0537045-0j -0.00328321-0j 2.39038e-06-0j 3.89989e-05-0j 0.00216908-0j -0.0011941-0j 0.000788893-0j 
-7.28084e-05-0j 0.00106265-0j 0.00107366-0j -0.000801594-0j 0.0164867-0j 0.000504383-0j 0.000294223-0j -0.0103738-0j -0.0060514-0j -3.00523e-06-0j -0.00728606-0j 6.8951e-06-0j 0.0278259-0j -2.14704e-06-0j -3.06783e-06-0j 0.0167169-0j -0.00520542-0j -1.26542e-06-0j -0.063843-0j -0.00743786-0j 0.0198798-0j -0.00306796-0j 0.0284056-0j 0.0117167-0j -2.32054e-06-0j 5.54813e-05-0j -2.62132e-06-0j 4.55228e-05-0j 0.0629663-0j 4.20913e-06-0j 0.00739658-0j 4.25275e-06-0j 6.26728e-05-0j -1.87276e-06-0j 5.14235e-05-0j -0.000100635-0j -1.54495e-06-0j 0.071128-0j -8.2572e-05-0j -0.000101678-0j 0.00835533-0j -4.9362e-07-0j -0.114212-0j -8.34277e-05-0j 4.47756e-05-0j 3.67387e-05-0j -0.0134164-0j 3.6938e-05-0j -0.115396-0j 0.0508163-0j 3.03079e-05-0j -0.0135554-0j 1.18019e-05-0j 0.0419213-0j 9.68352e-06-0j 0.00596933-0j 0.0133941-0j 0.00492445-0j 0.00157339-0j 
-1.32454e-05-0j -0.00356303-0j -0.00357704-0j 0.00860443-0j 0.000615783-0j -0.000179224-0j -0.0120992-0j -1.28263e-05-0j -0.000865887-0j -3.15549e-05-0j -0.0505544-0j -6.37834e-07-0j 6.66838e-05-0j 6.63481e-05-0j -3.02108e-05-0j -0.00102188-0j 0.106297-0j 3.89398e-05-0j 1.34791e-06-0j -0.0484011-0j -0.000140211-0j 0.0623859-0j 6.38434e-05-0j -8.22901e-05-0j -2.43656e-05-0j 0.000191477-0j -4.76875e-07-0j -0.045458-0j -0.00929855-0j 2.18334e-05-0j 5.73119e-06-0j 2.19193e-05-0j 3.74752e-06-0j 1.00269e-06-0j -0.000889687-0j -0.000171578-0j -3.07012e-05-0j -0.000181988-0j 0.0407337-0j -0.000172253-0j 1.12169e-07-0j 2.0283e-05-0j 0.00833219-0j 0.0408939-0j -7.87965e-06-0j 0.00187068-0j -5.13557e-06-0j 0.000241266-0j 0.00836495-0j 0.000382652-0j -0.057278-0j -5.15577e-06-0j -0.000159394-0j -0.0117164-0j 0.0378412-0j -2.35849e-07-0j 0.00774052-0j 7.22142e-06-0j -4.7709e-06-0j 
-0.00100312-0j -0.00499297-0j -0.00452938-0j 3.01531e-05-0j 0.0193476-0j -7.26857e-05-0j 8.36693e-05-0j -0.0466383-0j 0.0536859-0j -0.00306839-0j -0.00035808-0j 0.0069735-0j 0.00426556-0j -0.00219216-0j -0.00281233-0j 0.000813805-0j -0.000255825-0j -0.00154683-0j -0.00969431-0j -0.000328198-0j 0.00304746-0j -0.000180515-0j 0.00390961-0j 0.00215035-0j 1.64121e-05-0j 0.0376333-0j -3.61152e-05-0j 1.67505e-06-0j 0.00151998-0j 1.51374e-05-0j 0.000552815-0j 1.37319e-05-0j -0.0828131-0j -2.5802e-05-0j -3.68599e-06-0j 0.0347104-0j 4.20034e-05-0j -0.00334475-0j 1.54495e-06-0j 0.0314875-0j -0.00121648-0j -4.44642e-05-0j 0.00140192-0j 1.4015e-06-0j -0.0591645-0j -2.6334e-06-0j 0.000509878-0j 0.0963149-0j 0.00127175-0j -0.0023896-0j 4.28696e-06-0j 0.000462536-0j -0.101957-0j 0.00389008-0j -4.5381e-06-0j -0.000869097-0j -0.00411797-0j 0.00141482-0j -0.0014977-0j 
3.32323e-06-0j -8.10641e-05-0j -8.19042e-05-0j -3.82695e-07-0j -0.00253483-0j 2.40801e-07-0j 1.40467e-07-0j 0.00159498-0j 0.000930406-0j 1.37169e-07-0j -5.81366e-06-0j -3.14717e-07-0j -0.0132557-0j 9.79984e-08-0j 1.40027e-07-0j 1.33387e-05-0j -4.15348e-06-0j 5.77581e-08-0j 0.0304134-0j -5.93478e-06-0j -0.00947031-0j -2.44797e-06-0j -0.0135318-0j -0.00558159-0j 1.05917e-07-0j -4.23238e-06-0j 1.19647e-07-0j 1.08102e-08-0j 0.000101261-0j -1.92119e-07-0j 0.0804275-0j -1.9411e-07-0j -4.78098e-06-0j 8.54796e-08-0j 1.22114e-08-0j 7.67694e-06-0j 7.05171e-08-0j 0.000114387-0j -1.96081e-08-0j 7.75649e-06-0j 0.0908525-0j 2.25305e-08-0j -0.000183674-0j -1.98113e-08-0j -3.4157e-06-0j 8.72423e-09-0j -0.145884-0j -2.81781e-06-0j -0.000185577-0j 8.17219e-05-0j 7.19712e-09-0j -0.147396-0j -9.00303e-07-0j 6.74172e-05-0j 2.29951e-09-0j 0.0649082-0j 2.15401e-05-0j 0.0535465-0j 0.0171084-0j 
-0.000868723-0j -0.00213933-0j -0.0019407-0j -0.00501925-0j -0.000359207-0j 0.0120992-0j -0.0139275-0j 0.000865887-0j -0.000996732-0j 1.8407e-05-0j 0.0294901-0j -4.18335e-05-0j -3.88989e-05-0j 1.31506e-05-0j 1.6871e-05-0j -0.0670219-0j 0.0210687-0j 9.27933e-06-0j 8.84052e-05-0j 0.0270292-0j -2.77907e-05-0j 0.0148665-0j -3.56528e-05-0j -1.96097e-05-0j 1.42133e-05-0j -0.000111695-0j -3.12767e-05-0j 0.0265172-0j 0.00542415-0j 1.31094e-05-0j -3.3432e-06-0j 1.18922e-05-0j 0.000245788-0j -2.23451e-05-0j -0.0583517-0j -0.00010302-0j 3.63761e-05-0j -0.011936-0j 0.0244576-0j -9.34546e-05-0j 7.35679e-06-0j -3.85071e-05-0j 0.00500286-0j 0.0221867-0j 0.000175599-0j -0.0416885-0j -3.08353e-06-0j -0.000285861-0j 0.00453835-0j -0.00852748-0j 0.0678654-0j -2.79723e-06-0j 0.000302608-0j 0.013882-0j -0.0718412-0j 5.25594e-06-0j -0.0146953-0j -8.55624e-06-0j 9.0575e-06-0j 
1.56099e-06-0j 0.00127753-0j 0.00128255-0j -0.000504383-0j 0.0103738-0j 1.05059e-05-0j 0.000709242-0j -0.00021608-0j -0.0145872-0j 3.71878e-06-0j 0.00901604-0j 7.51694e-08-0j -0.0344328-0j -7.8192e-06-0j 3.56038e-06-0j 0.000182246-0j -0.0189574-0j -4.5891e-06-0j -0.000696008-0j 0.00863202-0j 0.0723994-0j -0.0111261-0j -0.0329662-0j 0.0424913-0j 2.87152e-06-0j -6.86547e-05-0j 5.62002e-08-0j -5.63316e-05-0j -0.0779168-0j -2.57309e-06-0j -0.0091528-0j -2.58321e-06-0j -1.34368e-06-0j -1.18168e-07-0j -1.1025e-06-0j 6.15197e-05-0j 3.61817e-06-0j -0.00152496-0j 5.04773e-05-0j 6.17616e-05-0j -0.000179135-0j -2.39038e-06-0j 0.0698192-0j 5.06758e-05-0j 2.82526e-06-0j 2.31815e-06-0j 0.00820159-0j -8.65063e-05-0j 0.0700938-0j 0.00320642-0j -7.0979e-05-0j 0.00823384-0j 5.71512e-05-0j -0.0981768-0j 4.68929e-05-0j 0.000376655-0j 0.0648614-0j -0.0115327-0j 0.0076192-0j 
-7.12489e-08-0j -9.74561e-05-0j -9.78393e-05-0j -2.40801e-07-0j -0.00159498-0j 5.01572e-09-0j 3.38604e-07-0j 3.32224e-05-0j 0.00224279-0j -1.69738e-07-0j 7.19403e-06-0j -3.431e-09-0j 0.0164031-0j 3.56896e-07-0j -1.62508e-07-0j 1.45417e-07-0j -1.51264e-05-0j 2.09463e-07-0j 0.000331563-0j 6.88761e-06-0j -0.0344895-0j -8.87769e-06-0j 0.0157044-0j -0.0202419-0j -1.31066e-07-0j 5.2373e-06-0j -2.56518e-09-0j -1.33769e-08-0j -0.000125305-0j 1.17445e-07-0j -0.0995239-0j 1.17907e-07-0j 1.02502e-07-0j 5.39361e-09-0j -2.61807e-10-0j -4.69301e-06-0j -1.65146e-07-0j -2.45241e-06-0j 1.19867e-08-0j -4.71146e-06-0j -0.00194784-0j 1.09105e-07-0j 0.000112282-0j 1.20338e-08-0j -2.15524e-07-0j 5.50483e-10-0j 0.0891808-0j 6.59911e-06-0j 0.000112724-0j 5.15651e-06-0j -1.68552e-08-0j 0.0895315-0j -4.35976e-06-0j -0.000157886-0j 1.11355e-08-0j 0.00409559-0j 0.000104309-0j -0.125402-0j 0.0828481-0j 
0.00010238-0j 0.000767063-0j 0.000695842-0j 0.000294223-0j -0.0060514-0j -0.000709242-0j 0.000816416-0j 0.0145872-0j -0.0167915-0j -2.16929e-06-0j -0.00525936-0j 4.93012e-06-0j 0.0200858-0j -1.54981e-06-0j -1.98826e-06-0j 0.0119529-0j -0.00375747-0j -1.09358e-06-0j -0.0456489-0j -0.00482047-0j 0.01435-0j -0.00265135-0j 0.0184097-0j 0.0101257-0j -1.67505e-06-0j 4.00486e-05-0j 3.68599e-06-0j 3.28601e-05-0j 0.0454515-0j -1.54495e-06-0j 0.00533913-0j -1.4015e-06-0j -8.81279e-05-0j 2.6334e-06-0j -7.23095e-05-0j 3.6938e-05-0j -4.28696e-06-0j -0.100017-0j 3.03079e-05-0j 3.35083e-05-0j -0.0117489-0j 4.5381e-06-0j 0.0419213-0j 2.74938e-05-0j -6.29616e-05-0j -5.16604e-05-0j 0.00492445-0j 0.000102496-0j 0.0380289-0j -0.0714557-0j 8.40988e-05-0j 0.00446722-0j -0.000108501-0j 0.116324-0j -8.90257e-05-0j -0.00839382-0j -0.123139-0j 0.0136644-0j -0.014465-0j 
-4.67299e-06-0j -5.85152e-05-0j -5.30821e-05-0j 1.40467e-07-0j 0.000930406-0j -3.38604e-07-0j 3.89771e-07-0j -0.00224279-0j 0.00258171-0j 9.90139e-08-0j -4.19652e-06-0j -2.25028e-07-0j -0.00956845-0j 7.0739e-08-0j 9.07513e-08-0j 9.5374e-06-0j -2.99814e-06-0j 4.99149e-08-0j 0.0217461-0j -3.84633e-06-0j -0.00683603-0j -2.11555e-06-0j -0.00876997-0j -0.00482364-0j 7.64553e-08-0j -3.05509e-06-0j -1.68242e-07-0j 7.80319e-09-0j 7.30943e-05-0j 7.05171e-08-0j 0.0580556-0j 6.39696e-08-0j 6.72281e-06-0j -1.20198e-07-0j -1.71711e-08-0j -2.81781e-06-0j 1.95672e-07-0j -0.000160846-0j 7.19712e-09-0j -2.55617e-06-0j -0.127753-0j -2.07135e-07-0j 6.74172e-05-0j 6.52887e-09-0j 4.80301e-06-0j -1.22676e-08-0j 0.0535465-0j -7.8189e-06-0j 6.11575e-05-0j -0.000114914-0j 1.99707e-08-0j 0.0485747-0j 8.27696e-06-0j 0.00018707-0j -2.11406e-08-0j -0.0912711-0j -0.00019803-0j 0.148582-0j -0.157286-0j 
0.0295614-0j 0.00300763-0j 0.0030388-0j 0.00173101-0j 0.00024985-0j 0.00214202-0j 0.00124951-0j 0.000309173-0j 0.000180351-0j -0.00362136-0j -0.000640173-0j 0.00142353-0j -5.33477e-05-0j 0.000871731-0j 0.00124559-0j 0.000251647-0j 0.000154102-0j 0.00051378-0j 2.09706e-05-0j 0.000220191-0j 1.28418e-05-0j 9.08242e-05-0j 1.83493e-05-0j 7.56869e-06-0j 0.000942175-0j 0.000157029-0j -0.00315875-0j 9.61603e-05-0j 1.96286e-05-0j 0.000868997-0j 1.15663e-06-0j 0.000878002-0j -0.000526459-0j 0.000760372-0j -0.000322389-0j 0.000144833-0j 0.000627275-0j -6.58074e-05-0j 8.86916e-05-0j 0.000146334-0j -3.87774e-06-0j 0.000200417-0j 1.81041e-05-0j 8.96107e-05-0j 0.000126729-0j 7.76052e-05-0j 1.06679e-06-0j 0.000104546-0j 1.82917e-05-0j 1.58411e-05-0j 6.4021e-05-0j 1.07785e-06-0j 3.34029e-05-0j 1.30682e-05-0j 2.0455e-05-0j 9.33445e-07-0j 4.17536e-06-0j 7.70053e-07-0j 2.46036e-07-0j 
-0.000597538-0j -0.0035089-0j 0.00342242-0j 0.00397158-0j 0.000573248-0j -4.32976e-05-0j 0.00283975-0j -6.24947e-06-0j 0.000409883-0j -0.00142353-0j -0.000251647-0j 5.65881e-05-0j -2.09706e-05-0j -0.00101702-0j 0.00140283-0j 1.00035e-05-0j -0.000179785-0j 0.00175669-0j 8.33621e-07-0j 0.000247988-0j -1.49821e-05-0j 0.000310541-0j 2.06657e-05-0j 2.58784e-05-0j -0.0010992-0j -0.000183201-0j -2.15132e-05-0j -0.000112187-0j -2.29001e-05-0j 0.0019938-0j -1.3494e-06-0j -0.00194466-0j -3.58553e-06-0j -1.53698e-05-0j -2.19568e-06-0j 0.0003323-0j 0.0014256-0j -4.48192e-07-0j 0.000203491-0j -0.00032411-0j -2.641e-08-0j 0.000915026-0j 4.15375e-05-0j -0.000198476-0j -2.56163e-06-0j -1.56867e-06-0j 2.44762e-06-0j 0.000237601-0j -4.05137e-05-0j -3.20204e-07-0j 0.0001455-0j -2.38729e-06-0j 0.000152504-0j 2.97001e-05-0j 9.33894e-05-0j -1.88682e-08-0j 1.9063e-05-0j 1.75009e-06-0j 1.1233e-06-0j 
-0.0211197-0j 0.00632393-0j -0.00217102-0j -0.00123669-0j -0.000178501-0j 0.00450386-0j -0.000892692-0j 0.000650076-0j -0.000128849-0j -0.000871731-0j -0.000154102-0j -0.00101702-0j -1.28418e-05-0j -0.000552886-0j 0.00261901-0j -0.000179785-0j -9.77374e-05-0j -0.000367062-0j -1.49821e-05-0j 0.00046298-0j -8.14478e-06-0j -6.4888e-05-0j 3.85817e-05-0j -5.40733e-06-0j -0.000673122-0j -0.000112187-0j -0.000760372-0j -6.87002e-05-0j -1.40234e-05-0j 0.00182718-0j -8.26335e-07-0j -0.000627275-0j -0.000126729-0j -0.000482258-0j -7.76052e-05-0j 0.000304529-0j 0.00131893-0j -1.58411e-05-0j 0.000186485-0j -0.000104546-0j -9.33445e-07-0j -0.000143185-0j 3.80662e-05-0j -6.4021e-05-0j -8.03763e-05-0j -4.92203e-05-0j 2.24307e-06-0j 0.000219821-0j -1.30682e-05-0j -1.0047e-05-0j 0.000134612-0j -7.70053e-07-0j -2.38642e-05-0j 2.74776e-05-0j -1.46138e-05-0j -5.92028e-07-0j -2.98302e-06-0j 1.61913e-06-0j -1.75776e-07-0j 
-0.00467406-0j 0.0224226-0j 0.022655-0j -0.000273697-0j 0.00376488-0j -0.000338682-0j -0.000197565-0j 0.0046588-0j 0.00271763-0j 0.000572588-0j -0.00477264-0j -0.00022508-0j -0.00121003-0j -0.000137833-0j -0.000196945-0j 0.00187609-0j 0.00114886-0j -8.12357e-05-0j 0.000475653-0j 0.00164158-0j 0.000291277-0j 0.000677116-0j 0.000416197-0j 0.000171672-0j -0.000148971-0j 0.00117069-0j 0.000499443-0j -1.52043e-05-0j 0.000295776-0j -0.0001374-0j 3.50404e-05-0j -0.000138824-0j -0.00392487-0j -0.000120225-0j 5.09742e-05-0j 0.00107976-0j -9.91809e-05-0j -0.000991623-0j -1.40234e-05-0j 0.00109095-0j -0.000117477-0j -3.16888e-05-0j 0.000272803-0j -1.41687e-05-0j 0.000944792-0j -1.22705e-05-0j 3.23188e-05-0j 0.000779414-0j 0.00027563-0j 0.000238703-0j -1.01226e-05-0j 3.26537e-05-0j 0.000249026-0j 0.00019692-0j -3.23422e-06-0j 2.8279e-05-0j 6.29168e-05-0j 2.3329e-05-0j 7.45372e-06-0j 
-0.0291315-0j -0.00298289-0j -0.00310024-0j 0.00176707-0j 0.000255055-0j 0.00205078-0j 0.00114524-0j 0.000296004-0j 0.000165301-0j 0.00124559-0j 0.000220191-0j -0.00140283-0j 1.83493e-05-0j -0.00261901-0j 0.0012346-0j -0.000247988-0j -0.00046298-0j 0.00247891-0j -2.06657e-05-0j 0.000218249-0j -3.85817e-05-0j 0.000438214-0j 1.81874e-05-0j 3.65178e-05-0j 0.000961803-0j 0.000160301-0j -0.00104882-0j 9.81636e-05-0j 2.00376e-05-0j -0.000861847-0j 1.18073e-06-0j -0.000895756-0j -0.000174804-0j 0.00220529-0j -0.000107045-0j -0.000143641-0j -0.000558563-0j -2.18505e-05-0j -8.79619e-05-0j -0.000149293-0j -1.28755e-06-0j 0.00214541-0j -1.79552e-05-0j -9.14227e-05-0j 0.000367548-0j 0.000225076-0j -1.05802e-06-0j -9.30938e-05-0j -1.86616e-05-0j 4.59435e-05-0j -5.70081e-05-0j -1.09964e-06-0j 0.000357568-0j -1.16367e-05-0j 0.000218965-0j 2.70724e-06-0j 4.4696e-05-0j -6.85701e-07-0j 2.63374e-06-0j 
0.0364798-0j -0.00126643-0j -0.00604767-0j -0.00072888-0j -0.000105205-0j 0.00264332-0j -0.000629902-0j 0.000381531-0j -9.09185e-05-0j -0.00051378-0j -9.08242e-05-0j 0.00175669-0j -7.56869e-06-0j -0.000367062-0j -0.00247891-0j 0.000310541-0j -6.4888e-05-0j 0.00300986-0j 2.58784e-05-0j -0.000438214-0j -5.40733e-06-0j 0.000532074-0j -3.65178e-05-0j 4.43395e-05-0j -0.000396724-0j -6.61206e-05-0j 0.00131338-0j -4.04904e-05-0j -8.26508e-06-0j -0.00036591-0j -4.87024e-07-0j -0.00174736-0j 0.000218897-0j 0.000938326-0j 0.000134047-0j -6.09851e-05-0j -0.000316222-0j 2.73621e-05-0j -3.73456e-05-0j -0.000291226-0j 1.61233e-06-0j 0.00157124-0j -7.62314e-06-0j -0.000178339-0j 0.000156388-0j 9.57675e-05-0j -4.49198e-07-0j -5.27036e-05-0j -3.64033e-05-0j 1.95485e-05-0j -3.22742e-05-0j -2.14508e-06-0j 0.000261873-0j -6.58795e-06-0j 0.000160364-0j 1.1519e-06-0j 3.27341e-05-0j -3.88199e-07-0j 1.92887e-06-0j 
-0.00369517-0j -0.000375954-0j -0.00037985-0j 0.0206867-0j -3.12312e-05-0j 0.0255984-0j 0.0149324-0j -3.86467e-05-0j -2.25439e-05-0j 0.00045267-0j -0.00765047-0j -0.000177941-0j 6.66846e-06-0j -0.000108966-0j -0.000155699-0j 0.00300734-0j 0.00184161-0j -6.42224e-05-0j -2.62132e-06-0j 0.00263143-0j -1.60523e-06-0j 0.00108541-0j -2.29366e-06-0j -9.46086e-07-0j 0.0227804-0j -1.96286e-05-0j -0.0763739-0j 0.00231037-0j 0.000234575-0j 0.021011-0j -1.44579e-07-0j 0.0212288-0j 6.58074e-05-0j 0.0183847-0j -0.0077458-0j -1.81041e-05-0j 0.0151666-0j -0.00078644-0j 0.00213093-0j -1.82917e-05-0j 4.84717e-07-0j 0.00484579-0j 0.000216356-0j 0.00215301-0j -1.58411e-05-0j 0.00186456-0j -1.33349e-07-0j -1.30682e-05-0j 0.000218598-0j 0.000189311-0j 0.00153819-0j -1.34731e-07-0j -4.17536e-06-0j 0.000156174-0j 0.000491458-0j -1.16681e-07-0j 4.98982e-05-0j -9.62566e-08-0j -3.07545e-08-0j 
9.44791e-05-0j -0.0261597-0j 0.0255149-0j -0.000627962-0j 0.00863803-0j 6.84595e-06-0j -0.000449004-0j -9.41706e-05-0j 0.00617635-0j 0.00022508-0j -0.00187609-0j -8.94736e-06-0j -0.000475653-0j 0.000160805-0j -0.000221807-0j 7.45781e-05-0j -0.00134034-0j -0.000277757-0j 1.89081e-05-0j 0.00184881-0j -0.000339823-0j 0.00231516-0j 0.000468737-0j 0.000586973-0j 0.000173799-0j -0.0013658-0j 3.40154e-06-0j 1.77383e-05-0j -0.000345072-0j -0.000315248-0j -4.08804e-05-0j 0.000307477-0j -2.6731e-05-0j 2.43017e-06-0j 3.47168e-07-0j 0.00247738-0j -0.000225408-0j -6.75361e-06-0j -3.21748e-05-0j -0.00241631-0j -8.00097e-07-0j -0.000144678-0j 0.000625912-0j 3.13818e-05-0j -1.90975e-05-0j 2.48029e-07-0j 7.41514e-05-0j 0.00177137-0j -0.000610484-0j -4.82501e-06-0j -2.30056e-05-0j -7.23237e-05-0j 0.00113695-0j 0.000447538-0j -1.47662e-05-0j -5.71617e-07-0j 0.000287253-0j 5.30196e-05-0j 3.40307e-05-0j 
-0.00246345-0j -0.000250636-0j -0.000253233-0j -0.000144251-0j -2.08208e-05-0j -0.000178501-0j -0.000104126-0j -2.57644e-05-0j -1.50293e-05-0j -0.0874339-0j 5.33477e-05-0j 0.0343696-0j 4.44564e-06-0j 0.021047-0j 0.0300734-0j -2.09706e-05-0j -1.28418e-05-0j 0.0124047-0j -1.74755e-06-0j -1.83493e-05-0j -1.07015e-06-0j -7.56869e-06-0j -1.52911e-06-0j -6.30724e-07-0j -7.85146e-05-0j 0.0037913-0j 0.000263229-0j -8.01336e-06-0j -1.63572e-06-0j -7.24164e-05-0j -9.63857e-08-0j -7.31669e-05-0j -0.0127108-0j -6.33644e-05-0j 2.68657e-05-0j 0.00349683-0j -5.22729e-05-0j 5.48395e-06-0j -7.39097e-06-0j 0.00353307-0j 3.23145e-07-0j -1.67015e-05-0j -1.50868e-06-0j -7.46756e-06-0j 0.00305973-0j -6.4671e-06-0j -8.88995e-08-0j 0.00252415-0j -1.52431e-06-0j -1.32009e-06-0j -5.33508e-06-0j -8.98208e-08-0j 0.000806477-0j -1.08902e-06-0j -1.70458e-06-0j -7.77871e-08-0j -3.47947e-07-0j -6.41711e-08-0j -2.0503e-08-0j 
0.000533352-0j -0.0051715-0j -0.00522509-0j 3.12312e-05-0j 0.0200393-0j 3.86467e-05-0j 2.25439e-05-0j 0.0247974-0j 0.0144651-0j -6.53373e-05-0j 0.00110075-0j 2.56836e-05-0j -0.0131125-0j 1.57279e-05-0j 2.24732e-05-0j -0.000432697-0j -0.000264972-0j 9.26971e-06-0j 0.00515442-0j -0.00037861-0j 0.00315643-0j -0.000156169-0j 0.00451012-0j 0.00186033-0j -0.00328806-0j -0.000270005-0j 0.0110236-0j 1.73494e-06-0j 0.00157432-0j -0.00303268-0j 0.000572581-0j -0.00306411-0j 0.000905224-0j -0.0026536-0j -5.8166e-06-0j -0.000249034-0j -0.00218911-0j -0.00527811-0j 1.60019e-06-0j -0.000251615-0j -0.00191965-0j -0.00069943-0j 0.00145205-0j 1.61677e-06-0j -0.000217905-0j 1.40017e-06-0j 0.000528109-0j -0.000179762-0j 0.0014671-0j 0.00127054-0j 1.15508e-06-0j 0.000533582-0j -5.74349e-05-0j 0.00104814-0j 3.69053e-07-0j 0.000462095-0j 0.000334887-0j 0.000381209-0j 0.000121798-0j 
