-0.102635-0j -0.103699-0j 0.568533-0j 0.703524-0j 0.410389-0j -0.00736065-0j 0.101251-0j -0.00858742-0j -0.0052587-0j 0.118126-0j -0.00751399-0j 0.0723369-0j 0.10336-0j -0.00309936-0j 0.0426338-0j -0.00535859-0j 0.044665-0j 0.0113241-0j -0.00605318-0j -0.0049424-0j 0.0504545-0j -0.00499362-0j 0.012792-0j -0.0043246-0j 0.0411959-0j 0.0416228-0j 0.0104446-0j -0.00356761-0j 0.0360464-0j 0.0105528-0j -0.00113987-0j 0.00913902-0j 0.0297368-0j 0.0075393-0j 0.00950104-0j 0.00240884-0j -0.00422305-0j 0.0331869-0j -0.000431014-0j -0.00467406-0j 0.0083847-0j 0.000993331-0j -0.00369517-0j 0.0367311-0j -0.00246345-0j -0.00373346-0j -0.000477045-0j 0.00928016-0j -0.00431103-0j 0.0290385-0j 0.00109942-0j 0.019359-0j -0.00152418-0j -0.000377137-0j -0.00251477-0j 0.0293394-0j -0.000251425-0j -0.00266732-0j -0.000381045-0j 0.00733661-0j 0.00489108-0j 0.0338783-0j 0.00741264-0j 0.000869164-0j -0.00155593-0j -0.000439993-0j 0.0119778-0j 0.000579443-0j 0.0197623-0j 0.000878172-0j -0.000405904-0j -0.000155561-0j 0.00855938-0j 0.0209611-0j -0.000256663-0j 0.0030262-0j -0.000272232-0j 0.00101403-0j 0.0122273-0j 0.00499297-0j 0.00529585-0j -0.000158802-0j 0.000358512-0j 0.000591515-0j 0.0031898-0j 0.00308924-0j -4.14274e-05-0j 0.000627396-0j 0.000805905-0j 0.000365981-0j 9.54752e-05-0j 
-0.0267145-0j 0.026056-0j 0.0061721-0j -6.72874e-05-0j 0.00441316-0j -0.00191588-0j -0.000276533-0j 7.61598e-05-0j -0.00136877-0j 1.09927e-05-0j 0.00188802-0j -0.000197565-0j 0.000272512-0j 0.00236426-0j 0.000341251-0j -0.00139477-0j -0.000246563-0j -2.05469e-05-0j -2.72979e-05-0j 0.00252992-0j -4.82563e-06-0j -0.00246756-0j -4.02136e-07-0j -1.95026e-05-0j 0.00044723-0j -0.000436207-0j 3.72692e-05-0j 0.00180894-0j -3.4476e-06-0j -3.63506e-05-0j 0.00116107-0j -2.873e-07-0j 0.000319778-0j 2.66481e-05-0j 0.00020525-0j 1.71041e-05-0j -0.0010992-0j -0.000183201-0j -0.000112187-0j -2.10785e-05-0j -2.29001e-05-0j -1.3494e-06-0j -0.000961803-0j -3.51309e-06-0j 0.00316318-0j 0.000938097-0j -2.15132e-06-0j -4.39136e-07-0j 3.82335e-05-0j -0.000160301-0j -2.58764e-08-0j 0.000527197-0j -0.000396724-0j -9.81636e-05-0j -0.00250761-0j 0.000156349-0j 0.000322841-0j 0.000670209-0j 9.57441e-05-0j -2.00376e-05-0j 6.58997e-05-0j 6.37225e-06-0j 1.95437e-05-0j -1.18073e-06-0j 0.0011869-0j 3.90219e-06-0j -6.61206e-05-0j 3.88317e-06-0j -0.000417936-0j 1.15162e-06-0j 0.000517273-0j -4.04904e-05-0j 7.96532e-07-0j 0.000111701-0j -0.000255932-0j -8.26508e-06-0j 6.84029e-05-0j 4.69361e-08-0j 0.000197816-0j -5.2242e-05-0j 1.39627e-05-0j 0.000121137-0j -4.87024e-07-0j -3.07839e-06-0j 8.62122e-05-0j 2.47271e-05-0j 5.2794e-05-0j 8.22759e-07-0j 1.07765e-05-0j 1.45706e-06-0j 6.35013e-07-0j 
-0.00369517-0j -0.00373346-0j 0.0204689-0j 0.025329-0j 0.0147753-0j 0.000786515-0j -0.010819-0j -0.000309173-0j -0.000189329-0j 0.00425289-0j -0.000270527-0j 0.00260435-0j 0.00372127-0j -0.000111587-0j 0.00153495-0j -0.000192926-0j 0.00160808-0j 0.000407703-0j 0.000646807-0j -0.000177941-0j -0.00539126-0j -0.000179785-0j -0.00136687-0j -0.000155699-0j 0.00148318-0j 0.00149855-0j 0.000376037-0j -0.000128445-0j 0.00129778-0j 0.000379934-0j -4.10388e-05-0j 0.000329032-0j 0.00107061-0j 0.000271438-0j 0.000342066-0j 8.67257e-05-0j 0.0294093-0j 0.00119483-0j -1.55178e-05-0j 0.0325502-0j 0.000301875-0j 3.57629e-05-0j -0.0763739-0j 0.00132243-0j 0.0171554-0j -0.0771654-0j -1.71751e-05-0j 0.000334114-0j 0.030022-0j -0.00310288-0j 3.95823e-05-0j 0.000696984-0j 0.0106144-0j 4.02986e-05-0j 0.0175128-0j -0.00313504-0j -9.05205e-06-0j 0.0185752-0j 4.07162e-05-0j -0.000783947-0j 0.000176094-0j 0.00121972-0j -0.000792071-0j -9.28738e-05-0j 0.0108355-0j -1.58411e-05-0j 0.000431237-0j 2.08617e-05-0j 0.000711504-0j -9.38362e-05-0j 0.00282671-0j -5.60067e-06-0j 0.000308164-0j 0.000754664-0j -9.24064e-06-0j 0.000108952-0j -9.80117e-06-0j 3.6508e-05-0j 0.000440221-0j 0.000179762-0j 0.000190667-0j -5.71735e-06-0j 1.29075e-05-0j 2.12963e-05-0j 0.000114842-0j 0.000111222-0j -1.49151e-06-0j 2.25882e-05-0j 2.90151e-05-0j 1.31764e-05-0j 3.4374e-06-0j 
0.0481462-0j -0.0165287-0j -0.00192191-0j 0.0069993-0j -0.0013873-0j -0.00117323-0j -0.000169341-0j -0.00136877-0j -0.000744109-0j -0.000197565-0j 0.00352483-0j -0.000107403-0j 0.000508765-0j -0.000494015-0j -7.13049e-05-0j -0.000854119-0j -0.000150988-0j -1.25824e-05-0j -0.00096483-0j 0.00231849-0j -0.000170559-0j -0.000795944-0j -1.42133e-05-0j -0.000611933-0j 0.000409855-0j -0.000140704-0j 3.41546e-05-0j 0.00167357-0j -0.000108175-0j -1.17254e-05-0j -0.000181686-0j -9.01462e-06-0j 0.000295849-0j 2.46541e-05-0j -3.21179e-05-0j -2.67649e-06-0j -0.000673122-0j -0.000112187-0j -6.87002e-05-0j -0.00074501-0j -1.40234e-05-0j -8.26335e-07-0j 0.00173341-0j -0.000124168-0j -0.000392655-0j -0.000595085-0j -7.60372e-05-0j -1.5521e-05-0j 0.00202231-0j 0.000288902-0j -9.14586e-07-0j -6.54424e-05-0j -0.00303495-0j 0.000176916-0j -0.000400835-0j -9.91809e-05-0j -4.00751e-05-0j -0.000377427-0j -6.07357e-05-0j 3.61127e-05-0j -8.1803e-06-0j 0.000337052-0j -1.23976e-05-0j 2.12796e-06-0j 0.000729892-0j 0.000206402-0j -0.000505825-0j -4.82029e-07-0j -6.68058e-05-0j -7.30536e-07-0j -6.46979e-05-0j -0.000309753-0j 4.21315e-05-0j -6.29044e-05-0j -4.091e-05-0j -6.32281e-05-0j -3.85209e-05-0j 2.48262e-06-0j 0.000121649-0j -8.35073e-06-0j -7.86305e-06-0j 7.44942e-05-0j -3.72575e-06-0j -4.92071e-07-0j -1.0783e-05-0j 1.52061e-05-0j -6.6032e-06-0j -4.63335e-07-0j -1.34787e-06-0j 8.96026e-07-0j -7.94242e-08-0j 
-0.0227097-0j -0.0236032-0j 0.00274615-0j 0.00318705-0j 0.00177978-0j 0.00167639-0j 0.000241966-0j -0.00188802-0j -0.00352483-0j -0.000272512-0j 0.0016616-0j -0.000508765-0j 0.000239832-0j 0.00333627-0j 0.00048155-0j 0.00122042-0j 0.000215742-0j 1.79785e-05-0j -0.00133084-0j -0.00109359-0j -0.000235262-0j -0.00113662-0j -1.96052e-05-0j 0.00279827-0j -0.000193321-0j -0.000200927-0j -1.61101e-05-0j -0.000708755-0j 0.000494669-0j -1.67439e-05-0j 0.00272229-0j 4.12224e-05-0j -0.000125291-0j -1.0441e-05-0j 0.000481237-0j 4.01031e-05-0j 0.000961803-0j 0.000160301-0j 9.81636e-05-0j -0.00102763-0j 2.00376e-05-0j 1.18073e-06-0j -0.00081762-0j -0.000171272-0j 0.000561052-0j -0.000849789-0j -0.000104882-0j -2.1409e-05-0j 0.000920836-0j -0.00013627-0j -1.26154e-06-0j 9.35087e-05-0j -0.00170602-0j -8.3448e-05-0j 0.000514233-0j -0.000141631-0j 5.72621e-05-0j 0.00178679-0j -8.67312e-05-0j -1.70338e-05-0j 1.16886e-05-0j 0.000153473-0j -1.77039e-05-0j -1.00372e-06-0j -0.00162719-0j 9.39825e-05-0j -0.000284337-0j 6.88756e-07-0j 8.57055e-05-0j -1.04321e-06-0j 0.0016804-0j -0.00017412-0j 1.91841e-05-0j 0.000297798-0j 5.24837e-05-0j -3.55421e-05-0j 0.000182363-0j 1.13043e-06-0j -0.000271198-0j 1.07132e-05-0j 3.72248e-05-0j -0.000166074-0j -2.09434e-06-0j 6.3128e-07-0j 0.000280067-0j -3.38997e-05-0j 0.000171505-0j 2.19349e-06-0j 3.50084e-05-0j -1.99756e-06-0j 2.06289e-06-0j 
-0.00301709-0j -0.00304836-0j -0.000354453-0j -0.000438613-0j -0.000255857-0j -0.0613963-0j 9.26917e-05-0j 0.0241344-0j 0.0147793-0j -3.64364e-05-0j 0.0211176-0j -2.23127e-05-0j -3.18819e-05-0j 0.00871058-0j -1.31506e-05-0j 0.0227406-0j 0.00266226-0j -2.32054e-06-0j -0.0762406-0j 0.0209744-0j -0.00892555-0j 0.0211917-0j 7.77987e-06-0j 0.0183526-0j 0.00245549-0j 0.00248093-0j -2.1403e-06-0j 0.0151401-0j 0.00214855-0j -2.16248e-06-0j 0.00483734-0j -1.87276e-06-0j 0.00177246-0j -1.54495e-06-0j 0.00056631-0j -4.9362e-07-0j -0.000124142-0j 0.00298694-0j 0.00243535-0j -0.0001374-0j 0.000247263-0j -1.52399e-07-0j 0.000322389-0j 0.00330594-0j -7.24164e-05-0j 0.00032573-0j 0.00269544-0j 0.00027367-0j -0.000126729-0j -0.00775687-0j -1.68675e-07-0j 0.00174238-0j -4.48054e-05-0j -0.00632442-0j -7.39251e-05-0j -0.00783725-0j 0.00142062-0j -7.84094e-05-0j -0.00638996-0j -0.000642125-0j 0.000144237-0j 0.00304917-0j -0.00064878-0j 3.9577e-07-0j -4.57388e-05-0j 0.00248608-0j 0.00107804-0j -8.88995e-08-0j 0.00177868-0j 3.99871e-07-0j -1.19321e-05-0j 0.000878963-0j 0.000252415-0j 0.00188658-0j 0.00145022-0j 8.92421e-05-0j 0.00153819-0j -1.55574e-07-0j 0.0011005-0j 0.000147242-0j 0.000156174-0j 0.000897275-0j -5.50038e-08-0j -9.07516e-08-0j 0.000287093-0j 9.11013e-05-0j 0.000234076-0j -9.62566e-08-0j 2.3766e-05-0j -5.61497e-08-0j -1.4648e-08-0j 
-0.00964177-0j -0.046043-0j -0.00113273-0j 0.0041079-0j -0.000978911-0j -0.000691477-0j -9.9806e-05-0j 0.00236426-0j -0.000494015-0j 0.000341251-0j -0.00333627-0j -7.13049e-05-0j -0.00048155-0j 0.00405086-0j 0.000584691-0j -0.000503399-0j -8.89892e-05-0j -7.41577e-06-0j 0.00166654-0j -0.000464301-0j 0.000294605-0j -0.00221721-0j 2.45505e-05-0j 0.00119063-0j -8.20775e-05-0j -0.00039195-0j -6.83979e-06-0j -0.000401251-0j 0.000210476-0j -3.26625e-05-0j 0.00199373-0j 1.75397e-05-0j -7.09318e-05-0j -5.91098e-06-0j 0.000352445-0j 2.93704e-05-0j -0.000396724-0j -6.61206e-05-0j -4.04904e-05-0j 0.00128685-0j -8.26508e-06-0j -4.87024e-07-0j -0.000347133-0j 0.000214475-0j -0.000231422-0j -0.00165769-0j 0.000131338-0j 2.68093e-05-0j 0.0011869-0j -5.78555e-05-0j 1.57975e-06-0j -3.85704e-05-0j -0.000143185-0j -3.54291e-05-0j -0.000282837-0j -0.000276281-0j -2.36194e-05-0j -0.00118431-0j -0.000169187-0j -7.23194e-06-0j -4.82129e-06-0j 0.000197816-0j -3.45352e-05-0j -4.26146e-07-0j 0.0020336-0j 0.000121137-0j -2.38642e-05-0j -2.84097e-07-0j -4.71395e-05-0j -2.035e-06-0j -0.001199-0j -1.46138e-05-0j 2.47271e-05-0j -0.000197385-0j -2.8867e-05-0j -2.98302e-06-0j -0.000120873-0j 1.45706e-06-0j 0.000338934-0j -5.89244e-06-0j -2.46731e-05-0j 0.000207554-0j -1.75776e-07-0j -3.47216e-07-0j -0.000199833-0j 4.23667e-05-0j -0.000122372-0j -1.45388e-06-0j -2.49791e-05-0j 2.49648e-06-0j -1.47191e-06-0j 
0.00431103-0j -0.00420478-0j 0.0469633-0j -0.000511988-0j 0.0335796-0j 0.000309173-0j -0.00425289-0j -1.22902e-05-0j 0.000220884-0j 0.00016906-0j -0.000304678-0j -0.00303841-0j 0.00419105-0j -0.000381531-0j 0.00524821-0j 0.00022508-0j -0.00187609-0j -0.000475653-0j 4.40518e-06-0j -0.000408264-0j -3.67181e-05-0j 0.000398201-0j -9.30931e-06-0j 3.14721e-06-0j 0.00340296-0j -0.00331908-0j 0.000862769-0j -0.000291916-0j -2.62327e-05-0j -0.000841503-0j -0.000187367-0j -6.65089e-06-0j 0.00243318-0j 0.000616895-0j 0.00156174-0j 0.000395955-0j -0.0343109-0j -0.00139397-0j 1.81041e-05-0j -0.000657952-0j -0.000352187-0j -4.17234e-05-0j -0.030022-0j -2.6731e-05-0j 0.0987366-0j 0.029282-0j 3.47168e-07-0j -6.75361e-06-0j 0.00119343-0j -0.00121972-0j -8.00097e-07-0j 0.00401143-0j -0.0123835-0j 1.58411e-05-0j -0.0782734-0j 0.00118966-0j -5.20983e-05-0j 0.0209201-0j -1.54506e-05-0j -0.000308164-0j 0.00101349-0j 4.84863e-05-0j 0.000300568-0j -3.6508e-05-0j 0.0370482-0j -6.29714e-07-0j -0.000503109-0j 0.000120068-0j -0.00318006-0j 3.56082e-05-0j 0.0161463-0j 6.53412e-06-0j 1.22501e-05-0j 0.000849933-0j 4.13009e-05-0j -0.000127111-0j -1.10385e-05-0j 1.45126e-06-0j 0.00150518-0j -0.000803445-0j 0.000214736-0j -1.95485e-05-0j -1.50588e-05-0j -9.51837e-05-0j 0.000655986-0j 0.000380285-0j -8.51959e-06-0j 2.54397e-05-0j 0.000165736-0j 4.50522e-05-0j 1.96346e-05-0j 
0.00043548-0j 0.000439993-0j -0.00487573-0j -0.00603341-0j -0.00351949-0j -9.26917e-05-0j -0.0594751-0j 3.64364e-05-0j 2.23127e-05-0j 0.0233792-0j 3.18819e-05-0j 0.0143168-0j 0.0204568-0j 1.31506e-05-0j 0.008438-0j -0.00328232-0j -0.000383046-0j 0.00456297-0j 0.0110044-0j -0.00302739-0j 0.00128421-0j -0.00305876-0j -0.0152979-0j -0.00264897-0j -0.000353295-0j -0.000356957-0j 0.00420857-0j -0.00218529-0j -0.000309134-0j 0.00425218-0j -0.000698209-0j 0.0036825-0j -0.000255022-0j 0.00303791-0j -8.14808e-05-0j 0.000970626-0j 1.79184e-05-0j 0.0410874-0j 1.82879e-06-0j 1.9832e-05-0j 0.00165948-0j 0.000603553-0j -4.65328e-05-0j 0.0454754-0j 1.04524e-05-0j -4.7015e-05-0j 2.0241e-06-0j 0.00183671-0j 1.82917e-05-0j -0.106701-0j 0.000668011-0j 0.0239676-0j 6.4671e-06-0j -4.74924e-06-0j 1.06702e-05-0j -0.107807-0j 1.06679e-06-0j 1.13174e-05-0j -4.79845e-06-0j -0.00430956-0j 0.000968032-0j 0.0419434-0j -0.00435422-0j -0.00156738-0j 6.60183e-06-0j 1.86689e-06-0j 0.0148292-0j 0.000352073-0j 0.024467-0j -0.00158363-0j 1.72225e-06-0j 6.60045e-07-0j 0.00169406-0j 0.0259511-0j 1.08902e-06-0j 0.000598939-0j 1.15508e-06-0j 0.000616127-0j 0.0151382-0j 0.0009882-0j 0.00104814-0j 6.73796e-07-0j 0.000217834-0j 0.000359407-0j 0.00394916-0j 0.000611417-0j 1.75776e-07-0j 0.000381209-0j 0.000159503-0j 0.000222372-0j 5.80112e-05-0j 
-0.00776957-0j 0.00266732-0j -0.0146237-0j 0.0532575-0j -0.010556-0j 0.000189329-0j -0.00260435-0j 0.000220884-0j 0.00012008-0j -0.00303841-0j -0.000568817-0j -0.00165178-0j 0.00782445-0j 7.97213e-05-0j -0.00109662-0j 0.000137833-0j -0.00114886-0j -0.000291277-0j 0.000155699-0j -0.000374144-0j -0.00129778-0j 0.000128445-0j -0.000329032-0j 9.87503e-05-0j 0.00311857-0j -0.00107061-0j 0.000790666-0j -0.000270072-0j -0.000823103-0j -0.000271438-0j 2.93195e-05-0j -0.000208685-0j 0.0022511-0j 0.000570733-0j -0.000244384-0j -6.19599e-05-0j -0.021011-0j -0.000853627-0j 1.10865e-05-0j -0.023255-0j -0.00021567-0j -2.55503e-05-0j 0.0541072-0j -0.000944792-0j -0.0122564-0j -0.0185752-0j 1.22705e-05-0j -0.000238703-0j 0.0631251-0j 0.00219824-0j -2.8279e-05-0j -0.000497949-0j -0.0947338-0j -2.85496e-05-0j -0.0125118-0j -0.000754664-0j 6.4671e-06-0j -0.0117811-0j 9.80117e-06-0j 0.000555389-0j -0.000125807-0j 0.00256462-0j -0.000190667-0j 6.57966e-05-0j 0.0227831-0j -3.33079e-05-0j -0.0038488-0j -1.49043e-05-0j -0.000508323-0j -2.25882e-05-0j -0.0020195-0j 4.99862e-05-0j 0.000647954-0j -0.000478638-0j 6.60183e-06-0j -0.000972404-0j 6.21629e-06-0j 7.67627e-05-0j 0.00092562-0j -0.000128428-0j -0.000120928-0j -1.20215e-05-0j -0.0001152-0j -1.52148e-05-0j -8.20474e-05-0j 0.000233859-0j 1.06559e-06-0j -1.43263e-05-0j -2.07294e-05-0j 2.77051e-05-0j -2.45579e-06-0j 
0.000377137-0j 0.000381045-0j -0.0020891-0j -0.00258513-0j -0.00150799-0j 0.0154294-0j 0.00110421-0j -0.00606517-0j -0.00371414-0j -0.000434058-0j -0.00530702-0j -0.000265805-0j -0.000379801-0j -0.00218903-0j -0.00015666-0j 1.96904e-05-0j 0.0315462-0j -4.1611e-05-0j -6.60144e-05-0j 1.81611e-05-0j -0.105762-0j 1.83493e-05-0j 0.000139506-0j 1.58909e-05-0j 0.029096-0j 0.0293976-0j -3.83791e-05-0j 1.31094e-05-0j 0.025459-0j -3.87768e-05-0j 4.1885e-06-0j -3.35817e-05-0j 0.0210026-0j -2.77035e-05-0j 0.00671044-0j -8.85141e-06-0j 1.55178e-05-0j -0.000121947-0j 0.0289509-0j 1.71751e-05-0j 0.00592199-0j -3.65004e-06-0j -4.02986e-05-0j -0.00013497-0j 9.05205e-06-0j -4.07162e-05-0j 0.0320428-0j 0.00655444-0j 1.58411e-05-0j 0.000316687-0j -4.03985e-06-0j -7.11356e-05-0j 5.60067e-06-0j -0.0751835-0j 9.24064e-06-0j 0.000319969-0j 0.0168881-0j 9.80117e-06-0j -0.0759627-0j -0.015379-0j 0.00345449-0j -0.000124487-0j -0.0155384-0j 9.47889e-06-0j 5.71735e-06-0j 0.0295541-0j -4.40129e-05-0j -2.12919e-06-0j -7.26176e-05-0j 9.57712e-06-0j 1.49151e-06-0j 0.0104489-0j 0.00604536-0j -7.70226e-05-0j 0.0172399-0j 0.00213736-0j 0.0182857-0j -3.72608e-06-0j -4.49298e-05-0j 0.00352646-0j 0.00374038-0j 0.0106666-0j -1.31737e-06-0j -2.17355e-06-0j -1.17211e-05-0j 0.00218189-0j 0.00278265-0j -2.3054e-06-0j 0.000569199-0j -1.34481e-06-0j -3.50828e-07-0j 
0.00351994-0j -0.00343318-0j -0.000813246-0j 8.86589e-06-0j -0.000581485-0j -0.0241344-0j 3.64364e-05-0j 0.000959391-0j -0.0172425-0j -1.44842e-06-0j 0.0237835-0j 2.60314e-05-0j -3.59066e-05-0j 0.0297828-0j -4.49638e-05-0j -0.0265307-0j -0.00310597-0j 2.70729e-06-0j -0.000519249-0j 0.048123-0j -6.07889e-05-0j -0.0469369-0j 5.29861e-08-0j -0.00037097-0j 0.00563379-0j -0.00549493-0j -4.91065e-06-0j 0.0344088-0j -4.34297e-05-0j 4.78961e-06-0j 0.0220853-0j 3.78551e-08-0j 0.00402826-0j -3.5112e-06-0j 0.00258555-0j -2.25367e-06-0j 0.000144833-0j -0.00348476-0j -0.00284124-0j 2.77734e-06-0j -0.000288474-0j 1.77799e-07-0j 0.000126729-0j -6.68245e-05-0j -0.000416786-0j -0.000123605-0j -5.44842e-05-0j -5.53183e-06-0j -5.03771e-06-0j -0.00304917-0j 3.40951e-09-0j 0.0100281-0j 5.22729e-05-0j -0.00248608-0j 0.000330407-0j 0.00297401-0j 0.00817624-0j -8.83078e-05-0j 0.00242481-0j -0.000252415-0j 0.000830143-0j 0.00012121-0j 0.000246193-0j 1.55574e-07-0j -0.000156388-0j 9.88266e-05-0j -0.00125772-0j -5.11653e-07-0j -0.00794979-0j -1.5174e-07-0j -6.81567e-05-0j -0.00102546-0j 1.0034e-05-0j 0.00212474-0j -0.00648172-0j -0.000104116-0j 0.00173237-0j -6.18437e-09-0j 0.00376278-0j -0.000658096-0j 0.000175889-0j 0.00306791-0j 6.41711e-08-0j 4.05613e-07-0j 0.00163989-0j 0.000311489-0j 0.00133706-0j -1.08408e-07-0j 0.000135753-0j -1.91984e-07-0j -8.36703e-08-0j 
0.00366477-0j 0.00380896-0j 0.0208954-0j 0.0242501-0j 0.0135423-0j -0.000270527-0j 0.00372127-0j 0.000304678-0j 0.000568817-0j -0.00419105-0j -0.00026814-0j -0.00782445-0j 0.00368844-0j -0.000538389-0j 0.0074059-0j -0.000196945-0j 0.00164158-0j 0.000416197-0j 0.000214764-0j 0.000176477-0j -0.0017901-0j 0.000183421-0j -0.000453853-0j -0.000451569-0j -0.00147098-0j -0.00152885-0j -0.000372943-0j 0.000114375-0j 0.00376392-0j -0.000387616-0j -0.000439307-0j 0.000954283-0j -0.000953338-0j -0.000241704-0j 0.00366172-0j 0.000928372-0j 0.030022-0j 0.00121972-0j -1.58411e-05-0j -0.0320769-0j 0.000308164-0j 3.6508e-05-0j -0.0255214-0j -0.0013032-0j 0.0175128-0j -0.0265256-0j 1.69253e-05-0j -0.000329256-0j 0.0287433-0j -0.00103687-0j -3.90068e-05-0j 0.000711504-0j -0.0532522-0j 1.34664e-05-0j 0.0160514-0j -0.00107767-0j -9.24064e-06-0j 0.0557734-0j 1.39962e-05-0j -0.000261967-0j 0.000179762-0j 0.00116777-0j -0.000272274-0j -3.10351e-05-0j -0.0507915-0j -1.51664e-05-0j -0.00216351-0j 2.12963e-05-0j 0.00065213-0j -3.22562e-05-0j 0.0524526-0j 2.80985e-05-0j 0.000295038-0j 0.00226594-0j -8.46951e-06-0j -0.000546612-0j -2.94288e-05-0j 3.4953e-05-0j -0.00206354-0j 0.000164761-0j 0.000572491-0j 2.68001e-05-0j -6.47569e-05-0j 1.95192e-05-0j 0.00213102-0j -0.000521354-0j -2.76766e-05-0j 6.78227e-05-0j 0.000538405-0j -6.17646e-05-0j 6.37845e-05-0j 
-4.4446e-05-0j -4.49066e-05-0j 0.000749052-0j 0.000926905-0j 0.000540694-0j -0.000904453-0j 0.0186022-0j 0.000355534-0j 0.000217719-0j -0.00731239-0j 0.000311092-0j -0.00447791-0j -0.00639834-0j 0.000128319-0j -0.00263918-0j -2.32054e-06-0j -0.00562606-0j 0.0214863-0j 7.77987e-06-0j -2.1403e-06-0j 0.018862-0j -2.16248e-06-0j -0.0720353-0j -1.87276e-06-0j -0.00518909-0j -0.00524286-0j 0.0198175-0j -1.54495e-06-0j -0.00454045-0j 0.0200228-0j -4.9362e-07-0j 0.0173403-0j -0.00374568-0j 0.014305-0j -0.00119676-0j 0.00457052-0j -1.82879e-06-0j 4.37243e-05-0j 3.58761e-05-0j -2.0241e-06-0j 0.0496231-0j 0.00582917-0j 4.74924e-06-0j 4.83939e-05-0j -1.06679e-06-0j 4.79845e-06-0j 3.97075e-05-0j 0.0549227-0j -1.86689e-06-0j -0.000113549-0j 0.00645171-0j 2.55058e-05-0j -6.60045e-07-0j -9.31675e-05-0j -1.08902e-06-0j -0.000114725-0j 2.09277e-05-0j -1.15508e-06-0j -9.4133e-05-0j -0.128868-0j 0.0289468-0j 4.46352e-05-0j -0.130203-0j -0.0151379-0j -6.73796e-07-0j 3.66235e-05-0j 1.57809e-05-0j 0.00340035-0j 2.60372e-05-0j -0.0152948-0j -1.75776e-07-0j 1.29484e-05-0j 0.0506569-0j 2.76166e-05-0j 2.13637e-05-0j 0.0179099-0j 2.26596e-05-0j 0.00595061-0j 1.61097e-05-0j 0.0295499-0j 0.0313423-0j 1.32181e-05-0j 0.00210386-0j 0.00347119-0j 4.20261e-06-0j 0.018283-0j 3.44827e-06-0j 0.00368175-0j 0.00476958-0j 0.00214769-0j 0.000560277-0j 
-0.00634382-0j 0.00217785-0j 0.000253233-0j -0.000922239-0j 0.000182793-0j -0.0147793-0j 2.23127e-05-0j -0.0172425-0j -0.00937359-0j 2.60314e-05-0j 0.0444025-0j 1.41516e-05-0j -6.70357e-05-0j -0.00622314-0j 9.39524e-06-0j -0.0162467-0j -0.00190201-0j 1.65787e-06-0j -0.0183526-0j 0.0441013-0j -0.00214855-0j -0.0151401-0j 1.87276e-06-0j -0.0116399-0j 0.00516297-0j -0.00177246-0j -4.50026e-06-0j 0.031834-0j -0.00136269-0j 1.54495e-06-0j -0.00345596-0j 1.18778e-06-0j 0.00372683-0j -3.24846e-06-0j -0.000404592-0j 3.52659e-07-0j 8.86916e-05-0j -0.00213397-0j -0.0017399-0j 9.81636e-05-0j -0.000176654-0j 1.08879e-07-0j -0.000228397-0j -0.00236188-0j 5.17368e-05-0j 7.84094e-05-0j -0.00192571-0j -0.00019552-0j -0.000266463-0j 0.00549537-0j 1.20507e-07-0j -0.00124482-0j 0.000399889-0j 0.00448055-0j 5.28146e-05-0j -0.00188658-0j -0.00101494-0j 4.97303e-05-0j -0.00153819-0j 0.000454915-0j -0.000103048-0j 0.00641126-0j -0.000156174-0j -2.80384e-07-0j -9.61717e-05-0j 0.00522731-0j -0.00962158-0j 6.35129e-08-0j -0.00127075-0j 9.62566e-08-0j 8.5247e-06-0j -0.00784478-0j 0.000530734-0j -0.00119654-0j -0.00103608-0j -0.000796489-0j -0.000975578-0j -3.27114e-07-0j 0.00231395-0j -0.000105195-0j -9.90515e-05-0j 0.00188663-0j 4.90911e-07-0j 6.48361e-08-0j -0.000205109-0j 0.000191552-0j -0.000167232-0j 6.10497e-08-0j -1.69793e-05-0j -1.18062e-07-0j 1.04651e-08-0j 
