-0.00322746-0j -0.000520828-0j -0.000425255-0j -6.13802e-05-0j -5.31568e-05-0j -6.26459e-06-0j -2.85938e-07-0j -0.00296745-0j -0.000469194-0j -0.000370931-0j -0.000247287-0j -5.35392e-05-0j -6.18218e-05-0j -2.18573e-05-0j -5.15181e-06-0j -5.46432e-06-0j -4.5536e-07-0j -1.69703e-08-0j -0.00193656-0j -0.00195662-0j -0.000301914-0j -0.000305042-0j -0.000233861-0j -0.000236285-0j -3.3755e-05-0j -0.000213485-0j -3.41048e-05-0j -0.000215698-0j -3.77392e-05-0j -2.51595e-05-0j -3.81303e-05-0j -3.14493e-06-0j -2.17887e-05-0j -2.54202e-05-0j -3.17752e-06-0j -2.20145e-05-0j -4.44761e-06-0j -2.2238e-06-0j -4.4937e-06-0j -2.62078e-07-0j -3.20978e-07-0j -2.24685e-06-0j -2.64794e-07-0j -3.24305e-07-0j -2.07191e-08-0j -2.09338e-08-0j -6.52589e-10-0j -6.59352e-10-0j 
0.0720495-0j 0.00926267-0j -3.90995e-05-0j -5.64353e-06-0j -4.88744e-06-0j -5.7599e-07-0j -2.62902e-08-0j -4.72715e-06-0j 0.000181475-0j 0.000114295-0j -3.93929e-07-0j 1.64971e-05-0j -9.84823e-08-0j -3.48188e-08-0j -8.20686e-09-0j -8.70469e-09-0j -7.25391e-10-0j -2.70337e-11-0j -0.000178054-0j 0.000173666-0j -2.77591e-05-0j 2.70749e-05-0j 0.0052207-0j -0.00509202-0j 0.000753543-0j 0.00379673-0j -0.00073497-0j -0.00370315-0j 0.000671173-0j -2.31326e-06-0j -0.00065463-0j 5.59311e-05-0j -2.00334e-06-0j 2.25624e-06-0j -5.45525e-05-0j 1.95396e-06-0j -4.0893e-07-0j -2.04465e-07-0j 3.98851e-07-0j -2.40964e-08-0j -2.9512e-08-0j 1.99425e-07-0j 2.35025e-08-0j 2.87846e-08-0j -1.90499e-09-0j 1.85804e-09-0j -6.00015e-11-0j 5.85226e-11-0j 
5.52951e-05-0j -0.000420738-0j -0.000696556-0j -0.000100221-0j 0.00825378-0j 0.00147201-0j -1.17454e-06-0j -0.000257632-0j -6.56696e-06-0j -1.05268e-05-0j 7.34044e-08-0j -1.51459e-06-0j 8.27245e-05-0j -1.87386e-06-0j -2.19377e-07-0j 2.97123e-05-0j 2.47606e-06-0j -1.45031e-09-0j 3.31785e-05-0j -3.23607e-05-0j 0.071334-0j -0.0695758-0j -0.000383059-0j 0.000373617-0j -5.51145e-05-0j 3.65758e-06-0j 5.37561e-05-0j -3.56743e-06-0j 0.00291468-0j -2.03245e-05-0j -0.00284284-0j -7.72943e-06-0j -7.17521e-05-0j 1.98235e-05-0j 7.53892e-06-0j 6.99836e-05-0j 0.000694282-0j 0.000518841-0j -0.00067717-0j -8.60323e-07-0j 0.000151631-0j -0.000506052-0j 8.39118e-07-0j -0.000147894-0j 8.13665e-06-0j -7.9361e-06-0j -3.75733e-09-0j 3.66472e-09-0j 
-4.60792e-06-0j 0.000106672-0j -6.07147e-07-0j -0.00119386-0j 1.08871e-05-0j 0.00562169-0j 0.00267805-0j 2.14693e-05-0j 1.66495e-06-0j -9.17555e-09-0j -6.11703e-09-0j -1.80423e-05-0j 2.19377e-07-0j -5.40674e-10-0j 8.00993e-05-0j -1.84143e-06-0j 2.92466e-05-0j 5.53652e-06-0j -2.76487e-06-0j 2.69672e-06-0j -0.0180856-0j 0.0176399-0j -3.3389e-07-0j 3.2566e-07-0j -0.000656542-0j -3.04798e-07-0j 0.00064036-0j 2.97286e-07-0j 7.72943e-06-0j 5.15296e-06-0j -7.53892e-06-0j 0.00282218-0j -3.11084e-08-0j -5.02595e-06-0j -0.00275262-0j 3.03416e-08-0j -8.6507e-05-0j 4.55461e-07-0j 8.43748e-05-0j 0.000971528-0j 0.000288038-0j -4.44235e-07-0j -0.000947582-0j -0.000280939-0j 0.000194051-0j -0.000189268-0j 2.15722e-05-0j -2.10405e-05-0j 
-0.0120082-0j -0.00037632-0j -0.000940758-0j 0.0129408-0j -3.8408e-05-0j -1.37713e-05-0j -1.05054e-06-0j 7.87859e-07-0j 0.00142613-0j 9.84823e-08-0j -1.9022e-05-0j -1.35469e-06-0j 0.000111726-0j 5.80313e-09-0j 2.83265e-05-0j -1.38263e-07-0j -2.31647e-08-0j -1.2972e-09-0j 2.96757e-05-0j -2.89443e-05-0j -0.000218145-0j 0.000212768-0j -0.000870117-0j 0.000848671-0j 0.011969-0j -0.000472277-0j -0.011674-0j 0.000460636-0j -2.72681e-05-0j 0.00526688-0j 2.6596e-05-0j -6.91342e-06-0j -4.82015e-05-0j -0.00513706-0j 6.74301e-06-0j 4.70135e-05-0j 0.000937686-0j -1.60679e-06-0j -0.000914575-0j 0.000111087-0j -7.05597e-07-0j 1.56719e-06-0j -0.000108349-0j 6.88206e-07-0j -7.61219e-08-0j 7.42456e-08-0j -3.36066e-09-0j 3.27783e-09-0j 
3.38612e-05-0j 0.0999305-0j 4.4616e-06-0j -6.13723e-05-0j -2.62961e-05-0j -9.42854e-06-0j -7.19254e-07-0j 5.3941e-07-0j -4.02143e-06-0j -2.61517e-05-0j 4.49508e-08-0j 0.000359734-0j -5.2987e-07-0j 3.97313e-09-0j -1.3434e-07-0j -9.46619e-08-0j -1.58598e-08-0j -8.8813e-10-0j 2.03176e-05-0j -1.98168e-05-0j -0.000149354-0j 0.000145672-0j 2.45358e-06-0j -2.3931e-06-0j -3.37506e-05-0j -0.00086872-0j 3.29188e-05-0j 0.000847308-0j 0.00724096-0j -1.24461e-05-0j -0.00706249-0j 0.00183584-0j 2.28599e-07-0j 1.21394e-05-0j -0.00179059-0j -2.22964e-07-0j -4.44704e-06-0j -1.10009e-06-0j 4.33743e-06-0j -5.26838e-07-0j -4.8309e-07-0j 1.07298e-06-0j 5.13852e-07-0j 4.71182e-07-0j -5.21171e-08-0j 5.08325e-08-0j -2.30089e-09-0j 2.24417e-09-0j 
-0.00735352-0j 4.88744e-06-0j -0.00076703-0j 5.7599e-07-0j 0.00911831-0j -1.12994e-05-0j 2.68324e-09-0j 4.82463e-07-0j -1.85218e-05-0j -1.15918e-05-0j 4.02052e-08-0j 8.70469e-09-0j -1.93196e-06-0j 0.000196933-0j 8.37609e-10-0j 1.624e-05-0j -1.42303e-08-0j 2.75912e-12-0j 1.81726e-05-0j -1.77247e-05-0j 2.83315e-06-0j -2.76332e-06-0j 0.102416-0j -0.0998921-0j -7.69082e-05-0j 2.00334e-06-0j 7.50126e-05-0j -1.95396e-06-0j -6.807e-05-0j 2.36096e-07-0j 6.63923e-05-0j 2.9512e-08-0j 0.00373755-0j -2.30277e-07-0j -2.87846e-08-0j -0.00364543-0j -8.02213e-06-0j 0.00115644-0j 7.8244e-06-0j 2.45933e-09-0j 5.50593e-05-0j -0.00112794-0j -2.39871e-09-0j -5.37022e-05-0j -3.73709e-08-0j 3.64498e-08-0j 6.12388e-12-0j -5.97294e-12-0j 
0.00150103-0j 9.50776e-05-0j 7.78774e-05-0j -0.000522666-0j -0.00186517-0j 0.0156291-0j -2.51345e-05-0j -9.84823e-08-0j -0.000360312-0j 1.17693e-06-0j -8.20686e-09-0j -7.89883e-06-0j -1.86939e-05-0j 2.09504e-07-0j -2.32925e-06-0j 0.000154954-0j 3.96429e-05-0j -3.88491e-08-0j -3.70946e-06-0j 3.61803e-06-0j 5.51145e-05-0j -5.37561e-05-0j -0.0103985-0j 0.0101422-0j 0.0697882-0j -4.0893e-07-0j -0.068068-0j 3.98851e-07-0j -0.000658654-0j 4.59288e-06-0j 0.00064242-0j -8.20678e-05-0j 8.02213e-06-0j -4.47967e-06-0j 8.0045e-05-0j -7.8244e-06-0j 0.00362079-0j -0.000117247-0j -0.00353155-0j -1.37741e-05-0j 0.00160995-0j 0.000114357-0j 1.34346e-05-0j -0.00157027-0j 0.00017412-0j -0.000169829-0j -1.20884e-07-0j 1.17905e-07-0j 
3.90995e-05-0j -0.00122046-0j 0.0711048-0j -0.000107349-0j -0.000123779-0j -7.2558e-06-0j 3.46404e-09-0j 6.22857e-07-0j 9.84823e-08-0j 0.00143979-0j -1.50382e-05-0j -2.17369e-06-0j 0.000179096-0j -1.32502e-06-0j -1.56107e-07-0j -2.20454e-07-0j -9.1378e-09-0j 3.56201e-12-0j 2.34607e-05-0j -2.28825e-05-0j 3.65758e-06-0j -3.56743e-06-0j -0.000270864-0j 0.000264187-0j 4.0893e-07-0j 0.0722197-0j -3.98851e-07-0j -0.0704397-0j 0.00845482-0j -8.83084e-05-0j -0.00824642-0j -7.36957e-06-0j 0.00732449-0j 8.61318e-05-0j 7.18792e-06-0j -0.00714396-0j 0.000743663-0j -7.78086e-06-0j -0.000725334-0j -4.58352e-07-0j -7.47418e-07-0j 7.58908e-06-0j 4.47055e-07-0j 7.28996e-07-0j -2.39973e-08-0j 2.34058e-08-0j 7.9059e-12-0j -7.71103e-12-0j 
-8.84491e-05-0j -1.12638e-05-0j 4.79992e-08-0j 0.000190093-0j -1.14961e-06-0j -0.00183594-0j 0.0199633-0j 5.80313e-09-0j 4.2686e-05-0j 7.25391e-10-0j 4.83594e-10-0j 2.8728e-06-0j -2.31647e-08-0j 4.27441e-11-0j -2.61589e-05-0j 2.93204e-07-0j 0.00010549-0j 6.24588e-05-0j 2.18582e-07-0j -2.13195e-07-0j -6.52939e-06-0j 6.36845e-06-0j -6.40902e-06-0j 6.25105e-06-0j -0.0253819-0j 2.40964e-08-0j 0.0247563-0j -2.35025e-08-0j -8.16174e-07-0j -5.44116e-07-0j 7.96057e-07-0j -0.000921673-0j 2.45933e-09-0j 5.30705e-07-0j 0.000898955-0j -2.39871e-09-0j 1.37741e-05-0j -4.80935e-08-0j -1.34346e-05-0j 0.00350424-0j -9.40678e-05-0j 4.69081e-08-0j -0.00341787-0j 9.17493e-05-0j 0.00144654-0j -0.00141088-0j 0.000325739-0j -0.00031771-0j 
1.50494e-05-0j 2.42859e-06-0j -0.000862756-0j -0.000124528-0j 2.47867e-07-0j 2.92114e-08-0j 1.33331e-09-0j 2.39738e-07-0j 3.79059e-08-0j 2.99672e-08-0j 0.00251549-0j 4.3254e-09-0j -2.17308e-06-0j 1.76584e-09-0j -1.8109e-07-0j 4.41459e-10-0j 3.67882e-11-0j 1.37102e-12-0j 9.03003e-06-0j -8.80746e-06-0j 1.4078e-06-0j -1.3731e-06-0j 1.09048e-06-0j -1.0636e-06-0j 1.57397e-07-0j -0.000433119-0j -1.53518e-07-0j 0.000422443-0j 1.75975e-07-0j 0.0147716-0j -1.71638e-07-0j 1.46646e-08-0j -4.4205e-05-0j -0.0144076-0j -1.43032e-08-0j 4.31154e-05-0j -9.02331e-06-0j 1.03695e-08-0j 8.8009e-06-0j -5.31703e-07-0j 1.4967e-09-0j -1.01139e-08-0j 5.18598e-07-0j -1.45981e-09-0j 9.66117e-11-0j -9.42304e-11-0j 3.04298e-12-0j -2.96798e-12-0j 
-5.64353e-06-0j -0.0167883-0j 0.000107349-0j 0.0688797-0j 8.85833e-06-0j -0.000149232-0j -2.29446e-05-0j -8.99017e-08-0j 1.35469e-06-0j 2.17369e-06-0j 2.17058e-06-0j 0.00139473-0j -2.57683e-05-0j -6.62188e-10-0j 0.000306961-0j -7.3593e-07-0j -3.78524e-07-0j -3.54642e-08-0j -3.38626e-06-0j 3.3028e-06-0j 5.03125e-05-0j -4.90724e-05-0j -4.0893e-07-0j 3.98851e-07-0j -0.000262387-0j -0.010424-0j 0.00025592-0j 0.0101671-0j -0.00121648-0j -0.00121474-0j 0.0011865-0j 0.0144911-0j 5.50022e-06-0j 0.0011848-0j -0.0141339-0j -5.36466e-06-0j 0.00499102-0j 3.70586e-07-0j -0.004868-0j 0.00181523-0j -7.64621e-06-0j -3.61452e-07-0j -0.00177049-0j 7.45775e-06-0j -1.66256e-06-0j 1.62158e-06-0j -1.10352e-07-0j 1.07632e-07-0j 
-4.88744e-06-0j -0.00719327-0j 0.000123779-0j 8.85833e-06-0j 0.0693809-0j -0.000261577-0j 1.03815e-07-0j -7.78571e-08-0j 5.80443e-07-0j -0.00036183-0j -6.48809e-09-0j -2.58946e-05-0j -1.47002e-05-0j -3.17799e-05-0j 1.93904e-08-0j 0.00024976-0j -4.39999e-07-0j 1.2819e-10-0j -2.93259e-06-0j 2.86031e-06-0j 2.15573e-05-0j -2.1026e-05-0j 6.807e-05-0j -6.63923e-05-0j 4.87148e-06-0j 6.25328e-05-0j -4.75141e-06-0j -6.09916e-05-0j 0.100185-0j 1.79644e-06-0j -0.0977152-0j -0.000132148-0j -0.000603145-0j -1.75217e-06-0j 0.000128891-0j 0.000588279-0j -0.000123375-0j 0.00879932-0j 0.000120334-0j 7.60425e-08-0j 0.0012746-0j -0.00858243-0j -7.41682e-08-0j -0.00124319-0j -1.44589e-06-0j 1.41025e-06-0j 3.32104e-10-0j -3.23919e-10-0j 
-4.60792e-06-0j 3.50615e-05-0j -0.0168176-0j -0.00241972-0j -0.000687815-0j -0.000122667-0j 9.7878e-08-0j -7.34044e-08-0j 5.47247e-07-0j 8.77229e-07-0j -0.000254962-0j 1.26216e-07-0j 0.0019973-0j 1.56155e-07-0j -5.29662e-06-0j -2.47602e-06-0j -2.06339e-07-0j 1.20859e-10-0j -2.76487e-06-0j 2.69672e-06-0j 2.03245e-05-0j -1.98235e-05-0j 3.19216e-05-0j -3.11348e-05-0j 4.59288e-06-0j 8.83084e-05-0j -4.47967e-06-0j -8.61318e-05-0j -0.00024289-0j 0.0705948-0j 0.000236903-0j 6.44119e-07-0j -0.00173238-0j -0.0688548-0j -6.28243e-07-0j 0.00168968-0j 0.0167627-0j -4.32367e-05-0j -0.0163495-0j -2.07716e-05-0j -1.26359e-05-0j 4.2171e-05-0j 2.02596e-05-0j 1.23245e-05-0j -6.78054e-07-0j 6.61341e-07-0j 3.13111e-10-0j -3.05393e-10-0j 
5.7599e-07-0j 0.00257916-0j -7.2558e-06-0j 0.000149232-0j 0.000261577-0j 0.0671828-0j -0.000334756-0j 9.17555e-09-0j -2.08119e-07-0j 2.12101e-05-0j 7.64629e-10-0j -0.000436235-0j 2.62169e-06-0j -1.95194e-08-0j -1.00124e-05-0j -4.42428e-05-0j 0.000349515-0j -6.92066e-07-0j 3.45609e-07-0j -3.3709e-07-0j -7.72943e-06-0j 7.53892e-06-0j -3.9902e-06-0j 3.89185e-06-0j 8.20678e-05-0j -7.36957e-06-0j -8.0045e-05-0j 7.18792e-06-0j -0.0178673-0j -6.44119e-07-0j 0.0174269-0j 0.0682362-0j -7.47418e-07-0j 6.28243e-07-0j -0.0665543-0j 7.28996e-07-0j -0.00103381-0j 1.6443e-05-0j 0.00100833-0j -0.000121441-0j 0.00692048-0j -1.60377e-05-0j 0.000118448-0j -0.00674991-0j 0.00231904-0j -0.00226188-0j -2.69652e-06-0j 2.63006e-06-0j 
-2.30396e-06-0j -3.718e-07-0j -0.0126573-0j 6.32559e-06-0j -0.00210288-0j 1.2916e-06-0j -2.04121e-10-0j -3.67022e-08-0j -5.80313e-09-0j 1.32502e-06-0j 8.86135e-07-0j -6.62188e-10-0j -3.18808e-05-0j 0.00141719-0j 9.19872e-09-0j -3.74529e-06-0j 1.62662e-09-0j -2.09893e-13-0j -1.38244e-06-0j 1.34836e-06-0j -2.15525e-07-0j 2.10213e-07-0j 4.82163e-05-0j -4.70278e-05-0j -2.40964e-08-0j 2.20009e-05-0j 2.35025e-08-0j -2.14586e-05-0j 7.78086e-06-0j 5.20362e-06-0j -7.58908e-06-0j -2.24505e-09-0j 0.124436-0j -5.07536e-06-0j 2.18972e-09-0j -0.121369-0j -0.000132379-0j 0.00832212-0j 0.000129116-0j 2.70086e-08-0j -1.26979e-05-0j -0.008117-0j -2.63429e-08-0j 1.23849e-05-0j 4.27175e-09-0j -4.16646e-09-0j -4.65859e-13-0j 4.54377e-13-0j 
3.83994e-07-0j -8.88932e-06-0j -1.46589e-05-0j -0.0288245-0j -9.07262e-07-0j -0.000468474-0j -0.000223171-0j 6.11703e-09-0j -1.38746e-07-0j 7.64629e-10-0j 2.12468e-05-0j 1.50352e-06-0j 5.29662e-06-0j 4.50562e-11-0j 0.00193391-0j 1.53453e-07-0j -2.43721e-06-0j -4.61377e-07-0j 2.30406e-07-0j -2.24727e-07-0j -5.15296e-06-0j 5.02595e-06-0j 2.78242e-08-0j -2.71384e-08-0j 5.47119e-05-0j -7.35903e-06-0j -5.33633e-05-0j 7.17765e-06-0j -6.44119e-07-0j -0.0178982-0j 6.28243e-07-0j -0.000235182-0j -7.51078e-07-0j 0.0174571-0j 0.000229385-0j 7.32566e-07-0j -0.00208862-0j -3.79551e-08-0j 0.00203714-0j 0.0234565-0j -2.40032e-05-0j 3.70196e-08-0j -0.0228784-0j 2.34115e-05-0j -1.61709e-05-0j 1.57724e-05-0j -1.79768e-06-0j 1.75337e-06-0j 
-2.62902e-08-0j -0.000196751-0j -3.46404e-09-0j -2.29446e-05-0j 1.03815e-07-0j 0.000334756-0j 0.0649887-0j -4.18805e-10-0j 1.58763e-08-0j 1.01261e-08-0j -3.49004e-11-0j 6.70714e-05-0j 2.09189e-09-0j -3.08479e-12-0j 4.76969e-06-0j -3.53902e-08-0j -3.97519e-05-0j 0.000423497-0j -1.57748e-08-0j 1.5386e-08-0j 5.89637e-07-0j -5.75104e-07-0j -1.90499e-09-0j 1.85804e-09-0j -1.2618e-05-0j 3.36373e-07-0j 1.2307e-05-0j -3.28082e-07-0j -1.42565e-05-0j 4.91365e-08-0j 1.39052e-05-0j -0.0325062-0j -1.77487e-10-0j -4.79253e-08-0j 0.031705-0j 1.73112e-10-0j -1.66256e-06-0j 4.34309e-09-0j 1.62158e-06-0j -0.0013205-0j 1.71519e-05-0j -4.23604e-09-0j 0.00128795-0j -1.67291e-05-0j 0.00470908-0j -0.00459301-0j 0.00334862-0j -0.00326608-0j 
5.7599e-07-0j -8.85833e-06-0j 0.0021059-0j -0.00703001-0j -0.0165266-0j -0.00292755-0j 2.34177e-06-0j 9.17555e-09-0j -1.38263e-07-0j -2.20454e-07-0j -2.21534e-07-0j 7.3593e-07-0j -0.000505507-0j 3.74529e-06-0j -3.13291e-05-0j 0.00137299-0j -7.42565e-06-0j 3.61955e-09-0j 3.45609e-07-0j -3.3709e-07-0j -5.13499e-06-0j 5.00843e-06-0j -8.02213e-06-0j 7.8244e-06-0j 2.67798e-05-0j -5.50022e-06-0j -2.61197e-05-0j 5.36466e-06-0j 0.000123375-0j 0.000123979-0j -0.000120334-0j 7.64621e-06-0j -0.0102615-0j -0.000120923-0j -7.45775e-06-0j 0.0100086-0j 0.0979107-0j -0.00209601-0j -0.0954974-0j -0.000185266-0j 0.0142652-0j 0.00204435-0j 0.0001807-0j -0.0139136-0j -3.26151e-05-0j 3.18112e-05-0j 1.12627e-08-0j -1.09851e-08-0j 
2.03643e-07-0j -1.54952e-06-0j -1.03417e-05-0j -3.69097e-07-0j -0.0175889-0j 2.18548e-05-0j -4.32564e-09-0j 3.24405e-09-0j -2.41851e-08-0j -1.5629e-07-0j 2.70337e-10-0j -5.578e-09-0j 1.22821e-06-0j -0.000509025-0j -8.07932e-10-0j -6.33171e-05-0j 3.6762e-08-0j -5.34127e-12-0j 1.22191e-07-0j -1.19179e-07-0j -8.98222e-07-0j 8.76083e-07-0j -5.68726e-06-0j 5.54708e-06-0j -2.02978e-07-0j 1.34703e-08-0j 1.97976e-07-0j -1.31383e-08-0j 4.32742e-05-0j -7.48519e-08-0j -4.22075e-05-0j -2.84663e-08-0j 0.000152904-0j 7.30069e-08-0j 2.77647e-08-0j -0.000149136-0j 1.0308e-05-0j 0.140941-0j -1.00539e-05-0j -3.16844e-09-0j -0.000323127-0j -0.137467-0j 3.09034e-09-0j 0.000315163-0j 1.20804e-07-0j -1.17827e-07-0j -1.38377e-11-0j 1.34966e-11-0j 
-4.79992e-08-0j 1.48413e-06-0j -8.72894e-05-0j 0.00361587-0j -2.91148e-05-0j -0.0231275-0j -0.00263039-0j -7.64629e-10-0j 2.31647e-08-0j 9.1378e-09-0j 1.84612e-08-0j -3.78524e-07-0j 4.21263e-05-0j 1.62662e-09-0j -0.000497584-0j 7.42565e-06-0j 0.00132887-0j -8.22967e-06-0j -2.88007e-08-0j 2.80909e-08-0j 8.60323e-07-0j -8.39118e-07-0j 3.32516e-07-0j -3.24321e-07-0j -1.37741e-05-0j 4.58352e-07-0j 1.34346e-05-0j -4.47055e-07-0j -1.02814e-05-0j -2.07716e-05-0j 1.0028e-05-0j 0.000121441-0j -8.99166e-06-0j 2.02596e-05-0j -0.000118448-0j 8.77003e-06-0j -0.0250491-0j -1.83019e-06-0j 0.0244317-0j 0.0666561-0j -0.00238235-0j 1.78508e-06-0j -0.0650132-0j 0.00232363-0j 0.0182221-0j -0.017773-0j -4.29199e-05-0j 4.1862e-05-0j 
-3.39406e-08-0j 7.85712e-07-0j 1.2916e-06-0j -8.79361e-06-0j 0.00444394-0j -0.0119592-0j 1.97257e-05-0j -5.40674e-10-0j 1.22635e-08-0j 1.95194e-08-0j -4.50562e-11-0j -1.32894e-07-0j -4.66686e-07-0j 2.08772e-05-0j 5.89987e-07-0j -0.00075164-0j -6.2217e-05-0j 4.07804e-08-0j -2.03652e-08-0j 1.98632e-08-0j 4.55461e-07-0j -4.44235e-07-0j 7.10292e-07-0j -6.92785e-07-0j -4.83589e-06-0j -2.24505e-09-0j 4.7167e-06-0j 2.18972e-09-0j -1.6443e-05-0j 3.79551e-08-0j 1.60377e-05-0j 2.07874e-05-0j -1.26979e-05-0j -3.70196e-08-0j -2.0275e-05-0j 1.23849e-05-0j 0.000184029-0j -0.0175868-0j -0.000179493-0j 7.15598e-06-0j 0.117572-0j 0.0171534-0j -6.9796e-06-0j -0.114674-0j -0.00041281-0j 0.000402635-0j 1.58894e-07-0j -1.54978e-07-0j 
1.78882e-09-0j -8.311e-08-0j -3.40263e-08-0j -0.000338774-0j -8.48238e-09-0j -4.57941e-05-0j -0.0280229-0j 2.8496e-11-0j -1.2972e-09-0j 3.56201e-12-0j -6.88007e-10-0j 3.54642e-08-0j 2.46747e-08-0j 2.09893e-13-0j 9.41952e-05-0j 3.61955e-09-0j 8.22967e-06-0j 0.00128483-0j 1.07334e-09-0j -1.04688e-09-0j -4.81772e-08-0j 4.69897e-08-0j 1.29618e-10-0j -1.26423e-10-0j 1.29051e-06-0j -1.70818e-08-0j -1.2587e-06-0j 1.66607e-08-0j -6.02215e-09-0j 1.16319e-06-0j 5.87371e-09-0j -2.29894e-05-0j -1.7434e-09-0j -1.13452e-06-0j 2.24228e-05-0j 1.70043e-09-0j -2.45475e-05-0j -3.54858e-10-0j 2.39425e-05-0j -0.0394658-0j -2.34635e-06-0j 3.46112e-10-0j 0.038493-0j 2.28851e-06-0j -0.00203054-0j 0.00198049-0j 0.0213289-0j -0.0208032-0j 
2.68324e-09-0j -1.03815e-07-0j -6.79554e-08-0j 2.34177e-06-0j -0.000193684-0j 0.00656704-0j -0.00663289-0j 4.27441e-11-0j -1.62037e-09-0j -1.02698e-09-0j 3.56201e-12-0j 3.53902e-08-0j 4.10373e-08-0j 1.74474e-08-0j -4.86805e-07-0j 6.6026e-05-0j -0.000779828-0j -4.3223e-05-0j 1.61001e-09-0j -1.57033e-09-0j -6.01796e-08-0j 5.86963e-08-0j -3.73709e-08-0j 3.64498e-08-0j 1.28782e-06-0j 1.77487e-10-0j -1.25607e-06-0j -1.73112e-10-0j 1.44589e-06-0j -5.01497e-09-0j -1.41025e-06-0j -1.71519e-05-0j 3.3113e-07-0j 4.89136e-09-0j 1.67291e-05-0j -3.22969e-07-0j -3.26151e-05-0j -2.45642e-05-0j 3.18112e-05-0j 0.000134773-0j -0.0319996-0j 2.39588e-05-0j -0.000131451-0j 0.0312109-0j 0.0923798-0j -0.0901028-0j -0.000341767-0j 0.000333343-0j 
-1.19521e-10-0j 6.48174e-09-0j 1.50561e-09-0j -2.19816e-07-0j -1.27155e-07-0j -0.000513531-0j 0.00667032-0j -1.90397e-12-0j 1.01168e-10-0j 2.27537e-11-0j -1.58664e-13-0j -3.32199e-09-0j -1.27442e-09-0j 4.05037e-12-0j 7.65328e-08-0j 6.51687e-08-0j 0.000123526-0j -0.00064208-0j -7.17156e-11-0j 6.99479e-11-0j 3.75733e-09-0j -3.66472e-09-0j 8.27986e-10-0j -8.07578e-10-0j -1.20884e-07-0j -7.9059e-12-0j 1.17905e-07-0j 7.71103e-12-0j -4.49025e-08-0j 3.13111e-10-0j 4.37957e-08-0j 2.69652e-06-0j 1.55093e-10-0j -3.05393e-10-0j -2.63006e-06-0j -1.5127e-10-0j 1.52279e-06-0j -7.99306e-09-0j -1.48525e-06-0j -4.29199e-05-0j -5.28987e-05-0j 7.79605e-09-0j 4.1862e-05-0j 5.15949e-05-0j -0.0462089-0j 0.04507-0j 0.0627968-0j -0.061249-0j 
2.87523e-12-0j -2.00609e-10-0j 3.78844e-13-0j 9.08083e-09-0j -2.04746e-11-0j -3.11228e-07-0j -0.000976366-0j 4.58025e-14-0j -3.13115e-12-0j 5.72531e-15-0j 3.81687e-15-0j 1.37235e-10-0j -4.12565e-13-0j 3.37367e-16-0j -4.43446e-09-0j 1.40065e-11-0j 1.12678e-07-0j 0.000191355-0j 1.72521e-12-0j -1.68269e-12-0j -1.16289e-10-0j 1.13423e-10-0j 2.08339e-13-0j -2.03204e-13-0j 4.99384e-09-0j 1.90186e-13-0j -4.87076e-09-0j -1.85499e-13-0j -1.45361e-11-0j -9.69076e-12-0j 1.41779e-11-0j -1.56242e-07-0j 1.94108e-14-0j 9.4519e-12-0j 1.52391e-07-0j -1.89324e-14-0j 6.57997e-10-0j -8.5655e-13-0j -6.41778e-10-0j 3.74299e-06-0j -1.59464e-08-0j 8.35438e-13-0j -3.65073e-06-0j 1.55533e-08-0j -7.07475e-05-0j 6.90037e-05-0j -0.0602828-0j 0.058797-0j 
