0.00174945+0.00960303j 0.0408034+0.0593645j 0.0135621-0.060535j 0.000857568-0.0172202j -0.00712754+0.0184892j 0.00220966-0.0336792j -0.00772208-0.0112216j 0.0531234-0.0379651j 0.000982138-0.00443186j -0.00877557+0.00529817j 0.0118189-0.0115851j -0.0261841-0.00792213j 0.0290913-0.00708813j -0.00287461+0.0013376j -0.00669563-0.0029867j 0.00614408-9.07506e-05j 0.00368468-0.00891912j -0.0295414-0.0117154j 0.00832659-0.0100416j -0.00315164-0.00544388j -0.0136882+0.00496933j 0.00553367-0.00366823j -0.0179699-0.0173322j 0.00961724-0.0016554j 0.0045605+0.00178604j 0.0103546-0.0104465j -0.033066-0.0121132j -0.00237257-0.00665286j -0.00940534+0.00766099j -0.00512541+0.0141926j 0.00541543-0.0133227j 0.0191914+0.00793034j -0.0395303-0.0201364j -0.0168148-0.00694685j 0.0392445+0.00948798j -0.00443915-0.00517351j -0.00470252+0.00110708j 0.0238917-0.0113973j 0.0165408+0.0134251j 0.00465472-0.00339181j -0.0161969-0.0734973j 0.0663345+0.0396529j -0.0546581+0.0883125j 0.0649809+0.0133165j -0.00295963+0.0589371j -0.0152932-0.0210335j 0.0728919+0.00362305j -0.00502679-0.00917805j 0.00628036+0.0550198j -0.0812899+0.00776265j -0.0173195-0.0178173j -0.119077-0.0738226j 
-0.024996-0.0202903j 0.00602+0.0326277j 0.00550032-0.0303557j 0.0755236+0.00847687j 0.0207003+0.00656158j -0.0444742+0.0321622j 0.0186985-0.0554123j -0.00893366+0.00569569j 0.00571672+0.0246649j -0.0166219-0.039782j 0.0068895-0.0234307j 0.00953887-0.0255274j 0.00947533-0.00651905j -0.0220116-0.043905j -0.00276835-0.0104611j -0.000795495-0.0467099j -0.0396284+0.0191865j 0.0383772+0.00935222j 0.00571294+0.0622928j 0.103755-0.0149996j -8.02312e-05+0.0439557j -0.0339128+0.000193362j 0.0184168+0.00149837j 0.089931-0.0703276j -0.0517024-0.134917j -0.00364183-0.0215224j -0.010539+0.0597958j 0.0578578-0.150814j 0.015988+0.0864534j 0.0441301-0.123761j 0.135423-0.0531853j 0.0201589-0.00213668j -0.0205182-0.0225544j 0.0839637-0.0367006j -0.0143583-0.115021j -0.0179667-0.0928677j -4.48008e-05+0.00839915j 0.0400901+0.0987339j 0.118406-0.00180149j 0.0634941+0.0380547j 0.0183909-0.00469369j -0.199346-0.0291974j 0.0610273+0.0361133j -0.114645+0.047361j 0.0622725+0.00884893j -0.0131206+0.0762427j -0.041625+0.00279395j 0.0442783-0.0304331j 0.0741562+0.0306674j 0.0765692-0.0937239j -0.031905+0.0605757j 0.0423716-0.0119076j 
0.0180436+0.00968216j -0.0392371+0.0483405j -0.0469428+0.0199529j 0.0639832+0.0160724j 0.022022+0.0676329j -0.0425325+0.0443227j 0.0331489+0.00274498j 0.00543328-0.0546124j 0.0155557+0.0427679j 0.0403398+0.0727803j -0.0668787+0.0119893j 0.0208282-0.0326989j -0.00152573-0.101875j -0.0205907-0.0138977j 0.020596+0.000552362j -0.0720133-0.01511j -0.0104848+0.0199794j 0.0187286+0.0124701j 0.000208047+0.0264505j -0.0229047-0.0216796j -0.0697321+0.036516j -0.119994+0.129175j -0.0281706-0.0307819j -0.00522309-0.0419473j -0.0266136-0.0199498j 0.0353668+0.027485j -0.00814287+0.0340748j -0.13202+0.111862j -0.11422+0.00612743j 0.000622496-0.0548141j -0.0131747-0.0220014j 0.0203862-0.0266477j 0.0160463+0.0750948j -0.0857645-0.0828262j -0.0350334-0.0708315j 0.0513351+0.0581488j 0.0330448+0.0778301j -0.0412009-0.0189488j -0.0453548+0.0336181j 0.0600994+0.0900856j 0.0741203-0.062395j 0.00786564-0.107625j -0.0346963+2.08866e-05j 0.0540926-0.0325461j -0.0117898-0.0487311j -0.0609707+0.0448995j 0.0121458-0.0169081j 0.00150091-0.101032j 0.0900927-0.120228j -0.0634235-0.0289989j 0.0227301+0.00812722j -0.00592434-0.0359392j 
0.0487185+0.0337226j -0.0181736+0.00104873j 0.0344516-0.0607882j 0.0348518+0.019381j 0.0286192-0.0101195j 0.00156176-0.0421775j -0.0239587-0.016813j -0.0308997+0.0326164j 0.00386101-0.0844161j -0.0579508-0.0648593j 0.00727083-0.00504768j -0.00343148+0.0514754j -0.0782617+0.024513j 0.00242568+0.0647899j 0.0646639+0.00480014j 0.0103699-0.00931109j -0.0389263+0.0190661j 0.0285178-0.0250284j 0.0122317-0.0362764j -0.0391242+0.0305788j 0.00231425+0.0515855j -0.0116993-0.0106561j -0.1547-0.0795198j -0.0590391-0.00822587j 0.0897144-0.163442j -0.132572+0.0100526j -0.0939547+0.0635603j -0.108138+0.126191j -0.123238-0.05699j -0.0385883+0.0710601j 0.0380212+0.00624111j 0.0501441-0.0935621j 0.039887-0.0425452j -0.0365931-0.0601497j 0.0249374+0.0992414j 0.156523+0.0260575j 0.000519476-0.0391016j 0.0829535+0.0159142j 0.00919176+0.0158462j -0.132046-0.0851443j -0.00746515+0.139138j 0.0965807-0.0308459j -0.0336327+0.0189734j -0.0389065-0.066958j 0.0437643-0.0467935j 0.0426313-0.0815805j 0.0240266-0.098716j 0.00724805+0.110416j 0.0400513+0.0268079j 0.0431432-0.00665651j 0.0165596-0.0462759j -0.0523199+0.0357896j 
0.0338325+0.0145543j 0.0256211-0.0207897j 0.0010817-0.00970264j -0.0298402+0.0389666j 0.000475746+0.00102267j 0.06438-0.00195873j -0.0142247+0.0115457j -0.0105485+0.0303152j -0.00312237-0.0543988j -0.0185572-0.0264195j 0.0226615-0.0174262j -0.0293765-0.0085313j -0.0023484+0.053047j -0.0244141-0.0271614j -0.0213899+0.0792221j 0.0406872+0.0446936j 0.00215561-0.0127921j 0.0235274-0.0134231j 0.000800957+0.0136688j -0.0482389+0.0124822j 0.0394342+0.0941899j -0.0507473+0.0209996j 0.037137+0.0591833j -0.0419029+0.0130092j 0.0213104-0.0694931j -0.012549-0.104305j -0.124245-0.176051j -0.0879823+0.135349j 0.0482469+0.0481618j 0.0859055-0.198079j -0.0533832+0.0493684j 0.153591-0.0427225j -0.0373628-0.00729138j 0.123425+0.00778096j 0.0580263-0.0233773j -0.0337965-0.18602j -0.0353594-0.0126594j -0.0190366+0.0427052j 0.0175713-0.187291j 0.0256689+0.0307895j 0.033637-0.109033j -0.0182799-0.00598794j 0.00319689+0.144978j -0.00332029+0.0517911j 0.0298539+0.00490483j 0.00067459-0.000278448j -0.0640375+0.0317334j 0.0154213+0.0797532j -0.00046966+0.045766j 0.0190668+0.0210294j 0.035093-0.00948389j -0.0362662+0.0469562j 
-0.0166567+0.00619074j -0.00525511+0.024994j -0.0182998-0.020831j 0.00555731-0.0240455j -0.0223874+0.0136467j -0.0171384-0.0185185j 0.0203192-0.0121704j 0.0487796-0.0618918j 0.0371342-0.00374537j -0.00862615+0.0391273j 0.00986792-0.0287364j 0.010953-0.00786601j -0.00408303-0.117944j 0.0569436+0.030489j 0.0576786-0.0059686j -0.0221546-0.0364955j -0.00885623-0.0511235j 0.0676941+0.00648192j -0.0273626+0.0189588j 0.0774894-0.0576138j 0.0573714-0.00431712j 0.0398993+0.0541506j 0.0106653-0.0873419j 0.025272+0.0895809j -0.178966-0.0908962j 0.0231353-0.0301129j -0.0104165+0.0769419j 0.0269301+0.0938831j -0.00588455+0.175845j 0.00529255+0.00585126j -0.122799+0.0601771j -0.0102445-0.00797732j 0.126975-0.00923742j -0.0530487-0.0907589j 0.0656296+0.0412021j 0.0293609-0.254258j -0.0350855-0.0917908j 0.00843013+0.0491973j -0.00984052-0.0968762j -0.0115018-0.00954692j 0.0434064-0.0657575j -0.00280277+0.0663819j -0.0495062-0.106802j 0.0396714+0.0638326j -0.0760844+0.0368422j -0.0129436+0.028755j 0.0355888+0.0401027j -0.00992949-0.0278415j -0.00644128-0.0196997j -0.0384468-0.0356496j -0.0351989-0.0116058j -0.0173156-0.0150829j 
0.0131809+0.0128097j 0.019908+0.0185013j -0.0158733+0.00142232j -0.0191435-0.0288461j -0.00898235+0.0387458j -0.0109117+0.0129502j 0.0540022-0.000242964j 0.0280411+0.0173853j 0.0263379+0.0447871j 0.0302996+0.0872991j -0.118849+0.0068613j -0.0277957-0.00218905j 0.0202512-0.0470501j -0.0323142-0.035494j 0.0601657+0.0426909j 0.0498692+0.0169871j -0.0430932-0.0865603j 0.005169-0.0361632j 0.00194101+0.00913432j 0.0420533-0.0930109j -0.0195696-0.105787j -0.0708402-0.0308057j 0.104456-0.0100708j 0.0327174-0.0985722j -0.0490107-0.0097614j 0.158758+0.0555346j -0.0454793-0.0937978j -0.0513669-0.0482357j 0.0180061-0.194532j 0.0614069-0.0608162j -0.075088+0.0320532j 0.0340557+0.0763942j 0.140978+0.00481505j 0.0188454-0.0468837j -0.0059303-0.062017j 0.0850911-0.0764128j 0.00356512-0.0911198j -0.056745-0.181528j -0.0660947-0.0150334j 0.00450991-0.0325662j 0.133911-0.0509917j -0.114521-0.028222j -0.0413037+0.0249112j 0.0612235-0.0483969j -0.0763895-0.0238766j 0.0115586+0.0455976j -0.0463581+0.0179054j -0.00197946-0.0731776j -0.0399838+0.00463918j -0.0307196+0.0354684j -0.0251818-0.00308724j -0.0164079+0.0334644j 
0.024241+0.0226514j -0.00838699-0.00403626j -0.0482234-0.0185423j 0.0315488+0.0542487j 0.0381343+0.0288769j 0.0310891-0.0517005j -0.0385692+0.00569119j 0.036833-0.0586739j 0.0392061+0.00312851j -0.0132769+0.0474624j 0.0303807-0.0281137j -0.00313628-0.0270207j -0.0532558-0.0272193j 0.0887235-0.011397j -0.0423558-0.0305172j -0.0144729-0.00783763j 0.0789123-0.0420494j -0.00480393+0.0460024j 0.12218-0.00992332j -0.0798727+0.0233746j 0.0784386-0.0810161j 0.0356007+0.0707134j 0.00621066+0.0334346j -0.0719366-0.0952914j 0.000607559-0.00895052j -0.0965197+0.0285769j -0.0307438-0.137592j 0.0304714-0.0250488j 0.0564114-0.108218j 0.0193358-0.0663665j 0.101388-0.140199j -0.0144221+0.00967027j -0.152321-0.108467j -0.00413557+0.105954j 0.0437128+0.0385989j -0.130475+0.0962163j -0.0205144+0.00312248j 0.0976457+0.0377621j -0.121602+0.155694j 0.0828731+0.114026j -0.0443245-0.028957j -0.000833527+0.0244348j -0.00443655+0.083363j -0.0164997+0.105909j -0.0133758+0.0415565j -0.00077969-0.00541227j 0.0456459+0.0389712j 0.0348324-0.0303698j 0.063001+0.000471757j -0.00515908+0.0162036j 0.0363789+0.00669164j -0.0475179-0.0164517j 
0.00823033+0.00550274j 0.0315628+0.00563817j 0.0450682+0.0186881j -0.0147046-0.0149286j 0.0250769-0.00596169j -0.0452239-0.0398603j -0.048373+0.0165062j -0.0143325+0.0624567j 0.0626211+0.0179565j -0.0486661-0.0614875j 0.0402331+0.0111843j -0.0141323+0.024977j 0.0158285+0.0072829j 0.0349645+0.0593897j -0.0202684-0.0298864j 0.00577511+0.0543644j -0.00261979+0.0299568j 0.0125162-0.0382015j 0.0086414-0.0397652j 0.0017885-0.0601858j -0.114084-0.0156912j 0.093401-0.118287j -0.0407195-0.0996854j 0.00991084+0.0225526j -0.0359074-0.0167217j 0.0102577+0.0927242j -0.101627-0.0135594j -0.0588716+0.133356j 0.0577883+0.00145226j 0.0673595-0.0618566j -0.0866333-0.0984817j -0.0153742+0.061321j 0.0690815+0.0352994j 0.000597991+0.054615j -0.127501-0.00574354j 0.0848004+0.0588521j 0.0597999-0.0454039j 0.0734089-0.100164j -0.00397566-0.110821j -0.140616-0.0535031j 0.0961625+0.0412406j 0.0124813-0.00614256j -0.166418+0.0749171j -0.0215764-0.0674966j -0.0146064-0.0117662j 0.0688427-0.0884757j 0.0225721-0.010085j 0.0508328-0.000454706j -0.0544984+0.0646358j 0.0655979+0.0167268j -0.0253925+0.004318j 0.0147505+0.042118j 
-0.0239228-0.0286559j 0.0250707-0.0172927j -0.0207368+0.0292201j -0.0280846-0.00168477j 0.00229494-0.0357012j 0.00352655-0.0401303j -0.0331578-0.0102171j 0.0402434+0.057307j 0.0801895+0.075829j 0.0119582-0.0113074j 0.0914305-0.000948149j 0.00898259-0.0198951j 0.00719138+0.030467j 0.0160466-0.0415396j -0.0443381-0.00498731j -0.0464327+0.00223188j -0.158031-0.0376804j 0.0233816-0.00460769j -0.135272+0.0596684j -0.00501984+0.0128532j -0.108467+0.00808116j -0.0948902+0.0427864j -0.0940331+0.0371521j 0.0818692+0.0409725j 0.101417+0.0848788j -0.05066+0.0202594j -0.0110965+0.0386216j -0.190846-0.0899337j -0.141468-0.063958j 0.00780186-0.144776j 0.0723329+0.0295062j 0.045-0.113167j 0.0249651-0.00983755j 0.0309642-0.0560531j 0.0442678-0.0504765j 0.0513254+0.111094j 0.0221555-0.0100864j -0.0263182+0.00933262j 0.0692525-0.0129231j 0.0339176+0.042278j 0.0933776-0.0533449j -0.0955539-0.0631758j -0.115065+0.118615j -0.0807401+0.0489532j -0.0322272+0.0169988j 0.0339002+0.050395j 0.00166184+0.0497446j -0.0285502+0.00131788j -0.0243656-0.0106498j 0.0258792+0.0369435j -0.0148441+0.0305413j 0.0313756+0.0123194j 
-0.000429665+0.00171847j -0.0225812+0.0229314j -0.0100026+0.0680584j -0.0346472-0.0551666j -0.00890872+0.00963601j 0.0331259-0.0203704j -0.0253858+0.00510875j 0.0217071-0.000587243j -0.0269806+0.046617j -0.0731902+0.0230366j -0.0146777+0.0255995j 0.0598838-0.0205159j 0.0408207+0.00875492j -0.00355054-0.0385073j 0.00950678-0.0368942j 0.0408689-0.00933841j -0.0338024+0.188622j -0.0975005+0.0665906j -0.0646829+0.0154047j 0.0802085+0.0356552j -0.00534901-0.0576726j 0.0363544-0.00849426j 0.172477+0.0721493j 0.00412391+0.0233252j 0.074496+0.0683638j -0.0091826+0.0108678j 0.0123372-0.134646j -0.00108688+0.0910832j 0.0503955+0.16307j 0.087611-0.0531614j -0.00382805-0.0465687j -0.200177+0.000925622j -0.020874+0.102452j 0.0327234+0.11414j -0.100655-0.00303605j -0.0474488+0.0636783j 0.101019-0.0510595j -0.0588157+0.0990216j -0.0365625-0.0436793j -0.0559124+0.0448926j -0.125037-0.07498j -0.0374961+0.0138467j 0.11195-0.0314843j -0.0443755+0.0630898j -0.00946977+0.0589327j 0.0202591-0.00500913j -0.0312748+0.0471934j -0.0168419-0.0284621j -0.0630369+0.0266564j 0.00671233+0.0259207j -0.00613301-0.0114163j 0.0272829-0.0410761j 
0.0040541-0.0128061j 0.0191955+0.0108598j 0.00995196-0.0391382j 0.0129612+0.0203037j 0.0124253-0.0126008j 0.0111761+0.0125232j -0.0122392+0.0309003j 0.0158802-0.031945j -0.0223408-0.0206935j -0.0605326+0.0609249j 0.0187323+0.0514286j -0.0119234+0.0176394j 0.0482635-0.0274257j -0.0589754+0.0258621j 0.0342404-0.0050024j 0.0512261-0.000580865j -0.0134166-0.0710369j 0.00123204-0.0112976j -0.00996233-0.11953j -0.0399944-0.00737289j 0.081335+0.0619009j 0.025592-0.0486533j -0.0537861-0.0353974j 0.0429814-0.0242733j 0.00455842+0.0797513j 0.0542868-0.0828034j 0.0369557-0.00132096j -0.0312104-0.115807j -0.0529909-0.0385457j 0.115169+0.142051j -0.0270252+0.00882454j 0.0751893+0.110276j -0.0368801-0.0309237j -0.053618+0.0299351j 0.00532309+0.17121j 0.0795349-0.0968305j -0.0207029+0.0454206j -0.145207+0.0624461j 0.132667+0.0564273j -0.0182695-0.0726792j -0.00172175+0.0547125j 0.040441+0.125724j 0.0216546-0.0871095j -0.0123862+0.0306236j 0.0472147+0.0509957j -0.0714163-0.0636758j 0.00846499+0.00103254j 0.0153852+0.00351588j 0.0193774+0.0153988j -0.00344621-0.0642854j 0.0117725+0.00592437j -0.031019-0.022865j 
-0.00881919-0.0369011j -0.00169018-0.00169957j -0.00872756+0.0341085j -0.0165438-0.022772j -0.0265462-0.0197792j -0.0135159+0.00291971j 0.0215692-0.0424854j 0.0363722+0.0122488j -0.0676994+0.0177712j 0.0239324+0.0751942j -0.13436+0.00364089j 0.00137848+0.00407956j -0.0353984-0.0322245j -0.0829014-0.0143837j 0.00890329-0.00496829j 0.035948-0.020311j -0.0412827-0.0248854j -0.0491402-0.011978j -0.0542465+0.0221679j 0.0436988+0.0328134j 0.0805377-0.0737772j -0.0653176-0.0185131j 0.100848+0.0527998j -0.0660786-0.0766661j -0.00123352-0.127274j 0.0176603-0.0290506j 0.0445406+0.0216531j 0.0745397-0.0707041j -0.166372-0.062908j -0.027979+0.0858833j 0.0254565+0.0426884j 0.0870825-0.043563j 0.00865143+0.0567948j 0.112506-0.0357319j 0.0452312+0.00979584j 0.00552875-0.0973961j 0.0942568+0.0330849j -0.0985087+0.106494j 0.0564214+0.0293129j 0.00745149-0.0127383j -0.0100299+0.0233057j 0.0198831-0.0566534j 0.0927732-0.0334728j 0.014825-0.0237955j -0.00366239+0.00829905j -0.0177372+0.0105405j -0.00455091+0.0157274j -0.0612658-0.0167179j -0.01861-0.0185941j -0.000116254+0.0286079j -0.0117547+0.011568j 0.0459246-0.0142443j 
-0.0163018-0.0134127j 0.0217513-0.00608309j 0.0153887+0.0312802j -0.0593532-0.0244341j -0.0189653-0.00931858j -0.060893-0.0239255j 0.00984702+0.0224577j -0.0333424+0.0321684j -0.00214849+0.0594707j 0.0786627+0.0156664j 0.0077821+0.0895129j -0.0209608-0.022046j -0.00186732-0.0506533j -0.00731295+0.0788441j -0.0694114-0.0714842j 0.0555029+0.00605516j 0.0671617+0.0255154j -0.00790574-0.035795j 0.1119+0.225615j -0.0860556+0.067738j -0.0976633+0.10998j 0.0227098+0.0576946j -0.109414-0.0989611j -0.0720693-0.137936j 0.0171855-0.0454369j 0.00896766+0.044765j 0.0877396+0.0586829j 0.11727-0.0144073j 0.0314734+0.0468705j -0.0658345-0.0931367j 0.0341-0.0320015j 0.201431+0.0313037j -0.0144421+0.00856046j -0.0399303+0.0964263j 0.0393052-0.00807393j -0.00353625-0.0168773j 0.0354966+0.026808j 0.0492036+0.0445878j -0.095271-0.013418j 0.0773279-0.0182332j 0.0883242+0.0940017j -0.00858746-0.039353j -0.0679531+0.00922962j 0.0480113-0.0777696j -0.000481683-0.0921143j -0.00842805+0.0375208j 0.0183324-0.0055103j -0.0439712-0.0303004j -0.0721617-0.0219844j 0.00446714+0.037143j -0.0180306+0.012587j 0.0235441+0.0175591j 
0.0146265-0.048209j 0.0657099+0.00164176j -0.0354692+0.0327066j -0.000476857-0.0460669j 0.0439122+0.0265842j -0.00640234-0.0146331j -0.0675462-0.0387974j -0.0183138-0.0131827j -0.0771631+0.0323096j 0.0435247+0.00259877j -0.0700421+0.0426293j -0.0681221-0.0409244j -0.0326393-0.0360264j 0.0875076+0.0627381j -0.0375758+0.0791263j 0.0599136+0.014391j 0.0903309-0.00302041j 0.0247822+0.0263998j 0.076041+0.00934887j -0.0512696-0.0903803j 0.0944912+0.0892942j -0.034607+0.0630121j 0.079797+0.0109612j 0.0625464+0.0262425j -0.00396431-0.0638204j -0.132635+0.0212498j 0.00467587-0.0622057j 0.0354406+0.0216393j 0.0677276+0.0152485j -0.0699437+0.0945215j 0.00854627-0.0912201j -0.140358+0.0322048j -0.0871889+0.0245217j -0.101711+0.0157917j -0.0591001+0.0361186j 0.0739691+0.0361538j -0.00225268-0.028056j 0.0265883-0.0909955j -0.0739713+0.0339725j 0.014721+0.0214899j -0.0308209+0.0134023j 0.0665605-0.00697725j 0.000718107+0.00161976j 0.0366966+0.0429594j -0.0210025+0.0433465j 0.01055-0.0268167j 0.0106507+0.00547265j 0.0319468-0.0362396j -0.0274776+0.00990726j -0.00975452+0.0440884j -0.0659697+0.00842749j 0.0192055+0.0545867j 
0.029241+0.0115484j 0.00916856+8.65355e-05j 0.0458971+0.0363927j 0.0469189-0.0243084j 0.043764+0.106648j -0.0402657+0.00666562j -0.00881138-0.060817j 0.0108032-0.0498855j 0.0573559+0.0378176j 0.0160308+0.0209861j -0.056877+0.00731708j 0.111389-0.0577817j -0.0616097-0.0625287j -0.029539+0.0180421j -0.00158509+0.0558856j -0.0950876-0.0469911j 0.0559171-0.108912j 0.041335-0.0125758j -0.101686+0.0775907j -0.0584507-0.0126891j -0.0522172-0.0929671j -0.060287+0.082649j 0.0229808+0.0487256j -0.138642-0.0472918j 0.0333415+0.104987j -0.0130495+0.0833033j 0.105844+0.0349171j 0.043594+0.0102073j -0.186041+0.0258946j -0.0169722-0.0754516j -0.090995-0.0811979j 0.105263-0.0176365j -0.0565418+0.0893499j 0.0698184+0.11591j 0.0647901-0.0295793j 0.0408996+0.0747801j 0.0441788+0.0189853j -0.00828014-0.0260597j 0.0489396+0.0846992j -0.0833705+0.0752374j 0.0629602+0.0906434j 0.058019+0.026702j -0.017663+0.00767337j 0.0038017+0.00208048j 0.0441547-0.0394762j 0.0874039-0.051569j -3.20837e-05-0.0209521j 0.077282-0.0420754j 0.00856903+0.0880421j 0.0232968+0.0168415j 0.0074275-0.0183004j 0.0262669-0.00883273j 
-0.00584599+0.0219653j -0.00265744+0.0221059j 0.0170654+0.0239005j 0.0649297+0.046155j -0.0486637+0.0386131j -0.0747853-0.0491244j 0.0135983+0.0151359j 0.00753327-0.0895045j 0.0151648+0.0397548j 0.103232+0.0670732j 0.0193026+0.0653541j -0.0146458+0.00333064j -0.0680713+0.0208314j 0.0701227-0.0326912j -0.106788-0.000462903j 0.0464821-0.018957j 0.0236489+0.0152477j 0.0654557+0.0498796j -0.0693908-0.0632211j 0.0362226+0.0183717j -0.0161399+0.0220031j -0.0114649-0.0381636j -0.0468809+0.0170726j 0.0406443+0.0997905j -0.124366+0.0800496j -0.0236146-0.036717j -0.0355748+0.0138796j 0.0169746+0.0773115j -0.0564197+0.0587815j 0.0885689-0.0338013j 0.0216594-0.0231827j -0.0231737-0.00799294j -0.0638695-0.0128792j -0.0662105+0.0224867j 0.0986946+0.0287686j -0.0357107-0.0113483j 0.00612739-0.0151053j 0.0836585+0.0438279j 0.0497493+0.0305251j 0.0635068-0.00491217j 0.0107789-0.0483082j -0.0218512-0.0732102j -0.140771+0.0285137j 0.0207218-0.00730843j -0.0115591+0.127265j -0.0154009+0.0635688j 0.0888834-0.0131819j -0.0276451+0.0827466j -0.111771-0.00755909j 0.0274828+0.0147883j 0.0434361-0.00893168j -0.00578213-0.00345773j 
-0.000135565-0.0264289j 0.0390681+0.0291721j 0.102232-0.00639711j 0.0297096+0.108823j -0.030024+0.0539731j -0.0200546-0.0241351j 0.115527-0.0228993j 0.110269+0.0116468j 0.0720967+0.0118835j 0.0237805+0.0541749j -0.0240092-0.0370898j 0.0283957+0.022136j 0.064957+0.0227979j 0.0408902-0.0731532j 0.0522643+0.00694859j -0.0811294-0.0343533j -0.0279276-0.0233622j 0.149957+0.0177139j 0.055939-0.0643833j 0.0182393+0.151118j 0.0874936-0.0826046j 0.111366-0.00607116j 0.0684416+0.198833j 0.0962574+0.00505953j 0.039973+0.0850137j 0.077159+0.117908j -0.0149139+0.131715j 0.00275812+0.192148j 0.00335102-0.0144649j -0.0733924-0.148045j -0.0277345+0.0679523j 0.0435943+0.0941514j 0.0745701+0.100021j -0.0606072-0.0291461j 0.104767-0.0365621j -0.00653325-0.0989178j -0.0901287+0.117624j -0.0344498+0.0717019j 0.00933827+0.0781801j 0.00213327+0.0502391j -0.0816343+0.034056j 0.0361807+0.0300514j -0.0142294+0.00698254j 0.106742-0.0614806j 0.0265379-0.0247971j 0.0875819-0.0324177j 0.0464112+0.0100608j 0.0239719+0.0730411j -0.00699864+0.052049j 0.101643-0.0542491j -0.00651422-0.0213452j -0.0185931+0.0152964j 
-0.0235441+0.0175591j -0.0180306-0.012587j 0.00446714-0.037143j 0.0721617-0.0219844j 0.0439712-0.0303004j -0.0183324-0.0055103j -0.00842805-0.0375208j -0.000481683+0.0921143j 0.0480113+0.0777696j 0.0679531+0.00922962j -0.00858746+0.039353j -0.0883242+0.0940017j -0.0773279-0.0182332j -0.095271+0.013418j -0.0492036+0.0445878j 0.0354966-0.026808j 0.00353625-0.0168773j 0.0393052+0.00807393j -0.0399303-0.0964263j 0.0144421+0.00856046j 0.201431-0.0313037j -0.0341-0.0320015j -0.0658345+0.0931367j -0.0314734+0.0468705j -0.11727-0.0144073j -0.0110756+0.0118464j -0.0867775+0.0737083j -0.0171855-0.0454369j 0.0720693-0.137936j -0.109414+0.0989611j -0.0227098+0.0576946j -0.0976633-0.10998j 0.0860556+0.067738j 0.1119-0.225615j -0.00790574+0.035795j -0.0671617+0.0255154j 0.0555029-0.00605516j 0.0694114-0.0714842j -0.00731295-0.0788441j 0.00186732-0.0506533j 0.0209608-0.022046j 0.0077821-0.0895129j -0.0786627+0.0156664j -0.00214849-0.0594707j -0.0333424-0.0321684j 0.00984702-0.0224577j 0.060893-0.0239255j 0.0189653-0.00931858j 0.0593532-0.0244341j 0.0153887-0.0312802j 0.0217513+0.00608309j 0.0163018-0.0134127j 
-0.0459246-0.0142443j -0.0117547-0.011568j -0.000116254-0.0286079j 0.01861-0.0185941j 0.0612658-0.0167179j 0.00455091+0.0157274j -0.0177372-0.0105405j -0.00366239-0.00829905j 0.014825+0.0237955j -0.0927732-0.0334728j 0.0198831+0.0566534j 0.0100299+0.0233057j -0.00745149-0.0127383j 0.0564214-0.0293129j 0.0985087+0.106494j 0.0942568-0.0330849j -0.00552875-0.0973961j 0.0452312-0.00979584j 0.112506+0.0357319j -0.00865143+0.0567948j 0.0870825+0.043563j -0.0254565+0.0426884j -0.027979-0.0858833j 0.166372-0.062908j -0.0745397-0.0707041j -0.0487741-0.0112387j -0.030339+0.013523j 0.00123352-0.127274j 0.0660786-0.0766661j 0.100848-0.0527998j 0.0653176-0.0185131j 0.0805377+0.0737772j -0.0436988+0.0328134j -0.0542465-0.0221679j -0.0491402+0.011978j 0.0412827-0.0248854j 0.035948+0.020311j -0.00890329-0.00496829j -0.0829014+0.0143837j 0.0353984-0.0322245j -0.00137848+0.00407956j -0.13436-0.00364089j -0.0239324+0.0751942j -0.0676994-0.0177712j 0.0363722-0.0122488j 0.0215692+0.0424854j 0.0135159+0.00291971j 0.0265462-0.0197792j 0.0165438-0.022772j -0.00872756-0.0341085j -0.00169018+0.00169957j 0.00881919-0.0369011j 
0.031019-0.022865j 0.0117725-0.00592437j -0.00344621+0.0642854j -0.0193774+0.0153988j -0.0153852+0.00351588j -0.00846499+0.00103254j -0.0714163+0.0636758j 0.0472147-0.0509957j -0.0123862-0.0306236j -0.0216546-0.0871095j 0.040441-0.125724j 0.00172175+0.0547125j 0.0182695-0.0726792j 0.132667-0.0564273j 0.145207+0.0624461j -0.0207029-0.0454206j -0.0795349-0.0968305j 0.00532309-0.17121j -0.053618-0.0299351j 0.0368801-0.0309237j 0.0751893-0.110276j 0.0270252+0.00882454j 0.115169-0.142051j 0.0529909-0.0385457j 0.0312104-0.115807j -0.098023-0.0122953j -0.0169927-0.0335037j -0.00455842+0.0797513j -0.0429814-0.0242733j -0.0537861+0.0353974j -0.025592-0.0486533j 0.081335-0.0619009j 0.0399944-0.00737289j -0.00996233+0.11953j 0.00123204+0.0112976j 0.0134166-0.0710369j 0.0512261+0.000580865j -0.0342404-0.0050024j -0.0589754-0.0258621j -0.0482635-0.0274257j 0.0119234+0.0176394j 0.0187323-0.0514286j 0.0605326+0.0609249j -0.0223408+0.0206935j 0.0158802+0.031945j -0.0122392-0.0309003j -0.0111761+0.0125232j -0.0124253-0.0126008j -0.0129612+0.0203037j 0.00995196+0.0391382j 0.0191955-0.0108598j -0.0040541-0.0128061j 
