0.00117437+0.0165693j -0.0148954-0.00449202j 0.00763184+0.00907264j -0.004862+0.00669728j -0.00750714-0.0230301j 0.019278-0.00276661j -0.00442054-0.00437211j -0.00045582-0.00524458j -0.00196928-0.000288546j 0.00733517+0.00184526j 0.00244896+0.00952878j -0.0061912-6.1662e-05j -0.00708983-0.00381714j -0.00908753+0.00228186j -0.00381835+0.0153697j 0.00340902-0.00434449j 0.00122606-0.00567935j 0.0088037-0.00996175j 0.0179211+0.0152176j 0.00542066+0.00398066j -0.0162998-0.0175965j 0.00179177+0.00666595j -0.000354129+0.0160415j -4.82472e-05+0.00696964j 0.00291851+0.0101054j -0.00948252-0.00932978j 0.00645993+0.0017708j 0.0110463-0.00608446j 0.0107678-0.000319237j -0.011714+0.0143595j -0.0122664-0.0118701j -0.00384025+0.00306607j 0.0155535-0.00204024j 0.0129194-0.00469219j 0.00354964+0.0104103j -0.00688964-0.00574867j 0.00478814-0.00257981j 0.0107688-0.0110833j 0.008702+0.00263278j -0.00516114-0.00671481j -0.0122831-0.0205446j -0.00259632+8.19838e-05j 0.0157349-0.00499957j 0.00362011+0.00562738j -0.00336066+0.000464209j -0.00512433-0.0191075j 0.0131386+0.000700345j -0.0102393+0.00751431j -0.00866024+0.00832926j 0.00567661-0.00128964j 0.0105312-0.0133644j -0.000120307+0.00862881j -0.000343296-0.00396851j -0.000760959-0.00224904j 0.00639488-0.00784408j 0.007038+0.0029027j -0.00637983-0.00155107j -0.0158755-0.000951748j -0.00143172-0.0025033j -0.00175537+0.00742416j -0.00429139-0.00153076j -0.000481981-0.00435547j 0.00675604-0.000541554j 0.0037188+0.00208143j -0.00548036-0.00149957j 0.000573529-0.00278409j 0.00148583-0.00875245j 0.000950699+0.00559998j 0.00280114-0.00587388j 0.00995753+0.0029193j -0.00648992-0.000348973j -0.00522933-0.00105657j -0.00236666+0.00345791j 0.00711484+0.00333837j 0.0132418-0.00530629j -0.00213438+0.00649116j 0.00256384-0.00923992j -0.00079761-0.000398419j 0.0110609+0.00253534j 0.000798272+0.000137363j 0.0142535+0.00625867j 0.00801377-0.0064341j -0.00424638-0.00273214j -0.0233504+0.0102007j 0.00976634-0.0043779j 0.00726673-0.0046711j 0.00334528-0.00449299j -0.012326-0.00761537j -0.00722906+0.0105628j 0.00523543-0.00476626j 0.000675651+0.00613767j 0.000976888-0.0163974j 0.0254044+0.0249352j -0.00929696+0.00524607j -0.0103612-0.00393526j -0.0034514+0.0145599j -0.00242414+0.0125253j 
0.00310732+0.00516202j 0.0045638-0.00688437j -0.0252055+0.00196047j -0.025735+0.000990697j -0.00300683-0.00943163j -0.00209013+0.00312906j 0.015111-0.0138886j 0.0138433+0.0138099j -0.0171006+0.0023439j -0.0264394+0.00163839j -0.0346619+0.00323141j -0.0411328+0.021349j -0.0175195+0.0210933j 0.0406379-0.00502532j 0.00426955-0.000262855j -0.0126432-0.0585482j 0.0030535-0.000474334j -0.017329-0.0315041j -0.0558457-0.0180566j -0.0313517+0.00118889j 0.0203996+0.00446565j 0.0233617+0.0343438j -0.0446542-0.0232848j -3.35325e-05-0.025705j 0.0138583-0.0280873j -0.00749273+0.0300497j -0.0147582+0.0335409j -0.00372463-0.000240186j 0.0334479+0.0982825j -0.0287464-0.0456461j -0.0772603-0.112091j 8.70227e-05+0.00971753j 0.0344895-0.0182203j -0.000479894-0.0160471j -0.0306793+0.0175018j -0.0236517+0.0792633j -0.0417893+0.0655258j -0.017941+0.0670859j -0.0367082-0.0683433j 0.126921-0.000872275j 0.0770691+0.0768738j 0.0434745+0.092102j -0.0624024+0.0381476j -0.0566316+0.050077j 0.0184227-0.0667762j 0.0430604-0.0453626j -0.00500671+0.012986j 0.0584787+0.0177586j 0.0118219-0.00124396j -0.02062+0.105652j -0.0278246-0.0740331j -0.0345813-0.0449987j 0.0212341+0.0871085j 0.0215937+0.0157254j -0.110767-0.02405j -0.0950314-0.0246261j 0.0115326-0.0663138j 0.0239567-0.0210408j 0.029565+0.0327426j -0.00868888-0.0646943j -0.0173964+0.0156296j -0.0813716+0.0101521j 0.00605981-0.0449008j 0.0143137+0.0288223j 0.0327071-0.0183622j -0.0276965-0.0112346j -0.0426779+0.0319949j 0.0148822+0.00982874j -0.00854572-0.00224216j 0.0130638-0.0210649j 0.0433752-0.00835449j -0.0231115+0.0145303j -0.000988632-0.000813877j -0.0378527-0.0108934j -0.0286508-0.0188639j 0.0022986+0.0142359j -0.0128529-0.00913019j -0.0280447+0.0427447j -0.0152262+0.019379j 0.0124821+0.0244759j -0.0544167-0.006275j 0.00410083+0.0182861j 0.0302446-0.0444394j 0.0375978+0.0211722j -0.0156346+0.00431471j -0.00608781-0.0161251j -0.0307024-0.0399078j -0.0284145+0.0136357j 0.0507262+0.00944622j 0.0176488+0.00156286j 0.00188278+0.00332754j -0.00900388+0.0394061j 0.0505649-0.00914175j 0.0165467+0.0289635j -0.00238348+0.00432822j -0.00162903+0.0233923j 0.0310685-0.0100621j 
-0.0211349+0.00452376j -0.000288195+0.0156645j 0.0157325-0.00832659j -0.0106685+0.00572115j 0.0350933-0.00251217j -0.00811752-0.0149535j -0.02253-0.00377955j -0.0275552-0.0202728j 0.0207795-0.00987604j 0.0476817-0.0132778j -0.0357416+0.00180313j -0.0105693+0.0355173j 0.0238144+0.0342764j -0.019116+0.0157279j -0.0744741+0.0404592j 0.0426502+0.0412389j 0.0173405+0.00615271j 0.0196867-0.0329054j 0.0185624-0.0504423j 0.0212776-0.0423774j 0.0728096-0.01533j -0.0112531-0.0287339j 0.104145+0.0395012j -0.00548348-0.00829975j -0.0229354-0.0905496j 0.0188977+0.0855173j -0.0231626+0.0224339j 0.0650238-0.0499689j -0.0505159-0.00390852j -0.0659895-0.0307474j 0.0481228-0.101836j -0.0255329+0.158979j 0.028375+0.026998j -0.0469977+0.0306556j -0.0232718-0.0104224j -0.117056-0.0192053j -0.00538466-0.0662419j -0.0219588-0.0166113j 0.0109365+0.0573198j 0.0217651+0.0538029j 0.00586445+0.0134142j -0.102201-0.0271285j 0.0592523+0.0486167j -0.121435-0.0740329j -0.0444413-0.0302585j -0.0206785+0.0759515j -0.105878-0.0428842j 0.0737212-0.0408243j 0.0413465-0.00583775j -0.0912867+0.0831942j -0.062905-0.0056928j -0.00115507-0.0139815j -0.00728365-0.0221836j 0.00102526-0.0126484j -0.0259585-0.0176254j 0.00388682-0.0164846j 0.0342379-0.0272038j 0.036109+0.0117133j 0.0283811+0.0174124j 0.0216535-0.0775187j -8.39839e-05+0.00249161j -0.0101813+0.00706964j 0.0118137-0.0295369j 0.0488064+0.00741392j 0.0559863-0.0266329j -0.0212628-0.00198646j -0.096599+0.0180362j 0.0228661+0.0159461j -0.00322911+0.00712562j 0.0522359-0.010038j 0.00514292+0.00739832j -0.0333424-0.0220363j 0.0154598+0.0393163j 0.00857418+0.0202097j -0.0128956-0.0417635j 0.0371051+0.0245038j 0.0136709+0.0109698j -0.00216935-0.0178508j -0.0417648-0.000589762j -0.0439647-0.00582595j 0.000424601-0.0127233j 0.00355217+0.016895j -0.00703401-0.0417673j -0.0071338+0.0302917j 0.00637862+0.00912118j -0.0175482-0.000746397j 0.00821733-0.0112953j -0.042389+0.0336429j -0.00771697+0.0184135j -0.00989542+0.02604j -0.0341765+0.00187524j -0.0307166+0.0308395j 0.0310172-0.00143587j -0.0126622+0.0258466j -0.0344617+0.0148831j -0.00462381+0.0155888j 0.0128602-0.00846544j 
-0.0150633-0.00150122j 0.00736253-0.00672252j -0.0131407-0.00952495j -0.0143805+0.0154853j 0.0322555-0.00294224j 0.00208978+0.0163972j 0.0149978-0.00207438j -0.000715588-0.0210958j -0.0261068+0.0472623j -0.0112497-0.0278j -0.0220191+0.0143018j 0.0113153+0.0211046j 0.00642651+0.0232497j 0.0105986+0.013157j 0.0142831+0.00424162j 0.0168237-0.0124194j -0.0266565+0.0504245j 0.0541357+0.0140135j -0.0595187+0.00902275j -0.00356234+0.0323928j -0.0132489+0.0228858j -0.0018267+0.0945387j -0.0561891-0.00668411j -0.00268352+0.0889457j 0.00457202+0.0439096j 0.0127461+0.0724348j -0.00445169+0.0435688j -0.00827053+0.00230779j 0.026102-0.0119742j 0.0423955+0.0194574j 0.0300778-0.0447262j 0.0274297-0.117878j -0.0320381+0.0537862j -0.0170561-0.0374707j 0.0543025+0.00551095j 0.0617057-0.0922802j -0.0490354-0.0425979j 0.0458527-0.0151414j -0.0510589-0.0406184j 0.0526578+0.00433956j -0.0198832+0.0209821j -0.134355+0.00330103j -0.0241208-0.0354736j 0.00909314+0.011666j 0.043726-0.0358641j 0.108822-0.0981489j 0.0531212-0.0493702j -0.0194661+0.0211468j 0.0115424+0.0255199j -0.017354-0.0632919j 0.0871386-0.0362764j 0.042745+0.000699033j -0.0173003+0.0474502j -0.0109486-0.00789784j 0.090527-0.0768987j -0.0415597-0.0183286j 0.020187+0.000583936j 0.0193051-0.0230867j -0.0227377+0.0638506j 0.0353335+0.00752506j 0.00898151-0.00909754j -0.000345491-0.0487043j -0.0165441+0.020487j -0.00526889+0.0270745j -0.0111155+0.0125547j 0.000804361+0.00399765j -0.019996+0.0076866j 0.0029409+0.00642103j -0.0144966-0.0249292j -0.0290264+0.0117814j 0.023458-0.0129287j 0.0124199-0.0077053j 0.00160417+0.0217925j -0.0284449+0.0313017j -0.00561264+0.00685391j -0.0241713+0.0224097j -0.013517-0.0276154j -0.0188666+0.0287706j -0.00796387-0.00386538j -0.035982+0.015955j 0.00755405-0.000937382j 0.0204584+0.0065712j 0.0437571-0.0133891j 0.00213422-0.00762228j -0.005249-0.00190847j 0.0198376-0.0144469j 0.035474-0.0258479j 0.0372427-0.0596094j -0.0108074+0.0110349j 0.000972823+0.00824507j 0.00567953-0.0086907j -0.0230788+0.00902277j 0.0428994-0.0034483j -0.0135093+0.0158786j 0.00943695-0.0263303j -0.00786655+0.0083195j 0.0238761-0.0103224j 
-0.00468961+0.00761332j -0.00502956-0.00660384j -0.00943991+0.00570827j -0.00264546-0.00263722j 0.00421061-0.015729j 0.0127292-0.000289977j 0.0152821-0.00804696j 0.000673841-0.00251955j -0.0105999+0.0238501j -0.0235423+0.00199969j 0.0118422-0.00173263j -0.0267189-0.0318659j -0.0455652+0.000381869j 0.0223627-0.00962248j 0.0245151-0.0357375j 0.0362137+0.015027j 0.0493112-0.0106041j -0.0267576-0.00702168j -0.00461918+0.0503205j -0.00642741+0.0105487j 0.0473018+0.042508j -0.0762742+0.0174958j 0.0119593+0.00232769j 0.0170989-0.00793128j 0.0523174+0.00407363j 0.0178865-0.0293619j -0.0277881-0.0407757j 0.014616-0.0244226j -0.0703125-0.0281614j -0.0474774-0.0599334j -0.0825923+0.0447069j 0.0231411+0.0151992j 0.011804+0.0502748j 0.0872768-0.0422217j -0.113586+0.0645929j 0.0296888-0.0479098j 0.0255533-0.00265522j -0.0583805-0.0878267j 0.00814316-0.0176068j -0.0293798-0.0194459j 0.0646652-0.00199217j -0.0945077+0.0400202j 0.105115-0.0351799j -0.0756008-0.0566169j -0.0284578-0.0289628j 0.118314-0.0943235j 0.0317345-0.0571994j -0.0110182+0.0913643j -0.00917288+0.0150837j -0.00398659-0.0270461j 0.096903-0.0849047j -0.0107625+0.0348581j 0.0122791+0.00122023j 0.0472422-0.027385j 0.0242978-0.0645049j 0.0055772+0.0253534j 0.0366251-0.00176221j -0.0307071-0.0153039j 0.000863519+0.0259036j -0.0804405+0.0380554j 0.0063222-0.00499551j -0.0194341-0.00210563j 0.0274225-0.0121943j 0.0122346-0.00242464j 0.00565621+0.0248446j -0.00311676+0.0128884j 0.0280273-0.0335736j -0.00466037-0.00747588j 0.0325463-0.000615002j 0.0309536+0.0340912j 0.0277524+0.0111391j 0.0231583-0.0272246j -0.0145395+0.00727855j 0.00680116-0.00257522j -0.0200415-0.000166411j 0.0302344+0.0319216j 0.0243284+0.00397886j -0.0192898+0.0129236j 0.00574594+0.000255587j -0.0203153+0.0192299j -0.0357579+0.00881356j 0.0337488-0.0237321j 0.00556956-0.017385j 0.0220981-0.0115846j 0.0516208-0.0107156j 0.00594911-0.0153364j 0.0180843-0.0342632j 0.00248256-0.0363224j 0.0186899+0.0124045j 0.0418256-0.0223549j 0.0058558-0.0140759j 0.0180263-0.0113327j 0.00130365-0.00839167j -0.00664534+0.00647995j -0.00566519-0.0155941j 0.00988951+0.000490807j 0.00854304-0.00492249j 
0.00520434-0.00563119j 0.00169059-0.0074983j -0.0145184+0.0113417j 0.00346972-0.0345986j 0.00123264+0.00364587j -0.00162907+0.00499636j 0.0363998-0.0193631j -0.00124571-0.0171252j -0.00916678-0.0367947j -0.017558+0.0587988j 0.00873343-0.0568424j -0.042276-0.0310653j -0.0322977+0.0173425j 0.0426433+0.0119876j 0.019424-0.00404022j 0.0582702+0.0308852j -0.0463086+0.00730783j 0.0314365+0.0016078j 0.00578179-0.0190729j -0.0469991+0.033753j 0.00698615-0.0157323j -0.00797536+0.0527215j -0.030927+0.103553j -0.0653858-0.0132281j 0.03148+0.00412389j -0.0559332-0.0125397j -0.0200183-0.0448233j -0.0368514+0.01636j -0.0813333+0.0621352j 0.0389824-0.0174593j 0.0202696-0.0518617j 0.0302271+0.00594659j 0.0254627-0.0401957j 0.0839895-0.111505j 0.00839086+0.0496556j 0.0248149-0.0333851j -0.0371213-0.0477182j -0.0219412+0.0439642j 0.0122342-0.0674663j 0.0660154+0.116317j -0.0775563-0.00381311j -0.0622592-0.185505j 0.0115375-0.050553j -0.0399051-0.0926387j 0.0800934-0.00600388j 0.0924833-0.00544132j 0.0717822-0.0724235j 0.00998176+0.0729787j -0.0155284+0.059128j -0.142887-0.0157799j 0.0572829-0.0745685j 0.0579139+0.0258359j -0.0493895+0.0246071j -0.0186815+0.00529309j 0.0600529-0.100466j -0.00900751-0.0705869j 0.041441-0.00322576j -0.0159899+0.0652941j -0.0645712+0.0481682j 0.0769443+0.0167674j -0.0266626+0.00950284j -0.0232664-0.0446761j 0.0520677-0.0494733j 0.0127552+0.0377915j 0.0261578+0.0235104j 0.0133646-0.0399074j -0.0437865-0.0972731j -0.0384191+0.0522382j 0.00513711-0.0855148j 0.0429911+0.0181715j 0.0201655+0.0301097j -0.0125923-0.0164241j -0.00157333+0.01735j -0.00461313-0.0226825j 0.0171625-0.0478313j -0.0213214+0.00933264j 0.0239212-0.0421053j -0.0491159-0.0171098j -0.0142564-0.0367249j -0.0348759-0.0540956j -0.0140847-0.0021999j -0.00413327+0.00197769j 0.065579+0.00646937j -0.0143366+0.0332181j 0.00542693-0.00918712j 0.0272139-0.0236662j 0.0455772-0.00952777j -0.015917-0.0435317j 0.0090218+0.0273631j 0.00165912-0.00685621j -0.000538893-0.0312398j -0.0571636+0.00131016j -0.00390044+0.0790517j -0.0377172+0.0104157j -0.00929244-0.0258692j -0.0284454+0.0172376j 0.0109156+0.0342436j 
-0.0013522-0.00645608j -0.0133949+0.012899j 0.017898-0.00725995j 0.0205698+0.0232578j 0.00359202+0.0199476j 0.0238889-0.0182507j 0.011425+0.0204762j -0.0120385-0.0186603j 0.00113671+0.019368j -0.00144028-0.00933769j 0.0427145+0.018528j 0.0101849-0.00641219j 0.00771079+0.00783578j -0.00721772+0.0403647j 0.0157533+0.0181907j 0.0514267+0.00340679j -0.0194648+0.0178794j 0.070913+0.0359517j 0.0483994-0.0108877j -0.0464366-0.0272379j -0.0274788+0.0466181j -0.0120375+0.0658319j -0.0812544-0.00202071j -0.110748-0.0164764j -0.0426037+0.0379762j -0.0081384+0.0250464j 0.076009+0.0591169j -0.0437532-0.00827549j -0.0395567-0.0270324j -0.0334557+0.0390121j 0.0125451-7.46245e-05j 0.0477261-0.101867j 0.0828341+0.0206922j 0.145592+0.0593666j 0.0850841-0.0369462j 0.0765916+0.0394151j 0.000873669+0.0139961j 0.0102726+0.0312598j -0.0100263-0.0768976j -0.0236511+0.0335304j -0.015732+0.0611824j 0.160617+0.0324021j 0.0328243+0.0847311j -0.0257886+0.0430512j -0.051052-0.0773506j -0.0736961-0.0278389j -0.0219821+0.0242742j 0.0642943+0.0229003j -0.0454608+0.00686273j -0.0285859-0.110146j -0.0668917-0.0514895j 0.0100628+0.0262343j 0.0549322+0.0334395j -0.0256458+0.0195975j -0.0660377-0.0373881j -0.0312211-0.0181431j -0.0084262+0.00206388j -0.0325911-0.00641277j -0.0127951+0.0326073j 0.0454123+0.0425656j -0.0216014-0.0106298j -0.0244075-0.0387771j 0.0267931+0.0569269j 0.00965648+0.0311502j -0.0163665+0.0133817j 0.0412754-0.0135719j -0.00946134-0.0149217j -0.0256804-0.0194307j 0.00148621+0.00365104j 0.0419331+0.0306179j -0.0270947-0.0125301j -0.014476-0.0217092j -0.00972688-0.043125j 0.025637+0.0124389j 0.0282105+0.03326j 0.0111319-0.0134818j 0.00796622+0.00365721j 0.0507198+0.0303765j -0.0120269+0.00275463j 0.0399797+0.000818792j 0.00457734-0.0314127j -0.00499488+0.0465314j -0.0117758-0.00318604j -0.0211161-0.0154706j 7.27898e-05+0.00413534j -0.00928329+0.014243j -0.0139772-0.00615974j -0.0641369-0.0382016j 0.00895345-0.0081619j -0.00236003+0.027567j -0.00355345-0.0021414j -0.00888039-0.0341969j -0.0418176-0.0204703j 0.000887262-0.0145884j -0.0343739-0.0107052j -0.00167063-0.0133141j -0.0225425-0.00769473j 
0.0178724+0.000748047j -0.00803545+0.00745289j -0.0144745-0.023711j 0.0105837-0.00644439j -0.02688+0.000984125j 0.0201395-0.00751381j 0.00903758+0.00332951j -0.0057563-0.0180578j 0.0250676+0.00141953j -0.0467942-0.0265117j 0.0224619-0.0199497j 0.0208396+0.0322681j -0.0093846+0.0244911j -0.0169214+0.000267423j 0.0123867+0.00225618j 0.0135445+0.016068j -0.0279419-0.0050015j 0.010217+0.0185274j 0.0230159-0.0312045j 0.00895374+0.0117885j -0.0143927-0.0497426j -0.0118434+0.00252959j -0.0154925-0.0303045j 0.0808961+0.0759321j 0.0142814-0.0277324j 0.0301997+0.0134064j 0.0134293+0.00805566j -0.0340938-0.00708347j -0.0102058-0.00817364j -0.0189246+0.0775164j -0.0121951+0.14399j 0.10992-0.0263866j 0.032837+0.0115352j 0.00887015+0.0261155j 0.0530674-0.0182877j 0.00170686-0.000491519j -0.0464973-0.0430946j -0.110663-0.00613441j -0.017502+0.0210308j -0.0397933-0.0580557j -0.0274659+0.0235452j 0.0113776+0.0379424j 0.0170552-0.0194464j -0.0137831+0.0958183j -0.0153788-0.00948442j -0.0246737-0.00770924j -0.0336209-0.0436614j 0.00374439-0.0349307j 0.0183611-0.0137829j -0.0059798+0.000584587j 3.90023e-05-0.022265j 0.0395228-0.00427599j -0.0106982-0.0254732j -0.0264331+0.0189039j 0.00363928+0.0545793j 0.0499822+0.000223762j 0.00216204+0.0146959j -0.0101488+0.0220816j 0.0010749-0.0162146j -0.00654918+0.034928j 0.00542672+0.0147617j -0.00898419-0.00728514j 0.0320694-0.00553656j -0.00172435-0.0155055j -0.0140118+0.00587497j 0.0155841+0.0167544j 0.0338815+0.00331703j -0.00885385+0.00188401j 0.00901884+0.0231032j -0.0246701-0.038653j 0.0135745-0.0233145j 0.00550253-0.0193322j 0.0373109+0.0103955j 0.0476638+0.00869756j -0.00990794+0.0204135j 0.0213691-0.0360877j 0.0205881+0.0177515j -0.0215414+0.00395682j 0.0183294+0.00548166j -0.0148197-0.00961765j 0.0198495-0.0193065j -0.0103609-0.00177353j -0.017171-0.0108921j 0.00944515-0.0209282j -0.000782485-0.0208203j -0.000950165-0.00539515j 0.00522406+0.00199595j 0.00446046+0.0203885j 0.00580966-0.022188j 0.00640085-0.00921545j -0.00712884-0.00171319j 0.00444899-0.0241967j -0.0303039-0.00954496j 0.0133233+0.00183854j 0.0079868+0.0204695j -0.00321415-0.0193785j -0.0218404-0.00369626j 
-0.00125659-0.0109974j -0.00654076-0.00834312j 0.0179995+0.0146593j 0.0122814+0.00948823j 0.00876638+0.0148823j 0.0109229+0.0190028j 0.00712521+0.00605436j 0.0143941-0.0141326j -0.0224511-0.00460078j 0.0341113+0.0214644j 0.0262092+0.0241839j 0.0158152+0.0258056j -0.0140237+0.0269499j 0.0171208-0.00510362j 0.0595746+0.0069553j -0.0295867+0.0304099j 0.000496973-0.0496641j 0.0238546+0.0649099j -0.0101945+0.0118857j -0.0156682-0.0258735j -0.00835898-0.0275891j 0.0315833-0.0117864j -0.0102894-0.0655929j -0.0896522-0.130185j 0.0118884-0.0631045j 0.0200939+0.00897998j 0.0603647+0.0341261j 0.00502592-0.0799065j 0.0507262+0.0113773j 0.00147108-0.0718562j -0.123026-0.0327937j 0.0462834+0.163733j -0.0619105+0.000770009j 0.0658944+0.0655095j 0.0321212+0.139246j 0.170512+0.100258j 0.0335051+0.0283066j 0.108513+0.0627513j -0.0537905-0.00207336j 0.0387736+0.029734j 0.0160685-0.0787069j -0.0129219+0.0235784j 0.0602733+0.0320751j -0.00350742-0.0503217j -0.0477969-0.0122313j 0.0516131+0.0488396j 0.0726299+0.0129444j -0.00706421-0.0184542j -0.0104208-0.0361287j 0.0322225+0.0200577j 0.00659263+0.0451517j -0.00809955+0.00449595j 0.0846638-0.0235313j 0.0261873-0.0512653j 0.00531825+0.0134393j -0.0473762+0.0350745j -0.0246131-0.0603939j -0.025213-0.00985892j 0.0388334-0.00457284j -0.048068+0.00603043j 0.0100023-0.030875j -0.00109661+0.0538965j -0.0370551-0.0298468j 0.0336462-0.0209954j -0.0343718-0.0367639j -0.00952648+0.0148167j 0.0298759+0.0243397j 0.00838396+0.0209079j -0.00915986+0.00665852j 0.0200963+0.0164671j 0.0170887-0.00735829j 0.0335773-0.00723673j -0.0223129+0.00166334j -0.0025605+0.021713j 0.00872355+0.000135158j -0.00199065-0.00422366j -0.0300057-0.015388j 0.0213277-0.013477j 0.00372639+0.00731433j 0.0187167+0.00294875j -0.0104528+0.0264951j 0.031332+0.00724154j 0.011025-0.0144528j 0.0291476-0.0216492j 0.0121891+0.0102998j 0.01186+0.00998382j 0.0065265+0.0104877j -0.00679346+0.0114696j 0.0144811-0.0125343j 0.0252883+0.000585895j 0.0140676-0.0139742j 0.0367917+0.00750919j -0.00321924-0.0206364j -0.0035892-0.00105568j -0.00860827+0.00250319j 0.0216067+0.00450006j -0.000520287-0.0108184j 
-6.04668e-05+0.00531117j -0.00381253-0.00667052j -0.0258956-0.0162894j 0.00374243-0.00997314j -0.00463938-0.0104703j 0.0188521+0.0138209j 0.00593682+0.0167997j 0.0103116-0.0142185j 0.0382445-0.0109281j -0.0693304-0.0299507j 0.0213578-0.00441774j -0.0272772-0.00620453j -0.0658897-0.0128266j -0.0126269+0.0168412j -0.0215751+0.0155934j 0.00103923+0.0543397j 0.0595484+0.0211503j -0.0512638+0.00792533j 0.0343679-0.0135084j 0.0245168-0.0292768j 0.0215979-0.0605508j -0.0694611-0.0436774j -0.0592204-0.0208249j 0.120631+0.00351419j 0.10522-0.0466976j -0.0212879+0.0128322j -0.0230011+0.0569832j 0.0114549+0.00380571j -0.0974307-0.0167299j 0.0378865+0.0436997j 0.00424863-0.0387769j -0.09728+0.0132738j 0.0473089+0.0652308j 0.0408526+0.126714j -0.0572366-0.0751372j 0.0122987-0.0241811j 0.081339-0.045436j -0.133115+0.0352198j -0.028051+0.0665804j -0.0956726+0.0161908j -0.00390043-0.0393584j -0.042723-0.0199951j 0.00767468+0.0580881j 0.0189725-0.00182476j 0.072403+0.0277873j -0.000745758+0.0569513j 0.0480079+0.00419702j 0.00966494-0.0489552j -0.0050907-0.0404004j -0.0398129-0.0026514j 0.0679034+0.037169j 0.0312985+0.0079791j -0.0201285-0.0169993j 0.0265625+0.0293358j 0.0500312+0.00328314j 0.0419101-0.015466j 0.0562057+0.0170987j -0.0565192+0.0126759j -0.0239355-0.0201642j 0.0149272+0.00272274j -0.0312207+0.0050225j 0.021259-0.010389j 0.0503255+0.0482248j -0.0257189-0.0197543j 0.020698+0.00272419j -0.0025789+0.0298433j 0.00213535-0.0120572j -0.0289705-0.00396339j 0.0480779+0.000932727j -0.01263-0.0106303j 0.00332435-0.000928786j 0.00159795-0.0191771j -0.0293318+0.0176623j -0.00858547-0.00607545j 0.0141557+0.00137208j 0.00700875-0.000968471j 0.0280438+0.0030684j -0.0154826-0.0168617j 0.012405-0.0104137j -0.0223196+0.00181542j 0.0149989-0.0329973j -0.00971133+0.0128477j 0.0246323+0.0126648j -0.026192-0.00255344j 0.0219764+0.00503365j 0.0237711-0.0110812j 0.0225764+0.0128088j -9.64784e-05+0.00534904j -0.0159832+0.0150145j -0.0031434+0.010964j -0.00854456+0.00635312j -0.0140974-0.010687j -0.0244667+0.0053496j -0.0164853+0.00121056j 0.000885796-0.00106042j -0.019508-0.00249352j -0.00753781+0.0105652j 
0.00689697+0.00746586j -0.00347938+0.0251835j 0.00510345-0.00169148j -0.010283+0.00596288j -0.0138717-0.00279628j -0.00141547-0.0362325j -0.0181167+0.0268333j 0.00858516+0.0374272j 0.0240759-0.0340119j 0.0029198+0.00375539j -0.0138238-0.00460918j -0.0412081-0.0190839j 0.00296309-0.0333614j -0.0146685+0.035778j -0.0670051+0.0354707j -0.00191958-0.0580277j -0.00967776-0.0191777j -0.0722909-0.0142345j 0.0458206-0.0471038j 0.00701146-0.0408528j 0.0511935+0.0477709j -0.0398322+0.00318069j -0.0289799+0.0213813j -0.0325614-0.00615872j 0.00381048+0.0515817j -0.0546198-0.0300729j -0.0835634-0.0247819j -0.0490871+0.0348256j -0.0415046+0.0181509j -0.116965+0.0239852j -0.0232801+0.0334553j 0.0371392-0.00902606j 0.0367238-0.0855734j -0.0265459-0.044903j 0.0464544-0.0983143j 0.0476609+0.0347703j 0.128228-0.0372867j -0.0859172-0.0371963j -0.0587352+0.0141332j -0.00836098+0.0237404j 0.0336461+0.123522j 0.0199609+0.162387j 0.00486584-0.0534956j -0.0568584+0.00673363j 0.0284723-0.0191314j -0.0166013+0.00515777j -0.0173932+0.0236625j 0.103363+0.00747493j -0.0174575+0.0417991j 0.032988+0.0081929j -0.0219713-0.053194j 0.00958113-0.0365253j 0.0187348-0.00563815j -0.00674349+0.00464045j -0.0293234-0.0418713j 0.0176935-0.083714j -0.0215618+0.012548j -0.0260351+0.0453279j 0.00152956-0.00617463j -0.00949833-0.0516521j 0.0186336-0.00192927j 0.00700536-0.0494615j -0.0128436+0.0268265j -0.00719032-0.00357839j -0.00377025+0.0186495j -0.00511427-0.0312122j -0.0180958+0.0113979j -0.0284308-0.000841097j 0.0189275-0.0170599j 0.0130613+0.00474841j 0.0260238+0.0045794j 0.0113417+0.0173304j -0.0272618+0.00947124j -0.0216113-0.000887751j -0.0262022+0.019463j 0.028267-0.0231624j 0.00176307+0.0190639j 0.0173603+0.0140241j 0.0160859-0.0323288j 0.0064254+0.0334257j 0.0180849-0.0416134j -0.0116999-0.0118277j -0.0277034+0.0204296j -0.00547813+0.0605625j 0.00779485-0.033753j -0.00583801+0.003284j -0.0230186-0.0083714j -0.00528539+0.00718642j 0.00289228+0.0310605j -0.00770111+0.0224207j -0.0116983+0.0433772j 0.00403524-0.00092124j -0.00143093+0.0181925j 0.00931671-7.99346e-05j -0.00408882+0.0105796j 0.0055194-0.00689997j -0.00765209+0.016237j 
