0.0236101+0.0331292j -0.0374895+0.0205525j 0.0449969+0.029882j 0.0274432-0.0430516j 0.0284924-0.00347532j 0.00745202+0.0386523j -0.00700419+0.0159313j -0.0175488-0.00649111j -0.000550376-0.0246525j -0.0163184-0.0013454j -0.0285102+0.00719345j -0.0110543-0.0161066j 0.00935818-0.028251j 0.0138425+0.0149156j -0.0032446-0.00986756j -0.0094556-0.0122083j 0.00148376-0.000623858j 0.011074+0.000613384j 0.00895017-0.0108758j 0.0123701-0.0139885j 0.0160975-0.00515076j 0.0115485-0.00586099j 0.00552112-0.000844247j 0.011105-0.0130454j 0.00877763-0.0215885j 0.000439808+0.00194792j 0.000655428+0.00213221j 0.0167658-0.0186128j -0.0104612-0.0233787j 0.0238307-0.00582521j 0.0031902+0.000182516j 0.0163411-0.00487859j -0.0076125-0.00649147j 0.00103418-0.00750234j 0.00952686+0.000344929j -0.00431572-0.00328906j -0.0113016+0.00719309j 0.0305336-0.00469475j 0.00447097+0.0155576j -1.55762e-05+0.0169325j -0.006856+0.00890087j 0.00716958+0.0239402j 0.000500568+0.0175458j 0.0274314-0.021334j -0.0118442+0.0146106j -0.0047572+0.0149985j 0.00201731+0.0123914j 0.0165992+0.0144528j 0.049785+0.01151j -0.00974516+0.0444153j 0.0131899-0.0373432j -0.0395101-0.0206964j 
0.00286347-0.00135281j 0.000850727+0.00230924j 0.000926212+0.00190397j -0.00269614+0.00187128j 0.00670881-0.0115955j -0.00188894+0.000360805j 0.00454079-0.00420116j -0.009255-0.000405377j 0.00546275+0.00215494j -0.00908388+0.00436956j 0.00433446+0.0113123j 0.0112912-0.014016j -0.00179967+0.00464264j 0.00154523+0.0031535j -0.0103557-0.00588622j 0.00445046+0.0066946j -0.00192352-0.000618179j 0.00169428-0.00584049j 0.00521769+0.00723209j 0.00225257+0.00258029j -0.00198628+0.0135662j 0.00271094+1.52044e-05j 0.00120048-0.00782184j 0.00149623+0.00576186j 0.00576343-0.00571908j 0.00647618+0.00306182j 0.00260901+0.00748762j 0.000928987+0.0046479j 0.00433051-0.00156654j 0.00762358+0.00102593j 0.00675202+0.00251037j 0.000658747-0.00703328j 0.00508789-2.11759e-05j 0.00888601-0.00382745j -0.00312144-0.00251287j -0.000279486+0.00100683j -0.0016107+0.0104339j -0.00652975-0.00235005j 0.00856543-0.000487307j -0.00231705-0.00614852j 0.00521988-0.00230856j -0.00899341-0.00139012j -0.00782469-0.00148654j -0.00642804-0.00112406j 0.0023873+0.00250989j 0.00199813-0.0012468j 0.000454896+0.00626972j -0.00544761-2.98762e-05j -0.00205905+0.0030632j -0.00220989+0.00425158j -0.000409921-0.00155741j -0.000766284+0.00129065j 
-0.00410204+0.000267179j 0.00202844-0.00368179j -0.000909922-0.00127163j 0.000265404+0.00257107j -0.00192517-0.00794982j 0.00475597+0.00290478j -0.00231694-0.0023864j 3.687e-05+0.00267959j -0.000477463+0.00335813j -0.00506937+0.00172375j 0.00366554+0.00224566j 0.00702987-0.00538073j -0.00295732+0.000211006j -0.000250055+0.00277018j -0.00250912-0.00404799j 0.00446749+0.00182325j -0.000715525-0.00111786j -0.00365419-0.00015434j 0.00550238-0.00114819j -0.00341035-0.00375605j 0.00743074+0.00277859j -0.00120123+0.00207546j 9.58919e-06-0.00914243j -0.00264061+0.000663861j -0.00543269+0.00479781j 0.0045538+0.00112793j 0.00136757+0.000651646j 0.00293086+0.00326699j -0.000828844-0.00102128j -0.000947421+0.00377399j -0.00458493+0.00405745j 0.000710481-0.00512579j 0.00572597+0.00260062j 0.00416274+0.00441289j -0.00239189-0.00410936j -0.0011855+0.00539253j 0.00177844+7.67998e-05j -0.000506979+0.000938952j 0.00193582+0.00258925j 0.00242242-0.00328449j -0.00142297-0.00061692j -0.00889867-0.00242917j 0.00137489-0.000799313j 0.000424842+0.00288188j 0.0010821+0.00523126j 0.000557506+4.14244e-06j -0.00375741+0.00176241j -0.00114258+0.00066518j 0.000953162-0.00388688j 0.000328247+0.00315252j -0.000591145+0.00809388j 0.0064101+0.000788484j 
-0.000949934+0.00223306j -0.00360631-0.00164993j 0.00421262+0.00288846j 0.00169184-0.00389492j 0.00410759-0.00542375j 0.00243517+0.00413929j -0.000531419+0.000618669j -0.00210952+0.00326319j 0.0032339-0.0022174j -8.35493e-07+0.00433958j 0.00203742+0.000673175j -0.00106045-0.0023385j -0.000474497-0.000929683j 0.00151808-0.000715929j 0.00215062+0.000146374j -0.00190449-0.000878434j -0.000741503-0.00311277j 0.00453497+0.00582294j 0.00216966-0.00364294j 0.00172951+0.000949786j -0.00365731-0.000211448j 0.00213732+0.000879275j 0.00212186+0.00104682j 0.00151024+0.000601602j 0.00237012-0.00249463j 0.000986946-0.00175595j 0.00330601+0.00216285j 0.000930103-0.00287867j -0.00225741-0.00310969j 0.00299229-0.0030159j 0.000857241-0.00093403j 0.00245676+0.00244884j -0.00138842-0.000978408j 0.00463417+0.0015629j 0.0032363+0.00321602j -0.00529856-0.00298992j -0.0042636+0.00214764j 0.000379953+0.000224432j -0.00160048+0.00181538j -0.0015505+0.0036981j 0.00468834+0.000830525j 0.0041649+0.000402189j -0.00208979-0.00335822j 0.00296849-0.000611711j 0.00202614+0.00184793j -0.00103135+0.00161384j 0.00590534+0.00154881j -0.000453495-0.00147012j 0.00427401+0.00237567j -0.000578553+0.00461811j 0.00239861-0.00256365j -0.00204692-0.00220527j 
0.00296285-0.006686j 0.007471+0.00445914j 0.00842328+0.00139843j 0.00691195+0.0012723j -0.0136746-0.00422473j -0.00308546+0.00657739j -0.00838327+0.000695645j -0.000839312+0.00257955j 0.00136726-0.000563752j -0.00267563+0.00203851j 0.00198038+0.00572718j 0.00558188-0.0160654j -0.00820167+0.000461786j 0.0101298+0.0045287j -0.000461248-0.00294936j -0.00211977-0.00435405j -0.00512247-0.00418993j -0.00643548-0.0132185j 0.00840242+0.0112044j -0.00899402-0.00895395j 0.00136456-0.00385766j -0.00442614-0.00197222j -0.00158896+0.00598732j -0.0106178+0.00505772j 0.00425339-0.00107484j 0.00829608+0.00192066j -0.00629439+0.00296642j 0.00374463+0.00188077j 0.0024315-0.0034628j -0.00219076+0.00773431j -0.000568217+0.0151711j -0.00482518-0.00186559j 0.00929474-0.0064221j 0.000104501+0.00384098j -0.00143603+0.00220551j -0.00834273+0.00566411j 0.000254988-0.00482314j 0.00379965+0.00316032j 0.00718175-0.0016269j -0.00301879-0.00344708j -0.000280578+0.00165193j -0.01006-0.00923818j 0.000767173-0.00229109j 0.000973551+0.00624759j -0.00148938-0.00243012j -0.00150276-0.00171961j 0.00183902-0.0095699j -0.00494364+0.00032218j -0.00389152-0.000669375j -0.00572302-0.00139487j -0.00389072-0.00366752j -0.00255857+0.00482762j 
0.00377482-0.00461937j 0.00596985+0.00440636j 0.00779079+0.0034493j 0.00499663-0.00183128j -0.0104685-0.0028261j -0.00638403+0.00596985j -0.00534683-0.00154856j -0.00712233+0.00448923j 0.00438461+0.00166291j -0.00417516+0.00365954j 0.000629898+0.00420854j 0.012566-0.0181315j -0.00530503-0.00199659j 0.000173977-0.00152297j -0.00904925-0.010465j 0.000741857-0.010403j -0.00701444-0.00169608j -0.00999093-0.00784714j 0.00828986+0.000715922j -0.00353061-0.00376002j -0.00131991+0.00102742j -0.00650703-0.0042809j -0.0138427+0.00139714j -0.00755568-0.000281515j -0.00399543+0.00275938j 0.00719964+0.00356713j 0.000488006+0.00884917j 0.00740373+0.00514522j 0.00134245+0.00100494j -0.00183112+0.00751844j -0.000976813+0.0113493j -0.00320528+0.00285998j 0.0122737-0.00190466j -0.00288253+0.0050284j -0.00337247+0.00386761j -0.00527349+0.0087599j -0.00162787-0.00101664j 0.00129536+0.00160641j 0.00300125-0.00139869j 0.00297946-0.00565363j 0.00100712+0.00298653j -0.00705958-0.00203672j 0.00497516-0.00288235j 0.00338407+0.00318757j -0.00510339-0.00338797j -0.00459796-0.000846738j 0.00489404-0.000143475j -0.000253392+0.00349294j 0.00352174+0.00466193j -0.000754391-0.000268032j -0.00340749-0.00463511j -0.00340271+0.00252142j 
0.00164772-0.00179j 0.000866327+0.00154967j 0.00295437+0.000742073j 0.000747376+0.000517619j -0.00378183-0.000892762j -0.00423402+0.000422131j -0.00419955-1.36464e-06j -0.0027518-0.000366621j 0.00133019-4.5785e-05j 0.000444352+0.00125313j -0.000377375+0.00440774j 0.000592758-0.0033447j -0.00083062-0.00055001j 0.00518642-0.00184501j -0.00474413+0.000566524j -0.00138128-0.00352399j -0.00282695-0.00443907j -5.49531e-05-0.00416674j 0.00027556-0.00048808j 0.00126269-0.00188411j -0.00521136+0.00122115j -5.32209e-05+0.00252312j -0.000816075+0.00967602j -0.0047638-0.000558714j 0.00560252-0.00314138j 0.00270104-0.00161537j 0.000457841-0.00104484j 0.0018531-0.0037559j 0.00236836-0.00216109j 0.000377473+0.00311259j 0.00265649+0.00065596j -0.000969973+0.00390669j -0.00119999-0.000821083j -0.00123683+0.00126686j 0.00219402+0.00148128j -0.00158317-0.000208391j -0.000326578-0.00222352j 0.000548011+0.00360673j -1.61096e-05-0.00133473j -0.000274212+0.000428233j 0.0051653+0.00409083j -0.00124995-0.000842446j -0.0032446-7.61866e-06j 4.75466e-05+0.00190189j -0.00467338-0.00530736j -0.000940687+0.000561517j 0.00324932+0.00200333j -0.00089525-0.000444786j 0.0011045+0.00100877j -0.00106952+0.00389082j -0.00119165-0.00324837j -0.00253251+0.00235567j 
0.00725884-0.00244249j 0.0023375+0.00587054j 0.00606617+0.00594722j 0.00644713-0.00361457j -0.00489184+0.00155909j -0.00254591+0.00291874j -0.00735917+0.00525518j -0.00423371-0.00154197j 0.00210842-0.0011077j -0.00113755-0.000442425j -8.13766e-06+0.000948211j -0.00310428-0.00468333j -0.00279261-0.00215471j 0.00649928+0.000978905j -0.00094218+0.000305322j -0.00368701-0.00280803j -0.00496302-0.00551368j 0.00121772-0.00376952j 0.0024698+0.00154077j 0.00240407-0.00285371j 0.000396311-0.000334739j 0.000702818+0.00173557j 0.00229064+0.0107423j -0.00453412+0.00311127j 0.00451934-0.000492759j 0.00476259+0.0019411j -0.000381283-0.00228862j 0.000948854-0.00372832j 0.00167965-0.00283912j 0.00274228+0.00053309j -0.000185187+0.00432333j -0.000752035-0.000152469j -0.000338214+0.000442719j -0.00257079+5.975e-05j -0.00134288+0.000633803j -0.000498173+0.00273733j -0.000383199-0.00523447j 0.0017378+0.000392552j -0.000401445+0.00149356j -0.000691769-0.00102159j 0.000877598+0.00352748j -0.00354654-0.00505828j -0.00751064-0.00328427j 4.74162e-05+0.00347647j -0.00203463-0.00364927j -0.000366496-0.000972171j 0.00328254+0.000389622j -0.00829933-0.00519934j -0.00149432+0.00551692j -0.00384659+0.00855647j -0.00396722-0.00891007j -0.00858891+0.00672305j 
-0.00138731-0.00322547j 0.00304393-0.00210202j -0.00541793+0.000663706j -0.000101064+0.00512636j 0.000371274-0.000498545j 0.000490871-0.00498126j 0.00188813+0.000180359j 0.00382002-0.00277251j 0.00320622+0.00290666j -4.83806e-05+0.00240258j 0.00203857+0.00133405j -0.00205627+0.00628199j 0.00396148+0.00293311j -0.00172657+0.000822332j -0.000485864+0.00238589j 0.00142271+0.00169537j -0.00137575-0.00220478j 0.00160239+0.00396424j -0.00474587-0.00362606j 0.00162132+0.000194907j 0.000410257+0.00422913j 0.000656477+0.00447502j 0.0058565+0.00295496j -0.000397379-0.00181041j -0.000514246-0.00020571j -0.00289501-0.000208397j 0.00143483-0.00637211j -0.00592399+0.00380389j 0.00180939-1.48966e-05j 0.000645109-0.00361552j 0.00612953-0.00302971j -0.00508365-0.0011075j -0.00201609+0.000774368j -0.00251337-8.32476e-05j 0.00197078-0.0105933j 0.0041578-0.00336392j 0.00697186-0.00223303j 0.00129345-0.00208892j 0.00345392+0.000594498j -0.00120501-0.00481719j 0.000799724-0.00371926j -0.00348857-0.00122798j -0.00726276+0.000642194j -0.00308693+0.00262156j 0.00120819+0.00159552j 0.0027265+0.00124279j -0.00211255+0.00459783j -0.00632646-0.0065007j -0.00570294-0.00218723j -0.00489097-0.00220527j -0.00430542+0.00310567j 0.000271923+0.00520367j 
0.000646674+0.00182333j -0.00289427+0.000579887j 0.000819271+0.000378508j -0.00315114-0.00143688j 0.00573263+2.94469e-05j -0.00118696+0.000836931j 0.00191079-0.000947168j -0.00249509+0.00119204j -0.00264325+0.00129819j 2.69591e-05-0.000513446j 0.000431382-0.00105694j -0.00107427+0.00196017j -0.00332672+0.00037419j -0.00208003-0.00425159j 0.00198068-0.000312785j -0.00183149+0.000437293j 0.00303645+0.00062504j 0.00304957-0.000421734j 0.00289989+0.00470289j 0.00454887+0.00409719j -0.00243277-1.41859e-05j 0.000976664-0.00379676j -0.00306137+0.00089535j 0.00177515-0.000432953j 0.0032575-0.00221306j -0.000626722-0.000659795j 0.000659098+0.0026953j 0.00124553-0.00410718j -0.000272249+0.00255718j 0.00219521-5.23687e-05j 5.74499e-05+0.00182368j 0.00188383+0.00281198j -0.00318747+0.00103643j 0.00191314-0.000854802j -0.000421545+0.00289501j -0.000765461+0.000189672j -0.00657638+0.00420114j -0.00204854-0.00163877j -0.000300819-0.00254698j 0.000534142+0.00253079j 0.00151374-0.000112846j 0.00583016+0.0024624j 0.00428664+0.00184983j 0.000338537-0.00244193j 0.00140887-0.00195544j -0.00171418-0.00365944j 0.00108853+0.000817803j 0.00528663+0.00422072j 0.000275047+0.0017938j 0.00295691+0.000422169j 0.00402465-0.00178909j 7.05434e-05-0.00373473j 
0.00445252+0.000634431j 0.00158961+0.00387851j 0.00149945+0.00429354j 0.00578714-0.0047648j -0.000689376+0.00316587j 0.00508537+0.00139364j -0.00320966+0.00743961j -0.000643018-0.00292814j -0.00186434-0.00239998j -0.0053492-0.00162088j -0.00528954-0.00472484j -0.00368139+0.00105979j -0.00179192-0.00153876j 0.00152824+0.00139947j 0.00255076-0.00160608j -0.00351432+0.00466235j -0.000102442+0.00220349j -0.00122444+0.000535204j 0.000665662+0.00480553j 0.000151579+0.00116482j 0.00831452-0.00124931j 0.00149781-0.00463587j 0.00242126-0.00273818j 0.00114861+0.00220668j -0.00241415+0.00526738j 0.00414514+0.00294363j -0.00326379-0.00172469j -0.00221082-0.00034283j 0.00077151-0.000150829j -0.00179886+0.00296543j -0.00322981+0.00575013j 0.00096302-0.0057891j 0.000620802-0.000703021j 0.000893733-0.00263552j -0.00211457-0.00168311j 0.000393291+0.00328889j 0.00232178-0.00368361j 0.00236366-0.00313j -0.00082946+0.00222921j -0.00138389-0.00266221j -0.00572153-0.000447795j -0.00225084-0.00364409j -0.000778625-0.00141707j -0.000259005-0.000784662j -0.000362664+0.00131288j 5.97637e-05-0.00327606j -0.00399474-0.00100214j -0.00111326-0.0011375j -0.00140067+0.00180516j 0.000944645+0.00425465j -0.00105689-0.00300607j -0.00227382+0.00112753j 
0.00692877+0.00380948j -0.00195585+0.00475364j 0.00719999+0.00629866j 0.00806172-0.00941829j -0.00035457+0.00668947j 0.00261667+0.00266035j -0.0107945+0.00869826j -0.00521999-0.000214939j -0.000698251-0.00197829j -0.0018992-0.000860442j -0.00252824-0.00578853j -0.00428599-0.000331434j -0.00279047-0.00488764j 0.00393008+0.00122295j -0.000319341+0.00343097j -0.00295909-0.00214708j 0.000135874-0.0043566j 0.00119793-0.00525394j 0.00169404-0.00153976j -0.00214673-0.00344438j 0.00549856-0.00513057j -0.000931532-0.0031586j 0.00126091+0.00215546j -0.0022874-0.000971688j 0.00445796+0.00333342j 0.00683969+0.00142066j -0.00318669-0.00426656j 0.000460344-0.00557751j 0.00117025-0.00211972j -0.00181357+0.00235528j -0.00735125+0.000699792j -0.00036497-0.00108143j 0.00220785+0.00105279j -0.000949213+0.000143551j -0.00147202+0.0039034j -0.00225638+0.00448822j -0.00142784-0.0052798j 0.00777109+0.000546821j -0.00420502+0.00193032j 0.00256343+0.00145997j -0.000832163+0.0062504j 0.00291998-0.0036952j -0.000629994-0.0042563j 0.00265016+0.000736069j -0.00659914-0.000696716j -0.00157863-0.00279293j -0.00122063-0.000496517j -0.00587941-0.00134706j 0.00466262+0.00467135j 0.00383269+0.0111944j 0.000556783-0.00447339j -0.00371265+0.0001848j 
-0.0036382-0.0040133j 0.00254209-0.00272659j -0.00349721-0.00247884j -0.00224799+0.00646792j -0.0022802-0.00341148j -0.00271659-8.57355e-05j 0.00233382-0.00527995j 0.00320153+0.00041219j 0.00043405+0.00137225j 0.00160613-0.000865742j 0.000571134+0.00623656j 0.00241092+0.000563051j 0.000363774+0.00226588j -0.000243609-0.00332022j -0.00120889-0.00219797j -0.00178899-0.000963268j -0.00108174+0.00394356j -0.00237744-0.000130476j 0.00093724+0.000403294j 0.00211588+0.00292157j -0.00628355+0.00423974j -0.000513538-0.000347395j -0.00170309+0.00205063j -0.00157968+0.00143103j -0.000530249-0.0026469j -0.00277641-0.00140798j 0.00401805+0.00349718j 0.00039849+0.00422621j 0.00135963+0.00107251j 0.00181306-0.00143073j 0.00303172+0.00245019j -0.00113225+0.00341203j -5.77803e-05-0.000642663j -0.00227277+0.000277977j 0.0017358+0.00205758j -0.000717335-0.00181548j -0.00326133+0.00191631j -0.00526731-0.00148301j 0.00208451-0.000464423j -0.00155633-0.000842506j 0.00290481-0.00145963j -0.000971983+0.00048892j 0.00042449-0.000771035j -0.00148878+0.000855948j 0.00543918-0.000164603j -0.000900048+0.00112564j 0.00521175-0.00225633j 0.00120763-0.000256218j -0.00454617-0.000343406j 7.47562e-05-0.00579356j -0.0015417+0.00163784j 0.00228466+0.00184275j 
0.00651284+0.00338972j -0.00241903+0.00459193j 0.00539721+0.00305454j 0.0028045-0.00637118j -0.00123022+0.00574837j -0.00376043+4.29995e-05j -0.0030912+0.00301615j -0.00575121+0.00297115j -0.0010478-0.00695132j -0.00174556-0.00487377j -0.00272205-0.0015874j -0.00335816-0.00632519j 0.000409897+0.000455606j 0.00513068+0.00364847j 0.00128343+0.00123324j -0.00155564-0.00361541j 0.000736293-0.000691224j 0.00255684-0.00167335j 0.0022914+0.000869784j 0.00125779-0.00346945j 0.000901636-0.0045005j 0.000798258-0.000370006j 0.00399941+0.00364687j 0.00147931+0.00555012j 0.00599066+0.00168954j 0.00310356+0.000781361j -0.00151392-0.000282889j 0.00138466-0.000589935j 4.57938e-05-0.00513783j -0.00148342-0.00251816j -0.00258143-0.00287473j 0.0038807-0.000545992j 0.00197714+0.0026172j -0.00341564-0.00269919j -0.0027528+0.00584606j 0.00102734+0.00197926j 0.00315094-0.00159151j 0.000333507+0.000138617j -0.00418475-0.000770455j 0.00224801-0.00135637j -0.00162316+0.00394005j 0.00217208-0.00387934j -0.00422991-0.00219695j -0.00128389-0.000529484j -0.00361894-0.000946289j -0.000329258-0.0026645j -0.00107723+0.00256669j -0.00374439-0.00399305j 0.00412972+0.00124131j 0.000633483+0.00686268j 0.000207116-0.00546106j -0.00587971+0.000401013j 
-0.00104877+0.00390071j -0.00317655-1.60252e-05j 0.00278932-0.00537562j -0.00390326-0.00130764j -0.00321285+0.00433671j -0.00617411-0.00254735j 0.000737886-0.00522572j -0.00055394+0.00418461j -0.00284206-0.000217077j 0.00340071-0.00741747j -0.00067415-0.000334536j 0.00208483-0.0063678j -0.000502034+0.00123804j -0.00115124+0.0024699j 0.00147569+0.000443621j 0.00101515-0.00377867j 0.00796242+0.00137527j -0.00153504-0.00189775j 0.00367585+0.00282395j -0.00703252-0.0022961j 6.21963e-05-0.00780952j -0.00331967-0.00214089j -0.0031612-0.0031216j 0.000769223-0.000924677j 0.00255585-0.000639885j -0.00339884-0.00141252j -0.00355624+0.00279703j 0.000555567+0.000904884j -0.00295565-0.00392356j -0.00246508+0.00139074j -0.00177295-0.00570299j 0.00247418+0.00155197j 0.00532023+0.000766526j 0.000266305-0.00102312j 0.000547377+0.00605921j -0.00043057+0.00234459j -0.000203814+0.00494152j 0.00269317+0.00117975j -0.0045829-0.00659286j 0.0029473+0.00039057j -0.00168159+0.00420339j 0.00366413+0.00128392j 0.00896954+0.00453106j -0.00182938-0.000485669j -0.00615342-0.000222181j -0.00194553-0.00102723j -0.00636953-0.00184586j 0.00601142+0.00543376j 0.0046193-0.003226j 0.00539619-0.00413988j 0.00262776+0.00197078j 0.00208547-0.00495768j 
0.00111592-0.000902451j -0.000265561+0.000405608j 0.00217632+0.00287649j 0.00223337-0.00291502j -0.000211653-0.00462654j -0.00121304+0.0044534j -0.00104246-0.000593847j 0.000772031+0.00190901j 8.88072e-05+0.00437978j -4.94715e-05+0.00423461j -0.000620182+0.00204364j -0.000658892+0.000973238j -0.00372302-0.000853057j 0.00146159-0.000665355j 0.000133435-0.00445206j -0.00243259-0.00191776j -0.00561865-0.00472641j -0.00325476+0.00178145j 0.00351359+0.00387953j -0.000879118+0.00342976j 0.00256655-0.00230878j 0.000855457+0.00180825j -0.0043944+0.00462896j -0.0015653-0.00205945j 0.000269934+0.00116777j -0.00320797+0.00240682j 0.00404003-0.00164959j -0.00582645+0.000747006j 0.00322879-0.000865047j -0.00121406-0.00219015j -0.00053572+0.00127648j -0.000463549-0.00422563j -0.00124808+0.00124487j 0.000539695+0.00258871j -0.00378065-0.0011926j -0.000283328+0.00188355j -0.00157051-0.00154817j 0.000666394+0.00041864j -0.000252148-0.00116601j -0.00300119+0.00158269j 0.00286379+0.00329267j -0.00196441-0.000694707j -0.00260672-0.000506667j 0.000657997+0.00414208j 0.000502822-0.00104134j 0.000787128-0.00268433j 0.00354318+0.000574041j -0.00491478-0.00179009j -0.000720329+0.00331674j -0.000294868+0.00134772j -0.000865074-0.00184831j -0.00176044+0.00238389j 
0.00774419-0.000671844j -0.001027+0.00721843j 0.00586097+0.00362268j 0.000199113-0.00514261j -0.00395891+0.00777112j -0.00730638+0.00503601j -0.00316929+0.0017261j -0.00210216+0.00259676j -0.00090559+0.000629124j 0.00345524-0.00455701j -0.00729832-0.00346627j -0.000686988-0.00768527j -0.00659433-0.00334509j -0.00664021-0.00536519j -0.000763565-0.00552576j -0.00404992-0.000135948j -0.00199702+0.00106774j -0.00199624+0.000408015j 0.00441739+0.00560961j 0.00195119+0.00398997j -0.00293591+0.000503322j -0.00255251-0.0118432j -0.00728456+0.00814211j -0.00208963-0.0042687j -0.00167831+0.00160578j 0.00315073-0.00396117j 0.00267332+0.00786849j -0.000616781-0.00219988j -0.000921062+0.0052568j -0.00214356+0.00278474j -0.000127816+0.0080301j 0.00157301+0.00314984j 0.00356474-0.00340503j 0.00441373-0.00180802j 0.00486538+0.0115428j 0.000521093+0.00478939j -0.00931577+0.00211417j 0.00293399-0.000420856j -0.00750165+0.00225942j 0.0009425-0.00131885j 0.00268917+0.00453049j 0.00294341-0.00254809j 0.00324984-0.00357406j -0.00170367+0.000400656j -0.00404346-0.00762136j -0.000456512-0.0065383j 0.00239864+0.00357679j 0.00478663+0.00389933j 0.00123301+0.00949695j 0.00550042+0.0117483j 0.000965293-0.0132488j -0.00900255+0.00165578j 
0.00629955-0.000878254j 0.000731706+0.00559989j 0.0029019+0.00245061j 0.00293561-0.00384236j -0.00216419+0.0069953j -0.00242512+0.00105092j -0.00204769+0.00264685j 0.000249436-0.000409298j 5.52959e-05-0.00177406j -0.00102344-0.00266726j -0.00422302-0.00250072j -0.000709625-0.00174383j -0.00319161-0.00208381j -0.00254019-2.2097e-05j 0.00106619-0.00229466j -0.004903+0.00199589j 0.00292317+0.00191634j -0.00182562-2.07699e-05j 0.00163122+0.00238089j -4.53641e-05+0.00110239j 0.000404195+0.0012198j -0.00023189-0.00599032j -0.00064762+0.00313985j -0.0017943-0.00362375j -0.00129342-0.00068078j 0.00270414-0.000978618j -0.00080679+0.00164232j -0.00166571+0.00105863j 0.000621445+0.00191768j -0.000464078-0.000202656j 0.000308455+0.00405381j -0.000212533+0.00128468j 0.00131123-0.00418416j 0.00211376-0.00267305j 0.00203955+0.00436402j 0.000774694+0.00164368j -0.00141345-0.000278642j 0.00288409-0.00330341j -0.000599836+0.000939317j -0.00130653-0.00181903j -0.00304486-0.000253789j -0.000510064-0.00251742j 0.00123482-0.00109724j -0.000208875-0.00033402j 0.00127096-0.00136385j 0.00150874-0.000843512j -0.00015444+0.000133916j 0.00169383+0.00272835j -0.00233829+0.00489572j -0.000433017+0.00331824j -0.000160688-0.00855168j -0.0068634+0.000997245j 
-0.000946658-0.00463485j 0.00417816-1.41472e-05j -0.00113938-0.00416841j 0.000417011+0.00206776j -0.00988166+0.00138421j -0.0049613-0.00239122j 0.00112395-0.00215499j 0.00398018-0.00571329j 0.00345104-0.000713064j 0.0070957+0.00024597j 0.00122331+0.0025351j 0.00405623+0.00207932j 0.00219197-0.00540056j -0.00200598+0.00425267j -0.00208756-0.00355029j 0.000180753+0.00563451j -0.00101664-0.00522189j -0.00248903+0.00598924j -0.00149594+0.000900939j -0.001082-0.00440833j -0.0047505+0.0070485j 0.00228084+0.0140745j 0.00819383+0.0114147j 0.000354964-0.00315926j -0.000996998+1.04329e-05j 0.000941057-0.0020992j 0.00132288-0.00285055j -0.00825705+0.00854675j -0.00570361-0.00396473j -0.0019394-0.00356563j 0.0055076-0.00599982j -0.00118344-0.0048902j -0.00103952-0.002735j -0.00318176-0.00182366j 0.00116409-0.00194908j 0.00119666+0.000291632j 0.00982133-0.00964878j 0.00322942-0.000199425j 0.00482467-0.00455189j -0.00881127-0.000120855j 0.001348+0.00187505j -0.00822817-0.00159792j -0.00682334+0.000532727j -0.00207216-0.00294799j 0.00628902+0.00190778j 0.00134833+0.00398469j 0.0064621+0.00747006j -0.00558519-0.000395446j -0.0107738-0.00485081j -0.00635244+0.0063706j -0.00135884+0.000234026j -0.00200348+0.00760638j 
0.000219672+0.00315132j -0.00255618-0.000851875j 0.00227365+0.00155109j -0.00282912-0.00386801j 0.00280024+0.00307548j -0.000383386-0.00417615j -0.00291927+0.00121834j -0.00350322+0.00310106j -0.00256347+0.00220796j -0.000220532-0.00197257j 0.00027271-0.00230254j -0.00165545-0.00422064j -2.03828e-05+0.0053183j -0.00208397-0.0010372j 0.00191284+0.0021872j 0.00134308+0.00223554j 0.00903921-0.000437192j 0.00749694-0.0034062j 0.00293527+0.0042632j -0.00351885+0.00173848j 0.000564566-0.00737435j -0.00228859-0.00375484j -0.00245094-0.00499647j 0.00216322+0.00513825j 0.00348495+0.00478371j -0.00197729-0.00348208j -0.00422536+0.00169945j -0.00172332-0.00597662j -0.00267924+0.00131702j -0.000147586+0.000254068j -0.00356888-0.00221438j 0.00608328-0.000813891j 0.00418709+0.00264868j 0.00117899-0.00363867j -0.00300727+0.00725196j -0.000435182+0.00542481j -0.00678399+0.00418834j -0.000866135-0.00188319j -0.00998955-0.00604251j 0.00288324+0.0026635j 0.00126299+0.00121877j 0.00611512-0.00543804j 0.00856808+0.000472888j -0.00637619+0.00299413j -0.00538933+0.00181003j 0.00159953-0.00300424j -0.00528241-0.00180479j 0.0041743-0.00265883j 0.00575181+0.00550344j 0.000165471+0.000852001j 0.000374587-0.00128993j 0.000100821-0.00280469j 
